protein	mRNA	gene
XP_006400174.1	XM_006400111.2	LOC18019145
XP_024011543.1	XM_024155775.1	LOC18019146
XP_006400175.1	XM_006400112.2	LOC18019146
XP_024011542.1	XM_024155774.1	LOC18019146
XP_006400176.1	XM_006400113.2	LOC18019146
XP_006400177.1	XM_006400114.2	LOC18019147
XP_006400178.1	XM_006400115.2	LOC18019148
XP_024011915.1	XM_024156147.1	LOC18019149
XP_024011916.1	XM_024156148.1	LOC18019150
XP_006400180.2	XM_006400117.2	LOC18019150
XP_024011917.1	XM_024156149.1	LOC18019150
XP_006400181.1	XM_006400118.2	LOC18019151
XP_006400183.1	XM_006400120.2	LOC18019152
XP_006400184.1	XM_006400121.1	LOC18019153
XP_006400185.1	XM_006400122.2	LOC18019154
XP_006400186.1	XM_006400123.2	LOC18019155
XP_006400187.2	XM_006400124.2	LOC18019156
XP_006400188.1	XM_006400125.2	LOC18019157
XP_024011806.1	XM_024156038.1	LOC18019158
XP_006400189.1	XM_006400126.2	LOC18019158
XP_006400191.1	XM_006400128.2	LOC18019159
XP_006400190.1	XM_006400127.2	LOC18016897
XP_006400192.1	XM_006400129.2	LOC18016896
XP_006400193.1	XM_006400130.2	LOC18016898
XP_024011977.1	XM_024156209.1	LOC18016898
XP_006400194.1	XM_006400131.2	LOC18016899
XP_006400195.1	XM_006400132.2	LOC18016900
XP_006400196.1	XM_006400133.2	LOC18016901
XP_024011827.1	XM_024156059.1	LOC18016901
XP_006400197.1	XM_006400134.2	LOC18016902
XP_006400198.1	XM_006400135.2	LOC18016903
XP_024012655.1	XM_024156887.1	LOC18016904
XP_006400199.1	XM_006400136.2	LOC18016904
XP_006400200.1	XM_006400137.2	LOC18016905
XP_006400201.1	XM_006400138.2	LOC18016906
XP_024011933.1	XM_024156165.1	LOC18016906
XP_006400202.2	XM_006400139.2	LOC18016907
XP_006400203.1	XM_006400140.2	LOC18016908
XP_006400204.1	XM_006400141.2	LOC18016909
XP_024011765.1	XM_024155997.1	LOC18016910
XP_024011764.1	XM_024155996.1	LOC18016910
XP_006400206.1	XM_006400143.2	LOC18016910
XP_024012219.1	XM_024156451.1	LOC18016911
XP_006400207.1	XM_006400144.2	LOC18016911
XP_024012121.1	XM_024156353.1	LOC18016912
XP_006400209.1	XM_006400146.1	LOC18018802
XP_006400210.1	XM_006400147.2	LOC18018803
XP_006400212.1	XM_006400149.2	LOC18018804
XP_024011602.1	XM_024155834.1	LOC18018804
XP_024011603.1	XM_024155835.1	LOC18018804
XP_006400213.1	XM_006400150.2	LOC18018805
XP_006400214.1	XM_006400151.2	LOC18018806
XP_006400215.1	XM_006400152.2	LOC18018807
XP_024012596.1	XM_024156828.1	LOC18018807
XP_006400216.1	XM_006400153.1	LOC18018808
XP_006400217.1	XM_006400154.2	LOC18018809
XP_006400218.1	XM_006400155.2	LOC18018810
XP_024011444.1	XM_024155676.1	LOC18018811
XP_006400219.1	XM_006400156.2	LOC18018811
XP_024011445.1	XM_024155677.1	LOC18018811
XP_006400220.1	XM_006400157.2	LOC18018812
XP_024011443.1	XM_024155675.1	LOC18018812
XP_024011859.1	XM_024156091.1	LOC18018813
XP_024012322.1	XM_024156554.1	LOC112086781
XP_024012324.1	XM_024156556.1	LOC112086783
XP_006400222.1	XM_006400159.2	LOC18018814
XP_006400223.1	XM_006400160.2	LOC18018815
XP_006400224.1	XM_006400161.2	LOC18018816
XP_024011921.1	XM_024156153.1	LOC18018817
XP_006400226.1	XM_006400163.2	LOC18018818
XP_006400227.1	XM_006400164.2	LOC18018819
XP_024011661.1	XM_024155893.1	LOC18018819
XP_024011662.1	XM_024155894.1	LOC18018819
XP_006400228.1	XM_006400165.2	LOC18017898
XP_006400229.1	XM_006400166.2	LOC18017899
XP_006400230.1	XM_006400167.2	LOC18017899
XP_006400231.1	XM_006400168.2	LOC18017900
XP_006400232.1	XM_006400169.2	LOC18017901
XP_006400233.1	XM_006400170.2	LOC18017902
XP_024011448.1	XM_024155680.1	LOC18017902
XP_024011449.1	XM_024155681.1	LOC18017902
XP_006400234.1	XM_006400171.2	LOC18017903
XP_006400236.1	XM_006400173.2	LOC18017904
XP_006400235.1	XM_006400172.2	LOC18017906
XP_006400237.1	XM_006400174.2	LOC18017905
XP_024012327.1	XM_024156559.1	LOC18017907
XP_006400239.1	XM_006400176.2	LOC18017908
XP_006400240.1	XM_006400177.2	LOC18017909
XP_006400241.1	XM_006400178.2	LOC18017910
XP_006400242.1	XM_006400179.2	LOC18017911
XP_024011580.1	XM_024155812.1	LOC18017912
XP_024011581.1	XM_024155813.1	LOC18017912
XP_006400243.1	XM_006400180.2	LOC18017912
XP_006400244.1	XM_006400181.2	LOC18017913
XP_024011579.1	XM_024155811.1	LOC18017914
XP_006400246.1	XM_006400183.2	LOC18018684
XP_024012422.1	XM_024156654.1	LOC18018685
XP_006400247.1	XM_006400184.2	LOC18018685
XP_024012329.1	XM_024156561.1	LOC18018686
XP_006400249.1	XM_006400186.2	LOC18018687
XP_006400250.1	XM_006400187.1	LOC18018688
XP_006400251.1	XM_006400188.2	LOC18018689
XP_006400252.1	XM_006400189.2	LOC18018690
XP_006400254.1	XM_006400191.2	LOC18018691
XP_006400253.1	XM_006400190.2	LOC18018691
XP_006400256.1	XM_006400193.2	LOC18018692
XP_006400257.1	XM_006400194.2	LOC18018693
XP_006400258.1	XM_006400195.2	LOC18018694
XP_006400259.1	XM_006400196.2	LOC18018695
XP_006400262.1	XM_006400199.2	LOC18018697
XP_006400261.1	XM_006400198.2	LOC18018699
XP_006400263.1	XM_006400200.2	LOC18018698
XP_006400264.1	XM_006400201.2	LOC18018700
XP_024012070.1	XM_024156302.1	LOC18018700
XP_006400265.1	XM_006400202.2	LOC18018701
XP_006400266.1	XM_006400203.1	LOC18019215
XP_006400267.1	XM_006400204.2	LOC18019216
XP_006400271.1	XM_006400208.2	LOC18019219
XP_024011418.1	XM_024155650.1	LOC18019220
XP_006400273.1	XM_006400210.2	LOC18019221
XP_006400274.2	XM_006400211.2	LOC18019222
XP_006400275.1	XM_006400212.2	LOC18019223
XP_006400276.1	XM_006400213.2	LOC18019224
XP_024012175.1	XM_024156407.1	LOC18019225
XP_006400278.1	XM_006400215.2	LOC18019226
XP_024012174.1	XM_024156406.1	LOC18019227
XP_006400279.1	XM_006400216.2	LOC18019227
XP_024012144.1	XM_024156376.1	LOC18019228
XP_006400281.1	XM_006400218.2	LOC18019229
XP_006400283.1	XM_006400220.2	LOC18019230
XP_024012116.1	XM_024156348.1	LOC18019230
XP_024012049.1	XM_024156281.1	LOC18019231
XP_006400284.2	XM_006400221.2	LOC18019231
XP_024012177.1	XM_024156409.1	LOC18019663
XP_006400286.1	XM_006400223.2	LOC18019664
XP_006400287.1	XM_006400224.2	LOC18019665
XP_024012483.1	XM_024156715.1	LOC18019666
XP_006400290.1	XM_006400227.1	LOC18019668
XP_006400291.1	XM_006400228.2	LOC18019669
XP_024012632.1	XM_024156864.1	LOC18019670
XP_024011613.1	XM_024155845.1	LOC18019671
XP_024011612.1	XM_024155844.1	LOC18019671
XP_006400294.1	XM_006400231.2	LOC18019672
XP_006400295.1	XM_006400232.2	LOC18019673
XP_006400297.1	XM_006400234.2	LOC18019675
XP_006400298.2	XM_006400235.2	LOC18019676
XP_006400299.1	XM_006400236.2	LOC18019677
XP_006400300.2	XM_006400237.2	LOC18019678
XP_006400301.1	XM_006400238.1	LOC18019679
XP_024011427.1	XM_024155659.1	LOC18019680
XP_024011792.1	XM_024156024.1	LOC18019681
XP_006400304.1	XM_006400241.2	LOC18019682
XP_006400306.1	XM_006400243.2	LOC18019623
XP_006400305.1	XM_006400242.2	LOC18019683
XP_024011653.1	XM_024155885.1	LOC18019683
XP_006400307.1	XM_006400244.2	LOC18019624
XP_006400308.1	XM_006400245.2	LOC18019625
XP_006400309.1	XM_006400246.2	LOC18019626
XP_006400310.1	XM_006400247.2	LOC18019627
XP_006400311.1	XM_006400248.2	LOC18019628
XP_006400312.1	XM_006400249.2	LOC18019629
XP_006400313.1	XM_006400250.2	LOC18019629
XP_006400314.1	XM_006400251.2	LOC18019630
XP_006400316.1	XM_006400253.1	LOC18019631
XP_006400317.1	XM_006400254.1	LOC18019632
XP_024012343.1	XM_024156575.1	LOC112086786
XP_006400318.1	XM_006400255.2	LOC18019633
XP_024012571.1	XM_024156803.1	LOC18019634
XP_024012111.1	XM_024156343.1	LOC18019635
XP_006400322.1	XM_006400259.2	LOC18019636
XP_024012246.1	XM_024156478.1	LOC18019636
XP_006400323.1	XM_006400260.2	LOC18019637
XP_006400324.1	XM_006400261.2	LOC18019638
XP_024012399.1	XM_024156631.1	LOC18019638
XP_006400325.1	XM_006400262.2	LOC18019639
XP_024012710.1	XM_024156942.1	LOC18019640
XP_006400327.1	XM_006400264.2	LOC18019641
XP_006400328.1	XM_006400265.2	LOC18017337
XP_006400329.1	XM_006400266.2	LOC18017338
XP_006400330.1	XM_006400267.2	LOC18017339
XP_024011771.1	XM_024156003.1	LOC18017340
XP_006400332.1	XM_006400269.2	LOC18017340
XP_006400333.1	XM_006400270.2	LOC18017341
XP_006400334.1	XM_006400271.2	LOC18017342
XP_024011452.1	XM_024155684.1	LOC18017343
XP_006400335.1	XM_006400272.2	LOC18017343
XP_024011453.1	XM_024155685.1	LOC18017343
XP_006400336.1	XM_006400273.2	LOC18017344
XP_006400338.1	XM_006400275.2	LOC18017345
XP_024012352.1	XM_024156584.1	LOC18017346
XP_006400340.1	XM_006400277.2	LOC18017347
XP_006400342.1	XM_006400279.2	LOC18017348
XP_006400343.1	XM_006400280.2	LOC18017349
XP_006400344.1	XM_006400281.2	LOC18017350
XP_006400345.1	XM_006400282.2	LOC18017351
XP_006400346.2	XM_006400283.2	LOC18017352
XP_006400347.1	XM_006400284.2	LOC18017353
XP_006400348.1	XM_006400285.2	LOC18017354
XP_006400349.1	XM_006400286.2	LOC18017355
XP_006400350.1	XM_006400287.2	LOC18017356
XP_006400351.1	XM_006400288.2	LOC18017541
XP_006400352.1	XM_006400289.2	LOC18017542
XP_024011790.1	XM_024156022.1	LOC18017543
XP_006400355.1	XM_006400292.2	LOC18017544
XP_006400354.1	XM_006400291.2	LOC18017546
XP_006400356.1	XM_006400293.2	LOC18017545
XP_006400357.1	XM_006400294.2	LOC18017545
XP_006400358.1	XM_006400295.2	LOC18017547
XP_006400361.1	XM_006400298.2	LOC18017548
XP_006400360.1	XM_006400297.2	LOC18017550
XP_006400362.1	XM_006400299.1	LOC18017549
XP_006400364.1	XM_006400301.2	LOC18017551
XP_006400365.1	XM_006400302.2	LOC18017552
XP_006400366.1	XM_006400303.2	LOC18017553
XP_006400367.1	XM_006400304.2	LOC18017554
XP_006400368.1	XM_006400305.2	LOC18017555
XP_006400369.1	XM_006400306.1	LOC18017556
XP_006400370.1	XM_006400307.2	LOC18017557
XP_024011733.1	XM_024155965.1	LOC18017557
XP_006400371.1	XM_006400308.2	LOC18017557
XP_024012528.1	XM_024156760.1	LOC18017558
XP_024012527.1	XM_024156759.1	LOC18017558
XP_006400372.1	XM_006400309.2	LOC18017558
XP_024012526.1	XM_024156758.1	LOC18017558
XP_024012525.1	XM_024156757.1	LOC18017558
XP_024012306.1	XM_024156538.1	LOC18018786
XP_024012544.1	XM_024156776.1	LOC112086828
XP_024012545.1	XM_024156777.1	LOC112086828
XP_006400375.1	XM_006400312.2	LOC18018788
XP_006400376.1	XM_006400313.2	LOC18018789
XP_006400377.1	XM_006400314.2	LOC18018790
XP_024012354.1	XM_024156586.1	LOC18018791
XP_006400380.1	XM_006400317.2	LOC18018792
XP_006400379.1	XM_006400316.2	LOC18018792
XP_006400381.2	XM_006400318.2	LOC18018793
XP_024012451.1	XM_024156683.1	LOC18018794
XP_024012452.1	XM_024156684.1	LOC18018794
XP_006400383.1	XM_006400320.2	LOC18018795
XP_006400384.1	XM_006400321.2	LOC18018796
XP_024012395.1	XM_024156627.1	LOC18018797
XP_006400387.1	XM_006400324.2	LOC18018798
XP_006400390.2	XM_006400327.2	LOC18018800
XP_006400391.1	XM_006400328.2	LOC18018801
XP_024012657.1	XM_024156889.1	LOC18019028
XP_006400392.1	XM_006400329.2	LOC18019028
XP_024012487.1	XM_024156719.1	LOC18019029
XP_006400394.1	XM_006400331.2	LOC18019030
XP_006400395.1	XM_006400332.2	LOC18019031
XP_024012445.1	XM_024156677.1	LOC112086805
XP_006400396.1	XM_006400333.2	LOC18019032
XP_006400398.1	XM_006400335.2	LOC18019033
XP_024011503.1	XM_024155735.1	LOC18019034
XP_006400399.1	XM_006400336.2	LOC18019034
XP_024011504.1	XM_024155736.1	LOC18019034
XP_006400400.1	XM_006400337.2	LOC18019034
XP_006400401.1	XM_006400338.2	LOC18019035
XP_006400402.1	XM_006400339.2	LOC18019036
XP_006400403.1	XM_006400340.2	LOC18019037
XP_006400404.1	XM_006400341.2	LOC18019038
XP_006400405.1	XM_006400342.2	LOC18019039
XP_006400406.1	XM_006400343.2	LOC18019040
XP_006400407.1	XM_006400344.2	LOC18019041
XP_006400408.1	XM_006400345.2	LOC18019042
XP_006400409.1	XM_006400346.2	LOC18019043
XP_006400410.1	XM_006400347.2	LOC18019044
XP_006400411.1	XM_006400348.2	LOC18019160
XP_006400414.1	XM_006400351.2	LOC18019161
XP_006400413.1	XM_006400350.2	LOC18019161
XP_024012314.1	XM_024156546.1	LOC18019161
XP_024012315.1	XM_024156547.1	LOC18019161
XP_024012316.1	XM_024156548.1	LOC18019161
XP_024012313.1	XM_024156545.1	LOC18019161
XP_024012143.1	XM_024156375.1	LOC18019162
XP_006400415.1	XM_006400352.2	LOC18019162
XP_024012142.1	XM_024156374.1	LOC18019162
XP_024012141.1	XM_024156373.1	LOC18019162
XP_006400417.1	XM_006400354.2	LOC18019163
XP_006400418.1	XM_006400355.2	LOC18019164
XP_024012687.1	XM_024156919.1	LOC112086853
XP_006400419.1	XM_006400356.2	LOC18019165
XP_006400420.1	XM_006400357.2	LOC18019166
XP_006400421.1	XM_006400358.2	LOC18019167
XP_024012478.1	XM_024156710.1	LOC18019168
XP_006400423.2	XM_006400360.2	LOC18019169
XP_024012436.1	XM_024156668.1	LOC18019170
XP_006400425.2	XM_006400362.2	LOC18019171
XP_024012199.1	XM_024156431.1	LOC18019173
XP_006400429.1	XM_006400366.2	LOC18016585
XP_024011943.1	XM_024156175.1	LOC18016586
XP_024011942.1	XM_024156174.1	LOC18016586
XP_024012044.1	XM_024156276.1	LOC18016587
XP_024011938.1	XM_024156170.1	LOC18016588
XP_024011939.1	XM_024156171.1	LOC18016590
XP_006400435.1	XM_006400372.2	LOC18016589
XP_024012218.1	XM_024156450.1	LOC18016591
XP_006400437.1	XM_006400374.2	LOC18016592
XP_024011834.1	XM_024156066.1	LOC18016592
XP_006400438.1	XM_006400375.2	LOC18016593
XP_006400440.1	XM_006400377.2	LOC18016594
XP_006400441.1	XM_006400378.2	LOC18016595
XP_024012359.1	XM_024156591.1	LOC112086791
XP_024012396.1	XM_024156628.1	LOC18016596
XP_006400443.1	XM_006400380.2	LOC18016597
XP_006400444.1	XM_006400381.2	LOC18016598
XP_006400446.1	XM_006400383.2	LOC18016599
XP_006400447.1	XM_006400384.2	LOC18016600
XP_006400448.1	XM_006400385.2	LOC18016601
XP_024011769.1	XM_024156001.1	LOC112086707
XP_024011770.1	XM_024156002.1	LOC112086707
XP_024011660.1	XM_024155892.1	LOC18018915
XP_006400450.1	XM_006400387.2	LOC18018915
XP_006400451.1	XM_006400388.2	LOC18018916
XP_006400452.1	XM_006400389.2	LOC18018917
XP_006400453.1	XM_006400390.2	LOC18018918
XP_024011652.1	XM_024155884.1	LOC18018919
XP_006400454.1	XM_006400391.2	LOC18018919
XP_006400455.1	XM_006400392.2	LOC18018920
XP_024012360.1	XM_024156592.1	LOC18018922
XP_006400458.1	XM_006400395.2	LOC18018923
XP_024012639.1	XM_024156871.1	LOC18018924
XP_024012638.1	XM_024156870.1	LOC18018924
XP_006400460.1	XM_006400397.2	LOC18018925
XP_006400461.1	XM_006400398.2	LOC18018926
XP_006400462.1	XM_006400399.2	LOC18018927
XP_024011997.1	XM_024156229.1	LOC18018928
XP_024011996.1	XM_024156228.1	LOC18018928
XP_006400463.1	XM_006400400.2	LOC18018928
XP_006400464.1	XM_006400401.2	LOC18018929
XP_024011953.1	XM_024156185.1	LOC18018929
XP_006400465.1	XM_006400402.2	LOC18018929
XP_006400466.1	XM_006400403.2	LOC18018930
XP_006400467.1	XM_006400404.2	LOC18018931
XP_006400468.1	XM_006400405.1	LOC18018932
XP_006400469.1	XM_006400406.2	LOC18018933
XP_024012076.1	XM_024156308.1	LOC18018934
XP_006400470.1	XM_006400407.2	LOC18018934
XP_024012077.1	XM_024156309.1	LOC18018934
XP_024012078.1	XM_024156310.1	LOC18018934
XP_024012080.1	XM_024156312.1	LOC18018934
XP_006400471.1	XM_006400408.2	LOC18018935
XP_006400473.1	XM_006400410.2	LOC18018936
XP_006400474.1	XM_006400411.2	LOC18018543
XP_006400475.1	XM_006400412.2	LOC18018544
XP_024011982.1	XM_024156214.1	LOC18018545
XP_006400477.1	XM_006400414.2	LOC18018546
XP_006400478.2	XM_006400415.2	LOC18018547
XP_006400479.1	XM_006400416.2	LOC18018548
XP_024011811.1	XM_024156043.1	LOC18018548
XP_024011810.1	XM_024156042.1	LOC18018548
XP_024011812.1	XM_024156044.1	LOC18018548
XP_006400480.1	XM_006400417.2	LOC18018549
XP_006400481.1	XM_006400418.2	LOC18018550
XP_006400482.1	XM_006400419.2	LOC18018551
XP_006400483.1	XM_006400420.2	LOC18018552
XP_006400484.1	XM_006400421.2	LOC18018553
XP_024012017.1	XM_024156249.1	LOC18018554
XP_006400485.1	XM_006400422.2	LOC18018554
XP_024012127.1	XM_024156359.1	LOC18018555
XP_024012594.1	XM_024156826.1	LOC112086835
XP_006400487.1	XM_006400424.2	LOC18018556
XP_006400488.1	XM_006400425.2	LOC18018557
XP_024011454.1	XM_024155686.1	LOC18018558
XP_006400489.1	XM_006400426.2	LOC18018558
XP_006400490.1	XM_006400427.2	LOC18018559
XP_006400492.1	XM_006400429.2	LOC18018560
XP_024011455.1	XM_024155687.1	LOC18018560
XP_006400491.1	XM_006400428.2	LOC18019438
XP_006400493.1	XM_006400430.2	LOC18019437
XP_006400494.1	XM_006400431.2	LOC18019439
XP_006400498.1	XM_006400435.2	LOC18019440
XP_006400497.1	XM_006400434.2	LOC18019440
XP_024012236.1	XM_024156468.1	LOC18019441
XP_024012237.1	XM_024156469.1	LOC18019441
XP_006400500.1	XM_006400437.2	LOC18019441
XP_006400499.1	XM_006400436.2	LOC18019441
XP_006400501.2	XM_006400438.2	LOC18019442
XP_006400502.1	XM_006400439.2	LOC18019443
XP_006400503.1	XM_006400440.2	LOC18019444
XP_006400504.1	XM_006400441.2	LOC18019445
XP_006400505.1	XM_006400442.2	LOC18019446
XP_006400506.1	XM_006400443.2	LOC18019447
XP_006400507.1	XM_006400444.2	LOC18019448
XP_024012221.1	XM_024156453.1	LOC112086761
XP_024012223.1	XM_024156455.1	LOC112086761
XP_024012222.1	XM_024156454.1	LOC112086761
XP_006400508.1	XM_006400445.2	LOC18018631
XP_006400509.1	XM_006400446.2	LOC18018632
XP_006400510.1	XM_006400447.2	LOC18018633
XP_006400511.1	XM_006400448.2	LOC18018634
XP_006400512.1	XM_006400449.2	LOC18018635
XP_006400513.2	XM_006400450.2	LOC18018636
XP_006400514.1	XM_006400451.2	LOC18018637
XP_006400515.1	XM_006400452.2	LOC18018638
XP_006400516.2	XM_006400453.2	LOC18018639
XP_006400517.1	XM_006400454.2	LOC18018640
XP_006400518.1	XM_006400455.2	LOC18018641
XP_006400520.1	XM_006400457.2	LOC18018642
XP_006400521.1	XM_006400458.2	LOC18018643
XP_006400522.1	XM_006400459.1	LOC18018644
XP_024012232.1	XM_024156464.1	LOC18018645
XP_024012011.1	XM_024156243.1	LOC18018646
XP_006400524.1	XM_006400461.2	LOC18018646
XP_006400525.2	XM_006400462.2	LOC18018647
XP_006400526.1	XM_006400463.2	LOC18018648
XP_006400528.1	XM_006400465.2	LOC18018958
XP_024011945.1	XM_024156177.1	LOC18018958
XP_024011946.1	XM_024156178.1	LOC18018958
XP_024011947.1	XM_024156179.1	LOC18018958
XP_024012692.1	XM_024156924.1	LOC18018959
XP_006400530.1	XM_006400467.2	LOC18018960
XP_024011773.1	XM_024156005.1	LOC18018961
XP_006400531.1	XM_006400468.2	LOC18018961
XP_006400532.1	XM_006400469.2	LOC18018962
XP_024012642.1	XM_024156874.1	LOC18018963
XP_006400534.1	XM_006400471.2	LOC18018964
XP_006400535.1	XM_006400472.2	LOC18018965
XP_006400537.1	XM_006400474.2	LOC18018966
XP_006400536.1	XM_006400473.2	LOC18018968
XP_006400538.1	XM_006400475.2	LOC18018967
XP_006400540.1	XM_006400477.2	LOC18018969
XP_006400539.1	XM_006400476.2	LOC18018971
XP_006400541.1	XM_006400478.2	LOC18018970
XP_006400542.1	XM_006400479.2	LOC18018972
XP_024011854.1	XM_024156086.1	LOC18018972
XP_024011856.1	XM_024156088.1	LOC18018972
XP_024011855.1	XM_024156087.1	LOC18018972
XP_006400543.2	XM_006400480.2	LOC18018973
XP_024012714.1	XM_024156946.1	LOC18018973
XP_006400544.1	XM_006400481.2	LOC18018974
XP_006400545.1	XM_006400482.2	LOC18017843
XP_024011438.1	XM_024155670.1	LOC18017845
XP_024011437.1	XM_024155669.1	LOC18017844
XP_024012370.1	XM_024156602.1	LOC18017846
XP_006400549.1	XM_006400486.2	LOC18017847
XP_006400550.1	XM_006400487.2	LOC18017848
XP_006400551.1	XM_006400488.1	LOC18017849
XP_006400552.1	XM_006400489.2	LOC18017850
XP_006400553.1	XM_006400490.2	LOC18017851
XP_024011664.1	XM_024155896.1	LOC18017852
XP_024011665.1	XM_024155897.1	LOC18017852
XP_024011666.1	XM_024155898.1	LOC18017852
XP_006400555.1	XM_006400492.2	LOC18017853
XP_024012129.1	XM_024156361.1	LOC18017853
XP_006400556.1	XM_006400493.2	LOC18017854
XP_006400557.1	XM_006400494.2	LOC18017855
XP_006400558.1	XM_006400495.2	LOC18017856
XP_006400559.1	XM_006400496.2	LOC18017857
XP_006400562.1	XM_006400499.2	LOC18017859
XP_006400563.2	XM_006400500.2	LOC18017860
XP_006400564.1	XM_006400501.2	LOC18017861
XP_006400565.1	XM_006400502.2	LOC18017862
XP_006400566.1	XM_006400503.2	LOC18017863
XP_006400567.1	XM_006400504.2	LOC18018397
XP_006400568.1	XM_006400505.2	LOC18018398
XP_006400569.1	XM_006400506.2	LOC18018399
XP_006400570.1	XM_006400507.2	LOC18018400
XP_006400571.1	XM_006400508.2	LOC18018401
XP_006400572.1	XM_006400509.2	LOC18018402
XP_006400573.1	XM_006400510.2	LOC18018403
XP_006400575.2	XM_006400512.2	LOC18018405
XP_006400576.1	XM_006400513.2	LOC18018406
XP_006400577.1	XM_006400514.1	LOC18018407
XP_006400578.1	XM_006400515.2	LOC18018408
XP_006400579.1	XM_006400516.2	LOC18018409
XP_024012556.1	XM_024156788.1	LOC18018409
XP_006400581.1	XM_006400518.2	LOC18018410
XP_006400582.1	XM_006400519.2	LOC18018411
XP_006400583.1	XM_006400520.2	LOC18018412
XP_006400584.1	XM_006400521.2	LOC18018413
XP_006400585.1	XM_006400522.2	LOC18018414
XP_024012605.1	XM_024156837.1	LOC18018414
XP_024012196.1	XM_024156428.1	LOC18018415
XP_006400586.1	XM_006400523.2	LOC18018415
XP_006400587.1	XM_006400524.2	LOC18018416
XP_024012184.1	XM_024156416.1	LOC18018439
XP_006400588.1	XM_006400525.2	LOC18018439
XP_006400589.1	XM_006400526.2	LOC18018440
XP_006400590.1	XM_006400527.2	LOC18018441
XP_006400591.1	XM_006400528.2	LOC18018442
XP_006400592.2	XM_006400529.2	LOC18018443
XP_006400593.2	XM_006400530.2	LOC18018444
XP_006400594.1	XM_006400531.2	LOC18018445
XP_006400595.1	XM_006400532.2	LOC18018446
XP_006400597.1	XM_006400534.2	LOC18018447
XP_006400598.1	XM_006400535.2	LOC18018448
XP_024011626.1	XM_024155858.1	LOC18018448
XP_006400599.1	XM_006400536.1	LOC18018449
XP_024011533.1	XM_024155765.1	LOC18018451
XP_006400602.1	XM_006400539.2	LOC18018452
XP_006400604.1	XM_006400541.2	LOC18018453
XP_006400603.1	XM_006400540.2	LOC18018455
XP_006400605.1	XM_006400542.1	LOC18018454
XP_006400606.1	XM_006400543.2	LOC18018456
XP_024011549.1	XM_024155781.1	LOC18017067
XP_006400608.1	XM_006400545.2	LOC18017068
XP_006400609.1	XM_006400546.2	LOC18017069
XP_024012417.1	XM_024156649.1	LOC18017070
XP_024011447.1	XM_024155679.1	LOC112086679
XP_024011446.1	XM_024155678.1	LOC18017071
XP_006400612.1	XM_006400549.2	LOC18017072
XP_006400614.1	XM_006400551.2	LOC18017073
XP_006400613.1	XM_006400550.2	LOC18017075
XP_006400615.1	XM_006400552.2	LOC18017074
XP_006400616.1	XM_006400553.2	LOC18017076
XP_006400618.1	XM_006400555.1	LOC18017078
XP_006400619.1	XM_006400556.2	LOC18017079
XP_006400620.1	XM_006400557.2	LOC18017080
XP_024012674.1	XM_024156906.1	LOC18017080
XP_006400622.1	XM_006400559.2	LOC18017081
XP_006400621.1	XM_006400558.2	LOC18017083
XP_006400623.1	XM_006400560.2	LOC18017082
XP_024011574.1	XM_024155806.1	LOC18017082
XP_006400624.1	XM_006400561.2	LOC18017084
XP_024012311.1	XM_024156543.1	LOC18017316
XP_024011762.1	XM_024155994.1	LOC112086704
XP_024011760.1	XM_024155992.1	LOC18017317
XP_024011759.1	XM_024155991.1	LOC18017317
XP_024011758.1	XM_024155990.1	LOC18017317
XP_024011755.1	XM_024155987.1	LOC18017317
XP_024011757.1	XM_024155989.1	LOC18017317
XP_024011754.1	XM_024155986.1	LOC18017317
XP_024011751.1	XM_024155983.1	LOC18017317
XP_024011753.1	XM_024155985.1	LOC18017317
XP_024011756.1	XM_024155988.1	LOC18017317
XP_024011749.1	XM_024155981.1	LOC18017317
XP_024011750.1	XM_024155982.1	LOC18017317
XP_024011748.1	XM_024155980.1	LOC18017317
XP_024011745.1	XM_024155977.1	LOC18017317
XP_024011752.1	XM_024155984.1	LOC18017317
XP_024011743.1	XM_024155975.1	LOC18017317
XP_024011741.1	XM_024155973.1	LOC18017317
XP_024011747.1	XM_024155979.1	LOC18017317
XP_024011742.1	XM_024155974.1	LOC18017317
XP_024011746.1	XM_024155978.1	LOC18017317
XP_024011739.1	XM_024155971.1	LOC18017317
XP_024011744.1	XM_024155976.1	LOC18017317
XP_024011740.1	XM_024155972.1	LOC18017317
XP_006400629.2	XM_006400566.2	LOC18017319
XP_006400631.1	XM_006400568.2	LOC18017321
XP_006400633.1	XM_006400570.2	LOC18017323
XP_006400634.1	XM_006400571.2	LOC18017324
XP_006400636.1	XM_006400573.2	LOC18017325
XP_006400635.1	XM_006400572.2	LOC18017325
XP_024012629.1	XM_024156861.1	LOC18017326
XP_024011497.1	XM_024155729.1	LOC112086685
XP_024011496.1	XM_024155728.1	LOC112086685
XP_006400639.1	XM_006400576.2	LOC18017328
XP_006400640.1	XM_006400577.1	LOC18017329
XP_024011493.1	XM_024155725.1	LOC18017330
XP_006400643.2	XM_006400580.2	LOC18017331
XP_024011488.1	XM_024155720.1	LOC18017331
XP_024011494.1	XM_024155726.1	LOC18017332
XP_006400645.1	XM_006400582.2	LOC18017333
XP_006400646.1	XM_006400583.2	LOC18017334
XP_006400647.1	XM_006400584.2	LOC18017335
XP_006400648.1	XM_006400585.2	LOC18017336
XP_024011490.1	XM_024155722.1	LOC18017336
XP_006400649.1	XM_006400586.2	LOC18017124
XP_024011489.1	XM_024155721.1	LOC18017124
