protein	mRNA	gene
XP_023637510.1	XM_023781742.1	LOC17881588
XP_023637508.1	XM_023781740.1	LOC17881588
XP_023637506.1	XM_023781738.1	LOC17881588
XP_006289555.1	XM_006289493.2	LOC17883018
XP_006287452.1	XM_006287390.2	LOC17883423
XP_006287970.1	XM_006287908.2	LOC17881830
XP_006287971.1	XM_006287909.2	LOC17881830
XP_006288752.1	XM_006288690.2	LOC17883898
XP_006287996.1	XM_006287934.2	LOC17883929
XP_006286489.1	XM_006286427.2	LOC17882894
XP_006289769.1	XM_006289707.2	LOC17883825
XP_006289651.1	XM_006289589.2	LOC17881204
XP_006288659.1	XM_006288597.2	LOC17883168
XP_006289653.1	XM_006289591.2	LOC17883066
XP_006289507.1	XM_006289445.1	LOC17883170
XP_006289707.1	XM_006289645.1	LOC17882679
XP_023637206.1	XM_023781438.1	LOC17884362
XP_023637205.1	XM_023781437.1	LOC17884362
XP_006288738.1	XM_006288676.2	LOC17881881
XP_006288218.1	XM_006288156.2	LOC17883229
XP_006287467.1	XM_006287405.2	LOC17882305
XP_006289188.1	XM_006289126.2	LOC17881674
XP_006288997.1	XM_006288935.2	LOC17884447
XP_006286608.2	XM_006286546.2	LOC17883769
XP_023637208.1	XM_023781440.1	LOC17882576
XP_006287390.1	XM_006287328.2	LOC17882291
XP_023637359.1	XM_023781591.1	LOC17884083
XP_006288690.1	XM_006288628.2	LOC17883804
XP_006290198.1	XM_006290136.2	LOC17881161
XP_006287194.1	XM_006287132.2	LOC17883986
XP_006288108.1	XM_006288046.2	LOC17883735
XP_006290079.1	XM_006290017.2	LOC17884626
XP_023635986.1	XM_023780218.1	LOC17881851
XP_006289413.2	XM_006289351.2	LOC17881851
XP_023635987.1	XM_023780219.1	LOC17881851
XP_006289713.1	XM_006289651.2	LOC17883156
XP_006287676.1	XM_006287614.2	LOC17882067
XP_006287509.1	XM_006287447.2	LOC17883544
XP_006288707.1	XM_006288645.2	LOC17882750
XP_006287683.1	XM_006287621.2	LOC17883557
XP_023637150.1	XM_023781382.1	LOC17883557
XP_006288549.1	XM_006288487.2	LOC17883550
XP_023635921.1	XM_023780153.1	LOC17881763
XP_023636698.1	XM_023780930.1	LOC17883008
XP_023636697.1	XM_023780929.1	LOC17883008
XP_006287799.1	XM_006287737.2	LOC17881387
XP_023636173.1	XM_023780405.1	LOC17882011
XP_023636172.1	XM_023780404.1	LOC17882011
XP_006287961.1	XM_006287899.2	LOC17882695
XP_023637441.1	XM_023781673.1	LOC17883889
XP_006288553.1	XM_006288491.2	LOC17883889
XP_006287661.1	XM_006287599.2	LOC17881767
XP_006287622.1	XM_006287560.2	LOC17883632
XP_006288347.2	XM_006288285.2	LOC17882115
XP_006289514.2	XM_006289452.2	LOC17881454
XP_006288480.1	XM_006288418.2	LOC17882686
XP_006287086.1	XM_006287024.2	LOC17884191
XP_006287674.1	XM_006287612.2	LOC17884348
XP_006287273.1	XM_006287211.2	LOC17881104
XP_023637257.1	XM_023781489.1	LOC17881104
XP_006287339.1	XM_006287277.2	LOC17881865
XP_006286831.1	XM_006286769.1	LOC17884070
XP_023637275.1	XM_023781507.1	LOC111830140
XP_006287444.2	XM_006287382.2	LOC17883962
XP_023636334.1	XM_023780566.1	LOC17881523
XP_006287504.1	XM_006287442.2	LOC17881523
XP_006289139.1	XM_006289077.2	LOC17881919
XP_006288127.1	XM_006288065.2	LOC17882746
XP_006290162.1	XM_006290100.2	LOC17883671
XP_006288285.1	XM_006288223.2	LOC17882855
XP_006288437.1	XM_006288375.2	LOC17882498
XP_023636514.1	XM_023780746.1	LOC17882698
XP_006287731.1	XM_006287669.2	LOC17882698
XP_006287730.1	XM_006287668.2	LOC17882698
XP_006287867.1	XM_006287805.2	LOC17882879
XP_006288294.1	XM_006288232.2	LOC17882719
XP_006288654.1	XM_006288592.2	LOC17882786
XP_006286686.1	XM_006286624.2	LOC17883433
XP_006287428.2	XM_006287366.2	LOC17881690
XP_006287719.1	XM_006287657.2	LOC17881108
XP_006287716.1	XM_006287654.2	LOC17883183
XP_006289527.2	XM_006289465.2	LOC17883180
XP_023636468.1	XM_023780700.1	LOC111830052
XP_006289292.1	XM_006289230.2	LOC17881605
XP_023636438.1	XM_023780670.1	LOC17883504
XP_023636441.1	XM_023780673.1	LOC17883504
XP_023636443.1	XM_023780675.1	LOC17883504
XP_023636442.1	XM_023780674.1	LOC17883504
XP_023636439.1	XM_023780671.1	LOC17883504
XP_006287311.1	XM_006287249.2	LOC17882973
XP_006289597.1	XM_006289535.2	LOC17884571
XP_023636197.1	XM_023780429.1	LOC17883989
XP_023636196.1	XM_023780428.1	LOC17883004
XP_023636195.1	XM_023780427.1	LOC17883004
XP_023635953.1	XM_023780185.1	LOC17883528
XP_023635954.1	XM_023780186.1	LOC17883528
XP_006287345.1	XM_006287283.2	LOC17884487
XP_006286388.1	XM_006286326.2	LOC17884553
XP_006288491.1	XM_006288429.2	LOC17884634
XP_006288377.1	XM_006288315.2	LOC17884202
XP_006289471.2	XM_006289409.2	LOC17881074
XP_006287196.1	XM_006287134.2	LOC17883488
XP_006290197.1	XM_006290135.2	LOC17883737
XP_006288477.1	XM_006288415.2	LOC17883985
XP_006289430.1	XM_006289368.1	LOC17883873
XP_006289422.1	XM_006289360.1	LOC17881591
XP_006287574.1	XM_006287512.2	LOC17881583
XP_023637681.1	XM_023781913.1	LOC111830236
XP_023637682.1	XM_023781914.1	LOC111830237
XP_006287507.1	XM_006287445.2	LOC17884145
XP_023637694.1	XM_023781926.1	LOC17884145
XP_023637693.1	XM_023781925.1	LOC17884145
XP_006287223.1	XM_006287161.2	LOC17882748
XP_006286953.1	XM_006286891.2	LOC17883847
XP_023636313.1	XM_023780545.1	LOC17883847
XP_006286954.1	XM_006286892.2	LOC17883847
XP_023636314.1	XM_023780546.1	LOC17883847
XP_006288259.1	XM_006288197.2	LOC17882038
XP_023636332.1	XM_023780564.1	LOC17882038
XP_006286510.1	XM_006286448.2	LOC17881408
XP_023636330.1	XM_023780562.1	LOC17881408
XP_006287645.2	XM_006287583.2	LOC17881779
XP_006287546.1	XM_006287484.2	LOC17882649
XP_006286640.1	XM_006286578.1	LOC17884404
XP_023637261.1	XM_023781493.1	LOC17884404
XP_023636637.1	XM_023780869.1	LOC17882105
XP_023636638.1	XM_023780870.1	LOC17882105
XP_023636639.1	XM_023780871.1	LOC17882105
XP_006286722.1	XM_006286660.2	LOC17882105
XP_006289845.1	XM_006289783.2	LOC17883858
XP_006288807.2	XM_006288745.2	LOC17881875
XP_023635973.1	XM_023780205.1	LOC17883680
XP_006287027.1	XM_006286965.2	LOC17883680
XP_006289833.2	XM_006289771.2	LOC17882918
XP_006288811.1	XM_006288749.2	LOC17881089
XP_006288431.1	XM_006288369.2	LOC17883684
XP_006286812.1	XM_006286750.2	LOC17883480
XP_023635893.1	XM_023780125.1	LOC17882692
XP_006287755.2	XM_006287693.2	LOC17882692
XP_006288953.1	XM_006288891.2	LOC17881237
XP_023635895.1	XM_023780127.1	LOC17881237
XP_023635894.1	XM_023780126.1	LOC17881237
XP_006288909.1	XM_006288847.2	LOC17881122
XP_006288799.1	XM_006288737.2	LOC17882048
XP_006288840.1	XM_006288778.2	LOC17883199
XP_006288643.1	XM_006288581.2	LOC17883652
XP_006289618.1	XM_006289556.2	LOC17883424
XP_023636871.1	XM_023781103.1	LOC17883424
XP_006289999.1	XM_006289937.2	LOC17881544
XP_006286762.1	XM_006286700.1	LOC17881951
XP_006286559.1	XM_006286497.2	LOC17883519
XP_006287041.1	XM_006286979.2	LOC17881893
XP_023637491.1	XM_023781723.1	LOC17881893
XP_006288389.2	XM_006288327.2	LOC17884142
XP_006288489.1	XM_006288427.2	LOC17881697
XP_006289850.2	XM_006289788.2	LOC17884200
XP_023636555.1	XM_023780787.1	LOC17881880
XP_023636556.1	XM_023780788.1	LOC17881880
XP_006286714.1	XM_006286652.2	LOC17883043
XP_006288415.2	XM_006288353.2	LOC17884428
XP_006290130.1	XM_006290068.2	LOC17881358
XP_006290095.1	XM_006290033.2	LOC17882638
XP_006287604.1	XM_006287542.2	LOC17881342
XP_023637146.1	XM_023781378.1	LOC17881342
XP_006288674.1	XM_006288612.2	LOC17883961
XP_023636790.1	XM_023781022.1	LOC17883961
XP_006286939.1	XM_006286877.2	LOC17883533
XP_006290093.1	XM_006290031.2	LOC17881382
XP_006288845.1	XM_006288783.2	LOC17881340
XP_006290100.1	XM_006290038.2	LOC17883657
XP_023637685.1	XM_023781917.1	LOC111830238
XP_023637202.1	XM_023781434.1	LOC17882688
XP_006288452.1	XM_006288390.2	LOC17882688
XP_006287123.1	XM_006287061.2	LOC17882783
XP_023636746.1	XM_023780978.1	LOC17882783
XP_006289319.1	XM_006289257.2	LOC17882425
XP_006289834.1	XM_006289772.2	LOC17883943
XP_006287514.1	XM_006287452.2	LOC17881090
XP_006287513.1	XM_006287451.2	LOC17881090
XP_006288164.1	XM_006288102.2	LOC17883033
XP_006287323.2	XM_006287261.2	LOC17883754
XP_006288270.1	XM_006288208.2	LOC17883587
XP_023635928.1	XM_023780160.1	LOC17882383
XP_006289281.1	XM_006289219.2	LOC17882383
XP_023637410.1	XM_023781642.1	LOC111830169
XP_023637411.1	XM_023781643.1	LOC17882397
XP_006289943.2	XM_006289881.2	LOC17882473
XP_006290152.1	XM_006290090.2	LOC17882055
XP_006289079.1	XM_006289017.2	LOC17882845
XP_006289885.1	XM_006289823.2	LOC17883001
XP_006289455.1	XM_006289393.2	LOC17884483
XP_006288737.1	XM_006288675.2	LOC17882736
XP_023637005.1	XM_023781237.1	LOC17882736
XP_006287297.1	XM_006287235.2	LOC17883228
XP_006288124.1	XM_006288062.2	LOC17882592
XP_023637180.1	XM_023781412.1	LOC111830121
XP_023637273.1	XM_023781505.1	LOC17881916
XP_006290135.1	XM_006290073.2	LOC17883063
XP_006287898.1	XM_006287836.2	LOC17882153
XP_006288821.1	XM_006288759.2	LOC17882643
XP_006289923.2	XM_006289861.2	LOC17884326
XP_006288803.1	XM_006288741.2	LOC17884443
XP_006286555.1	XM_006286493.2	LOC17883676
XP_023636469.1	XM_023780701.1	LOC17883676
XP_023636566.1	XM_023780798.1	LOC17881475
XP_006286677.1	XM_006286615.2	LOC17881406
XP_006289659.1	XM_006289597.2	LOC17882828
XP_023636634.1	XM_023780866.1	LOC111830059
XP_023636635.1	XM_023780867.1	LOC17883176
XP_006287140.1	XM_006287078.2	LOC17883974
XP_023637326.1	XM_023781558.1	LOC17884058
XP_006289734.1	XM_006289672.2	LOC17884058
XP_023637538.1	XM_023781770.1	LOC17881814
XP_023637539.1	XM_023781771.1	LOC17881814
XP_023637541.1	XM_023781773.1	LOC17881814
XP_023637542.1	XM_023781774.1	LOC17881814
XP_023637540.1	XM_023781772.1	LOC17881814
XP_023637543.1	XM_023781775.1	LOC17881814
XP_006287094.1	XM_006287032.2	LOC17881426
XP_023637537.1	XM_023781769.1	LOC17881426
XP_006288159.1	XM_006288097.2	LOC17882613
XP_006289675.1	XM_006289613.2	LOC17883337
XP_023635741.1	XM_023779973.1	LOC111829914
XP_006289054.1	XM_006288992.2	LOC17883290
XP_006290158.1	XM_006290096.2	LOC17881692
XP_006289388.2	XM_006289326.2	LOC17882851
XP_006289503.1	XM_006289441.2	LOC17881173
XP_006289396.1	XM_006289334.2	LOC17884547
XP_006286850.1	XM_006286788.2	LOC17881181
XP_023636888.1	XM_023781120.1	LOC17881181
XP_006289309.1	XM_006289247.2	LOC17884020
XP_006287137.2	XM_006287075.2	LOC17884315
XP_023636357.1	XM_023780589.1	LOC17884315
XP_006287021.2	XM_006286959.2	LOC17882546
XP_023637085.1	XM_023781317.1	LOC17882004
XP_023637086.1	XM_023781318.1	LOC17882004
XP_006288172.1	XM_006288110.2	LOC17882004
XP_006288173.1	XM_006288111.2	LOC17882004
XP_023637417.1	XM_023781649.1	LOC17883762
XP_006288178.1	XM_006288116.2	LOC17883762
XP_006288661.1	XM_006288599.2	LOC17881224
XP_006289500.1	XM_006289438.2	LOC17883068
XP_023636309.1	XM_023780541.1	LOC17883068
XP_023637453.1	XM_023781685.1	LOC17884544
XP_023637452.1	XM_023781684.1	LOC17884544
XP_006288446.1	XM_006288384.2	LOC17884544
XP_006289710.1	XM_006289648.2	LOC17882778
XP_006289894.1	XM_006289832.2	LOC17884365
XP_006286550.1	XM_006286488.2	LOC17881803
XP_006287717.1	XM_006287655.2	LOC17881470
XP_006289981.1	XM_006289919.1	LOC17883181
XP_023637458.1	XM_023781690.1	LOC17881975
XP_006287977.2	XM_006287915.2	LOC17881808
XP_006289352.2	XM_006289290.2	LOC17882940
XP_006287728.1	XM_006287666.2	LOC17882130
XP_006288484.1	XM_006288422.2	LOC17882877
XP_006288236.1	XM_006288174.2	LOC17884195
XP_006289108.1	XM_006289046.2	LOC17884080
XP_023636233.1	XM_023780465.1	LOC17883800
XP_023636232.1	XM_023780464.1	LOC17883800
XP_023636231.1	XM_023780463.1	LOC17883279
XP_006289181.1	XM_006289119.2	LOC17883279
XP_006287355.1	XM_006287293.2	LOC17881509
XP_023637317.1	XM_023781549.1	LOC17883394
XP_023637318.1	XM_023781550.1	LOC17883394
XP_006286756.1	XM_006286694.2	LOC17882487
XP_006289157.1	XM_006289095.1	LOC17882740
XP_023637690.1	XM_023781922.1	LOC17884389
XP_023636435.1	XM_023780667.1	LOC17884170
XP_023636947.1	XM_023781179.1	LOC17883947
XP_006286817.1	XM_006286755.2	LOC17882724
XP_006289816.1	XM_006289754.2	LOC17881242
XP_023636771.1	XM_023781003.1	LOC17881242
XP_006288325.1	XM_006288263.2	LOC17883719
XP_023637691.1	XM_023781923.1	LOC17883364
XP_023637175.1	XM_023781407.1	LOC17881957
XP_006289528.1	XM_006289466.2	LOC17881957
XP_023637692.1	XM_023781924.1	LOC111830242
XP_023637511.1	XM_023781743.1	LOC111830200
XP_006287883.1	XM_006287821.2	LOC17881715
XP_006288091.1	XM_006288029.2	LOC17883815
XP_023636259.1	XM_023780491.1	LOC17881788
XP_006287529.1	XM_006287467.2	LOC17881093
XP_023637023.1	XM_023781255.1	LOC17881742
XP_006287024.1	XM_006286962.2	LOC17882913
XP_023636279.1	XM_023780511.1	LOC17882007
XP_006289874.1	XM_006289812.2	LOC17882007
XP_006289257.1	XM_006289195.2	LOC17883839
XP_006287636.1	XM_006287574.2	LOC17882274
XP_023637299.1	XM_023781531.1	LOC17882274
XP_023637300.1	XM_023781532.1	LOC111830148
XP_006288809.1	XM_006288747.2	LOC17882027
XP_023636405.1	XM_023780637.1	LOC17883682
XP_006286992.1	XM_006286930.2	LOC17881064
XP_023636986.1	XM_023781218.1	LOC17883266
XP_006288384.1	XM_006288322.2	LOC17884204
XP_023635933.1	XM_023780165.1	LOC17884204
XP_023635934.1	XM_023780166.1	LOC17884204
XP_023635935.1	XM_023780167.1	LOC17884204
XP_023635932.1	XM_023780164.1	LOC17881081
XP_023635931.1	XM_023780163.1	LOC111829933
XP_023637564.1	XM_023781796.1	LOC17883404
XP_023637563.1	XM_023781795.1	LOC17883404
XP_006289810.1	XM_006289748.2	LOC17882912
XP_006286828.1	XM_006286766.2	LOC17883262
XP_006289803.1	XM_006289741.2	LOC17883515
XP_006287548.2	XM_006287486.2	LOC17883255
XP_006288646.1	XM_006288584.2	LOC17881645
XP_006288596.1	XM_006288534.2	LOC17883427
XP_006286566.1	XM_006286504.2	LOC17883385
XP_006288607.2	XM_006288545.2	LOC17881900
XP_006289951.1	XM_006289889.2	LOC17884592
XP_023637126.1	XM_023781358.1	LOC17882063
XP_006286423.1	XM_006286361.2	LOC17882063
XP_006289369.1	XM_006289307.1	LOC17882809
XP_006286651.1	XM_006286589.2	LOC17881629
XP_006289289.1	XM_006289227.2	LOC17884244
XP_023636993.1	XM_023781225.1	LOC17883501
XP_023636992.1	XM_023781224.1	LOC17883501
XP_006289379.1	XM_006289317.2	LOC17883501
XP_006289949.1	XM_006289887.2	LOC17882090
XP_006290020.1	XM_006289958.2	LOC17882061
XP_006286767.1	XM_006286705.2	LOC17883151
XP_006289639.1	XM_006289577.2	LOC17883524
XP_006288681.1	XM_006288619.2	LOC17881298
XP_006287715.1	XM_006287653.2	LOC17883538
XP_023637435.1	XM_023781667.1	LOC17884175
XP_006289542.2	XM_006289480.2	LOC17884175
XP_006289670.1	XM_006289608.2	LOC17883312
XP_006289110.1	XM_006289048.2	LOC17882372
XP_006289219.1	XM_006289157.2	LOC17883281
XP_023637695.1	XM_023781927.1	LOC111830243
XP_006286959.1	XM_006286897.2	LOC17884279
XP_006287649.1	XM_006287587.2	LOC17882244
XP_006288140.1	XM_006288078.2	LOC17882653
XP_006288096.1	XM_006288034.2	LOC17882150
XP_006287677.1	XM_006287615.2	LOC17881793
XP_023636922.1	XM_023781154.1	LOC17883545
XP_006287623.2	XM_006287561.2	LOC17883545
XP_006288535.1	XM_006288473.2	LOC17882116
XP_023637696.1	XM_023781928.1	LOC17883437
XP_006287268.1	XM_006287206.2	LOC17881269
XP_023637728.1	XM_023781960.1	LOC17881269
XP_006287269.1	XM_006287207.2	LOC17881269
XP_023636940.1	XM_023781172.1	LOC17881861
XP_006287698.1	XM_006287636.2	LOC17881861
XP_006287697.1	XM_006287635.2	LOC17881861
XP_006286920.2	XM_006286858.2	LOC17883422
XP_023637258.1	XM_023781490.1	LOC17881672
XP_006287366.1	XM_006287304.2	LOC17881672
XP_023637259.1	XM_023781491.1	LOC17881672
XP_023636713.1	XM_023780945.1	LOC17882401
XP_023636714.1	XM_023780946.1	LOC17882401
XP_006289223.2	XM_006289161.2	LOC17882401
XP_006287610.2	XM_006287548.2	LOC17884003
XP_006286625.1	XM_006286563.2	LOC17881419
XP_023637480.1	XM_023781712.1	LOC17883085
XP_006289922.1	XM_006289860.2	LOC17881462
XP_006289808.1	XM_006289746.2	LOC17884442
XP_023636227.1	XM_023780459.1	LOC17883260
XP_006289595.2	XM_006289533.2	LOC17884550
XP_023637352.1	XM_023781584.1	LOC17883987
XP_006289277.1	XM_006289215.2	LOC17881708
XP_023637351.1	XM_023781583.1	LOC17881708
XP_006286671.1	XM_006286609.2	LOC17882393
XP_006288943.1	XM_006288881.2	LOC17882822
XP_006287545.1	XM_006287483.2	LOC17881114
XP_006288700.1	XM_006288638.2	LOC17883939
XP_023637517.1	XM_023781749.1	LOC111830202
XP_006289619.1	XM_006289557.2	LOC17881168
XP_006287282.1	XM_006287220.2	LOC17881545
XP_023637698.1	XM_023781930.1	LOC17882320
XP_006288987.2	XM_006288925.2	LOC17882270
XP_006286594.1	XM_006286532.2	LOC17883601
XP_006288833.2	XM_006288771.2	LOC17882511
XP_006288832.2	XM_006288770.2	LOC17882511
XP_006288467.1	XM_006288405.2	LOC17884334
XP_006288315.1	XM_006288253.2	LOC17883864
XP_006287939.1	XM_006287877.2	LOC17883474
XP_006289635.1	XM_006289573.2	LOC17882868
XP_023635925.1	XM_023780157.1	LOC17881294
XP_023635926.1	XM_023780158.1	LOC17881294
XP_006288180.1	XM_006288118.2	LOC17882470
XP_023636603.1	XM_023780835.1	LOC17881226
XP_023636601.1	XM_023780833.1	LOC17881226
XP_023636604.1	XM_023780836.1	LOC17881226
XP_023636353.1	XM_023780585.1	LOC17883015
XP_023636354.1	XM_023780586.1	LOC17883015
XP_023636355.1	XM_023780587.1	LOC17883015
XP_023637349.1	XM_023781581.1	LOC111830159
XP_006288089.1	XM_006288027.2	LOC17881375
XP_006287925.1	XM_006287863.2	LOC17881786
XP_006286595.1	XM_006286533.2	LOC17881437
XP_006288817.1	XM_006288755.2	LOC17882512
XP_006287855.1	XM_006287793.2	LOC17883690
XP_023636912.1	XM_023781144.1	LOC17883306
XP_023636913.1	XM_023781145.1	LOC17883306
XP_006288486.1	XM_006288424.2	LOC17881927
XP_006290052.1	XM_006289990.2	LOC17884197
XP_006287630.1	XM_006287568.2	LOC17881374
XP_006290205.2	XM_006290143.2	LOC17882022
XP_023636709.1	XM_023780941.1	LOC17882022
XP_006287933.1	XM_006287871.2	LOC17882341
XP_006288859.1	XM_006288797.2	LOC17881444
XP_006288079.1	XM_006288017.2	LOC17883642
XP_006290148.1	XM_006290086.2	LOC17882954
XP_023637732.1	XM_023781964.1	LOC17882385
XP_006286449.1	XM_006286387.2	LOC17882385
XP_023637731.1	XM_023781963.1	LOC17882385
XP_006290004.2	XM_006289942.2	LOC17881657
XP_006286596.1	XM_006286534.2	LOC17881956
XP_006288561.1	XM_006288499.2	LOC17882513
XP_006286568.1	XM_006286506.2	LOC17881773
XP_006287988.1	XM_006287926.2	LOC17881902
XP_006288606.1	XM_006288544.2	LOC17883817
XP_023637471.1	XM_023781703.1	LOC17884591
XP_023637470.1	XM_023781702.1	LOC17881987
XP_023637469.1	XM_023781701.1	LOC17881987
XP_006289531.2	XM_006289469.2	LOC17884048
XP_006289011.1	XM_006288949.2	LOC17881718
XP_023636010.1	XM_023780242.1	LOC17883333
XP_023636011.1	XM_023780243.1	LOC17883333
XP_023636012.1	XM_023780244.1	LOC17884345
XP_023635876.1	XM_023780108.1	LOC17882432
XP_006290086.1	XM_006290024.2	LOC17882432
XP_006287914.1	XM_006287852.2	LOC17881333
XP_006287409.1	XM_006287347.2	LOC17881907
XP_023637177.1	XM_023781409.1	LOC17881562
XP_023637178.1	XM_023781410.1	LOC17881562
XP_023636162.1	XM_023780394.1	LOC17884063
XP_006289976.2	XM_006289914.2	LOC17883174
XP_006286937.1	XM_006286875.2	LOC17881970
XP_023637488.1	XM_023781720.1	LOC17884256
XP_023637489.1	XM_023781721.1	LOC17884256
XP_006290199.1	XM_006290137.2	LOC17884256
XP_023637484.1	XM_023781716.1	LOC111830194
XP_023637487.1	XM_023781719.1	LOC111830194
XP_023637486.1	XM_023781718.1	LOC111830194
XP_023637485.1	XM_023781717.1	LOC111830194
XP_023637372.1	XM_023781604.1	LOC17882335
XP_023637373.1	XM_023781605.1	LOC17882335
XP_006289812.1	XM_006289750.2	LOC17884490
XP_006289662.1	XM_006289600.2	LOC17883264
XP_023636951.1	XM_023781183.1	LOC111830093
XP_023636953.1	XM_023781185.1	LOC17882364
XP_023636954.1	XM_023781186.1	LOC17882364
XP_023636975.1	XM_023781207.1	LOC17881346
XP_006287433.2	XM_006287371.2	LOC17882496
XP_006288679.1	XM_006288617.2	LOC17881113
XP_006288680.1	XM_006288618.2	LOC17881113
XP_023636857.1	XM_023781089.1	LOC17881113
XP_023635989.1	XM_023780221.1	LOC17883537
XP_023635988.1	XM_023780220.1	LOC17884107
XP_006287344.1	XM_006287282.2	LOC17884602
XP_023637134.1	XM_023781366.1	LOC17884552
XP_006287542.1	XM_006287480.2	LOC17883233
XP_023635955.1	XM_023780187.1	LOC17883233
XP_006286619.1	XM_006286557.2	LOC17883936
XP_006288057.1	XM_006287995.2	LOC17883079
XP_023636335.1	XM_023780567.1	LOC17882860
XP_006286450.1	XM_006286388.2	LOC17883215
XP_006289881.1	XM_006289819.2	LOC17881658
XP_023637279.1	XM_023781511.1	LOC111830142
XP_023637390.1	XM_023781622.1	LOC111830166
XP_006287145.1	XM_006287083.2	LOC17884479
XP_023637235.1	XM_023781467.1	LOC17884479
XP_006288144.1	XM_006288082.2	LOC17884061
XP_006287204.1	XM_006287142.2	LOC17882154
XP_006287236.1	XM_006287174.2	LOC17884488
XP_006287397.1	XM_006287335.2	LOC17881263
XP_023635724.1	XM_023779956.1	LOC17884090
XP_023635725.1	XM_023779957.1	LOC17882317
XP_006289809.1	XM_006289747.2	LOC17882317
XP_006286366.1	XM_006286304.2	LOC17883261
XP_006290155.1	XM_006290093.2	LOC17883328
XP_023636319.1	XM_023780551.1	LOC17882848
XP_006288006.1	XM_006287944.2	LOC17884161
XP_023637409.1	XM_023781641.1	LOC17884161
XP_023637408.1	XM_023781640.1	LOC17884161
XP_006289496.1	XM_006289434.2	LOC17883189
XP_023635970.1	XM_023780202.1	LOC17883746
XP_006289693.1	XM_006289631.2	LOC17884540
XP_006287587.1	XM_006287525.2	LOC17884471
XP_006288995.1	XM_006288933.2	LOC17882984
XP_023637533.1	XM_023781765.1	LOC17882984
XP_023637530.1	XM_023781762.1	LOC17883767
XP_023637531.1	XM_023781763.1	LOC17883767
XP_006288944.1	XM_006288882.2	LOC17883052
XP_023637532.1	XM_023781764.1	LOC17883052
XP_006288632.1	XM_006288570.2	LOC17881115
XP_006288927.1	XM_006288865.2	LOC17881752
XP_006289438.1	XM_006289376.2	LOC17881129
XP_006288067.1	XM_006288005.2	LOC17881495
XP_023635900.1	XM_023780132.1	LOC17883697
XP_006287544.2	XM_006287482.2	LOC17883697
XP_006288823.2	XM_006288761.2	LOC17883938
XP_023635904.1	XM_023780136.1	LOC111829931
XP_023635903.1	XM_023780135.1	LOC17884328
XP_023635902.1	XM_023780134.1	LOC17884328
XP_006287905.1	XM_006287843.2	LOC17881281
XP_006286942.1	XM_006286880.2	LOC17884230
XP_023636411.1	XM_023780643.1	LOC17884230
XP_023636412.1	XM_023780644.1	LOC17884230
XP_006287383.1	XM_006287321.2	LOC17881385
XP_006288777.1	XM_006288715.2	LOC17882608
XP_023636685.1	XM_023780917.1	LOC111830066
XP_023636680.1	XM_023780912.1	LOC111830066
XP_023636681.1	XM_023780913.1	LOC111830066
XP_023636682.1	XM_023780914.1	LOC111830066
XP_023636676.1	XM_023780908.1	LOC111830066
XP_023636684.1	XM_023780916.1	LOC111830066
XP_023636674.1	XM_023780906.1	LOC111830066
XP_023636675.1	XM_023780907.1	LOC111830066
XP_023636673.1	XM_023780905.1	LOC111830066
XP_023636677.1	XM_023780909.1	LOC111830066
XP_023636678.1	XM_023780910.1	LOC111830066
XP_023636672.1	XM_023780904.1	LOC111830066
XP_023636671.1	XM_023780903.1	LOC111830066
XP_023636683.1	XM_023780915.1	LOC111830066
XP_023636670.1	XM_023780902.1	LOC111830066
XP_006288444.1	XM_006288382.2	LOC17881550
XP_023635836.1	XM_023780068.1	LOC17882776
XP_006287052.1	XM_006286990.2	LOC17881911
XP_023636163.1	XM_023780395.1	LOC17884367
XP_006286970.1	XM_006286908.2	LOC17884367
XP_006286969.1	XM_006286907.2	LOC17884367
XP_006286476.1	XM_006286414.2	LOC17882534
XP_006288272.1	XM_006288210.2	LOC17884097
XP_023637163.1	XM_023781395.1	LOC17882213
XP_006287851.1	XM_006287789.2	LOC17882842
XP_006287850.1	XM_006287788.2	LOC17882842
XP_006290147.1	XM_006290085.2	LOC17883302
XP_006288139.1	XM_006288077.2	LOC17882384
XP_006289146.1	XM_006289084.2	LOC17882149
XP_006289891.1	XM_006289829.2	LOC17882798
XP_006289613.1	XM_006289551.2	LOC17881800
XP_006288844.1	XM_006288782.2	LOC17881539
XP_006286571.1	XM_006286509.2	LOC17883656
XP_006288306.1	XM_006288244.2	LOC17883020
XP_006290041.1	XM_006289979.2	LOC17883466
XP_006289683.1	XM_006289621.2	LOC17883097
XP_006288635.1	XM_006288573.2	LOC17881200
XP_023636311.1	XM_023780543.1	LOC17881200
XP_023636312.1	XM_023780544.1	LOC17881200
XP_006290031.1	XM_006289969.2	LOC17881755
XP_006290209.2	XM_006290147.2	LOC17881133
XP_006287364.1	XM_006287302.2	LOC17882345
XP_023636498.1	XM_023780730.1	LOC17882345
XP_006288819.1	XM_006288757.2	LOC17882399
XP_006288334.1	XM_006288272.2	LOC17884324
XP_023636719.1	XM_023780951.1	LOC17884103
XP_006287941.1	XM_006287879.2	LOC17884103
XP_006290026.1	XM_006289964.2	LOC17884473
XP_006286405.1	XM_006286343.2	LOC17882474
XP_006287952.1	XM_006287890.2	LOC17881642
XP_023636630.1	XM_023780862.1	LOC17883117
XP_006288461.1	XM_006288399.2	LOC17883117
XP_006288969.1	XM_006288907.2	LOC17884499
XP_006287029.1	XM_006286967.2	LOC17884413
