protein	mRNA	gene
XP_018434752.1	XM_018579250.1	LOC108807017
XP_018433323.1	XM_018577821.1	LOC108805853
XP_018437034.1	XM_018581532.1	LOC108809387
XP_018435467.1	XM_018579965.1	LOC108807716
XP_018438368.1	XM_018582866.1	LOC108810778
XP_018440340.1	XM_018584838.1	LOC108812550
XP_018440342.1	XM_018584840.1	LOC108812552
XP_018440339.1	XM_018584837.1	LOC108812549
XP_018440341.1	XM_018584839.1	LOC108812551
XP_018438436.1	XM_018582934.1	LOC108810858
XP_018435080.1	XM_018579578.1	LOC108807306
XP_018435468.1	XM_018579966.1	LOC108807718
XP_018437395.1	XM_018581893.1	LOC108809744
XP_018437394.1	XM_018581892.1	LOC108809744
XP_018435469.1	XM_018579967.1	LOC108807719
XP_018436952.1	XM_018581450.1	LOC108809301
XP_018436951.1	XM_018581449.1	LOC108809301
XP_018436949.1	XM_018581447.1	LOC108809301
XP_018436655.1	XM_018581153.1	LOC108809032
XP_018436775.1	XM_018581273.1	LOC108809138
XP_018438472.1	XM_018582970.1	LOC108810897
XP_018435470.1	XM_018579968.1	LOC108807722
XP_018433627.1	XM_018578125.1	LOC108806097
XP_018437207.1	XM_018581705.1	LOC108809567
XP_018439949.1	XM_018584447.1	LOC108812241
XP_018439947.1	XM_018584445.1	LOC108812238
XP_018439946.1	XM_018584444.1	LOC108812238
XP_018439944.1	XM_018584442.1	LOC108812238
XP_018439942.1	XM_018584440.1	LOC108812238
XP_018439943.1	XM_018584441.1	LOC108812238
XP_018439941.1	XM_018584439.1	LOC108812238
XP_018439948.1	XM_018584446.1	LOC108812238
XP_018439950.1	XM_018584448.1	LOC108812242
XP_018439953.1	XM_018584451.1	LOC108812246
XP_018439951.1	XM_018584449.1	LOC108812243
XP_018439782.1	XM_018584280.1	LOC108812112
XP_018439783.1	XM_018584281.1	LOC108812113
XP_018439781.1	XM_018584279.1	LOC108812111
XP_018434711.1	XM_018579209.1	LOC108806982
XP_018437426.1	XM_018581924.1	LOC108809781
XP_018438806.1	XM_018583304.1	LOC108811260
XP_018436820.1	XM_018581318.1	LOC108809183
XP_018438617.1	XM_018583115.1	LOC108811053
XP_018436680.1	XM_018581178.1	LOC108809053
XP_018434915.1	XM_018579413.1	LOC108807156
XP_018435081.1	XM_018579579.1	LOC108807307
XP_018437054.1	XM_018581552.1	LOC108809412
XP_018434790.1	XM_018579288.1	LOC108807051
XP_018435473.1	XM_018579971.1	LOC108807724
XP_018435474.1	XM_018579972.1	LOC108807725
XP_018435475.1	XM_018579973.1	LOC108807726
XP_018435476.1	XM_018579974.1	LOC108807727
XP_018435477.1	XM_018579975.1	LOC108807728
XP_018437577.1	XM_018582075.1	LOC108809943
XP_018433706.1	XM_018578204.1	LOC108806163
XP_018438672.1	XM_018583170.1	LOC108811117
XP_018439027.1	XM_018583525.1	LOC108811476
XP_018434377.1	XM_018578875.1	LOC108806700
XP_018434375.1	XM_018578873.1	LOC108806700
XP_018433101.1	XM_018577599.1	LOC108805665
XP_018433102.1	XM_018577600.1	LOC108805665
XP_018433103.1	XM_018577601.1	LOC108805665
XP_018433900.1	XM_018578398.1	LOC108806318
XP_018438218.1	XM_018582716.1	LOC108810610
XP_018437116.1	XM_018581614.1	LOC108809476
XP_018438426.1	XM_018582924.1	LOC108810848
XP_018437528.1	XM_018582026.1	LOC108809888
XP_018435119.1	XM_018579617.1	LOC108807340
XP_018441593.1	XM_018586091.1	LOC108813514
XP_018441595.1	XM_018586093.1	LOC108813515
XP_018439503.1	XM_018584001.1	LOC108811896
XP_018436995.1	XM_018581493.1	LOC108809346
XP_018440787.1	XM_018585285.1	LOC108812900
XP_018435479.1	XM_018579977.1	LOC108807731
XP_018439062.1	XM_018583560.1	LOC108811505
XP_018439063.1	XM_018583561.1	LOC108811505
XP_018434305.1	XM_018578803.1	LOC108806639
XP_018434306.1	XM_018578804.1	LOC108806639
XP_018437103.1	XM_018581601.1	LOC108809461
XP_018441117.1	XM_018585615.1	LOC108813149
XP_018434449.1	XM_018578947.1	LOC108806759
XP_018441313.1	XM_018585811.1	LOC108813291
XP_018441314.1	XM_018585812.1	LOC108813292
XP_018434387.1	XM_018578885.1	LOC108806708
XP_018435480.1	XM_018579978.1	LOC108807732
XP_018435481.1	XM_018579979.1	LOC108807733
XP_018435482.1	XM_018579980.1	LOC108807734
XP_018439132.1	XM_018583630.1	LOC108811566
XP_018439230.1	XM_018583728.1	LOC108811645
XP_018439530.1	XM_018584028.1	LOC108811914
XP_018435484.1	XM_018579982.1	LOC108807735
XP_018435235.1	XM_018579733.1	LOC108807444
XP_018437559.1	XM_018582057.1	LOC108809922
XP_018435485.1	XM_018579983.1	LOC108807736
XP_018441804.1	XM_018586302.1	LOC108813673
XP_018433667.1	XM_018578165.1	LOC108806133
XP_018439639.1	XM_018584137.1	LOC108812007
XP_018439638.1	XM_018584136.1	LOC108812007
XP_018439640.1	XM_018584138.1	LOC108812007
XP_018435170.1	XM_018579668.1	LOC108807387
XP_018435486.1	XM_018579984.1	LOC108807738
XP_018434545.1	XM_018579043.1	LOC108806841
XP_018437886.1	XM_018582384.1	LOC108810261
XP_018437897.1	XM_018582395.1	LOC108810273
XP_018437641.1	XM_018582139.1	LOC108810008
XP_018433493.1	XM_018577991.1	LOC108805981
XP_018434896.1	XM_018579394.1	LOC108807142
XP_018435488.1	XM_018579986.1	LOC108807739
XP_018440961.1	XM_018585459.1	LOC108813034
XP_018440962.1	XM_018585460.1	LOC108813034
XP_018440963.1	XM_018585461.1	LOC108813034
XP_018440964.1	XM_018585462.1	LOC108813034
XP_018440960.1	XM_018585458.1	LOC108813033
XP_018435022.1	XM_018579520.1	LOC108807259
XP_018434419.1	XM_018578917.1	LOC108806731
XP_018436819.1	XM_018581317.1	LOC108809181
XP_018441576.1	XM_018586074.1	LOC108813501
XP_018437750.1	XM_018582248.1	LOC108810115
XP_018435489.1	XM_018579987.1	LOC108807740
XP_018435490.1	XM_018579988.1	LOC108807741
XP_018434435.1	XM_018578933.1	LOC108806747
XP_018436816.1	XM_018581314.1	LOC108809179
XP_018441599.1	XM_018586097.1	LOC108813519
XP_018437767.1	XM_018582265.1	LOC108810133
XP_018435491.1	XM_018579989.1	LOC108807742
XP_018441443.1	XM_018585941.1	LOC108813403
XP_018435492.1	XM_018579990.1	LOC108807743
XP_018434635.1	XM_018579133.1	LOC108806919
XP_018433670.1	XM_018578168.1	LOC108806136
XP_018433671.1	XM_018578169.1	LOC108806136
XP_018436565.1	XM_018581063.1	LOC108808954
XP_018436566.1	XM_018581064.1	LOC108808954
XP_018436567.1	XM_018581065.1	LOC108808954
XP_018436568.1	XM_018581066.1	LOC108808954
XP_018441664.1	XM_018586162.1	LOC108813575
XP_018433663.1	XM_018578161.1	LOC108806128
XP_018433662.1	XM_018578160.1	LOC108806128
XP_018438719.1	XM_018583217.1	LOC108811178
XP_018433040.1	XM_018577538.1	LOC108805614
XP_018433039.1	XM_018577537.1	LOC108805613
XP_018438400.1	XM_018582898.1	LOC108810822
XP_018437786.1	XM_018582284.1	LOC108810152
XP_018437341.1	XM_018581839.1	LOC108809680
XP_018437344.1	XM_018581842.1	LOC108809684
XP_018436630.1	XM_018581128.1	LOC108809006
XP_018434586.1	XM_018579084.1	LOC108806877
XP_018434587.1	XM_018579085.1	LOC108806877
XP_018434399.1	XM_018578897.1	LOC108806716
XP_018434400.1	XM_018578898.1	LOC108806716
XP_018434395.1	XM_018578893.1	LOC108806715
XP_018434397.1	XM_018578895.1	LOC108806715
XP_018434398.1	XM_018578896.1	LOC108806715
XP_018438174.1	XM_018582672.1	LOC108810570
XP_018437453.1	XM_018581951.1	LOC108809812
XP_018439457.1	XM_018583955.1	LOC108811851
XP_018433916.1	XM_018578414.1	LOC108806328
XP_018437944.1	XM_018582442.1	LOC108810323
XP_018435494.1	XM_018579992.1	LOC108807745
XP_018438156.1	XM_018582654.1	LOC108810549
XP_018438484.1	XM_018582982.1	LOC108810912
XP_018436759.1	XM_018581257.1	LOC108809126
XP_018433748.1	XM_018578246.1	LOC108806200
XP_018435495.1	XM_018579993.1	LOC108807746
XP_018435496.1	XM_018579994.1	LOC108807747
XP_018435497.1	XM_018579995.1	LOC108807748
XP_018435498.1	XM_018579996.1	LOC108807749
XP_018441427.1	XM_018585925.1	LOC108813385
XP_018441428.1	XM_018585926.1	LOC108813386
XP_018441429.1	XM_018585927.1	LOC108813387
XP_018441234.1	XM_018585732.1	LOC108813237
XP_018441233.1	XM_018585731.1	LOC108813236
XP_018435499.1	XM_018579997.1	LOC108807751
XP_018441229.1	XM_018585727.1	LOC108813234
XP_018441230.1	XM_018585728.1	LOC108813234
XP_018441231.1	XM_018585729.1	LOC108813235
XP_018441232.1	XM_018585730.1	LOC108813235
XP_018434003.1	XM_018578501.1	LOC108806398
XP_018435500.1	XM_018579998.1	LOC108807752
XP_018435501.1	XM_018579999.1	LOC108807753
XP_018434472.1	XM_018578970.1	LOC108806777
XP_018435503.1	XM_018580001.1	LOC108807754
XP_018436945.1	XM_018581443.1	LOC108809296
XP_018437423.1	XM_018581921.1	LOC108809779
XP_018433963.1	XM_018578461.1	LOC108806368
XP_018438647.1	XM_018583145.1	LOC108811090
XP_018438648.1	XM_018583146.1	LOC108811091
XP_018435504.1	XM_018580002.1	LOC108807755
XP_018440626.1	XM_018585124.1	LOC108812774
XP_018440624.1	XM_018585122.1	LOC108812774
XP_018440627.1	XM_018585125.1	LOC108812774
XP_018441806.1	XM_018586304.1	LOC108813675
XP_018439035.1	XM_018583533.1	LOC108811486
XP_018438841.1	XM_018583339.1	LOC108811296
XP_018434614.1	XM_018579112.1	LOC108806903
XP_018440038.1	XM_018584536.1	LOC108812305
XP_018440039.1	XM_018584537.1	LOC108812306
XP_018440040.1	XM_018584538.1	LOC108812307
XP_018439957.1	XM_018584455.1	LOC108812252
XP_018439161.1	XM_018583659.1	LOC108811598
XP_018439509.1	XM_018584007.1	LOC108811900
XP_018439513.1	XM_018584011.1	LOC108811904
XP_018439510.1	XM_018584008.1	LOC108811901
XP_018439512.1	XM_018584010.1	LOC108811902
XP_018439511.1	XM_018584009.1	LOC108811902
XP_018434600.1	XM_018579098.1	LOC108806889
XP_018437566.1	XM_018582064.1	LOC108809930
XP_018440611.1	XM_018585109.1	LOC108812761
XP_018434820.1	XM_018579318.1	LOC108807077
XP_018434821.1	XM_018579319.1	LOC108807077
XP_018440660.1	XM_018585158.1	LOC108812794
XP_018440000.1	XM_018584498.1	LOC108812277
XP_018439999.1	XM_018584497.1	LOC108812276
XP_018438058.1	XM_018582556.1	LOC108810449
XP_018435505.1	XM_018580003.1	LOC108807756
XP_018434794.1	XM_018579292.1	LOC108807055
XP_018435506.1	XM_018580004.1	LOC108807757
XP_018433931.1	XM_018578429.1	LOC108806339
XP_018434280.1	XM_018578778.1	LOC108806619
XP_018434615.1	XM_018579113.1	LOC108806904
XP_018434618.1	XM_018579116.1	LOC108806904
XP_018434616.1	XM_018579114.1	LOC108806904
XP_018438530.1	XM_018583028.1	LOC108810961
XP_018441956.1	XM_018586454.1	LOC108813799
XP_018441957.1	XM_018586455.1	LOC108813799
XP_018436682.1	XM_018581180.1	LOC108809056
XP_018438494.1	XM_018582992.1	LOC108810923
XP_018438571.1	XM_018583069.1	LOC108811002
XP_018435507.1	XM_018580005.1	LOC108807759
XP_018435508.1	XM_018580006.1	LOC108807760
XP_018435509.1	XM_018580007.1	LOC108807761
XP_018441978.1	XM_018586476.1	LOC108813810
XP_018433117.1	XM_018577615.1	LOC108805680
XP_018437479.1	XM_018581977.1	LOC108809838
XP_018437646.1	XM_018582144.1	LOC108810016
XP_018433912.1	XM_018578410.1	LOC108806326
XP_018433913.1	XM_018578411.1	LOC108806326
XP_018435511.1	XM_018580009.1	LOC108807762
XP_018435512.1	XM_018580010.1	LOC108807763
XP_018433419.1	XM_018577917.1	LOC108805924
XP_018434948.1	XM_018579446.1	LOC108807188
XP_018434510.1	XM_018579008.1	LOC108806813
XP_018433386.1	XM_018577884.1	LOC108805897
XP_018433112.1	XM_018577610.1	LOC108805674
XP_018435513.1	XM_018580011.1	LOC108807765
XP_018441895.1	XM_018586393.1	LOC108813745
XP_018441896.1	XM_018586394.1	LOC108813746
XP_018437662.1	XM_018582160.1	LOC108810030
XP_018434548.1	XM_018579046.1	LOC108806846
XP_018435514.1	XM_018580012.1	LOC108807766
XP_018441817.1	XM_018586315.1	LOC108813685
XP_018437352.1	XM_018581850.1	LOC108809691
XP_018441845.1	XM_018586343.1	LOC108813712
XP_018434477.1	XM_018578975.1	LOC108806784
XP_018437590.1	XM_018582088.1	LOC108809958
XP_018435229.1	XM_018579727.1	LOC108807437
XP_018434903.1	XM_018579401.1	LOC108807147
XP_018438454.1	XM_018582952.1	LOC108810876
XP_018437442.1	XM_018581940.1	LOC108809796
XP_018440351.1	XM_018584849.1	LOC108812563
XP_018439292.1	XM_018583790.1	LOC108811702
XP_018441495.1	XM_018585993.1	LOC108813437
XP_018439274.1	XM_018583772.1	LOC108811684
XP_018434809.1	XM_018579307.1	LOC108807067
XP_018433350.1	XM_018577848.1	LOC108805870
XP_018433349.1	XM_018577847.1	LOC108805870
XP_018433348.1	XM_018577846.1	LOC108805870
XP_018433346.1	XM_018577844.1	LOC108805870
XP_018433538.1	XM_018578036.1	LOC108806025
XP_018438753.1	XM_018583251.1	LOC108811207
XP_018437960.1	XM_018582458.1	LOC108810339
XP_018436634.1	XM_018581132.1	LOC108809010
XP_018434943.1	XM_018579441.1	LOC108807183
XP_018437596.1	XM_018582094.1	LOC108809963
XP_018435515.1	XM_018580013.1	LOC108807767
XP_018437068.1	XM_018581566.1	LOC108809428
XP_018433159.1	XM_018577657.1	LOC108805728
XP_018437681.1	XM_018582179.1	LOC108810052
XP_018435516.1	XM_018580014.1	LOC108807768
XP_018434210.1	XM_018578708.1	LOC108806563
XP_018433190.1	XM_018577688.1	LOC108805748
XP_018433196.1	XM_018577694.1	LOC108805757
XP_018433197.1	XM_018577695.1	LOC108805758
XP_018439488.1	XM_018583986.1	LOC108811876
XP_018439486.1	XM_018583984.1	LOC108811875
XP_018439489.1	XM_018583987.1	LOC108811879
XP_018438802.1	XM_018583300.1	LOC108811256
XP_018434102.1	XM_018578600.1	LOC108806470
XP_018441455.1	XM_018585953.1	LOC108813412
XP_018441454.1	XM_018585952.1	LOC108813412
XP_018434656.1	XM_018579154.1	LOC108806939
XP_018440015.1	XM_018584513.1	LOC108812290
XP_018440016.1	XM_018584514.1	LOC108812290
XP_018437904.1	XM_018582402.1	LOC108810280
XP_018438468.1	XM_018582966.1	LOC108810893
XP_018438427.1	XM_018582925.1	LOC108810849
XP_018437015.1	XM_018581513.1	LOC108809368
XP_018437020.1	XM_018581518.1	LOC108809373
XP_018437165.1	XM_018581663.1	LOC108809524
XP_018433545.1	XM_018578043.1	LOC108806028
XP_018433546.1	XM_018578044.1	LOC108806028
XP_018433542.1	XM_018578040.1	LOC108806028
XP_018433543.1	XM_018578041.1	LOC108806028
XP_018433544.1	XM_018578042.1	LOC108806028
XP_018439263.1	XM_018583761.1	LOC108811672
XP_018439264.1	XM_018583762.1	LOC108811672
XP_018435518.1	XM_018580016.1	LOC108807771
XP_018433559.1	XM_018578057.1	LOC108806039
XP_018433560.1	XM_018578058.1	LOC108806039
XP_018433556.1	XM_018578054.1	LOC108806039
XP_018433557.1	XM_018578055.1	LOC108806039
XP_018433558.1	XM_018578056.1	LOC108806039
XP_018437836.1	XM_018582334.1	LOC108810207
XP_018437837.1	XM_018582335.1	LOC108810207
XP_018440079.1	XM_018584577.1	LOC108812337
XP_018440082.1	XM_018584580.1	LOC108812340
XP_018435519.1	XM_018580017.1	LOC108807772
XP_018435520.1	XM_018580018.1	LOC108807773
XP_018440423.1	XM_018584921.1	LOC108812617
XP_018440421.1	XM_018584919.1	LOC108812617
XP_018440422.1	XM_018584920.1	LOC108812617
XP_018435521.1	XM_018580019.1	LOC108807774
XP_018438330.1	XM_018582828.1	LOC108810745
XP_018435522.1	XM_018580020.1	LOC108807775
XP_018438106.1	XM_018582604.1	LOC108810493
XP_018435523.1	XM_018580021.1	LOC108807776
XP_018438500.1	XM_018582998.1	LOC108810931
XP_018434150.1	XM_018578648.1	LOC108806505
XP_018435524.1	XM_018580022.1	LOC108807777
XP_018435526.1	XM_018580024.1	LOC108807779
XP_018433136.1	XM_018577634.1	LOC108805699
XP_018440965.1	XM_018585463.1	LOC108813036
XP_018440912.1	XM_018585410.1	LOC108812995
XP_018437598.1	XM_018582096.1	LOC108809965
XP_018438441.1	XM_018582939.1	LOC108810865
XP_018438641.1	XM_018583139.1	LOC108811084
XP_018435527.1	XM_018580025.1	LOC108807780
XP_018433191.1	XM_018577689.1	LOC108805749
XP_018442048.1	XM_018586546.1	LOC108813868
XP_018434204.1	XM_018578702.1	LOC108806558
XP_018441310.1	XM_018585808.1	LOC108813289
XP_018442000.1	XM_018586498.1	LOC108813826
XP_018441482.1	XM_018585980.1	LOC108813428
XP_018441481.1	XM_018585979.1	LOC108813428
XP_018441483.1	XM_018585981.1	LOC108813428
XP_018441480.1	XM_018585978.1	LOC108813428
XP_018441484.1	XM_018585982.1	LOC108813428
XP_018433673.1	XM_018578171.1	LOC108806137
XP_018433672.1	XM_018578170.1	LOC108806137
XP_018441112.1	XM_018585610.1	LOC108813144
XP_018438084.1	XM_018582582.1	LOC108810475
XP_018438081.1	XM_018582579.1	LOC108810472
XP_018438078.1	XM_018582576.1	LOC108810472
XP_018438079.1	XM_018582577.1	LOC108810472
XP_018438082.1	XM_018582580.1	LOC108810473
XP_018438083.1	XM_018582581.1	LOC108810474
XP_018438095.1	XM_018582593.1	LOC108810482
XP_018438094.1	XM_018582592.1	LOC108810481
XP_018438093.1	XM_018582591.1	LOC108810481
XP_018438085.1	XM_018582583.1	LOC108810477
XP_018438087.1	XM_018582585.1	LOC108810478
XP_018438086.1	XM_018582584.1	LOC108810478
XP_018438092.1	XM_018582590.1	LOC108810480
XP_018438090.1	XM_018582588.1	LOC108810480
XP_018438089.1	XM_018582587.1	LOC108810480
XP_018438088.1	XM_018582586.1	LOC108810480
XP_018435529.1	XM_018580027.1	LOC108807781
XP_018436899.1	XM_018581397.1	LOC108809251
XP_018436653.1	XM_018581151.1	LOC108809030
XP_018433155.1	XM_018577653.1	LOC108805722
XP_018435530.1	XM_018580028.1	LOC108807782
XP_018438101.1	XM_018582599.1	LOC108810489
XP_018434834.1	XM_018579332.1	LOC108807086
XP_018433467.1	XM_018577965.1	LOC108805968
XP_018436868.1	XM_018581366.1	LOC108809221
XP_018433865.1	XM_018578363.1	LOC108806292
XP_018433866.1	XM_018578364.1	LOC108806292
XP_018435531.1	XM_018580029.1	LOC108807783
XP_018433591.1	XM_018578089.1	LOC108806064
XP_018433590.1	XM_018578088.1	LOC108806064
XP_018438634.1	XM_018583132.1	LOC108811072
XP_018438947.1	XM_018583445.1	LOC108811391
XP_018436873.1	XM_018581371.1	LOC108809226
XP_018439920.1	XM_018584418.1	LOC108812224
XP_018439918.1	XM_018584416.1	LOC108812224
XP_018439921.1	XM_018584419.1	LOC108812224
XP_018439917.1	XM_018584415.1	LOC108812223
XP_018437377.1	XM_018581875.1	LOC108809718
XP_018437375.1	XM_018581873.1	LOC108809718
XP_018438374.1	XM_018582872.1	LOC108810789
XP_018435533.1	XM_018580031.1	LOC108807785
XP_018438492.1	XM_018582990.1	LOC108810920
XP_018435534.1	XM_018580032.1	LOC108807786
XP_018439275.1	XM_018583773.1	LOC108811685
XP_018439276.1	XM_018583774.1	LOC108811685
XP_018439277.1	XM_018583775.1	LOC108811685
XP_018439278.1	XM_018583776.1	LOC108811686
XP_018441400.1	XM_018585898.1	LOC108813361
XP_018435535.1	XM_018580033.1	LOC108807788
XP_018435536.1	XM_018580034.1	LOC108807789
XP_018435537.1	XM_018580035.1	LOC108807790
XP_018440731.1	XM_018585229.1	LOC108812853
XP_018440142.1	XM_018584640.1	LOC108812390
XP_018438700.1	XM_018583198.1	LOC108811154
XP_018435538.1	XM_018580036.1	LOC108807792
XP_018436935.1	XM_018581433.1	LOC108809290
XP_018436936.1	XM_018581434.1	LOC108809290
XP_018436756.1	XM_018581254.1	LOC108809121
XP_018435091.1	XM_018579589.1	LOC108807320
XP_018435540.1	XM_018580038.1	LOC108807794
XP_018438607.1	XM_018583105.1	LOC108811042
XP_018433539.1	XM_018578037.1	LOC108806026
XP_018435541.1	XM_018580039.1	LOC108807795
XP_018438740.1	XM_018583238.1	LOC108811195
XP_018438739.1	XM_018583237.1	LOC108811195
XP_018438742.1	XM_018583240.1	LOC108811196
XP_018438741.1	XM_018583239.1	LOC108811196
XP_018435542.1	XM_018580040.1	LOC108807796
XP_018436648.1	XM_018581146.1	LOC108809026
XP_018440041.1	XM_018584539.1	LOC108812308
XP_018440044.1	XM_018584542.1	LOC108812310
XP_018440043.1	XM_018584541.1	LOC108812310
XP_018437716.1	XM_018582214.1	LOC108810082
XP_018437036.1	XM_018581534.1	LOC108809388
XP_018437035.1	XM_018581533.1	LOC108809388
XP_018437037.1	XM_018581535.1	LOC108809388
XP_018437602.1	XM_018582100.1	LOC108809969
XP_018437603.1	XM_018582101.1	LOC108809969
XP_018441425.1	XM_018585923.1	LOC108813383
XP_018437576.1	XM_018582074.1	LOC108809942
XP_018438154.1	XM_018582652.1	LOC108810546
XP_018436732.1	XM_018581230.1	LOC108809100
XP_018435543.1	XM_018580041.1	LOC108807797
XP_018435544.1	XM_018580042.1	LOC108807798
XP_018438927.1	XM_018583425.1	LOC108811375
XP_018433198.1	XM_018577696.1	LOC108805759
XP_018433276.1	XM_018577774.1	LOC108805819
XP_018433277.1	XM_018577775.1	LOC108805819
XP_018433224.1	XM_018577722.1	LOC108805782
XP_018433320.1	XM_018577818.1	LOC108805851
XP_018433321.1	XM_018577819.1	LOC108805851
XP_018435545.1	XM_018580043.1	LOC108807799
XP_018437461.1	XM_018581959.1	LOC108809823
XP_018437460.1	XM_018581958.1	LOC108809823
XP_018435546.1	XM_018580044.1	LOC108807800
XP_018434777.1	XM_018579275.1	LOC108807041
XP_018434779.1	XM_018579277.1	LOC108807042
XP_018434780.1	XM_018579278.1	LOC108807042
XP_018435547.1	XM_018580045.1	LOC108807802
XP_018440361.1	XM_018584859.1	LOC108812569
XP_018441351.1	XM_018585849.1	LOC108813321
XP_018441352.1	XM_018585850.1	LOC108813321
XP_018441355.1	XM_018585853.1	LOC108813324
XP_018435548.1	XM_018580046.1	LOC108807803
XP_018441353.1	XM_018585851.1	LOC108813323
XP_018441354.1	XM_018585852.1	LOC108813323
XP_018441356.1	XM_018585854.1	LOC108813325
XP_018440576.1	XM_018585074.1	LOC108812733
XP_018440574.1	XM_018585072.1	LOC108812733
XP_018440575.1	XM_018585073.1	LOC108812733
XP_018440577.1	XM_018585075.1	LOC108812733
XP_018440578.1	XM_018585076.1	LOC108812733
XP_018434581.1	XM_018579079.1	LOC108806873
XP_018437342.1	XM_018581840.1	LOC108809681
XP_018438056.1	XM_018582554.1	LOC108810443
XP_018435549.1	XM_018580047.1	LOC108807804
XP_018440599.1	XM_018585097.1	LOC108812752
XP_018433073.1	XM_018577571.1	LOC108805641
XP_018433074.1	XM_018577572.1	LOC108805641
XP_018436865.1	XM_018581363.1	LOC108809218
XP_018434010.1	XM_018578508.1	LOC108806402
XP_018434009.1	XM_018578507.1	LOC108806402
XP_018434978.1	XM_018579476.1	LOC108807218
XP_018441302.1	XM_018585800.1	LOC108813282
XP_018441303.1	XM_018585801.1	LOC108813283
XP_018437322.1	XM_018581820.1	LOC108809661
XP_018434119.1	XM_018578617.1	LOC108806482
XP_018437201.1	XM_018581699.1	LOC108809562
XP_018433182.1	XM_018577680.1	LOC108805742
XP_018438729.1	XM_018583227.1	LOC108811188
XP_018439445.1	XM_018583943.1	LOC108811839
XP_018439446.1	XM_018583944.1	LOC108811839
XP_018439447.1	XM_018583945.1	LOC108811839
XP_018439448.1	XM_018583946.1	LOC108811839
XP_018439449.1	XM_018583947.1	LOC108811839
XP_018439452.1	XM_018583950.1	LOC108811845
XP_018439453.1	XM_018583951.1	LOC108811845
XP_018437333.1	XM_018581831.1	LOC108809673
XP_018441075.1	XM_018585573.1	LOC108813114
XP_018441074.1	XM_018585572.1	LOC108813114
XP_018441073.1	XM_018585571.1	LOC108813113
XP_018441071.1	XM_018585569.1	LOC108813113
XP_018441069.1	XM_018585567.1	LOC108813113
XP_018441070.1	XM_018585568.1	LOC108813113
XP_018441072.1	XM_018585570.1	LOC108813113
XP_018435151.1	XM_018579649.1	LOC108807372
XP_018435150.1	XM_018579648.1	LOC108807371
XP_018434568.1	XM_018579066.1	LOC108806862
XP_018437226.1	XM_018581724.1	LOC108809580
XP_018437225.1	XM_018581723.1	LOC108809580
XP_018441916.1	XM_018586414.1	LOC108813766
XP_018441918.1	XM_018586416.1	LOC108813766
XP_018441917.1	XM_018586415.1	LOC108813766
XP_018441911.1	XM_018586409.1	LOC108813763
XP_018435551.1	XM_018580049.1	LOC108807806
XP_018439410.1	XM_018583908.1	LOC108811814
XP_018439411.1	XM_018583909.1	LOC108811815
XP_018439414.1	XM_018583912.1	LOC108811816
XP_018439415.1	XM_018583913.1	LOC108811816
XP_018439413.1	XM_018583911.1	LOC108811816
XP_018437456.1	XM_018581954.1	LOC108809814
XP_018438135.1	XM_018582633.1	LOC108810528
XP_018434278.1	XM_018578776.1	LOC108806617
XP_018434350.1	XM_018578848.1	LOC108806678
XP_018437771.1	XM_018582269.1	LOC108810140
XP_018438574.1	XM_018583072.1	LOC108811008
XP_018438580.1	XM_018583078.1	LOC108811016
XP_018434432.1	XM_018578930.1	LOC108806744
XP_018434238.1	XM_018578736.1	LOC108806584
XP_018434237.1	XM_018578735.1	LOC108806584
XP_018441227.1	XM_018585725.1	LOC108813233
XP_018441226.1	XM_018585724.1	LOC108813232
XP_018434811.1	XM_018579309.1	LOC108807069
XP_018433719.1	XM_018578217.1	LOC108806174
XP_018433720.1	XM_018578218.1	LOC108806175
XP_018433668.1	XM_018578166.1	LOC108806134
XP_018437160.1	XM_018581658.1	LOC108809520
XP_018437161.1	XM_018581659.1	LOC108809520
XP_018436772.1	XM_018581270.1	LOC108809136
XP_018436771.1	XM_018581269.1	LOC108809136
XP_018436773.1	XM_018581271.1	LOC108809136
XP_018437264.1	XM_018581762.1	LOC108809620
XP_018441282.1	XM_018585780.1	LOC108813267
XP_018440096.1	XM_018584594.1	LOC108812350
XP_018440095.1	XM_018584593.1	LOC108812350
XP_018438932.1	XM_018583430.1	LOC108811378
XP_018438933.1	XM_018583431.1	LOC108811378
XP_018438931.1	XM_018583429.1	LOC108811378
XP_018438934.1	XM_018583432.1	LOC108811379
XP_018438935.1	XM_018583433.1	LOC108811381
XP_018438937.1	XM_018583435.1	LOC108811382
XP_018438941.1	XM_018583439.1	LOC108811385
XP_018438940.1	XM_018583438.1	LOC108811385
XP_018438938.1	XM_018583436.1	LOC108811383
XP_018438939.1	XM_018583437.1	LOC108811384
XP_018440282.1	XM_018584780.1	LOC108812502
XP_018440283.1	XM_018584781.1	LOC108812503
XP_018441259.1	XM_018585757.1	LOC108813255
XP_018441262.1	XM_018585760.1	LOC108813255
XP_018441257.1	XM_018585755.1	LOC108813255
XP_018441258.1	XM_018585756.1	LOC108813255
XP_018441260.1	XM_018585758.1	LOC108813255
XP_018441263.1	XM_018585761.1	LOC108813255
XP_018441256.1	XM_018585754.1	LOC108813254
XP_018441873.1	XM_018586371.1	LOC108813731
XP_018441874.1	XM_018586372.1	LOC108813732
XP_018433511.1	XM_018578009.1	LOC108805999
XP_018433793.1	XM_018578291.1	LOC108806237
XP_018433790.1	XM_018578288.1	LOC108806235
XP_018433792.1	XM_018578290.1	LOC108806235
