protein	mRNA	gene
XP_013731324.1	XM_013875870.3	LOC106435013
XP_013746952.2	XM_013891498.3	LOC106449800
XP_013726601.2	XM_013871147.3	LOC106430362
XP_013726606.2	XM_013871152.3	LOC106430366
XP_013726607.1	XM_013871153.1	LOC106430368
XP_013726608.1	XM_013871154.1	LOC106430369
XP_048601747.1	XM_048745790.1	LOC106430392
XP_013726632.1	XM_013871178.3	LOC106430393
XP_048599817.1	XM_048743860.1	LOC125579948
XP_013726633.1	XM_013871179.3	LOC106430395
XP_048601748.1	XM_048745791.1	LOC125580745
XP_048599818.1	XM_048743861.1	LOC125579949
XP_048601750.1	XM_048745793.1	LOC106430373
XP_048601749.1	XM_048745792.1	LOC106430373
XP_013726625.2	XM_013871171.3	LOC106430390
XP_013726626.2	XM_013871172.3	LOC106430390
XP_013726627.2	XM_013871173.3	LOC106430390
XP_022566900.2	XM_022711179.2	LOC106430390
XP_048601751.1	XM_048745794.1	LOC106430390
XP_048601752.1	XM_048745795.1	LOC106430390
XP_013726643.1	XM_013871189.3	LOC106430398
XP_022566890.1	XM_022711169.2	LOC106430376
XP_048599819.1	XM_048743862.1	LOC106430378
XP_022566894.2	XM_022711173.2	LOC111210636
XP_022569794.1	XM_022714073.1	LOC111212517
XP_013749541.1	XM_013894087.3	LOC106452068
XP_013749521.1	XM_013894067.3	LOC106452051
XP_048601753.1	XM_048745796.1	LOC111206854
XP_013749499.1	XM_013894045.3	LOC106452032
XP_022560731.1	XM_022705010.2	LOC111197852
XP_022560732.1	XM_022705011.2	LOC111197852
XP_022560733.1	XM_022705012.2	LOC111197852
XP_013673735.2	XM_013818281.3	LOC106378094
XP_013673729.2	XM_013818275.3	LOC106378084
XP_022575561.2	XM_022719840.2	LOC111197955
XP_048601756.1	XM_048745799.1	LOC111197955
XP_048601755.1	XM_048745798.1	LOC111197955
XP_048599821.1	XM_048743864.1	LOC106422454
XP_048599822.1	XM_048743865.1	LOC111201953
XP_048601758.1	XM_048745801.1	LOC111202344
XP_048599823.1	XM_048743866.1	LOC125579950
XP_013718697.2	XM_013863243.2	LOC106422451
XP_048601759.1	XM_048745802.1	LOC106422498
XP_048601760.1	XM_048745803.1	LOC106422447
XP_013718722.1	XM_013863268.3	LOC106422486
XP_048601762.1	XM_048745805.1	LOC106384619
XP_048601761.1	XM_048745804.1	LOC106384619
XP_013685526.2	XM_013830072.3	LOC106389732
XP_013680013.2	XM_013824559.3	LOC106384621
XP_048601764.1	XM_048745807.1	LOC125580749
XP_013695697.1	XM_013840243.3	LOC106399791
XP_022550808.1	XM_022695087.2	LOC106389734
XP_013679879.1	XM_013824425.1	LOC106384465
XP_013679882.2	XM_013824428.3	LOC106384468
XP_013681253.1	XM_013825799.3	LOC106385897
XP_013681254.1	XM_013825800.3	LOC106385897
XP_013681255.2	XM_013825801.3	LOC106385899
XP_013679884.1	XM_013824430.1	LOC106384469
XP_048601765.1	XM_048745808.1	LOC125580750
XP_048599825.1	XM_048743868.1	LOC125579951
XP_048601766.1	XM_048745809.1	LOC125580751
XP_048599826.1	XM_048743869.1	LOC125579952
XP_013681410.1	XM_013825956.3	LOC106386062
XP_013714221.1	XM_013858767.3	LOC106418108
XP_013682102.1	XM_013826648.3	LOC106386832
XP_013711312.2	XM_013855858.3	LOC106415216
XP_013711313.2	XM_013855859.3	LOC106415216
XP_013708722.1	XM_013853268.3	BNAC01G29300D
XP_048601767.1	XM_048745810.1	BNAC01G29310D
XP_013652993.1	XM_013797539.3	BNAC01G29310D
XP_022569203.1	XM_022713482.2	BNAC01G29310D
XP_013652992.1	XM_013797538.3	BNAC01G29310D
XP_013652994.2	XM_013797540.3	LOC106357836
XP_048601771.1	XM_048745814.1	LOC106356230
XP_048601770.1	XM_048745813.1	LOC106356230
XP_048601769.1	XM_048745812.1	LOC106356230
XP_048601773.1	XM_048745816.1	LOC106356230
XP_048601772.1	XM_048745815.1	LOC106356230
XP_013652997.1	XM_013797543.3	BNAC01G29360D
XP_048599828.1	XM_048743871.1	LOC111213597
XP_048601774.1	XM_048745817.1	LOC125580753
XP_013717757.2	XM_013862303.3	LOC106421459
XP_048601775.1	XM_048745818.1	LOC106421459
XP_048599829.1	XM_048743872.1	LOC106411082
XP_013717742.1	XM_013862288.3	LOC106421443
XP_048599830.1	XM_048743873.1	LOC125579953
XP_048601776.1	XM_048745819.1	LOC106395594
XP_048601777.1	XM_048745820.1	LOC106395594
XP_013691459.2	XM_013836005.3	LOC106395594
XP_048601788.1	XM_048745831.1	LOC106376766
XP_048601787.1	XM_048745830.1	LOC106376766
XP_048601782.1	XM_048745825.1	LOC106376766
XP_048601786.1	XM_048745829.1	LOC106376766
XP_048601780.1	XM_048745823.1	LOC106376766
XP_048601785.1	XM_048745828.1	LOC106376766
XP_048601781.1	XM_048745824.1	LOC106376766
XP_048601784.1	XM_048745827.1	LOC106376766
XP_048601779.1	XM_048745822.1	LOC106376766
XP_048601783.1	XM_048745826.1	LOC106376766
XP_013672339.2	XM_013816885.3	LOC106376766
XP_048601789.1	XM_048745832.1	LOC106374790
XP_013669306.1	XM_013813852.1	LOC106373715
XP_013669307.1	XM_013813853.1	LOC106373716
XP_013672341.1	XM_013816887.3	LOC106376768
XP_013672342.1	XM_013816888.3	LOC106376769
XP_048601790.1	XM_048745833.1	LOC125580756
XP_048601791.1	XM_048745834.1	LOC106376770
XP_013672343.2	XM_013816889.3	LOC106376770
XP_013672344.2	XM_013816890.3	LOC106376770
XP_013669310.1	XM_013813856.1	LOC106373721
XP_013670193.1	XM_013814739.3	LOC106374793
XP_048601794.1	XM_048745837.1	LOC125580757
XP_048601793.1	XM_048745836.1	LOC125580757
XP_048601795.1	XM_048745838.1	LOC106373724
XP_022550820.1	XM_022695099.2	LOC106376775
XP_048599831.1	XM_048743874.1	LOC125579954
XP_013672349.1	XM_013816895.3	LOC106376777
XP_048599832.1	XM_048743875.1	LOC125579955
XP_048601798.1	XM_048745841.1	LOC106376780
XP_022550822.1	XM_022695101.2	LOC106376780
XP_022550823.1	XM_022695102.2	LOC106376780
XP_013669317.2	XM_013813863.2	LOC106373730
XP_048601801.1	XM_048745844.1	LOC106376785
XP_013672355.2	XM_013816901.3	LOC106376785
XP_048601802.1	XM_048745845.1	LOC106376785
XP_048601803.1	XM_048745846.1	LOC106376785
XP_013672354.2	XM_013816900.3	LOC106376785
XP_013672356.2	XM_013816902.3	LOC106376785
XP_013672358.2	XM_013816904.3	LOC106376785
XP_022569739.2	XM_022714018.2	LOC111212466
XP_022569738.2	XM_022714017.2	LOC111212465
XP_048599833.1	XM_048743876.1	LOC125579956
XP_022569732.2	XM_022714011.2	LOC111212461
XP_013669321.1	XM_013813867.2	LOC106373734
XP_022569736.2	XM_022714015.2	LOC111212463
XP_013672359.1	XM_013816905.3	LOC106376786
XP_048599834.1	XM_048743877.1	LOC125579957
XP_013672361.2	XM_013816907.3	LOC106376787
XP_013672363.2	XM_013816909.3	LOC106376788
XP_013672362.2	XM_013816908.3	LOC106376788
XP_013670204.1	XM_013814750.3	LOC106374811
XP_013670205.2	XM_013814751.3	LOC106374812
XP_048599835.1	XM_048743878.1	LOC106373737
XP_013672365.1	XM_013816911.3	LOC106376790
XP_048602272.1	XM_048746315.1	LOC106358631
XP_048599836.1	XM_048743879.1	LOC125579958
XP_048601745.1	XM_048745788.1	LOC125580742
XP_048599837.1	XM_048743880.1	LOC125579959
XP_013711420.1	XM_013855966.3	LOC106415306
XP_013711419.1	XM_013855965.3	LOC106415305
XP_013709303.2	XM_013853849.2	LOC106412990
XP_013739489.3	XM_013884035.3	LOC106442336
XP_013672458.3	XM_013817004.3	LOC106376872
XP_013672459.3	XM_013817005.3	LOC106376873
XP_048602251.1	XM_048746294.1	LOC111201524
XP_022549798.1	XM_022694077.2	LOC111201770
XP_048600871.1	XM_048744914.1	LOC125580457
XP_048600870.1	XM_048744913.1	LOC125580456
XP_048600835.1	XM_048744878.1	LOC125580446
XP_013728713.2	XM_013873259.3	LOC106432425
XP_013728712.2	XM_013873258.3	LOC106432425
XP_013686021.1	XM_013830567.3	BNAC01G30030D
XP_048600561.1	XM_048744604.1	BNAC01G30050D
XP_013686764.1	XM_013831310.3	BNAC01G30050D
XP_013687448.1	XM_013831994.3	LOC106391373
XP_048599838.1	XM_048743881.1	LOC125579960
XP_022571313.1	XM_022715592.2	LOC111213763
XP_048602248.1	XM_048746291.1	LOC111213763
XP_022571312.1	XM_022715591.2	LOC111213762
XP_048602249.1	XM_048746292.1	LOC125580962
XP_013707960.1	XM_013852506.3	LOC106411698
XP_013707959.1	XM_013852505.3	LOC106411698
XP_022550828.1	XM_022695107.2	LOC111202353
XP_022550027.1	XM_022694306.2	LOC106453695
XP_048602106.1	XM_048746149.1	LOC125580893
XP_048602107.1	XM_048746150.1	LOC125580893
XP_013751367.1	XM_013895913.1	LOC106453693
XP_013748889.1	XM_013893435.3	LOC106451505
XP_013752457.2	XM_013897003.3	LOC106454926
XP_013748888.1	XM_013893434.2	BNAC01G30240D
XP_048601831.1	XM_048745874.1	LOC106432428
XP_048601829.1	XM_048745872.1	LOC106432428
XP_048601830.1	XM_048745873.1	LOC106432428
XP_048601832.1	XM_048745875.1	LOC106432428
XP_013748886.2	XM_013893432.3	LOC106451500
XP_013748885.2	XM_013893431.3	LOC106451498
XP_013748884.3	XM_013893430.3	LOC106451497
XP_013748883.1	XM_013893429.3	LOC106451496
XP_013752455.1	XM_013897001.3	LOC106454923
XP_013748881.1	XM_013893427.3	LOC106451495
XP_013748880.1	XM_013893426.3	LOC106451495
XP_013752454.1	XM_013897000.3	LOC106454922
XP_013731299.1	XM_013875845.3	LOC106434987
XP_013731300.1	XM_013875846.3	LOC106434987
XP_048599839.1	XM_048743882.1	LOC125579961
XP_013724461.1	XM_013869007.3	LOC106428256
XP_013724462.1	XM_013869008.3	LOC106428256
XP_048601643.1	XM_048745686.1	LOC106428256
XP_013724459.1	XM_013869005.3	LOC106428254
XP_013724423.1	XM_013868969.1	LOC106428216
XP_013724424.1	XM_013868970.1	LOC106428217
XP_048599840.1	XM_048743883.1	LOC125579963
XP_048599841.1	XM_048743884.1	LOC125579964
XP_013669820.2	XM_013814366.3	LOC106374309
XP_013670988.1	XM_013815534.3	LOC106375581
XP_048601645.1	XM_048745688.1	LOC106419664
XP_048601646.1	XM_048745689.1	LOC125580704
XP_013732912.2	XM_013877458.3	LOC106436494
XP_048601647.1	XM_048745690.1	LOC106436492
XP_048601648.1	XM_048745691.1	LOC125580705
XP_013650387.2	XM_013794933.2	LOC106354891
XP_048601650.1	XM_048745693.1	LOC125575252
XP_013652640.1	XM_013797186.3	LOC106357523
XP_013652644.1	XM_013797190.3	LOC106357525
XP_048599843.1	XM_048743886.1	LOC106354892
XP_022549799.2	XM_022694078.2	LOC106354893
XP_048601653.1	XM_048745696.1	LOC125580706
XP_048601654.1	XM_048745697.1	LOC125580706
XP_048601651.1	XM_048745694.1	LOC111215929
XP_048601652.1	XM_048745695.1	LOC111215929
XP_048601655.1	XM_048745698.1	LOC125580707
XP_048601656.1	XM_048745699.1	LOC125575349
XP_048601657.1	XM_048745700.1	LOC125580708
XP_048601659.1	XM_048745702.1	LOC125580708
XP_048601660.1	XM_048745703.1	LOC125580708
XP_048601658.1	XM_048745701.1	LOC125580708
XP_048601661.1	XM_048745704.1	LOC125580709
XP_048601662.1	XM_048745705.1	LOC111201994
NP_001303083.1	NM_001316154.1	LOC106374850
XP_048599844.1	XM_048743887.1	LOC125579965
XP_013672471.2	XM_013817017.3	LOC106376889
XP_013670239.2	XM_013814785.3	LOC106374848
XP_048601665.1	XM_048745708.1	LOC106376888
XP_048601664.1	XM_048745707.1	LOC106376888
XP_013672470.2	XM_013817016.3	LOC106376888
XP_048599845.1	XM_048743888.1	LOC125579966
XP_048601666.1	XM_048745709.1	LOC125580712
XP_048601667.1	XM_048745710.1	LOC125580713
XP_048601668.1	XM_048745711.1	LOC106376885
XP_048601669.1	XM_048745712.1	LOC106376883
XP_048601670.1	XM_048745713.1	LOC106376881
XP_048599846.1	XM_048743889.1	LOC106376876
XP_048601672.1	XM_048745715.1	LOC106376332
XP_048601671.1	XM_048745714.1	LOC106376332
XP_048601673.1	XM_048745716.1	LOC106376332
XP_013672462.2	XM_013817008.3	LOC106376875
XP_013672460.2	XM_013817006.3	LOC106376875
XP_048599847.1	XM_048743890.1	LOC125579968
XP_048599848.1	XM_048743891.1	LOC106373788
XP_048599849.1	XM_048743892.1	LOC125579969
XP_048602258.1	XM_048746301.1	LOC106373789
XP_048600920.1	XM_048744963.1	LOC111198080
XP_048600921.1	XM_048744964.1	LOC111198080
XP_048599850.1	XM_048743893.1	LOC125579970
XP_048602236.1	XM_048746279.1	LOC106397176
XP_013693274.1	XM_013837820.3	LOC106397235
XP_022560598.2	XM_022704877.2	LOC106400392
XP_013696210.2	XM_013840756.3	LOC106400392
XP_013695667.2	XM_013840213.3	LOC106399758
XP_048602238.1	XM_048746281.1	LOC106446248
XP_022567794.2	XM_022712073.2	LOC111211157
XP_048599851.1	XM_048743894.1	LOC125579971
XP_048599852.1	XM_048743895.1	LOC125579972
XP_048599853.1	XM_048743896.1	LOC111211159
XP_048602259.1	XM_048746302.1	LOC125580969
XP_013743398.2	XM_013887944.3	LOC106446246
XP_048602252.1	XM_048746295.1	LOC125580965
XP_022556183.2	XM_022700462.2	LOC111198366
XP_013719113.2	XM_013863659.3	LOC106422872
XP_048602207.1	XM_048746250.1	LOC106446240
XP_022550678.2	XM_022694957.2	LOC106448366
XP_048599854.1	XM_048743897.1	LOC106450002
XP_048602267.1	XM_048746310.1	LOC125580974
XP_048602120.1	XM_048746163.1	LOC106446239
NP_001302504.1	NM_001315575.1	LOC106449675
XP_048599855.1	XM_048743898.1	LOC125579974
XP_048599856.1	XM_048743899.1	LOC125579975
XP_013746854.1	XM_013891400.3	LOC106449673
XP_048599858.1	XM_048743901.1	LOC125579976
XP_048602052.1	XM_048746095.1	LOC106449672
XP_048599859.1	XM_048743902.1	LOC125579977
XP_048599860.1	XM_048743903.1	LOC106446236
XP_048600319.1	XM_048744362.1	LOC106398935
XP_048600318.1	XM_048744361.1	LOC106393281
XP_013746852.2	XM_013891398.3	LOC106449668
XP_013746851.2	XM_013891397.3	LOC106449667
XP_048599861.1	XM_048743904.1	LOC125579978
XP_048599862.1	XM_048743905.1	LOC125579979
XP_048600320.1	XM_048744363.1	LOC106449666
XP_048599863.1	XM_048743906.1	LOC125579980
XP_013743395.2	XM_013887941.3	LOC106446234
XP_022570449.1	XM_022714728.2	LOC106435247
XP_022570448.1	XM_022714727.2	LOC106435247
XP_022570450.1	XM_022714729.2	LOC111213070
XP_022569809.2	XM_022714088.2	LOC111212530
XP_048600322.1	XM_048744365.1	LOC111212529
XP_048600324.1	XM_048744367.1	LOC125580193
XP_048600325.1	XM_048744368.1	LOC125580193
XP_048600326.1	XM_048744369.1	LOC125580193
XP_048600330.1	XM_048744373.1	LOC125580194
XP_048600329.1	XM_048744372.1	LOC125580194
XP_048600328.1	XM_048744371.1	LOC125580194
XP_048600327.1	XM_048744370.1	LOC125580194
XP_048600323.1	XM_048744366.1	LOC125580192
XP_048600333.1	XM_048744376.1	LOC125580195
XP_048600334.1	XM_048744377.1	LOC125580195
XP_048600331.1	XM_048744374.1	LOC106378657
XP_013674213.2	XM_013818759.3	LOC106378657
XP_048600332.1	XM_048744375.1	LOC106378657
XP_048600335.1	XM_048744378.1	LOC125575653
XP_048600336.1	XM_048744379.1	LOC125575653
XP_048600337.1	XM_048744380.1	LOC125575653
XP_013751195.1	XM_013895741.3	BNACNNG41290D
XP_013751201.2	XM_013895747.3	LOC106453499
XP_013751203.2	XM_013895749.3	LOC106453499
XP_048600341.1	XM_048744384.1	LOC125580199
XP_048600338.1	XM_048744381.1	LOC125580198
XP_048600340.1	XM_048744383.1	LOC125580198
XP_048600339.1	XM_048744382.1	LOC125580198
XP_048599864.1	XM_048743907.1	LOC125579981
XP_013751214.1	XM_013895760.3	LOC106453515
XP_022551188.2	XM_022695467.2	LOC111202623
NP_001303016.1	NM_001316087.1	LOC106453673
XP_022550032.2	XM_022694311.2	BNAC01G31260D
XP_013751427.2	XM_013895973.3	LOC106453758
XP_048600342.1	XM_048744385.1	LOC106378795
XP_013751421.2	XM_013895967.3	LOC106453742
XP_022550836.2	XM_022695115.2	LOC106453742
XP_013751413.1	XM_013895959.3	LOC106453742
XP_013751404.2	XM_013895950.3	LOC106453733
XP_048600344.1	XM_048744387.1	LOC106364944
XP_048600345.1	XM_048744388.1	LOC106453709
XP_013751393.2	XM_013895939.3	LOC106453721
XP_048600347.1	XM_048744390.1	LOC125580202
XP_048600346.1	XM_048744389.1	LOC125580202
XP_048600348.1	XM_048744391.1	LOC106363427
XP_013662977.2	XM_013807523.3	LOC106367693
XP_013662978.1	XM_013807524.3	LOC106367694
XP_048600351.1	XM_048744394.1	LOC106367695
XP_048600349.1	XM_048744392.1	LOC106367695
XP_048600350.1	XM_048744393.1	LOC106367695
XP_013662979.3	XM_013807525.3	LOC106367697
XP_022560855.2	XM_022705134.2	LOC111207254
XP_048599865.1	XM_048743908.1	LOC111206917
XP_048600352.1	XM_048744395.1	LOC125575421
XP_048600355.1	XM_048744398.1	LOC106347034
XP_022560661.1	XM_022704940.2	LOC106347034
XP_013641973.1	XM_013786519.3	LOC106347034
XP_048600354.1	XM_048744397.1	LOC106347034
XP_013645370.2	XM_013789916.2	LOC106349958
XP_048600356.1	XM_048744399.1	LOC125580204
XP_048599866.1	XM_048743909.1	LOC125579982
XP_048600358.1	XM_048744401.1	LOC125580205
XP_048599867.1	XM_048743910.1	LOC125579983
XP_048600357.1	XM_048744400.1	LOC106351481
XP_013646731.2	XM_013791277.3	LOC106351480
XP_048599868.1	XM_048743911.1	LOC106349953
XP_048600359.1	XM_048744402.1	LOC125580206
XP_013641971.2	XM_013786517.3	LOC106347031
XP_022559639.2	XM_022703918.2	LOC106347031
XP_048600360.1	XM_048744403.1	LOC106347031
XP_013645362.1	XM_013789908.1	LOC106349949
XP_022559640.1	XM_022703919.2	LOC106347028
XP_048600361.1	XM_048744404.1	LOC125580207
XP_013641967.1	XM_013786513.3	LOC106347027
XP_013641966.1	XM_013786512.3	LOC106347026
XP_013641965.1	XM_013786511.3	LOC106347025
XP_013645360.1	XM_013789906.1	LOC106349946
XP_022560424.2	XM_022704703.2	LOC106351479
XP_013646729.1	XM_013791275.3	LOC106351478
XP_013646728.1	XM_013791274.3	LOC106351477
XP_048600362.1	XM_048744405.1	LOC106351477
XP_013645359.2	XM_013789905.2	LOC106349945
XP_013728086.1	XM_013872632.3	BNAC07G08850D
XP_013728087.1	XM_013872633.3	BNAC07G08850D
XP_013728075.1	XM_013872621.3	BNAC07G08860D
XP_013728073.2	XM_013872619.3	LOC106431796
XP_013728074.2	XM_013872620.3	LOC106431796
XP_013751606.3	XM_013896152.3	BNAA01G24680D
XP_013751589.3	XM_013896135.3	LOC106453944
XP_048600365.1	XM_048744408.1	LOC125575169
XP_013729908.2	XM_013874454.3	LOC106433623
XP_022556691.1	XM_022700970.2	LOC106433622
XP_013729891.2	XM_013874437.3	LOC106433608
XP_013729892.2	XM_013874438.3	LOC106433608
XP_013729905.1	XM_013874451.3	LOC106433620
XP_013729903.1	XM_013874449.3	LOC106433620
XP_022557941.1	XM_022702220.2	LOC106433620
XP_013729895.1	XM_013874441.1	LOC106433612
XP_013729902.1	XM_013874448.3	LOC106433619
XP_013729901.1	XM_013874447.3	LOC106433618
XP_013729900.2	XM_013874446.3	LOC106433616
XP_048599869.1	XM_048743912.1	LOC106433611
XP_048599870.1	XM_048743913.1	LOC125579984
XP_048600367.1	XM_048744410.1	LOC106433624
XP_048600368.1	XM_048744411.1	LOC106433624
XP_022550838.2	XM_022695117.2	LOC111202357
XP_022550840.2	XM_022695119.2	LOC111202358
XP_048600370.1	XM_048744413.1	LOC111202358
XP_022550839.2	XM_022695118.2	LOC111202358
XP_048599871.1	XM_048743914.1	LOC125579985
XP_013733607.3	XM_013878153.3	LOC106437241
XP_022550034.2	XM_022694313.2	LOC111201964
XP_022550035.2	XM_022694314.2	LOC111201964
XP_022550842.1	XM_022695121.2	LOC111202359
XP_022550843.2	XM_022695122.2	LOC111202360
XP_048600373.1	XM_048744416.1	LOC111202361
XP_048600371.1	XM_048744414.1	LOC111202361
XP_022550844.2	XM_022695123.2	LOC111202361
XP_048600372.1	XM_048744415.1	LOC111202361
XP_013640149.3	XM_013784695.3	LOC106345493
XP_048600376.1	XM_048744419.1	LOC106396279
XP_048600375.1	XM_048744418.1	LOC106396279
XP_048600377.1	XM_048744420.1	LOC106396279
XP_013687364.2	XM_013831910.3	LOC106391293
XP_048600378.1	XM_048744421.1	LOC125580214
XP_048600379.1	XM_048744422.1	LOC125580215
XP_013692310.2	XM_013836856.3	LOC106396459
XP_013688784.2	XM_013833330.3	LOC106392522
XP_048599872.1	XM_048743915.1	LOC125579986
XP_013690657.2	XM_013835203.3	LOC106394632
XP_013691545.1	XM_013836091.3	LOC106395710
XP_048600380.1	XM_048744423.1	LOC125580216
XP_048600385.1	XM_048744428.1	LOC125580219
XP_048600384.1	XM_048744427.1	LOC125580219
XP_048600388.1	XM_048744431.1	LOC125580219
XP_048600383.1	XM_048744426.1	LOC125580219
XP_048600386.1	XM_048744429.1	LOC125580219
XP_048600387.1	XM_048744430.1	LOC125580219
XP_048600382.1	XM_048744425.1	LOC125580219
XP_048600381.1	XM_048744424.1	LOC125580218
XP_048599873.1	XM_048743916.1	LOC125579987
XP_048599874.1	XM_048743917.1	LOC125579988
XP_048600390.1	XM_048744433.1	LOC125580220
XP_048600389.1	XM_048744432.1	LOC125580220
XP_013670249.1	XM_013814795.3	LOC106374860
XP_022550036.2	XM_022694315.2	LOC106374859
XP_013672488.2	XM_013817034.3	LOC106376906
XP_013672487.2	XM_013817033.3	LOC106376906
XP_013672489.2	XM_013817035.3	LOC106376906
XP_048600391.1	XM_048744434.1	LOC106376905
XP_048599875.1	XM_048743918.1	LOC125579989
XP_048599876.1	XM_048743919.1	LOC125579990
XP_013672485.2	XM_013817031.3	LOC106376904
XP_048599877.1	XM_048743920.1	LOC125579991
XP_048600392.1	XM_048744435.1	LOC106376902
XP_048599878.1	XM_048743921.1	LOC125579992
XP_048599879.1	XM_048743922.1	LOC125579993
XP_013670245.2	XM_013814791.3	LOC106374857
XP_013672482.3	XM_013817028.3	LOC106376901
XP_048599880.1	XM_048743923.1	LOC125579994
XP_048600394.1	XM_048744437.1	LOC125580225
XP_048600393.1	XM_048744436.1	LOC125580224
XP_048599881.1	XM_048743924.1	LOC125579995
XP_048600395.1	XM_048744438.1	LOC125580226
XP_048600398.1	XM_048744441.1	LOC106405793
XP_048600396.1	XM_048744439.1	LOC106405793
XP_048600397.1	XM_048744440.1	LOC106405793
XP_048600404.1	XM_048744447.1	LOC125575392
XP_048600399.1	XM_048744442.1	LOC106351281
XP_048600400.1	XM_048744443.1	LOC106351281
XP_048600401.1	XM_048744444.1	LOC106351281
XP_048600402.1	XM_048744445.1	LOC106351281
XP_048600403.1	XM_048744446.1	LOC125580228
XP_013701796.2	XM_013846342.3	LOC106405794
XP_048600405.1	XM_048744448.1	LOC125580229
XP_048599882.1	XM_048743925.1	LOC125579996
XP_048599883.1	XM_048743926.1	LOC125579997
XP_048600406.1	XM_048744449.1	LOC106429150
XP_048599884.1	XM_048743927.1	LOC125579998
XP_048599885.1	XM_048743928.1	LOC125579999
XP_022552585.1	XM_022696864.2	LOC106406588
XP_048600408.1	XM_048744451.1	LOC106402612
XP_013702667.2	XM_013847213.3	LOC106406528
XP_013701369.2	XM_013845915.3	LOC106405357
XP_048599886.1	XM_048743929.1	LOC125580000
XP_048600409.1	XM_048744452.1	LOC106406691
XP_048599887.1	XM_048743930.1	LOC106403939
XP_013674656.2	XM_013819202.3	LOC106379193
XP_013674668.1	XM_013819214.3	BNAA01G25010D
XP_048600413.1	XM_048744456.1	LOC111202661
XP_048600412.1	XM_048744455.1	LOC111202661
XP_048600411.1	XM_048744454.1	LOC111202661
XP_048599888.1	XM_048743931.1	LOC125580001
XP_048600414.1	XM_048744457.1	LOC125580232
XP_048600415.1	XM_048744458.1	LOC106391332
XP_048600416.1	XM_048744459.1	LOC125575335
XP_048600419.1	XM_048744462.1	LOC125575335
XP_048600420.1	XM_048744463.1	LOC106373824
XP_048600421.1	XM_048744464.1	LOC106373824
XP_048600422.1	XM_048744465.1	LOC125580233
XP_013670252.1	XM_013814798.3	LOC106374867
XP_048600423.1	XM_048744466.1	LOC106454982
XP_013672510.2	XM_013817056.3	LOC106376924
XP_013672509.2	XM_013817055.2	LOC106376923
NP_001303148.1	NM_001316219.1	LOC106376923
XP_048599889.1	XM_048743932.1	LOC125580002
XP_048599890.1	XM_048743933.1	LOC125580003
XP_048599891.1	XM_048743934.1	LOC125580004
XP_048599892.1	XM_048743935.1	LOC125580005
XP_022550855.2	XM_022695134.2	LOC106376922
XP_048599893.1	XM_048743936.1	LOC125580006
XP_048599894.1	XM_048743937.1	LOC125580007
XP_013672507.1	XM_013817053.3	LOC106376921
XP_048600424.1	XM_048744467.1	LOC125580235
XP_013718143.2	XM_013862689.3	LOC106421846
XP_048600425.1	XM_048744468.1	LOC106374864
XP_022550038.2	XM_022694317.2	LOC106374863
XP_013672506.2	XM_013817052.3	LOC106376920
XP_022550861.2	XM_022695140.2	LOC106376920
XP_013670250.2	XM_013814796.3	LOC106374862
XP_013672501.2	XM_013817047.3	LOC106376916
XP_013672502.2	XM_013817048.3	LOC106376917
XP_013672500.2	XM_013817046.3	LOC106376915
XP_013672499.2	XM_013817045.3	LOC106376914
XP_048600427.1	XM_048744470.1	LOC125580236
XP_048600426.1	XM_048744469.1	LOC106376913
XP_013672497.1	XM_013817043.3	LOC106376912
XP_013672496.1	XM_013817042.3	LOC106376912
XP_013672494.1	XM_013817040.3	LOC106376911
XP_013702378.3	XM_013846924.3	LOC106406298
XP_022550864.2	XM_022695143.2	LOC106376910
XP_013672493.2	XM_013817039.3	LOC106376910
XP_013702377.2	XM_013846923.3	LOC106406297
XP_013702376.2	XM_013846922.3	LOC106406297
XP_048599896.1	XM_048743939.1	LOC125580008
XP_048599897.1	XM_048743940.1	LOC125580009
XP_013702016.1	XM_013846562.3	LOC106405991
XP_022550866.2	XM_022695145.2	LOC106405990
XP_022550867.2	XM_022695146.2	LOC106405990
XP_048600429.1	XM_048744472.1	LOC106405990
XP_013702015.2	XM_013846561.3	LOC106405990
XP_048600430.1	XM_048744473.1	LOC106406634
XP_048600432.1	XM_048744475.1	LOC106406634
XP_048600431.1	XM_048744474.1	LOC106406634
XP_048599898.1	XM_048743941.1	LOC125580010
XP_013680606.2	XM_013825152.3	LOC106385210
XP_048599899.1	XM_048743942.1	LOC125580012
XP_013682397.2	XM_013826943.2	LOC106387135
XP_013681676.3	XM_013826222.3	LOC106386374
XP_048599900.1	XM_048743943.1	LOC125580013
XP_013681691.2	XM_013826237.3	LOC106386385
XP_048599902.1	XM_048743945.1	LOC125580014
XP_013678571.2	XM_013823117.3	LOC106383010
XP_048599903.1	XM_048743946.1	LOC125580015
XP_013678570.1	XM_013823116.3	LOC106383009
XP_013678568.2	XM_013823114.3	LOC106383008
XP_013678569.2	XM_013823115.3	LOC106383008
XP_022551319.1	XM_022695598.2	LOC111202728
XP_048600433.1	XM_048744476.1	LOC106386471
XP_013678565.2	XM_013823111.3	LOC106383006
XP_013678564.2	XM_013823110.3	LOC106383005
XP_013678563.1	XM_013823109.3	LOC106383004
XP_048600434.1	XM_048744477.1	LOC106383172
XP_013678562.2	XM_013823108.3	LOC106383002
XP_013693675.1	XM_013838221.3	LOC106397605
XP_048600435.1	XM_048744478.1	LOC106397365
