protein	mRNA	gene
XP_010454409.1	XM_010456107.2	LOC104736173
XP_019090076.1	XM_019234531.1	LOC104736174
XP_019090077.1	XM_019234532.1	LOC104738075
XP_010454411.1	XM_010456109.1	LOC104736175
XP_010454413.1	XM_010456111.2	LOC104736176
XP_010454414.1	XM_010456112.1	LOC104736176
XP_010454412.1	XM_010456110.1	LOC104736176
XP_010454416.1	XM_010456114.2	LOC104736177
XP_010454415.1	XM_010456113.2	LOC104736177
XP_010454417.1	XM_010456115.2	LOC104736177
XP_010454418.1	XM_010456116.2	LOC104736178
XP_010454419.1	XM_010456117.2	LOC104736179
XP_010456616.1	XM_010458314.1	LOC104738078
XP_010454420.1	XM_010456118.2	LOC104736180
XP_010454421.1	XM_010456119.2	LOC104736180
XP_010454424.1	XM_010456122.2	LOC104736182
XP_010454425.1	XM_010456123.2	LOC104736182
XP_010456617.1	XM_010458315.2	LOC104738079
XP_010454426.1	XM_010456124.1	LOC104736183
XP_010454427.1	XM_010456125.1	LOC104736186
XP_010454428.1	XM_010456126.1	LOC104736187
XP_010454429.1	XM_010456127.2	LOC104736188
XP_010454433.1	XM_010456131.1	LOC104736189
XP_019090395.1	XM_019234850.1	LOC104736189
XP_010454432.1	XM_010456130.1	LOC104736189
XP_019090704.1	XM_019235159.1	LOC104736191
XP_010454435.1	XM_010456133.1	LOC104736192
XP_010454436.1	XM_010456134.2	LOC104736193
XP_010454437.1	XM_010456135.2	LOC104736194
XP_010454438.1	XM_010456136.1	LOC104736196
XP_010456618.1	XM_010458316.1	LOC104738080
XP_010454440.1	XM_010456138.2	LOC104736197
XP_010454442.1	XM_010456140.2	LOC104736197
XP_010454443.1	XM_010456141.2	LOC104736197
XP_010454439.1	XM_010456137.2	LOC104736197
XP_010454444.1	XM_010456142.2	LOC104736197
XP_010454441.1	XM_010456139.2	LOC104736197
XP_010454448.1	XM_010456146.2	LOC104736197
XP_010454445.1	XM_010456143.2	LOC104736197
XP_019090581.1	XM_019235036.1	LOC104736197
XP_010454446.1	XM_010456144.2	LOC104736197
XP_019090582.1	XM_019235037.1	LOC104736197
XP_010454449.1	XM_010456147.2	LOC104736198
XP_010456619.1	XM_010458317.2	LOC104738081
XP_010456620.2	XM_010458318.2	LOC104738082
XP_010454450.1	XM_010456148.1	LOC104736199
XP_010454451.1	XM_010456149.1	LOC104736200
XP_010454452.1	XM_010456150.2	LOC104736201
XP_010454453.1	XM_010456151.2	LOC104736202
XP_010454454.1	XM_010456152.1	LOC104736203
XP_010454455.1	XM_010456153.2	LOC104736204
XP_010454456.1	XM_010456154.2	LOC104736205
XP_010456621.2	XM_010458319.2	LOC104738083
XP_010454457.1	XM_010456155.2	LOC104736207
XP_010454458.1	XM_010456156.2	LOC104736207
XP_010454459.1	XM_010456157.2	LOC104736208
XP_010456622.1	XM_010458320.1	LOC104738085
XP_019090711.1	XM_019235166.1	LOC104736209
XP_010454461.1	XM_010456159.2	LOC104736211
XP_010454462.1	XM_010456160.2	LOC104736212
XP_010454464.1	XM_010456162.2	LOC104736213
XP_010454466.2	XM_010456164.2	LOC104736215
XP_010454469.1	XM_010456167.2	LOC104736216
XP_010454467.1	XM_010456165.2	LOC104736216
XP_010454468.1	XM_010456166.2	LOC104736216
XP_010454470.1	XM_010456168.1	LOC104736217
XP_010454471.1	XM_010456169.1	LOC104736218
XP_019090590.1	XM_019235045.1	LOC104736220
XP_010454472.1	XM_010456170.2	LOC104736220
XP_019090591.1	XM_019235046.1	LOC104738086
XP_019090732.1	XM_019235187.1	LOC109128524
XP_010456625.1	XM_010458323.2	LOC104738087
XP_010454473.1	XM_010456171.1	LOC104736221
XP_010454477.1	XM_010456175.2	LOC104736223
XP_010454476.1	XM_010456174.1	LOC104736222
XP_010454474.1	XM_010456172.2	LOC104736222
XP_010454478.1	XM_010456176.2	LOC104736224
XP_010454479.1	XM_010456177.2	LOC104736225
XP_010456626.2	XM_010458324.2	LOC104738088
XP_010456628.1	XM_010458326.1	LOC104738092
XP_010456629.1	XM_010458327.1	LOC104738093
XP_010456630.1	XM_010458328.1	LOC104738095
XP_010454482.1	XM_010456180.1	LOC104736229
XP_010456631.1	XM_010458329.1	LOC104738097
XP_019090078.1	XM_019234533.1	LOC109128343
XP_010454483.1	XM_010456181.2	LOC104736230
XP_019090326.1	XM_019234781.1	LOC104736231
XP_010454485.1	XM_010456183.2	LOC104736232
XP_010454484.1	XM_010456182.2	LOC104736232
XP_010454486.1	XM_010456184.1	LOC104736233
XP_010454487.1	XM_010456185.2	LOC104736234
XP_010454488.1	XM_010456186.2	LOC104736235
XP_019090728.1	XM_019235183.1	LOC109128521
XP_010454490.1	XM_010456188.2	LOC104736236
XP_010454491.1	XM_010456189.1	LOC104736237
XP_010454492.1	XM_010456190.2	LOC104736238
XP_010454494.1	XM_010456192.1	LOC104736239
XP_010454495.1	XM_010456193.2	LOC104736240
XP_010454496.1	XM_010456194.1	LOC104736241
XP_010454498.1	XM_010456196.2	LOC104770563
XP_010454499.1	XM_010456197.2	LOC104736244
XP_010456634.1	XM_010458332.1	LOC104738099
XP_010454500.1	XM_010456198.2	LOC104736245
XP_010454501.1	XM_010456199.2	LOC104736246
XP_010454502.1	XM_010456200.2	LOC104736247
XP_019090333.1	XM_019234788.1	LOC104736248
XP_010454504.1	XM_010456202.2	LOC104736249
XP_019090429.1	XM_019234884.1	LOC104736249
XP_010454505.1	XM_010456203.2	LOC104736250
XP_010454506.1	XM_010456204.2	LOC104736251
XP_010456635.1	XM_010458333.1	LOC104738100
XP_010454510.1	XM_010456208.1	LOC104736252
XP_010454508.1	XM_010456206.1	LOC104736252
XP_010454509.1	XM_010456207.1	LOC104736252
XP_010454507.1	XM_010456205.1	LOC104736252
XP_010454511.1	XM_010456209.2	LOC104736253
XP_010454512.1	XM_010456210.2	LOC104736255
XP_019090524.1	XM_019234979.1	LOC104736256
XP_019090079.1	XM_019234534.1	LOC109128344
XP_010454514.1	XM_010456212.2	LOC104736257
XP_010454516.1	XM_010456214.2	LOC104736258
XP_010454517.1	XM_010456215.1	LOC104736259
XP_019090080.1	XM_019234535.1	LOC109128345
XP_019090297.1	XM_019234752.1	LOC104738101
XP_010454519.1	XM_010456217.2	LOC104736263
XP_019090081.1	XM_019234536.1	LOC104738102
XP_010454520.1	XM_010456218.2	LOC104736264
XP_010454522.1	XM_010456220.1	LOC104736266
XP_010454523.1	XM_010456221.2	LOC104736267
XP_010454524.1	XM_010456222.2	LOC104736268
XP_010454525.1	XM_010456223.2	LOC104736269
XP_010456637.1	XM_010458335.1	LOC104738104
XP_010454526.1	XM_010456224.1	LOC104736270
XP_010456639.1	XM_010458337.1	LOC104738105
XP_010454527.1	XM_010456225.1	LOC104736271
XP_010454528.1	XM_010456226.1	LOC104736273
XP_010454529.1	XM_010456227.2	LOC104736274
XP_010454530.1	XM_010456228.2	LOC104736275
XP_019089944.1	XM_019234399.1	LOC104736276
XP_019089945.1	XM_019234400.1	LOC109124946
XP_019090082.1	XM_019234537.1	LOC109128347
XP_010454536.1	XM_010456234.2	LOC104736277
XP_010454535.1	XM_010456233.2	LOC104736277
XP_010456642.1	XM_010458340.1	LOC104738108
XP_019090270.1	XM_019234725.1	LOC104736278
XP_010454538.1	XM_010456236.2	LOC104736279
XP_010454539.1	XM_010456237.2	LOC104736279
XP_019090633.1	XM_019235088.1	LOC104736279
XP_010454544.1	XM_010456242.2	LOC104736283
XP_019090342.1	XM_019234797.1	LOC104736283
XP_019090341.1	XM_019234796.1	LOC104736283
XP_010454541.1	XM_010456239.2	LOC104736283
XP_010454542.1	XM_010456240.2	LOC104736283
XP_019090084.1	XM_019234539.1	LOC104738109
XP_010454540.1	XM_010456238.2	LOC104736282
XP_010454545.1	XM_010456243.1	LOC104736284
XP_010454546.1	XM_010456244.2	LOC104736285
XP_010454548.1	XM_010456246.2	LOC104736286
XP_010454549.1	XM_010456247.2	LOC104736286
XP_010454551.1	XM_010456249.2	LOC104736286
XP_010454550.1	XM_010456248.2	LOC104736286
XP_010454547.1	XM_010456245.2	LOC104736286
XP_010454552.1	XM_010456250.2	LOC104736287
XP_010454553.1	XM_010456251.2	LOC104736290
XP_010454554.1	XM_010456252.2	LOC104736291
XP_010454556.1	XM_010456254.2	LOC104736291
XP_010454557.1	XM_010456255.2	LOC104736292
XP_010454558.1	XM_010456256.2	LOC104736293
XP_010454560.1	XM_010456258.2	LOC104736296
XP_010454559.1	XM_010456257.2	LOC104736295
XP_010454562.1	XM_010456260.2	LOC104736298
XP_010454563.1	XM_010456261.2	LOC104736299
XP_010456644.1	XM_010458342.1	LOC104738111
XP_010454564.1	XM_010456262.2	LOC104736300
XP_010454565.1	XM_010456263.1	LOC104736303
XP_010454566.1	XM_010456264.2	LOC104736304
XP_010454567.1	XM_010456265.2	LOC104736304
XP_019090619.1	XM_019235074.1	LOC104736305
XP_019090621.1	XM_019235076.1	LOC104736305
XP_019090620.1	XM_019235075.1	LOC104736305
XP_010454568.1	XM_010456266.2	LOC104736306
XP_010454569.1	XM_010456267.1	LOC104736307
XP_010456645.1	XM_010458343.1	LOC104738112
XP_019090085.1	XM_019234540.1	LOC104738113
XP_010454570.1	XM_010456268.2	LOC104736308
XP_010454571.1	XM_010456269.2	LOC104736309
XP_010454573.1	XM_010456271.2	LOC104736310
XP_010454572.1	XM_010456270.2	LOC104736310
XP_019089933.1	XM_019234388.1	LOC104736312
XP_019089934.1	XM_019234389.1	LOC104736312
XP_010454575.1	XM_010456273.2	LOC104736312
XP_010454578.1	XM_010456276.2	LOC104736313
XP_010456648.1	XM_010458346.1	LOC104738115
XP_019090086.1	XM_019234541.1	LOC104738116
XP_010454579.1	XM_010456277.2	LOC104736314
XP_010456650.1	XM_010458348.1	LOC104738119
XP_010456651.1	XM_010458349.1	LOC104738120
XP_010454580.1	XM_010456278.1	LOC104736315
XP_010454581.1	XM_010456279.2	LOC104736316
XP_010454582.1	XM_010456280.1	LOC104736317
XP_010454583.1	XM_010456281.2	LOC104736318
XP_019090087.1	XM_019234542.1	LOC109128348
XP_010454584.1	XM_010456282.1	LOC104736319
XP_010454585.1	XM_010456283.2	LOC104736321
XP_010456652.2	XM_010458350.2	LOC104738122
XP_010454586.1	XM_010456284.2	LOC104736323
XP_010454588.1	XM_010456286.2	LOC104736324
XP_010454590.1	XM_010456288.2	LOC104736325
XP_010454589.1	XM_010456287.2	LOC104736325
XP_010454591.1	XM_010456289.2	LOC104736326
XP_010456653.1	XM_010458351.1	LOC104738123
XP_019090088.1	XM_019234543.1	LOC104738124
XP_010454592.1	XM_010456290.2	LOC104736327
XP_010454593.1	XM_010456291.1	LOC104736328
XP_010454594.1	XM_010456292.2	LOC104736329
XP_010454597.1	XM_010456295.2	LOC104736330
XP_010454596.1	XM_010456294.2	LOC104736330
XP_010454599.1	XM_010456297.2	LOC104736332
XP_010454598.1	XM_010456296.2	LOC104736331
XP_010454600.1	XM_010456298.2	LOC104736333
XP_010454601.1	XM_010456299.2	LOC104736334
XP_010454603.1	XM_010456301.2	LOC104736335
XP_019090089.1	XM_019234544.1	LOC104738125
XP_010454605.1	XM_010456303.1	LOC104736337
XP_010454604.1	XM_010456302.2	LOC104736336
XP_010454606.1	XM_010456304.2	LOC104736338
XP_010456657.1	XM_010458355.2	LOC104738126
XP_010454607.1	XM_010456305.1	LOC104736340
XP_019090272.1	XM_019234727.1	LOC104736341
XP_010454608.1	XM_010456306.2	LOC104736343
XP_010454610.1	XM_010456308.2	LOC104736345
XP_010454609.1	XM_010456307.2	LOC104736344
XP_010454614.1	XM_010456312.2	LOC104736349
XP_010454613.1	XM_010456311.2	LOC104736348
XP_010454612.1	XM_010456310.2	LOC104736346
XP_019090416.1	XM_019234871.1	LOC104736350
XP_010454615.1	XM_010456313.2	LOC104736351
XP_019090404.1	XM_019234859.1	LOC104736352
XP_010454616.1	XM_010456314.2	LOC104736354
XP_019090718.1	XM_019235173.1	LOC104736355
XP_010454617.1	XM_010456315.2	LOC104736355
XP_010454618.1	XM_010456316.2	LOC104736356
XP_010454620.1	XM_010456318.2	LOC104736357
XP_010454621.1	XM_010456319.2	LOC104736358
XP_010454625.1	XM_010456323.2	LOC104736359
XP_010454624.1	XM_010456322.2	LOC104736359
XP_019090682.1	XM_019235137.1	LOC104736359
XP_010454623.1	XM_010456321.2	LOC104736359
XP_010454622.1	XM_010456320.2	LOC104736359
XP_010454630.1	XM_010456328.2	LOC104736362
XP_010454629.1	XM_010456327.2	LOC104736362
XP_010454627.1	XM_010456325.2	LOC104736362
XP_010454632.1	XM_010456330.2	LOC104736363
XP_019090472.1	XM_019234927.1	LOC104736364
XP_010454636.1	XM_010456334.1	LOC104736367
XP_019089827.1	XM_019234282.1	LOC104736365
XP_010454638.1	XM_010456336.2	LOC104736368
XP_010454639.1	XM_010456337.2	LOC104736368
XP_010454640.1	XM_010456338.2	LOC104736369
XP_010454641.1	XM_010456339.2	LOC104736371
XP_010454642.1	XM_010456340.1	LOC104736371
XP_010454643.1	XM_010456341.2	LOC104736372
XP_010454645.1	XM_010456343.2	LOC104736373
XP_010454646.1	XM_010456344.2	LOC104736374
XP_010454649.1	XM_010456347.2	LOC104736376
XP_010454648.1	XM_010456346.1	LOC104736376
XP_010454647.1	XM_010456345.2	LOC104736375
XP_010454650.1	XM_010456348.1	LOC104736377
XP_010454651.1	XM_010456349.2	LOC104736378
XP_010456658.1	XM_010458356.2	LOC104738128
XP_010454652.1	XM_010456350.2	LOC104770726
XP_010454654.1	XM_010456352.2	LOC104736382
XP_010454653.1	XM_010456351.2	LOC104736381
XP_010454656.1	XM_010456354.2	LOC104736383
XP_010454658.1	XM_010456356.2	LOC104736385
XP_019090598.1	XM_019235053.1	LOC104736384
XP_010454659.1	XM_010456357.2	LOC104736386
XP_010454660.1	XM_010456358.1	LOC104736386
XP_010454661.1	XM_010456359.2	LOC104736387
XP_019090221.1	XM_019234676.1	LOC104738129
XP_019090219.1	XM_019234674.1	LOC104738129
XP_019090220.1	XM_019234675.1	LOC104738129
XP_010454662.1	XM_010456360.1	LOC104736388
XP_010454663.1	XM_010456361.1	LOC104736389
XP_010454664.1	XM_010456362.1	LOC104736391
XP_019090414.1	XM_019234869.1	LOC104736393
XP_010454665.1	XM_010456363.2	LOC104736393
XP_019090569.1	XM_019235024.1	LOC104736396
XP_010454668.1	XM_010456366.2	LOC104736396
XP_010454667.1	XM_010456365.2	LOC104736395
XP_019090570.1	XM_019235025.1	LOC104736395
XP_010456660.1	XM_010458358.2	LOC104738132
XP_010454670.1	XM_010456368.2	LOC104736398
XP_010454669.1	XM_010456367.2	LOC104736397
XP_019090677.1	XM_019235132.1	LOC104736397
XP_010454671.1	XM_010456369.1	LOC104736399
XP_010454672.1	XM_010456370.2	LOC104736400
XP_010454673.1	XM_010456371.1	LOC104736400
XP_010454674.1	XM_010456372.2	LOC104736402
XP_010454675.1	XM_010456373.2	LOC104736403
XP_010454676.1	XM_010456374.2	LOC104736404
XP_010454678.1	XM_010456376.2	LOC104736405
XP_010454680.1	XM_010456378.2	LOC104736406
XP_010454681.1	XM_010456379.2	LOC104736407
XP_010454682.1	XM_010456380.2	LOC104736408
XP_010454683.1	XM_010456381.2	LOC104736409
XP_010454685.1	XM_010456383.1	LOC104736410
XP_010454684.1	XM_010456382.1	LOC104736410
XP_010454686.1	XM_010456384.2	LOC104736412
XP_010454692.1	XM_010456390.2	LOC104736415
XP_010456662.2	XM_010458360.2	LOC104738133
XP_019090439.1	XM_019234894.1	LOC104736413
XP_019090437.1	XM_019234892.1	LOC104736413
XP_019090438.1	XM_019234893.1	LOC104736413
XP_010454689.1	XM_010456387.2	LOC104736414
XP_010454693.1	XM_010456391.2	LOC104736416
XP_010454694.1	XM_010456392.2	LOC104736417
XP_010454696.1	XM_010456394.2	LOC104736417
XP_010456663.1	XM_010458361.2	LOC104738134
XP_010454697.1	XM_010456395.1	LOC104736418
XP_010454699.1	XM_010456397.1	LOC104736420
XP_010454698.1	XM_010456396.1	LOC104736420
XP_010454700.1	XM_010456398.2	LOC104736421
XP_019090456.1	XM_019234911.1	LOC104736422
XP_010454702.1	XM_010456400.1	LOC104736423
XP_010454703.1	XM_010456401.2	LOC104736424
XP_010454704.1	XM_010456402.2	LOC104736425
XP_010454706.1	XM_010456404.2	LOC104736426
XP_019090090.1	XM_019234545.1	LOC109128349
XP_010454707.1	XM_010456405.2	LOC104736427
XP_010454708.1	XM_010456406.2	LOC104736428
XP_019089909.1	XM_019234364.1	LOC109128294
XP_010454709.1	XM_010456407.2	LOC104736430
XP_010454710.1	XM_010456408.1	LOC104736431
XP_010456664.1	XM_010458362.1	LOC104738137
XP_019090328.1	XM_019234783.1	LOC104736432
XP_019090222.1	XM_019234677.1	LOC104736434
XP_019090091.1	XM_019234546.1	LOC104738140
XP_010454716.1	XM_010456414.1	LOC104736436
XP_010454715.1	XM_010456413.1	LOC104736436
XP_010454717.1	XM_010456415.1	LOC104736437
XP_010454721.1	XM_010456419.2	LOC104736441
XP_010454725.1	XM_010456423.2	LOC104736441
XP_010454723.1	XM_010456421.2	LOC104736441
XP_010454724.1	XM_010456422.2	LOC104736441
XP_010454719.1	XM_010456417.2	LOC104736440
XP_010454718.1	XM_010456416.2	LOC104736440
XP_010454729.1	XM_010456427.2	LOC104736444
XP_010454728.1	XM_010456426.2	LOC104736444
XP_010454732.1	XM_010456430.2	LOC104736446
XP_010454731.1	XM_010456429.2	LOC104736446
XP_010454730.1	XM_010456428.2	LOC104736446
XP_019090566.1	XM_019235021.1	LOC104738142
XP_010456669.2	XM_010458367.2	LOC104738143
XP_010454734.1	XM_010456432.2	LOC104736448
XP_010454735.1	XM_010456433.2	LOC104736449
XP_019090348.1	XM_019234803.1	LOC109128455
XP_010454736.1	XM_010456434.1	LOC104736450
XP_010454737.1	XM_010456435.1	LOC104736451
XP_010454738.1	XM_010456436.2	LOC104736452
XP_010454739.1	XM_010456437.2	LOC104736453
XP_010454740.1	XM_010456438.2	LOC104736456
XP_019090516.1	XM_019234971.1	LOC104736457
XP_019090367.1	XM_019234822.1	LOC109128463
XP_010454744.1	XM_010456442.2	LOC104736458
XP_010454745.1	XM_010456443.1	LOC104736459
XP_010456671.1	XM_010458369.1	LOC104738145
XP_010454748.1	XM_010456446.2	LOC104736461
XP_010454747.1	XM_010456445.2	LOC104736461
XP_010454749.1	XM_010456447.1	LOC104736461
XP_010454746.1	XM_010456444.1	LOC104736460
XP_010454750.1	XM_010456448.1	LOC104736462
XP_010454751.1	XM_010456449.2	LOC104736464
XP_010454752.1	XM_010456450.2	LOC104736465
XP_010454753.1	XM_010456451.2	LOC104736466
XP_010454755.1	XM_010456453.2	LOC104736467
XP_019089847.1	XM_019234302.1	LOC104736468
XP_010454757.1	XM_010456455.2	LOC104736468
XP_010454763.1	XM_010456461.2	LOC104736468
XP_010454762.1	XM_010456460.2	LOC104736468
XP_010454760.1	XM_010456458.2	LOC104736468
XP_019089846.1	XM_019234301.1	LOC104736468
XP_010454761.1	XM_010456459.2	LOC104736468
XP_010456672.1	XM_010458370.1	LOC104738146
XP_010454765.1	XM_010456463.2	LOC104736471
XP_010454766.1	XM_010456464.2	LOC104736471
XP_010454768.1	XM_010456466.2	LOC104736473
XP_010454767.1	XM_010456465.2	LOC104736472
XP_010454770.1	XM_010456468.2	LOC104736474
XP_010454771.1	XM_010456469.2	LOC104736474
XP_010454769.1	XM_010456467.2	LOC104736474
XP_010454772.1	XM_010456470.2	LOC104736475
XP_010454773.1	XM_010456471.1	LOC104736476
XP_010456673.1	XM_010458371.1	LOC104738148
XP_019090255.1	XM_019234710.1	LOC104736480
XP_019090256.1	XM_019234711.1	LOC109128433
XP_010454775.1	XM_010456473.1	LOC104736481
XP_010454774.1	XM_010456472.1	LOC104736481
XP_010454779.1	XM_010456477.1	LOC104736482
XP_010454778.1	XM_010456476.2	LOC104736482
XP_010456676.1	XM_010458374.2	LOC104738150
XP_010454780.1	XM_010456478.2	LOC104736483
XP_019090405.1	XM_019234860.1	LOC104736490
XP_010454792.1	XM_010456490.2	LOC104736490
XP_010454791.1	XM_010456489.2	LOC104736490
XP_010454782.1	XM_010456480.2	LOC104736485
XP_010454781.1	XM_010456479.2	LOC104736485
XP_010454783.1	XM_010456481.2	LOC104736486
XP_010454788.1	XM_010456486.2	LOC104736489
XP_010454786.1	XM_010456484.2	LOC104736489
XP_010454787.1	XM_010456485.2	LOC104736489
XP_010454790.1	XM_010456488.2	LOC104736489
XP_010454785.1	XM_010456483.2	LOC104736489
XP_010454784.1	XM_010456482.2	LOC104736487
XP_019090266.1	XM_019234721.1	LOC109128435
XP_019090410.1	XM_019234865.1	LOC109128476
XP_010454793.1	XM_010456491.2	LOC104736491
XP_010454794.1	XM_010456492.1	LOC104736492
XP_010454795.1	XM_010456493.2	LOC104736493
XP_010454796.1	XM_010456494.2	LOC104736495
XP_010454797.1	XM_010456495.2	LOC104736496
XP_019090092.1	XM_019234547.1	LOC104738154
XP_010454799.1	XM_010456497.2	LOC104736497
XP_010454801.1	XM_010456499.2	LOC104736499
XP_010454802.1	XM_010456500.2	LOC104736499
XP_010454800.1	XM_010456498.2	LOC104736498
XP_010454803.1	XM_010456501.2	LOC104736500
XP_010456680.1	XM_010458378.1	LOC104738155
XP_010454804.1	XM_010456502.2	LOC104736501
XP_019090093.1	XM_019234548.1	LOC104738156
XP_010454805.1	XM_010456503.2	LOC104736502
XP_010454806.1	XM_010456504.1	LOC104736503
XP_010456682.1	XM_010458380.1	LOC104738157
XP_010454809.1	XM_010456507.2	LOC104736505
XP_019090094.1	XM_019234549.1	LOC109125153
XP_010454812.1	XM_010456510.2	LOC104736506
XP_010454813.1	XM_010456511.2	LOC104736507
XP_019090095.1	XM_019234550.1	LOC104736508
XP_019090096.1	XM_019234551.1	LOC104738159
XP_010454815.1	XM_010456513.1	LOC104736509
XP_010454816.1	XM_010456514.1	LOC104736510
XP_010454817.1	XM_010456515.1	LOC104736511
XP_010454818.1	XM_010456516.1	LOC104736512
XP_010454819.1	XM_010456517.2	LOC104736515
XP_010454820.1	XM_010456518.2	LOC104736516
XP_010454822.1	XM_010456520.2	LOC104736517
XP_010454823.1	XM_010456521.1	LOC104736518
XP_010456684.2	XM_010458382.2	LOC104738162
XP_010454824.2	XM_010456522.2	LOC104736520
XP_010454825.1	XM_010456523.2	LOC104736521
XP_019090583.1	XM_019235038.1	LOC104736522
XP_010454826.1	XM_010456524.2	LOC104736523
XP_010454827.1	XM_010456525.1	LOC104736525
XP_010454828.1	XM_010456526.2	LOC104736526
XP_019090521.1	XM_019234976.1	LOC104738167
XP_019090520.1	XM_019234975.1	LOC104738167
XP_019090523.1	XM_019234978.1	LOC104738167
XP_019090522.1	XM_019234977.1	LOC104738167
XP_019090097.1	XM_019234552.1	LOC104738168
XP_010454829.1	XM_010456527.2	LOC104736527
XP_010454831.1	XM_010456529.2	LOC104736528
XP_010454832.1	XM_010456530.1	LOC104736529
XP_010454833.1	XM_010456531.2	LOC104736530
XP_010454834.1	XM_010456532.2	LOC104736531
XP_010456688.2	XM_010458386.2	LOC104738169
XP_019090098.1	XM_019234553.1	LOC109128350
XP_010456691.1	XM_010458389.1	LOC104738171
XP_010456692.1	XM_010458390.1	LOC104738172
XP_010456693.1	XM_010458391.1	LOC104738173
XP_010456694.1	XM_010458392.1	LOC104738174
XP_010454835.1	XM_010456533.2	LOC104736532
XP_019090273.1	XM_019234728.1	LOC104736533
XP_010454838.1	XM_010456536.2	LOC104736536
XP_010454836.1	XM_010456534.1	LOC104736535
XP_010454837.1	XM_010456535.1	LOC104736535
XP_010454840.1	XM_010456538.2	LOC104736539
XP_010454841.1	XM_010456539.1	LOC104736540
XP_010454842.1	XM_010456540.2	LOC104736541
XP_010454843.1	XM_010456541.2	LOC104736541
XP_010454844.1	XM_010456542.2	LOC104736542
XP_010454845.1	XM_010456543.2	LOC104736543
XP_010454847.1	XM_010456545.1	LOC104736545
XP_010454848.1	XM_010456546.2	LOC104736546
XP_010454850.1	XM_010456548.1	LOC104736547
XP_010454849.1	XM_010456547.1	LOC104736547
XP_010456696.1	XM_010458394.1	LOC104738177
XP_010456697.1	XM_010458395.2	LOC104738178
XP_010456699.1	XM_010458397.1	LOC104738179
XP_010454851.1	XM_010456549.1	LOC104736548
XP_010454852.1	XM_010456550.2	LOC104736549
XP_010454853.1	XM_010456551.2	LOC104736550
XP_010454855.1	XM_010456553.2	LOC104736553
XP_010454854.1	XM_010456552.2	LOC104736552
XP_010454860.1	XM_010456558.2	LOC104736555
XP_010454859.1	XM_010456557.2	LOC104736554
XP_019090558.1	XM_019235013.1	LOC104738184
XP_010454861.1	XM_010456559.2	LOC104736556
XP_010454863.1	XM_010456561.2	LOC104736557
XP_010454862.1	XM_010456560.2	LOC104736557
XP_010454864.1	XM_010456562.2	LOC104736558
XP_010454865.1	XM_010456563.1	LOC104736558
XP_010454866.1	XM_010456564.2	LOC104736559
XP_019090099.1	XM_019234554.1	LOC109128352
XP_019090443.1	XM_019234898.1	LOC104736562
XP_019090251.1	XM_019234706.1	LOC104736561
XP_019090334.1	XM_019234789.1	LOC104736565
XP_010456705.1	XM_010458403.1	LOC104738188
XP_010454871.1	XM_010456569.2	LOC104736567
XP_010454873.1	XM_010456571.1	LOC104736569
XP_010454872.1	XM_010456570.2	LOC104736569
XP_010454874.1	XM_010456572.2	LOC104736571
XP_010454875.1	XM_010456573.2	LOC104736572
XP_010454876.1	XM_010456574.2	LOC104736572
XP_010454877.1	XM_010456575.1	LOC104736573
XP_010454879.1	XM_010456577.2	LOC104736573
XP_010454880.1	XM_010456578.2	LOC104736574
XP_010454881.1	XM_010456579.2	LOC104736575
XP_010454883.1	XM_010456581.2	LOC104736576
XP_010454884.1	XM_010456582.2	LOC104736576
XP_010454882.1	XM_010456580.2	LOC104736576
XP_010456706.1	XM_010458404.1	LOC104738190
XP_019090100.1	XM_019234555.1	LOC104738192
XP_010456709.1	XM_010458407.1	LOC104738193
XP_019089890.1	XM_019234345.1	LOC104736579
XP_010454885.1	XM_010456583.2	LOC104736577
XP_010454886.1	XM_010456584.2	LOC104736577
XP_019090580.1	XM_019235035.1	LOC104736577
XP_010454893.1	XM_010456591.2	LOC104736580
XP_010454894.1	XM_010456592.2	LOC104736581
XP_010454895.1	XM_010456593.1	LOC104736582
XP_010454896.1	XM_010456594.1	LOC104736583
XP_010454897.1	XM_010456595.1	LOC104736583
XP_019090412.1	XM_019234867.1	LOC104736583
XP_019090413.1	XM_019234868.1	LOC104736585
XP_010454899.1	XM_010456597.2	LOC104736585
XP_010454902.1	XM_010456600.2	LOC104736586
XP_010454904.1	XM_010456602.2	LOC104736587
XP_010454905.1	XM_010456603.2	LOC104736587
XP_010454906.1	XM_010456604.1	LOC104736588
XP_019090446.1	XM_019234901.1	LOC104736589
XP_019090447.1	XM_019234902.1	LOC109128480
XP_010454909.1	XM_010456607.2	LOC104736590
XP_010454908.1	XM_010456606.2	LOC104736590
XP_010454911.1	XM_010456609.1	LOC104736592
XP_019090716.1	XM_019235171.1	LOC104736595
XP_010456711.1	XM_010458409.2	LOC104738196
XP_010454916.1	XM_010456614.2	LOC104736598
XP_019090422.1	XM_019234877.1	LOC104736597
XP_019090423.1	XM_019234878.1	LOC104736596
XP_010454914.1	XM_010456612.2	LOC104736596
XP_010454912.1	XM_010456610.2	LOC104736596
XP_010454917.1	XM_010456615.2	LOC104736600
XP_010454918.1	XM_010456616.1	LOC104736601
XP_010454919.1	XM_010456617.2	LOC104736602
XP_010454921.1	XM_010456619.2	LOC104736602
XP_010454922.1	XM_010456620.2	LOC104736604
XP_010454924.1	XM_010456622.2	LOC104736607
XP_010454925.1	XM_010456623.2	LOC104736609
XP_010454926.1	XM_010456624.1	LOC104736611
