protein	mRNA	gene
XP_020878508.1	XM_021022849.1	LOC9309684
XP_020876670.1	XM_021021011.1	LOC9307640
XP_002871572.1	XM_002871526.2	LOC9307641
XP_002873616.1	XM_002873570.2	LOC9307642
XP_020879194.1	XM_021023535.1	LOC110227821
XP_020879195.1	XM_021023536.1	LOC110227821
XP_002873617.1	XM_002873571.2	LOC9309685
XP_002873618.1	XM_002873572.2	LOC9309686
XP_020879227.1	XM_021023568.1	LOC9309687
XP_002871574.1	XM_002871528.2	LOC9307643
XP_002873619.1	XM_002873573.2	LOC9307644
XP_020879225.1	XM_021023566.1	LOC9307644
XP_020879224.1	XM_021023565.1	LOC9307644
XP_020879226.1	XM_021023567.1	LOC9307644
XP_002871575.1	XM_002871529.2	LOC9309688
XP_020879295.1	XM_021023636.1	LOC9307645
XP_002873620.1	XM_002873574.2	LOC9307646
XP_002873621.1	XM_002873575.2	LOC9309689
XP_020876535.1	XM_021020876.1	LOC9309690
XP_002871578.1	XM_002871532.2	LOC9307647
XP_020878097.1	XM_021022438.1	LOC9307648
XP_002873622.2	XM_002873576.2	LOC9307649
XP_002873623.1	XM_002873577.2	LOC9309691
XP_020878094.1	XM_021022435.1	LOC9309691
XP_020878096.1	XM_021022437.1	LOC9309692
XP_020878095.1	XM_021022436.1	LOC9309692
XP_020878098.1	XM_021022439.1	LOC110227624
XP_002873624.1	XM_002873578.2	LOC9307650
XP_020877241.1	XM_021021582.1	LOC9309693
XP_020877242.1	XM_021021583.1	LOC9307651
XP_020877238.1	XM_021021579.1	LOC9309694
XP_020877239.1	XM_021021580.1	LOC9309694
XP_020877240.1	XM_021021581.1	LOC9309694
XP_020878537.1	XM_021022878.1	LOC9307652
XP_020879552.1	XM_021023893.1	LOC9307653
XP_002871585.1	XM_002871539.2	LOC9307654
XP_020879553.1	XM_021023894.1	LOC9307655
XP_020879445.1	XM_021023786.1	LOC9309695
XP_002873627.1	XM_002873581.2	LOC9309695
XP_002873628.1	XM_002873582.2	LOC9309696
XP_002871586.1	XM_002871540.2	LOC9309697
XP_020879435.1	XM_021023776.1	LOC9309697
XP_020879431.1	XM_021023772.1	LOC9307657
XP_020879433.1	XM_021023774.1	LOC9307657
XP_020879432.1	XM_021023773.1	LOC9307657
XP_002873629.1	XM_002873583.2	LOC9307658
XP_002871589.1	XM_002871543.2	LOC9309698
XP_020879434.1	XM_021023775.1	LOC9307659
XP_002871590.1	XM_002871544.2	LOC9309699
XP_020878233.1	XM_021022574.1	LOC9307660
XP_020877838.1	XM_021022179.1	LOC9309700
XP_002873633.1	XM_002873587.2	LOC9309701
XP_020877837.1	XM_021022178.1	LOC9309702
XP_020877839.1	XM_021022180.1	LOC9309703
XP_002873636.1	XM_002873590.2	LOC9309704
XP_020879262.1	XM_021023603.1	LOC9309705
XP_002873637.1	XM_002873591.2	LOC9309705
XP_002871591.1	XM_002871545.2	LOC9309706
XP_020879502.1	XM_021023843.1	LOC9307661
XP_020877434.1	XM_021021775.1	LOC9307662
XP_020877433.1	XM_021021774.1	LOC9307662
XP_020877432.1	XM_021021773.1	LOC9307662
XP_020875818.1	XM_021020159.1	LOC9309710
XP_002873642.1	XM_002873596.2	LOC9307663
XP_020875817.1	XM_021020158.1	LOC9309711
XP_002873643.1	XM_002873597.2	LOC9307664
XP_002871595.1	XM_002871549.2	LOC9309712
XP_020877911.1	XM_021022252.1	LOC9307665
XP_020877908.1	XM_021022249.1	LOC9307666
XP_020877909.1	XM_021022250.1	LOC9307666
XP_002871597.1	XM_002871551.2	LOC9309713
XP_002873645.1	XM_002873599.2	LOC9307667
XP_020877914.1	XM_021022255.1	LOC9309714
XP_020877915.1	XM_021022256.1	LOC9309714
XP_020877913.1	XM_021022254.1	LOC9307668
XP_020877912.1	XM_021022253.1	LOC9307668
XP_020877065.1	XM_021021406.1	LOC9307669
XP_002873646.2	XM_002873600.2	LOC9307670
XP_020877066.1	XM_021021407.1	LOC9309715
XP_020877067.1	XM_021021408.1	LOC9309715
XP_020877068.1	XM_021021409.1	LOC9307671
XP_002873647.1	XM_002873601.2	LOC9307671
XP_020877069.1	XM_021021410.1	LOC9309716
XP_020878712.1	XM_021023053.1	LOC9309717
XP_002871602.1	XM_002871556.2	LOC9309718
XP_002873650.1	XM_002873604.2	LOC9307672
XP_002871603.1	XM_002871557.2	LOC9309719
XP_020879236.1	XM_021023577.1	LOC9309720
XP_002871604.1	XM_002871558.2	LOC9309720
XP_020879235.1	XM_021023576.1	LOC9307674
XP_020878368.1	XM_021022709.1	LOC9309721
XP_002873653.1	XM_002873607.2	LOC9307675
XP_020876076.1	XM_021020417.1	LOC9309722
XP_002873654.1	XM_002873608.2	LOC9309722
XP_020876336.1	XM_021020677.1	LOC9307676
XP_020876337.1	XM_021020678.1	LOC9307676
XP_020876332.1	XM_021020673.1	LOC9307677
XP_020876333.1	XM_021020674.1	LOC9307677
XP_020876335.1	XM_021020676.1	LOC9309724
XP_020876334.1	XM_021020675.1	LOC9309724
XP_020878247.1	XM_021022588.1	LOC9309725
XP_020878248.1	XM_021022589.1	LOC9307678
XP_002871609.1	XM_002871563.2	LOC9309727
XP_020876217.1	XM_021020558.1	LOC9307679
XP_020876218.1	XM_021020559.1	LOC9307679
XP_020879509.1	XM_021023850.1	LOC110227891
XP_020876216.1	XM_021020557.1	LOC9307680
XP_020876214.1	XM_021020555.1	LOC9307680
XP_020876215.1	XM_021020556.1	LOC9307680
XP_020876220.1	XM_021020561.1	LOC9307681
XP_020876219.1	XM_021020560.1	LOC9307681
XP_020876222.1	XM_021020563.1	LOC110227168
XP_020879513.1	XM_021023854.1	LOC9307682
XP_020876221.1	XM_021020562.1	LOC9309728
XP_020876223.1	XM_021020564.1	LOC9307683
XP_020876224.1	XM_021020565.1	LOC110227169
XP_020879514.1	XM_021023855.1	LOC110227894
XP_020876226.1	XM_021020567.1	LOC110227170
XP_020876227.1	XM_021020568.1	LOC110227170
XP_020876228.1	XM_021020569.1	LOC110227172
XP_020876225.1	XM_021020566.1	LOC9307684
XP_002871615.1	XM_002871569.2	LOC9309729
XP_020878703.1	XM_021023044.1	LOC9307685
XP_020878299.1	XM_021022640.1	LOC9309730
XP_002873663.1	XM_002873617.2	LOC9309731
XP_002871617.2	XM_002871571.2	LOC9307686
XP_020878055.1	XM_021022396.1	LOC9307687
XP_020878057.1	XM_021022398.1	LOC9307687
XP_002871618.2	XM_002871572.2	LOC9307687
XP_020878056.1	XM_021022397.1	LOC9307687
XP_002873664.1	XM_002873618.2	LOC9307688
XP_020878051.1	XM_021022392.1	LOC9309733
XP_020878054.1	XM_021022395.1	LOC9309733
XP_020878053.1	XM_021022394.1	LOC9309733
XP_020879036.1	XM_021023377.1	LOC9309734
XP_020879035.1	XM_021023376.1	LOC9309734
XP_020879034.1	XM_021023375.1	LOC9309734
XP_020879515.1	XM_021023856.1	LOC9309735
XP_020879040.1	XM_021023381.1	LOC9307689
XP_020879039.1	XM_021023380.1	LOC9307689
XP_020879042.1	XM_021023383.1	LOC9307689
XP_020879041.1	XM_021023382.1	LOC9307689
XP_002871620.1	XM_002871574.2	LOC9309736
XP_020879038.1	XM_021023379.1	LOC9307690
XP_002873669.1	XM_002873623.2	LOC9309737
XP_002871621.1	XM_002871575.2	LOC9309738
XP_002873670.2	XM_002873624.2	LOC9307692
XP_020878607.1	XM_021022948.1	LOC9307692
XP_020878606.1	XM_021022947.1	LOC9307692
XP_002873671.1	XM_002873625.2	LOC9309739
XP_002873672.1	XM_002873626.2	LOC9309740
XP_020877559.1	XM_021021900.1	LOC9309741
XP_020877561.1	XM_021021902.1	LOC9309742
XP_002873675.2	XM_002873629.2	LOC9309743
XP_002873676.1	XM_002873630.2	LOC9309744
XP_002873677.2	XM_002873631.2	LOC9309745
XP_020877558.1	XM_021021899.1	LOC9309746
XP_020877560.1	XM_021021901.1	LOC9309747
XP_020877562.1	XM_021021903.1	LOC9309748
XP_020877563.1	XM_021021904.1	LOC110227518
XP_020878482.1	XM_021022823.1	LOC9307693
XP_020878480.1	XM_021022821.1	LOC9307693
XP_020878481.1	XM_021022822.1	LOC9307693
XP_020878478.1	XM_021022819.1	LOC9307693
XP_020878479.1	XM_021022820.1	LOC9307693
XP_020879024.1	XM_021023365.1	LOC9309749
XP_020879023.1	XM_021023364.1	LOC9309749
XP_020879026.1	XM_021023367.1	LOC9309750
XP_020879025.1	XM_021023366.1	LOC9309751
XP_002873683.1	XM_002873637.2	LOC9307695
XP_020879029.1	XM_021023370.1	LOC9309752
XP_002871626.1	XM_002871580.2	LOC9309752
XP_020879028.1	XM_021023369.1	LOC9309752
XP_020879027.1	XM_021023368.1	LOC110227780
XP_002873684.1	XM_002873638.2	LOC9307696
XP_020879495.1	XM_021023836.1	LOC9309753
XP_002873685.1	XM_002873639.2	LOC9309753
XP_020878699.1	XM_021023040.1	LOC9309754
XP_002871627.1	XM_002871581.2	LOC9309755
XP_020877426.1	XM_021021767.1	LOC9307697
XP_020877427.1	XM_021021768.1	LOC9307697
XP_020877428.1	XM_021021769.1	LOC9307697
XP_020878967.1	XM_021023308.1	LOC110227768
XP_020877101.1	XM_021021442.1	LOC9309756
XP_020877102.1	XM_021021443.1	LOC9307698
XP_020877103.1	XM_021021444.1	LOC9307698
XP_020877104.1	XM_021021445.1	LOC9307698
XP_002873688.1	XM_002873642.2	LOC9307699
XP_020877105.1	XM_021021446.1	LOC9307699
XP_020879389.1	XM_021023730.1	LOC110227862
XP_020877355.1	XM_021021696.1	LOC9309759
XP_020877354.1	XM_021021695.1	LOC9307700
XP_020877353.1	XM_021021694.1	LOC9307700
XP_020877352.1	XM_021021693.1	LOC9307700
XP_020877351.1	XM_021021692.1	LOC9307700
XP_002873691.2	XM_002873645.2	LOC9307700
XP_002871631.1	XM_002871585.2	LOC9309760
XP_020877087.1	XM_021021428.1	LOC9307701
XP_002873692.1	XM_002873646.2	LOC9307702
XP_002873693.1	XM_002873647.2	LOC9309761
XP_002873694.1	XM_002873648.2	LOC9309762
XP_020877085.1	XM_021021426.1	LOC9309762
XP_020877086.1	XM_021021427.1	LOC9309762
XP_002871633.2	XM_002871587.2	LOC9309763
XP_020876121.1	XM_021020462.1	LOC9307703
XP_002873695.1	XM_002873649.2	LOC9307703
XP_002871634.1	XM_002871588.2	LOC9309764
XP_020877569.1	XM_021021910.1	LOC9307704
XP_020877572.1	XM_021021913.1	LOC110227521
XP_020877570.1	XM_021021911.1	LOC9307705
XP_020879130.1	XM_021023471.1	LOC9309765
XP_020878035.1	XM_021022376.1	LOC9307706
XP_020878034.1	XM_021022375.1	LOC9307707
XP_020879520.1	XM_021023861.1	LOC9307708
XP_002873698.1	XM_002873652.2	LOC9309766
XP_020878025.1	XM_021022366.1	LOC9309767
XP_020878026.1	XM_021022367.1	LOC9309768
XP_002871639.1	XM_002871593.2	LOC9309768
XP_002871640.1	XM_002871594.2	LOC9307709
XP_002871641.1	XM_002871595.2	LOC9307710
XP_002871642.1	XM_002871596.2	LOC9307711
XP_002871643.1	XM_002871597.2	LOC9307712
XP_020879527.1	XM_021023868.1	LOC9307713
XP_020878839.1	XM_021023180.1	LOC9309769
XP_002871645.2	XM_002871599.2	LOC9307714
XP_020876793.1	XM_021021134.1	LOC9307715
XP_020876792.1	XM_021021133.1	LOC9307715
XP_020878504.1	XM_021022845.1	LOC9309770
XP_002873702.1	XM_002873656.2	LOC9309770
XP_002873703.2	XM_002873657.2	LOC9309771
XP_002873704.2	XM_002873658.2	LOC9309772
XP_020878505.1	XM_021022846.1	LOC9309773
XP_002873706.1	XM_002873660.2	LOC9309774
XP_020879196.1	XM_021023537.1	LOC9309775
XP_020879200.1	XM_021023541.1	LOC9309775
XP_020879199.1	XM_021023540.1	LOC9309775
XP_020879201.1	XM_021023542.1	LOC9309775
XP_020879197.1	XM_021023538.1	LOC9309775
XP_002871647.1	XM_002871601.2	LOC9307716
XP_002873707.1	XM_002873661.2	LOC9307717
XP_020879204.1	XM_021023545.1	LOC9309776
XP_020879205.1	XM_021023546.1	LOC9309776
XP_020879203.1	XM_021023544.1	LOC9309776
XP_020879202.1	XM_021023543.1	LOC9309777
XP_020878621.1	XM_021022962.1	LOC9307718
XP_020878622.1	XM_021022963.1	LOC110227699
XP_002871650.1	XM_002871604.2	LOC9307719
XP_002871651.1	XM_002871605.2	LOC9307720
XP_002873709.1	XM_002873663.2	LOC9307721
XP_002873710.1	XM_002873664.2	LOC9309778
XP_020879079.1	XM_021023420.1	LOC9309779
XP_002871652.1	XM_002871606.2	LOC9309780
XP_002871653.1	XM_002871607.2	LOC9307722
XP_020878554.1	XM_021022895.1	LOC9307723
XP_020876808.1	XM_021021149.1	LOC110227299
XP_020876809.1	XM_021021150.1	LOC110227300
XP_002873713.1	XM_002873667.2	LOC9309781
XP_020876810.1	XM_021021151.1	LOC9309782
XP_020879349.1	XM_021023690.1	LOC9309783
XP_020878765.1	XM_021023106.1	LOC9309784
XP_020878764.1	XM_021023105.1	LOC110227724
XP_002871655.1	XM_002871609.2	LOC9307724
XP_002873716.1	XM_002873670.2	LOC9307725
XP_020877608.1	XM_021021949.1	LOC9309785
XP_002871656.1	XM_002871610.2	LOC9309786
XP_020876819.1	XM_021021160.1	LOC9307726
XP_020876818.1	XM_021021159.1	LOC9307726
XP_020876815.1	XM_021021156.1	LOC9307726
XP_020876817.1	XM_021021158.1	LOC9307726
XP_020876816.1	XM_021021157.1	LOC9307726
XP_002871658.1	XM_002871612.2	LOC9307727
XP_020876605.1	XM_021020946.1	LOC9307728
XP_002873718.1	XM_002873672.2	LOC9307729
XP_020876599.1	XM_021020940.1	LOC9309788
XP_020876600.1	XM_021020941.1	LOC9309788
XP_002871661.1	XM_002871615.2	LOC9307730
XP_002871662.1	XM_002871616.2	LOC9307731
XP_002873720.1	XM_002873674.2	LOC9307732
XP_002873721.1	XM_002873675.2	LOC9309789
XP_020876570.1	XM_021020911.1	LOC9309790
XP_002871663.2	XM_002871617.2	LOC9309790
XP_002871664.1	XM_002871618.2	LOC9307733
XP_020876565.1	XM_021020906.1	LOC9307734
XP_020876566.1	XM_021020907.1	LOC9307734
XP_020876569.1	XM_021020910.1	LOC9309791
XP_020876583.1	XM_021020924.1	LOC9309792
XP_002871666.1	XM_002871620.2	LOC9307735
XP_002873724.1	XM_002873678.2	LOC9307736
XP_020876609.1	XM_021020950.1	LOC9309793
XP_020876572.1	XM_021020913.1	LOC9309794
XP_002873727.1	XM_002873681.2	LOC9309795
XP_020876582.1	XM_021020923.1	LOC9309796
XP_002873729.2	XM_002873683.2	LOC9309797
XP_020876578.1	XM_021020919.1	LOC9309798
XP_020876581.1	XM_021020922.1	LOC9309798
XP_020876580.1	XM_021020921.1	LOC9309798
XP_002873730.1	XM_002873684.2	LOC9307737
XP_020876573.1	XM_021020914.1	LOC9309799
XP_002871668.1	XM_002871622.2	LOC9309799
XP_002871669.1	XM_002871623.2	LOC9307738
XP_020876562.1	XM_021020903.1	LOC9307739
XP_002873731.1	XM_002873685.2	LOC9307739
XP_020876563.1	XM_021020904.1	LOC9307739
XP_020876586.1	XM_021020927.1	LOC9309800
XP_002871670.1	XM_002871624.2	LOC9309801
XP_002871671.1	XM_002871625.2	LOC9307740
XP_020876590.1	XM_021020931.1	LOC9307740
XP_020876568.1	XM_021020909.1	LOC9307741
XP_020879530.1	XM_021023871.1	LOC9307742
XP_020876608.1	XM_021020949.1	LOC9309804
XP_020876589.1	XM_021020930.1	LOC9307743
XP_020876585.1	XM_021020926.1	LOC110227263
XP_020876587.1	XM_021020928.1	LOC9307744
XP_002871676.1	XM_002871630.2	LOC9307745
XP_002871677.1	XM_002871631.2	LOC9307746
XP_020876591.1	XM_021020932.1	LOC9307747
XP_020879531.1	XM_021023872.1	LOC110227898
XP_020876560.1	XM_021020901.1	LOC9307748
XP_002873736.1	XM_002873690.2	LOC9307748
XP_020876561.1	XM_021020902.1	LOC9307748
XP_020876567.1	XM_021020908.1	LOC9309805
XP_002871679.1	XM_002871633.2	LOC9309806
XP_002873738.1	XM_002873692.2	LOC9307749
XP_002871680.1	XM_002871634.2	LOC9309807
XP_002871681.1	XM_002871635.2	LOC9307750
XP_020876574.1	XM_021020915.1	LOC9307751
XP_020876577.1	XM_021020918.1	LOC9307751
XP_020876576.1	XM_021020917.1	LOC9307751
XP_020876575.1	XM_021020916.1	LOC9307751
XP_020877924.1	XM_021022265.1	LOC110227599
XP_002871682.1	XM_002871636.2	LOC9309808
XP_020876607.1	XM_021020948.1	LOC9307752
XP_002873740.1	XM_002873694.2	LOC9307753
XP_020876595.1	XM_021020936.1	LOC9309809
XP_020876602.1	XM_021020943.1	LOC9309810
XP_020876603.1	XM_021020944.1	LOC9309810
XP_020876604.1	XM_021020945.1	LOC9309810
XP_002873742.1	XM_002873696.2	LOC9307754
XP_002873743.1	XM_002873697.2	LOC9309811
XP_020876571.1	XM_021020912.1	LOC9309812
XP_020876598.1	XM_021020939.1	LOC9307755
XP_002871686.2	XM_002871640.2	LOC9307755
XP_020876606.1	XM_021020947.1	LOC9307756
XP_020876593.1	XM_021020934.1	LOC9307757
XP_002873745.1	XM_002873699.2	LOC9309813
XP_020876611.1	XM_021020952.1	LOC110227264
XP_020876588.1	XM_021020929.1	LOC9309814
XP_002873747.1	XM_002873701.2	LOC9307758
XP_002871689.1	XM_002871643.2	LOC9309816
XP_020876584.1	XM_021020925.1	LOC9309817
XP_002871690.2	XM_002871644.2	LOC9309818
XP_002871691.1	XM_002871645.2	LOC9307760
XP_020876597.1	XM_021020938.1	LOC9307761
XP_002871693.2	XM_002871647.2	LOC9307762
XP_020876594.1	XM_021020935.1	LOC9307762
XP_020876596.1	XM_021020937.1	LOC9307763
XP_020876610.1	XM_021020951.1	LOC9307764
XP_002871696.2	XM_002871650.2	LOC9307765
XP_002871697.1	XM_002871651.2	LOC9309819
XP_020876601.1	XM_021020942.1	LOC9307767
XP_002871699.1	XM_002871653.2	LOC9307768
XP_020876279.1	XM_021020620.1	LOC9307769
XP_002871700.1	XM_002871654.2	LOC9309820
XP_020878042.1	XM_021022383.1	LOC9309820
XP_020878040.1	XM_021022381.1	LOC9309820
XP_020878044.1	XM_021022385.1	LOC9309820
XP_020878041.1	XM_021022382.1	LOC9309820
XP_020878043.1	XM_021022384.1	LOC9309820
XP_002873752.1	XM_002873706.2	LOC9307770
XP_002873753.2	XM_002873707.2	LOC9309821
XP_020879536.1	XM_021023877.1	LOC110227899
XP_020877232.1	XM_021021573.1	LOC9309822
XP_002873754.1	XM_002873708.2	LOC9307771
XP_020875903.1	XM_021020244.1	LOC9309823
XP_020876330.1	XM_021020671.1	LOC9309824
XP_002873757.2	XM_002873711.2	LOC9309825
XP_020878435.1	XM_021022776.1	LOC9309826
XP_020878878.1	XM_021023219.1	LOC9309827
XP_020878877.1	XM_021023218.1	LOC9309827
XP_020879537.1	XM_021023878.1	LOC110227900
XP_020876177.1	XM_021020518.1	LOC110227155
XP_020878539.1	XM_021022880.1	LOC9307773
XP_020878538.1	XM_021022879.1	LOC9307774
XP_002871705.1	XM_002871659.2	LOC9309828
XP_002873760.2	XM_002873714.2	LOC9307775
XP_002871706.1	XM_002871660.2	LOC9309829
XP_020879540.1	XM_021023881.1	LOC9307776
XP_020877108.1	XM_021021449.1	LOC9307777
XP_002873762.1	XM_002873716.2	LOC9309830
XP_020877573.1	XM_021021914.1	LOC9309831
XP_002873764.1	XM_002873718.2	LOC9307778
XP_020877574.1	XM_021021915.1	LOC9309833
XP_002871710.1	XM_002871664.2	LOC9307779
XP_020877575.1	XM_021021916.1	LOC110227522
XP_020878818.1	XM_021023159.1	LOC9307780
XP_020878819.1	XM_021023160.1	LOC9307780
XP_002871712.1	XM_002871666.2	LOC9307781
XP_020877888.1	XM_021022229.1	LOC9307782
XP_020877887.1	XM_021022228.1	LOC9307782
XP_020877889.1	XM_021022230.1	LOC9307782
XP_020878118.1	XM_021022459.1	LOC9309835
XP_002871714.2	XM_002871668.2	LOC9307783
XP_020878116.1	XM_021022457.1	LOC9307783
XP_020878122.1	XM_021022463.1	LOC9307784
XP_020878119.1	XM_021022460.1	LOC9309836
XP_002873768.1	XM_002873722.2	LOC9307785
XP_020878121.1	XM_021022462.1	LOC9309837
XP_020878120.1	XM_021022461.1	LOC9309837
XP_020878648.1	XM_021022989.1	LOC9309838
XP_002873770.1	XM_002873724.2	LOC9307786
XP_020878647.1	XM_021022988.1	LOC9309839
XP_020878649.1	XM_021022990.1	LOC9309840
XP_002873772.1	XM_002873726.2	LOC9309840
XP_002873773.1	XM_002873727.2	LOC9309841
XP_002873774.1	XM_002873728.2	LOC9309842
XP_020879546.1	XM_021023887.1	LOC9309843
XP_002871717.1	XM_002871671.2	LOC9309844
XP_002871718.1	XM_002871672.2	LOC9307787
XP_020878350.1	XM_021022691.1	LOC9307788
XP_020878349.1	XM_021022690.1	LOC9307788
XP_020878351.1	XM_021022692.1	LOC9307789
XP_020878626.1	XM_021022967.1	LOC9309845
XP_002871720.1	XM_002871674.2	LOC9309846
XP_020878293.1	XM_021022634.1	LOC9307790
XP_020878294.1	XM_021022635.1	LOC9307790
XP_002873779.1	XM_002873733.2	LOC9309847
XP_002873780.1	XM_002873734.2	LOC9309848
XP_020878930.1	XM_021023271.1	LOC110227762
XP_020878931.1	XM_021023272.1	LOC9309849
XP_002873781.1	XM_002873735.2	LOC9307791
XP_002871722.1	XM_002871676.2	LOC9309850
XP_020878456.1	XM_021022797.1	LOC9307792
XP_020878079.1	XM_021022420.1	LOC9309851
XP_020878077.1	XM_021022418.1	LOC9307794
XP_020878078.1	XM_021022419.1	LOC9307794
XP_020877332.1	XM_021021673.1	LOC9307795
XP_020877333.1	XM_021021674.1	LOC9307795
XP_002873785.1	XM_002873739.2	LOC9309853
XP_020877324.1	XM_021021665.1	LOC9309853
XP_020877325.1	XM_021021666.1	LOC9309853
XP_002871726.1	XM_002871680.2	LOC9309854
XP_020877323.1	XM_021021664.1	LOC9307796
XP_002871727.1	XM_002871681.2	LOC9309855
XP_020877321.1	XM_021021662.1	LOC9307797
XP_002871728.1	XM_002871682.2	LOC9307797
XP_020877322.1	XM_021021663.1	LOC9307797
XP_020877327.1	XM_021021668.1	LOC110227473
XP_020877329.1	XM_021021670.1	LOC110227473
XP_020877326.1	XM_021021667.1	LOC110227473
XP_020877330.1	XM_021021671.1	LOC110227473
XP_020877331.1	XM_021021672.1	LOC110227473
XP_020875884.1	XM_021020225.1	LOC110227087
XP_020875886.1	XM_021020227.1	LOC110227087
XP_020875887.1	XM_021020228.1	LOC110227087
XP_020878202.1	XM_021022543.1	LOC9307798
XP_020878206.1	XM_021022547.1	LOC9307799
XP_020878207.1	XM_021022548.1	LOC9307799
XP_020878205.1	XM_021022546.1	LOC9307799
XP_020878204.1	XM_021022545.1	LOC9309856
XP_020878203.1	XM_021022544.1	LOC9309856
XP_020876806.1	XM_021021147.1	LOC110227298
XP_020876807.1	XM_021021148.1	LOC110227298
XP_020876805.1	XM_021021146.1	LOC110227298
XP_020876803.1	XM_021021144.1	LOC110227298
XP_020876804.1	XM_021021145.1	LOC110227298
XP_002871730.1	XM_002871684.2	LOC9309857
XP_020879456.1	XM_021023797.1	LOC9309857
XP_020879458.1	XM_021023799.1	LOC9307800
XP_020879457.1	XM_021023798.1	LOC110227884
XP_020879455.1	XM_021023796.1	LOC9307801
XP_020879452.1	XM_021023793.1	LOC9307801
XP_020879453.1	XM_021023794.1	LOC9307801
XP_020879454.1	XM_021023795.1	LOC9307801
XP_002871733.2	XM_002871687.2	LOC9307802
XP_020877770.1	XM_021022111.1	LOC9307803
XP_002873789.2	XM_002873743.2	LOC9307804
XP_002873790.1	XM_002873744.2	LOC9309858
XP_020876704.1	XM_021021045.1	LOC9309859
XP_020879326.1	XM_021023667.1	LOC9307805
XP_020879324.1	XM_021023665.1	LOC9307806
XP_020879325.1	XM_021023666.1	LOC9307806
XP_020879329.1	XM_021023670.1	LOC9309860
XP_002873792.1	XM_002873746.2	LOC9309860
XP_020879327.1	XM_021023668.1	LOC9309861
XP_020879328.1	XM_021023669.1	LOC9309861
XP_002873795.1	XM_002873749.2	LOC9309863
XP_020877936.1	XM_021022277.1	LOC9309864
XP_020877937.1	XM_021022278.1	LOC9309864
XP_020877938.1	XM_021022279.1	LOC9309864
XP_002873796.1	XM_002873750.2	LOC9307807
XP_020878112.1	XM_021022453.1	LOC9309865
XP_020878109.1	XM_021022450.1	LOC110227625
XP_020878110.1	XM_021022451.1	LOC110227625
XP_002871739.1	XM_002871693.2	LOC9307808
XP_002873797.1	XM_002873751.2	LOC9307809
XP_020877367.1	XM_021021708.1	LOC9309866
XP_002871741.1	XM_002871695.2	LOC9307810
XP_020876289.1	XM_021020630.1	LOC9307811
XP_020876290.1	XM_021020631.1	LOC9307811
XP_020876291.1	XM_021020632.1	LOC9307811
XP_020877757.1	XM_021022098.1	LOC9307812
XP_002871744.1	XM_002871698.2	LOC9307813
XP_020877759.1	XM_021022100.1	LOC9307814
XP_002871745.1	XM_002871699.2	LOC9309867
XP_002873799.2	XM_002873753.2	LOC9307815
XP_020877756.1	XM_021022097.1	LOC9307815
XP_002873800.1	XM_002873754.2	LOC9309868
XP_002873801.1	XM_002873755.2	LOC9309869
XP_002873802.1	XM_002873756.2	LOC9309870
XP_002873803.1	XM_002873757.2	LOC9309871
XP_002873804.1	XM_002873758.2	LOC9309872
XP_020878307.1	XM_021022648.1	LOC9309872
XP_002871746.1	XM_002871700.2	LOC9309873
XP_002873805.1	XM_002873759.2	LOC9307816
XP_020877819.1	XM_021022160.1	LOC9309874
XP_020877822.1	XM_021022163.1	LOC9309874
XP_020877818.1	XM_021022159.1	LOC9309874
XP_020877821.1	XM_021022162.1	LOC9309874
XP_002873808.1	XM_002873762.2	LOC9309876
XP_020878395.1	XM_021022736.1	LOC9309877
XP_020878392.1	XM_021022733.1	LOC9307817
XP_020878394.1	XM_021022735.1	LOC9307817
XP_020875875.1	XM_021020216.1	LOC110227084
XP_020878217.1	XM_021022558.1	LOC110227642
XP_020878214.1	XM_021022555.1	LOC9307818
XP_020878213.1	XM_021022554.1	LOC9307818
XP_020878212.1	XM_021022553.1	LOC9307818
XP_002873811.1	XM_002873765.2	LOC9307818
XP_020878211.1	XM_021022552.1	LOC110227640
XP_020878209.1	XM_021022550.1	LOC110227640
XP_020878210.1	XM_021022551.1	LOC110227640
XP_020878219.1	XM_021022560.1	LOC9309880
XP_020878218.1	XM_021022559.1	LOC9307819
XP_020878215.1	XM_021022556.1	LOC9307820
XP_020878208.1	XM_021022549.1	LOC9309881
XP_002873815.1	XM_002873769.2	LOC9309882
XP_020878714.1	XM_021023055.1	LOC9309883
XP_020878715.1	XM_021023056.1	LOC9309883
XP_002871752.2	XM_002871706.2	LOC9307821
XP_020878778.1	XM_021023119.1	LOC9307822
XP_002873816.2	XM_002873770.2	LOC9307823
XP_020878777.1	XM_021023118.1	LOC9307823
XP_020878886.1	XM_021023227.1	LOC9309884
XP_020878885.1	XM_021023226.1	LOC9307824
XP_020878081.1	XM_021022422.1	LOC9307825
XP_002873817.1	XM_002873771.2	LOC9307825
XP_020878082.1	XM_021022423.1	LOC9307825
XP_002871756.1	XM_002871710.2	LOC9309885
XP_020878189.1	XM_021022530.1	LOC9307826
XP_020878190.1	XM_021022531.1	LOC9307826
XP_020878191.1	XM_021022532.1	LOC9307826
XP_020876528.1	XM_021020869.1	LOC9309886
XP_002871757.1	XM_002871711.2	LOC9309887
XP_020879302.1	XM_021023643.1	LOC9309887
XP_020879301.1	XM_021023642.1	LOC9307828
XP_020879305.1	XM_021023646.1	LOC9307829
XP_002873820.2	XM_002873774.2	LOC9307830
XP_020879303.1	XM_021023644.1	LOC9309888
XP_020879571.1	XM_021023912.1	LOC110227906
