protein	mRNA	gene
XP_033129513.1	XM_033273622.1	LOC103874257
XP_009150920.2	XM_009152672.3	LOC103874257
XP_033129549.1	XM_033273658.1	LOC103874255
XP_033129490.1	XM_033273599.1	LOC117126163
XP_033129491.1	XM_033273600.1	LOC117126163
XP_033129446.1	XM_033273555.1	LOC103874800
XP_009151487.2	XM_009153239.3	LOC103874801
XP_033129570.1	XM_033273679.1	LOC103874261
XP_009150924.1	XM_009152676.2	LOC103874264
XP_033129522.1	XM_033273631.1	LOC103874802
XP_009150929.1	XM_009152681.3	LOC103874268
XP_009150930.1	XM_009152682.3	LOC103874269
XP_009150932.1	XM_009152684.2	LOC103874270
XP_033129198.1	XM_033273307.1	LOC103874271
XP_033129197.1	XM_033273306.1	LOC103874271
XP_033129196.1	XM_033273305.1	LOC103874803
XP_009150933.1	XM_009152685.2	LOC103874275
XP_009150934.1	XM_009152686.2	LOC103874276
XP_009150935.1	XM_009152687.2	LOC103874276
XP_009150936.1	XM_009152688.3	LOC103874278
XP_033129447.1	XM_033273556.1	LOC117126138
XP_033129448.1	XM_033273557.1	LOC117126139
XP_009150939.1	XM_009152691.3	LOC103874280
XP_009150938.1	XM_009152690.3	LOC103874280
XP_009150940.1	XM_009152692.3	LOC103874284
NP_001288989.1	NM_001302060.1	WRKY30
XP_009150942.1	XM_009152694.3	LOC103874286
XP_009150943.1	XM_009152695.3	LOC103874287
XP_018515015.1	XM_018659499.2	LOC103874805
XP_009150944.1	XM_009152696.3	LOC103874288
XP_018508063.1	XM_018652547.2	LOC103874288
XP_018508062.1	XM_018652546.2	LOC103874288
XP_033129449.1	XM_033273558.1	LOC117126140
XP_009150945.1	XM_009152697.3	LOC103874290
XP_009150946.1	XM_009152698.2	LOC103874291
XP_033129167.1	XM_033273276.1	LOC103874292
XP_018515055.2	XM_018659539.2	LOC103874292
XP_033128926.1	XM_033273035.1	LOC103861561
XP_009137529.1	XM_009139281.3	LOC103861561
XP_009150948.2	XM_009152700.3	LOC103874294
XP_033128927.1	XM_033273036.1	LOC103874294
XP_033129289.1	XM_033273398.1	LOC103874295
XP_033129291.1	XM_033273400.1	LOC103874296
XP_009150950.1	XM_009152702.3	LOC103874296
XP_009150951.1	XM_009152703.3	LOC103874297
XP_009150952.1	XM_009152704.3	LOC103874298
XP_009150953.1	XM_009152705.3	LOC103874298
XP_018515000.1	XM_018659484.2	LOC103874298
XP_009151493.1	XM_009153245.1	LOC103874809
XP_009150954.2	XM_009152706.2	LOC103874299
XP_033129292.1	XM_033273401.1	LOC103874300
XP_009150955.1	XM_009152707.3	LOC103874300
XP_009150957.2	XM_009152709.3	LOC103874301
XP_009150956.2	XM_009152708.3	LOC103874301
XP_009150959.1	XM_009152711.3	LOC103874302
XP_009150960.1	XM_009152712.3	LOC103874303
XP_009150961.1	XM_009152713.3	LOC103874303
XP_009150962.1	XM_009152714.3	LOC103874303
XP_033129288.1	XM_033273397.1	LOC103874303
XP_009150963.1	XM_009152715.3	LOC103874305
XP_009150964.1	XM_009152716.3	LOC103874306
XP_009150965.1	XM_009152717.3	LOC103874307
XP_009150967.1	XM_009152719.3	LOC103874308
XP_009150968.1	XM_009152720.3	LOC103874309
XP_009150969.1	XM_009152721.3	LOC103874310
XP_009150970.1	XM_009152722.3	LOC103874311
XP_009150971.1	XM_009152723.3	LOC103874312
XP_033129451.1	XM_033273560.1	LOC103874314
XP_018515150.1	XM_018659634.1	LOC103874313
XP_033128430.1	XM_033272539.1	LOC103874315
XP_009150973.1	XM_009152725.3	LOC103874315
XP_033128431.1	XM_033272540.1	LOC103874316
XP_018514978.1	XM_018659462.2	LOC103874317
XP_009150976.1	XM_009152728.3	LOC103874318
NP_001288827.1	NM_001301898.1	LOC103874318
XP_009150978.1	XM_009152730.3	LOC103874320
XP_009150977.1	XM_009152729.3	LOC103874320
XP_033129452.1	XM_033273561.1	LOC117126141
XP_018508188.1	XM_018652672.2	LOC103874321
XP_009150979.1	XM_009152731.3	LOC103874321
XP_033128977.1	XM_033273086.1	LOC103834810
XP_009150980.1	XM_009152732.3	LOC103874322
XP_033128727.1	XM_033272836.1	LOC103874323
XP_009150981.1	XM_009152733.3	LOC103874323
XP_009150982.1	XM_009152734.3	LOC103874324
XP_009150983.1	XM_009152735.3	LOC103874324
XP_033128726.1	XM_033272835.1	LOC103874324
XP_009150984.1	XM_009152736.3	LOC103874325
XP_009150987.1	XM_009152739.3	LOC103874329
XP_009150986.1	XM_009152738.3	LOC103874328
XP_009150985.1	XM_009152737.3	LOC103874327
XP_009150988.2	XM_009152740.3	LOC103874330
XP_009150989.1	XM_009152741.3	LOC103874331
XP_009150990.1	XM_009152742.3	LOC103874333
XP_033148859.1	XM_033292968.1	LOC103874812
XP_033148860.1	XM_033292969.1	LOC103874812
XP_033148861.1	XM_033292970.1	LOC103874812
XP_033129453.1	XM_033273562.1	LOC117126142
XP_033148864.1	XM_033292973.1	LOC103874338
XP_018508179.2	XM_018652663.2	LOC103874338
XP_009150992.2	XM_009152744.3	LOC103874338
XP_033148863.1	XM_033292972.1	LOC103874338
XP_009150993.1	XM_009152745.3	LOC103874339
XP_033148865.1	XM_033292974.1	LOC103874339
XP_018508180.1	XM_018652664.2	LOC103874339
XP_009150995.1	XM_009152747.3	LOC103874340
XP_009150996.1	XM_009152748.3	LOC103874341
XP_009150997.2	XM_009152749.3	LOC103874342
XP_033148862.1	XM_033292971.1	LOC103874342
XP_018515378.1	XM_018659862.2	LOC103874343
XP_009150998.1	XM_009152750.3	LOC103874343
XP_009151002.1	XM_009152754.3	LOC103874344
XP_009151003.3	XM_009152755.3	LOC103874345
XP_009151006.1	XM_009152758.2	LOC103874346
XP_009151007.1	XM_009152759.3	LOC103874347
XP_009151008.1	XM_009152760.3	LOC103874348
XP_009151009.1	XM_009152761.1	LOC103874348
XP_009151010.2	XM_009152762.3	LOC103874350
XP_009151011.2	XM_009152763.3	LOC103874351
XP_033128868.1	XM_033272977.1	LOC103874352
XP_033128865.1	XM_033272974.1	LOC103874353
XP_009151014.1	XM_009152766.2	LOC103874353
XP_009151015.1	XM_009152767.3	LOC103874353
XP_033128866.1	XM_033272975.1	LOC103874354
XP_033128867.1	XM_033272976.1	LOC103874355
XP_009151017.1	XM_009152769.3	LOC103874355
XP_009151018.1	XM_009152770.3	LOC103874357
XP_009151019.1	XM_009152771.3	LOC103874358
XP_009151020.2	XM_009152772.3	LOC103874359
XP_018515434.1	XM_018659918.2	LOC103874359
XP_009151021.1	XM_009152773.3	LOC103874362
XP_009151023.1	XM_009152775.3	LOC103874364
XP_033128076.1	XM_033272185.1	LOC103874364
XP_033128077.1	XM_033272186.1	LOC103874364
XP_009151022.1	XM_009152774.3	LOC103874363
XP_009151025.1	XM_009152777.3	LOC103874365
XP_009151026.1	XM_009152778.3	LOC103874366
XP_033129454.1	XM_033273563.1	LOC117126143
XP_033128078.1	XM_033272187.1	LOC103874369
XP_009151027.2	XM_009152779.3	LOC103874369
XP_033129025.1	XM_033273134.1	LOC103874371
XP_009151029.2	XM_009152781.3	LOC103874371
XP_009151030.1	XM_009152782.3	LOC103874373
XP_033129455.1	XM_033273564.1	LOC117126144
XP_033129456.1	XM_033273565.1	LOC117126145
XP_009151033.1	XM_009152785.3	LOC103874375
XP_009151032.1	XM_009152784.3	LOC103874375
XP_009151031.2	XM_009152783.3	LOC103874374
XP_009151035.1	XM_009152787.2	LOC103874376
XP_033129026.1	XM_033273135.1	LOC103874376
XP_009151037.1	XM_009152789.3	LOC103874377
XP_009151038.1	XM_009152790.3	LOC103874378
XP_033128881.1	XM_033272990.1	LOC103874378
XP_033129032.1	XM_033273141.1	LOC103874381
XP_033129031.1	XM_033273140.1	LOC103874381
XP_009151040.1	XM_009152792.3	LOC103874383
XP_009151042.1	XM_009152794.3	LOC103874384
XP_009151043.1	XM_009152795.3	LOC103874385
XP_018515301.2	XM_018659785.2	LOC108872312
XP_033128353.1	XM_033272462.1	LOC103874386
XP_009151046.2	XM_009152798.3	LOC103874387
XP_009151045.2	XM_009152797.3	LOC103874387
XP_009151047.1	XM_009152799.3	LOC103874388
XP_033128074.1	XM_033272183.1	LOC103874389
XP_009151050.1	XM_009152802.2	LOC103874391
XP_009151051.1	XM_009152803.2	LOC103874391
XP_009151056.1	XM_009152808.3	LOC103874393
XP_009151057.1	XM_009152809.3	LOC103874393
XP_009151055.1	XM_009152807.3	LOC103874392
XP_033128073.1	XM_033272182.1	LOC103874392
XP_009151052.1	XM_009152804.3	LOC103874392
XP_009151058.1	XM_009152810.3	LOC103874394
XP_009151060.1	XM_009152812.3	LOC103874396
XP_009151059.2	XM_009152811.3	LOC103874395
XP_009151062.1	XM_009152814.3	LOC103874397
XP_009151063.1	XM_009152815.3	LOC103874397
XP_009151064.1	XM_009152816.3	LOC103874399
XP_009151065.1	XM_009152817.3	LOC103874399
XP_009151066.1	XM_009152818.2	LOC103874399
XP_009151068.1	XM_009152820.2	LOC103874400
XP_033129927.1	XM_033274036.1	LOC103874401
XP_033129928.1	XM_033274037.1	LOC103874402
XP_033129926.1	XM_033274035.1	LOC103874403
XP_009151072.2	XM_009152824.3	LOC103874403
XP_009151074.1	XM_009152826.3	LOC103874406
XP_009151073.1	XM_009152825.3	LOC103874404
XP_009151075.1	XM_009152827.3	LOC103874407
XP_009151079.1	XM_009152831.3	LOC103874408
XP_009151078.1	XM_009152830.3	LOC103874408
XP_009151081.1	XM_009152833.3	LOC103874410
XP_009151080.1	XM_009152832.3	LOC103874409
XP_009151083.1	XM_009152835.2	LOC103874412
XP_009151084.1	XM_009152836.3	LOC103874412
XP_018515402.1	XM_018659886.2	LOC103874411
XP_033129854.1	XM_033273963.1	LOC103874413
XP_009151085.1	XM_009152837.3	LOC103874413
XP_033129853.1	XM_033273962.1	LOC103874415
XP_033129855.1	XM_033273964.1	LOC103874417
XP_009151091.1	XM_009152843.3	LOC103874417
XP_009151088.1	XM_009152840.3	LOC103874416
XP_009151092.1	XM_009152844.3	LOC103874418
XP_009151093.1	XM_009152845.3	LOC103874419
XP_033129709.1	XM_033273818.1	LOC103874503
XP_018515005.2	XM_018659489.2	LOC103874420
XP_009151094.2	XM_009152846.3	LOC103874420
XP_009151095.1	XM_009152847.3	LOC103874421
XP_009151099.1	XM_009152851.3	LOC103874425
XP_033129743.1	XM_033273852.1	LOC103874425
XP_009151097.1	XM_009152849.3	LOC103874424
XP_009151101.1	XM_009152853.3	LOC103874426
XP_009151102.1	XM_009152854.3	LOC103874427
XP_033129722.1	XM_033273831.1	LOC103874428
XP_033129626.1	XM_033273735.1	LOC103874429
XP_033129625.1	XM_033273734.1	LOC103874429
XP_033129628.1	XM_033273737.1	LOC103874429
XP_033129627.1	XM_033273736.1	LOC103874429
XP_009151104.2	XM_009152856.3	LOC103874429
XP_009151105.1	XM_009152857.3	LOC103874430
XP_009151106.1	XM_009152858.3	LOC103874432
XP_009151107.1	XM_009152859.3	LOC103874433
XP_033129733.1	XM_033273842.1	LOC103874434
XP_009151110.1	XM_009152862.3	LOC103874435
XP_009151111.2	XM_009152863.3	LOC103874436
XP_009151112.2	XM_009152864.3	LOC103874438
XP_009151498.1	XM_009153250.1	LOC103874816
XP_009151113.1	XM_009152865.2	LOC103874439
XP_009151114.2	XM_009152866.3	LOC103874440
XP_009151115.1	XM_009152867.3	LOC103874441
XP_033129676.1	XM_033273785.1	LOC117126194
XP_009151116.3	XM_009152868.3	LOC103874443
XP_033129744.1	XM_033273853.1	LOC103874445
XP_018515152.1	XM_018659636.2	LOC108872240
XP_009151119.1	XM_009152871.3	LOC103874446
XP_009151120.1	XM_009152872.2	LOC103874447
XP_033129728.1	XM_033273837.1	LOC103874817
XP_033129614.1	XM_033273723.1	LOC103874448
XP_033129615.1	XM_033273724.1	LOC103874448
XP_009151122.1	XM_009152874.3	LOC103874449
XP_018508117.2	XM_018652601.2	LOC103874452
XP_033129609.1	XM_033273718.1	LOC103874452
XP_009151123.1	XM_009152875.3	LOC103874451
XP_033129694.1	XM_033273803.1	LOC103874450
XP_009151129.1	XM_009152881.3	LOC103874455
XP_009151130.2	XM_009152882.3	LOC103874456
XP_009151131.1	XM_009152883.3	LOC103874457
XP_009151132.1	XM_009152884.3	LOC103874458
XP_009151133.1	XM_009152885.3	LOC103874458
XP_009151134.1	XM_009152886.3	LOC103874459
XP_009151135.1	XM_009152887.2	LOC103874461
XP_018508080.1	XM_018652564.2	LOC103874462
XP_009151136.1	XM_009152888.2	LOC103874462
XP_009151138.1	XM_009152890.3	LOC103874463
XP_009151139.1	XM_009152891.3	LOC103874463
XP_009151137.1	XM_009152889.3	LOC103874463
XP_009151140.1	XM_009152892.3	LOC103874464
XP_009151141.1	XM_009152893.3	LOC103874465
XP_033129760.1	XM_033273869.1	LOC103874466
XP_009151143.1	XM_009152895.3	LOC103874467
XP_018508099.1	XM_018652583.2	LOC103874468
XP_033129729.1	XM_033273838.1	LOC103874469
XP_009151149.1	XM_009152901.3	LOC103874471
XP_009151148.1	XM_009152900.3	LOC103874471
XP_009151147.1	XM_009152899.3	LOC103874470
XP_009151146.1	XM_009152898.3	LOC103874470
XP_009151150.1	XM_009152902.3	LOC103874472
XP_033129691.1	XM_033273800.1	LOC103874822
XP_033129584.1	XM_033273693.1	LOC103874474
XP_033129585.1	XM_033273694.1	LOC103874474
XP_033129583.1	XM_033273692.1	LOC103874474
XP_009151152.2	XM_009152904.2	LOC103874476
XP_009151504.1	XM_009153256.1	LOC103874823
XP_033129761.1	XM_033273870.1	LOC103874477
XP_033129750.1	XM_033273859.1	LOC103874480
XP_009151154.1	XM_009152906.3	LOC103874481
XP_009151155.1	XM_009152907.3	LOC103874482
XP_033129681.1	XM_033273790.1	LOC103874482
XP_033129682.1	XM_033273791.1	LOC103874482
XP_009151160.1	XM_009152912.3	LOC103874484
XP_009151158.1	XM_009152910.3	LOC103874484
XP_033129763.1	XM_033273872.1	LOC103874485
XP_009151162.1	XM_009152914.3	LOC103874487
XP_009151163.1	XM_009152915.3	LOC103874488
XP_009151164.1	XM_009152916.3	LOC103874489
XP_009151505.2	XM_009153257.3	LOC103874824
XP_009151165.1	XM_009152917.3	LOC103874491
XP_009151166.1	XM_009152918.3	LOC103874492
XP_009151167.1	XM_009152919.3	LOC103874492
XP_033129620.1	XM_033273729.1	LOC103874493
XP_033129621.1	XM_033273730.1	LOC103874493
XP_009151168.1	XM_009152920.3	LOC103874494
XP_033129702.1	XM_033273811.1	LOC103874494
XP_009151169.2	XM_009152921.3	LOC103874495
XP_009151170.2	XM_009152922.3	LOC103874497
XP_033129593.1	XM_033273702.1	LOC103874498
XP_009151172.2	XM_009152924.3	LOC103874499
XP_009151174.1	XM_009152926.3	LOC103874500
XP_009151173.1	XM_009152925.3	LOC103874500
XP_033129646.1	XM_033273755.1	LOC103873337
XP_033129645.1	XM_033273754.1	LOC103873337
XP_033129457.1	XM_033273566.1	LOC117126146
XP_033129458.1	XM_033273567.1	LOC117126147
XP_033129721.1	XM_033273830.1	LOC103874502
XP_009151177.2	XM_009152929.3	LOC103874504
XP_009151178.1	XM_009152930.3	LOC103874506
XP_009151179.1	XM_009152931.3	LOC103874507
XP_009151182.1	XM_009152934.3	LOC103874509
XP_009151180.1	XM_009152932.3	LOC103874508
XP_009151181.1	XM_009152933.3	LOC103874508
XP_009151183.1	XM_009152935.3	LOC103874510
XP_009151184.2	XM_009152936.3	LOC103874512
XP_009151185.1	XM_009152937.3	LOC103874513
XP_009151186.1	XM_009152938.3	LOC103874514
XP_009151187.1	XM_009152939.3	LOC103874515
XP_033129752.1	XM_033273861.1	LOC103874515
XP_009151188.1	XM_009152940.3	LOC103874515
XP_009151189.1	XM_009152941.3	LOC103874516
XP_009151190.1	XM_009152942.3	LOC103874516
XP_033129610.1	XM_033273719.1	LOC103874517
XP_033129611.1	XM_033273720.1	LOC103874517
XP_033129612.1	XM_033273721.1	LOC103874517
XP_009151192.2	XM_009152944.3	LOC103874518
XP_009151193.1	XM_009152945.3	LOC103874520
XP_033129742.1	XM_033273851.1	LOC103874521
XP_033129740.1	XM_033273849.1	LOC103874521
XP_033129741.1	XM_033273850.1	LOC103874521
XP_009151195.2	XM_009152947.3	LOC103874522
XP_018508069.1	XM_018652553.2	LOC103874522
XP_009151196.1	XM_009152948.3	LOC103874522
XP_009151198.1	XM_009152950.3	LOC103874524
XP_018508074.2	XM_018652558.2	LOC103874525
XP_033129632.1	XM_033273741.1	LOC103874525
XP_018508073.2	XM_018652557.2	LOC103874525
XP_018508090.1	XM_018652574.2	LOC103874526
XP_009151201.1	XM_009152953.3	LOC103874527
XP_018508084.1	XM_018652568.2	LOC103874527
XP_018508083.1	XM_018652567.2	LOC103874527
XP_009151203.1	XM_009152955.3	LOC103874529
XP_009151202.1	XM_009152954.2	LOC103874528
XP_018508094.1	XM_018652578.2	LOC103874532
XP_009151205.1	XM_009152957.3	LOC103874532
XP_009151204.1	XM_009152956.3	LOC103874531
XP_009151206.3	XM_009152958.3	LOC103874533
XP_033129708.1	XM_033273817.1	LOC103874829
XP_033129644.1	XM_033273753.1	LOC103874538
XP_033129643.1	XM_033273752.1	LOC103874538
XP_009151208.1	XM_009152960.3	LOC103874538
XP_009151210.1	XM_009152962.3	LOC103874539
XP_018508088.1	XM_018652572.2	LOC103874539
XP_033129687.1	XM_033273796.1	LOC103874539
XP_033129714.1	XM_033273823.1	LOC103874540
XP_033129715.1	XM_033273824.1	LOC103874540
XP_018508092.1	XM_018652576.2	LOC103874540
XP_009151211.1	XM_009152963.3	LOC103874540
XP_009151212.1	XM_009152964.3	LOC103874542
XP_009151213.1	XM_009152965.3	LOC103874543
XP_018508081.1	XM_018652565.2	LOC103874545
XP_009151215.1	XM_009152967.3	LOC103874545
XP_009151216.1	XM_009152968.3	LOC103874546
XP_009151217.1	XM_009152969.3	LOC103874547
XP_009151218.2	XM_009152970.3	LOC103874548
XP_009151221.1	XM_009152973.3	LOC103874549
XP_018508071.1	XM_018652555.2	LOC103874550
XP_018508070.1	XM_018652554.2	LOC103874550
XP_009151222.1	XM_009152974.3	LOC103874553
XP_009151223.2	XM_009152975.3	LOC103874554
XP_009151508.2	XM_009153260.3	LOC103874830
XP_009151224.1	XM_009152976.3	LOC103874555
XP_009151230.1	XM_009152982.3	LOC103874558
XP_033129630.1	XM_033273739.1	LOC103874557
XP_033129634.1	XM_033273743.1	LOC103874556
XP_009151227.1	XM_009152979.3	LOC103874556
XP_009151226.1	XM_009152978.3	LOC103874556
XP_009151228.1	XM_009152980.3	LOC103874556
XP_033129633.1	XM_033273742.1	LOC103874556
XP_018508077.1	XM_018652561.2	LOC103874556
XP_009151231.1	XM_009152983.3	LOC103874559
XP_009151233.2	XM_009152985.3	LOC103874562
XP_009151234.2	XM_009152986.3	LOC103874562
XP_009151235.2	XM_009152987.3	LOC103874562
XP_009151236.2	XM_009152988.3	LOC103874562
XP_033129582.1	XM_033273691.1	LOC103874562
XP_009151232.1	XM_009152984.3	LOC103874560
XP_033129726.1	XM_033273835.1	LOC103874831
XP_009151238.1	XM_009152990.3	LOC103874565
XP_009151239.1	XM_009152991.2	LOC103874566
XP_033129746.1	XM_033273855.1	LOC103868593
XP_033129747.1	XM_033273856.1	LOC103868593
XP_033129748.1	XM_033273857.1	LOC103868593
XP_033129749.1	XM_033273858.1	LOC103868593
XP_009151240.1	XM_009152992.2	LOC103874568
XP_009151241.3	XM_009152993.3	LOC103874569
XP_009151243.1	XM_009152995.3	LOC103874571
XP_009151242.1	XM_009152994.3	LOC103874571
XP_009151244.1	XM_009152996.3	LOC103874572
XP_033129638.1	XM_033273747.1	LOC103874573
XP_009151245.2	XM_009152997.3	LOC103874573
XP_009151247.2	XM_009152999.3	LOC103874574
XP_033129732.1	XM_033273841.1	LOC117126198
XP_009151510.2	XM_009153262.2	LOC103874832
XP_009151248.1	XM_009153000.3	LOC103874576
XP_009151249.2	XM_009153001.3	LOC103874577
XP_033129764.1	XM_033273873.1	LOC108868837
XP_033129459.1	XM_033273568.1	LOC103874833
XP_009151251.1	XM_009153003.3	LOC103874579
XP_009151250.1	XM_009153002.3	LOC103874578
XP_033129655.1	XM_033273764.1	LOC103874581
XP_033129654.1	XM_033273763.1	LOC103874581
XP_033129656.1	XM_033273765.1	LOC103874581
XP_009151252.1	XM_009153004.3	LOC103874581
XP_033129718.1	XM_033273827.1	LOC117126197
XP_033129717.1	XM_033273826.1	LOC117126197
XP_009151253.1	XM_009153005.3	LOC103874584
XP_009151257.1	XM_009153009.3	LOC103874586
XP_009151255.1	XM_009153007.3	LOC103874585
XP_033129719.1	XM_033273828.1	LOC103874585
XP_009151258.2	XM_009153010.3	WRKY39
XP_009151259.2	XM_009153011.2	WRKY39
NP_001288836.1	NM_001301907.1	WRKY39
XP_009151261.1	XM_009153013.3	LOC103874589
XP_009151260.1	XM_009153012.3	LOC103874589
XP_009151262.1	XM_009153014.3	LOC103874591
XP_009151263.1	XM_009153015.3	LOC103874592
XP_033129704.1	XM_033273813.1	LOC103874593
XP_009151264.1	XM_009153016.3	LOC103874593
XP_009151267.1	XM_009153019.3	GME
XP_018508087.1	XM_018652571.2	GME
XP_009151268.1	XM_009153020.1	LOC103874595
XP_009151269.1	XM_009153021.3	LOC103874596
XP_033129653.1	XM_033273762.1	LOC103874599
XP_033129649.1	XM_033273758.1	LOC103874599
XP_033129648.1	XM_033273757.1	LOC103874599
XP_033129650.1	XM_033273759.1	LOC103874599
XP_033129647.1	XM_033273756.1	LOC103874599
XP_033129651.1	XM_033273760.1	LOC103874599
XP_009151272.1	XM_009153024.3	LOC103874599
XP_009151273.1	XM_009153025.3	LOC103874599
XP_033129652.1	XM_033273761.1	LOC103874599
XP_009151278.1	XM_009153030.3	LOC103874599
XP_033129720.1	XM_033273829.1	LOC103874602
XP_009151279.1	XM_009153031.3	LOC103874602
XP_009151280.1	XM_009153032.3	LOC103874602
XP_009151281.1	XM_009153033.3	LOC103874603
XP_009151286.1	XM_009153038.2	LOC103874608
XP_033129735.1	XM_033273844.1	LOC103874609
XP_009151288.1	XM_009153040.3	LOC103874611
XP_033129765.1	XM_033273874.1	LOC103874835
XP_009151512.2	XM_009153264.3	LOC103874836
XP_009151289.1	XM_009153041.3	LOC103874613
XP_009151290.1	XM_009153042.3	LOC103874614
XP_009151292.1	XM_009153044.3	LOC103874615
XP_033129756.1	XM_033273865.1	LOC103874615
XP_033129629.1	XM_033273738.1	LOC103874616
XP_009151293.1	XM_009153045.3	LOC103874616
XP_009151294.1	XM_009153046.3	LOC103874617
NP_001288867.1	NM_001301938.1	WRKY48
XP_009151296.2	XM_009153048.3	LOC103874620
XP_009151297.1	XM_009153049.3	LOC103874621
XP_009151300.1	XM_009153052.2	LOC103874623
XP_009151302.1	XM_009153054.3	LOC103874624
XP_009151303.1	XM_009153055.3	LOC103874626
XP_009151304.1	XM_009153056.2	LOC103874627
XP_009151728.1	XM_009153480.3	MYB111
XP_009151736.1	XM_009153488.2	LOC103875043
XP_009151727.1	XM_009153479.3	LOC103875032
XP_033129739.1	XM_033273848.1	LOC103875031
XP_033129460.1	XM_033273569.1	LOC117126149
XP_009151735.2	XM_009153487.2	LOC103875042
XP_009151725.1	XM_009153477.3	LOC103875029
XP_009151723.1	XM_009153475.3	LOC103875026
XP_033129684.1	XM_033273793.1	LOC103875026
XP_033129683.1	XM_033273792.1	LOC103875026
XP_009151724.1	XM_009153476.3	LOC103875026
XP_009151719.1	XM_009153471.3	LOC103875025
XP_009151720.1	XM_009153472.3	LOC103875025
XP_009151722.1	XM_009153474.3	LOC103875025
XP_009151721.1	XM_009153473.3	LOC103875025
XP_009151717.1	XM_009153469.3	LOC103875024
XP_009151718.1	XM_009153470.3	LOC103875024
XP_009151716.1	XM_009153468.3	LOC103875023
XP_009151715.1	XM_009153467.2	LOC103875021
XP_009151714.2	XM_009153466.3	LOC103875020
XP_033129712.1	XM_033273821.1	LOC103875041
XP_009151712.1	XM_009153464.3	LOC103875019
XP_009151711.1	XM_009153463.3	LOC103875018
XP_009151710.1	XM_009153462.3	LOC103875017
XP_009151709.1	XM_009153461.3	LOC103875016
XP_009151708.1	XM_009153460.3	LOC103875015
XP_009151707.2	XM_009153459.3	LOC103875014
XP_033129762.1	XM_033273871.1	LOC103875013
XP_009151703.1	XM_009153455.3	LOC103875012
XP_009151702.1	XM_009153454.3	LOC103875011
XP_033129699.1	XM_033273808.1	LOC103875010
XP_009151701.1	XM_009153453.3	LOC103875010
XP_033129619.1	XM_033273728.1	LOC103875009
XP_009151699.1	XM_009153451.3	LOC103875009
XP_033129618.1	XM_033273727.1	LOC103875009
XP_033129616.1	XM_033273725.1	LOC103875009
XP_033129617.1	XM_033273726.1	LOC103875009
XP_009151700.1	XM_009153452.3	LOC103875009
XP_009151698.1	XM_009153450.3	LOC103875008
XP_009151696.1	XM_009153448.3	LOC103875007
XP_009151695.1	XM_009153447.2	LOC103875006
XP_009151693.1	XM_009153445.3	LOC103875003
XP_033129639.1	XM_033273748.1	LOC103875040
XP_033129461.1	XM_033273570.1	LOC117125740
XP_033129598.1	XM_033273707.1	LOC103875039
XP_033129597.1	XM_033273706.1	LOC103875039
XP_033129607.1	XM_033273716.1	LOC103875039
XP_033129600.1	XM_033273709.1	LOC103875039
XP_033129599.1	XM_033273708.1	LOC103875039
XP_033129601.1	XM_033273710.1	LOC103875039
XP_033129603.1	XM_033273712.1	LOC103875039
XP_033129604.1	XM_033273713.1	LOC103875039
XP_033129602.1	XM_033273711.1	LOC103875039
XP_033129605.1	XM_033273714.1	LOC103875039
XP_033129606.1	XM_033273715.1	LOC103875039
XP_033129608.1	XM_033273717.1	LOC103875039
XP_033129623.1	XM_033273732.1	LOC103874998
XP_033129622.1	XM_033273731.1	LOC103874998
XP_033129624.1	XM_033273733.1	LOC103874998
XP_009151731.2	XM_009153483.3	LOC103875038
XP_009151692.1	XM_009153444.3	LOC103875002
XP_018515171.1	XM_018659655.2	LOC103874996
XP_009151687.1	XM_009153439.2	LOC103874995
XP_009151686.1	XM_009153438.2	LOC103874994
XP_009151685.1	XM_009153437.3	LOC103874993
XP_033129661.1	XM_033273770.1	LOC103874992
XP_009151682.1	XM_009153434.3	LOC103874992
XP_033129660.1	XM_033273769.1	LOC103874992
XP_033129663.1	XM_033273772.1	LOC103874992
XP_033129662.1	XM_033273771.1	LOC103874992
XP_009151681.1	XM_009153433.2	LOC103874991
XP_009151678.1	XM_009153430.3	LOC103874989
XP_009151679.1	XM_009153431.3	LOC103874990
XP_009151677.1	XM_009153429.3	LOC103874988
XP_009151676.2	XM_009153428.2	LOC103874986
XP_009151674.1	XM_009153426.3	LOC103874984
XP_009151675.1	XM_009153427.3	LOC103874985
XP_033129705.1	XM_033273814.1	LOC103874983
XP_009151673.1	XM_009153425.3	LOC103874983
XP_009151671.1	XM_009153423.3	LOC103874983
XP_033129706.1	XM_033273815.1	LOC103874983
XP_009151672.1	XM_009153424.3	LOC103874983
XP_009151670.1	XM_009153422.3	LOC103874982
XP_009151669.1	XM_009153421.3	LOC103874980
XP_009151667.3	XM_009153419.3	LOC103874979
XP_033129713.1	XM_033273822.1	LOC103874979
XP_009151666.1	XM_009153418.2	LOC103874978
XP_033129724.1	XM_033273833.1	LOC103874975
XP_033129725.1	XM_033273834.1	LOC103874974
XP_009151664.1	XM_009153416.3	LOC103874974
XP_009151663.2	XM_009153415.3	LOC103874973
XP_009151662.2	XM_009153414.3	LOC103874973
XP_009151661.1	XM_009153413.3	LOC103874972
XP_009151660.1	XM_009153412.3	LOC103874971
XP_009151659.1	XM_009153411.3	LOC103874971
XP_009151658.1	XM_009153410.3	LOC103874970
XP_009151656.1	XM_009153408.3	LOC103874969
XP_033129637.1	XM_033273746.1	LOC103874968
XP_009151654.1	XM_009153406.3	LOC103874966
