Orthogroup	Aethionema_saxatile	Alyssum_gmelinii	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI	Arabidopsis_lyrata_Rawat	Arabidopsis_thaliana	Arabis_alpina	Brassica_napus	Brassica_oleracea	Brassica_rapa	Camelina_sativa	Capsella_rubella	Cardamine_amara	Cardamine_glauca	Cardamine_hirsuta	Cochlearia_excelsa	Conringia_planisiliqua	Erysimum_linariifolium	Euclidium_syriacum	Eutrema_salsugineum	Noccaea_praecox	Odontarrhena_muralis	Raphanus_sativus
OG0058823																g49619							
OG0058824																g49622							
OG0058825																g49642							
OG0058826																g49646							
OG0058827																g49656							
OG0058828																g49689							
OG0058829																g49696							
OG0058830																g49705							
OG0058831																g49707							
OG0058832																g49749							
OG0058833																g49759							
OG0058834																g49763							
OG0058835																g49772							
OG0058836																g49783							
OG0058837																g49791							
OG0058838																g49792							
OG0058839																g49796							
OG0058840																g49839							
OG0058841																g49850							
OG0058842																g49851							
OG0058843																g49852							
OG0058844																g49891							
OG0058845																g49912							
OG0058846																g49933							
OG0058847																g49934							
OG0058848																g49958							
OG0058849																g49974							
OG0058850																g49986							
OG0058851																g49993							
OG0058852																g50001							
OG0058853																g50006							
OG0058854																g50034							
OG0058855																g50046							
OG0058856																g50055							
OG0058857																g50067							
OG0058858																g50073							
OG0058859																g50110							
OG0058860																g50121							
OG0058861																g50149							
OG0058862																g50158							
OG0058863																g50164							
OG0058864																g50172							
OG0058865																g50180							
OG0058866																g50216							
OG0058867																g50267							
OG0058868																g50269							
OG0058869																g50303							
OG0058870																g50377							
OG0058871																g50383							
OG0058872																g50393							
OG0058873																g50400							
OG0058874																g50410							
OG0058875																g50415							
OG0058876																g50421							
OG0058877																g50448							
OG0058878																g50483							
OG0058879																g50491							
OG0058880																g50505							
OG0058881																g50529							
OG0058882																g50535							
OG0058883																g50541							
OG0058884																g50550							
OG0058885																g50560							
OG0058886																g50583							
OG0058887																g50584							
OG0058888																g50585							
OG0058889																g50597							
OG0058890																g50600							
OG0058891																g50601							
OG0058892																g50613							
OG0058893																g50614							
OG0058894																g50642							
OG0058895																g50647							
OG0058896																g50673							
OG0058897																g50677							
OG0058898																g50691							
OG0058899																g50712							
OG0058900																g50721							
OG0058901																g50731							
OG0058902																g50734							
OG0058903																g50738							
OG0058904																g50743							
OG0058905																g50745							
OG0058906																g50746							
OG0058907																g50755							
OG0058908																g50760							
OG0058909																g50761							
OG0058910																g50769							
OG0058911																g50811							
OG0058912																g50825							
OG0058913																g50826							
OG0058914																g50851							
OG0058915																g50858							
OG0058916																g50859							
OG0058917																g50860							
OG0058918																g50864							
OG0058919																g50868							
OG0058920																g50873							
OG0058921																g50889							
OG0058922																g50908							
OG0058923																g50911							
OG0058924																g50934							
OG0058925																g50942							
OG0058926																g50950							
OG0058927																g50974							
OG0058928																g50997							
OG0058929																g51062							
OG0058930																g51070							
OG0058931																g51071							
OG0058932																g51072							
OG0058933																g51083							
OG0058934																g51100							
OG0058935																g51110							
OG0058936																g51132							
OG0058937																g51157							
OG0058938																g51170							
OG0058939																g51203							
OG0058940																g51238							
OG0058941																g51243							
OG0058942																g51262							
OG0058943																g51267							
OG0058944																g51333							
OG0058945																g51337							
OG0058946																g51343							
OG0058947																g51361							
OG0058948																g51365							
OG0058949																g51373							
OG0058950																g51380							
OG0058951																g51392							
OG0058952																g51402							
OG0058953																g51439							
OG0058954																g51440							
OG0058955																g51441							
OG0058956																g51444							
OG0058957																g51467							
OG0058958																g51488							
OG0058959																g51490							
OG0058960																g51563							
OG0058961																g51581							
OG0058962																g51629							
OG0058963																g51638							
OG0058964																g51673							
OG0058965																g51679							
OG0058966																g51712							
OG0058967																g51750							
OG0058968																g51754							
OG0058969																g51827							
OG0058970																g51829							
OG0058971																g51866							
OG0058972																g51873							
OG0058973																g51937							
OG0058974																g51938							
OG0058975																g51940							
OG0058976																g51967							
OG0058977																g51973							
OG0058978																g51979							
OG0058979																g51981							
OG0058980																g51990							
OG0058981																g52009							
OG0058982																g52022							
OG0058983																g52053							
OG0058984																g52059							
OG0058985																g52066							
OG0058986																g52086							
OG0058987																g52154							
OG0058988																g52155							
OG0058989																g52238							
OG0058990																g52240							
OG0058991																g52246							
OG0058992																g52247							
OG0058993																g52264							
OG0058994																g52287							
OG0058995																g52298							
OG0058996																g52323							
OG0058997																g52332							
OG0058998																g52349							
OG0058999																g52363							
OG0059000																g52371							
OG0059001																g52384							
OG0059002																g52419							
OG0059003																g52443							
OG0059004																g52448							
OG0059005																g52460							
OG0059006																g52475							
OG0059007																g52491							
OG0059008																g52510							
OG0059009																g52517							
OG0059010																g52529							
OG0059011																g52531							
OG0059012																g52567							
OG0059013																g52569							
OG0059014																g52574							
OG0059015																g52588							
OG0059016																g52592							
OG0059017																g52605							
OG0059018																g52614							
OG0059019																g52615							
OG0059020																g52656							
OG0059021																g52664							
OG0059022																g52665							
OG0059023																g52666							
OG0059024																g52679							
OG0059025																g52681							
OG0059026																g52682							
OG0059027																g52685							
OG0059028																g52686							
OG0059029																g52690							
OG0059030																g52707							
OG0059031																g52710							
OG0059032																g52719							
OG0059033																g52764							
OG0059034																g52770							
OG0059035																g52771							
OG0059036																g52775							
OG0059037																g52782							
OG0059038																g52803							
OG0059039																g52804							
OG0059040																g52807							
OG0059041																g52855							
OG0059042																g52856							
OG0059043																g52859							
OG0059044																g52879							
OG0059045																g52885							
OG0059046																g52890							
OG0059047																g52899							
OG0059048																g52903							
OG0059049																g52906							
OG0059050																g52917							
OG0059051																g52919							
OG0059052																g52920							
OG0059053																g52925							
OG0059054																g52928							
OG0059055																g52935							
OG0059056																g52936							
OG0059057																g52945							
OG0059058																g52950							
OG0059059																g52959							
OG0059060																g52960							
OG0059061																g52965							
OG0059062																g53013							
OG0059063																g53014							
OG0059064																g53017							
OG0059065																g53021							
OG0059066																g53030							
OG0059067																g53038							
OG0059068																g53039							
OG0059069																g53042							
OG0059070																g53044							
OG0059071																g53045							
OG0059072																g53050							
OG0059073																g53051							
OG0059074																g53054							
OG0059075																g53082							
OG0059076																g53086							
OG0059077																g53107							
OG0059078																g53113							
OG0059079																g53128							
OG0059080																g53144							
OG0059081																g53181							
OG0059082																g53210							
OG0059083																g53216							
OG0059084																g53217							
OG0059085																g53225							
OG0059086																g53272							
OG0059087																g53279							
OG0059088																g53284							
OG0059089																g53286							
OG0059090																g53289							
OG0059091																g53291							
OG0059092																g53299							
OG0059093																g53300							
OG0059094																g53306							
OG0059095																g53307							
OG0059096																g53315							
OG0059097																g53327							
OG0059098																g53335							
OG0059099																g53337							
OG0059100																g53338							
OG0059101																g53355							
OG0059102																g53366							
OG0059103																g53369							
OG0059104																g53378							
OG0059105																g53406							
OG0059106																g53410							
OG0059107																g53421							
OG0059108																g53441							
OG0059109																g53448							
OG0059110																g53493							
OG0059111																g53499							
OG0059112																g53501							
OG0059113																g53502							
OG0059114																g53503							
OG0059115																g53509							
OG0059116																g53510							
OG0059117																g53513							
OG0059118																g53514							
OG0059119																g53517							
OG0059120																g53519							
OG0059121																g53523							
OG0059122																g53544							
OG0059123																g53546							
OG0059124																g53550							
OG0059125																g53572							
OG0059126																g53578							
OG0059127																g53579							
OG0059128																g53583							
OG0059129																g53587							
OG0059130																g53588							
OG0059131																g53590							
OG0059132																g53591							
OG0059133																g53595							
OG0059134																g53598							
OG0059135																g53627							
OG0059136																g53649							
OG0059137																g53652							
OG0059138																g53658							
OG0059139																g53659							
OG0059140																g53701							
OG0059141																g53702							
OG0059142																g53704							
OG0059143																g53705							
OG0059144																g53707							
OG0059145																g53715							
OG0059146																g53729							
OG0059147																g53732							
OG0059148																g53762							
OG0059149																g53766							
OG0059150																g53777							
OG0059151																g53781							
OG0059152																g53786							
OG0059153																g53792							
OG0059154																g53810							
OG0059155																g53829							
OG0059156																g53843							
OG0059157																g53846							
OG0059158																g53867							
OG0059159																g53879							
OG0059160																g53881							
OG0059161																g53895							
OG0059162																g53903							
OG0059163																g53937							
OG0059164																g54008							
OG0059165																g54009							
OG0059166																g54027							
OG0059167																g54034							
OG0059168																g54061							
OG0059169																g54066							
OG0059170																g54071							
OG0059171																g54072							
OG0059172																g54077							
OG0059173																g54103							
OG0059174																g54104							
OG0059175																g54174							
OG0059176																g54180							
OG0059177																g54265							
OG0059178																g54297							
OG0059179																g54323							
OG0059180																g54329							
OG0059181																g54352							
OG0059182																g54360							
OG0059183																g54374							
OG0059184																g54386							
OG0059185																g54388							
OG0059186																g9241							
OG0059187																g9244							
OG0059188																g9291							
OG0059189																g9323							
OG0059190																g9339							
OG0059191																g9366							
OG0059192																g9372							
OG0059193																g9389							
OG0059194																g9401							
OG0059195																g9448							
OG0059196																g9451							
OG0059197																g9456							
OG0059198																g9459							
OG0059199																g9474							
OG0059200																g9508							
OG0059201																g9538							
OG0059202																g9542							
OG0059203																g9583							
OG0059204																g9610							
OG0059205																g21547							
OG0059206																g21552							
OG0059207																g21593							
OG0059208																g21644							
OG0059209																g21656							
OG0059210																g21663							
OG0059211																g21664							
OG0059212																g21692							
OG0059213																g21701							
OG0059214																g21721							
OG0059215																g21732							
OG0059216																g21781							
OG0059217																g21802							
OG0059218																g21806							
OG0059219																g21855							
OG0059220																g21861							
OG0059221																g21937							
OG0059222																g21947							
OG0059223																g48141							
OG0059224																g48228							
OG0059225																g48246							
OG0059226																g48275							
OG0059227																g48294							
OG0059228																g48343							
OG0059229																g48376							
OG0059230																g48402							
OG0059231																g48416							
OG0059232																g48428							
OG0059233																g48445							
OG0059234																g48461							
OG0059235																g48499							
OG0059236																g48530							
OG0059237																g38884							
OG0059238																g38895							
OG0059239																g38911							
OG0059240																g38929							
OG0059241																g38951							
OG0059242																g38963							
OG0059243																g38966							
OG0059244																g38971							
OG0059245																g38988							
OG0059246																g39000							
OG0059247																g39002							
OG0059248																g39010							
OG0059249																g39021							
OG0059250																g39024							
OG0059251																g39026							
OG0059252																g39058							
OG0059253																g39099							
OG0059254																g39101							
OG0059255																g39133							
OG0059256																g39151							
OG0059257																g39179							
OG0059258																g39206							
OG0059259																g19830							
OG0059260																g19872							
OG0059261																g19881							
OG0059262																g19901							
OG0059263																g19909							
OG0059264																g19932							
OG0059265																g19938							
OG0059266																g19977							
OG0059267																g19978							
OG0059268																g19980							
OG0059269																g19982							
OG0059270																g19992							
OG0059271																g19993							
OG0059272																g20010							
OG0059273																g20013							
OG0059274																g20018							
OG0059275																g20043							
OG0059276																g20344							
OG0059277																g20365							
OG0059278																g20392							
OG0059279																g20394							
OG0059280																g20397							
OG0059281																g20429							
OG0059282																g20434							
OG0059283																g20477							
OG0059284																g20486							
OG0059285																g20506							
OG0059286																g20518							
OG0059287																g20531							
OG0059288																g20543							
OG0059289																g9070							
OG0059290																g9077							
OG0059291																g9083							
OG0059292																g9090							
OG0059293																g9187							
OG0059294																g9189							
OG0059295																g9226							
OG0059296																g20623							
OG0059297																g20632							
OG0059298																g20647							
OG0059299																g20654							
OG0059300																g20660							
OG0059301																g20684							
OG0059302																g20694							
OG0059303																g20727							
OG0059304																g20729							
OG0059305																g20741							
OG0059306																g20750							
OG0059307																g20770							
OG0059308																g20788							
OG0059309																g20791							
OG0059310																g20827							
OG0059311																g20828							
OG0059312																g20942							
OG0059313																g20944							
OG0059314																g20955							
OG0059315																g20993							
OG0059316																g20995							
OG0059317																g21036							
OG0059318																g21050							
OG0059319																g21068							
OG0059320																g21077							
OG0059321																g21080							
OG0059322																g21133							
OG0059323																g38699							
OG0059324																g38704							
OG0059325																g38714							
OG0059326																g38717							
OG0059327																g38719							
OG0059328																g38765							
OG0059329																g38780							
OG0059330																g8293							
OG0059331																g8304							
OG0059332																g8317							
OG0059333																g8332							
OG0059334																g8404							
OG0059335																g8406							
OG0059336																g8407							
OG0059337																g8435							
OG0059338																g8445							
OG0059339																g8460							
OG0059340																g22521							
OG0059341																g22527							
OG0059342																g22533							
OG0059343																g22600							
OG0059344																g22609							
OG0059345																g49008							
OG0059346																g49009							
OG0059347																g49013							
OG0059348																g49028							
OG0059349																g49043							
OG0059350																g49059							
OG0059351																g49064							
OG0059352																g49074							
OG0059353																g49111							
OG0059354																g49148							
OG0059355																g49159							
OG0059356																g49164							
OG0059357																g21989							
OG0059358																g21999							
OG0059359																g22001							
OG0059360																g22015							
OG0059361																g22055							
OG0059362																g22073							
OG0059363																g22080							
OG0059364																g22090							
OG0059365																g22094							
OG0059366																g22123							
OG0059367																g22220							
OG0059368																g22256							
OG0059369																g22263							
OG0059370																g22272							
OG0059371																g22378							
OG0059372																g22401							
OG0059373																g22419							
OG0059374																g22426							
OG0059375																g22434							
OG0059376																g22453							
OG0059377																g22478							
OG0059378																g21407							
OG0059379																g21452							
OG0059380																g8933							
OG0059381																g8983							
OG0059382																g21189							
OG0059383																g21198							
OG0059384																g21201							
OG0059385																g21219							
OG0059386																g21253							
OG0059387																g21271							
OG0059388																g21285							
OG0059389																g21312							
OG0059390																g30016							
OG0059391																g30120							
OG0059392																g30567							
OG0059393																g30584							
OG0059394																g30589							
OG0059395																g30629							
OG0059396																g30657							
OG0059397																g30675							
OG0059398																g30682							
OG0059399																g30688							
OG0059400																g49191							
OG0059401																g49193							
OG0059402																g49213							
OG0059403																g48868							
OG0059404																g48872							
OG0059405																g48877							
OG0059406																g48880							
OG0059407																g48883							
OG0059408																g48904							
OG0059409																g48938							
OG0059410																g48958							
OG0059411																g48967							
OG0059412																g48972							
OG0059413																g48978							
OG0059414																g48981							
OG0059415																g30407							
OG0059416																g30414							
OG0059417																g30454							
OG0059418																g29861							
OG0059419																g29871							
OG0059420																g29882							
OG0059421																g29883							
OG0059422																g29893							
OG0059423																g29902							
OG0059424																g29905							
OG0059425																g29924							
OG0059426																g38603							
OG0059427																g38617							
OG0059428																g38629							
OG0059429																g38643							
OG0059430																g38649							
OG0059431																g38654							
OG0059432																g38658							
OG0059433																g38669							
OG0059434																g8874							
OG0059435																g8879							
OG0059436																g8593							
OG0059437																g20051							
OG0059438																g20059							
OG0059439																g20075							
OG0059440																g20080							
OG0059441																g20095							
OG0059442																g20098							
OG0059443																g20099							
OG0059444																g20111							
OG0059445																g20128							
OG0059446																g20134							
OG0059447																g7983							
OG0059448																g7985							
OG0059449																g30128							
OG0059450																g30142							
OG0059451																g48090							
OG0059452																g8237							
OG0059453																g8240							
OG0059454																g8829							
OG0059455																g9031							
OG0059456																g9044							
OG0059457																g9046							
OG0059458																g9052							
OG0059459																g48045							
OG0059460																g29973							
OG0059461																g29989							
OG0059462																g20891							
OG0059463																g38853							
OG0059464																g38858							
OG0059465																g30218							
OG0059466																g30256							
OG0059467																g8514							
OG0059468																g8515							
OG0059469																g8001							
OG0059470																g8690							
OG0059471																g8691							
OG0059472																g8752							
OG0059473																g8753							
OG0059474																g22153							
OG0059475																g22180							
OG0059476																g22214							
OG0059477																g8819							
OG0059478																g8032							
OG0059479																g8081							
OG0059480																g8086							
OG0059481																g8096							
OG0059482																g8140							
OG0059483																g8666							
OG0059484																g48678							
OG0059485																g48679							
OG0059486																g30716							
OG0059487																g20145							
OG0059488																g20171							
OG0059489																g20919							
OG0059490																g8476							
OG0059491																g8481							
OG0059492																g48738							
OG0059493																g48743							
OG0059494																g48754							
OG0059495																g48790							
OG0059496																g48809							
OG0059497																g8780							
OG0059498																g38814							
OG0059499																g48570							
OG0059500																g48598							
OG0059501																g48648							
OG0059502																g21144							
OG0059503																g20869							
OG0059504																g30341							
OG0059505																g20300							
OG0059506																g20309							
OG0059507																	CP1_g36395_DN2_SP0_c.t1						
OG0059508																	CP1_g36396_DN3_SP1_c.t1						
OG0059509																	CP1_g36443_DN2_SP0_c.t1						
OG0059510																	CP1_g36512_DN1_SP0_c.t1						
OG0059511																	CP1_g36705_DN1_SP0_c.t1						
OG0059512																	CP1_g36750_DN3_SP0_c.t1						
OG0059513																	CP1_g36786_DN2_SP0_c.t1						
OG0059514																	CP1_g36787_DN1_SP0_c.t1						
OG0059515																	CP1_g36788_DN3_SP0_c.t1						
OG0059516																	CP1_g36901_DN2_SP0_c.t1						
OG0059517																	CP1_g36963_DN1_SP0_c.t1						
OG0059518																	CP1_g36965_DN2_SP0_c.t1						
OG0059519																	CP1_g37009_DN2_SP0_c.t1						
OG0059520																	CP1_g37010_DN1_SP0_c.t1						
OG0059521																	CP1_g37023_DN3_SP8_c.t1						
OG0059522																	CP1_g37141_DN1_SP0_c.t1						
OG0059523																	CP1_g37234_DN3_SP0_c.t1						
OG0059524																	CP1_g37244_DN1_SP0_c.t1						
OG0059525																	CP1_g37318_DN2_SP0_c.t1						
OG0059526																	CP1_g37365_DN2_SP0_c.t1						
OG0059527																	CP1_g37397_DN2_SP0_c.t1						
OG0059528																	CP1_g37436_DN1_SP0_c.t1						
OG0059529																	CP1_g37556_DN3_SP0_c.t1						
OG0059530																	CP1_g37640_DN1_SP0_c.t1						
OG0059531																	CP1_g37641_DN1_SP0_c.t1						
OG0059532																	CP1_g37726_DN1_SP0_c.t1						
OG0059533																	CP1_g37759_DN1_SP0_c.t1						
OG0059534																	CP1_g37830_DN2_SP0_c.t1						
OG0059535																	CP1_g37852_DN1_SP0_c.t1						
OG0059536																	CP1_g37933_DN1_SP0_c.t1						
OG0059537																	CP1_g37963_DN1_SP0_c.t1						
OG0059538																	CP1_g37992_DN2_SP0_c.t1						
OG0059539																	CP1_g38057_DN1_SP0_c.t1						
OG0059540																	CP1_g38090_DN2_SP0_c.t1						
OG0059541																	CP1_g38143_DN2_SP0_c.t1						
OG0059542																	CP1_g38155_DN2_SP0_c.t1						
OG0059543																	CP1_g38189_DN2_SP0_c.t1						
OG0059544																	CP1_g38199_DN3_SP0_c.t1						
OG0059545																	CP1_g38208_DN1_SP0_c.t1						
OG0059546																	CP1_g38216_DN3_SP0_c.t1						
OG0059547																	CP1_g38241_DN1_SP0_c.t1						
OG0059548																	CP1_g38244_DN1_SP0_c.t1						
OG0059549																	CP1_g38247_DN1_SP0_c.t1						
OG0059550																	CP1_g38259_DN1_SP0_c.t1						
OG0059551																	CP1_g38263_DN2_SP0_c.t1						
OG0059552																	CP1_g38277_DN2_SP0_c.t1						
OG0059553																	CP1_g38345_DN1_SP0_c.t1						
OG0059554																	CP1_g38351_DN3_SP0_c.t1						
OG0059555																	CP1_g38357_DN1_SP0_c.t1						
OG0059556																	CP1_g38360_DN2_SP0_c.t1						
OG0059557																	CP1_g38391_DN1_SP0_c.t1						
OG0059558																	CP1_g38395_DN2_SP0_c.t1						
OG0059559																	CP1_g38417_DN2_SP0_c.t1						
OG0059560																	CP1_g38468_DN2_SP0_c.t1						
OG0059561																	CP1_g38490_DN3_SP0_c.t1						
OG0059562																	CP1_g38507_DN1_SP0_c.t1						
OG0059563																	CP1_g38508_DN2_SP0_c.t1						
OG0059564																	CP1_g38510_DN2_SP0_c.t1						
OG0059565																	CP1_g38539_DN1_SP0_c.t1						
OG0059566																	CP1_g38547_DN1_SP0_c.t1						
OG0059567																	CP1_g38607_DN1_SP0_c.t1						
OG0059568																	CP1_g38612_DN1_SP0_c.t1						
OG0059569																	CP1_g38662_DN2_SP0_c.t1						
OG0059570																	CP1_g38666_DN1_SP0_c.t1						
OG0059571																	CP1_g38669_DN2_SP0_c.t1						
OG0059572																	CP1_g38683_DN1_SP0_c.t1						
OG0059573																	CP1_g38703_DN3_SP0_c.t1						
OG0059574																	CP1_g38717_DN1_SP0_c.t1						
OG0059575																	CP1_g38893_DN3_SP0_c.t1						
OG0059576																	CP1_g38905_DN3_SP0_c.t1						
OG0059577																	CP1_g38908_DN3_SP0_c.t1						
OG0059578																	CP1_g38919_DN3_SP0_c.t1						
OG0059579																	CP1_g38940_DN2_SP0_c.t1						
OG0059580																	CP1_g38968_DN2_SP0_c.t1						
OG0059581																	CP1_g38970_DN1_SP0_c.t1						
OG0059582																	CP1_g39005_DN3_SP0_c.t1						
OG0059583																	CP1_g39006_DN3_SP0_c.t1						
OG0059584																	CP1_g39008_DN2_SP0_c.t1						
OG0059585																	CP1_g39027_DN2_SP0_c.t1						
OG0059586																	CP1_g39058_DN3_SP0_c.t1						
OG0059587																	CP1_g39059_DN2_SP0_c.t1						
OG0059588																	CP1_g39060_DN3_SP0_c.t1						
OG0059589																	CP1_g39066_DN2_SP0_c.t1						
OG0059590																	CP1_g39097_DN1_SP0_c.t1						
OG0059591																	CP1_g39127_DN1_SP0_c.t1						
OG0059592																	CP1_g39150_DN2_SP0_c.t1						
OG0059593																	CP1_g39158_DN1_SP0_c.t1						
OG0059594																	CP1_g39167_DN2_SP0_c.t1						
OG0059595																	CP1_g39181_DN3_SP0_c.t1						
OG0059596																	CP1_g39186_DN1_SP0_c.t1						
OG0059597																	CP1_g39222_DN2_SP0_c.t1						
OG0059598																	CP1_g39223_DN2_SP0_c.t1						
OG0059599																	CP1_g39291_DN2_SP0_c.t1						
OG0059600																	CP1_g39304_DN3_SP0_c.t1						
OG0059601																	CP1_g39335_DN3_SP0_c.t1						
OG0059602																	CP1_g39336_DN2_SP0_c.t1						
OG0059603																	CP1_g39340_DN3_SP0_c.t1						
OG0059604																	CP1_g39343_DN3_SP0_c.t1						
OG0059605																	CP1_g39383_DN1_SP0_c.t1						
OG0059606																	CP1_g39403_DN1_SP0_c.t1						
OG0059607																	CP1_g39414_DN1_SP0_c.t1						
OG0059608																	CP1_g39415_DN2_SP0_c.t1						
OG0059609																	CP1_g39459_DN3_SP0_c.t1						
OG0059610																	CP1_g39460_DN1_SP0_c.t1						
OG0059611																	CP1_g39478_DN1_SP0_c.t1						
OG0059612																	CP1_g39493_DN2_SP0_c.t1						
OG0059613																	CP1_g39494_DN2_SP0_c.t1						
OG0059614																	CP1_g39551_DN1_SP0_c.t1						
OG0059615																	CP1_g39587_DN2_SP0_c.t1						
OG0059616																	CP1_g39590_DN1_SP0_c.t1						
OG0059617																	CP1_g39592_DN1_SP0_c.t1						
OG0059618																	CP1_g39614_DN2_SP0_c.t1						
OG0059619																	CP1_g39694_DN2_SP0_c.t1						
OG0059620																	CP1_g39719_DN1_SP0_c.t1						
OG0059621																	CP1_g39744_DN2_SP0_c.t1						
OG0059622																	CP1_g39764_DN1_SP0_c.t1						
OG0059623																	CP1_g39792_DN3_SP0_c.t1						
OG0059624																	CP1_g39811_DN1_SP0_c.t1						
OG0059625																	CP1_g39828_DN1_SP0_c.t1						
OG0059626																	CP1_g39854_DN2_SP0_c.t1						
OG0059627																	CP1_g39885_DN2_SP0_c.t1						
OG0059628																	CP1_g39895_DN2_SP0_c.t1						
OG0059629																	CP1_g39896_DN2_SP0_c.t1						
OG0059630																	CP1_g39897_DN2_SP0_c.t1						
OG0059631																	CP1_g39914_DN1_SP0_c.t1						
OG0059632																	CP1_g39937_DN3_SP0_c.t1						
OG0059633																	CP1_g39947_DN1_SP0_c.t1						
OG0059634																	CP1_g39974_DN3_SP0_c.t1						
OG0059635																	CP1_g39975_DN1_SP0_c.t1						
OG0059636																	CP1_g39986_DN1_SP0_c.t1						
OG0059637																	CP1_g39994_DN2_SP0_c.t1						
OG0059638																	CP1_g40015_DN3_SP0_c.t1						
OG0059639																	CP1_g40019_DN1_SP0_c.t1						
OG0059640																	CP1_g40028_DN2_SP0_c.t1						
OG0059641																	CP1_g40120_DN2_SP0_c.t1						
OG0059642																	CP1_g40133_DN2_SP0_c.t1						
OG0059643																	CP1_g40144_DN3_SP0_c.t1						
OG0059644																	CP1_g40146_DN2_SP0_c.t1						
OG0059645																	CP1_g40200_DN2_SP0_c.t1						
OG0059646																	CP1_g40232_DN2_SP0_c.t1						
OG0059647																	CP1_g40279_DN1_SP0_c.t1						
OG0059648																	CP1_g40306_DN2_SP0_c.t1						
OG0059649																	CP1_g40309_DN1_SP0_c.t1						
OG0059650																	CP1_g40311_DN2_SP0_c.t1						
OG0059651																	CP1_g40340_DN1_SP0_c.t1						
OG0059652																	CP1_g40341_DN2_SP0_c.t1						
OG0059653																	CP1_g40354_DN1_SP0_c.t1						
OG0059654																	CP1_g40372_DN1_SP0_c.t1						
OG0059655																	CP1_g40412_DN2_SP0_c.t1						
OG0059656																	CP1_g40428_DN1_SP0_c.t1						
OG0059657																	CP1_g40442_DN2_SP0_c.t1						
OG0059658																	CP1_g40490_DN1_SP0_c.t1						
OG0059659																	CP1_g40574_DN1_SP0_c.t1						
OG0059660																	CP1_g40630_DN2_SP0_c.t1						
OG0059661																	CP1_g40631_DN1_SP0_c.t1						
OG0059662																	CP1_g40710_DN1_SP0_c.t1						
OG0059663																	CP1_g40711_DN3_SP0_c.t1						
OG0059664																	CP1_g40713_DN3_SP0_c.t1						
OG0059665																	CP1_g40762_DN1_SP0_c.t1						
OG0059666																	CP1_g40763_DN2_SP0_c.t1						
OG0059667																	CP1_g40821_DN2_SP0_c.t1						
OG0059668																	CP1_g40840_DN2_SP0_c.t1						
OG0059669																	CP1_g40929_DN3_SP0_c.t1						
OG0059670																	CP1_g40943_DN2_SP0_c.t1						
OG0059671																	CP1_g40973_DN2_SP0_c.t1						
OG0059672																	CP1_g40998_DN1_SP0_c.t1						
OG0059673																	CP1_g41001_DN1_SP0_c.t1						
OG0059674																	CP1_g41004_DN3_SP0_c.t1						
OG0059675																	CP1_g41006_DN1_SP0_c.t1						
OG0059676																	CP1_g41030_DN2_SP0_c.t1						
OG0059677																	CP1_g41040_DN3_SP0_c.t1						
OG0059678																	CP1_g41042_DN1_SP0_c.t1						
OG0059679																	CP1_g41043_DN2_SP0_c.t1						
OG0059680																	CP1_g41046_DN2_SP0_c.t1						
OG0059681																	CP1_g41058_DN1_SP0_c.t1						
OG0059682																	CP1_g41068_DN1_SP0_c.t1						
OG0059683																	CP1_g41072_DN2_SP0_c.t1						
OG0059684																	CP1_g41102_DN2_SP0_c.t1						
OG0059685																	CP1_g41104_DN1_SP0_c.t1						
OG0059686																	CP1_g41123_DN2_SP0_c.t1						
OG0059687																	CP1_g41128_DN2_SP0_c.t1						
OG0059688																	CP1_g41149_DN3_SP0_c.t1						
OG0059689																	CP1_g41160_DN1_SP0_c.t1						
OG0059690																	CP1_g41163_DN1_SP0_c.t1						
OG0059691																	CP1_g41170_DN1_SP0_c.t1						
OG0059692																	CP1_g41172_DN3_SP0_c.t1						
OG0059693																	CP1_g41208_DN2_SP0_c.t1						
OG0059694																	CP1_g41220_DN1_SP0_c.t1						
OG0059695																	CP1_g41221_DN1_SP0_c.t1						
OG0059696																	CP1_g41222_DN1_SP0_c.t1						
OG0059697																	CP1_g41233_DN2_SP0_c.t1						
OG0059698																	CP1_g41259_DN2_SP0_c.t1						
OG0059699																	CP1_g41260_DN2_SP0_c.t1						
OG0059700																	CP1_g41261_DN1_SP0_c.t1						
OG0059701																	CP1_g41264_DN1_SP0_c.t1						
OG0059702																	CP1_g41268_DN1_SP0_c.t1						
OG0059703																	CP1_g41272_DN1_SP0_c.t1						
OG0059704																	CP1_g41285_DN1_SP0_c.t1						
OG0059705																	CP1_g41290_DN2_SP0_c.t1						
OG0059706																	CP1_g41300_DN1_SP0_c.t1						
OG0059707																	CP1_g41329_DN2_SP0_c.t1						
OG0059708																	CP1_g41344_DN2_SP0_c.t1						
OG0059709																	CP1_g41356_DN3_SP0_c.t1						
OG0059710																	CP1_g41368_DN3_SP0_c.t1						
OG0059711																	CP1_g41387_DN1_SP0_c.t1						
OG0059712																	CP1_g41430_DN1_SP0_c.t1						
OG0059713																	CP1_g41437_DN1_SP0_c.t1						
OG0059714																	CP1_g41439_DN2_SP0_c.t1						
OG0059715																	CP1_g41452_DN1_SP0_c.t1						
OG0059716																	CP2_g47535_DN2_SP0_c.t1						
OG0059717																	CP2_g47556_DN2_SP0_c.t1						
OG0059718																	CP2_g47587_DN3_SP0_c.t1						
OG0059719																	CP2_g47600_DN2_SP0_c.t1						
OG0059720																	CP2_g47661_DN1_SP0_c.t1						
