Orthogroup	Brassica_napus	Cardamine_hirsuta
OG0006512	XP_013700383.1, XP_013739022.2, XP_013729076.2, XP_048610965.1, XP_013747386.2, XP_048630445.1, XP_013691484.1	CARHR128640
OG0006513	XP_013742711.1, XP_013687482.1, XP_013698860.2, XP_013663161.1	CARHR161820, CARHR117420
OG0006514	XP_048610184.1, XP_048633987.1, XP_013663157.1, XP_048597030.1	CARHR161880
OG0006515	XP_048592976.1, XP_013706232.2, XP_013700694.1, XP_013708402.2	CARHR164770
OG0006516	XP_048633911.1, XP_013742343.1, XP_048627925.1, XP_048610605.1, XP_013652725.1	CARHR165460
OG0006517	XP_013710399.2, XP_013692890.2	CARHR165470
OG0006518	XP_013659884.2, XP_048629201.1, XP_022563280.1, XP_013648007.2, XP_048592985.1	CARHR165990
OG0006519	XP_013663426.2, XP_013663291.2, XP_013742314.2, XP_013697524.1	CARHR166510
OG0006520	XP_013742196.1, XP_048633896.1, XP_013663309.2, XP_013663407.2	CARHR166700
OG0006521	XP_013706320.1, XP_013712601.1, XP_013748983.2	CARHR167480
OG0006522	XP_013712509.1	CARHR169110
OG0006523	XP_013670630.2, XP_013742069.1, XP_048620806.1, XP_048597277.1	CARHR000090
OG0006524	XP_048620817.1, XP_013710688.2, XP_022556625.1, XP_048634260.1	CARHR171070
OG0006525	XP_022570668.1, XP_013648424.2, XP_013691485.2, XP_013746340.2	CARHR171380
OG0006526	XP_022567803.2, XP_048616253.1, XP_013648478.2, XP_022544662.1, XP_013746319.2	CARHR172060
OG0006527	XP_022563398.2, XP_013663925.2, XP_013648492.1, XP_013740548.2, XP_013690509.2	CARHR172330
OG0006528	XP_022569406.1, XP_048634218.1, XP_013686311.1, XP_013648526.1, XP_013709616.3, XP_048597349.1	CARHR173270
OG0006529	XP_013741832.1, XP_013687205.1, XP_013709986.2, XP_048597363.1	CARHR291730
OG0006530	XP_013686136.2, XP_013736451.2, XP_013658481.1, XP_022543037.2	CARHR291720
OG0006531	XP_048609777.1, XP_013648531.1, XP_022567395.1, XP_048597370.1, XP_048597371.1, XP_013711393.2	CARHR291510
OG0006532	XP_048620261.1, XP_013745770.1, XP_048620534.1, XP_013698869.1, XP_013742713.1, XP_013687484.1	CARHR161830
OG0006533	XP_013662912.2, XP_048620502.1	CARHR161150
OG0006537	XP_022572921.2, XP_013681507.1	CARHR138920
OG0006538	XP_048627439.1, XP_048615940.1, XP_048617495.1, XP_048591587.1, XP_048631271.1, XP_013708658.1, XP_013718931.1	CARHR071280
OG0006540	XP_013708448.2, XP_013657566.2, XP_048621609.1, XP_013716265.2	CARHR007430
OG0006541	XP_013669937.2, XP_013651632.2, XP_013708420.2, XP_013722085.1, XP_013642270.2, XP_048612718.1	CARHR021490
OG0006542	XP_013658803.1, XP_013705685.2, XP_013701292.2, XP_013652287.1, XP_013652245.2, XP_013731631.1	CARHR061000
OG0006543	XP_013679621.1, XP_013739202.2, XP_013722773.2, XP_013731949.2	CARHR249650
OG0006544	XP_022559640.1, XP_013751683.1, XP_048635201.1, XP_048632524.1, XP_048609210.1	CARHR098610
OG0006545	XP_022554432.1, XP_013720663.1	CARHR130940, CARHR242740, CARHR094750
OG0006548	XP_048630165.1, XP_048630933.1, XP_048631559.1, XP_048629790.1, XP_048629792.1, XP_048629023.1, XP_048629049.1, XP_048629795.1, XP_048629798.1, XP_048629797.1, XP_048629026.1, XP_048628707.1, XP_048629563.1, XP_048628708.1, XP_048628704.1, XP_048628599.1, XP_048628706.1, XP_048628701.1, XP_048630998.1, XP_048630163.1, XP_048629559.1, XP_048627272.1, YP_005089943.1	CARHR281930
OG0006549	XP_048596775.1, XP_013740433.1, XP_013701026.1, XP_048618624.1, XP_013741428.2	CARHR229610
OG0006550	XP_013659653.1, XP_013695965.1	CARHR026720
OG0006552	XP_048593614.1	CARHR035280
OG0006552	XP_013682331.1, XP_048623478.1	CARHR159820
OG0006554	XP_048624459.1, XP_013728317.1, XP_013674482.2, XP_022552699.2, XP_013644859.1, XP_013693373.1	CARHR143700
OG0006556	XP_013668878.1, XP_013655380.2, XP_022571120.1, XP_013703783.2, XP_013737234.1	CARHR225350
OG0006557	XP_022551366.2, XP_048595932.1, XP_048610799.1	CARHR180930
OG0006558	XP_048636064.1	CARHR080600
OG0006558	XP_048596349.1, XP_022565728.1	CARHR255170
OG0006559	XP_013741626.2, XP_013741619.1, XP_048619192.1, XP_013701509.1, XP_013654889.2	CARHR237980
OG0006570	XP_048593675.1, XP_022554684.1, XP_013734582.1, XP_013696793.2	CARHR236300
OG0006571	XP_048593671.1, XP_013712050.1, XP_022559011.2, NP_001302600.1, XP_013707714.2	CARHR236400
OG0006572	XP_013703370.2, XP_013685578.1, XP_048601381.1, XP_013668247.2	CARHR236470
OG0006573	XP_013711504.1, XP_013656352.1, XP_013670978.2, XP_013670979.2, XP_013706840.1, XP_013685579.1	CARHR236520
OG0006574	XP_013681545.2, XP_013661493.2, XP_013676611.1, XP_048637503.1	CARHR236960
OG0006575	XP_013692396.2, XP_013670819.2, XP_013661494.2, XP_013681554.2	CARHR236990
OG0006576	XP_048637298.1, XP_013696961.1, XP_013681637.2, XP_048620474.1	CARHR237520
OG0006577	XP_013703989.1, XP_048620561.1, XP_013713949.1, XP_013667788.1	CARHR237850
OG0006578	XP_013644278.2, XP_022543520.2, XP_022552859.2, XP_048630525.1, XP_013725169.2	CARHR184150, CARHR053730
OG0006580	XP_013705427.2, XP_022562147.2, XP_022555894.2, XP_022545736.2	CARHR239070
OG0006581	XP_022561645.2, XP_013716728.1, XP_013652518.2, XP_013669766.1	CARHR239200
OG0006582	XP_022555893.2, XP_048594865.1, XP_022569279.2, XP_013670772.2	CARHR239310
OG0006583	XP_022572748.1, XP_013751272.1, XP_048636387.1, XP_013667479.2	CARHR111660, CARHR239890
OG0006584	XP_013697474.1, XP_013665316.2	CARHR240130
OG0006585	XP_048594847.1	CARHR240550, CARHR240540
OG0006586	XP_048614201.1, XP_013641845.2, XP_013664408.1, XP_013664627.1	CARHR019380
OG0006587	XP_013656287.2, XP_022555852.1, XP_048601164.1, XP_013661552.2	CARHR240660
OG0006589	XP_013735205.2, XP_013656012.2, XP_048619293.1, XP_022572765.2	CARHR241840
OG0006590	XP_013738410.2, XP_022562683.1, XP_013656208.1, XP_013656237.1	CARHR242010
OG0006591	XP_013657703.1, XP_013735221.2	CARHR133860
OG0006592	XP_013656174.2, XP_013666765.1, XP_048628412.1, XP_022569991.1, XP_013648908.1	CARHR242970
OG0006593	XP_013731041.1, XP_022550176.2, XP_048606326.1, XP_048594793.1	CARHR243150
OG0006594	XP_013724983.2, XP_022562711.1	CARHR243260
OG0006595	XP_013670604.2, XP_013731020.2, XP_013724995.2, XP_022572803.1	CARHR243270
OG0006596	XP_013717993.2, XP_013732491.1, XP_013670595.1, XP_013750351.1	CARHR243390
OG0006597	XP_013718079.2, XP_013718078.2	CARHR243560
OG0006598	XP_013644569.1, XP_048594561.1, XP_013691232.2, XP_048592544.1, XP_013722674.1	CARHR030560
OG0006599	XP_048635490.1, XP_048614479.1, XP_048635157.1, XP_013656878.1, XP_013662293.1	CARHR031900
OG0006600	XP_013671340.1, XP_013733804.1, XP_013741991.2, XP_013737190.1	CARHR223690
OG0006601	XP_048626204.1, XP_048623484.1, XP_013671361.1, XP_013655783.2	CARHR223450
OG0006602	XP_013741300.2, XP_013737342.2, XP_013721599.2, XP_013669899.2	CARHR223440
OG0006603	XP_013705506.1, XP_048632755.1, XP_013646639.1, XP_013731302.2	CARHR223140
OG0006604	XP_013683547.2, XP_013740514.1, XP_013680528.1, XP_013662092.2	CARHR130000
OG0006605	XP_022568423.1, XP_022548025.2	CARHR185500
OG0006606	XP_013657705.1, XP_013750851.1, XP_013693437.1, XP_013640982.2	CARHR009630
OG0006607	XP_013670174.1, XP_013748752.2, XP_048610621.1, XP_048595850.1, XP_013651543.1	CARHR283800
OG0006608	XP_048638077.1, XP_013653087.2, XP_013657763.1, XP_013750783.2	CARHR010650
OG0006609	XP_013672279.3, XP_013670394.1, XP_048601761.1	CARHR052240
OG0006610	XP_048638121.1, XP_048613946.1, XP_013712449.2, XP_013712364.2	CARHR011630
OG0006611	XP_048613951.1, XP_048638132.1, XP_013657437.1, XP_013662136.2	CARHR011710
OG0006612	XP_048594203.1, XP_013711553.1, XP_013641203.2, XP_013675412.2	CARHR012070
OG0006613	XP_013669455.2, XP_048614063.1, XP_048597676.1, XP_013712182.2	CARHR015620
OG0006614	XP_013714064.1, XP_048605117.1, XP_022551258.1, XP_013674496.1, XP_013714057.2, XP_022551257.1	CARHR143770
OG0006615	XP_013712923.1, XP_013699324.2, XP_013714105.1, XP_013670183.1	CARHR143950
OG0006616	XP_048619760.1, XP_013684754.1, XP_013729244.1, XP_013729222.2	CARHR144280
OG0006617	XP_048637226.1, XP_013705517.2, XP_013647320.1, XP_013740626.2, XP_022552738.1	CARHR145410
OG0006618	XP_013657358.1, XP_013677812.2, XP_013664668.2, XP_013712420.1	CARHR014240
OG0006619	XP_013641372.2, XP_013676299.1, XP_048627118.1, XP_013712286.2, XP_048621253.1, XP_013664661.2	CARHR014140
OG0006620	XP_013644800.2, XP_013750556.1, XP_013714527.2	CARHR146340
OG0006621	XP_048600321.1, XP_048602866.1, XP_013705352.1, XP_013647531.2	CARHR146620
OG0006622	XP_048624658.1, XP_022570852.1, XP_013677407.2, XP_013644822.1	CARHR146820
OG0006623	XP_013644745.1, XP_013705136.2, XP_013677529.1, XP_013721036.1	CARHR147370
OG0006624	XP_048631557.1, XP_048600486.1, XP_022560354.1, XP_013644741.2, XP_013706614.2, XP_048602883.1	CARHR147430
OG0006625	XP_013698472.1, XP_048631551.1, XP_013662306.1, XP_013644716.2, XP_013705708.2	CARHR147730
OG0006626	XP_013655410.2, XP_013711141.2, XP_013662305.1, XP_013698461.1, XP_048631552.1	CARHR147760
OG0006627	XP_013710607.1	CARHR148150
OG0006628	XP_013681198.2, XP_048628346.1, XP_048600635.1, XP_048618049.1, XP_048591351.1	CARHR148230
OG0006629	XP_048591332.1, XP_048618058.1, XP_013677548.2, XP_013697844.2	CARHR148900
OG0006630	XP_048600877.1, XP_048602932.1, XP_013703554.2, XP_048618060.1	CARHR148930, CARHR148920
OG0006631	XP_013697623.2, XP_013692197.2, XP_048618094.1, XP_013711222.2	CARHR149660
OG0006632	XP_013690116.1, XP_048591295.1, XP_013698075.2, XP_013692437.1	CARHR286700
OG0006634	XP_013659103.2, XP_022564926.2, XP_048630508.1, XP_048627525.1, XP_013675257.2	CARHR152240
OG0006635	XP_013719411.1, XP_048598784.1, XP_048607487.1, XP_013733641.1, XP_013640714.1	CARHR267880
OG0006636	XP_013685957.1, XP_013688306.1, XP_013751812.1, XP_048616489.1, XP_048616493.1	CARHR056500
OG0006637	XP_013722379.2, XP_048616147.1, XP_013698526.1, XP_022559682.1	CARHR056470
OG0006638	XP_013722374.1, XP_048591901.1, XP_013641942.2, XP_013703058.2	CARHR056380
OG0006639	XP_013744444.1, XP_013670908.1	CARHR109880
OG0006640	XP_013706946.1, XP_013722458.1, XP_013686316.2, XP_048630979.1, XP_013683660.2	CARHR274730
OG0006641	XP_048595684.1, XP_013664522.1, XP_013661508.2, XP_022568896.1	CARHR054140
OG0006642	XP_022569485.2, XP_013649298.2, XP_013648978.2, XP_013696853.1	CARHR212440
OG0006643	XP_013743483.2, XP_013672019.1, XP_048592934.1, XP_022567643.1	CARHR212620
OG0006644	XP_013686114.1, XP_013747682.1, XP_013661551.2, XP_013688462.1	CARHR047010
OG0006645	XP_013659334.1, XP_013673443.1	CARHR048260
OG0006646	XP_013716597.1, XP_013726431.1, XP_013673463.1, XP_048625913.1	CARHR048580
OG0006647	XP_013683634.2	CARHR135760
OG0006648	XP_048635995.1, XP_022575603.2, XP_013724076.3, XP_048612497.1	CARHR083410
OG0006649	XP_048600758.1, XP_013724134.2, XP_022575599.1, XP_048615288.1	CARHR083470
OG0006650	XP_013643267.1, XP_022561138.1, XP_048619344.1	CARHR243820
OG0006651	XP_048611859.1, XP_013724138.2, XP_048606145.1, XP_013736062.2	CARHR083650
OG0006652	XP_013707500.1, XP_013668322.1	CARHR084180, CARHR210200
OG0006653	XP_013736019.2, XP_013684607.1, XP_048635968.1, XP_013703757.1	CARHR084540
OG0006654	XP_048632326.1, XP_013672776.1, XP_013750225.2	CARHR085110
OG0006655	XP_013714647.1, XP_048613330.1, XP_013750329.1, XP_013750237.2	CARHR085330
OG0006656	XP_013750247.2, XP_013750344.1, XP_013714572.1, XP_013730876.2	CARHR085490
OG0006657	XP_048635933.1, XP_013750157.1, XP_013675196.1, XP_048609224.1	CARHR085600
OG0006658	XP_013647549.2, XP_013640204.2, XP_013640177.1	CARHR085590
OG0006659	XP_013750130.1, XP_022575517.2, XP_013719061.1, XP_013732104.2	CARHR085990
OG0006660	XP_048607921.1, XP_013673265.2, XP_022575496.2, XP_013750085.1	CARHR086200
OG0006661	XP_013708022.2, XP_013750092.1, XP_013644764.1, XP_013651954.1	CARHR086270
OG0006662	XP_013644776.1, XP_013648194.2, XP_013712477.1, XP_013750097.1	CARHR086370
OG0006663	XP_013676669.1, XP_013714074.2, XP_013640164.1, XP_013710444.1	CARHR086630
OG0006664	XP_013697708.2, XP_013648206.1, XP_013714909.1, XP_013646963.1	CARHR086710
OG0006665	XP_013646822.2, XP_022567038.2, XP_013648221.1, XP_013693309.1	CARHR086980
OG0006666	XP_013712308.1, XP_013730738.1, XP_022571835.1, XP_013684025.1	CARHR258780
OG0006667	XP_013730861.2, NP_001302619.1, XP_048605604.1, XP_013675995.1	CARHR192800
OG0006668	XP_013656503.1, XP_013735585.1, XP_013739604.2, XP_013671264.1	CARHR232380
OG0006669	XP_013682859.1, XP_013683307.1, XP_013671079.1, XP_013702961.2	CARHR257010, CARHR257000
OG0006670	XP_013708231.2, XP_048604064.1, XP_048598178.1	CARHR264080
OG0006671	XP_013702696.1, XP_013688309.1, XP_013714930.2, XP_013687506.2	CARHR265410
OG0006672	XP_013714262.1, XP_013687550.2, XP_013702352.1	CARHR265520
OG0006673	XP_013710479.1, XP_013687878.2, XP_013662781.1	CARHR266150
OG0006674	XP_013715613.2, XP_022551722.2, XP_013710116.1, XP_013726797.2	CARHR266130
OG0006675	XP_013715030.2, XP_048604525.1, XP_013682790.2, XP_022570427.2	CARHR266520
OG0006676	XP_013733529.1, XP_013733892.2, XP_048624710.1, XP_013730839.2	CARHR267380
OG0006677	XP_013714574.1, XP_013666774.1	CARHR266980
OG0006678	XP_048598771.1, XP_013719409.1, XP_048607516.1, XP_048603132.1	CARHR267710
OG0006679	XP_022548713.1, XP_022566733.1	CARHR267750, CARHR267760
OG0006680	XP_022548976.1, XP_013719358.1, XP_013640715.1, XP_013733631.1	CARHR267860
OG0006681	XP_013719363.1, XP_048598789.1, XP_013675665.1, XP_013717134.1	CARHR267970
OG0006682	XP_048624588.1, XP_048598799.1, XP_048607407.1, XP_048608293.1, XP_013646825.1	CARHR268350
OG0006684	XP_013714543.2, XP_013666908.1, XP_013686889.1, XP_048621019.1	CARHR269050
OG0006685	XP_048624670.1, XP_048598841.1, XP_048608262.1, XP_022569866.2	CARHR269670
OG0006686	XP_048603088.1, XP_013685206.2, XP_013677517.1, XP_013666989.2	CARHR270180
OG0006687	XP_013667042.1, XP_013712703.1, XP_013684566.2, XP_048608214.1, XP_048628815.1	CARHR270930
OG0006688	XP_013667054.1, XP_013698109.1, XP_013732972.1, XP_013682605.2	CARHR271070
OG0006689	XP_013740321.1, XP_022566625.1, XP_013665825.1	CARHR271280
OG0006690	XP_013693855.1, XP_013656868.1	CARHR271400
OG0006691	XP_013707033.2, XP_013644252.1, XP_022547388.2, XP_048625604.1	CARHR184440
OG0006692	XP_048625840.1, XP_013674566.1, XP_048625198.1, XP_013666230.1, XP_013706050.1, XP_013712665.1	CARHR200470
OG0006693	XP_022554484.1, XP_022566397.2, XP_013728218.1, XP_013674556.2	CARHR200520
OG0006694	XP_013668031.2, XP_013667992.1, XP_013752219.1, XP_013728244.1	CARHR200630
OG0006695	XP_013668020.1, XP_013720806.2, XP_013716135.2, XP_013752193.1	CARHR200690
OG0006696	XP_013666123.2, XP_013731649.2, XP_048602758.1, XP_013712410.2	CARHR202700
OG0006697	XP_013726515.2, XP_048598387.1, XP_013701925.1	CARHR202800
OG0006698	XP_048603629.1, XP_013712370.1, XP_048602766.1, XP_013680285.1, XP_048607842.1	CARHR203130
OG0006699	XP_013653520.1, XP_048598406.1	CARHR203190
OG0006700	XP_013715557.2, XP_013722876.1, XP_048625230.1, XP_013726807.2, XP_013680300.1	CARHR203540
OG0006702	XP_022549482.2, XP_022569883.2	CARHR204130
OG0006703	XP_013680340.1, XP_048625081.1, XP_048623104.1	CARHR204460
OG0006704	XP_048602690.1, XP_013692801.2, XP_013680354.1, XP_022566585.2	CARHR204670
OG0006705	XP_013680479.1, XP_048625018.1, XP_013715472.1, XP_048623117.1	CARHR204840
OG0006706	XP_048623133.1, XP_013715721.1, XP_048603228.1, XP_048602682.1, XP_013680374.1, XP_013680414.2	CARHR205120
OG0006707	XP_013715745.2, XP_048623161.1, XP_013718994.1, XP_048603174.1	CARHR129310, CARHR036390, CARHR205500
OG0006708	XP_048622101.1, XP_013655804.1, XP_013721644.1, XP_013671329.1	CARHR223840
OG0006709	XP_013655815.2, XP_013733315.1, XP_013676834.1, XP_013721654.2	CARHR223920
OG0006710	XP_048637988.1, XP_048601400.1, XP_013737296.2, XP_022572492.2	CARHR224350
OG0006711	XP_022561926.1, XP_013737295.2, XP_013725815.2, XP_013711203.1	CARHR224390
OG0006712	XP_013737266.2, XP_013707592.2, XP_013723453.2, XP_022574246.2	CARHR224780
OG0006713	XP_013655970.2, XP_013726864.1, XP_048618889.1, XP_013718927.1, XP_013655995.2	CARHR224810
OG0006714	XP_013737244.2, XP_048618893.1, XP_022574234.1, XP_013719829.1	CARHR224980
OG0006715	XP_048601442.1, XP_048638345.1, XP_048632809.1, XP_013703780.2	CARHR225330
OG0006716	XP_022561692.2, XP_048627625.1, XP_013741350.2, XP_048601462.1, XP_013727873.1	CARHR225860
OG0006717	XP_013678617.1, XP_048629697.1, XP_013672684.1, XP_013730083.1	CARHR226090
OG0006718	XP_013680796.2, XP_013718491.3, XP_048629932.1, XP_013740528.1, XP_013669110.1, XP_013670310.1	CARHR226450
OG0006719	XP_013718500.1, XP_022549922.1, XP_022546535.1, XP_013746929.2, XP_013715964.1	CARHR226500
OG0006720	XP_013640524.1, XP_013661806.2, XP_013687235.2, XP_022576168.1	CARHR178080
OG0006721	XP_048631600.1, XP_013717493.2, XP_048632907.1, XP_013672014.1, XP_013660923.2	CARHR227090
OG0006722	XP_048595941.1, XP_013668718.1, XP_013717434.1, XP_013741398.2, XP_048631605.1	CARHR227150
OG0006723	XP_013742006.1, XP_013737313.1, XP_013721563.2, XP_013676836.1	CARHR223890
OG0006724	XP_013669699.3, XP_022546601.1, XP_022572589.2, XP_013717210.1	CARHR228120
OG0006725	XP_013647043.1, XP_048601566.1	CARHR228470
OG0006726	XP_013654831.1, XP_013685753.1, XP_013642962.1, XP_013664729.1	CARHR228630
OG0006727	XP_013702616.2, XP_013682678.3, XP_013672082.1	CARHR229600
OG0006728	XP_013697315.2, XP_013738530.1, XP_013694106.1, XP_048618845.1	CARHR230800
OG0006729	XP_048618874.1, XP_013731006.1, XP_013738557.1, XP_013655491.1	CARHR230840
OG0006730	XP_048597189.1, XP_048600056.1	CARHR231010
OG0006731	XP_048619019.1, XP_013739158.2	CARHR231160
OG0006732	XP_048619039.1, XP_022571853.2, XP_013738749.2, XP_013671476.2	CARHR231210
OG0006733	XP_013671492.2, XP_013710272.2, XP_013737711.2, XP_048619049.1	CARHR231380
OG0006734	XP_013710277.2, XP_013671495.2, XP_022561948.1, XP_013737713.2	CARHR231420
OG0006735	XP_013737714.2, XP_022561439.2, XP_013671496.2, XP_013710263.2	CARHR231430
OG0006736	XP_013738031.1, XP_013644244.1, XP_013669928.2, XP_048597375.1	CARHR231530
OG0006737	XP_048619051.1, XP_013738028.2, XP_013671506.2, XP_048597387.1	CARHR231550
OG0006738	XP_013663765.1, XP_048637025.1, XP_013639904.1, XP_013717441.1, XP_013717442.1	CARHR033170
OG0006739	XP_013715149.2, XP_013712169.1, XP_048596195.1, NP_001303102.1, XP_048615450.1	CARHR034560
OG0006740	XP_022566521.1, XP_013657272.1, XP_013723275.2, XP_013646686.2	CARHR138110, CARHR018930
OG0006741	XP_013693701.2, XP_013703985.1, XP_048627982.1, XP_048604965.1, XP_022571218.2	CARHR035790
OG0006742	XP_013640831.2, XP_013701953.1	CARHR035520
OG0006743	XP_013641532.2, XP_013749582.1, XP_013675203.2, XP_013659346.1	CARHR015750
OG0006744	XP_022575198.1, XP_048615081.1	CARHR037240, CARHR037230
OG0006745	XP_048593584.1, XP_013698719.1, XP_048599491.1, XP_013698411.3	CARHR036820
OG0006746	XP_048606845.1, XP_013656968.1	CARHR027340
OG0006747	XP_013716260.2	CARHR007400
OG0006748	XP_048619254.1, XP_013738000.2, XP_013644226.2, XP_013644239.2	CARHR231610
OG0006749	XP_022559120.2, XP_048596090.1, XP_013653229.2, XP_022570682.1	CARHR027210
OG0006750	XP_013718811.2, XP_048599498.1, XP_013667425.2, XP_022559156.1	CARHR036510
OG0006751	XP_013685419.1, XP_013662503.1, XP_013727915.1	CARHR027280
OG0006752	XP_013653137.1, XP_048593082.1, XP_013732475.2	CARHR110570
OG0006753	XP_013651563.2, XP_013690796.1, XP_048593906.1, XP_013685405.1	CARHR027990
OG0006754	XP_048626639.1, XP_048593895.1, XP_022555673.1, XP_048592596.1, XP_048619600.1	CARHR028440
OG0006755	XP_013662630.1, XP_013697720.1, XP_022555674.1, XP_013656905.1, XP_048593896.1	CARHR028460
OG0006756	XP_013695501.1, XP_013655100.2	CARHR028500
OG0006758	XP_013662604.2, XP_022548377.1, XP_013656853.1, XP_013656838.1	CARHR029130
OG0006759	XP_022555538.1, XP_013655073.1, XP_013708355.1, XP_048596582.1	CARHR029330
OG0006760	XP_013656812.2, XP_013712940.1, XP_013662476.1, XP_048614693.1	CARHR029700
OG0006761	XP_013739530.2, XP_013656805.2, XP_013732822.1, XP_048592566.1	CARHR029820
OG0006762	XP_013703849.2, XP_013703725.1	CARHR030170
OG0006763	XP_013659419.1, XP_013644576.1, XP_013689314.2, XP_048618740.1, XP_013718327.2	CARHR030360
OG0006764	XP_013733033.1, XP_013654945.2, XP_022561475.1, XP_048622909.1	CARHR244050
OG0006765	NP_001302785.1, NP_001303112.1, XP_022575255.2, XP_013704798.2	CARHR244620
OG0006766	XP_013681456.2, XP_048607539.1, XP_013655026.2, XP_013705350.1, XP_048634241.1, XP_013665385.2	CARHR244960
OG0006767	XP_048634204.1, XP_048601005.1, XP_013685616.2, XP_013656627.1	CARHR245080
OG0006768	XP_022550138.2	CARHR245500
OG0006769	XP_048593794.1, XP_022575350.1, XP_022550134.2, XP_013723018.2	CARHR245580, CARHR153410
OG0006770	XP_048600964.1, XP_013682869.2, XP_013728989.2, XP_013703201.1	CARHR246000
OG0006771	XP_013706857.1, XP_013656588.1, XP_013723044.1, XP_048630499.1, XP_013707614.1, XP_013728998.1	CARHR246050
OG0006772	XP_048631043.1, XP_022555726.1, XP_048593802.1, XP_013723016.2, XP_048633874.1	CARHR246240
OG0006773	XP_022563698.2, XP_013664153.1	CARHR113830
OG0006774	XP_048621022.1, XP_022548125.2, XP_013671394.2, XP_048633563.1	CARHR113260
OG0006775	XP_013712646.2	CARHR112140
OG0006776	XP_013644909.1, XP_013707485.2, XP_022555695.1, XP_013656671.2	CARHR247860
OG0006777	XP_013705104.2, XP_013644896.1	CARHR294340
OG0006778	XP_013656761.2, XP_048606265.1, XP_022553321.2, NP_001302568.1	CARHR294190
OG0006779	XP_013716038.1, XP_013731126.2	CARHR039250, CARHR040050
OG0006780	XP_048592861.1, XP_048616553.1, XP_048633360.1, XP_013725646.1	CARHR291840
OG0006781	XP_022556123.2, XP_048629645.1, XP_048610512.1, XP_013659520.2, XP_013747305.1	CARHR129620
OG0006782	XP_013712255.1, XP_048631943.1	CARHR259850
OG0006783	XP_013696653.1, XP_013706390.2, XP_013711231.2, XP_048617179.1	CARHR035410
OG0006784	XP_048631198.1, XP_048608430.1, XP_013744904.2, XP_013730198.1, XP_013730200.1	CARHR128290
OG0006785	XP_013719916.2, XP_013719261.1	CARHR127900
OG0006786	XP_013698621.1, XP_013744376.1	CARHR181250
OG0006787	XP_013686058.2, XP_022552045.1, XP_013726647.1	CARHR181320, CARHR181400
OG0006788	XP_022568972.2, XP_013742058.1, XP_013648260.1, XP_022559665.2	CARHR181860
OG0006789	XP_013750918.2, XP_048614240.1, XP_048632188.1, XP_022559413.1	CARHR076880
OG0006790	XP_048596820.1, XP_013686579.1, XP_013693260.2, XP_048624315.1	CARHR260920
OG0006791	XP_013742143.2, XP_013718626.1, XP_048632000.1, XP_013661261.2	CARHR255330
OG0006792	XP_013743435.1, XP_013718628.2, XP_013697709.2, XP_013675698.1	CARHR254810
OG0006793	XP_013713049.1, XP_013718554.2	CARHR254670
OG0006794	XP_048624302.1, XP_048596785.1	CARHR254650
OG0006795	XP_048596777.1, XP_013714912.1, XP_048612748.1, XP_048630801.1, XP_013675814.1	CARHR254460
OG0006796	XP_013744451.1, XP_048630803.1, XP_048612721.1, XP_048596763.1, XP_013713995.2	CARHR254160
OG0006797	XP_013740826.2, XP_022571889.2, XP_013670284.2, XP_013659501.1	CARHR253030
OG0006798	XP_013662013.2, XP_013712474.1	CARHR252750
OG0006799	XP_048595224.1, XP_013731428.1, XP_048632042.1	CARHR252020
OG0006800	XP_013730313.1, XP_013713935.1, XP_022548401.2, XP_013723716.2, XP_048619712.1	CARHR178780
OG0006801	XP_048637400.1, XP_013675678.1, XP_013730315.1, XP_013659414.2, XP_013714251.1	CARHR178570
OG0006802	XP_013743142.1, XP_013728710.1, XP_013706783.1, XP_013738195.2	CARHR235300
OG0006803	XP_013677923.2, XP_013677922.1, XP_022571437.1, XP_013705546.1	CARHR176140
OG0006804	XP_013677162.1, XP_013706597.1, XP_048616104.1, XP_022563881.1, XP_048637368.1	CARHR175740
OG0006805	XP_048628978.1, XP_013718656.1, XP_013732823.2, XP_013695246.2, XP_013703717.1	CARHR174890
OG0006806	XP_013718727.1, XP_048616336.1, XP_013743295.1, XP_013661940.1	CARHR174800
OG0006807	XP_013707405.1, XP_013695984.2, XP_013677231.2, XP_013695822.3	CARHR174760
OG0006808	XP_048616376.1, XP_013675597.1, XP_048637353.1, XP_013707420.1, XP_048624423.1	CARHR174700
OG0006809	XP_013695898.1, XP_048628843.1, XP_013706369.1, XP_013698213.1, XP_013677289.2	CARHR174590
OG0006810	XP_013705197.1, XP_013695432.2, XP_013675045.2, XP_048615024.1	CARHR174340
OG0006811	XP_013723881.1, XP_013734708.1, XP_013698513.1, XP_013744798.2	CARHR132550
OG0006812	XP_013697027.1, XP_013705158.2, XP_013695423.2	CARHR173710
OG0006813	XP_048604222.1, XP_013660262.1, XP_013697419.2, XP_013704045.1	CARHR173580
OG0006814	XP_048625851.1, XP_013670135.2	CARHR109230
OG0006815	XP_013691019.2, XP_013661786.1, XP_013701856.1	CARHR102100
OG0006816	XP_013727280.1, XP_013689239.2, XP_048632562.1, XP_013744778.1	CARHR101460
OG0006817	XP_048607052.1, XP_048632559.1	CARHR101030
OG0006817	XP_013654395.1, XP_048632980.1	CARHR101020
OG0006818	XP_013711591.2, XP_013719847.1, XP_013742938.2, XP_013664126.2	CARHR218740
OG0006821	XP_013668469.1, XP_013664765.1	CARHR216030
OG0006822	XP_013654701.1, XP_013714177.1, XP_048601860.1, XP_048631107.1	CARHR221390
