Orthogroup	Brassica_napus	Noccaea_praecox
OG0005661	XP_048598349.1, XP_013720803.1, XP_013726110.2, XP_013653794.1	Np003G138390
OG0005662	XP_013680450.2, XP_048602730.1, XP_048627459.1, XP_013712476.1, XP_048602726.1, XP_013668077.1, XP_013687391.1	Np003G137930
OG0005663	XP_048603392.1, XP_013689121.2	Np003G135470
OG0005664	XP_013715185.2, XP_022549480.2, XP_013692735.1, XP_013675784.2	Np003G135350
OG0005665	XP_048598469.1, XP_048623127.1, XP_022563242.2, XP_013718937.1	Np003G134320
OG0005666	XP_048594644.1, XP_013654736.2, XP_022573734.1, XP_013671335.1, XP_048632766.1, XP_022562908.1	Np005G296070
OG0005667	XP_048619965.1, XP_013742013.1, XP_013737316.1	Np005G294900
OG0005668	XP_013677287.2, XP_013695909.1, XP_048618369.1, XP_048596631.1, XP_048624426.1	Np001G033800
OG0005669	XP_013690413.3, XP_048627585.1, XP_013715779.2, XP_013672691.1, XP_013730601.2	Np003G150580, Np005G290050
OG0005670	XP_013672699.1, XP_013734336.2	Np005G289850
OG0005671	XP_048607338.1, XP_013733042.2, XP_013734338.1, XP_013660892.2, XP_013733965.1	Np005G289220
OG0005672	XP_048620946.1, XP_048627573.1, XP_013717495.1, XP_013660894.1, XP_013733936.1	Np005G289180
OG0005673	XP_013737367.1, XP_013698812.2	Np005G287590
OG0005674	XP_048618563.1, XP_013717156.2, XP_013734007.1, XP_013672053.2	Np005G285680
OG0005675	XP_048596799.1, XP_013733973.1, XP_022568943.2, XP_013669145.1, XP_013669147.1, XP_013669146.1	Np005G284870
OG0005676	XP_013737617.2, XP_048618990.1	Np005G284740
OG0005677	XP_048600061.1, XP_013671842.2	Np005G283400
OG0005678	XP_048612555.1, XP_013674779.1, XP_013714960.1, XP_013708243.1	Np004G208730
OG0005679	XP_013683646.1, XP_013660671.1, XP_048622012.1, XP_022563268.2	Np004G200480
OG0005680	XP_013677031.1, XP_013656945.2, XP_048596072.1, XP_013677584.1, XP_013653251.2, XP_013692400.1	Np004G211210
OG0005681	XP_013697148.1, XP_048596041.1	Np004G212460
OG0005682	XP_013695302.1, XP_013659668.1	Np004G212660
OG0005683	XP_013659420.1, XP_013644577.1, XP_048592546.1, XP_013718295.1, XP_013712457.1, XP_013686663.1	Np004G214780
OG0005684	XP_013656465.2, XP_048607204.1	Np005G267210
OG0005685	XP_013654949.1, XP_013724004.1, XP_048634378.1, XP_013744151.1	Np005G267730
OG0005686	XP_013705434.1, XP_013639942.1, XP_048634290.1, XP_048634285.1, XP_013665577.2	Np005G268060
OG0005687	XP_048634121.1, XP_048600994.1, XP_013685624.2, XP_013656619.2, XP_048608883.1	Np005G268640
OG0005688	XP_013743649.1, XP_013688374.2, XP_048597459.1, XP_013712412.1	Np006G367840
OG0005689	XP_013685562.1, XP_013656586.2, XP_013692779.1, XP_013707495.1, XP_013728828.1, XP_022550123.2	Np005G269750
OG0005690	XP_048631047.1, XP_022555725.1, XP_013656579.2, XP_013704817.2	Np005G262730
OG0005691	XP_013706421.2, XP_013738563.1, XP_048593814.1	Np005G262190
OG0005692	XP_048619410.1, XP_013654995.2, XP_013726730.2, XP_048606305.1, XP_013669413.2, XP_013665138.2	Np005G262030
OG0005693	XP_048590871.1, XP_013705660.3, XP_048600939.1, XP_048633549.1, XP_048593821.1, XP_013675096.2	Np005G261590
OG0005694	NP_001303105.1, XP_013706243.3	Np005G261580
OG0005695	XP_013647725.2, XP_022560779.2	Np005G313420
OG0005696	XP_022546228.2, XP_048611397.1	Np006G340360
OG0005696	XP_022554641.1, XP_048615043.1, XP_022546640.2	Np004G218170
OG0005697	XP_013701517.2, XP_013662110.2, XP_013744655.1, XP_048636579.1, XP_048629149.1, XP_022567685.2	Np006G340780
OG0005698	XP_013734258.2, XP_013701924.1, XP_048609516.1, XP_013744892.2	Np006G342480
OG0005699	XP_013651719.1, XP_013647573.1, XP_048626983.1, XP_048623492.1, XP_013744363.1	Np001G041570
OG0005700	XP_013679449.2, XP_013706622.1	Np003G139680
OG0005701	XP_048615379.1, XP_048595933.1, XP_022564816.2, XP_048623491.1	Np001G041660
OG0005702	XP_013665939.2, XP_013701103.2	Np004G201440
OG0005703	XP_013736630.2, XP_048612697.1	Np003G182130
OG0005705	XP_048612907.1	Np001G037160
OG0005706	XP_013677051.1	Np001G037170
OG0005707	XP_013662908.2, XP_048623099.1, XP_013732784.1, XP_013697192.2	Np004G191870, Np001G036590
OG0005708	XP_048624954.1, XP_022548491.2	Np001G035400
OG0005709	XP_048603860.1, XP_013718730.2, XP_048618348.1, XP_013698139.2, XP_022548481.1, XP_048624418.1	Np001G034520
OG0005710	XP_013713016.1, XP_013728297.2, XP_013715802.1, XP_013697015.2, XP_013695375.2, XP_013706672.2	Np001G031850
OG0005711	XP_013697041.2, XP_048604220.1, XP_013728296.1, XP_013693710.2, XP_013703636.1	Np001G031880
OG0005712	XP_048637329.1, XP_013703654.2	Np001G032150
OG0005712	XP_013728330.1, XP_048624452.1	Np008G429020
OG0005713	XP_013716017.2, XP_022565855.1, XP_013728331.1, XP_013697087.2	Np001G032120
OG0005714	NP_001302632.1, XP_048633294.1	Np005G310540
OG0005715	XP_013680939.1, XP_048628131.1, XP_013674921.1, XP_013682375.2, XP_048610671.1, XP_013729442.2	Np005G309260
OG0005716	XP_022563707.1, XP_048602114.1, XP_013664760.1	Np004G201840, Np005G304340
OG0005717	XP_013741138.1, XP_013686568.1, XP_013681216.1	Np007G381580
OG0005718	XP_048608694.1, XP_013734908.1, XP_022544251.1, XP_013691814.1, XP_013747519.1	Np006G320950
OG0005719	XP_048611300.1, XP_048608691.1, NP_001303065.1, XP_048635404.1, XP_013747536.2	Np006G321250
OG0005720	XP_013681632.2, XP_013691178.1, XP_013751983.1, XP_013690890.2	Np006G321520
OG0005721	XP_022574710.2, XP_013707962.2, XP_048634803.1, XP_048611282.1	Np006G322350
OG0005722	XP_048610350.1, XP_013747615.1	Np006G322610
OG0005723	XP_013708863.3, XP_013711519.2	Np006G322750, Np006G325560
OG0005724	XP_048591641.1, XP_048616222.1, XP_013711548.1, XP_013663903.1	Np001G067640
OG0005725	XP_013740650.1, XP_013725841.1	Np006G323900
OG0005726	XP_013648422.1, XP_022570665.2, XP_013741976.2, XP_013692760.2	Np001G066820
OG0005727	XP_013690809.1, XP_013752180.1, XP_013688291.2, XP_013749641.2	Np006G324220
OG0005728	XP_013686648.2, XP_022574769.1, XP_048631795.1, XP_013680815.2, XP_048611254.1, XP_013665710.2	Np006G324980
OG0005729	XP_022574616.2, XP_022547561.2, XP_048620814.1	Np001G065970
OG0005730	XP_013725404.1, XP_013687954.2, XP_013740641.1, XP_013680872.1	Np006G325390
OG0005731	XP_013682376.2, XP_013725427.1, XP_048611233.1	Np006G325780
OG0005732	XP_013686124.1, XP_013691978.2	Np006G325800, Np006G332310
OG0005733	XP_013688771.1, XP_013751055.2, XP_022553829.1, XP_013679492.3	Np006G326950
OG0005734	XP_013690532.1, XP_013660086.2, XP_013717391.1, XP_013692782.1, XP_022574055.1, XP_013683819.2	Np006G327090
OG0005735	XP_013744990.2, XP_013687879.1, XP_013724372.1, XP_013683761.2	Np006G328370
OG0005736	XP_013687818.2, XP_013744954.2	Np006G330070
OG0005737	XP_013725348.2, XP_013746231.1, XP_013729806.2, XP_013668264.2	Np003G126170
OG0005738	XP_013728838.2, XP_013735567.2, XP_022568379.2, XP_048607709.1, XP_013725288.1	Np003G126460
OG0005739	XP_013678164.2, XP_048602116.1, XP_013678015.1, XP_013737460.2, XP_013659119.2	Np001G013800
OG0005740	XP_013643989.2, XP_013643785.2	Np001G013810
OG0005741	XP_048602430.1, XP_013721986.1, XP_013663184.2, XP_048599093.1	Np003G147550
OG0005742	XP_048599083.1, XP_013736363.1, XP_013676023.1, XP_013730718.1	Np003G147830
OG0005743	XP_013723613.1, XP_013737186.1, XP_022542985.2	Np004G195820
OG0005744	XP_013722009.2	Np003G149030
OG0005745	XP_013740250.1, XP_013681596.1, XP_013721922.1, XP_013667259.1, XP_022568720.1	Np003G149090
OG0005746	XP_013734955.1, XP_013667206.2, XP_013682231.1, XP_013715836.2	Np003G150250
OG0005747	XP_013716006.2, XP_013712830.2, XP_022567067.1, XP_048623312.1, XP_013667190.2	Np003G150540
OG0005748	XP_013733385.2, XP_013733380.2, XP_048602511.1, XP_013680053.2, XP_013724002.2	Np003G150650
OG0005749	XP_013681331.2, XP_048602546.1, XP_048598991.1, XP_048623289.1	Np003G151600
OG0005750	XP_013715853.1, XP_013682165.2, XP_013665850.1, XP_013692966.1	Np003G151930
OG0005751	XP_013747005.2, XP_022560550.1, XP_048608181.1, XP_013682396.1	Np006G351010, Np003G153820
OG0005752	XP_013706397.1, XP_013661277.1, XP_013643211.1, XP_013712362.2, XP_048616492.1, XP_048603237.1, XP_013701151.1	Np001G005300
OG0005753	XP_048613393.1, XP_013705631.1, XP_013659219.2	Np001G005240
OG0005754	XP_013665905.2, XP_013700728.2, XP_013643128.1, XP_048606623.1	Np001G004250
OG0005755	XP_048630964.1, XP_022554032.2, XP_013711546.2, XP_022564748.2, XP_048625796.1	Np001G004140
OG0005756	XP_013709522.2, XP_013741713.2, XP_013675433.1, XP_048603270.1, XP_013647063.1, XP_013723095.1	Np001G003460
OG0005757	XP_013652796.1, XP_013659235.2, XP_013646744.2, XP_013691099.1	Np001G000990
OG0005758	XP_013661325.1, XP_013652805.1	Np001G000850
OG0005759	XP_048595110.1, XP_048625460.1, XP_048632104.1, XP_048605955.1	Np003G189080
OG0005760	XP_048605971.1, XP_013735262.2, XP_013731261.2, XP_048624493.1	Np003G189340
OG0005761	XP_013735304.2, XP_013684326.1, XP_022570683.1, XP_048625467.1	Np003G188830
OG0005762	XP_048625471.1, XP_022571039.1, XP_013735312.2, XP_013684339.2	Np003G188740, Np005G320100
OG0005763	XP_013680982.1, XP_022573329.2, XP_048626425.1, XP_013722854.1, XP_013726319.1	Np003G187790
OG0005764	XP_013650794.1, XP_013698253.2, XP_013644111.1	Np003G186170
OG0005765	XP_048595210.1, XP_013740804.2, XP_013727749.2	Np003G185430
OG0005766	XP_022555062.2, XP_013735442.2, XP_048595218.1, XP_013731448.1	Np003G185300
OG0005767	XP_048623518.1, XP_022548406.2, XP_013685709.1, XP_013706582.1	Np001G040020
OG0005768	XP_013712955.3, XP_022564779.2, XP_013705157.2, XP_013723711.1	Np001G040080
OG0005769	XP_013697876.2, XP_022547232.2	Np004G256470
OG0005770	XP_048595969.1, XP_048623515.1, XP_013706429.1, XP_013706438.2, XP_013682372.1, XP_013707638.1	Np001G040370
OG0005771	XP_013752298.1, XP_013646790.2, XP_048616398.1, XP_013671306.1, XP_013744510.1	Np006G345200, Np009G432010
OG0005772	XP_022556036.1, XP_013744496.1	Np009G432000, Np009G432020, Np006G345210
OG0005773	XP_013748654.1	Np006G357230
OG0005774	XP_048608392.1, XP_013734098.1, XP_013689066.2, XP_013752376.3	Np006G355940
OG0005775	XP_048636808.1, XP_013748818.2, XP_013643603.2, XP_013707428.1	Np006G352490
OG0005776	XP_048630343.1, XP_048608359.1, XP_013744276.1, XP_013643607.2, XP_013726066.1, XP_048628462.1, XP_022556295.1	Np006G351820
OG0005777	XP_013734918.2, XP_022567649.2, XP_013647691.2	Np006G359970
OG0005778	XP_013746598.1, XP_013744328.1, XP_013740462.1, XP_013713828.1, XP_013687464.1	Np006G355230
OG0005779	XP_022570589.1, XP_048608718.1, XP_013726728.2, XP_013651802.2, XP_013691293.2	Np006G358780
OG0005780	XP_013744005.1, XP_013742467.1, XP_048631866.1, XP_048605379.1	Np006G361240
OG0005781	XP_013740721.1, XP_013732553.1, XP_013651731.1	Np006G361220
OG0005782	XP_013707701.1, XP_022572761.1, XP_013735163.2, XP_048601147.1, XP_013656259.2, XP_048594835.1	Np005G263380
OG0005783	XP_022547040.1, XP_013708524.2	Np006G362530
OG0005784	XP_048604227.1, XP_013666047.2, XP_048625161.1, XP_013727539.1, XP_022576037.2	Np003G140880
OG0005787	XP_048601999.1, XP_048633246.1, XP_048632158.1, XP_013735685.2, XP_013735684.2	Np007G423540
OG0005789	XP_013747912.2, XP_048615123.1, XP_013747670.2, XP_048613589.1	Np007G422300
OG0005790	XP_048605200.1, XP_022545377.2, XP_048609498.1	Np001G014180
OG0005791	XP_048626170.1, XP_013648020.1, XP_048628822.1	Np007G416780
OG0005792	XP_048615348.1, XP_048636038.1, XP_048630082.1, XP_048630088.1, XP_048600822.1	Np007G416560, Np007G416590
OG0005793	XP_022571494.1, XP_013644005.1, XP_013684673.2, XP_048606101.1, XP_048600823.1, XP_013640821.1	Np007G416430
OG0005794	XP_013640803.2, XP_013640812.1	Np007G416330
OG0005795	XP_048600037.1, XP_013701338.2, XP_013696522.2, XP_013750587.2	Np007G415270
OG0005796	XP_013717384.1, XP_013726594.1, XP_048612095.1, XP_013672341.1, XP_013750957.2	Np002G118090
OG0005797	XP_013697586.2, XP_013684634.2, XP_022555172.1, XP_013724125.2, XP_048600801.1	Np007G414980
OG0005798	XP_013698345.1, XP_013750485.2, XP_013648131.1, XP_013736103.2	Np007G414420
OG0005799	XP_013692914.1, XP_013747679.2, XP_048611153.1, XP_013687730.2	Np006G331640
OG0005800	XP_013734527.1, XP_013716989.2, XP_013748063.1, XP_013693885.1	Np006G332080
OG0005801	XP_048611065.1, XP_022574096.2, XP_013692063.2, XP_013748342.2	Np006G337110
OG0005802	XP_013744849.1, XP_013677129.1, XP_013748299.2	Np006G333730
OG0005803	XP_048611041.1, XP_013690853.1, XP_013740533.1, XP_013752452.2, XP_013752266.2, XP_013669891.1	Np006G338210
OG0005804	XP_013737884.1, XP_048633953.1, XP_013678326.2, XP_013661171.2	Np001G056360
OG0005805	XP_013744744.2, XP_048629495.1, XP_013680626.1, XP_013686667.2, XP_013748336.2	Np006G337410
OG0005806	XP_048636508.1, XP_013692331.2, XP_013689136.2, XP_048631657.1, XP_013723937.1	Np006G336930
OG0005807	XP_013706643.1, XP_048611070.1, XP_013723948.2, XP_048629515.1, XP_013689143.2	Np006G336830
OG0005808	XP_013745094.1, XP_013702647.1, XP_013748227.2, XP_013707775.1	Np006G335750
OG0005809	XP_013745114.1, XP_013702680.1, XP_013706905.1, XP_048631688.1, XP_013703396.1, XP_013748254.2	Np006G335080
OG0005810	XP_013748248.2, XP_013707410.1, XP_013734675.2, XP_013707251.1	Np006G335200
OG0005811	XP_013701889.2, XP_013745102.2, XP_022574897.2, XP_013748244.3, XP_013734676.2, NP_001303027.1	Np006G335360
OG0005812	XP_022564402.2, XP_048594129.1, XP_013659555.2, XP_013710826.1	Np004G240990
OG0005813	XP_013662678.1, XP_013641662.1, XP_048614136.1, XP_013658516.3, XP_013659701.2, XP_048614134.1, XP_013641663.2, XP_013646627.2	Np004G239900
OG0005814	XP_013662684.1, XP_013641659.1	Np004G239840
OG0005815	XP_013660472.2, XP_013641629.1, XP_013682929.1, XP_013708088.1, XP_013710225.1, XP_013710332.1	Np004G239560
OG0005816	XP_013710224.1, XP_013680944.2, XP_013646619.1, XP_048614150.1	Np004G239420
OG0005817	XP_048597627.1, XP_048621149.1, XP_013641589.1, XP_013744555.1	Np004G239040
OG0005818	XP_013701892.2, XP_013649594.1, XP_013648835.2, XP_048616013.1	Np002G081500
OG0005819	XP_013715915.1, XP_013675602.1	Np002G090400, Np002G090490
OG0005819	XP_048591552.1	Np004G238190
OG0005820	XP_013651670.1, XP_013694104.1, XP_013646707.1, XP_013713989.1, XP_013746545.1, XP_048594052.1	Np004G235880
OG0005821	XP_013705644.1, XP_013653432.1	Np004G235030
OG0005822	XP_048638488.1, XP_013642233.1, XP_013704127.1, XP_048622437.1, NP_001303119.1	Np004G234880
OG0005823	XP_013643815.1, XP_013653389.2, XP_048594016.1, XP_013728292.1, XP_013695293.2, XP_013642372.1	Np004G233340
OG0005824	XP_022567902.1, XP_013722066.1, XP_013651604.2, XP_013663812.1	Np004G232150
OG0005825	XP_022544517.2, XP_048618647.1, XP_013662880.1, XP_048593980.1, XP_022546004.2	Np004G230170
OG0005826	XP_013693489.2, XP_048626846.1, XP_013662824.1, XP_013710964.1, XP_013732632.2	Np004G229760
OG0005827	XP_022552053.2, XP_013662851.1	Np004G229110
OG0005828	XP_022576034.1, XP_013727616.1, XP_048629815.1, XP_048625155.1, XP_013667858.2	Np003G140970
OG0005829	XP_013721639.2, XP_013653223.2, XP_013685339.2, XP_048593922.1	Np004G210380
OG0005830	XP_013657167.1, XP_013663220.1	Np004G210270
OG0005831	XP_048619059.1, XP_013741515.1, XP_013690450.1, XP_013739210.1, XP_013723546.1, XP_013723982.1	Np005G282270
OG0005832	XP_013667816.2, XP_013748013.1, XP_013709878.1, XP_013664006.2	Np006G363520, Np006G363560, Np006G363600
OG0005833	XP_048600127.1, XP_013739590.2, XP_013704063.2, XP_013657000.1	Np005G281400
OG0005834	XP_013707281.2, XP_013656999.1, XP_013671268.1, XP_013739617.2	Np005G281290
OG0005835	XP_013740175.1	Np006G343700, Np005G280910
OG0005836	XP_048630002.1, XP_048597431.1, XP_013711463.2, XP_013743754.2, XP_013743864.1	Np006G366360
OG0005837	XP_048633637.1, XP_048612334.1	Np006G366630
OG0005838	XP_013662196.2, XP_013708035.2, XP_013677758.1, XP_013661617.1	Np004G241340
OG0005839	XP_013677775.2, XP_013657405.1, XP_013730965.2, XP_022563202.1, XP_022558854.1, XP_048638262.1	Np004G241760
OG0005840	XP_013707826.1, XP_013664675.1, NP_001303195.1, XP_013641360.2, XP_013657364.1, XP_013677803.2	Np004G242870
OG0005841	XP_013692981.1, XP_048638149.1	Np004G243740
OG0005842	XP_013657316.1, XP_013677844.2, XP_013702540.1, XP_048597748.1	Np004G244740
OG0005843	XP_013707824.1, XP_013693036.2	Np004G244920
OG0005844	XP_013707993.1, XP_048597753.1, XP_013697715.2, XP_013745407.2, XP_022543873.1, XP_048614698.1	Np004G245260
OG0005845	XP_013655283.2, XP_013675224.1, XP_048613986.1, XP_048638195.1, XP_022563731.2, XP_048597761.1	Np004G245650
OG0005846	NP_001302563.1, XP_013711797.2, XP_013677881.1, XP_013657479.1, XP_048638198.1, XP_013698339.2	Np004G245770
OG0005847	XP_048621304.1, XP_013710245.2, XP_013710056.1, XP_013657466.2	Np004G246210
OG0005848	XP_048622311.1, XP_013657446.2, XP_048597775.1, XP_048621319.1, XP_048613953.1, XP_013696673.2	Np004G246600
OG0005849	XP_048613943.1, XP_013645409.2, XP_013712293.2, XP_013712248.1	Np004G247240
OG0005851	XP_048638082.1, XP_048613918.1, XP_048613920.1	Np002G105500, Np004G248160
OG0005852	XP_013653089.1, XP_013645709.1, XP_013657762.1, XP_013750787.2	Np004G248250
OG0005853	XP_013698453.1, NP_001303208.1, XP_022569926.1, XP_048597816.1	Np004G248950, Np001G001110
OG0005854	XP_013713929.1, XP_013716374.2, XP_048593499.1, XP_013695611.1, XP_013640986.2	Np004G249550
OG0005856	XP_013712942.2, XP_013670563.1	Np004G250610
OG0005857	XP_013654565.3	Np004G250960
OG0005858	XP_013710477.1, XP_013646474.2, XP_048594251.1	Np004G251420
OG0005859	XP_013711858.2, XP_013641155.1, XP_013657573.1, XP_013729525.1	Np004G251740
OG0005860	XP_048613824.1, XP_013716275.2, XP_048621398.1, XP_013716273.2, XP_048621399.1	Np004G251980
OG0005861	XP_048621416.1, XP_013716528.2, XP_013657531.1, XP_013694290.2, XP_048599466.1	Np004G252550
OG0005862	XP_048599376.1, XP_013666455.2, XP_048594310.1, XP_013720524.1, XP_048607512.1, XP_048611267.1, XP_048636070.1	Np004G255510
OG0005863	XP_048599375.1, XP_048613688.1, XP_048597913.1, XP_013720426.1, XP_022547258.2	Np004G255540
OG0005864	XP_048621962.1, XP_048599201.1	Np004G255620
OG0005865	XP_013664870.1, XP_048622069.1, XP_022563761.1, XP_013695911.2, XP_013695678.2, XP_013719230.2	Np004G257360
OG0005866	XP_013666378.1, XP_013673015.1, XP_013647731.2, XP_048627084.1, XP_013695254.1, XP_048607681.1	Np004G258040
OG0005867	XP_048608579.1, XP_048627077.1, XP_013703325.2, XP_048627650.1, XP_048617822.1, XP_048617823.1, XP_013697818.2, XP_013666351.2	Np004G258430
OG0005868	XP_048637320.1, XP_048620346.1, XP_013653604.2, XP_013666295.1	Np004G259280
OG0005869	XP_013727909.2, XP_013714694.1	Np003G141450
OG0005870	XP_013714614.2, XP_022565938.1	Np003G141260
OG0005871	XP_013714878.1, XP_048625154.1, XP_022549269.1, XP_013662409.1	Np003G141020
OG0005872	XP_013682588.1, XP_048598259.1, XP_013659605.1, NP_001303187.1, NP_001302793.1	Np003G142000
OG0005873	XP_048625103.1, XP_013667782.2, XP_048602338.1, XP_013662342.1, XP_013728854.1, XP_013728332.2	Np003G142550
OG0005874	XP_013666028.1, XP_013720912.1, XP_048602350.1, XP_013686319.1	Np003G142960
OG0005875	XP_022555105.1, XP_013649788.2, XP_013683098.2, XP_013722358.1	Np003G144850
OG0005876	XP_013730171.2, XP_013727740.2, XP_022551541.2	Np003G146290, Np003G146050
OG0005877	XP_013729934.2, XP_022565611.1, XP_013682047.2, XP_013682037.2, XP_048630920.1, XP_048608027.1, XP_048608028.1	Np003G147000
OG0005878	XP_048595320.1, XP_013643890.2, XP_013703793.2	Np001G015300
OG0005879	XP_013644131.1, XP_013644064.2, XP_048595306.1, XP_022568433.1	Np001G016130
OG0005880	XP_013644072.2, XP_013644140.1, XP_013660812.3, XP_022568420.1	Np001G016280
OG0005881	XP_013644078.1, XP_013706307.1, XP_022548002.2, XP_013660818.3, XP_013699332.2, XP_013642768.3	Np001G016460
OG0005882	XP_013699459.2, XP_048602991.1, XP_048618172.1, XP_048591195.1	Np001G016780
OG0005883	XP_013644332.2, XP_048591216.1, XP_013660749.2, XP_013724315.1	Np001G017220
OG0005884	XP_013727319.1, XP_013667384.3	Np003G140570
OG0005885	XP_048624469.1, XP_013719025.2, XP_013737860.1, XP_048598559.1	Np003G130430, Np007G403650
OG0005886	XP_013644016.1, XP_013643771.2, XP_013737467.2, XP_013660857.2	Np001G013450
OG0005887	XP_013660980.2, XP_013660983.2, NP_001302889.1, XP_013643707.2, XP_013675859.1	Np001G012210
OG0005888	XP_013661028.2, XP_013661019.1, XP_022543375.2, XP_013643465.2	Np001G011050
OG0005889	XP_013707024.1, XP_013736973.1, XP_013742277.2, XP_013678234.2, XP_013677616.2, XP_013661071.1	Np001G009730
OG0005890	XP_048603217.1, XP_013678255.1, XP_013741166.1, XP_013736925.1, XP_013724255.1	Np001G009220
OG0005891	XP_048603311.1, XP_013683508.2, XP_013661111.1, XP_048626662.1, XP_022565745.1	Np001G007700
OG0005892	XP_013731611.1, XP_013748535.1	Np001G047190
OG0005893	XP_013697587.2, XP_013661183.2, XP_048628563.1, XP_013642922.2, XP_048606687.1	Np001G006920
OG0005894	XP_013737726.2, XP_048598937.1, XP_013682702.1, XP_048603009.1	Np003G154130
OG0005895	XP_013682778.1, XP_013683549.2, XP_048624027.1	Np003G154170
OG0005896	XP_013713915.2, XP_048598120.1, XP_013670005.2, XP_013682408.2, XP_013682409.1	Np003G154300
OG0005897	XP_013680591.1, XP_013732256.1, XP_013713919.2, XP_013713712.2	Np003G154370
OG0005898	XP_013682419.1, XP_013732187.1, XP_013682798.2, XP_013683589.2	Np003G154540
OG0005900	XP_013683734.1, XP_013713749.2, XP_013722219.1, XP_013716576.1, XP_013732007.1, XP_048608191.1	Np003G154770
OG0005901	XP_013663031.1, XP_013662934.2, XP_013647410.2, XP_013740551.2	Np001G053270
OG0005902	XP_013646931.1, XP_048632448.1, XP_013674329.2, XP_048596975.1, XP_048619502.1, XP_048632700.1	Np001G051860
OG0005903	XP_013726095.1, XP_013652820.1, XP_013696863.1, XP_048638557.1, XP_013745125.2, XP_013749845.1	Np001G050180
OG0005904	XP_048608839.1, XP_022543202.1, XP_013742226.1, XP_013705069.1, XP_048627397.1, XP_013737732.1	Np001G048080
OG0005905	XP_048590733.1, XP_048605725.1	Np004G200690
OG0005907	XP_013716721.2, XP_013651398.1, XP_048591854.1	Np002G088150
OG0005908	XP_013701241.1, XP_013728851.2	Np002G086170
OG0005909	XP_013673632.1	Np002G083590
OG0005910	XP_013670215.2, XP_013652344.1, XP_013691674.1, XP_013691381.1	Np002G083200
OG0005911	XP_013718961.1, XP_013700198.2, XP_013652094.2, XP_013695997.2, XP_013696018.1	Np002G073960
OG0005912	XP_013646849.1, XP_013665648.1, XP_013643823.1, XP_013722086.1, XP_013743828.1	Np002G075060
OG0005913	XP_013674885.1, XP_013718783.1, XP_013721145.1, XP_013652113.1, XP_013717864.1, XP_048617445.1	Np002G076470
OG0005914	XP_013717815.1, XP_013698864.1, XP_048614011.1, XP_013648770.1, XP_013721140.1	Np002G076820
OG0005915	XP_013649916.1, XP_013699323.1, XP_013648911.1, XP_013652121.1, XP_013671075.1, XP_013693184.2	Np002G078210
OG0005916	XP_048591737.1, XP_013682530.2, XP_048613806.1, XP_048613783.1, XP_022568253.1	Np002G078570, Np004G251650
OG0005917	XP_013700637.2, XP_013652412.2, XP_013674873.1, XP_013726508.1, XP_013682505.1	Np002G079040
OG0005918	XP_013641572.1, XP_022559617.1, XP_013731195.2, XP_013710128.2, XP_013680654.1, XP_048629929.1, XP_013710796.2	Np004G238960
OG0005919	XP_013650141.1, XP_013651315.2, XP_013694019.1, XP_013737426.1, XP_013640489.1	Np002G073200
OG0005920	XP_013685899.1, XP_048592349.1, XP_013676783.1, XP_048626327.1, XP_013694075.1	Np002G073130
OG0005921	XP_048603416.1, XP_013725889.1, XP_013650324.2, XP_013727031.1	Np002G071280
OG0005922	XP_048612071.1, XP_013714927.1, XP_013694579.1	Np004G227770
OG0005923	XP_013662204.2, XP_013749748.1, XP_013708456.2, XP_048638296.1	Np004G240980
OG0005924	XP_013677558.1, XP_013695860.2, XP_022567377.1, XP_013673189.1, XP_013681465.1, XP_013640073.1	Np007G408420
OG0005925	XP_022550982.1, XP_013673224.1, XP_048635871.1, XP_013668246.1	Np007G407920
OG0005926	XP_013686375.1, XP_013686376.1, XP_013684809.1, XP_022564780.1, XP_022575469.2	Np007G406520
OG0005927	XP_048635806.1, XP_048612916.1, XP_048600904.1, XP_022550957.1, XP_022555654.2	Np007G405280
OG0005928	XP_022550950.1, XP_022543819.2, XP_013719685.1, XP_048635802.1, XP_013677243.1	Np007G405100
OG0005929	XP_048636940.1, XP_013742803.1, XP_013707403.2, XP_013672320.1, XP_022545452.2	Np004G193570
OG0005930	XP_013698918.1, XP_013744842.1	Np004G194220
OG0005931	XP_048635658.1, XP_048614423.1, XP_013639968.1, XP_013707228.1, XP_013728168.1	Np007G392790
OG0005932	XP_013675277.2, XP_048600507.1, XP_013656045.1, XP_013736488.1, XP_022561043.1, XP_022576079.1	Np007G394310
OG0005933	XP_013713900.1, XP_013699278.1	Np007G387470
OG0005934	XP_013721327.2, XP_048635385.1, XP_048628681.1	Np007G396950
OG0005935	XP_013684912.1, XP_048632478.1, XP_013721256.1, XP_048628649.1, XP_048635347.1	Np007G397690
OG0005936	XP_013640886.1, XP_013697877.2, XP_013697424.1, XP_048628355.1, XP_048635302.1	Np007G399230
OG0005937	XP_013640349.2, XP_013702376.2, XP_022558354.1, XP_048630321.1, XP_013718132.2	Np007G380840
OG0005938	XP_013751559.2, XP_013729891.2, XP_013683727.1, XP_048627833.1	Np007G383100
OG0005939	XP_013751568.2, XP_022556691.1, XP_013683726.1, XP_048627838.1, XP_013647913.2	Np007G383110
OG0005940	XP_013674410.1	Np007G383460
OG0005941	XP_013653030.1, XP_013750555.1, XP_013648092.1, XP_013672471.2	Np007G384990
OG0005942	XP_022544368.2, XP_013653016.2, XP_013732912.2, XP_048592693.1	Np007G385460
