Orthogroup	Brassica_napus	Eutrema_salsugineum
OG0007985	XP_048594111.1, XP_013711060.2	XP_006416785.1
OG0007986	XP_013723335.2, XP_022542955.2, XP_013664590.2, XP_048621126.1	XP_006416664.1
OG0007987	XP_013657283.2, XP_013681823.1, XP_013664605.2, XP_048621115.1	XP_006416616.1
OG0007988	XP_013723373.2, XP_013641813.2, XP_013727076.2, XP_013657279.1	XP_006416629.1
OG0007989	XP_048638389.1, XP_048614185.1, XP_013664604.2, XP_013723278.2	XP_006416611.1
OG0007990	XP_048638390.1	XP_024008378.1
OG0007991	XP_013657264.2, XP_013683026.2, XP_013641825.2	XP_006416600.1
OG0007992	XP_013657256.2, XP_022566518.1, XP_013749390.1, XP_013749391.1, XP_013664616.1	XP_024008156.1
OG0007993	XP_013749389.1, XP_013664618.1, XP_013641840.2, XP_013723324.2	XP_006416581.1
OG0007994	XP_013728138.1, XP_013657246.2, XP_013641848.2, XP_013715628.1	XP_006416559.1
OG0007995	XP_013746710.1, XP_013657225.2, XP_013641905.2, XP_013698187.1	XP_024009192.1
OG0007996	XP_013728092.1, XP_013657224.2, XP_048638443.1, XP_048612645.1	XP_006416520.1
OG0007997	XP_013641890.2, XP_013697739.1, XP_013664651.2, XP_048621080.1	XP_006416504.1
OG0007998	XP_048638455.1, XP_013697857.2, XP_013746585.1, XP_013737956.2	XP_006416501.1
OG0007999	XP_013737944.2, XP_048622428.1, XP_013711937.2, XP_013641925.1	XP_024008790.1
OG0008000	XP_013729481.1, XP_048594046.1, XP_013711780.2, XP_048638464.1	XP_006416456.1
OG0008001	XP_013705167.2	XP_024008596.1
OG0008002	XP_022558930.1, XP_013729989.1, XP_013741497.2, XP_013727411.2	XP_006416424.1
OG0008003	XP_013705318.1, XP_013653452.1, XP_048638473.1, XP_013646751.2	XP_024008838.1
OG0008004	XP_013743391.1, XP_013711968.2, XP_013717645.1, XP_048638493.1	XP_006416357.1
OG0008005	XP_013717856.1, XP_022560849.1	XP_006390197.1
OG0008006	XP_013651635.1, XP_048618554.1, XP_022556852.1	XP_024008985.1
OG0008007	XP_048612733.1, XP_013671973.2, XP_048619615.1, XP_048592735.1	XP_006416313.1
OG0008008	XP_013642336.2, XP_013671986.1, XP_013643825.1	XP_006416300.1
OG0008009	XP_013686457.2, XP_013722058.2, XP_022543073.2, XP_013642338.2	XP_006416298.1
OG0008010	XP_013650065.2, XP_013688401.2, XP_048591721.1, XP_013681367.2	XP_006390122.1
OG0008011	XP_013653400.1, XP_013643824.1, XP_022556935.2, XP_013642341.2	XP_006416295.1
OG0008012	XP_013697526.1, XP_013642347.2, XP_048622459.1, XP_048594020.1	XP_006416287.1
OG0008013	XP_048638526.1, XP_013697630.1, XP_013666545.2, XP_013643820.1	XP_006416279.1
OG0008014	XP_013691275.1, XP_013651608.2, XP_048612782.1, XP_048596947.1	XP_006416216.1
OG0008015	XP_013693545.2, XP_013742512.1	XP_006416209.1
OG0008016	XP_013639983.2, XP_048596939.1	XP_006416193.1
OG0008017	XP_048622485.1, XP_013730522.1, XP_013706500.2, XP_013697469.2	XP_006416180.1
OG0008018	XP_013725935.1, XP_048614918.1, XP_013727256.1, XP_013707451.2	XP_024008538.1
OG0008019	XP_013662881.1, XP_013698330.2, XP_013653330.2, XP_048618652.1	XP_006416083.1
OG0008020	XP_022556416.2, XP_048614949.1, XP_013693490.2, XP_013710965.1, XP_013732637.2	XP_006416055.1
OG0008021	XP_022570516.1, XP_013657221.2, XP_013696584.2, XP_022546729.1	XP_006416012.1
OG0008022	XP_013657117.2, XP_048606774.1, XP_013642092.1, XP_013693112.1	XP_006415890.1
OG0008023	XP_013708799.2, XP_013690339.2, XP_013642093.1, XP_013698042.1	XP_006415888.1
OG0008024	XP_013708554.2, XP_013662799.1, XP_013657125.1, XP_013657190.1	XP_006415880.1
OG0008025	XP_022568093.1, XP_013649128.2, XP_013698829.2, XP_013649295.2	XP_006391178.1
OG0008026	XP_013653264.2, XP_013726910.1, XP_048617817.1, XP_013662675.1, XP_013662560.1	XP_006415810.1
OG0008027	XP_013698258.2, XP_013662536.2	XP_006415780.1
OG0008028	XP_013663213.1, XP_013657155.1, XP_013721611.1, XP_013653283.2	XP_006415781.1
OG0008029	XP_013657164.1, XP_013659837.1, XP_013721541.1	XP_006415762.1
OG0008030	XP_048600083.1, XP_048597482.1	XP_024005869.1
OG0008031	XP_013738019.1, XP_013644233.2, XP_013671525.2, XP_048597458.1	XP_024005402.1
OG0008032	XP_013656487.2, XP_013723591.1, XP_013671537.2, XP_013739105.2	XP_006413447.1
OG0008033	XP_013737989.2, XP_013644220.2, XP_013692636.2, XP_048597585.1	XP_006413422.1
OG0008034	XP_048619302.1, XP_013644216.2, XP_013739290.2, XP_013692386.2	XP_006413415.1
OG0008035	XP_013739633.1, XP_013641386.2, XP_048619445.1, XP_013705982.2	XP_006413350.1
OG0008036	NP_001302784.1, NP_001302774.1, XP_013656997.1	XP_006413338.1
OG0008037	XP_048597936.1, XP_013670612.2	XP_006413325.1
OG0008038	XP_013740148.1, XP_013736654.2, XP_048619084.1, XP_013656988.1	XP_006413318.1
OG0008039	XP_013740139.1, XP_048600143.1, XP_013703785.2, XP_013656987.1	XP_006413316.1
OG0008040	XP_013741592.1, XP_013705399.2, XP_013669956.1, XP_013741524.2	XP_006413024.1
OG0008041	XP_013711900.1, XP_013656389.2, XP_013738036.2, XP_013671657.1, XP_048600264.1	XP_006413011.1
OG0008042	XP_013683878.2, XP_013734988.2	XP_006405047.1
OG0008043	XP_013747039.1, XP_048633670.1, XP_013659074.1, XP_013660045.1	XP_024014058.1
OG0008044	XP_048633652.1, XP_013747028.1	XP_024014336.1
OG0008045	XP_013664106.2, XP_048620987.1, XP_013743659.2, XP_048612316.1	XP_006404820.1
OG0008046	XP_013682476.2, XP_013726397.1, XP_013649749.2, XP_013649709.2	XP_006390444.1
OG0008047	XP_013708386.1, XP_013666848.2, XP_013746954.2, XP_013690593.1	XP_006404740.1
OG0008048	XP_013711069.1, XP_048597465.1, XP_013746953.2, XP_013691463.1	XP_006404739.1
OG0008049	XP_013688345.2, XP_048633595.1, XP_013666840.2, XP_013711808.2	XP_024014143.1
OG0008050	XP_048633583.1, XP_048612279.1, XP_013664152.2, XP_048621010.1	XP_024014338.1
OG0008051	XP_048633578.1, NP_001302826.1, XP_013708009.1, XP_048594932.1	XP_006404717.1
OG0008052	XP_013716996.1, XP_048612251.1	XP_024014287.1
OG0008053	XP_013660934.2, XP_013712253.2, XP_013717066.1, XP_013672517.1	XP_006404640.1
OG0008054	XP_013710448.2, XP_013659152.2	XP_006404634.1
OG0008055	XP_013717103.2, XP_013743530.1, XP_013660958.2, XP_013712236.2	XP_006404595.1
OG0008056	XP_013743519.1, XP_013717083.2, XP_013711924.1, XP_048597505.1	XP_006404570.1
OG0008057	XP_013664317.1, XP_013712245.1	XP_006404566.1
OG0008058	XP_048633537.1, XP_048612218.1, XP_013664311.2, XP_013711840.1	XP_006404553.1
OG0008059	XP_048597675.1, XP_048621210.1, XP_013737001.1, XP_013672675.2	XP_006416943.1
OG0008060	XP_013708101.2, XP_013752100.2, XP_048638278.1, XP_013672670.2	XP_006416950.1
OG0008061	XP_022576450.2, XP_048614060.1, XP_013736992.2, XP_013659549.2, XP_013708193.2	XP_006416952.2
OG0008062	XP_048638270.1	XP_006416961.1
OG0008063	XP_048614050.1, XP_048638264.1, XP_048621221.1, XP_048597684.1	XP_006416971.2
OG0008064	XP_013695743.2, XP_048597690.1, XP_022543884.1, XP_013696212.1	XP_024008475.1
OG0008065	XP_048614023.1, XP_013646565.1, XP_022567657.1, XP_013664710.3	XP_006417012.1
OG0008066	XP_013677802.2, XP_013657370.1, XP_048597707.1, XP_013674730.1	XP_006417062.1
OG0008067	XP_013673152.2, XP_013641355.2, XP_048621237.1, NP_001302833.1	XP_006417067.1
OG0008068	XP_013664659.1, XP_013708735.1, XP_013641375.2, XP_013676303.2	XP_006417097.1
OG0008069	XP_022563306.2, XP_013641236.2, XP_013695504.3	XP_006417151.1
OG0008070	XP_013657332.1, XP_013677831.2, XP_048613966.1, XP_013646514.2	XP_006417163.1
OG0008071	XP_013698054.1, XP_048638171.1, XP_013657331.2, XP_048594180.1	XP_006417164.1
OG0008072	XP_013655226.2, XP_013677857.1	XP_006417215.1
OG0008073	XP_013742609.3, XP_022558476.1	XP_006417227.1
OG0008074	XP_013677867.2, XP_022564621.2, XP_013742618.2, XP_022558998.1	XP_006417236.2
OG0008075	XP_013675232.1, XP_013655275.3, XP_013669989.2, XP_013690964.1	XP_006417274.1
OG0008076	XP_013657463.2, XP_013710059.1, XP_013732214.1, XP_013711229.1	XP_006417302.1
OG0008077	XP_048638143.1, XP_013693511.2, XP_013641206.2, XP_013657455.2, NP_001302688.1	XP_024008689.1
OG0008078	XP_013708832.2, XP_013710250.2, XP_013659528.1, XP_048594206.1	XP_006417335.1
OG0008079	XP_013685135.2, XP_013746290.2, XP_048597779.1, XP_013710188.2	XP_006417350.1
OG0008080	XP_013657436.2, XP_013662135.2, XP_013741844.2, XP_013697298.1	XP_006417355.1
OG0008081	XP_048621343.1, XP_048597801.1, XP_013651520.1, XP_048638089.1	XP_006417445.1
OG0008082	XP_013645799.2, XP_013640917.1, XP_013641343.1, XP_013716134.1	XP_006417469.1
OG0008083	XP_013640935.1, XP_013645880.1, XP_013707689.1, XP_013657752.1	XP_006417487.1
OG0008084	XP_013716478.1, XP_048621356.1, XP_048638066.1, XP_013645928.2	XP_024008124.1
OG0008085	XP_013657723.1, XP_013750839.1, XP_013640967.2, XP_022558776.1	XP_006417537.1
OG0008086	XP_013742488.1, XP_013727634.1, XP_013703195.2, XP_048592962.1	XP_006403572.1
OG0008087	XP_013751964.1, XP_048638029.1, XP_013654569.2, XP_013709269.1	XP_006417647.1
OG0008088	XP_013710669.2, XP_048638019.1, XP_022565978.1, XP_013657616.1	XP_006417677.1
OG0008089	XP_013680454.1, XP_013657617.1, XP_013641073.2, XP_013711293.2	XP_024008249.1
OG0008090	XP_013691160.1, XP_013695732.2, XP_048621604.1, XP_013657502.2	XP_006417794.1
OG0008091	XP_048621411.1, XP_013716102.2, XP_013687151.1, XP_013698117.2	XP_024008630.1
OG0008092	XP_048621595.1, XP_013657534.1, XP_048613807.1, XP_022548843.2	XP_006417850.1
OG0008093	XP_048629239.1, XP_048613792.1, XP_048599453.1, XP_022563346.2	XP_006417901.1
OG0008094	XP_022548847.2, XP_013695509.1, XP_013716543.1, XP_048597888.1	XP_006417880.1
OG0008095	XP_048599451.1, XP_013694276.3, XP_048621582.1, XP_022546198.1	XP_006417897.1
OG0008096	XP_013695637.2, XP_048621581.1, XP_013657514.1	XP_006417902.1
OG0008097	XP_013701431.1	XP_006410195.2
OG0008097	XP_048613785.1, XP_013723210.2	XP_006417909.1
OG0008098	XP_048597893.1, XP_048613784.1, XP_048599450.1	XP_006417911.1
OG0008099	XP_048621571.1, XP_048597900.1	XP_006417933.1
OG0008100	XP_013737649.1, XP_048621567.1, XP_013696355.1	XP_006417957.1
OG0008101	XP_013666652.1, XP_013696984.2, XP_013660615.2, XP_048621558.1	XP_006417979.1
OG0008102	XP_013716150.1	XP_006418002.1
OG0008103	XP_013719866.2, XP_022558770.2, XP_022570318.1, XP_048594305.1	XP_006418069.1
OG0008104	XP_013679794.3, XP_013667902.2, XP_048625174.1	XP_006399871.1
OG0008105	XP_013699228.2, XP_013664815.1, XP_013693783.1, XP_013666471.1	XP_006418116.1
OG0008106	XP_022547603.2, XP_013720498.1, XP_048597924.1	XP_024009201.1
OG0008107	XP_022547247.2, XP_013720516.1, XP_013696864.2, XP_013666479.2	XP_006418129.1
OG0008108	XP_013664826.2, XP_013696313.2, XP_013666391.2	XP_006418153.1
OG0008109	XP_048621941.1, XP_048613661.1, XP_013719265.2	XP_024008353.1
OG0008110	XP_048613657.1, XP_013719323.2, XP_013698302.2, XP_048594332.1	XP_006418222.1
OG0008111	XP_013698070.3, XP_048621942.1, XP_013697695.2, XP_048599352.1	XP_006418221.1
OG0008112	XP_013697047.2, XP_013719321.2, XP_048594327.1, XP_013696545.2	XP_006418218.1
OG0008113	XP_022563395.1, XP_013695325.1, XP_013697679.2, XP_048613666.1	XP_006418200.1
OG0008114	XP_013719258.3, XP_013695554.2, XP_048598004.1, XP_048597939.1	XP_006418249.1
OG0008115	XP_013697022.2, XP_022563656.1, XP_013695702.2, XP_022548696.2	XP_006418259.1
OG0008116	XP_013664864.1, XP_048623006.1, XP_013697102.2, XP_013696398.1	XP_006418263.1
OG0008117	XP_013708835.2, XP_013664882.1, XP_013697984.1, XP_013719153.1	XP_006418297.1
OG0008118	XP_013691006.1, XP_048627085.1, XP_048627646.1, NP_001302845.1, XP_013697940.2	XP_006418347.1
OG0008120	XP_048599188.1, XP_013665605.2, XP_013677286.2, XP_013670380.2	XP_006418339.1
OG0008121	XP_013647682.3	XP_024008395.1
OG0008122	NP_001302594.1, XP_013666342.1, XP_013673030.1, XP_013647606.1	XP_006418386.1
OG0008123	XP_013666304.1, XP_013653599.1, XP_013730458.1, XP_013722157.2	XP_006418441.1
OG0008124	XP_048596131.1	XP_006396194.2
OG0008125	XP_013722204.2, XP_013666255.1, XP_013697078.1, XP_013730465.1	XP_006418500.1
OG0008126	XP_013727859.2, XP_013662401.2	XP_006399956.1
OG0008127	XP_022549260.1, XP_013714600.1, XP_013712912.1, XP_013727093.2	XP_006399934.1
OG0008128	XP_013662384.1	XP_006399985.1
OG0008130	XP_013662377.1, XP_013727973.2, XP_013667710.2	XP_006399996.1
OG0008131	XP_013667780.2, XP_013720882.1, XP_013662344.2, XP_048604549.1	XP_024011465.1
OG0008132	XP_048604544.1, XP_048602334.1, XP_048625104.1, XP_048598246.1	XP_006400074.1
OG0008133	XP_013728269.2, XP_013728908.1, XP_013720931.1, XP_048598247.1	XP_006400073.1
OG0008134	XP_048625091.1, XP_048598229.1, XP_013743382.2, XP_048604641.1	XP_024011914.1
OG0008135	XP_048607953.1, XP_048626739.1, XP_048604756.1, XP_022554931.2	XP_006400184.1
OG0008136	XP_013652432.1, XP_048626264.1, XP_048604772.1, XP_013666037.2, XP_048598224.1	XP_006400187.2
OG0008137	XP_048598222.1, XP_013666042.1, XP_022550707.1, XP_048626803.1	XP_006400192.1
OG0008138	XP_013667572.2, XP_048598215.1, XP_013728430.1, XP_048602368.1, XP_013719864.2	XP_006400200.1
OG0008139	XP_013667505.2, XP_013683072.2, XP_013649820.2, XP_022551528.2	XP_006400236.1
OG0008140	XP_013649792.1, XP_048605000.1, XP_048598187.1, XP_048625042.1	XP_024012049.1
OG0008141	XP_013750529.2, XP_013728821.2, XP_013683108.2, XP_013722362.1	XP_006400314.1
OG0008142	XP_048605254.1, XP_013676051.2, XP_013683114.2, XP_048626686.1, XP_013722268.2	XP_006400328.1
OG0008143	XP_013683115.2, XP_048626685.1, XP_013722267.2, XP_013674675.2, XP_013728808.2	XP_006400329.1
OG0008144	XP_013729877.1, XP_048607984.1, XP_048626684.1, XP_048599161.1, XP_048625024.1	XP_006400335.1
OG0008145	XP_013730009.1, XP_013681847.2, XP_013687421.2, XP_013683143.2	XP_006400371.1
OG0008146	XP_048603691.1, XP_022552014.2, XP_048599129.1	XP_024012657.1
OG0008147	XP_013714824.2, XP_013683166.2, XP_022551539.2, XP_013727741.2	XP_006400394.1
OG0008148	XP_048602401.1, XP_013727688.2, XP_013730210.2, XP_013681879.2	XP_006400404.1
OG0008149	XP_013681901.1, XP_048627239.1, XP_013683189.2, XP_013667477.1	XP_024012478.1
OG0008150	XP_048611600.1, XP_048602405.1, XP_048624981.1, XP_013683194.1	XP_006400438.1
OG0008151	XP_013681259.2, XP_013727711.1, XP_013680854.1, XP_013665931.2	XP_024012638.1
OG0008152	XP_013667395.2, XP_013683487.2, XP_013742956.1, XP_013682050.1	XP_006400460.1
OG0008153	XP_013649728.2, XP_013693024.1, XP_013731311.2, XP_048605389.1	XP_006400464.1
OG0008154	XP_013727724.2, XP_048605425.1	XP_006400473.1
OG0008155	XP_013659827.1, XP_013665926.1, XP_048627405.1, XP_013682033.2	XP_006400490.1
OG0008156	XP_013659114.2, XP_013741376.2, XP_048591105.1, XP_048617895.1	XP_006394867.1
OG0008157	XP_013659113.2, XP_013741375.2, XP_013675301.2, XP_048629336.1, XP_013675360.1	XP_006394874.1
OG0008158	XP_048595346.1, XP_013737455.2	XP_006394875.1
OG0008159	XP_048629328.1, XP_013678158.1, XP_013678025.2, XP_022543416.2, XP_022562531.2	XP_006394886.1
OG0008160	XP_013643954.1, XP_048637622.1, XP_013660832.2, XP_013737442.2	XP_006394915.1
OG0008161	XP_048625669.1, XP_022547978.2	XP_024007102.1
OG0008162	XP_048601944.1, XP_048629337.1, XP_048603967.1, XP_013703565.2, XP_013643935.1	XP_006394942.1
OG0008163	XP_022561446.1, XP_048629357.1, XP_048603958.1, XP_022561907.2, XP_048591146.1	XP_006394955.1
OG0008164	XP_013707194.2, XP_013706267.2, XP_022569038.1, XP_022548039.2	XP_024007192.1
OG0008165	XP_022568432.1, XP_048595305.1, XP_013644063.2, XP_013644130.2	XP_006395045.1
OG0008166	XP_013731943.2, XP_013718711.2, XP_013647374.1, XP_013705273.1	XP_006395093.1
OG0008167	XP_013699364.1, XP_013642742.2, XP_013703199.2, XP_013644146.2	XP_006395082.1
OG0008168	XP_013687395.2, XP_013644344.2, XP_013699535.2, XP_013677960.1	XP_006395124.1
OG0008169	XP_013699575.1, XP_013677963.1, XP_013644324.2, XP_013644204.2	XP_006395155.1
OG0008170	XP_013667386.2, XP_013667896.2, XP_048625168.1	XP_024012581.1
OG0008171	XP_013644310.1, XP_048591226.1, XP_013660755.1	XP_006395169.2
OG0008172	XP_013679763.1, XP_048598296.1, XP_013667909.2	XP_006399860.1
OG0008173	XP_013679723.1, XP_048604124.1, XP_048598311.1, XP_013667917.1	XP_006399851.1
OG0008174	XP_022554613.1, XP_013679705.2	XP_006399846.1
OG0008175	XP_013708529.1, XP_013725614.2, XP_013715733.2, XP_013743235.2	XP_006399181.1
OG0008176	XP_048598518.1, XP_013746764.2	XP_006399149.1
OG0008177	XP_013719021.1, XP_048602996.1, XP_013670833.2, XP_013715498.2	XP_006399125.1
OG0008178	XP_013684201.1, XP_013715588.2, XP_013722536.1, XP_048624620.1	XP_006399120.1
OG0008179	XP_048602649.1, XP_013719042.1, XP_013715179.1, XP_048623190.1	XP_006399100.1
OG0008180	XP_013678537.1, XP_013724233.2	XP_006398980.1
OG0008181	XP_013721451.1, XP_013729427.2, XP_013668177.1, XP_022554206.1	XP_024011657.1
OG0008182	XP_013719053.1, XP_048598578.1, XP_013729406.1	XP_006398912.1
OG0008183	XP_013663203.1, XP_013667373.2, XP_013730567.2, XP_048608047.1	XP_006400492.1
OG0008184	XP_048604274.1, XP_013700079.2, XP_013647234.2, XP_022561664.2	XP_006394788.1, XP_024007411.1
OG0008185	XP_013643716.2, XP_048617913.1, XP_013660877.2, XP_013660975.2	XP_006394755.1
OG0008186	XP_013660988.2, XP_013724660.2, XP_013643695.2, XP_013643627.2	XP_006394722.1
OG0008187	XP_048625705.1, XP_048595369.1, XP_048617926.1, XP_013643619.2	XP_006394719.1
OG0008188	XP_013721777.1, XP_013675330.2, XP_013643615.2, XP_013643687.1	XP_006394716.1
OG0008189	XP_048602431.1, XP_013700501.2, XP_013710960.2, XP_013647148.2	XP_006394691.1
OG0008190	XP_013721833.1, XP_048604333.1	XP_006394674.1
OG0008191	XP_013643480.2, XP_022562888.1, XP_013699378.1, XP_013661038.1	XP_024007451.1
OG0008192	XP_022562685.1, XP_013643486.1, XP_048595394.1, XP_013660362.2	XP_006394632.1
OG0008193	XP_013643506.2, XP_022543360.1, XP_013678228.2, XP_048628280.1, XP_048604345.1	XP_006394611.1
OG0008194	XP_013649283.2, XP_013702160.1, XP_013649138.1, XP_013649143.1	XP_006391194.2
OG0008195	XP_013736886.2, XP_022572389.1, XP_048604348.1, XP_013700786.2, XP_013675376.2	XP_006394587.1
OG0008196	XP_022564653.1, XP_013672933.1, XP_013655593.1, XP_048595406.1	XP_006394578.1
OG0008197	XP_013661062.2, XP_013655589.2, XP_013736896.1, XP_048617956.1	XP_006394575.1
OG0008198	XP_013736980.1, XP_013706616.1	XP_006394552.1
OG0008199	XP_013677638.2, XP_048595414.1, XP_013724278.1, XP_048632666.1, XP_048632667.1	XP_006394514.1
OG0008200	XP_013661098.1, XP_013749325.1, XP_022573412.1, XP_013703354.1	XP_006394482.1
OG0008201	XP_013646985.2, XP_048607594.1, XP_048603221.1, XP_013727957.2, XP_013675387.2	XP_024007446.1
OG0008202	XP_013642167.1, XP_048637838.1, XP_048603313.1, XP_022569801.1	XP_006394414.1
OG0008203	XP_048603315.1, XP_013683503.1, XP_013718266.1, XP_013642168.2, XP_013646995.2	XP_006394412.1
OG0008204	XP_013671160.2, XP_013737031.1, XP_013712188.1	XP_006394404.1
OG0008205	XP_013664561.2, XP_048603324.1, XP_013701480.2, XP_048637848.1, XP_013642895.2	XP_006394384.1
OG0008206	XP_013701460.2, XP_048629746.1, XP_013664558.2, XP_013703672.1, XP_013661173.2	XP_006394379.1
OG0008207	XP_013642914.2, XP_013721100.2, XP_048629737.1, XP_048603332.1	XP_006394355.1
OG0008208	XP_048625769.1, XP_013661194.2, XP_013721024.2, XP_048626604.1, XP_048606683.1	XP_006394333.2
OG0008209	XP_013718952.1, XP_013647033.2, XP_013659203.2, XP_013705812.1	XP_006394316.1
OG0008210	XP_013716834.2, XP_013671816.1, XP_013682415.1, XP_013732229.1	XP_006401073.1
OG0008211	XP_013728098.2, XP_013716615.1	XP_006401075.1
OG0008212	XP_013671810.2, XP_013671808.1, XP_013732205.1	XP_006401078.1
OG0008213	XP_022572439.2, XP_013737153.2, XP_048596997.1, XP_048620489.1	XP_006403945.2
OG0008214	XP_013737053.2, XP_013737170.2, XP_022546779.2, XP_013662991.2	XP_006403953.1
OG0008215	XP_013737051.2, XP_013737172.1, XP_013718186.1, XP_013670032.1	XP_024013653.1
OG0008216	XP_013748727.2, XP_013698409.1, XP_013737038.1, XP_013721795.2	XP_006403994.1
OG0008217	XP_048632416.1, XP_048601920.1, XP_013701638.1, XP_013677894.1	XP_006404023.1
OG0008218	XP_013699388.2, XP_013745441.2, XP_048632695.1, XP_048619498.1	XP_024013806.1
OG0008219	XP_013646987.1, XP_013718195.1, XP_013714008.1, XP_013642395.1	XP_006404131.1
OG0008220	XP_013714847.2, XP_013642396.1, XP_013642831.2, XP_048607604.1	XP_006404132.1
OG0008221	XP_013726072.2, XP_048607608.1, XP_013745104.1, XP_013749846.1	XP_006404163.1
OG0008222	XP_048590829.1, XP_048606559.1, XP_013725141.1, XP_013724858.1	XP_006404264.1, XP_024013178.1
OG0008223	XP_013710591.2, XP_013670082.2, XP_022543950.2, XP_022553979.2	XP_006418865.1
OG0008224	XP_048607194.1, XP_013642708.1	XP_006419117.2
OG0008226	XP_013649257.2, XP_022571213.1, NP_001302805.1, NP_001302968.1	XP_006391228.1
OG0008227	XP_048591951.1, XP_013652271.2, XP_013733209.1, XP_048591882.1	XP_006391233.1
OG0008228	XP_013751890.1, XP_013649249.1, XP_013733207.1, XP_013706338.2	XP_006391236.1
OG0008229	XP_013751858.1, XP_013702007.2	XP_006391238.1
OG0008230	XP_022569099.1, XP_013731937.2, XP_013699417.1, XP_013751844.1	XP_006391251.1
OG0008231	XP_048591884.1, XP_022560527.2, XP_022562146.2, XP_048611206.1	XP_006391256.1
OG0008232	XP_048636614.1, XP_048629210.1, XP_048609495.1, XP_013744542.2, XP_013744643.1	XP_006410640.1
OG0008233	XP_048616137.1, XP_048591891.1, XP_048603754.1, XP_013671047.2	XP_006391283.1
OG0008234	XP_013688560.1, XP_013698932.1, XP_048591876.1	XP_006391212.1
OG0008235	XP_013715867.1, XP_013669837.1	XP_006391291.2
OG0008236	XP_013689541.2	XP_006391073.2
OG0008237	XP_013724743.1, XP_048615028.1, XP_013689550.2, XP_013649346.2, XP_013698680.2	XP_006391072.1
OG0008238	XP_013689609.2, XP_013724740.1	XP_006391066.1
OG0008239	XP_013690893.1, XP_013660821.1, XP_013728866.1, XP_013701640.1	XP_006390957.1
OG0008240	XP_013733156.1, XP_013657212.1, XP_013695147.2, XP_013695150.2	XP_006415997.1
OG0008241	XP_013746736.2, XP_013699374.1	XP_006406612.1
OG0008242	XP_013690845.2, XP_013655450.2, XP_013642204.2, XP_013725758.1	XP_006390921.1
OG0008243	XP_013655452.2, XP_013690819.2, XP_013649235.1, XP_013743714.1	XP_006390918.1
OG0008244	XP_048617252.1, XP_013642208.2, XP_022560115.2, XP_013649041.2	XP_006390907.1
OG0008245	XP_013746980.1, XP_013652208.1, XP_013700773.1, XP_013717264.3	XP_006390896.1
OG0008246	XP_022565861.2, XP_022564888.2, XP_013700795.1, XP_013690659.2	XP_024008363.1
OG0008247	XP_048592112.1, XP_013700928.1, XP_013717404.2, XP_048613017.1	XP_006390815.1
OG0008248	XP_013702432.1, XP_013649461.2	XP_006390785.1
OG0008249	XP_013728594.1, XP_048591798.1, XP_048592128.1, XP_013697025.1	XP_006390739.1
OG0008250	XP_013649014.2, XP_013688380.1, XP_013649532.1, XP_013672410.2	XP_006390688.1
OG0008251	XP_013651319.1, XP_013720034.2, XP_013693909.1, XP_013714661.1	XP_006390018.1
OG0008252	XP_013652465.2, XP_013720046.2, XP_013710596.1, XP_013652091.2	XP_006390019.1
OG0008253	XP_013719024.1, XP_048630242.1, XP_048630562.1, XP_013695925.2, XP_013649993.2	XP_006390021.1
OG0008254	XP_013648667.2, XP_013664487.1, XP_013650019.2, XP_048592310.1	XP_006390047.1
OG0008255	XP_048603352.1, XP_048631262.1, XP_013650022.1, XP_013696153.2	XP_024007482.1
OG0008256	XP_048607843.1, XP_013685368.2, XP_013648670.2, XP_013648697.2	XP_006390087.1
OG0008257	XP_013691264.2, XP_013650060.2	XP_006390115.1
OG0008258	XP_013659770.2, XP_013652490.2, XP_013690330.2	XP_006390125.1
OG0008259	XP_048602852.1, XP_013641800.2, XP_048617466.1, XP_048592281.1	XP_006390146.1
OG0008260	XP_013676765.1, XP_048614098.1, XP_022559880.1, XP_013717902.2	XP_006390188.1
OG0008261	XP_048626312.1, XP_013718717.3, XP_013717816.1, XP_022559843.1	XP_006390243.1
OG0008262	XP_013700938.1, XP_013717867.1, XP_013721158.1, XP_013652130.1	XP_024008392.1
OG0008263	XP_048617425.1	XP_024010392.1
OG0008264	XP_013703035.1, XP_013717906.2, XP_013693409.1, XP_013676742.2	XP_006390271.1
OG0008265	XP_013701804.1, XP_013717920.1, XP_013686987.1, XP_013693350.1	XP_006390284.1
OG0008266	XP_013718635.2, XP_013690965.1, XP_013717875.1	XP_006390288.1
OG0008267	XP_048603652.1, XP_013693314.2	XP_006390297.1
OG0008268	XP_013702271.1, XP_013649917.2, XP_013648902.1	XP_006390336.2
OG0008269	XP_013648881.2, XP_013682521.2, XP_013703071.1, XP_013649942.2	XP_006390368.1
OG0008270	XP_013649782.2, XP_013700639.2, XP_013674876.2, XP_013672190.1	XP_006390394.1
OG0008271	XP_013726387.1, XP_048615974.1, XP_013649724.1, XP_048617384.1, XP_013649765.1	XP_006390434.1
OG0008272	XP_022544926.2, XP_013649738.1, XP_013712000.2, XP_013676725.2	XP_006390466.1
OG0008273	XP_013700015.1, XP_048592177.1	XP_006390490.1
OG0008274	XP_013698764.1, XP_013726361.1, XP_048626882.1, XP_013703480.1, XP_022567511.2	XP_006390501.1
OG0008275	XP_013649667.2, XP_013703847.1, XP_013726369.1, XP_013678507.2	XP_006390506.1
OG0008276	XP_022544718.2, XP_013702167.2, XP_013676713.1, XP_013702356.2, XP_013649657.2	XP_006390526.1
