Orthogroup	Brassica_napus	Brassica_oleracea
OG0005511	XP_013736306.2, XP_013684834.1	XP_013629262.1
OG0005512	XP_013667839.1	XP_013606065.1
OG0005512	XP_048626263.1, XP_013719873.2, XP_013652434.2	XP_013618443.1
OG0005513	XP_013749722.2, XP_013751656.2	XP_013584425.1
OG0005514	XP_048635725.1, XP_048615076.1	XP_013584698.1
OG0005514	XP_022556830.1, XP_013741037.2	XP_013627142.1
OG0005514	XP_022550927.2, XP_013725123.2	XP_013584422.1
OG0005515	XP_013749593.1	XP_013586358.1
OG0005516	XP_013742926.2, XP_013715223.2	XP_013593423.1
OG0005516	XP_013708030.2, XP_013655722.1	XP_013604341.1
OG0005517	XP_013653364.1, XP_013741042.1	XP_013626929.1
OG0005517	XP_048602138.1, XP_013692704.2	XP_013636727.1
OG0005517	XP_048614438.1, XP_048635714.1	XP_013583811.1
OG0005518	XP_013749581.2, XP_048631442.1, XP_048614426.1	XP_013638075.1
OG0005518	XP_013736513.2, NP_001303142.1	XP_013628753.1
OG0005519	XP_013732544.1, XP_048630785.1, XP_013732664.1	XP_013586987.1
OG0005519	XP_048600521.1	XP_013608848.1, XP_013608785.1
OG0005520	XP_013681173.2, XP_013741079.1	XP_013626064.1
OG0005520	XP_013707810.1, XP_048612538.1	XP_013638042.1
OG0005520	XP_013675226.1, XP_013687603.1	XP_013639712.1
OG0005521	XP_013684895.1, XP_013736471.1	XP_013622829.1
OG0005521	XP_013747115.1, XP_013639921.2	XP_013584315.1
OG0005521	XP_013690597.1, XP_013675215.2	XP_013586531.1
OG0005522	XP_013676573.2, XP_013736463.1	XP_013630446.1
OG0005522	XP_013744112.1, XP_048631086.1, XP_013749363.1	XP_013637928.1
OG0005523	XP_048600487.1, XP_013675139.2	XP_013591409.1
OG0005523	XP_013673506.2, XP_013741068.2	XP_013627391.1
OG0005524	XP_013672844.1, XP_013724561.2, XP_048630733.1	XP_013584787.1
OG0005524	XP_013675072.1, XP_048600473.1	XP_013590843.1
OG0005525	XP_013652620.2, XP_048635300.1, XP_013693320.1	XP_013638675.1
OG0005525	XP_013640876.1	XP_013639560.1
OG0005525	XP_022572247.1, XP_013684982.1	XP_013622925.1
OG0005526	XP_013720685.2, XP_013684931.1	XP_013630199.1
OG0005526	XP_013652598.1, XP_022569380.1	XP_013587489.1
OG0005527	XP_022550342.1	XP_013638714.1
OG0005527	XP_048635210.1, XP_048627826.1, XP_048614676.1	XP_013638462.1
OG0005528	XP_048622590.1, XP_022561338.1	XP_013595454.1
OG0005528	XP_022555758.2, XP_048607641.1, XP_013656456.2	XP_013623216.1
OG0005529	XP_048621233.1, XP_013660260.2	XP_013603570.1
OG0005530	XP_013666220.2, XP_013660098.1	XP_013586588.1
OG0005530	XP_013701744.2, XP_013656247.1	XP_013628639.1
OG0005531	XP_048618004.1, XP_048593282.1	XP_013598688.1
OG0005531	XP_048595565.1, XP_013641994.1	XP_013612302.1
OG0005532	XP_013642000.2, XP_013655860.1	XP_013609230.1
OG0005532	XP_013736796.1, XP_022554254.1	XP_013625724.1
OG0005532	XP_013724878.1	XP_013596007.1
OG0005533	XP_013690920.1, XP_013752526.1	XP_013596494.1
OG0005533	XP_013681263.1, XP_013647127.1	XP_013627048.1
OG0005533	XP_048595590.1, XP_013695546.1	XP_013610323.1
OG0005534	XP_013746267.2, XP_022546112.2	XP_013620767.1
OG0005535	XP_048593096.1, XP_048620375.1	XP_013596643.1
OG0005535	XP_013664459.1, XP_013732489.2	XP_013605044.1
OG0005535	XP_013742383.2, XP_013744423.1	XP_013611913.1
OG0005536	XP_013729887.1, XP_013740613.2	XP_013630201.1
OG0005536	XP_048636895.1, XP_048629862.1, XP_013702213.1	XP_013592461.1
OG0005537	XP_013640470.2, XP_013643654.1	XP_013592816.1
OG0005537	XP_048629875.1, XP_048615665.1, XP_013675163.1	XP_013590436.1
OG0005537	XP_013730961.2, XP_048607405.1	XP_013622821.1
OG0005538	XP_013730959.2, XP_013672996.2	XP_013622820.1
OG0005538	XP_013640469.1, XP_013643651.1	XP_013592813.1
OG0005539	XP_048629878.1, XP_048628096.1, XP_013714790.1	XP_013588474.1
OG0005539	XP_048607404.1, XP_022545437.2	XP_013621780.1
OG0005540	XP_048630264.1, XP_048628177.1, XP_013727755.1	XP_013613485.1
OG0005540	XP_048626588.1, XP_013640620.1, XP_013640433.2	XP_013590135.1
OG0005541	XP_013748850.3	XP_013592051.1
OG0005541	XP_048606544.1	XP_013629059.1
OG0005542	XP_013735822.1, XP_013713040.2	XP_013625618.1
OG0005542	XP_013702899.1, XP_048637797.1	XP_013587770.1
OG0005542	XP_048637010.1, XP_022575819.2, XP_013698923.1	XP_013638211.1
OG0005543	XP_048621637.1, XP_013739295.2, XP_048593525.1	XP_013601075.1
OG0005543	XP_013715911.3, XP_048636326.1, XP_022564874.1	XP_013585038.1
OG0005544	XP_013718649.2, XP_013654661.2	XP_013602267.1
OG0005544	XP_013639870.1	XP_013584897.1
OG0005544	XP_013669792.1, XP_048628330.1, XP_048600724.1	XP_013619118.1
OG0005545	XP_048593555.1, XP_013721353.1	XP_013599935.1
OG0005546	XP_013737897.2	XP_013637000.1
OG0005546	XP_013702640.2, XP_048592956.1	XP_013588618.1
OG0005547	XP_013660078.1, XP_013706825.2	XP_013588705.1
OG0005547	XP_048610868.1, XP_013742558.2	XP_013632042.1
OG0005547	XP_013708252.1, XP_013708688.2	XP_013602167.1
OG0005548	XP_013662949.1, XP_013663043.2	XP_013605796.1
OG0005548	XP_048627768.1, XP_013745624.1	XP_013594095.1
OG0005549	XP_013647412.1, XP_013740546.1	XP_013589384.1
OG0005549	XP_013659788.1, XP_013659766.1	XP_013603593.1
OG0005549	XP_013737139.1, XP_048627772.1, XP_013672450.2	XP_013596616.1
OG0005550	XP_022556647.1, XP_013742167.1	XP_013630888.1
OG0005550	XP_013706962.1, XP_013746696.1	XP_013591876.1
OG0005550	XP_013748969.1, XP_013710021.2	XP_013602962.1
OG0005551	NP_001303095.1, NP_001302981.1	XP_013599741.1
OG0005551	NP_001302955.1, XP_013648394.2	XP_013587998.1
OG0005552	XP_013728420.1, XP_013648372.1	XP_013592377.1
OG0005552	XP_013692829.1	XP_013614172.1
OG0005552	XP_013702257.1, XP_013663633.1	XP_013605685.1
OG0005553	XP_048593040.1, XP_022561048.1	XP_013589907.1
OG0005553	XP_013663513.1, XP_013663624.1	XP_013602262.1
OG0005554	XP_013741981.1, XP_013703075.1	XP_013633618.1
OG0005554	XP_013648239.2, XP_013750189.1	XP_013589839.1
OG0005554	XP_013712140.1, XP_013712185.1	XP_013600029.1
OG0005555	XP_048609825.1, XP_013741901.1	XP_013633870.1
OG0005555	XP_048597323.1, XP_022564651.1	XP_013599574.1
OG0005556	XP_048634227.1, XP_048609811.1	XP_013633572.1
OG0005556	XP_013648512.2, XP_013693579.1	XP_013590080.1
OG0005556	XP_013749439.2, XP_022547019.2	XP_013600229.1
OG0005557	XP_013731574.1, XP_013648522.1	XP_013591716.1
OG0005557	XP_013711681.2, XP_013716749.2	XP_013604580.1
OG0005558	XP_048594586.1, XP_048621648.1	XP_013605740.1
OG0005560	XP_048605002.1	XP_013601577.1
OG0005561	XP_013705692.1, XP_013740599.2	XP_013627091.1
OG0005561	XP_013751114.3, XP_013704857.1	XP_013632487.1
OG0005562	XP_013752066.2, XP_013727808.1	XP_013633580.1
OG0005562	XP_013752068.2, XP_013727806.1	XP_013635206.1
OG0005562	XP_022574167.2, XP_013691447.1	XP_013636090.1
OG0005563	XP_013725806.1, XP_013734825.2	XP_013625273.1
OG0005564	XP_013746344.1, XP_013665216.1	XP_013590717.1
OG0005564	XP_013718798.2, XP_013717872.2	XP_013618522.1
OG0005564	XP_022560897.1, XP_022544966.1	XP_013590612.1
OG0005565	XP_013731072.1	XP_013627882.1
OG0005565	XP_048609072.1	XP_013627971.1
OG0005565	XP_048632968.1, XP_013651592.1	XP_013627434.1
OG0005566	XP_013641515.2, XP_013749700.1	XP_013586487.1
OG0005566	XP_013661635.1, XP_013677748.2	XP_013602532.1
OG0005566	XP_048597668.1	XP_013602842.1
OG0005568	XP_013644774.2, XP_048632335.1	XP_013628473.1
OG0005568	XP_013747498.1, XP_013646533.2	XP_013587576.1
OG0005568	XP_013710026.1, XP_013750095.1	XP_013584193.1
OG0005569	XP_013705430.1, XP_013681094.1, XP_013705431.1	XP_013619587.1
OG0005569	XP_022548414.1, XP_013713850.2	XP_013609495.1
OG0005569	XP_013706516.1, XP_048637430.1, XP_013651390.1	XP_013596471.1
OG0005570	XP_013680730.1, XP_013740419.1, XP_048630463.1	XP_013626295.1
OG0005571	XP_013701376.2, XP_048623570.1	XP_013609885.1
OG0005572	XP_013659905.1	XP_013618836.1
OG0005572	XP_013666020.2, XP_013680511.1	XP_013614399.1
OG0005572	XP_013740167.1, XP_013740192.1	XP_013627243.1
OG0005574	XP_048602614.1	XP_013615759.1
OG0005575	XP_022570137.1, XP_013740557.2	XP_013610434.1
OG0005575	XP_013706355.1, XP_013645185.1	XP_013596080.1
OG0005576	XP_013661059.3, XP_048595405.1	XP_013606593.1
OG0005576	XP_048604346.1, XP_013675372.2	XP_013618051.1
OG0005576	XP_013736882.1, XP_013643519.2	XP_013597847.1
OG0005577	XP_048602281.1, XP_048590891.1	XP_013591191.1
OG0005577	XP_048614212.1, XP_048636223.1	XP_013584487.1
OG0005577	XP_022551084.2	XP_013619678.1
OG0005579	XP_022565338.1, XP_013747107.2	XP_013610653.1
OG0005581	XP_013642512.2, XP_013641307.2	XP_013629364.1
OG0005581	XP_013672035.2	XP_013596319.1
OG0005582	XP_048606880.1	XP_013625993.1
OG0005582	XP_013726774.1, XP_048625400.1	XP_013606452.1
OG0005583	XP_013705901.2, XP_048620243.1	XP_013598568.1
OG0005583	XP_013710529.1, XP_013654914.2	XP_013603778.1
OG0005583	XP_048601387.1, XP_013696196.1	XP_013601060.1
OG0005584	XP_013675489.2, XP_022565285.2	XP_013603877.1
OG0005592	XP_013681450.2, XP_013659294.1	XP_013596171.1
OG0005592	XP_013654062.2, XP_013738336.2	XP_013586164.1
OG0005593	XP_013654892.2, XP_048606447.1	XP_013627066.1
OG0005593	XP_013681948.1, XP_048594496.1	XP_013627132.1
OG0005594	XP_048594244.1, XP_013678691.1	XP_013600329.1
OG0005594	XP_013710949.1, XP_013641081.2	XP_013586152.1
OG0005595	XP_013689593.1, XP_013689304.2	XP_013637381.1
OG0005595	XP_013738342.1, XP_013705101.2	XP_013595508.1
OG0005596	XP_013706722.2, XP_013738356.2	XP_013597812.1
OG0005596	XP_013750725.2, XP_013720382.2	XP_013628870.1
OG0005596	XP_013670460.2, XP_013730762.1	XP_013596200.1
OG0005597	XP_013720411.1, XP_013750696.1	XP_013621878.1
OG0005597	XP_013703979.2, XP_013648040.1	XP_013599394.1
OG0005597	XP_022556811.2, XP_013730766.1	XP_013607295.1
OG0005598	XP_013706521.1	XP_013598183.1
OG0005598	XP_013720309.2, XP_013674058.1	XP_013626182.1
OG0005598	XP_013671504.2, XP_013730748.2	XP_013584561.1
OG0005599	XP_013720391.1, XP_048606426.1	XP_013630772.1
OG0005599	XP_048601251.1, XP_013671715.2	XP_013616613.1
OG0005600	XP_013640224.1, XP_013716862.3	XP_013596833.1
OG0005600	XP_013682508.1	XP_013628126.1
OG0005600	XP_048601233.1, XP_048636593.1	XP_013590380.1
OG0005601	XP_048619233.1, XP_022572730.1	XP_013597317.1
OG0005601	XP_013670755.2	XP_013596053.1
OG0005602	XP_022553129.2, XP_013698170.1	XP_013610711.1
OG0005602	XP_013719520.1, XP_022561564.2	XP_013594264.1
OG0005602	XP_013703825.3, XP_048606395.1	XP_013630740.1
OG0005603	XP_013685810.1, XP_013656292.2	XP_013630150.1
OG0005603	XP_013662790.2, XP_013670685.2	XP_013603754.1
OG0005603	XP_022572752.2, XP_013707544.1	XP_013598216.1
OG0005604	XP_048622010.1, XP_013703863.1	XP_013594110.1
OG0005604	XP_048602077.1, XP_048626199.1, XP_048635864.1, XP_013660117.2	XP_013616985.1
OG0005605	XP_013670648.1	XP_013605554.1
OG0005605	XP_013669739.1	XP_013584743.1
OG0005605	XP_013719577.1, XP_013705386.1	XP_013596132.1
OG0005606	XP_048619291.1	XP_013595464.1
OG0005607	XP_013656224.1, XP_013656201.2	XP_013627702.1
OG0005607	XP_013666049.2	XP_013638704.1
OG0005607	XP_013733128.2, XP_013738401.1	XP_013595319.1
OG0005608	XP_013666541.3, XP_022559852.1	XP_013602306.1
OG0005608	XP_048617038.1, XP_013660668.2	XP_013589844.1
OG0005609	XP_048629629.1, XP_022570395.2, XP_013692266.2	XP_013637587.1
OG0005609	XP_048634444.1, XP_013744668.2	XP_013637609.1
OG0005610	XP_013718270.1, XP_013743522.2	XP_013616126.1
OG0005611	XP_013730549.2, XP_048623401.1	XP_013612773.1
OG0005611	XP_013655776.1, XP_013672202.2	XP_013604915.1
OG0005612	XP_048625202.1, XP_022549308.2	XP_013610532.1
OG0005612	XP_013666075.1	XP_013608461.1
OG0005613	XP_013749056.2, XP_013726625.2	XP_013605936.1
OG0005613	XP_048595781.1	XP_013607005.1
OG0005613	XP_048626056.1	XP_013614839.1
OG0005614	XP_048592454.1	XP_013583687.1
OG0005614	XP_048626028.1, XP_048595759.1	XP_013612821.1
OG0005615	XP_013706036.2, XP_013696338.2, XP_048629504.1	XP_013598484.1
OG0005615	XP_013677328.1, XP_048626348.1, XP_013751974.1	XP_013614069.1
OG0005616	XP_013717929.1	XP_013618252.1
OG0005616	XP_013664961.2, XP_013749120.1	XP_013593960.1
OG0005617	XP_048599917.1, XP_022552733.1, XP_048600041.1	XP_013620884.1
OG0005617	XP_022543677.2, XP_013706873.2	XP_013598456.1
OG0005618	XP_013652923.1, XP_048600212.1	XP_013618557.1
OG0005618	XP_013723133.1	XP_013609668.1
OG0005618	XP_048637195.1, XP_013691312.1	XP_013596546.1
OG0005620	XP_013720230.1, XP_013675592.1	XP_013620011.1
OG0005621	XP_022563068.1, XP_013684923.1	XP_013593395.1
OG0005621	XP_013749192.1, XP_048600240.1	XP_013618569.1
OG0005622	XP_013677392.2	XP_013598117.1
OG0005623	XP_048600437.1, XP_013697245.1, XP_048602875.1	XP_013615850.1
OG0005623	XP_022562132.2, XP_013644841.2	XP_013598662.1
OG0005624	XP_013672563.1, XP_048591350.1	XP_013598166.1
OG0005624	XP_022555333.2, XP_013698217.1	XP_013621078.1
OG0005625	XP_013677567.2	XP_013620539.1
OG0005625	XP_013711076.2, XP_022561958.1	XP_013598285.1
OG0005625	XP_048595266.1, XP_013697527.2	XP_013612225.1
OG0005626	XP_048627515.1, XP_048630510.1, XP_048602962.1	XP_013616382.1
OG0005626	XP_013644492.1, XP_013703461.1	XP_013595360.1
OG0005627	XP_022543540.2, XP_013706200.1	XP_013597786.1
OG0005627	XP_013677604.2, XP_013666588.2, XP_048630501.1, XP_048601044.1	XP_013620366.1
OG0005628	XP_048614485.1	XP_013639671.1, XP_013615139.1
OG0005628	XP_048627781.1, XP_048611090.1	XP_013618063.1
OG0005629	XP_013686820.2, XP_013706447.2	XP_013636481.1
OG0005629	XP_048616346.1, XP_048628121.1, XP_048631167.1	XP_013592009.1
OG0005630	XP_013664530.1, XP_013661505.1	XP_013609229.1
OG0005630	XP_048616973.1, XP_022567630.2	XP_013589884.1
OG0005631	XP_013673371.2, XP_048625921.1	XP_013608618.1
OG0005631	XP_048609767.1	XP_013632876.1
OG0005631	XP_013690674.1, XP_013659329.1	XP_013609109.1
OG0005632	XP_048602344.1, XP_013662336.1	XP_013618375.1
OG0005632	XP_013740174.2, XP_013728701.1	XP_013625170.1
OG0005634	XP_013661599.1, XP_013726447.1	XP_013605998.1
OG0005634	XP_048638187.1, XP_022576404.2	XP_013583759.1
OG0005635	XP_013669473.1	XP_013601363.1
OG0005635	XP_013641328.1	XP_013602243.1
OG0005635	XP_013703147.1, XP_013738085.1	XP_013593160.1
OG0005636	XP_013727363.1, XP_013687800.1	XP_013634821.1
OG0005636	XP_013709920.1, XP_013663358.1	XP_013603361.1, XP_013602971.1
OG0005637	XP_048631736.1	XP_013622339.1
OG0005637	XP_013747862.1, XP_013692053.1	XP_013636913.1
OG0005637	XP_013690507.2, XP_013744908.2	XP_013634560.1
OG0005638	XP_048635985.1, XP_013750377.1	XP_013585721.1
OG0005638	XP_013746013.2, XP_013725148.1	XP_013622522.1
OG0005639	XP_022575568.2, XP_013750389.1	XP_013637708.1
OG0005639	XP_013751876.1	XP_013585013.1
OG0005639	XP_048632297.1, XP_013684597.1	XP_013627989.1
OG0005640	XP_048591434.1	XP_013583557.1
OG0005640	XP_048615273.1, XP_013743161.1	XP_013584085.1
OG0005640	XP_013736029.2, XP_013684603.1	XP_013625468.1
OG0005641	XP_013731726.1, XP_013640087.1	XP_013586142.1
OG0005641	XP_013714159.1, XP_013676882.1	XP_013617118.1
OG0005641	XP_013696085.1, XP_013648208.2	XP_013626969.1
OG0005642	XP_013683338.1, XP_013640561.2	XP_013614331.1
OG0005642	XP_013719910.1, XP_013694355.2	XP_013612950.1
OG0005643	XP_013740377.2, XP_022570525.1	XP_013627786.1
OG0005643	XP_048615854.1, XP_013726085.1	XP_013616560.1
OG0005643	XP_013714018.1, XP_013665743.1	XP_013609661.1
OG0005644	XP_013664492.1, XP_022570702.2, XP_048629828.1, XP_013733851.1	XP_013623487.1
OG0005644	XP_022548705.2, XP_013668642.1	XP_013606750.1
OG0005645	XP_013686502.1, XP_013666736.1	XP_013605963.1
OG0005645	XP_013717307.2, XP_013703133.1	XP_013621480.1
OG0005645	XP_013640696.1, XP_013642284.1	XP_013623331.1
OG0005646	XP_013717214.1	XP_013619035.1
OG0005646	XP_013665748.1	XP_013606663.1
OG0005647	XP_013682719.2, XP_048608277.1	XP_013622317.1
OG0005647	XP_013693419.1, XP_013745079.1	XP_013608936.1
OG0005648	XP_048607069.1, XP_013725356.1	XP_013616546.1
OG0005648	XP_048608265.1, XP_022569888.1	XP_013630175.1
OG0005648	XP_048624667.1	XP_013606864.1
OG0005649	XP_013725371.1, XP_013714409.2	XP_013621214.1
OG0005649	XP_013734030.2, XP_048598849.1	XP_013610054.1
OG0005649	XP_048608255.1, XP_013701101.2	XP_013626198.1
OG0005650	XP_048598113.1	XP_013610397.1
OG0005650	XP_048608216.1, XP_048628831.1	XP_013626193.1
OG0005650	XP_013670448.2	XP_013619294.1
OG0005651	XP_013733011.1, XP_013682609.2	XP_013629071.1
OG0005652	XP_013733173.2, XP_013682457.2, XP_013682460.1	XP_013629024.1
OG0005652	XP_048608203.1, XP_022554538.2, XP_013733195.2	XP_013629022.1
OG0005653	XP_048606625.1	XP_013618101.1
OG0005653	XP_013667114.1, XP_013722248.1	XP_013606578.1
OG0005654	XP_048591259.1, XP_022561270.2	XP_013597775.1
OG0005654	XP_013725216.2	XP_013620891.1
OG0005654	XP_013698112.2	XP_013601654.1
OG0005654	XP_048595287.1, XP_022565802.2	XP_013611946.1
OG0005655	XP_048625903.1, XP_013674623.1	XP_013626808.1
OG0005655	XP_013707579.1, XP_013679565.1	XP_013620839.1
OG0005655	XP_013667941.1, XP_022549293.1	XP_013612173.1
OG0005656	XP_013712667.1, XP_013705665.1	XP_013619428.1
OG0005656	XP_022567135.2, XP_048607901.1	XP_013626579.1
OG0005656	XP_048625189.1, XP_048598317.1	XP_013609826.1
OG0005657	XP_048625822.1, XP_022554327.1	XP_013622547.1
OG0005657	XP_013668040.1, XP_013667973.1	XP_013611067.1
OG0005658	XP_013674689.1, XP_013679325.1	XP_013615840.1
OG0005658	XP_013727166.3, XP_013720802.1	XP_013611373.1
OG0005659	XP_013653788.1	XP_013629724.1
OG0005659	XP_013727159.2, XP_013720814.2	XP_013611933.1
OG0005660	XP_013653789.1	XP_013629723.1
OG0005660	XP_013679171.1, XP_013727158.2, XP_048598346.1	XP_013611934.1
OG0005661	XP_048598349.1, XP_013720803.1	XP_013611440.1
OG0005661	XP_013726110.2, XP_013653794.1	XP_013628854.1
OG0005662	XP_013680450.2	XP_013618740.1
OG0005662	XP_013687391.1	XP_013609097.1
OG0005663	XP_048603392.1, XP_013689121.2	XP_013619179.1
OG0005664	XP_013715185.2, XP_022549480.2	XP_013609593.1
OG0005664	XP_013692735.1, XP_013675784.2	XP_013616346.1
OG0005665	XP_048623127.1	XP_013610657.1
OG0005665	XP_022563242.2, XP_013718937.1	XP_013619018.1
OG0005665	XP_013747300.2, XP_013682257.2	XP_013628141.1
OG0005666	XP_048594644.1, XP_013654736.2	XP_013604919.1
OG0005666	XP_022573734.1, XP_013671335.1	XP_013601730.1
OG0005666	XP_048632766.1, XP_022562908.1	XP_013595438.1
OG0005667	XP_048619965.1	XP_013626595.1
OG0005667	XP_013742013.1, XP_013737316.1	XP_013609217.1, XP_013609239.1, XP_013595699.1
OG0005668	XP_013677287.2, XP_013695909.1	XP_013613504.1
OG0005668	XP_048596631.1, XP_048624426.1	XP_013606486.1
OG0005669	XP_013690413.3, XP_048627585.1, XP_013715779.2	XP_013598559.1
OG0005669	XP_013672691.1, XP_013730601.2	XP_013616965.1
OG0005670	XP_022572529.2, XP_013702332.2, XP_013745814.1	XP_013599292.1
OG0005670	XP_013672699.1, XP_013734336.2	XP_013585096.1
OG0005671	XP_048607338.1, XP_013733042.2, XP_013734338.1	XP_013622619.1
OG0005671	XP_013660892.2, XP_013733965.1	XP_013617413.1
OG0005672	XP_048620946.1, XP_048627573.1, XP_013717495.1	XP_013597658.1
OG0005672	XP_013660894.1, XP_013733936.1	XP_013597733.1
OG0005673	XP_013717402.1, XP_013717227.2	XP_013595828.1
OG0005673	XP_013730010.1, XP_048594728.1	XP_013627499.1
OG0005673	XP_013737367.1, XP_013698812.2	XP_013636386.1
OG0005674	XP_048618563.1, XP_013717156.2	XP_013593270.1
OG0005674	XP_013734007.1, XP_013672053.2	XP_013598646.1
OG0005675	XP_048596799.1, XP_013733973.1	XP_013617569.1
OG0005676	XP_013738077.2, XP_013671181.2	XP_013621522.1
OG0005676	XP_013737617.2, XP_048618990.1	XP_013592972.1
OG0005677	XP_048600061.1, XP_013671842.2	XP_013619915.1
OG0005677	XP_022562104.2	XP_013597654.1
OG0005678	XP_048612555.1	XP_013584278.1
OG0005678	XP_013674779.1	XP_013591275.1
OG0005678	XP_013714960.1, XP_013708243.1	XP_013603079.1
OG0005679	XP_013683646.1, XP_013660671.1	XP_013589853.1
OG0005679	XP_048622012.1, XP_022563268.2	XP_013602281.1
OG0005680	XP_013677031.1, XP_013656945.2	XP_013623457.1
OG0005680	XP_048596072.1, XP_013677584.1	XP_013638451.1
OG0005680	XP_013653251.2, XP_013692400.1	XP_013593055.1
OG0005681	XP_013697148.1, XP_048596041.1	XP_013586784.1
OG0005682	XP_013695302.1, XP_013659668.1	XP_013584283.1
OG0005683	XP_013659420.1	XP_013584342.1
OG0005683	XP_048592546.1, XP_013718295.1	XP_013596013.1
OG0005683	XP_013712457.1, XP_013686663.1	XP_013613861.1
OG0005684	XP_013656465.2, XP_048607204.1	XP_013621761.1
OG0005685	XP_013654949.1, XP_013724004.1	XP_013603264.1
OG0005685	XP_048634378.1, XP_013744151.1	XP_013588814.1
OG0005686	XP_013705434.1, XP_013639942.1	XP_013595832.1
OG0005686	XP_048634290.1, XP_048634285.1, XP_013665577.2	XP_013639129.1
OG0005687	XP_048634121.1, XP_048600994.1	XP_013604871.1
OG0005687	XP_013685624.2, XP_013656619.2, XP_048608883.1	XP_013621706.1
OG0005688	XP_013743649.1, XP_013688374.2	XP_013631608.1
OG0005688	XP_048597459.1, XP_013712412.1	XP_013599881.1
OG0005689	XP_013692779.1, XP_013707495.1	XP_013593591.1
OG0005689	XP_013728828.1, XP_022550123.2	XP_013635747.1
OG0005690	XP_048631047.1, XP_022555725.1, XP_013656579.2	XP_013623670.1
OG0005690	XP_013704817.2	XP_013597668.1
OG0005691	XP_013706421.2, XP_013738563.1	XP_013594157.1
OG0005691	XP_048593814.1	XP_013626368.1
OG0005691	XP_013674075.1, XP_013736194.1	XP_013594688.1
OG0005692	XP_013654995.2, XP_013726730.2, XP_048606305.1	XP_013627444.1
OG0005692	XP_013669413.2, XP_013665138.2	XP_013591942.1
OG0005693	XP_048590871.1, XP_013705660.3	XP_013596554.1
OG0005693	XP_048600939.1, XP_048633549.1	XP_013583309.1
OG0005693	XP_048593821.1, XP_013675096.2	XP_013626266.1
OG0005694	NP_001303105.1, XP_013706243.3	XP_013597742.1
OG0005694	XP_022545834.2, XP_048606288.1	XP_013628354.1
OG0005694	XP_013735809.1, XP_048633544.1	XP_013599253.1
OG0005695	XP_013647725.2, XP_022560779.2	XP_013592722.1
OG0005696	XP_022546228.2, XP_048611397.1	XP_013631381.1
OG0005696	XP_022554641.1, XP_048615043.1, XP_022546640.2	XP_013585888.1
OG0005697	XP_013701517.2	XP_013626488.1
OG0005697	XP_013662110.2, XP_013744655.1	XP_013632115.1
OG0005697	XP_048636579.1, XP_048629149.1, XP_022567685.2	XP_013631404.1
OG0005698	XP_013734258.2, XP_013701924.1	XP_013628936.1
OG0005698	XP_048609516.1, XP_013744892.2	XP_013636650.1
OG0005699	XP_013651719.1, XP_013647573.1	XP_013595800.1
OG0005699	XP_048626983.1, XP_048623492.1, XP_013744363.1	XP_013607177.1
OG0005700	XP_013679449.2, XP_013706622.1	XP_013620494.1
OG0005701	XP_048615379.1, XP_048595933.1, XP_022564816.2, XP_048623491.1	XP_013607178.1
OG0005702	XP_013665939.2, XP_013701103.2	XP_013603200.1
OG0005702	XP_013718774.1, XP_013640015.2	XP_013589911.1
OG0005703	XP_013736630.2, XP_048612697.1	XP_013620769.1
OG0005704	XP_048596753.1, XP_048624273.1	XP_013609275.1
OG0005704	XP_022557730.2, XP_048632019.1	XP_013615710.1, XP_013624079.1
OG0005705	XP_048612907.1	XP_013619780.1
OG0005706	XP_013677051.1	XP_013621541.1
OG0005707	XP_013662908.2, XP_048623099.1	XP_013611720.1
OG0005707	XP_013732784.1, XP_013697192.2	XP_013598099.1
OG0005708	XP_048624954.1, XP_022548491.2	XP_013609865.1
OG0005709	XP_048618348.1	XP_013595432.1
OG0005709	XP_022548481.1	XP_013606636.1
OG0005709	XP_048624418.1	XP_013616028.1
OG0005710	XP_013713016.1, XP_013728297.2	XP_013607197.1
OG0005710	XP_013715802.1, XP_013697015.2	XP_013616537.1
OG0005710	XP_013695375.2, XP_013706672.2	XP_013598228.1
OG0005711	XP_013697041.2, XP_048604220.1	XP_013618553.1
OG0005711	XP_013693710.2, XP_013703636.1	XP_013595474.1
OG0005712	XP_048637329.1, XP_013703654.2	XP_013598762.1
OG0005712	XP_013728330.1, XP_048624452.1	XP_013611129.1
OG0005713	XP_013716017.2	XP_013620411.1
OG0005713	XP_022565855.1, XP_013728331.1	XP_013611132.1
OG0005714	NP_001302892.1, XP_048632573.1	XP_013628104.1
OG0005714	NP_001302632.1, XP_048633294.1	XP_013636483.1
OG0005715	XP_013680939.1, XP_048628131.1, XP_013674921.1	XP_013591027.1
OG0005715	XP_013682375.2, XP_048610671.1	XP_013635622.1
OG0005716	XP_022563707.1	XP_013603979.1
OG0005716	XP_048602114.1, XP_013664760.1	XP_013638943.1
OG0005717	XP_013686568.1	XP_013583898.1
OG0005717	XP_013681216.1	XP_013626418.1
OG0005718	XP_048608694.1, XP_013734908.1	XP_013625207.1
OG0005718	XP_022544251.1	XP_013631077.1
OG0005718	XP_013691814.1, XP_013747519.1	XP_013636007.1
OG0005719	XP_048611300.1	XP_013635639.1, XP_013614123.1
OG0005719	XP_048608691.1, NP_001303065.1	XP_013625903.1
OG0005719	XP_048635404.1, XP_013747536.2	XP_013635582.1
OG0005720	XP_013681632.2	XP_013627492.1
OG0005720	XP_013751983.1, XP_013690890.2	XP_013634880.1
