Orthogroup	Brassica_napus	Alyssum_gmelinii
OG0007656	XP_048618635.1, XP_013707792.2	Ag006G551500
OG0007657	XP_022572565.2, XP_048618995.1, XP_013671188.1, XP_013738007.2	Ag006G550900
OG0007658	XP_048618734.1, XP_022561408.2, XP_013737719.2, XP_013667242.1	Ag003G256710, Ag006G547830, Ag006G550050, Ag004G314880
OG0007659	XP_048618749.1	Ag006G547770, Ag006G547710, Ag006G547750, Ag006G549940, Ag001G028970
OG0007660	XP_048607271.1, XP_013656455.1, XP_048607640.1, XP_013641400.1, XP_013738644.1	Ag006G546910, Ag006G542010
OG0007661	XP_013671469.2, XP_013738694.2, XP_048619032.1, XP_048619011.1	Ag006G542480, Ag006G545120
OG0007662	XP_013741447.1, XP_013704012.2, XP_013712471.2, XP_013671491.3	Ag006G544580, Ag006G543030
OG0007663	XP_048615473.1, XP_013717446.1, XP_013706260.2, XP_048594502.1	Ag006G540520
OG0007664	XP_013707359.1, XP_013715159.1, XP_013708152.1, XP_013717344.1	Ag006G540340
OG0007666	XP_048617708.1, XP_013717454.1, XP_013715096.1, XP_022563922.1	Ag006G536860, Ag006G539390
OG0007667	XP_013749252.2, XP_013662177.1, XP_013640310.1	Ag006G535800
OG0007668	XP_013707889.1, XP_013715147.2, XP_048630442.1, XP_022556116.2, XP_022556117.2	Ag006G534220
OG0007669	XP_013645991.2, XP_013693007.2, XP_013724242.2, XP_022545511.2	Ag006G532570
OG0007670	XP_013663486.1, XP_048636981.1, XP_013722580.2, XP_048593570.1, XP_048622013.1	Ag007G585230
OG0007671	XP_013701939.1, XP_013667414.2, XP_013749242.2, XP_048635520.1	Ag007G584820
OG0007672	XP_048636975.1, XP_013663488.1, XP_013722586.1, XP_022545499.2, XP_022560921.2	Ag007G585310
OG0007673	XP_013693050.1, XP_013750591.2, XP_048632281.1, XP_013684526.1	Ag005G479400
OG0007674	XP_048618388.1, XP_048592606.1, XP_022558365.1, XP_013662485.1	Ag007G583700
OG0007675	XP_013714167.2, XP_048612545.1, XP_013675255.2, NP_001302874.1, XP_013691491.2	Ag007G583370
OG0007676	XP_048612385.1, XP_048633685.1	Ag007G613640
OG0007677	XP_013718334.2, XP_048614666.1, XP_013656938.1, XP_013685409.1	Ag007G583120
OG0007678	XP_013697081.1, XP_013718347.1, XP_013685403.1	Ag007G583030
OG0007679	XP_048593892.1, XP_013693034.2, XP_013708075.1, XP_013651536.1	Ag007G582340
OG0007680	XP_013671418.1, XP_013678890.1, XP_048593873.1, XP_013665988.1, XP_013655363.1	Ag007G580940
OG0007681	XP_013656810.2, XP_013736658.1, XP_013662470.1, XP_013703886.2	Ag007G580710
OG0007682	XP_013662430.1, XP_013706583.1, XP_013718340.1, XP_022544407.1	Ag007G580250
OG0007683	XP_013659625.1, XP_048592552.1, XP_048619552.1	Ag007G580170
OG0007685	XP_022562680.1, XP_022572821.1, XP_013665735.2	Ag003G285810
OG0007686	XP_048598632.1, XP_048624340.1, XP_022554155.1, XP_013724980.2	Ag006G495110
OG0007687	XP_048601045.1, XP_048634520.1, XP_048607246.1, XP_048593742.1, XP_013656472.2	Ag003G286620
OG0007688	XP_013748913.1, XP_048619355.1, XP_013743112.1, XP_013649575.2	Ag003G286990
OG0007690	XP_013705477.2, XP_013673609.1, XP_013665838.3, XP_013665562.2	Ag003G288480
OG0007691	XP_013703231.1, XP_048619364.1, XP_013639945.1	Ag003G288890
OG0007692	XP_013740043.1, XP_013665592.1, XP_013681455.1, XP_048593786.1, XP_048607297.1	Ag003G288920
OG0007693	XP_013739035.2, XP_048601002.1, XP_048607312.1, XP_013685621.2, XP_013656623.1	Ag003G289320
OG0007694	XP_013733976.2, XP_048634080.1, XP_013656616.2, XP_048630640.1	Ag003G289790
OG0007695	XP_013664103.2, XP_013711574.2, XP_013743661.2, XP_048633621.1	Ag006G523990
OG0007696	XP_013703391.1, XP_013742532.2, XP_048634056.1, XP_022550139.2	Ag003G290360
OG0007697	XP_013728972.1, XP_013705142.1, XP_013723005.2, XP_022572641.1, XP_013710644.2, XP_048624673.1	Ag003G291450
OG0007698	XP_013703124.2, XP_013723051.1, XP_048630498.1, XP_013680052.2	Ag003G291550
OG0007699	XP_013723007.1, XP_048630500.1, XP_013665225.2, XP_013705464.2, XP_022572841.1	Ag003G291960
OG0007700	NP_001302810.1, XP_013722976.1, NP_001303103.1	Ag003G291970
OG0007701	XP_048633867.1, XP_013723036.1	Ag003G292300
OG0007702	XP_013732208.2, XP_013736490.1, XP_013684523.2, XP_048608927.1, XP_048593809.1	Ag003G292690
OG0007703	XP_013684517.2, XP_048607504.1, XP_013654998.2, XP_013732107.2, XP_048600961.1	Ag003G292870
OG0007704	XP_013648650.3, XP_048629652.1, XP_013736152.2	Ag003G293410
OG0007705	XP_013654993.2, XP_013686330.2, XP_013665102.1, XP_013669393.1	Ag003G293980
OG0007706	XP_013648405.1, XP_013735840.1, XP_013707235.1, XP_013646230.2	Ag003G294520
OG0007707	XP_013731908.1, XP_022561798.2, XP_013656756.2, XP_048606266.1	Ag003G296800
OG0007708	XP_048610685.1, XP_022556760.2, XP_013682681.2, XP_048633284.1	Ag001G042580
OG0007709	XP_022574545.2, XP_022557994.1, XP_022573560.2, XP_013705401.1	Ag007G645660
OG0007710	XP_013746703.2, XP_048633372.1, XP_048628791.1, XP_048612192.1	Ag007G647720
OG0007711	XP_013744647.1, XP_048629164.1, XP_048626799.1, XP_013681415.1	Ag002G162090
OG0007712	XP_048634436.1, XP_013744649.1, XP_013701523.2, XP_013734281.2	Ag008G710350
OG0007713	XP_013701514.2, XP_022571654.1, XP_048629156.1, XP_048636595.1, XP_013685492.1	Ag002G162540
OG0007714	XP_013657749.2, XP_013706028.2, XP_013640936.1, XP_048613902.1	Ag004G311290
OG0007715	XP_013661823.1, XP_013644558.1	Ag007G579470
OG0007716	XP_013722314.2, XP_048599149.1, XP_013729922.2	Ag007G628480
OG0007717	XP_013734289.1, XP_013701519.2, XP_048629143.1, XP_022567690.2, XP_048610522.1	Ag002G162900
OG0007718	XP_048629139.1, XP_048636584.1, XP_013710941.1, XP_048610975.1, XP_048634438.1	Ag002G162880
OG0007719	XP_013719773.1, XP_013656107.2, XP_013718414.1	Ag002G151700, Ag009G736750
OG0007720	XP_013735089.2, XP_048606885.1, XP_013718365.3, XP_022564775.1	Ag002G171620
OG0007721	XP_013683970.2, XP_013683980.1	Ag002G149280, Ag002G155660
OG0007722	XP_022566966.1, XP_013715719.1	Ag002G201690, Ag007G581380
OG0007723	XP_048636656.1, XP_022574969.2, XP_022575988.1, XP_048634406.1, XP_013719179.2	Ag002G160200
OG0007724	XP_048636660.1, XP_013748543.2, XP_022558396.1, XP_048634400.1	Ag002G159970, Ag006G513530
OG0007725	XP_013748526.1, XP_013642160.2, XP_013744525.2, XP_013719169.2	Ag002G159640
OG0007726	XP_013744487.2, XP_022571651.1, XP_013642153.2, XP_013748521.1	Ag002G159480
OG0007727	XP_013734248.2, XP_013683475.2, XP_013642155.1, XP_013748520.1	Ag002G159420
OG0007728	XP_048634386.1, XP_013671300.2, XP_013752299.1, XP_048636687.1	Ag002G158490
OG0007729	XP_013642133.2, XP_013748481.2, XP_013671303.1, XP_013745147.3	Ag002G158400
OG0007730	XP_013702838.1, XP_022548424.2, XP_013692482.2, XP_013644973.1	Ag002G157650
OG0007731	XP_013719765.1, XP_013735565.2, XP_022546771.2, XP_013677351.1	Ag002G206240
OG0007732	XP_013740849.1, XP_013669534.1, XP_048596802.1	Ag002G146740
OG0007733	XP_013735538.1, XP_048596794.1, XP_013742146.1	Ag002G146210
OG0007734	XP_013718619.2, XP_013714616.2, XP_013684117.2, XP_048632004.1	Ag002G145130
OG0007735	XP_013714079.1, XP_013701090.1, XP_013681080.1, XP_013740834.1	Ag002G142640
OG0007736	XP_013661129.2, XP_013676957.1	Ag002G141340
OG0007737	XP_013670285.1, XP_013659500.2, XP_022555039.1, NP_001302854.1	Ag002G140280
OG0007738	XP_013671906.1, XP_013661993.2, XP_048606986.1, XP_013735459.1	Ag002G133340
OG0007739	XP_013667332.2, XP_013736382.1, XP_013681999.2, XP_013730816.2	Ag008G718810
OG0007740	XP_013740817.1, XP_013703878.1, XP_013659486.2, XP_013670047.1	Ag002G132100
OG0007741	XP_013686970.1, XP_048637397.1	Ag002G125410
OG0007742	XP_013687354.1, XP_013681677.1, XP_013734078.1	Ag002G102960
OG0007743	XP_013676600.1, XP_048637382.1, XP_013712968.1, XP_013723635.2	Ag002G103880
OG0007744	XP_013669753.2, XP_013681736.2, XP_013677183.2	Ag002G104730
OG0007745	XP_013677175.1, XP_013677064.2	Ag002G110340, Ag002G106730
OG0007746	XP_022563699.1, XP_013677925.1, XP_013677170.1, XP_013674987.1	Ag002G111230, Ag002G107640
OG0007747	XP_022565329.1, XP_048596608.1, XP_013732777.1, XP_013677931.2	Ag002G111600, Ag002G108090
OG0007748	XP_013705844.2, XP_022551222.1, XP_013705348.2, XP_013695411.2	Ag002G108790, Ag002G112820
OG0007749	XP_022552574.2	Ag002G109290, Ag002G113270
OG0007750	XP_013659466.1, XP_013713302.2, XP_013705248.1, XP_013675028.2	Ag002G117390
OG0007751	XP_013666138.1, XP_013729404.1, XP_013721442.2	Ag006G498210
OG0007752	XP_048616250.1, XP_013695691.2, XP_013705543.1	Ag002G117660
OG0007753	XP_048637355.1, XP_048618349.1, XP_013659463.1, XP_013714117.1	Ag002G118700
OG0007754	XP_013661958.1, XP_013713146.1, XP_013693979.2, XP_022571207.1	Ag002G114830, Ag002G120430
OG0007755	XP_013677333.2, XP_013751949.2, XP_048626345.1	Ag002G124110, Ag004G312900
OG0007756	XP_013656734.1, XP_013714955.1, XP_048633287.1, XP_013686780.1	Ag001G042860
OG0007757	XP_013715170.2, XP_013686784.1, XP_013721167.2	Ag002G103830
OG0007758	XP_013660392.2, XP_013683207.1, XP_013744903.1, XP_022550751.1	Ag003G289540
OG0007759	XP_013744775.3, XP_013657057.1, XP_013674753.1	Ag004G307770
OG0007760	XP_013657044.1, XP_022555388.1, XP_048592482.1, XP_013726559.1	Ag005G428820
OG0007761	XP_048621654.1, XP_013719818.2, XP_048610673.1, XP_048633262.1	Ag001G038980
OG0007762	XP_013726345.1, XP_013675903.2, XP_013695623.1, XP_013653536.1	Ag008G726670
OG0007763	XP_013656787.2, XP_013742823.2, XP_013686737.1	Ag001G036900
OG0007764	XP_013655703.1, XP_013668165.2, XP_022572458.1, XP_022562570.2	Ag001G033860
OG0007765	XP_013647794.2, XP_013702925.1, XP_048633455.1, XP_013687068.1	Ag007G655520
OG0007766	XP_013746886.2, XP_013738159.2, XP_013698950.2, XP_048592926.1	Ag007G656880, Ag007G657130
OG0007767	XP_013743489.2, XP_013672027.2, XP_022567644.1, XP_048592940.1	Ag005G446870
OG0007768	XP_013700726.1, XP_013652447.1, XP_013722181.1, XP_013652156.1	Ag003G227250
OG0007769	XP_013734948.2, XP_022571780.2, XP_013690399.2, XP_048635476.1	Ag002G206420
OG0007770	XP_013747515.2, XP_013691130.2, XP_013734913.2, XP_048608696.1	Ag002G206230
OG0007771	XP_013692893.1, XP_013747523.2, XP_013688591.3, XP_022557358.1	Ag002G206180
OG0007772	XP_013747525.2, XP_013686486.2, XP_013734894.2, XP_048608686.1	Ag002G205750
OG0007773	XP_013751981.1, XP_013690818.2, XP_013688603.2, XP_013748716.3	Ag002G205610
OG0007774	XP_013691914.1, XP_048635409.1, XP_013748540.1, XP_048634814.1	Ag002G204910, Ag008G670270
OG0007775	XP_048634817.1, XP_013665603.2, XP_013691919.2, XP_013732802.1	Ag002G204900, Ag008G670240
OG0007776	XP_013717039.1, XP_013750942.2, XP_013710487.2, XP_013747620.3	Ag002G203700
OG0007777	XP_013734870.1, XP_048631823.1, XP_013750940.2, XP_022556859.1	Ag002G203600
OG0007778	XP_022550809.2, XP_013734838.2, XP_013752112.2, XP_013692500.2	Ag002G203090
OG0007779	XP_048636421.1, XP_048636424.1, XP_048609365.1, XP_048634787.1	Ag002G202940
OG0007780	XP_013688240.1, XP_022574283.2, XP_013748192.1, XP_013748088.1	Ag002G202920
OG0007781	XP_013688238.2, XP_022545970.2, XP_013748089.1, XP_048609364.1	Ag002G202910
OG0007782	XP_048608669.1, XP_022554893.2, XP_013734834.1, XP_013749693.1, XP_013688251.2	Ag002G202840
OG0007783	XP_048608666.1, XP_048608658.1, XP_013734830.2, XP_013688247.2, XP_013749689.1	Ag002G202830
OG0007784	XP_013749678.1, XP_013688257.1, XP_013748218.1, XP_013748111.1	Ag002G202720
OG0007785	XP_013725814.1, XP_013734817.2, XP_022561503.1, XP_013686234.1	Ag002G202150
OG0007786	XP_013688124.2, XP_013665701.2, XP_013687462.1, XP_013748145.1	Ag002G201580
OG0007787	XP_013692148.1, XP_013752135.1, XP_013725494.2, XP_013665711.1	Ag002G200530
OG0007788	XP_013692177.2, XP_013692128.1, XP_013683855.1, XP_013734776.2	Ag002G199400
OG0007789	XP_048636376.1, XP_013692625.1, XP_013734762.2, XP_013683862.1	Ag002G198720
OG0007790	XP_013683490.2, XP_013734755.1, XP_013725412.2, XP_022574258.1	Ag002G198610
OG0007791	XP_013686076.1, XP_013691514.1, XP_013725517.2, XP_022557828.2	Ag002G198400
OG0007792	XP_013730244.2, XP_013673098.1, XP_048608597.1, XP_048608596.1, XP_013683783.2	Ag002G195790
OG0007793	XP_013688542.1, XP_013747424.3, XP_013747762.1, XP_013688163.1	Ag002G194740
OG0007794	XP_013724382.1, XP_013683752.2	Ag002G192860
OG0007795	XP_022574154.2, XP_013687893.2, XP_013747785.2, XP_048609281.1	Ag002G193310
OG0007796	NP_001302570.1, XP_013723422.2	Ag006G491410
OG0007797	XP_013720221.1, XP_048607698.1, XP_013740025.2	Ag006G491670
OG0007798	XP_013732262.2, XP_048617678.1	Ag006G491970
OG0007799	XP_013730072.1, XP_013723059.1, XP_013723609.2, XP_013728845.2	Ag006G492300
OG0007800	XP_013740028.2, XP_013672838.1, XP_048630772.1, XP_022549548.2, XP_048631078.1	Ag006G492440
OG0007801	XP_013729809.2, XP_048628895.1, XP_048624366.1, XP_022554143.2, XP_013746077.2	Ag006G493240
OG0007802	XP_013685268.2, XP_013668288.2, XP_013725167.2, XP_013746047.2	Ag006G493030
OG0007803	XP_013746039.2, XP_013725162.2, XP_013668290.2, XP_048624363.1	Ag006G493400
OG0007804	XP_022554145.2, XP_022566046.2, XP_048624361.1, XP_013668291.2	Ag006G493410
OG0007805	XP_048624354.1, XP_013668299.1, XP_013697091.2	Ag006G493830
OG0007806	XP_013721516.1, XP_022548162.2, XP_013664367.2	Ag006G496700
OG0007807	XP_013703434.1, XP_048629270.1, XP_013720166.1	Ag006G494600
OG0007808	XP_013730129.1, XP_048598612.1, XP_022566139.1, XP_013724730.2	Ag006G496630
OG0007809	XP_048604447.1, XP_013730135.1, XP_013666196.2	Ag006G496890
OG0007810	XP_013675287.1, XP_013666201.1, XP_048624811.1	Ag006G497290, Ag006G497280
OG0007811	XP_013668397.1, XP_013666144.2, XP_013721487.2	Ag006G497360, Ag006G497380
OG0007812	XP_048607745.1, XP_048624255.1	Ag002G202070, Ag006G497560
OG0007813	XP_022554198.1, XP_013724615.2, XP_048598592.1, XP_048623062.1	Ag006G497840
OG0007814	XP_013721938.1, XP_013676044.2, XP_013667369.1, XP_013663195.1	Ag008G719530
OG0007815	XP_048623385.1, XP_048599085.1, XP_013730693.1, XP_013682017.2	Ag008G719240
OG0007816	XP_013674989.1, XP_048605539.1, XP_048623384.1, XP_048599078.1	Ag008G719220
OG0007817	XP_013721945.2, XP_022549109.2, XP_013706686.2	Ag008G717680
OG0007818	XP_013680567.2, XP_013740249.2, XP_013667262.2, XP_022568719.2	Ag008G717290
OG0007819	XP_048608084.1, XP_048627816.1, XP_022566048.2, XP_048599038.1	Ag008G716640
OG0007820	XP_013717655.1, XP_013667245.2, XP_013680883.2, XP_013740254.2	Ag008G716580
OG0007822	XP_013721857.1, XP_013717604.1, XP_013667237.2	Ag008G716440
OG0007823	XP_013716040.2, XP_013682244.2, XP_013667215.2, XP_013717686.2	Ag008G716200
OG0007824	XP_013716003.2, XP_048608108.1, XP_013667193.2, XP_048623314.1	Ag008G714850
OG0007825	XP_013715935.1, XP_048608119.1, XP_048599007.1, XP_013723980.1	Ag008G714110
OG0007826	XP_013649834.2, XP_013719917.2, XP_013716007.2, XP_013682180.2	Ag008G712990
OG0007827	XP_013706942.2, XP_013680540.1, XP_048623291.1, XP_048598995.1	Ag008G712740
OG0007828	XP_013716054.1, XP_013682174.2, XP_013665858.2, XP_013659057.3	Ag008G712300
OG0007829	XP_013710143.1, XP_013680549.1, XP_048628152.1	Ag008G711360
OG0007830	XP_013713964.1, XP_013710118.1, XP_013713155.2, XP_013646879.2	Ag008G710490
OG0007831	XP_013682109.1, XP_013732643.1, XP_013680793.2, XP_013738372.2	Ag008G709520
OG0007832	XP_048608174.1	Ag008G708000, Ag001G027370
OG0007832	XP_048590729.1	Ag008G700560
OG0007833	XP_048608178.1, XP_013740283.2, XP_013716559.1, XP_013702726.1	Ag008G707470
OG0007834	XP_013732408.1, XP_013682401.2, XP_013713682.3, XP_048605242.1	Ag008G706870
OG0007835	XP_013718921.1, XP_013647034.2, XP_013703961.2, XP_013707098.1, XP_013661209.2	Ag008G729040
OG0007836	XP_048629720.1, XP_048628379.1, XP_048631093.1	Ag002G102940, Ag008G729100, Ag002G102930
OG0007837	XP_022555860.2, XP_013642940.2, XP_013706385.2, XP_013661210.2	Ag008G729110
OG0007838	XP_013642987.1, XP_013643589.1, XP_013707535.1, XP_013661227.2	Ag008G729530
OG0007840	XP_013652791.1, XP_013661298.2, XP_013643094.1, XP_013643199.1	Ag008G730560
OG0007841	XP_048637898.1, XP_022555500.2	Ag008G730610
OG0007842	XP_048637926.1, XP_022553951.1	Ag008G731420
OG0007843	XP_013643124.1, XP_013680740.2, XP_013698638.2, XP_022549113.2	Ag008G731620
OG0007844	XP_013712548.2, XP_048625816.1, XP_013643117.2, XP_013671005.1	Ag008G731850
OG0007845	XP_013670997.1, XP_013670998.2, XP_022565256.1, XP_048630939.1, XP_013675608.2	Ag008G731870
OG0007846	XP_013678417.2, XP_048631247.1, XP_013643088.2, XP_048626577.1, XP_048626575.1, XP_013723110.1	Ag008G732620
OG0007847	XP_013643085.2, XP_048626564.1, XP_013723120.1, XP_013678415.1, XP_048616806.1	Ag008G732660
OG0007848	XP_013643075.2	Ag008G732720
OG0007849	XP_048631252.1, XP_048616876.1, XP_022571155.1, XP_013643221.1, XP_013643328.2	Ag008G733380
OG0007850	XP_048606572.1, XP_048590942.1, XP_048603290.1, XP_048616878.1, XP_048631254.1	Ag008G733390
OG0007851	XP_048606569.1, XP_048595471.1, XP_048623812.1	Ag008G733580
OG0007852	XP_013740969.1, XP_013643295.1, XP_013711875.1	Ag008G733890
OG0007853	XP_013727458.1, XP_022546793.2, XP_013711315.1, XP_048595479.1	Ag008G734210
OG0007854	NP_001302626.1, XP_048618446.1, XP_013727460.1	Ag008G734350
OG0007855	XP_013686232.1, XP_013736920.2, XP_013661348.1, XP_013655832.1	Ag008G734460
OG0007856	XP_022568570.1, XP_048628836.1, XP_013661334.2	Ag008G734870
OG0007857	XP_013652813.2, XP_013661312.2, XP_013653746.3, XP_022561164.2	Ag001G099870
OG0007858	XP_013737164.1, XP_013737057.2, XP_013654933.2, XP_013662998.2	Ag001G059490, Ag001G059290
OG0007859	XP_048595524.1, XP_048623577.1, XP_013651707.1, XP_013653742.1	Ag001G099520
OG0007860	XP_013735289.2, NP_001303200.1, XP_048625453.1, XP_013660407.1	Ag006G516910
OG0007861	XP_048605963.1, XP_013735281.1, XP_048625450.1, XP_013731268.2	Ag006G517030
OG0007862	XP_048632107.1, XP_048605954.1, XP_048595120.1, XP_048625462.1	Ag006G516500
OG0007863	XP_048625486.1, XP_013660541.2, XP_013735321.2, XP_013684347.1	Ag006G515540
OG0007864	XP_048605947.1, XP_048632094.1, XP_048625488.1, XP_048595134.1	Ag006G515470
OG0007865	XP_013719397.2, XP_022552279.2, XP_013666417.1, XP_048625504.1	Ag006G514630
OG0007866	XP_013722778.1, XP_013726326.1, XP_048605941.1, XP_048632084.1	Ag006G513780
OG0007867	XP_013640011.2, XP_013684407.1, XP_048632073.1	Ag006G512480
OG0007868	XP_013694952.2, XP_013676989.1, XP_048625444.1, XP_013660379.2	Ag006G511650
OG0007869	XP_013660382.2, XP_048595070.1	Ag006G511480
OG0007870	XP_013660387.2, XP_048595166.1, XP_013736217.2, XP_013659010.2	Ag006G511210
OG0007871	XP_048632948.1	Ag006G509570
OG0007872	XP_048625529.1, XP_013722939.2	Ag006G508640, Ag006G508060, Ag006G508630
OG0007873	XP_013688544.1, XP_048595200.1, XP_013717678.2, XP_013735428.2	Ag007G599380
OG0007874	XP_013735436.2, XP_048606999.1, XP_013731447.1, XP_048595209.1	Ag007G599110
OG0007875	XP_048615498.1, XP_013685710.3, XP_013707265.1, XP_013723734.1	Ag007G586700
OG0007876	XP_048626598.1, XP_013703568.1, XP_048619692.1	Ag007G587140, Ag007G587150
OG0007877	XP_013712119.2, XP_013645005.1, XP_048615399.1, XP_048603531.1	Ag007G588070
OG0007878	XP_013671310.1, XP_013744495.2, XP_013748477.1, XP_013642131.2	Ag007G588120
OG0007879	XP_013744474.2, XP_013671313.1, XP_013642127.2, XP_013748474.1	Ag007G588170
OG0007880	XP_013681895.1, XP_013740457.1, XP_013747217.2, XP_048636726.1, XP_013674646.1	Ag007G589390
OG0007881	XP_013680752.1, XP_013740458.1	Ag007G589310
OG0007882	XP_013734093.1, XP_013683382.3, NP_001302869.1, XP_013675824.1	Ag007G589290
OG0007883	XP_013683421.1, XP_013734205.1, XP_013748633.2, XP_013692273.2	Ag007G588650
OG0007884	XP_048612489.1, XP_013738992.1, XP_013679375.1	Ag007G589430
OG0007885	XP_022575039.2, XP_013726247.2, XP_013697347.1, XP_013744287.2	Ag007G590560
OG0007886	XP_013744333.2, XP_013687481.1	Ag007G591400
OG0007887	XP_013730855.1, XP_013744338.2, XP_013748750.2, XP_048636783.1	Ag007G591560
OG0007888	XP_013702762.2, XP_048634826.1, XP_013748745.1, XP_048610244.1	Ag007G591800
OG0007889	XP_013748744.2, XP_013702359.1, XP_013643545.2	Ag007G591840
OG0007890	XP_013695648.1, XP_048629241.1, XP_013723239.2	Ag004G305650
OG0007891	XP_013733932.1, XP_013683231.1, XP_013643552.1	Ag007G591980
OG0007892	XP_013733945.2, XP_013683513.1, XP_013748806.2, XP_022575055.2	Ag007G592340
OG0007893	XP_013647183.2, XP_013659711.1, XP_013683265.1, XP_048630432.1	Ag007G592530, Ag007G592540
OG0007894	XP_048633824.1, XP_013659707.1	Ag007G592600
OG0007895	XP_013647188.2, XP_013705622.1, XP_013740428.1, XP_013640062.2, XP_048630573.1	Ag007G592770
OG0007896	XP_048621800.1, XP_022563650.2, XP_022563646.2, XP_048622542.1, XP_048621820.1, XP_022546192.1	Ag004G306310
OG0007897	XP_013733967.2, XP_022554693.1, XP_048630276.1, XP_048628461.1, XP_022556961.1	Ag007G593390
OG0007898	XP_013676422.2, XP_013744190.2, XP_013650842.3, XP_013729529.1	Ag007G595130
OG0007899	XP_013676423.1, XP_013744191.2, XP_048610457.1, XP_022544626.2	Ag007G595140
OG0007900	XP_048631853.1, XP_013726738.1, XP_013647665.1, XP_022570882.1	Ag007G595690
OG0007901	XP_013651807.2, XP_048592835.1, XP_048633767.1, XP_013744153.1	Ag007G595750
OG0007902	XP_022573945.1, XP_013747121.2, XP_013647675.2, XP_013686697.1	Ag007G595900
OG0007903	XP_022573937.2, XP_048612448.1, XP_048631858.1, XP_048608721.1	Ag007G596460
OG0007904	XP_013653705.1, XP_013744016.2, XP_013742458.1	Ag007G597700
OG0007905	XP_013660508.2, XP_013653717.1, XP_013744023.1, XP_022556954.1	Ag007G597980
OG0007906	XP_013715585.2, XP_013684198.1	Ag006G504490, Ag004G381330, Ag006G504510
OG0007907	XP_013680878.2, XP_022571801.2, XP_048620927.1, XP_013710447.2	Ag006G526490
OG0007908	XP_013710998.1, XP_013663992.2, XP_013744032.2, XP_013696635.2	Ag006G527230
OG0007909	NP_001302512.1, XP_013671596.1, XP_013707221.1, XP_013738185.2	Ag003G251380
OG0007910	XP_013738142.2, XP_013703247.2, XP_013742669.1, XP_013741677.1	Ag002G203620
OG0007911	XP_013662380.1, XP_013714152.1, XP_013667707.1	Ag007G615670
OG0007912	XP_013681452.2, XP_013735642.2, XP_048614354.1, XP_013730602.2	Ag001G100430
OG0007913	XP_048629818.1, XP_013714092.1, XP_022549270.1, XP_013740145.1, XP_013675033.1	Ag007G613300
OG0007914	XP_013695395.1, XP_048631864.1	Ag002G146970
OG0007915	XP_013742224.1, XP_048600218.1, XP_013738108.2, XP_013705459.1	Ag003G248460
OG0007916	XP_048613654.1, XP_048602033.1, XP_013640327.1, XP_048614320.1	Ag005G490370
OG0007917	XP_013750977.1, XP_048614312.1	Ag005G490300
OG0007918	XP_048598255.1, XP_013720974.1, XP_022567389.2, XP_013729013.1	Ag007G617840
OG0007919	XP_022575681.2, XP_048637043.1, XP_013684214.2, XP_013735667.2	Ag005G489950
OG0007920	XP_048602001.1, XP_048633248.1, XP_048636241.1, XP_048614273.1	Ag005G489540
OG0007921	XP_013735720.2, XP_048601987.1, XP_013682566.2	Ag005G489020
OG0007922	XP_013680615.2, XP_048632076.1, XP_048606027.1	Ag005G488580
OG0007923	XP_013750912.2, XP_013750916.2, XP_013682550.1, XP_048632095.1	Ag005G488450
OG0007924	XP_013729151.2, XP_048601963.1, XP_013732349.1	Ag005G488100
OG0007925	XP_013747673.2, XP_048636217.1, XP_013682585.2, XP_048632270.1	Ag005G487590
OG0007926	XP_013745034.1, XP_013735748.1, XP_048615101.1, XP_048636192.1	Ag005G486800
OG0007927	XP_013731627.1, XP_048612870.1, XP_048601724.1, XP_013742259.3	Ag005G486100
OG0007928	XP_013640280.2, XP_013640279.2, XP_022559153.1, XP_022571978.1	Ag005G485160
OG0007929	XP_013742233.2, XP_022570099.2, XP_013750775.2, XP_013723594.1	Ag005G484990
OG0007930	XP_013750764.2, XP_013723593.1, XP_013684420.1, XP_013735788.2	Ag005G484750
OG0007931	XP_013750741.1, XP_013750686.2, XP_013684437.2, XP_013735796.2	Ag005G484430
OG0007932	XP_013750672.2, XP_013750756.2	Ag005G484600
OG0007933	XP_013750693.1, XP_013750732.2	Ag005G484260
OG0007934	XP_013640268.2, XP_048615413.1, XP_013735804.2, XP_022555133.1	Ag005G484190
OG0007935	XP_048601683.1, XP_013732128.2, XP_013640269.2, XP_048636117.1	Ag005G484040
OG0007936	XP_048599535.1, XP_048619115.1, XP_048632234.1, XP_013684506.1	Ag005G483480
OG0007937	XP_048632229.1, XP_022555135.1, XP_013750726.2, XP_048615398.1	Ag005G483620
OG0007938	XP_048626175.1, XP_048631389.1, XP_013696108.2, XP_013684485.1, XP_048632246.1	Ag005G483090
OG0007939	XP_013681001.1, XP_013740931.2	Ag005G482540
OG0007940	XP_013740930.2, XP_013681000.1, XP_013695476.1, XP_048636067.1	Ag005G482370
OG0007941	XP_013684465.1, XP_013740926.2, XP_013732680.2, XP_013698106.2	Ag005G482150
OG0007942	XP_013735898.2, NP_001302545.1, XP_013693591.1, XP_013750667.1	Ag005G481410
OG0007943	XP_048628664.1, XP_013647979.1, XP_048628827.1, XP_022558346.2, XP_013750664.2	Ag005G481320
OG0007944	XP_048628665.1, XP_048628828.1, XP_013647989.2, XP_013697732.1, XP_013750662.2	Ag005G481310
OG0007945	XP_048628825.1, XP_048626172.1, XP_013648008.1, XP_013697700.1, XP_013750661.1	Ag005G481290
