Orthogroup	Brassica_napus	Erysimum_linariifolium
OG0008663	XP_013717135.2, XP_022565940.1, XP_013666829.1	El007G337130, El007G337150
OG0008664	XP_013646831.1, XP_013646342.1, XP_013666949.2, XP_022543145.1	El007G337020
OG0008665	XP_013666929.1, XP_013714370.1	El007G336610
OG0008666	XP_013685598.2, XP_013676181.1, XP_013666920.1, XP_013686904.2	El007G336500
OG0008667	XP_048598815.1, XP_013690463.1, XP_013640666.1, XP_048629272.1	El007G336490
OG0008668	XP_013696191.2, XP_013680457.1, XP_013685360.2, XP_013725373.1	El007G336040
OG0008669	XP_013749327.1, XP_013734043.2, XP_013701563.2, XP_013682752.2	El007G335770
OG0008670	XP_013682756.2, XP_013702746.2, XP_013734039.2, XP_048624715.1	El007G335750
OG0008671	XP_013740302.1, XP_013682765.2, XP_013725358.1, XP_013714366.1	El007G335390
OG0008672	XP_013682771.2, XP_013732723.2, XP_013667005.2	El007G335200
OG0008673	XP_013732774.2, XP_048608250.1	El007G335180
OG0008674	XP_013669681.3, XP_048606900.1, XP_013665814.2, XP_013713878.1	El007G334910
OG0008675	XP_013684992.2, XP_048603060.1, XP_048598882.1, XP_048624761.1	El007G334710
OG0008676	XP_013667045.2, XP_013714579.2, XP_013673245.1, XP_013684589.2	El007G334600
OG0008677	XP_013682611.1, XP_048628804.1, XP_013697187.1, XP_022570309.2	El007G334400
OG0008678	XP_048606735.1, XP_013741111.1, XP_022553780.1, XP_048628718.1	El007G333980
OG0008679	XP_048603033.1, XP_048606674.1, XP_013722252.2, XP_048598907.1	El007G333690
OG0008680	XP_013683070.1, XP_013683997.1, XP_048628628.1, XP_048628580.1, XP_013682450.1	El007G333520
OG0008681	XP_013667112.2, XP_013722213.2, XP_013731932.2, XP_048608198.1	El007G333510
OG0008682	XP_013644249.1, XP_048591261.1, XP_013725218.1, XP_013698113.2	El007G351680
OG0008683	XP_048602966.1, XP_048601280.1, XP_013704479.2, XP_013644255.1	El007G351280
OG0008684	XP_013695752.2, XP_013725197.1, XP_022558574.2, XP_013660785.2	El007G351260
OG0008685	XP_013728256.2, XP_013752377.1, XP_022549290.1	El001G068400
OG0008686	XP_048603995.1, XP_013707578.1, XP_013667939.1, XP_022549292.1	El001G068420
OG0008687	XP_013667964.1, XP_013668051.2, XP_013728237.1, XP_022554328.1	El001G068630
OG0008688	XP_013703534.2, XP_013679490.1, XP_013668044.1, XP_013667966.1	El001G068670
OG0008689	XP_013679483.1, XP_013704033.2, XP_013667970.2, XP_013668043.1	El001G068690
OG0008690	XP_048603912.1, XP_013706047.2, XP_013668036.2, XP_013667978.1	El001G068750
OG0008691	XP_048602803.1, XP_048602802.1, XP_048603856.1, XP_013666082.2, XP_013720836.1	El001G069160
OG0008692	XP_048598338.1, XP_013720784.1, XP_048602801.1, XP_048603849.1	El001G069180
OG0008693	XP_013668006.2, XP_013720810.1, XP_013716083.1, XP_048607880.1	El001G069330
OG0008694	XP_013720719.1, XP_013727184.2, XP_013676100.2, XP_013679238.1	El001G069560
OG0008695	XP_048625585.1, XP_013653783.1, XP_013679198.1, XP_022551473.2	El001G069700
OG0008696	XP_022548762.2, XP_013720745.1, XP_048603685.1, XP_048603759.1	El002G131760, El001G069730
OG0008698	XP_013668078.1, XP_013691096.1, XP_013678597.2, XP_048602732.1	El001G070360
OG0008699	XP_013708933.1, XP_013678847.1, XP_048602752.1	El001G071190
OG0008700	XP_013701928.2, XP_048598389.1, XP_013726545.2	El001G071470
OG0008701	XP_013700670.1, XP_013668150.2, XP_013680279.2	El001G071620
OG0008702	XP_048602724.1, XP_013678678.1, XP_048626267.1, XP_048602767.1	El001G071870
OG0008703	XP_048603550.1, XP_013678586.2, XP_013715558.2, XP_013722957.1	El001G072160
OG0008704	XP_013715405.2, XP_013737497.1, XP_013678513.1, XP_048603496.1	El001G072360
OG0008705	XP_013715750.2, XP_013737489.1	El001G072440
OG0008706	XP_013680319.1, NP_001303067.2, XP_048598422.1	El001G072740
OG0008707	XP_048603351.1, XP_013692116.2, XP_048623101.1, XP_013715532.2	El001G073050
OG0008708	XP_048598434.1, XP_013715534.2, XP_048625126.1, XP_013680335.3	El001G073100
OG0008709	XP_048603305.1, XP_013686767.1, XP_022554280.1, XP_048625061.1	El001G073330
OG0008710	XP_013715441.2, XP_013701054.1, XP_022553572.1, XP_013680519.3	El001G073560
OG0008711	XP_013743253.2, XP_048598474.1, XP_048602681.1, XP_013718962.3	El001G073850
OG0008712	XP_048603186.1, XP_013719018.1, XP_013680406.2, XP_013680377.1	El001G073890
OG0008713	XP_013680851.2, XP_022553098.2, XP_013715197.2, XP_048598475.1	El001G074000
OG0008714	XP_013715722.2, NP_001303211.1, XP_013718917.1, XP_048603152.1	El001G074180
OG0008715	XP_013742002.1, XP_013737306.1, XP_013733773.1, XP_013671331.1	El003G169880
OG0008716	XP_013655959.2, XP_048601402.1, XP_013711024.2	El003G169260
OG0008717	XP_013678013.1, XP_048601407.1, XP_013668667.1	El003G169210
OG0008718	XP_013741326.1, XP_013646946.2, XP_013723431.2, XP_048638040.1, XP_013654758.2	El003G169090
OG0008719	XP_048632791.1, XP_022570493.2, XP_048638048.1, XP_048601414.1	El003G169020
OG0008720	XP_022569683.1, XP_013706190.1, XP_013723446.2, XP_048638050.1	El003G169010
OG0008721	XP_048638100.1, XP_022574251.2, XP_048594669.1, XP_013726862.3	El003G168840
OG0008722	XP_048601421.1, XP_048638152.1	El003G168580
OG0008723	XP_013699089.2, XP_048607243.1, XP_013656029.2	El003G167600
OG0008724	XP_013714548.1, XP_013677048.1, XP_013714654.1, XP_013661857.2	El007G363380
OG0008725	XP_013719505.1, XP_013728840.1, XP_048627579.1, XP_022573429.2	El003G167010
OG0008726	XP_048594712.1, XP_048638594.1, XP_013672677.1	El003G166960
OG0008727	XP_048629702.1, XP_022545654.2, XP_013672697.1, XP_013734402.2	El003G166610
OG0008728	XP_013743600.1, XP_022572531.2, XP_048628570.1, XP_048590804.1, XP_013672705.1	El003G166500
OG0008729	XP_013680448.1, XP_048629938.1, XP_013718449.2	El003G166390
OG0008730	XP_048601489.1, XP_048591069.1, XP_048607349.1, XP_048607357.1	El003G165850
OG0008731	XP_048629248.1, XP_013660913.1, XP_013733848.1	El003G165800
OG0008732	XP_022553847.1, XP_013680080.3, XP_048632303.1, XP_013670087.1	El003G165620
OG0008733	XP_048596058.1, XP_022568613.2	El003G165350
OG0008734	XP_013644092.1, XP_013683735.1, XP_022561711.2, XP_013654837.1	El003G165040
OG0008736	XP_013728471.2, XP_048607374.1, XP_013737188.1, XP_022550350.1	El003G164600
OG0008737	XP_048594738.1, XP_022550368.1, XP_022543248.1	El003G164090
OG0008738	XP_013669890.2, XP_013670505.2	El003G162900
OG0008739	XP_013702984.1, XP_013714825.2, XP_013686981.1, XP_013686504.2	El001G006360
OG0008740	XP_022562595.2, XP_048618637.1, XP_013671174.1, XP_048596803.1	El003G162770
OG0008741	XP_048618675.1, XP_013737612.1, XP_013663871.1, XP_013701918.2	El003G162610
OG0008742	XP_013663880.1, XP_013702978.2, XP_013737783.2, XP_013663635.2	El003G162470
OG0008743	XP_022572009.2, XP_013737592.2, XP_013663636.1, XP_048596966.1	El003G162440
OG0008744	XP_013737584.1, XP_013737648.2, XP_048601625.1, XP_013737671.2	El003G162240
OG0008745	XP_013737674.2, XP_022562031.2, XP_013738519.1, XP_013697314.1	El003G161710
OG0008746	XP_048604075.1, XP_048617268.1, XP_022569959.1, XP_013690594.2	El004G222110
OG0008747	XP_022571852.1, XP_048619041.1, XP_013671483.3, XP_013711871.1	El003G161070
OG0008748	XP_013737572.1, XP_013695353.2, XP_013690641.2	El001G009010
OG0008749	XP_048636316.1, XP_013663767.1, XP_013672535.1	El002G121400
OG0008750	XP_048636985.1, XP_013751338.3, XP_013657211.1	El002G122290
OG0008751	XP_048621698.1, XP_048593326.1	El002G122620, El002G122630
OG0008752	XP_048621696.1, XP_013662184.1	El002G122930
OG0008753	XP_013662174.1, XP_022559750.1, XP_013714768.1, XP_013749253.1	El002G123410
OG0008754	XP_013714875.1, XP_013721013.1, XP_013703023.2, XP_013749260.2	El002G123860
OG0008755	XP_048622130.1, XP_013665943.1, XP_013646111.1, XP_022546828.2	El002G128110
OG0008756	XP_013646147.2, XP_013711445.2, XP_013667449.1, XP_013681211.2	El002G128070
OG0008757	XP_022563061.1, XP_022544468.2, XP_013656986.2, XP_013685335.1	El002G113240
OG0008758	XP_013686634.2, XP_048593594.1, XP_048599522.1, XP_013718803.1	El002G128750
OG0008759	XP_013707452.1, XP_013653235.1, XP_013714550.2, XP_048596088.1	El002G113560
OG0008760	XP_013656946.1, XP_013677032.1, XP_013691955.1, XP_013653247.1	El002G113920
OG0008761	XP_013702931.1, XP_013649635.1, XP_022566201.2, XP_013698490.1	El004G225630
OG0008762	XP_048619597.1, XP_013651537.2, XP_013698413.1, XP_013662625.1	El002G115130
OG0008763	XP_048606216.1, XP_013655098.2, XP_013696453.1, XP_013659674.1	El002G115170
OG0008764	XP_013656839.1, XP_013656852.2, XP_048596014.1, XP_022559360.1	El002G115780
OG0008765	XP_022546680.2, XP_013705518.1, XP_013718315.1, XP_022544408.1	El002G117310
OG0008766	XP_013748722.1, XP_013707712.1, XP_048619551.1, XP_013718359.2	El002G117580
OG0008767	XP_013661813.1, XP_013644578.2, XP_048594568.1, XP_013708765.2	El002G117630
OG0008768	XP_048594564.1, XP_013733796.2, XP_013661816.1, XP_013644572.1	El002G118000
OG0008769	XP_013641359.2, XP_013646222.2, XP_013733026.2, XP_013656464.2	El003G146510
OG0008770	XP_048593775.1, XP_013733025.2, XP_013641579.2, XP_048601051.1	El003G146460
OG0008771	XP_013743221.1, XP_048628158.1, XP_013643348.3	El003G146170
OG0008772	XP_013746687.2, XP_048634267.1	El003G145710
OG0008773	XP_013706128.2, XP_022575315.2, XP_048634194.1, XP_013739108.2	El003G145440
OG0008774	XP_022550140.2, XP_013734573.2, XP_013685628.2, XP_048630639.1, XP_013656614.1	El003G145140
OG0008775	XP_022550136.2, XP_013723033.1, XP_013706720.1, XP_013742530.1	El003G145010
OG0008776	XP_048600980.1, XP_048634022.1, XP_048626402.1, XP_013742525.1, XP_013707660.1	El003G144950
OG0008777	XP_013670126.1, XP_013656603.1, XP_013723012.2, XP_013736369.1	El003G144900
OG0008778	XP_013669048.1, XP_022549886.1, XP_013655008.1, XP_013681766.1	El003G144280
OG0008779	XP_013723009.1, XP_013685561.2, XP_013656584.2	El003G144240
OG0008780	XP_013732307.2, XP_013736512.1, XP_048627729.1, XP_013684522.1, XP_048593808.1	El003G143960
OG0008781	XP_048607505.1, XP_013684518.1, XP_013654999.2, XP_013669004.2, XP_013669444.1	El003G143780
OG0008782	XP_048627731.1, XP_013654997.2, XP_048593812.1	El003G143760
OG0008783	XP_013656560.1, XP_048630653.1, XP_013678086.1, XP_048600948.1, XP_013668138.2	El003G143470
OG0008784	XP_013735737.1, XP_013692787.2, XP_013656707.1, XP_013677380.1	El003G142740
OG0008785	XP_013707218.1, XP_013738201.2, XP_048598846.1, XP_013728707.2	El003G156510
OG0008786	XP_048613570.1, XP_048611375.1, XP_048629122.1, XP_013686829.1, XP_013707508.2	El003G184150
OG0008787	XP_013687461.2, XP_013752473.1, XP_048633307.1, XP_013641402.1	El003G184610, El003G180800
OG0008788	XP_048616546.1, XP_013647718.1, XP_013742982.2, XP_013725641.1	El003G186850
OG0008789	XP_013690831.1, XP_048634732.1	El002G122840, El006G285290
OG0008790	XP_048633380.1, XP_048610742.1, XP_013752033.1, XP_022559479.1	El003G188960
OG0008791	XP_048618737.1, XP_048592545.1, XP_013644574.1, XP_013661815.1	El002G117990
OG0008792	XP_048623222.1, XP_048598555.1	El001G076600
OG0008793	XP_013731521.2, XP_048629654.1, XP_013733829.1	El002G119480
OG0008794	XP_048610986.1, XP_013662096.2	El006G295370
OG0008795	XP_013735113.1, XP_013719697.1	El001G009980
OG0008796	XP_013680926.2, XP_013740494.2, XP_048636677.1, XP_022556563.1	El006G297860
OG0008797	XP_013747202.2, XP_013659376.3	El007G355240
OG0008798	XP_013727987.2, XP_048615344.1, XP_013644988.2, XP_048610053.1	El007G358070
OG0008799	XP_048595927.1, XP_013700736.1, XP_013644980.1, XP_013686017.2	El007G358000
OG0008800	XP_013734820.2, XP_013725842.1, XP_013749659.1, XP_013688277.1	El006G282610
OG0008801	XP_048618773.1, XP_013719481.1, XP_048610295.1	El007G355410, El007G355490
OG0008802	XP_013652160.1, XP_013735563.1, XP_013684074.1, XP_048614452.1, XP_048604434.1	El001G008990
OG0008803	XP_048631997.1, XP_048612859.1, XP_048603191.1	El001G007860
OG0008804	XP_013748814.2, XP_048596768.1, XP_048596766.1, XP_048624285.1	El001G006880, El001G006820
OG0008805	XP_013662172.1, XP_013712990.2, XP_048632012.1	El001G006460
OG0008806	XP_013700872.3, XP_013671367.2, XP_022552595.1, XP_048612675.1	El001G006220
OG0008807	XP_013657298.2, XP_013677010.2, XP_013684144.1, XP_013735503.2	El001G006180
OG0008808	XP_048624275.1, XP_048596754.1, XP_013676963.1, XP_013649199.2, XP_048606952.1	El001G006010
OG0008809	XP_013711531.1, XP_013662010.2	El001G005150
OG0008810	XP_048612563.1, XP_013661978.2, XP_022569835.1	El001G004780
OG0008811	XP_048596709.1, XP_013644432.1	El001G004720
OG0008812	XP_013659415.2, XP_013713898.2, XP_048637401.1, XP_013675674.2	El007G360990
OG0008813	XP_013730314.1, XP_048604593.1, XP_013674585.2, XP_048619727.1	El007G361080
OG0008814	XP_013677533.1, XP_013661809.1, XP_013681658.1, XP_013687132.1	El007G361560
OG0008815	XP_048603805.1, XP_048603807.1, XP_048615593.1	El007G362050
OG0008816	XP_013721662.1, XP_013656409.2, XP_013723636.2, XP_048623540.1	El007G363290
OG0008817	XP_022563513.1, XP_048637374.1, XP_022546829.2, XP_013677177.1	El007G364100
OG0008818	XP_013674004.2, XP_013677065.1	El007G364160
OG0008819	XP_013693100.1, XP_013707406.2, XP_048624422.1, XP_013661939.1	El007G365670
OG0008820	XP_013693205.2, XP_048618351.1, XP_013695833.1, XP_022552683.1	El007G365730
OG0008821	XP_048618371.1, XP_013696423.2, XP_048596635.1, XP_013714700.2	El007G366000
OG0008822	XP_048620350.1, XP_048596646.1, XP_013714291.2	El007G366870
OG0008823	XP_013696687.2, XP_013706245.2, XP_048614665.1, XP_048604221.1	El007G366880
OG0008824	NP_001302944.1, XP_013686781.1, NP_001303068.1, XP_013715117.2	El003G183350
OG0008825	XP_022548876.1, XP_013696794.1, XP_013725524.2, XP_013711352.1	El003G179660
OG0008826	XP_013660077.2, XP_013742942.1	El003G178340
OG0008827	XP_013657445.2, XP_013662131.1	El003G178180
OG0008828	XP_013711783.1, XP_013710992.1	El008G368830, El003G177530
OG0008829	XP_048632545.1, XP_013707951.1, XP_013750064.1, XP_013747707.1	El005G267320
OG0008830	XP_013742846.1, XP_048610217.1, XP_013656772.2, XP_013736685.1	El003G175670
OG0008831	XP_048593855.1, XP_013736677.1, XP_048610209.1, XP_048634010.1	El003G175260
OG0008832	XP_013656788.1, XP_013736672.1, XP_013742824.1, XP_013686740.2	El003G175170
OG0008833	XP_013733442.1, XP_013654699.1, XP_013666216.1, XP_048631422.1	El003G174390
OG0008834	XP_022575791.1, XP_048628106.1, XP_013701524.1, XP_013752153.1, XP_013654704.1	El003G173800, El003G173470
OG0008835	XP_048629864.1, XP_048600289.1, XP_013640094.1	El003G173620
OG0008836	XP_013697833.1, XP_013737078.1	El003G172870
OG0008837	XP_013737075.2, XP_013696841.1, XP_013647620.2, XP_013675886.1	El003G172790
OG0008838	XP_048610785.1, XP_013743280.2, XP_013647766.2, XP_013698894.2	El003G190790
OG0008839	XP_013689979.2, XP_022573805.2	El003G192120, El001G011300
OG0008840	XP_013743317.2, XP_013647781.2, XP_013703011.2	El003G191600
OG0008841	XP_048612157.1, XP_013743369.2, XP_022560891.2, XP_013647801.2	El003G192210
OG0008842	XP_013699166.1, XP_013647798.2, XP_013731587.1, XP_013743371.2	El003G192180
OG0008843	XP_048592915.1, XP_048616957.1, XP_048633489.1, XP_013743424.1	El003G193040
OG0008844	XP_048616971.1, XP_013659435.2, XP_013743478.1, XP_013672017.2	El003G193390
OG0008845	XP_013743486.2, XP_013672022.2, XP_013661847.2, XP_013661846.2	El003G193470
OG0008846	XP_048593130.1, XP_048619624.1, XP_013697651.2, XP_048592765.1	El006G279800
OG0008847	XP_048609482.1, XP_048596216.1, XP_048631565.1	El006G279850
OG0008848	XP_013688584.1, XP_013732569.2	El006G279900
OG0008849	XP_048611280.1, XP_048634798.1, XP_013712180.2, XP_013747602.2	El006G281190
OG0008850	XP_048635425.1, XP_013712659.2, XP_013717061.1, XP_013750954.2	El006G281270
OG0008851	XP_013716903.1, XP_013750941.1, XP_022574852.2, XP_048610352.1	El006G281460
OG0008852	XP_013747876.2, XP_013752108.2, XP_013690612.1, XP_013675460.2	El006G281950
OG0008853	XP_013748081.1, XP_013748195.1, XP_013688235.2, XP_022545973.1	El006G282040
OG0008854	XP_013749662.1, XP_013688274.1, XP_013703421.1, XP_013748128.1	El006G282590
OG0008855	XP_022575961.1, XP_048609354.1, XP_048634773.1, XP_022574613.1	El006G283000
OG0008856	XP_013725802.1, XP_022571760.1, XP_013688134.2, XP_013666697.2	El006G283200
OG0008857	NP_001302494.1, NP_001302830.1, XP_013688140.2, XP_013665708.1	El006G283350
OG0008858	XP_013752132.1, XP_022556119.2, XP_013691183.2, XP_048634765.1	El006G283420
OG0008859	XP_013648261.2, XP_013700707.2, XP_022546952.1, XP_013710078.1	El001G031920
OG0008860	XP_013683860.2, XP_013740637.2, XP_013690824.1, XP_013690915.1	El006G284590
OG0008861	XP_048634742.1, XP_022574256.1, XP_013734756.2	El006G284760
OG0008862	XP_013691311.1, XP_013691262.1	El006G284800
OG0008863	XP_013740635.2, XP_048608643.1	El006G284810
OG0008864	XP_013686024.1, XP_013744396.3, XP_048608633.1, XP_013683851.3	El006G285010
OG0008865	XP_013683811.3, XP_022554872.1, XP_013688026.2, XP_013664171.2	El006G285570
OG0008866	XP_048611199.1, XP_013646865.2, XP_013730812.1, XP_013717410.1	El006G285830
OG0008867	XP_013663692.1, XP_022547263.2, XP_013648322.2, XP_013724442.1	El001G030680
OG0008868	XP_013745001.2, XP_013687869.1	El001G045560, El006G286320
OG0008869	XP_048636338.1, XP_013752063.2, XP_013691506.1, XP_013747415.2	El006G286680
OG0008870	XP_048636337.1, XP_013752065.2	El006G286720
OG0008871	XP_013727814.1, XP_013747773.2, XP_013691645.1, XP_048634690.1	El006G286750
OG0008872	XP_013726084.2, XP_013653792.1	El001G069880
OG0008873	XP_013691431.1, NP_001302918.1, XP_048609613.1, XP_013752079.2	El006G287370
OG0008874	XP_013724305.1, XP_048608614.1, XP_013686289.1, XP_048635458.1	El006G287660
OG0008875	XP_048610400.1, XP_013686095.2, XP_013687817.1, XP_013744953.2	El006G287890
OG0008876	XP_048608620.1, XP_048631745.1, XP_013687815.2, XP_013744950.2	El006G287910
OG0008877	XP_013723529.1, XP_013730070.1	El001G081520
OG0008878	XP_048623824.1, XP_013730111.2	El001G081420, El001G044610
OG0008879	XP_013732246.2, XP_013723572.2, XP_013730115.1	El001G081340
OG0008880	XP_013732277.3, XP_048602634.1	El001G081220
OG0008881	XP_013725207.2, XP_013746073.2, XP_013733492.3	El001G080710
OG0008882	XP_048602626.1, XP_048624357.1, XP_013666176.2	El001G080180
OG0008883	XP_048604469.1, XP_013720250.1, XP_013725007.3, XP_022566091.2	El001G079780
OG0008884	XP_013724758.2, XP_022554174.1, XP_013726252.1, XP_013666188.1	El001G079020
OG0008885	XP_013668370.1, XP_013730136.1, XP_022554177.1, XP_013724736.1	El001G078910
OG0008886	XP_013721399.1, XP_013668374.2, XP_048624321.1	El001G078740
OG0008887	XP_013721403.1, XP_013668208.2, XP_013668402.2	El001G078410
OG0008888	XP_013721961.1, XP_013667371.2, XP_013663196.1	El001G060950
OG0008889	XP_013676027.2, XP_013721996.2, XP_013682023.2, XP_013730651.2	El001G060580
OG0008890	XP_048623386.1, XP_048599087.1, XP_013674671.1, XP_048605549.1	El001G060520
OG0008891	XP_022571495.1, XP_013667349.2, XP_013676024.2, XP_013721861.1	El001G060450
OG0008892	XP_013681977.2, XP_013730925.2, XP_048605638.1, XP_013675988.1	El001G060020
OG0008893	XP_013674660.1, XP_013721906.2, XP_013730934.2	El001G059990
OG0008894	XP_013667348.2, XP_048599082.1, XP_013730703.1, XP_013682011.2	El001G060410
OG0008895	XP_013667280.2, XP_013707695.1, XP_013721927.2	El001G059530
OG0008896	XP_013730931.1, XP_013672916.1	El007G330060
OG0008897	XP_013682268.1, XP_013731327.2, XP_013721890.1	El001G059100
OG0008898	XP_048599040.1, XP_048623339.1, XP_013721889.1	El001G059080
OG0008899	XP_048602480.1, XP_013717657.1, XP_048599032.1	El001G058840
OG0008900	XP_013680229.2, XP_013667225.1, XP_013717693.1	El001G058770
OG0008901	XP_013731400.2, XP_013682250.1, XP_013667221.2, XP_013717629.2	El001G058710
OG0008902	XP_048608097.1, XP_048627891.1, XP_013717641.2, XP_013667211.2	El001G058550
OG0008903	XP_013680079.2, XP_013723472.1, XP_013734953.1, XP_013667199.2	El001G058170
OG0008904	XP_013665879.2, XP_013740692.2, XP_013712859.1, XP_013723526.2	El001G058120
OG0008905	XP_013679927.1, XP_013724041.2, XP_048599005.1	El001G057460
OG0008906	XP_048598997.1, XP_013705873.1, XP_013705724.2, XP_013713045.2	El001G057160
OG0008907	XP_048598993.1, XP_048623290.1, XP_048605925.1, XP_022551586.1	El007G330220
OG0008908	XP_022556152.1, XP_022551593.2	El007G330720
OG0008909	XP_013643027.2, XP_013643187.1, XP_048625786.1, XP_048595450.1	El007G326670
OG0008910	XP_013715847.2, XP_013708157.1, XP_013714482.1	El007G331000
OG0008911	XP_013712170.1, XP_013714483.2, XP_048602571.1, XP_048606080.1	El007G331010
OG0008912	XP_013682125.1, XP_013715827.2	El007G331090
OG0008913	XP_013680853.2, XP_013652953.2, XP_013661753.2, XP_013708742.2	El007G331170
OG0008914	XP_013682155.2, XP_013680913.2, XP_013659397.1, XP_013716155.2	El007G331210
OG0008915	XP_013740285.1, XP_013682387.1, XP_013729601.1, XP_013716675.1	El007G332030
OG0008916	XP_013729596.1, XP_013716602.2	El007G332130
OG0008917	XP_048598959.1, XP_048602616.1, XP_013744532.2	El007G331550
OG0008919	XP_013743788.2, XP_013682549.1, XP_013716558.1, XP_013702725.2	El007G332230
OG0008920	XP_013743785.1, XP_022560603.2, XP_013716780.2, XP_013702150.2	El007G332340
OG0008921	XP_013716819.3, XP_013702209.2	El007G332390
OG0008922	XP_013705217.1, XP_013659220.2, XP_013643288.1, XP_013643016.2	El007G326780
OG0008923	XP_013661302.2, XP_013643242.1, XP_013643025.2	El007G326720
OG0008924	XP_013693684.2, XP_013716123.1, XP_013657596.1, XP_013729489.1	El002G090940
OG0008925	XP_048616500.1, XP_022562165.2, XP_048637893.1, XP_013662558.2	El007G326600
OG0008926	XP_013659224.2, XP_022566152.1	El007G326280
OG0008927	XP_013667298.2, XP_048625789.1, XP_013722839.2, XP_013643163.2	El007G326130
OG0008928	XP_048591372.1, XP_022555481.1, XP_013702406.2, XP_013667286.2	El007G325780
OG0008929	XP_048603259.1, XP_048630943.1, XP_013678373.2, XP_013669822.1, XP_013647075.1	El007G325610
OG0008930	XP_022570530.1, XP_013675425.1, XP_013643104.1, XP_013729792.1	El007G325260
OG0008931	XP_013647066.1, XP_013695967.1, XP_013711115.2	El007G325150
OG0008932	XP_022543291.1, XP_013643093.2, XP_013678424.1, XP_013723533.2	El007G325130
OG0008933	XP_022573168.1, XP_013655227.1, XP_048603294.1, XP_013722451.2	El007G324070
OG0008934	XP_022564242.1, XP_048616908.1, XP_013722474.1, XP_013727468.2	El007G323910
OG0008935	XP_013701896.1, XP_048631225.1, XP_013727456.2, XP_013686194.2, XP_013653497.1	El007G323720
OG0008936	XP_013689666.1, XP_013661911.1	El007G323560
OG0008937	XP_022564840.1, XP_013661339.2, XP_013653584.1, XP_013687060.1	El007G323160
OG0008938	XP_013651699.1, XP_013690968.1, XP_022568838.1, XP_013659239.2	El007G322960
OG0008939	XP_048617438.1, XP_013722541.1, XP_013690846.1, XP_013651697.1	El007G322940
OG0008940	XP_013661327.2, XP_013652797.1, XP_013653768.1, XP_013686271.1	El007G322810
OG0008941	XP_013653757.1, XP_048595507.1, XP_048623850.1	El007G322590
OG0008942	XP_013653747.1, XP_048618476.1, XP_013652814.1, XP_013661311.2	El007G322510
OG0008943	XP_013652817.2, XP_013661307.2, XP_013651742.1, XP_013651706.1	El007G322490
OG0008944	XP_013653735.1, XP_048618477.1	El007G322360
OG0008945	XP_013653734.1, XP_013653647.2, XP_022562644.1, XP_048603307.1	El007G322180
OG0008946	XP_013661367.2, XP_013691205.1, XP_022551341.1, XP_048631513.1, XP_013722590.3	El007G321950
OG0008947	XP_048595112.1, XP_013660402.2, XP_013735282.2, XP_013684297.2	El001G000750
OG0008948	XP_013651705.2, XP_013665585.1, XP_013722164.1, XP_013730423.1	El002G082950
OG0008949	XP_048626148.1, XP_013731259.2, XP_048632121.1, XP_048605975.1	El001G000500
OG0008950	XP_013740769.2, XP_013681109.1, XP_013732159.1, XP_013680919.1	El001G000400
OG0008951	XP_013732157.2, XP_048630969.1, XP_013728606.1, XP_013731244.2, XP_048595100.1	El001G000360
OG0008952	XP_013735309.1, XP_013660564.2, XP_022570686.2, XP_013684333.2	El001G000960
OG0008953	XP_013660661.1, XP_048625489.1	El001G001300
OG0008954	XP_013722752.1, XP_013735334.2, XP_022569748.2	El001G001570
OG0008955	XP_048595162.1, XP_048625515.1, XP_013735357.1, XP_013684405.1	El001G002340
OG0008956	XP_013735364.2, XP_022570029.1	El006G313510
OG0008957	XP_013694968.1, XP_013674966.1, XP_048632065.1, XP_013731975.1	El001G002790
OG0008958	XP_048595191.1, XP_013722960.2, XP_013693338.1, XP_013644114.1	El001G003330
OG0008959	XP_048595195.1, XP_013688526.1	El001G003430
OG0008960	XP_048608602.1, XP_048595203.1, XP_048625538.1	El001G003770
OG0008961	XP_013726309.1, XP_013675828.1, XP_013688556.1, XP_022547892.2	El001G003790
OG0008962	XP_013747255.1, XP_013671317.1, XP_048636694.1	El006G298600
OG0008963	XP_013707116.1, XP_048619688.1, XP_013682359.1, XP_048615462.1	El007G359760
OG0008964	XP_013752555.1, XP_013705148.1, XP_048595952.1, XP_013661746.1	El007G359740
OG0008965	XP_022570423.1, XP_013707161.1	El007G359220, El003G162370
OG0008966	XP_022571335.2, XP_013706027.2, XP_013735961.2, XP_013659391.1	El007G359190
OG0008967	XP_013748464.1, XP_013662710.2, XP_013734221.2, XP_013683452.1	El006G298670
OG0008968	XP_013672725.1, XP_013747247.2	El006G298880, El006G297470, El006G297280
OG0008969	XP_013672724.1, XP_013744462.2, XP_013683451.1, XP_013734220.2	El006G298760
OG0008970	XP_048636715.1, XP_013686115.1, XP_013683442.1, XP_013734215.1	El006G299210
OG0008971	XP_013683437.1, XP_013734211.1, XP_048636714.1	El006G299150
OG0008972	XP_013648049.1, XP_013748698.1	El006G299550
OG0008973	XP_048610112.1, XP_048636736.1, XP_013740456.1	El006G299590
OG0008974	XP_013723832.1, XP_013747226.2, XP_048634882.1, XP_013737641.1	El006G299620
OG0008975	XP_048593075.1, XP_048619774.1	El002G121760, El002G141570
OG0008976	XP_048604121.1	El006G300340
OG0008977	XP_013729402.1, XP_013744325.2, XP_013734156.2, XP_048608375.1	El006G301010
OG0008978	XP_013748754.2, XP_048610239.1, XP_013744315.2, XP_013687477.1	El006G301160
