Orthogroup	Brassica_napus	Cardamine_amara
OG0007160	XP_048625725.1, XP_013659177.2, XP_013724623.2, XP_022543365.2, XP_013643502.2	evm.model.RL_4.1373
OG0007161	XP_022543357.2, XP_013736880.1, XP_013655594.2, XP_013661056.2	evm.model.RL_4.1396
OG0007162	XP_013661057.1, XP_013655595.1, XP_013736881.1, XP_013643518.2	evm.model.RL_4.1397
OG0007163	XP_013730932.1, XP_013654641.2, XP_013659179.1	evm.model.RL_8.2155
OG0007164	XP_013677613.2, XP_013661069.1, XP_013707184.1, XP_013736986.1	evm.model.RL_8.2161
OG0007165	XP_013665528.2, XP_013665514.1, XP_022571274.1, XP_013736975.1	evm.model.RL_8.2166
OG0007166	XP_013736942.1, XP_013707347.1	evm.model.RL_8.2195
OG0007167	XP_013661096.1, XP_048625741.1, XP_013736903.1, XP_013697731.2	evm.model.RL_8.2229
OG0007168	XP_013646993.2, XP_013710715.1, XP_048631195.1, XP_048603320.1, XP_013660227.2, XP_022561988.2	evm.model.RL_8.2313
OG0007169	XP_048631140.1, XP_048603322.1, XP_013701500.1, XP_013721018.2, XP_013733698.1	evm.model.RL_8.2321
OG0007170	XP_013704038.2, XP_048595437.1, XP_013642900.2, XP_013733791.1	evm.model.RL_8.2329
OG0007171	XP_013721034.2, XP_013642921.1, XP_013697588.2, XP_013700859.2, XP_013659199.2	evm.model.RL_8.2347
OG0007172	XP_048621861.1	evm.model.RL_7.1578, evm.model.RL_7.1577
OG0007173	XP_022556441.1, XP_013642932.2, XP_013661197.1, XP_013693838.2	evm.model.RL_8.2371
OG0007174	XP_013737727.2, XP_048598938.1, XP_048619714.1, XP_013682406.1, XP_013732385.3	evm.model.RL_8.1951
OG0007175	XP_013752391.1, XP_013695807.1, XP_013741296.1, XP_013741255.2	evm.model.RL_7.1296
OG0007176	XP_013752329.1, XP_013746862.1, XP_013745533.1, XP_013684698.2	evm.model.RL_7.1416
OG0007177	XP_013714403.1, XP_013642392.1	evm.model.RL_7.1436
OG0007178	XP_013672118.1, XP_022568600.1, XP_013705065.3, XP_048627395.1, XP_013737729.2	evm.model.RL_7.1564
OG0007179	XP_048603327.1, XP_048629742.1, XP_048631133.1	evm.model.RL_7.1585
OG0007180	XP_013708051.1, XP_048600850.1	evm.model.RL_7.1620
OG0007181	XP_013642586.2, XP_013647837.1	evm.model.RL_7.1675
OG0007182	XP_013652950.2, XP_013681048.1	evm.model.RL_7.1765
OG0007183	XP_022563141.1, XP_048628903.1, XP_048628906.1, XP_013729800.1	evm.model.RL_7.1836
OG0007184	XP_013675821.3, XP_013748675.2, XP_048632295.1, XP_013677303.1	evm.model.RL_7.1844
OG0007185	XP_013642725.2, XP_013721248.2, XP_013685207.1, XP_013656719.2	evm.model.RL_7.1917
OG0007186	XP_013652135.2, XP_048590806.1, XP_022543215.2, XP_048607550.1	evm.model.RL_7.1971
OG0007187	XP_048603758.1, XP_013671050.2, XP_048616327.1, XP_048591943.1	evm.model.RL_3.1123
OG0007188	XP_013701832.2, XP_013649222.3, XP_048591890.1, XP_013706895.2	evm.model.RL_3.1118
OG0007189	XP_013692728.2, XP_013741919.2	evm.model.RL_7.225
OG0007190	XP_022565552.1, XP_022572037.2, XP_022575623.2	evm.model.RL_3.1302
OG0007191	XP_013649877.1, XP_048615957.1, XP_022549689.2, NP_001302754.1, XP_013649367.2	evm.model.RL_3.1322
OG0007192	XP_048591845.1, XP_013693924.1, XP_013698917.2, XP_013649384.2	evm.model.RL_3.1345
OG0007193	XP_013659966.1, XP_013716053.2, XP_022559840.2, XP_013652281.2	evm.model.RL_3.1198
OG0007194	XP_022568985.1, XP_022560130.1	evm.model.RL_3.1383
OG0007195	XP_048603921.1, XP_048607829.1, XP_022568582.1, XP_013678036.2	evm.model.RL_3.1384
OG0007196	XP_048616077.1, XP_013654604.1, XP_048617589.1, XP_013669864.1	evm.model.RL_3.1393
OG0007197	XP_048592095.1, XP_013699212.1, XP_013651181.3, XP_022560976.1	evm.model.RL_3.1481, evm.model.RL_3.1471
OG0007198	XP_013741169.1, XP_013700971.1, XP_048592103.1, XP_013717412.1, XP_013655292.1	evm.model.RL_3.1496
OG0007199	XP_048592111.1, XP_013702069.2, XP_013690973.2, XP_013690980.2	evm.model.RL_3.1504
OG0007200	XP_013729195.2, XP_048613030.1	evm.model.RL_3.1526, evm.model.RL_3.1525
OG0007201	XP_013676390.2, XP_013649503.2	evm.model.RL_3.1570
OG0007202	XP_013649521.1, XP_013672393.1, XP_013728566.1, XP_013649001.2, XP_048631366.1, XP_013691372.1	evm.model.RL_3.1589
OG0007203	XP_013676014.1, XP_013722012.1, XP_013730794.1, XP_013682002.1	evm.model.RL_4.1663
OG0007204	XP_013649979.1, XP_013650161.2, XP_013693943.1, XP_013712778.3, XP_048616311.1	evm.model.RL_3.2230
OG0007205	XP_013664477.2, XP_048591705.1, XP_013693297.2, XP_048627343.1, XP_048630657.1, XP_013693807.1	evm.model.RL_3.2170
OG0007207	XP_013718322.1, XP_013681352.2, XP_013648703.2, XP_048617723.1	evm.model.RL_3.2137
OG0007208	XP_022570442.1, XP_013650056.2, XP_013648706.2, XP_048638193.1, XP_022571463.1	evm.model.RL_3.2129
OG0007209	XP_013718832.1, XP_013672305.1, XP_048591726.1, XP_048616861.1	evm.model.RL_3.2083
OG0007210	XP_013674887.1, XP_022564479.2, XP_013701397.2, XP_013717884.1	evm.model.RL_3.2053
OG0007211	XP_048591732.1, XP_013721136.2, XP_013700991.1, XP_013717868.1	evm.model.RL_3.2038
OG0007212	XP_013717812.1, XP_013698969.1, XP_048603677.1, XP_048626311.1, XP_048613993.1	evm.model.RL_3.2019
OG0007213	XP_013693400.1, XP_013686985.2, XP_013698518.1, XP_022544960.2	evm.model.RL_3.1985
OG0007214	XP_013693392.1, XP_013686988.2, XP_013717968.2, XP_013702476.1	evm.model.RL_3.1982
OG0007215	XP_013648885.1, XP_013682528.1, XP_013702375.1, XP_013649939.1	evm.model.RL_3.1910.1.687c84bd
OG0007216	XP_013682516.2, XP_013648877.1, XP_013672195.1, XP_048613769.1	evm.model.RL_3.1904
OG0007217	XP_022558745.2, XP_048603633.1, XP_048592217.1, XP_048617409.1	evm.model.RL_3.1897
OG0007218	XP_013648875.1, XP_013682515.1, XP_013700625.1, XP_013649785.2	evm.model.RL_3.1894
OG0007219	XP_013726486.1, XP_013676735.1, XP_013701732.2, XP_013649773.2	evm.model.RL_3.1863
OG0007220	XP_013649666.1, XP_022560683.1, XP_013726364.1, XP_048615992.1	evm.model.RL_3.1784
OG0007221	XP_013700892.1, XP_013649604.1, XP_013676603.1, XP_048613409.1	evm.model.RL_3.1726
OG0007222	XP_048612454.1, XP_048612456.1, XP_048612458.1, XP_022574689.2, XP_048612452.1, XP_022557854.1	evm.model.RL_6.1225
OG0007223	XP_013702513.2, XP_048591777.1, XP_013649586.1, XP_013699353.1	evm.model.RL_3.1670
OG0007224	XP_048613278.1, XP_048604528.1, XP_013649548.1, XP_048617327.1	evm.model.RL_3.1632
OG0007225	XP_013648649.2, XP_013676326.1, XP_048631610.1, XP_013693960.1, XP_013714595.1	evm.model.RL_3.2235, evm.model.RL_5.1889
OG0007226	XP_048592350.1, XP_013685901.1, XP_048626328.1, XP_013719122.1, XP_013674897.1	evm.model.RL_3.2266
OG0007227	XP_013750223.2, XP_048615240.1, XP_013645129.3, XP_048600694.1	evm.model.RL_1.961
OG0007228	XP_048617566.1, XP_048592379.1, XP_048591685.1, XP_013729935.2	evm.model.RL_3.2331
OG0007229	XP_013702210.1, XP_013648619.2, XP_048617573.1, XP_013650271.2	evm.model.RL_3.2339
OG0007230	XP_013648608.2, XP_013702146.1, XP_048628937.1, XP_013725896.1, XP_048603411.1	evm.model.RL_3.2361
OG0007231	XP_013692132.1, XP_048638328.1	evm.model.RL_7.1886
OG0007232	XP_048612143.1, XP_013678621.1, XP_013648556.1	evm.model.RL_3.2471
OG0007233	NP_001303212.1, NP_001302514.1, XP_048628921.1, XP_048626365.1, XP_048617598.1, XP_013650317.1	evm.model.RL_3.2389
OG0007234	XP_013727011.1, XP_013650322.2, XP_048591671.1, XP_013698516.1	evm.model.RL_3.2394
OG0007235	XP_013650326.2, XP_013726944.1, XP_013700799.1, XP_013652070.1	evm.model.RL_3.2402
OG0007237	XP_013682903.2, XP_048622368.1, XP_013662218.2, XP_013711653.2, XP_013641466.2	evm.model.RL_5.1430
OG0007238	XP_048611963.1, XP_048612066.1, XP_013694570.1	evm.model.RL_3.2450
OG0007239	XP_013648559.1, XP_013641964.1	evm.model.RL_3.2454
OG0007240	XP_013695406.1, XP_022572099.2, XP_048615167.1	evm.model.RL_1.1200, evm.model.RL_1.1294
OG0007241	XP_013673206.1, XP_013647168.1, XP_048632359.1, XP_013693159.1	evm.model.RL_1.1205
OG0007242	XP_048606831.1	evm.model.RL_1.1268
OG0007243	XP_013646252.2, XP_013646365.1, XP_013737787.1, XP_013749826.2	evm.model.RL_1.1288
OG0007244	XP_048595616.1, XP_013668655.2, XP_013640057.2, XP_013728511.1	evm.model.RL_1.1300
OG0007245	XP_013736234.1, XP_013686345.1, XP_022575443.2, XP_013749757.1	evm.model.RL_1.1338
OG0007246	XP_013673290.1, XP_013701960.2, XP_022560600.1	evm.model.RL_1.1343
OG0007247	XP_013682346.1, XP_013736255.1, XP_013719776.1, XP_013677254.1	evm.model.RL_1.1383
OG0007248	XP_048632419.1, XP_013681150.1, XP_013697338.1, XP_013701254.2	evm.model.RL_1.1463
OG0007249	XP_013702798.1, XP_013696816.1, XP_013714713.1, XP_013676001.1	evm.model.RL_1.1478
OG0007250	XP_013693877.1, XP_013702004.1, XP_013682825.1, XP_013645001.2	evm.model.RL_1.1483
OG0007251	XP_013676078.2, XP_013680641.1, XP_013699321.1, XP_048627979.1, XP_013695453.1	evm.model.RL_1.1500
OG0007252	XP_013736316.2, XP_013703010.1, XP_013749756.1, XP_048627978.1, XP_013697903.1	evm.model.RL_1.1505
OG0007253	XP_013643722.2, XP_013672424.1	evm.model.RL_1.1527
OG0007254	XP_013643676.1, XP_048602172.1, XP_022559104.1, XP_048635737.1	evm.model.RL_1.1528.1.687c87ed
OG0007255	XP_013694016.1, XP_048635734.1, XP_048628586.1, XP_048627429.1, XP_013672429.1, XP_048602170.1	evm.model.RL_1.1537
OG0007256	XP_013672439.1, XP_048594921.1, XP_013749734.2, XP_048612944.1	evm.model.RL_1.1543
OG0007257	XP_013732438.3, XP_022568811.1, XP_013749403.3	evm.model.RL_1.1745
OG0007258	XP_048631364.1, XP_013749556.1, XP_013696222.2, XP_022572157.2, XP_013653368.1	evm.model.RL_1.1632
OG0007259	XP_013730990.1, XP_013698063.1, XP_013648041.2, XP_048635678.1	evm.model.RL_1.1644
OG0007260	XP_022551924.1, XP_013687002.2, XP_022562632.2, XP_022560046.2	evm.model.RL_1.1668
OG0007261	NP_001302868.1, NP_001302999.1, XP_013749481.1, XP_013732356.2, XP_048614414.1	evm.model.RL_1.1696
OG0007262	XP_048629806.1, XP_048635644.1, XP_013732361.1, XP_013725483.1, XP_013642398.1	evm.model.RL_1.1698
OG0007264	XP_013685975.1, XP_013685976.2	evm.model.RL_4.1042
OG0007265	XP_013684682.2, XP_013642159.1, XP_013732529.2, XP_013732654.1	evm.model.RL_1.1728
OG0007266	XP_022575322.1, XP_022568320.1, XP_013686180.1, XP_013641943.1	evm.model.RL_1.1758
OG0007267	XP_013641790.1, XP_013686163.1, XP_013744095.2, XP_013749376.1	evm.model.RL_1.1787
OG0007268	XP_013744108.1, XP_013749364.2, XP_048635584.1, XP_013721425.1, XP_022568705.1	evm.model.RL_1.1798
OG0007269	XP_048614736.1, XP_013712985.2, XP_048637111.1, XP_013691053.2, XP_013741067.1	evm.model.RL_1.1832
OG0007270	XP_013670086.1, XP_013675122.2, XP_048609143.1, XP_013736429.1	evm.model.RL_1.1840
OG0007271	XP_022543020.2, XP_013641445.2, XP_013724573.2, XP_048635526.1, XP_013697387.1	evm.model.RL_1.1846
OG0007272	XP_022555305.1, XP_048630743.1, XP_048634883.1, XP_013672856.1	evm.model.RL_1.1852
OG0007273	XP_013641226.2, XP_013666823.1, XP_013707409.2, XP_048635378.1, XP_013721329.1, XP_022554907.1	evm.model.RL_1.1875
OG0007274	XP_048635334.1, XP_013725049.2, XP_013698184.2, XP_013640981.2	evm.model.RL_1.1918
OG0007275	XP_048635316.1, XP_013725071.1, XP_013695209.1, XP_013684951.2, XP_013684987.1	evm.model.RL_1.1941
OG0007276	XP_022556860.2, XP_013685021.2, XP_048630316.1, XP_013693027.1	evm.model.RL_1.2014
OG0007277	XP_013672500.2, XP_013639867.1, XP_048630312.1, XP_013718252.2, XP_013698015.1	evm.model.RL_1.2040
OG0007278	XP_013690479.1, XP_048635247.1, XP_013674647.1, XP_013674656.2	evm.model.RL_1.2079
OG0007279	XP_048593407.1, XP_048600423.1, XP_013743123.1, XP_048630249.1, XP_048635251.1, XP_013692580.1	evm.model.RL_1.2063
OG0007280	XP_013743125.1, XP_048628226.1, XP_013692579.1, XP_013736602.1, XP_013685057.1	evm.model.RL_1.2061
OG0007281	XP_013690484.1, XP_013746748.1, XP_048630250.1, XP_013741144.1, XP_013681209.1	evm.model.RL_1.2054
OG0007282	XP_013687364.2, XP_013640193.1, XP_013741190.2, XP_048630346.1, XP_048631581.1	evm.model.RL_1.2124
OG0007283	XP_048593228.1, XP_048600375.1, XP_048631578.1, XP_048628874.1, XP_013736785.1	evm.model.RL_1.2127
OG0007284	XP_022572298.1, XP_013662078.1, XP_048629070.1, XP_013647903.1, XP_013712705.2	evm.model.RL_1.2139
OG0007285	XP_013736578.1, XP_013662077.1, XP_013647904.2, XP_048635217.1, XP_013714317.1	evm.model.RL_1.2140
OG0007286	XP_022555353.1, XP_013736572.1, XP_013683715.1, XP_048635211.1, XP_048627827.1	evm.model.RL_1.2156
OG0007287	XP_013641965.1, XP_013751650.2	evm.model.RL_1.2168
OG0007288	XP_013751665.1, XP_013641967.1, XP_048627843.1, NP_001302527.1, XP_013693187.1	evm.model.RL_1.2172
OG0007289	XP_048619744.1, XP_013651485.2, NP_001303083.1	evm.model.RL_1.2262
OG0007290	XP_013677192.1, XP_013653028.1, XP_022575881.1, XP_048601653.1	evm.model.RL_1.2271
OG0007291	XP_013677187.1, XP_013652639.2, XP_048601648.1	evm.model.RL_1.2277
OG0007292	XP_013685449.1, XP_048607514.1, XP_013742470.2, XP_013747725.1	evm.model.RL_1.2301
OG0007293	XP_013706109.1, XP_013747716.1	evm.model.RL_1.2311
OG0007294	XP_013640623.2, XP_013714558.2	evm.model.RL_1.2336
OG0007295	XP_013640630.2, XP_022562701.2, XP_013743084.1, XP_013655140.1	evm.model.RL_1.2350
OG0007296	XP_013661359.2, XP_013688471.1, XP_013685103.2, XP_013736729.2	evm.model.RL_1.2597
OG0007297	XP_013647645.2, XP_013692167.1, XP_048626801.1	evm.model.RL_6.925
OG0007298	XP_013736740.2, XP_013685116.2, XP_013661363.2, XP_013688476.1	evm.model.RL_1.2591.1.687c87f0
OG0007299	XP_013653885.1, XP_013705655.1, XP_048595555.1, XP_013727441.1	evm.model.RL_1.2737
OG0007301	XP_013643521.2, XP_013677465.1, XP_013724942.1, XP_013664404.2	evm.model.RL_1.2889
OG0007302	XP_013685181.1, XP_013672002.1, XP_013690436.1, XP_013643534.1	evm.model.RL_1.2913
OG0007303	XP_048607170.1, XP_013645842.2, XP_013749091.1, XP_013743803.1	evm.model.RL_1.2953
OG0007305	XP_048625858.1, XP_022548142.1, XP_013729278.1, XP_048631109.1, XP_013652763.1, XP_013727215.1, XP_013741527.2	evm.model.RL_1.3071
OG0007306	XP_013670927.1, XP_013732754.1, XP_022544301.2, XP_022568369.1	evm.model.RL_1.3108
OG0007307	XP_013660201.1, XP_013732481.2, XP_013696699.2, XP_013671730.2	evm.model.RL_1.3140
OG0007308	XP_013686133.1, XP_013747780.1, XP_048593077.1, XP_048618511.1	evm.model.RL_1.3218
OG0007309	XP_048600618.1, XP_048604573.1, XP_022568310.1, XP_013685663.1	evm.model.RL_1.1165
OG0007310	XP_022554077.2, XP_022571080.2, XP_022559871.1, XP_013640409.1	evm.model.RL_5.3937
OG0007311	XP_048629863.1, XP_048636894.1, XP_013700696.1, XP_048629426.1, XP_048637690.1, XP_022559789.1	evm.model.RL_5.3914
OG0007312	XP_013643671.2, XP_013645017.2, XP_048636897.1, XP_048629867.1, XP_013727896.1	evm.model.RL_5.3903
OG0007313	XP_013640439.1, XP_013662925.1, XP_048628083.1, XP_048629678.1, XP_013714865.1	evm.model.RL_5.3845
OG0007314	XP_048628218.1, XP_048628208.1, XP_013745470.1, XP_013700357.2, XP_013672142.1, XP_013700373.2	evm.model.RL_5.3720
OG0007315	XP_048616417.1, XP_013701497.2, XP_048616618.1, XP_048636920.1	evm.model.RL_5.1864
OG0007316	XP_048606507.1, XP_048594424.1, XP_048629574.1, XP_013640375.2, XP_048616415.1	evm.model.RL_5.1871.1.687c88b7
OG0007317	XP_048630009.1, XP_013749038.2, XP_048617741.1, XP_013640736.2, XP_013716956.2	evm.model.RL_5.1898
OG0007318	XP_013640750.1, XP_048616393.1, XP_013752517.1, XP_048617739.1	evm.model.RL_5.1913
OG0007319	XP_013681064.1, XP_013735847.1, XP_013720689.1, XP_048591369.1	evm.model.RL_5.2030
OG0007320	XP_048615066.1, XP_013719058.1, XP_048636325.1, XP_048636328.1, XP_022570511.2, XP_048635543.1	evm.model.RL_5.2088
OG0007321	XP_013719976.1, XP_013719974.1, XP_048622598.1, XP_013654648.1, XP_013719964.1	evm.model.RL_5.2139
OG0007322	XP_013677491.2, XP_013733532.2, XP_013676371.2, XP_048635554.1, XP_013727328.1, XP_048629899.1, XP_048613032.1	evm.model.RL_5.2124
OG0007323	XP_048612550.1, XP_022575184.1, XP_013719981.2, XP_013655603.2	evm.model.RL_5.2171
OG0007324	XP_048593544.1, XP_013708096.2, XP_013649076.2, NP_001303028.1, XP_013641188.2	evm.model.RL_5.2186
OG0007325	XP_013641163.2, XP_022560907.1	evm.model.RL_5.2219
OG0007326	XP_013741569.1, XP_048618831.1	evm.model.RL_2.1171
OG0007327	XP_013737381.1, XP_013706178.2, XP_013701332.1, XP_013743822.2	evm.model.RL_2.1167
OG0007329	XP_013700796.2, XP_013674311.1, XP_022570537.2, XP_048629209.1, XP_013691954.1	evm.model.RL_6.1571
OG0007330	XP_048610969.1, XP_048636621.1, XP_048629203.1, XP_013692038.1	evm.model.RL_6.1569
OG0007331	XP_048632719.1, XP_022561971.1, XP_048620529.1, XP_013698893.2	evm.model.RL_7.1182
OG0007332	XP_013663169.1, XP_013721166.1, XP_013742708.1, XP_022556702.1	evm.model.RL_7.1179
OG0007333	XP_013721130.2, XP_013659817.1, XP_048633980.1, XP_013690433.1, XP_013746594.1	evm.model.RL_7.1151
OG0007334	XP_013742128.2, XP_013686671.1, XP_013703343.1, XP_013737088.1, XP_048597047.1	evm.model.RL_7.1136
OG0007335	XP_013742130.2, XP_013686658.1, XP_013737087.2, XP_013730644.1	evm.model.RL_7.1135
OG0007337	XP_013734383.1, XP_013644403.1, XP_013699099.1	evm.model.RL_7.1207
OG0007338	XP_013745643.2, XP_013737134.2, XP_048627759.1, XP_013662953.2, XP_048620509.1	evm.model.RL_7.1219
OG0007339	XP_013727633.1, XP_013742483.1, XP_013711820.1, XP_013711977.1	evm.model.RL_7.939
OG0007340	XP_048610846.1, XP_013742501.2, XP_048633929.1, XP_013660708.1	evm.model.RL_7.917, evm.model.RL_7.920
OG0007341	XP_013705554.2, XP_013702120.2, XP_013711317.2, XP_013706230.2	evm.model.RL_7.887
OG0007342	XP_013746469.1, XP_013651394.1, XP_013708433.1, XP_013690447.1	evm.model.RL_7.815_evm.model.RL_7.816
OG0007343	XP_048594848.1, XP_013685814.2, XP_013697885.2, XP_013663312.1	evm.model.RL_2.2760
OG0007344	XP_013742367.1, XP_013672160.1, XP_022544644.2	evm.model.RL_7.778
OG0007345	XP_013742192.1, XP_022573653.1, XP_013663304.1, XP_013663422.2	evm.model.RL_7.720
OG0007346	XP_013699309.1, XP_048597155.1, XP_048597156.1, NP_001302930.1, XP_013742213.1	evm.model.RL_7.681
OG0007347	XP_013663662.1, XP_013687295.2, XP_013708160.1, XP_013712662.1	evm.model.RL_7.495
OG0007348	XP_013688029.2, XP_013663664.1, XP_022572069.2, XP_013724409.1	evm.model.RL_7.493
OG0007349	XP_022564723.1, XP_048597243.1	evm.model.RL_2.986
OG0007350	XP_013712122.1, XP_013707850.2, XP_013648241.1	evm.model.RL_7.304
OG0007351	XP_013741986.2, XP_022556621.2, XP_022563146.2, XP_022546980.1	evm.model.RL_7.295
OG0007352	XP_013741929.1, XP_013644356.2, XP_013711190.2, XP_013712197.1	evm.model.RL_7.237
OG0007353	XP_013741902.1, XP_013692732.2, XP_013711769.1, XP_013663931.2	evm.model.RL_7.166
OG0007354	XP_022547010.2, XP_013749459.2, XP_048591650.1, XP_022568123.1	evm.model.RL_7.153
OG0007355	XP_048597356.1, XP_048620912.1, XP_013741835.1, XP_013692663.1	evm.model.RL_7.44
OG0007356	XP_013724791.2, XP_048627143.1, XP_013742774.1, XP_048631256.1, XP_013656664.1, XP_013721379.2	evm.model.RL_5.3703
OG0007357	XP_048608543.1, XP_048609425.1, XP_022574891.2	evm.model.RL_6.2008
OG0007360	XP_013741899.2, XP_013691387.2, XP_013660020.1, XP_013639963.1, XP_048591651.1, XP_048616261.1	evm.model.RL_7.147
OG0007361	XP_022548471.1, XP_013714292.1, XP_013751933.3, XP_013715767.1, XP_013706626.1	evm.model.RL_4.12
OG0007363	XP_013691993.1, XP_013747390.2, XP_013747391.3, XP_013691995.1	evm.model.RL_6.1528
OG0007364	XP_048634426.1	evm.model.RL_6.1546
OG0007365	XP_048636610.1, XP_048629216.1, XP_048609492.1, XP_022574015.2, XP_013747299.1	evm.model.RL_6.1580
OG0007366	XP_013725799.1, XP_013740653.2	evm.model.RL_6.2856, evm.model.RL_6.2859
OG0007367	XP_048632537.1, XP_048626424.1, XP_013672468.2, XP_048601666.1	evm.model.RL_1.2258
OG0007368	XP_013718502.2, XP_013669841.1, XP_013700659.1, XP_048591583.1, XP_013652444.2	evm.model.RL_3.1950
OG0007370	XP_013667167.2, XP_048601200.1, XP_013703130.1, XP_013751300.2	evm.model.RL_2.2715
OG0007371	XP_048594453.1, XP_048607290.1, XP_022561189.2, XP_048634369.1	evm.model.RL_2.3145
OG0007372	XP_048597926.1	evm.model.RL_5.297, evm.model.RL_6.507
OG0007373	XP_048597759.1, XP_048621296.1, XP_013675223.1, XP_022564215.1, XP_013671751.1	evm.model.RL_5.1097
OG0007374	XP_013719110.2, XP_048635650.1, XP_013639972.2, XP_048594515.1, XP_013693109.2	evm.model.RL_1.1688
OG0007375	XP_022561881.1	evm.model.RL_4.2392
OG0007375	XP_048620705.1	evm.model.RL_6.786
OG0007376	XP_013676126.2, XP_022556156.2, XP_048630884.1, XP_048635743.1, XP_013695699.1	evm.model.RL_1.1519
OG0007377	YP_005089989.1	evm.model.RL_6.1480
OG0007380	XP_013664723.1, XP_013700108.1	evm.model.RL_2.1693
OG0007381	XP_048620276.1	evm.model.RL_2.1452
OG0007382	XP_013652536.1, XP_022574232.2	evm.model.RL_2.1372
OG0007383	XP_048608435.1, XP_013734263.1	evm.model.RL_2.1792, evm.model.RL_6.1525
OG0007384	XP_022573295.2, XP_013694511.1, XP_022571795.2, XP_048608727.1	evm.model.RL_6.826
OG0007385	XP_048604925.1, XP_013649810.2, XP_048626903.1, XP_013681602.1	evm.model.RL_4.1936
OG0007386	XP_048630189.1	evm.model.RL_4.981
OG0007387	XP_048598848.1, XP_022565202.2	evm.model.RL_8.1722
OG0007388	XP_013732992.2, XP_013682607.2, XP_048606828.1, XP_013667062.2, XP_022565627.1	evm.model.RL_8.1807
OG0007390	XP_048603204.1, XP_048602811.1	evm.model.RL_8.2191
OG0007393	XP_048593283.1	evm.model.RL_1.3039
OG0007394	XP_048633641.1, XP_048612341.1	evm.model.RL_5.2728, evm.model.RL_5.2727, evm.model.RL_6.154
OG0007396	XP_022565332.2, XP_048595903.1, XP_013730031.2, XP_013652917.1, XP_013666215.2, XP_048630796.1	evm.model.RL_7.2496
OG0007400	XP_013710520.2, XP_022565544.1, XP_013733237.2, XP_048630071.1, XP_022569222.1	evm.model.RL_8.1300
OG0007413	XP_013750414.2, XP_013671679.1, XP_048619138.1, XP_022572693.1	evm.model.RL_2.2337
OG0007414	XP_013704684.1, XP_022575440.1, XP_013734682.1, XP_013696380.1	evm.model.RL_2.2365
OG0007415	XP_013734604.1, XP_013696599.1, XP_022563027.2, XP_048620262.1	evm.model.RL_2.2367
OG0007416	XP_022561709.2, XP_013697872.2, XP_013707552.2, XP_013685577.1	evm.model.RL_2.2382
OG0007417	XP_013709991.2, XP_013654906.2, XP_013670984.1, XP_013668260.3	evm.model.RL_2.2392
OG0007420	XP_013698442.1, XP_013683054.2, XP_013681643.1	evm.model.RL_2.2490
OG0007421	XP_013714274.1, XP_013656325.1, XP_048606458.1, XP_013684386.1	evm.model.RL_2.2503
OG0007422	XP_013656316.1, XP_013685910.1, XP_013705124.1, XP_013738257.1	evm.model.RL_2.2522
OG0007423	XP_048637130.1, XP_013748016.2, XP_013707507.2, XP_048620606.1	evm.model.RL_2.2526
OG0007425	XP_013738332.1, XP_013705084.2, XP_048601269.1, XP_048636898.1	evm.model.RL_2.2572
OG0007426	XP_048621517.1, XP_013703408.2, XP_013670805.2, XP_013650171.2	evm.model.RL_2.2620
OG0007427	XP_013681575.1, XP_048594875.1, XP_013650189.2, XP_013670791.1	evm.model.RL_2.2635
OG0007428	XP_048621598.1, XP_022563030.1, XP_013720375.2, XP_013720376.2	evm.model.RL_2.2650
OG0007429	XP_022569269.2, XP_013670777.1, XP_013720285.2, XP_013685876.1	evm.model.RL_2.2654
OG0007430	XP_013703935.2, XP_048621626.1, XP_013720361.2, XP_048606411.1	evm.model.RL_2.2662
OG0007431	XP_013720295.2, XP_013739315.2, XP_048601228.1, XP_013669504.2	evm.model.RL_2.2629, evm.model.RL_2.2665
OG0007432	XP_013719579.2, XP_022569612.1, XP_013669756.2, XP_013652529.2	evm.model.RL_2.2683
OG0007433	XP_013671779.2, XP_013747923.2	evm.model.RL_2.2312
OG0007434	XP_013695138.2, XP_013665946.2, XP_048594857.1, XP_013685830.2	evm.model.RL_2.2727
OG0007435	XP_013650476.3, XP_048601194.1	evm.model.RL_2.2728, evm.model.RL_2.2646, evm.model.RL_2.2644
OG0007436	XP_048594855.1, XP_013705691.1, XP_013665596.2, XP_022550249.1	evm.model.RL_2.2731
OG0007437	XP_013705365.2, XP_013719643.1, XP_048636304.1, XP_048601192.1	evm.model.RL_2.2733
OG0007438	XP_013661447.1, XP_048598167.1	evm.model.RL_2.2740
OG0007439	XP_013654884.1, XP_048606388.1, XP_013669750.2, XP_022546292.2	evm.model.RL_2.2767
OG0007440	XP_048601162.1, XP_013738311.2	evm.model.RL_2.2787
OG0007441	XP_048594836.1, XP_048606377.1	evm.model.RL_2.2836
OG0007442	XP_013719587.1, XP_048619278.1, XP_013666517.2, XP_013664247.1	evm.model.RL_2.2827
OG0007443	XP_013735180.2, XP_013660105.1, XP_013654203.1, XP_013699830.2	evm.model.RL_2.2854
OG0007444	XP_022550211.2, XP_013735175.2, XP_013672252.1, XP_013703838.2	evm.model.RL_2.2853
OG0007445	XP_048619295.1, XP_013738420.1, XP_013656541.2, XP_013735207.1	evm.model.RL_2.2892
OG0007446	XP_048601127.1, XP_013690929.2, XP_013690052.1, XP_048619305.1	evm.model.RL_2.2944
OG0007448	XP_013738404.1, XP_013733115.1, XP_013656229.1, XP_013656203.2	evm.model.RL_2.2920
