Orthogroup	Brassica_napus	Capsella_rubella
OG0007657	XP_022572565.2, XP_048618995.1, XP_013671188.1, XP_013738007.2	XP_006283819.1
OG0007658	XP_048618734.1, XP_022561408.2, XP_013737719.2, XP_013667242.1	XP_006284940.1
OG0007659	XP_048618749.1, XP_048601624.1, XP_013737698.2	XP_006283627.1
OG0007660	XP_048607271.1, XP_013656455.1, XP_048607640.1, XP_013641400.1, XP_013738644.1	XP_006284373.1
OG0007661	XP_013671469.2, XP_013738694.2, XP_048619032.1, XP_048619011.1	XP_006284175.1
OG0007662	XP_013741447.1, XP_013704012.2, XP_013712471.2, XP_013671491.3	XP_006284583.1
OG0007663	XP_048615473.1, XP_013717446.1, XP_013706260.2, XP_048594502.1	XP_023645590.1
OG0007664	XP_013707359.1, XP_013715159.1, XP_013708152.1, XP_013717344.1	XP_006305115.1
OG0007665	XP_048637035.1, XP_022572546.1, XP_013736967.1	XP_006306798.1
OG0007666	XP_048617708.1, XP_013717454.1, XP_013715096.1, XP_022563922.1	XP_006305703.1
OG0007667	XP_013749252.2, XP_013662177.1, XP_013640310.1	XP_006303971.2
OG0007668	XP_013707889.1, XP_013715147.2, XP_048630442.1, XP_022556116.2, XP_022556117.2	XP_006307678.1
OG0007669	XP_013645991.2, XP_013693007.2, XP_013724242.2, XP_022545511.2	XP_006305116.1
OG0007670	XP_013663486.1, XP_048636981.1, XP_013722580.2, XP_048593570.1, XP_048622013.1	XP_006303973.1
OG0007671	XP_013701939.1, XP_013667414.2, XP_013749242.2, XP_048635520.1	XP_006304043.2
OG0007672	XP_048636975.1, XP_013663488.1, XP_013722586.1, XP_022545499.2, XP_022560921.2	XP_023645824.1
OG0007673	XP_013693050.1, XP_013750591.2, XP_048632281.1, XP_013684526.1	XP_006297908.1
OG0007674	XP_048618388.1, XP_048592606.1, XP_022558365.1, XP_013662485.1	XP_023644745.1
OG0007675	XP_013714167.2, XP_048612545.1, XP_013675255.2, NP_001302874.1, XP_013691491.2	XP_006304381.1
OG0007676	XP_048612385.1, XP_048633685.1	XP_006293967.1
OG0007677	XP_013718334.2, XP_048614666.1, XP_013656938.1, XP_013685409.1	XP_023632883.1
OG0007678	XP_013697081.1, XP_013718347.1, XP_013685403.1	XP_006303989.1
OG0007679	XP_048593892.1, XP_013693034.2, XP_013708075.1, XP_013651536.1	XP_023645588.1
OG0007680	XP_013671418.1, XP_013678890.1, XP_048593873.1, XP_013665988.1, XP_013655363.1	XP_006304276.2
OG0007681	XP_013656810.2, XP_013736658.1, XP_013662470.1, XP_013703886.2	XP_006306879.1
OG0007682	XP_013662430.1, XP_013706583.1, XP_013718340.1, XP_022544407.1	XP_006307148.1
OG0007683	XP_013659625.1, XP_048592552.1, XP_048619552.1	XP_006306380.1
OG0007684	XP_013718311.3, XP_048592550.1, XP_013703405.1, XP_013644589.1	XP_006307230.1
OG0007685	XP_022562680.1, XP_022572821.1, XP_013665735.2	XP_006282468.1
OG0007686	XP_048598632.1, XP_048624340.1, XP_022554155.1, XP_013724980.2	XP_006286691.1
OG0007687	XP_048601045.1, XP_048634520.1, XP_048607246.1, XP_048593742.1, XP_013656472.2	XP_006282990.1
OG0007688	XP_013748913.1, XP_048619355.1, XP_013743112.1, XP_013649575.2	XP_006284061.1
OG0007689	XP_022561752.1, XP_013748948.1	XP_006283732.1
OG0007690	XP_013705477.2, XP_013673609.1, XP_013665838.3, XP_013665562.2	XP_006284108.1
OG0007691	XP_013703231.1, XP_048619364.1, XP_013639945.1, XP_048607295.1, XP_013685605.2	XP_006284188.1
OG0007692	XP_013740043.1, XP_013665592.1, XP_013681455.1, XP_048593786.1, XP_048607297.1	XP_006282757.2
OG0007693	XP_013739035.2, XP_048601002.1, XP_048607312.1, XP_013685621.2, XP_013656623.1	XP_006285193.1
OG0007694	XP_013733976.2, XP_048634080.1, XP_013656616.2, XP_048630640.1	XP_006283606.1
OG0007695	XP_013664103.2, XP_013711574.2, XP_013743661.2, XP_048633621.1	XP_006293370.1
OG0007696	XP_013703391.1, XP_013742532.2, XP_048634056.1, XP_022550139.2	XP_006284246.1
OG0007697	XP_013728972.1, XP_013705142.1, XP_013723005.2, XP_022572641.1, XP_013710644.2, XP_048624673.1	XP_006282697.1
OG0007698	XP_013703124.2, XP_013723051.1, XP_048630498.1, XP_013680052.2	XP_006283903.1
OG0007699	XP_013723007.1, XP_048630500.1, XP_013665225.2, XP_013705464.2, XP_022572841.1	XP_006286269.2
OG0007700	NP_001302810.1, XP_013722976.1, NP_001303103.1	XP_006283492.1
OG0007701	XP_048633867.1, XP_013723036.1	XP_006283269.1
OG0007702	XP_013684523.2, XP_048608927.1, XP_048593809.1	XP_006284714.1
OG0007703	XP_013684517.2, XP_048607504.1, XP_013654998.2, XP_013732107.2, XP_048600961.1	XP_006283990.1
OG0007704	XP_013648650.3, XP_048629652.1, XP_013736152.2, XP_013738559.1, XP_013705212.2	XP_023633771.1
OG0007705	XP_013654993.2, XP_013686330.2, XP_013665102.1, XP_013669393.1	XP_006285621.1
OG0007706	XP_013648405.1, XP_013735840.1, XP_013707235.1, XP_013646230.2	XP_006283960.1
OG0007707	XP_013731908.1, XP_022561798.2, XP_013656756.2, XP_048606266.1	XP_006282642.1
OG0007708	XP_048610685.1, XP_022556760.2, XP_013682681.2, XP_048633284.1	XP_006306789.2, XP_006282564.1
OG0007709	XP_022574545.2, XP_022557994.1, XP_022573560.2, XP_013705401.1	XP_006286311.2
OG0007710	XP_013746703.2, XP_048633372.1, XP_048628791.1, XP_048612192.1	XP_023633635.1
OG0007711	XP_013744647.1, XP_048629164.1, XP_048626799.1, XP_013681415.1	XP_023639962.1
OG0007712	XP_048634436.1, XP_013744649.1, XP_013701523.2, XP_013734281.2	XP_023640944.1
OG0007713	XP_013701514.2, XP_022571654.1, XP_048629156.1, XP_048636595.1, XP_013685492.1	XP_023640767.1
OG0007714	XP_013657749.2, XP_013706028.2, XP_013640936.1, XP_048613902.1	XP_023645860.1
OG0007715	XP_013661823.1, XP_013644558.1	XP_006305824.1
OG0007716	XP_013722314.2, XP_048599149.1, XP_013729922.2	XP_006287398.1
OG0007717	XP_013734289.1, XP_013701519.2, XP_048629143.1, XP_022567690.2, XP_048610522.1	XP_006293483.1
OG0007718	XP_048629139.1, XP_048636584.1, XP_013710941.1, XP_048610975.1, XP_048634438.1	XP_006295456.1
OG0007719	XP_013719773.1, XP_013656107.2, XP_013718414.1	XP_023637427.1
OG0007720	XP_013735089.2, XP_048606885.1, XP_013718365.3, XP_022564775.1	XP_006286513.2
OG0007721	XP_013683970.2, XP_013683980.1	XP_006288349.2
OG0007722	XP_022566966.1, XP_013715719.1	XP_023645006.1
OG0007723	XP_048636656.1, XP_022574969.2, XP_022575988.1, XP_048634406.1, XP_013719179.2	XP_006295844.1
OG0007724	XP_048636660.1, XP_013748543.2, XP_022558396.1, XP_048634400.1	XP_006294871.1
OG0007725	XP_013748526.1, XP_013642160.2, XP_013744525.2, XP_013719169.2	XP_006296039.1
OG0007726	XP_013744487.2, XP_022571651.1, XP_013642153.2, XP_013748521.1	XP_006293825.2
OG0007727	XP_013734248.2, XP_013683475.2, XP_013642155.1, XP_013748520.1	XP_006295284.1
OG0007728	XP_048634386.1, XP_013671300.2, XP_013752299.1, XP_048636687.1	XP_006294638.1
OG0007729	XP_013642133.2, XP_013748481.2, XP_013671303.1, XP_013745147.3	XP_023639507.1
OG0007730	XP_013702838.1, XP_022548424.2, XP_013692482.2, XP_013644973.1	XP_006279965.1
OG0007731	XP_013719765.1, XP_013735565.2, XP_022546771.2, XP_013677351.1	XP_006290194.1
OG0007732	XP_013740849.1, XP_013669534.1, XP_048596802.1	XP_006289656.1
OG0007733	XP_013735538.1, XP_048596794.1, XP_013742146.1	XP_006289598.1
OG0007734	XP_013718619.2, XP_013714616.2, XP_013684117.2, XP_048632004.1	XP_006287969.1
OG0007735	XP_013714079.1, XP_013701090.1, XP_013681080.1, XP_013740834.1	XP_006289429.1
OG0007736	XP_013661129.2, XP_013676957.1	XP_006287068.1
OG0007737	XP_013670285.1, XP_013659500.2, XP_022555039.1, NP_001302854.1	XP_006287494.1
OG0007738	XP_013671906.1, XP_013661993.2, XP_048606986.1, XP_013735459.1	XP_006287620.1
OG0007739	XP_013667332.2, XP_013736382.1, XP_013681999.2, XP_013730816.2	XP_006288554.1
OG0007740	XP_013740817.1, XP_013703878.1, XP_013659486.2, XP_013670047.1	XP_006288769.1
OG0007741	XP_013658161.2, XP_013686970.1, XP_048637397.1	XP_006281837.1
OG0007742	XP_013687354.1, XP_013681677.1, XP_013734078.1	XP_023637075.1
OG0007743	XP_013676600.1, XP_048637382.1, XP_013712968.1, XP_013723635.2	XP_023639323.1
OG0007744	XP_013669753.2, XP_013681736.2, XP_013677183.2	XP_006281156.2
OG0007745	XP_013677175.1, XP_013677064.2	XP_006281607.1
OG0007746	XP_022563699.1, XP_013677925.1, XP_013677170.1, XP_013674987.1	XP_006281127.1
OG0007747	XP_022565329.1, XP_048596608.1, XP_013732777.1, XP_013677931.2	XP_006280800.1
OG0007748	XP_013705844.2, XP_022551222.1, XP_013705348.2, XP_013695411.2	XP_006280347.2
OG0007749	XP_013698459.1, XP_013707458.1, XP_013703414.1, XP_022552574.2	XP_023637149.1
OG0007750	XP_013659466.1, XP_013713302.2, XP_013705248.1, XP_013675028.2	XP_006281194.2
OG0007751	XP_013666138.1, XP_013729404.1, XP_013721442.2	XP_006289714.1
OG0007752	XP_048616250.1, XP_013695691.2, XP_013705543.1	XP_006282042.1
OG0007753	XP_048637355.1, XP_048618349.1, XP_013659463.1, XP_013714117.1	XP_006282002.1
OG0007754	XP_013661958.1, XP_013713146.1, XP_013693979.2, XP_022571207.1	XP_006281890.1
OG0007755	XP_013677333.2, XP_013751949.2, XP_048626345.1	XP_023635521.1, XP_023634892.1
OG0007756	XP_013656734.1, XP_013714955.1, XP_048633287.1, XP_013686780.1	XP_006284506.2
OG0007757	XP_013715170.2, XP_013686784.1, XP_013721167.2	XP_006285336.1
OG0007758	XP_013660392.2, XP_013683207.1, XP_013744903.1, XP_022550751.1	XP_006286070.1
OG0007759	XP_013744775.3, XP_013657057.1, XP_013674753.1	XP_023641759.1
OG0007760	XP_013657044.1, XP_022555388.1	XP_006298341.1
OG0007761	XP_048621654.1, XP_013719818.2, XP_048610673.1, XP_048633262.1	XP_006283246.1
OG0007762	XP_013726345.1, XP_013675903.2, XP_013695623.1, XP_013653536.1	XP_006284542.1
OG0007763	XP_013656787.2, XP_013742823.2, XP_013686737.1	XP_006282443.1
OG0007765	XP_013647794.2, XP_013702925.1, XP_048633455.1, XP_013687068.1	XP_006283644.2
OG0007766	XP_013746886.2, XP_013738159.2, XP_013698950.2, XP_048592926.1	XP_006283718.1
OG0007767	XP_013743489.2, XP_013672027.2, XP_022567644.1, XP_048592940.1	XP_023634458.1
OG0007768	XP_013700726.1, XP_013652447.1, XP_013722181.1, XP_013652156.1	XP_006303064.1
OG0007769	XP_013734948.2, XP_022571780.2, XP_013690399.2, XP_048635476.1	XP_006294141.1
OG0007770	XP_013747515.2, XP_013691130.2, XP_013734913.2, XP_048608696.1	XP_006294807.2
OG0007771	XP_013692893.1, XP_013747523.2, XP_013688591.3, XP_022557358.1	XP_006295007.1
OG0007772	XP_013747525.2, XP_013686486.2, XP_013734894.2, XP_048608686.1	XP_006294109.1
OG0007773	XP_013751981.1, XP_013690818.2, XP_013688603.2, XP_013748716.3	XP_006293500.1
OG0007774	XP_013691914.1, XP_048635409.1, XP_013748540.1, XP_048634814.1	XP_006293545.2, XP_006296560.2
OG0007775	XP_048634817.1, XP_013665603.2, XP_013691919.2, XP_013732802.1	XP_006294780.1
OG0007776	XP_013717039.1, XP_013750942.2, XP_013710487.2, XP_013747620.3	XP_023639739.1
OG0007777	XP_013734870.1, XP_048631823.1, XP_013750940.2, XP_022556859.1	XP_006293911.1
OG0007778	XP_022550809.2, XP_013734838.2, XP_013752112.2, XP_013692500.2	XP_006294923.1
OG0007779	XP_048636421.1, XP_048636424.1, XP_048609365.1, XP_048634787.1	XP_006295978.1
OG0007780	XP_013688240.1, XP_022574283.2, XP_013748192.1, XP_013748088.1	XP_006295877.2
OG0007781	XP_013688238.2, XP_022545970.2, XP_013748089.1, XP_048609364.1	XP_006293673.2
OG0007782	XP_048608669.1, XP_022554893.2, XP_013734834.1, XP_013749693.1, XP_013688251.2	XP_006295060.1
OG0007783	XP_048608666.1, XP_048608658.1, XP_013734830.2, XP_013688247.2, XP_013749689.1	XP_023639615.1
OG0007784	XP_013749678.1, XP_013688257.1, XP_013748218.1, XP_013748111.1	XP_006293676.1
OG0007785	XP_013725814.1, XP_013734817.2, XP_022561503.1, XP_013686234.1	XP_006295876.1
OG0007786	XP_013688124.2, XP_013665701.2, XP_013687462.1, XP_013748145.1	XP_006294463.1
OG0007787	XP_013692148.1, XP_013752135.1, XP_013725494.2, XP_013665711.1	XP_006294915.1
OG0007788	XP_013692177.2, XP_013692128.1, XP_013683855.1, XP_013734776.2	XP_006294265.1
OG0007789	XP_048636376.1, XP_013692625.1, XP_013734762.2, XP_013683862.1	XP_006296002.2
OG0007790	XP_013683490.2, XP_013734755.1, XP_013725412.2, XP_022574258.1	XP_023639499.1
OG0007791	XP_013686076.1, XP_013691514.1	XP_006296295.1
OG0007792	XP_013730244.2, XP_013673098.1, XP_048608597.1, XP_048608596.1, XP_013683783.2	XP_006293659.2
OG0007793	XP_013688542.1, XP_013747424.3, XP_013747762.1, XP_013688163.1	XP_006294317.2
OG0007794	XP_013724382.1, XP_013683752.2	XP_023639912.1
OG0007795	XP_022574154.2, XP_013687893.2, XP_013747785.2, XP_048609281.1	XP_006294465.1
OG0007796	NP_001302570.1, XP_013723422.2	XP_006288519.1
OG0007797	XP_013720221.1, XP_048607698.1, XP_013740025.2	XP_006287771.1
OG0007798	XP_013732262.2, XP_048617678.1	XP_006305425.1, XP_006288286.1
OG0007799	XP_013730072.1, XP_013723059.1, XP_013723609.2, XP_013728845.2	XP_006288058.1
OG0007800	XP_013740028.2, XP_013672838.1, XP_048630772.1, XP_022549548.2, XP_048631078.1	XP_006288842.1
OG0007801	XP_013729809.2, XP_048628895.1, XP_048624366.1, XP_022554143.2, XP_013746077.2	XP_006287066.1
OG0007802	XP_013685268.2, XP_013668288.2, XP_013725167.2, XP_013746047.2	XP_023635974.1
OG0007803	XP_013746039.2, XP_013725162.2, XP_013668290.2, XP_048624363.1	XP_023635850.1
OG0007804	XP_022554145.2, XP_022566046.2	XP_006288165.1
OG0007805	XP_048624354.1, XP_013668299.1, XP_013697091.2	XP_023635967.1
OG0007806	XP_022548162.2, XP_013664367.2	XP_006289547.1
OG0007807	XP_013703434.1, XP_048629270.1, XP_013720166.1, XP_013668318.1	XP_006288605.1
OG0007808	XP_013730129.1, XP_048598612.1, XP_022566139.1, XP_013724730.2	XP_006287392.2
OG0007809	XP_048604447.1, XP_013730135.1, XP_013666196.2	XP_023637328.1
OG0007810	XP_013675287.1, XP_013666201.1, XP_048624811.1	XP_006289221.1
OG0007811	XP_013668397.1, XP_013666144.2, XP_013721487.2	XP_006286833.1
OG0007812	XP_048607745.1, XP_048624255.1	XP_006288103.1
OG0007813	XP_022554198.1, XP_013724615.2, XP_048598592.1, XP_048623062.1	XP_006287516.1
OG0007814	XP_013721938.1, XP_013676044.2, XP_013667369.1, XP_013663195.1	XP_023635832.1
OG0007815	XP_048623385.1, XP_048599085.1, XP_013730693.1, XP_013682017.2	XP_006287100.1
OG0007817	XP_013721945.2, XP_022549109.2, XP_013706686.2	XP_006286910.2
OG0007818	XP_013680567.2, XP_013740249.2, XP_013667262.2, XP_022568719.2	XP_006288672.1
OG0007819	XP_048608084.1, XP_048627816.1, XP_022566048.2, XP_048599038.1	XP_006286361.1
OG0007820	XP_013717655.1, XP_013667245.2, XP_013680883.2, XP_013740254.2	XP_006289655.1
OG0007822	XP_013721857.1, XP_013717604.1, XP_013667237.2	XP_006288254.1
OG0007823	XP_013716040.2, XP_013682244.2, XP_013667215.2, XP_013717686.2	XP_006287376.1
OG0007824	XP_013716003.2, XP_048608108.1, XP_013667193.2, XP_048623314.1	XP_023636153.1
OG0007825	XP_013715935.1, XP_048608119.1, XP_048599007.1, XP_013723980.1	XP_006287779.1
OG0007826	XP_013649834.2, XP_013719917.2, XP_013716007.2, XP_013682180.2	XP_006280175.2
OG0007827	XP_013706942.2, XP_013680540.1, XP_048623291.1, XP_048598995.1	XP_023639542.1
OG0007828	XP_013716054.1, XP_013682174.2, XP_013665858.2, XP_013659057.3	XP_006281551.1
OG0007829	XP_013710143.1, XP_013680549.1, XP_048628152.1	XP_006281054.1
OG0007830	XP_013713964.1, XP_013710118.1, XP_013713155.2, XP_013646879.2	XP_006280933.2
OG0007831	XP_013682109.1, XP_013732643.1, XP_013680793.2, XP_013738372.2	XP_023640880.1
OG0007833	XP_048608178.1, XP_013740283.2, XP_013716559.1, XP_013702726.1	XP_023645705.1
OG0007834	XP_013732408.1, XP_013682401.2, XP_013713682.3, XP_048605242.1	XP_006280320.1
OG0007835	XP_013718921.1, XP_013647034.2, XP_013703961.2, XP_013707098.1, XP_013661209.2	XP_006281149.1
OG0007836	XP_048629720.1, XP_048628379.1, XP_048631093.1	XP_006282047.1
OG0007837	XP_022555860.2, XP_013642940.2, XP_013706385.2, XP_013661210.2	XP_006280553.1
OG0007838	XP_013642987.1, XP_013643589.1, XP_013707535.1, XP_013661227.2	XP_006281191.1
OG0007839	XP_013665813.2, XP_013673260.1, XP_013685101.1	XP_006281308.1
OG0007840	XP_013652791.1, XP_013661298.2, XP_013643094.1, XP_013643199.1	XP_006279637.1
OG0007841	XP_048637898.1, XP_022555500.2, XP_048603244.1, XP_013701080.2, XP_048630909.1	XP_006281931.1
OG0007842	XP_048637926.1, XP_022553951.1	XP_006282086.1
OG0007843	XP_013643124.1, XP_013680740.2, XP_013698638.2, XP_022549113.2	XP_006280921.1
OG0007844	XP_013712548.2, XP_048625816.1, XP_013643117.2, XP_013671005.1	XP_006280757.1
OG0007845	XP_013670997.1, XP_013670998.2, XP_022565256.1, XP_048630939.1, XP_013675608.2	XP_006282168.1
OG0007846	XP_013678417.2, XP_048631247.1, XP_013643088.2, XP_048626577.1, XP_048626575.1, XP_013723110.1	XP_006281202.1
OG0007847	XP_013643085.2, XP_048626564.1, XP_013723120.1, XP_013678415.1, XP_048616806.1	XP_006280879.1
OG0007848	XP_013678433.2, XP_048616805.1, XP_013678413.2	XP_006280072.1
OG0007849	XP_048631252.1, XP_048616876.1, XP_022571155.1, XP_013643221.1, XP_013643328.2	XP_006280087.1
OG0007850	XP_048606572.1, XP_048590942.1, XP_048603290.1, XP_048616878.1, XP_048631254.1	XP_006279483.1
OG0007851	XP_048606569.1, XP_048595471.1, XP_048623812.1	XP_006279944.1
OG0007852	XP_013740969.1, XP_013643295.1, XP_013711875.1	XP_006281253.1
OG0007853	XP_013727458.1, XP_022546793.2, XP_013711315.1, XP_048595479.1	XP_023636839.1
OG0007854	NP_001302626.1, XP_048618446.1, XP_013727460.1	XP_006279745.1
OG0007855	XP_013686232.1, XP_013736920.2, XP_013661348.1, XP_013655832.1	XP_006280438.2
OG0007856	XP_022568570.1, XP_048628836.1, XP_013661334.2	XP_006280305.1
OG0007857	XP_013652813.2, XP_013661312.2, XP_013653746.3, XP_022561164.2	XP_023638701.1
OG0007858	XP_013737164.1, XP_013737057.2, XP_013654933.2, XP_013662998.2	XP_023638341.1
OG0007859	XP_048595524.1, XP_048623577.1, XP_013651707.1, XP_013653742.1	XP_023645753.1
OG0007860	XP_013735289.2, NP_001303200.1, XP_048625453.1, XP_013660407.1	XP_006289072.1
OG0007861	XP_048605963.1, XP_013735281.1, XP_048625450.1, XP_013731268.2	XP_006287312.1
OG0007862	XP_048632107.1, XP_048605954.1, XP_048595120.1, XP_048625462.1	XP_023636291.1
OG0007863	XP_048625486.1, XP_013660541.2, XP_013735321.2, XP_013684347.1	XP_006286665.1
OG0007864	XP_048605947.1, XP_048632094.1, XP_048625488.1, XP_048595134.1	XP_006287840.1
OG0007865	XP_013719397.2, XP_022552279.2, XP_013666417.1, XP_048625504.1	XP_023637197.1
OG0007866	XP_013722778.1, XP_013726326.1, XP_048605941.1, XP_048632084.1	XP_006286549.1
OG0007867	XP_013640011.2, XP_013684407.1, XP_048632073.1	XP_006286487.2
OG0007868	XP_013694952.2, XP_013676989.1, XP_048625444.1, XP_013660379.2	XP_023635721.1
OG0007869	XP_013660382.2, XP_048595070.1, XP_048627541.1, XP_048612427.1, XP_013676993.1	XP_006287533.1
OG0007870	XP_013660387.2, XP_048595166.1, XP_013736217.2, XP_013659010.2	XP_006288215.1
OG0007871	XP_048632948.1	XP_006288678.1
OG0007872	XP_048625529.1, XP_013722939.2	XP_006289099.2
OG0007873	XP_013688544.1, XP_048595200.1, XP_013717678.2, XP_013735428.2	XP_006287594.1
OG0007874	XP_013735436.2, XP_048606999.1, XP_013731447.1, XP_048595209.1	XP_006288367.1
OG0007875	XP_048615498.1, XP_013685710.3, XP_013707265.1, XP_013723734.1	XP_006279640.1
OG0007876	XP_048626598.1, XP_013703568.1, XP_048619692.1	XP_006280646.2
OG0007877	XP_013712119.2, XP_013645005.1, XP_048615399.1, XP_048603531.1	XP_023637053.1
OG0007878	XP_013671310.1, XP_013744495.2, XP_013748477.1, XP_013642131.2	XP_006294883.2
OG0007879	XP_013744474.2, XP_013671313.1, XP_013642127.2, XP_013748474.1	XP_006295303.1
OG0007880	XP_013681895.1, XP_013740457.1, XP_013747217.2, XP_048636726.1, XP_013674646.1	XP_006295920.1
OG0007881	XP_013680752.1, XP_013740458.1	XP_006295126.1
OG0007882	XP_013734093.1, XP_013683382.3, NP_001302869.1, XP_013675824.1	XP_006294604.1
OG0007883	XP_013683421.1, XP_013734205.1, XP_013748633.2, XP_013692273.2	XP_023640272.1
OG0007884	XP_048612489.1, XP_013738992.1, XP_013679375.1	XP_023640688.1
OG0007885	XP_022575039.2, XP_013726247.2, XP_013697347.1, XP_013744287.2	XP_023640585.1
OG0007886	XP_013744333.2, XP_013687481.1	XP_006293850.1
OG0007887	XP_013730855.1, XP_013744338.2, XP_013748750.2, XP_048636783.1	XP_023640914.1
OG0007888	XP_013702762.2, XP_048634826.1, XP_013748745.1, XP_048610244.1	XP_006293862.1
OG0007889	XP_013748744.2, XP_013702359.1, XP_013643545.2	XP_006294266.1
OG0007890	XP_013695648.1, XP_048629241.1, XP_013723239.2	XP_006304025.1
OG0007891	XP_013733932.1, XP_013683231.1, XP_013643552.1	XP_006295885.1
OG0007892	XP_013733945.2, XP_013683513.1, XP_013748806.2, XP_022575055.2	XP_006293884.1
OG0007893	XP_013647183.2, XP_013659711.1, XP_013683265.1, XP_048630432.1	XP_006295663.1
OG0007894	XP_048633824.1, XP_013659707.1	XP_023640753.1
OG0007895	XP_013647188.2, XP_013705622.1, XP_013740428.1, XP_013640062.2, XP_048630573.1	XP_006295044.1
OG0007896	XP_048621800.1, XP_022563650.2, XP_022563646.2, XP_048622542.1, XP_048621820.1, XP_022546192.1	XP_023644577.1
OG0007897	XP_013733967.2, XP_022554693.1, XP_048630276.1, XP_048628461.1, XP_022556961.1	XP_006293768.1
OG0007898	XP_013676422.2, XP_013744190.2, XP_013650842.3, XP_013729529.1	XP_006294865.1
OG0007899	XP_013676423.1, XP_013744191.2, XP_048610457.1, XP_022544626.2	XP_006293705.1
OG0007900	XP_048631853.1, XP_013726738.1, XP_013647665.1, XP_022570882.1	XP_006296187.1
OG0007901	XP_013651807.2, XP_048592835.1, XP_048633767.1, XP_013744153.1	XP_006295257.1
OG0007902	XP_022573945.1, XP_013747121.2, XP_013647675.2, XP_013686697.1	XP_006294505.2
OG0007903	XP_022573937.2, XP_048612448.1, XP_048631858.1, XP_048608721.1	XP_006295762.1
OG0007904	XP_013653705.1, XP_013744016.2, XP_013742458.1	XP_006293644.1
OG0007905	XP_013660508.2, XP_013653717.1, XP_013744023.1, XP_022556954.1	XP_006293818.1
OG0007906	XP_013715585.2, XP_013684198.1	XP_006289054.1, XP_006290095.1
OG0007907	XP_013680878.2, XP_022571801.2, XP_048620927.1, XP_013710447.2	XP_006296019.1
OG0007908	XP_013710998.1, XP_013663992.2, XP_013744032.2, XP_013696635.2	XP_006293899.2
OG0007909	NP_001302512.1, XP_013671596.1, XP_013707221.1, XP_013738185.2	XP_006284199.1
OG0007910	XP_013738142.2, XP_013703247.2, XP_013742669.1, XP_013741677.1	XP_006284962.1, XP_006280870.1
OG0007911	XP_013662380.1, XP_013714152.1, XP_013667707.1	XP_006288682.1
OG0007912	XP_013681452.2, XP_013735642.2, XP_048614354.1, XP_013730602.2	XP_006300020.1
OG0007913	XP_048629818.1, XP_013714092.1, XP_022549270.1, XP_013740145.1	XP_023637117.1
OG0007914	XP_013695395.1, XP_048631864.1	XP_006284615.1, XP_023634789.1
OG0007915	XP_013742224.1, XP_048600218.1, XP_013738108.2, XP_013705459.1	XP_006285834.1
OG0007916	XP_048613654.1, XP_048602033.1, XP_013640327.1, XP_048614320.1	XP_006297923.1
OG0007917	XP_013750977.1, XP_048614312.1	XP_006296602.1
OG0007918	XP_048598255.1, XP_013720974.1, XP_022567389.2, XP_013729013.1	XP_006287327.1
OG0007919	XP_022575681.2, XP_048637043.1, XP_013684214.2, XP_013735667.2	XP_006299473.1
OG0007920	XP_048602001.1, XP_048633248.1, XP_048636241.1, XP_048614273.1	XP_006297535.1
OG0007921	XP_013735720.2, XP_048601987.1, XP_013682566.2	XP_006298994.2
OG0007922	XP_013680615.2, XP_048632076.1, XP_048606027.1	XP_006298583.1
OG0007923	XP_013750912.2, XP_013750916.2, XP_013682550.1, XP_048632095.1	XP_006297231.1
OG0007924	XP_013729151.2, XP_048601963.1, XP_013732349.1	XP_006298717.1
OG0007925	XP_013747673.2, XP_048636217.1, XP_013682585.2, XP_048632270.1	XP_006297811.1
OG0007926	XP_013745034.1, XP_013735748.1, XP_048615101.1, XP_048636192.1	XP_023641709.1
OG0007927	XP_013731627.1, XP_048612870.1, XP_048601724.1, XP_013742259.3	XP_006298440.1
OG0007928	XP_013640280.2, XP_013640279.2, XP_022559153.1, XP_022571978.1	XP_006299371.1
OG0007929	XP_013750775.2, XP_013723594.1	XP_006298436.1
OG0007930	XP_013750764.2, XP_013723593.1, XP_013684420.1, XP_013735788.2	XP_023641440.1
OG0007931	XP_013750741.1, XP_013750686.2, XP_013684437.2, XP_013735796.2	XP_006297044.1
OG0007932	XP_013750672.2, XP_013750756.2	XP_006296847.1
OG0007934	XP_013640268.2, XP_048615413.1, XP_013735804.2, XP_022555133.1	XP_006297819.1
OG0007935	XP_048601683.1, XP_013732128.2, XP_013640269.2, XP_048636117.1	XP_006298431.1
OG0007936	XP_048599535.1, XP_048619115.1, XP_048632234.1, XP_013684506.1	XP_023642026.1
OG0007937	XP_048632229.1, XP_022555135.1, XP_013750726.2, XP_048615398.1	XP_006296949.1
OG0007938	XP_048626175.1, XP_048631389.1, XP_013696108.2, XP_013684485.1, XP_048632246.1	XP_023641727.1
OG0007939	XP_013681001.1, XP_013740931.2	XP_006300146.1
OG0007940	XP_013740930.2, XP_013681000.1, XP_013695476.1, XP_048636067.1	XP_006298092.2
OG0007941	XP_013684465.1, XP_013740926.2, XP_013732680.2, XP_013698106.2	XP_006297632.1
OG0007942	XP_013735898.2, NP_001302545.1, XP_013693591.1, XP_013750667.1	XP_006297962.1
OG0007943	XP_048628664.1, XP_013647979.1, XP_048628827.1, XP_022558346.2, XP_013750664.2	XP_006297352.1
OG0007944	XP_048628665.1, XP_048628828.1, XP_013647989.2, XP_013697732.1, XP_013750662.2	XP_023642192.1
