Orthogroup	Brassica_napus	Conringia_planisiliqua
OG0007436	XP_048594855.1, XP_013705691.1, XP_013665596.2, XP_022550249.1	CP5_g783_DN3_SP1_c.t1
OG0007437	XP_013705365.2, XP_013719643.1, XP_048636304.1, XP_048601192.1	CP5_g781_DN3_SP0_c.t1
OG0007438	XP_013661447.1, XP_048598167.1	CP8_g52968_DN3_SP8_c.t1
OG0007439	XP_013654884.1, XP_048606388.1, XP_013669750.2, XP_022546292.2	CP5_g753_DN3_SP7_c.t1
OG0007440	XP_048601162.1, XP_013738311.2	CP5_g736_DN3_SP6_c.t1
OG0007442	XP_013719587.1, XP_048619278.1, XP_013666517.2, XP_013664247.1	CP5_g701_DN3_SP8_c.t1
OG0007443	XP_013735180.2, XP_013660105.1, XP_013654203.1, XP_013699830.2	CP5_g673_DN3_SP0_c.t1
OG0007444	XP_022550211.2, XP_013735175.2, XP_013672252.1, XP_013703838.2	CP5_g674_DN3_SP8_c.t1
OG0007445	XP_048619295.1, XP_013738420.1, XP_013656541.2, XP_013735207.1	CP5_g634_DN3_SP3_c.t1
OG0007446	XP_013690052.1, XP_048619305.1	CP5_g586_DN3_SP8_c.t1
OG0007448	XP_013738404.1, XP_013733115.1, XP_013656229.1, XP_013656203.2	CP5_g612_DN3_SP8_c.t1
OG0007449	XP_013656230.2, XP_048594816.1, XP_013733116.2, XP_048622290.1	CP5_g614_DN3_SP8_c.t1
OG0007450	XP_013733118.1, XP_013741667.1	CP5_g617_DN3_SP8_c.t1
OG0007452	XP_048601118.1, XP_048635056.1, XP_013730791.1, XP_048594801.1	CP5_g558_DN3_SP8_c.t1
OG0007453	XP_048622391.1, XP_022561192.1, XP_048601115.1, XP_013666023.1	CP5_g551_DN1_SP0_c.t1
OG0007454	XP_022545700.2, XP_013666758.1	CP5_g549_DN3_SP8_c.t1
OG0007455	XP_013669729.2, XP_013731031.2	CP5_g531_DN2_SP0_c.t1
OG0007456	XP_013724982.1, XP_022561650.1, XP_013669726.1, XP_013731034.1	CP5_g514_DN3_SP8_c.t1
OG0007457	XP_013661819.1, XP_013644562.1, XP_013653081.2, XP_013722688.2	CP7_g44789_DN3_SP0_c.t1
OG0007458	XP_048595022.1, XP_048613027.1, XP_048594555.1, XP_013711956.3	CP7_g44755_DN3_SP3_c.t1
OG0007459	XP_048621530.1, XP_048594557.1, XP_013640181.2, XP_013659589.2	CP7_g44753_DN3_SP7_c.t1
OG0007460	XP_013749173.2, XP_048626520.1, XP_048626482.1, XP_013660501.1, XP_013731433.2, XP_048612891.1	CP7_g44713_DN3_SP8_c.t1
OG0007461	XP_022546631.1, XP_048635172.1, XP_048614699.1, XP_022554642.1, XP_048615044.1, XP_022546641.2	CP7_g44688_DN3_SP6_c.t1
OG0007462	XP_048594517.1, XP_013675071.1	CP7_g44684_DN3_SP8_c.t1
OG0007463	XP_013682886.1, XP_013731575.2, XP_013733837.1	CP7_g44676_DN3_SP3_c.t1
OG0007464	XP_013708195.2, XP_022568690.2, XP_013671708.1, XP_013733815.1	CP6_g7156_DN3_SP0_c.t1
OG0007465	XP_048599688.1, XP_048624593.1, XP_013697555.2, XP_048594624.1	CP6_g7175_DN3_SP7_c.t1
OG0007467	XP_013703193.2, XP_013737378.1, XP_013655743.1, XP_013710944.1	CP6_g7213_DN3_SP8_c.t1
OG0007468	XP_013735496.2, XP_013732685.1, XP_013661136.2, XP_013662039.2	CP11_g31807_DN3_SP2_c.t1
OG0007469	XP_013672157.1, XP_013712243.2, XP_013730042.2, XP_013682038.2	CP2_g50483_DN3_SP6_c.t1
OG0007470	XP_013675887.1, XP_013647622.1, XP_013668169.1, XP_013655707.2	CP6_g7344_DN3_SP5_c.t1
OG0007471	XP_048623602.1, XP_022565829.1, XP_013728912.1	CP2_g49847_DN3_SP0_c.t1
OG0007472	XP_048624820.1, XP_013701878.1, XP_048623160.1, XP_013743199.2	CP11_g33149_DN3_SP3_c.t1
OG0007473	XP_013661726.2, XP_013744719.2, XP_013672231.2, XP_048591665.1	CP2_g49481_DN3_SP8_c.t1
OG0007474	XP_013650613.1	CP2_g49378_DN3_SP3_c.t1
OG0007474	XP_013640914.1, XP_048613914.1	CP1_g37332_DN3_SP6_c.t1
OG0007476	XP_013718729.2, XP_022550808.1, XP_013692411.2	CP2_g49168_DN3_SP0_c.t1
OG0007477	XP_022563607.2, XP_013649475.1, XP_013645462.2	CP1_g37409_DN3_SP8_c.t1
OG0007479	XP_013647351.1, XP_013691340.2, XP_013670205.2, XP_048592434.1	CP2_g49103_DN3_SP4_c.t1
OG0007480	XP_013647353.1, XP_013690947.2, XP_013710180.2, XP_048601745.1	CP2_g49098_DN3_SP0_c.t1
OG0007481	XP_013677331.1, XP_048626347.1, XP_013751965.2, XP_013696337.1, XP_013706035.1	CP13_g19707_DN3_SP8_c.t1
OG0007482	XP_013693273.2, XP_013644860.2	CP13_g19697_DN3_SP8_c.t1
OG0007483	XP_048619766.1, XP_013644870.2, XP_013684298.1, XP_013677309.2	CP13_g19686_DN3_SP8_c.t1
OG0007484	XP_048604270.1, XP_013644051.2, XP_013705669.2, XP_013684728.2	CP13_g19630_DN3_SP1_c.t1
OG0007485	XP_013657406.1, XP_013641434.2, XP_013696880.1	CP1_g37784_DN3_SP7_c.t1, CP9_g27795_DN2_SP0_c.t1
OG0007486	XP_022572238.2, XP_048600062.1, NP_001302676.1, XP_013707512.1	CP13_g19546_DN3_SP8_c.t1
OG0007487	XP_013733188.1, XP_013664918.1, XP_013690591.1, XP_048624501.1	CP13_g19535_DN3_SP0_c.t1
OG0007488	XP_048619656.1, XP_013664915.2, XP_013691526.2, XP_048624510.1	CP13_g19527_DN3_SP0_c.t1
OG0007489	NP_001303161.1, XP_022561811.1, XP_013686649.2, XP_048630049.1	CP13_g19512_DN3_SP8_c.t1
OG0007490	XP_022570958.1, XP_013734411.1, XP_013677480.1	CP13_g19498_DN3_SP8_c.t1
OG0007491	XP_048638439.1, XP_013693968.1, XP_013728110.1, XP_013655210.2, XP_048621082.1	CP7_g45838_DN3_SP0_c.t1
OG0007492	XP_013647529.2, XP_048618418.1	CP13_g19449_DN1_SP0_c.t1
OG0007493	XP_013714019.1, XP_022547696.1, XP_013647535.1, XP_048618747.1	CP13_g19433_DN3_SP1_c.t1
OG0007494	XP_048617811.1, XP_013647537.1, XP_022563032.1, XP_048627065.1, XP_013720528.1, XP_022551284.1	CP13_g19415_DN2_SP0_c.t1
OG0007495	XP_013707763.1, XP_013644744.2, XP_048625568.1, XP_013712583.2	CP13_g19371_DN3_SP8_c.t1
OG0007496	XP_013706845.2, XP_013644743.1, XP_022559627.1, XP_013698521.1, XP_013698573.2	CP13_g19367_DN3_SP1_c.t1
OG0007497	XP_013647514.1, XP_013705583.2	CP13_g19331_DN3_SP2_c.t1, CP13_g19332_DN3_SP3_c.t1
OG0007498	XP_013642784.2, XP_048600610.1, XP_013698279.2	CP13_g19318_DN3_SP5_c.t1
OG0007499	XP_048618048.1, XP_048591353.1, XP_013710163.2, XP_048595250.1	CP13_g19311_DN3_SP8_c.t1
OG0007500	XP_013684997.1	CP13_g19306_DN3_SP0_c.t1
OG0007501	XP_048602909.1, XP_013670258.1, XP_013647504.1	CP13_g19290_DN3_SP4_c.t1
OG0007503	XP_022561653.1, XP_048591338.1	CP13_g19270_DN3_SP6_c.t1
OG0007504	XP_048600898.1, XP_013677552.2, XP_013644619.2, XP_048618077.1	CP13_g19237_DN3_SP0_c.t1
OG0007505	XP_048630504.1, XP_013666595.2, XP_013666601.1, XP_013677572.1	CP13_g19130_DN3_SP6_c.t1
OG0007506	XP_013644495.1, XP_013707404.1, XP_013693567.2	CP13_g19127_DN3_SP7_c.t1
OG0007507	XP_013722718.1, XP_013746713.2	CP5_g1556_DN3_SP0_c.t1
OG0007508	XP_013707581.2, XP_048591274.1, XP_013677598.2, XP_013666583.1	CP13_g19109_DN2_SP0_c.t1
OG0007509	XP_013705956.1, XP_013647429.1	CP2_g48852_DN3_SP3_c.t1
OG0007510	XP_013676364.1, XP_013688172.2, XP_013701586.2, XP_013649208.2	CP9_g28262_DN3_SP1_c.t1
OG0007511	XP_013676384.1, XP_013731635.2, XP_048616754.1, XP_013649196.2	CP39_g21141_DN3_SP0_c.t1
OG0007512	XP_013676360.1, XP_013729299.1, XP_013649191.2, XP_013698640.2	CP9_g28223_DN3_SP0_c.t1
OG0007513	XP_013676697.2, XP_013671210.1	CP9_g28157_DN3_SP0_c.t1
OG0007514	XP_022571513.1, XP_013676694.1, XP_048616169.1, XP_022544806.2	CP9_g28153_DN3_SP0_c.t1
OG0007515	XP_013676682.1, XP_013677226.1, XP_048591910.1, XP_022560691.1	CP9_g28073_DN3_SP0_c.t1
OG0007516	XP_013722399.1, XP_013705162.1, XP_013700686.2, XP_013703584.1	CP9_g27713_DN3_SP3_c.t1
OG0007517	XP_013722371.1, XP_013683113.2, XP_013681804.2, XP_048627051.1	CP11_g32194_DN3_SP0_c.t1
OG0007518	XP_048595685.1, XP_048625943.1, XP_013659300.2, XP_022568894.1	CP13_g19056_DN3_SP7_c.t1
OG0007519	XP_013640393.1, XP_013643664.1, XP_048607411.1, XP_013740488.1	CP7_g46354_DN3_SP8_c.t1
OG0007520	XP_013677422.2, XP_013677426.2, XP_013750209.2	CP2_g48874_DN2_SP0_c.t1
OG0007521	XP_013747628.2, XP_013686112.1, XP_013661550.2, XP_048625966.1	CP2_g48885_DN3_SP4_c.t1
OG0007522	XP_013688436.2, XP_013661574.1, XP_013721039.1, XP_013686924.1	CP2_g48914_DN3_SP8_c.t1
OG0007523	XP_013653825.1, XP_013661582.1	CP2_g48947_DN3_SP3_c.t1
OG0007524	XP_013661588.2, XP_013653828.1	CP2_g48951_DN3_SP0_c.t1
OG0007525	XP_022565939.2, XP_022548173.1, XP_048595656.1, XP_013704123.1	CP2_g48963_DN3_SP0_c.t1
OG0007526	XP_013661595.2, XP_022566784.1, XP_048625905.1, XP_013692184.1	CP2_g48975_DN3_SP8_c.t1
OG0007527	XP_013660178.1, XP_013746495.2, XP_048626015.1, XP_048595739.1	CP2_g49034_DN3_SP8_c.t1
OG0007529	XP_048633161.1, XP_022556510.2, XP_048595743.1, XP_013750219.3	CP2_g49050_DN3_SP0_c.t1
OG0007530	XP_048600615.1, XP_048604521.1, XP_048632355.1, XP_013697143.1	CP10_g43221_DN3_SP0_c.t1
OG0007531	XP_013749928.1, XP_022554218.1, XP_013673171.1, XP_013646755.1	CP10_g43219_DN3_SP8_c.t1
OG0007532	XP_048608969.1, XP_013648227.2, XP_013673173.1, XP_013646772.1	CP10_g43218_DN3_SP0_c.t1
OG0007533	XP_013731720.1, XP_013749938.1	CP10_g43206_DN2_SP7_c.t1
OG0007534	XP_013703227.1, XP_013738208.1, XP_013673908.2, XP_013671663.1	CP5_g1201_DN3_SP1_c.t1
OG0007535	XP_013646532.1, XP_013670434.1, XP_013741536.1, XP_013705859.1	CP19_g18060_DN3_SP4_c.t1
OG0007536	XP_013706977.1, XP_013669950.2, XP_022572646.1, XP_013671046.1	CP19_g18047_DN3_SP7_c.t1
OG0007537	XP_013705656.1	CP19_g18037_DN3_SP1_c.t1
OG0007538	XP_013727337.2, XP_048611172.1, XP_013686034.1, XP_013747856.2	CP4_g24636_DN3_SP6_c.t1
OG0007539	XP_013687756.2, XP_013642873.2	CP4_g24644_DN3_SP7_c.t1
OG0007540	XP_048634620.1, XP_013687752.2, XP_048607840.1, XP_048631738.1	CP4_g24647_DN3_SP8_c.t1
OG0007541	XP_048615285.1, XP_013736067.2, XP_022565692.1	CP10_g42883_DN3_SP2_c.t1
OG0007542	XP_013736078.2, XP_013648102.2, XP_013697237.1, XP_022575604.1	CP10_g42873_DN3_SP4_c.t1
OG0007543	XP_013648093.2, XP_013736064.2, XP_048600760.1, XP_013724042.2	CP10_g42887_DN3_SP0_c.t1
OG0007544	XP_022575584.2, XP_022558687.1, XP_013724055.2, XP_048611468.1	CP10_g42912_DN2_SP0_c.t1
OG0007546	XP_048611085.1, XP_048600731.1, XP_013750390.2, XP_022559237.1	CP10_g42936_DN3_SP8_c.t1
OG0007548	NP_001302656.1, XP_013726259.1, XP_013724744.2, XP_022554176.1	CP11_g33516_DN3_SP8_c.t1
OG0007549	XP_013736023.2, XP_048615270.1, XP_048632294.1, XP_013684604.1	CP10_g42966_DN3_SP0_c.t1
OG0007550	XP_013707296.2, XP_048615266.1, XP_022571069.2	CP10_g42973_DN3_SP0_c.t1
OG0007551	XP_048635949.1, XP_022569456.1	CP10_g42994_DN3_SP8_c.t1
OG0007552	XP_048635948.1, XP_013672783.1, XP_013676527.1, XP_013646414.1	CP10_g43014_DN3_SP8_c.t1
OG0007553	XP_013729420.1, XP_013668173.1, XP_013721448.1	CP11_g33431_DN3_SP4_c.t1
OG0007554	XP_013750330.2, XP_048635938.1, XP_022555200.1, XP_013648159.2	CP10_g43045_DN3_SP8_c.t1
OG0007555	XP_022575531.1, XP_013640169.1	CP10_g43086_DN3_SP8_c.t1
OG0007556	XP_013647448.2, XP_013729543.1, XP_013750143.2, XP_022558532.2	CP10_g43092_DN3_SP5_c.t1
OG0007557	XP_048600660.1, XP_013732098.2, XP_022575524.1, XP_013750135.1	CP10_g43100_DN3_SP5_c.t1
OG0007558	XP_013750073.1	CP10_g43114_DN2_SP8_c.t1
OG0007559	XP_013648187.1, XP_048608944.1, XP_048635921.1, XP_013640152.1	CP10_g43123_DN3_SP3_c.t1
OG0007560	XP_013673240.1, XP_022544852.1	CP10_g43131_DN3_SP0_c.t1
OG0007561	XP_013644770.1, XP_013648190.1, XP_013646481.1	CP10_g43136_DN3_SP8_c.t1
OG0007562	XP_013648196.1, XP_013644778.1, XP_013712547.1, XP_013750096.1	CP10_g43143_DN3_SP4_c.t1
OG0007563	XP_013738210.2, XP_013705680.1, XP_013710352.2, XP_048593682.1	CP5_g1195_DN3_SP3_c.t1
OG0007565	XP_048635905.1, XP_048615200.1, XP_013697865.1, XP_013648200.2	CP10_g43157_DN3_SP1_c.t1
OG0007566	XP_013710647.2, XP_013640161.1, XP_022573523.2, NP_001303210.1, XP_013747399.2	CP10_g43161_DN3_SP8_c.t1
OG0007567	XP_013648214.1, XP_013696602.1, XP_013731735.2, XP_013749949.1	CP10_g43193_DN3_SP8_c.t1
OG0007568	XP_013731713.1, XP_013749945.1, XP_013693527.1, XP_048632347.1	CP10_g43195_DN3_SP2_c.t1
OG0007569	XP_013690063.2, XP_013738394.1, XP_022549315.1, XP_048601128.1	CP5_g587_DN3_SP5_c.t1
OG0007570	XP_022571828.1, XP_013684029.2, XP_013701993.1, XP_013641947.1	CP8_g52168_DN3_SP8_c.t1
OG0007571	XP_013706368.1, XP_013698212.2	CP13_g19819_DN3_SP0_c.t1
OG0007572	XP_013749320.2, XP_022564142.2, XP_013666819.2, XP_048615476.1	CP1_g38440_DN3_SP1_c.t1
OG0007573	XP_013683994.1, NP_001303118.1, NP_001302843.1, NP_001302521.1	CP8_g52919_DN3_SP2_c.t1
OG0007574	XP_013681808.1, XP_048608356.1, XP_048631924.1, XP_013681317.1	CP8_g52926_DN2_SP0_c.t1
OG0007575	XP_013680644.1, XP_013680741.1	CP8_g52950_DN2_SP0_c.t1
OG0007577	XP_013664217.1, XP_013735167.2, XP_013702145.2, XP_013656255.2	CP5_g680_DN3_SP5_c.t1
OG0007578	XP_013687494.2, XP_013714898.2, XP_048608320.1, XP_048621079.1	CP8_g53197_DN3_SP3_c.t1
OG0007579	XP_013666810.2, XP_013714860.2, XP_013682791.1, XP_013733861.1	CP8_g53297_DN3_SP2_c.t1
OG0007580	XP_013740402.2, XP_013740372.1, XP_013715009.1	CP8_g53290_DN3_SP7_c.t1
OG0007581	XP_022548956.2, XP_048623960.1, XP_013687868.2, XP_013662780.2	CP8_g53276_DN3_SP8_c.t1
OG0007582	XP_013662786.1, XP_013687819.1, XP_048598739.1, XP_013709812.1	CP8_g53266_DN3_SP3_c.t1
OG0007583	XP_013668636.1, XP_013726811.2	CP8_g53261_DN3_SP3_c.t1, CP8_g53258_DN3_SP0_c.t1
OG0007584	XP_022570495.1, XP_013682789.1, XP_013714308.2, XP_013666806.2	CP8_g53299_DN3_SP7_c.t1
OG0007585	XP_013671143.1, XP_013733865.1, XP_013666802.1, XP_013712770.1	CP8_g53305_DN3_SP6_c.t1
OG0007586	XP_048603172.1, XP_022556841.2, XP_013660647.1	CP8_g53383_DN3_SP8_c.t1
OG0007587	XP_022570221.2, XP_013686162.2, XP_048598762.1, XP_013731822.1	CP8_g53370_DN3_SP3_c.t1
OG0007588	XP_022551692.2, XP_013685953.2, XP_048598772.1, XP_013640424.1	CP8_g53412_DN3_SP8_c.t1
OG0007589	XP_013740353.1, XP_013646352.1, XP_013719423.2, XP_022566737.1	CP8_g53426_DN2_SP0_c.t1
OG0007590	XP_013666724.2, XP_048598794.1, XP_013646350.1, XP_022570104.1	CP8_g53464_DN2_SP0_c.t1
OG0007591	XP_013675179.1, XP_013714566.2, XP_013666922.1, XP_013686906.1	CP8_g53544_DN3_SP1_c.t1
OG0007592	XP_022569977.2, XP_013682716.2	CP8_g53572_DN3_SP3_c.t1
OG0007593	XP_048626143.1, XP_013675653.2, XP_013666878.2	CP8_g53593_DN3_SP8_c.t1
OG0007594	XP_013685333.2, XP_048603094.1, XP_013680483.2, XP_013734052.2	CP8_g53604_DN3_SP8_c.t1
OG0007595	XP_013659530.1, XP_048638135.1, XP_048613954.1, XP_013655268.1	CP1_g37454_DN2_SP0_c.t1
OG0007596	XP_048598859.1, XP_013732236.1, XP_013685114.2, XP_022569087.1	CP8_g53678_DN3_SP4_c.t1
OG0007597	XP_013714293.2, XP_013670449.1, XP_013667027.2, XP_048624754.1	CP8_g53693_DN3_SP4_c.t1
OG0007598	NP_001303000.1, XP_013682598.1, XP_013667030.2, NP_001302606.1	CP8_g53695_DN3_SP8_c.t1
OG0007599	XP_048598881.1, XP_022565881.2, XP_022551659.2	CP8_g53700_DN3_SP0_c.t1
OG0007600	XP_013693213.1, XP_013667065.2, XP_048606812.1, XP_048637283.1, XP_013750165.1	CP8_g53734_DN3_SP0_c.t1
OG0007601	XP_013667067.2, XP_013696097.1, XP_013675547.3, XP_048606780.1	CP8_g53739_DN2_SP0_c.t1
OG0007602	XP_048624790.1, XP_013667085.1	CP8_g53761_DN2_SP5_c.t1
OG0007603	XP_048606688.1, XP_013704341.2, XP_013691405.1, XP_013667096.1	CP8_g53776_DN3_SP1_c.t1
OG0007604	XP_048606583.1, XP_022551645.2, XP_013722218.2, XP_022549030.2	CP8_g53817_DN3_SP4_c.t1
OG0007605	XP_048629360.1, XP_048631081.1, XP_022561426.1, XP_048603953.1, XP_013733003.3, XP_048625657.1	CP2_g48604_DN3_SP0_c.t1
OG0007606	XP_013667932.2, XP_022565814.1, XP_013640508.1, XP_013679589.2	CP11_g32630_DN3_SP8_c.t1
OG0007607	XP_048598323.1, XP_013666064.1, XP_013674584.1, XP_013728227.2	CP11_g32651_DN3_SP0_c.t1
OG0007608	XP_013666093.1, XP_048625197.1, XP_013674576.2, XP_013728203.2	CP11_g32659_DN3_SP7_c.t1
OG0007609	XP_013667972.1, XP_013668039.2, XP_048607900.1, XP_013752304.2	CP11_g32663_DN3_SP8_c.t1
OG0007610	XP_013752254.1, XP_013728189.2, XP_013668034.1, XP_022564820.1	CP11_g32675_DN3_SP5_c.t1
OG0007611	XP_013679368.1, XP_013676085.1, XP_013668019.2, XP_048625209.1	CP11_g32694_DN3_SP1_c.t1
OG0007612	XP_013679341.1, XP_013712641.1, XP_013674688.1	CP11_g32705_DN3_SP0_c.t1
OG0007613	XP_013667999.2, XP_048625212.1, XP_048607877.1, XP_048625682.1	CP11_g32721_DN3_SP0_c.t1
OG0007614	XP_013716527.2	CP11_g32727_DN3_SP8_c.t1
OG0007615	XP_013651749.1, XP_013716307.2, XP_013720769.1, XP_013727125.1	CP11_g32737_DN2_SP0_c.t1
OG0007616	XP_048625591.1, XP_048607864.1, XP_013679191.1	CP11_g32752_DN3_SP8_c.t1
OG0007617	XP_013661878.1, XP_013726208.2, XP_013668062.2, XP_013720850.1	CP11_g32786_DN3_SP7_c.t1
OG0007618	XP_048602727.1, XP_013712494.1, XP_048627458.1, XP_048627450.1, XP_022549332.2, XP_013720706.1	CP11_g32788_DN3_SP0_c.t1
OG0007619	XP_013679052.1, XP_013668084.1, XP_013712031.1	CP11_g32807_DN3_SP4_c.t1
OG0007620	XP_022565343.1, XP_013668104.1	CP11_g32829_DN3_SP7_c.t1, CP19_g17940_DN3_SP0_c.t1
OG0007621	XP_048625303.1, XP_022555582.1, XP_048625286.1, XP_048630536.1, XP_013708949.1, XP_048625310.1, XP_013668130.2, XP_022565658.1	CP11_g32865_DN3_SP7_c.t1
OG0007622	XP_013715408.2, XP_022569884.1, XP_013690652.1, XP_048603396.1	CP11_g33000_DN3_SP0_c.t1
OG0007623	XP_048625106.1, XP_013680328.2, XP_013715764.2, XP_048598429.1	CP11_g33021_DN3_SP1_c.t1
OG0007624	XP_013680646.3, XP_022554289.1, XP_013715542.2, XP_022549474.2	CP11_g33032_DN3_SP6_c.t1
OG0007625	XP_048603333.1, XP_013680347.1, XP_048625093.1, XP_013702269.1, XP_022549471.2	CP11_g33039_DN1_SP0_c.t1
OG0007626	XP_048607821.1, XP_048624993.1, XP_013730179.2, XP_013715748.2	CP11_g33074_DN3_SP7_c.t1
OG0007627	XP_013680367.2, XP_048607819.1, XP_013715763.2, XP_013730181.1	CP11_g33077_DN3_SP0_c.t1
OG0007628	XP_013680405.2, XP_022554276.1, XP_048602679.1, XP_013718910.1	CP11_g33102_DN3_SP8_c.t1
OG0007629	XP_048623153.1, XP_048598496.1, XP_013722470.1, XP_048624793.1	CP11_g33168_DN3_SP7_c.t1
OG0007630	XP_048624796.1, XP_013722576.1, XP_048598491.1, XP_013715723.2	CP11_g33173_DN2_SP2_c.t1
OG0007631	XP_022550559.2, XP_013750650.2	CP6_g7092_DN3_SP2_c.t1
OG0007632	XP_048618882.1, XP_013737280.2, XP_048638057.1, XP_013733216.3	CP6_g7041_DN3_SP8_c.t1
OG0007633	XP_022574249.1, XP_013723460.2, XP_048594667.1, XP_013726860.2	CP6_g7029_DN3_SP3_c.t1
OG0007634	XP_022574245.1, XP_022546612.2, XP_013707283.2, XP_013737261.2	CP6_g7023_DN3_SP1_c.t1
OG0007635	XP_048619905.1, XP_013726865.1, XP_048594670.1, XP_013707639.2	CP6_g7018_DN3_SP0_c.t1
OG0007637	XP_013661143.2, XP_013662049.1	CP11_g31821_DN3_SP6_c.t1, CP6_g6925_DN3_SP1_c.t1
OG0007638	XP_022550314.1, XP_048638518.1, XP_013737420.2, XP_022563034.1, XP_048630041.1	CP6_g6919_DN3_SP8_c.t1
OG0007639	XP_013719454.1, XP_013727783.1	CP6_g6910_DN3_SP7_c.t1
OG0007640	XP_013656052.2, XP_013718439.1, XP_013719495.1, XP_013729111.1	CP6_g6892_DN3_SP1_c.t1
OG0007641	XP_048627594.1, XP_013715786.1, XP_013669474.1, XP_013669119.2	CP6_g6871_DN3_SP0_c.t1
OG0007642	XP_013669063.1, XP_013659147.1	CP6_g6828_DN3_SP0_c.t1
OG0007643	XP_022567313.2, XP_022547484.1	CP13_g20105_DN3_SP0_c.t1
OG0007644	XP_013723434.1, XP_013727946.1, XP_048627931.1, XP_048629538.1	CP2_g48089_DN3_SP1_c.t1
OG0007645	XP_013662126.1, XP_013685687.2, XP_048595991.1, XP_048601504.1	CP6_g6783_DN3_SP8_c.t1
OG0007646	XP_013656139.2, XP_013671107.1, XP_013735073.2	CP6_g6764_DN3_SP8_c.t1
OG0007647	XP_013644423.1, XP_048596720.1	CP11_g31907_DN3_SP1_c.t1
OG0007647	XP_013644425.2	CP11_g31908_DN3_SP5_c.t1
OG0007648	XP_022562843.1, XP_013717256.2, XP_022550346.2, XP_048596265.1	CP6_g6711_DN3_SP0_c.t1
OG0007649	XP_048618954.1, XP_013672550.1, XP_013717246.2, XP_013743550.1	CP19_g18520_DN3_SP8_c.t1
OG0007650	XP_013682076.2, XP_013740444.1, XP_013671462.1	CP19_g18468_DN3_SP5_c.t1
OG0007651	XP_048605870.1, XP_013685735.2, XP_013656120.2, XP_013662113.2, XP_013734020.2	CP19_g18463_DN3_SP8_c.t1
OG0007652	XP_048596651.1, XP_013670098.2, XP_013717233.2, XP_013651544.2	CP19_g18453_DN3_SP0_c.t1
OG0007653	XP_048622776.1, XP_048618974.1, XP_048618580.1, XP_048591467.1, XP_013672056.2	CP19_g18444_DN3_SP1_c.t1
OG0007654	XP_048594766.1, XP_048607396.1, XP_013672074.1, XP_013733981.2	CP19_g18428_DN3_SP8_c.t1
OG0007655	XP_013669883.2, XP_013670100.1, XP_048594774.1	CP19_g18421_DN3_SP0_c.t1
OG0007656	XP_048618635.1, XP_013707792.2	CP19_g18407_DN3_SP0_c.t1
OG0007657	XP_013671188.1, XP_013738007.2	CP19_g18387_DN3_SP8_c.t1
OG0007658	XP_048618734.1, XP_022561408.2, XP_013737719.2, XP_013667242.1	CP19_g18368_DN3_SP0_c.t1
OG0007659	XP_048618749.1, XP_048601624.1, XP_013737698.2	CP19_g18366_DN3_SP1_c.t1
OG0007660	XP_048607271.1, XP_013656455.1, XP_048607640.1, XP_013641400.1, XP_013738644.1	CP19_g18295_DN3_SP8_c.t1
OG0007661	XP_013671469.2, XP_013738694.2, XP_048619032.1, XP_048619011.1	CP19_g18282_DN3_SP8_c.t1
OG0007662	XP_013741447.1, XP_013704012.2, XP_013712471.2, XP_013671491.3	CP19_g18261_DN3_SP0_c.t1
OG0007663	XP_048615473.1, XP_013717446.1, XP_013706260.2, XP_048594502.1	CP7_g44572_DN3_SP8_c.t1
OG0007664	XP_013707359.1, XP_013715159.1, XP_013708152.1, XP_013717344.1	CP7_g44566_DN3_SP2_c.t1
OG0007665	XP_048637035.1, XP_022572546.1, XP_013736967.1	CP7_g44552_DN3_SP0_c.t1
OG0007666	XP_048617708.1, XP_013717454.1, XP_013715096.1, XP_022563922.1	CP7_g44501_DN3_SP5_c.t1
OG0007667	XP_013749252.2, XP_013662177.1, XP_013640310.1	CP7_g44436_DN3_SP8_c.t1
OG0007668	XP_013707889.1, XP_013715147.2, XP_048630442.1, XP_022556116.2, XP_022556117.2	CP21_g10992_DN3_SP8_c.t1
OG0007669	XP_013645991.2, XP_013693007.2	CP1_g39031_DN3_SP8_c.t1
OG0007670	XP_013663486.1, XP_048636981.1, XP_013722580.2, XP_048593570.1, XP_048622013.1	CP1_g38406_DN3_SP8_c.t1
OG0007671	XP_013701939.1, XP_013667414.2, XP_013749242.2, XP_048635520.1	CP1_g38482_DN3_SP6_c.t1
OG0007672	XP_048636975.1, XP_013663488.1, XP_013722586.1, XP_022545499.2, XP_022560921.2	CP1_g38396_DN3_SP0_c.t1
OG0007673	XP_013693050.1, XP_013750591.2, XP_048632281.1, XP_013684526.1	CP10_g42775_DN3_SP8_c.t1
OG0007674	XP_048618388.1, XP_048592606.1, XP_022558365.1, XP_013662485.1	CP7_g45083_DN3_SP1_c.t1
OG0007675	XP_013714167.2, XP_048612545.1, XP_013675255.2, NP_001302874.1, XP_013691491.2	CP7_g45062_DN3_SP0_c.t1
OG0007676	XP_048612385.1, XP_048633685.1	CP16_g55196_DN3_SP8_c.t1
OG0007677	XP_013718334.2, XP_048614666.1, XP_013656938.1, XP_013685409.1	CP7_g45045_DN3_SP1_c.t1
OG0007678	XP_013697081.1, XP_013718347.1, XP_013685403.1	CP7_g45035_DN3_SP8_c.t1
OG0007679	XP_048593892.1, XP_013693034.2, XP_013708075.1, XP_013651536.1	CP7_g44990_DN3_SP0_c.t1
