Orthogroup	Brassica_napus	Raphanus_sativus
OG0003808	XP_013660528.1, XP_013659515.2, XP_013660526.1	XP_018478134.1, XP_018463150.1, XP_018480529.1
OG0003808	XP_048592083.1, XP_048634448.1, XP_013746164.1	XP_018462289.1, XP_018478842.1, XP_018465123.1, XP_018458748.1, XP_018463266.1
OG0003810	XP_022553960.1	XP_018464540.1
OG0003811	XP_048598209.1, XP_048625060.1, XP_048624117.1, XP_048625059.1, XP_048598210.1	XP_018442584.1, XP_018488770.1
OG0003811	XP_048602371.1, XP_048604828.1, XP_048602372.1, XP_048600216.1, XP_013671133.2, XP_013671151.2, XP_013671170.2	XP_018487665.1, XP_018470006.1
OG0003813	XP_048633456.1	XP_018480907.1
OG0003813	XP_013720957.1, XP_048628347.1, XP_013684996.1	XP_018478686.1, XP_018464158.1, XP_018434490.1
OG0003814	XP_048635817.1, XP_013682083.1	XP_018490527.1, XP_018461936.1
OG0003814	XP_048595432.1, XP_048602112.1	XP_018440603.1
OG0003814	XP_048616452.1, XP_022545443.1, XP_022554111.1	XP_018466488.1
OG0003814	XP_048612930.1	XP_018450141.1
OG0003815	XP_048609228.1, XP_022553521.2, XP_013694424.2, XP_013732779.1, XP_048622795.1, XP_013709249.2, XP_048629472.1, XP_048623627.1, XP_048596294.1, XP_048630788.1, XP_013645960.2, XP_022544102.2, XP_048623816.1, XP_048622828.1, XP_048604630.1, XP_013704189.1, XP_013665048.1, XP_013664373.1, XP_048613502.1, XP_048630959.1, XP_048623553.1, XP_048603692.1, XP_022552628.1, XP_048611705.1, XP_013704597.1	XP_018478999.1, XP_018435921.1, XP_018470906.1, XP_018470942.1, XP_018435514.1
OG0003816	XP_013658291.1, XP_013658292.1, XP_048634190.1	XP_018454095.1
OG0003816	XP_048611530.1, XP_013745620.1	XP_018465810.1
OG0003816	XP_013694412.1	XP_018467690.1
OG0003816	XP_013716653.2	XP_018453434.1
OG0003816	XP_048596489.1	XP_018435367.1, XP_018436319.1
OG0003816	XP_022548620.1	XP_018461195.1
OG0003816	XP_048598074.1, XP_013709308.1, XP_048637544.1, XP_048593362.1	XP_018474238.1
OG0003823	XP_013656379.2, XP_013712558.1	XP_018467156.1, XP_018451346.1
OG0003823	XP_013750408.2, XP_013671678.2	XP_018471743.1
OG0003823	XP_013705109.1, XP_022572692.1	XP_018480670.1
OG0003824	XP_013735953.2, XP_022545720.2	XP_018447207.1, XP_018460925.1
OG0003824	XP_048601223.1, XP_048636448.1	XP_018469625.1
OG0003824	XP_013652525.2, XP_048601221.1	XP_018468355.1
OG0003826	XP_048615907.1	XP_018456456.1
OG0003827	XP_022569993.1, XP_013649011.2	XP_018453007.1
OG0003828	XP_013696047.2, XP_013707904.2	XP_018449613.1
OG0003828	XP_013647460.2, XP_013659427.1	XP_018489257.1
OG0003829	XP_013662318.1, XP_013750170.1	XP_018459287.1, XP_018459269.1
OG0003830	XP_048598872.1, XP_022570042.1	XP_018477388.1
OG0003831	XP_048597818.1, XP_013716423.2	XP_018487299.1
OG0003831	XP_013695537.1, XP_013646437.2	XP_018480513.1
OG0003832	XP_048620404.1, XP_022566391.2	XP_018437095.1, XP_018480228.1
OG0003832	XP_013724232.1, XP_013684467.1	XP_018434232.1
OG0003833	XP_013748810.1, XP_048636796.1, XP_048610269.1	XP_018465045.1, XP_018465787.1
OG0003834	XP_048625942.1, XP_013644780.1, XP_013664521.2, XP_013661516.1	XP_018457516.1, XP_018457522.1, XP_018457443.1
OG0003835	XP_022576410.2, XP_013742614.1	XP_018434946.1
OG0003836	XP_013750356.1, XP_022575594.1	XP_018491679.1
OG0003836	XP_013725306.2, XP_013746210.1	XP_018472605.1
OG0003837	XP_048603510.1, XP_048602711.1, NP_001303058.1, XP_048602703.1	XP_018469558.1
OG0003837	XP_022549485.2, XP_013737492.1	XP_018444500.1
OG0003838	XP_048598683.1, XP_013698811.2	XP_018453344.1
OG0003838	XP_013683321.2, XP_013640540.1	XP_018476226.1
OG0003839	XP_013733896.1, XP_013733561.1, XP_013733588.1	XP_018475704.1, XP_018475705.1
OG0003839	XP_048598767.1, XP_048624398.1	XP_018460449.1, XP_018460450.1
OG0003839	XP_013686004.2, XP_048603138.1	XP_018448089.1
OG0003840	XP_013713921.1, XP_013665785.1	XP_018454997.1, XP_018455042.1, XP_018454818.1
OG0003840	XP_013676184.1, NP_001302757.1	XP_018469784.1
OG0003840	XP_048608289.1, XP_048629297.1	XP_018473480.1
OG0003841	XP_013682751.1, XP_013701555.1	XP_018476129.1
OG0003841	XP_013749326.1, XP_013734041.1	XP_018457540.1
OG0003842	XP_048625200.1, XP_013666091.1	XP_018445497.1, XP_018445498.1
OG0003842	XP_013679427.1, XP_048602807.1	XP_018455716.1, XP_018455725.1
OG0003843	XP_048627454.1, XP_048602772.1	XP_018471473.1
OG0003843	XP_048607860.1, XP_013726158.1	XP_018462713.1, XP_018460573.1
OG0003844	XP_013706576.1, XP_048603847.1, XP_048623083.1, XP_048596617.1	XP_018457627.1, XP_018457638.1
OG0003845	XP_048638452.1, XP_013728082.1	XP_018471652.1, XP_018483190.1
OG0003845	XP_013702388.1, XP_048629132.1, XP_013656030.2	XP_018462294.1, XP_018451907.1
OG0003846	XP_048607655.1, XP_013670015.2, XP_013654937.2	XP_018449270.1
OG0003846	XP_048629566.1, XP_013700953.1, XP_013670007.1	XP_018468671.1
OG0003846	XP_013732648.2, XP_013740735.2	XP_018460377.1, XP_018480596.1
OG0003847	XP_048619025.1, XP_013740734.1	XP_018460379.1, XP_018483002.1
OG0003847	XP_013738683.2, XP_048629568.1, XP_048600063.1	XP_018470343.1, XP_018470344.1
OG0003847	XP_048607273.1, XP_048593778.1	XP_018448139.1
OG0003848	XP_013639902.2, XP_048635515.1, XP_048614692.1, XP_048617700.1, XP_048594959.1	XP_018490058.1
OG0003848	XP_048621707.1	XP_018449841.1
OG0003849	XP_048614788.1, XP_022575273.2, XP_048636285.1	XP_018486367.1, XP_018459714.1
OG0003849	XP_022561541.2, XP_022546595.1	XP_018444966.1
OG0003849	XP_022564040.1, XP_013715151.2	XP_018449617.1, XP_018466194.1
OG0003850	XP_013749243.1, XP_013722587.1	XP_018486963.1
OG0003850	XP_013699340.1, XP_013653005.2	XP_018447734.1
OG0003850	XP_013749633.2, XP_013731010.1	XP_018455649.1
OG0003851	XP_013659664.1	XP_018480001.1
OG0003851	XP_013656848.1, XP_013656833.1	XP_018449319.1
OG0003852	XP_048607214.1, XP_013674379.3, XP_013656482.2	XP_018449135.1
OG0003852	XP_048619351.1, XP_013748847.1	XP_018477117.1, XP_018462644.1
OG0003852	XP_013642733.2, XP_013647569.2, XP_048627636.1	XP_018471841.1, XP_018471479.1
OG0003853	XP_013723037.1, XP_013685982.2	XP_018472090.1
OG0003853	XP_013723038.1, XP_013685005.2	XP_018472091.1
OG0003854	XP_013687450.2, XP_048630389.1, XP_022560270.1, XP_013732876.1, XP_013742974.2	XP_018477514.1
OG0003854	XP_013743501.2, XP_013672036.1	XP_018485302.1
OG0003855	XP_013693033.2, XP_048617185.1	XP_018472411.1
OG0003856	XP_048593608.1, XP_013667450.2, XP_048593607.1, XP_048622139.1	XP_018447819.1
OG0003856	XP_048626464.1, XP_013707558.1, XP_048636315.1, XP_013697500.1	XP_018493342.1, XP_018486042.1
OG0003857	XP_013751522.1, XP_013729902.1	XP_018434387.1
OG0003858	XP_013649252.2, XP_048591952.1	XP_018445269.1
OG0003859	XP_048612796.1, XP_013688803.3	XP_018457856.1
OG0003860	XP_048610809.1, XP_048636709.1	XP_018438295.1
OG0003860	XP_013690440.1, XP_013747981.1	XP_018436742.1
OG0003861	XP_013677055.2, XP_013677085.2	XP_018439546.1
OG0003862	XP_048601430.1, XP_048638273.1	XP_018454968.1, XP_018454824.1
OG0003863	XP_013728326.1, XP_013714294.1	XP_018456753.1, XP_018456256.1
OG0003863	XP_013716013.2, XP_013697071.2	XP_018439539.1
OG0003863	XP_013703887.1, XP_013693454.2	XP_018481173.1, XP_018464943.1
OG0003864	XP_013741877.2, XP_013671887.2	XP_018485348.1, XP_018485329.1
OG0003864	XP_048620879.1, XP_013716849.2, XP_048616272.1, XP_022544674.2	XP_018442665.1
OG0003865	NP_001303175.1, XP_013708268.2	XP_018486419.1
OG0003865	XP_013711578.2, XP_013747614.2	XP_018441167.1, XP_018441152.1
OG0003866	XP_048637060.1	XP_018469570.1
OG0003866	XP_013748169.1, XP_048609350.1, XP_013748173.1	XP_018441950.1
OG0003867	XP_013730114.1, XP_013723538.2	XP_018475239.1, XP_018475241.1
OG0003868	XP_013680521.2, XP_048602536.1	XP_018454374.1
OG0003868	XP_022567745.1, XP_048598994.1	XP_018446535.1
OG0003868	XP_013675790.2, XP_048590751.1	XP_018434000.1
OG0003869	XP_013659055.2, XP_013666208.2	XP_018444496.1
OG0003869	XP_048623284.1, XP_013665855.2	XP_018444694.1
OG0003870	XP_013726737.2, XP_013681238.2, XP_013681226.2	XP_018467543.1
OG0003870	XP_013682171.1	XP_018476176.1
OG0003870	XP_013695402.3, XP_013665854.1	XP_018466590.1, XP_018445839.1
OG0003871	XP_013680548.1, XP_022568830.2	XP_018473511.1
OG0003871	XP_048606060.1, XP_013642462.1	XP_018470220.1
OG0003872	XP_048625455.1, XP_013660401.1	XP_018457500.1, XP_018457503.1
OG0003873	XP_022561371.1	XP_018487704.1
OG0003873	XP_048626306.1, XP_013731185.1, XP_013719467.1	XP_018468155.1
OG0003874	XP_013711389.1, XP_048625522.1, XP_013722956.2, XP_048595189.1, XP_013688419.1, XP_048607461.1, XP_022571581.2	XP_018457902.1, XP_018455801.1
OG0003874	XP_048607459.1, XP_013736168.2	XP_018480667.1
OG0003875	XP_013666400.2, XP_013697092.1	XP_018451589.1, XP_018451581.1
OG0003875	XP_013696257.2, XP_048626628.1, XP_048621952.1	XP_018450695.1, XP_018450698.1
OG0003876	XP_013687062.1	XP_018435061.1
OG0003876	XP_013742750.2, XP_013734121.1	XP_018474141.1
OG0003877	XP_013742781.1	XP_018467766.1, XP_018467765.1
OG0003878	XP_013685394.1, XP_048602209.1	XP_018440835.1
OG0003878	XP_048636052.1, XP_013693655.2, XP_048606086.1, XP_013735904.2	XP_018492148.1
OG0003879	XP_013675195.1, XP_013721296.1	XP_018466299.1
OG0003879	XP_013750612.2, XP_013703310.1	XP_018486054.1
OG0003879	XP_048629775.1, XP_013685490.2	XP_018440669.1, XP_018438908.1
OG0003881	XP_013650313.2, XP_013726951.2, XP_013652074.2, XP_013698861.1	XP_018443994.1
OG0003882	XP_013646683.2, XP_013723305.1	XP_018484155.1
OG0003882	XP_013660234.1, XP_048621117.1, XP_013660232.2	XP_018463975.1, XP_018438010.1
OG0003882	XP_048594081.1, XP_048622405.1	XP_018449573.1
OG0003883	XP_013640298.2, XP_013655333.1	XP_018447886.1, XP_018449560.1
OG0003883	XP_048597597.1	XP_018438814.1
OG0003884	XP_022546721.2, XP_013731942.1, XP_048592666.1	XP_018482125.1
OG0003885	XP_013739577.1, XP_048600125.1	XP_018451126.1
OG0003886	XP_013712427.1	XP_018438417.1, XP_018438415.1
OG0003887	XP_013730984.2, XP_048621220.1	XP_018439793.1
OG0003887	XP_048638267.1, XP_048614052.1	XP_018436151.1
OG0003888	XP_048622489.1	XP_018487406.1
OG0003889	XP_048613862.1, XP_048638030.1	XP_018461563.1
OG0003889	XP_013672612.1, XP_013716174.1	XP_018493231.1
OG0003889	XP_013657667.1, XP_013750892.1	XP_018451212.1, XP_018466905.1
OG0003890	XP_048634328.1, XP_013675703.1	XP_018483638.1
OG0003890	XP_013677459.2, XP_048636774.1, XP_048610425.1	XP_018434694.1
OG0003891	XP_022553803.1, XP_048626512.1, XP_013738735.1, XP_013740180.1	XP_018475182.1, XP_018475161.1
OG0003891	XP_048604617.1, XP_013659921.2	XP_018468262.1
OG0003891	XP_013666026.2, XP_048625099.1, XP_013720907.1, XP_048625101.1	XP_018444402.1
OG0003892	XP_048636054.1, XP_048615363.1	XP_018493526.1, XP_018493525.1
OG0003892	XP_048602216.1, XP_048618891.1	XP_018435305.1
OG0003893	XP_048608000.1, XP_048627181.1, XP_022570791.2, XP_013690736.2	XP_018444029.1
OG0003894	XP_022561430.2, XP_048601902.1, XP_048603952.1	XP_018433077.1
OG0003895	XP_013745317.1, XP_013696791.1, XP_013695946.1, XP_048605995.1, XP_013740865.2	XP_018492742.1
OG0003896	XP_022559245.2, XP_022548003.1	XP_018453648.1, XP_018458009.1
OG0003897	XP_048598546.1, XP_013728475.2	XP_018442778.1
OG0003897	XP_022559284.1, XP_013750138.2	XP_018493514.1
OG0003898	XP_048607764.1, XP_013724329.1	XP_018472896.1
OG0003898	XP_013737837.1, XP_013715492.2	XP_018446200.1
OG0003898	XP_013718979.1	XP_018472455.1
OG0003899	XP_013644026.1, XP_013643762.2	XP_018484501.1
OG0003900	XP_013718245.1, XP_013642822.1	XP_018441653.1, XP_018486662.1, XP_018465167.1
OG0003901	XP_013703564.2, XP_013642622.1	XP_018437151.1
OG0003901	XP_013639888.1	XP_018488789.1, XP_018488788.1
OG0003902	XP_013647819.2, XP_013666867.1	XP_018440499.1
OG0003902	XP_013642757.1, XP_013707557.1	XP_018488925.1
OG0003902	XP_013706273.2, XP_013716765.2	XP_018456370.1
OG0003903	XP_013700895.3, XP_013649318.3	XP_018453281.1, XP_018453445.1
OG0003903	XP_048590866.1, XP_013706097.1	XP_018482264.1, XP_018459486.1
OG0003904	XP_013648729.1	XP_018463696.1
OG0003904	XP_013693665.3, XP_048605235.1	XP_018477284.1
OG0003904	XP_013717980.1	XP_018446995.1
OG0003905	XP_013676763.1, XP_013693642.2	XP_018458207.1
OG0003905	XP_048617447.1, XP_013717852.1, XP_022560207.1	XP_018444616.1
OG0003905	XP_048617446.1, XP_013717880.1	XP_018444126.1
OG0003906	XP_048592700.1, XP_013698148.2, XP_013662874.3	XP_018487953.1
OG0003906	XP_013652373.1, XP_013701362.1	XP_018455577.1
OG0003907	XP_013690933.2, XP_013746370.2, XP_048603675.1, XP_013718683.1	XP_018468617.1
OG0003908	XP_048617541.1	XP_018456179.1
OG0003908	XP_013650113.1	XP_018457811.1
OG0003908	XP_013701646.1, XP_013648642.1, XP_048629887.1, XP_013676904.1, XP_013676805.2	XP_018457218.1, XP_018471620.1
OG0003909	XP_048592381.1	XP_018457390.1
OG0003909	XP_013725924.2, XP_013676881.2, XP_022551000.1	XP_018458752.1
OG0003909	XP_048592388.1	XP_018443572.1
OG0003910	XP_048612931.1, XP_013733092.1, NP_001302596.1, XP_013741057.1, XP_013705572.1	XP_018492587.1
OG0003911	XP_013705602.2, XP_013675043.1	XP_018489260.1
OG0003912	XP_013646321.1, XP_013701447.1	XP_018489407.1
OG0003913	XP_013741025.1, XP_013701360.1	XP_018489326.1
OG0003913	XP_048612952.1, XP_048635763.1, XP_048612951.1, XP_048635761.1, XP_048627974.1	XP_018487323.1
OG0003914	XP_048606510.1, XP_013655523.2, XP_013702381.2, XP_013640364.1	XP_018441021.1
OG0003915	XP_013741072.1, XP_022553915.1	XP_018490064.1, XP_018464616.1
OG0003915	XP_013721445.1, XP_022569673.1	XP_018436966.1
OG0003915	XP_013669685.1, XP_013744130.1	XP_018488666.1
OG0003916	XP_013641162.1	XP_018439676.1
OG0003916	XP_022572192.1	XP_018492719.1
OG0003917	XP_048615091.1, XP_048635313.1, XP_022575285.1	XP_018491329.1
OG0003918	XP_013695281.2, XP_013674893.1	XP_018436680.1
OG0003918	XP_013681202.1, XP_013720652.2	XP_018491369.1
OG0003919	XP_013743103.2, XP_013700919.1	XP_018466013.1, XP_018490506.1
OG0003920	XP_013732920.1, XP_013662978.1	XP_018433493.1
OG0003920	XP_048626453.1, XP_013696120.1	XP_018486512.1
OG0003921	XP_013703384.1, XP_048595614.1	XP_018452931.1, XP_018452927.1, XP_018452902.1
OG0003921	XP_048598627.1	XP_018443239.1
OG0003922	XP_048627147.1, XP_013749005.2, XP_048616663.1	XP_018492252.1
OG0003923	XP_013659886.1, XP_013659887.1	XP_018489448.1
OG0003923	XP_022570826.2, XP_013646480.2	XP_018482650.1
OG0003924	XP_013745683.1, XP_013737131.2	XP_018484988.1, XP_018477289.1
OG0003924	XP_013734386.1, XP_013644402.1	XP_018471966.1
OG0003924	XP_013662959.2, XP_022561160.2	XP_018441236.1
OG0003925	XP_013647456.1, XP_013729580.1	XP_018435344.1
OG0003926	XP_022544650.2, XP_013750215.1	XP_018444879.1
OG0003926	XP_022546982.1, XP_013712054.1	XP_018486082.1
OG0003928	XP_013731636.1, XP_013682785.2	XP_018432847.1
OG0003928	XP_013704711.1, XP_013658039.2	XP_018460891.1
OG0003928	XP_048604984.1, XP_048601722.1	XP_018435277.1
OG0003929	XP_048621350.1	XP_018459417.1, XP_018469578.1, XP_018442874.1, XP_018482499.1
OG0003930	XP_013730472.1, XP_013673049.2	XP_018487878.1, XP_018465151.1
OG0003931	XP_022569979.1, XP_013664585.2	XP_018484189.1
OG0003933	XP_013665655.2, XP_013675583.1	XP_018438462.1, XP_018435241.1
OG0003933	XP_048638550.1, XP_022566196.2, XP_022547386.2	XP_018455665.1
OG0003933	XP_013705867.2, XP_013647441.2	XP_018458465.1, XP_018482475.1
OG0003934	XP_022550059.1, XP_022550060.1, XP_022547738.2	XP_018437282.1, XP_018437284.1
OG0003935	XP_048624789.1, XP_022553543.1	XP_018475513.1
OG0003935	XP_048603090.1, XP_048602665.1	XP_018469579.1
OG0003935	XP_022549440.2, XP_013746784.1	XP_018443368.1
OG0003936	XP_022561331.1	XP_018482046.1, XP_018481966.1
OG0003936	XP_013656515.1, XP_022567624.1, XP_048622184.1, XP_048598015.1, XP_048600149.1	XP_018466616.1
OG0003936	XP_048603216.1, XP_048602867.1, XP_048630219.1	XP_018437428.1
OG0003937	XP_013747036.1, XP_013686211.2, XP_013653509.2, XP_013686210.1, XP_048618445.1, XP_013686216.1, XP_013653510.2	XP_018435149.1
OG0003938	XP_013730523.2	XP_018447727.1
OG0003938	XP_013731426.1	XP_018471299.1
OG0003938	XP_013653343.1	XP_018434657.1
OG0003938	XP_013653342.2	XP_018434682.1, XP_018434652.1, XP_018434659.1
OG0003939	XP_048609108.1, XP_048632447.1, XP_013739439.1	XP_018488251.1
OG0003940	XP_013673203.1	XP_018435363.1
OG0003940	XP_048598983.1	XP_018443252.1
OG0003940	XP_013740392.1, XP_013691641.1	XP_018475295.1
OG0003941	XP_048597090.1, XP_048596485.1, XP_048597083.1, XP_048597068.1, XP_022568698.2, XP_048620578.1, XP_013709352.2, XP_022547536.2	XP_018466288.1, XP_018464857.1, XP_018437971.1
OG0003941	XP_048619686.1, XP_013745439.2	XP_018435932.1
OG0003944	XP_048598051.1	XP_018475744.1
OG0003944	XP_048607702.1	XP_018443362.1
OG0003944	XP_013644915.1	XP_018466282.1
OG0003944	XP_013709309.1, XP_048605167.1	XP_018475098.1, XP_018463631.1, XP_018474151.1
OG0003944	XP_013722988.3, XP_048622653.1, XP_048622655.1	XP_018435869.1, XP_018479753.1, XP_018461464.1
OG0003944	XP_013689068.2, XP_013720183.1	XP_018463445.1
OG0003948	XP_048601297.1, XP_013685752.2	XP_018470901.1
OG0003949	XP_013720360.1	XP_018450201.1
OG0003949	XP_013667995.1, XP_048601264.1	XP_018469527.1
OG0003950	XP_013731477.2, XP_048615041.1	XP_018482933.1
OG0003950	XP_013714998.2, XP_013677341.1	XP_018447562.1, XP_018447540.1
OG0003951	XP_013737372.1, XP_013706196.2	XP_018485293.1
OG0003951	XP_048602200.1, XP_013743640.1	XP_018449568.1
OG0003951	XP_013655740.2, XP_013712463.1	XP_018447041.1
OG0003952	XP_048604130.1, XP_048607021.1, XP_022571905.2	XP_018473233.1, XP_018472702.1
OG0003952	XP_048607462.1	XP_018457837.1
OG0003953	XP_022559796.2, XP_013673729.2, XP_013670229.2	XP_018438641.1
OG0003954	XP_048596658.1, XP_048628716.1, XP_048624473.1	XP_018455593.1
OG0003954	XP_013693582.1, XP_048599784.1, XP_013691812.2	XP_018436921.1
OG0003954	XP_013736155.1, XP_013664978.2	XP_018481225.1, XP_018479429.1
OG0003955	XP_013660323.2, XP_013703986.1	XP_018481151.1
OG0003955	XP_013713985.1, XP_013690748.1	XP_018455238.1
OG0003955	XP_013734726.2, XP_048600084.1, XP_048627382.1	XP_018434815.1
OG0003956	XP_013697873.1, XP_048628265.1, XP_013724870.1	XP_018433977.1, XP_018435083.1
OG0003956	XP_013644643.1	XP_018483859.1
OG0003957	XP_013725043.2, XP_013687856.1	XP_018467085.1, XP_018454433.1
OG0003957	XP_013647494.2, XP_048618069.1	XP_018483920.1, XP_018467077.1
OG0003958	XP_022570587.1, XP_013741952.2	XP_018485086.1
OG0003959	XP_048611169.1, XP_048634621.1	XP_018478078.1
OG0003959	XP_013752097.2, XP_022557992.1	XP_018435157.1
OG0003959	XP_013680889.2, XP_013740575.2	XP_018474812.1
OG0003960	XP_048598576.1, XP_048623247.1	XP_018445614.1, XP_018446256.1
OG0003960	XP_048600691.1, XP_013730906.2, XP_013684729.1, XP_013648151.2	XP_018489639.1
OG0003961	XP_013741477.1, XP_013715463.2	XP_018444374.1
OG0003962	XP_022575523.2, XP_048615227.1	XP_018486239.1
OG0003962	XP_013729574.1, XP_013732092.2	XP_018435348.1, XP_018435349.1
OG0003962	XP_013662029.1, XP_013648177.2	XP_018485896.1, XP_018485897.1
OG0003963	XP_013687919.1, XP_013736897.1	XP_018456404.1
OG0003963	XP_013659333.1, XP_013651761.1	XP_018452064.1
OG0003963	XP_013716672.1, XP_013673393.2	XP_018456481.1
OG0003965	XP_013654898.1, XP_013701494.1	XP_018469437.1
OG0003965	XP_013681096.1, XP_013681307.2	XP_018475569.1, XP_018475577.1
OG0003965	XP_013659276.1, XP_022573946.2	XP_018460638.1
OG0003966	XP_013687753.1	XP_018454890.1
OG0003966	XP_013738360.1, XP_048598727.1, XP_013733915.1, XP_013686838.1	XP_018472817.1
OG0003967	XP_013668009.2, XP_013720843.1	XP_018442764.1
OG0003968	XP_013668058.1, XP_013720725.1	XP_018444071.1, XP_018444075.1
OG0003968	XP_013712561.1, XP_013680441.1	XP_018468664.1
OG0003969	XP_013659446.1, XP_048625454.1	XP_018489939.1
OG0003969	XP_022549331.2, XP_013720707.1	XP_018442284.1
OG0003970	XP_013740127.1, XP_013680253.1	XP_018474396.1
OG0003970	XP_013643714.1, XP_013706151.1	XP_018477216.1
OG0003971	XP_013715385.1, XP_022566147.1	XP_018445283.1
OG0003971	XP_013732485.3, XP_013660352.2	XP_018433619.1, XP_018433634.1
OG0003972	XP_013715741.2	XP_018446936.1
OG0003972	XP_013719037.2, XP_013718993.1	XP_018472209.1
OG0003973	XP_013726234.1, XP_013713051.1	XP_018455761.1
OG0003973	XP_013703521.2, XP_013693450.1	XP_018478450.1, XP_018478457.1
OG0003973	XP_013696486.1, XP_048628775.1, XP_013677264.1	XP_018434105.1
OG0003974	XP_013721759.1	XP_018451947.1
OG0003975	XP_013735134.2, XP_022563796.1	XP_018458485.1
OG0003975	XP_022571103.1, XP_013685691.2	XP_018450493.1
OG0003975	XP_048618936.1, XP_013737532.1	XP_018482771.1
OG0003976	XP_013737594.1, XP_048618721.1, XP_048596925.1, XP_013671207.2	XP_018471193.1
OG0003977	XP_013750006.2, XP_022553276.2	XP_018446628.1, XP_018461342.1
OG0003977	XP_013684777.1, XP_013698123.2	XP_018485099.1
OG0003978	XP_013698300.1	XP_018469090.1
OG0003978	XP_013656908.1	XP_018447081.1, XP_018447079.1
OG0003978	XP_013651444.1, XP_013731870.1	XP_018460115.1
OG0003979	XP_013740360.2, XP_013740260.2	XP_018468004.1
OG0003980	XP_022575319.1, XP_022561310.1	XP_018477854.1
OG0003980	XP_048607294.1	XP_018451012.1
OG0003980	XP_013740130.2, XP_013746941.1	XP_018469850.1, XP_018469837.1
OG0003981	XP_048629039.1, XP_013656636.2, XP_048607300.1, XP_013681457.1	XP_018451497.1, XP_018449461.1
OG0003981	XP_048601013.1, XP_013639948.1, XP_013705565.1	XP_018469858.1, XP_018469845.1
OG0003982	XP_048631214.1, XP_048619401.1, XP_022572840.1, XP_048609312.1, XP_048636369.1	XP_018437458.1
OG0003982	XP_022555736.1, XP_013656596.2	XP_018458618.1, XP_018447675.1
OG0003983	XP_013712086.1, XP_048597474.1	XP_018439592.1
OG0003983	XP_048605796.1, XP_013681411.2, XP_013655002.2	XP_018449886.1, XP_018459827.1
OG0003984	XP_013732863.1, XP_013719715.1	XP_018473373.1
OG0003984	XP_013732858.1	XP_018475045.1
OG0003985	XP_013662016.2, XP_013711159.1	XP_018456947.1
OG0003986	XP_013714461.2, XP_013661863.1	XP_018457016.1, XP_018457002.1
OG0003987	XP_022570727.1, XP_013698769.2	XP_018486170.1
OG0003988	XP_013746623.2, XP_013686729.1	XP_018477621.1
OG0003989	XP_048594595.1, XP_013703254.1	XP_018449408.1
OG0003989	XP_013742912.1, XP_013737069.2	XP_018481466.1
OG0003990	XP_013701074.1, XP_013651867.2	XP_018444528.1
OG0003990	XP_013746840.2, XP_013731590.3	XP_018479679.1
OG0003991	XP_013685960.1, XP_048635413.1	XP_018440349.1
OG0003992	XP_013747678.1, XP_013688174.2	XP_018482618.1, XP_018482646.1
OG0003992	XP_013734859.2, XP_013734875.2, XP_013708437.2, XP_013747584.2	XP_018436810.1
OG0003993	XP_013712021.1, XP_013711192.2	XP_018492413.1, XP_018492402.1
OG0003993	XP_013741930.1, XP_048609860.1	XP_018477182.1
OG0003994	XP_013652219.1	XP_018442215.1
OG0003994	XP_022544862.2, XP_013700724.1	XP_018455011.1
OG0003995	XP_013686227.1	XP_018440927.1
OG0003995	XP_048608645.1	XP_018475952.1
OG0003995	XP_048631787.1	XP_018475946.1
OG0003996	XP_013744405.1	XP_018436671.1
OG0003996	XP_022571744.1, XP_013683847.1	XP_018474454.1, XP_018476499.1
OG0003997	XP_013650954.1, XP_048632311.1, XP_013724052.2, XP_048600777.1	XP_018434966.1
OG0003998	XP_013746055.2, XP_013725240.2	XP_018475608.1, XP_018475970.1
OG0003998	XP_048624372.1, XP_048631056.1	XP_018443219.1
OG0003998	XP_013720234.2	XP_018470079.1
OG0003999	XP_013652558.2, XP_048592423.1	XP_018455549.1
OG0003999	XP_013676538.1, XP_048600700.1, XP_013672797.1, XP_022569466.1	XP_018491469.1
OG0004000	XP_013728000.1, XP_013703371.2, XP_013696232.2, XP_013665849.1	XP_018444692.1, XP_018464897.1
OG0004001	XP_013740296.1	XP_018475196.1, XP_018476978.1
OG0004001	XP_013713662.2, XP_022564302.2	XP_018456099.1, XP_018454617.1
OG0004001	XP_013682384.2, XP_013657095.2	XP_018454296.1
OG0004002	XP_048628367.1, XP_013678441.2, XP_013701285.2, XP_048631230.1	XP_018438999.1
OG0004002	XP_013706718.1, XP_013661229.2	XP_018457782.1
OG0004002	XP_048637872.1, XP_048606669.1	XP_018432750.1
OG0004003	XP_013653681.1, XP_013688299.2	XP_018462995.1, XP_018438176.1
OG0004003	XP_013743989.2, XP_013720539.1	XP_018478215.1, XP_018477469.1, XP_018484056.1
OG0004004	XP_013735313.2, XP_013684340.2	XP_018474654.1
OG0004004	XP_013660552.1, XP_048625478.1	XP_018466073.1, XP_018454811.1
OG0004004	XP_013718435.2, XP_048612282.1, XP_013694795.1	XP_018469687.1, XP_018460316.1
OG0004005	XP_013739766.1, XP_013748738.2	XP_018434722.1
OG0004005	XP_013733931.1, XP_013683229.1	XP_018475709.1
OG0004006	XP_013651725.1, XP_048629827.1, XP_013691377.1	XP_018437820.1
OG0004006	XP_013735031.1, XP_013696001.1	XP_018475064.1, XP_018475061.1
OG0004007	XP_013750441.1, XP_013735781.1	XP_018490635.1
OG0004007	XP_048632223.1, XP_013640228.1	XP_018490636.1
