Orthogroup	Cardamine_glauca	Capsella_rubella
OG0011039	Cg002G0654400	XP_006293065.1
OG0011040	Cg002G0656800	XP_006290367.1
OG0011041	Cg002G0659600	XP_006290983.1
OG0011042	Cg002G0660800	XP_006291116.1
OG0011043	Cg002G0662200	XP_006292751.2
OG0011044	Cg002G0663000	XP_006290842.1
OG0011045	Cg002G0666900	XP_006291088.1
OG0011046	Cg002G0669000	XP_006291428.1
OG0011047	Cg002G0669600	XP_006292037.2
OG0011048	Cg002G0670000	XP_023638248.1
OG0011049	Cg002G0671200	XP_006291121.1
OG0011050	Cg002G0671300	XP_006290457.1
OG0011051	Cg007G2467400	XP_023643144.1
OG0011052	Cg007G2467100	XP_006302879.1
OG0011053	Cg006G1987900	XP_006303988.2
OG0011054	Cg007G2466100	XP_006302745.1
OG0011055	Cg007G2465500	XP_023644134.1
OG0011056	Cg007G2464400	XP_006300796.1
OG0011057	Cg007G2462200	XP_023643775.1
OG0011058	Cg007G2462400	XP_006303005.2
OG0011059	Cg008G2971400	XP_006281406.1
OG0011060	Cg008G2969400	XP_006280736.1
OG0011061	Cg003G0799100	XP_006289520.1
OG0011062	Cg008G2967800	XP_006282229.1
OG0011063	Cg003G0807800	XP_006289454.2
OG0011065	Cg008G2966600	XP_006281007.1
OG0011066	Cg008G2965500	XP_006279541.1
OG0011067	Cg008G2972100	XP_006282135.1
OG0011068	Cg008G2962700	XP_023633491.1
OG0011069	Cg008G2962100	XP_006280029.1
OG0011071	Cg008G2960800	XP_006279656.2
OG0011072	Cg008G2960700	XP_006280098.1
OG0011073	Cg008G2960600	XP_006280623.1
OG0011074	Cg007G2402400	XP_006301983.1
OG0011075	Cg006G1836800	XP_006304157.1
OG0011076	Cg002G0430600	XP_006291883.1
OG0011077	Cg006G1835000	XP_006305034.1
OG0011078	Cg006G1834100	XP_006304839.1
OG0011079	Cg006G1833500	XP_006305627.2
OG0011080	Cg006G1833000	XP_006305046.1
OG0011081	Cg006G1832200	XP_006306569.1
OG0011082	Cg006G1829000	XP_006306988.1
OG0011083	Cg006G1828300	XP_023645260.1
OG0011084	Cg006G1827200	XP_006306875.1
OG0011085	Cg006G1827100	XP_006303353.1
OG0011086	Cg006G1826900	XP_006305844.1
OG0011087	Cg006G1826700	XP_023646048.1
OG0011088	Cg006G1825300	XP_006306326.1
OG0011089	Cg006G1824800	XP_006305286.1
OG0011090	Cg006G1823100	XP_006307701.1
OG0011091	Cg006G1822800	XP_006304254.1
OG0011092	Cg006G1821600	XP_006307321.1, XP_023639025.1
OG0011093	Cg006G1821000	XP_006304135.2
OG0011094	Cg006G1819200	XP_006303168.2
OG0011095	Cg006G1818600	XP_006306960.1
OG0011096	Cg006G1817600	XP_023645419.1
OG0011097	Cg006G1816000	XP_023645517.1
OG0011098	Cg006G1815500	XP_006306443.1
OG0011099	Cg006G1811600	XP_006305541.1
OG0011100	Cg006G1811200	XP_023645800.1
OG0011101	Cg006G1811100	XP_006306942.1
OG0011102	Cg008G2893800	XP_023646008.1
OG0011103	Cg008G2893700	XP_006281101.1
OG0011104	Cg008G2891900	XP_006281803.2
OG0011105	Cg005G1597400	XP_006296066.1
OG0011106	Cg005G1597200	XP_006294354.1
OG0011107	Cg005G1597100	XP_006294085.1
OG0011108	Cg005G1595200	XP_023639376.1
OG0011109	Cg005G1595000	XP_006295275.1
OG0011110	Cg005G1593600	XP_006296285.1
OG0011111	Cg005G1593700	XP_006294729.2
OG0011112	Cg005G1593100	XP_023640264.1
OG0011113	Cg005G1590200	XP_006294491.1
OG0011114	Cg005G1587900	XP_006294758.2
OG0011115	Cg005G1587800	XP_006294731.1
OG0011116	Cg005G1587300	XP_006295340.1
OG0011117	Cg005G1587000	XP_006294677.1
OG0011118	Cg005G1585800	XP_006293359.1
OG0011119	Cg005G1585700	XP_006295021.1
OG0011121	Cg005G1580300	XP_006295250.1
OG0011122	Cg005G1580100	XP_006294519.2
OG0011123	Cg002G0690000	XP_023638732.1
OG0011124	Cg001G0206200	XP_006283058.1
OG0011125	Cg001G0207500	XP_006284622.1
OG0011126	Cg004G1443900	XP_023642373.1
OG0011127	Cg001G0211600	XP_006282457.1
OG0011128	Cg007G2359000	XP_006301938.1
OG0011129	Cg001G0213900	XP_006285967.2
OG0011130	Cg001G0215400	XP_006285408.1
OG0011131	Cg001G0216200	XP_006283342.1
OG0011132	Cg001G0217000	XP_006282876.1
OG0011133	Cg001G0217600	XP_006282763.1
OG0011134	Cg001G0217800	XP_006284810.1
OG0011135	Cg001G0218900	XP_006283236.1
OG0011136	Cg001G0223100	XP_006285196.2
OG0011137	Cg001G0224800	XP_006285445.1
OG0011138	Cg001G0229900	XP_006294295.1
OG0011139	Cg001G0227800	XP_006284323.1
OG0011140	Cg001G0228400	XP_006284270.1
OG0011141	Cg001G0230100	XP_006285199.1
OG0011142	Cg001G0231000	XP_006284709.1
OG0011143	Cg002G0517400	XP_023637874.1
OG0011144	Cg002G0518600	XP_006291089.1
OG0011145	Cg002G0519200	XP_006291743.1
OG0011146	Cg002G0520300	XP_006292459.1
OG0011147	Cg007G2450400	XP_006302558.1
OG0011148	Cg007G2492400	XP_023643458.1
OG0011149	Cg002G0522300	XP_023638346.1
OG0011150	Cg002G0522400	XP_006292709.2
OG0011151	Cg004G1098900	XP_006297705.1
OG0011152	Cg002G0524400	XP_006292247.2
OG0011153	Cg001G0168500	XP_023634537.1
OG0011154	Cg001G0169700	XP_006284275.1
OG0011155	Cg002G0641300	XP_006290510.1
OG0011156	Cg003G0907300	XP_006280487.1
OG0011157	Cg003G0903400	XP_006280779.1
OG0011158	Cg003G0900000	XP_006280621.1
OG0011159	Cg003G0897100	XP_006280095.1
OG0011160	Cg003G0895400	XP_023636460.1
OG0011161	Cg003G0893100	XP_006279672.1
OG0011162	Cg003G0893900	XP_006280292.1
OG0011163	Cg003G0893300	XP_006280978.2
OG0011164	Cg003G0894300	XP_006280700.1
OG0011166	Cg004G1361600	XP_006297832.1
OG0011168	Cg002G0432400	XP_006290903.2
OG0011169	Cg004G1361500	XP_006300066.1
OG0011170	Cg006G1799700, Cg006G1800000	XP_023645127.1
OG0011171	Cg004G1374700	XP_006298760.1
OG0011172	Cg004G1384500, Cg004G1375700	XP_006299194.1
OG0011173	Cg004G1372400	XP_006298172.2
OG0011174	Cg004G1393800	XP_006298409.1
OG0011175	Cg004G1395100	XP_006299440.2
OG0011176	Cg004G1395900	XP_006298171.1
OG0011177	Cg002G0610000	XP_023641694.1
OG0011178	Cg004G1399300	XP_006297571.1
OG0011179	Cg004G1399700	XP_006298471.1
OG0011180	Cg004G1403800	XP_006297913.1
OG0011181	Cg004G1404000	XP_006296865.1
OG0011182	Cg001G0164400	XP_006284963.1
OG0011183	Cg001G0165600	XP_006285441.2
OG0011184	Cg003G1068500	XP_023639518.1
OG0011185	Cg001G0175500	XP_006284969.1
OG0011186	Cg006G2244500	XP_023635470.1
OG0011187	Cg001G0181400	XP_006284019.1
OG0011188	Cg001G0181900	XP_006284055.2
OG0011189	Cg001G0183100	XP_023633874.1
OG0011190	Cg001G0183900	XP_006284756.1
OG0011191	Cg001G0202200	XP_023635682.1
OG0011192	Cg004G1223500	XP_023642716.1
OG0011193	Cg001G0201400	XP_006283160.1
OG0011194	Cg006G1891300	XP_006304223.2
OG0011195	Cg001G0200800	XP_006283656.1
OG0011196	Cg001G0199200	XP_006284474.1
OG0011197	Cg001G0197800	XP_006285194.1
OG0011198	Cg001G0196000	XP_006283006.1
OG0011199	Cg001G0190600	XP_006285180.2
OG0011200	Cg004G1353400	XP_006279410.1
OG0011201	Cg001G0188600	XP_023635224.1
OG0011202	Cg001G0188500	XP_006284099.1
OG0011203	Cg001G0186800	XP_006284724.1
OG0011204	Cg001G0202900	XP_006282708.1
OG0011205	Cg001G0204500	XP_006284324.1
OG0011206	Cg005G1504400	XP_006296114.1
OG0011207	Cg003G0785900	XP_006288372.1
OG0011208	Cg003G0785700	XP_006288652.1
OG0011209	Cg008G2910500	XP_023636679.1
OG0011210	Cg003G0803400, Cg008G2905800	XP_006280629.1
OG0011211	Cg008G2903700	XP_006280687.2
OG0011212	Cg008G2903200	XP_023638320.1
OG0011213	Cg008G2897200	XP_006280013.1
OG0011214	Cg001G0240900	XP_006285376.1
OG0011216	Cg001G0241600	XP_006282922.1
OG0011217	Cg001G0237700	XP_023634101.1
OG0011218	Cg001G0237400	XP_006284854.2
OG0011219	Cg001G0235700	XP_023635295.1
OG0011220	Cg001G0235100	XP_023634371.1
OG0011221	Cg001G0232900	XP_006284207.1
OG0011222	Cg001G0232400	XP_006283753.1
OG0011223	Cg001G0231800	XP_006285815.1
OG0011224	Cg006G1944700	XP_006305346.1
OG0011225	Cg006G1945000	XP_023632632.1
OG0011226	Cg004G1074500	XP_023642779.1
OG0011227	Cg003G1068600	XP_006280477.1
OG0011228	Cg003G1069600	XP_023636261.1
OG0011229	Cg003G1070000	XP_006279624.1
OG0011230	Cg003G1070100	XP_006282359.1
OG0011231	Cg003G0887900, Cg003G1070300	XP_006281821.1
OG0011232	Cg002G0399300	XP_006290546.1
OG0011233	Cg002G0399700	XP_006293101.1
OG0011235	Cg007G2361300, Cg007G2362200, Cg007G2362400	XP_006291418.1
OG0011236	Cg002G0405000	XP_006291839.1
OG0011237	Cg002G0405200	XP_006292210.2
OG0011238	Cg002G0405300	XP_006290311.1
OG0011239	Cg002G0405400	XP_006290289.1
OG0011240	Cg002G0407000	XP_006291341.1
OG0011241	Cg002G0410300	XP_023638571.1
OG0011242	Cg002G0410900	XP_006291781.1
OG0011243	Cg002G0411000	XP_006290851.2
OG0011244	Cg002G0411800	XP_023638688.1
OG0011245	Cg002G0412500	XP_023637989.1
OG0011246	Cg002G0412600	XP_006291263.1
OG0011247	Cg002G0415400	XP_023638204.1
OG0011248	Cg002G0416700	XP_006291382.1
OG0011249	Cg002G0418200	XP_006292593.1
OG0011250	Cg002G0420500	XP_006290680.1
OG0011251	Cg002G0420600	XP_006291359.1
OG0011252	Cg002G0421700	XP_006291944.1
OG0011253	Cg002G0421800	XP_006293062.1
OG0011254	Cg002G0422200	XP_023638045.1
OG0011256	Cg002G0425900	XP_006290364.1
OG0011257	Cg002G0426700	XP_006290816.1
OG0011258	Cg002G0428600	XP_006290753.1
OG0011259	Cg002G0429000	XP_006292056.1
OG0011260	Cg002G0429900	XP_006290490.1
OG0011261	Cg002G0430800	XP_006290785.1
OG0011262	Cg001G0108400	XP_006282432.1
OG0011263	Cg002G0435400	XP_023637859.1
OG0011264	Cg002G0435800	XP_006291151.1
OG0011265	Cg002G0436100	XP_006290805.1
OG0011266	Cg002G0436400	XP_006290892.1
OG0011267	Cg002G0597200	XP_006291877.1, XP_006292810.1
OG0011268	Cg002G0439500	XP_006291574.1
OG0011269	Cg002G0439800	XP_006290726.1
OG0011270	Cg002G0443800	XP_006292550.1
OG0011271	Cg002G0452200	XP_006291243.1
OG0011272	Cg003G0768200	XP_006290132.1
OG0011273	Cg001G0103500	XP_023634505.1, XP_023643143.1
OG0011274	Cg007G2454400	XP_006300539.1
OG0011275	Cg002G0455500	XP_006291713.1
OG0011276	Cg002G0455900	XP_006290653.1
OG0011277	Cg002G0456200	XP_023638029.1
OG0011278	Cg002G0456300	XP_006293180.2
OG0011279	Cg002G0457900	XP_006292950.1
OG0011280	Cg002G0458200	XP_006293144.1
OG0011281	Cg002G0458400	XP_006291489.1
OG0011282	Cg002G0461200	XP_006291149.1
OG0011283	Cg002G0461400	XP_023637953.1
OG0011284	Cg002G0463500	XP_023637952.1
OG0011285	Cg002G0463600	XP_006292268.1
OG0011286	Cg002G0464900	XP_006290951.1
OG0011287	Cg002G0466000	XP_006291832.1
OG0011288	Cg002G0468000	XP_006291267.1
OG0011289	Cg002G0468100	XP_006291148.1
OG0011290	Cg002G0468400	XP_006291561.1
OG0011291	Cg002G0468900	XP_006290818.1
OG0011292	Cg002G0470000	XP_006290997.1
OG0011293	Cg002G0473900	XP_006292115.1
OG0011294	Cg002G0475600	XP_006291207.1
OG0011295	Cg002G0475800	XP_006292665.1
OG0011296	Cg002G0478200	XP_023638302.1
OG0011297	Cg002G0478700	XP_006291622.1
OG0011298	Cg002G0479200	XP_023638191.1
OG0011299	Cg002G0480100	XP_006290357.2
OG0011300	Cg002G0480400	XP_006290828.1
OG0011301	Cg002G0480500	XP_006290790.1
OG0011302	Cg002G0480900	XP_006290763.2
OG0011303	Cg002G0482200	XP_006292191.1
OG0011304	Cg002G0482300	XP_006292685.1
OG0011305	Cg002G0482800	XP_006291913.1
OG0011306	Cg002G0484600	XP_006291762.2
OG0011307	Cg007G2443100	XP_006302866.1
OG0011308	Cg002G0486800	XP_023637907.1
OG0011309	Cg002G0487100	XP_006292076.1
OG0011310	Cg002G0487800	XP_006290815.1
OG0011311	Cg002G0490600	XP_006292585.1
OG0011312	Cg002G0491700	XP_006293063.1
OG0011313	Cg002G0492000	XP_006292038.1
OG0011314	Cg002G0495900	XP_006291371.1
OG0011315	Cg002G0498100	XP_006291213.2
OG0011316	Cg002G0498800	XP_006291927.2
OG0011317	Cg002G0501100	XP_006292144.1
OG0011318	Cg002G0501600	XP_006291062.1
OG0011320	Cg003G0924900	XP_006281237.1
OG0011321	Cg003G0922700	XP_006279563.1
OG0011322	Cg003G0922200	XP_006280970.1
OG0011323	Cg003G0921600	XP_006280559.1
OG0011324	Cg003G0919000	XP_006281558.1
OG0011325	Cg003G0917000	XP_006282121.2
OG0011326	Cg007G2437000, Cg003G0916100	XP_023641867.1
OG0011327	Cg001G0244200	XP_006284647.1
OG0011328	Cg004G1317900	XP_006299887.1
OG0011329	Cg004G1318500	XP_006298027.1
OG0011330	Cg004G1318800	XP_006298865.1
OG0011331	Cg004G1320400	XP_006300154.1
OG0011332	Cg004G1321100	XP_006297984.1
OG0011333	Cg004G1322300	XP_006298517.1
OG0011334	Cg004G1324300	XP_006299798.1
OG0011335	Cg004G1324800	XP_023641752.1
OG0011336	Cg004G1326300	XP_006297035.1
OG0011337	Cg004G1326400	XP_006299727.1
OG0011338	Cg004G1338800, Cg004G1334400	XP_006297309.1
OG0011339	Cg004G1345600	XP_006298647.2
OG0011340	Cg004G1156000	XP_006299399.2
OG0011341	Cg007G2430400	XP_006302582.1
OG0011342	Cg007G2433000	XP_006300854.1
OG0011343	Cg007G2434400	XP_006302675.1
OG0011344	Cg007G2437300	XP_006303122.2
OG0011345	Cg007G2440000	XP_006302246.1
OG0011346	Cg007G2443600	XP_006302319.2
OG0011347	Cg007G2444000	XP_006302772.1
OG0011349	Cg007G2446500	XP_006300741.1
OG0011350	Cg006G2006200	XP_006305624.1
OG0011351	Cg007G2446800	XP_006300889.1
OG0011352	Cg007G2447900	XP_006302484.1
OG0011353	Cg007G2448800	XP_023643435.1
OG0011354	Cg007G2452600	XP_006300820.1
OG0011355	Cg007G2453200	XP_006301434.1
OG0011358	Cg004G1416300	XP_006298388.1
OG0011359	Cg004G1416600	XP_006298649.2
OG0011360	Cg004G1416900	XP_006296977.1
OG0011361	Cg004G1418400	XP_006298520.1
OG0011362	Cg004G1418700	XP_006299793.1
OG0011363	Cg004G1419900	XP_006299733.1
OG0011364	Cg004G1420300	XP_006296733.2
OG0011365	Cg004G1421100	XP_006297209.1
OG0011366	Cg004G1422000	XP_006298526.1
OG0011367	Cg004G1422900	XP_006298956.1
OG0011368	Cg004G1426100	XP_023642434.1
OG0011369	Cg004G1426300	XP_006298804.1
OG0011370	Cg004G1426900	XP_006299667.2
OG0011371	Cg004G1428000	XP_006299799.1
OG0011372	Cg004G1430700	XP_006299093.1
OG0011373	Cg004G1431400	XP_006298832.1
OG0011374	Cg004G1432100	XP_006297443.2
OG0011375	Cg004G1433600	XP_006297856.1
OG0011376	Cg004G1435600	XP_006298661.2
OG0011377	Cg004G1435700	XP_023641773.1
OG0011378	Cg005G1517900	XP_006294675.2
OG0011379	Cg005G1520700	XP_023639474.1
OG0011381	Cg005G1521400	XP_006295975.1
OG0011382	Cg005G1521600	XP_006294585.1
OG0011383	Cg005G1523700	XP_006294208.2
OG0011384	Cg005G1527100	XP_006295924.1
OG0011385	Cg005G1527600, Cg005G1527700	XP_006294524.1
OG0011386	Cg005G1529600	XP_006294120.2
OG0011387	Cg005G1531800	XP_006296013.1
OG0011388	Cg005G1532300	XP_006294541.1
OG0011389	Cg005G1535300	XP_006294229.2
OG0011390	Cg003G0904400	XP_006282099.1
OG0011391	Cg005G1539600	XP_006293584.1
OG0011392	Cg005G1541400	XP_006296061.1
OG0011393	Cg005G1541500	XP_006294584.1
OG0011394	Cg005G1542200	XP_023640749.1
OG0011395	Cg005G1542800	XP_006296379.1
OG0011397	Cg001G0382700	XP_006282571.1
OG0011398	Cg005G1546900	XP_006295452.1
OG0011399	Cg005G1705800	XP_023640017.1, XP_006293960.1
OG0011400	Cg005G1548300	XP_006294146.2
OG0011401	Cg005G1549100	XP_006293512.1
OG0011402	Cg004G1339600	XP_006298810.1
OG0011403	Cg005G1551000	XP_023640774.1
OG0011404	Cg005G1552000	XP_006293932.1
OG0011405	Cg005G1552100	XP_006293846.1
OG0011406	Cg005G1552900	XP_006296494.1
OG0011407	Cg005G1554100	XP_006294853.1
OG0011408	Cg005G1557100	XP_006296472.1
OG0011409	Cg005G1558100	XP_006294479.1
OG0011410	Cg005G1561000	XP_006294277.1
OG0011411	Cg005G1562300	XP_006293970.1
OG0011412	Cg005G1564000	XP_006293947.1
OG0011413	Cg003G0746500	XP_006287704.2
OG0011414	Cg003G0743500	XP_006289487.1
OG0011415	Cg003G0739800, Cg003G0857900	XP_006288123.1
OG0011416	Cg003G0858100, Cg003G0739600	XP_023636371.1
OG0011417	Cg003G0858400, Cg003G0739300	XP_006286915.1
OG0011418	Cg003G0752600	XP_006288544.1
OG0011419	Cg003G0753100	XP_006289237.1
OG0011420	Cg003G0753400	XP_006288305.1
OG0011421	Cg003G0753500	XP_023637012.1
OG0011422	Cg003G0754200	XP_006288421.1
OG0011423	Cg003G0751200	XP_006286788.1
OG0011424	Cg005G1777300	XP_006294839.1
OG0011425	Cg005G1777200	XP_006294633.1
OG0011426	Cg005G1773900	XP_006294286.1
OG0011427	Cg005G1772100	XP_023639717.1
OG0011428	Cg005G1771600	XP_023639534.1
OG0011429	Cg005G1767900	XP_006296446.2
OG0011430	Cg005G1767600	XP_023640482.1
OG0011431	Cg005G1760100	XP_006293398.1
OG0011432	Cg005G1753100	XP_006293563.1
OG0011433	Cg005G1744400	XP_006295799.1
OG0011434	Cg005G1729800	XP_006293557.1
OG0011435	Cg055G3084900, Cg013G3026000	XP_006293738.1
OG0011436	Cg005G1733700	XP_006294896.1
OG0011437	Cg005G1735800	XP_023639963.1
OG0011438	Cg005G1746100	XP_023639337.1
OG0011439	Cg006G2001300	XP_023645454.1
OG0011440	Cg006G2001400	XP_006305633.1
OG0011441	Cg006G1885100	XP_006305300.1
OG0011442	Cg006G1874400	XP_006307209.1
OG0011443	Cg006G1873600	XP_006305130.1
OG0011444	Cg006G1873500	XP_006304193.1
OG0011445	Cg006G1901700	XP_006305691.1
OG0011446	Cg006G1900100	XP_006305497.2
OG0011447	Cg001G0079800	XP_006285637.1
OG0011448	Cg006G1917500	XP_006304169.1
OG0011449	Cg006G1918700	XP_006306363.1
OG0011450	Cg006G1924000	XP_006307386.1
OG0011451	Cg006G1924700	XP_006306586.1
OG0011452	Cg006G1926100	XP_006306636.1
OG0011453	Cg006G1933400	XP_006305306.1
OG0011454	Cg006G1934600	XP_006306698.2
OG0011455	Cg006G1936100	XP_006304124.1
OG0011456	Cg006G1938200	XP_006303712.1
OG0011457	Cg003G0784400	XP_006286913.1
OG0011458	Cg003G0806800	XP_006287788.1
OG0011459	Cg003G0793200	XP_023635968.1
OG0011460	Cg003G0791900	XP_006288101.1
OG0011461	Cg003G0777200	XP_006287940.1
OG0011462	Cg003G0772400	XP_006286418.1
OG0011463	Cg003G0769900	XP_006287325.1
OG0011464	Cg003G0767400	XP_006286459.1
OG0011466	Cg003G0762400	XP_006286352.2
OG0011467	Cg003G0759400	XP_006287354.1
OG0011468	Cg003G0759300	XP_006286532.1
OG0011469	Cg008G2755400	XP_006287946.1
OG0011470	Cg008G2756400	XP_006286618.1
OG0011471	Cg008G2756900	XP_006290141.1
OG0011472	Cg008G2757900	XP_006287435.1
OG0011473	Cg008G2820200	XP_006288933.1
OG0011474	Cg008G2824300	XP_006286994.1
OG0011475	Cg008G2827500, Cg008G2827200	XP_006286941.2
OG0011476	Cg008G2828700	XP_006289878.1
OG0011477	Cg008G2829100	XP_006290042.1
OG0011478	Cg008G2830600	XP_006286967.1
OG0011479	Cg008G2830700, Cg007G2356800	XP_006289445.1
OG0011480	Cg008G2832000	XP_023635884.1
OG0011481	Cg008G2834000	XP_006287322.1
OG0011482	Cg004G1437900	XP_006300027.1
OG0011483	Cg004G1439000	XP_006299884.1
OG0011484	Cg004G1439600	XP_023642787.1
OG0011485	Cg004G1441100	XP_006297221.1
OG0011486	Cg003G0893800	XP_006280586.1
OG0011487	Cg004G1442000	XP_006298892.2, XP_023642592.1
OG0011488	Cg004G1442600	XP_006298913.1
OG0011489	Cg004G1442700	XP_023642747.1
OG0011490	Cg004G1443700	XP_006298234.1
OG0011491	Cg004G1445800	XP_006299212.1
OG0011492	Cg005G1448200	XP_006295015.1
OG0011493	Cg005G1619400	XP_006294586.1
OG0011494	Cg005G1448600	XP_006295450.1
OG0011495	Cg005G1449500	XP_006295830.1
OG0011496	Cg005G1452100	XP_006294807.2
OG0011497	Cg005G1453000	XP_006295465.1
OG0011498	Cg005G1454300	XP_023640974.1
OG0011499	Cg005G1454700	XP_023639433.1
OG0011500	Cg005G1455500	XP_023639390.1
OG0011501	Cg005G1455800	XP_006294734.1
OG0011502	Cg005G1456500	XP_006293686.1
OG0011504	Cg005G1459100	XP_023640596.1
OG0011505	Cg005G1461400	XP_006293486.1
OG0011506	Cg005G1462600	XP_006295223.1
OG0011507	Cg005G1463500	XP_023639739.1
OG0011508	Cg005G1467600	XP_006294409.1
OG0011509	Cg005G1468100	XP_006294966.1
OG0011510	Cg005G1470200	XP_006294167.1
OG0011511	Cg005G1470400	XP_006295941.1
OG0011512	Cg005G1471300	XP_006294469.1
OG0011513	Cg005G1473000	XP_006294857.1
OG0011514	Cg005G1474900	XP_006293650.1
OG0011515	Cg005G1476000	XP_006294963.2
OG0011516	Cg005G1483300	XP_006294190.1
OG0011517	Cg005G1484800	XP_006295911.1
OG0011518	Cg005G1489600	XP_006294992.1
OG0011519	Cg005G1489900	XP_006296119.1
OG0011520	Cg005G1491800	XP_006296130.1
OG0011521	Cg005G1491900	XP_006295957.1
OG0011522	Cg005G1497600	XP_023640630.1
OG0011524	Cg005G1498400	XP_006295887.2
OG0011525	Cg005G1498500	XP_006294761.1
OG0011526	Cg005G1498800	XP_006294750.1
OG0011527	Cg005G1499100	XP_023640197.1
OG0011528	Cg005G1500400	XP_006294058.1
OG0011529	Cg005G1500700	XP_006294542.1
OG0011530	Cg004G1445300	XP_006297302.1
OG0011531	Cg005G1503200	XP_006294302.1
OG0011532	Cg005G1509300	XP_006294703.1
OG0011533	Cg005G1509800	XP_006294754.1
OG0011534	Cg005G1513100	XP_023640918.1
OG0011535	Cg005G1512800	XP_006296319.1
OG0011536	Cg005G1512700	XP_006294967.1
OG0011537	Cg005G1512100	XP_006293443.1
OG0011538	Cg005G1514100	XP_006294092.1
OG0011539	Cg005G1514400	XP_006294996.1
OG0011540	Cg005G1514700	XP_006294170.1
OG0011541	Cg005G1514800	XP_006294747.1
OG0011542	Cg005G1515400	XP_006294570.1
OG0011543	Cg005G1516300	XP_006295474.1
OG0011544	Cg008G2982900	XP_006279493.1
OG0011546	Cg008G2982700	XP_006280934.1
OG0011547	Cg008G2982600	XP_006282107.2
OG0011548	Cg008G2980500	XP_023640198.1
OG0011549	Cg004G1079400	XP_006299588.1
OG0011550	Cg004G1080300	XP_006296602.1
OG0011551	Cg004G1080400	XP_023641110.1
OG0011552	Cg004G1081800	XP_006298840.1
OG0011553	Cg004G1083000	XP_006297997.1
OG0011554	Cg004G1084100	XP_023642505.1
OG0011555	Cg004G1089600	XP_006297334.1
OG0011556	Cg004G1093000	XP_006297493.1
OG0011557	Cg004G1093800	XP_006297951.1
OG0011558	Cg004G1097600	XP_023641782.1
OG0011559	Cg004G1098100	XP_023641608.1
OG0011560	Cg004G1099100	XP_006299263.1
OG0011562	Cg004G1111500, Cg004G1101600	XP_006298202.1
OG0011563	Cg004G1102800	XP_006297086.1
OG0011564	Cg004G1103200	XP_023642768.1
OG0011565	Cg004G1103600	XP_006297961.1
OG0011566	Cg004G1105100	XP_006297070.1
OG0011567	Cg004G1107200	XP_006300230.1
OG0011568	Cg004G1107500	XP_006297651.1
OG0011569	Cg004G1108900	XP_023641429.1
OG0011570	Cg004G1113200	XP_006297505.2
OG0011571	Cg004G1113400	XP_006297922.1
OG0011572	Cg004G1115700	XP_006299195.1
OG0011573	Cg004G1117900	XP_006299381.1, XP_006299523.1
OG0011574	Cg004G1118700	XP_006297685.1
OG0011575	Cg004G1119100	XP_023641727.1
OG0011576	Cg007G2461400	XP_023643571.1
OG0011577	Cg004G1120800	XP_006297028.1
OG0011578	Cg004G1124000	XP_023642117.1
OG0011579	Cg004G1127000	XP_006297341.1
OG0011580	Cg004G1128600	XP_006297217.1
OG0011581	Cg004G1132200	XP_023641973.1
OG0011582	Cg004G1132800	XP_006296842.1
OG0011583	Cg004G1133000	XP_006297597.1
OG0011584	Cg004G1133300	XP_006297029.1
OG0011585	Cg004G1136300	XP_006297375.1
OG0011586	Cg004G1144300	XP_006298743.1
OG0011588	Cg004G1147300	XP_006297350.1
OG0011589	Cg004G1147500	XP_006298122.2
OG0011590	Cg004G1149200	XP_023641192.1
OG0011591	Cg004G1152300	XP_006298410.2
OG0011592	Cg004G1153000	XP_006299770.1
OG0011593	Cg004G1154000	XP_023642240.1
OG0011594	Cg004G1154400	XP_006297711.1
OG0011595	Cg004G1156100	XP_006298963.1
OG0011596	Cg004G1157900	XP_006299876.1, XP_006300222.1
OG0011597	Cg004G1158200	XP_006298566.1, XP_023641251.1
OG0011598	Cg004G1158700	XP_006299409.1
OG0011599	Cg004G1160600	XP_023642110.1
OG0011600	Cg004G1161500	XP_023641546.1
OG0011601	Cg004G1162000	XP_006296893.2
OG0011602	Cg004G1163700	XP_023642149.1
OG0011603	Cg004G1166100	XP_023641144.1
OG0011604	Cg004G1166900	XP_006299521.1
OG0011605	Cg004G1170100	XP_006297971.1
OG0011606	Cg004G1171300	XP_023642100.1
OG0011607	Cg004G1173200	XP_006296704.1
OG0011608	Cg004G1174900	XP_006297789.1
OG0011609	Cg004G1176600	XP_006297007.1
OG0011610	Cg004G1178600	XP_006296711.1
OG0011611	Cg004G1178800	XP_006299943.1
OG0011612	Cg004G1179400	XP_023641257.1
OG0011613	Cg004G1180600	XP_006298272.1
OG0011614	Cg004G1181300	XP_006298126.1
OG0011615	Cg004G1181800	XP_006297316.1
OG0011616	Cg004G1183300	XP_006297041.2
OG0011617	Cg004G1183900	XP_023641578.1
OG0011618	Cg004G1185100	XP_006299860.1
OG0011619	Cg004G1186300	XP_006298974.1
OG0011620	Cg004G1188500	XP_006291793.1
OG0011621	Cg004G1191200	XP_023641448.1
OG0011622	Cg004G1191700	XP_006298851.1
OG0011623	Cg004G1192300	XP_006298001.1
OG0011624	Cg004G1192500	XP_006296954.1
OG0011625	Cg004G1198600	XP_006298000.1
OG0011626	Cg007G2472300	XP_006302826.1
OG0011627	Cg004G1201000	XP_006298326.1
OG0011628	Cg004G1203700	XP_006299177.1
OG0011629	Cg004G1205000	XP_006298666.2
OG0011630	Cg004G1205900	XP_006297438.1
OG0011631	Cg004G1207500	XP_006298718.1
