Orthogroup	Cardamine_glauca	Arabidopsis_lyrata_NCBI
OG0009555	Cg005G1529300	XP_020884759.1
OG0009556	Cg005G1530500	XP_020883885.1
OG0009557	Cg005G1530800	XP_020885674.1
OG0009558	Cg005G1533300	XP_020885427.1
OG0009559	Cg005G1533600	XP_020885108.1
OG0009560	Cg005G1533800	XP_002879823.1
OG0009561	Cg005G1533900	XP_020885114.1
OG0009562	Cg005G1535400	XP_002879812.2
OG0009563	Cg002G0651800	XP_020881675.1
OG0009564	Cg005G1536900	XP_002881660.1
OG0009565	Cg005G1537200	XP_020885188.1, XP_020871527.1
OG0009566	Cg005G1537800	XP_020883756.1
OG0009567	Cg005G1539900	XP_002881637.1
OG0009568	Cg005G1540700	XP_002881631.1
OG0009569	Cg005G1543000	XP_002879771.1
OG0009570	Cg005G1543900	XP_020885330.1
OG0009571	Cg005G1544100	XP_002879764.1
OG0009572	Cg005G1544800	XP_020885243.1
OG0009573	Cg005G1545000	XP_020883841.1
OG0009574	Cg005G1545200	XP_020883843.1
OG0009575	Cg005G1546100	XP_020885084.1
OG0009576	Cg005G1546300	XP_002879756.2
OG0009577	Cg005G1547100	XP_020882855.1
OG0009578	Cg005G1547300	XP_002881599.1
OG0009579	Cg005G1549400	XP_020882676.1
OG0009580	Cg005G1550100	XP_020883346.1, XP_002881574.1
OG0009581	Cg005G1551700	XP_020885159.1
OG0009582	Cg005G1552400	XP_020884790.1
OG0009583	Cg005G1553300	XP_002881557.1
OG0009584	Cg002G0694400	XP_002875070.1
OG0009585	Cg005G1554600	XP_002879711.1
OG0009586	Cg005G1555700	XP_020882729.1
OG0009587	Cg005G1559300	XP_020884875.1
OG0009588	Cg005G1559500	XP_020883436.1
OG0009589	Cg005G1560000	XP_020882859.1
OG0009590	Cg002G0687300	XP_002875109.1
OG0009591	Cg005G1560300	XP_002879662.1
OG0009592	Cg003G0792700	XP_002874500.1
OG0009593	Cg005G1561100	XP_002879658.1
OG0009594	Cg005G1562400	XP_002881491.1
OG0009595	Cg005G1563200	XP_020884272.1
OG0009596	Cg005G1564600	XP_002881482.1
OG0009597	Cg005G1564700	XP_002879630.2
OG0009598	Cg003G0748300	XP_020877677.1
OG0009599	Cg003G0747900	XP_020877750.1
OG0009600	Cg003G0745000	XP_002872684.1
OG0009601	Cg003G0743600	XP_002874796.2
OG0009602	Cg003G0741800, Cg003G0855600	XP_002874806.1
OG0009603	Cg002G0693100	XP_002875075.1
OG0009604	Cg003G0858000, Cg003G0739700	XP_002874817.1
OG0009605	Cg003G0752500	XP_020877674.1
OG0009607	Cg003G0749700	XP_020877728.1
OG0009608	Cg003G0749400	XP_002874771.1
OG0009610	Cg005G1776100	XP_020884326.1
OG0009611	Cg005G1773300	XP_020883409.1
OG0009612	Cg005G1772400	XP_020884184.1
OG0009613	Cg005G1770600	XP_020882745.1
OG0009614	Cg005G1770500	XP_002880404.1
OG0009615	Cg005G1754800	XP_002880505.1
OG0009616	Cg005G1751900	XP_020885336.1
OG0009617	Cg005G1752800	XP_002880525.1
OG0009618	Cg005G1745200	XP_020885751.1
OG0009619	Cg005G1730600	XP_002880669.1
OG0009620	Cg005G1734400	XP_002878825.1
OG0009621	Cg005G1707300	XP_020882784.1
OG0009622	Cg005G1708000	XP_020884443.1
OG0009623	Cg005G1709900	XP_020883372.1
OG0009624	Cg005G1703700	XP_020882815.1
OG0009625	Cg001G0157400	XP_002869708.1
OG0009626	Cg006G1884400	XP_002893967.1
OG0009627	Cg005G1532200	XP_002880700.1
OG0009628	Cg004G1393400	XP_002891232.1
OG0009629	Cg006G1899100, Cg006G1899400	XP_020869568.1
OG0009630	Cg006G1912700	XP_020869395.1
OG0009631	Cg006G1919100	XP_020868806.1
OG0009632	Cg006G1920000	XP_020870139.1
OG0009633	Cg006G1923400	XP_020868640.1
OG0009634	Cg006G1933000	XP_020868500.1
OG0009635	Cg006G1935800	XP_002893773.1
OG0009636	Cg003G0784000	XP_002872460.1
OG0009637	Cg003G0784200	XP_002872459.2
OG0009638	Cg003G0802200	XP_020877467.1
OG0009639	Cg003G0804300	XP_020877477.1
OG0009640	Cg003G0773300	XP_002872510.1
OG0009641	Cg003G0770000	XP_020878669.1
OG0009642	Cg003G0769700	XP_020879539.1
OG0009644	Cg003G0767100	XP_020878080.1
OG0009645	Cg003G0755300	XP_020876840.1
OG0009646	Cg008G2757300	XP_002873939.1
OG0009647	Cg008G2757500	XP_002871876.1
OG0009648	Cg008G2819400	XP_020876088.1
OG0009649	Cg008G2819700	XP_020876781.1
OG0009650	Cg008G2820100	XP_020878691.1
OG0009651	Cg008G2821200	XP_020875862.1
OG0009652	Cg008G2822300	XP_020879066.1
OG0009653	Cg008G2823800	XP_002872246.1
OG0009654	Cg008G2824800	XP_002872252.1
OG0009655	Cg007G2421200	XP_002876899.1
OG0009656	Cg008G2826200	XP_020876942.1
OG0009657	Cg008G2827800	XP_020876875.1
OG0009658	Cg008G2828800	XP_020876935.1
OG0009659	Cg008G2829000	XP_002874372.1
OG0009660	Cg008G2833900	XP_002874422.1
OG0009661	Cg004G1437700	XP_002886005.1
OG0009662	Cg004G1438200	XP_020888825.1
OG0009663	Cg004G1438900	XP_020887554.1
OG0009664	Cg004G1440200	XP_002886273.1
OG0009665	Cg004G1441000	XP_020887675.1
OG0009666	Cg004G1441800	XP_002886281.1
OG0009667	Cg004G1445500	XP_020887862.1
OG0009668	Cg002G0567400	XP_002875776.1, XP_020869543.1
OG0009669	Cg002G0567500	XP_020880060.1
OG0009670	Cg002G0567600	XP_020882529.1
OG0009671	Cg005G1448900	XP_020885097.1
OG0009672	Cg005G1449200	XP_020883158.1
OG0009673	Cg005G1449600	XP_002880338.1, XP_002867172.1
OG0009674	Cg005G1449900	XP_020874861.1, XP_020884407.1
OG0009675	Cg005G1450300	XP_020874885.1, XP_002882136.1
OG0009676	Cg005G1450500	XP_020874876.1, XP_020884406.1
OG0009677	Cg005G1451200	XP_020882912.1
OG0009678	Cg005G1452600	XP_002882126.1
OG0009679	Cg005G1461600	XP_002880262.1
OG0009680	Cg005G1461800	XP_002880260.1
OG0009681	Cg005G1462800	XP_002880255.1
OG0009682	Cg005G1464000	XP_020884075.1
OG0009683	Cg001G0131700	XP_020873640.1
OG0009684	Cg005G1464100	XP_002882072.1
OG0009685	Cg005G1464200	XP_020883109.1
OG0009687	Cg006G1873800	XP_002891292.1
OG0009688	Cg005G1466900	XP_020885825.1, XP_002862557.2
OG0009689	Cg005G1467200	XP_020883020.1
OG0009690	Cg005G1468000	XP_002880221.1
OG0009691	Cg005G1468600	XP_002882050.1
OG0009692	Cg005G1469200	XP_020883402.1
OG0009693	Cg005G1471800	XP_020885574.1
OG0009694	Cg005G1472000	XP_020883901.1
OG0009695	Cg005G1472100	XP_020883898.1
OG0009696	Cg005G1473100	XP_002882023.1
OG0009697	Cg005G1474500	XP_020885584.1
OG0009698	Cg005G1474600	XP_002882016.2
OG0009699	Cg005G1475300	XP_020882833.1
OG0009700	Cg005G1476900	XP_002880168.1
OG0009701	Cg005G1477100	XP_002882003.2
OG0009702	Cg005G1477500	XP_002882001.1
OG0009703	Cg005G1478400	XP_002880158.1
OG0009704	Cg005G1479100	XP_002880154.1
OG0009705	Cg005G1479300	XP_002880152.1
OG0009706	Cg005G1482500	XP_002881977.1
OG0009707	Cg005G1486000	XP_002880111.1
OG0009708	Cg005G1488000	XP_002880093.1
OG0009710	Cg005G1491300	XP_020884221.1
OG0009711	Cg005G1495000	XP_002881907.1
OG0009712	Cg005G1496200	XP_020883360.1
OG0009713	Cg005G1496700	XP_020883301.1
OG0009714	Cg005G1496900	XP_002881895.1
OG0009715	Cg005G1499200	XP_020885826.1
OG0009716	Cg005G1499400	XP_020884148.1
OG0009717	Cg005G1500500	XP_020885411.1
OG0009718	Cg005G1500900	XP_020885406.1
OG0009719	Cg008G2976700	XP_020868342.1
OG0009720	Cg005G1501900	XP_002881875.1
OG0009721	Cg005G1504900	XP_020885461.1
OG0009722	Cg005G1505000	XP_020885459.1
OG0009723	Cg005G1506700	XP_002879984.1, XP_002862495.1
OG0009724	Cg005G1506800	XP_020867124.1, XP_020885340.1
OG0009725	Cg005G1507200	XP_002879982.1
OG0009726	Cg005G1507600	XP_020884269.1
OG0009727	Cg005G1513200	XP_020884199.1
OG0009728	Cg005G1512200	XP_020884032.1
OG0009729	Cg005G1511800	XP_020884034.1
OG0009730	Cg005G1515500	XP_020883889.1
OG0009732	Cg008G2979500	XP_020887097.1
OG0009733	Cg004G1080800	XP_020886317.1
OG0009734	Cg004G1083200	XP_002884306.1
OG0009735	Cg004G1085000	XP_020886899.1
OG0009736	Cg004G1085300	XP_002884317.1
OG0009737	Cg004G1086800	XP_020887334.1
OG0009738	Cg004G1087600	XP_020886871.1
OG0009739	Cg004G1090100	XP_002882254.1
OG0009740	Cg004G1091000	XP_020887905.1
OG0009741	Cg004G1093100	XP_020887187.1
OG0009742	Cg004G1093700	XP_002884362.1
OG0009743	Cg004G1093900	XP_002884363.1
OG0009744	Cg005G1533500, Cg004G1095600	XP_020888670.1
OG0009745	Cg004G1097200	XP_020887852.1
OG0009746	Cg004G1100800	XP_020887017.1
OG0009747	Cg004G1102000	XP_002884425.1
OG0009748	Cg004G1104100	XP_020889020.1
OG0009749	Cg004G1104900	XP_002882351.1
OG0009750	Cg004G1106000	XP_002882363.1
OG0009751	Cg004G1106100	XP_020886591.1
OG0009752	Cg004G1106700	XP_020888471.1
OG0009753	Cg004G1107100	XP_020888964.1
OG0009754	Cg004G1107400	XP_020888965.1
OG0009755	Cg004G1107900	XP_020886530.1
OG0009756	Cg004G1109900	XP_002882382.1
OG0009758	Cg004G1112200	XP_020887059.1
OG0009759	Cg004G1113100	XP_002882397.1
OG0009760	Cg004G1118600	XP_020887072.1
OG0009761	Cg004G1123700	XP_020887654.1
OG0009762	Cg004G1123900	XP_002884557.2
OG0009763	Cg004G1125500	XP_002882456.2
OG0009764	Cg004G1126000	XP_002882459.1
OG0009765	Cg004G1126100	XP_020886810.1
OG0009766	Cg004G1127600	XP_002884578.1
OG0009767	Cg004G1129300, Cg004G1128900	XP_002884589.1
OG0009768	Cg004G1130600	XP_020887671.1
OG0009769	Cg004G1132100	XP_020888898.1
OG0009770	Cg001G0134500	XP_020873835.1
OG0009771	Cg004G1132900	XP_020885978.1
OG0009772	Cg004G1134700	XP_002882509.1
OG0009773	Cg004G1134900	XP_002884625.1
OG0009774	Cg004G1135300	XP_002882512.1
OG0009775	Cg004G1136100	XP_002882516.1
OG0009776	Cg004G1137000	XP_020886553.1
OG0009777	Cg004G1137100	XP_002884641.1
OG0009778	Cg004G1137500	XP_020889414.1
OG0009779	Cg004G1139500	XP_020887273.1
OG0009780	Cg004G1140600	XP_020885965.1
OG0009781	Cg004G1140900	XP_020886391.1
OG0009782	Cg004G1142200	XP_002882549.1
OG0009783	Cg004G1143700	XP_020886253.1
OG0009784	Cg004G1143800	XP_002882562.1
OG0009785	Cg004G1143900	XP_002882563.1
OG0009786	Cg004G1144000	XP_020888170.1
OG0009787	Cg001G0124500	XP_020872159.1
OG0009788	Cg004G1144600	XP_020887426.1
OG0009789	Cg004G1144900	XP_020889442.1
OG0009790	Cg004G1146000	XP_020887357.1
OG0009791	Cg004G1149900	XP_002882599.1
OG0009792	Cg004G1150800	XP_002882604.1
OG0009793	Cg004G1152500	XP_002884726.1, XP_002862960.2
OG0009794	Cg004G1153100	XP_020888591.1
OG0009795	Cg004G1153700	XP_002884733.1
OG0009796	Cg004G1157500	XP_020888370.1
OG0009797	Cg004G1159100	XP_020888737.1
OG0009798	Cg004G1160300	XP_002882654.1
OG0009799	Cg004G1160400	XP_020887297.1
OG0009800	Cg004G1162400	XP_020888890.1
OG0009801	Cg004G1164300	XP_002884795.1
OG0009802	Cg008G2618700	XP_002871106.1
OG0009803	Cg004G1165400	XP_002887019.1
OG0009804	Cg004G1166400	XP_002882690.1
OG0009805	Cg004G1169000	XP_002884817.1
OG0009806	Cg004G1170000	XP_020887368.1
OG0009807	Cg004G1170800	XP_020890125.1, XP_020888217.1
OG0009808	Cg004G1174100	XP_020888260.1
OG0009809	Cg004G1174600	XP_002884847.1
OG0009810	Cg004G1178500	XP_020888254.1, XP_020888252.1
OG0009811	Cg004G1179300	XP_020888201.1
OG0009812	Cg004G1179600	XP_020888231.1
OG0009813	Cg004G1180300	XP_020888277.1
OG0009814	Cg004G1181400	XP_020888278.1
OG0009815	Cg004G1181900	XP_020888309.1
OG0009816	Cg004G1182500	XP_020888293.1
OG0009817	Cg004G1183100	XP_020888234.1
OG0009818	Cg004G1184500	XP_020888232.1
OG0009819	Cg003G0776600	XP_020878756.1
OG0009820	Cg004G1186200	XP_020887931.1
OG0009821	Cg004G1187000	XP_020885935.1
OG0009822	Cg004G1187200	XP_020886355.1
OG0009823	Cg004G1189200	XP_002882800.1
OG0009824	Cg004G1190000	XP_020889344.1
OG0009825	Cg004G1190200	XP_020889348.1
OG0009826	Cg004G1190300	XP_020889349.1
OG0009827	Cg004G1192400	XP_020888530.1
OG0009828	Cg004G1192900	XP_020887694.1
OG0009829	Cg004G1193800	XP_002884963.1
OG0009830	Cg004G1195700	XP_002882830.1
OG0009831	Cg004G1196400	XP_002884975.1
OG0009832	Cg004G1197800	XP_020872509.1, XP_020888551.1
OG0009833	Cg004G1197900	XP_002882842.1
OG0009834	Cg004G1202100, Cg004G1202700	XP_002885011.1
OG0009835	Cg004G1204300	XP_002882873.1
OG0009836	Cg004G1204600	XP_020886985.1
OG0009837	Cg004G1204800	XP_002885027.1, XP_020888655.1
OG0009838	Cg004G1204900	XP_020889365.1
OG0009839	Cg008G2918200, Cg011G3015800	XP_002865562.1
OG0009840	Cg004G1205800	XP_020886672.1
OG0009841	Cg004G1206600	XP_002885044.1
OG0009842	Cg004G1209100	XP_002885053.1
OG0009843	Cg004G1212800	XP_002885068.1
OG0009844	Cg004G1212900	XP_020886654.1
OG0009845	Cg001G0135300	XP_020873709.1
OG0009846	Cg004G1215700	XP_020887184.1
OG0009847	Cg004G1215800	XP_020887186.1
OG0009848	Cg004G1216100	XP_002885078.2
OG0009849	Cg004G1217000	XP_002885083.1
OG0009850	Cg004G1219900	XP_002882952.1
OG0009851	Cg004G1222800	XP_002885111.1
OG0009852	Cg004G1225600	XP_020887887.1
OG0009853	Cg004G1225800	XP_020889011.1
OG0009854	Cg004G1226000	XP_002882983.1
OG0009855	Cg004G1226500	XP_002885130.1
OG0009856	Cg004G1227600	XP_020888624.1
OG0009857	Cg004G1228100, Cg004G1228200	XP_020889183.1
OG0009858	Cg004G1233400	XP_020889145.1
OG0009859	Cg004G1233500	XP_020889118.1
OG0009860	Cg004G1237100	XP_002883054.1
OG0009861	Cg001G0127400	XP_020874018.1, XP_020874017.1
OG0009862	Cg004G1243500	XP_020889154.1
OG0009863	Cg004G1244500	XP_002883095.1
OG0009864	Cg004G1245900	XP_002883104.1
OG0009865	Cg002G0533200, Cg002G0533000	XP_002877681.1
OG0009866	Cg004G1248400	XP_020886620.1
OG0009867	Cg004G1248800	XP_002883123.1
OG0009868	Cg002G0685100	XP_020881088.1
OG0009869	Cg004G1249700	XP_002885254.1
OG0009870	Cg004G1250100	XP_020887393.1
OG0009871	Cg004G1250900	XP_020889438.1
OG0009872	Cg004G1251400	XP_002883140.1
OG0009873	Cg004G1252000	XP_020887093.1
OG0009874	Cg004G1252400	XP_020888702.1
OG0009875	Cg004G1253900	XP_020887505.1
OG0009876	Cg004G1255500	XP_020887460.1
OG0009877	Cg004G1255900	XP_020888402.1
OG0009878	Cg004G1256300	XP_020887643.1
OG0009879	Cg004G1256500	XP_002883162.1
OG0009880	Cg004G1257000	XP_002885297.1
OG0009881	Cg002G0696100	XP_020881657.1
OG0009882	Cg004G1260600	XP_002885311.1
OG0009883	Cg004G1260800	XP_020888181.1
OG0009884	Cg004G1262600	XP_002883196.1
OG0009885	Cg004G1262700	XP_020887626.1
OG0009886	Cg004G1264700	XP_002885336.1
OG0009887	Cg006G2144900	XP_002892657.1
OG0009888	Cg004G1266100	XP_020887414.1
OG0009889	Cg004G1268900	XP_020888190.1
OG0009890	Cg004G1269000	XP_020888189.1
OG0009891	Cg004G1269500	XP_020888887.1
OG0009892	Cg004G1270400	XP_002885366.1
OG0009893	Cg004G1273800	XP_002885393.1
OG0009894	Cg004G1276300	XP_002885409.1
OG0009895	Cg001G0360600	XP_002870798.1
OG0009896	Cg001G0355500	XP_002868750.1
OG0009897	Cg005G1742600	XP_002880588.1
OG0009898	Cg001G0353400	XP_002868760.1
OG0009899	Cg001G0352100	XP_020875447.1
OG0009900	Cg001G0349600	XP_002870862.1
OG0009901	Cg001G0332200, Cg006G2052800	XP_020874764.1
OG0009902	Cg001G0323900	XP_020875059.1
OG0009903	Cg001G0322700	XP_020874235.1
OG0009904	Cg008G2888300, Cg009G2989100	XP_020882963.1
OG0009905	Cg004G1302900	XP_020887661.1
OG0009906	Cg004G1302800	XP_020887662.1
OG0009907	Cg004G1299100	XP_002883405.1
OG0009908	Cg004G1296400	XP_002883385.1
OG0009909	Cg004G1446300	XP_002884228.1, XP_020886813.1
OG0009910	Cg004G1294400	XP_020886693.1
OG0009911	Cg004G1291200	XP_002883363.2
OG0009912	Cg004G1290200	XP_002883353.1
OG0009913	Cg004G1289800	XP_020886721.1
OG0009914	Cg004G1287100	XP_002885479.1
OG0009916	Cg004G1286800	XP_020888026.1, XP_002885475.2
OG0009917	Cg004G1286700	XP_002883322.2, XP_020887673.1
OG0009918	Cg004G1286400	XP_002885468.1
OG0009919	Cg004G1285200	XP_002885461.1
OG0009920	Cg004G1282900	XP_020886042.1
OG0009921	Cg004G1281000	XP_020889299.1
OG0009922	Cg001G0098800	XP_002867352.1
OG0009923	Cg001G0099300	XP_002869382.2
OG0009924	Cg003G0896800	XP_020874284.1, XP_002864115.1
OG0009925	Cg001G0102100	XP_020875195.1
OG0009926	Cg001G0103000	XP_002867379.1
OG0009927	Cg007G2425500	XP_020891676.1
OG0009928	Cg007G2382700	XP_020890927.1
OG0009929	Cg007G2402300	XP_020865691.1
OG0009930	Cg008G2974800	XP_020867964.1
OG0009931	Cg008G2754200	XP_002873921.1
OG0009932	Cg008G2753500	XP_002873918.1
OG0009933	Cg008G2837600	XP_002874473.1
OG0009934	Cg008G2835800	XP_020877010.1
OG0009935	Cg008G2835900	XP_002874448.1
OG0009936	Cg008G2836000	XP_002872327.1
OG0009937	Cg008G2864600, Cg008G2849300	XP_020889885.1
OG0009938	Cg008G2849500, Cg008G2864800	XP_002863934.1
OG0009939	Cg003G0829400, Cg003G0877300	XP_020886604.1
OG0009940	Cg002G0506300	XP_020880639.1
OG0009941	Cg002G0507300	XP_020880275.1
OG0009942	Cg002G0507600	XP_002876124.1
OG0009943	Cg002G0508100	XP_020882542.1
OG0009944	Cg002G0509800	XP_002877831.1
OG0009945	Cg002G0513900	XP_020880074.1
OG0009946	Cg002G0514800	XP_002877803.1
OG0009947	Cg002G0515800	XP_020879933.1
OG0009948	Cg002G0516400	XP_020881649.1
OG0009949	Cg006G2256000	XP_020866291.1
OG0009950	Cg006G2255200	XP_020869823.1
OG0009951	Cg006G2254900	XP_020869828.1
OG0009952	Cg006G2254400	XP_020868113.1
OG0009953	Cg006G2250800	XP_020866657.1
OG0009954	Cg006G2250100	XP_002892053.1
OG0009955	Cg006G1892300	XP_002867299.1
OG0009956	Cg006G2247500	XP_002892072.1
OG0009957	Cg006G2246900	XP_002889375.1
OG0009958	Cg006G2246200	XP_002889377.1
OG0009959	Cg006G2245500	XP_002889383.1
OG0009960	Cg006G2244700	XP_020868152.1
OG0009961	Cg006G2242000	XP_002889400.1
OG0009962	Cg006G2241400	XP_002892109.1
OG0009963	Cg006G2238900	XP_020870286.1
OG0009964	Cg006G2238800	XP_020870287.1
OG0009965	Cg006G2238200	XP_020868979.1
OG0009966	Cg006G2236000	XP_002889431.2
OG0009967	Cg006G2235900	XP_002892143.1
OG0009968	Cg006G2235200	XP_002892147.1
OG0009969	Cg006G2235000	XP_020868322.1
OG0009970	Cg006G2234200	XP_020868080.1
OG0009971	Cg006G2231900	XP_020867706.1
OG0009972	Cg005G1671600	XP_002892167.1
OG0009973	Cg006G2230800	XP_020868681.1
OG0009974	Cg006G2230700	XP_002889465.1
OG0009975	Cg006G2228900	XP_002892182.1
OG0009976	Cg006G2228300	XP_002889480.1
OG0009977	Cg006G2227400	XP_002892189.1
OG0009978	Cg006G2226900	XP_020869564.1
OG0009979	Cg006G2223900	XP_002892208.1
OG0009980	Cg006G2221800	XP_002892221.1
OG0009981	Cg006G2221400	XP_002889512.1
OG0009982	Cg006G2220100	XP_020870628.1
OG0009983	Cg006G2219900	XP_020866004.1
OG0009984	Cg006G2219500	XP_020867116.1
OG0009985	Cg006G2218700	XP_020867675.1
OG0009986	Cg006G2218600	XP_002889524.1
OG0009987	Cg006G2214100	XP_020870781.1
OG0009988	Cg006G2214000	XP_002892274.1
OG0009989	Cg006G2211600	XP_002892288.1
OG0009990	Cg006G2211300	XP_020868615.1
OG0009991	Cg006G2210900	XP_020866808.1
OG0009992	Cg006G2210100	XP_020866557.1
OG0009993	Cg006G2204800	XP_002889580.1
OG0009994	Cg006G2204300	XP_020867849.1
OG0009995	Cg006G2202500	XP_020868982.1
OG0009996	Cg006G2202200	XP_002892332.1
OG0009997	Cg006G2201400	XP_002889600.1
OG0009998	Cg006G2199800	XP_020869236.1
OG0009999	Cg006G2199400	XP_002892349.1
OG0010000	Cg006G2199000	XP_002892352.1
OG0010001	Cg006G2192100	XP_002892390.1
OG0010002	Cg006G2190400	XP_020869763.1
OG0010003	Cg006G2187800	XP_020868455.1
OG0010004	Cg006G2184600	XP_020870250.1
OG0010005	Cg006G2184200	XP_020870049.1
OG0010006	Cg006G2182700	XP_020867842.1
OG0010007	Cg006G2181700	XP_020870699.1
OG0010008	Cg006G2180500	XP_020870852.1
OG0010009	Cg006G2180400	XP_020867508.1
OG0010010	Cg006G2179300	XP_002892457.1
OG0010011	Cg006G2178700	XP_020866923.1
OG0010012	Cg006G2178000	XP_020868473.1
OG0010013	Cg006G2177900	XP_002892463.1
OG0010014	Cg006G2177500	XP_020866312.1
OG0010015	Cg006G2002300	XP_002890719.1
OG0010016	Cg006G2177100	XP_002892467.1
OG0010017	Cg006G2176800	XP_020869693.1
OG0010018	Cg006G2176000	XP_020867231.1
OG0010019	Cg008G2825100	XP_002888405.1
OG0010020	Cg006G2175400	XP_002889716.1
OG0010021	Cg006G2175200	XP_020870849.1
OG0010022	Cg006G2173600	XP_020867301.1
OG0010023	Cg006G1911300	XP_020870653.1, XP_002884411.1
OG0010024	Cg006G2171000	XP_002892499.1
OG0010025	Cg006G2170600	XP_002889746.2
OG0010026	Cg006G2170200	XP_020869077.1
OG0010026	Cg007G2327200	XP_020868945.1
OG0010027	Cg006G2168900	XP_020869902.1
OG0010028	Cg006G2168800	XP_002889757.1
OG0010029	Cg006G2158800	XP_002892574.2
OG0010030	Cg006G2156800	XP_020870799.1
OG0010031	Cg006G2156700	XP_020870807.1
OG0010032	Cg006G2156600	XP_002889823.1
OG0010033	Cg006G2155700	XP_002892595.1
OG0010034	Cg006G2155500	XP_002892597.1
OG0010036	Cg006G2154100	XP_020868541.1
OG0010037	Cg001G0246300	XP_020874333.1
OG0010038	Cg006G2151900	XP_020870433.1
OG0010039	Cg006G2151600	XP_020870619.1
OG0010040	Cg006G2149300	XP_002892642.1
OG0010041	Cg006G2149200	XP_020866057.1
OG0010042	Cg006G2148200	XP_020870712.1
OG0010043	Cg006G2147400	XP_020869929.1
OG0010044	Cg007G2286100	XP_020891306.1
OG0010045	Cg006G2145900	XP_002889891.2
OG0010046	Cg006G2144800	XP_020869317.1
OG0010047	Cg006G2144700	XP_002889897.2
OG0010048	Cg006G2143600	XP_020869797.1
OG0010049	Cg006G2141300	XP_002892677.1
OG0010050	Cg006G2139900	XP_002889930.1
OG0010051	Cg006G2134000	XP_020870760.1
OG0010052	Cg006G2133700	XP_002889978.1
OG0010053	Cg006G2133400	XP_002892724.1
OG0010054	Cg006G2130700	XP_002889997.1
OG0010055	Cg006G2130000	XP_020867538.1
OG0010056	Cg006G2126700	XP_020868218.1
OG0010057	Cg006G2125600	XP_002892778.1
OG0010058	Cg006G2123500	XP_020869725.1
OG0010059	Cg006G2124800	XP_002892780.1
OG0010060	Cg006G2122200	XP_002892794.1
OG0010061	Cg006G2121900	XP_002892796.1
OG0010062	Cg006G2121300	XP_020867067.1
OG0010063	Cg005G1707000	XP_020884536.1
OG0010064	Cg006G2117300	XP_020868994.1
OG0010065	Cg006G2113600	XP_020868587.1
OG0010066	Cg006G2113400	XP_020868588.1
OG0010067	Cg006G2113200	XP_002890083.1
OG0010068	Cg006G2112900	XP_020867283.1
OG0010069	Cg006G2111200	XP_020866383.1
OG0010070	Cg006G2109200	XP_002892866.1
OG0010071	Cg006G2108900	XP_002892868.1
OG0010072	Cg006G2107900	XP_002892873.1
OG0010073	Cg006G2107400	XP_020870107.1
OG0010074	Cg006G2104000	XP_020867563.1
OG0010075	Cg006G2103500	XP_002892892.1
OG0010077	Cg006G2100700	XP_002890161.1
OG0010078	Cg006G2100400	XP_020868846.1
OG0010079	Cg006G2099300	XP_020866011.1
OG0010080	Cg006G2099000	XP_020869105.1
OG0010081	Cg001G0256900	XP_020865831.1
OG0010082	Cg006G2095800	XP_020867454.1
OG0010083	Cg006G2093500	XP_020867096.1
OG0010084	Cg006G2093000	XP_020868944.1
OG0010085	Cg006G2090800	XP_002892948.1
OG0010086	Cg007G2498900	XP_020890260.1
OG0010087	Cg006G2088200	XP_002892962.2
OG0010088	Cg006G2083600	XP_020869031.1
OG0010089	Cg006G2079700	XP_020869881.1
OG0010090	Cg006G2082800	XP_002890268.1
OG0010091	Cg006G2081100	XP_020867084.1
OG0010092	Cg006G2079800	XP_002890286.1
OG0010093	Cg006G2079300	XP_020867623.1
OG0010094	Cg006G2078800	XP_020867615.1
OG0010095	Cg006G2077900	XP_020867391.1
OG0010096	Cg006G2076100	XP_002893022.1
OG0010097	Cg006G2073500	XP_002893033.1
OG0010098	Cg006G2072600	XP_020866500.1
OG0010099	Cg006G2071300	XP_020868102.1
OG0010100	Cg006G2071100	XP_020867722.1
OG0010101	Cg006G2070800	XP_020870085.1
OG0010102	Cg006G2069400	XP_002893057.1
OG0010103	Cg006G2068900	XP_020870163.1
OG0010104	Cg006G2068000	XP_020867749.1
OG0010105	Cg006G2066400	XP_020867392.1
OG0010106	Cg006G2066100	XP_020870430.1
OG0010107	Cg006G2065800	XP_020866481.1
OG0010108	Cg006G2065700	XP_020866483.1
OG0010109	Cg006G2063900	XP_020869772.1
OG0010110	Cg006G2063800	XP_020869773.1
OG0010111	Cg006G2060300	XP_020866685.1
OG0010112	Cg006G2058000	XP_020870744.1
OG0010113	Cg006G2057900	XP_002893134.1
OG0010114	Cg006G2056500	XP_002893147.1
OG0010115	Cg006G2055700	XP_020870759.1
OG0010116	Cg006G2046600	XP_002894028.2, XP_020866420.1
OG0010117	Cg006G2046400	XP_002893207.1
OG0010118	Cg006G2046300	XP_020867952.1
OG0010119	Cg002G0691400	XP_020881066.1
OG0010120	Cg006G2043900	XP_002890505.1
OG0010121	Cg006G2040200	XP_020867351.1
OG0010122	Cg006G2039400	XP_020870983.1
OG0010123	Cg006G2039300	XP_002893246.2
OG0010124	Cg006G2036500	XP_002893254.1
OG0010125	Cg006G2035400	XP_020869169.1
OG0010126	Cg007G2488600	XP_002887401.1
OG0010127	Cg007G2488000	XP_002888851.1
OG0010128	Cg007G2487800	XP_002887395.1
OG0010129	Cg007G2485800	XP_002888841.1
OG0010130	Cg007G2477100	XP_020865957.1
OG0010131	Cg007G2475800	XP_002887310.1
