Orthogroup	Cardamine_glauca	Brassica_oleracea
OG0005992	Cg008G2985100	XP_013618553.1, XP_013595474.1
OG0005993	Cg008G2985500	XP_013621054.1, XP_013598578.1
OG0005994	Cg008G2986700	XP_013599068.1, XP_013608873.1, XP_013613824.1
OG0005995	Cg003G0734000, Cg003G0864400	XP_013611389.1, XP_013626601.1
OG0005996	Cg001G0105800	XP_013594177.1, XP_013611141.1, XP_013609777.1
OG0005997	Cg006G1853100	XP_013589892.1
OG0005998	Cg001G0011700	XP_013588009.1, XP_013598445.1
OG0005999	Cg006G2000600	XP_013586646.1, XP_013625488.1
OG0006000	Cg006G1841700	XP_013639587.1, XP_013588972.1
OG0006001	Cg006G1838700	XP_013585038.1, XP_013601075.1
OG0006002	Cg001G0016200	XP_013591942.1, XP_013627444.1
OG0006003	Cg001G0017500	XP_013626368.1
OG0006004	Cg001G0025300	XP_013623665.1
OG0006006	Cg001G0030700	XP_013616461.1, XP_013596258.1
OG0006007	Cg001G0033900	XP_013583998.1, XP_013627348.1, XP_013596505.1
OG0006008	Cg001G0036300	XP_013595763.1, XP_013606626.1, XP_013625067.1
OG0006009	Cg001G0036700	XP_013595832.1, XP_013639129.1
OG0006010	Cg001G0038900	XP_013588814.1, XP_013603264.1
OG0006011	Cg001G0043700	XP_013621761.1
OG0006012	Cg001G0050400	XP_013626028.1, XP_013595669.1, XP_013583842.1
OG0006013	Cg001G0051400	XP_013597951.1
OG0006014	Cg001G0054000	XP_013595452.1
OG0006015	Cg001G0057000	XP_013610092.1, XP_013595913.1, XP_013625060.1
OG0006016	Cg001G0072700	XP_013605554.1, XP_013584743.1, XP_013596132.1
OG0006017	Cg001G0068200	XP_013619710.1, XP_013628817.1, XP_013584854.1
OG0006018	Cg001G0065800	XP_013606968.1
OG0006019	Cg001G0065700	XP_013606987.1, XP_013598536.1
OG0006020	Cg001G0065600	XP_013598535.1, XP_013629753.1
OG0006021	Cg001G0082500	XP_013596917.1, XP_013593437.1
OG0006022	Cg001G0090300	XP_013625269.1, XP_013636666.1, XP_013593224.1
OG0006023	Cg001G0090900	XP_013598986.1, XP_013598554.1
OG0006024	Cg001G0093900	XP_013609061.1, XP_013595161.1, XP_013630571.1
OG0006026	Cg007G2489400	XP_013620328.1, XP_013592228.1
OG0006027	Cg007G2489000	XP_013590282.1, XP_013618358.1, XP_013590554.1
OG0006028	Cg006G2031600	XP_013598252.1, XP_013602295.1, XP_013637816.1
OG0006029	Cg006G2028300	XP_013637702.1, XP_013604865.1
OG0006031	Cg003G0707200, Cg014G3048300	XP_013628963.1, XP_013612306.1
OG0006032	Cg014G3048800, Cg003G0706700	XP_013609462.1, XP_013628624.1, XP_013601848.1
OG0006033	Cg003G0698500	XP_013610255.1, XP_013621948.1
OG0006035	Cg001G0136500	XP_013593804.1, XP_013605462.1, XP_013608058.1
OG0006036	Cg001G0126900	XP_013600834.1, XP_013594121.1
OG0006037	Cg002G0675200	XP_013618557.1, XP_013609668.1, XP_013596546.1
OG0006038	Cg006G2208400	XP_013605712.1
OG0006039	Cg006G2141900	XP_013602219.1
OG0006040	Cg006G2093800	XP_013603442.1, XP_013605721.1, XP_013587445.1
OG0006041	Cg006G2016700	XP_013627619.1, XP_013596530.1
OG0006042	Cg006G2009000	XP_013625765.1, XP_013583837.1, XP_013595297.1
OG0006043	Cg006G2007800	XP_013638949.1, XP_013630438.1, XP_013598419.1
OG0006044	Cg003G0954100	XP_013612108.1
OG0006047	Cg004G1163400	XP_013587247.1, XP_013628590.1, XP_013595602.1
OG0006049	Cg002G0696300	XP_013595636.1, XP_013618561.1, XP_013609457.1
OG0006050	Cg002G0672900	XP_013613647.1, XP_013596246.1, XP_013610371.1
OG0006051	Cg002G0619400	XP_013599285.1, XP_013619244.1, XP_013609475.1, XP_013611092.1
OG0006052	Cg002G0589900	XP_013604977.1
OG0006053	Cg002G0522700	XP_013603704.1
OG0006056	Cg001G0220500	XP_013606638.1
OG0006057	Cg008G2927700	XP_013609705.1
OG0006060	Cg019G3067400	YP_004927501.1
OG0006062	Cg005G1750000	XP_013626290.1
OG0006062	Cg005G1750100	XP_013602909.1
OG0006075	Cg001G0097900	XP_013638424.1, XP_013596109.1
OG0006076	Cg001G0096500	XP_013602422.1, XP_013599031.1
OG0006077	Cg001G0096300	XP_013595508.1, XP_013637381.1
OG0006078	Cg001G0173900	XP_013596734.1, XP_013588049.1
OG0006079	Cg002G0554600	XP_013626622.1
OG0006080	Cg002G0546900	XP_013604325.1
OG0006081	Cg002G0546300	XP_013615487.1, XP_013626169.1, XP_013614564.1, XP_013604542.1
OG0006082	Cg002G0697000	XP_013598484.1, XP_013614069.1
OG0006083	Cg002G0696600	XP_013598056.1
OG0006084	Cg002G0693700	XP_013621087.1, XP_013614550.1
OG0006085	Cg002G0693200	XP_013593018.1, XP_013621681.1
OG0006086	Cg008G2745400	XP_013622953.1, XP_013619451.1, XP_013615093.1
OG0006087	Cg005G1675700	XP_013615130.1, XP_013631114.1
OG0006088	Cg008G2740800	XP_013606425.1, XP_013620285.1
OG0006089	Cg008G2739600	XP_013610364.1
OG0006090	Cg008G2735400	XP_013630815.1, XP_013616481.1
OG0006091	Cg008G2734400	XP_013629602.1, XP_013616156.1
OG0006092	Cg007G2288200	XP_013587984.1
OG0006093	Cg004G1251200	XP_013585315.1, XP_013584816.1, XP_013626111.1
OG0006094	Cg008G2728100	XP_013625183.1, XP_013615949.1
OG0006095	Cg008G2727200	XP_013628189.1, XP_013611145.1
OG0006096	Cg008G2726100	XP_013616575.1, XP_013627270.1
OG0006097	Cg008G2722100	XP_013618376.1, XP_013611984.1
OG0006099	Cg008G2721200	XP_013628170.1, XP_013619283.1
OG0006100	Cg008G2720600	XP_013616341.1, XP_013625322.1
OG0006101	Cg008G2720300	XP_013611590.1, XP_013620597.1
OG0006102	Cg008G2718600	XP_013620771.1, XP_013611998.1
OG0006103	Cg008G2718400	XP_013625514.1, XP_013608790.1
OG0006104	Cg008G2718000	XP_013607182.1, XP_013625855.1, XP_013616160.1
OG0006105	Cg008G2716200	XP_013619246.1, XP_013627168.1, XP_013614400.1
OG0006106	Cg004G1118800	XP_013628553.1
OG0006107	Cg001G0099800	XP_013598677.1, XP_013622915.1
OG0006109	Cg003G0751700	XP_013608841.1
OG0006110	Cg008G2711400	XP_013621151.1, XP_013612470.1
OG0006111	Cg008G2711300	XP_013621152.1, XP_013610628.1, XP_013623463.1
OG0006112	Cg008G2835700	XP_013620467.1
OG0006113	Cg002G0693900	XP_013614549.1, XP_013619403.1
OG0006114	Cg008G2707600	XP_013626659.1, XP_013616131.1
OG0006115	Cg008G2707300	XP_013627652.1, XP_013610539.1, XP_013635711.1
OG0006116	Cg008G2707100	XP_013612722.1
OG0006117	Cg005G1735600, Cg006G2212900	XP_013614888.1
OG0006118	Cg008G2701900	XP_013615381.1, XP_013622676.1
OG0006119	Cg008G2701000	XP_013621259.1, XP_013612357.1
OG0006120	Cg008G2699100	XP_013625507.1
OG0006121	Cg008G2698600	XP_013612879.1, XP_013629338.1
OG0006122	Cg008G2698500	XP_013612899.1, XP_013609545.1
OG0006123	Cg008G2696900	XP_013612173.1
OG0006124	Cg008G2696500	XP_013626579.1, XP_013609826.1, XP_013619428.1
OG0006125	Cg008G2693500	XP_013611074.1, XP_013619472.1, XP_013628102.1
OG0006126	Cg008G2693000	XP_013618606.1, XP_013626675.1
OG0006127	Cg008G2691900	XP_013622452.1, XP_013611223.1
OG0006128	Cg008G2691500	XP_013622702.1, XP_013612545.1
OG0006129	Cg008G2691200	XP_013625712.1, XP_013608967.1
OG0006130	Cg008G2685000	XP_013622633.1, XP_013616334.1
OG0006131	Cg008G2682000	XP_013608836.1, XP_013621275.1, XP_013628724.1
OG0006132	Cg008G2679600	XP_013612355.1
OG0006133	Cg008G2667500	XP_013629586.1
OG0006134	Cg008G2662900	XP_013606468.1
OG0006135	Cg008G2658800	XP_013620644.1, XP_013611571.1
OG0006137	Cg008G2657500	XP_013629987.1, XP_013612086.1
OG0006138	Cg008G2655600	XP_013622851.1
OG0006139	Cg008G2654600	XP_013625742.1, XP_013608791.1
OG0006140	Cg008G2653400	XP_013610657.1, XP_013619018.1
OG0006141	Cg008G2650600	XP_013623381.1, XP_013609017.1
OG0006142	Cg008G2648700	XP_013607217.1, XP_013612313.1
OG0006143	Cg003G0869600, Cg003G0728200	XP_013607400.1, XP_013625849.1
OG0006144	Cg003G0728600, Cg003G0869200	XP_013621862.1, XP_013611483.1
OG0006145	Cg003G0729600, Cg003G0868600	XP_013623316.1
OG0006146	Cg003G0867500, Cg003G0730800	XP_013619463.1
OG0006147	Cg003G0867200, Cg003G0731100	XP_013608630.1
OG0006148	Cg003G0731200, Cg003G0867100	XP_013608628.1, XP_013629034.1
OG0006149	Cg003G0866800, Cg003G0731500	XP_013627306.1, XP_013601880.1, XP_013608638.1
OG0006150	Cg001G0152600	XP_013598541.1, XP_013619504.1
OG0006151	Cg001G0154100	XP_013605225.1, XP_013602044.1
OG0006152	Cg005G1681000	XP_013633323.1, XP_013636662.1, XP_013636695.1
OG0006153	Cg005G1679900	XP_013631351.1, XP_013626245.1
OG0006154	Cg005G1672000	XP_013632009.1, XP_013625896.1
OG0006155	Cg005G1667500	XP_013636787.1, XP_013637637.1
OG0006156	Cg005G1659500	XP_013634817.1, XP_013634582.1
OG0006157	Cg005G1656400	XP_013622673.1, XP_013635578.1
OG0006158	Cg005G1655100	XP_013633299.1, XP_013633289.1
OG0006159	Cg005G1654500	XP_013633748.1
OG0006160	Cg005G1652200	XP_013631578.1, XP_013630559.1
OG0006161	Cg005G1651700	XP_013635863.1, XP_013635511.1
OG0006162	Cg005G1648100	XP_013635190.1, XP_013635319.1
OG0006163	Cg007G2488800	XP_013616004.1, XP_013588729.1
OG0006164	Cg005G1639900	XP_013631733.1
OG0006165	Cg005G1638400	XP_013636138.1
OG0006166	Cg005G1638300	XP_013636136.1
OG0006167	Cg005G1637500	XP_013632677.1
OG0006168	Cg005G1633300	XP_013630917.1, XP_013636841.1, XP_013622508.1
OG0006169	Cg005G1630800	XP_013634780.1, XP_013627753.1, XP_013635199.1
OG0006170	Cg005G1629400	XP_013634930.1, XP_013634737.1
OG0006171	Cg005G1629300	XP_013632182.1, XP_013622472.1
OG0006172	Cg005G1628700	XP_013635742.1, XP_013634676.1
OG0006173	Cg005G1625600	XP_013637522.1, XP_013629100.1
OG0006174	Cg005G1624500	XP_013622080.1, XP_013636508.1
OG0006175	Cg005G1623900, Cg005G1619500	XP_013632038.1
OG0006176	Cg005G1623100	XP_013631015.1, XP_013635897.1
OG0006177	Cg005G1616600	XP_013628158.1, XP_013633579.1
OG0006178	Cg005G1616500	XP_013628154.1
OG0006179	Cg005G1615000	XP_013637460.1, XP_013637126.1
OG0006180	Cg005G1614600	XP_013631425.1, XP_013622377.1
OG0006181	Cg005G1607600	XP_013635629.1, XP_013627842.1
OG0006182	Cg005G1607800	XP_013633562.1
OG0006183	Cg005G1608900	XP_013631355.1, XP_013628894.1, XP_013636170.1
OG0006184	Cg005G1610600	XP_013635289.1
OG0006185	Cg005G1603300	XP_013631835.1, XP_013632218.1
OG0006186	Cg008G2928000	XP_013612811.1, XP_013621426.1
OG0006187	Cg004G1304200	XP_013598843.1
OG0006188	Cg008G2935900	XP_013607336.1, XP_013616670.1
OG0006189	Cg008G2936800	XP_013599345.1, XP_013608575.1
OG0006190	Cg008G2937500	XP_013621479.1, XP_013597936.1
OG0006191	Cg008G2940200	XP_013610130.1, XP_013598130.1, XP_013620880.1
OG0006192	Cg001G0150600	XP_013596501.1, XP_013599709.1
OG0006193	Cg006G1858100	XP_013592335.1
OG0006194	Cg006G1864100	XP_013589911.1, XP_013603200.1
OG0006195	Cg006G1998300	XP_013584948.1, XP_013594644.1, XP_013627730.1
OG0006196	Cg006G1997300	XP_013629612.1
OG0006197	Cg006G1992400	XP_013593055.1, XP_013623457.1, XP_013638451.1
OG0006198	Cg006G1990100	XP_013625812.1, XP_013596774.1
OG0006199	Cg006G1990000	XP_013587025.1, XP_013629688.1
OG0006200	Cg006G1988100	XP_013627923.1, XP_013585289.1
OG0006201	Cg006G1985300	XP_013596024.1, XP_013626487.1
OG0006202	Cg006G1983800	XP_013596832.1, XP_013627768.1, XP_013584975.1
OG0006203	Cg006G1983400	XP_013621726.1, XP_013638611.1
OG0006204	Cg006G1976500	XP_013622169.1, XP_013585513.1
OG0006205	Cg006G1974700	XP_013593759.1, XP_013611938.1
OG0006206	Cg006G1973600	XP_013627131.1, XP_013584942.1
OG0006207	Cg006G1973400	XP_013626369.1, XP_013584963.1
OG0006208	Cg006G1972700	XP_013585154.1
OG0006209	Cg006G1971300	XP_013623067.1, XP_013638733.1
OG0006210	Cg006G1970800	XP_013622986.1
OG0006211	Cg006G1970400	XP_013585906.1, XP_013635723.1
OG0006212	Cg006G1969900, Cg006G1969800	XP_013594956.1, XP_013639499.1
OG0006213	Cg006G1960800	XP_013595821.1, XP_013584442.1
OG0006214	Cg006G1955300	XP_013583838.1, XP_013584027.1, XP_013614488.1
OG0006216	Cg003G1034200	XP_013612678.1, XP_013629636.1
OG0006217	Cg006G1950600	XP_013586232.1, XP_013586275.1
OG0006218	Cg002G0683500	XP_013596001.1, XP_013607105.1
OG0006219	Cg002G0682400	XP_013599420.1, XP_013621461.1
OG0006220	Cg002G0677300	XP_013596087.1, XP_013614368.1
OG0006221	Cg002G0676600	XP_013606519.1, XP_013618269.1
OG0006222	Cg004G1248300	XP_013637833.1
OG0006223	Cg003G1060800	XP_013607583.1
OG0006224	Cg003G1060500	XP_013597483.1, XP_013619750.1
OG0006225	Cg003G1054300	XP_013607417.1, XP_013587456.1, XP_013616335.1, XP_013593247.1
OG0006226	Cg003G1052200	XP_013619917.1, XP_013627015.1
OG0006227	Cg003G1051300	XP_013619048.1, XP_013626012.1
OG0006228	Cg003G1047900	XP_013625923.1, XP_013618886.1, XP_013606218.1
OG0006229	Cg003G1047500	XP_013628399.1, XP_013616541.1
OG0006230	Cg003G1047100	XP_013612082.1, XP_013628398.1
OG0006231	Cg003G1045300	XP_013613639.1, XP_013622099.1
OG0006232	Cg003G1042200	XP_013609268.1, XP_013613624.1, XP_013625690.1
OG0006233	Cg003G1042800	XP_013628100.1, XP_013609091.1
OG0006234	Cg003G1043800	XP_013608938.1, XP_013623003.1
OG0006235	Cg003G1041200, Cg003G1041300	XP_013624405.1, XP_013619857.1
OG0006236	Cg003G1039800	XP_013619312.1, XP_013623106.1
OG0006237	Cg003G1038400	XP_013622378.1, XP_013610912.1, XP_013589679.1, XP_013618528.1
OG0006238	Cg003G1033800	XP_013610766.1, XP_013628988.1
OG0006239	Cg003G1031500	XP_013618321.1, XP_013622668.1
OG0006240	Cg003G1030300	XP_013621375.1, XP_013629676.1
OG0006241	Cg003G1029200	XP_013611385.1, XP_013622013.1
OG0006242	Cg003G1026000	XP_013606008.1, XP_013622626.1
OG0006243	Cg003G1022000	XP_013612552.1, XP_013622101.1
OG0006244	Cg003G1021100	XP_013621901.1
OG0006245	Cg003G1020700	XP_013623556.1, XP_013609034.1
OG0006246	Cg005G1583400	XP_013631102.1, XP_013634117.1
OG0006247	Cg003G1018300	XP_013628571.1, XP_013613189.1
OG0006248	Cg003G1018200	XP_013606466.1, XP_013628573.1
OG0006249	Cg008G2837200	XP_013609285.1
OG0006250	Cg003G1016400	XP_013613229.1, XP_013630604.1
OG0006251	Cg003G1016300	XP_013609188.1, XP_013630255.1
OG0006252	Cg003G1014600	XP_013604579.1, XP_013621805.1
OG0006253	Cg003G1014200	XP_013625384.1, XP_013621690.1
OG0006254	Cg003G1013300	XP_013618995.1, XP_013610143.1, XP_013625897.1
OG0006255	Cg003G1013100	XP_013621797.1, XP_013610593.1
OG0006256	Cg003G1012600	XP_013613061.1, XP_013620975.1
OG0006257	Cg003G1007000	XP_013616587.1, XP_013596262.1
OG0006259	Cg003G1003000	XP_013598291.1
OG0006261	Cg003G1000400	XP_013592952.1, XP_013612405.1, XP_013606823.1
OG0006262	Cg003G1000300	XP_013595689.1, XP_013618814.1
OG0006263	Cg003G1000000	XP_013597477.1
OG0006264	Cg008G2788000	XP_013598132.1, XP_013612503.1
OG0006265	Cg008G2790000	XP_013597846.1, XP_013606328.1
OG0006266	Cg008G2790100	XP_013597843.1, XP_013606327.1
OG0006267	Cg008G2792200	XP_013609082.1, XP_013595542.1
OG0006268	Cg008G2790700, Cg008G2793100	XP_013620526.1, XP_013611957.1
OG0006269	Cg008G2797300	XP_013608759.1, XP_013596670.1
OG0006270	Cg008G2797400	XP_013593585.1, XP_013612963.1
OG0006271	Cg008G2804200	XP_013618288.1, XP_013598287.1
OG0006272	Cg008G2804300	XP_013598286.1
OG0006273	Cg008G2807100	XP_013610006.1, XP_013618894.1
OG0006274	Cg008G2812200	XP_013598471.1, XP_013608799.1, XP_013621242.1
OG0006275	Cg008G2814100	XP_013620798.1, XP_013615246.1, XP_013595352.1
OG0006276	Cg008G2814300	XP_013595600.1, XP_013609293.1
OG0006277	Cg008G2814700	XP_013610011.1, XP_013593984.1
OG0006278	Cg008G2818300	XP_013619421.1, XP_013610699.1, XP_013596728.1
OG0006279	Cg008G2759900, Cg008G2759800	XP_013607348.1
OG0006280	Cg008G2758600	XP_013620948.1, XP_013612228.1
OG0006281	Cg008G2762400	XP_013619942.1, XP_013611248.1
OG0006282	Cg008G2764300	XP_013630006.1, XP_013612421.1
OG0006283	Cg008G2765500	XP_013616099.1, XP_013623282.1
OG0006284	Cg008G2767000	XP_013623705.1, XP_013614933.1
OG0006285	Cg008G2841400	XP_013609292.1, XP_013595315.1
OG0006286	Cg008G2768200	XP_013623828.1, XP_013611495.1
OG0006287	Cg008G2770500	XP_013620435.1, XP_013611559.1
OG0006289	Cg008G2777300	XP_013623518.1, XP_013619676.1, XP_013610222.1
OG0006290	Cg008G2778500	XP_013618505.1, XP_013630047.1, XP_013608737.1
OG0006292	Cg008G2779900	XP_013608798.1, XP_013622097.1
OG0006293	Cg003G0996900, Cg003G0997000	XP_013609470.1, XP_013618778.1, XP_013630122.1
OG0006294	Cg003G0996200	XP_013613205.1
OG0006295	Cg003G0993200	XP_013610949.1, XP_013625777.1
OG0006296	Cg004G1438100	XP_013600448.1, XP_013614009.1
OG0006297	Cg003G0988600	XP_013610522.1, XP_013626246.1
OG0006298	Cg003G0979400	XP_013613306.1
OG0006299	Cg003G0978600	XP_013628101.1, XP_013620052.1
OG0006300	Cg003G0973300	XP_013620421.1, XP_013611021.1, XP_013629332.1
OG0006301	Cg001G0178300	XP_013593687.1
OG0006302	Cg006G2202800	XP_013604760.1, XP_013604589.1
OG0006303	Cg003G0972200	XP_013618211.1, XP_013612024.1, XP_013629089.1
OG0006304	Cg003G0970800	XP_013606579.1, XP_013623135.1
OG0006305	Cg001G0230000	XP_013599719.1, XP_013621274.1
OG0006306	Cg003G0967200	XP_013619395.1
OG0006307	Cg003G0966400	XP_013611796.1, XP_013607545.1, XP_013623102.1
OG0006308	Cg003G0966200	XP_013619303.1, XP_013610427.1, XP_013627144.1
OG0006309	Cg007G2488500	XP_013588357.1, XP_013616245.1
OG0006310	Cg003G0962800	XP_013622584.1, XP_013606186.1
OG0006311	Cg003G0959600	XP_013606590.1, XP_013621869.1, XP_013615663.1
OG0006312	Cg003G0960300	XP_013613292.1, XP_013606016.1
OG0006313	Cg002G0531400	XP_013629285.1
OG0006314	Cg003G0958700	XP_013620938.1
OG0006316	Cg003G0954400	XP_013610774.1
OG0006317	Cg003G0954300	XP_013621214.1, XP_013626198.1, XP_013610054.1
OG0006318	Cg003G0951200	XP_013623034.1, XP_013611485.1
OG0006319	Cg003G0949300	XP_013608218.1
OG0006320	Cg003G0940100	XP_013606663.1, XP_013619035.1
OG0006321	Cg001G0302300	XP_013622574.1, XP_013597525.1, XP_013638568.1, XP_013615080.1
OG0006322	Cg003G0934800	XP_013609873.1, XP_013618411.1
OG0006323	Cg002G0532800	XP_013622434.1, XP_013605626.1
OG0006324	Cg002G0535600	XP_013629102.1, XP_013604511.1, XP_013616735.1
OG0006325	Cg008G2940000, Cg002G0535800	XP_013600015.1, XP_013637818.1
OG0006326	Cg002G0538900	XP_013603538.1, XP_013622618.1
OG0006327	Cg002G0540400	XP_013616833.1, XP_013604801.1
OG0006328	Cg003G0926500	XP_013609785.1, XP_013621672.1
OG0006329	Cg003G0927000	XP_013623452.1, XP_013606070.1
OG0006330	Cg014G3033900, Cg003G0721400, Cg014G3034100, Cg003G0721300	XP_013618602.1, XP_013625327.1
OG0006331	Cg014G3028400, Cg003G0726300	XP_013608747.1
OG0006332	Cg008G2644700	XP_013606438.1
OG0006333	Cg008G2645000	XP_013619518.1, XP_013627875.1, XP_013610265.1
OG0006334	Cg007G2326100	XP_013633863.1, XP_013617804.1
OG0006335	Cg008G2642000	XP_013619808.1, XP_013611376.1
OG0006336	Cg008G2639700	XP_013609988.1, XP_013629850.1
OG0006337	Cg008G2637800	XP_013626387.1, XP_013610400.1
OG0006338	Cg008G2637400	XP_013621579.1, XP_013612616.1
OG0006339	Cg008G2636600	XP_013609340.1
OG0006340	Cg008G2636000	XP_013618170.1, XP_013609081.1
OG0006341	Cg008G2635600	XP_013625501.1, XP_013606012.1
OG0006342	Cg008G2634700	XP_013625604.1
OG0006343	Cg002G0563900	XP_013609316.1, XP_013634496.1
OG0006344	Cg008G2626400	XP_013607127.1, XP_013625499.1
OG0006345	Cg008G2625800	XP_013609005.1
OG0006346	Cg008G2624100	XP_013608523.1, XP_013622269.1
OG0006348	Cg008G2621700	XP_013611031.1, XP_013628259.1
OG0006349	Cg008G2621200	XP_013618509.1, XP_013626903.1
OG0006350	Cg008G2621100	XP_013611937.1, XP_013626899.1
OG0006351	Cg008G2617500	XP_013614608.1, XP_013609983.1
OG0006352	Cg008G2617200	XP_013609546.1, XP_013619591.1
OG0006353	Cg008G2617100	XP_013607109.1, XP_013623340.1
OG0006354	Cg008G2616300	XP_013613101.1, XP_013628917.1
OG0006355	Cg008G2611200	XP_013610482.1, XP_013620671.1
OG0006356	Cg008G2610600	XP_013623803.1, XP_013606314.1, XP_013614445.1
OG0006357	Cg008G2604800	XP_013628236.1
OG0006358	Cg008G2603300	XP_013623495.1, XP_013610713.1, XP_013619473.1
OG0006359	Cg008G2602400	XP_013618949.1, XP_013623652.1, XP_013606415.1
OG0006360	Cg008G2601700	XP_013621313.1
OG0006361	Cg008G2601500	XP_013619807.1, XP_013611296.1, XP_013625989.1
OG0006362	Cg008G2599200	XP_013621183.1, XP_013612618.1
OG0006363	Cg008G2595400	XP_013622514.1, XP_013613177.1
OG0006364	Cg008G2596200	XP_013609578.1, XP_013625612.1, XP_013618455.1
OG0006365	Cg008G2596300	XP_013609001.1, XP_013625919.1
OG0006366	Cg008G2595000, Cg006G1851200	XP_013609799.1
OG0006368	Cg002G0578400	XP_013606956.1
OG0006369	Cg008G2880300	XP_013620038.1, XP_013593056.1
OG0006370	Cg008G2588900	XP_013610158.1, XP_013626801.1, XP_013619736.1
OG0006371	Cg004G1249100	XP_013587552.1
OG0006372	Cg001G0392800	XP_013592519.1, XP_013636892.1
OG0006373	Cg007G2576900	XP_013621565.1
OG0006374	Cg007G2484800	XP_013591546.1
OG0006375	Cg007G2575500	XP_013591639.1, XP_013620330.1, XP_013587777.1
OG0006377	Cg007G2573800	XP_013590397.1, XP_013628060.1, XP_013588622.1
OG0006378	Cg007G2567300	XP_013620448.1, XP_013591701.1
OG0006379	Cg007G2565000	XP_013592657.1
OG0006380	Cg007G2564900	XP_013592498.1, XP_013592656.1
OG0006382	Cg007G2555400	XP_013591230.1, XP_013619478.1
OG0006383	Cg007G2552100	XP_013620154.1, XP_013590703.1
OG0006384	Cg007G2548700	XP_013590627.1, XP_013588714.1, XP_013617350.1, XP_013618917.1
OG0006385	Cg007G2544300	XP_013618524.1
OG0006386	Cg001G0223500	XP_013593248.1, XP_013603427.1
OG0006388	Cg007G2539900	XP_013613390.1, XP_013592334.1
OG0006389	Cg007G2535700	XP_013619595.1, XP_013588851.1
OG0006390	Cg007G2528100	XP_013621243.1, XP_013588159.1
OG0006391	Cg007G2527900	XP_013616458.1, XP_013592738.1
OG0006392	Cg007G2526700	XP_013590458.1, XP_013590537.1
OG0006393	Cg007G2524600	XP_013619541.1, XP_013589800.1
OG0006394	Cg007G2523300	XP_013588123.1, XP_013616014.1, XP_013588453.1
OG0006395	Cg007G2288900	XP_013590481.1, XP_013590379.1
OG0006396	Cg004G1408900	XP_013625570.1, XP_013595898.1
OG0006397	Cg004G1413000	XP_013625373.1, XP_013593176.1
OG0006398	Cg002G0530000	XP_013620416.1, XP_013602922.1, XP_013598093.1
OG0006399	Cg002G0530100	XP_013603189.1, XP_013628809.1
OG0006400	Cg003G0933900	XP_013609202.1, XP_013625756.1
OG0006401	Cg002G0551300	XP_013639321.1, XP_013622890.1, XP_013630465.1
OG0006402	Cg004G1128300	XP_013621899.1, XP_013583716.1
OG0006403	Cg006G1783600	XP_013587839.1, XP_013629818.1
OG0006405	Cg006G1785100	XP_013621713.1, XP_013591179.1
OG0006406	Cg006G1786800	XP_013588326.1, XP_013627960.1
OG0006407	Cg002G0674200	XP_013618188.1, XP_013593268.1
OG0006408	Cg006G1788300	XP_013589901.1, XP_013625539.1
OG0006409	Cg006G1790900	XP_013592730.1, XP_013629644.1
OG0006410	Cg006G1792800	XP_013592816.1, XP_013590436.1, XP_013622821.1
OG0006411	Cg006G1793200	XP_013627125.1, XP_013591099.1, XP_013591175.1
OG0006412	Cg006G1794800	XP_013588474.1, XP_013621780.1
OG0006413	Cg006G1798300	XP_013613485.1, XP_013590135.1
OG0006414	Cg006G1799300	XP_013587758.1
OG0006415	Cg006G1804600	XP_013589067.1, XP_013588410.1
OG0006416	Cg006G1804700	XP_013629794.1, XP_013592282.1
OG0006417	Cg005G1573900	XP_013629804.1, XP_013636674.1, XP_013633564.1
OG0006418	Cg005G1573000	XP_013634307.1, XP_013635023.1
OG0006421	Cg002G0590500	XP_013614106.1, XP_013630536.1
OG0006422	Cg002G0590200	XP_013622599.1
OG0006423	Cg002G0619600	XP_013617839.1, XP_013595715.1
OG0006424	Cg001G0308100	XP_013605652.1
OG0006425	Cg003G0913400	XP_013623487.1, XP_013606750.1
OG0006426	Cg003G0914000	XP_013620751.1, XP_013611178.1
OG0006427	Cg003G0834600	XP_013614301.1, XP_013607046.1
OG0006428	Cg003G0829100, Cg003G0877000	XP_013606833.1
OG0006429	Cg001G0286500	XP_013599490.1, XP_013636027.1
OG0006430	Cg001G0284000	XP_013614474.1, XP_013637108.1
OG0006431	Cg001G0282500	XP_013591027.1, XP_013635622.1
OG0006433	Cg001G0272400	XP_013633910.1, XP_013602508.1, XP_013623921.1
OG0006434	Cg001G0268200	XP_013616463.1, XP_013626672.1
OG0006435	Cg007G2515800	XP_013592477.1, XP_013592858.1
OG0006436	Cg001G0252900	XP_013619594.1, XP_013605779.1
OG0006437	Cg001G0252400	XP_013593081.1
OG0006438	Cg001G0250400	XP_013595048.1, XP_013601297.1
OG0006439	Cg001G0248300	XP_013636026.1, XP_013604344.1, XP_013598865.1
OG0006440	Cg001G0246500	XP_013599927.1, XP_013593520.1
OG0006441	Cg007G2498100	XP_013591673.1, XP_013588771.1
OG0006442	Cg007G2502300	XP_013590296.1, XP_013613910.1
OG0006443	Cg007G2504900	XP_013617250.1, XP_013590185.1
OG0006444	Cg007G2504800	XP_013597189.1
OG0006445	Cg007G2507300	XP_013588075.1, XP_013592375.1
OG0006446	Cg007G2507700	XP_013588278.1, XP_013592431.1
OG0006447	Cg007G2509500	XP_013588512.1, XP_013616210.1
OG0006448	Cg007G2510000	XP_013589489.1, XP_013591911.1
