Orthogroup	Cardamine_glauca	Noccaea_praecox
OG0008549	Cg014G3051700, Cg003G0703900	Np003G1891900
OG0008550	Cg003G0702600, Cg014G3053400	Np003G1893100
OG0008552	Cg005G1778500	Np006G3712200
OG0008553	Cg006G2005000	Np004G2097600
OG0008554	Cg006G2009200	Np004G2092500
OG0008555	Cg006G2011200	Np004G2090600
OG0008556	Cg006G2011700	Np004G2089800
OG0008557	Cg006G2011800	Np004G2089600
OG0008558	Cg001G0138200	Np005G2791900
OG0008559	Cg001G0133500	Np005G2786500
OG0008560	Cg001G0129100	Np005G2780300
OG0008561	Cg001G0129200	Np005G2780400
OG0008562	Cg001G0128400	Np005G2779600
OG0008563	Cg001G0127000	Np005G2775100
OG0008564	Cg001G0126500	Np005G2774600
OG0008565	Cg001G0123500	Np005G2770700
OG0008566	Cg006G2017400	Np004G2262500
OG0008567	Cg001G0122600	Np005G2769500
OG0008568	Cg001G0122400	Np005G2769300
OG0008569	Cg001G0122300	Np005G2769100
OG0008570	Cg001G0122000	Np005G2768700
OG0008571	Cg001G0118700	Np005G2765900
OG0008572	Cg006G2201800, Cg003G0838200	Np003G1800300
OG0008573	Cg006G2152700	Np004G2475600
OG0008574	Cg006G2114900	Np004G2416300
OG0008575	Cg006G2027300	Np004G2294400
OG0008576	Cg006G2016900	Np004G2260000
OG0008577	Cg006G2010100	Np004G2091600
OG0008580	Cg001G0310300, Cg001G0310200	Np004G1924800
OG0008581	Cg006G1876000, Cg006G1876400, Cg006G1876200	Np004G2028300
OG0008582	Cg006G1874800	Np004G2026300, Np004G1991100, Np004G2058800
OG0008583	Cg004G1207100	Np007G4054700
OG0008584	Cg007G2267800	Np002G1228600
OG0008585	Cg007G2304700	Np002G1157900
OG0008586	Cg007G2450800	Np002G0896800
OG0008587	Cg007G2459400	Np002G0876700
OG0008588	Cg007G2548800	Np002G0744400
OG0008594	Cg004G1297800	Np007G3840200
OG0008596	Cg005G1771200	Np006G3702200
OG0008597	Cg005G1768400, Cg005G1768800, Cg005G1769200, Cg005G1769000, Cg005G1769400, Cg005G1769500	Np006G3694100
OG0008598	Cg005G1761100	Np001G0366100, Np006G3684300
OG0008599	Cg005G1760800	Np006G3683600
OG0008600	Cg005G1755800	Np006G3674600
OG0008601	Cg005G1747900	Np006G3663300
OG0008602	Cg005G1744300	Np006G3660200
OG0008603	Cg005G1723200	Np006G3635600, Np006G3635900, Np006G3635100
OG0008604	Cg005G1624700	Np006G3469300, Np006G3539400
OG0008605	Cg005G1590700	Np006G3427000
OG0008606	Cg001G0270400	Np001G0506000
OG0008611	Cg008G2704800	Np003G1409800
OG0008612	Cg008G2733500	Np003G1441500
OG0008613	Cg008G2797700, Cg008G2797600	Np001G0113300
OG0008615	Cg003G0754500	Np003G1815400, Np003G1815300
OG0008616	Cg001G0073500	Np005G2629100
OG0008617	Cg001G0138600	Np005G2792400
OG0008618	Cg001G0161800	Np005G2826800
OG0008619	Cg001G0162100	Np005G2827200
OG0008620	Cg001G0200500	Np001G0390500
OG0008622	Cg008G2925200, Cg008G2925300	Np001G0417400
OG0008623	Cg008G2872900	Np001G0176200
OG0008624	Cg008G2881200	Np001G0180100
OG0008625	Cg008G2855800, Cg008G2871200	Np001G0174400
OG0008626	Cg008G2865200, Cg008G2849900	Np006G3512700, Np002G0971000, Np001G0169800
OG0008627	Cg008G2862100, Cg008G2847600	Np001G0167200
OG0008628	Cg003G0884000	Np003G1724900
OG0008629	Cg003G0917500	Np003G1639200
OG0008630	Cg003G0919800	Np003G1635400
OG0008631	Cg008G2657000	Np003G1348700
OG0008649	Cg001G0098500	Np005G2733400
OG0008650	Cg001G0098200	Np005G2732800
OG0008651	Cg001G0173700	Np005G2844100
OG0008652	Cg001G0174000	Np005G2844300
OG0008653	Cg002G0562700	Np001G0463900
OG0008654	Cg002G0560100	Np001G0465300
OG0008655	Cg002G0541800	Np001G0491800
OG0008656	Cg002G0542100	Np001G0491400
OG0008657	Cg006G2159600	Np004G2483700
OG0008658	Cg002G0542900	Np001G0487800
OG0008659	Cg002G0547300	Np001G0479500
OG0008660	Cg002G0546200	Np001G0480900
OG0008661	Cg002G0545600	Np001G0481600
OG0008662	Cg002G0697200	Np001G0328500
OG0008663	Cg002G0689500	Np001G0265800
OG0008664	Cg001G0376800	Np005G3177500
OG0008665	Cg008G2745300	Np003G1456000
OG0008666	Cg008G2742500	Np003G1452500
OG0008667	Cg008G2742400	Np003G1452400
OG0008668	Cg008G2740700	Np003G1450400
OG0008669	Cg004G1195100	Np007G4074800
OG0008670	Cg008G2736600	Np003G1444900
OG0008671	Cg008G2731600	Np003G1439300
OG0008672	Cg008G2731500	Np003G1439200
OG0008673	Cg008G2731000	Np003G1438600
OG0008674	Cg008G2730800	Np003G1438200
OG0008675	Cg008G2730600	Np003G1438000
OG0008676	Cg008G2730200	Np003G1437500
OG0008677	Cg008G2729000	Np003G1435800
OG0008678	Cg003G0837300	Np003G1434000
OG0008679	Cg005G1484200	Np006G3255600
OG0008681	Cg008G2725900	Np003G1431800
OG0008682	Cg008G2725500	Np003G1431400
OG0008683	Cg008G2724000	Np003G1429600
OG0008684	Cg008G2722500	Np003G1427400
OG0008685	Cg008G2722300	Np003G1427200
OG0008686	Cg008G2722200	Np003G1427100
OG0008687	Cg004G1351100	Np007G3897200
OG0008688	Cg008G2720700	Np003G1425700
OG0008689	Cg008G2720400	Np003G1425400
OG0008691	Cg008G2717100	Np003G1422000
OG0008692	Cg005G1604400	Np006G3574400
OG0008693	Cg008G2714500	Np003G1419300
OG0008694	Cg006G2217800	Np003G1627400, Np007G4203100
OG0008695	Cg004G1218500	Np007G4036700
OG0008696	Cg008G2706500	Np003G1411500
OG0008697	Cg008G2705800	Np003G1410700
OG0008698	Cg008G2702900	Np003G1408000
OG0008699	Cg008G2702400	Np003G1407400
OG0008700	Cg003G0943300	Np003G1596300
OG0008701	Cg008G2700400	Np003G1405100
OG0008702	Cg008G2699300	Np003G1403800
OG0008703	Cg008G2697400	Np003G1400900
OG0008704	Cg008G2696800	Np003G1400200
OG0008705	Cg008G2695200	Np003G1398300
OG0008706	Cg008G2695100	Np003G1398200
OG0008707	Cg008G2694700	Np003G1397800
OG0008708	Cg008G2694200	Np003G1397400
OG0008709	Cg008G2694100	Np003G1397300
OG0008710	Cg008G2691700	Np003G1394400, Np003G1393300
OG0008711	Cg008G2691400	Np003G1393000
OG0008712	Cg008G2690200	Np003G1391900
OG0008713	Cg008G2690100	Np003G1391700
OG0008714	Cg008G2689600	Np003G1391200
OG0008715	Cg008G2688700	Np003G1390400
OG0008716	Cg008G2686900	Np003G1387500, Np003G1388100
OG0008717	Cg008G2686700	Np003G1386900
OG0008718	Cg008G2686200	Np003G1386100
OG0008719	Cg008G2686100	Np003G1386000
OG0008720	Cg008G2685600	Np003G1385500
OG0008721	Cg008G2682600	Np003G1382100
OG0008722	Cg008G2680300	Np003G1379000
OG0008724	Cg008G2678600	Np003G1377100
OG0008725	Cg008G2677400	Np003G1374300
OG0008726	Cg008G2677300	Np003G1374200
OG0008727	Cg008G2674500	Np003G1370900
OG0008728	Cg008G2673900	Np003G1370100
OG0008729	Cg008G2672200	Np003G1368200
OG0008730	Cg008G2668400	Np003G1364500
OG0008731	Cg008G2667200	Np003G1362900
OG0008732	Cg008G2665700	Np003G1361500
OG0008733	Cg008G2663700	Np003G1359400
OG0008734	Cg008G2660600	Np003G1354500
OG0008735	Cg008G2660400	Np003G1354200
OG0008736	Cg008G2659700	Np003G1353200, Np001G0052900
OG0008737	Cg008G2658200	Np003G1350800
OG0008738	Cg008G2657900	Np003G1350000
OG0008739	Cg002G0639000	Np001G0196100
OG0008740	Cg003G0830100, Cg003G0878200	Np003G1729600
OG0008742	Cg008G2654100	Np003G1344200
OG0008743	Cg008G2652400	Np003G1342300
OG0008744	Cg008G2651200	Np003G1341000
OG0008745	Cg008G2650900	Np003G1340600
OG0008746	Cg008G2649900	Np003G1338400
OG0008747	Cg008G2648100	Np003G1335500
OG0008748	Cg003G0726800, Cg003G0871100	Np003G1860100
OG0008749	Cg003G0870900, Cg003G0727000	Np003G1859900
OG0008750	Cg003G0868500, Cg003G0729700	Np003G1856400
OG0008751	Cg003G0868400, Cg003G0729800	Np003G1856200
OG0008752	Cg003G0866900, Cg003G0731400	Np003G1853900
OG0008753	Cg001G0152900	Np005G2812100, Np004G2253700
OG0008754	Cg003G0891700	Np005G2812400
OG0008755	Cg001G0154900	Np005G2815000
OG0008757	Cg014G3045400, Cg003G0710300	Np003G1882600
OG0008758	Cg005G1691300	Np006G3622300
OG0008759	Cg005G1689600	Np006G3621200, Np007G3961100
OG0008760	Cg005G1685000	Np006G3618500
OG0008761	Cg005G1683200	Np006G3617300
OG0008762	Cg005G1674700	Np006G3611300
OG0008763	Cg005G1674000	Np006G3610400
OG0008764	Cg005G1671400	Np006G3609100
OG0008765	Cg005G1670900	Np006G3609000
OG0008766	Cg005G1664300	Np006G3580200
OG0008767	Cg002G0569400	Np005G2670400, Np001G0492600
OG0008768	Cg005G1659900	Np006G3581400
OG0008769	Cg005G1659400	Np005G3168900, Np006G3582800, Np005G3169500
OG0008770	Cg005G1659200	Np005G3169200, Np006G3583800
OG0008771	Cg005G1658700	Np006G3584700, Np003G1321700
OG0008772	Cg005G1657600	Np006G3586300
OG0008773	Cg005G1656300	Np006G3704400, Np006G3697200
OG0008774	Cg005G1656000	Np006G3588500
OG0008775	Cg005G1655800	Np006G3588700
OG0008776	Cg005G1652300	Np006G3591900
OG0008778	Cg005G1649800	Np006G3595800
OG0008779	Cg005G1649100	Np006G3596200
OG0008780	Cg005G1647000	Np006G3598700
OG0008782	Cg005G1646800	Np006G3599100
OG0008784	Cg005G1645700	Np006G3599900
OG0008785	Cg005G1645000	Np006G3600600
OG0008786	Cg005G1643100	Np006G3601500
OG0008787	Cg005G1640200	Np006G3605900
OG0008788	Cg005G1640000	Np006G3424200
OG0008789	Cg005G1633400	Np006G3520200
OG0008790	Cg005G1632900	Np006G3517000
OG0008791	Cg005G1632500	Np006G3514300
OG0008792	Cg005G1631700	Np006G3523900
OG0008793	Cg005G1630600, Cg005G1630100	Np006G3526300
OG0008794	Cg005G1628900	Np006G3530800, Np006G3477400
OG0008795	Cg005G1627300	Np006G3534200, Np006G3473100
OG0008796	Cg005G1627200	Np006G3534300, Np006G3472900
OG0008797	Cg005G1625500	Np006G3470400, Np006G3537600, Np001G0497000
OG0008798	Cg005G1622200	Np006G3545000, Np006G3485700
OG0008799	Cg005G1621500	Np006G3546400, Np006G3483000
OG0008800	Cg005G1621400	Np006G3546500, Np006G3482900
OG0008801	Cg005G1620500	Np006G3481800, Np006G3547600
OG0008802	Cg005G1619800	Np006G3548400
OG0008803	Cg005G1619600	Np006G3549300
OG0008804	Cg005G1618600	Np006G3550900
OG0008805	Cg005G1618100	Np006G3551600
OG0008806	Cg005G1615100	Np006G3555500
OG0008807	Cg005G1614500	Np006G3556000
OG0008809	Cg005G1611300	Np006G3561000
OG0008810	Cg005G1607900	Np006G3569500
OG0008811	Cg005G1609700	Np006G3565800
OG0008812	Cg001G0290200	Np005G3079500
OG0008814	Cg005G1604800	Np006G3573600
OG0008815	Cg005G1601700	Np006G3577500
OG0008816	Cg005G1600600	Np006G3578900
OG0008818	Cg005G1599800	Np008G4280300, Np006G3498100
OG0008820	Cg005G1598800	Np001G0641600
OG0008821	Cg008G2927900	Np001G0414600
OG0008822	Cg008G2931400	Np001G0412000
OG0008823	Cg008G2933300	Np007G3776800
OG0008824	Cg008G2934500	Np001G0408500
OG0008825	Cg008G2935800	Np001G0407300
OG0008826	Cg008G2936000	Np001G0407000
OG0008827	Cg001G0158800	Np005G2822200
OG0008828	Cg008G2942400	Np001G0400800
OG0008830	Cg001G0152100	Np005G2811400
OG0008831	Cg001G0151900	Np005G2811200
OG0008832	Cg001G0150300	Np005G2808900
OG0008833	Cg006G1853900	Np004G2003100
OG0008834	Cg006G1854600	Np004G2003200
OG0008835	Cg006G1856100	Np004G2004700, Np005G3086000
OG0008836	Cg006G1856900	Np004G2006200
OG0008838	Cg006G1858900	Np004G2008000
OG0008839	Cg006G1873100	Np004G2019100
OG0008840	Cg006G1864200	Np004G2015800
OG0008841	Cg006G1861900	Np004G2011400
OG0008842	Cg006G1998400	Np004G2105700
OG0008843	Cg006G1997100	Np004G2107100
OG0008844	Cg006G1994500	Np004G2109800
OG0008845	Cg004G1321600	Np007G3878400
OG0008846	Cg006G1992500	Np004G2112100
OG0008847	Cg006G1991000	Np004G2113800, Np005G2668800
OG0008848	Cg006G1987000	Np004G2118300
OG0008849	Cg006G1984700	Np004G2121200
OG0008850	Cg006G1984600	Np004G2121300
OG0008851	Cg006G1983900	Np004G2123400
OG0008852	Cg006G1978500	Np004G2128500
OG0008853	Cg008G2859800, Cg008G2845100, Cg008G2860000	Np001G0165800
OG0008854	Cg006G1977500	Np004G2129500
OG0008855	Cg006G1974900	Np004G2131400
OG0008856	Cg006G1974100	Np004G2132400
OG0008857	Cg006G1971200	Np004G2136500
OG0008858	Cg006G1967900	Np004G2141900
OG0008859	Cg006G1967600	Np004G2142300
OG0008861	Cg006G1965100	Np004G2145900
OG0008862	Cg006G1964400	Np004G2147300
OG0008863	Cg006G1963700	Np004G2012100
OG0008864	Cg006G1963200	Np004G2149400
OG0008865	Cg006G1961400, Cg007G2293700	Np004G2155200, Np003G1614500
OG0008866	Cg006G1960900	Np004G2155400
OG0008867	Cg003G0831200, Cg003G0879800	Np003G1728400
OG0008868	Cg006G1958100	Np004G2160800
OG0008869	Cg006G1955100	Np004G2170900
OG0008870	Cg006G1953500	Np004G2175300
OG0008871	Cg006G1949500	Np004G2051000
OG0008872	Cg006G1946700	Np004G2054300
OG0008873	Cg005G1580200	Np006G3407200
OG0008874	Cg002G0684400	Np001G0254200
OG0008875	Cg002G0682500	Np001G0251200
OG0008876	Cg002G0677700	Np001G0246600
OG0008877	Cg002G0409800	Np001G0681600
OG0008878	Cg003G1061800	Np001G0011500
OG0008879	Cg003G1061500	Np001G0011700
OG0008880	Cg003G1061300	Np001G0012000
OG0008881	Cg003G1059900	Np001G0015000
OG0008882	Cg003G1059700	Np001G0015200
OG0008883	Cg003G1059400	Np001G0015400
OG0008884	Cg003G1058700	Np001G0016000
OG0008885	Cg003G1057900	Np001G0017100
OG0008886	Cg003G1056200	Np001G0019500
OG0008887	Cg003G1055900	Np001G0020100
OG0008888	Cg003G1053800	Np005G2668500, Np001G0022600
OG0008889	Cg003G1053000	Np001G0023500
OG0008890	Cg003G1051900	Np001G0024500
OG0008891	Cg003G1048700	Np001G0027900
OG0008892	Cg003G1048400	Np001G0028300
OG0008893	Cg003G1047600	Np001G0029100
OG0008894	Cg003G1044500	Np001G0032800
OG0008895	Cg003G1042600	Np001G0035500
OG0008896	Cg003G1042700	Np001G0035600
OG0008897	Cg003G1042900	Np001G0035800
OG0008898	Cg003G1043600	Np001G0036800
OG0008899	Cg003G1041500	Np001G0600400, Np001G0037800
OG0008900	Cg003G1040100	Np001G0039600
OG0008901	Cg003G1037900	Np001G0042300
OG0008902	Cg003G1034500	Np001G0046400
OG0008903	Cg003G1033000	Np001G0047900
OG0008904	Cg003G1031300	Np001G0050700
OG0008905	Cg003G1030000	Np001G0052000
OG0008906	Cg003G1029500	Np001G0052600
OG0008907	Cg003G1028700	Np001G0053500
OG0008909	Cg003G1025300	Np001G0059000
OG0008910	Cg003G1024200	Np001G0060900
OG0008911	Cg003G1023100	Np001G0062200
OG0008912	Cg003G1020300	Np001G0067500
OG0008913	Cg003G1019400	Np001G0068500
OG0008914	Cg003G1018400	Np001G0069000
OG0008915	Cg003G1017800	Np001G0069600, Np001G0069900
OG0008916	Cg003G1016900, Cg002G0548600	Np001G0071000
OG0008917	Cg003G1016100	Np001G0072100
OG0008918	Cg003G1015700	Np001G0072600
OG0008919	Cg003G1014900	Np001G0073900
OG0008920	Cg003G1014300	Np001G0075000
OG0008921	Cg003G1013600	Np001G0075500
OG0008922	Cg003G1012100	Np001G0077800
OG0008923	Cg003G1011500	Np001G0079100
OG0008924	Cg003G1011100	Np001G0084400
OG0008925	Cg003G1010800	Np001G0084800
OG0008926	Cg003G1009200	Np001G0086200
OG0008927	Cg003G1008300	Np001G0087300
OG0008928	Cg003G1005200	Np001G0092100
OG0008929	Cg003G1002000	Np001G0095500
OG0008930	Cg008G2787400	Np001G0100200
OG0008931	Cg008G2788700	Np001G0102000
OG0008932	Cg008G2789100	Np001G0102500
OG0008933	Cg008G2790200	Np001G0103900
OG0008934	Cg008G2790500	Np001G0104300
OG0008935	Cg008G2791700	Np001G0105700
OG0008936	Cg008G2792000	Np001G0106200
OG0008937	Cg008G2792900	Np001G0106900
OG0008938	Cg008G2795700	Np001G0110700
OG0008939	Cg008G2798800	Np001G0114100
OG0008940	Cg008G2800700	Np001G0117500
OG0008942	Cg008G2802100	Np001G0118900
OG0008943	Cg008G2802400	Np001G0119300
OG0008944	Cg008G2803200	Np001G0120100
OG0008945	Cg008G2805500	Np001G0122600
OG0008946	Cg008G2805700	Np001G0122800
OG0008947	Cg008G2807000	Np001G0124600
OG0008948	Cg008G2807200	Np001G0125200
OG0008949	Cg008G2808500	Np001G0126500
OG0008950	Cg008G2809800	Np001G0128100
OG0008951	Cg008G2814000	Np001G0133700
OG0008952	Cg008G2814800	Np001G0134900
OG0008953	Cg008G2818700	Np001G0138300
OG0008954	Cg008G2761100	Np003G1476000
OG0008955	Cg008G2762000	Np003G1477400
OG0008956	Cg008G2761600	Np003G1476500
OG0008957	Cg008G2761500	Np003G1476400
OG0008958	Cg008G2761400	Np003G1476300
OG0008959	Cg008G2761200	Np003G1476100
OG0008960	Cg008G2762600	Np003G1478100
OG0008961	Cg008G2762700	Np003G1478200
OG0008962	Cg008G2762800	Np003G1478300
OG0008963	Cg008G2764200	Np003G1481000
OG0008964	Cg008G2764500	Np003G1481300
OG0008965	Cg008G2766400	Np003G1483800
OG0008967	Cg008G2767200	Np003G1484500
OG0008969	Cg008G2769600	Np003G1487700
OG0008970	Cg008G2771500	Np003G1490200
OG0008971	Cg008G2772800	Np003G1491600
OG0008972	Cg008G2773000	Np003G1491800
OG0008973	Cg008G2774000	Np003G1493200
OG0008974	Cg008G2774300	Np003G1493700
OG0008975	Cg008G2774800	Np003G1494400
OG0008976	Cg008G2775000	Np003G1494900
OG0008977	Cg008G2776900	Np003G1498500
OG0008978	Cg008G2778000	Np003G1499800
OG0008979	Cg008G2779500	Np003G1502300, Np007G3794200
OG0008980	Cg008G2781400	Np003G1504000
OG0008981	Cg008G2781800	Np003G1504300
OG0008982	Cg008G2783700	Np003G1507500
OG0008983	Cg003G0925500	Np003G1621400, Np003G1621300
OG0008984	Cg008G2785600	Np003G1510000
OG0008985	Cg008G2787100	Np003G1513100
OG0008986	Cg003G0997400	Np003G1514800
OG0008987	Cg003G0994400	Np003G1519200
OG0008988	Cg003G0993400	Np003G1520400
OG0008989	Cg003G0990400	Np003G1523100
OG0008990	Cg003G0990100	Np003G1523400
OG0008991	Cg003G0988500	Np003G1525700
OG0008992	Cg003G0989300	Np003G1524800
OG0008993	Cg003G0988100	Np003G1526000
OG0008994	Cg003G0981800	Np003G1534600
OG0008995	Cg003G0981400	Np003G1535200
OG0008996	Cg003G0980200	Np003G1537000
OG0008997	Cg003G0979800	Np003G1537300
OG0008999	Cg003G0976500	Np003G1541900
OG0009000	Cg003G0973900, Cg007G2298100	Np003G1545700
OG0009001	Cg003G0972900	Np003G1547000
OG0009002	Cg003G0971600	Np003G1548800
OG0009003	Cg006G2056700, Cg005G1696900	Np004G2344600
OG0009004	Cg003G0970500	Np003G1550200
OG0009005	Cg007G2556100	Np002G0733200
OG0009006	Cg003G0968600	Np003G1552000
OG0009007	Cg003G0966300	Np003G1557200
OG0009008	Cg003G0965500	Np003G1558500
OG0009009	Cg003G0963900	Np003G1560600
OG0009010	Cg003G0963100	Np003G1561400
OG0009011	Cg003G0962900	Np003G1561900
OG0009012	Cg003G0962100	Np003G1563200
OG0009013	Cg003G0961800	Np003G1563400
OG0009014	Cg003G0961700	Np003G1563600
OG0009015	Cg003G0959100	Np003G1566800
OG0009016	Cg003G0959000	Np003G1567300
OG0009017	Cg003G0957700	Np003G1569100
OG0009018	Cg003G0957300	Np003G1569700
OG0009019	Cg003G0956800	Np003G1571400
OG0009020	Cg003G0956400	Np003G1571800
OG0009021	Cg003G0954900	Np003G1574000
OG0009022	Cg003G0954700	Np003G1574500
OG0009023	Cg003G0952100	Np003G1579600
OG0009024	Cg003G0951900	Np003G1579800
OG0009025	Cg003G0950600	Np003G1582100
OG0009026	Cg003G0951400	Np003G1581000
OG0009027	Cg003G0948200	Np003G1585600
OG0009028	Cg003G0948000	Np003G1586200
OG0009029	Cg003G0947200	Np003G1587000
OG0009030	Cg003G0945100	Np003G1593800
OG0009031	Cg003G0945000	Np003G1593900
OG0009032	Cg003G0943800	Np003G1595400
OG0009034	Cg003G0940700	Np003G1603900
OG0009035	Cg003G0940000	Np003G1604800
OG0009036	Cg003G0939700	Np003G1605100
OG0009038	Cg003G0938400	Np003G1607500
OG0009039	Cg002G0532700	Np001G0505100
OG0009040	Cg002G0535200	Np001G0502100
OG0009041	Cg002G0535500	Np001G0501900
OG0009042	Cg002G0536700	Np001G0499500
OG0009043	Cg002G0537400	Np001G0499000
OG0009044	Cg002G0538800	Np001G0496100
OG0009045	Cg002G0540000, Cg002G0540200	Np003G1782600, Np001G0494200
OG0009046	Cg003G0927500	Np003G1624000
OG0009047	Cg003G0931300	Np003G1625100
OG0009048	Cg003G0720900, Cg014G3034600	Np003G1867900
OG0009049	Cg003G0726500, Cg003G0871400	Np003G1860800
OG0009050	Cg005G1722300, Cg005G1711100	Np006G3633900
OG0009051	Cg008G2646000	Np003G1333600
OG0009052	Cg001G0313400	Np005G3102400
OG0009053	Cg007G2258200	Np002G1246600
OG0009054	Cg008G2640600	Np003G1325600
OG0009055	Cg008G2638800	Np003G1323500
OG0009056	Cg008G2636700	Np003G1320100
OG0009057	Cg008G2636400	Np003G1318100, Np003G1319700
OG0009058	Cg008G2635200	Np003G1316600
OG0009059	Cg008G2634600	Np003G1315800
OG0009060	Cg008G2749000	Np003G1463200
OG0009061	Cg008G2748900	Np003G1460700, Np003G1463100
OG0009062	Cg006G2007200	Np004G2094700
OG0009063	Cg008G2632700	Np003G1313600
OG0009064	Cg006G2006000	Np004G2095200
OG0009065	Cg008G2632000	Np003G1312600, Np004G2360000
OG0009066	Cg008G2631900	Np003G1312500
OG0009067	Cg008G2629600	Np003G1307700
OG0009068	Cg008G2628600	Np003G1307000
OG0009069	Cg008G2627600	Np003G1306000
OG0009070	Cg008G2626600	Np003G1304800
OG0009071	Cg008G2626200	Np003G1304300
OG0009072	Cg008G2625200	Np003G1302800
OG0009073	Cg008G2624300	Np003G1300200
OG0009074	Cg008G2624200	Np003G1300100
OG0009075	Cg005G1502600	Np006G3280000
OG0009076	Cg008G2623000	Np003G1298600
OG0009077	Cg008G2622300	Np003G1297400
OG0009078	Cg008G2622200	Np003G1297300
OG0009079	Cg008G2620300	Np003G1294700
OG0009080	Cg008G2616100, Cg008G2616600, Cg008G2615800	Np003G1290400
OG0009081	Cg008G2614900	Np003G1288800
OG0009082	Cg008G2614100	Np003G1287700
OG0009083	Cg008G2613400	Np003G1287000
OG0009084	Cg014G3054000, Cg003G0701900	Np003G1894000
OG0009085	Cg008G2611800	Np003G1285100
OG0009086	Cg008G2611100	Np003G1284400
OG0009087	Cg008G2610300	Np003G1283700
OG0009088	Cg008G2609600	Np003G1282600
OG0009089	Cg008G2608900	Np003G1282200
OG0009090	Cg008G2608600	Np003G1281800
OG0009091	Cg003G0888800	Np003G1716400
OG0009092	Cg008G2608000	Np003G1281100
OG0009093	Cg008G2606600	Np003G1279500
OG0009094	Cg008G2606500	Np003G1279400
OG0009095	Cg008G2604400	Np003G1275300
OG0009096	Cg008G2603600	Np003G1273900
OG0009097	Cg008G2602700	Np003G1273100
OG0009098	Cg008G2600500	Np003G1270800
OG0009100	Cg008G2597000	Np003G1267600
OG0009101	Cg008G2595600	Np003G1265600
OG0009102	Cg008G2594500	Np003G1264300
OG0009103	Cg008G2593700	Np003G1262500
OG0009104	Cg008G2592700	Np003G1261300
OG0009105	Cg008G2587100	Np003G1253200
OG0009106	Cg008G2586600	Np003G1252700
OG0009108	Cg008G2585400	Np003G1251600
OG0009109	Cg001G0177100	Np003G1251200
OG0009110	Cg008G2585100	Np003G1251300
OG0009111	Cg008G2583200	Np003G1248800
OG0009112	Cg001G0378400	Np005G3180500
OG0009113	Cg001G0380700	Np005G3183300
OG0009114	Cg001G0380900	Np005G3183400
OG0009115	Cg002G0656400	Np001G0216100
OG0009116	Cg001G0383000	Np005G3187800
OG0009117	Cg001G0383300	Np005G3188100
OG0009118	Cg001G0383500	Np005G3188300
OG0009119	Cg004G1143600	Np002G1060300
OG0009120	Cg001G0393100	Np005G3201900
OG0009121	Cg007G2579900	Np002G0703900
OG0009122	Cg007G2580300	Np002G0703100
OG0009123	Cg007G2580700	Np002G0702600
OG0009124	Cg007G2581400	Np002G0702100
OG0009126	Cg007G2578600	Np002G0705200
OG0009127	Cg007G2578400	Np002G0705400
OG0009128	Cg007G2578000	Np002G0705700
OG0009129	Cg007G2577500	Np005G3096700
OG0009130	Cg007G2577100	Np002G0706900
OG0009131	Cg007G2576200	Np002G0707800
OG0009132	Cg007G2572000	Np002G0710000
OG0009133	Cg007G2572700	Np002G0710600
OG0009134	Cg007G2573100	Np002G0711400
OG0009135	Cg007G2573200	Np002G0711500
OG0009136	Cg007G2570500	Np002G0713300
OG0009137	Cg007G2569700	Np002G0714400
OG0009138	Cg007G2568700	Np002G0716100
OG0009139	Cg007G2568500	Np002G0716300
OG0009140	Cg007G2568200	Np002G0716800
OG0009141	Cg007G2565900	Np002G0721200
OG0009142	Cg007G2562500, Cg007G2562400	Np002G0726100
OG0009143	Cg007G2560600	Np002G0728000
OG0009144	Cg007G2558800	Np002G0730000
OG0009145	Cg007G2558300	Np002G0731200
OG0009146	Cg007G2556800	Np002G0732500
OG0009147	Cg007G2555500	Np002G0734400
OG0009148	Cg007G2555200	Np002G0734700
OG0009149	Cg007G2555000	Np002G0734800
OG0009150	Cg007G2551500	Np002G0738300
OG0009151	Cg007G2551100	Np002G0739200
OG0009152	Cg007G2549200	Np002G0743400
OG0009153	Cg002G0495100	Np001G0436800
OG0009154	Cg007G2548400	Np002G0744900
OG0009155	Cg007G2547700	Np002G0745700
OG0009156	Cg007G2544900	Np002G0750100
OG0009157	Cg007G2544800	Np002G0750200
OG0009158	Cg007G2543900	Np002G0751700
OG0009159	Cg007G2543300	Np002G0752300
OG0009161	Cg007G2541300	Np002G0755100
OG0009163	Cg007G2536300	Np002G0763900
OG0009164	Cg007G2535900	Np002G0764300
OG0009165	Cg007G2534600	Np002G0766500, Np003G1597600, Np003G1598900
OG0009166	Cg007G2532700	Np002G0769000
OG0009168	Cg004G1200100	Np005G3120400, Np007G4063900
OG0009169	Cg007G2531100	Np002G0771000
OG0009171	Cg007G2527700	Np002G0776500
OG0009172	Cg004G1358200	Np007G3801300
OG0009173	Cg007G2524400	Np002G0781100
OG0009174	Cg007G2523400	Np002G0782000
OG0009175	Cg007G2522800	Np002G0782400
OG0009176	Cg004G1411900	Np007G3757100
OG0009177	Cg004G1412000	Np007G3756900
OG0009179	Cg004G1414800	Np007G3752400
OG0009180	Cg002G0528900	Np001G0510200
OG0009181	Cg003G0934200	Np003G1632400
OG0009182	Cg003G0934100	Np003G1632300
OG0009183	Cg003G0933800	Np003G1631800
OG0009184	Cg006G1780200	Np004G1901100
OG0009185	Cg006G1782700	Np004G1904000
OG0009186	Cg006G1783400	Np004G1905100
