Orthogroup	Cardamine_glauca	Arabis_alpina
OG0007381	Cg008G2812000	Aa_G550370.h1.t1
OG0007382	Cg008G2812500	Aa_G552760.h1.t1
OG0007383	Cg008G2813800	Aa_G539320.h1.t1
OG0007384	Cg008G2759200	Aa_G181380.h1.t1
OG0007385	Cg008G2758200	Aa_G181320.h1.t1
OG0007386	Cg008G2762200	Aa_G181160.h1.t1
OG0007387	Cg008G2762300	Aa_G181150.h1.t1
OG0007388	Cg008G2763100	Aa_G478050.h1.t1
OG0007389	Cg008G2763700	Aa_G230410.h1.t1
OG0007390	Cg008G2763800	Aa_G230400.h1.t1
OG0007391	Cg008G2764700	Aa_G68390.h1.t1
OG0007392	Cg008G2766100	Aa_G68240.h1.t1
OG0007393	Cg008G2766600	Aa_G68190.h1.t1
OG0007394	Cg008G2769800	Aa_G15520.h1.t1
OG0007395	Cg008G2771900	Aa_G314260.h1.t1
OG0007396	Cg008G2773400	Aa_G672100.h1.t1
OG0007397	Cg008G2773800	Aa_G633710.h1.t1, Aa_G633710.h2.t1
OG0007398	Cg008G2774100	Aa_G404830.h1.t1
OG0007399	Cg008G2776000	Aa_G444230.h1.t1
OG0007400	Cg008G2777100	Aa_G9020.h1.t1
OG0007401	Cg008G2777600	Aa_G8900.h1.t1, Aa_G8910.h1.t1
OG0007402	Cg008G2782600	Aa_G447570.h1.t1
OG0007404	Cg008G2784500	Aa_G173780.h1.t1
OG0007405	Cg004G1230600, Cg006G1911700, Cg008G2784900	Aa_G173760.h1.t1
OG0007406	Cg008G2786600	Aa_G629220.h1.t1
OG0007407	Cg003G0998200	Aa_G127310.h1.t1
OG0007408	Cg003G0997500	Aa_G127230.h1.t1, Aa_G127230.h2.t1
OG0007409	Cg003G0995800	Aa_G478600.h1.t1
OG0007410	Cg006G1849000	Aa_G110790.h1.t1
OG0007411	Cg003G0991800	Aa_G34010.h1.t1
OG0007412	Cg003G0898300	Aa_G101900.h1.t1
OG0007413	Cg003G0990500	Aa_G33940.h1.t1
OG0007414	Cg003G0990200	Aa_G33910.h1.t1
OG0007415	Cg005G1582700	Aa_G263940.h1.t1
OG0007416	Cg003G0987500	Aa_G550760.h1.t1
OG0007417	Cg003G0983600	Aa_G27930.h1.t1
OG0007419	Cg003G0981000	Aa_G345470.h1.t1
OG0007420	Cg003G0980100	Aa_G345590.h1.t1
OG0007421	Cg003G0978700	Aa_G246290.h1.t1
OG0007422	Cg003G0977800	Aa_G148020.h1.t1
OG0007423	Cg003G0977200	Aa_G147940.h1.t1
OG0007424	Cg003G0975100	Aa_G93810.h1.t1
OG0007425	Cg003G0975000	Aa_G93800.h1.t1
OG0007426	Cg003G0974400	Aa_G93750.h1.t1
OG0007427	Cg003G0970000	Aa_G31640.h1.t1
OG0007428	Cg003G0968400	Aa_G31760.h1.t1
OG0007429	Cg003G0968200	Aa_G31790.h1.t1, Aa_G31780.h1.t1
OG0007430	Cg003G0967900	Aa_G31830.h1.t1
OG0007431	Cg003G0966600	Aa_G227750.h1.t1
OG0007432	Cg003G0964500	Aa_G607630.h1.t1
OG0007433	Cg003G0884500	Aa_G313080.h1.t1
OG0007434	Cg003G0959500	Aa_G168140.h1.t1
OG0007435	Cg003G0959800	Aa_G168110.h1.t1
OG0007436	Cg003G0960700	Aa_G331630.h1.t1
OG0007437	Cg003G0960800	Aa_G331640.h1.t1
OG0007438	Cg003G0961500	Aa_G69010.h1.t1
OG0007439	Cg003G0957800	Aa_G355110.h1.t1
OG0007440	Cg003G0954500	Aa_G232860.h1.t1
OG0007441	Cg003G0950300	Aa_G216660.h1.t1
OG0007442	Cg003G0949400	Aa_G253210.h1.t1
OG0007443	Cg003G0947800	Aa_G441240.h1.t1
OG0007444	Cg001G0115300	Aa_G689960.h1.t1
OG0007445	Cg003G0944800	Aa_G48490.h1.t1
OG0007446	Cg003G0939300	Aa_G483110.h1.t1
OG0007447	Cg003G0938800	Aa_G701990.h1.t1
OG0007448	Cg003G0938000	Aa_G542630.h1.t1
OG0007449	Cg002G0531900	Aa_G356280.h1.t1, Aa_G225260.h1.t1
OG0007450	Cg002G0536200	Aa_G102680.h1.t1
OG0007451	Cg002G0540300, Cg002G0540100	Aa_G426090.h1.t1
OG0007452	Cg003G0926300	Aa_G88120.h1.t1
OG0007453	Cg003G0928200	Aa_G516250.h1.t1
OG0007454	Cg003G0931200, Cg003G0928300	Aa_G335480.h1.t1
OG0007455	Cg003G0720400, Cg014G3035200	Aa_G577370.h1.t1
OG0007456	Cg014G3034800, Cg003G0720800	Aa_G99740.h1.t1
OG0007457	Cg003G0725500, Cg014G3029100	Aa_G188770.h1.t1
OG0007458	Cg003G0871300, Cg003G0726600	Aa_G188880.h1.t1
OG0007459	Cg008G2646700	Aa_G495790.h1.t1
OG0007460	Cg008G2644900	Aa_G504170.h1.t1, Aa_G84920.h1.t1
OG0007461	Cg008G2644400	Aa_G564950.h1.t1
OG0007462	Cg008G2642400	Aa_G244420.h1.t1
OG0007463	Cg008G2639000	Aa_G420730.h1.t1
OG0007465	Cg008G2637000	Aa_G414660.h1.t1
OG0007466	Cg008G2635400	Aa_G414840.h1.t1
OG0007467	Cg008G2630200	Aa_G261380.h1.t1
OG0007468	Cg008G2628000	Aa_G464220.h1.t1, Aa_G560600.h1.t1, Aa_G88840.h1.t1
OG0007469	Cg008G2624700	Aa_G353250.h1.t1
OG0007470	Cg008G2624400	Aa_G353290.h1.t1, Aa_G352520.h1.t1
OG0007471	Cg008G2620200	Aa_G331810.h1.t1
OG0007472	Cg008G2618100	Aa_G73250.h1.t1
OG0007473	Cg008G2614800	Aa_G181600.h1.t1
OG0007474	Cg008G2613200	Aa_G140730.h1.t1
OG0007475	Cg004G1160900	Aa_G322240.h1.t1
OG0007476	Cg008G2610800	Aa_G337140.h1.t1
OG0007477	Cg008G2610000	Aa_G789610.h1.t1
OG0007479	Cg008G2605300	Aa_G170180.h1.t1
OG0007480	Cg008G2605200	Aa_G170190.h1.t1
OG0007482	Cg008G2602800	Aa_G451920.h1.t1
OG0007483	Cg008G2602500	Aa_G451900.h1.t1
OG0007484	Cg008G2602000	Aa_G456520.h1.t1
OG0007485	Cg008G2599000	Aa_G260670.h1.t1
OG0007486	Cg008G2598500	Aa_G260640.h1.t1
OG0007487	Cg008G2597100	Aa_G506880.h1.t1
OG0007488	Cg008G2595800	Aa_G85290.h1.t1
OG0007489	Cg008G2595900	Aa_G85300.h1.t1
OG0007490	Cg008G2596000	Aa_G5930.h1.t1, Aa_G85310.h1.t1
OG0007491	Cg008G2596400	Aa_G85350.h1.t1
OG0007493	Cg008G2592100	Aa_G18620.h1.t1
OG0007494	Cg008G2592000	Aa_G18610.h1.t1
OG0007495	Cg008G2591000	Aa_G490130.h1.t1
OG0007496	Cg008G2590500	Aa_G612090.h1.t1
OG0007497	Cg008G2589300	Aa_G613110.h1.t1, Aa_G54130.h1.t1
OG0007499	Cg001G0382900	Aa_G298390.h1.t1
OG0007500	Cg001G0391200	Aa_G185090.h1.t1
OG0007501	Cg001G0392300	Aa_G185010.h1.t1
OG0007502	Cg001G0394000	Aa_G184890.h1.t1
OG0007503	Cg007G2581200	Aa_G239120.h1.t1
OG0007504	Cg007G2571900	Aa_G410430.h1.t1
OG0007506	Cg007G2572800	Aa_G21500.h1.t1
OG0007507	Cg007G2573600	Aa_G21610.h1.t1
OG0007508	Cg007G2570700	Aa_G21680.h1.t1
OG0007509	Cg007G2568600	Aa_G293630.h1.t1
OG0007510	Cg007G2567700	Aa_G265740.h1.t1
OG0007511	Cg004G1408100	Aa_G145430.h1.t1
OG0007512	Cg007G2564100	Aa_G336930.h1.t1
OG0007513	Cg007G2562800	Aa_G80350.h1.t1
OG0007514	Cg007G2562000	Aa_G444580.h1.t1
OG0007515	Cg007G2561900	Aa_G444570.h1.t1
OG0007516	Cg007G2561600	Aa_G444540.h1.t1
OG0007517	Cg007G2561400	Aa_G444520.h1.t1
OG0007518	Cg007G2558700	Aa_G457970.h1.t1
OG0007519	Cg007G2558200	Aa_G335490.h1.t1
OG0007520	Cg007G2558100	Aa_G335500.h1.t1
OG0007521	Cg007G2557200	Aa_G656400.h1.t1
OG0007522	Cg007G2553500	Aa_G508920.h1.t1
OG0007523	Cg007G2551700	Aa_G197910.h1.t1
OG0007524	Cg007G2550900	Aa_G204330.h1.t1
OG0007525	Cg007G2548900	Aa_G121610.h1.t1
OG0007526	Cg007G2548600	Aa_G121590.h1.t1
OG0007527	Cg007G2547000	Aa_G129470.h1.t1
OG0007528	Cg007G2545600	Aa_G129320.h1.t1
OG0007529	Cg007G2543500	Aa_G104330.h1.t1
OG0007530	Cg007G2543100	Aa_G104380.h1.t1
OG0007531	Cg007G2542800	Aa_G215680.h1.t1
OG0007532	Cg007G2541800	Aa_G215620.h1.t1
OG0007533	Cg007G2540000	Aa_G164960.h1.t1
OG0007535	Cg007G2533900	Aa_G87730.h1.t1
OG0007536	Cg007G2531800	Aa_G87900.h1.t1
OG0007537	Cg007G2531600	Aa_G410740.h1.t1
OG0007539	Cg007G2529000	Aa_G730120.h1.t1
OG0007540	Cg007G2528900	Aa_G730110.h1.t1
OG0007541	Cg007G2527500	Aa_G64880.h1.t1
OG0007542	Cg002G0588400, Cg006G1854100	Aa_G234320.h1.t1
OG0007543	Cg007G2522700	Aa_G348880.h1.t1
OG0007544	Cg007G2521400	Aa_G259460.h1.t1
OG0007545	Cg004G1409600	Aa_G314490.h1.t1
OG0007546	Cg004G1410200	Aa_G855330.h1.t1
OG0007547	Cg004G1410400	Aa_G199500.h1.t1, Aa_G199510.h1.t1
OG0007548	Cg004G1413600	Aa_G261570.h1.t1
OG0007549	Cg002G0528600	Aa_G53030.h1.t1
OG0007550	Cg002G0528700	Aa_G52950.h1.t1
OG0007551	Cg002G0529100	Aa_G52900.h1.t1
OG0007552	Cg003G0934000	Aa_G123470.h1.t1
OG0007553	Cg003G0933600	Aa_G123500.h1.t1
OG0007554	Cg002G0551400	Aa_G296300.h1.t1
OG0007555	Cg006G1781100, Cg006G1781200	Aa_G205570.h1.t1
OG0007556	Cg006G1784400	Aa_G378660.h1.t1
OG0007557	Cg002G0696200	Aa_G639540.h1.t1
OG0007558	Cg006G1788900	Aa_G109730.h1.t1, Aa_G231500.h1.t1
OG0007560	Cg006G1790200, Cg003G0794300	Aa_G375400.h1.t1
OG0007561	Cg006G1792700	Aa_G118260.h1.t1
OG0007562	Cg006G1796100	Aa_G127840.h1.t1
OG0007563	Cg006G1801300	Aa_G74150.h1.t1
OG0007564	Cg006G1802300	Aa_G603620.h1.t1
OG0007565	Cg006G1804900	Aa_G396730.h1.t1
OG0007566	Cg005G1572600	Aa_G550040.h1.t1
OG0007567	Cg005G1571000	Aa_G282200.h1.t1
OG0007568	Cg005G1570200	Aa_G282280.h1.t1
OG0007569	Cg002G0579300	Aa_G208420.h1.t1
OG0007570	Cg002G0586400	Aa_G240480.h1.t1
OG0007571	Cg016G3060000, Cg003G0873100	Aa_G336430.h1.t1
OG0007572	Cg003G0831100, Cg003G0879700	Aa_G442840.h1.t1
OG0007573	Cg003G0912000	Aa_G308760.h1.t1
OG0007574	Cg003G0913500	Aa_G656280.h1.t1
OG0007575	Cg003G0913600	Aa_G656270.h1.t1
OG0007576	Cg003G0914200	Aa_G381520.h1.t1
OG0007577	Cg003G0837500	Aa_G82880.h1.t1
OG0007578	Cg003G0878100, Cg003G0830000	Aa_G125920.h1.t1
OG0007579	Cg003G1000800	Aa_G266910.h1.t1
OG0007581	Cg001G0313200	Aa_G584010.h1.t1
OG0007582	Cg001G0300400	Aa_G255340.h1.t1
OG0007583	Cg001G0288400	Aa_G311110.h1.t1
OG0007584	Cg005G1608200, Cg001G0287200	Aa_G183920.h1.t1
OG0007585	Cg001G0283400	Aa_G66710.h1.t1
OG0007586	Cg001G0282400	Aa_G67540.h1.t1
OG0007587	Cg001G0277200, Cg001G0277000	Aa_G79790.h1.t1
OG0007588	Cg001G0268900	Aa_G574810.h1.t1
OG0007589	Cg001G0268800	Aa_G574800.h1.t1
OG0007590	Cg001G0264600	Aa_G498450.h1.t1
OG0007591	Cg001G0262000, Cg001G0262100	Aa_G206380.h1.t1, Aa_G562240.h1.t1
OG0007592	Cg001G0261700	Aa_G31030.h1.t1
OG0007593	Cg001G0261100	Aa_G31120.h1.t1
OG0007594	Cg001G0258300	Aa_G346180.h1.t1
OG0007595	Cg001G0257400	Aa_G482200.h1.t1
OG0007598	Cg007G2500200	Aa_G341730.h1.t1, Aa_G147300.h1.t1
OG0007599	Cg007G2501200	Aa_G341830.h1.t1
OG0007600	Cg007G2503600	Aa_G303430.h1.t1, Aa_G303370.h1.t1
OG0007601	Cg007G2503700	Aa_G303420.h1.t1, Aa_G303440.h1.t1
OG0007602	Cg007G2508000	Aa_G567780.h1.t1
OG0007603	Cg007G2508200	Aa_G567760.h1.t1
OG0007605	Cg007G2515900	Aa_G547160.h1.t1
OG0007606	Cg007G2518000	Aa_G64550.h1.t1
OG0007607	Cg007G2454200	Aa_G110390.h1.t1, Aa_G998130.h1.t1
OG0007608	Cg001G0079300	Aa_G949150.h1.t1
OG0007609	Cg007G2458800	Aa_G277820.h1.t1
OG0007610	Cg007G2459500	Aa_G305320.h1.t1
OG0007611	Cg001G0117000	Aa_G644720.h1.t1
OG0007613	Cg001G0115400	Aa_G339360.h1.t1
OG0007614	Cg001G0114300	Aa_G182790.h1.t1
OG0007615	Cg001G0109800	Aa_G69560.h1.t1
OG0007616	Cg003G0915300	Aa_G94200.h1.t1
OG0007617	Cg002G0662600	Aa_G276860.h1.t1, Aa_G276850.h1.t1
OG0007619	Cg007G2268100	Aa_G234510.h1.t1
OG0007620	Cg007G2264800	Aa_G361540.h1.t1
OG0007621	Cg001G0370400	Aa_G157280.h1.t1, Aa_G313700.h1.t1, Aa_G592980.h1.t1
OG0007622	Cg001G0370500	Aa_G151590.h1.t1, Aa_G157260.h1.t1
OG0007623	Cg002G0623500	Aa_G247740.h1.t1
OG0007624	Cg002G0596200	Aa_G337670.h1.t1, Aa_G301090.h1.t1
OG0007625	Cg008G2841600	Aa_G619000.h1.t1
OG0007626	Cg002G0653900	Aa_G424630.h1.t1
OG0007627	Cg002G0655300	Aa_G508070.h1.t1
OG0007628	Cg002G0658800	Aa_G541890.h1.t1
OG0007629	Cg002G0674500, Cg002G0659800	Aa_G25550.h1.t1
OG0007630	Cg002G0660100	Aa_G25580.h1.t1
OG0007631	Cg002G0663300	Aa_G276790.h1.t1
OG0007633	Cg003G0892200	Aa_G153050.h1.t1
OG0007634	Cg007G2469700	Aa_G555370.h1.t1
OG0007635	Cg007G2469000	Aa_G144560.h1.t1
OG0007636	Cg007G2468600	Aa_G529220.h1.t1
OG0007637	Cg007G2468200, Cg007G2468300	Aa_G623850.h1.t1
OG0007638	Cg007G2468100	Aa_G636730.h1.t1
OG0007639	Cg001G0294900, Cg004G1348800	Aa_G116270.h1.t1
OG0007641	Cg008G2970900	Aa_G206370.h1.t1
OG0007642	Cg008G2970400	Aa_G58300.h1.t1
OG0007643	Cg008G2871900, Cg008G2856400	Aa_G28490.h1.t1
OG0007644	Cg008G2969500	Aa_G822590.h1.t1
OG0007645	Cg008G2968500	Aa_G58170.h1.t1
OG0007646	Cg008G2968400	Aa_G58130.h1.t1
OG0007649	Cg008G2960500	Aa_G290920.h1.t1
OG0007650	Cg001G0314600	Aa_G246590.h1.t1
OG0007651	Cg008G2958700	Aa_G357850.h1.t1
OG0007653	Cg006G1836400	Aa_G513310.h1.t1
OG0007654	Cg001G0145100	Aa_G720.h1.t1
OG0007655	Cg006G1831500	Aa_G574960.h1.t1
OG0007656	Cg003G0765200, Cg006G1831000	Aa_G440630.h1.t1
OG0007657	Cg006G1830200	Aa_G334800.h1.t1
OG0007658	Cg006G1827700	Aa_G36820.h1.t1
OG0007659	Cg006G1825400	Aa_G410610.h1.t1
OG0007660	Cg006G1822200	Aa_G584120.h1.t1, Aa_G584150.h1.t1
OG0007661	Cg006G1820800	Aa_G582110.h1.t1
OG0007663	Cg006G1818400	Aa_G611050.h1.t1
OG0007664	Cg006G1817500	Aa_G166340.h1.t1
OG0007666	Cg006G2216800	Aa_G286290.h1.t1
OG0007667	Cg006G1813600	Aa_G219780.h1.t1
OG0007668	Cg006G1813300	Aa_G219750.h1.t1
OG0007669	Cg006G1811700	Aa_G256010.h1.t1
OG0007670	Cg006G1807700	Aa_G173600.h1.t1
OG0007671	Cg006G2088400	Aa_G278360.h1.t1
OG0007672	Cg008G2897000	Aa_G150490.h1.t1
OG0007673	Cg005G1762600	Aa_G311540.h1.t1
OG0007674	Cg008G2891400, Cg008G2891200	Aa_G150360.h1.t1
OG0007675	Cg008G2919900	Aa_G581130.h1.t1
OG0007676	Cg005G1597800	Aa_G332150.h1.t1
OG0007677	Cg005G1597300	Aa_G440080.h1.t1
OG0007678	Cg005G1594300	Aa_G438760.h1.t1
OG0007679	Cg005G1594200	Aa_G438730.h1.t1
OG0007680	Cg005G1593400	Aa_G305810.h1.t1
OG0007682	Cg005G1589000	Aa_G12080.h1.t1
OG0007684	Cg005G1587500	Aa_G291620.h1.t1
OG0007686	Cg008G2838800	Aa_G576480.h1.t1
OG0007687	Cg005G1578500	Aa_G11080.h1.t1
OG0007688	Cg005G1576300	Aa_G24710.h1.t1
OG0007689	Cg006G2176700	Aa_G80810.h1.t1
OG0007690	Cg005G1574600	Aa_G286480.h1.t1
OG0007691	Cg005G1574400	Aa_G286500.h1.t1
OG0007692	Cg001G0206600	Aa_G455360.h1.t1
OG0007693	Cg001G0208600	Aa_G78200.h1.t1
OG0007694	Cg001G0211700	Aa_G203420.h1.t1
OG0007695	Cg001G0215600	Aa_G339910.h1.t1
OG0007697	Cg001G0218400	Aa_G45870.h1.t1, Aa_G155370.h1.t1
OG0007698	Cg001G0221100	Aa_G758940.h1.t1
OG0007699	Cg001G0221600	Aa_G287460.h1.t1
OG0007700	Cg001G0222300	Aa_G575630.h1.t1
OG0007701	Cg001G0224100	Aa_G152280.h1.t1
OG0007702	Cg001G0224300	Aa_G152300.h1.t1
OG0007703	Cg001G0225400	Aa_G267170.h1.t1
OG0007704	Cg001G0225600	Aa_G604440.h1.t1
OG0007705	Cg001G0226300	Aa_G520170.h1.t1
OG0007707	Cg008G2972300	Aa_G524860.h1.t1, Aa_G113340.h1.t1
OG0007708	Cg002G0516800	Aa_G326330.h1.t1
OG0007710	Cg002G0517300	Aa_G451310.h1.t1
OG0007711	Cg002G0517900	Aa_G309410.h1.t1
OG0007712	Cg002G0519900	Aa_G113220.h1.t1
OG0007713	Cg002G0520100	Aa_G620590.h1.t1
OG0007714	Cg001G0167700	Aa_G240840.h1.t1
OG0007715	Cg001G0168900	Aa_G55690.h1.t1
OG0007716	Cg003G0907400	Aa_G312620.h1.t1
OG0007717	Cg003G0907200	Aa_G629820.h1.t1
OG0007718	Cg003G0906500	Aa_G396880.h1.t1, Aa_G491480.h1.t1, Aa_G66060.h1.t1, Aa_G372050.h1.t1
OG0007719	Cg003G0898800	Aa_G101860.h1.t1
OG0007720	Cg003G0896300	Aa_G466560.h1.t1
OG0007722	Cg003G0890400	Aa_G431420.h1.t1, Aa_G1042900.h1.t1, Aa_G1042900.h2.t1
OG0007723	Cg003G0889000	Aa_G124220.h1.t1
OG0007724	Cg004G1353000	Aa_G194480.h1.t1
OG0007725	Cg004G1384300, Cg004G1375500	Aa_G269070.h1.t1
OG0007726	Cg004G1391700	Aa_G384620.h1.t1
OG0007727	Cg004G1394600	Aa_G347030.h1.t1
OG0007729	Cg004G1401100	Aa_G313520.h1.t1
OG0007730	Cg004G1403900	Aa_G544700.h1.t1
OG0007731	Cg004G1405100	Aa_G548920.h1.t1
OG0007732	Cg004G1407600	Aa_G306380.h1.t1
OG0007733	Cg001G0163200	Aa_G186960.h1.t1
OG0007734	Cg001G0164500	Aa_G500530.h1.t1
OG0007735	Cg001G0164200	Aa_G226790.h1.t1
OG0007736	Cg001G0166500	Aa_G417310.h1.t1
OG0007737	Cg001G0169100	Aa_G55670.h1.t1
OG0007738	Cg001G0174900	Aa_G19980.h1.t1
OG0007739	Cg001G0175400	Aa_G19930.h1.t1
OG0007740	Cg001G0176900	Aa_G585490.h1.t1
OG0007741	Cg001G0179100	Aa_G736900.h1.t1
OG0007742	Cg001G0180900	Aa_G419820.h1.t1
OG0007743	Cg001G0181500	Aa_G517270.h1.t1
OG0007744	Cg007G2258100	Aa_G277410.h1.t1
OG0007745	Cg001G0201600	Aa_G204100.h1.t1
OG0007746	Cg001G0201000	Aa_G204030.h1.t1
OG0007747	Cg001G0199900	Aa_G203900.h1.t1
OG0007748	Cg001G0199000	Aa_G201460.h1.t1
OG0007749	Cg014G3028500, Cg003G0726200	Aa_G909660.h2.t1, Aa_G909660.h1.t1, Aa_G909660.h3.t1, Aa_G7160.h1.t1, Aa_G188840.h1.t1
OG0007750	Cg001G0198500	Aa_G221230.h1.t1
OG0007751	Cg001G0197200	Aa_G581680.h1.t1
OG0007752	Cg001G0189800	Aa_G318040.h1.t1
OG0007753	Cg001G0187400	Aa_G472160.h1.t1
OG0007754	Cg001G0186100	Aa_G298550.h1.t1
OG0007755	Cg008G2743000	Aa_G70400.h1.t1
OG0007756	Cg003G1062600	Aa_G147010.h1.t1
OG0007757	Cg003G0786200	Aa_G184600.h1.t1
OG0007758	Cg008G2917300, Cg011G3013700	Aa_G243310.h1.t1
OG0007759	Cg008G2901800	Aa_G612970.h1.t1
OG0007760	Cg001G0240500	Aa_G49440.h1.t1
OG0007761	Cg001G0238200	Aa_G49220.h1.t1, Aa_G253020.h1.t1
OG0007762	Cg001G0236600	Aa_G296090.h1.t1
OG0007763	Cg001G0235900	Aa_G296030.h1.t1
OG0007764	Cg001G0235400	Aa_G295980.h1.t1
OG0007765	Cg004G1129600, Cg004G1129200	Aa_G50040.h1.t1
OG0007766	Cg004G1072400	Aa_G52500.h1.t1
OG0007767	Cg004G1076200	Aa_G553350.h1.t1
OG0007768	Cg004G1077100	Aa_G327020.h1.t1
OG0007769	Cg004G1077200	Aa_G327010.h1.t1
OG0007770	Cg004G1077400	Aa_G326990.h1.t1
OG0007772	Cg003G1065700	Aa_G43900.h1.t1
OG0007773	Cg003G1066200	Aa_G44020.h1.t1
OG0007774	Cg003G1066500	Aa_G44060.h1.t1
OG0007775	Cg002G0514700	Aa_G122680.h1.t1
OG0007776	Cg002G0398200	Aa_G272960.h1.t1
OG0007777	Cg002G0399000	Aa_G336780.h1.t1
OG0007778	Cg002G0399400	Aa_G336740.h1.t1
OG0007779	Cg002G0401400	Aa_G364400.h1.t1
OG0007781	Cg002G0405700	Aa_G167740.h1.t1
OG0007782	Cg002G0407800	Aa_G2530.h1.t1
OG0007783	Cg002G0407900	Aa_G2520.h1.t1
OG0007784	Cg002G0408600	Aa_G2460.h1.t1
OG0007785	Cg002G0408900	Aa_G2430.h1.t1
OG0007786	Cg002G0410400	Aa_G2270.h1.t1
OG0007787	Cg002G0412400	Aa_G33540.h1.t1
OG0007788	Cg002G0412700	Aa_G33510.h1.t1
OG0007789	Cg002G0414200	Aa_G128040.h1.t1
OG0007790	Cg002G0415100	Aa_G572540.h1.t1
OG0007791	Cg002G0415600	Aa_G81010.h1.t1
OG0007792	Cg002G0417000	Aa_G81160.h1.t1
OG0007793	Cg002G0417400	Aa_G81180.h1.t1
OG0007794	Cg002G0417800	Aa_G57830.h1.t1
OG0007796	Cg002G0422700	Aa_G354040.h1.t1
OG0007797	Cg002G0424400	Aa_G77340.h1.t1
OG0007798	Cg002G0426200	Aa_G103370.h1.t1
OG0007799	Cg002G0427000	Aa_G218950.h1.t1
OG0007800	Cg005G1491700	Aa_G445410.h1.t1
OG0007801	Cg002G0430200	Aa_G322930.h1.t1
OG0007802	Cg002G0430700	Aa_G322980.h1.t1
OG0007803	Cg002G0431600	Aa_G686840.h1.t1
OG0007804	Cg002G0431800	Aa_G686870.h1.t1
OG0007805	Cg002G0432700	Aa_G340590.h1.t1
OG0007806	Cg005G1496300, Cg008G2873700	Aa_G125400.h1.t1
OG0007807	Cg002G0435500	Aa_G262230.h1.t1
OG0007808	Cg002G0436300	Aa_G262310.h1.t1
OG0007809	Cg002G0436900	Aa_G114310.h1.t1
OG0007810	Cg002G0437000	Aa_G114300.h1.t1
OG0007811	Cg002G0437800	Aa_G114230.h1.t1
OG0007812	Cg002G0438400	Aa_G114180.h1.t1
OG0007813	Cg002G0439200	Aa_G114100.h1.t1
OG0007814	Cg002G0442800	Aa_G98520.h1.t1
OG0007815	Cg003G0829000, Cg003G0876900	Aa_G142860.h1.t1
OG0007817	Cg002G0448100	Aa_G114720.h1.t1
OG0007818	Cg002G0448600	Aa_G114810.h1.t1
OG0007819	Cg002G0452700	Aa_G370550.h1.t1
OG0007820	Cg002G0454400	Aa_G513080.h1.t1
OG0007821	Cg002G0454500	Aa_G513090.h1.t1
OG0007822	Cg002G0460000	Aa_G171090.h1.t1
OG0007823	Cg002G0462700	Aa_G268570.h1.t1, Aa_G268580.h1.t1
OG0007824	Cg008G2875800	Aa_G102130.h1.t1
OG0007825	Cg002G0470900	Aa_G359130.h1.t1
OG0007826	Cg002G0464300	Aa_G287270.h1.t1
OG0007827	Cg002G0467200	Aa_G386990.h1.t1
OG0007828	Cg002G0471500	Aa_G462060.h1.t1
OG0007830	Cg002G0480700	Aa_G511030.h1.t1
OG0007831	Cg002G0482400	Aa_G318980.h1.t1
OG0007832	Cg002G0482600	Aa_G416680.h1.t1
OG0007833	Cg002G0483000	Aa_G300560.h1.t1
OG0007834	Cg002G0483500	Aa_G300500.h1.t1
OG0007835	Cg002G0483600	Aa_G300490.h1.t1
OG0007836	Cg002G0483700	Aa_G300480.h1.t1
OG0007837	Cg002G0483900	Aa_G277000.h1.t1
OG0007838	Cg002G0485800	Aa_G348550.h1.t1
OG0007839	Cg006G2138700	Aa_G10810.h1.t1
OG0007840	Cg002G0487900	Aa_G393770.h1.t1
OG0007841	Cg002G0488700	Aa_G297370.h1.t1
OG0007842	Cg002G0490100	Aa_G744990.h1.t1
OG0007843	Cg002G0491200	Aa_G402250.h1.t1
OG0007844	Cg002G0496000	Aa_G211610.h1.t1
OG0007845	Cg002G0497700	Aa_G395680.h1.t1
OG0007846	Cg002G0501000	Aa_G698160.h1.t1
OG0007847	Cg003G0924400	Aa_G141220.h1.t1
OG0007849	Cg003G0919400, Cg007G2448900	Aa_G372310.h1.t1
OG0007850	Cg003G0918600	Aa_G349230.h1.t1
OG0007852	Cg003G0917700	Aa_G198230.h1.t1
OG0007853	Cg003G0916400	Aa_G517980.h1.t1
OG0007854	Cg003G0916300	Aa_G517990.h1.t1
OG0007855	Cg001G0244800	Aa_G468240.h1.t1, Aa_G468230.h1.t1
OG0007856	Cg004G1316000	Aa_G491200.h1.t1
OG0007857	Cg004G1317600	Aa_G378040.h1.t1
OG0007858	Cg004G1317700	Aa_G378050.h1.t1
OG0007859	Cg004G1321400	Aa_G77000.h1.t1
OG0007860	Cg004G1326900	Aa_G80.h1.t1, Aa_G80.h2.t1
OG0007861	Cg004G1334700	Aa_G330.h1.t1
OG0007862	Cg004G1352000	Aa_G116400.h1.t1
OG0007863	Cg007G2432800	Aa_G3650.h1.t1
OG0007864	Cg007G2433100	Aa_G3780.h1.t1
OG0007865	Cg007G2436800	Aa_G63780.h1.t1
OG0007866	Cg007G2438200	Aa_G220830.h1.t1
OG0007867	Cg007G2438900	Aa_G303710.h1.t1
OG0007868	Cg007G2439000	Aa_G303720.h1.t1
OG0007869	Cg007G2440300	Aa_G29240.h1.t1
OG0007871	Cg008G2820600	Aa_G40970.h1.t1
OG0007872	Cg007G2440900	Aa_G553530.h1.t1
OG0007873	Cg007G2441100	Aa_G39330.h1.t1
