Orthogroup	Cardamine_glauca	Brassica_rapa
OG0008292	Cg003G0908800	XP_009117058.1
OG0008293	Cg006G2167600	XP_009148265.1, XP_009110811.1
OG0008294	Cg006G2165900	XP_033133419.1, XP_009148279.1
OG0008295	Cg006G2164200	XP_009148306.1, XP_009110792.1
OG0008296	Cg006G2163400	XP_009118280.1, XP_009148318.1
OG0008297	Cg006G2163100	XP_009144481.1, XP_009148322.1
OG0008298	Cg006G2162900	XP_009144480.1
OG0008299	Cg006G2162000	XP_009118267.1, XP_009148335.1
OG0008300	Cg006G2161600	XP_009144469.1, XP_033129168.1
OG0008301	Cg006G2161400	XP_009148339.1, XP_009144466.1
OG0008302	Cg006G2160800	XP_009144461.1, XP_009148352.1
OG0008303	Cg006G2159700	XP_009148366.1, XP_009118257.1
OG0008304	Cg006G2157200	XP_009148403.1, XP_033135548.1
OG0008305	Cg001G0143600	XP_009137563.1, XP_009139721.1
OG0008306	Cg006G2152800	XP_009148439.1, XP_033135918.1
OG0008307	Cg006G2151800	XP_009118201.2, XP_009148445.1
OG0008308	Cg006G2148900	XP_009110725.1, XP_009148480.1
OG0008309	Cg006G2148600	XP_009148481.1
OG0008310	Cg003G0833200	XP_009148485.1
OG0008312	Cg006G2144500	XP_009110691.2, XP_009118169.2
OG0008313	Cg006G2144200	XP_009110688.1, XP_009118167.1
OG0008314	Cg006G2143300	XP_033135724.1, XP_009110684.1
OG0008315	Cg006G2139300	XP_009110649.1, XP_009148593.1
OG0008316	Cg006G2139000	XP_009110643.2, XP_009118079.1, XP_009148590.1
OG0008317	Cg006G2138500	XP_009148584.1
OG0008318	Cg006G2138300	XP_009118077.1, XP_009148583.1
OG0008319	Cg006G2137300	XP_009118067.2, XP_018515337.1
OG0008320	Cg006G2133600	XP_009110608.1, XP_009148554.1
OG0008321	Cg006G2133200	XP_033133759.1, XP_009148549.1
OG0008322	Cg006G2133100	XP_009110604.1, XP_009148548.1
OG0008323	Cg006G2131400	XP_009148539.1, XP_009118016.1
OG0008324	Cg006G2130100	XP_009148525.1
OG0008325	Cg006G2128100	XP_033134932.1
OG0008326	Cg006G2124000	XP_009117948.1, XP_018515368.2
OG0008327	Cg006G2124500	XP_009148676.1, XP_009117950.1
OG0008328	Cg006G2122400	XP_018509595.1, XP_009148698.1
OG0008329	Cg006G2120600	XP_009148717.1, XP_009117911.1
OG0008330	Cg006G2119600	XP_009148818.1, XP_009110541.1, XP_009117903.1
OG0008331	Cg006G2119500	XP_009117902.1, XP_033128054.1
OG0008332	Cg006G2118200	XP_033135599.1, XP_009148834.1
OG0008333	Cg006G2117600	XP_009117890.1, XP_033128036.1
OG0008335	Cg006G2115900	XP_009148857.1
OG0008336	Cg004G1312700	XP_009109931.1
OG0008337	Cg006G2115400	XP_009117874.1, XP_009148867.1
OG0008338	Cg006G2111000	XP_009148911.1, XP_009117839.1
OG0008339	Cg006G2114400	XP_009148876.2, XP_009110513.2
OG0008341	Cg006G2113300	XP_009148887.1
OG0008342	Cg006G2113100	XP_009117856.1, XP_009148889.1
OG0008343	Cg006G2112300	XP_033135635.1, XP_009148896.1
OG0008344	Cg006G2109500	XP_009148928.1, XP_009117833.2
OG0008345	Cg006G2109400	XP_009148932.1, XP_009117834.1
OG0008346	Cg006G2105700	XP_009149013.1, XP_009117801.1
OG0008347	Cg006G2101800	XP_009117770.1, XP_009149061.2
OG0008348	Cg006G2097200	XP_009110443.2
OG0008349	Cg006G2096200	XP_009117740.1, XP_009149118.1
OG0008350	Cg007G2389600	XP_009105293.1, XP_033139581.1
OG0008351	Cg006G2087800	XP_009149226.1, XP_009110395.1, XP_009117646.1
OG0008352	Cg006G2083500	XP_009110358.1
OG0008353	Cg006G2082900	XP_033128155.1, XP_009110356.1, XP_009117618.1
OG0008354	Cg006G2082700	XP_009110354.1, XP_009117617.1
OG0008355	Cg006G2082000	XP_009117616.1, XP_009149278.1
OG0008356	Cg006G2081900	XP_033136946.1, XP_009149279.1
OG0008357	Cg006G2079400	XP_009110333.2, XP_009117603.1
OG0008358	Cg006G2079100	XP_033132684.1
OG0008359	Cg006G2079000	XP_009117604.1, XP_009149355.2
OG0008360	Cg006G2076400	XP_009110313.2, XP_009117582.1, XP_033128968.1
OG0008361	Cg006G2075400	XP_009117572.1, XP_009149381.2
OG0008362	Cg006G2075300	XP_009117571.1, XP_009110306.1
OG0008363	Cg006G2075000	XP_009149383.1, XP_009110302.1
OG0008364	Cg006G2072300	XP_009110284.2, XP_009149405.1
OG0008365	Cg006G2067600	XP_009110259.1, XP_009149470.1
OG0008366	Cg006G2067000	XP_033132467.1
OG0008367	Cg006G2066900	XP_009110253.1, XP_009149481.1
OG0008368	Cg006G2066300	XP_009103373.1
OG0008369	Cg006G2064600	XP_009110240.1
OG0008370	Cg006G2063000	XP_009103346.1, XP_033128067.1
OG0008371	Cg006G2062300	XP_009149523.1, XP_033131306.1
OG0008372	Cg006G2060100	XP_009110217.1, XP_009149547.1
OG0008373	Cg006G2059300	XP_009103329.2, XP_009149556.1
OG0008374	Cg006G2058100	XP_009110209.1, XP_009149562.1
OG0008375	Cg006G2056000	XP_009149585.1, XP_018509361.1
OG0008376	Cg006G2053500	XP_033131457.1, XP_009149653.2
OG0008377	Cg006G2052300	XP_009103294.1, XP_009149661.2
OG0008378	Cg006G2051900	XP_009103293.1, XP_009149667.1
OG0008379	Cg006G2050900	XP_009110181.1, XP_033128553.1
OG0008380	Cg006G2050800	XP_009149675.1, XP_009110180.1
OG0008381	Cg006G2050100	XP_009149683.1, XP_009103287.2
OG0008382	Cg006G2049600	XP_009149690.1, XP_009110173.1
OG0008383	Cg006G2047700	XP_009110165.1
OG0008384	Cg006G2045900	XP_009110151.1, XP_033137044.1
OG0008385	Cg006G2043000	XP_009103243.1, XP_009145348.1
OG0008386	Cg006G2035900	XP_009115566.1, XP_009103204.1
OG0008387	Cg003G0761800	XP_009128682.1, XP_033142033.1
OG0008388	Cg006G2034800	XP_009110119.1, XP_009110122.2
OG0008389	Cg007G2487200	XP_009105840.1, XP_009104892.1
OG0008390	Cg007G2485400	XP_009105819.1, XP_033130511.1, XP_009127863.1
OG0008391	Cg007G2483900	XP_009105799.1, XP_033130516.1
OG0008392	Cg007G2483600	XP_009104918.1
OG0008393	Cg007G2482600	XP_009127854.1, XP_018508288.1
OG0008394	Cg007G2482200	XP_009104926.2, XP_009127852.1
OG0008395	Cg007G2480800	XP_009127842.2, XP_009105772.1
OG0008396	Cg007G2480500	XP_009105768.1
OG0008397	Cg007G2479500	XP_009105759.1, XP_009127836.1
OG0008398	Cg007G2478200	NP_001288871.1
OG0008399	Cg007G2474300	XP_009127796.1, XP_009105707.1
OG0008400	Cg007G2473600	XP_009104954.1, XP_009127789.1
OG0008401	Cg007G2472100	XP_009127776.2, XP_009104966.1
OG0008402	Cg007G2471900	XP_009105692.1, XP_009127775.1
OG0008404	Cg006G1942800	XP_009114843.1
OG0008405	Cg006G1939300	XP_009107942.1, XP_009124380.1
OG0008406	Cg007G2263800	XP_033135377.1
OG0008407	Cg007G2270900	XP_009112745.1
OG0008408	Cg007G2271000	XP_009112963.1
OG0008409	Cg007G2271100	XP_009112743.1
OG0008410	Cg007G2272300	XP_009112976.1
OG0008411	Cg007G2273900	XP_009112719.1, XP_009113030.2
OG0008412	Cg006G2000800	XP_009109806.1, XP_033130349.1
OG0008413	Cg007G2279900	XP_009113082.1, XP_009112690.1
OG0008414	Cg006G1991100	XP_033135415.1, XP_009109727.1
OG0008415	Cg007G2287100, Cg007G2287000	XP_033130774.1, XP_033144393.1
OG0008416	Cg007G2287500, Cg007G2287400	XP_009113238.1, XP_009105139.1
OG0008417	Cg007G2287800	XP_018511285.1
OG0008418	Cg007G2293600	XP_009104420.1
OG0008420	Cg007G2303800	XP_009103743.1
OG0008421	Cg007G2307800	XP_009113260.1
OG0008422	Cg007G2312600	XP_033135476.1, XP_009103021.1
OG0008423	Cg007G2312800	XP_009113296.1
OG0008424	Cg007G2317100	XP_009102805.1
OG0008425	Cg007G2322200	XP_009102588.1
OG0008426	Cg007G2325100	XP_009113340.1, XP_009102548.2
OG0008427	Cg006G2007700	XP_009109869.1
OG0008428	Cg007G2260900, Cg007G2261000	XP_009112884.1, XP_009112831.1
OG0008429	Cg007G2260600	XP_009112877.1, XP_009112832.2
OG0008430	Cg007G2259600	XP_009112871.1, XP_009124663.2
OG0008431	Cg007G2258300	XP_009112844.1, XP_009112866.1
OG0008432	Cg007G2256900, Cg003G0830600, Cg003G0878700	XP_009117378.1
OG0008433	Cg008G2973400, Cg008G2973100	XP_009101511.2
OG0008434	Cg008G2974300	XP_009101510.1
OG0008435	Cg008G2978100	XP_009101480.1, XP_009128908.1
OG0008436	Cg008G2978400	XP_009128909.2, XP_009114312.1
OG0008437	Cg008G2986500	XP_009128994.1, XP_009101389.1
OG0008438	Cg008G2986800	XP_009101387.1, XP_009128998.1
OG0008439	Cg008G2946300	XP_009113909.1, XP_009123602.1, XP_009101702.1
OG0008441	Cg008G2943800	XP_009113924.1, XP_033128309.1, XP_009123592.1
OG0008444	Cg003G0737100, Cg003G0861200	XP_033136423.1, XP_009144519.1
OG0008445	Cg003G0738200, Cg003G0859800	XP_009134327.1, XP_009114516.1
OG0008446	Cg003G0739100, Cg003G0858700	XP_018510664.2, XP_009134326.1
OG0008447	Cg001G0103800	XP_009137872.1
OG0008448	Cg001G0243300	XP_009136750.2, XP_018509642.1
OG0008449	Cg001G0243200	XP_009146338.1, XP_009136751.1
OG0008450	Cg006G1851900	XP_033132750.1, XP_033128618.1, XP_009147999.2
OG0008451	Cg006G1851500	XP_009144794.2, XP_009145023.1
OG0008452	Cg006G1849900	XP_009147973.1, XP_009107366.1, XP_009145011.1, XP_009129432.1
OG0008453	Cg006G1845400	XP_033133219.1, XP_009141077.1
OG0008454	Cg006G1844400	XP_009144998.1, XP_009107334.1
OG0008455	Cg006G1839700	XP_009147913.1, XP_009107312.1
OG0008456	Cg007G2520000	XP_009104736.1, XP_009106150.1
OG0008457	Cg001G0013500	XP_009124356.1, XP_033129889.1
OG0008458	Cg001G0015400	XP_033133095.1, XP_009127014.1
OG0008459	Cg001G0016800	XP_033143637.1
OG0008460	Cg001G0018200	XP_009129472.2
OG0008461	Cg001G0019600	XP_009109423.1, XP_009130877.1
OG0008462	Cg001G0021600	XP_009131941.1, XP_033133098.1
OG0008463	Cg001G0022600	XP_009138534.1, XP_009132424.2
OG0008464	Cg001G0023400	XP_009132836.1, XP_009109396.2
OG0008465	Cg001G0024300	XP_009133704.1, XP_009138528.2
OG0008466	Cg001G0024800	XP_009138524.1
OG0008467	Cg001G0025000	XP_009133930.1, XP_033144007.1
OG0008469	Cg001G0028700	XP_009137661.1, XP_009109365.1
OG0008470	Cg001G0030200	XP_009138469.1, XP_009138768.1
OG0008471	Cg001G0031400	XP_009109352.1, XP_009140235.1
OG0008472	Cg001G0032600	XP_009109344.2, XP_009141155.1
OG0008473	Cg001G0033700	XP_009142233.1, XP_009109341.1
OG0008474	Cg001G0035300	XP_009109327.1, XP_009143303.1, XP_018513001.1
OG0008475	Cg001G0036100	XP_009144043.1
OG0008476	Cg001G0037700	XP_009138417.1, XP_009145510.1
OG0008477	Cg001G0040700	XP_009138400.2, XP_009148617.1
OG0008478	Cg001G0044000	XP_009150864.1, XP_009109280.2
OG0008479	Cg001G0046200	XP_033142174.1, XP_009138364.1
OG0008480	Cg001G0048200	XP_033142688.1, XP_033135410.1
OG0008481	Cg001G0047700	XP_009102917.1
OG0008483	Cg001G0051500	XP_033145006.1, XP_009107450.1
OG0008484	Cg001G0052700	XP_009108697.1, XP_009108194.1, XP_009138330.2
OG0008485	Cg001G0055000	XP_009111282.2, XP_009108722.1
OG0008486	Cg001G0055200	XP_009111625.1, XP_009138300.1
OG0008487	Cg001G0056500	XP_033142455.1, XP_033132786.1
OG0008488	Cg001G0058900	XP_009115174.1, XP_009138274.1
OG0008489	Cg001G0059700	XP_009108745.1, XP_009116335.2, XP_009138263.1
OG0008490	Cg001G0080500	XP_009108886.1, XP_009126288.2
OG0008491	Cg001G0080400	XP_009108888.1, XP_009138071.1
OG0008492	Cg001G0080300	XP_009126243.1, XP_009138073.1
OG0008493	Cg001G0080100	XP_009126222.1, XP_009138074.1
OG0008494	Cg001G0076700	XP_009108870.1, XP_009125871.1
OG0008495	Cg001G0075200	XP_009108862.2, XP_009125616.1
OG0008496	Cg001G0071800	XP_018513609.1, XP_033141679.1
OG0008497	Cg001G0070600	XP_009108813.1, XP_009124998.1
OG0008498	Cg001G0070100	XP_018512647.1, XP_009124566.2
OG0008499	Cg001G0069600	XP_009123745.2
OG0008500	Cg001G0067500	XP_009122233.1, XP_009138192.1
OG0008501	Cg001G0063900	XP_009138246.1, XP_009119341.1
OG0008502	Cg001G0061600	XP_009108762.1
OG0008503	Cg001G0061200	XP_009108760.1, XP_009138257.1
OG0008504	Cg001G0061000	XP_009108759.2, XP_009138259.1
OG0008505	Cg001G0080900	XP_009126332.1, XP_009108890.1
OG0008506	Cg001G0081100	XP_009126325.1
OG0008507	Cg001G0084200	XP_009126573.1, XP_009138048.2
OG0008508	Cg001G0088300	XP_009105415.1, XP_009108923.1, XP_009138017.1
OG0008509	Cg001G0089200	XP_009127004.1, XP_009108930.1
OG0008510	Cg001G0089300	XP_009108931.1, XP_009138008.1
OG0008511	Cg001G0090400	XP_009108936.2, XP_009127116.1
OG0008512	Cg001G0091500	XP_009127212.1, XP_009137993.1
OG0008513	Cg005G1743700	XP_009117235.1
OG0008514	Cg004G1308100	XP_009102571.1
OG0008515	Cg004G1309300	XP_009135878.1, NP_001288954.1
OG0008516	Cg004G1309800	XP_009135872.1, XP_009106163.1
OG0008517	Cg004G1309900	XP_009106153.1, XP_009102544.2
OG0008518	Cg004G1312500	XP_009102531.1, XP_009106030.1
OG0008519	Cg007G2496800	XP_009105924.1, XP_009105586.2
OG0008520	Cg007G2495600	XP_033131950.1, XP_009104853.1
OG0008521	Cg007G2495400	XP_009127938.1, XP_009105913.1
OG0008522	Cg007G2493700	XP_009127929.1, XP_033131727.1
OG0008523	Cg007G2492900	XP_009105892.1, XP_009127926.1
OG0008524	Cg007G2492300	XP_009105884.1, XP_009127915.1
OG0008525	Cg007G2492200	XP_033140723.1, XP_009105883.1
OG0008526	Cg007G2491700	XP_009104867.1
OG0008527	Cg007G2491600	XP_009104866.1, XP_009105878.1
OG0008528	Cg007G2491300	XP_009104870.1, XP_009127906.1
OG0008529	Cg006G2033900	XP_009103189.1, XP_009115553.1
OG0008530	Cg006G2032700	XP_009110104.1, XP_009115540.1
OG0008531	Cg006G2031800	XP_018508274.1, XP_018510322.2
OG0008532	Cg006G2024500	XP_009110066.1, XP_009115456.1
OG0008533	Cg006G2023000	XP_009110060.2, XP_009115436.1
OG0008534	Cg006G2016300	XP_009110017.1, XP_009115373.1
OG0008535	Cg006G2014100	XP_009109913.1, XP_009115351.1
OG0008537	Cg001G0158900	XP_009138101.1, XP_009137449.2
OG0008538	Cg003G0711500, Cg014G3044300	XP_009134446.1, XP_009111317.1
OG0008539	Cg003G0885700	XP_033144860.1, XP_033143895.1
OG0008540	Cg014G3039800, Cg003G0715800	XP_009111347.1, XP_009134475.1
OG0008541	Cg014G3039300, Cg003G0716300	XP_009111353.1
OG0008542	Cg014G3038900, Cg003G0716700	XP_033135577.1
OG0008543	Cg014G3037800, Cg003G0718200	XP_009111383.1, XP_009134485.1
OG0008544	Cg014G3046400, Cg003G0709400	XP_009111407.1
OG0008545	Cg003G0708900, Cg014G3046900	XP_033136162.1
OG0008546	Cg003G0708700, Cg014G3047100	XP_009111413.1, XP_033142098.1
OG0008547	Cg003G0706300, Cg014G3049200	XP_009134526.1, XP_009111448.1
OG0008548	Cg003G0704900, Cg014G3050700	XP_009134534.1, XP_009111468.1
OG0008549	Cg014G3051700, Cg003G0703900	XP_009134543.2, XP_009111474.2
OG0008550	Cg003G0702600, Cg014G3053400	XP_009134551.1, XP_009111484.2
OG0008551	Cg001G0137000	XP_009137603.1, XP_009142514.1
OG0008552	Cg005G1778500	XP_009117443.1, XP_009134011.2
OG0008553	Cg006G2005000	XP_009113806.2
OG0008554	Cg006G2009200	XP_009115307.1, XP_009109874.1
OG0008555	Cg006G2011200	XP_009115336.2, XP_009109890.1
OG0008556	Cg006G2011700	XP_033130308.1, XP_009115341.2
OG0008557	Cg006G2011800	XP_009109896.2, XP_009115342.1
OG0008558	Cg001G0138200	XP_009142368.1, XP_009137599.1
OG0008559	Cg001G0133500	XP_009109161.1
OG0008560	Cg001G0129100	XP_009137658.1, XP_009143407.1
OG0008561	Cg001G0129200	XP_009143398.1, XP_009137656.2
OG0008562	Cg001G0128400	XP_009137662.1, XP_009143488.1
OG0008563	Cg001G0127000	XP_009143609.1, XP_009137672.1
OG0008564	Cg001G0126500	XP_009137676.1
OG0008565	Cg001G0123500	XP_009109120.1, XP_009144053.2
OG0008566	Cg006G2017400	XP_033132180.1, XP_033135159.1
OG0008567	Cg001G0122600	XP_009137751.1
OG0008568	Cg001G0122400	XP_009144146.1
OG0008569	Cg001G0122300	XP_009144138.1, XP_009137756.2
OG0008570	Cg001G0122000	XP_009109111.2, XP_009137758.2
OG0008571	Cg001G0118700	XP_033133144.1
OG0008572	Cg006G2201800, Cg003G0838200	XP_009118543.1
OG0008573	Cg006G2152700	XP_009118230.1, XP_033128852.1
OG0008574	Cg006G2114900	XP_009117870.2, XP_009148871.1
OG0008575	Cg006G2027300	XP_018509363.2, XP_009115485.1
OG0008576	Cg006G2016900	XP_009103098.1, XP_009115381.1
OG0008577	Cg006G2010100	XP_009103068.1, XP_009109881.2, XP_009115317.1
OG0008579	Cg009G2992600	XP_033144895.1
OG0008580	Cg001G0310300, Cg001G0310200	XP_009123656.1
OG0008581	Cg006G1876000, Cg006G1876400, Cg006G1876200	XP_033137954.1
OG0008582	Cg006G1874800	XP_009123052.1
OG0008583	Cg004G1207100	XP_033148646.1
OG0008584	Cg007G2267800	XP_009112758.2, XP_009112929.1
OG0008585	Cg007G2304700	XP_009105503.2
OG0008586	Cg007G2450800	XP_033139602.1
OG0008587	Cg007G2459400	XP_009105451.2, XP_009105015.2
OG0008588	Cg007G2548800	XP_033141101.1
OG0008592	Cg004G1198500	XP_009117459.1, XP_009146448.1
OG0008594	Cg004G1297800	XP_033144202.1, XP_033132707.1
OG0008596	Cg005G1771200	XP_009140304.1, XP_033137142.1
OG0008598	Cg005G1761100	XP_009117332.1, XP_033145393.1
OG0008599	Cg005G1760800	XP_009117326.1, XP_009140391.1
OG0008600	Cg005G1755800	XP_009140459.2, XP_009117286.2
OG0008601	Cg005G1747900	XP_009117243.1, XP_009133985.1
OG0008602	Cg005G1744300	XP_033136694.1, XP_009140529.1
OG0008603	Cg005G1723200	XP_009117041.1, XP_009133958.1
OG0008604	Cg005G1624700	XP_009132753.1, XP_033138628.1, XP_009141103.1
OG0008605	Cg005G1590700	XP_033141976.1, XP_009143795.1
OG0008606	Cg002G0692600	XP_033136314.1, XP_009101334.1
OG0008610	Cg008G2686500	XP_009125836.1
OG0008611	Cg008G2704800	XP_009131385.1, XP_009121698.1
OG0008612	Cg008G2733500	XP_009112423.1, XP_009131572.1
OG0008613	Cg008G2797700	XP_009117492.1
OG0008613	Cg008G2797600	XP_018515015.1, XP_009130087.2
OG0008615	Cg003G0754500	XP_033134842.1, XP_009134247.2
OG0008616	Cg001G0073500	XP_009125414.2
OG0008617	Cg001G0138600	NP_001288909.1, XP_033139950.1
OG0008618	Cg001G0161800	XP_009137784.1, XP_033142228.1
OG0008619	Cg001G0162100	XP_009137424.1, XP_009137765.1
OG0008623	Cg008G2872900	XP_009129731.1
OG0008624	Cg008G2881200	XP_009151614.1, XP_009111821.2, XP_009129708.1
OG0008625	Cg008G2855800, Cg008G2871200	XP_009129737.2, XP_009151656.1
OG0008626	Cg008G2865200, Cg008G2849900	XP_009111861.2, XP_033129461.1
OG0008627	Cg008G2862100, Cg008G2847600	XP_009111864.1, XP_009151711.1
OG0008628	Cg003G0884000	XP_009132698.1
OG0008629	Cg003G0917500	XP_009127172.1, XP_009132482.1
OG0008630	Cg003G0919800	XP_009119910.1, XP_009127151.1
OG0008631	Cg008G2657000	XP_009131073.1, XP_033137489.1
OG0008649	Cg001G0098500	XP_033148676.1, XP_009108986.1
OG0008650	Cg001G0098200	XP_009127808.2, XP_009137920.2
OG0008651	Cg001G0173700	XP_009137308.1
OG0008652	Cg001G0174000	XP_009136627.1
OG0008653	Cg002G0562700	XP_009149967.1, XP_009150431.1
OG0008654	Cg002G0560100	XP_033129851.1, XP_033140920.1
OG0008655	Cg002G0541800	XP_009151440.1, XP_009150185.1
OG0008656	Cg002G0542100	XP_009151413.1, XP_009149810.1
OG0008657	Cg006G2159600	XP_018515011.1
OG0008658	Cg002G0542900	XP_009150192.1
OG0008659	Cg002G0547300	XP_009149853.1
OG0008660	Cg002G0546200	XP_009150835.1, XP_009149844.1
OG0008661	Cg002G0545600	XP_009149839.1
OG0008662	Cg002G0697200	XP_009101377.1, XP_009107092.1
OG0008663	Cg002G0689500	XP_033139657.1, XP_009101318.2
OG0008664	Cg001G0376800	XP_009125142.1
OG0008665	Cg008G2745300	XP_009121010.1, XP_009131638.1
OG0008666	Cg008G2742500	XP_009126214.1, XP_009121045.1
OG0008667	Cg008G2742400	XP_033141640.1, XP_009121047.1
OG0008668	Cg008G2740700, Cg008G2740600	XP_033138562.1, XP_033140157.1
OG0008669	Cg004G1195100	XP_009146484.2
OG0008670	Cg008G2736600	XP_009126174.1, XP_009121401.1
OG0008671	Cg008G2731600	XP_009131556.2, XP_018511033.2
OG0008672	Cg008G2731500	XP_009121454.1, XP_009126138.1
OG0008673	Cg008G2731000	XP_009126134.1, XP_009121459.1
OG0008674	Cg008G2730800	XP_009121462.1
OG0008675	Cg008G2730600	XP_009121465.1, XP_009131552.1
OG0008676	Cg008G2730200	XP_033138576.1, XP_009126128.1
OG0008677	Cg008G2729000	XP_009126123.1, XP_009121486.1
OG0008678	Cg003G0837300	XP_009121492.1
OG0008679	Cg005G1484200	XP_009142270.1
OG0008680	Cg008G2726600	XP_033143162.1, XP_009121504.1
OG0008681	Cg008G2725900	XP_009131524.1, XP_009121509.2
OG0008682	Cg008G2725500	XP_009131520.2, XP_033138818.1
OG0008683	Cg008G2724000	XP_009132246.2, XP_009121533.3
OG0008684	Cg008G2722500	XP_009121544.1
OG0008685	Cg008G2722300	XP_033142895.1, XP_009121546.1
OG0008686	Cg008G2722200	XP_033140090.1, XP_009121547.2
OG0008687	Cg004G1351100	XP_009136188.1
OG0008688	Cg008G2720700	XP_009131487.1, XP_009126061.1
OG0008689	Cg008G2720400	XP_009121557.1, XP_009126059.1
OG0008691	Cg008G2717100	XP_009121588.1, XP_009131456.1
OG0008692	Cg005G1604400	XP_009143925.1, XP_009132906.1
OG0008693	Cg008G2714500	XP_009126027.1
OG0008694	Cg006G2217800	XP_009127093.1
OG0008695	Cg004G1218500	XP_009146242.1
OG0008696	Cg008G2706500	XP_009125968.1, XP_009121680.1
OG0008697	Cg008G2705800	XP_009121689.3
OG0008698	Cg008G2702900	XP_009131368.2
OG0008699	Cg008G2702400	XP_009121720.2, XP_009131365.1
OG0008700	Cg003G0943300	XP_009132382.1
OG0008701	Cg008G2700400	XP_009125930.1, XP_009121742.2
OG0008702	Cg008G2699300	XP_009125921.1, XP_009121754.1
OG0008703	Cg008G2697400	XP_009121769.1
OG0008704	Cg008G2696800	XP_009125901.1, XP_009121776.1
OG0008705	Cg008G2695200	XP_009131320.1, XP_009122877.1
OG0008706	Cg008G2695100	XP_009125887.1, XP_009121794.2
OG0008707	Cg008G2694700	XP_009121799.1, XP_009131317.1
OG0008708	Cg008G2694200	XP_009125886.1, XP_009121802.1
OG0008709	Cg008G2694100	XP_009125884.1, XP_009121805.2
OG0008710	Cg008G2691700	XP_009121839.2, XP_009121841.2, XP_009121842.1
OG0008711	Cg008G2691400	XP_009121848.1
OG0008712	Cg008G2690200	XP_009125857.1, XP_009121858.1
OG0008713	Cg008G2690100	XP_009121859.1
OG0008714	Cg008G2689600	XP_009121861.1, XP_009131269.1
OG0008715	Cg008G2688700	XP_009131259.1, XP_009121873.1
OG0008716	Cg008G2686900	XP_009125841.1, XP_009131249.1
OG0008717	Cg008G2686700	XP_009125839.1, XP_033137886.1
OG0008718	Cg008G2686200	XP_009121902.1, XP_009131244.1
OG0008719	Cg008G2686100	XP_009121904.2, XP_033144991.1
OG0008720	Cg008G2685600	XP_009131237.2, XP_009125833.2
OG0008721	Cg008G2682600	XP_009121935.2
OG0008722	Cg008G2680300	XP_009121966.1, XP_009125799.1
OG0008724	Cg008G2678600	XP_033138524.1, XP_009125787.1
OG0008725	Cg008G2677400	XP_009122005.1, XP_033140346.1
OG0008726	Cg008G2677300	XP_009122007.1, XP_009125262.1
OG0008727	Cg008G2674500	XP_033140347.1, XP_009122031.1
OG0008728	Cg008G2673900	XP_009131171.1, XP_009122034.2
OG0008729	Cg008G2672200	XP_009122049.2, XP_009131162.1
OG0008730	Cg008G2668400	XP_009125325.1
OG0008731	Cg008G2667200	XP_009125331.1, XP_033137440.1
OG0008732	Cg008G2665700	XP_009125340.1, XP_009122113.1
OG0008733	Cg008G2663700	XP_009125352.1, XP_009122534.1
OG0008734	Cg008G2660600	XP_033142795.1, XP_009125756.2, XP_009122507.1
OG0008735	Cg008G2660400	XP_009131107.1, XP_009122505.1
OG0008736	Cg008G2659700	XP_009125750.1
OG0008737	Cg008G2658200	XP_009122475.1, XP_009131091.1
OG0008738	Cg008G2657900	XP_009131082.1, XP_009122471.1
OG0008739	Cg002G0639000	XP_009151852.1, XP_009129361.1
OG0008740	Cg003G0830100, Cg003G0878200	XP_009127360.1
OG0008741	Cg008G2656200	XP_018513601.1
OG0008742	Cg008G2654100	XP_009122434.1, XP_018513277.1
OG0008743	Cg008G2652400	XP_009125716.1, XP_009122416.1, XP_018513428.1
OG0008744	Cg008G2651200	XP_009125711.1, XP_033138444.1
OG0008745	Cg008G2650900	XP_009125705.1, XP_009131024.1
OG0008746	Cg008G2649900	XP_009122401.1, XP_009131014.1
OG0008747	Cg008G2648100	XP_009122325.2, XP_033141825.1
OG0008748	Cg003G0726800, Cg003G0871100	XP_009111252.2
OG0008749	Cg003G0870900, Cg003G0727000	XP_009144539.1, XP_033142103.1
OG0008750	Cg003G0868500, Cg003G0729700	XP_009122154.1, XP_009144523.3
OG0008751	Cg003G0868400, Cg003G0729800	XP_009122116.1
OG0008752	Cg003G0866900, Cg003G0731400	XP_009121951.1
OG0008753	Cg001G0152900	XP_009138864.2
OG0008754	Cg003G0891700	XP_009138839.1
OG0008755	Cg001G0154900	XP_009137480.1, XP_009138628.1
OG0008757	Cg014G3045400, Cg003G0710300	XP_009128508.1
OG0008758	Cg005G1691300	XP_009103548.1, XP_009123176.1
OG0008759	Cg005G1689600	XP_009103552.1
OG0008760	Cg005G1685000	XP_009133925.1, XP_009103559.1
OG0008761	Cg005G1683200	XP_009140751.2
OG0008762	Cg005G1674700	XP_009140783.2, XP_009103583.1
OG0008763	Cg005G1674000	XP_009140791.1
OG0008764	Cg005G1671400	XP_009140795.1, XP_009103593.1
OG0008765	Cg005G1670900	XP_009140798.1, XP_033143929.1
OG0008766	Cg005G1664300	XP_009140812.2
OG0008768	Cg005G1659900	XP_009140819.1, XP_009103619.1
OG0008769	Cg005G1659400	XP_033130149.1
OG0008770	Cg005G1659200	XP_018514141.1
OG0008771	Cg005G1658700	XP_009103628.1
OG0008772	Cg005G1657600	XP_033130350.1, XP_009140837.2
OG0008773	Cg005G1656300	XP_009103643.1
OG0008774	Cg005G1656000	XP_009140845.2, XP_009103648.1
OG0008775	Cg005G1655800	XP_009140846.1, XP_009103645.1
