Orthogroup	Cardamine_glauca	Conringia_planisiliqua
OG0010611	Cg006G1854800	CP1_g38399_DN3_SP0_c.t1
OG0010612	Cg006G1860600	CP1_g38467_DN3_SP5_c.t1
OG0010613	Cg006G1999400	CP7_g45121_DN3_SP8_c.t1
OG0010614	Cg006G1866000	CP1_g38592_DN3_SP1_c.t1
OG0010615	Cg006G1998700	CP7_g45113_DN3_SP3_c.t1
OG0010616	Cg006G1995300	CP7_g45084_DN3_SP3_c.t1
OG0010617	Cg006G1993100	CP7_g45067_DN3_SP4_c.t1
OG0010618	Cg006G1991200	CP7_g45051_DN3_SP0_c.t1
OG0010619	Cg006G1990500	CP7_g45043_DN3_SP8_c.t1
OG0010620	Cg006G1989800	CP7_g45033_DN3_SP0_c.t1
OG0010621	Cg006G1987200	CP7_g45010_DN3_SP7_c.t1
OG0010623	Cg006G1978300	CP7_g44945_DN3_SP8_c.t1
OG0010624	Cg006G1975600	CP7_g44910_DN3_SP0_c.t1
OG0010625	Cg006G1974800	CP7_g44903_DN1_SP0_c.t1
OG0010626	Cg006G1974000	CP7_g44896_DN3_SP8_c.t1
OG0010627	Cg006G1973200	CP7_g44888_DN3_SP0_c.t1
OG0010628	Cg006G1972900	CP7_g44885_DN3_SP3_c.t1
OG0010629	Cg006G1972800	CP7_g44884_DN3_SP1_c.t1
OG0010630	Cg006G1972000	CP7_g44875_DN3_SP0_c.t1
OG0010631	Cg006G1970900	CP7_g44867_DN3_SP0_c.t1
OG0010632	Cg006G1969700	CP7_g44855_DN3_SP0_c.t1
OG0010633	Cg006G1969600	CP7_g44854_DN3_SP4_c.t1
OG0010634	Cg001G0392900	CP19_g17833_DN3_SP8_c.t1
OG0010636	Cg006G1964500	CP7_g44808_DN2_SP0_c.t1
OG0010637	Cg006G1963500	CP7_g44801_DN3_SP7_c.t1
OG0010638	Cg006G1963100	CP7_g44798_DN3_SP0_c.t1
OG0010639	Cg006G1962400	CP7_g44789_DN3_SP0_c.t1
OG0010640	Cg006G1961900	CP7_g44784_DN3_SP8_c.t1
OG0010641	Cg006G1957700	CP7_g44752_DN3_SP3_c.t1
OG0010644	Cg006G1954500	CP7_g44721_DN3_SP8_c.t1
OG0010645	Cg006G1954300	CP3_g15735_DN1_SP0_c.t1, CP7_g44719_DN3_SP0_c.t1
OG0010646	Cg006G1953600	CP7_g44711_DN3_SP3_c.t1
OG0010647	Cg006G1952200	CP7_g44688_DN3_SP6_c.t1
OG0010648	Cg006G1951000	CP7_g44680_DN3_SP8_c.t1
OG0010649	Cg006G1949300	CP7_g44655_DN3_SP4_c.t1
OG0010650	Cg006G1947600	CP7_g44645_DN3_SP0_c.t1
OG0010651	Cg006G1946100, Cg006G1946000	CP7_g44632_DN2_SP0_c.t1
OG0010652	Cg006G1945900	CP7_g44630_DN3_SP0_c.t1
OG0010653	Cg006G1945300	CP7_g44627_DN3_SP0_c.t1
OG0010655	Cg002G0682800	CP13_g19550_DN3_SP8_c.t1
OG0010656	Cg002G0682600	CP13_g19548_DN3_SP2_c.t1
OG0010657	Cg005G1502900	CP4_g24454_DN3_SP8_c.t1
OG0010658	Cg002G0680900	CP13_g19533_DN3_SP8_c.t1
OG0010659	Cg002G0680600	CP13_g19529_DN3_SP1_c.t1
OG0010660	Cg002G0676800	CP13_g19500_DN3_SP8_c.t1
OG0010661	Cg003G1062100	CP2_g47598_DN3_SP8_c.t1
OG0010663	Cg003G1060700	CP2_g47615_DN3_SP7_c.t1
OG0010664	Cg003G1059800	CP2_g47624_DN3_SP0_c.t1
OG0010665	Cg003G1059300	CP2_g47628_DN1_SP0_c.t1
OG0010666	Cg003G1057600	CP2_g47641_DN3_SP8_c.t1
OG0010668	Cg003G1056900	CP2_g47649_DN3_SP6_c.t1
OG0010669	Cg003G1056600	CP2_g47652_DN3_SP0_c.t1
OG0010670	Cg003G1054900	CP2_g47670_DN3_SP8_c.t1
OG0010671	Cg003G1054500, Cg003G1054600	CP2_g47673_DN3_SP0_c.t1
OG0010672	Cg003G1053600	CP2_g47682_DN3_SP0_c.t1
OG0010673	Cg003G0787300	CP20_g4032_DN3_SP1_c.t1
OG0010674	Cg003G1051000	CP4_g24196_DN3_SP1_c.t1, CP2_g47708_DN2_SP0_c.t1, CP2_g47709_DN3_SP3_c.t1
OG0010675	Cg003G1050100	CP2_g47716_DN3_SP7_c.t1
OG0010676	Cg003G1049900	CP2_g47718_DN3_SP2_c.t1
OG0010677	Cg003G1048600	CP2_g47728_DN3_SP8_c.t1
OG0010678	Cg007G2494200	CP9_g29008_DN2_SP0_c.t1
OG0010679	Cg003G1047000	CP2_g47746_DN3_SP3_c.t1
OG0010680	Cg003G1041700	CP2_g47775_DN3_SP4_c.t1
OG0010681	Cg003G1043400	CP2_g47794_DN3_SP0_c.t1
OG0010682	Cg003G1039400	CP2_g47820_DN3_SP0_c.t1
OG0010683	Cg003G1038900	CP2_g47826_DN2_SP0_c.t1
OG0010684	Cg003G1037800	CP2_g47837_DN3_SP6_c.t1
OG0010685	Cg003G1034900	CP2_g47864_DN3_SP8_c.t1
OG0010686	Cg003G1034000	CP2_g47874_DN3_SP8_c.t1
OG0010688	Cg003G1032500	CP2_g47885_DN3_SP8_c.t1
OG0010689	Cg003G1031000	CP2_g47902_DN3_SP7_c.t1
OG0010690	Cg003G1030200	CP2_g47909_DN3_SP8_c.t1
OG0010691	Cg003G1029300	CP2_g47922_DN3_SP8_c.t1
OG0010692	Cg003G1028900	CP2_g47928_DN2_SP0_c.t1
OG0010693	Cg003G1028800	CP2_g47929_DN3_SP8_c.t1
OG0010694	Cg003G1028400	CP2_g47933_DN3_SP8_c.t1
OG0010695	Cg003G1025100	CP2_g47965_DN3_SP8_c.t1
OG0010696	Cg003G1024600	CP2_g47970_DN3_SP8_c.t1
OG0010697	Cg001G0394200	CP19_g17820_DN3_SP0_c.t1
OG0010698	Cg003G1017500	CP2_g48033_DN3_SP7_c.t1
OG0010699	Cg003G1016500	CP2_g48042_DN3_SP8_c.t1
OG0010700	Cg003G1015800	CP2_g48049_DN3_SP8_c.t1
OG0010701	Cg003G1013200	CP2_g48079_DN3_SP4_c.t1
OG0010702	Cg003G1012200	CP2_g48089_DN3_SP1_c.t1
OG0010703	Cg003G1008200	CP2_g48128_DN3_SP0_c.t1
OG0010704	Cg003G1007100	CP2_g48139_DN3_SP6_c.t1
OG0010705	Cg003G1004500	CP2_g48166_DN3_SP6_c.t1
OG0010706	Cg003G0998500	CP2_g48229_DN3_SP0_c.t1
OG0010707	Cg008G2789200	CP2_g48252_DN3_SP5_c.t1
OG0010708	Cg008G2789400	CP2_g48254_DN3_SP0_c.t1
OG0010709	Cg008G2789500	CP2_g48255_DN3_SP1_c.t1
OG0010712	Cg008G2792800	CP2_g48285_DN3_SP1_c.t1
OG0010713	Cg008G2627000	CP11_g33348_DN3_SP2_c.t1
OG0010714	Cg008G2795100	CP2_g48311_DN3_SP0_c.t1
OG0010715	Cg008G2796500	CP2_g48320_DN3_SP0_c.t1
OG0010716	Cg008G2796600	CP2_g48322_DN3_SP8_c.t1
OG0010717	Cg008G2797200	CP2_g48329_DN3_SP1_c.t1
OG0010718	Cg008G2797500	CP2_g48333_DN3_SP5_c.t1
OG0010719	Cg008G2798500	CP2_g48340_DN3_SP2_c.t1
OG0010720	Cg008G2801200	CP2_g48371_DN3_SP2_c.t1
OG0010721	Cg008G2801300	CP2_g48372_DN3_SP0_c.t1
OG0010723	Cg008G2802000	CP2_g48378_DN3_SP0_c.t1
OG0010724	Cg008G2803000	CP2_g48387_DN3_SP2_c.t1
OG0010725	Cg008G2805000	CP2_g48405_DN3_SP0_c.t1
OG0010726	Cg008G2812400	CP2_g48461_DN3_SP8_c.t1
OG0010727	Cg008G2813000	CP2_g48468_DN3_SP0_c.t1
OG0010728	Cg008G2813100	CP2_g48469_DN3_SP8_c.t1
OG0010729	Cg004G1328000	CP12_g31014_DN3_SP6_c.t1
OG0010730	Cg008G2815000	CP2_g48488_DN2_SP3_c.t1
OG0010731	Cg008G2815100	CP2_g48489_DN3_SP7_c.t1
OG0010732	Cg008G2760400	CP8_g54383_DN3_SP4_c.t1
OG0010733	Cg008G2758400	CP8_g54397_DN3_SP5_c.t1
OG0010735	Cg008G2763400	CP8_g54345_DN3_SP8_c.t1
OG0010736	Cg008G2764100	CP8_g54337_DN3_SP2_c.t1
OG0010738	Cg008G2765700	CP8_g54318_DN3_SP7_c.t1
OG0010739	Cg008G2765800	CP8_g54317_DN3_SP5_c.t1
OG0010740	Cg008G2766200	CP8_g54313_DN1_SP7_c.t1
OG0010741	Cg008G2766900	CP8_g54304_DN3_SP7_c.t1
OG0010742	Cg008G2768300	CP8_g54289_DN3_SP3_c.t1
OG0010743	Cg008G2770400	CP8_g54265_DN3_SP0_c.t1
OG0010744	Cg008G2771300	CP268_g6518_DN3_SP0_c.t1, CP8_g54257_DN3_SP0_c.t1
OG0010746	Cg008G2773700	CP8_g54233_DN3_SP8_c.t1
OG0010747	Cg008G2775300	CP8_g54217_DN3_SP0_c.t1
OG0010748	Cg008G2776200	CP8_g54209_DN3_SP3_c.t1
OG0010749	Cg008G2776600	CP8_g54205_DN3_SP8_c.t1
OG0010750	Cg008G2776700	CP8_g54203_DN3_SP0_c.t1
OG0010751	Cg008G2777200	CP8_g54198_DN2_SP1_c.t1
OG0010752	Cg008G2777800	CP8_g54192_DN3_SP8_c.t1
OG0010753	Cg008G2780400	CP8_g54170_DN3_SP0_c.t1
OG0010754	Cg008G2781100	CP8_g54166_DN3_SP0_c.t1
OG0010755	Cg008G2782400	CP8_g54155_DN3_SP0_c.t1
OG0010757	Cg008G2783000	CP8_g54147_DN3_SP8_c.t1
OG0010759	Cg008G2783300	CP8_g54142_DN2_SP4_c.t1
OG0010760	Cg008G2785100	CP8_g54126_DN3_SP8_c.t1
OG0010761	Cg003G0998000	CP8_g54098_DN3_SP8_c.t1
OG0010762	Cg003G0995500	CP8_g54071_DN3_SP0_c.t1
OG0010763	Cg003G0995300	CP8_g54066_DN3_SP8_c.t1
OG0010764	Cg003G0994600	CP8_g54060_DN3_SP1_c.t1
OG0010765	Cg005G1526500	CP4_g24677_DN3_SP3_c.t1
OG0010766	Cg003G0986300	CP8_g53973_DN3_SP3_c.t1
OG0010767	Cg003G0985700	CP8_g53968_DN3_SP0_c.t1
OG0010768	Cg003G0985000	CP8_g53959_DN3_SP4_c.t1
OG0010769	Cg003G0984900	CP8_g53958_DN3_SP1_c.t1
OG0010770	Cg003G0984500	CP8_g53954_DN3_SP0_c.t1
OG0010771	Cg003G0984400	CP8_g53953_DN3_SP8_c.t1
OG0010772	Cg003G0981100	CP8_g53919_DN3_SP7_c.t1
OG0010773	Cg003G0980300	CP8_g53913_DN2_SP0_c.t1
OG0010774	Cg003G0979700	CP8_g53906_DN3_SP8_c.t1
OG0010775	Cg003G0978300	CP8_g53884_DN3_SP8_c.t1
OG0010777	Cg003G0977400	CP8_g53876_DN3_SP2_c.t1
OG0010778	Cg003G0973400	CP8_g53837_DN2_SP0_c.t1
OG0010779	Cg003G0972600	CP8_g53828_DN3_SP8_c.t1
OG0010780	Cg003G0972500	CP8_g53827_DN3_SP5_c.t1
OG0010781	Cg003G0972400	CP8_g53826_DN3_SP4_c.t1
OG0010782	Cg003G0971800	CP8_g53820_DN3_SP0_c.t1
OG0010783	Cg003G0971000	CP8_g53810_DN3_SP8_c.t1
OG0010784	Cg003G0969900	CP8_g53799_DN3_SP5_c.t1
OG0010785	Cg003G0970400	CP8_g53802_DN3_SP8_c.t1
OG0010786	Cg003G0970100	CP8_g53801_DN3_SP0_c.t1
OG0010787	Cg003G0969700	CP8_g53797_DN3_SP0_c.t1
OG0010788	Cg003G0968700	CP8_g53787_DN3_SP4_c.t1
OG0010789	Cg003G0968000	CP8_g53777_DN3_SP0_c.t1
OG0010790	Cg003G0967700	CP8_g53774_DN2_SP0_c.t1
OG0010791	Cg003G0967400	CP8_g53771_DN3_SP8_c.t1
OG0010792	Cg003G0967100	CP8_g53766_DN3_SP6_c.t1
OG0010793	Cg003G0964800	CP8_g53742_DN3_SP0_c.t1
OG0010794	Cg003G0962200	CP8_g53717_DN3_SP7_c.t1
OG0010795	Cg003G0958600	CP8_g53682_DN3_SP0_c.t1
OG0010796	Cg003G0956500	CP8_g53667_DN3_SP8_c.t1
OG0010797	Cg003G0956300	CP8_g53665_DN3_SP8_c.t1
OG0010798	Cg003G0955300	CP8_g53656_DN3_SP2_c.t1
OG0010799	Cg003G0953700	CP8_g53636_DN3_SP8_c.t1
OG0010800	Cg003G0950200	CP8_g53603_DN3_SP3_c.t1
OG0010801	Cg003G0949600	CP8_g53597_DN3_SP8_c.t1
OG0010802	Cg003G0948800	CP8_g53587_DN3_SP0_c.t1
OG0010803	Cg003G0946100	CP8_g53557_DN3_SP3_c.t1
OG0010804	Cg003G0945900	CP8_g53555_DN3_SP8_c.t1
OG0010805	Cg003G0944900	CP8_g53545_DN3_SP2_c.t1
OG0010806	Cg007G2494500	CP9_g28880_DN3_SP3_c.t1
OG0010807	Cg002G0520200	CP3_g14296_DN3_SP0_c.t1
OG0010808	Cg003G0942400	CP8_g53517_DN3_SP0_c.t1
OG0010809	Cg003G0940200	CP8_g53492_DN3_SP0_c.t1
OG0010810	Cg003G0939500	CP8_g53486_DN2_SP0_c.t1
OG0010811	Cg003G0938500	CP8_g53471_DN2_SP0_c.t1
OG0010812	Cg003G0937800	CP8_g53463_DN3_SP3_c.t1
OG0010813	Cg002G0537000	CP3_g14471_DN3_SP3_c.t1
OG0010814	Cg002G0538000	CP3_g14481_DN3_SP6_c.t1
OG0010815	Cg002G0539500	CP3_g14494_DN3_SP8_c.t1
OG0010818	Cg003G0927100	CP8_g53394_DN3_SP1_c.t1
OG0010820	Cg014G3035300, Cg003G0720300	CP11_g32081_DN3_SP8_c.t1
OG0010821	Cg003G0815500	CP30_g9986_DN3_SP6_c.t1
OG0010822	Cg014G3032500, Cg003G0722700	CP11_g32061_DN3_SP3_c.t1
OG0010823	Cg014G3030900, Cg003G0723800	CP11_g32051_DN3_SP0_c.t1
OG0010824	Cg014G3030800, Cg003G0723900	CP11_g32050_DN3_SP0_c.t1
OG0010825	Cg003G0725100, Cg014G3029500	CP11_g32034_DN3_SP8_c.t1
OG0010826	Cg003G0725400, Cg014G3029300	CP11_g32031_DN3_SP0_c.t1
OG0010827	Cg003G0725700, Cg014G3028900	CP11_g32027_DN3_SP1_c.t1
OG0010828	Cg008G2644600	CP11_g33171_DN3_SP8_c.t1
OG0010830	Cg006G2007900	CP7_g45214_DN3_SP2_c.t1
OG0010831	Cg008G2642300	CP11_g33294_DN3_SP5_c.t1
OG0010832	Cg008G2641900	CP11_g33291_DN3_SP0_c.t1
OG0010833	Cg008G2641800	CP11_g33290_DN3_SP8_c.t1
OG0010834	Cg008G2641300	CP11_g33284_DN2_SP0_c.t1
OG0010835	Cg008G2640400	CP11_g33275_DN3_SP8_c.t1
OG0010836	Cg008G2637900	CP11_g33249_DN3_SP6_c.t1
OG0010837	Cg008G2634800	CP11_g33216_DN3_SP5_c.t1
OG0010838	Cg008G2634500	CP11_g33213_DN3_SP7_c.t1
OG0010839	Cg008G2633400	CP11_g33202_DN3_SP6_c.t1
OG0010840	Cg008G2633200	CP11_g33200_DN3_SP8_c.t1
OG0010841	Cg008G2627500	CP11_g33344_DN3_SP5_c.t1
OG0010842	Cg008G2626900	CP11_g33349_DN2_SP0_c.t1
OG0010843	Cg008G2626800	CP11_g33350_DN3_SP1_c.t1
OG0010844	Cg008G2626100	CP11_g33357_DN2_SP0_c.t1
OG0010845	Cg008G2625500	CP11_g33362_DN3_SP0_c.t1
OG0010846	Cg008G2623200	CP11_g33388_DN3_SP0_c.t1
OG0010847	Cg008G2622400	CP11_g33393_DN3_SP4_c.t1
OG0010848	Cg008G2621900	CP11_g33398_DN3_SP0_c.t1
OG0010849	Cg008G2620100	CP11_g33415_DN3_SP7_c.t1
OG0010850	Cg005G1748100	CP16_g55069_DN3_SP4_c.t1
OG0010851	Cg008G2617000	CP11_g33444_DN3_SP6_c.t1
OG0010852	Cg006G2019100	CP3_g15183_DN1_SP0_c.t1, CP5_g2373_DN2_SP0_c.t1, CP7_g45319_DN3_SP8_c.t1
OG0010853	Cg008G2615100	CP11_g33458_DN3_SP0_c.t1
OG0010854	Cg008G2610700	CP11_g33501_DN2_SP0_c.t1
OG0010855	Cg008G2609000	CP11_g33513_DN3_SP2_c.t1
OG0010856	Cg008G2608700	CP11_g33515_DN3_SP0_c.t1
OG0010857	Cg008G2607600	CP11_g33525_DN3_SP3_c.t1
OG0010859	Cg008G2604000	CP11_g33567_DN3_SP8_c.t1
OG0010860	Cg006G1828500	CP11_g33568_DN3_SP8_c.t1
OG0010861	Cg008G2602200	CP11_g33579_DN2_SP2_c.t1
OG0010862	Cg008G2599300	CP11_g33604_DN3_SP2_c.t1
OG0010863	Cg008G2598600	CP11_g33611_DN3_SP1_c.t1
OG0010864	Cg008G2597600	CP11_g33620_DN2_SP7_c.t1
OG0010865	Cg008G2597200	CP11_g33624_DN3_SP8_c.t1
OG0010866	Cg008G2594600	CP11_g33650_DN3_SP8_c.t1
OG0010867	Cg008G2594100	CP11_g33656_DN3_SP0_c.t1, CP11_g33657_DN3_SP0_c.t1
OG0010868	Cg008G2593800	CP11_g33660_DN3_SP6_c.t1
OG0010869	Cg008G2592600	CP11_g33674_DN3_SP8_c.t1
OG0010871	Cg008G2591600	CP11_g33684_DN3_SP6_c.t1
OG0010872	Cg008G2590300	CP11_g33697_DN3_SP4_c.t1
OG0010873	Cg008G2589600	CP11_g33704_DN3_SP0_c.t1
OG0010874	Cg008G2586800	CP11_g33731_DN3_SP6_c.t1
OG0010875	Cg008G2584800	CP10_g43886_DN3_SP0_c.t1
OG0010876	Cg008G2584100	CP11_g33760_DN3_SP3_c.t1
OG0010877	Cg008G2583500	CP11_g33767_DN3_SP8_c.t1
OG0010878	Cg001G0377900	CP5_g1357_DN3_SP2_c.t1
OG0010879	Cg001G0378300	CP5_g1354_DN3_SP0_c.t1
OG0010880	Cg001G0382000	CP19_g17939_DN3_SP8_c.t1
OG0010881	Cg001G0384900	CP19_g17913_DN3_SP8_c.t1
OG0010882	Cg001G0386500	CP19_g17889_DN3_SP5_c.t1
OG0010883	Cg001G0387000	CP19_g17884_DN3_SP5_c.t1
OG0010884	Cg001G0388800	CP19_g17868_DN3_SP0_c.t1
OG0010885	Cg003G0844000	CP5_g3245_DN3_SP0_c.t1, CP44_g20918_DN3_SP0_c.t1
OG0010886	Cg001G0394300	CP19_g17819_DN3_SP8_c.t1
OG0010887	Cg007G2582700	CP9_g29739_DN3_SP4_c.t1
OG0010888	Cg007G2581900	CP9_g29748_DN3_SP0_c.t1
OG0010890	Cg004G1424900, Cg007G2576500	CP9_g29684_DN3_SP1_c.t1
OG0010891	Cg007G2575400	CP9_g29674_DN3_SP3_c.t1
OG0010893	Cg007G2570000	CP9_g29627_DN3_SP8_c.t1
OG0010894	Cg007G2567400	CP9_g29599_DN3_SP8_c.t1
OG0010895	Cg007G2564800	CP9_g29574_DN3_SP0_c.t1
OG0010896	Cg007G2561700	CP9_g29544_DN3_SP8_c.t1
OG0010897	Cg002G0564000	CP3_g14753_DN1_SP0_c.t1
OG0010898	Cg007G2557800	CP9_g29502_DN3_SP0_c.t1
OG0010899	Cg001G0022800	CP5_g227_DN3_SP1_c.t1
OG0010900	Cg007G2555300	CP9_g29478_DN3_SP0_c.t1
OG0010901	Cg007G2553400	CP9_g29468_DN3_SP7_c.t1
OG0010902	Cg007G2552800	CP9_g29465_DN3_SP0_c.t1
OG0010903	Cg007G2551400	CP9_g29450_DN3_SP6_c.t1
OG0010904	Cg007G2551200	CP9_g29447_DN3_SP2_c.t1
OG0010905	Cg007G2549600	CP9_g29428_DN3_SP3_c.t1
OG0010906	Cg007G2548100	CP9_g29414_DN3_SP2_c.t1
OG0010907	Cg007G2546800	CP9_g29402_DN3_SP1_c.t1
OG0010908	Cg007G2545200	CP9_g29386_DN3_SP4_c.t1
OG0010909	Cg007G2545000	CP9_g29384_DN2_SP0_c.t1
OG0010910	Cg007G2543600	CP9_g29368_DN3_SP8_c.t1
OG0010911	Cg007G2541700	CP9_g29351_DN3_SP7_c.t1
OG0010913	Cg004G1268500	CP12_g30364_DN3_SP0_c.t1
OG0010914	Cg002G0590000	CP3_g16538_DN3_SP2_c.t1
OG0010915	Cg007G2534200	CP9_g29271_DN3_SP2_c.t1
OG0010917	Cg007G2531700	CP2_g48867_DN3_SP1_c.t1
OG0010918	Cg006G2238300	CP1_g36791_DN2_SP0_c.t1
OG0010919	Cg007G2527800	CP9_g29211_DN3_SP2_c.t1
OG0010920	Cg007G2524300	CP9_g29170_DN3_SP8_c.t1
OG0010921	Cg007G2522300	CP9_g29151_DN2_SP8_c.t1
OG0010922	Cg007G2521900	CP9_g29147_DN2_SP0_c.t1
OG0010923	Cg004G1410500	CP10_g43795_DN3_SP8_c.t1
OG0010924	Cg004G1410600	CP10_g43794_DN3_SP8_c.t1
OG0010925	Cg004G1412200	CP10_g43780_DN3_SP6_c.t1
OG0010926	Cg004G1258500	CP12_g30270_DN3_SP5_c.t1
OG0010927	Cg003G0933400	CP8_g53421_DN3_SP0_c.t1
OG0010928	Cg002G0553100	CP3_g14652_DN3_SP0_c.t1
OG0010929	Cg002G0552800	CP3_g14649_DN3_SP8_c.t1
OG0010930	Cg006G1779600	CP7_g46481_DN1_SP8_c.t1
OG0010931	Cg006G1781900	CP7_g46462_DN3_SP6_c.t1
OG0010932	Cg006G1788800	CP7_g46378_DN3_SP7_c.t1
OG0010933	Cg006G1793400	CP7_g46328_DN3_SP8_c.t1
OG0010934	Cg006G1870200	CP1_g39067_DN3_SP8_c.t1
OG0010935	Cg006G1797800	CP7_g46293_DN3_SP0_c.t1
OG0010936	Cg006G1798400	CP7_g46288_DN3_SP1_c.t1
OG0010937	Cg006G1800500	CP7_g46273_DN3_SP1_c.t1
OG0010938	Cg006G1800900	CP7_g46267_DN3_SP5_c.t1
OG0010939	Cg006G1803400	CP7_g46238_DN3_SP0_c.t1
OG0010940	Cg005G1707700	CP18_g12108_DN3_SP8_c.t1
OG0010941	Cg006G1803800	CP7_g46234_DN3_SP4_c.t1
OG0010942	Cg005G1572100	CP4_g25130_DN3_SP8_c.t1
OG0010943	Cg005G1571600	CP4_g25125_DN3_SP0_c.t1
OG0010944	Cg005G1571500	CP4_g25124_DN1_SP0_c.t1
OG0010945	Cg005G1569300	CP4_g25101_DN3_SP8_c.t1
OG0010946	Cg005G1568600	CP4_g25092_DN3_SP0_c.t1
OG0010947	Cg005G1567300	CP4_g25078_DN3_SP0_c.t1
OG0010948	Cg002G0579200	CP3_g14932_DN3_SP3_c.t1
OG0010949	Cg002G0581200	CP3_g14960_DN3_SP6_c.t1
OG0010950	Cg002G0589400	CP3_g15212_DN3_SP5_c.t1
OG0010951	Cg002G0626900	CP13_g19130_DN3_SP6_c.t1
OG0010952	Cg001G0307400	CP5_g3311_DN3_SP2_c.t1
OG0010953	Cg001G0315500	CP5_g2119_DN3_SP8_c.t1
OG0010954	Cg003G0912200	CP8_g53244_DN3_SP0_c.t1
OG0010955	Cg003G0872400, Cg016G3059400	CP8_g52594_DN3_SP3_c.t1
OG0010956	Cg003G0833400	CP8_g52223_DN3_SP5_c.t1
OG0010957	Cg001G0308300	CP6_g8903_DN3_SP8_c.t1
OG0010958	Cg001G0287800	CP6_g8643_DN3_SP0_c.t1
OG0010959	Cg001G0284400	CP6_g8267_DN3_SP4_c.t1
OG0010960	Cg001G0281600	CP6_g7762_DN3_SP0_c.t1
OG0010961	Cg001G0274300	CP6_g7598_DN3_SP0_c.t1
OG0010962	Cg001G0273500	CP6_g7589_DN3_SP0_c.t1
OG0010963	Cg004G1352500	CP7_g46266_DN3_SP6_c.t1
OG0010964	Cg001G0270600	CP6_g7545_DN3_SP1_c.t1
OG0010965	Cg001G0269500	CP6_g7529_DN3_SP0_c.t1
OG0010966	Cg001G0271400	CP6_g7557_DN3_SP8_c.t1
OG0010967	Cg001G0264500	CP6_g7483_DN3_SP6_c.t1
OG0010968	Cg008G2858900, Cg008G2844000, Cg001G0261400	CP6_g7444_DN3_SP2_c.t1
OG0010969	Cg001G0358600	CP5_g1574_DN3_SP8_c.t1
OG0010970	Cg001G0259900	CP6_g7420_DN3_SP4_c.t1
OG0010971	Cg002G0661700	CP13_g19357_DN3_SP8_c.t1
OG0010972	Cg001G0257500	CP6_g7388_DN3_SP2_c.t1
OG0010973	Cg001G0256000	CP6_g7378_DN3_SP8_c.t1
OG0010974	Cg001G0252800	CP6_g7354_DN1_SP1_c.t1
OG0010975	Cg001G0250800	CP6_g7332_DN2_SP2_c.t1
OG0010976	Cg006G2048200, Cg006G2049100	CP7_g45595_DN3_SP0_c.t1
OG0010977	Cg003G0837100	CP8_g52175_DN3_SP8_c.t1
OG0010978	Cg001G0247000	CP1_g39175_DN3_SP0_c.t1, CP6_g7282_DN3_SP6_c.t1
OG0010979	Cg001G0246400	CP6_g7277_DN3_SP8_c.t1
OG0010980	Cg001G0247300	CP6_g7289_DN3_SP5_c.t1
OG0010981	Cg007G2499700	CP9_g28928_DN3_SP8_c.t1
OG0010982	Cg007G2501600	CP9_g28946_DN3_SP0_c.t1
OG0010984	Cg007G2503800	CP9_g28973_DN3_SP8_c.t1
OG0010985	Cg007G2504200	CP9_g28977_DN3_SP7_c.t1
OG0010986	Cg007G2505200	CP9_g28988_DN1_SP0_c.t1
OG0010987	Cg007G2505500	CP9_g28992_DN3_SP8_c.t1
OG0010988	Cg007G2506400	CP9_g29001_DN3_SP5_c.t1
OG0010989	Cg005G1574500	CP4_g25150_DN3_SP5_c.t1
OG0010990	Cg007G2508100	CP9_g29017_DN3_SP0_c.t1
OG0010991	Cg007G2508400	CP9_g29020_DN3_SP7_c.t1
OG0010993	Cg007G2509900	CP9_g29030_DN3_SP8_c.t1
OG0010994	Cg007G2510400	CP9_g29035_DN3_SP2_c.t1
OG0010995	Cg007G2512300	CP9_g29055_DN3_SP0_c.t1
OG0010996	Cg007G2512900	CP9_g29065_DN3_SP8_c.t1
OG0010997	Cg007G2514200	CP9_g29078_DN3_SP0_c.t1
OG0010998	Cg007G2515300	CP9_g29085_DN3_SP0_c.t1
OG0010999	Cg007G2515400	CP9_g29086_DN3_SP8_c.t1
OG0011000	Cg007G2516900	CP9_g29099_DN3_SP0_c.t1
OG0011001	Cg007G2519100	CP9_g29122_DN3_SP8_c.t1
OG0011002	Cg007G2519200	CP9_g29123_DN3_SP0_c.t1
OG0011003	Cg007G2519300	CP9_g29124_DN1_SP0_c.t1
OG0011004	Cg007G2454800	CP9_g28441_DN3_SP0_c.t1
OG0011006	Cg007G2459600	CP9_g28489_DN3_SP2_c.t1
OG0011007	Cg007G2460100	CP9_g28493_DN3_SP1_c.t1
OG0011008	Cg007G2461100	CP9_g28499_DN3_SP0_c.t1
OG0011009	Cg007G2463800	CP9_g28510_DN3_SP6_c.t1
OG0011011	Cg001G0114400	CP5_g1123_DN3_SP8_c.t1
OG0011012	Cg001G0113200	CP5_g1110_DN3_SP1_c.t1
OG0011013	Cg001G0113100	CP5_g1108_DN3_SP4_c.t1
OG0011014	Cg001G0112000	CP5_g1099_DN3_SP0_c.t1
OG0011015	Cg001G0111300	CP5_g1092_DN3_SP8_c.t1
OG0011016	Cg001G0111200	CP5_g1091_DN2_SP4_c.t1
OG0011017	Cg004G1337400	CP12_g31146_DN3_SP8_c.t1
OG0011019	Cg007G2267500	CP2_g48909_DN3_SP8_c.t1
OG0011020	Cg007G2267300	CP2_g48907_DN3_SP2_c.t1
OG0011021	Cg007G2266400	CP2_g48903_DN3_SP3_c.t1
