Orthogroup	Cardamine_glauca	Alyssum_gmelinii
OG0008743	Cg008G2652400	Ag013G1561600
OG0008744	Cg008G2651200	Ag013G1562900
OG0008745	Cg008G2650900	Ag013G1563200
OG0008746	Cg008G2649900	Ag013G1564900
OG0008747	Cg008G2648100	Ag013G1568500
OG0008748	Cg003G0726800, Cg003G0871100	Ag013G1570800
OG0008749	Cg003G0870900, Cg003G0727000	Ag013G1571000
OG0008750	Cg003G0868500, Cg003G0729700	Ag013G1573900
OG0008751	Cg003G0868400, Cg003G0729800	Ag013G1574000
OG0008752	Cg003G0866900, Cg003G0731400	Ag013G1576400
OG0008753	Cg001G0152900	Ag013G1578100
OG0008754	Cg003G0891700	Ag013G1578400
OG0008755	Cg001G0154900	Ag013G1580200
OG0008757	Cg014G3045400, Cg003G0710300	Ag019G2514900
OG0008758	Cg005G1691300	Ag013G1584200
OG0008759	Cg005G1689600	Ag013G1584600
OG0008760	Cg005G1685000	Ag013G1586500
OG0008761	Cg005G1683200	Ag013G1587400
OG0008762	Cg005G1674700	Ag013G1591600
OG0008763	Cg005G1674000	Ag013G1593000
OG0008764	Cg005G1671400	Ag013G1593500
OG0008765	Cg005G1670900	Ag013G1593600
OG0008766	Cg005G1664300	Ag013G1596200
OG0008767	Cg002G0569400	Ag013G1596400, Ag017G2414100
OG0008768	Cg005G1659900	Ag013G1597400, Ag013G1597300
OG0008769	Cg005G1659400	Ag013G1598000
OG0008770	Cg005G1659200	Ag013G1598200
OG0008771	Cg005G1658700	Ag013G1598900
OG0008772	Cg005G1657600	Ag013G1600200
OG0008773	Cg005G1656300	Ag013G1601700
OG0008774	Cg005G1656000	Ag013G1602000
OG0008775	Cg005G1655800	Ag013G1602100
OG0008776	Cg005G1652300	Ag013G1605200
OG0008777	Cg005G1651800	Ag013G1605900
OG0008778	Cg005G1649800	Ag013G1607700
OG0008779	Cg005G1649100	Ag013G1608400
OG0008780	Cg005G1647000	Ag013G1610200
OG0008782	Cg005G1646800	Ag013G1610400, Ag023G2845300
OG0008783	Cg005G1645900	Ag013G1611400
OG0008784	Cg005G1645700	Ag013G1611500
OG0008785	Cg005G1645000	Ag013G1612300
OG0008786	Cg005G1643100	Ag013G1613800
OG0008787	Cg005G1640200	Ag013G1619000
OG0008788	Cg005G1640000	Ag013G1619100
OG0008789	Cg005G1633400	Ag013G1625100
OG0008790	Cg005G1632900	Ag013G1625600
OG0008791	Cg005G1632500	Ag013G1626100, Ag026G2995800, Ag013G1626300
OG0008792	Cg005G1631700	Ag013G1630700
OG0008793	Cg005G1630600, Cg005G1630100	Ag013G1633100
OG0008794	Cg005G1628900	Ag013G1634300
OG0008795	Cg005G1627300	Ag013G1636000
OG0008796	Cg005G1627200	Ag013G1636200
OG0008797	Cg005G1625500	Ag013G1638000
OG0008798	Cg005G1622200	Ag013G1642300
OG0008799	Cg005G1621500	Ag013G1642800
OG0008800	Cg005G1621400	Ag013G1642900
OG0008801	Cg005G1620500	Ag013G1643900
OG0008802	Cg005G1619800	Ag013G1644900
OG0008803	Cg005G1619600	Ag013G1645200
OG0008804	Cg005G1618600	Ag013G1646300
OG0008805	Cg005G1618100	Ag013G1647100
OG0008806	Cg005G1615100	Ag013G1652600
OG0008807	Cg005G1614500	Ag013G1653400
OG0008809	Cg005G1611300	Ag013G1659200
OG0008810	Cg005G1607900	Ag013G1661300
OG0008811	Cg005G1609700	Ag013G1663700
OG0008812	Cg001G0290200	Ag013G1665700
OG0008814	Cg005G1604800	Ag013G1669100
OG0008815	Cg005G1601700	Ag013G1672400
OG0008816	Cg005G1600600	Ag013G1673300
OG0008817	Cg005G1599900	Ag013G1674200
OG0008818	Cg005G1599800	Ag013G1674400
OG0008819	Cg005G1599400	Ag013G1674700
OG0008820	Cg005G1598800	Ag013G1675200
OG0008821	Cg008G2927900	Ag013G1676100
OG0008822	Cg008G2931400	Ag013G1679300
OG0008823	Cg008G2933300	Ag013G1680700
OG0008824	Cg008G2934500	Ag013G1682300
OG0008825	Cg008G2935800	Ag013G1683300
OG0008826	Cg008G2936000	Ag013G1683500
OG0008827	Cg001G0158800	Ag013G1688200
OG0008828	Cg008G2942400	Ag013G1689500
OG0008830	Cg001G0152100	Ag013G1693100
OG0008831	Cg001G0151900	Ag013G1693300
OG0008832	Cg001G0150300	Ag013G1694800
OG0008833	Cg006G1853900	Ag013G1701800
OG0008834	Cg006G1854600	Ag013G1702000
OG0008835	Cg006G1856100	Ag013G1702700
OG0008838	Cg006G1858900	Ag013G1704800
OG0008839	Cg006G1873100	Ag013G1708800
OG0008840	Cg006G1864200	Ag013G1710400
OG0008841	Cg006G1861900	Ag013G1711800
OG0008842	Cg006G1998400	Ag013G1713000
OG0008843	Cg006G1997100	Ag013G1714400
OG0008844	Cg006G1994500	Ag013G1717200
OG0008846	Cg006G1992500	Ag013G1719600
OG0008847	Cg006G1991000	Ag013G1721200
OG0008848	Cg006G1987000	Ag013G1726200
OG0008849	Cg006G1984700	Ag013G1728600
OG0008850	Cg006G1984600	Ag013G1728700
OG0008851	Cg006G1983900	Ag013G1729300
OG0008852	Cg006G1978500	Ag013G1734100
OG0008853	Cg008G2859800, Cg008G2845100, Cg008G2860000	Ag013G1734900
OG0008854	Cg006G1977500	Ag013G1735700
OG0008855	Cg006G1974900	Ag013G1738000
OG0008856	Cg006G1974100	Ag013G1740300
OG0008857	Cg006G1971200	Ag013G1743700
OG0008858	Cg006G1967900	Ag013G1748100
OG0008859	Cg006G1967600	Ag013G1748400
OG0008861	Cg006G1965100	Ag013G1751600
OG0008862	Cg006G1964400	Ag013G1752500
OG0008863	Cg006G1963700	Ag013G1753000
OG0008864	Cg006G1963200	Ag013G1753400
OG0008865	Cg006G1961400, Cg007G2293700	Ag013G1755900
OG0008866	Cg006G1960900	Ag013G1756700
OG0008867	Cg003G0831200, Cg003G0879800	Ag013G1757900
OG0008868	Cg006G1958100	Ag013G1759000
OG0008869	Cg006G1955100	Ag013G1761900
OG0008870	Cg006G1953500	Ag013G1763500
OG0008871	Cg006G1949500	Ag013G1767100
OG0008872	Cg006G1946700	Ag013G1769500
OG0008873	Cg005G1580200	Ag013G1769600
OG0008874	Cg002G0684400	Ag062G5051300
OG0008875	Cg002G0682500	Ag062G5054700
OG0008876	Cg002G0677700	Ag062G5061100
OG0008878	Cg003G1061800	Ag004G0417500
OG0008879	Cg003G1061500	Ag034G3843700, Ag004G0418000
OG0008880	Cg003G1061300	Ag004G0418200
OG0008881	Cg003G1059900	Ag004G0420000
OG0008882	Cg003G1059700	Ag004G0420200
OG0008883	Cg003G1059400	Ag004G0420400
OG0008884	Cg003G1058700	Ag004G0420900
OG0008885	Cg003G1057900	Ag004G0421900
OG0008886	Cg003G1056200	Ag004G0423900
OG0008887	Cg003G1055900	Ag004G0424300
OG0008888	Cg003G1053800	Ag004G0426700
OG0008889	Cg003G1053000	Ag004G0427500
OG0008890	Cg003G1051900	Ag004G0429500
OG0008891	Cg003G1048700	Ag004G0433000
OG0008892	Cg003G1048400	Ag004G0433400
OG0008893	Cg003G1047600	Ag004G0435000
OG0008894	Cg003G1044500	Ag004G0440200
OG0008895	Cg003G1042600	Ag004G0441600
OG0008896	Cg003G1042700	Ag004G0441900
OG0008897	Cg003G1042900	Ag004G0442100
OG0008898	Cg003G1043600	Ag004G0443900
OG0008899	Cg003G1041500	Ag004G0445600
OG0008900	Cg003G1040100	Ag004G0447300
OG0008901	Cg003G1037900	Ag004G0450000
OG0008902	Cg003G1034500	Ag004G0454500
OG0008903	Cg003G1033000	Ag014G1994500, Ag004G0456100
OG0008904	Cg003G1031300	Ag004G0457900, Ag004G0458100
OG0008905	Cg003G1030000	Ag004G0460200
OG0008906	Cg003G1029500	Ag004G0461200
OG0008907	Cg003G1028700	Ag004G0462200
OG0008908	Cg003G1027400, Cg003G1027500, Cg002G0491500	Ag004G0465000
OG0008909	Cg003G1025300	Ag004G0467700
OG0008910	Cg003G1024200	Ag004G0470600
OG0008911	Cg003G1023100	Ag004G0471700
OG0008912	Cg003G1020300	Ag004G0476200
OG0008913	Cg003G1019400	Ag004G0477200
OG0008914	Cg003G1018400	Ag004G0478400
OG0008915	Cg003G1017800	Ag004G0479000
OG0008916	Cg003G1016900, Cg002G0548600	Ag004G0480200
OG0008917	Cg003G1016100	Ag004G0482100
OG0008918	Cg003G1015700	Ag004G0482800
OG0008919	Cg003G1014900	Ag004G0484100
OG0008920	Cg003G1014300	Ag004G0486000
OG0008921	Cg003G1013600	Ag004G0486400
OG0008922	Cg003G1012100	Ag004G0488100
OG0008923	Cg003G1011500	Ag004G0489300
OG0008924	Cg003G1011100	Ag004G0489600
OG0008925	Cg003G1010800	Ag004G0490000
OG0008926	Cg003G1009200	Ag004G0492000
OG0008927	Cg003G1008300	Ag004G0493500
OG0008928	Cg003G1005200	Ag004G0498200
OG0008929	Cg003G1002000	Ag004G0503200
OG0008930	Cg008G2787400	Ag004G0509800
OG0008931	Cg008G2788700	Ag004G0511100
OG0008932	Cg008G2789100	Ag004G0511700
OG0008933	Cg008G2790200	Ag004G0512900
OG0008934	Cg008G2790500	Ag004G0513200
OG0008935	Cg008G2791700	Ag004G0515500
OG0008936	Cg008G2792000	Ag004G0515800
OG0008937	Cg008G2792900	Ag004G0516500
OG0008938	Cg008G2795700	Ag004G0521100
OG0008939	Cg008G2798800	Ag004G0526200
OG0008940	Cg008G2800700	Ag004G0528800
OG0008941	Cg008G2801100	Ag004G0529200
OG0008942	Cg008G2802100	Ag004G0532200
OG0008943	Cg008G2802400	Ag004G0532600
OG0008944	Cg008G2803200	Ag004G0533500
OG0008945	Cg008G2805500	Ag004G0536500
OG0008946	Cg008G2805700	Ag004G0536700
OG0008947	Cg008G2807000	Ag004G0539100
OG0008948	Cg008G2807200	Ag004G0539300
OG0008949	Cg008G2808500	Ag004G0540500
OG0008950	Cg008G2809800	Ag004G0541800
OG0008951	Cg008G2814000	Ag002G0174300, Ag004G0547300
OG0008952	Cg008G2814800	Ag004G0548100
OG0008953	Cg008G2818700	Ag004G0552100
OG0008954	Cg008G2761100	Ag004G0554500
OG0008955	Cg008G2762000	Ag004G0555400
OG0008956	Cg008G2761600	Ag004G0555900
OG0008957	Cg008G2761500	Ag004G0556000
OG0008958	Cg008G2761400	Ag004G0556100
OG0008959	Cg008G2761200	Ag004G0556500
OG0008960	Cg008G2762600	Ag004G0557000
OG0008961	Cg008G2762700	Ag004G0557100
OG0008962	Cg008G2762800	Ag004G0557200
OG0008963	Cg008G2764200	Ag004G0559100
OG0008964	Cg008G2764500	Ag004G0559900
OG0008965	Cg008G2766400	Ag004G0564400
OG0008966	Cg008G2766800	Ag004G0564800
OG0008967	Cg008G2767200	Ag004G0565600
OG0008968	Cg008G2767600	Ag004G0566300
OG0008969	Cg008G2769600	Ag004G0570600
OG0008970	Cg008G2771500	Ag004G0573100
OG0008971	Cg008G2772800	Ag004G0576900
OG0008972	Cg008G2773000	Ag004G0577100
OG0008973	Cg008G2774000	Ag004G0580400
OG0008974	Cg008G2774300	Ag004G0580800
OG0008975	Cg008G2774800	Ag004G0581500
OG0008976	Cg008G2775000	Ag004G0581900
OG0008977	Cg008G2776900	Ag004G0583800
OG0008978	Cg008G2778000	Ag004G0585500
OG0008979	Cg008G2779500	Ag004G0589300, Ag004G0587800
OG0008980	Cg008G2781400	Ag004G0594000
OG0008981	Cg008G2781800	Ag004G0594500
OG0008982	Cg008G2783700	Ag004G0598600
OG0008983	Cg003G0925500	Ag004G0601300
OG0008984	Cg008G2785600	Ag004G0602600
OG0008985	Cg008G2787100	Ag004G0610200
OG0008986	Cg003G0997400	Ag004G0612400
OG0008987	Cg003G0994400	Ag004G0620900
OG0008988	Cg003G0993400	Ag004G0622700
OG0008989	Cg003G0990400	Ag004G0629800
OG0008990	Cg003G0990100	Ag004G0630100
OG0008991	Cg003G0988500	Ag004G0632800
OG0008992	Cg003G0989300	Ag004G0633200
OG0008993	Cg003G0988100	Ag004G0634400
OG0008994	Cg003G0981800	Ag004G0650800
OG0008995	Cg003G0981400	Ag004G0651400, Ag022G2751700
OG0008996	Cg003G0980200	Ag004G0653500
OG0008997	Cg003G0979800	Ag004G0655200
OG0008998	Cg003G0979500	Ag004G0655800
OG0008999	Cg003G0976500	Ag004G0662800
OG0009000	Cg003G0973900, Cg007G2298100	Ag004G0666400
OG0009001	Cg003G0972900	Ag004G0668600
OG0009002	Cg003G0971600	Ag004G0670500
OG0009003	Cg006G2056700, Cg005G1696900	Ag004G0672500
OG0009004	Cg003G0970500	Ag004G0672700
OG0009005	Cg007G2556100	Ag004G0676800
OG0009006	Cg003G0968600	Ag004G0677800
OG0009007	Cg003G0966300	Ag004G0682500
OG0009008	Cg003G0965500	Ag004G0686200
OG0009009	Cg003G0963900	Ag004G0692300
OG0009010	Cg003G0963100	Ag004G0693700
OG0009011	Cg003G0962900	Ag004G0694000, Ag027G3038500
OG0009012	Cg003G0962100	Ag004G0695600
OG0009013	Cg003G0961800	Ag004G0696000
OG0009014	Cg003G0961700	Ag004G0696400
OG0009015	Cg003G0959100	Ag004G0703000
OG0009016	Cg003G0959000	Ag004G0703600
OG0009017	Cg003G0957700	Ag004G0706500
OG0009018	Cg003G0957300	Ag004G0707300
OG0009019	Cg003G0956800	Ag004G0709500
OG0009020	Cg003G0956400	Ag004G0710400
OG0009021	Cg003G0954900	Ag004G0712200
OG0009022	Cg003G0954700	Ag004G0712600
OG0009023	Cg003G0952100	Ag004G0720100
OG0009024	Cg003G0951900	Ag004G0720300
OG0009025	Cg003G0950600	Ag004G0723000
OG0009026	Cg003G0951400	Ag004G0724000
OG0009027	Cg003G0948200	Ag004G0730800
OG0009028	Cg003G0948000	Ag004G0731200
OG0009029	Cg003G0947200	Ag004G0733000
OG0009030	Cg003G0945100	Ag004G0736500
OG0009031	Cg003G0945000	Ag004G0736900
OG0009032	Cg003G0943800	Ag004G0739200
OG0009034	Cg003G0940700	Ag004G0745600
OG0009035	Cg003G0940000	Ag004G0746200
OG0009036	Cg003G0939700	Ag004G0746400
OG0009037	Cg003G0939100	Ag004G0748700
OG0009038	Cg003G0938400	Ag004G0750400
OG0009039	Cg002G0532700	Ag004G0759000
OG0009040	Cg002G0535200	Ag004G0764100
OG0009041	Cg002G0535500	Ag004G0764300
OG0009042	Cg002G0536700	Ag004G0768200
OG0009043	Cg002G0537400	Ag011G1241200, Ag004G0768900
OG0009044	Cg002G0538800	Ag004G0772100
OG0009045	Cg002G0540000, Cg002G0540200	Ag004G0775200
OG0009046	Cg003G0927500	Ag004G0780500, Ag020G2557300
OG0009047	Cg003G0931300	Ag020G2555900, Ag004G0782600
OG0009048	Cg003G0720900, Cg014G3034600	Ag022G2631500
OG0009049	Cg003G0726500, Cg003G0871400	Ag022G2651000
OG0009050	Cg005G1722300, Cg005G1711100	Ag022G2652300
OG0009051	Cg008G2646000	Ag022G2654000
OG0009052	Cg001G0313400	Ag022G2660700
OG0009053	Cg007G2258200	Ag024G2896300, Ag022G2667800, Ag016G2310000
OG0009054	Cg008G2640600	Ag022G2674900
OG0009055	Cg008G2638800	Ag022G2679200
OG0009056	Cg008G2636700	Ag022G2683500
OG0009057	Cg008G2636400	Ag022G2685100, Ag022G2685200, Ag002G0169300
OG0009058	Cg008G2635200	Ag022G2689200
OG0009059	Cg008G2634600	Ag022G2690000
OG0009060	Cg008G2749000	Ag060G5009800, Ag022G2693900
OG0009061	Cg008G2748900	Ag022G2694000, Ag060G5010000
OG0009062	Cg006G2007200	Ag022G2695100
OG0009063	Cg008G2632700	Ag022G2697400
OG0009064	Cg006G2006000	Ag022G2700700
OG0009065	Cg008G2632000	Ag022G2702800
OG0009066	Cg008G2631900	Ag022G2702900
OG0009067	Cg008G2629600	Ag022G2707400, Ag022G2707000
OG0009068	Cg008G2628600	Ag022G2708700
OG0009069	Cg008G2627600	Ag022G2710000
OG0009070	Cg008G2626600	Ag022G2713500
OG0009071	Cg008G2626200	Ag022G2714300
OG0009072	Cg008G2625200	Ag022G2716100
OG0009073	Cg008G2624300	Ag022G2718700
OG0009074	Cg008G2624200	Ag022G2718800
OG0009075	Cg005G1502600	Ag022G2720100, Ag002G0158700
OG0009076	Cg008G2623000	Ag022G2720900
OG0009077	Cg008G2622300	Ag022G2722700
OG0009078	Cg008G2622200	Ag022G2723300
OG0009079	Cg008G2620300	Ag022G2725700
OG0009080	Cg008G2616100, Cg008G2616600, Cg008G2615800	Ag022G2732900
OG0009081	Cg008G2614900	Ag022G2734900
OG0009082	Cg008G2614100	Ag022G2737100, Ag003G0318300
OG0009083	Cg008G2613400	Ag022G2738300
OG0009084	Cg014G3054000, Cg003G0701900	Ag022G2739000
OG0009085	Cg008G2611800	Ag022G2741900
OG0009086	Cg008G2611100	Ag022G2742900
OG0009087	Cg008G2610300	Ag022G2744200
OG0009089	Cg008G2608900	Ag022G2745600
OG0009090	Cg008G2608600	Ag022G2746200
OG0009091	Cg003G0888800	Ag015G2212700, Ag022G2748100
OG0009092	Cg008G2608000	Ag022G2748900
OG0009093	Cg008G2606600	Ag022G2752400
OG0009094	Cg008G2606500	Ag022G2752600
OG0009095	Cg008G2604400	Ag022G2756600
OG0009096	Cg008G2603600	Ag022G2758400
OG0009097	Cg008G2602700	Ag022G2760100
OG0009098	Cg008G2600500	Ag022G2766700
OG0009099	Cg006G1884700	Ag022G2771600
OG0009100	Cg008G2597000	Ag022G2772700
OG0009101	Cg008G2595600	Ag022G2774100
OG0009102	Cg008G2594500	Ag022G2777300
OG0009103	Cg008G2593700	Ag022G2778400
OG0009104	Cg008G2592700	Ag022G2781400
OG0009105	Cg008G2587100	Ag022G2790300
OG0009106	Cg008G2586600	Ag022G2791000
OG0009107	Cg008G2586000	Ag022G2791800
OG0009108	Cg008G2585400	Ag022G2792900
OG0009109	Cg001G0177100	Ag022G2794100
OG0009110	Cg008G2585100	Ag022G2794300
OG0009111	Cg008G2583200	Ag022G2796500
OG0009112	Cg001G0378400	Ag075G5282800
OG0009113	Cg001G0380700	Ag075G5289100
OG0009114	Cg001G0380900	Ag075G5289200
OG0009116	Cg001G0383000	Ag075G5293500
OG0009117	Cg001G0383300	Ag075G5294500
OG0009118	Cg001G0383500	Ag075G5294700
OG0009119	Cg004G1143600	Ag075G5302000
OG0009120	Cg001G0393100	Ag075G5307200
OG0009121	Cg007G2579900	Ag048G4554200
OG0009122	Cg007G2580300	Ag048G4554700
OG0009123	Cg007G2580700	Ag033G3584100, Ag048G4555200
OG0009124	Cg007G2581400	Ag048G4556900
OG0009125	Cg007G2579300	Ag048G4559200, Ag011G1127100
OG0009126	Cg007G2578600	Ag048G4560700, Ag048G4560600
OG0009127	Cg007G2578400	Ag048G4561400
OG0009128	Cg007G2578000	Ag048G4561700
OG0009129	Cg007G2577500	Ag048G4562100, Ag023G2823100
OG0009130	Cg007G2577100	Ag048G4562600
OG0009131	Cg007G2576200	Ag048G4564100
OG0009132	Cg007G2572000	Ag048G4569200
OG0009133	Cg007G2572700	Ag048G4569900
OG0009134	Cg007G2573100	Ag048G4572400, Ag048G4572100
OG0009135	Cg007G2573200	Ag048G4572500
OG0009136	Cg007G2570500	Ag048G4577600, Ag011G1251400
OG0009137	Cg007G2569700	Ag048G4578700
OG0009138	Cg007G2568700	Ag048G4580900
OG0009139	Cg007G2568500	Ag048G4581200
OG0009140	Cg007G2568200	Ag048G4583000
OG0009141	Cg007G2565900	Ag048G4587300
OG0009142	Cg007G2562500, Cg007G2562400	Ag048G4592300
OG0009143	Cg007G2560600	Ag048G4595300
OG0009144	Cg007G2558800	Ag048G4598300
OG0009145	Cg007G2558300	Ag048G4602500, Ag048G4602700, Ag048G4602600
OG0009146	Cg007G2556800	Ag048G4605700
OG0009147	Cg007G2555500	Ag048G4612200
OG0009148	Cg007G2555200	Ag048G4612800
OG0009149	Cg007G2555000	Ag048G4613200
OG0009150	Cg007G2551500	Ag048G4619500
OG0009151	Cg007G2551100	Ag048G4620800
OG0009152	Cg007G2549200	Ag048G4623800
OG0009153	Cg002G0495100	Ag048G4624700
OG0009154	Cg007G2548400	Ag048G4627000
OG0009155	Cg007G2547700	Ag048G4631400
OG0009156	Cg007G2544900	Ag048G4641500
OG0009157	Cg007G2544800	Ag048G4641600
OG0009158	Cg007G2543900	Ag048G4645200
OG0009159	Cg007G2543300	Ag048G4646000
OG0009160	Cg007G2542300	Ag048G4647200
OG0009161	Cg007G2541300	Ag048G4648400
OG0009162	Cg007G2540500	Ag048G4650000
OG0009163	Cg007G2536300	Ag048G4660400
OG0009164	Cg007G2535900	Ag048G4662200
OG0009165	Cg007G2534600	Ag048G4669100
OG0009166	Cg007G2532700	Ag048G4677200
OG0009168	Cg004G1200100	Ag002G0214300, Ag014G1977000, Ag048G4680600
OG0009169	Cg007G2531100	Ag048G4681700
OG0009171	Cg007G2527700	Ag048G4696700
OG0009172	Cg004G1358200	Ag048G4709200, Ag026G2977500, Ag039G4228700
OG0009173	Cg007G2524400	Ag048G4711600
OG0009174	Cg007G2523400	Ag048G4715100
OG0009175	Cg007G2522800	Ag048G4715800
OG0009176	Cg004G1411900	Ag040G4344200
OG0009177	Cg004G1412000	Ag040G4344700
OG0009179	Cg004G1414800	Ag040G4351100
OG0009180	Cg002G0528900	Ag049G4725700
OG0009181	Cg003G0934200	Ag049G4731200
OG0009182	Cg003G0934100	Ag049G4731900
OG0009183	Cg003G0933800	Ag049G4732900
OG0009184	Cg006G1780200	Ag032G3419100
OG0009185	Cg006G1782700	Ag032G3423300
OG0009186	Cg006G1783400	Ag032G3425400
OG0009187	Cg006G1784200	Ag032G3426100
OG0009188	Cg006G1785600	Ag032G3428200
OG0009189	Cg006G1788500	Ag032G3444300, Ag032G3436700
OG0009190	Cg006G1789200	Ag032G3438400
OG0009191	Cg006G1794400, Cg006G1794100	Ag032G3449100
OG0009192	Cg006G1797100	Ag032G3457400
OG0009193	Cg006G1797300	Ag032G3457700
OG0009194	Cg006G1797500	Ag032G3458000
OG0009195	Cg006G1798800, Cg006G1798600	Ag032G3464000
OG0009196	Cg006G1800600	Ag032G3467500
OG0009197	Cg006G1800800	Ag032G3467700
OG0009198	Cg006G1801000	Ag032G3467900
OG0009200	Cg006G1803300	Ag032G3472300
OG0009201	Cg005G1573300	Ag054G4877000
OG0009202	Cg005G1572900	Ag054G4878000
OG0009203	Cg005G1571700	Ag054G4880700
OG0009204	Cg005G1571400	Ag054G4881900, Ag038G4159600
OG0009205	Cg005G1568800	Ag054G4888700
OG0009206	Cg001G0140600	Ag033G3526900
OG0009208	Cg002G0575900	Ag041G4355800, Ag009G0980500
OG0009209	Cg002G0579700	Ag009G0976900, Ag041G4359100
OG0009210	Cg002G0584400	Ag041G4360700, Ag009G0975300
OG0009211	Cg002G0643400	Ag041G4363800, Ag009G0970400
OG0009212	Cg003G0791200	Ag041G4369600, Ag076G5309500
OG0009213	Cg016G3059700, Cg003G0872700	Ag041G4376800
OG0009214	Cg003G0913100	Ag082G5406200
OG0009215	Cg001G0318000	Ag007G0858000
OG0009216	Cg001G0309900	Ag007G0861000
OG0009217	Cg001G0313300	Ag007G0865000
OG0009219	Cg001G0296600	Ag007G0866800
OG0009220	Cg001G0283200	Ag007G0882200
OG0009221	Cg001G0270900, Cg001G0270800	Ag007G0893400
OG0009222	Cg001G0270700	Ag007G0893500
OG0009223	Cg001G0020500	Ag007G0895700, Ag063G5085900, Ag011G1065400, Ag063G5086000
OG0009224	Cg001G0261900	Ag007G0906700
OG0009225	Cg008G2843900, Cg008G2858800, Cg001G0261500	Ag007G0907600
OG0009226	Cg001G0258000	Ag007G0914700
OG0009227	Cg001G0257300	Ag007G0916500
OG0009228	Cg001G0252500	Ag007G0919900
OG0009229	Cg001G0251700	Ag007G0921400
OG0009230	Cg007G2500100	Ag078G5333000
OG0009231	Cg007G2500500	Ag078G5333700
OG0009232	Cg007G2501000	Ag078G5335300
OG0009233	Cg007G2501700	Ag078G5339100
OG0009235	Cg007G2505000	Ag078G5349900
OG0009236	Cg007G2506600	Ag078G5354000
OG0009237	Cg007G2508500	Ag078G5360600
OG0009238	Cg007G2509800	Ag078G5363700
OG0009239	Cg007G2512000	Ag078G5369700
OG0009240	Cg007G2512100	Ag078G5370000
OG0009241	Cg008G2861100, Cg008G2846300	Ag078G5376900
OG0009242	Cg007G2513100	Ag078G5378600
OG0009243	Cg007G2514000	Ag078G5380000
OG0009244	Cg007G2454900	Ag056G4935200
OG0009245	Cg007G2457700	Ag056G4941400
OG0009246	Cg007G2458900	Ag056G4944000
OG0009247	Cg007G2459800	Ag056G4944700
OG0009248	Cg007G2463400	Ag056G4948900
OG0009249	Cg001G0116700	Ag045G4507500
OG0009250	Cg001G0115200	Ag045G4511500
OG0009251	Cg001G0115000	Ag045G4512000
OG0009252	Cg001G0114200	Ag045G4514200
OG0009253	Cg001G0113300	Ag045G4516200
OG0009254	Cg001G0111900	Ag045G4518700
OG0009255	Cg003G0915500	Ag092G5457300
OG0009256	Cg007G2265800	Ag063G5084500, Ag002G0108900
OG0009257	Cg007G2265700	Ag063G5085100, Ag002G0108300
OG0009258	Cg007G2264600	Ag063G5090200, Ag002G0102600
OG0009259	Cg001G0371000	Ag071G5237700
OG0009260	Cg004G1333900	Ag071G5242900
OG0009261	Cg001G0374200	Ag071G5246300
OG0009262	Cg001G0374300	Ag071G5246500
OG0009263	Cg001G0374400	Ag071G5246900
OG0009264	Cg003G0888700	Ag012G1273900
OG0009265	Cg002G0619700	Ag012G1287400
OG0009266	Cg002G0647700	Ag012G1296400
OG0009267	Cg002G0648500	Ag012G1297900
OG0009268	Cg002G0649100	Ag012G1300000
OG0009269	Cg005G1457700	Ag012G1302100, Ag003G0294200
OG0009270	Cg002G0649700	Ag012G1303500
OG0009271	Cg002G0652300	Ag012G1307600
OG0009272	Cg002G0656900	Ag012G1314100
OG0009273	Cg002G0657100	Ag012G1316000
OG0009274	Cg002G0657200	Ag012G1316100
OG0009275	Cg002G0657500	Ag012G1316700
OG0009276	Cg002G0657700	Ag012G1316900
OG0009277	Cg002G0657900	Ag012G1317100
OG0009278	Cg002G0658100	Ag012G1317300
OG0009279	Cg002G0659300	Ag012G1320000
OG0009280	Cg002G0660600	Ag012G1321600
OG0009281	Cg002G0662700	Ag002G0153100, Ag012G1324800
OG0009282	Cg002G0662800	Ag012G1325200
OG0009283	Cg002G0662900	Ag012G1325300
OG0009284	Cg002G0668400	Ag012G1331300
OG0009285	Cg002G0668500	Ag012G1332200
OG0009286	Cg002G0669700	Ag012G1334500
OG0009287	Cg016G3059600, Cg003G0872600	Ag012G1338500
OG0009288	Cg002G0671100	Ag012G1338800
OG0009289	Cg003G0886900	Ag057G4952000
OG0009290	Cg007G2464800	Ag057G4964000
OG0009291	Cg007G2461900	Ag057G4966600
OG0009293	Cg008G2967100	Ag006G0805300, Ag058G4977800
OG0009294	Cg008G2965700	Ag058G4970300, Ag006G0812300
OG0009295	Cg008G2872400	Ag006G0818000
OG0009296	Cg008G2964500	Ag006G0818800
OG0009297	Cg008G2964400	Ag024G2889500, Ag024G2889700, Ag024G2889300, Ag024G2889100, Ag006G0819200
OG0009298	Cg008G2959900	Ag006G0833500
OG0009300	Cg008G2954800	Ag006G0840200
OG0009301	Cg008G2953500	Ag006G0842400
OG0009302	Cg006G1834800	Ag001G0008500
OG0009303	Cg006G1831100	Ag001G0024900
OG0009304	Cg006G1830400	Ag001G0025900
OG0009305	Cg006G1829800	Ag001G0029500
OG0009306	Cg006G1829400	Ag001G0030300
OG0009307	Cg006G2110800	Ag001G0041300, Ag001G0041200, Ag034G3881700
OG0009308	Cg006G1820700	Ag001G0057300
OG0009309	Cg006G1818000	Ag001G0062800
OG0009310	Cg006G1817700	Ag001G0063300
OG0009311	Cg006G1815700	Ag001G0067800
