Orthogroup	Cardamine_glauca	Euclidium_syriacum
OG0005986	Cg007G2275200, Cg007G2293800	ESY2_g33889_DN3_SP0_c0.t1
OG0005987	Cg007G2320300	ESY2_g34118_DN3_SP2_c0.t1
OG0005988	Cg001G0393400	ESY8_g59989_DN3_SP8_c0.t1
OG0005989	Cg007G2444500	ESY5_g3251_DN3_SP0_c0.t1
OG0005990	Cg008G2976400	ESY10_g14996_DN3_SP8_c0.t1
OG0005991	Cg008G2977700	ESY10_g14959_DN3_SP8_c0.t1
OG0005992	Cg008G2985100	ESY10_g14787_DN3_SP8_c0.t1
OG0005993	Cg008G2985500	ESY10_g14763_DN2_SP0_c0.t1
OG0005994	Cg008G2986700	ESY10_g14749_DN3_SP7_c0.t1
OG0005995	Cg003G0734000, Cg003G0864400	ESY7_g16543_DN3_SP1_c0.t1
OG0005996	Cg001G0105800	ESY4_g24397_DN3_SP0_c0.t1
OG0005997	Cg006G1853100	ESY2_g38335_DN3_SP4_c0.t1
OG0005998	Cg001G0011700	ESY4_g26772_DN3_SP0_c0.t1
OG0005999	Cg006G2000600	ESY13_g57229_DN3_SP8_c0.t1
OG0006000	Cg006G1841700	ESY2_g37844_DN3_SP0_c0.t1, ESY2_g37845_DN3_SP2_c0.t1
OG0006001	Cg006G1838700	ESY2_g37720_DN3_SP0_c0.t1
OG0006002	Cg001G0016200	ESY4_g26709_DN3_SP4_c0.t1
OG0006003	Cg001G0017500	ESY4_g26685_DN3_SP5_c0.t1
OG0006004	Cg001G0025300	ESY4_g26547_DN3_SP0_c0.t1
OG0006006	Cg001G0030700	ESY4_g26409_DN3_SP0_c0.t1
OG0006007	Cg001G0033900	ESY4_g26306_DN3_SP7_c0.t1
OG0006008	Cg001G0036300	ESY4_g26241_DN3_SP0_c0.t1
OG0006009	Cg001G0036700	ESY4_g26221_DN3_SP0_c0.t1
OG0006011	Cg001G0043700	ESY4_g26013_DN3_SP3_c0.t1
OG0006012	Cg001G0050400	ESY4_g25480_DN3_SP0_c0.t1
OG0006014	Cg001G0054000	ESY4_g25563_DN3_SP8_c0.t1
OG0006015	Cg001G0057000	ESY4_g25635_DN3_SP0_c0.t1
OG0006016	Cg001G0072700	ESY4_g25120_DN3_SP2_c0.t1
OG0006017	Cg001G0068200	ESY4_g25906_DN3_SP8_c0.t1
OG0006018	Cg001G0065800	ESY4_g25840_DN3_SP0_c0.t1
OG0006019	Cg001G0065700	ESY4_g25838_DN3_SP5_c0.t1
OG0006020	Cg001G0065600	ESY4_g25835_DN3_SP8_c0.t1
OG0006021	Cg001G0082500	ESY4_g25059_DN3_SP2_c0.t1
OG0006022	Cg001G0090300	ESY4_g24859_DN3_SP8_c0.t1
OG0006023	Cg001G0090900	ESY4_g24847_DN3_SP0_c0.t1
OG0006024	Cg001G0093900	ESY4_g24747_DN3_SP0_c0.t1
OG0006025	Cg001G0095100	ESY4_g24726_DN3_SP5_c0.t1
OG0006026	Cg007G2489400	ESY2_g35750_DN3_SP0_c0.t1
OG0006027	Cg007G2489000	ESY2_g35746_DN3_SP0_c0.t1
OG0006028	Cg006G2031600	ESY5_g2032_DN3_SP6_c0.t1
OG0006029	Cg006G2028300	ESY5_g1944_DN3_SP7_c0.t1
OG0006031	Cg003G0707200, Cg014G3048300	ESY20_g13021_DN3_SP0_c0.t1
OG0006032	Cg014G3048800, Cg003G0706700	ESY20_g13016_DN3_SP0_c34.t1
OG0006033	Cg003G0698500	ESY20_g13364_DN3_SP1_c0.t1
OG0006034	Cg003G0787500	ESY5_g5573_DN3_SP8_c0.t1
OG0006035	Cg001G0136500	ESY16_g62478_DN3_SP0_c0.t1
OG0006036	Cg001G0126900	ESY16_g62155_DN3_SP0_c0.t1
OG0006037	Cg002G0675200	ESY10_g14159_DN3_SP6_c0.t1
OG0006039	Cg006G2141900	ESY5_g3763_DN3_SP0_c0.t1
OG0006040	Cg006G2093800	ESY5_g4370_DN1_SP0_c0.t1
OG0006041	Cg006G2016700	ESY5_g1368_DN3_SP0_c0.t1
OG0006042	Cg006G2009000	ESY5_g1210_DN3_SP0_c0.t1
OG0006043	Cg006G2007800	ESY5_g1125_DN3_SP8_c0.t1
OG0006047	Cg004G1163400	ESY3_g31082_DN3_SP1_c0.t1
OG0006049	Cg002G0696300	ESY10_g14658_DN3_SP0_c0.t1
OG0006050	Cg002G0672900	ESY10_g14093_DN3_SP0_c0.t1
OG0006051	Cg002G0619400	ESY2_g35143_DN3_SP0_c0.t1
OG0006052	Cg002G0589900	ESY1_g12204_DN3_SP0_c0.t1
OG0006053	Cg002G0522700	ESY1_g9983_DN2_SP0_c0.t1, ESY2_g35465_DN2_SP0_c0.t1
OG0006056	Cg001G0220500	ESY3_g28675_DN3_SP0_c0.t1, ESY3_g28676_DN3_SP0_c0.t1, ESY9_g42589_DN3_SP0_c5.t1, ESY9_g42590_DN3_SP0_c6.t1
OG0006060	Cg019G3067400, Cg025G3076700, Cg035G3081300, Cg040G3083100	ESY76_g38900_DN1_SP0_p0.t1, ESY32_g45740_DN2_SP1_c0.t1
OG0006075	Cg001G0097900	ESY4_g24631_DN3_SP0_c0.t1
OG0006076	Cg001G0096500	ESY4_g24664_DN3_SP7_c0.t1
OG0006077	Cg001G0096300	ESY4_g24683_DN3_SP0_c0.t1
OG0006078	Cg001G0173900	ESY26_g42395_DN3_SP0_c0.t1
OG0006079	Cg002G0554600	ESY1_g8395_DN3_SP0_c0.t1
OG0006080	Cg002G0547000	ESY1_g10484_DN1_SP0_c0.t1
OG0006080	Cg002G0546900	ESY1_g8954_DN1_SP7_c0.t1
OG0006081	Cg002G0546300	ESY1_g8996_DN3_SP8_c0.t1
OG0006082	Cg002G0697000	ESY10_g14668_DN3_SP5_c0.t1
OG0006083	Cg002G0696600	ESY10_g14662_DN3_SP5_c0.t1
OG0006084	Cg002G0693700	ESY10_g14622_DN3_SP8_c0.t1
OG0006085	Cg002G0693200	ESY10_g14616_DN3_SP8_c0.t1
OG0006086	Cg008G2745400	ESY7_g17076_DN3_SP0_c0.t1
OG0006087	Cg005G1675700	ESY8_g59189_DN3_SP0_c0.t1
OG0006088	Cg008G2740800	ESY7_g17137_DN3_SP0_c0.t1
OG0006089	Cg008G2739600	ESY7_g17149_DN2_SP0_c0.t1
OG0006090	Cg008G2735400	ESY7_g17215_DN3_SP0_c0.t1
OG0006091	Cg008G2734400	ESY7_g17223_DN3_SP0_c0.t1
OG0006092	Cg007G2288200	ESY2_g33829_DN3_SP0_c0.t1
OG0006093	Cg004G1251200	ESY3_g29660_DN2_SP0_c0.t1
OG0006094	Cg008G2728100	ESY7_g17308_DN3_SP3_c0.t1
OG0006095	Cg008G2727200	ESY7_g17325_DN3_SP2_c0.t1
OG0006096	Cg008G2726100	ESY7_g17349_DN2_SP1_c0.t1
OG0006097	Cg008G2722100	ESY7_g17408_DN3_SP0_c0.t1
OG0006099	Cg008G2721200	ESY7_g17417_DN3_SP8_c0.t1
OG0006100	Cg008G2720600	ESY7_g17425_DN3_SP8_c0.t1
OG0006101	Cg008G2720300	ESY7_g17428_DN3_SP0_c0.t1
OG0006102	Cg008G2718600	ESY7_g17454_DN3_SP8_c0.t1
OG0006103	Cg008G2718400	ESY7_g17456_DN2_SP1_c0.t1
OG0006104	Cg008G2718000	ESY7_g17464_DN3_SP7_c0.t1
OG0006105	Cg008G2716200	ESY7_g17480_DN2_SP0_c0.t1
OG0006106	Cg004G1118800	ESY3_g31665_DN3_SP4_c3.t1
OG0006107	Cg001G0099800	ESY4_g24571_DN3_SP8_c0.t1
OG0006108	Cg004G1436900	ESY11_g54732_DN3_SP2_c0.t1
OG0006109	Cg003G0751700	ESY18_g63000_DN3_SP2_c0.t1
OG0006110	Cg008G2711400	ESY7_g17566_DN3_SP8_c0.t1
OG0006111	Cg008G2711300	ESY7_g17567_DN3_SP8_c0.t1
OG0006112	Cg008G2835700	ESY10_g15817_DN3_SP8_c0.t1
OG0006113	Cg002G0693900	ESY10_g14624_DN2_SP7_c0.t1
OG0006114	Cg008G2707600	ESY7_g17623_DN2_SP2_c0.t1
OG0006115	Cg008G2707300	ESY7_g17626_DN3_SP0_c0.t1
OG0006116	Cg008G2707100	ESY7_g17630_DN3_SP8_c0.t1
OG0006117	Cg005G1735600, Cg006G2212900	ESY2_g33524_DN3_SP8_c0.t1
OG0006118	Cg008G2701900	ESY7_g17696_DN3_SP0_c4.t1
OG0006119	Cg008G2701000	ESY7_g17710_DN3_SP4_c0.t1
OG0006120	Cg008G2699100	ESY7_g17737_DN3_SP8_c0.t1
OG0006121	Cg008G2698600	ESY7_g17745_DN3_SP7_c0.t1
OG0006122	Cg008G2698500	ESY7_g17746_DN3_SP0_c0.t1
OG0006123	Cg008G2696900	ESY7_g18427_DN3_SP7_c0.t1
OG0006124	Cg008G2696500	ESY7_g18422_DN3_SP1_c0.t1
OG0006126	Cg008G2693000	ESY7_g18381_DN3_SP0_c0.t1
OG0006127	Cg008G2691900	ESY7_g18368_DN3_SP5_c0.t1
OG0006128	Cg008G2691500	ESY7_g18352_DN3_SP0_c0.t1
OG0006129	Cg008G2691200	ESY7_g18348_DN3_SP0_c0.t1
OG0006130	Cg008G2685000	ESY7_g18249_DN3_SP8_c0.t1
OG0006131	Cg008G2682000	ESY7_g18195_DN3_SP8_c0.t1
OG0006132	Cg008G2679600	ESY7_g18154_DN3_SP1_c0.t1
OG0006133	Cg008G2667500	ESY7_g17960_DN3_SP8_c0.t1
OG0006134	Cg008G2662900	ESY7_g17877_DN3_SP2_c0.t1
OG0006135	Cg008G2658800	ESY7_g17786_DN3_SP8_c0.t1
OG0006137	Cg008G2657500	ESY7_g18710_DN3_SP6_c0.t1
OG0006138	Cg008G2655600	ESY7_g18679_DN3_SP7_c0.t1
OG0006139	Cg008G2654600	ESY1_g11204_DN3_SP0_c0.t1
OG0006140	Cg008G2653400	ESY7_g18647_DN2_SP0_c22.t1
OG0006141	Cg008G2650600	ESY7_g18611_DN3_SP0_c0.t1
OG0006142	Cg008G2648700	ESY7_g18575_DN3_SP2_c0.t1
OG0006143	Cg003G0869600, Cg003G0728200	ESY8_g58336_DN3_SP3_c0.t1
OG0006144	Cg003G0728600, Cg003G0869200	ESY8_g58326_DN3_SP6_c0.t1
OG0006145	Cg003G0729600, Cg003G0868600	ESY8_g58318_DN3_SP8_c0.t1
OG0006146	Cg003G0867500, Cg003G0730800	ESY8_g58299_DN3_SP0_c0.t1
OG0006147	Cg003G0867200, Cg003G0731100	ESY8_g58296_DN3_SP0_c0.t1
OG0006148	Cg003G0731200, Cg003G0867100	ESY8_g58295_DN3_SP1_c0.t1
OG0006149	Cg003G0866800, Cg003G0731500	ESY8_g58292_DN3_SP0_c0.t1, ESY4_g23883_DN1_SP0_c0.t1
OG0006150	Cg001G0152600	ESY13_g56824_DN3_SP2_c0.t1
OG0006151	Cg001G0154100	ESY13_g56872_DN3_SP8_c0.t1
OG0006153	Cg005G1679900	ESY8_g59092_DN3_SP0_c0.t1
OG0006154	Cg005G1672000	ESY8_g59054_DN3_SP0_c0.t1
OG0006155	Cg005G1667500	ESY8_g59041_DN3_SP8_c0.t1
OG0006156	Cg005G1659500	ESY8_g59006_DN3_SP1_c0.t1
OG0006157	Cg005G1656400	ESY8_g58979_DN2_SP0_c0.t1
OG0006158	Cg005G1655100	ESY8_g58963_DN3_SP0_c0.t1
OG0006159	Cg005G1654500	ESY8_g58952_DN3_SP6_c0.t1
OG0006160	Cg005G1652200	ESY8_g58933_DN3_SP8_c0.t1
OG0006161	Cg005G1651700	ESY8_g58927_DN3_SP0_c0.t1
OG0006162	Cg005G1648100	ESY8_g58881_DN1_SP0_c0.t1
OG0006165	Cg005G1638400	ESY8_g58772_DN3_SP8_c0.t1
OG0006166	Cg005G1638300	ESY8_g58771_DN3_SP0_c0.t1
OG0006167	Cg005G1637500	ESY8_g58752_DN3_SP0_c0.t1
OG0006169	Cg005G1630800	ESY8_g58674_DN3_SP0_c0.t1
OG0006170	Cg005G1629400	ESY8_g58663_DN3_SP7_c0.t1
OG0006171	Cg005G1629300	ESY8_g58662_DN3_SP0_c0.t1
OG0006172	Cg005G1628700	ESY8_g58658_DN3_SP0_c0.t1
OG0006173	Cg005G1625600	ESY8_g58580_DN3_SP7_c0.t1
OG0006174	Cg005G1624500	ESY8_g58556_DN3_SP8_c0.t1
OG0006175	Cg005G1623900, Cg005G1619500	ESY8_g58494_DN3_SP4_c0.t1
OG0006176	Cg005G1623100	ESY8_g58501_DN3_SP8_c0.t1
OG0006177	Cg005G1616600	ESY8_g58440_DN3_SP8_c0.t1
OG0006178	Cg005G1616500	ESY8_g58438_DN3_SP0_c0.t1
OG0006179	Cg005G1615000	ESY8_g58412_DN3_SP0_c0.t1, ESY8_g58411_DN3_SP0_c0.t1
OG0006180	Cg005G1614600	ESY8_g58408_DN3_SP6_c0.t1
OG0006181	Cg005G1607600	ESY9_g42715_DN3_SP0_c13.t1
OG0006182	Cg005G1607800	ESY20_g12685_DN3_SP8_c0.t1
OG0006183	Cg005G1608900	ESY20_g12674_DN3_SP1_c0.t1
OG0006184	Cg005G1610600	ESY20_g13329_DN3_SP0_c0.t1
OG0006185	Cg005G1603300	ESY20_g12749_DN3_SP1_c0.t1
OG0006186	Cg008G2928000	ESY20_g12855_DN3_SP8_c0.t1
OG0006187	Cg004G1304200	ESY3_g28386_DN3_SP8_c0.t1
OG0006188	Cg008G2935900	ESY8_g58109_DN3_SP0_c0.t1
OG0006189	Cg008G2936800	ESY8_g58129_DN3_SP8_c0.t1
OG0006190	Cg008G2937500	ESY8_g58147_DN3_SP0_c0.t1
OG0006191	Cg008G2940200	ESY8_g58160_DN3_SP8_c0.t1
OG0006193	Cg006G1858100	ESY4_g22516_DN3_SP8_c0.t1
OG0006194	Cg006G1864100	ESY4_g22252_DN3_SP5_c0.t1
OG0006195	Cg006G1998300	ESY4_g22106_DN3_SP4_c0.t1
OG0006196	Cg006G1997300	ESY4_g22174_DN3_SP8_c0.t1
OG0006197	Cg006G1992400	ESY4_g22701_DN2_SP0_c0.t1
OG0006198	Cg006G1990100	ESY4_g22921_DN3_SP7_c0.t1
OG0006199	Cg006G1990000	ESY4_g22926_DN3_SP8_c0.t1
OG0006200	Cg006G1988100	ESY4_g22930_DN3_SP0_c0.t1
OG0006201	Cg006G1985300	ESY4_g23076_DN3_SP0_c0.t1
OG0006202	Cg006G1983800	ESY4_g23156_DN2_SP0_c0.t1, ESY4_g23195_DN2_SP0_c0.t1
OG0006203	Cg006G1983400	ESY4_g23200_DN3_SP8_c0.t1
OG0006204	Cg006G1976500	ESY4_g23307_DN3_SP0_c0.t1
OG0006205	Cg006G1974700	ESY4_g23339_DN3_SP0_c0.t1
OG0006206	Cg006G1973600	ESY4_g23488_DN3_SP0_c0.t1, ESY12_g51971_DN3_SP2_c0.t1
OG0006207	Cg006G1973400	ESY4_g23512_DN3_SP6_c0.t1
OG0006208	Cg006G1972700	ESY2_g33522_DN1_SP0_c0.t1, ESY2_g33523_DN3_SP0_c0.t1
OG0006209	Cg006G1971300	ESY4_g23588_DN3_SP1_c0.t1
OG0006210	Cg006G1970800	ESY4_g23639_DN3_SP8_c0.t1
OG0006211	Cg006G1970400	ESY4_g23656_DN3_SP8_c20.t1
OG0006212	Cg006G1969900, Cg006G1969800	ESY4_g23661_DN3_SP0_c0.t1
OG0006213	Cg006G1960800	ESY16_g61955_DN3_SP0_c0.t1
OG0006214	Cg006G1955300	ESY16_g61829_DN3_SP0_c0.t1
OG0006216	Cg003G1034200	ESY6_g50704_DN3_SP8_c0.t1
OG0006217	Cg006G1950600	ESY16_g61746_DN3_SP0_c0.t1
OG0006218	Cg002G0683500	ESY10_g14356_DN3_SP0_c0.t1
OG0006219	Cg002G0682400	ESY10_g14335_DN3_SP8_c0.t1
OG0006220	Cg002G0677300	ESY10_g14207_DN1_SP0_c0.t1
OG0006221	Cg002G0676600	ESY10_g14195_DN3_SP8_c0.t1
OG0006222	Cg004G1248300	ESY3_g29697_DN3_SP0_c0.t1
OG0006223	Cg003G1060800	ESY2_g34554_DN3_SP0_c0.t1
OG0006223	Cg003G0877800	ESY2_g34588_DN3_SP0_c0.t1
OG0006224	Cg003G1060500	ESY6_g50341_DN3_SP0_c0.t1
OG0006225	Cg003G1054300	ESY6_g50409_DN3_SP7_c0.t1
OG0006226	Cg003G1052200	ESY6_g50429_DN3_SP6_c0.t1
OG0006227	Cg003G1051300	ESY6_g50421_DN3_SP0_c0.t1
OG0006228	Cg003G1047900	ESY6_g50477_DN2_SP0_c0.t1
OG0006229	Cg003G1047500	ESY6_g50484_DN3_SP4_c0.t1
OG0006230	Cg003G1047100	ESY6_g50492_DN3_SP0_c0.t1
OG0006231	Cg003G1045300	ESY6_g50513_DN3_SP3_c0.t1
OG0006232	Cg003G1042200	ESY6_g50539_DN3_SP0_c0.t1
OG0006233	Cg003G1042800	ESY6_g50545_DN3_SP1_c0.t1
OG0006234	Cg003G1043800	ESY6_g50567_DN3_SP8_c0.t1
OG0006235	Cg003G1041200, Cg003G1041300	ESY6_g50594_DN3_SP0_c0.t1, ESY6_g50592_DN2_SP0_c0.t1
OG0006236	Cg003G1039800	ESY6_g50614_DN3_SP6_c0.t1
OG0006237	Cg003G1038400	ESY6_g50631_DN3_SP0_c0.t1
OG0006238	Cg003G1033800	ESY6_g50707_DN3_SP0_c0.t1
OG0006239	Cg003G1031500	ESY6_g50728_DN3_SP0_c0.t1
OG0006240	Cg003G1030300	ESY6_g49596_DN3_SP8_c0.t1
OG0006241	Cg003G1029200	ESY6_g49611_DN3_SP8_c0.t1
OG0006242	Cg003G1026000	ESY6_g49664_DN3_SP0_c0.t1
OG0006243	Cg003G1022000	ESY6_g49747_DN3_SP8_c0.t1
OG0006244	Cg003G1021100	ESY6_g49781_DN3_SP1_c0.t1
OG0006245	Cg003G1020700	ESY6_g49789_DN3_SP8_c0.t1
OG0006246	Cg005G1583400	ESY7_g17355_DN3_SP0_c0.t1
OG0006247	Cg003G1018300	ESY6_g49818_DN3_SP0_c0.t1
OG0006248	Cg003G1018200	ESY6_g49821_DN3_SP8_c17.t1, ESY6_g49304_DN2_SP0_c0.t1
OG0006249	Cg008G2837200	ESY7_g18879_DN3_SP0_c0.t1
OG0006250	Cg003G1016400	ESY6_g49335_DN3_SP8_c0.t1
OG0006251	Cg003G1016300	ESY6_g49336_DN3_SP0_c0.t1
OG0006252	Cg003G1014600	ESY6_g49367_DN3_SP0_c0.t1
OG0006253	Cg003G1014200	ESY6_g49371_DN3_SP0_c0.t1, ESY6_g49000_DN3_SP0_c0.t1
OG0006254	Cg003G1013300	ESY6_g49381_DN3_SP0_c0.t1
OG0006255	Cg003G1013100	ESY6_g49383_DN2_SP0_c0.t1
OG0006256	Cg003G1012600	ESY6_g49388_DN3_SP0_c13.t1, ESY6_g49188_DN1_SP0_c0.t1
OG0006257	Cg003G1007000	ESY6_g49474_DN3_SP0_c0.t1
OG0006259	Cg003G1003000	ESY6_g49536_DN3_SP0_c0.t1
OG0006260	Cg003G1002600	ESY6_g49543_DN3_SP0_c0.t1, ESY6_g49544_DN3_SP0_c0.t1
OG0006261	Cg003G1000400	ESY6_g49569_DN3_SP6_c0.t1
OG0006262	Cg003G1000300	ESY6_g49575_DN2_SP0_c0.t1
OG0006263	Cg003G1000000	ESY6_g49578_DN3_SP0_c0.t1
OG0006264	Cg008G2788000	ESY6_g50206_DN3_SP0_c3.t1
OG0006265	Cg008G2790000	ESY6_g50185_DN3_SP7_c0.t1
OG0006266	Cg008G2790100	ESY6_g50184_DN3_SP8_c0.t1
OG0006267	Cg008G2792200	ESY6_g50162_DN3_SP0_c0.t1
OG0006268	Cg008G2790700, Cg008G2793100	ESY6_g50151_DN3_SP5_c0.t1
OG0006269	Cg008G2797300	ESY6_g50105_DN3_SP0_c0.t1
OG0006270	Cg008G2797400	ESY6_g50104_DN3_SP3_c0.t1
OG0006271	Cg008G2804200	ESY6_g50025_DN3_SP1_c0.t1
OG0006272	Cg008G2804300	ESY6_g50024_DN3_SP4_c0.t1
OG0006275	Cg008G2814100	ESY6_g49929_DN3_SP0_c0.t1
OG0006276	Cg008G2814300	ESY6_g49928_DN3_SP0_c0.t1
OG0006277	Cg008G2814700	ESY6_g49924_DN3_SP0_c0.t1
OG0006278	Cg008G2818300	ESY6_g49898_DN3_SP1_c0.t1
OG0006279	Cg008G2759900, Cg008G2759800	ESY6_g49881_DN3_SP1_c0.t1
OG0006280	Cg008G2758800, Cg008G2758600	ESY6_g49873_DN3_SP8_c0.t1
OG0006281	Cg008G2762400	ESY6_g49305_DN3_SP0_c0.t1
OG0006282	Cg008G2764300	ESY6_g49283_DN3_SP0_c0.t1
OG0006283	Cg008G2765500	ESY6_g49263_DN3_SP0_c0.t1
OG0006284	Cg008G2767000	ESY6_g49237_DN3_SP0_c0.t1
OG0006285	Cg008G2841400	ESY10_g15900_DN3_SP0_c0.t1
OG0006286	Cg008G2768200	ESY6_g49219_DN3_SP0_c0.t1
OG0006287	Cg008G2770500	ESY6_g49185_DN3_SP0_c9.t1
OG0006288	Cg008G2775400	ESY6_g49132_DN2_SP0_c0.t1
OG0006289	Cg008G2777300	ESY6_g49106_DN3_SP0_c0.t1
OG0006290	Cg008G2778500	ESY6_g49066_DN3_SP8_c0.t1
OG0006292	Cg008G2779900	ESY6_g49048_DN3_SP1_c0.t1
OG0006293	Cg003G0996900, Cg003G0997000	ESY6_g48946_DN3_SP7_c0.t1
OG0006294	Cg003G0996200	ESY6_g48939_DN3_SP1_c0.t1
OG0006295	Cg003G0993200	ESY6_g48893_DN3_SP0_c0.t1
OG0006296	Cg004G1438100	ESY11_g54811_DN3_SP6_c0.t1
OG0006297	Cg003G0988600	ESY6_g48827_DN3_SP0_c0.t1
OG0006298	Cg003G0979400	ESY6_g48659_DN3_SP0_c0.t1, ESY3_g28828_DN3_SP0_c0.t1
OG0006299	Cg003G0978600	ESY6_g48649_DN3_SP0_c0.t1
OG0006300	Cg003G0973300	ESY6_g48578_DN3_SP2_c0.t1
OG0006301	Cg001G0178300	ESY9_g43798_DN2_SP0_c0.t1
OG0006302	Cg006G2202800	ESY5_g4701_DN3_SP8_c0.t1
OG0006303	Cg003G0972200	ESY6_g48562_DN3_SP7_c0.t1
OG0006304	Cg003G0970800	ESY6_g48547_DN2_SP0_c0.t1
OG0006305	Cg001G0230000	ESY9_g42429_DN3_SP8_c0.t1
OG0006306	Cg003G0967200	ESY5_g3633_DN3_SP0_c0.t1, ESY6_g48494_DN3_SP0_c0.t1
OG0006307	Cg003G0966400	ESY6_g48474_DN3_SP8_c0.t1
OG0006308	Cg003G0966200	ESY6_g48472_DN3_SP8_c0.t1
OG0006309	Cg007G2488500	ESY2_g35741_DN3_SP8_c0.t1
OG0006310	Cg003G0962800	ESY6_g48418_DN3_SP7_c0.t1
OG0006311	Cg003G0959600	ESY6_g48365_DN3_SP8_c9.t1
OG0006312	Cg003G0960300	ESY6_g48373_DN3_SP0_c0.t1
OG0006313	Cg002G0531400	ESY1_g9717_DN3_SP8_c0.t1
OG0006314	Cg003G0958700	ESY6_g48356_DN3_SP4_c0.t1
OG0006315	Cg003G0957000	ESY6_g48315_DN3_SP0_c6.t1, ESY6_g48314_DN1_SP0_c0.t1
OG0006316	Cg003G0954400	ESY6_g48262_DN3_SP0_c0.t1
OG0006317	Cg003G0954300	ESY6_g48261_DN3_SP0_c0.t1
OG0006318	Cg003G0951200	ESY6_g48182_DN3_SP7_c0.t1
OG0006319	Cg003G0949300	ESY6_g48159_DN3_SP7_c0.t1
OG0006320	Cg003G0940100	ESY6_g47988_DN3_SP1_c0.t1
OG0006321	Cg001G0302300	ESY17_g39856_DN3_SP5_c0.t1
OG0006322	Cg003G0934800	ESY6_g47909_DN2_SP0_c0.t1
OG0006323	Cg002G0532800	ESY1_g9669_DN3_SP0_c0.t1
OG0006324	Cg002G0535600	ESY1_g9609_DN3_SP3_c24.t1
OG0006325	Cg008G2940000, Cg002G0535800	ESY1_g9567_DN3_SP0_c0.t1, ESY2_g33453_DN3_SP0_c0.t1
OG0006326	Cg002G0538900	ESY1_g9323_DN3_SP3_c0.t1
OG0006327	Cg002G0540400	ESY1_g9302_DN3_SP8_c0.t1
OG0006328	Cg003G0926500	ESY6_g47600_DN3_SP8_c0.t1
OG0006329	Cg003G0927000	ESY6_g47557_DN3_SP0_c0.t1
OG0006330	Cg014G3033900, Cg003G0721400, Cg014G3034100, Cg003G0721300	ESY20_g13224_DN2_SP0_c0.t1
OG0006331	Cg014G3028400, Cg003G0726300	ESY20_g13309_DN3_SP0_c0.t1
OG0006332	Cg008G2644700	ESY7_g18515_DN3_SP0_c22.t1
OG0006333	Cg008G2645000	ESY7_g18518_DN3_SP1_c24.t1
OG0006334	Cg007G2326100	ESY2_g34163_DN3_SP1_c0.t1
OG0006335	Cg008G2642000	ESY7_g18478_DN3_SP0_c0.t1
OG0006336	Cg008G2639700	ESY7_g18443_DN3_SP0_c0.t1
OG0006337	Cg008G2637800	ESY7_g18737_DN2_SP0_c0.t1
OG0006338	Cg008G2637400	ESY7_g18743_DN3_SP8_c3.t1
OG0006339	Cg008G2636600	ESY7_g18756_DN3_SP2_c0.t1
OG0006340	Cg008G2636000	ESY7_g18765_DN3_SP8_c0.t1, ESY3_g31290_DN3_SP0_c0.t1
OG0006341	Cg008G2635600	ESY7_g18769_DN3_SP0_c0.t1
OG0006342	Cg008G2634700	ESY7_g18782_DN2_SP0_c0.t1
OG0006343	Cg002G0563900	ESY1_g8127_DN3_SP8_c0.t1
OG0006344	Cg008G2626400	ESY7_g18916_DN3_SP0_c0.t1
OG0006345	Cg008G2625800	ESY7_g18928_DN2_SP1_c0.t1
OG0006346	Cg008G2624100	ESY7_g18955_DN3_SP0_c0.t1
OG0006347	Cg008G2623100	ESY7_g18976_DN3_SP8_c0.t1
OG0006348	Cg008G2621700	ESY7_g19004_DN3_SP8_c0.t1
OG0006349	Cg008G2621200	ESY7_g19010_DN3_SP0_c0.t1
OG0006350	Cg008G2621100	ESY7_g19011_DN3_SP7_c0.t1
OG0006351	Cg008G2617500	ESY7_g19075_DN3_SP0_c0.t1
OG0006352	Cg008G2617200	ESY7_g19081_DN3_SP0_c0.t1
OG0006353	Cg008G2617100	ESY7_g19084_DN3_SP0_c0.t1
OG0006354	Cg008G2616300	ESY7_g19092_DN3_SP0_c0.t1
OG0006355	Cg008G2611200	ESY7_g19186_DN3_SP4_c0.t1
OG0006356	Cg008G2610600	ESY7_g19209_DN3_SP6_c0.t1
OG0006357	Cg008G2604800	ESY7_g19327_DN2_SP2_c0.t1
OG0006358	Cg008G2603300	ESY7_g19371_DN2_SP0_c0.t1, ESY7_g19372_DN3_SP0_c0.t1
OG0006359	Cg008G2602400	ESY7_g19378_DN3_SP8_c0.t1
OG0006360	Cg008G2601700	ESY7_g19405_DN3_SP0_c0.t1
OG0006361	Cg008G2601500	ESY7_g19408_DN3_SP0_c0.t1
OG0006362	Cg008G2599200	ESY7_g19443_DN3_SP2_c0.t1
OG0006363	Cg008G2595400	ESY7_g19497_DN3_SP0_c0.t1
OG0006364	Cg008G2596200	ESY7_g19486_DN3_SP7_c0.t1
OG0006365	Cg008G2596300	ESY7_g19485_DN3_SP5_c0.t1
OG0006366	Cg008G2595000, Cg006G1851200	ESY7_g19513_DN3_SP8_c0.t1
OG0006367	Cg008G2593000	ESY3_g31053_DN1_SP0_c0.t1
OG0006368	Cg002G0578400	ESY7_g19566_DN3_SP8_c0.t1
OG0006369	Cg008G2880300	ESY8_g58738_DN3_SP0_c0.t1, ESY7_g19584_DN3_SP0_c0.t1
OG0006370	Cg008G2588900	ESY7_g19598_DN3_SP0_c0.t1
OG0006371	Cg004G1249100	ESY3_g29687_DN2_SP0_c0.t1
