Orthogroup	Cardamine_glauca	Cardamine_hirsuta
OG0008531	Cg006G2031800	CARHR023870
OG0008532	Cg006G2024500	CARHR024630
OG0008533	Cg006G2023000	CARHR024810
OG0008534	Cg006G2016300	CARHR025410
OG0008535	Cg006G2014100	CARHR025640
OG0008536	Cg006G2002400	CARHR026860
OG0008537	Cg001G0158900	CARHR231880
OG0008538	Cg003G0711500, Cg014G3044300	CARHR249540
OG0008539	Cg003G0885700	CARHR257570
OG0008540	Cg014G3039800, Cg003G0715800	CARHR250000
OG0008541	Cg014G3039300, Cg003G0716300	CARHR250070
OG0008542	Cg014G3038900, Cg003G0716700	CARHR250110
OG0008543	Cg014G3037800, Cg003G0718200	CARHR250270
OG0008545	Cg003G0708900, Cg014G3046900	CARHR249270
OG0008546	Cg003G0708700, Cg014G3047100	CARHR249260
OG0008547	Cg003G0706300, Cg014G3049200	CARHR249000
OG0008548	Cg003G0704900, Cg014G3050700	CARHR248890
OG0008549	Cg014G3051700, Cg003G0703900	CARHR248740
OG0008550	Cg003G0702600, Cg014G3053400	CARHR248550
OG0008551	Cg001G0137000	CARHR234170
OG0008552	Cg005G1778500	CARHR111890
OG0008553	Cg006G2005000	CARHR026600
OG0008554	Cg006G2009200	CARHR026100
OG0008555	Cg006G2011200	CARHR025920
OG0008556	Cg006G2011700	CARHR025860
OG0008557	Cg006G2011800	CARHR025850
OG0008558	Cg001G0138200	CARHR234050
OG0008559	Cg001G0133500	CARHR234540
OG0008560	Cg001G0129100	CARHR235090
OG0008561	Cg001G0129200	CARHR235080
OG0008562	Cg001G0128400	CARHR235150
OG0008563	Cg001G0127000	CARHR235300
OG0008564	Cg001G0126500	CARHR235350
OG0008565	Cg001G0123500	CARHR235630
OG0008566	Cg006G2017400	CARHR025310
OG0008567	Cg001G0122600	CARHR235720
OG0008568	Cg001G0122400	CARHR235740
OG0008569	Cg001G0122300	CARHR235750
OG0008570	Cg001G0122000	CARHR235780
OG0008571	Cg001G0118700	CARHR236040
OG0008572	Cg006G2201800, Cg003G0838200	CARHR005900, CARHR005960
OG0008573	Cg006G2152700	CARHR011260
OG0008574	Cg006G2114900	CARHR015380
OG0008575	Cg006G2027300	CARHR024310
OG0008576	Cg006G2016900	CARHR025350
OG0008577	Cg006G2010100	CARHR026020
OG0008579	Cg009G2992600	CARHR149720
OG0008580	Cg001G0310200	CARHR248630
OG0008581	Cg006G1876000, Cg006G1876400, Cg006G1876200	CARHR035820
OG0008582	Cg006G1874800	CARHR035900
OG0008583	Cg004G1207100	CARHR089290
OG0008584	Cg007G2267800	CARHR047670
OG0008585	Cg007G2304700	CARHR052710, CARHR052720
OG0008586	Cg007G2450800	CARHR060940
OG0008587	Cg007G2459400	CARHR061870
OG0008592	Cg004G1198500	CARHR088560
OG0008596	Cg005G1771200	CARHR112830
OG0008597	Cg005G1768800, Cg005G1769200, Cg005G1769000, Cg005G1769400, Cg005G1769500	CARHR113100
OG0008598	Cg005G1761100	CARHR114040
OG0008599	Cg005G1760800	CARHR114070
OG0008600	Cg005G1755800	CARHR292980
OG0008601	Cg005G1747900	CARHR118140
OG0008602	Cg005G1744300	CARHR117840
OG0008603	Cg005G1723200	CARHR115560
OG0008604	Cg005G1624700	CARHR124290
OG0008605	Cg005G1590700	CARHR128290
OG0008606	Cg002G0692600	CARHR144110
OG0008610	Cg008G2686500	CARHR201210
OG0008611	Cg008G2704800	CARHR199260
OG0008612	Cg008G2733500	CARHR196210
OG0008613	Cg008G2797600	CARHR189440
OG0008615	Cg003G0754500	CARHR254410
OG0008616	Cg001G0073500	CARHR240810
OG0008617	Cg001G0138600	CARHR234000
OG0008618	Cg001G0161800	CARHR231620
OG0008619	Cg001G0162100	CARHR231590
OG0008620	Cg001G0200500	CARHR226890
OG0008622	Cg008G2925200	CARHR180750
OG0008623	Cg008G2872900	CARHR183590
OG0008624	Cg008G2881200	CARHR184190
OG0008625	Cg008G2855800, Cg008G2871200	CARHR183430
OG0008626	Cg008G2865200, Cg008G2849900	CARHR284640
OG0008627	Cg008G2862100, Cg008G2847600	CARHR182620
OG0008628	Cg003G0884000	CARHR257710
OG0008629	Cg003G0917500	CARHR266520
OG0008630	Cg003G0919800	CARHR266720
OG0008631	Cg008G2657000	CARHR204510
OG0008649	Cg001G0098500	CARHR238310
OG0008650	Cg001G0098200	CARHR238340
OG0008651	Cg001G0173700	CARHR230110
OG0008652	Cg001G0174000	CARHR230080
OG0008653	Cg002G0562700	CARHR155170
OG0008654	Cg002G0560100	CARHR154920
OG0008655	Cg002G0541800	CARHR157390
OG0008656	Cg002G0542100	CARHR157350
OG0008657	Cg006G2159600	CARHR010560
OG0008658	Cg002G0542900	CARHR157240
OG0008659	Cg002G0547300	CARHR156720
OG0008660	Cg002G0546200	CARHR156870
OG0008661	Cg002G0545600	CARHR156910, CARHR162400
OG0008662	Cg002G0697200	CARHR143610
OG0008663	Cg002G0689500	CARHR144380
OG0008664	Cg001G0376800	CARHR261510
OG0008665	Cg008G2745300	CARHR194950
OG0008666	Cg008G2742500	CARHR195310
OG0008667	Cg008G2742400	CARHR195320
OG0008668	Cg008G2740700	CARHR195500
OG0008668	Cg008G2740600	CARHR077630
OG0008669	Cg004G1195100	CARHR088160
OG0008670	Cg008G2736600	CARHR195920
OG0008671	Cg008G2731600	CARHR196400
OG0008672	Cg008G2731500	CARHR196430
OG0008673	Cg008G2731000	CARHR196480
OG0008674	Cg008G2730800	CARHR196510
OG0008675	Cg008G2730600	CARHR196530
OG0008676	Cg008G2730200	CARHR196580
OG0008677	Cg008G2729000	CARHR196740
OG0008678	Cg003G0837300	CARHR196990
OG0008679	Cg005G1484200	CARHR139750
OG0008680	Cg008G2726600	CARHR197090
OG0008681	Cg008G2725900	CARHR197150
OG0008682	Cg008G2725500	CARHR197190
OG0008683	Cg008G2724000	CARHR197350
OG0008684	Cg008G2722500	CARHR197520
OG0008685	Cg008G2722300	CARHR197540
OG0008686	Cg008G2722200	CARHR197550
OG0008687	Cg004G1351100	CARHR103800
OG0008688	Cg008G2720700	CARHR197680
OG0008689	Cg008G2720400	CARHR197720
OG0008691	Cg008G2717100	CARHR198040
OG0008692	Cg005G1604400	CARHR126800
OG0008693	Cg008G2714500	CARHR198260
OG0008694	Cg006G2217800	CARHR004260
OG0008695	Cg004G1218500	CARHR090520
OG0008696	Cg008G2706500	CARHR199080
OG0008697	Cg008G2705800	CARHR199150
OG0008698	Cg008G2702900	CARHR199510
OG0008699	Cg008G2702400	CARHR199560
OG0008700	Cg003G0943300	CARHR268810
OG0008701	Cg008G2700400	CARHR199770
OG0008702	Cg008G2699300	CARHR199880
OG0008703	Cg008G2697400	CARHR200100
OG0008704	Cg008G2696800	CARHR200160
OG0008705	Cg008G2695200	CARHR200320
OG0008706	Cg008G2695100	CARHR200330
OG0008707	Cg008G2694700	CARHR200370
OG0008708	Cg008G2694200	CARHR200400
OG0008709	Cg008G2694100	CARHR200410
OG0008711	Cg008G2691400	CARHR200670
OG0008712	Cg008G2690200	CARHR200780
OG0008713	Cg008G2690100	CARHR200790
OG0008714	Cg008G2689600	CARHR200840
OG0008715	Cg008G2688700	CARHR200930
OG0008716	Cg008G2686900	CARHR201150
OG0008717	Cg008G2686700	CARHR201170
OG0008718	Cg008G2686200	CARHR201250
OG0008719	Cg008G2686100	CARHR201260
OG0008720	Cg008G2685600	CARHR201310
OG0008721	Cg008G2682600	CARHR201660
OG0008722	Cg008G2680300	CARHR201950
OG0008724	Cg008G2678600	CARHR202170
OG0008725	Cg008G2677400	CARHR202290
OG0008726	Cg008G2677300	CARHR202300
OG0008727	Cg008G2674500	CARHR202590
OG0008728	Cg008G2673900	CARHR202660
OG0008729	Cg008G2672200	CARHR202810
OG0008730	Cg008G2668400	CARHR203140
OG0008731	Cg008G2667200	CARHR203280
OG0008732	Cg008G2665700	CARHR203460
OG0008733	Cg008G2663700	CARHR203710
OG0008734	Cg008G2660600	CARHR204060
OG0008735	Cg008G2660400	CARHR204090
OG0008736	Cg008G2659700	CARHR204200
OG0008737	Cg008G2658200	CARHR204380
OG0008738	Cg008G2657900	CARHR204410
OG0008739	Cg002G0639000	CARHR151710
OG0008740	Cg003G0830100, Cg003G0878200	CARHR258140
OG0008741	Cg008G2656200	CARHR204620
OG0008742	Cg008G2654100	CARHR204930
OG0008743	Cg008G2652400	CARHR205120
OG0008744	Cg008G2651200	CARHR205240
OG0008745	Cg008G2650900	CARHR205280
OG0008746	Cg008G2649900	CARHR205360
OG0008747	Cg008G2648100	CARHR205570
OG0008748	Cg003G0726800, Cg003G0871100	CARHR251180
OG0008749	Cg003G0870900, Cg003G0727000	CARHR251200
OG0008750	Cg003G0868500, Cg003G0729700	CARHR251540
OG0008751	Cg003G0868400, Cg003G0729800	CARHR251550
OG0008752	Cg003G0866900, Cg003G0731400	CARHR251730
OG0008753	Cg001G0152900	CARHR232490
OG0008754	Cg003G0891700	CARHR257170
OG0008755	Cg001G0154900	CARHR232310
OG0008757	Cg014G3045400, Cg003G0710300	CARHR249440
OG0008758	Cg005G1691300	CARHR118570
OG0008759	Cg005G1689600	CARHR118720
OG0008760	Cg005G1685000	CARHR118980
OG0008761	Cg005G1683200	CARHR119070
OG0008762	Cg005G1674700	CARHR119730
OG0008763	Cg005G1674000	CARHR119830
OG0008764	Cg005G1671400	CARHR119940
OG0008765	Cg005G1670900	CARHR119950
OG0008766	Cg005G1664300	CARHR121470
OG0008768	Cg005G1659900	CARHR120440
OG0008769	Cg005G1659400	CARHR120490
OG0008770	Cg005G1659200	CARHR120510
OG0008771	Cg005G1658700	CARHR120570
OG0008772	Cg005G1657600	CARHR120690
OG0008773	Cg005G1656300	CARHR120830
OG0008774	Cg005G1656000	CARHR120880
OG0008775	Cg005G1655800	CARHR120960
OG0008776	Cg005G1652300	CARHR121330
OG0008777	Cg005G1651800	CARHR121380
OG0008778	Cg005G1649800	CARHR121620
OG0008779	Cg005G1649100	CARHR121740
OG0008780	Cg005G1647000	CARHR121900
OG0008782	Cg005G1646800	CARHR121940
OG0008783	Cg005G1645900	CARHR122020
OG0008784	Cg005G1645700	CARHR122030
OG0008786	Cg005G1643100	CARHR122290
OG0008787	Cg005G1640200	CARHR122680
OG0008788	Cg005G1640000	CARHR122690
OG0008789	Cg005G1633400	CARHR123260
OG0008790	Cg005G1632900	CARHR123370
OG0008791	Cg005G1632500	CARHR123410
OG0008792	Cg005G1631700	CARHR123450
OG0008793	Cg005G1630600, Cg005G1630100	CARHR123600
OG0008794	Cg005G1628900	CARHR123730
OG0008795	Cg005G1627300	CARHR123970
OG0008796	Cg005G1627200	CARHR123980
OG0008797	Cg005G1625500	CARHR124210
OG0008798	Cg005G1622200	CARHR124590
OG0008799	Cg005G1621500	CARHR124690
OG0008800	Cg005G1621400	CARHR124700
OG0008801	Cg005G1620500	CARHR124790
OG0008802	Cg005G1619800	CARHR124850
OG0008803	Cg005G1619600	CARHR124870
OG0008804	Cg005G1618600	CARHR124990
OG0008805	Cg005G1618100	CARHR125040
OG0008806	Cg005G1615100	CARHR125440
OG0008807	Cg005G1614500	CARHR125510
OG0008809	Cg005G1611300	CARHR125900
OG0008810	Cg005G1607900	CARHR126340
OG0008811	Cg005G1609700	CARHR126130
OG0008812	Cg001G0290200	CARHR218470
OG0008814	Cg005G1604800	CARHR126750
OG0008815	Cg005G1601700	CARHR127160
OG0008816	Cg005G1600600	CARHR127260
OG0008817	Cg005G1599900	CARHR127310
OG0008818	Cg005G1599800	CARHR127320
OG0008819	Cg005G1599400	CARHR127350
OG0008820	Cg005G1598800	CARHR127400
OG0008821	Cg008G2927900	CARHR180420
OG0008822	Cg008G2931400	CARHR180090
OG0008823	Cg008G2933300	CARHR006300
OG0008824	Cg008G2934500	CARHR179730
OG0008825	Cg008G2935800	CARHR179590
OG0008826	Cg008G2936000	CARHR179560, CARHR216610
OG0008827	Cg001G0158800	CARHR231890
OG0008828	Cg008G2942400	CARHR178950
OG0008830	Cg001G0152100	CARHR232560
OG0008831	Cg001G0151900	CARHR232590
OG0008832	Cg001G0150300	CARHR232750
OG0008833	Cg006G1853900	CARHR037420
OG0008834	Cg006G1854600	CARHR037350
OG0008835	Cg006G1856100	CARHR037300
OG0008836	Cg006G1856900	CARHR037230
OG0008837	Cg006G1858600	CARHR037080
OG0008838	Cg006G1858900	CARHR037030
OG0008839	Cg006G1873100	CARHR036270
OG0008840	Cg006G1864200	CARHR036570
OG0008841	Cg006G1861900	CARHR036740
OG0008842	Cg006G1998400	CARHR027240
OG0008843	Cg006G1997100	CARHR027360
OG0008844	Cg006G1994500	CARHR027620
OG0008845	Cg004G1321600	CARHR101480
OG0008846	Cg006G1992500	CARHR027790
OG0008847	Cg006G1991000	CARHR027910
OG0008848	Cg006G1987000	CARHR028270
OG0008849	Cg006G1984700	CARHR028550
OG0008850	Cg006G1984600	CARHR028560
OG0008851	Cg006G1983900	CARHR028600
OG0008852	Cg006G1978500	CARHR029020
OG0008853	Cg008G2859800	CARHR182370
OG0008853	Cg008G2845100, Cg008G2860000	CARHR182330
OG0008854	Cg006G1977500	CARHR029120
OG0008855	Cg006G1974900	CARHR029500
OG0008856	Cg006G1974100	CARHR029400
OG0008857	Cg006G1971200	CARHR029710
OG0008858	Cg006G1967900	CARHR030130
OG0008859	Cg006G1967600	CARHR030160
OG0008860	Cg006G1967200	CARHR030220
OG0008861	Cg006G1965100	CARHR030290
OG0008862	Cg006G1964400	CARHR030350
OG0008863	Cg006G1963700	CARHR030480
OG0008864	Cg006G1963200	CARHR030510
OG0008865	Cg006G1961400, Cg007G2293700	CARHR030720
OG0008866	Cg006G1960900	CARHR030760
OG0008867	Cg003G0831200, Cg003G0879800	CARHR258010
OG0008868	Cg006G1958100	CARHR287040
OG0008869	Cg006G1955100	CARHR031150
OG0008870	Cg006G1953500	CARHR031300
OG0008871	Cg004G1350400	CARHR103750
OG0008871	Cg006G1949500	CARHR031710
OG0008872	Cg006G1946700	CARHR032000
OG0008873	Cg005G1580200	CARHR129450
OG0008874	Cg002G0684400	CARHR145020
OG0008875	Cg002G0682500	CARHR145280
OG0008876	Cg002G0677700	CARHR145730
OG0008877	Cg002G0409800	CARHR172360
OG0008878	Cg003G1061800	CARHR280950
OG0008879	Cg003G1061500	CARHR280920
OG0008880	Cg003G1061300	CARHR280900
OG0008881	Cg003G1059900	CARHR280750
OG0008882	Cg003G1059700	CARHR280730
OG0008883	Cg003G1059400	CARHR280710
OG0008884	Cg003G1058700	CARHR280630
OG0008885	Cg003G1057900	CARHR280540
OG0008886	Cg003G1056200	CARHR280350
OG0008887	Cg003G1055900	CARHR280310
OG0008888	Cg003G1053800	CARHR280120
OG0008889	Cg003G1053000	CARHR280040
OG0008890	Cg003G1051900	CARHR279940
OG0008891	Cg003G1048700	CARHR279640
OG0008892	Cg003G1048400	CARHR279610
OG0008893	Cg003G1047600	CARHR279520
OG0008894	Cg003G1044500	CARHR279200
OG0008895	Cg003G1042600	CARHR279050
OG0008896	Cg003G1042700	CARHR279040
OG0008897	Cg003G1042900	CARHR279020
OG0008898	Cg003G1043600	CARHR293750
OG0008899	Cg003G1041500	CARHR293840
OG0008900	Cg003G1040100	CARHR278830
OG0008901	Cg003G1037900	CARHR278610
OG0008902	Cg003G1034500	CARHR278260
OG0008903	Cg003G1033000	CARHR278150
OG0008904	Cg003G1031300	CARHR277970
OG0008905	Cg003G1030000	CARHR277850
OG0008906	Cg003G1029500	CARHR277790
OG0008907	Cg003G1028700	CARHR277710
OG0008908	Cg003G1027400	CARHR277550
OG0008908	Cg003G1027500, Cg002G0491500	CARHR277560, CARHR214160, CARHR262570, CARHR277580
OG0008909	Cg003G1025300	CARHR277330
OG0008910	Cg003G1024200	CARHR277190
OG0008911	Cg003G1023100	CARHR277070
OG0008912	Cg003G1020300	CARHR276750
OG0008913	Cg003G1019400	CARHR276660
OG0008914	Cg003G1018400	CARHR276600
OG0008915	Cg003G1017800	CARHR276530
OG0008916	Cg003G1016900	CARHR276450
OG0008916	Cg002G0548600	CARHR156590
OG0008917	Cg003G1016100	CARHR276340
OG0008918	Cg003G1015700	CARHR276300
OG0008919	Cg003G1014900	CARHR276210
OG0008920	Cg003G1014300	CARHR276140
OG0008921	Cg003G1013600	CARHR276070
OG0008922	Cg003G1012100	CARHR275920
OG0008923	Cg003G1011500	CARHR275840
OG0008924	Cg003G1011100	CARHR275810
OG0008925	Cg003G1010800	CARHR275780
OG0008926	Cg003G1009200	CARHR275620
OG0008927	Cg003G1008300	CARHR275530
OG0008928	Cg003G1005200	CARHR275200
OG0008929	Cg003G1002000	CARHR274840
OG0008930	Cg008G2787400	CARHR190490
OG0008931	Cg008G2788700	CARHR190380
OG0008932	Cg008G2789100	CARHR190350
OG0008933	Cg008G2790200	CARHR190230
OG0008934	Cg008G2790500	CARHR190200
OG0008935	Cg008G2791700	CARHR190060
OG0008936	Cg008G2792000	CARHR190030
OG0008937	Cg008G2792900	CARHR189940
OG0008938	Cg008G2795700	CARHR189620
OG0008939	Cg008G2798800	CARHR189310
OG0008940	Cg008G2800700	CARHR189020
OG0008942	Cg008G2802100	CARHR188870
OG0008943	Cg008G2802400	CARHR188850
OG0008944	Cg008G2803200	CARHR188770
OG0008945	Cg008G2805500	CARHR188510
OG0008946	Cg008G2805700	CARHR188480, CARHR150640, CARHR188460
OG0008947	Cg008G2807000	CARHR188340
OG0008948	Cg008G2807200	CARHR188320
OG0008949	Cg008G2808500	CARHR188220
OG0008950	Cg008G2809800	CARHR188060
OG0008951	Cg008G2814000	CARHR187630
OG0008952	Cg008G2814800	CARHR187560
OG0008953	Cg008G2818700	CARHR187150
OG0008954	Cg008G2761100	CARHR193340
OG0008955	Cg008G2762000	CARHR193260
OG0008956	Cg008G2761600	CARHR064710
OG0008957	Cg008G2761500	CARHR193300
OG0008958	Cg008G2761400	CARHR193310
OG0008959	Cg008G2761200	CARHR193330
OG0008960	Cg008G2762600	CARHR193170
OG0008961	Cg008G2762700	CARHR193160
OG0008962	Cg008G2762800	CARHR233770, CARHR193150
OG0008963	Cg008G2764200	CARHR192970
OG0008964	Cg008G2764500	CARHR192940
OG0008965	Cg008G2766400	CARHR192700
OG0008966	Cg008G2766800	CARHR192660
OG0008967	Cg008G2767200	CARHR192620
OG0008968	Cg008G2767600	CARHR192580
OG0008969	Cg008G2769600	CARHR192310
OG0008970	Cg008G2771500	CARHR192110
OG0008971	Cg008G2772800	CARHR192000
OG0008972	Cg008G2773000	CARHR191980
OG0008973	Cg008G2774000	CARHR191890
OG0008974	Cg008G2774300	CARHR191860
OG0008975	Cg008G2774800	CARHR191820
OG0008976	Cg008G2775000	CARHR191800
OG0008977	Cg008G2776900	CARHR191620
OG0008978	Cg008G2778000	CARHR191500
OG0008979	Cg008G2779500	CARHR191360
OG0008980	Cg008G2781400	CARHR191190
OG0008981	Cg008G2781800	CARHR191140
OG0008982	Cg008G2783700	CARHR190950
OG0008983	Cg003G0925500	CARHR267210
OG0008984	Cg008G2785600	CARHR190720
OG0008985	Cg008G2787100	CARHR190530
OG0008986	Cg003G0997400	CARHR274380
OG0008987	Cg003G0994400	CARHR274010
OG0008988	Cg003G0993400	CARHR118670, CARHR273890
OG0008989	Cg003G0990400	CARHR273620
OG0008990	Cg003G0990100	CARHR273580
OG0008991	Cg003G0988500	CARHR273370
OG0008992	Cg003G0989300	CARHR273470
OG0008993	Cg003G0988100	CARHR273340
OG0008994	Cg003G0981800	CARHR285400
OG0008995	Cg003G0981400	CARHR285370
OG0008996	Cg003G0980200	CARHR285240
OG0008997	Cg003G0979800	CARHR285200
OG0008998	Cg003G0979500	CARHR272880
OG0008999	Cg003G0976500	CARHR272510
OG0009000	Cg003G0973900, Cg007G2298100	CARHR272240
OG0009001	Cg003G0972900	CARHR272110
OG0009002	Cg003G0971600	CARHR271970
OG0009003	Cg006G2056700, Cg005G1696900	CARHR021430
OG0009004	Cg003G0970500	CARHR271850
OG0009005	Cg007G2556100	CARHR072010
OG0009006	Cg003G0968600	CARHR271660
OG0009007	Cg003G0966300	CARHR271390
OG0009008	Cg003G0965500	CARHR271320
OG0009009	Cg003G0963900	CARHR271170
OG0009010	Cg003G0963100	CARHR271100
OG0009011	Cg003G0962900	CARHR271080
OG0009012	Cg003G0962100	CARHR270990
OG0009013	Cg003G0961800	CARHR270970
OG0009014	Cg003G0961700	CARHR270960
OG0009015	Cg003G0959100	CARHR270720
OG0009016	Cg003G0959000	CARHR270710
OG0009017	Cg003G0957700	CARHR270630
OG0009018	Cg003G0957300	CARHR270590
OG0009019	Cg003G0956800	CARHR270540
OG0009020	Cg003G0956400	CARHR270500
OG0009021	Cg003G0954900	CARHR270270
OG0009022	Cg003G0954700	CARHR270230
OG0009023	Cg003G0952100	CARHR269800
OG0009024	Cg003G0951900	CARHR269780
OG0009025	Cg003G0950600	CARHR269620
OG0009026	Cg003G0951400	CARHR269690
OG0009027	Cg003G0948200	CARHR269340
OG0009028	Cg003G0948000	CARHR269330
OG0009029	Cg003G0947200	CARHR269240
OG0009030	Cg003G0945100	CARHR268930
OG0009031	Cg003G0945000	CARHR268920
OG0009032	Cg003G0943800	CARHR268860
OG0009033	Cg003G0943700	CARHR268850
OG0009034	Cg003G0940700	CARHR268570
OG0009035	Cg003G0940000	CARHR268490
OG0009036	Cg003G0939700	CARHR268470
OG0009037	Cg003G0939100	CARHR268410
OG0009038	Cg003G0938400	CARHR268320
OG0009039	Cg002G0532700	CARHR158550
OG0009040	Cg002G0535200	CARHR158130
OG0009041	Cg002G0535500	CARHR158100
OG0009042	Cg002G0536700	CARHR157930
OG0009043	Cg002G0537400	CARHR157850
OG0009044	Cg002G0538800	CARHR157710
OG0009045	Cg002G0540000, Cg002G0540200	CARHR157530
OG0009046	Cg003G0927500	CARHR267420
OG0009047	Cg003G0931300	CARHR267560
OG0009048	Cg003G0720900, Cg014G3034600	CARHR250540
OG0009049	Cg003G0726500, Cg003G0871400	CARHR251150
OG0009050	Cg005G1722300, Cg005G1711100	CARHR115500
OG0009051	Cg008G2646000	CARHR205740
OG0009052	Cg001G0313400	CARHR217830, CARHR217820
OG0009052	Cg001G0313500	CARHR261050, CARHR217840
OG0009053	Cg007G2258200	CARHR046320
OG0009054	Cg008G2640600	CARHR206330
OG0009055	Cg008G2638800	CARHR206520
OG0009056	Cg008G2636700	CARHR206750, CARHR206760
OG0009057	Cg008G2636400	CARHR207160
OG0009058	Cg008G2635200	CARHR207010
OG0009059	Cg008G2634600	CARHR206950
OG0009060	Cg008G2749000	CARHR194530
OG0009061	Cg008G2748900	CARHR194540
OG0009062	Cg006G2007200	CARHR026320
OG0009063	Cg008G2632700	CARHR206770
OG0009064	Cg006G2006000	CARHR026460
OG0009065	Cg008G2632000	CARHR207220
OG0009066	Cg008G2631900	CARHR207210
OG0009067	Cg008G2629600	CARHR207490
OG0009068	Cg008G2628600	CARHR207590
OG0009069	Cg008G2627600	CARHR034480
OG0009070	Cg008G2626600	CARHR207790
OG0009071	Cg008G2626200	CARHR207840
OG0009072	Cg008G2625200	CARHR207950
OG0009073	Cg008G2624300	CARHR208040
OG0009074	Cg008G2624200	CARHR208070
OG0009075	Cg005G1502600	CARHR137850
OG0009076	Cg008G2623000	CARHR208200
OG0009077	Cg008G2622300	CARHR208270
OG0009078	Cg008G2622200	CARHR208280
OG0009079	Cg008G2620300	CARHR208450
OG0009080	Cg008G2616100, Cg008G2616600, Cg008G2615800	CARHR208820
OG0009081	Cg008G2614900	CARHR208960
OG0009082	Cg008G2614100	CARHR209030
OG0009083	Cg008G2613400	CARHR209060
OG0009084	Cg014G3054000, Cg003G0701900	CARHR248490
OG0009085	Cg008G2611800	CARHR209260
OG0009086	Cg008G2611100	CARHR209330
OG0009087	Cg008G2610300	CARHR209390
OG0009088	Cg008G2609600	CARHR209470
OG0009089	Cg008G2608900	CARHR209540
OG0009090	Cg008G2608600	CARHR209570
OG0009091	Cg003G0888800	CARHR257380
OG0009092	Cg008G2608000	CARHR209630
OG0009093	Cg008G2606600	CARHR209810, CARHR209800
OG0009094	Cg008G2606500	CARHR209820
OG0009095	Cg008G2604400	CARHR210020
OG0009096	Cg008G2603600	CARHR210120
OG0009097	Cg008G2602700	CARHR210180
OG0009098	Cg008G2600500	CARHR210440
OG0009099	Cg006G1884700	CARHR035480
OG0009100	Cg008G2597000	CARHR210840
OG0009101	Cg008G2595600	CARHR211020
OG0009102	Cg008G2594500	CARHR211140
OG0009103	Cg008G2593700	CARHR211230
OG0009104	Cg008G2592700	CARHR211340
OG0009105	Cg008G2587100	CARHR211940
OG0009106	Cg008G2586600	CARHR212000
OG0009107	Cg008G2586000	CARHR212060
OG0009108	Cg008G2585400	CARHR212120
OG0009109	Cg001G0177100	CARHR229670
OG0009110	Cg008G2585100	CARHR212150
OG0009111	Cg008G2583200	CARHR212340
OG0009112	Cg001G0378400	CARHR261350
OG0009113	Cg001G0380700	CARHR213690
OG0009114	Cg001G0380900	CARHR213670
OG0009115	Cg002G0656400	CARHR148250
OG0009116	Cg001G0383000	CARHR213320
OG0009117	Cg001G0383300	CARHR213290
OG0009118	Cg001G0383500	CARHR213270
OG0009119	Cg004G1143600	CARHR082660
OG0009120	Cg001G0393100	CARHR212590
OG0009121	Cg007G2579900	CARHR074500
OG0009122	Cg007G2580300	CARHR074540
OG0009123	Cg007G2580700	CARHR074580
OG0009124	Cg007G2581400	CARHR074660
OG0009125	Cg007G2579300	CARHR074440
OG0009126	Cg007G2578600	CARHR074390
OG0009127	Cg007G2578400	CARHR074370
OG0009128	Cg007G2578000	CARHR074340
OG0009129	Cg007G2577500	CARHR074290
OG0009130	Cg007G2577100	CARHR074250
OG0009131	Cg007G2576200	CARHR074160
OG0009132	Cg007G2572000	CARHR074060
OG0009133	Cg007G2572700	CARHR073930
OG0009134	Cg007G2573100	CARHR073890
OG0009135	Cg007G2573200	CARHR073880
OG0009136	Cg007G2570500	CARHR073710
OG0009137	Cg007G2569700	CARHR073620
OG0009138	Cg007G2568700	CARHR073510
OG0009139	Cg007G2568500	CARHR073490
OG0009140	Cg007G2568200	CARHR073460
OG0009141	Cg007G2565900	CARHR073140
OG0009142	Cg007G2562500, Cg007G2562400	CARHR072760
OG0009143	Cg007G2560600	CARHR072550
OG0009144	Cg007G2558800	CARHR072340
OG0009145	Cg007G2558300	CARHR072240
OG0009146	Cg007G2556800	CARHR072080
OG0009147	Cg007G2555500	CARHR071940
OG0009148	Cg007G2555200	CARHR071900
OG0009149	Cg007G2555000	CARHR071880
OG0009150	Cg007G2551500	CARHR071560
OG0009151	Cg007G2551100	CARHR071510
OG0009152	Cg007G2549200	CARHR071330
OG0009153	Cg002G0495100	CARHR049880
OG0009154	Cg007G2548400	CARHR071260
OG0009155	Cg007G2547700	CARHR071200
OG0009156	Cg007G2544900	CARHR070880
OG0009157	Cg007G2544800	CARHR070870
OG0009158	Cg007G2543900	CARHR070770
OG0009159	Cg007G2543300	CARHR256330, CARHR070690
OG0009161	Cg007G2541300	CARHR070530
OG0009162	Cg007G2540500	CARHR070450
OG0009163	Cg007G2536300	CARHR070040
OG0009164	Cg007G2535900	CARHR070000
OG0009165	Cg007G2534600	CARHR069870
OG0009166	Cg007G2532700	CARHR069690
OG0009168	Cg004G1200100	CARHR088750
OG0009169	Cg007G2531100	CARHR069540
OG0009171	Cg007G2527700	CARHR069090
OG0009172	Cg004G1358200	CARHR105000
OG0009173	Cg007G2524400	CARHR068690
OG0009174	Cg007G2523400	CARHR068580
OG0009175	Cg007G2522800	CARHR068540
OG0009176	Cg004G1411900	CARHR107770
OG0009177	Cg004G1412000	CARHR107810
OG0009179	Cg004G1414800	CARHR108390
OG0009180	Cg002G0528900	CARHR158980
OG0009181	Cg003G0934200	CARHR267890
OG0009182	Cg003G0934100	CARHR267880
