Orthogroup	Cardamine_glauca	Arabidopsis_thaliana
OG0006758	Cg004G1137800	AT3G07370.1
OG0006759	Cg004G1138300	AT3G07420.1
OG0006760	Cg004G1139200	AT3G07510.3
OG0006761	Cg004G1140100	AT3G07580.1
OG0006762	Cg004G1142000	AT3G07750.1
OG0006763	Cg004G1142400	AT3G07790.1
OG0006764	Cg004G1142500	AT3G07800.1
OG0006765	Cg004G1147900	AT3G08840.7
OG0006766	Cg004G1149500	AT3G08980.1
OG0006767	Cg004G1151200	AT3G09150.2
OG0006768	Cg004G1150400	AT3G09050.1
OG0006769	Cg004G1152600	AT3G09290.1
OG0006770	Cg004G1159600	AT3G10040.1
OG0006771	Cg004G1174200	AT3G11440.1
OG0006772	Cg004G1169500	AT3G10915.7
OG0006773	Cg004G1170600	AT3G11020.1
OG0006774	Cg004G1170700	AT3G11030.1
OG0006775	Cg004G1173900	AT3G11410.1
OG0006776	Cg004G1176000	AT3G11600.1
OG0006777	Cg004G1176100	AT3G11620.1
OG0006778	Cg004G1176400	AT3G11650.1
OG0006779	Cg004G1177300, Cg001G0369200	AT3G11720.3
OG0006780	Cg004G1177400	AT3G11730.1
OG0006781	Cg004G1181500	AT3G12160.1
OG0006782	Cg004G1184000	AT3G12500.1
OG0006783	Cg004G1185700	AT3G12670.1
OG0006784	Cg004G1186400	AT3G12730.1
OG0006785	Cg004G1188200	AT3G12910.1
OG0006786	Cg004G1189400	AT3G13000.2
OG0006787	Cg005G1619900	AT2G31240.1
OG0006788	Cg004G1196900	AT3G13670.1
OG0006789	Cg004G1197700	AT3G13730.1
OG0006790	Cg004G1200000	AT3G13930.1
OG0006792	Cg004G1203600	AT3G14172.1
OG0006793	Cg004G1203900	AT3G14190.1
OG0006794	Cg004G1206800	AT3G14440.1
OG0006795	Cg004G1207900	AT3G14595.1
OG0006796	Cg004G1209400	AT3G14770.1
OG0006797	Cg004G1210900	AT3G14920.1
OG0006798	Cg004G1215100	AT3G15190.1
OG0006799	Cg004G1217400	AT3G15370.2
OG0006800	Cg004G1219000	AT3G15518.1
OG0006801	Cg004G1222900	AT3G15850.1
OG0006802	Cg004G1223200	AT3G15880.2
OG0006803	Cg004G1226400	AT3G16200.1
OG0006804	Cg004G1226900	AT3G16250.1
OG0006805	Cg006G2224900	AT1G04210.1
OG0006806	Cg004G1235700	AT3G17100.1
OG0006807	Cg004G1237000	AT3G17205.1
OG0006808	Cg004G1239500, Cg001G0031700	AT3G17420.1
OG0006809	Cg004G1240500	AT3G17520.1
OG0006810	Cg008G2885600	AT5G36930.2
OG0006811	Cg004G1241200	AT3G17609.2
OG0006812	Cg004G1241300	AT3G17611.1
OG0006813	Cg004G1242800	AT3G17720.1, AT3G17760.1
OG0006814	Cg004G1244000	AT3G17860.1
OG0006815	Cg004G1247100	AT3G18165.1
OG0006816	Cg004G1247700	AT3G18215.1
OG0006817	Cg004G1249900	AT3G18400.1
OG0006818	Cg004G1250600	AT3G18480.1
OG0006819	Cg004G1253500	AT3G18770.1
OG0006820	Cg004G1254700	AT3G18860.1
OG0006821	Cg006G2076600	AT1G18840.1
OG0006822	Cg004G1266300	AT3G19990.2
OG0006823	Cg004G1266700	AT3G20020.3
OG0006824	Cg004G1270600	AT3G20340.1
OG0006825	Cg004G1272600	AT3G20550.1
OG0006826	Cg004G1272900	AT3G20570.1
OG0006827	Cg004G1273000	AT3G20580.1
OG0006828	Cg004G1275700	AT3G20820.1
OG0006829	Cg004G1276600	AT3G20910.1
OG0006830	Cg004G1278100	AT3G21100.3
OG0006831	Cg004G1279300	AT3G21200.1
OG0006832	Cg006G2165100	AT1G09830.1
OG0006834	Cg001G0333500	AT5G37478.1
OG0006835	Cg009G2989900, Cg008G2888700	AT5G47870.1
OG0006836	Cg009G2989000, Cg008G2888200	AT5G47820.1
OG0006837	Cg004G1306800	AT3G23750.1
OG0006838	Cg004G1294600	AT3G22800.1
OG0006839	Cg004G1290900	AT3G22400.1
OG0006840	Cg004G1283500	AT3G21550.1
OG0006841	Cg001G0102800	AT4G29960.1
OG0006842	Cg001G0103100	AT4G29930.3
OG0006843	Cg007G2388500	AT1G65020.1
OG0006844	Cg007G2381200	AT1G64980.2
OG0006845	Cg008G2751300	AT5G18700.1, AT1G33940.1
OG0006846	Cg008G2750900	AT5G18670.1
OG0006847	Cg008G2748500	AT5G18460.1
OG0006848	Cg008G2746900	AT5G18270.1
OG0006849	Cg008G2841900	AT5G49360.1
OG0006850	Cg008G2836100	AT5G28840.1
OG0006851	Cg008G2875700	AT5G48385.1
OG0006852	Cg002G0503400	AT3G52500.1
OG0006853	Cg002G0505500	AT3G52270.1
OG0006854	Cg002G0506400	AT3G52180.1
OG0006855	Cg002G0507400	AT3G52110.1
OG0006856	Cg002G0507700	AT3G52090.2
OG0006857	Cg002G0507900	AT3G21640.1
OG0006858	Cg002G0514100	AT3G51470.1
OG0006859	Cg002G0514600	AT3G51400.1
OG0006860	Cg002G0515700	AT3G51290.2
OG0006861	Cg002G0515900	AT3G51270.1
OG0006862	Cg006G2251100	AT1G01680.1
OG0006863	Cg006G2251000	AT1G01670.1
OG0006864	Cg006G2249200	AT1G01490.4
OG0006865	Cg006G2245800	AT1G01160.2
OG0006866	Cg006G2243400	AT1G02270.1
OG0006867	Cg006G2241800	AT1G02410.1
OG0006868	Cg006G2237000	AT1G02900.1
OG0006869	Cg006G2236500	AT1G02970.1
OG0006870	Cg006G2235600	AT1G03050.1
OG0006871	Cg006G2228800	AT1G03850.1
OG0006872	Cg006G2224200	AT1G04280.1
OG0006873	Cg004G1392500	AT2G15690.1
OG0006874	Cg006G2220800	AT1G04590.2
OG0006875	Cg006G2220000	AT1G04660.1
OG0006876	Cg006G2218900	AT1G04770.1
OG0006877	Cg002G0579400	AT3G45020.1
OG0006878	Cg006G2216900	AT1G04945.3
OG0006879	Cg006G2215200	AT1G05087.1, AT1G05090.1, AT4G20720.1
OG0006880	Cg006G2213500	AT1G05260.1
OG0006882	Cg006G2204100	AT1G06080.1
OG0006883	Cg006G2203900	AT1G06110.1
OG0006884	Cg006G2200300	AT1G06490.1
OG0006885	Cg006G2199500	AT1G06560.1
OG0006886	Cg006G2197200	AT1G06830.1
OG0006887	Cg006G2195800	AT1G06950.1
OG0006888	Cg006G2195500	AT1G06980.1
OG0006889	Cg001G0160200	AT4G24380.3
OG0006890	Cg006G2183500	AT1G08080.1
OG0006891	Cg006G2181800	AT1G08210.3
OG0006892	Cg006G2180900	AT1G08290.1
OG0006893	Cg006G2180100	AT1G08370.1
OG0006894	Cg006G2178900	AT1G08480.1
OG0006895	Cg006G2175800	AT1G08800.1
OG0006896	Cg006G2174800	AT1G08910.1
OG0006897	Cg006G2174200	AT1G08980.1
OG0006898	Cg006G2172800	AT1G09155.1
OG0006899	Cg006G2171100	AT1G09310.1
OG0006900	Cg006G2166400	AT1G09740.1
OG0006901	Cg006G2163600	AT1G09960.1
OG0006902	Cg006G2161900	AT1G10140.1
OG0006903	Cg007G2312100	AT1G59640.2
OG0006904	Cg006G2158700	AT1G10510.1
OG0006905	Cg006G2155400	AT1G10770.1
OG0006906	Cg006G2153000	AT1G11040.1
OG0006907	Cg006G2151500	AT1G11170.1
OG0006908	Cg006G2151200	AT1G11190.1
OG0006909	Cg006G2151000	AT1G11210.1
OG0006910	Cg006G2150500	AT1G11260.1
OG0006911	Cg006G2150200	AT1G11300.1, AT1G11303.1
OG0006912	Cg006G2147100	AT1G11600.1
OG0006913	Cg006G2146600	AT1G11655.1
OG0006914	Cg006G2145400	AT1G11755.1
OG0006915	Cg006G2145200	AT1G11765.1
OG0006916	Cg006G2141600	AT1G12110.1
OG0006917	Cg006G2140600	AT1G12260.1
OG0006918	Cg006G2139400	AT1G12410.1
OG0006919	Cg003G0700300	AT4G00230.1
OG0006920	Cg006G2137600	AT1G12630.1
OG0006921	Cg006G2133900	AT1G12950.1
OG0006922	Cg006G2133300	AT1G13030.1
OG0006923	Cg006G2126900	AT1G13710.1
OG0006924	Cg006G2125500	AT1G13880.2
OG0006925	Cg006G2125200	AT1G13900.1
OG0006926	Cg006G2124600	AT1G13960.1
OG0006927	Cg006G2120100	AT1G14370.1
OG0006928	Cg006G2118000	AT1G14570.1
OG0006929	Cg006G2115300	AT1G14790.1
OG0006930	Cg006G2115200	AT1G14810.1
OG0006931	Cg006G2112400	AT1G15100.1
OG0006932	Cg006G2111400	AT1G15220.1
OG0006933	Cg006G2109800	AT1G15360.1
OG0006934	Cg006G2109100	AT1G15420.1
OG0006935	Cg006G2106100	AT1G15780.2
OG0006936	Cg006G2105600	AT1G15820.1
OG0006937	Cg006G2103800	AT1G19780.1, AT1G15990.1
OG0006938	Cg006G2102500	AT1G16180.1
OG0006939	Cg002G0631300	AT3G28050.1
OG0006940	Cg006G2096100	AT1G16850.1
OG0006941	Cg006G2095600	AT1G16900.1
OG0006943	Cg006G2091200	AT1G17345.1
OG0006944	Cg006G2088600	AT1G17620.1
OG0006945	Cg006G2088000	AT1G17690.1
OG0006946	Cg006G2086900	AT1G17800.1
OG0006947	Cg008G2881600, Cg006G2086700	AT1G17820.1
OG0006948	Cg006G2086500	AT1G17840.1
OG0006949	Cg006G2085600	AT1G17950.1
OG0006950	Cg005G1499300, Cg006G2082400	AT1G18340.1
OG0006951	Cg006G2080900	AT1G18480.1
OG0006952	Cg006G2079500	AT1G18610.1
OG0006953	Cg006G2076200	AT1G18880.1
OG0006954	Cg006G2073400	AT1G19220.1
OG0006955	Cg006G2070500	AT1G19510.1
OG0006958	Cg006G2060500	AT1G20620.6
OG0006959	Cg006G2058400	AT1G20823.1
OG0006960	Cg006G2057500	AT1G20900.1
OG0006961	Cg006G2056200	AT1G21050.2
OG0006962	Cg006G2052700	AT5G34780.1, AT1G21400.5
OG0006963	Cg006G2052000	AT1G21480.1
OG0006964	Cg006G2048300	AT1G21830.1
OG0006965	Cg006G2047900	AT1G21880.2
OG0006966	Cg006G2047600	AT1G21910.1
OG0006967	Cg006G2046000	AT1G22065.1
OG0006968	Cg004G1438000	AT5G45140.1
OG0006969	Cg001G0265400	AT4G14540.1
OG0006970	Cg007G2486800	AT1G71780.1
OG0006971	Cg007G2483400	AT1G71270.1, AT1G71300.1
OG0006972	Cg007G2480400	AT1G71010.1
OG0006973	Cg007G2470100	AT1G69970.1
OG0006974	Cg001G0162900	AT4G24120.1
OG0006975	Cg001G0162500	AT4G24150.1
OG0006976	Cg003G0911200	AT2G17305.1
OG0006977	Cg007G2272500	AT1G63100.2
OG0006979	Cg007G2279000	AT1G62450.1
OG0006980	Cg003G0807400, Cg003G0808600	AT1G62310.1
OG0006981	Cg007G2287200	AT1G61740.1
OG0006982	Cg007G2288400	AT1G61620.1
OG0006983	Cg006G2002200	AT1G27310.1
OG0006984	Cg007G2301100	AT1G61080.5
OG0006985	Cg007G2300300	AT1G61000.1
OG0006986	Cg007G2317300	AT1G58250.2
OG0006987	Cg007G2263300	AT1G64140.1
OG0006989	Cg007G2257200	AT1G64680.1
OG0006990	Cg001G0394400	AT5G42090.1
OG0006991	Cg008G2974600	AT5G46590.1
OG0006992	Cg008G2975500	AT5G46630.2
OG0006993	Cg008G2976800	AT5G46740.1
OG0006994	Cg008G2985000	AT5G47560.1
OG0006995	Cg008G2985900	AT5G47640.1
OG0006996	Cg008G2987300	AT5G47780.1
OG0006997	Cg008G2948800	AT5G44660.1
OG0006998	Cg003G0735300, Cg003G0863100	AT4G05410.1
OG0006999	Cg001G0107100	AT4G29520.1
OG0007000	Cg001G0106300	AT4G29670.2
OG0007001	Cg006G1852300	AT1G48020.1
OG0007002	Cg006G1851400	AT1G48140.1
OG0007003	Cg007G2520700	AT1G75020.1
OG0007004	Cg007G2520300	AT1G74970.1
OG0007005	Cg007G2519700	AT1G74910.1
OG0007006	Cg001G0003300	AT4G38470.1
OG0007007	Cg001G0007200	AT4G38900.1
OG0007008	Cg001G0009600	AT4G39140.1
OG0007009	Cg001G0012900	AT4G39400.1
OG0007010	Cg001G0013000	AT4G39410.1
OG0007011	Cg001G0019500	AT4G40070.1
OG0007012	Cg001G0023800	AT4G37790.1
OG0007013	Cg001G0025700	AT4G37610.1
OG0007014	Cg007G2514700, Cg007G2514600, Cg001G0027600	AT4G37400.1
OG0007015	Cg001G0029400	AT4G36930.1
OG0007016	Cg001G0032200	AT4G37210.1
OG0007017	Cg001G0034000	AT4G36730.1
OG0007018	Cg001G0034100	AT4G36720.1
OG0007019	Cg001G0038200	AT4G36220.1
OG0007020	Cg001G0040200	AT4G35985.1
OG0007021	Cg001G0043600	AT4G35750.1
OG0007022	Cg001G0044200	AT4G35720.1
OG0007023	Cg001G0045700	AT4G35530.1
OG0007024	Cg007G2289600	AT1G61520.1
OG0007025	Cg001G0050000	AT4G35110.3
OG0007027	Cg001G0051300	AT4G34990.1
OG0007028	Cg001G0052600	AT4G34860.1
OG0007029	Cg001G0053300	AT4G34770.1
OG0007030	Cg001G0054100	AT4G34680.1
OG0007031	Cg001G0080800	AT4G32190.1
OG0007032	Cg001G0080700	AT4G32250.1, AT4G32230.1
OG0007033	Cg001G0080000	AT4G32295.1
OG0007034	Cg001G0076500	AT4G32551.2
OG0007035	Cg001G0076300	AT4G32570.1
OG0007036	Cg001G0074500	AT4G32720.1
OG0007037	Cg001G0073800	AT4G32800.1
OG0007038	Cg005G1594700	AT2G33793.1
OG0007039	Cg005G1716400	AT2G25930.1
OG0007040	Cg001G0070700	AT4G33090.1
OG0007041	Cg001G0069300	AT4G33250.1
OG0007042	Cg001G0066400	AT4G33550.1
OG0007043	Cg004G1358500	AT2G12400.1
OG0007044	Cg001G0065200	AT4G33670.1
OG0007045	Cg001G0064200	AT4G33740.1
OG0007046	Cg001G0062500	AT4G33920.1
OG0007047	Cg001G0062200	AT4G33940.1
OG0007048	Cg001G0061900	AT4G33960.1
OG0007049	Cg001G0060600	AT4G34100.1
OG0007050	Cg001G0060400	AT4G34120.1
OG0007051	Cg001G0082700	AT4G32020.1
OG0007052	Cg001G0083100	AT4G31990.3
OG0007053	Cg001G0090000	AT4G31330.1
OG0007054	Cg001G0090100	AT4G31320.1
OG0007055	Cg001G0091300	AT4G31160.1
OG0007056	Cg001G0091700	AT4G31120.1
OG0007057	Cg001G0093200	AT4G30960.1
OG0007058	Cg001G0093600	AT4G30930.1
OG0007059	Cg001G0094900	AT4G30810.1
OG0007060	Cg004G1307700	AT3G23820.1
OG0007061	Cg004G1311100	AT3G23980.1
OG0007062	Cg007G2495700	AT1G72540.1
OG0007063	Cg007G2493500	AT1G72360.2
OG0007064	Cg007G2491800	AT1G72200.1
OG0007065	Cg006G2031900	AT1G23420.2
OG0007066	Cg006G2030900	AT1G23540.1
OG0007067	Cg006G2024400	AT1G27200.1
OG0007068	Cg005G1716700	AT2G25920.1
OG0007069	Cg014G3042700, Cg003G0713200	AT4G01950.2
OG0007070	Cg003G0717100, Cg014G3038500	AT4G01500.1
OG0007071	Cg003G0711000, Cg014G3044800	AT4G00840.1
OG0007072	Cg014G3046200, Cg003G0709600	AT4G00980.1
OG0007073	Cg003G0707900, Cg014G3047600	AT4G01110.1
OG0007074	Cg003G0706500, Cg014G3049000	AT4G01290.1
OG0007075	Cg014G3050900, Cg003G0704700	AT4G00700.1
OG0007076	Cg003G0700200	AT4G00220.1
OG0007077	Cg003G0698100	AT4G00026.1
OG0007079	Cg006G2004300	AT1G24460.1
OG0007080	Cg001G0161900	AT4G24200.1
OG0007081	Cg001G0120900	AT4G28140.1
OG0007085	Cg006G2090700	AT1G17400.1
OG0007086	Cg006G2031700	AT1G23450.1
OG0007087	Cg006G2016600	AT1G26590.2
OG0007088	Cg006G2005700	AT1G24575.1
OG0007089	Cg006G2004100	AT1G24440.1
OG0007090	Cg006G2002500	AT1G24260.2
OG0007096	Cg002G0695600	AT2G01240.1
OG0007097	Cg002G0670500, Cg002G0670300	AT3G25790.1
OG0007098	Cg002G0643900	AT3G29030.1
OG0007099	Cg002G0605500	AT3G30260.1
OG0007101	Cg002G0558900	AT3G46850.1, AT3G46840.1
OG0007102	Cg002G0507500	AT3G52105.2
OG0007103	Cg002G0495500	AT3G53180.1
OG0007105	Cg008G2749600	AT5G18550.1
OG0007107	Cg003G0785800	AT4G09610.1, AT4G09600.1
OG0007108	Cg003G0755400	AT4G11780.1
OG0007110	Cg001G0142700	AT4G26050.1
OG0007111	Cg001G0173000	AT4G10210.1, AT4G23080.1
OG0007114	Cg008G2972400, Cg008G2972500	AT5G46380.2
OG0007115	Cg008G2879100	AT5G48250.1
OG0007116	Cg008G2860300, Cg008G2845400	AT5G49220.1
OG0007117	Cg025G3077400	ATCG00350.1
OG0007119	Cg003G0830400, Cg003G0879100, Cg003G0879000, Cg003G0879600, Cg003G0831000, Cg003G0879400, Cg003G0830700, Cg003G0879200, Cg003G0879300, Cg003G0830900	AT5G50620.1, AT5G50510.1
OG0007129	Cg001G0173500	AT4G23070.1
OG0007130	Cg003G0932300	AT5G54390.1
OG0007131	Cg003G1024000	AT5G63310.1
OG0007132	Cg002G0543100	AT3G48460.1
OG0007133	Cg002G0543700	AT3G48420.1
OG0007134	Cg002G0545200	AT3G48210.1
OG0007135	Cg002G0548000	AT3G47940.1
OG0007136	Cg002G0548400	AT3G47870.1
OG0007137	Cg002G0696800	AT2G01100.1
OG0007138	Cg002G0695100	AT2G01275.3
OG0007139	Cg001G0106800	AT4G29560.1
OG0007140	Cg002G0690500	AT2G01720.1
OG0007141	Cg002G0685900	AT2G02160.1
OG0007142	Cg005G1554500	AT2G37870.1
OG0007143	Cg008G2976900	AT5G46750.1
OG0007144	Cg007G2551900	AT1G78140.1
OG0007145	Cg008G2741000	AT5G17710.2
OG0007146	Cg008G2740300	AT5G17650.1
OG0007147	Cg008G2738200	AT5G17450.1
OG0007148	Cg008G2738000	AT5G17430.1
OG0007149	Cg008G2736400	AT5G17260.1
OG0007150	Cg008G2735900	AT5G17210.1
OG0007151	Cg008G2733300	AT5G16930.1
OG0007152	Cg008G2731700	AT5G16770.1
OG0007153	Cg008G2730000	AT5G16600.1
OG0007154	Cg008G2729900	AT5G16590.1
OG0007155	Cg008G2729500	AT5G16530.1
OG0007156	Cg008G2728700	AT5G16460.1
OG0007157	Cg008G2727500	AT5G16310.1
OG0007158	Cg008G2725600	AT5G16120.4
OG0007159	Cg005G1568900	AT2G36430.1
OG0007160	Cg008G2722600	AT5G15810.1
OG0007161	Cg008G2721900	AT5G15750.1
OG0007162	Cg008G2719900	AT5G15540.1
OG0007163	Cg008G2719700	AT5G15530.1
OG0007164	Cg008G2716600	AT5G15230.1
OG0007165	Cg008G2714300	AT5G15020.1
OG0007166	Cg008G2713600	AT5G14950.1
OG0007167	Cg008G2713500	AT5G14940.1
OG0007168	Cg008G2713100	AT5G14910.1
OG0007169	Cg008G2712300	AT5G14800.1
OG0007170	Cg008G2711800	AT5G14750.1
OG0007172	Cg003G0770200	AT4G10600.1
OG0007173	Cg008G2706300	AT5G14240.1
OG0007174	Cg008G2706200	AT5G14230.1
OG0007175	Cg008G2706000	AT5G14210.2
OG0007176	Cg008G2705000	AT5G14105.1
OG0007177	Cg008G2704300	AT5G14050.1
OG0007178	Cg008G2703900	AT5G14020.1
OG0007179	Cg008G2703700	AT5G14000.3
OG0007180	Cg008G2703500	AT5G13980.1
OG0007181	Cg008G2703300	AT5G13960.1
OG0007182	Cg008G2703200	AT5G13950.3
OG0007183	Cg008G2701300	AT5G13760.1
OG0007184	Cg008G2700900	AT5G13720.1
OG0007185	Cg008G2700800	AT5G13710.1
OG0007186	Cg008G2700200	AT5G13650.2
OG0007188	Cg008G2862600, Cg008G2848200	AT5G49050.1
OG0007189	Cg008G2699400	AT5G13570.2
OG0007190	Cg008G2698900	AT5G13510.1
OG0007191	Cg008G2698800	AT5G13500.1
OG0007192	Cg008G2697800	AT5G13390.2
OG0007193	Cg008G2697000	AT5G13300.1
OG0007194	Cg003G0946800	AT5G55820.1
OG0007195	Cg008G2694300	AT5G13080.1
OG0007196	Cg008G2693900	AT5G13030.1
OG0007197	Cg008G2690800	AT5G12390.1
OG0007198	Cg008G2688100	AT5G12120.1
OG0007199	Cg008G2687400	AT5G12040.1
OG0007200	Cg008G2686400	AT5G11930.1
OG0007201	Cg002G0623300	AT3G29340.1
OG0007202	Cg008G2684700	AT5G11760.1
OG0007203	Cg008G2681800	AT5G11480.1
OG0007204	Cg008G2681400	AT5G11440.1
OG0007205	Cg001G0161500	AT4G24230.6
OG0007206	Cg008G2680500	AT5G11340.1
OG0007207	Cg008G2674000	AT5G10660.2
OG0007208	Cg008G2673400	AT5G10580.3
OG0007209	Cg008G2880900	AT5G48170.1
OG0007210	Cg008G2672300	AT5G10490.1
OG0007211	Cg008G2670000	AT5G10310.2
OG0007212	Cg008G2668500	AT5G10160.1
OG0007213	Cg008G2668200	AT5G10130.1
OG0007214	Cg008G2667600	AT5G10060.1
OG0007215	Cg008G2665200	AT5G09850.1
OG0007216	Cg008G2662600	AT5G09550.1
OG0007217	Cg008G2660100	AT5G09270.1
OG0007218	Cg008G2658500	AT5G08630.1
OG0007219	Cg008G2657700	AT5G08540.1
OG0007220	Cg008G2655100	AT5G08330.1
OG0007221	Cg008G2653600	AT5G08170.1
OG0007222	Cg008G2653300	AT5G08139.1
OG0007223	Cg008G2650800	AT5G07910.1
OG0007224	Cg003G0727500, Cg003G0870400	AT4G02880.2
OG0007225	Cg003G0729400, Cg003G0868800	AT4G03080.1
OG0007226	Cg003G0729500, Cg003G0868700	AT4G03090.1
OG0007227	Cg003G0867600, Cg003G0730700	AT4G03210.1
OG0007228	Cg001G0153300	AT4G25050.2
OG0007229	Cg001G0155100	AT4G24880.1
OG0007230	Cg001G0157100	AT4G24680.1
OG0007231	Cg005G1687000	AT2G26730.1
OG0007232	Cg005G1682700	AT2G26960.1
OG0007233	Cg005G1678300	AT2G27140.1
OG0007234	Cg005G1672300	AT2G27300.1
OG0007235	Cg005G1669900	AT2G27389.1
OG0007236	Cg005G1666700	AT2G27500.1
OG0007237	Cg005G1660000	AT2G27730.1
OG0007238	Cg005G1658600	AT2G27900.1
OG0007239	Cg005G1653300	AT2G28315.1
OG0007240	Cg005G1652000	AT2G28410.1
OG0007241	Cg005G1651500	AT2G28470.1
OG0007242	Cg005G1649600	AT2G28610.1
OG0007243	Cg005G1646000	AT2G28840.1
OG0007244	Cg005G1645400	AT2G28910.1
OG0007245	Cg005G1643400	AT2G29020.1
OG0007246	Cg005G1643300	AT2G29040.1
OG0007247	Cg005G1637200	AT2G29660.1
OG0007248	Cg005G1637100	AT2G29670.1
OG0007249	Cg005G1633200	AT2G30040.1
OG0007250	Cg005G1632700	AT2G30090.1
OG0007251	Cg008G2783200	AT5G22570.1
OG0007252	Cg005G1629100	AT2G30370.1
OG0007253	Cg005G1627400	AT2G30505.1
OG0007254	Cg005G1622800	AT2G30990.1
OG0007255	Cg005G1622700	AT2G31010.1
OG0007256	Cg005G1621300	AT2G31130.1
OG0007257	Cg005G1618400	AT2G31380.1
OG0007259	Cg005G1612100	AT2G32020.1
OG0007260	Cg005G1608300	AT2G32460.1
OG0007261	Cg005G1609300	AT2G32360.1
OG0007262	Cg005G1609900	AT2G32280.1
OG0007263	Cg005G1606100	AT2G32700.7
OG0007264	Cg005G1604300	AT2G32860.2
OG0007265	Cg005G1603900	AT2G32900.1
OG0007266	Cg005G1603500, Cg005G1610500	AT2G32940.1
OG0007267	Cg005G1603200	AT2G32970.2
OG0007268	Cg005G1602200	AT2G33100.1
OG0007269	Cg005G1599200	AT2G33360.1
OG0007270	Cg005G1598900	AT2G33385.2
OG0007271	Cg008G2936500	AT5G43910.2
OG0007272	Cg008G2941700	AT5G44190.1
OG0007273	Cg001G0151800	AT4G25200.1
OG0007274	Cg001G0150500	AT4G25320.1
OG0007275	Cg001G0147100	AT4G25640.2
OG0007276	Cg001G0146100	AT4G25720.1
OG0007277	Cg006G1860700	AT1G47278.2
OG0007278	Cg006G1861300	AT1G47260.1
OG0007279	Cg006G1864400	AT1G45688.1
OG0007280	Cg006G1861500	AT1G47230.2
OG0007281	Cg005G1726400, Cg005G1726500, Cg006G1861600	AT1G47240.1
OG0007282	Cg006G1998600	AT1G27710.1
OG0007283	Cg006G1996600	AT1G27980.1
OG0007284	Cg006G1995200	AT1G28100.4
OG0007285	Cg006G1991400	AT1G28370.2
OG0007286	Cg006G1989300	AT1G28560.3
OG0007287	Cg006G1986100	AT1G29120.5
OG0007288	Cg006G1985900	AT1G29150.1
OG0007289	Cg006G1984900	AT1G29240.1
OG0007290	Cg006G1983700	AT1G29300.1, AT2G32130.1
OG0007292	Cg006G1973700	AT1G30040.1
OG0007293	Cg006G1972200	AT1G30240.2
OG0007294	Cg006G1971400	AT1G30300.1
OG0007295	Cg006G1971000	AT1G30360.1
OG0007296	Cg006G1970300	AT1G30450.1
OG0007297	Cg006G1969500	AT5G32670.1, AT1G30490.1
OG0007299	Cg006G1967000	AT1G30760.2
OG0007300	Cg006G1964300	AT1G30870.1
OG0007301	Cg006G1964200	AT1G30880.1
OG0007302	Cg006G1962900	AT1G31040.1
OG0007303	Cg006G1961100	AT1G31290.1, AT1G31280.1
OG0007304	Cg006G1960000	AT1G31350.2
OG0007305	Cg006G1957900	AT1G31500.7
OG0007306	Cg006G1952400	AT1G32120.1
OG0007307	Cg006G1952100	AT1G32130.1
OG0007308	Cg006G1951300	AT1G32170.1
OG0007309	Cg006G1950500	AT1G32240.1
OG0007310	Cg006G1948600	AT1G32400.1
OG0007311	Cg006G1947800	AT1G32450.1
OG0007312	Cg002G0684000	AT2G02560.1
OG0007313	Cg002G0681300	AT2G02990.1
OG0007314	Cg002G0681100	AT2G03060.2
OG0007315	Cg002G0680300	AT2G03200.1
OG0007316	Cg002G0678100	AT2G03340.1
OG0007317	Cg003G1062200	AT5G66730.1
OG0007318	Cg003G1056700	AT5G67220.1
OG0007319	Cg003G1055300	AT5G67350.1
OG0007320	Cg003G1055100	AT5G67370.1
OG0007321	Cg001G0119500	AT4G28250.1
OG0007322	Cg003G1054100	AT5G67440.1
OG0007323	Cg003G1050200	AT5G65780.2, AT5G65770.2
OG0007324	Cg003G1049000	AT5G65687.1
OG0007325	Cg003G1048900	AT5G65690.2
OG0007326	Cg003G1046800	AT5G65470.1
OG0007327	Cg003G1045500	AT5G65340.1
OG0007328	Cg003G1045100	AT5G65290.1
OG0007329	Cg003G1043100	AT5G65090.1
OG0007330	Cg003G1039900	AT5G64813.1
OG0007331	Cg003G1039600	AT5G64790.1
OG0007332	Cg003G1038300	AT5G64670.1
OG0007333	Cg003G1036900	AT5G64540.1
OG0007335	Cg003G1036000	AT5G64440.1
OG0007336	Cg003G1035900	AT5G64430.1
OG0007337	Cg003G1035400	AT5G64390.3
OG0007338	Cg003G1034700	AT5G64350.1
OG0007339	Cg003G1032000	AT5G64130.3
OG0007340	Cg003G1030700, Cg003G1030600	AT5G64000.1
OG0007341	Cg003G1030400	AT5G63980.1
OG0007342	Cg003G1029600	AT5G63900.1
OG0007343	Cg003G1029000	AT5G63840.2
OG0007344	Cg003G1028600	AT5G63790.2
OG0007345	Cg003G1022800	AT5G63180.1
OG0007346	Cg003G1022600	AT5G63160.1
OG0007347	Cg003G1022300	AT5G63135.1
OG0007348	Cg003G1022200	AT5G63130.1
OG0007349	Cg003G1021800	AT5G63090.1
OG0007350	Cg003G1018100	AT5G62770.1
OG0007351	Cg003G1015200	AT5G62440.1
OG0007352	Cg003G1015100	AT5G62430.1
OG0007353	Cg003G1013400	AT5G62270.2
OG0007354	Cg003G1010300	AT5G61960.1
OG0007355	Cg001G0275700	AT4G13830.2
OG0007356	Cg003G1007300	AT5G61660.1
OG0007357	Cg003G1006700	AT5G61590.1
OG0007358	Cg003G1006400	AT5G61560.3
