Orthogroup	Cardamine_glauca	Raphanus_sativus
OG0009501	Cg002G0495400	XP_018450837.1, XP_018485995.1
OG0009502	Cg002G0495800	XP_018461241.1, XP_018486797.1, XP_018461245.1, XP_018489728.1
OG0009503	Cg002G0499200	XP_018458102.1, XP_018477923.1
OG0009504	Cg002G0499300, Cg002G0499500, Cg002G0499600	XP_018492775.1
OG0009506	Cg003G0922100	XP_018453303.1, XP_018462448.1
OG0009507	Cg003G0920800	XP_018468365.1
OG0009508	Cg003G0919600	XP_018466548.1, XP_018457033.1
OG0009509	Cg003G0919500	XP_018457035.1, XP_018469902.1, XP_018456842.1
OG0009510	Cg003G0918300	XP_018468223.1, XP_018464561.1
OG0009511	Cg003G0918000	XP_018474408.1, XP_018474182.1
OG0009512	Cg003G0917100	XP_018456555.1, XP_018474181.1
OG0009514	Cg001G0244600	XP_018470396.1, XP_018478855.1
OG0009515	Cg004G1315900	XP_018490084.1
OG0009516	Cg004G1316500	XP_018487007.1, XP_018486457.1
OG0009517	Cg004G1321800	XP_018491019.1
OG0009518	Cg004G1347100	XP_018434583.1, XP_018485922.1
OG0009519	Cg004G1312800	XP_018492550.1
OG0009520	Cg004G1313200	XP_018486177.1
OG0009521	Cg007G2430500	XP_018460359.1, XP_018446882.1, XP_018460360.1
OG0009522	Cg007G2438300	XP_018466581.1, XP_018443090.1, XP_018472221.1
OG0009523	Cg007G2440100	XP_018442891.1, XP_018442555.1
OG0009524	Cg007G2440600	XP_018472060.1, XP_018443155.1
OG0009525	Cg002G0585200, Cg007G2440700	XP_018472059.1, XP_018442490.1
OG0009526	Cg007G2442500	XP_018445953.1, XP_018471741.1
OG0009527	Cg007G2443900	XP_018446000.1, XP_018445765.1
OG0009529	Cg007G2446900	XP_018447006.1, XP_018446227.1, XP_018445736.1, XP_018463419.1
OG0009530	Cg007G2448400	XP_018468726.1, XP_018452801.1
OG0009531	Cg007G2448600	XP_018445099.1, XP_018452684.1
OG0009532	Cg007G2450300	XP_018444832.1
OG0009533	Cg007G2450600	XP_018468706.1, XP_018451980.1
OG0009534	Cg007G2453000	XP_018453331.1, XP_018448182.1
OG0009535	Cg001G0320800	XP_018450688.1, XP_018451773.1
OG0009536	Cg001G0321200	XP_018458160.1
OG0009537	Cg008G2866800, Cg008G2851000	XP_018463019.1
OG0009538	Cg004G1416000	XP_018437556.1
OG0009539	Cg004G1417500	XP_018454770.1, XP_018434532.1
OG0009540	Cg004G1422500	XP_018440909.1, XP_018454669.1
OG0009542	Cg004G1432300	XP_018462596.1, XP_018434518.1
OG0009543	Cg004G1432400	XP_018456620.1
OG0009544	Cg004G1434200	XP_018454902.1, XP_018464874.1
OG0009545	Cg005G1518200	XP_018483310.1
OG0009546	Cg005G1520200	XP_018482198.1, XP_018441837.1
OG0009547	Cg005G1521700	XP_018433135.1, XP_018477184.1, XP_018478115.1
OG0009548	Cg005G1522400	XP_018484427.1, XP_018484456.1
OG0009549	Cg005G1523300	XP_018475020.1, XP_018482000.1
OG0009550	Cg005G1524100	XP_018476491.1
OG0009551	Cg005G1525700	XP_018478573.1, XP_018461155.1
OG0009552	Cg005G1525800	XP_018476455.1, XP_018478750.1
OG0009553	Cg005G1527200	XP_018464840.1, XP_018458718.1
OG0009554	Cg005G1527900	XP_018478227.1, XP_018458716.1
OG0009555	Cg005G1529300	XP_018475565.1, XP_018458714.1
OG0009556	Cg005G1530500	XP_018481532.1, XP_018459966.1, XP_018438379.1, XP_018474019.1
OG0009557	Cg005G1530800	XP_018475721.1, XP_018477569.1
OG0009558	Cg005G1533300	XP_018477146.1, XP_018433762.1
OG0009559	Cg005G1533600	XP_018465759.1, XP_018436993.1, XP_018476174.1
OG0009560	Cg005G1533800	XP_018483975.1
OG0009561	Cg005G1533900	XP_018472795.1
OG0009562	Cg005G1535400	XP_018461422.1, XP_018439036.1
OG0009563	Cg002G0651800	XP_018491171.1
OG0009564	Cg005G1536900	XP_018438285.1, XP_018480962.1
OG0009565	Cg005G1537200	XP_018437958.1, XP_018437957.1
OG0009566	Cg005G1537800	XP_018434921.1
OG0009567	Cg005G1539900	XP_018441188.1, XP_018476212.1
OG0009568	Cg005G1540700	XP_018478441.1, XP_018442039.1
OG0009569	Cg005G1543000	XP_018474671.1, XP_018458420.1, XP_018440900.1
OG0009570	Cg005G1543900	XP_018437981.1, XP_018472838.1
OG0009571	Cg005G1544100	XP_018472837.1
OG0009572	Cg005G1544800	XP_018439226.1, XP_018478311.1
OG0009573	Cg005G1545000	XP_018476902.1, XP_018476908.1, XP_018484791.1
OG0009574	Cg005G1545200	XP_018476905.1
OG0009575	Cg005G1546100	XP_018433090.1, XP_018476761.1
OG0009576	Cg005G1546300	XP_018433092.1, XP_018476765.1, XP_018476763.1
OG0009577	Cg005G1547100	XP_018475917.1, XP_018437522.1
OG0009578	Cg005G1547300	XP_018485141.1, XP_018476019.1
OG0009579	Cg005G1549400	XP_018474863.1, XP_018465020.1
OG0009580	Cg005G1550100	XP_018472952.1
OG0009581	Cg005G1551700	XP_018436525.1, XP_018477767.1
OG0009582	Cg005G1552400	XP_018476683.1, XP_018440192.1
OG0009583	Cg005G1553300	XP_018482497.1, XP_018482743.1
OG0009584	Cg002G0694400	XP_018436420.1, XP_018483019.1
OG0009585	Cg005G1554600	XP_018441846.1
OG0009586	Cg005G1555700	XP_018436370.1, XP_018474054.1
OG0009587	Cg005G1559300	XP_018465120.1, XP_018437483.1
OG0009588	Cg005G1559500	XP_018433915.1, XP_018473010.1, XP_018466079.1
OG0009589	Cg005G1560000	XP_018480701.1, XP_018433295.1
OG0009590	Cg002G0687300	XP_018478180.1, XP_018452847.1
OG0009591	Cg005G1560300	XP_018478763.1, XP_018478762.1
OG0009592	Cg003G0792700	XP_018452090.1, XP_018459947.1, XP_018472798.1
OG0009593	Cg005G1561100	XP_018477599.1, XP_018477319.1, XP_018475703.1
OG0009594	Cg005G1562400	XP_018472903.1, XP_018478623.1
OG0009595	Cg005G1563200	XP_018476384.1, XP_018439716.1
OG0009596	Cg005G1564600	XP_018439283.1, XP_018474619.1
OG0009597	Cg005G1564700	XP_018475933.1, XP_018483616.1
OG0009598	Cg003G0748300	XP_018460768.1, XP_018453805.1
OG0009599	Cg003G0747900	XP_018468812.1, XP_018476930.1, XP_018457020.1
OG0009600	Cg003G0745000	XP_018472686.1
OG0009601	Cg003G0743600	XP_018453137.1, XP_018476671.1
OG0009602	Cg003G0741800, Cg003G0855600	XP_018454627.1
OG0009603	Cg002G0693100	XP_018433705.1
OG0009604	Cg003G0858000, Cg003G0739700	XP_018454485.1
OG0009605	Cg003G0752500	XP_018468564.1, XP_018455786.1
OG0009607	Cg003G0749700	XP_018455008.1, XP_018454962.1
OG0009608	Cg003G0749400	XP_018458657.1, XP_018476769.1
OG0009610	Cg005G1776100	XP_018484670.1, XP_018441189.1
OG0009611	Cg005G1773300	XP_018464791.1, XP_018463189.1
OG0009613	Cg005G1770600	XP_018481132.1, XP_018466259.1
OG0009614	Cg005G1770500	XP_018482206.1, XP_018438381.1
OG0009615	Cg005G1754800	XP_018480295.1, XP_018480296.1
OG0009616	Cg005G1751900	XP_018436685.1, XP_018481010.1
OG0009617	Cg005G1752800	XP_018459007.1, XP_018459008.1
OG0009618	Cg005G1745200	XP_018481712.1
OG0009619	Cg005G1730600	XP_018478627.1, XP_018441562.1
OG0009620	Cg005G1734400	XP_018477385.1
OG0009621	Cg005G1707300	XP_018488853.1, XP_018465798.1, XP_018459053.1
OG0009622	Cg005G1708000	XP_018492993.1
OG0009623	Cg005G1709900	XP_018483591.1, XP_018483588.1
OG0009624	Cg005G1703700	XP_018490160.1, XP_018479797.1
OG0009625	Cg001G0157400	XP_018469293.1, XP_018469014.1
OG0009626	Cg006G1884400	XP_018483932.1
OG0009627	Cg005G1532200	XP_018486075.1, XP_018483305.1
OG0009628	Cg004G1393400	XP_018483302.1, XP_018486074.1
OG0009629	Cg006G1899100, Cg006G1899400	XP_018441924.1
OG0009630	Cg006G1912700	XP_018485398.1
OG0009631	Cg006G1919100	XP_018489532.1, XP_018464369.1, XP_018447164.1
OG0009632	Cg006G1920000	XP_018465902.1, XP_018464368.1
OG0009633	Cg006G1923400	XP_018457892.1
OG0009634	Cg006G1933000	XP_018459719.1, XP_018490544.1
OG0009635	Cg006G1935800	XP_018485397.1, XP_018493171.1
OG0009636	Cg003G0784000	XP_018459454.1, XP_018452164.1
OG0009637	Cg003G0784200	XP_018476965.1, XP_018447180.1
OG0009638	Cg003G0802200	XP_018453253.1, XP_018452929.1
OG0009639	Cg003G0804300	XP_018442352.1
OG0009640	Cg003G0773300	XP_018450544.1
OG0009641	Cg003G0770000	XP_018452111.1, XP_018452106.1, XP_018473097.1
OG0009642	Cg003G0769700	XP_018475139.1
OG0009644	Cg003G0767100	XP_018476897.1, XP_018456403.1
OG0009645	Cg003G0755300	XP_018457083.1, XP_018471867.1
OG0009646	Cg008G2757300	XP_018468548.1, XP_018443275.1
OG0009647	Cg008G2757500	XP_018448763.1, XP_018442322.1
OG0009648	Cg008G2819400	XP_018437001.1, XP_018435616.1, XP_018454692.1
OG0009649	Cg008G2819700	XP_018440826.1, XP_018435180.1, XP_018457138.1
OG0009650	Cg008G2820100	XP_018441666.1, XP_018477170.1
OG0009651	Cg008G2821200	XP_018456923.1
OG0009652	Cg008G2822300	XP_018478317.1, XP_018462675.1
OG0009653	Cg008G2823800	XP_018484287.1
OG0009654	Cg008G2824800	XP_018478887.1, XP_018466511.1
OG0009655	Cg007G2421200	XP_018446359.1
OG0009656	Cg008G2826200	XP_018436694.1, XP_018464477.1, XP_018484832.1
OG0009657	Cg008G2827800	XP_018433097.1, XP_018433094.1, XP_018484151.1
OG0009658	Cg008G2828800	XP_018441787.1, XP_018457580.1
OG0009659	Cg008G2829000	XP_018478965.1, XP_018441789.1
OG0009660	Cg008G2833900	XP_018484251.1, XP_018441967.1
OG0009661	Cg004G1437700	XP_018467037.1, XP_018438184.1
OG0009662	Cg004G1438200	XP_018437776.1, XP_018455764.1
OG0009663	Cg004G1438900	XP_018438191.1, XP_018438188.1
OG0009664	Cg004G1440200	XP_018454373.1, XP_018454368.1, XP_018434047.1
OG0009665	Cg004G1441000	XP_018437384.1, XP_018457936.1
OG0009666	Cg004G1441800	XP_018440427.1, XP_018440481.1
OG0009667	Cg004G1445500	XP_018438546.1
OG0009668	Cg002G0567400	XP_018440336.1
OG0009669	Cg002G0567500	XP_018434025.1
OG0009670	Cg002G0567600	XP_018434024.1
OG0009671	Cg005G1448900	XP_018439576.1, XP_018439182.1, XP_018482862.1
OG0009672	Cg005G1449200	XP_018441624.1, XP_018439245.1, XP_018440110.1
OG0009673	Cg005G1449600	XP_018440848.1, XP_018440839.1
OG0009674	Cg005G1449900	XP_018484148.1, XP_018484094.1
OG0009675	Cg005G1450300	XP_018484471.1, XP_018484451.1
OG0009676	Cg005G1450500	XP_018434827.1, XP_018434836.1
OG0009677	Cg005G1451200	XP_018472662.1, XP_018462049.1, XP_018458607.1
OG0009678	Cg005G1452600	XP_018437976.1, XP_018480836.1
OG0009679	Cg005G1461600	XP_018484925.1, XP_018440366.1
OG0009680	Cg005G1461800	XP_018484924.1, XP_018440365.1
OG0009681	Cg005G1462800	XP_018485199.1, XP_018433263.1
OG0009682	Cg005G1464000	XP_018439865.1, XP_018485202.1
OG0009683	Cg001G0131700	XP_018472413.1
OG0009684	Cg005G1464100	XP_018439867.1, XP_018473064.1
OG0009685	Cg005G1464200	XP_018484440.1, XP_018476218.1
OG0009687	Cg006G1873800	XP_018467982.1, XP_018447609.1
OG0009688	Cg005G1466900	XP_018434750.1, XP_018434757.1
OG0009689	Cg005G1467200	XP_018441386.1, XP_018441387.1
OG0009690	Cg005G1468000	XP_018437470.1, XP_018481707.1
OG0009691	Cg005G1468600	XP_018485232.1, XP_018464999.1
OG0009692	Cg005G1469200	XP_018475752.1, XP_018482502.1, XP_018479141.1
OG0009693	Cg005G1471800	XP_018478853.1, XP_018433754.1
OG0009694	Cg005G1472000	XP_018475671.1, XP_018440977.1
OG0009695	Cg005G1472100	XP_018475669.1, XP_018475668.1
OG0009696	Cg005G1473100	XP_018476179.1, XP_018476177.1
OG0009697	Cg005G1474500	XP_018434154.1, XP_018478861.1
OG0009698	Cg005G1474600	XP_018478605.1
OG0009699	Cg005G1475300	XP_018481520.1, XP_018440274.1
OG0009700	Cg005G1476900	XP_018440033.1
OG0009701	Cg005G1477100	XP_018476827.1, XP_018441655.1
OG0009702	Cg005G1477500	XP_018478089.1
OG0009703	Cg005G1478400	XP_018466162.1, XP_018481625.1
OG0009704	Cg005G1479100	XP_018436974.1
OG0009705	Cg005G1479300	XP_018441212.1
OG0009706	Cg005G1482500	XP_018464254.1, XP_018476963.1
OG0009707	Cg005G1486000	XP_018464482.1, XP_018437178.1, XP_018437167.1
OG0009708	Cg005G1488000	XP_018439869.1, XP_018474748.1
OG0009710	Cg005G1491300	XP_018473177.1, XP_018440107.1
OG0009711	Cg005G1495000	XP_018441268.1, XP_018477349.1
OG0009712	Cg005G1496200	XP_018481577.1, XP_018481608.1, XP_018461148.1
OG0009713	Cg005G1496700	XP_018472888.1, XP_018485134.1
OG0009714	Cg005G1496900	XP_018472925.1
OG0009715	Cg005G1499200	XP_018477906.1, XP_018463279.1
OG0009716	Cg005G1499400	XP_018475589.1, XP_018466483.1, XP_018439966.1
OG0009717	Cg005G1500500	XP_018440471.1
OG0009718	Cg005G1500900	XP_018476972.1
OG0009719	Cg008G2976700	XP_018464424.1
OG0009720	Cg005G1501900	XP_018483391.1
OG0009721	Cg005G1504900	XP_018482780.1, XP_018478624.1, XP_018436549.1, XP_018436550.1
OG0009722	Cg005G1505000	XP_018482352.1, XP_018482775.1
OG0009723	Cg005G1506700	XP_018484080.1
OG0009724	Cg005G1506800	XP_018433046.1
OG0009725	Cg005G1507200	XP_018435062.1, XP_018484079.1
OG0009726	Cg005G1507600	XP_018484075.1, XP_018441462.1
OG0009727	Cg005G1513200	XP_018433278.1
OG0009728	Cg005G1512200	XP_018440706.1, XP_018482942.1
OG0009729	Cg005G1511800	XP_018481943.1, XP_018438181.1
OG0009730	Cg005G1515500	XP_018477900.1, XP_018439306.1
OG0009732	Cg008G2979500	XP_018456254.1, XP_018483064.1
OG0009733	Cg004G1080800	XP_018488829.1, XP_018432675.1
OG0009734	Cg004G1083200	XP_018485688.1, XP_018491348.1
OG0009735	Cg004G1085000	XP_018490816.1
OG0009736	Cg004G1085300	XP_018464033.1, XP_018492987.1
OG0009737	Cg004G1086800	XP_018492744.1, XP_018433202.1
OG0009738	Cg004G1087600	XP_018485932.1, XP_018492609.1
OG0009739	Cg004G1090100	XP_018493541.1, XP_018491798.1, XP_018491797.1
OG0009740	Cg004G1091000	XP_018434565.1, XP_018488972.1
OG0009741	Cg004G1093100	XP_018433592.1, XP_018492089.1
OG0009742	Cg004G1093700	XP_018489098.1
OG0009743	Cg004G1093900	XP_018493353.1, XP_018466903.1
OG0009744	Cg005G1533500, Cg004G1095600	XP_018434907.1, XP_018487356.1
OG0009746	Cg004G1100800	XP_018486138.1, XP_018466336.1, XP_018438964.1
OG0009747	Cg004G1102000	XP_018438968.1, XP_018489808.1
OG0009748	Cg004G1104100	XP_018491240.1
OG0009749	Cg004G1104900	XP_018493055.1
OG0009750	Cg004G1106000	XP_018490374.1
OG0009751	Cg004G1106100	XP_018433513.1
OG0009752	Cg004G1106700	XP_018486261.1, XP_018486450.1
OG0009753	Cg004G1107100	XP_018486727.1
OG0009754	Cg004G1107400	XP_018490119.1
OG0009755	Cg004G1107900	XP_018467588.1, XP_018439561.1
OG0009756	Cg004G1109900	XP_018492869.1
OG0009758	Cg004G1112200	XP_018492429.1
OG0009759	Cg004G1113100	XP_018435321.1
OG0009760	Cg004G1118600	XP_018493311.1, XP_018485487.1
OG0009761	Cg004G1123700	XP_018491645.1
OG0009762	Cg004G1123900	XP_018488738.1, XP_018487365.1
OG0009764	Cg004G1126000	XP_018437033.1, XP_018486268.1
OG0009765	Cg004G1126100	XP_018492040.1, XP_018492054.1
OG0009766	Cg004G1127600	XP_018490400.1, XP_018493517.1, XP_018488980.1
OG0009767	Cg004G1129300, Cg004G1128900	XP_018485718.1
OG0009768	Cg004G1130600	XP_018490181.1, XP_018492196.1
OG0009769	Cg004G1132100	XP_018486088.1, XP_018436965.1
OG0009770	Cg001G0134500	XP_018449683.1, XP_018467853.1
OG0009771	Cg004G1132900	XP_018491720.1, XP_018489647.1
OG0009772	Cg004G1134700	XP_018437863.1, XP_018491705.1, XP_018486476.1
OG0009773	Cg004G1134900	XP_018439559.1, XP_018491119.1
OG0009774	Cg004G1135300	XP_018485586.1, XP_018438100.1, XP_018491709.1
OG0009775	Cg004G1136100	XP_018490986.1, XP_018485401.1
OG0009776	Cg004G1137000	XP_018491500.1, XP_018438906.1, XP_018441876.1
OG0009777	Cg004G1137100	XP_018437987.1, XP_018491503.1
OG0009778	Cg004G1137500	XP_018487165.1, XP_018434768.1
OG0009779	Cg004G1139500	XP_018493241.1, XP_018493244.1
OG0009780	Cg004G1140600	XP_018486346.1, XP_018485661.1
OG0009781	Cg004G1140900	XP_018434555.1, XP_018486888.1
OG0009782	Cg004G1142200	XP_018439784.1, XP_018485970.1
OG0009783	Cg004G1143700	XP_018434018.1, XP_018486315.1
OG0009784	Cg004G1143800	XP_018433964.1, XP_018486774.1
OG0009785	Cg004G1143900	XP_018490925.1, XP_018438723.1
OG0009786	Cg004G1144000	XP_018493188.1, XP_018490353.1
OG0009787	Cg001G0124500	XP_018480979.1, XP_018469300.1
OG0009788	Cg004G1144600	XP_018433365.1
OG0009789	Cg004G1144900	XP_018485411.1, XP_018489309.1
OG0009790	Cg004G1146000	XP_018486467.1
OG0009791	Cg004G1149900	XP_018437580.1, XP_018437800.1, XP_018490545.1
OG0009792	Cg004G1150800	XP_018433605.1, XP_018439327.1
OG0009793	Cg004G1152500	XP_018490492.1
OG0009794	Cg004G1153100	XP_018488304.1
OG0009795	Cg004G1153700	XP_018489843.1, XP_018489592.1
OG0009796	Cg004G1157500	XP_018489184.1, XP_018438155.1, XP_018433628.1
OG0009797	Cg004G1159100	XP_018490184.1, XP_018462975.1, XP_018432519.1
OG0009798	Cg004G1160300	XP_018487193.1
OG0009799	Cg004G1160400	XP_018492807.1
OG0009800	Cg004G1162400	XP_018439651.1, XP_018488623.1
OG0009801	Cg004G1164300	XP_018441143.1, XP_018466053.1
OG0009802	Cg008G2618700	XP_018445460.1, XP_018445461.1
OG0009803	Cg004G1165400	XP_018489644.1, XP_018489645.1, XP_018488905.1, XP_018488904.1
OG0009804	Cg004G1166400	XP_018488914.1
OG0009805	Cg004G1169000	XP_018485416.1, XP_018435212.1
OG0009806	Cg004G1170000	XP_018486736.1, XP_018434869.1, XP_018439289.1
OG0009807	Cg004G1170800	XP_018436571.1
OG0009808	Cg004G1174100	XP_018462124.1, XP_018488624.1
OG0009809	Cg004G1174600	XP_018487280.1, XP_018462126.1, XP_018441910.1
OG0009810	Cg004G1178500	XP_018487112.1, XP_018485567.1
OG0009811	Cg004G1179300	XP_018491967.1
OG0009812	Cg004G1179600	XP_018490808.1, XP_018462719.1, XP_018437301.1
OG0009813	Cg004G1180300	XP_018432839.1
OG0009814	Cg004G1181400	XP_018486902.1, XP_018458692.1
OG0009815	Cg004G1181900	XP_018492732.1, XP_018492731.1
OG0009816	Cg004G1182500	XP_018490425.1, XP_018491886.1, XP_018491885.1
OG0009817	Cg004G1183100	XP_018435356.1, XP_018492984.1
OG0009818	Cg004G1184500	XP_018490595.1, XP_018441391.1
OG0009819	Cg003G0776600	XP_018470879.1, XP_018468183.1, XP_018454465.1
OG0009820	Cg004G1186200	XP_018434408.1, XP_018489771.1
OG0009821	Cg004G1187000	XP_018485716.1, XP_018485955.1
OG0009822	Cg004G1187200	XP_018435360.1, XP_018435359.1
OG0009823	Cg004G1189200	XP_018438824.1, XP_018491142.1
OG0009824	Cg004G1190000	XP_018441009.1, XP_018491539.1
OG0009825	Cg004G1190200	XP_018434186.1, XP_018489620.1
OG0009826	Cg004G1190300	XP_018432658.1, XP_018492505.1
OG0009827	Cg004G1192400	XP_018489385.1
OG0009828	Cg004G1192900	XP_018441337.1, XP_018486695.1
OG0009829	Cg004G1193800	XP_018488496.1, XP_018440122.1
OG0009830	Cg004G1195700	XP_018464235.1, XP_018490075.1
OG0009831	Cg004G1196400	XP_018490556.1, XP_018486386.1
OG0009832	Cg004G1197800	XP_018487293.1
OG0009833	Cg004G1197900	XP_018440008.1, XP_018491012.1
OG0009834	Cg004G1202100, Cg004G1202700	XP_018435174.1, XP_018435191.1, XP_018463108.1
OG0009835	Cg004G1204300	XP_018434737.1, XP_018437206.1
OG0009837	Cg004G1204800	XP_018488936.1, XP_018461343.1
OG0009838	Cg004G1204900	XP_018488935.1, XP_018440431.1
OG0009839	Cg008G2918200, Cg011G3015800	XP_018444253.1, XP_018441442.1
OG0009840	Cg004G1205800	XP_018487524.1, XP_018491991.1, XP_018440600.1
OG0009841	Cg004G1206600	XP_018493026.1, XP_018464678.1
OG0009842	Cg004G1209100	XP_018485604.1, XP_018461777.1
OG0009843	Cg004G1212800	XP_018492578.1
OG0009844	Cg004G1212900	XP_018489075.1, XP_018433342.1
OG0009845	Cg001G0135300	XP_018491250.1, XP_018480869.1
OG0009846	Cg004G1215700	XP_018490724.1, XP_018459438.1, XP_018490760.1
OG0009847	Cg004G1215800	XP_018490762.1
OG0009848	Cg004G1216100	XP_018439141.1, XP_018486941.1
OG0009849	Cg004G1217000	XP_018490786.1, XP_018466107.1
OG0009850	Cg004G1219900	XP_018493331.1
OG0009851	Cg004G1222800	XP_018493301.1, XP_018492474.1
OG0009852	Cg004G1225600	XP_018435424.1, XP_018486785.1
OG0009853	Cg004G1225800	XP_018438857.1, XP_018489144.1
OG0009854	Cg004G1226000	XP_018441773.1, XP_018485882.1
OG0009855	Cg004G1226500	XP_018489530.1, XP_018487543.1
OG0009856	Cg004G1227600	XP_018488588.1
OG0009857	Cg004G1228100, Cg004G1228200	XP_018486822.1
OG0009858	Cg004G1233400	XP_018432657.1, XP_018461240.1
OG0009859	Cg004G1233500	XP_018493413.1, XP_018463462.1
OG0009860	Cg004G1237100	XP_018435145.1
OG0009862	Cg004G1243500	XP_018486132.1, XP_018488263.1, XP_018440209.1
OG0009863	Cg004G1244500	XP_018492871.1, XP_018435449.1
OG0009864	Cg004G1245900	XP_018485831.1, XP_018485590.1
OG0009865	Cg002G0533200, Cg002G0533000	XP_018470666.1
OG0009866	Cg004G1248400	XP_018489173.1, XP_018439135.1
OG0009867	Cg004G1248800	XP_018438581.1, XP_018490135.1
OG0009868	Cg002G0685100	XP_018483416.1, XP_018483414.1
OG0009869	Cg004G1249700	XP_018489863.1, XP_018438585.1
OG0009870	Cg004G1250100	XP_018493074.1
OG0009871	Cg004G1250900	XP_018488554.1, XP_018488572.1
OG0009872	Cg004G1251400	XP_018463894.1, XP_018436898.1
OG0009873	Cg004G1252000	XP_018493521.1, XP_018482566.1
OG0009874	Cg004G1252400	XP_018433053.1
OG0009875	Cg004G1253900	XP_018491133.1
OG0009876	Cg004G1255500	XP_018492012.1
OG0009877	Cg004G1255900	XP_018486659.1
OG0009878	Cg004G1256300	XP_018491406.1
OG0009879	Cg004G1256500	XP_018487584.1
OG0009880	Cg004G1257000	XP_018438446.1
OG0009881	Cg002G0696100	XP_018452017.1, XP_018441777.1
OG0009882	Cg004G1260600	XP_018437822.1, XP_018487094.1
OG0009883	Cg004G1260800	XP_018486856.1
OG0009884	Cg004G1262600	XP_018492675.1, XP_018458846.1
OG0009885	Cg004G1262700	XP_018493598.1, XP_018458852.1
OG0009886	Cg004G1264700	XP_018466526.1, XP_018464027.1
OG0009887	Cg006G2144900	XP_018458298.1, XP_018458297.1
OG0009888	Cg004G1266100	XP_018486299.1, XP_018485830.1
OG0009889	Cg004G1268900	XP_018438472.1, XP_018490031.1, XP_018490297.1
OG0009890	Cg004G1269000	XP_018435470.1, XP_018487600.1, XP_018489819.1
OG0009891	Cg004G1269500	XP_018489155.1, XP_018488859.1, XP_018487601.1, XP_018490734.1
OG0009892	Cg004G1270400	XP_018490778.1, XP_018439953.1, XP_018439941.1
OG0009893	Cg004G1273800	XP_018486185.1
OG0009894	Cg004G1276300	XP_018486739.1, XP_018458256.1
OG0009895	Cg001G0360600	XP_018481193.1, XP_018481881.1
OG0009896	Cg001G0355500	XP_018485346.1, XP_018463493.1
OG0009897	Cg005G1742600	XP_018478184.1
OG0009898	Cg001G0353400	XP_018443137.1, XP_018459844.1
OG0009899	Cg001G0352100	XP_018477934.1, XP_018477561.1
OG0009900	Cg001G0349600	XP_018483878.1, XP_018463825.1, XP_018459887.1
OG0009901	Cg001G0332200, Cg006G2052800	XP_018448621.1, XP_018467129.1
OG0009902	Cg001G0323900	XP_018485186.1
OG0009903	Cg001G0322700	XP_018483206.1
OG0009904	Cg008G2888300, Cg009G2989100	XP_018483368.1
OG0009905	Cg004G1302900	XP_018433748.1, XP_018491702.1
OG0009906	Cg004G1302800	XP_018491703.1
OG0009907	Cg004G1299100	XP_018438719.1
OG0009908	Cg004G1296400	XP_018488891.1, XP_018436816.1, XP_018436819.1
OG0009909	Cg004G1446300	XP_018441172.1
OG0009910	Cg004G1294400	XP_018493471.1
OG0009911	Cg004G1291200	XP_018486260.1, XP_018486830.1
OG0009912	Cg004G1290200	XP_018488349.1, XP_018465171.1, XP_018486485.1
OG0009913	Cg004G1289800	XP_018486567.1, XP_018437103.1
OG0009914	Cg004G1287100	XP_018435119.1, XP_018489031.1, XP_018487021.1
OG0009916	Cg004G1286800	XP_018437116.1
OG0009917	Cg004G1286700	XP_018438218.1
OG0009918	Cg004G1286400	XP_018491558.1, XP_018491559.1
OG0009919	Cg004G1285200	XP_018458533.1, XP_018489512.1
OG0009920	Cg004G1282900	XP_018486157.1
OG0009921	Cg004G1281000	XP_018489296.1
OG0009922	Cg001G0098800	XP_018449745.1, XP_018468286.1
OG0009923	Cg001G0099300	XP_018446826.1, XP_018482103.1
OG0009924	Cg003G0896800	XP_018456040.1, XP_018454641.1, XP_018453065.1
OG0009925	Cg001G0102100	XP_018450298.1, XP_018482124.1
OG0009926	Cg001G0103000	XP_018472029.1, XP_018450297.1
OG0009927	Cg007G2425500	XP_018453767.1, XP_018442708.1
OG0009928	Cg007G2382700	XP_018444356.1
OG0009929	Cg007G2402300	XP_018470699.1, XP_018462715.1, XP_018446066.1
OG0009930	Cg008G2974800	XP_018464040.1
OG0009931	Cg008G2754200	XP_018444019.1, XP_018476600.1
OG0009932	Cg008G2753500	XP_018465276.1, XP_018475374.1
OG0009933	Cg008G2837600	XP_018461281.1, XP_018457730.1
OG0009934	Cg008G2835800	XP_018478492.1, XP_018454324.1
OG0009935	Cg008G2835900	XP_018464918.1, XP_018477740.1
OG0009936	Cg008G2836000	XP_018452515.1
OG0009937	Cg008G2864600, Cg008G2849300	XP_018454781.1, XP_018484877.1
OG0009938	Cg008G2849500, Cg008G2864800	XP_018433281.1
OG0009939	Cg003G0829400, Cg003G0877300	XP_018459263.1, XP_018474668.1
OG0009940	Cg002G0506300	XP_018433927.1
OG0009941	Cg002G0507300	XP_018461675.1, XP_018458902.1
OG0009942	Cg002G0507600	XP_018482789.1, XP_018433563.1
OG0009943	Cg002G0508100	XP_018483172.1, XP_018440317.1
OG0009944	Cg002G0509800	XP_018477721.1, XP_018442022.1
OG0009945	Cg002G0513900	XP_018468737.1, XP_018463826.1
OG0009946	Cg002G0514800	XP_018437928.1
OG0009947	Cg002G0515800	XP_018434569.1, XP_018478309.1, XP_018471826.1
OG0009948	Cg002G0516400	XP_018437854.1, XP_018481095.1
