Orthogroup	Cardamine_glauca	Arabidopsis_arenosa
OG0006431	Cg001G0282500	jg11508
OG0006432	Cg001G0276800	jg11440
OG0006433	Cg001G0272400	jg11380
OG0006434	Cg001G0268200	jg11340
OG0006435	Cg007G2515800	jg3104
OG0006436	Cg001G0252900	jg11171
OG0006437	Cg001G0252400	jg11166
OG0006438	Cg001G0250400	jg11138
OG0006439	Cg001G0248300	jg11110
OG0006440	Cg001G0246500	jg11090
OG0006441	Cg007G2498100	jg2913
OG0006442	Cg007G2502300	jg2963
OG0006443	Cg007G2504900	jg2991
OG0006444	Cg007G2504800	jg2990
OG0006445	Cg007G2507300	jg3015
OG0006446	Cg007G2507700	jg3018
OG0006447	Cg007G2509500	jg3032
OG0006448	Cg007G2510000	jg3038
OG0006449	Cg007G2554000, Cg007G2554700	jg3510
OG0006450	Cg007G2515500	jg3100
OG0006451	Cg007G2518800	jg3131
OG0006452	Cg007G2519000	jg3135
OG0006453	Cg007G2456700	jg2446
OG0006454	Cg007G2458300	jg2466
OG0006456	Cg001G0116300	jg9578
OG0006457	Cg001G0114700	jg9562
OG0006458	Cg001G0113400	jg9549
OG0006459	Cg001G0112800	jg9543
OG0006460	Cg001G0112700	jg9542
OG0006461	Cg001G0109500	jg9512
OG0006462	Cg007G2264900	jg465
OG0006463	Cg003G0888300	jg21743
OG0006464	Cg002G0674100	jg13183
OG0006465	Cg002G0625300, Cg002G0625400	jg13751
OG0006466	Cg002G0606300	jg13864
OG0006467	Cg002G0637900	jg13642
OG0006468	Cg002G0596100	jg14077
OG0006469	Cg005G1457600	jg20130
OG0006470	Cg002G0650000	jg13511
OG0006471	Cg002G0651700	jg13474
OG0006472	Cg002G0652200	jg13469
OG0006473	Cg002G0654900, Cg002G0654600	jg13425
OG0006474	Cg002G0655800	jg13412
OG0006476	Cg002G0663500	jg13323
OG0006477	Cg002G0666700	jg13293
OG0006478	Cg001G0160700	jg10047, jg10049
OG0006479	Cg002G0669500	jg13253
OG0006480	Cg002G0631200	jg13565
OG0006481	Cg002G0671600	jg13224
OG0006482	Cg007G2469300	jg2589
OG0006483	Cg007G2469200	jg2588, jg13738
OG0006484	Cg007G2466000	jg2547
OG0006485	Cg007G2465700	jg2544
OG0006486	Cg007G2464500	jg2529
OG0006487	Cg007G2461700	jg2522
OG0006488	Cg008G2967900	jg20464
OG0006489	Cg008G2966400	jg20488
OG0006490	Cg008G2962600	jg20527
OG0006491	Cg006G2245100	jg28520
OG0006492	Cg008G2954700	jg20607
OG0006493	Cg006G1836100	jg33078
OG0006494	Cg006G1835300	jg33088
OG0006495	Cg006G1833700	jg33112
OG0006496	Cg006G1832300	jg33126, jg33134
OG0006497	Cg006G1829100	jg33183
OG0006498	Cg003G0906100	jg21921
OG0006499	Cg006G1819100	jg33318
OG0006500	Cg006G1818900	jg33320
OG0006501	Cg006G1812600	jg33408
OG0006502	Cg006G1811400	jg33428
OG0006503	Cg003G0935900	jg22299
OG0006504	Cg005G1592000	jg18509
OG0006505	Cg005G1587600	jg18558
OG0006506	Cg005G1587400	jg18560
OG0006507	Cg005G1587100	jg18564
OG0006508	Cg005G1584800	jg18597
OG0006509	Cg005G1584000	jg18609
OG0006510	Cg005G1581500	jg18638
OG0006511	Cg005G1577300	jg18688
OG0006512	Cg005G1576700	jg17994, jg18698
OG0006513	Cg005G1575600	jg18708
OG0006516	Cg001G0207800	jg10655
OG0006517	Cg001G0207900	jg8174, jg10656
OG0006518	Cg001G0208700	jg10662
OG0006519	Cg001G0209000	jg10666
OG0006520	Cg001G0212500	jg10705
OG0006521	Cg001G0213300	jg10712
OG0006522	Cg001G0217500	jg10751
OG0006523	Cg002G0625800	jg13740
OG0006524	Cg001G0218000	jg10754
OG0006525	Cg001G0219700	jg10782
OG0006526	Cg001G0220400	jg10792
OG0006527	Cg001G0221700	jg10807
OG0006528	Cg001G0222800	jg10815
OG0006529	Cg001G0223600	jg10821, jg6349
OG0006530	Cg001G0225900	jg10849
OG0006531	Cg001G0228100	jg10872
OG0006532	Cg001G0230800	jg10896
OG0006533	Cg001G0231100	jg10899
OG0006534	Cg002G0517600	jg14989
OG0006535	Cg002G0518200	jg14983
OG0006536	Cg002G0519000	jg14968
OG0006537	Cg002G0519400	jg14963
OG0006538	Cg002G0524100	jg14906
OG0006539	Cg001G0167500	jg10131
OG0006540	Cg001G0169300	jg10155
OG0006541	Cg003G0908500	jg21951
OG0006542	Cg003G0888900	jg21747
OG0006544	Cg003G0893500	jg21773
OG0006545	Cg004G1356600	jg27356
OG0006546	Cg004G1378600, Cg004G1388600	jg27552
OG0006547	Cg004G1387900, Cg004G1379700	jg27558
OG0006548	Cg004G1396700	jg27654, jg27658, jg27656, jg27653
OG0006549	Cg004G1406200	jg27833
OG0006550	Cg001G0163900	jg10084
OG0006551	Cg001G0164000	jg10085
OG0006552	Cg001G0165700	jg10107
OG0006553	Cg001G0166400	jg10116
OG0006554	Cg001G0177200	jg10255
OG0006555	Cg001G0177400	jg28258, jg10258
OG0006556	Cg001G0177700	jg10261
OG0006557	Cg001G0177800	jg10262
OG0006558	Cg001G0181300	jg10306
OG0006559	Cg007G2331100	jg1363
OG0006560	Cg007G2271500	jg548, jg551
OG0006561	Cg001G0198600	jg10538
OG0006563	Cg001G0194800	jg10480
OG0006564	Cg001G0194200	jg10472
OG0006565	Cg005G1718700	jg17199
OG0006566	Cg001G0193000	jg10453
OG0006567	Cg001G0192200	jg10444
OG0006568	Cg001G0190200	jg10422
OG0006569	Cg001G0189900	jg10420
OG0006570	Cg001G0188000	jg10400
OG0006571	Cg001G0186500	jg10385
OG0006572	Cg001G0185200	jg10367
OG0006573	Cg001G0202600	jg10594
OG0006574	Cg001G0204100	jg10609
OG0006575	Cg001G0241200	jg11010
OG0006575	Cg001G0241100	jg11009
OG0006576	Cg001G0238100	jg10957
OG0006577	Cg001G0235500	jg10931
OG0006578	Cg001G0233100	jg10917
OG0006579	Cg003G1063600	jg23734
OG0006580	Cg003G1063800	jg23736
OG0006581	Cg003G1065900	jg23756
OG0006582	Cg002G0396200	jg16442
OG0006583	Cg002G0399200	jg16406, jg16397, jg16390
OG0006584	Cg002G0401700	jg16360
OG0006585	Cg002G0404100	jg16334
OG0006586	Cg002G0409600	jg16271
OG0006587	Cg002G0410100	jg16260
OG0006588	Cg002G0413100	jg16233
OG0006589	Cg002G0413500	jg16231
OG0006590	Cg002G0416800	jg16183
OG0006591	Cg002G0417600	jg16177
OG0006592	Cg002G0419300	jg16155
OG0006593	Cg002G0421600	jg16129
OG0006594	Cg008G2904400	jg21069
OG0006595	Cg002G0429500	jg16030
OG0006596	Cg002G0438200	jg15900
OG0006597	Cg002G0438600	jg15896
OG0006599	Cg003G0887700	jg21740
OG0006600	Cg002G0448900	jg15768
OG0006601	Cg002G0449500	jg15761
OG0006602	Cg002G0451300	jg15740
OG0006603	Cg002G0456100	jg15701
OG0006604	Cg002G0459900	jg15621
OG0006605	Cg002G0462800	jg15588
OG0006606	Cg002G0464700	jg15570
OG0006607	Cg002G0465900	jg15551, jg15544
OG0006608	Cg002G0471300	jg15485
OG0006609	Cg002G0471600	jg15483
OG0006610	Cg002G0474600	jg15453
OG0006611	Cg002G0477700	jg15426
OG0006612	Cg002G0478600	jg15419
OG0006613	Cg002G0490000	jg15298
OG0006614	Cg002G0498900	jg15212
OG0006615	Cg003G0922300	jg22147
OG0006616	Cg003G0921900	jg22136
OG0006617	Cg003G0921100	jg22131
OG0006618	Cg001G0243800	jg11049
OG0006619	Cg004G1318000	jg26801
OG0006620	Cg004G1314700	jg26748
OG0006621	Cg007G2439200	jg2247
OG0006622	Cg007G2445300	jg2326
OG0006623	Cg007G2445600	jg2335, jg2330
OG0006624	Cg007G2450100	jg2379
OG0006625	Cg007G2451400	jg2392
OG0006626	Cg008G2868900, Cg008G2853100	jg21439
OG0006627	Cg004G1417600	jg27962
OG0006628	Cg004G1420400	jg28002
OG0006629	Cg004G1420500	jg28003
OG0006630	Cg004G1427800	jg28090
OG0006631	Cg004G1429800	jg28113
OG0006632	Cg002G0689700	jg12985
OG0006633	Cg004G1431300	jg28129
OG0006634	Cg004G1081300	jg24000
OG0006635	Cg004G1433200	jg28148
OG0006636	Cg004G1433300	jg28149
OG0006637	Cg004G1435500	jg28173
OG0006638	Cg005G1524000	jg19331
OG0006639	Cg005G1526100	jg19309
OG0006640	Cg005G1469000	jg20002
OG0006641	Cg005G1528900	jg19276
OG0006642	Cg005G1529500	jg19270
OG0006643	Cg005G1530200	jg19254
OG0006644	Cg005G1531300	jg19243
OG0006645	Cg005G1533700	jg19212
OG0006646	Cg005G1534500	jg19198
OG0006647	Cg005G1536100	jg19183
OG0006648	Cg006G2187900	jg29114
OG0006649	Cg005G1545500	jg19047
OG0006650	Cg005G1546600	jg19040
OG0006651	Cg005G1547400	jg19031
OG0006652	Cg005G1549300	jg19010
OG0006653	Cg005G1549500	jg19008
OG0006654	Cg005G1550000	jg19004, jg18997
OG0006655	Cg005G1550300	jg18993
OG0006656	Cg002G0637300	jg13633
OG0006657	Cg005G1551400	jg18980
OG0006658	Cg005G1552700	jg18967
OG0006659	Cg005G1553700	jg18961
OG0006660	Cg005G1558400	jg18911
OG0006661	Cg005G1559200	jg18899
OG0006662	Cg005G1559900	jg18886
OG0006663	Cg005G1565000	jg18829
OG0006664	Cg003G0746700	jg7675
OG0006665	Cg003G0741500, Cg003G0855700	jg7718
OG0006666	Cg003G0754900	jg7583, jg7582
OG0006667	Cg003G0755000	jg7581
OG0006668	Cg008G2756700	jg5779
OG0006669	Cg005G1776400	jg16539
OG0006670	Cg005G1775400	jg16547
OG0006671	Cg005G1773200, Cg005G1773000	jg16574
OG0006672	Cg005G1770800	jg16602
OG0006673	Cg005G1769700	jg16626
OG0006674	Cg005G1767100	jg16649
OG0006675	Cg005G1754200	jg16815
OG0006676	Cg005G1714100	jg10823, jg17261
OG0006677	Cg005G1736600	jg17015
OG0006678	Cg001G0139000	jg9815
OG0006679	Cg001G0157600	jg10016
OG0006680	Cg006G1923600	jg32113
OG0006681	Cg006G1927400	jg32071
OG0006682	Cg006G1927800	jg32067
OG0006683	Cg003G0785200	jg7277
OG0006684	Cg003G0778500	jg7328
OG0006685	Cg006G1837200	jg33069
OG0006686	Cg003G0761000	jg7490
OG0006687	Cg003G0760900	jg7491
OG0006688	Cg008G2820000	jg6545
OG0006689	Cg008G2825800	jg6612
OG0006690	Cg001G0159700	jg10033
OG0006691	Cg008G2827700	jg6642
OG0006692	Cg008G2828100	jg6647
OG0006695	Cg004G1437000	jg28196
OG0006696	Cg004G1439900	jg28239
OG0006697	Cg004G1441300	jg28256
OG0006698	Cg004G1441500	jg28259
OG0006699	Cg005G1494800	jg12665
OG0006700	Cg005G1462400	jg20073
OG0006701	Cg005G1463000	jg20067
OG0006702	Cg005G1463100	jg20066
OG0006703	Cg005G1465300	jg20040
OG0006704	Cg005G1466300	jg20032
OG0006705	Cg005G1467400	jg20021
OG0006706	Cg005G1469500	jg19997
OG0006707	Cg005G1471100	jg19977
OG0006708	Cg005G1472600	jg19963
OG0006709	Cg005G1472800	jg19961
OG0006710	Cg005G1475200	jg19935
OG0006711	Cg005G1477300	jg19910
OG0006712	Cg005G1479000	jg19873
OG0006713	Cg005G1480000	jg19862
OG0006714	Cg005G1480100	jg19861
OG0006715	Cg005G1482200	jg19835
OG0006716	Cg005G1486700	jg19784
OG0006717	Cg005G1490000	jg19743
OG0006718	Cg005G1492400	jg19714
OG0006719	Cg005G1492700	jg19709
OG0006720	Cg005G1493200	jg19702, jg19703
OG0006721	Cg005G1493300	jg19701
OG0006722	Cg005G1496500	jg19664
OG0006723	Cg005G1498300	jg19638
OG0006724	Cg005G1501600	jg19605
OG0006725	Cg005G1506200	jg19565
OG0006726	Cg005G1506900	jg19543
OG0006727	Cg005G1508000	jg19529
OG0006728	Cg005G1515000	jg19437
OG0006729	Cg005G1516000	jg19428
OG0006730	Cg005G1517400	jg19411
OG0006731	Cg005G1517600	jg19407, jg19409
OG0006732	Cg008G2980200	jg20351
OG0006733	Cg001G0068400	jg9046
OG0006734	Cg004G1080900	jg23995
OG0006735	Cg003G0932500	jg22245, jg22249
OG0006736	Cg004G1084900	jg24050
OG0006737	Cg004G1088100	jg24086
OG0006738	Cg004G1090200	jg24107
OG0006739	Cg004G1090400	jg24110
OG0006740	Cg004G1092700	jg24139
OG0006741	Cg004G1095200	jg24180
OG0006742	Cg004G1097500	jg24207
OG0006743	Cg004G1099200	jg24225
OG0006744	Cg004G1099700	jg24234
OG0006745	Cg004G1104500	jg24316
OG0006746	Cg004G1115000	jg24431
OG0006747	Cg004G1115200	jg24434
OG0006748	Cg004G1116700	jg24455
OG0006749	Cg004G1117200	jg24464
OG0006750	Cg006G2005100	jg31223
OG0006751	Cg004G1122900	jg24528
OG0006752	Cg004G1123000	jg24529
OG0006753	Cg004G1132000	jg24628
OG0006754	Cg004G1132700	jg24637
OG0006756	Cg004G1137200	jg24685
OG0006757	Cg008G2856000, Cg008G2871400	jg24687
OG0006758	Cg004G1137800	jg24691
OG0006759	Cg004G1138300	jg24695
OG0006760	Cg004G1139200	jg24706
OG0006761	Cg004G1140100	jg24715
OG0006762	Cg004G1142000	jg24733
OG0006763	Cg004G1142400	jg24736
OG0006764	Cg004G1142500	jg24737
OG0006765	Cg004G1147900	jg24797
OG0006766	Cg004G1149500	jg24816
OG0006767	Cg004G1151200	jg24837
OG0006768	Cg004G1150400	jg24826
OG0006769	Cg004G1152600	jg24852
OG0006770	Cg004G1159600	jg24935
OG0006771	Cg004G1174200	jg25095
OG0006772	Cg004G1169500	jg25037
OG0006773	Cg004G1170600	jg25051
OG0006774	Cg004G1170700	jg25052
OG0006775	Cg004G1173900	jg25092
OG0006776	Cg004G1176000	jg25112
OG0006777	Cg004G1176100	jg25113
OG0006778	Cg004G1176400	jg25116
OG0006779	Cg004G1177300, Cg001G0369200	jg25125
OG0006780	Cg004G1177400	jg25126
OG0006781	Cg004G1181500	jg25175
OG0006782	Cg004G1184000	jg25204
OG0006783	Cg004G1185700	jg25222
OG0006784	Cg004G1186400	jg25229
OG0006785	Cg004G1188200	jg25246
OG0006786	Cg004G1189400	jg25264
OG0006787	Cg005G1619900	jg18179, jg18183
OG0006788	Cg004G1196900	jg25355
OG0006789	Cg004G1197700	jg25366
OG0006790	Cg004G1200000	jg25397
OG0006792	Cg004G1203600	jg25425
OG0006793	Cg004G1203900	jg25427
OG0006794	Cg004G1206800	jg25457
OG0006795	Cg004G1207900	jg25475
OG0006796	Cg004G1209400	jg25493
OG0006797	Cg004G1210900	jg25509
OG0006798	Cg004G1215100	jg25543
OG0006799	Cg004G1217400	jg25575
OG0006800	Cg004G1219000	jg25597
OG0006801	Cg004G1222900	jg25629
OG0006802	Cg004G1223200	jg25632
OG0006803	Cg004G1226400	jg25666
OG0006804	Cg004G1226900	jg25672
OG0006805	Cg006G2224900	jg28738
OG0006806	Cg004G1235700	jg25791
OG0006807	Cg004G1237000	jg25813
OG0006808	Cg004G1239500, Cg001G0031700	jg25846
OG0006809	Cg004G1240500	jg25855
OG0006810	Cg008G2885600	jg12075, jg12093
OG0006810	Cg007G2267000	jg11653
OG0006811	Cg004G1241200	jg25862
OG0006812	Cg004G1241300	jg25863
OG0006813	Cg004G1242800	jg25885
OG0006814	Cg004G1244000	jg25902
OG0006815	Cg004G1247100	jg25936
OG0006816	Cg004G1247700	jg25943
OG0006817	Cg004G1249900	jg25971
OG0006818	Cg004G1250600	jg25978
OG0006819	Cg004G1253500	jg26009
OG0006820	Cg004G1254700	jg26022
OG0006821	Cg006G2076600	jg30412
OG0006822	Cg004G1266300	jg26148
OG0006823	Cg004G1266700	jg26151
OG0006824	Cg004G1270600	jg26189
OG0006825	Cg004G1272600	jg26212, jg16924
OG0006826	Cg004G1272900	jg26216
OG0006827	Cg004G1273000	jg26217
OG0006828	Cg004G1275700	jg26251, jg12323
OG0006829	Cg004G1276600	jg26261
OG0006830	Cg004G1278100	jg26284
OG0006831	Cg004G1279300	jg26301
OG0006832	Cg006G2165100	jg29357
OG0006835	Cg009G2989900, Cg008G2888700	jg21273
OG0006836	Cg009G2989000, Cg008G2888200	jg21244
OG0006837	Cg004G1306800	jg26638
OG0006838	Cg004G1294600	jg26515
OG0006839	Cg004G1290900	jg26467
OG0006840	Cg004G1283500	jg26351
OG0006841	Cg001G0102800	jg9423
OG0006842	Cg001G0103100	jg9426
OG0006843	Cg007G2388500	jg1798
OG0006844	Cg007G2381200	jg1765
OG0006845	Cg008G2751300	jg5718
OG0006846	Cg008G2750900	jg5715
OG0006847	Cg008G2748500	jg5690
OG0006848	Cg008G2746900	jg5671
OG0006849	Cg008G2841900	jg21569
OG0006850	Cg008G2836100	jg6862
OG0006851	Cg008G2875700	jg21374
OG0006852	Cg002G0503400	jg15168
OG0006853	Cg002G0505500	jg15135
OG0006854	Cg002G0506400	jg15126
OG0006855	Cg002G0507400	jg15121
OG0006856	Cg002G0507700	jg15118
OG0006857	Cg002G0507900	jg26361
OG0006858	Cg002G0514100	jg15033
OG0006859	Cg002G0514600	jg15026
OG0006860	Cg002G0515700	jg15012
OG0006861	Cg002G0515900	jg15010
OG0006862	Cg006G2251100	jg28453
OG0006864	Cg006G2249200	jg28473
OG0006865	Cg006G2245800	jg28511
OG0006866	Cg006G2243400	jg28533
OG0006867	Cg006G2241800	jg28550
OG0006868	Cg006G2237000	jg28604
OG0006869	Cg006G2236500	jg10967
OG0006870	Cg006G2235600	jg28619
OG0006871	Cg006G2228800	jg28703
OG0006872	Cg006G2224200	jg28745
OG0006873	Cg004G1392500	jg27600
OG0006874	Cg006G2220800	jg28779
OG0006875	Cg006G2220000	jg28788
OG0006876	Cg006G2218900	jg28798
OG0006877	Cg002G0579400	jg14254
OG0006878	Cg006G2216900	jg28818
OG0006879	Cg006G2215200	jg28844
OG0006880	Cg006G2213500	jg28861
OG0006882	Cg006G2204100	jg28956
OG0006883	Cg006G2203900	jg28959
OG0006884	Cg006G2200300	jg28999
OG0006885	Cg006G2199500	jg29007
OG0006886	Cg006G2197200	jg29030
OG0006887	Cg006G2195800	jg29047
OG0006888	Cg006G2195500	jg29051
OG0006889	Cg001G0160200	jg10041, jg10039
OG0006890	Cg006G2183500	jg29170
OG0006891	Cg006G2181800	jg29183
OG0006892	Cg006G2180900	jg29191
OG0006893	Cg006G2180100	jg29199
OG0006894	Cg006G2178900	jg29211
OG0006895	Cg006G2175800	jg29241
OG0006896	Cg006G2174800	jg29251
OG0006897	Cg006G2174200	jg29256
OG0006898	Cg006G2172800	jg29272
OG0006899	Cg006G2171100	jg29293
OG0006900	Cg006G2166400	jg29344
OG0006901	Cg006G2163600	jg29373
OG0006902	Cg006G2161900	jg29391
OG0006903	Cg007G2312100	jg1091
OG0006904	Cg006G2158700	jg29442
OG0006905	Cg006G2155400	jg29481
OG0006906	Cg006G2153000	jg29512
OG0006907	Cg006G2151500	jg29531
OG0006908	Cg006G2151200	jg29535
OG0006909	Cg006G2151000	jg29537
OG0006910	Cg006G2150500	jg29542, jg29544
OG0006911	Cg006G2150200	jg29553, jg29554
OG0006912	Cg006G2147100	jg29599
OG0006913	Cg006G2146600	jg29605
OG0006914	Cg006G2145400	jg29615
OG0006915	Cg006G2145200	jg29617
OG0006916	Cg006G2141600	jg29654
OG0006917	Cg006G2140600	jg29669
OG0006918	Cg006G2139400	jg1304, jg29685
OG0006919	Cg003G0700300	jg8223
OG0006920	Cg006G2137600	jg29713
OG0006921	Cg006G2133900	jg29753
OG0006922	Cg006G2133300	jg29760
OG0006923	Cg006G2126900	jg29837
OG0006924	Cg006G2125500	jg29857
OG0006925	Cg006G2125200	jg29859
OG0006926	Cg006G2124600	jg29865
OG0006927	Cg006G2120100	jg29912
OG0006928	Cg006G2118000	jg29937
OG0006929	Cg006G2115300	jg29965
OG0006930	Cg006G2115200	jg29966
OG0006931	Cg006G2112400	jg29995
OG0006932	Cg006G2111400	jg30009
OG0006933	Cg006G2109800	jg30022
OG0006934	Cg006G2109100	jg30031
OG0006935	Cg006G2106100	jg30068
OG0006936	Cg006G2105600	jg30072
OG0006937	Cg006G2103800	jg30502, jg30090
OG0006938	Cg006G2102500	jg30107
OG0006939	Cg002G0631300	jg13566
OG0006940	Cg006G2096100	jg30203, jg30191
OG0006941	Cg006G2095600	jg30209
OG0006943	Cg006G2091200	jg30259
OG0006944	Cg006G2088600	jg30288
OG0006945	Cg006G2088000	jg30294
OG0006946	Cg006G2086900	jg30305
OG0006947	Cg008G2881600, Cg006G2086700	jg30307
OG0006948	Cg006G2086500	jg30309
OG0006949	Cg006G2085600	jg30321
OG0006950	Cg005G1499300, Cg006G2082400	jg30356
OG0006951	Cg006G2080900	jg6068, jg30370
OG0006952	Cg006G2079500	jg30384
OG0006953	Cg006G2076200	jg30416
OG0006954	Cg006G2073400	jg30449
OG0006955	Cg006G2070500	jg30479
OG0006956	Cg006G2070100	jg13463
OG0006958	Cg006G2060500	jg30601
OG0006959	Cg006G2058400	jg30627
OG0006960	Cg006G2057500	jg30635
OG0006961	Cg006G2056200	jg30647
OG0006962	Cg006G2052700	jg30687
OG0006963	Cg006G2052000	jg30695
OG0006964	Cg006G2048300	jg30735
OG0006965	Cg006G2047900	jg30739
OG0006966	Cg006G2047600	jg30742
OG0006967	Cg006G2046000	jg30766
OG0006968	Cg004G1438000	jg20600
OG0006969	Cg001G0265400	jg11312
OG0006970	Cg007G2486800	jg2800
OG0006971	Cg007G2483400	jg2751, jg2753
OG0006972	Cg007G2480400	jg2720
OG0006973	Cg007G2470100	jg2598
OG0006974	Cg001G0162900	jg10071
OG0006975	Cg001G0162500	jg10068
OG0006976	Cg003G0911200	jg27856, jg27099
OG0006977	Cg007G2272500	jg578
OG0006978	Cg007G2273300	jg592
OG0006979	Cg007G2279000	jg677
OG0006980	Cg003G0807400, Cg003G0808600	jg693
OG0006981	Cg007G2287200	jg773
OG0006982	Cg007G2288400	jg794
OG0006983	Cg006G2002200	jg31258
OG0006984	Cg007G2301100	jg867
OG0006985	Cg007G2300300	jg877, jg876
OG0006986	Cg007G2317300	jg1178
OG0006987	Cg007G2263300	jg430
OG0006989	Cg007G2257200	jg361
OG0006990	Cg001G0394400	jg12863
OG0006991	Cg008G2974600	jg20401
OG0006992	Cg008G2975500	jg20397
OG0006993	Cg008G2976800	jg20388
OG0006994	Cg008G2985000	jg20282
OG0006995	Cg008G2985900	jg20272
OG0006996	Cg008G2987300	jg8249, jg25371
OG0006997	Cg008G2948800	jg20670
OG0006998	Cg003G0735300, Cg003G0863100	jg7805
OG0006999	Cg001G0107100	jg9484
OG0007000	Cg001G0106300	jg9461
OG0007001	Cg006G1852300	jg32877
OG0007002	Cg006G1851400	jg32891
OG0007003	Cg007G2520700	jg3153
OG0007004	Cg007G2520300	jg3149
OG0007006	Cg001G0003300	jg8302, jg8309
OG0007007	Cg001G0007200	jg8357
OG0007008	Cg001G0009600	jg8384
OG0007009	Cg001G0012900	jg8410
OG0007010	Cg001G0013000	jg8411
OG0007011	Cg001G0019500	jg8514
OG0007012	Cg001G0023800	jg8555
OG0007013	Cg001G0025700	jg8573
OG0007014	Cg007G2514700, Cg007G2514600, Cg001G0027600	jg8596
OG0007015	Cg001G0029400	jg8617
OG0007016	Cg001G0032200	jg8646
OG0007017	Cg001G0034000	jg8664
OG0007018	Cg001G0034100	jg8665
OG0007019	Cg001G0038200	jg8708
OG0007020	Cg001G0040200	jg8735
OG0007021	Cg001G0043600	jg8764
OG0007022	Cg001G0044200	jg8771
OG0007023	Cg001G0045700	jg8794
OG0007024	Cg007G2289600	jg813
OG0007025	Cg001G0050000	jg8845
OG0007027	Cg001G0051300	jg8857
OG0007028	Cg001G0052600	jg8867
OG0007029	Cg001G0053300	jg8874
OG0007030	Cg001G0054100	jg8882
OG0007031	Cg001G0080800	jg9171
OG0007032	Cg001G0080700	jg9170
OG0007033	Cg001G0080000	jg9164
OG0007034	Cg001G0076500	jg9134
OG0007035	Cg001G0076300	jg9132
OG0007036	Cg001G0074500	jg9116
OG0007037	Cg001G0073800	jg9109
OG0007038	Cg005G1594700	jg18484
OG0007039	Cg005G1716400	jg17228
OG0007040	Cg001G0070700	jg9074
OG0007041	Cg001G0069300	jg9059
OG0007042	Cg001G0066400	jg9020
OG0007043	Cg004G1358500	jg27363
OG0007044	Cg001G0065200	jg9005
OG0007045	Cg001G0064200	jg8995
OG0007046	Cg001G0062500	jg8975
OG0007047	Cg001G0062200	jg8972
OG0007049	Cg001G0060600	jg8958
OG0007050	Cg001G0060400	jg8955
OG0007051	Cg001G0082700	jg9197
OG0007053	Cg001G0090000	jg9270
OG0007054	Cg001G0090100	jg9271
OG0007055	Cg001G0091300	jg9283
OG0007056	Cg001G0091700	jg9287
OG0007057	Cg001G0093200	jg9303
OG0007058	Cg001G0093600	jg9307
OG0007059	Cg001G0094900	jg9329
OG0007060	Cg004G1307700	jg26651
OG0007061	Cg004G1311100	jg26717
OG0007062	Cg007G2495700	jg2888
OG0007063	Cg007G2493500	jg2871
OG0007064	Cg007G2491800	jg2855
OG0007065	Cg006G2031900	jg30915, jg32006
OG0007066	Cg006G2030900	jg30926
OG0007067	Cg006G2024400	jg31012
OG0007068	Cg005G1716700	jg17227
OG0007069	Cg014G3042700, Cg003G0713200	jg8043
OG0007070	Cg003G0717100, Cg014G3038500	jg8089
OG0007071	Cg003G0711000, Cg014G3044800	jg8158
OG0007072	Cg003G0924800	jg14028
OG0007072	Cg014G3046200, Cg003G0709600	jg8137
OG0007073	Cg003G0707900, Cg014G3047600	jg8120
OG0007074	Cg003G0706500, Cg014G3049000	jg8106
OG0007075	Cg014G3050900, Cg003G0704700	jg8172
OG0007076	Cg003G0700200	jg8224
OG0007077	Cg003G0698100	jg8244
OG0007079	Cg006G2004300	jg31231
OG0007080	Cg001G0161900	jg10062
OG0007081	Cg001G0120900	jg9622
OG0007085	Cg006G2090700	jg30264
OG0007086	Cg006G2031700	jg30918
OG0007087	Cg006G2016600	jg31097
OG0007088	Cg006G2005700	jg31217
OG0007089	Cg006G2004100	jg31233, jg31234
OG0007090	Cg006G2002500	jg31253
OG0007096	Cg002G0695600	jg12914
OG0007097	Cg002G0670500, Cg002G0670300	jg13242
OG0007098	Cg002G0643900	jg13707
OG0007099	Cg002G0605500	jg13856
OG0007101	Cg002G0558900	jg14475, jg14472, jg14471
OG0007102	Cg002G0507500	jg15120
OG0007103	Cg002G0495500	jg15249
OG0007105	Cg008G2749600	jg5701
OG0007107	Cg003G0785800	jg7271
OG0007108	Cg003G0755400	jg7577
OG0007109	Cg001G0298000, Cg001G0298600, Cg001G0298400, Cg001G0298200	jg9804
OG0007110	Cg001G0142700	jg9853
OG0007111	Cg001G0173000	jg10214, jg10215
OG0007113	Cg001G0347800	jg12310
OG0007114	Cg008G2972400, Cg008G2972500	jg20430, jg20429
OG0007115	Cg008G2879100	jg21358
OG0007116	Cg008G2860300, Cg008G2845400	jg21547
OG0007129	Cg001G0173500	jg10218
OG0007130	Cg003G0932300	jg22234
OG0007131	Cg003G1024000	jg23305
OG0007132	Cg002G0543100	jg14662
OG0007133	Cg002G0543700	jg14656
OG0007134	Cg002G0545200	jg14635
OG0007135	Cg002G0548000	jg14596
OG0007136	Cg002G0548400	jg14592
OG0007137	Cg002G0696800	jg12902
OG0007138	Cg002G0695100	jg12918
OG0007139	Cg001G0106800	jg9477
OG0007140	Cg002G0690500	jg12973
OG0007141	Cg002G0685900	jg13032
OG0007142	Cg005G1554500	jg18951
OG0007143	Cg008G2976900	jg20387
OG0007144	Cg007G2551900	jg3488
OG0007145	Cg008G2741000	jg5605
OG0007146	Cg008G2740300	jg5599
OG0007147	Cg008G2738200	jg5578
OG0007148	Cg008G2738000	jg5576
