Orthogroup	Cardamine_glauca	Eutrema_salsugineum
OG0007022	Cg001G0044200	XP_006412070.1
OG0007023	Cg001G0045700	XP_006412093.1
OG0007024	Cg007G2289600	XP_006391996.1
OG0007025	Cg001G0050000	XP_006412150.1
OG0007027	Cg001G0051300	XP_006412165.1
OG0007028	Cg001G0052600	XP_006412178.1
OG0007029	Cg001G0053300	XP_006412186.1
OG0007030	Cg001G0054100	XP_024005886.1
OG0007031	Cg001G0080800	XP_006412504.1
OG0007032	Cg001G0080700	XP_006412503.1
OG0007033	Cg001G0080000	XP_006412493.1
OG0007034	Cg001G0076500	XP_006412457.1
OG0007035	Cg001G0076300	XP_006412455.1
OG0007036	Cg001G0074500	XP_006412437.1
OG0007037	Cg001G0073800	XP_006412430.1
OG0007038	Cg005G1594700	XP_006410526.1
OG0007039	Cg005G1716400	XP_024015987.1
OG0007040	Cg001G0070700	XP_006412393.1
OG0007041	Cg001G0069300	XP_006412374.1
OG0007042	Cg001G0066400	XP_006412343.1
OG0007043	Cg004G1358500	XP_006409707.1
OG0007044	Cg001G0065200	XP_006412326.1, XP_006412325.2
OG0007045	Cg001G0064200	XP_006412316.1
OG0007046	Cg001G0062500	XP_006412299.1
OG0007047	Cg001G0062200	XP_006412295.1
OG0007048	Cg001G0061900	XP_024004533.1
OG0007049	Cg001G0060600	XP_006412278.1
OG0007050	Cg001G0060400	XP_024004447.1
OG0007051	Cg001G0082700	XP_006412524.1
OG0007052	Cg001G0083100	XP_006412532.1
OG0007053	Cg001G0090000	XP_006412605.1
OG0007054	Cg001G0090100	XP_006412606.1
OG0007055	Cg001G0091300	XP_024004362.1
OG0007056	Cg001G0091700	XP_006412630.1
OG0007057	Cg001G0093200	XP_006412646.1
OG0007058	Cg001G0093600	XP_006412654.1
OG0007059	Cg001G0094900	XP_006412667.1
OG0007060	Cg004G1307700	XP_006418833.1
OG0007061	Cg004G1311100	XP_006418779.2
OG0007062	Cg007G2495700	XP_006390647.1
OG0007063	Cg007G2493500	XP_006390669.1
OG0007064	Cg007G2491800	XP_006390687.1
OG0007065	Cg006G2031900	XP_006416084.2
OG0007066	Cg006G2030900	XP_006416074.1
OG0007067	Cg006G2024400	XP_006416012.1
OG0007068	Cg005G1716700	XP_006396412.1
OG0007069	Cg014G3042700, Cg003G0713200	XP_006396392.1
OG0007070	Cg003G0717100, Cg014G3038500	XP_006396350.2
OG0007071	Cg003G0711000, Cg014G3044800	XP_006396329.1
OG0007072	Cg014G3046200, Cg003G0709600	XP_006396318.1
OG0007073	Cg003G0707900, Cg014G3047600	XP_006396299.1
OG0007074	Cg003G0706500, Cg014G3049000	XP_006396281.1
OG0007075	Cg014G3050900, Cg003G0704700	XP_006396265.1
OG0007076	Cg003G0700200	XP_006396221.1
OG0007077	Cg003G0698100	XP_006396199.1
OG0007079	Cg006G2004300	XP_024009020.1
OG0007080	Cg001G0161900	XP_006413463.2
OG0007081	Cg001G0120900	XP_006412990.1
OG0007085	Cg006G2090700	XP_006416708.1
OG0007086	Cg006G2031700	XP_024008856.1
OG0007087	Cg006G2016600	XP_006415935.1
OG0007088	Cg006G2005700	XP_006415820.1
OG0007089	Cg006G2004100	XP_024008670.1
OG0007090	Cg006G2002500	XP_024008380.1
OG0007096	Cg002G0695600	XP_024011139.1
OG0007097	Cg002G0670500, Cg002G0670300	XP_006395625.1
OG0007098	Cg002G0643900	XP_006395313.1
OG0007099	Cg002G0605500	XP_006395258.1
OG0007101	Cg002G0558900	XP_006404449.1
OG0007102	Cg002G0507500	XP_024013839.1
OG0007103	Cg002G0495500	XP_006403717.1
OG0007105	Cg008G2749600	XP_006400404.1
OG0007107	Cg003G0785800	XP_006397177.1
OG0007108	Cg003G0755400	XP_006396853.1
OG0007109	Cg001G0298000, Cg001G0298600, Cg001G0298400, Cg001G0298200	XP_006413176.2
OG0007110	Cg001G0142700	XP_006413239.1
OG0007111	Cg001G0173000	XP_006413581.1
OG0007115	Cg008G2879100	XP_006395204.1
OG0007116	Cg008G2860300, Cg008G2845400	XP_006395082.1
OG0007129	Cg001G0173500	XP_006413582.1
OG0007130	Cg003G0932300	XP_024011466.1
OG0007131	Cg003G1024000	XP_006394290.1
OG0007132	Cg002G0543100	XP_006404256.1
OG0007133	Cg002G0543700	XP_006404264.1
OG0007134	Cg002G0545200	XP_006404285.1, XP_024013737.1
OG0007135	Cg002G0548000	XP_006404314.1
OG0007136	Cg002G0548400	XP_006404319.1
OG0007137	Cg002G0696800	XP_006398495.1
OG0007138	Cg002G0695100	XP_006398516.1
OG0007139	Cg001G0106800	XP_006412825.1
OG0007140	Cg002G0690500	XP_006395859.1
OG0007141	Cg002G0685900	XP_006395804.1
OG0007142	Cg005G1554500	XP_006410985.1
OG0007143	Cg008G2976900	XP_006398370.1
OG0007144	Cg007G2551900	XP_006390018.1
OG0007145	Cg008G2741000	XP_006400314.1
OG0007146	Cg008G2740300	XP_006400307.1
OG0007147	Cg008G2738200	XP_024012049.1
OG0007148	Cg008G2738000	XP_024012144.1
OG0007149	Cg008G2736400	XP_006400258.1
OG0007150	Cg008G2735900	XP_006400251.1
OG0007151	Cg008G2733300	XP_006400236.1
OG0007152	Cg008G2731700	XP_006400219.1
OG0007153	Cg008G2730000	XP_006400198.1
OG0007154	Cg008G2729900	XP_006400197.1
OG0007155	Cg008G2729500	XP_006400192.1
OG0007156	Cg008G2728700	XP_006400184.1
OG0007157	Cg008G2727500	XP_006400167.1
OG0007158	Cg008G2725600	XP_024011914.1
OG0007159	Cg005G1568900	XP_006410820.1
OG0007160	Cg008G2722600	XP_006400107.1
OG0007161	Cg008G2721900	XP_006400097.1
OG0007162	Cg008G2719900	XP_006400074.1
OG0007163	Cg008G2719700	XP_006400073.1
OG0007164	Cg008G2716600	XP_006400040.1
OG0007165	Cg008G2714300	XP_024012455.1
OG0007166	Cg008G2713600	XP_006400016.1
OG0007167	Cg008G2713500	XP_006400015.1
OG0007168	Cg008G2713100	XP_006400010.1
OG0007169	Cg008G2712300	XP_006399997.1
OG0007170	Cg008G2711800	XP_006399992.1
OG0007172	Cg003G0770200	XP_006397031.2
OG0007173	Cg008G2706300	XP_006399934.1
OG0007174	Cg008G2706200	XP_006399933.1
OG0007175	Cg008G2706000	XP_024011569.1
OG0007177	Cg008G2704300	XP_006399910.1
OG0007178	Cg008G2703900	XP_006399907.1
OG0007179	Cg008G2703700	XP_006399904.1
OG0007180	Cg008G2703500	XP_006399902.1
OG0007181	Cg008G2703300	XP_024011156.1
OG0007182	Cg008G2703200	XP_006399898.1
OG0007183	Cg008G2701300	XP_024012581.1
OG0007184	Cg008G2700900	XP_024012126.1
OG0007185	Cg008G2700800	XP_006399868.1
OG0007186	Cg008G2700200	XP_006399860.1
OG0007188	Cg008G2862600, Cg008G2848200	XP_024006846.1
OG0007189	Cg008G2699400	XP_006399851.1
OG0007190	Cg008G2698900	XP_006399846.1
OG0007191	Cg008G2698800	XP_006399844.1
OG0007192	Cg008G2697800	XP_006399830.1
OG0007193	Cg008G2697000	XP_006399821.1
OG0007194	Cg003G0946800	XP_024011160.1
OG0007195	Cg008G2694300	XP_006399794.1
OG0007196	Cg008G2693900	XP_006399788.1
OG0007197	Cg008G2690800	XP_006399756.1
OG0007198	Cg008G2688100	XP_006399729.1
OG0007199	Cg008G2687400	XP_006399721.1
OG0007200	Cg008G2686400	XP_006399711.1
OG0007201	Cg002G0623300	XP_024006854.1
OG0007202	Cg008G2684700	XP_024012181.1
OG0007203	Cg008G2681800	XP_006399654.1
OG0007204	Cg008G2681400	XP_006399649.1
OG0007205	Cg001G0161500	XP_006413459.1
OG0007206	Cg008G2680500	XP_006399636.1
OG0007208	Cg008G2673400	XP_024012375.1
OG0007209	Cg008G2880900	XP_006395210.1
OG0007210	Cg008G2672300	XP_006399547.1
OG0007211	Cg008G2670000	XP_006399525.1
OG0007212	Cg008G2668500	XP_024011738.1
OG0007213	Cg008G2668200	XP_006399503.1
OG0007214	Cg008G2667600	XP_006399495.1
OG0007215	Cg008G2665200	XP_024011813.1
OG0007216	Cg008G2662600	XP_006399435.1
OG0007217	Cg008G2660100	XP_024011520.1
OG0007218	Cg008G2658500	XP_024011656.1
OG0007219	Cg008G2657700	XP_006399355.1
OG0007220	Cg008G2655100	XP_024012628.1
OG0007221	Cg008G2653600	XP_006399303.1
OG0007222	Cg008G2653300	XP_006399301.1
OG0007223	Cg008G2650800	XP_006399273.1
OG0007224	Cg003G0727500, Cg003G0870400	XP_024010153.1
OG0007225	Cg003G0729400, Cg003G0868800	XP_006396534.1
OG0007226	Cg003G0729500, Cg003G0868700	XP_006396535.1
OG0007227	Cg003G0867600, Cg003G0730700	XP_006396551.1
OG0007228	Cg001G0153300	XP_006413350.1
OG0007229	Cg001G0155100	XP_006413375.1
OG0007230	Cg001G0157100	XP_024004475.1, XP_024004464.1
OG0007231	Cg005G1687000	XP_006397367.1
OG0007232	Cg005G1682700	XP_006408602.2
OG0007233	Cg005G1678300	XP_006408647.1
OG0007234	Cg005G1672300	XP_024016083.1, XP_006408702.1
OG0007235	Cg005G1669900	XP_024016067.1
OG0007236	Cg005G1666700	XP_006409774.2
OG0007237	Cg005G1660000	XP_006409781.1
OG0007238	Cg005G1658600	XP_024016769.1
OG0007239	Cg005G1653300	XP_006409855.1
OG0007240	Cg005G1652000	XP_006409866.1
OG0007241	Cg005G1651500	XP_006409871.1
OG0007242	Cg005G1649600	XP_006409891.1
OG0007243	Cg005G1646000	XP_006409919.1
OG0007244	Cg005G1645400	XP_024003738.1
OG0007245	Cg005G1643400	XP_006409943.1
OG0007246	Cg005G1643300	XP_006409944.2
OG0007247	Cg005G1637200	XP_006410025.1
OG0007248	Cg005G1637100	XP_006410030.1
OG0007249	Cg005G1633200	XP_006410055.2
OG0007250	Cg005G1632700	XP_006410062.1
OG0007251	Cg008G2783200	XP_006400762.2
OG0007252	Cg005G1629100	XP_006410118.1
OG0007253	Cg005G1627400	XP_024004097.1
OG0007254	Cg005G1622800	XP_006410215.1
OG0007255	Cg005G1622700	XP_006410217.1
OG0007256	Cg005G1621300	XP_006410239.1
OG0007257	Cg005G1618400	XP_006410272.1
OG0007259	Cg005G1612100	XP_006410339.1
OG0007260	Cg005G1608300	XP_006410379.1
OG0007261	Cg005G1609300	XP_024004109.1
OG0007262	Cg005G1609900	XP_006410361.1
OG0007263	Cg005G1606100	XP_006410398.2
OG0007264	Cg005G1604300	XP_006410419.1
OG0007265	Cg005G1603900	XP_006410428.1
OG0007266	Cg005G1603500, Cg005G1610500	XP_006410431.1
OG0007267	Cg005G1603200	XP_006410435.1
OG0007268	Cg005G1602200	XP_006410449.1
OG0007269	Cg005G1599200	XP_006410475.1
OG0007270	Cg005G1598900	XP_024003828.1
OG0007271	Cg008G2936500	XP_006403165.2
OG0007272	Cg008G2941700	XP_006403130.1
OG0007273	Cg001G0151800	XP_006413330.1
OG0007274	Cg001G0150500	XP_006413318.1
OG0007275	Cg001G0147100	XP_006413287.1
OG0007276	Cg001G0146100	XP_006413279.1
OG0007277	Cg006G1860700	XP_006393595.1
OG0007278	Cg006G1861300	XP_006393603.1
OG0007279	Cg006G1864400	XP_006393635.1
OG0007280	Cg006G1861500	XP_006393613.1
OG0007281	Cg006G1861600	XP_006393611.1
OG0007282	Cg006G1998600	XP_024009161.1
OG0007283	Cg006G1996600	XP_024008692.1
OG0007284	Cg006G1995200	XP_006415696.1
OG0007285	Cg006G1991400	XP_024009152.1
OG0007286	Cg006G1989300	XP_024008416.1
OG0007287	Cg006G1986100	XP_006415611.2
OG0007288	Cg006G1985900	XP_006415609.1
OG0007289	Cg006G1984900	XP_006415600.1
OG0007290	Cg006G1983700	XP_006415589.1
OG0007292	Cg006G1973700	XP_006415520.1
OG0007293	Cg006G1972200	XP_006415498.1
OG0007294	Cg006G1971400	XP_006415488.1
OG0007295	Cg006G1971000	XP_006415483.1
OG0007296	Cg006G1970300	XP_006415472.1
OG0007297	Cg006G1969500	XP_006415465.2
OG0007299	Cg006G1967000	XP_006415426.1
OG0007300	Cg006G1964300	XP_006415398.1
OG0007301	Cg006G1964200	XP_006415397.1
OG0007302	Cg006G1962900	XP_006415378.1
OG0007303	Cg006G1961100	XP_006415349.1
OG0007304	Cg006G1960000	XP_006415336.1
OG0007305	Cg006G1957900	XP_006415321.1
OG0007306	Cg006G1952400	XP_006410713.2
OG0007307	Cg006G1952100	XP_006415249.1
OG0007308	Cg006G1951300	XP_006415244.1
OG0007309	Cg006G1950500	XP_006415234.1
OG0007310	Cg006G1948600	XP_006415200.1
OG0007311	Cg006G1947800	XP_006415196.1
OG0007312	Cg002G0684000	XP_006395775.1
OG0007313	Cg002G0681300	XP_006395743.1
OG0007314	Cg002G0681100	XP_006395741.1
OG0007315	Cg002G0680300	XP_006395734.1
OG0007316	Cg002G0678100	XP_006395712.1
OG0007317	Cg003G1062200	XP_006393866.1
OG0007318	Cg003G1056700	XP_024007489.1
OG0007319	Cg003G1055300	XP_006393932.1
OG0007320	Cg003G1055100	XP_006393935.1
OG0007321	Cg001G0119500	XP_006412979.1
OG0007322	Cg003G1054100	XP_006393947.1
OG0007323	Cg003G1050200	XP_006393988.1
OG0007324	Cg003G1049000	XP_006393997.1
OG0007325	Cg003G1048900	XP_006393998.1
OG0007326	Cg003G1046800	XP_006394027.1
OG0007327	Cg003G1045500	XP_006394045.1
OG0007328	Cg003G1045100	XP_006394051.1
OG0007329	Cg003G1043100	XP_006394079.2
OG0007330	Cg003G1039900	XP_006394109.1
OG0007331	Cg003G1039600	XP_006394112.1
OG0007332	Cg003G1038300	XP_006394126.1
OG0007333	Cg003G1036900	XP_024006793.1
OG0007335	Cg003G1036000	XP_006410843.1, XP_006394153.1
OG0007336	Cg003G1035900	XP_006394154.1
OG0007337	Cg003G1035400	XP_006394158.1
OG0007338	Cg003G1034700	XP_006394163.1
OG0007339	Cg003G1032000	XP_006394196.1
OG0007340	Cg003G1030700, Cg003G1030600	XP_006394215.1
OG0007341	Cg003G1030400	XP_006394218.2
OG0007342	Cg003G1029600	XP_006394230.1
OG0007343	Cg003G1029000	XP_006394238.1
OG0007344	Cg003G1028600	XP_006394242.1
OG0007345	Cg003G1022800	XP_024007142.1
OG0007346	Cg003G1022600	XP_006394307.1
OG0007347	Cg003G1022300	XP_024004573.1
OG0007348	Cg003G1022200	XP_006394311.1
OG0007349	Cg003G1021800	XP_006394316.1
OG0007350	Cg003G1018100	XP_006394352.1
OG0007351	Cg003G1015200	XP_024006786.1
OG0007352	Cg003G1015100	XP_006394394.1
OG0007353	Cg003G1013400	XP_006394414.1
OG0007354	Cg003G1010300	XP_006394448.1
OG0007355	Cg001G0275700	XP_006414851.1
OG0007356	Cg003G1007300	XP_006394482.1
OG0007357	Cg003G1006700	XP_006394489.2
OG0007358	Cg003G1006400	XP_024006739.1
OG0007359	Cg003G1006100	XP_006394495.1
OG0007360	Cg003G1004000	XP_006394517.2
OG0007361	Cg003G1000900	XP_024007325.1
OG0007362	Cg003G0999800	XP_024007600.1
OG0007363	Cg003G0999700	XP_006394554.1
OG0007364	Cg008G2788200	XP_006394578.1
OG0007365	Cg008G2792500	XP_006394623.1
OG0007366	Cg008G2793600	XP_006394632.1
OG0007367	Cg008G2794100	XP_024007451.1
OG0007368	Cg008G2795400	XP_006394652.2
OG0007369	Cg008G2798400	XP_006394674.1
OG0007370	Cg008G2799100	XP_006394680.1
OG0007371	Cg008G2800000	XP_006394691.1
OG0007372	Cg008G2801400	XP_006394703.1
OG0007374	Cg008G2802600	XP_006394718.1
OG0007375	Cg008G2802700	XP_006394719.1
OG0007376	Cg008G2803100	XP_006394722.1
OG0007377	Cg008G2806100	XP_006394753.1
OG0007378	Cg008G2806300	XP_006394755.1
OG0007379	Cg008G2806400	XP_006394754.1
OG0007380	Cg008G2810100	XP_006394788.1, XP_024007411.1
OG0007381	Cg008G2812000	XP_006394802.1
OG0007382	Cg008G2812500	XP_006394806.1
OG0007383	Cg008G2813800	XP_006394825.1
OG0007384	Cg008G2759200	XP_006400499.1
OG0007385	Cg008G2758200	XP_006400492.1
OG0007386	Cg008G2762200	XP_006400530.1
OG0007387	Cg008G2762300	XP_024011773.1
OG0007388	Cg008G2763100	XP_006400539.1
OG0007389	Cg008G2763700	XP_024011437.1
OG0007390	Cg008G2763800	XP_024011438.1
OG0007391	Cg008G2764700	XP_006400558.1
OG0007392	Cg008G2766100	XP_006400577.1
OG0007393	Cg008G2766600	XP_006400582.1
OG0007394	Cg008G2769800	XP_006400615.1
OG0007395	Cg008G2771900	XP_024011494.1
OG0007396	Cg008G2773400	XP_024011495.1
OG0007397	Cg008G2773800	XP_006400662.1
OG0007398	Cg008G2774100	XP_006400668.1
OG0007399	Cg008G2776000	XP_006400686.1
OG0007400	Cg008G2777100	XP_006400699.1
OG0007401	Cg008G2777600	XP_006400704.1
OG0007402	Cg008G2782600	XP_006400751.1
OG0007404	Cg008G2784500	XP_006400779.1
OG0007405	Cg004G1230600, Cg006G1911700, Cg008G2784900	XP_006400783.1
OG0007406	Cg008G2786600	XP_006400803.1
OG0007407	Cg003G0998200	XP_024011517.1
OG0007408	Cg003G0997500	XP_024011577.1
OG0007409	Cg003G0995800	XP_006400840.1
OG0007410	Cg006G1849000	XP_006393417.1
OG0007411	Cg003G0991800	XP_006400886.1
OG0007412	Cg003G0898300	XP_006401932.1
OG0007413	Cg003G0990500	XP_006400892.1
OG0007414	Cg003G0990200	XP_006400895.1
OG0007415	Cg005G1582700	XP_006410663.1
OG0007416	Cg003G0987500	XP_006400926.1
OG0007417	Cg003G0983600	XP_006400972.1
OG0007419	Cg003G0981000	XP_006401003.1
OG0007420	Cg003G0980100	XP_006401014.1
OG0007421	Cg003G0978700	XP_006401031.2
OG0007422	Cg003G0977800	XP_006401043.1
OG0007423	Cg003G0977200	XP_006401051.1
OG0007424	Cg003G0975100	XP_006401073.1
OG0007426	Cg003G0974400	XP_006401078.1
OG0007427	Cg003G0970000	XP_006401139.1
OG0007428	Cg003G0968400	XP_006401159.1
OG0007429	Cg003G0968200	XP_006401163.1
OG0007430	Cg003G0967900	XP_006401166.1
OG0007431	Cg003G0966600	XP_006401182.1
OG0007432	Cg003G0964500	XP_006401206.1
OG0007433	Cg003G0884500	XP_006402075.1
OG0007434	Cg003G0959500	XP_006401256.1
OG0007435	Cg003G0959800	XP_006401252.1
OG0007436	Cg003G0960700	XP_006401244.1
OG0007437	Cg003G0960800	XP_024012697.1
OG0007438	Cg003G0961500	XP_024012563.1
OG0007439	Cg003G0957800	XP_006401272.2
OG0007440	Cg003G0954500	XP_006401311.1
OG0007441	Cg003G0950300	XP_006401366.1
OG0007442	Cg003G0949400	XP_006401377.1
OG0007443	Cg003G0947800	XP_006401398.1
OG0007444	Cg001G0115300	XP_006412929.1
OG0007445	Cg003G0944800	XP_006401435.1
OG0007446	Cg003G0939300	XP_024011188.1
OG0007447	Cg003G0938800	XP_006401500.1
OG0007448	Cg003G0938000	XP_006401508.1
OG0007449	Cg002G0531900	XP_006404125.1
OG0007450	Cg002G0536200	XP_024013510.1
OG0007451	Cg002G0540300, Cg002G0540100	XP_006404219.1
OG0007452	Cg003G0926300	XP_006401626.1
OG0007453	Cg003G0928200	XP_006401592.1
OG0007454	Cg003G0931200, Cg003G0928300	XP_024011912.1
OG0007455	Cg003G0720400, Cg014G3035200	XP_006396437.1
OG0007456	Cg014G3034800, Cg003G0720800	XP_006396441.1
OG0007457	Cg003G0725500, Cg014G3029100	XP_006396485.1
OG0007458	Cg003G0871300, Cg003G0726600	XP_006396503.1
OG0007459	Cg008G2646700	XP_006399228.1
OG0007460	Cg008G2644900	XP_006399212.2
OG0007461	Cg008G2644400	XP_006399207.1
OG0007462	Cg008G2642400	XP_006399181.1
OG0007463	Cg008G2639000	XP_006399144.1
OG0007464	Cg008G2637200	XP_006399122.1
OG0007465	Cg008G2637000	XP_006399120.1
OG0007466	Cg008G2635400	XP_006399100.1
OG0007467	Cg008G2630200	XP_006399044.1
OG0007468	Cg008G2628000	XP_006399022.1
OG0007469	Cg008G2624700	XP_006398986.1
OG0007470	Cg008G2624400	XP_006398983.1
OG0007471	Cg008G2620200	XP_006398934.1
OG0007472	Cg008G2618100	XP_024011657.1
OG0007473	Cg008G2614800	XP_024011775.1
OG0007474	Cg008G2613200	XP_006398874.1
OG0007475	Cg004G1160900	XP_006407598.1
OG0007476	Cg008G2610800	XP_006398850.1
OG0007477	Cg008G2610000	XP_024009640.1, XP_006398842.1
OG0007478	Cg008G2607000	XP_024011570.1
OG0007479	Cg008G2605300	XP_006398790.1
OG0007480	Cg008G2605200	XP_006402113.1
OG0007482	Cg008G2602800	XP_006398765.1
OG0007483	Cg008G2602500	XP_006398763.1
OG0007484	Cg008G2602000	XP_006398758.2
OG0007485	Cg008G2599000	XP_006398728.1
OG0007486	Cg008G2598500	XP_006398722.1
OG0007487	Cg008G2597100	XP_006398711.1
OG0007488	Cg008G2595800	XP_006398701.1
OG0007489	Cg008G2595900	XP_006398702.1
OG0007490	Cg008G2596000	XP_006398703.1
OG0007491	Cg008G2596400	XP_006398707.1
OG0007493	Cg008G2592100	XP_006398654.1
OG0007494	Cg008G2592000	XP_006398653.1
OG0007495	Cg008G2591000	XP_006398643.1
OG0007496	Cg008G2590500	XP_006398636.2
OG0007497	Cg008G2589300	XP_006398629.1
OG0007498	Cg008G2584500	XP_006398573.1
OG0007499	Cg001G0382900	XP_006405403.1
OG0007500	Cg001G0391200	XP_006405306.1
OG0007501	Cg001G0392300	XP_006405296.1
OG0007502	Cg001G0394000	XP_006405279.1
OG0007503	Cg007G2581200	XP_006389715.1
OG0007504	Cg007G2571900	XP_006389807.1
OG0007506	Cg007G2572800	XP_006389814.1, XP_006405081.2
OG0007507	Cg007G2573600	XP_006389822.1
OG0007508	Cg007G2570700	XP_006389831.1
OG0007509	Cg007G2568600	XP_006389853.1
OG0007510	Cg007G2567700	XP_024006710.1
OG0007511	Cg004G1408100	XP_006402248.1
OG0007512	Cg007G2564100	XP_006389902.1
OG0007513	Cg007G2562800	XP_006389921.1
OG0007514	Cg007G2562000	XP_006389925.1
OG0007515	Cg007G2561900	XP_024008051.1
OG0007516	Cg007G2561600	XP_006389930.1
OG0007517	Cg007G2561400	XP_006389932.1
OG0007518	Cg007G2558700	XP_024011267.1
OG0007519	Cg007G2558200	XP_006389963.1
OG0007520	Cg007G2558100	XP_006389964.1
OG0007521	Cg008G2880800	XP_006389969.1
OG0007522	Cg007G2553500	XP_006390000.1
OG0007523	Cg007G2551700	XP_006390019.1
OG0007524	Cg007G2550900	XP_006390031.1
OG0007525	Cg007G2548900	XP_024007482.1
OG0007526	Cg007G2548600	XP_006390055.1
OG0007527	Cg007G2547000	XP_006390073.1
OG0007528	Cg007G2545600	XP_006390087.1
OG0007529	Cg007G2543500	XP_006390109.1
OG0007530	Cg007G2543100	XP_006390115.1
OG0007531	Cg007G2542800	XP_006390119.1
OG0007532	Cg007G2541800	XP_006390125.1
OG0007533	Cg007G2540000	XP_006390146.1
OG0007534	Cg007G2538600	XP_006390158.1
OG0007535	Cg007G2533900	XP_006390218.1
OG0007536	Cg007G2531800	XP_006390241.1
OG0007537	Cg007G2531600	XP_006390243.1
OG0007538	Cg007G2530900	XP_024008392.1
OG0007539	Cg007G2529000	XP_024010392.1
OG0007540	Cg007G2528900	XP_006390271.1
OG0007541	Cg007G2527500	XP_006390284.1
OG0007542	Cg006G1854100	XP_006395325.1
OG0007543	Cg007G2522700	XP_006390336.2
OG0007544	Cg007G2521400	XP_006390354.1
OG0007545	Cg004G1409600	XP_006409312.1
OG0007546	Cg004G1410200	XP_006409305.1
OG0007547	Cg004G1410400	XP_006409301.1
OG0007548	Cg004G1413600	XP_006409248.1
OG0007549	Cg002G0528600	XP_006404087.1
OG0007550	Cg002G0528700	XP_006404088.1
OG0007551	Cg002G0529100	XP_006404093.1
OG0007552	Cg003G0934000	XP_006401558.1
OG0007553	Cg003G0933600	XP_006401561.1
OG0007554	Cg002G0551400	XP_006404356.1
OG0007555	Cg006G1781100, Cg006G1781200	XP_006392561.2
OG0007556	Cg006G1784400	XP_006392597.1
OG0007557	Cg002G0696200	XP_006398501.1
OG0007558	Cg006G1788900	XP_006392662.1
OG0007559	Cg006G1789800	XP_006392675.1
OG0007560	Cg006G1790200, Cg003G0794300	XP_006392680.1
OG0007561	Cg006G1792700	XP_006392709.1
OG0007563	Cg006G1801300	XP_006392791.1
OG0007564	Cg006G1802300	XP_006392803.1
OG0007565	Cg006G1804900	XP_006392838.1
OG0007566	Cg005G1572600	XP_006410779.1
OG0007567	Cg005G1571000	XP_006410798.1
OG0007568	Cg005G1570200	XP_006410804.1
OG0007569	Cg002G0579300	XP_006419077.1
OG0007570	Cg002G0586400	XP_006419120.1
OG0007571	Cg016G3060000, Cg003G0873100	XP_006402165.1
OG0007572	Cg003G0831100, Cg003G0879700	XP_006402114.1
OG0007573	Cg003G0912000	XP_006401764.1, XP_024009650.1
OG0007574	Cg003G0913500	XP_006401750.1
OG0007575	Cg003G0913600	XP_006401748.1
OG0007576	Cg003G0914200	XP_006401742.1
OG0007577	Cg003G0837500	XP_006402220.1
OG0007578	Cg003G0878100, Cg003G0830000	XP_006402127.1
OG0007579	Cg003G1000800	XP_006397414.1
OG0007581	Cg001G0313200	XP_006395958.1
OG0007582	Cg001G0300400	XP_024005034.1
OG0007583	Cg001G0288400	XP_006414963.1
OG0007584	Cg005G1608200, Cg001G0287200	XP_006414949.1
OG0007585	Cg001G0283400	XP_006414920.1
OG0007586	Cg001G0282400	XP_006414898.2
OG0007587	Cg001G0277200, Cg001G0277000	XP_006414863.2
OG0007588	Cg001G0268900	XP_006414737.1
OG0007589	Cg001G0268800	XP_006414736.1
OG0007590	Cg001G0264600	XP_024005091.1, XP_006410619.1
OG0007591	Cg001G0262000, Cg001G0262100	XP_024005187.1
OG0007592	Cg001G0261700	XP_024016513.1, XP_006414644.1
OG0007593	Cg001G0261100	XP_006414635.1
OG0007594	Cg001G0258300	XP_006414565.1
OG0007595	Cg001G0257400	XP_006414556.1
OG0007597	Cg001G0248600	XP_006414453.2
OG0007598	Cg007G2500200	XP_006390602.1
OG0007599	Cg007G2501200	XP_006390592.1
OG0007600	Cg007G2503600	XP_024007146.1
OG0007601	Cg007G2503700	XP_006390565.1
OG0007602	Cg007G2508000	XP_006390506.1
OG0007603	Cg007G2508200	XP_024008509.1
OG0007604	Cg007G2515600	XP_006390420.1
OG0007605	Cg007G2515900	XP_006390414.1
OG0007606	Cg007G2518000	XP_006390394.1
OG0007607	Cg007G2454200	XP_006391130.1
OG0007608	Cg001G0079300	XP_006402043.1
OG0007610	Cg007G2459500	XP_006391066.1
OG0007611	Cg001G0117000	XP_024005894.1
OG0007612	Cg001G0116500	XP_024010080.1, XP_006412944.1
OG0007613	Cg001G0115400	XP_006412933.1
OG0007614	Cg001G0114300	XP_006412918.1
OG0007615	Cg001G0109800	XP_006412863.2
OG0007616	Cg003G0915300	XP_006403563.1, XP_006401739.1
OG0007617	Cg002G0662600	XP_024007066.1
OG0007619	Cg007G2268100	XP_006391734.1
OG0007620	Cg007G2264800	XP_006391689.1
OG0007621	Cg001G0370400	XP_024014575.1
OG0007622	Cg001G0370500	XP_024014606.1
OG0007623	Cg002G0623500	XP_006395284.1
OG0007625	Cg008G2841600	XP_006395065.1
OG0007626	Cg002G0653900	XP_006395464.1
OG0007627	Cg002G0655300	XP_006395478.1
OG0007628	Cg002G0658800	XP_006395520.1
OG0007629	Cg002G0674500, Cg002G0659800	XP_006395528.1
OG0007630	Cg002G0660100	XP_006395531.1
OG0007631	Cg002G0663300	XP_006395561.1
OG0007632	Cg002G0666000, Cg002G0666100	XP_006395580.1
OG0007633	Cg003G0892200	XP_006402032.1
