Orthogroup	Cardamine_glauca	Cochlearia_excelsa
OG0010541	Cg003G0869900, Cg003G0727900	g39626, g25492
OG0010542	Cg003G0728300, Cg003G0869500	g39628
OG0010543	Cg003G0868200, Cg003G0730000	g25503
OG0010544	Cg003G0730100, Cg003G0868100	g45194
OG0010545	Cg003G0868000, Cg003G0730200	g25507
OG0010546	Cg003G0867800, Cg003G0730500	g39636
OG0010547	Cg003G0867000, Cg003G0731300	g39642
OG0010548	Cg003G0731700, Cg003G0866600	g25515
OG0010549	Cg001G0152800	g23796
OG0010550	Cg001G0153100	g23800
OG0010552	Cg001G0155900	g47523
OG0010553	Cg005G1682500, Cg005G1682900	g40150
OG0010554	Cg005G1682600	g40148
OG0010555	Cg005G1681100	g40142
OG0010557	Cg005G1669500	g40108
OG0010558	Cg005G1660600	g37803
OG0010559	Cg005G1659700	g37810
OG0010560	Cg005G1659300	g40085
OG0010561	Cg005G1659000	g40082
OG0010562	Cg005G1658400	g40078
OG0010563	Cg005G1654900	g40059
OG0010564	Cg007G2389400	g40057
OG0010565	Cg005G1652500	g43769
OG0010566	Cg005G1651600	g40032
OG0010567	Cg005G1649700	g39976
OG0010568	Cg005G1645500	g40010, g51114
OG0010569	Cg005G1641900	g37870
OG0010570	Cg005G1641800	g40018
OG0010571	Cg005G1638100	g39969
OG0010572	Cg005G1635000	g39961
OG0010574	Cg005G1627700	g39912
OG0010576	Cg005G1767800	g50891
OG0010577	Cg005G1623600	g51230
OG0010578	Cg005G1623200	g51231
OG0010579	Cg005G1622500	g39876
OG0010581	Cg005G1620300	g39858
OG0010582	Cg005G1616900	g39836
OG0010583	Cg005G1615400	g51264
OG0010584	Cg005G1614700	g37915
OG0010586	Cg005G1613000	g51278
OG0010587	Cg005G1611600	g39815
OG0010588	Cg005G1707800	g38282
OG0010590	Cg005G1607300	g51305, g35972
OG0010591	Cg005G1608700	g39797
OG0010593	Cg005G1609400	g39794
OG0010594	Cg005G1604900	g51315
OG0010596	Cg005G1603400	g39763
OG0010597	Cg005G1603000	g39759
OG0010598	Cg005G1598400	g39742
OG0010599	Cg008G2914900, Cg008G2931800, Cg008G2931100	g46867
OG0010600	Cg001G0004800	g18344
OG0010601	Cg008G2932800	g46869
OG0010602	Cg008G2936200	g39703
OG0010603	Cg008G2941300	g39678
OG0010604	Cg003G0733500, Cg003G0865000	g39668
OG0010605	Cg003G0733200, Cg003G0865200	g3053
OG0010606	Cg003G0865400, Cg003G0733000	g39650
OG0010607	Cg003G0732900, Cg003G0865500	g7745
OG0010608	Cg003G0732500, Cg003G0865900	g39647
OG0010609	Cg006G1853300	g36268
OG0010610	Cg006G1854700	g28113
OG0010611	Cg006G1854800	g36264
OG0010612	Cg006G1860600	g53987
OG0010613	Cg006G1999400	g32291, g50420
OG0010614	Cg006G1866000	g36194
OG0010615	Cg006G1998700	g50430
OG0010616	Cg006G1995300	g32313
OG0010617	Cg006G1993100	g50456
OG0010618	Cg006G1991200	g50467
OG0010619	Cg006G1990500	g32353
OG0010620	Cg006G1989800	g50488
OG0010621	Cg006G1987200	g32373
OG0010623	Cg006G1978300	g32410, g27688
OG0010624	Cg006G1975600	g27691
OG0010625	Cg006G1974800	g32422
OG0010626	Cg006G1974000	g32430
OG0010627	Cg006G1973200	g32443, g50523
OG0010630	Cg006G1972000	g32451
OG0010631	Cg006G1970900	g50531
OG0010632	Cg006G1969700	g27703
OG0010633	Cg006G1969600	g32470
OG0010634	Cg001G0392900	g16766
OG0010636	Cg006G1964500	g50567
OG0010637	Cg006G1963500	g32509
OG0010638	Cg006G1963100	g50571, g24905
OG0010639	Cg006G1962400	g27757
OG0010640	Cg006G1961900	g27756
OG0010641	Cg006G1957700	g27735
OG0010642	Cg006G1956100	g32533
OG0010645	Cg006G1954300	g50615
OG0010646	Cg006G1953600	g50618, g32548
OG0010647	Cg006G1952200	g27769
OG0010649	Cg006G1949300	g50634
OG0010650	Cg006G1947600	g17521, g50648
OG0010651	Cg006G1946100, Cg006G1946000	g50656
OG0010652	Cg006G1945900	g32631
OG0010653	Cg006G1945300	g32633
OG0010654	Cg002G0683800	g10705
OG0010655	Cg002G0682800	g10695
OG0010656	Cg002G0682600	g10693
OG0010657	Cg005G1502900	g37461
OG0010658	Cg002G0680900	g1526
OG0010659	Cg002G0680600	g1529
OG0010660	Cg002G0676800	g10661
OG0010661	Cg003G1062100	g40
OG0010663	Cg003G1060700	g9652
OG0010664	Cg003G1059800	g9661
OG0010665	Cg003G1059300	g60
OG0010666	Cg003G1057600	g67
OG0010667	Cg003G1057000	g72
OG0010668	Cg003G1056900	g73
OG0010669	Cg003G1056600	g75
OG0010670	Cg003G1054900	g88
OG0010672	Cg003G1053600	g103
OG0010673	Cg003G0787300	g25854
OG0010674	Cg003G1051000	g9692
OG0010675	Cg003G1050100	g130
OG0010676	Cg003G1049900	g132
OG0010677	Cg003G1048600	g9700
OG0010679	Cg003G1047000	g9710
OG0010680	Cg003G1041700	g9722
OG0010681	Cg003G1043400	g187
OG0010682	Cg003G1039400	g9746
OG0010683	Cg003G1038900	g208
OG0010684	Cg003G1037800	g215
OG0010685	Cg003G1034900	g236
OG0010686	Cg003G1034000	g9774
OG0010687	Cg003G1032700	g246
OG0010688	Cg003G1032500	g9781
OG0010689	Cg003G1031000	g9790
OG0010690	Cg003G1030200	g260
OG0010691	Cg003G1029300	g268
OG0010692	Cg003G1028900	g271
OG0010693	Cg003G1028800	g9800
OG0010694	Cg003G1028400	g9801
OG0010695	Cg003G1025100	g297, g9815
OG0010696	Cg003G1024600	g302
OG0010697	Cg001G0394200	g14048
OG0010698	Cg003G1017500	g9844
OG0010699	Cg003G1016500	g345
OG0010700	Cg003G1015800	g354, g9853
OG0010701	Cg003G1013200	g9867, g368
OG0010702	Cg003G1012200	g9870
OG0010703	Cg003G1008200	g9885
OG0010704	Cg003G1007100	g408
OG0010705	Cg003G1004500	g424
OG0010706	Cg003G0998500	g453, g9950
OG0010707	Cg008G2789200	g469
OG0010709	Cg008G2789500	g471
OG0010711	Cg008G2791300	g9961, g488
OG0010712	Cg008G2792800	g18586
OG0010713	Cg008G2627000	g29723
OG0010714	Cg008G2795100	g508
OG0010715	Cg008G2796500	g513
OG0010716	Cg008G2796600	g514
OG0010718	Cg008G2797500	g18573
OG0010719	Cg008G2798500	g9998
OG0010720	Cg008G2801200	g10014
OG0010721	Cg008G2801300	g10017
OG0010722	Cg008G2801800	g18568
OG0010724	Cg008G2803000	g35793, g18566
OG0010725	Cg008G2805000	g10027, g568
OG0010726	Cg008G2812400	g604
OG0010727	Cg008G2813000	g607
OG0010728	Cg008G2813100	g10065, g608
OG0010729	Cg004G1328000	g13536
OG0010730	Cg008G2815000	g622
OG0010731	Cg008G2815100	g10086, g623
OG0010732	Cg008G2760400	g29120
OG0010733	Cg008G2758400	g29110
OG0010734	Cg008G2761800	g28982
OG0010737	Cg008G2765600	g41412
OG0010738	Cg008G2765700	g41411
OG0010739	Cg008G2765800	g701
OG0010741	Cg008G2766900	g28949
OG0010742	Cg008G2768300	g715
OG0010743	Cg008G2770400	g28927
OG0010744	Cg008G2771300	g28922
OG0010746	Cg008G2773700	g41381
OG0010747	Cg008G2775300	g755
OG0010748	Cg008G2776200	g760
OG0010749	Cg008G2776600	g763
OG0010750	Cg008G2776700	g41369, g28898
OG0010751	Cg008G2777200	g28895
OG0010752	Cg008G2777800	g768
OG0010753	Cg008G2780400	g28877
OG0010754	Cg008G2781100	g790, g43749
OG0010755	Cg008G2782400	g796
OG0010756	Cg008G2782900	g28867, g41356
OG0010757	Cg008G2783000	g800
OG0010759	Cg008G2783300	g41353
OG0010760	Cg008G2785100	g41351
OG0010761	Cg003G0998000	g28849
OG0010762	Cg003G0995500	g844
OG0010763	Cg003G0995300	g846
OG0010764	Cg003G0994600	g41321
OG0010765	Cg005G1526500	g51884
OG0010766	Cg003G0986300	g1276
OG0010767	Cg003G0985700	g28746
OG0010768	Cg003G0985000	g28742
OG0010769	Cg003G0984900	g28741
OG0010770	Cg003G0984500	g39236, g1273, g28732
OG0010771	Cg003G0984400	g39237, g1270
OG0010772	Cg003G0981100	g28708
OG0010773	Cg003G0980300	g39255
OG0010774	Cg003G0979700	g1235
OG0010775	Cg003G0978300	g1224
OG0010777	Cg003G0977400	g28716
OG0010778	Cg003G0973400	g1163
OG0010779	Cg003G0972600	g28696
OG0010780	Cg003G0972500	g28695
OG0010781	Cg003G0972400	g28694
OG0010782	Cg003G0971800	g28689
OG0010783	Cg003G0971000	g28685
OG0010784	Cg003G0969900	g28677
OG0010785	Cg003G0970400	g28680
OG0010786	Cg003G0970100	g28679
OG0010788	Cg003G0968700	g28667
OG0010789	Cg003G0968000	g28661
OG0010790	Cg003G0967700	g1136
OG0010791	Cg003G0967400	g1134
OG0010792	Cg003G0967100	g28655
OG0010793	Cg003G0964800	g39304
OG0010794	Cg003G0962200	g28625
OG0010795	Cg003G0958600	g39331
OG0010796	Cg003G0956500	g1083
OG0010797	Cg003G0956300	g39338
OG0010800	Cg003G0950200	g39355
OG0010801	Cg003G0949600	g28544
OG0010802	Cg003G0948800	g1043
OG0010803	Cg003G0946100	g28527
OG0010804	Cg003G0945900	g39365
OG0010805	Cg003G0944900	g39366
OG0010806	Cg007G2494500	g45997
OG0010807	Cg002G0520200	g2542
OG0010808	Cg003G0942400	g1012
OG0010809	Cg003G0940200	g998
OG0010810	Cg003G0939500	g28505
OG0010812	Cg003G0937800	g28495, g983
OG0010813	Cg002G0537000	g2647
OG0010814	Cg002G0538000	g2676
OG0010815	Cg002G0539500	g19438
OG0010816	Cg003G0924500	g28449
OG0010818	Cg003G0927100	g39432
OG0010819	Cg003G0932200	g955
OG0010820	Cg014G3035300, Cg003G0720300	g39556
OG0010821	Cg003G0815500	g41148
OG0010822	Cg014G3032500, Cg003G0722700	g25469
OG0010823	Cg014G3030900, Cg003G0723800	g39590
OG0010824	Cg014G3030800, Cg003G0723900	g39591
OG0010825	Cg003G0725100, Cg014G3029500	g39601
OG0010826	Cg003G0725400, Cg014G3029300	g25479
OG0010827	Cg003G0725700, Cg014G3028900	g39605
OG0010828	Cg008G2644600	g29639
OG0010830	Cg006G2007900	g32211
OG0010831	Cg008G2642300	g45468
OG0010832	Cg008G2641900	g45466
OG0010833	Cg008G2641800	g5576
OG0010834	Cg008G2641300	g5580
OG0010835	Cg008G2640400	g45462, g29655
OG0010836	Cg008G2637900	g29669
OG0010837	Cg008G2634800	g29690
OG0010838	Cg008G2634500	g45449
OG0010839	Cg008G2633400	g45446
OG0010840	Cg008G2633200	g5613
OG0010842	Cg008G2626900	g29724
OG0010843	Cg008G2626800	g29725
OG0010844	Cg008G2626100	g5639
OG0010845	Cg008G2625500	g5643
OG0010847	Cg008G2622400	g29757
OG0010848	Cg008G2621900	g5656
OG0010849	Cg008G2620100	g45414, g40769
OG0010850	Cg005G1748100	g38396
OG0010851	Cg008G2617000	g5684
OG0010852	Cg006G2019100	g27583
OG0010853	Cg008G2615100	g45395, g5693
OG0010855	Cg008G2609000	g29820
OG0010856	Cg008G2608700	g29821
OG0010857	Cg008G2607600	g5720
OG0010860	Cg006G1828500	g29839
OG0010861	Cg008G2602200	g5756
OG0010862	Cg008G2599300	g45341
OG0010863	Cg008G2598600	g45337
OG0010864	Cg008G2597600	g45329
OG0010865	Cg008G2597200	g45317
OG0010866	Cg008G2594600	g5793
OG0010868	Cg008G2593800	g5797
OG0010869	Cg008G2592600	g45302, g5801
OG0010871	Cg008G2591600	g45300
OG0010872	Cg008G2590300	g5818
OG0010873	Cg008G2589600	g45290
OG0010874	Cg008G2586800	g5845
OG0010875	Cg008G2584800	g5863
OG0010876	Cg008G2584100	g3249
OG0010877	Cg008G2583500	g39333, g45282
OG0010878	Cg001G0377900	g16836
OG0010879	Cg001G0378300	g16834
OG0010880	Cg001G0382000	g46657, g16808
OG0010881	Cg001G0384900	g16800
OG0010882	Cg001G0386500	g16787
OG0010883	Cg001G0387000	g16784
OG0010884	Cg001G0388800	g16779, g16781
OG0010885	Cg003G0844000	g23993
OG0010886	Cg001G0394300	g46621
OG0010887	Cg007G2582700, Cg004G1447600	g44269
OG0010888	Cg007G2581900	g13829
OG0010889	Cg007G2581600	g44264
OG0010890	Cg004G1424900, Cg007G2576500	g13598
OG0010891	Cg007G2575400	g46581
OG0010892	Cg007G2573700	g46560
OG0010893	Cg007G2570000	g46548
OG0010894	Cg007G2567400	g44312
OG0010895	Cg007G2564800	g46518
OG0010896	Cg007G2561700	g44343
OG0010897	Cg002G0564000	g2873, g19551
OG0010898	Cg007G2557800	g44354
OG0010899	Cg001G0022800	g18286
OG0010900	Cg007G2555300	g46450
OG0010901	Cg007G2553400	g46436
OG0010902	Cg007G2552800	g46431
OG0010903	Cg007G2551400	g46417
OG0010904	Cg007G2551200	g46415
OG0010905	Cg007G2549600	g46393
OG0010906	Cg007G2548100	g14076
OG0010907	Cg007G2546800	g46374
OG0010908	Cg007G2545200	g44363
OG0010909	Cg007G2545000	g46353
OG0010910	Cg007G2543600	g46337
OG0010911	Cg007G2541700	g46322
OG0010914	Cg002G0590000	g11548
OG0010915	Cg007G2534200	g44407
OG0010918	Cg006G2238300	g26900
OG0010919	Cg007G2527800	g46229
OG0010920	Cg007G2524300	g44468, g46193
OG0010921	Cg007G2522300	g44479
OG0010922	Cg007G2521900	g46182
OG0010923	Cg004G1410500	g14024, g6086
OG0010924	Cg004G1410600	g14023
OG0010925	Cg004G1412200	g14008
OG0010926	Cg004G1258500	g6814
OG0010927	Cg003G0933400	g28483
OG0010928	Cg002G0553100	g2729
OG0010929	Cg002G0552800	g19513, g2731
OG0010930	Cg006G1779600	g27970, g5
OG0010931	Cg006G1781900	g54382, g54377, g54381
OG0010932	Cg006G1788800	g27984
OG0010933	Cg006G1793400	g36683
OG0010934	Cg006G1870200	g28143
OG0010935	Cg006G1797800	g28000
OG0010936	Cg006G1798400	g36659
OG0010937	Cg006G1800500	g54298
OG0010938	Cg006G1800900	g54296, g36633
OG0010939	Cg006G1803400	g36610
OG0010940	Cg005G1707700	g38281
OG0010942	Cg005G1572100	g37149
OG0010943	Cg005G1571600	g37156
OG0010944	Cg005G1571500	g38029
OG0010946	Cg005G1568600	g51587
OG0010947	Cg005G1567300	g51599
OG0010948	Cg002G0579200	g19594
OG0010949	Cg002G0581200	g11449
OG0010950	Cg002G0589400	g3138
OG0010952	Cg001G0307400	g17890
OG0010953	Cg001G0315500	g13527, g46864
OG0010954	Cg003G0912200	g41249
OG0010955	Cg003G0872400, Cg016G3059400	g1421
OG0010956	Cg003G0833400	g1455
OG0010957	Cg001G0308300	g17920
OG0010958	Cg001G0287800	g46977
OG0010959	Cg001G0284400	g24705
OG0010960	Cg001G0281600	g47002
OG0010961	Cg001G0274300	g24579
OG0010962	Cg001G0273500	g17777
OG0010963	Cg004G1352500	g13596
OG0010964	Cg001G0270600	g17756
OG0010965	Cg001G0269500	g24539
OG0010966	Cg001G0271400	g47038
OG0010967	Cg001G0264500	g47057
OG0010968	Cg008G2858900, Cg008G2844000, Cg001G0261400	g47078
OG0010969	Cg001G0358600	g46714
OG0010970	Cg001G0259900	g47083
OG0010971	Cg002G0661700	g1594
OG0010972	Cg001G0257500	g47092
OG0010973	Cg001G0256000	g24466
OG0010974	Cg001G0252800	g24457
OG0010975	Cg001G0250800	g17647
OG0010976	Cg006G2048200, Cg006G2049100	g27499
OG0010977	Cg003G0837100	g1461
OG0010978	Cg001G0247000	g24407
OG0010979	Cg001G0246400	g24403
OG0010980	Cg001G0247300	g24410
OG0010981	Cg007G2499700	g46025
OG0010984	Cg007G2503800	g44572
OG0010986	Cg007G2505200	g44564, g46068
OG0010987	Cg007G2505500	g46076
OG0010988	Cg007G2506400	g46083
OG0010989	Cg005G1574500	g51550
OG0010990	Cg007G2508100	g46095
OG0010991	Cg007G2508400	g46098
OG0010993	Cg007G2509900	g44555
OG0010994	Cg007G2510400	g46109
OG0010995	Cg007G2512300	g44544
OG0010996	Cg007G2512900	g46131
OG0010997	Cg007G2514200	g44532
OG0010998	Cg007G2515300	g17987
OG0010999	Cg007G2515400	g44520
OG0011001	Cg007G2519100	g44497
OG0011002	Cg007G2519200	g46169
OG0011003	Cg007G2519300	g46170
OG0011004	Cg007G2454800	g44826
OG0011005	Cg007G2455700	g44821
OG0011006	Cg007G2459600	g45770
OG0011007	Cg007G2460100	g45776
OG0011009	Cg007G2463800	g44773
OG0011010	Cg001G0308200	g36055
OG0011011	Cg001G0114400	g23532, g17026
OG0011012	Cg001G0113200	g23524
OG0011013	Cg001G0113100	g23523, g23522
OG0011014	Cg001G0112000	g23513
OG0011015	Cg001G0111300	g23509
OG0011016	Cg001G0111200	g17016
OG0011017	Cg004G1337400	g11645
OG0011019	Cg007G2267500	g40792
OG0011020	Cg007G2267300	g50758, g40793
OG0011021	Cg007G2266400	g44261
OG0011022	Cg007G2265300	g40803
OG0011023	Cg007G2265100	g40804
OG0011025	Cg001G0370600	g16871
OG0011026	Cg004G1332900	g16859
OG0011027	Cg004G1333400	g16855
OG0011028	Cg001G0373400	g16852
OG0011029	Cg001G0373700	g16853
OG0011030	Cg001G0373500	g16850
OG0011031	Cg001G0373800	g4318
OG0011032	Cg001G0251600	g18099
OG0011033	Cg002G0636300	g10359
OG0011034	Cg002G0631100	g10442
OG0011035	Cg002G0635900	g10415
OG0011036	Cg002G0594500	g3435
OG0011037	Cg002G0647300	g10458
OG0011038	Cg006G1825700	g10498
OG0011040	Cg002G0656800	g10527
OG0011041	Cg002G0659600	g10551
OG0011042	Cg002G0660800	g10558
OG0011043	Cg002G0662200	g10567
OG0011045	Cg002G0666900	g10588
OG0011046	Cg002G0669000	g10602
OG0011047	Cg002G0669600	g1579
OG0011049	Cg002G0671200	g1572
OG0011050	Cg002G0671300	g10621
OG0011051	Cg007G2467400	g44735, g44730
OG0011053	Cg006G1987900	g44747
OG0011054	Cg007G2466100	g45809
OG0011055	Cg007G2465500	g45805
OG0011056	Cg007G2464400	g44762
OG0011057	Cg007G2462200	g45791
OG0011060	Cg008G2969400	g10956
OG0011061	Cg003G0799100	g40228
OG0011062	Cg008G2967800	g40598
OG0011063	Cg003G0807800	g40205
OG0011065	Cg008G2966600	g40589
OG0011066	Cg008G2965500	g40581
OG0011067	Cg008G2972100	g40574
OG0011068	Cg008G2962700	g10978, g40570
OG0011071	Cg008G2960800	g40556
OG0011072	Cg008G2960700	g10984
OG0011073	Cg008G2960600	g10985
OG0011074	Cg007G2402400	g45083
OG0011076	Cg002G0430600	g2030
OG0011077	Cg006G1835000	g54148
OG0011078	Cg006G1834100	g36410, g54152
OG0011079	Cg006G1833500	g36413
OG0011080	Cg006G1833000	g28064
OG0011081	Cg006G1832200	g36428, g28062
OG0011082	Cg006G1829000	g28055
OG0011083	Cg006G1828300	g28053
OG0011084	Cg006G1827200	g54199
OG0011085	Cg006G1827100	g36460
OG0011086	Cg006G1826900	g54198
OG0011087	Cg006G1826700	g28049
OG0011088	Cg006G1825300	g36164
OG0011089	Cg006G1824600	g54195
OG0011089	Cg006G1824800	g36482
OG0011090	Cg006G1823100	g36487
OG0011091	Cg006G1822800	g36489
OG0011092	Cg006G1821600	g28040
OG0011093	Cg006G1821000	g28034
OG0011094	Cg006G1819200	g54216
OG0011095	Cg006G1818600	g36514
OG0011096	Cg006G1817600	g54230
OG0011097	Cg006G1816000	g28027
OG0011098	Cg006G1815500	g54249
OG0011099	Cg006G1811600	g54262
OG0011101	Cg006G1811100	g36571
OG0011102	Cg008G2893800	g37030
OG0011103	Cg008G2893700	g49150
OG0011104	Cg008G2891900	g37033
OG0011105	Cg005G1597400	g37960
OG0011106	Cg005G1597200	g51367
OG0011107	Cg005G1597100	g51368
OG0011108	Cg005G1595200	g51391
OG0011109	Cg005G1595000	g51394, g37074, g37967
OG0011110	Cg005G1593600	g37075
OG0011111	Cg005G1593700	g51404
OG0011112	Cg005G1593100	g51406
OG0011113	Cg005G1590200	g23749, g37087
OG0011114	Cg005G1587900	g37079
OG0011115	Cg005G1587800	g37078
OG0011116	Cg005G1587300	g51455
OG0011117	Cg005G1587000	g51457
OG0011119	Cg005G1585700	g37983
OG0011120	Cg005G1584700	g51476
OG0011121	Cg005G1580300	g38000
OG0011122	Cg005G1580100	g37132
OG0011123	Cg002G0690000	g1506
OG0011124	Cg001G0206200	g24124
OG0011125	Cg001G0207500	g3831, g17434
OG0011126	Cg004G1443900	g13844
OG0011127	Cg001G0211600	g24154
OG0011128	Cg007G2359000	g43837
OG0011129	Cg001G0213900	g17465
OG0011130	Cg001G0215400	g47277
OG0011131	Cg001G0216200	g24179
OG0011132	Cg001G0217000	g47274, g44156
OG0011134	Cg001G0217800	g24185
OG0011135	Cg001G0218900	g24193
OG0011136	Cg001G0223100	g52221
OG0011137	Cg001G0224800	g24235
OG0011138	Cg001G0229900	g24281
OG0011139	Cg001G0227800	g47212
OG0011140	Cg001G0228400	g24264
OG0011141	Cg001G0230100	g24277
OG0011142	Cg001G0231000	g17554
OG0011146	Cg002G0520300	g19343
OG0011147	Cg007G2450400	g41569
OG0011148	Cg007G2492400	g11602
OG0011149	Cg002G0522300	g19358
OG0011150	Cg002G0522400	g2553
OG0011151	Cg004G1098900, Cg004G1111400	g7812
OG0011152	Cg002G0524400	g19362
OG0011153	Cg001G0168500	g47461
OG0011154	Cg001G0169700	g23898
OG0011155	Cg002G0641300	g10397
OG0011156	Cg003G0907300	g41223
OG0011157	Cg003G0903400	g1301, g28359
OG0011158	Cg003G0900000	g28351, g1319
OG0011159	Cg003G0897100	g1330
OG0011160	Cg003G0895400	g28332
OG0011161	Cg003G0893100	g28313
OG0011162	Cg003G0893900	g28321
OG0011163	Cg003G0893300	g28316
OG0011164	Cg003G0894300	g28323, g1340
OG0011166	Cg004G1361600	g6245
OG0011168	Cg002G0432400	g18893
OG0011169	Cg004G1361500	g6254
OG0011170	Cg006G1799700, Cg006G1800000	g13668
OG0011171	Cg004G1374700	g6191
OG0011172	Cg004G1384500, Cg004G1375700	g6187
OG0011173	Cg004G1372400	g14345
OG0011174	Cg004G1393800	g13700
OG0011175	Cg004G1395100	g14216, g6148
OG0011176	Cg004G1395900	g6143
OG0011177	Cg002G0610000	g10308
OG0011178	Cg004G1399300	g6387
OG0011179	Cg004G1399700	g6140, g14194
OG0011180	Cg004G1403800	g14060
OG0011181	Cg004G1404000	g6120
OG0011182	Cg001G0164400	g23859
OG0011183	Cg001G0165600	g47476
OG0011184	Cg003G1068500	g19627
OG0011185	Cg001G0175500	g17275
OG0011187	Cg001G0181400	g17306
OG0011188	Cg001G0181900	g23968
OG0011189	Cg001G0183100	g17310, g47410
OG0011190	Cg001G0183900	g47407
OG0011192	Cg004G1223500	g12105
OG0011193	Cg001G0201400	g17395
OG0011194	Cg006G1891300	g28247
OG0011195	Cg001G0200800	g47329, g24073
OG0011196	Cg001G0199200	g24066, g47336
OG0011197	Cg001G0197800	g24059
OG0011198	Cg001G0196000	g17373
OG0011199	Cg001G0190600	g47373, g1733
OG0011200	Cg004G1353400	g6333
OG0011201	Cg001G0188600	g47384
OG0011202	Cg001G0188500	g24002
OG0011203	Cg001G0186800	g47396
OG0011204	Cg001G0202900	g24095
OG0011205	Cg001G0204500	g24119
OG0011206	Cg005G1504400	g52076
OG0011207	Cg003G0785900	g25850
OG0011208	Cg003G0785700	g40265
OG0011209	Cg008G2910500	g18449
OG0011210	Cg003G0803400, Cg008G2905800	g36997
OG0011211	Cg008G2903700	g37008
OG0011212	Cg008G2903200	g37014
OG0011213	Cg008G2897200	g18440
OG0011214	Cg001G0240900	g24357
OG0011216	Cg001G0241600	g17590
OG0011217	Cg001G0237700	g16410, g47175
OG0011218	Cg001G0237400	g24323
OG0011219	Cg001G0235700	g47185
OG0011220	Cg001G0235100	g47187
OG0011221	Cg001G0232900	g47195
OG0011222	Cg001G0232400	g47196, g24302
OG0011223	Cg001G0231800	g17557
OG0011224	Cg006G1944700	g27786
OG0011225	Cg006G1945000	g50659
OG0011226	Cg004G1074500	g7942
OG0011227	Cg003G1068600	g19626
OG0011228	Cg003G1069600	g19622
OG0011229	Cg003G1070000	g10
OG0011231	Cg003G0887900, Cg003G1070300	g24055
OG0011232	Cg002G0399300	g18769
OG0011233	Cg002G0399700	g18765
OG0011234	Cg002G0400000	g11146, g1742
OG0011235	Cg007G2361300, Cg007G2362200, Cg007G2362400	g1744
OG0011236	Cg002G0405000	g18795
OG0011237	Cg002G0405200	g18796
OG0011238	Cg002G0405300	g1758
OG0011239	Cg002G0405400	g11150
OG0011240	Cg002G0407000	g1766
OG0011241	Cg002G0410300	g1787
OG0011242	Cg002G0410900	g1796
OG0011243	Cg002G0411000	g1802
OG0011244	Cg002G0411800	g11161
OG0011245	Cg002G0412500	g1816
OG0011247	Cg002G0415400	g11167
OG0011249	Cg002G0418200	g18689
OG0011250	Cg002G0420500	g1887
OG0011251	Cg002G0420600	g1888
OG0011252	Cg002G0421700	g18800
OG0011253	Cg002G0421800	g1897, g18801
OG0011254	Cg002G0422200	g1901
OG0011256	Cg002G0425900	g1930
OG0011257	Cg002G0426700	g18856
OG0011258	Cg002G0428600	g1952
OG0011259	Cg002G0429000	g1957
OG0011260	Cg002G0429900	g1965
OG0011261	Cg002G0430800	g18880
OG0011262	Cg001G0108400	g47695
OG0011263	Cg002G0435400	g2005
OG0011264	Cg002G0435800	g18911
OG0011265	Cg002G0436100	g2004
OG0011266	Cg002G0436400	g18914
OG0011267	Cg002G0597200	g3495
OG0011268	Cg002G0439500	g1986
OG0011269	Cg002G0439800	g1983, g18946
OG0011270	Cg002G0443800	g2042
OG0011271	Cg002G0452200	g18995
OG0011272	Cg003G0768200	g40331
OG0011273	Cg001G0103500	g47717
OG0011274	Cg007G2454400	g44835
OG0011275	Cg002G0455500	g2062
OG0011276	Cg002G0455900	g19007
OG0011277	Cg002G0456200	g19009
OG0011278	Cg002G0456300	g19010
OG0011279	Cg002G0457900	g2136
OG0011280	Cg002G0458200	g19018
OG0011281	Cg002G0458400	g19020
OG0011282	Cg002G0461200	g2158
OG0011283	Cg002G0461400	g6211, g19033
OG0011284	Cg002G0463500	g19044
OG0011285	Cg002G0463600	g11267
OG0011286	Cg002G0464900	g2174
OG0011287	Cg002G0466000	g19057
OG0011288	Cg002G0468000	g28268, g11273, g2186
OG0011289	Cg002G0468100	g19067
OG0011290	Cg002G0468400	g19069
OG0011291	Cg002G0468900	g19070
OG0011292	Cg002G0470000	g19074
OG0011293	Cg002G0473900	g2232
OG0011294	Cg002G0475600	g2236
OG0011296	Cg002G0478200	g2241
OG0011297	Cg002G0478700	g2266
OG0011298	Cg002G0479200	g19134
OG0011299	Cg002G0480100	g2272
OG0011300	Cg002G0480400	g2273
OG0011301	Cg002G0480500	g19146
OG0011302	Cg002G0480900	g2276
OG0011303	Cg002G0482200	g2286
OG0011304	Cg002G0482300	g19150
OG0011305	Cg002G0482800	g2291
OG0011306	Cg002G0484600	g19162
OG0011307	Cg007G2443100	g41652
OG0011308	Cg002G0486800	g2318
OG0011309	Cg002G0487100	g2321
OG0011310	Cg002G0487800	g2325
OG0011311	Cg002G0490600	g2341
OG0011312	Cg002G0491700	g19194, g11309
OG0011313	Cg002G0492000	g11311
OG0011314	Cg002G0495900	g2378
OG0011315	Cg002G0498100	g2391
OG0011316	Cg002G0498800	g19216
OG0011318	Cg002G0501600	g19226
OG0011320	Cg003G0924900	g941
OG0011321	Cg003G0922700	g28442
OG0011322	Cg003G0922200	g933
OG0011323	Cg003G0921600	g28440
OG0011324	Cg003G0919000	g28427
OG0011325	Cg003G0917000	g41281
OG0011326	Cg007G2437000, Cg003G0916100	g41274
OG0011327	Cg001G0244200	g24397
OG0011328	Cg004G1317900	g6444
