Orthogroup	Cardamine_glauca	Rorippa_islandica
OG0008223	Cg008G2873200	Roisl.0014s0069.1.p
OG0008224	Cg002G0503500	Roisl.0046s1220.1.p
OG0008225	Cg002G0504600	Roisl.0046s1206.1.p
OG0008226	Cg002G0504800	Roisl.0046s1204.1.p
OG0008227	Cg002G0505600	Roisl.0046s1195.1.p
OG0008228	Cg002G0507100	Roisl.0046s1177.1.p
OG0008229	Cg002G0509500	Roisl.0046s1155.1.p
OG0008230	Cg002G0511300	Roisl.0046s1135.1.p
OG0008232	Cg002G0512400	Roisl.0046s1115.1.p
OG0008233	Cg002G0513600	Roisl.0046s1101.1.p
OG0008234	Cg002G0516700	Roisl.0046s1066.1.p
OG0008235	Cg006G2255900	Roisl.0210s0009.1.p
OG0008236	Cg006G2245600	Roisl.0210s0125.1.p
OG0008237	Cg006G2241600	Roisl.0210s0174.1.p
OG0008238	Cg006G2241500	Roisl.0210s0175.1.p
OG0008239	Cg006G2240500	Roisl.0210s0186.1.p
OG0008240	Cg006G2237600	Roisl.0210s0215.1.p
OG0008241	Cg006G2236300	Roisl.0210s0234.1.p
OG0008242	Cg006G2234900	Roisl.0210s0251.1.p
OG0008243	Cg006G2234400	Roisl.0210s0257.1.p
OG0008244	Cg006G2233800	Roisl.0210s0260.1.p
OG0008245	Cg006G2233400	Roisl.0210s0267.1.p, Roisl.0021s0103.1.p
OG0008246	Cg006G2233000	Roisl.0210s0272.1.p
OG0008247	Cg006G2231300	Roisl.0210s0291.1.p
OG0008248	Cg006G2231100	Roisl.0210s0295.1.p
OG0008249	Cg006G2231000	Roisl.0210s0296.1.p
OG0008250	Cg006G2229900	Roisl.0210s0308.1.p
OG0008251	Cg006G2229100	Roisl.0210s0316.1.p
OG0008252	Cg006G2227300	Roisl.0210s0332.1.p
OG0008253	Cg006G2226700	Roisl.0210s0337.1.p
OG0008254	Cg006G2225200	Roisl.0210s0353.1.p
OG0008255	Cg001G0161300	Roisl.0008s0241.1.p
OG0008256	Cg006G2222600	Roisl.0210s0379.1.p
OG0008257	Cg006G2221200	Roisl.0091s0695.1.p
OG0008258	Cg006G2221100	Roisl.0091s0696.1.p
OG0008259	Cg006G2217700	Roisl.0091s0732.1.p
OG0008260	Cg006G2216000	Roisl.0091s0752.1.p
OG0008261	Cg006G2213100	Roisl.0091s0783.1.p
OG0008262	Cg006G2212300	Roisl.0091s0791.1.p
OG0008263	Cg006G2212000	Roisl.0091s0794.1.p
OG0008264	Cg006G2211500	Roisl.0091s0799.1.p
OG0008265	Cg006G2211100	Roisl.0091s0803.1.p
OG0008266	Cg006G2208300	Roisl.0091s0834.1.p
OG0008267	Cg006G2208000	Roisl.0091s0839.1.p
OG0008268	Cg006G2206600	Roisl.0091s0849.1.p
OG0008269	Cg006G2206500	Roisl.0091s0850.1.p
OG0008270	Cg006G2205000	Roisl.0091s0863.1.p
OG0008271	Cg006G2204200	Roisl.0091s0875.1.p
OG0008272	Cg006G2202900	Roisl.0091s0890.1.p
OG0008273	Cg006G2201100	Roisl.0091s0908.1.p
OG0008274	Cg006G2200400	Roisl.0091s0914.1.p
OG0008275	Cg006G2197600	Roisl.0091s0944.1.p
OG0008276	Cg006G2197500	Roisl.0091s0945.1.p
OG0008277	Cg006G2194700	Roisl.0091s0972.1.p
OG0008278	Cg006G2192700	Roisl.0091s0989.1.p
OG0008279	Cg006G2192500	Roisl.0091s0991.1.p
OG0008280	Cg006G2191800	Roisl.0091s1000.1.p
OG0008281	Cg006G2191700	Roisl.0091s1002.1.p
OG0008282	Cg006G2187300	Roisl.0091s1044.1.p
OG0008283	Cg006G2182600, Cg006G2182500	Roisl.0091s1097.1.p
OG0008284	Cg006G2181600	Roisl.0091s1106.1.p
OG0008285	Cg006G2178300	Roisl.0091s1141.1.p
OG0008286	Cg006G2178100	Roisl.0091s1143.1.p
OG0008287	Cg006G2177700	Roisl.0091s1147.1.p
OG0008288	Cg006G2175900	Roisl.0091s1165.1.p
OG0008289	Cg006G2174000	Roisl.0091s1183.1.p
OG0008290	Cg006G2173100	Roisl.0091s1193.1.p
OG0008291	Cg006G2171500	Roisl.0091s1210.1.p
OG0008292	Cg003G0908800	Roisl.0031s0022.1.p
OG0008293	Cg006G2167600	Roisl.0021s0003.1.p
OG0008294	Cg006G2165900	Roisl.0021s0019.1.p
OG0008295	Cg006G2164200	Roisl.0021s0038.1.p
OG0008296	Cg006G2163400	Roisl.0021s0047.1.p
OG0008297	Cg006G2163100	Roisl.0021s0050.1.p
OG0008298	Cg006G2162900	Roisl.0021s0052.1.p
OG0008299	Cg006G2162000	Roisl.0021s0065.1.p
OG0008300	Cg006G2161600	Roisl.0021s0069.1.p
OG0008301	Cg006G2161400	Roisl.0021s0072.1.p
OG0008302	Cg006G2160800	Roisl.0021s0081.1.p
OG0008303	Cg006G2159700	Roisl.0021s0097.1.p
OG0008304	Cg006G2157200	Roisl.0021s0129.1.p
OG0008305	Cg001G0143600	Roisl.0022s0250.1.p
OG0008306	Cg006G2152800	Roisl.0021s0181.1.p
OG0008307	Cg006G2151800	Roisl.0021s0190.1.p
OG0008308	Cg006G2148900	Roisl.0021s0223.1.p
OG0008309	Cg006G2148600	Roisl.0021s0224.1.p
OG0008310	Cg003G0833200	Roisl.0021s0229.1.p
OG0008311	Cg006G2145700	Roisl.0021s0258.1.p
OG0008312	Cg006G2144500	Roisl.0021s0271.1.p
OG0008313	Cg006G2144200	Roisl.0021s0273.1.p
OG0008314	Cg006G2143300	Roisl.0021s0283.1.p
OG0008315	Cg006G2139300	Roisl.0021s0332.1.p
OG0008316	Cg006G2139000	Roisl.0021s0335.1.p
OG0008317	Cg006G2138500	Roisl.0021s0340.1.p
OG0008318	Cg006G2138300	Roisl.0021s0342.1.p
OG0008319	Cg006G2137300	Roisl.0021s0356.1.p
OG0008320	Cg006G2133600	Roisl.0021s0391.1.p
OG0008321	Cg006G2133200	Roisl.0021s0397.1.p
OG0008322	Cg006G2133100	Roisl.0021s0398.1.p
OG0008323	Cg006G2131400	Roisl.0021s0417.1.p
OG0008324	Cg006G2130100	Roisl.0021s0432.1.p
OG0008325	Cg006G2128100	Roisl.0021s0452.1.p
OG0008326	Cg006G2124000	Roisl.0007s0757.1.p
OG0008327	Cg006G2124500	Roisl.0007s0761.1.p
OG0008328	Cg006G2122400	Roisl.0007s0733.1.p
OG0008329	Cg006G2120600	Roisl.0007s0716.1.p
OG0008330	Cg006G2119600	Roisl.0007s0705.1.p
OG0008331	Cg006G2119500	Roisl.0007s0704.1.p
OG0008332	Cg006G2118200	Roisl.0007s0687.1.p
OG0008333	Cg006G2117600	Roisl.0007s0681.1.p
OG0008334	Cg006G2117000	Roisl.0007s0676.1.p
OG0008335	Cg006G2115900	Roisl.0007s0663.1.p
OG0008336	Cg004G1312700	Roisl.0007s0662.1.p
OG0008337	Cg006G2115400	Roisl.0007s0657.1.p
OG0008338	Cg006G2111000	Roisl.0007s0607.1.p
OG0008339	Cg006G2114400	Roisl.0007s0643.1.p
OG0008341	Cg006G2113300	Roisl.0007s0633.1.p
OG0008342	Cg006G2113100	Roisl.0007s0630.1.p
OG0008343	Cg006G2112300	Roisl.0007s0622.1.p
OG0008344	Cg006G2109500	Roisl.0007s0592.1.p
OG0008345	Cg006G2109400	Roisl.0007s0591.1.p
OG0008346	Cg006G2105700	Roisl.0007s0551.1.p
OG0008347	Cg006G2101800	Roisl.0007s0507.1.p
OG0008348	Cg006G2097200	Roisl.0007s0461.1.p
OG0008349	Cg006G2096200	Roisl.0007s0449.1.p
OG0008350	Cg007G2389600	Roisl.0021s0641.1.p
OG0008351	Cg006G2087800	Roisl.0007s0359.1.p
OG0008352	Cg006G2083500	Roisl.0007s0314.1.p
OG0008353	Cg006G2082900	Roisl.0007s0308.1.p
OG0008354	Cg006G2082700	Roisl.0007s0305.1.p
OG0008355	Cg006G2082000	Roisl.0007s0299.1.p
OG0008356	Cg006G2081900	Roisl.0007s0298.1.p
OG0008357	Cg006G2079400	Roisl.0007s0273.1.p
OG0008358	Cg006G2079100	Roisl.0007s0270.1.p
OG0008359	Cg006G2079000	Roisl.0007s0269.1.p
OG0008360	Cg006G2076400	Roisl.0007s0245.1.p
OG0008361	Cg006G2075400	Roisl.0007s0235.1.p
OG0008362	Cg006G2075300	Roisl.0007s0234.1.p
OG0008363	Cg006G2075000	Roisl.0007s0266.1.p, Roisl.0007s0222.1.p
OG0008364	Cg006G2072300	Roisl.0007s0198.1.p
OG0008365	Cg006G2067600	Roisl.0007s0151.1.p
OG0008366	Cg006G2067000	Roisl.0007s0148.1.p
OG0008367	Cg006G2066900	Roisl.0007s0147.1.p
OG0008368	Cg006G2066300	Roisl.0007s0141.1.p
OG0008369	Cg006G2064600	Roisl.0007s0121.1.p
OG0008370	Cg006G2063000	Roisl.0007s0103.1.p
OG0008371	Cg006G2062300	Roisl.0007s0095.1.p
OG0008372	Cg006G2060100	Roisl.0007s0069.1.p
OG0008373	Cg006G2059300	Roisl.0007s0058.1.p
OG0008374	Cg006G2058100	Roisl.0007s0049.1.p
OG0008375	Cg006G2056000	Roisl.0007s0022.1.p
OG0008376	Cg006G2053500	Roisl.0049s0041.1.p
OG0008377	Cg006G2052300	Roisl.0049s0051.1.p
OG0008378	Cg006G2051900	Roisl.0049s0055.1.p
OG0008379	Cg006G2050900	Roisl.0049s0065.1.p
OG0008380	Cg006G2050800	Roisl.0049s0066.1.p
OG0008381	Cg006G2050100	Roisl.0049s0073.1.p
OG0008382	Cg006G2049600	Roisl.0049s0078.1.p
OG0008383	Cg006G2047700	Roisl.0191s0016.1.p
OG0008384	Cg006G2045900	Roisl.0191s0041.1.p
OG0008385	Cg006G2043000	Roisl.0191s0065.1.p
OG0008386	Cg006G2035900	Roisl.0191s0140.1.p
OG0008387	Cg003G0761800	Roisl.0213s0617.1.p
OG0008388	Cg006G2034800	Roisl.0191s0149.1.p
OG0008389	Cg007G2487200	Roisl.0019s0338.1.p
OG0008390	Cg007G2485400	Roisl.0019s0361.1.p
OG0008391	Cg007G2483900	Roisl.0019s0377.1.p
OG0008392	Cg007G2483600	Roisl.0019s0380.1.p
OG0008393	Cg007G2482600	Roisl.0019s0402.1.p
OG0008394	Cg007G2482200	Roisl.0019s0407.1.p
OG0008395	Cg007G2480800	Roisl.0019s0422.1.p
OG0008396	Cg007G2480500	Roisl.0019s0424.1.p
OG0008397	Cg007G2479500	Roisl.0019s0437.1.p
OG0008398	Cg007G2478200	Roisl.0019s0448.1.p
OG0008400	Cg007G2473600	Roisl.0019s0499.1.p
OG0008401	Cg007G2472100	Roisl.0019s0515.1.p
OG0008402	Cg007G2471900	Roisl.0019s0517.1.p
OG0008403	Cg001G0162800	Roisl.0008s0225.1.p
OG0008404	Cg006G1942800	Roisl.0209s0128.1.p
OG0008404	Cg002G0580600	Roisl.0027s0094.1.p
OG0008405	Cg006G1939300	Roisl.0040s0103.1.p
OG0008406	Cg007G2263800	Roisl.0050s0092.1.p
OG0008407	Cg007G2270900	Roisl.0027s0015.1.p, Roisl.0010s0151.1.p
OG0008408	Cg007G2271000	Roisl.0027s0014.1.p, Roisl.0010s0150.1.p
OG0008409	Cg007G2271100	Roisl.0010s0149.1.p, Roisl.0027s0013.1.p
OG0008410	Cg007G2272300	Roisl.0010s0129.1.p
OG0008411	Cg007G2273900	Roisl.0010s0106.1.p
OG0008412	Cg006G2000800	Roisl.0015s0109.1.p
OG0008413	Cg007G2279900	Roisl.0209s0563.1.p
OG0008414	Cg006G1991100	Roisl.0213s0103.1.p
OG0008415	Cg007G2287100, Cg007G2287000	Roisl.0209s0655.1.p
OG0008416	Cg007G2287500, Cg007G2287400	Roisl.0209s0659.1.p
OG0008417	Cg007G2287800	Roisl.0209s0670.1.p
OG0008418	Cg007G2293600	Roisl.0209s0740.1.p
OG0008420	Cg007G2303800	Roisl.0214s0602.1.p
OG0008421	Cg007G2307800	Roisl.0214s0643.1.p
OG0008422	Cg007G2312600	Roisl.0214s0693.1.p
OG0008423	Cg007G2312800	Roisl.0214s0695.1.p
OG0008424	Cg007G2317100	Roisl.0214s0744.1.p
OG0008425	Cg007G2322200	Roisl.0214s0793.1.p
OG0008426	Cg007G2325100	Roisl.0214s0838.1.p
OG0008427	Cg006G2007700	Roisl.0191s0451.1.p
OG0008428	Cg007G2260900, Cg007G2261000	Roisl.0050s0055.1.p
OG0008429	Cg007G2260600	Roisl.0050s0052.1.p
OG0008430	Cg007G2259600	Roisl.0050s0040.1.p
OG0008431	Cg007G2258300	Roisl.0050s0021.1.p
OG0008432	Cg007G2256900, Cg003G0830600, Cg003G0878700	Roisl.0050s0005.1.p
OG0008433	Cg008G2973400, Cg008G2973100	Roisl.0005s0266.1.p
OG0008434	Cg008G2974300	Roisl.0005s0142.1.p
OG0008435	Cg008G2978100	Roisl.0005s0105.1.p
OG0008436	Cg008G2978400	Roisl.0005s0098.1.p
OG0008437	Cg008G2986500	Roisl.0005s0009.1.p
OG0008438	Cg008G2986800	Roisl.0005s0006.1.p
OG0008439	Cg008G2946300	Roisl.0012s0290.1.p
OG0008441	Cg008G2943800	Roisl.0012s0266.1.p
OG0008442	Cg008G2942900	Roisl.0012s0258.1.p
OG0008443	Cg001G0192100	Roisl.0091s0207.1.p
OG0008444	Cg003G0737100, Cg003G0861200	Roisl.0082s0273.1.p
OG0008445	Cg003G0738200, Cg003G0859800	Roisl.0082s0261.1.p
OG0008446	Cg003G0739100, Cg003G0858700	Roisl.0082s0252.1.p
OG0008447	Cg001G0103800	Roisl.0044s0139.1.p
OG0008448	Cg001G0243300	Roisl.0002s0050.1.p
OG0008449	Cg001G0243200	Roisl.0002s0049.1.p
OG0008450	Cg006G1851900	Roisl.0013s0140.1.p
OG0008451	Cg006G1851500	Roisl.0013s0133.1.p, Roisl.0214s0112.1.p
OG0008452	Cg006G1849900	Roisl.0013s0119.1.p
OG0008453	Cg006G1845400	Roisl.0013s0077.1.p
OG0008454	Cg006G1844400	Roisl.0013s0069.1.p
OG0008455	Cg006G1839700	Roisl.0013s0024.1.p
OG0008456	Cg007G2520000	Roisl.0004s0404.1.p
OG0008457	Cg001G0013500	Roisl.0001s0520.1.p
OG0008458	Cg001G0015400	Roisl.0001s0496.1.p
OG0008459	Cg001G0016800	Roisl.0001s0478.1.p
OG0008460	Cg001G0018200	Roisl.0001s0463.1.p
OG0008461	Cg001G0019600	Roisl.0001s0448.1.p
OG0008462	Cg001G0021600	Roisl.0001s0427.1.p
OG0008463	Cg001G0022600	Roisl.0001s0417.1.p
OG0008464	Cg001G0023400	Roisl.0001s0412.1.p
OG0008465	Cg001G0024300	Roisl.0001s0403.1.p
OG0008466	Cg001G0024800	Roisl.0001s0399.1.p
OG0008467	Cg001G0025000	Roisl.0001s0397.1.p
OG0008469	Cg001G0028700	Roisl.0001s0353.1.p
OG0008470	Cg001G0030200	Roisl.0001s0331.1.p
OG0008471	Cg001G0031400	Roisl.0001s0318.1.p
OG0008472	Cg001G0032600	Roisl.0001s0306.1.p
OG0008473	Cg001G0033700	Roisl.0001s0296.1.p, Roisl.0019s0069.1.p
OG0008474	Cg001G0035300	Roisl.0001s0280.1.p
OG0008475	Cg001G0036100	Roisl.0001s0270.1.p
OG0008476	Cg001G0037700	Roisl.0001s0253.1.p
OG0008477	Cg001G0040700	Roisl.0001s0219.1.p
OG0008478	Cg001G0044000	Roisl.0001s0192.1.p
OG0008479	Cg001G0046200	Roisl.0001s0167.1.p
OG0008480	Cg001G0048200	Roisl.0001s0141.1.p
OG0008481	Cg001G0047700	Roisl.0001s0146.1.p
OG0008482	Cg001G0047600	Roisl.0001s0147.1.p
OG0008483	Cg001G0051500	Roisl.0001s0106.1.p
OG0008484	Cg001G0052700	Roisl.0001s0091.1.p
OG0008485	Cg001G0055000	Roisl.0001s0062.1.p
OG0008486	Cg001G0055200	Roisl.0001s0060.1.p
OG0008487	Cg001G0056500	Roisl.0001s0047.1.p
OG0008488	Cg001G0058900	Roisl.0001s0020.1.p
OG0008489	Cg001G0059700	Roisl.0001s0007.1.p
OG0008490	Cg001G0080500	Roisl.0003s0238.1.p
OG0008491	Cg001G0080400	Roisl.0003s0239.1.p
OG0008492	Cg001G0080300	Roisl.0003s0240.1.p
OG0008493	Cg001G0080100	Roisl.0003s0243.1.p
OG0008494	Cg001G0076700	Roisl.0003s0274.1.p
OG0008495	Cg001G0075200	Roisl.0003s0289.1.p
OG0008496	Cg001G0071800	Roisl.0003s0333.1.p
OG0008497	Cg001G0070600	Roisl.0003s0346.1.p
OG0008498	Cg001G0070100	Roisl.0008s0258.1.p
OG0008499	Cg001G0069600	Roisl.0008s0263.1.p
OG0008500	Cg001G0067500	Roisl.0008s0287.1.p
OG0008501	Cg001G0063900	Roisl.0008s0323.1.p
OG0008502	Cg001G0061600	Roisl.0008s0352.1.p
OG0008503	Cg001G0061200	Roisl.0008s0356.1.p
OG0008504	Cg001G0061000	Roisl.0008s0358.1.p
OG0008505	Cg001G0080900	Roisl.0003s0234.1.p
OG0008506	Cg001G0081100	Roisl.0003s0232.1.p
OG0008507	Cg001G0084200	Roisl.0003s0205.1.p
OG0008508	Cg001G0088300	Roisl.0003s0164.1.p
OG0008509	Cg001G0089200	Roisl.0003s0154.1.p
OG0008510	Cg001G0089300	Roisl.0003s0153.1.p
OG0008511	Cg001G0090400	Roisl.0003s0141.1.p
OG0008512	Cg001G0091500	Roisl.0003s0130.1.p
OG0008513	Cg005G1743700	Roisl.0004s0002.1.p
OG0008514	Cg004G1308100	Roisl.0053s0294.1.p
OG0008515	Cg004G1309300	Roisl.0053s0280.1.p
OG0008516	Cg004G1309800	Roisl.0053s0274.1.p
OG0008517	Cg004G1309900	Roisl.0053s0273.1.p
OG0008518	Cg004G1312500	Roisl.0053s0255.1.p
OG0008519	Cg007G2496800	Roisl.0019s0230.1.p
OG0008520	Cg007G2495600	Roisl.0019s0241.1.p
OG0008521	Cg007G2495400	Roisl.0019s0245.1.p
OG0008522	Cg007G2493700	Roisl.0019s0261.1.p
OG0008523	Cg007G2492900	Roisl.0019s0271.1.p
OG0008524	Cg007G2492300	Roisl.0019s0282.1.p
OG0008525	Cg007G2492200	Roisl.0019s0283.1.p
OG0008526	Cg007G2491700	Roisl.0019s0290.1.p
OG0008527	Cg007G2491600	Roisl.0019s0291.1.p
OG0008528	Cg007G2491300	Roisl.0019s0294.1.p
OG0008529	Cg006G2033900	Roisl.0191s0160.1.p
OG0008530	Cg006G2032700	Roisl.0191s0172.1.p
OG0008531	Cg006G2031800	Roisl.0191s0183.1.p
OG0008532	Cg006G2024500	Roisl.0191s0274.1.p
OG0008533	Cg006G2023000	Roisl.0191s0290.1.p
OG0008534	Cg006G2016300	Roisl.0191s0361.1.p
OG0008535	Cg006G2014100	Roisl.0191s0386.1.p
OG0008536	Cg006G2002400	Roisl.0015s0093.1.p
OG0008537	Cg001G0158900	Roisl.0022s0093.1.p
OG0008539	Cg003G0885700	Roisl.0012s0053.1.p
OG0008540	Cg014G3039800, Cg003G0715800	Roisl.0191s0625.1.p
OG0008541	Cg014G3039300, Cg003G0716300	Roisl.0191s0630.1.p
OG0008542	Cg014G3038900, Cg003G0716700	Roisl.0210s1615.1.p, Roisl.0191s0634.1.p
OG0008543	Cg014G3037800, Cg003G0718200	Roisl.0191s0650.1.p
OG0008544	Cg014G3046400, Cg003G0709400	Roisl.0191s0564.1.p
OG0008545	Cg003G0708900, Cg014G3046900	Roisl.0191s0557.1.p, Roisl.0191s0555.1.p, Roisl.0191s0559.1.p
OG0008546	Cg003G0708700, Cg014G3047100	Roisl.0191s0548.1.p
OG0008547	Cg003G0706300, Cg014G3049200	Roisl.0191s0524.1.p
OG0008548	Cg003G0704900, Cg014G3050700	Roisl.0191s0509.1.p
OG0008549	Cg014G3051700, Cg003G0703900	Roisl.0191s0493.1.p
OG0008550	Cg003G0702600, Cg014G3053400	Roisl.0191s0475.1.p
OG0008551	Cg001G0137000	Roisl.0022s0320.1.p, Roisl.0022s0319.1.p
OG0008552	Cg005G1778500	Roisl.0063s0019.1.p
OG0008553	Cg006G2005000	Roisl.0015s0068.1.p
OG0008554	Cg006G2009200	Roisl.0191s0433.1.p
OG0008555	Cg006G2011200	Roisl.0191s0413.1.p
OG0008556	Cg006G2011700	Roisl.0191s0408.1.p
OG0008557	Cg006G2011800	Roisl.0191s0407.1.p
OG0008558	Cg001G0138200	Roisl.0022s0306.1.p
OG0008559	Cg001G0133500	Roisl.0022s0361.1.p
OG0008560	Cg001G0129100	Roisl.0022s0402.1.p
OG0008561	Cg001G0129200	Roisl.0022s0401.1.p
OG0008562	Cg001G0128400	Roisl.0022s0408.1.p
OG0008563	Cg001G0127000	Roisl.0022s0423.1.p
OG0008564	Cg001G0126500	Roisl.0022s0428.1.p
OG0008565	Cg001G0123500	Roisl.0022s0463.1.p
OG0008566	Cg006G2017400	Roisl.0191s0348.1.p
OG0008567	Cg001G0122600	Roisl.0022s0471.1.p
OG0008568	Cg001G0122400	Roisl.0022s0473.1.p
OG0008569	Cg001G0122300	Roisl.0022s0474.1.p
OG0008570	Cg001G0122000	Roisl.0022s0477.1.p
OG0008571	Cg001G0118700	Roisl.0022s0508.1.p
OG0008572	Cg006G2201800, Cg003G0838200	Roisl.0091s0903.1.p
OG0008573	Cg006G2152700	Roisl.0021s0182.1.p
OG0008574	Cg006G2114900	Roisl.0007s0650.1.p
OG0008575	Cg006G2027300	Roisl.0191s0224.1.p
OG0008576	Cg006G2016900	Roisl.0191s0354.1.p, Roisl.0191s0352.1.p
OG0008577	Cg006G2010100	Roisl.0191s0425.1.p
OG0008578	Cg004G1352400, Cg002G0478400, Cg008G2890200, Cg005G1652900	Roisl.0046s0062.1.p
OG0008581	Cg006G1876000, Cg006G1876400, Cg006G1876200	Roisl.0179s0078.1.p
OG0008582	Cg006G1874800	Roisl.0179s0071.1.p
OG0008583	Cg004G1207100	Roisl.0074s0513.1.p
OG0008584	Cg007G2267800	Roisl.0010s0191.1.p
OG0008585	Cg007G2304700	Roisl.0214s0612.1.p, Roisl.0214s0615.1.p, Roisl.0214s0613.1.p, Roisl.0214s0616.1.p
OG0008586	Cg007G2450800	Roisl.0019s0735.1.p
OG0008587	Cg007G2459400	Roisl.0019s0646.1.p
OG0008588	Cg007G2548800	Roisl.0004s0119.1.p
OG0008592	Cg004G1198500	Roisl.0074s0602.1.p
OG0008594	Cg004G1297800	Roisl.0053s0396.1.p
OG0008596	Cg005G1771200	Roisl.0204s0155.1.p
OG0008597	Cg005G1768400	Roisl.0046s0637.1.p
OG0008598	Cg005G1761100	Roisl.0046s0558.1.p
OG0008599	Cg005G1760800	Roisl.0046s0555.1.p
OG0008600	Cg005G1755800	Roisl.0006s0591.1.p
OG0008601	Cg005G1747900	Roisl.0021s0604.1.p
OG0008602	Cg005G1744300	Roisl.0004s0006.1.p
OG0008603	Cg005G1723200	Roisl.0189s0073.1.p
OG0008604	Cg005G1624700	Roisl.0033s0100.1.p
OG0008605	Cg005G1590700	Roisl.0028s0824.1.p
OG0008606	Cg001G0270400	Roisl.0075s0155.1.p
OG0008606	Cg002G0692600	Roisl.0011s0051.1.p
OG0008610	Cg008G2686500	Roisl.0210s0920.1.p
OG0008611	Cg008G2704800	Roisl.0210s1109.1.p
OG0008612	Cg008G2733500	Roisl.0210s1398.1.p
OG0008613	Cg008G2797700	Roisl.0046s0085.1.p
OG0008613	Cg008G2797600	Roisl.0046s0084.1.p
OG0008615	Cg003G0754500	Roisl.0213s0534.1.p
OG0008616	Cg001G0073500	Roisl.0209s0756.1.p, Roisl.0209s0755.1.p, Roisl.0003s0315.1.p
OG0008617	Cg001G0138600	Roisl.0022s0300.1.p
OG0008618	Cg001G0161800	Roisl.0008s0235.1.p
OG0008619	Cg001G0162100	Roisl.0008s0231.1.p
OG0008620	Cg001G0200500	Roisl.0091s0296.1.p
OG0008622	Cg008G2925200	Roisl.0012s0063.1.p
OG0008623	Cg008G2872900	Roisl.0014s0070.1.p
OG0008624	Cg008G2881200	Roisl.0014s0003.1.p
OG0008626	Cg008G2865200, Cg008G2849900	Roisl.0036s0033.1.p
OG0008627	Cg008G2862100, Cg008G2847600	Roisl.0036s0069.1.p
OG0008628	Cg003G0884000	Roisl.0214s0244.1.p
OG0008629	Cg003G0917500	Roisl.0031s0112.1.p
OG0008630	Cg003G0919800	Roisl.0031s0136.1.p
OG0008631	Cg008G2657000	Roisl.0210s0598.1.p
OG0008638	Cg003G0760000	Roisl.0198s0005.1.p, Roisl.0081s0007.1.p, Roisl.0020s0126.1.p, Roisl.0213s0421.1.p, Roisl.0041s0057.1.p, Roisl.0012s0175.1.p, Roisl.0008s0064.1.p, Roisl.0210s1523.1.p, Roisl.0020s0063.1.p, Roisl.0001s0337.1.p, Roisl.0179s0060.1.p, Roisl.0005s0250.1.p, Roisl.0209s0773.1.p, Roisl.0005s0152.1.p, Roisl.0055s0023.1.p, Roisl.0188s0030.1.p, Roisl.0022s0190.1.p, Roisl.0115s0448.1.p, Roisl.0214s0071.1.p, Roisl.0013s0227.1.p, Roisl.0213s0873.1.p, Roisl.0029s0070.1.p, Roisl.0082s0108.1.p, Roisl.0081s0006.1.p
OG0008649	Cg001G0098500	Roisl.0003s0051.1.p
OG0008650	Cg001G0098200	Roisl.0003s0055.1.p
OG0008651	Cg001G0173700	Roisl.0091s0009.1.p
OG0008652	Cg001G0174000	Roisl.0091s0013.1.p
OG0008653	Cg002G0562700	Roisl.0209s0366.1.p
OG0008654	Cg002G0560100	Roisl.0209s0383.1.p
OG0008655	Cg002G0541800	Roisl.0046s0783.1.p
OG0008656	Cg002G0542100	Roisl.0046s0780.1.p
OG0008657	Cg006G2159600	Roisl.0021s0098.1.p, Roisl.0021s0105.1.p
OG0008658	Cg002G0542900	Roisl.0053s0096.1.p, Roisl.0046s0771.1.p
OG0008659	Cg002G0547300	Roisl.0046s0714.1.p
OG0008660	Cg002G0546200	Roisl.0046s0725.1.p
OG0008661	Cg002G0545600	Roisl.0046s0742.1.p
OG0008662	Cg002G0697200	Roisl.0011s0002.1.p
OG0008663	Cg002G0689500	Roisl.0011s0084.1.p
OG0008664	Cg001G0376800	Roisl.0009s0189.1.p
OG0008665	Cg008G2745300	Roisl.0210s1519.1.p
OG0008666	Cg008G2742500	Roisl.0210s1487.1.p
OG0008667	Cg008G2742400	Roisl.0210s1486.1.p
OG0008668	Cg008G2740700	Roisl.0210s1467.1.p
OG0008668	Cg008G2740600	Roisl.0016s0296.1.p
OG0008669	Cg004G1195100	Roisl.0074s0640.1.p
OG0008670	Cg008G2736600	Roisl.0210s1426.1.p
OG0008671	Cg008G2731600	Roisl.0210s1380.1.p
OG0008672	Cg008G2731500	Roisl.0210s1379.1.p
OG0008673	Cg008G2731000	Roisl.0210s1372.1.p
OG0008674	Cg008G2730800	Roisl.0210s1369.1.p
OG0008675	Cg008G2730600	Roisl.0210s1367.1.p, Roisl.0012s0083.1.p
OG0008676	Cg008G2730200	Roisl.0210s1360.1.p
OG0008677	Cg008G2729000	Roisl.0210s1347.1.p
OG0008678	Cg003G0837300	Roisl.0210s1331.1.p, Roisl.0005s0368.1.p
OG0008679	Cg005G1484200	Roisl.0028s0133.1.p
OG0008680	Cg008G2726600	Roisl.0210s1320.1.p
OG0008681	Cg008G2725900	Roisl.0210s1313.1.p
OG0008682	Cg008G2725500	Roisl.0210s1309.1.p
OG0008683	Cg008G2724000	Roisl.0210s1294.1.p
OG0008684	Cg008G2722500	Roisl.0210s1277.1.p
OG0008685	Cg008G2722300	Roisl.0210s1275.1.p
OG0008686	Cg008G2722200	Roisl.0210s1274.1.p
OG0008687	Cg004G1351100	Roisl.0038s0038.1.p
OG0008688	Cg008G2720700	Roisl.0210s1261.1.p
OG0008689	Cg008G2720400	Roisl.0210s1258.1.p
