Orthogroup	Arabis_alpina	Conringia_planisiliqua
OG0006929	Aa_G947830.h1.t1, Aa_G952670.h1.t1	CP1_g37789_DN3_SP3_c.t1
OG0006930	Aa_G284110.h1.t1	CP1_g37790_DN3_SP8_c.t1
OG0006931	Aa_G121040.h1.t1	CP1_g37815_DN3_SP0_c.t1
OG0006932	Aa_G121170.h1.t1	CP1_g37827_DN3_SP5_c.t1
OG0006933	Aa_G121340.h1.t1	CP7_g46194_DN2_SP5_c.t1
OG0006934	Aa_G163830.h1.t1	CP7_g46185_DN3_SP1_c.t1
OG0006935	Aa_G160130.h1.t1	CP7_g46157_DN3_SP6_c.t1
OG0006936	Aa_G707360.h1.t1	CP7_g46152_DN3_SP8_c.t1
OG0006937	Aa_G179720.h1.t1, Aa_G462570.h1.t1	CP9_g29621_DN3_SP8_c.t1
OG0006938	Aa_G457800.h1.t1	CP7_g46121_DN3_SP8_c.t1
OG0006939	Aa_G34310.h1.t1	CP13_g19212_DN3_SP8_c.t1
OG0006940	Aa_G131930.h1.t1	CP7_g46063_DN3_SP0_c.t1
OG0006941	Aa_G131980.h1.t1	CP7_g46058_DN3_SP8_c.t1
OG0006943	Aa_G495510.h1.t1	CP7_g46011_DN2_SP0_c.t1
OG0006944	Aa_G278380.h1.t1	CP7_g45986_DN3_SP0_c.t1
OG0006945	Aa_G278310.h1.t1	CP7_g45980_DN3_SP1_c.t1, CP8_g53027_DN3_SP0_c.t1
OG0006947	Aa_G80310.h1.t1	CP7_g45967_DN3_SP1_c.t1
OG0006948	Aa_G535620.h1.t1	CP7_g45965_DN3_SP8_c.t1
OG0006949	Aa_G557430.h1.t1	CP7_g45955_DN3_SP5_c.t1
OG0006950	Aa_G726000.h1.t1	CP7_g45922_DN3_SP5_c.t1
OG0006951	Aa_G89010.h1.t1	CP7_g45909_DN3_SP0_c.t1
OG0006952	Aa_G119020.h1.t1	CP7_g45894_DN3_SP3_c.t1
OG0006953	Aa_G497090.h1.t1	CP7_g45865_DN3_SP7_c.t1
OG0006954	Aa_G371590.h1.t1	CP7_g45834_DN3_SP8_c.t1
OG0006955	Aa_G323770.h1.t1	CP7_g45805_DN2_SP0_c.t1
OG0006956	Aa_G93270.h1.t1	CP7_g45801_DN3_SP1_c.t1
OG0006957	Aa_G266330.h1.t1	CP7_g45748_DN3_SP0_c.t1
OG0006958	Aa_G556440.h1.t1	CP7_g45704_DN3_SP8_c.t1
OG0006959	Aa_G334150.h1.t1	CP7_g45687_DN3_SP0_c.t1
OG0006960	Aa_G33390.h1.t1	CP7_g45678_DN3_SP0_c.t1
OG0006961	Aa_G60690.h1.t1	CP7_g45666_DN2_SP0_c.t1
OG0006962	Aa_G374470.h1.t1	CP7_g45639_DN3_SP8_c.t1
OG0006963	Aa_G374400.h1.t1	CP7_g45633_DN3_SP8_c.t1
OG0006965	Aa_G329470.h1.t1	CP7_g45592_DN3_SP8_c.t1
OG0006967	Aa_G166170.h1.t1	CP7_g45579_DN3_SP0_c.t1
OG0006968	Aa_G254470.h1.t1	CP13_g20043_DN3_SP8_c.t1
OG0006969	Aa_G342550.h1.t1	CP12_g29943_DN2_SP0_c.t1
OG0006970	Aa_G245850.h1.t1	CP9_g28792_DN3_SP1_c.t1
OG0006971	Aa_G297650.h1.t1	CP9_g28756_DN3_SP0_c.t1, CP9_g28757_DN3_SP8_c.t1
OG0006972	Aa_G367170.h1.t1, Aa_G214060.h1.t1	CP9_g28727_DN3_SP5_c.t1
OG0006973	Aa_G510860.h1.t1	CP9_g28606_DN2_SP0_c.t1
OG0006974	Aa_G332030.h1.t1	CP19_g18241_DN3_SP8_c.t1
OG0006975	Aa_G331990.h1.t1	CP19_g18238_DN3_SP1_c.t1
OG0006977	Aa_G433410.h1.t1	CP2_g48963_DN3_SP0_c.t1
OG0006978	Aa_G327990.h1.t1	CP2_g48972_DN3_SP0_c.t1
OG0006979	Aa_G488330.h1.t1	CP2_g49034_DN3_SP8_c.t1
OG0006980	Aa_G489100.h1.t1	CP2_g49050_DN3_SP0_c.t1
OG0006981	Aa_G320060.h1.t1, Aa_G400830.h1.t1	CP2_g49101_DN3_SP0_c.t1
OG0006982	Aa_G606580.h1.t1	CP2_g49112_DN3_SP8_c.t1
OG0006983	Aa_G475500.h1.t1	CP7_g45152_DN3_SP0_c.t1
OG0006984	Aa_G8550.h1.t1	CP2_g49194_DN3_SP0_c.t1, CP2_g49180_DN3_SP1_c.t1
OG0006986	Aa_G11250.h1.t1, Aa_G11220.h1.t1	CP2_g49481_DN3_SP8_c.t1
OG0006987	Aa_G681180.h1.t1	CP2_g48874_DN2_SP0_c.t1
OG0006989	Aa_G65860.h1.t1	CP4_g26404_DN1_SP0_c.t1, CP4_g26405_DN2_SP0_c.t1, CP2_g48901_DN3_SP7_c.t1
OG0006991	Aa_G160400.h1.t1	CP13_g19843_DN3_SP3_c.t1
OG0006992	Aa_G26240.h1.t1	CP13_g19839_DN3_SP8_c.t1
OG0006993	Aa_G26370.h1.t1	CP13_g19829_DN3_SP0_c.t1
OG0006994	Aa_G522870.h1.t1	CP13_g19736_DN3_SP8_c.t1
OG0006995	Aa_G63380.h1.t1	CP13_g19729_DN3_SP0_c.t1
OG0006996	Aa_G63570.h1.t1	CP13_g19708_DN3_SP8_c.t1
OG0006997	Aa_G123790.h1.t1	CP13_g20124_DN1_SP0_c.t1
OG0006998	Aa_G41980.h1.t1	CP11_g31922_DN3_SP0_c.t1
OG0006999	Aa_G628390.h1.t1	CP5_g1048_DN3_SP6_c.t1
OG0007000	Aa_G134300.h1.t1	CP5_g1041_DN3_SP8_c.t1
OG0007001	Aa_G57500.h1.t1	CP1_g38339_DN3_SP0_c.t1
OG0007002	Aa_G57590.h1.t1	CP10_g42730_DN3_SP2_c.t1, CP1_g38321_DN3_SP8_c.t1
OG0007003	Aa_G564110.h1.t1	CP9_g29138_DN3_SP5_c.t1
OG0007004	Aa_G476930.h1.t1	CP9_g29134_DN3_SP8_c.t1
OG0007005	Aa_G477040.h1.t1	CP9_g29128_DN3_SP8_c.t1
OG0007006	Aa_G219270.h1.t1	CP5_g28_DN3_SP8_c.t1
OG0007007	Aa_G137860.h1.t1	CP5_g73_DN3_SP5_c.t1
OG0007008	Aa_G351910.h1.t1	CP5_g96_DN3_SP4_c.t1
OG0007009	Aa_G472610.h1.t1	CP5_g122_DN3_SP0_c.t1
OG0007011	Aa_G294320.h1.t1	CP5_g197_DN3_SP0_c.t1
OG0007012	Aa_G95150.h1.t1	CP5_g233_DN3_SP7_c.t1
OG0007013	Aa_G602840.h1.t1	CP5_g249_DN3_SP3_c.t1
OG0007015	Aa_G746750.h1.t1	CP5_g292_DN3_SP0_c.t1
OG0007016	Aa_G363200.h1.t1	CP5_g322_DN3_SP1_c.t1
OG0007017	Aa_G223130.h1.t1	CP5_g343_DN3_SP5_c.t1
OG0007018	Aa_G223120.h1.t1	CP5_g344_DN3_SP5_c.t1
OG0007019	Aa_G179350.h1.t1	CP5_g389_DN3_SP8_c.t1
OG0007020	Aa_G514630.h1.t1	CP5_g411_DN3_SP1_c.t1
OG0007021	Aa_G376390.h1.t1	CP5_g436_DN3_SP6_c.t1
OG0007022	Aa_G157040.h1.t1	CP5_g439_DN1_SP0_c.t1
OG0007023	Aa_G426410.h1.t1, Aa_G174730.h1.t1	CP5_g457_DN3_SP1_c.t1
OG0007024	Aa_G597950.h1.t1	CP2_g49125_DN3_SP8_c.t1
OG0007025	Aa_G720750.h1.t1	CP5_g501_DN3_SP0_c.t1
OG0007027	Aa_G180410.h1.t1	CP5_g512_DN3_SP3_c.t1
OG0007028	Aa_G385140.h1.t1	CP5_g524_DN3_SP8_c.t1
OG0007029	Aa_G557010.h1.t1	CP5_g531_DN2_SP0_c.t1
OG0007030	Aa_G238230.h1.t1	CP5_g539_DN3_SP5_c.t1
OG0007031	Aa_G394960.h1.t1	CP5_g785_DN3_SP5_c.t1
OG0007032	Aa_G394980.h1.t1	CP5_g784_DN3_SP8_c.t1
OG0007033	Aa_G395060.h1.t1	CP5_g778_DN3_SP4_c.t1
OG0007035	Aa_G424870.h1.t1	CP5_g750_DN3_SP1_c.t1
OG0007036	Aa_G646990.h1.t1	CP5_g736_DN3_SP6_c.t1
OG0007038	Aa_G508020.h1.t1	CP4_g25362_DN3_SP0_c.t1
OG0007039	Aa_G661860.h1.t1	CP18_g12568_DN3_SP0_c.t1
OG0007040	Aa_G432670.h1.t1	CP5_g703_DN3_SP8_c.t1
OG0007041	Aa_G288240.h1.t1	CP5_g688_DN3_SP8_c.t1
OG0007042	Aa_G592040.h1.t1	CP5_g660_DN3_SP3_c.t1
OG0007043	Aa_G105480.h1.t1	CP15_g35782_DN3_SP4_c.t1
OG0007044	Aa_G214750.h1.t1	CP5_g644_DN3_SP8_c.t1
OG0007045	Aa_G214610.h1.t1	CP5_g637_DN2_SP0_c.t1
OG0007046	Aa_G776400.h1.t1	CP5_g625_DN3_SP8_c.t1
OG0007047	Aa_G432450.h1.t1	CP5_g623_DN3_SP3_c.t1
OG0007048	Aa_G857200.h1.t1	CP5_g620_DN3_SP0_c.t1
OG0007049	Aa_G274320.h1.t1	CP5_g607_DN3_SP8_c.t1
OG0007050	Aa_G274370.h1.t1	CP5_g603_DN3_SP8_c.t1
OG0007052	Aa_G324980.h1.t1	CP5_g804_DN3_SP8_c.t1
OG0007053	Aa_G32910.h1.t1	CP5_g867_DN3_SP6_c.t1
OG0007054	Aa_G32940.h1.t1	CP5_g868_DN2_SP0_c.t1
OG0007055	Aa_G33050.h1.t1	CP5_g878_DN3_SP4_c.t1
OG0007056	Aa_G556830.h1.t1	CP5_g882_DN3_SP8_c.t1
OG0007058	Aa_G190670.h1.t1	CP5_g905_DN3_SP2_c.t1
OG0007059	Aa_G273420.h1.t1	CP5_g918_DN3_SP4_c.t1
OG0007060	Aa_G179060.h1.t1	CP12_g30762_DN3_SP0_c.t1
OG0007061	Aa_G254690.h1.t1	CP12_g30811_DN3_SP1_c.t1
OG0007062	Aa_G187150.h1.t1	CP9_g28894_DN3_SP5_c.t1
OG0007064	Aa_G252170.h1.t1	CP9_g28853_DN3_SP0_c.t1
OG0007065	Aa_G62380.h1.t1	CP7_g45440_DN3_SP7_c.t1
OG0007066	Aa_G62290.h1.t1	CP7_g45426_DN3_SP2_c.t1
OG0007067	Aa_G352720.h1.t1, Aa_G352710.h1.t1	CP7_g45368_DN1_SP0_c.t1, CP1_g39216_DN3_SP0_c.t1, CP1_g39208_DN2_SP0_c.t1
OG0007068	Aa_G191480.h1.t1	CP11_g32102_DN3_SP4_c.t1
OG0007069	Aa_G46570.h1.t1	CP11_g32125_DN3_SP2_c.t1
OG0007070	Aa_G347430.h1.t1	CP8_g54532_DN2_SP0_c.t1
OG0007071	Aa_G78380.h1.t1	CP8_g54552_DN3_SP8_c.t1
OG0007072	Aa_G67820.h1.t1	CP8_g54565_DN3_SP0_c.t1
OG0007073	Aa_G53400.h1.t1	CP8_g54586_DN2_SP0_c.t1
OG0007074	Aa_G53260.h1.t1	CP8_g54601_DN3_SP0_c.t1
OG0007075	Aa_G425520.h1.t1	CP8_g54619_DN3_SP0_c.t1
OG0007076	Aa_G242350.h1.t1	CP8_g54664_DN2_SP3_c.t1
OG0007077	Aa_G136080.h1.t1	CP7_g46482_DN2_SP5_c.t1
OG0007078	Aa_G36370.h1.t1	CP16_g55365_DN2_SP0_c.t1, CP16_g54717_DN2_SP0_c.t1
OG0007079	Aa_G396200.h1.t1	CP7_g45175_DN3_SP0_c.t1
OG0007080	Aa_G160660.h1.t1	CP19_g18232_DN3_SP0_c.t1
OG0007082	Aa_G278800.h1.t1, Aa_G6490.h1.t1	CP1_g36808_DN3_SP0_c.t1
OG0007084	Aa_G126400.h1.t1	CP7_g46051_DN1_SP0_c.t1
OG0007085	Aa_G343580.h1.t1	CP7_g46006_DN3_SP0_c.t1
OG0007086	Aa_G62360.h1.t1	CP7_g45438_DN3_SP0_c.t1
OG0007087	Aa_G617600.h1.t1	CP7_g45294_DN3_SP0_c.t1
OG0007088	Aa_G474470.h1.t1	CP7_g45189_DN2_SP0_c.t1
OG0007089	Aa_G61730.h1.t1	CP7_g45173_DN3_SP8_c.t1
OG0007090	Aa_G613120.h1.t1	CP7_g45156_DN3_SP8_c.t1
OG0007093	Aa_G199370.h1.t1	CP9_g28889_DN3_SP1_c.t1
OG0007096	Aa_G251380.h1.t1	CP13_g19691_DN3_SP0_c.t1
OG0007097	Aa_G207100.h1.t1	CP13_g19433_DN3_SP1_c.t1
OG0007098	Aa_G486860.h1.t1	CP13_g19142_DN2_SP8_c.t1
OG0007099	Aa_G263580.h1.t1	CP2_g48855_DN3_SP3_c.t1
OG0007102	Aa_G300310.h1.t1	CP3_g14159_DN3_SP0_c.t1
OG0007103	Aa_G622340.h1.t1, Aa_G622320.h1.t1	CP3_g14041_DN3_SP5_c.t1
OG0007105	Aa_G280240.h1.t1	CP8_g54484_DN3_SP2_c.t1
OG0007107	Aa_G3390.h1.t1	CP20_g4057_DN3_SP0_c.t1
OG0007108	Aa_G409240.h1.t1	CP20_g4389_DN3_SP0_c.t1
OG0007110	Aa_G5820.h1.t1	CP19_g18037_DN3_SP1_c.t1
OG0007112	Aa_G244590.h1.t1	CP6_g6912_DN3_SP8_c.t1
OG0007113	Aa_G285010.h1.t1	CP5_g1676_DN3_SP0_c.t1
OG0007114	Aa_G208130.h1.t1, Aa_G149120.h1.t1	CP13_g19874_DN3_SP0_c.t1
OG0007115	Aa_G102200.h1.t1	CP2_g48803_DN3_SP0_c.t1
OG0007128	Aa_G336800.h1.t1	CP3_g13077_DN1_SP0_c.t1
OG0007129	Aa_G360260.h1.t1	CP19_g18365_DN3_SP6_c.t1
OG0007130	Aa_G54580.h1.t1	CP8_g53412_DN3_SP8_c.t1
OG0007131	Aa_G75350.h1.t1	CP2_g47976_DN3_SP6_c.t1
OG0007132	Aa_G197650.h1.t1	CP3_g14538_DN3_SP1_c.t1
OG0007133	Aa_G253600.h1.t1	CP3_g14545_DN3_SP8_c.t1
OG0007134	Aa_G556700.h1.t1, Aa_G492150.h1.t1	CP3_g14564_DN3_SP1_c.t1
OG0007135	Aa_G492000.h1.t1	CP3_g14592_DN2_SP5_c.t1
OG0007136	Aa_G492040.h1.t1	CP3_g14600_DN3_SP0_c.t1
OG0007137	Aa_G623700.h1.t1	CP13_g19703_DN3_SP2_c.t1
OG0007138	Aa_G251420.h1.t1	CP13_g19686_DN3_SP8_c.t1
OG0007139	Aa_G195740.h1.t1	CP5_g1045_DN2_SP0_c.t1
OG0007140	Aa_G244060.h1.t1	CP13_g19642_DN3_SP8_c.t1
OG0007141	Aa_G323290.h1.t1	CP13_g19591_DN3_SP1_c.t1
OG0007142	Aa_G115300.h1.t1	CP4_g24940_DN3_SP6_c.t1
OG0007143	Aa_G26380.h1.t1	CP13_g19828_DN3_SP5_c.t1, CP19_g17965_DN3_SP0_c.t1
OG0007144	Aa_G485920.h1.t1	CP9_g29455_DN3_SP3_c.t1
OG0007146	Aa_G580240.h1.t1	CP13_g19063_DN2_SP0_c.t1
OG0007147	Aa_G192840.h1.t1	CP11_g32226_DN3_SP7_c.t1
OG0007148	Aa_G192860.h1.t1	CP11_g32228_DN3_SP4_c.t1
OG0007149	Aa_G334610.h1.t1	CP11_g32249_DN3_SP0_c.t1
OG0007150	Aa_G334670.h1.t1	CP11_g32254_DN2_SP0_c.t1
OG0007151	Aa_G162200.h1.t1	CP11_g32270_DN3_SP8_c.t1
OG0007153	Aa_G158120.h1.t1	CP11_g32311_DN3_SP3_c.t1
OG0007154	Aa_G158110.h1.t1	CP11_g32312_DN3_SP7_c.t1
OG0007155	Aa_G158030.h1.t1	CP11_g32317_DN3_SP8_c.t1
OG0007156	Aa_G157930.h1.t1	CP11_g32326_DN3_SP2_c.t1
OG0007157	Aa_G96780.h1.t1	CP11_g32340_DN3_SP6_c.t1
OG0007158	Aa_G59270.h1.t1	CP11_g32360_DN3_SP4_c.t1
OG0007159	Aa_G426210.h1.t1	CP4_g25096_DN3_SP0_c.t1
OG0007160	Aa_G383460.h1.t1	CP11_g32390_DN3_SP8_c.t1
OG0007161	Aa_G376790.h1.t1, Aa_G249280.h1.t1	CP11_g32397_DN3_SP3_c.t1
OG0007162	Aa_G133070.h1.t1, Aa_G431430.h1.t1	CP11_g32416_DN3_SP7_c.t1
OG0007163	Aa_G431440.h1.t1	CP11_g32417_DN3_SP2_c.t1
OG0007164	Aa_G321010.h1.t1	CP11_g32447_DN3_SP2_c.t1
OG0007165	Aa_G499760.h1.t1	CP11_g32465_DN3_SP3_c.t1
OG0007166	Aa_G450410.h1.t1	CP11_g32473_DN3_SP7_c.t1
OG0007167	Aa_G450400.h1.t1	CP11_g32474_DN3_SP7_c.t1
OG0007168	Aa_G644330.h1.t1	CP11_g32479_DN3_SP7_c.t1
OG0007169	Aa_G7980.h1.t1	CP11_g32486_DN3_SP8_c.t1
OG0007170	Aa_G7920.h1.t1	CP11_g32492_DN3_SP8_c.t1
OG0007171	Aa_G233670.h1.t1	CP3_g15231_DN3_SP0_c.t1, CP4_g26546_DN2_SP0_c.t1
OG0007172	Aa_G129080.h1.t1	CP20_g4234_DN3_SP0_c.t1, CP20_g4233_DN1_SP0_c.t1
OG0007173	Aa_G72760.h1.t1	CP11_g32544_DN3_SP8_c.t1
OG0007174	Aa_G72770.h1.t1	CP11_g32545_DN3_SP3_c.t1
OG0007175	Aa_G72790.h1.t1	CP11_g32547_DN3_SP8_c.t1
OG0007178	Aa_G354720.h1.t1	CP11_g32566_DN3_SP2_c.t1
OG0007179	Aa_G354730.h1.t1	CP11_g32568_DN3_SP1_c.t1
OG0007180	Aa_G354750.h1.t1	CP11_g32570_DN3_SP8_c.t1
OG0007181	Aa_G354770.h1.t1	CP11_g32572_DN3_SP2_c.t1
OG0007182	Aa_G556000.h1.t1	CP11_g32574_DN3_SP0_c.t1
OG0007184	Aa_G209500.h1.t1	CP11_g32598_DN3_SP7_c.t1
OG0007185	Aa_G209490.h1.t1	CP11_g32599_DN3_SP8_c.t1
OG0007186	Aa_G209430.h1.t1	CP11_g32605_DN3_SP7_c.t1
OG0007187	Aa_G209420.h1.t1	CP11_g32606_DN3_SP8_c.t1
OG0007188	Aa_G382480.h1.t1	CP2_g48727_DN2_SP0_c.t1
OG0007189	Aa_G388310.h1.t1	CP11_g32613_DN3_SP8_c.t1
OG0007190	Aa_G717960.h1.t1	CP11_g32618_DN3_SP0_c.t1
OG0007191	Aa_G717950.h1.t1	CP11_g32619_DN3_SP8_c.t1
OG0007192	Aa_G19680.h1.t1	CP11_g32630_DN3_SP8_c.t1
OG0007193	Aa_G19550.h1.t1	CP11_g32637_DN3_SP8_c.t1
OG0007194	Aa_G571570.h1.t1, Aa_G647650.h1.t1, Aa_G647660.h1.t1, Aa_G647640.h1.t1	CP8_g53566_DN3_SP0_c.t1
OG0007195	Aa_G385310.h1.t1	CP11_g32659_DN3_SP7_c.t1
OG0007196	Aa_G155220.h1.t1	CP11_g32663_DN3_SP8_c.t1
OG0007197	Aa_G138290.h1.t1	CP11_g32694_DN3_SP1_c.t1
OG0007198	Aa_G256480.h1.t1	CP11_g32721_DN3_SP0_c.t1
OG0007199	Aa_G233080.h1.t1	CP11_g32727_DN3_SP8_c.t1
OG0007200	Aa_G663520.h1.t1	CP11_g32737_DN2_SP0_c.t1
OG0007202	Aa_G267630.h1.t1	CP5_g604_DN2_SP0_c.t1
OG0007203	Aa_G116820.h1.t1	CP11_g32786_DN3_SP7_c.t1
OG0007204	Aa_G116780.h1.t1	CP11_g32790_DN3_SP2_c.t1
OG0007205	Aa_G92280.h1.t1	CP19_g18228_DN3_SP0_c.t1
OG0007206	Aa_G158470.h1.t1	CP11_g32796_DN3_SP7_c.t1, CP11_g32797_DN3_SP0_c.t1
OG0007207	Aa_G168510.h1.t1	CP11_g32861_DN3_SP0_c.t1
OG0007208	Aa_G711460.h1.t1, Aa_G98340.h1.t1	CP11_g32867_DN2_SP8_c.t1
OG0007209	Aa_G102280.h1.t1	CP2_g48809_DN3_SP0_c.t1
OG0007210	Aa_G98240.h1.t1	CP11_g32878_DN3_SP5_c.t1
OG0007211	Aa_G159100.h1.t1	CP11_g32898_DN3_SP2_c.t1
OG0007212	Aa_G356470.h1.t1	CP11_g32913_DN3_SP6_c.t1
OG0007213	Aa_G579950.h1.t1	CP11_g32916_DN3_SP0_c.t1
OG0007214	Aa_G458440.h1.t1	CP11_g32922_DN3_SP6_c.t1
OG0007215	Aa_G152800.h1.t1	CP11_g32947_DN3_SP8_c.t1
OG0007217	Aa_G130460.h2.t1, Aa_G130460.h1.t1	CP11_g33000_DN3_SP0_c.t1
OG0007218	Aa_G635950.h1.t1	CP11_g33021_DN3_SP1_c.t1
OG0007219	Aa_G210830.h1.t1	CP11_g33032_DN3_SP6_c.t1
OG0007220	Aa_G691930.h1.t1	CP11_g33058_DN3_SP0_c.t1
OG0007221	Aa_G665900.h1.t1	CP11_g33074_DN3_SP7_c.t1
OG0007222	Aa_G701540.h1.t1	CP11_g33077_DN3_SP0_c.t1
OG0007223	Aa_G611220.h1.t1	CP11_g33102_DN3_SP8_c.t1
OG0007224	Aa_G189010.h1.t1	CP11_g32007_DN3_SP0_c.t1
OG0007225	Aa_G189190.h1.t1	CP11_g31987_DN3_SP7_c.t1
OG0007226	Aa_G189220.h1.t1	CP11_g31986_DN3_SP0_c.t1
OG0007227	Aa_G187700.h1.t1	CP11_g31973_DN3_SP8_c.t1
OG0007228	Aa_G353680.h1.t1	CP19_g18143_DN3_SP8_c.t1
OG0007229	Aa_G622920.h1.t1, Aa_G622920.h2.t1, Aa_G427150.h1.t1	CP19_g18161_DN3_SP2_c.t1
OG0007231	Aa_G2950.h1.t1	CP24_g47484_DN3_SP6_c.t1
OG0007232	Aa_G432290.h1.t1	CP4_g26933_DN3_SP0_c.t1
OG0007233	Aa_G662590.h1.t1	CP4_g26292_DN3_SP0_c.t1
OG0007234	Aa_G319260.h1.t1	CP4_g26108_DN3_SP0_c.t1
OG0007236	Aa_G266940.h1.t1, Aa_G541870.h1.t1	CP4_g26068_DN3_SP7_c.t1
OG0007237	Aa_G371220.h1.t1	CP4_g25998_DN3_SP2_c.t1
OG0007238	Aa_G466710.h1.t1	CP4_g25973_DN3_SP6_c.t1
OG0007239	Aa_G18010.h1.t1	CP4_g25922_DN3_SP8_c.t1
OG0007240	Aa_G18170.h1.t1	CP4_g25909_DN2_SP0_c.t1
OG0007241	Aa_G405380.h1.t1	CP4_g25899_DN3_SP6_c.t1
OG0007242	Aa_G60100.h1.t1	CP4_g25883_DN3_SP5_c.t1
OG0007243	Aa_G460130.h1.t1	CP4_g25859_DN3_SP8_c.t1
OG0007244	Aa_G243190.h1.t1	CP4_g25853_DN2_SP0_c.t1
OG0007246	Aa_G459860.h1.t1	CP4_g25840_DN2_SP3_c.t1
OG0007247	Aa_G154160.h1.t1	CP4_g25784_DN3_SP0_c.t1
OG0007248	Aa_G302680.h1.t1	CP4_g25783_DN3_SP0_c.t1
OG0007249	Aa_G85510.h1.t1	CP4_g25760_DN2_SP0_c.t1
OG0007250	Aa_G25080.h1.t1	CP4_g25755_DN3_SP0_c.t1
OG0007252	Aa_G249110.h1.t1	CP4_g25719_DN1_SP0_c.t1
OG0007253	Aa_G159320.h1.t1	CP4_g25706_DN2_SP0_c.t1
OG0007254	Aa_G263140.h1.t1	CP4_g25658_DN3_SP0_c.t1
OG0007255	Aa_G263120.h1.t1	CP4_g25657_DN3_SP8_c.t1
OG0007256	Aa_G589090.h1.t1	CP5_g2758_DN1_SP0_c.t1, CP4_g25643_DN3_SP0_c.t1
OG0007257	Aa_G167490.h1.t1	CP4_g25611_DN3_SP7_c.t1
OG0007258	Aa_G889290.h1.t1, Aa_G889290.h2.t1, Aa_G292020.h1.t1, Aa_G167430.h1.t1, Aa_G509080.h1.t1	CP4_g25601_DN3_SP2_c.t1
OG0007260	Aa_G243580.h1.t1	CP4_g25521_DN3_SP0_c.t1
OG0007261	Aa_G243680.h1.t1	CP4_g25512_DN3_SP0_c.t1
OG0007262	Aa_G243740.h1.t1	CP4_g25505_DN3_SP8_c.t1
OG0007264	Aa_G148590.h1.t1, Aa_G148600.h1.t1	CP4_g25468_DN3_SP0_c.t1, CP4_g25467_DN3_SP0_c.t1
OG0007265	Aa_G148660.h1.t1	CP4_g25463_DN3_SP6_c.t1
OG0007266	Aa_G148690.h1.t1	CP4_g25460_DN3_SP2_c.t1
OG0007267	Aa_G404560.h1.t1	CP4_g25456_DN3_SP3_c.t1
OG0007268	Aa_G183690.h1.t1	CP4_g25473_DN2_SP0_c.t1
OG0007269	Aa_G208700.h1.t1	CP4_g25413_DN3_SP0_c.t1
OG0007270	Aa_G208670.h1.t1	CP4_g25410_DN3_SP3_c.t1
OG0007271	Aa_G89730.h1.t1	CP13_g20225_DN3_SP3_c.t1
OG0007272	Aa_G215310.h1.t1	CP13_g20189_DN3_SP5_c.t1
OG0007273	Aa_G484000.h1.t1, Aa_G831180.h1.t1	CP19_g18127_DN3_SP3_c.t1
OG0007274	Aa_G90910.h1.t1	CP19_g18113_DN3_SP7_c.t1
OG0007275	Aa_G29660.h1.t1	CP19_g18079_DN3_SP6_c.t1
OG0007276	Aa_G586320.h1.t1, Aa_G29580.h1.t1	CP19_g18071_DN3_SP0_c.t1
OG0007277	Aa_G438570.h1.t1, Aa_G438500.h1.t1	CP1_g38470_DN3_SP0_c.t1
OG0007278	Aa_G438540.h1.t1	CP1_g38482_DN3_SP6_c.t1
OG0007279	Aa_G309640.h1.t1	CP1_g38525_DN3_SP8_c.t1
OG0007280	Aa_G171110.h1.t1	CP1_g38489_DN3_SP5_c.t1
OG0007281	Aa_G171100.h1.t1	CP1_g38488_DN3_SP8_c.t1
OG0007283	Aa_G613740.h1.t1	CP7_g45091_DN3_SP8_c.t1
OG0007284	Aa_G48050.h1.t1, Aa_G48080.h1.t1	CP7_g45083_DN3_SP1_c.t1
OG0007286	Aa_G650860.h1.t1	CP7_g45031_DN3_SP1_c.t1
OG0007287	Aa_G366280.h1.t1	CP7_g45001_DN3_SP8_c.t1
OG0007288	Aa_G366300.h1.t1, Aa_G374460.h1.t1	CP7_g44999_DN2_SP0_c.t1
OG0007289	Aa_G348060.h1.t1	CP7_g44990_DN3_SP0_c.t1
OG0007290	Aa_G223690.h1.t1	CP7_g44982_DN3_SP0_c.t1
OG0007292	Aa_G655020.h1.t1	CP7_g44893_DN2_SP8_c.t1
OG0007293	Aa_G417020.h1.t1	CP7_g44877_DN3_SP0_c.t1
OG0007295	Aa_G389850.h1.t1	CP7_g44868_DN3_SP1_c.t1
OG0007296	Aa_G138680.h1.t1	CP7_g44860_DN3_SP8_c.t1
OG0007297	Aa_G138740.h1.t1	CP7_g44853_DN3_SP8_c.t1
OG0007299	Aa_G216320.h1.t1	CP7_g44817_DN3_SP8_c.t1
OG0007300	Aa_G476220.h1.t1	CP7_g44806_DN3_SP1_c.t1
OG0007301	Aa_G476210.h1.t1	CP7_g44805_DN3_SP2_c.t1
OG0007302	Aa_G355800.h1.t1	CP7_g44796_DN3_SP7_c.t1
OG0007303	Aa_G414290.h1.t1	CP7_g44774_DN3_SP1_c.t1
OG0007304	Aa_G282470.h1.t1, Aa_G414390.h1.t1	CP7_g44764_DN2_SP0_c.t1
OG0007305	Aa_G368860.h1.t1, Aa_G434770.h1.t1	CP7_g44753_DN3_SP7_c.t1
OG0007306	Aa_G489220.h1.t1	CP4_g25189_DN3_SP1_c.t1, CP7_g44689_DN3_SP0_c.t1
OG0007307	Aa_G915050.h1.t1, Aa_G489240.h1.t1, Aa_G489250.h1.t1	CP7_g44687_DN3_SP8_c.t1
