Orthogroup	Arabis_alpina	Camelina_sativa
OG0006808	Aa_G53590.h1.t1	XP_010465791.1, XP_010505336.1, XP_019097039.1
OG0006809	Aa_G667250.h1.t1	XP_010465799.1, XP_010487639.1, XP_010505526.1
OG0006811	Aa_G682940.h2.t1	XP_010505598.1, XP_010465808.1, XP_010487648.1
OG0006812	Aa_G682950.h1.t1, Aa_G682950.h2.t1	XP_010465812.1, XP_010505618.1, XP_010487650.1
OG0006813	Aa_G498860.h1.t1	XP_010505844.1, XP_019096688.1, XP_010465834.1
OG0006814	Aa_G176870.h1.t1	XP_019102419.1, XP_010506030.1, XP_010487684.1, XP_010465847.1
OG0006815	Aa_G181830.h1.t1	XP_010506493.1, XP_010487728.1, XP_010465899.1
OG0006816	Aa_G549470.h1.t1	XP_010506551.1, XP_010465905.1, XP_010487735.1
OG0006818	Aa_G390050.h1.t1, Aa_G628240.h1.t1	XP_010506929.1, XP_010465947.1, XP_010487774.1
OG0006819	Aa_G669780.h1.t1	XP_010487796.1, XP_010465983.1, XP_010507111.1
OG0006820	Aa_G342860.h1.t1	XP_010487814.1, XP_010507262.1, XP_010466019.1
OG0006821	Aa_G627750.h1.t1	XP_010459529.1, XP_010477085.1, XP_010498289.1
OG0006822	Aa_G50600.h1.t1	XP_010466171.1, XP_010508323.1
OG0006823	Aa_G550500.h1.t1	XP_010466177.1, XP_010508366.1, XP_010487965.1
OG0006824	Aa_G152410.h1.t1	XP_010488011.1, XP_010508804.1, XP_010466221.1
OG0006825	Aa_G250640.h1.t1	XP_010431594.1, XP_010474434.1
OG0006826	Aa_G250680.h1.t1	XP_010509110.1, XP_010488043.1, XP_010466257.1
OG0006827	Aa_G250690.h1.t1	XP_010488045.1, XP_010466259.1, XP_010488044.1
OG0006828	Aa_G133230.h1.t1	XP_010466290.1, XP_010509390.1, XP_010488069.1
OG0006829	Aa_G136620.h1.t1	XP_010509514.1, XP_010488080.1, XP_010466302.1
OG0006830	Aa_G161970.h1.t1	XP_010489985.2, XP_010466326.1, XP_019082791.1, XP_010488095.1
OG0006831	Aa_G430390.h1.t1	XP_010488109.1, XP_010466349.1, XP_010509880.1
OG0006832	Aa_G366050.h1.t1	XP_010475836.1, XP_010490385.1, XP_010458291.1
OG0006833	Aa_G253920.h1.t1	XP_010440953.1, XP_010435749.1
OG0006834	Aa_G554820.h1.t1	XP_010440860.1, XP_010436714.1, XP_010450501.1
OG0006835	Aa_G90170.h1.t1	XP_010482033.1, XP_010438960.1, XP_019087790.1
OG0006836	Aa_G90140.h1.t1	XP_010482038.1, XP_010439013.1
OG0006837	Aa_G178940.h1.t1	XP_010512862.1, XP_010488452.1, XP_010466732.1
OG0006838	Aa_G265530.h1.t1	XP_010466571.1, XP_010488313.1, XP_010511710.1
OG0006839	Aa_G96620.h1.t1	XP_010511287.1, XP_010466519.1, XP_010470260.1, XP_010431179.1
OG0006840	Aa_G538270.h1.t1	XP_010466402.1, XP_010488168.1, XP_010510347.1
OG0006841	Aa_G582390.h1.t1	XP_010433044.1, XP_010447784.1, XP_010438236.1
OG0006842	Aa_G402280.h1.t1	XP_010438241.1, XP_010447790.1
OG0006843	Aa_G182410.h1.t1, Aa_G560610.h1.t1	XP_010496195.1, XP_010414826.1, XP_010513506.1
OG0006844	Aa_G407560.h1.t1	XP_010425828.1, XP_010514734.1, XP_019099840.1, XP_010496612.1, XP_010496194.1, XP_010414829.1
OG0006845	Aa_G43300.h1.t1, Aa_G126280.h1.t1	XP_010492898.1
OG0006846	Aa_G33740.h1.t1	XP_010454120.1, XP_010420647.1, XP_010492888.1
OG0006847	Aa_G449350.h1.t1	XP_010420609.1, XP_010454087.1, XP_010492850.1
OG0006848	Aa_G410950.h1.t1	XP_010420573.1, XP_010454055.1
OG0006849	Aa_G361210.h1.t1	XP_010482214.1, XP_010440503.1
OG0006850	Aa_G565270.h1.t1	XP_010494113.1, XP_010455212.1, XP_010421707.1
OG0006851	Aa_G102090.h1.t1	XP_010493659.1, XP_010442259.1, XP_010482087.1
OG0006852	Aa_G639160.h1.t1	XP_010515715.1, XP_010503991.1, XP_010426867.1
OG0006853	Aa_G114510.h1.t1	XP_010426839.1, XP_010515685.1, XP_010503963.1
OG0006854	Aa_G339200.h1.t1	XP_010503948.1, XP_019082466.1, XP_010426826.1
OG0006855	Aa_G300320.h1.t1	XP_010426806.1, XP_010503926.1, XP_010515657.1
OG0006856	Aa_G300290.h1.t1, Aa_G757690.h1.t1	XP_010515654.1, XP_010426802.1, XP_010503923.1
OG0006857	Aa_G300270.h1.t1	XP_019096166.1, XP_010466417.1, XP_010420669.2
OG0006858	Aa_G122800.h1.t1	XP_010515554.1, XP_010426702.1, XP_010496954.1, XP_010503839.1
OG0006859	Aa_G122690.h1.t1	XP_010412722.1, XP_010507392.1, XP_010431248.1
OG0006860	Aa_G122500.h1.t1	XP_010515532.1, XP_010503820.1, XP_010426682.1
OG0006860	Aa_G113870.h1.t1	XP_019087704.1, XP_010465886.1
OG0006861	Aa_G122480.h1.t1	XP_010503813.1, XP_010515525.1, XP_010426674.1
OG0006862	Aa_G291060.h1.t1	XP_010479963.1, XP_010462518.1, XP_010474777.1
OG0006863	Aa_G291080.h1.t1, Aa_G291070.h1.t1	XP_010474772.1, XP_010457095.1, XP_010479985.1
OG0006864	Aa_G105810.h1.t1	XP_010480225.1, XP_019094204.1, XP_010457118.1
OG0006865	Aa_G290670.h1.t1	XP_010474704.1, XP_010480627.1, XP_010457160.1
OG0006866	Aa_G325240.h1.t1	XP_010474634.1, XP_010480836.1, XP_010457190.1
OG0006867	Aa_G6350.h1.t1	XP_010480954.1, XP_010457217.1, XP_010474659.1
OG0006868	Aa_G6850.h1.t1	XP_019096784.1, XP_010474880.1, XP_010457289.1, XP_010481344.1
OG0006869	Aa_G6930.h1.t1	XP_010457300.1, XP_010474897.1, XP_010481406.1
OG0006870	Aa_G228390.h1.t1	XP_010474909.1, XP_010481505.1
OG0006871	Aa_G134580.h1.t1	XP_010457402.1, XP_010482655.1, XP_010475016.1
OG0006872	Aa_G341220.h1.t1	XP_010483366.1, XP_010475078.1, XP_010457467.1
OG0006873	Aa_G138250.h1.t1	XP_010489169.1, XP_010517298.1, XP_010467317.1
OG0006874	Aa_G38920.h1.t1	XP_010475120.1, XP_010457512.1, XP_010483982.1
OG0006875	Aa_G39000.h1.t1	XP_010484083.1, XP_010457524.1
OG0006876	Aa_G477790.h1.t1	XP_010484196.1, XP_010457535.1, XP_010475141.1
OG0006877	Aa_G208410.h1.t1	XP_010503156.1, XP_010425936.1, XP_010497093.1, XP_010514838.1, XP_019098373.1
OG0006878	Aa_G286280.h1.t1	XP_010457561.1, XP_010484446.1, XP_010475167.1
OG0006879	Aa_G600510.h1.t1	XP_019091832.1, XP_019095248.1, XP_019098833.1
OG0006880	Aa_G235500.h1.t1	XP_010457608.1, XP_010475209.1, XP_010484852.1
OG0006882	Aa_G140160.h1.t1, Aa_G140150.h1.t1	XP_010457724.1, XP_010485742.1, XP_010475329.1
OG0006883	Aa_G706770.h1.t1, Aa_G706790.h1.t1	XP_010485720.1, XP_010475334.1, XP_010457729.1
OG0006884	Aa_G22770.h1.t1	XP_010480366.1, XP_010462583.1, XP_010486184.1
OG0006885	Aa_G22680.h1.t1	XP_010475392.1, XP_019094950.1, XP_019095301.1, XP_010486339.1, XP_010457788.1
OG0006886	Aa_G22380.h1.t1	XP_010457833.1, XP_010486713.1, XP_010497824.1
OG0006887	Aa_G429880.h1.t1	XP_010486911.1, XP_010475445.1, XP_010457853.1
OG0006888	Aa_G429850.h1.t1	XP_010486945.1, XP_010457858.1, XP_010475449.1
OG0006889	Aa_G323660.h1.t1	XP_010433772.1, XP_010448568.1, XP_010439046.1
OG0006890	Aa_G286020.h1.t1	XP_010458032.1, XP_010488326.1, XP_010475599.1
OG0006891	Aa_G151830.h1.t1	XP_019095336.1, XP_010458053.1
OG0006892	Aa_G151740.h1.t1	XP_010475619.1, XP_010438939.1, XP_010458063.1, XP_010488679.1, XP_010448488.1
OG0006893	Aa_G368370.h1.t1	XP_010475634.1, XP_010458073.1, XP_010488790.1
OG0006894	Aa_G512730.h1.t1, Aa_G868660.h1.t1	XP_010480391.1, XP_010488927.1, XP_010458086.1, XP_010475648.1
OG0006895	Aa_G80720.h1.t1	XP_010489401.1, XP_010458143.1, XP_010475694.1
OG0006896	Aa_G80610.h1.t1	XP_010475709.1, XP_010489526.1, XP_019091575.1
OG0006897	Aa_G19300.h1.t1	XP_010475716.1, XP_010489566.1, XP_010458166.1, XP_010475719.1, XP_010489596.1, XP_010458167.1
OG0006898	Aa_G19150.h1.t1	XP_010458187.2, XP_010489737.1, XP_010475738.1
OG0006899	Aa_G394760.h1.t1	XP_010497714.1, XP_010458213.1, XP_010475761.1, XP_010489912.1
OG0006900	Aa_G160900.h1.t1	XP_010475820.1, XP_010490289.1, XP_010458272.1
OG0006901	Aa_G671220.h1.t1	XP_010490497.1, XP_010458319.1, XP_010475856.1
OG0006902	Aa_G495670.h1.t1	XP_010490729.1, XP_010458349.1, XP_010475873.1
OG0006903	Aa_G226580.h1.t1	XP_010414685.1, XP_010470217.1, XP_010449526.1
OG0006904	Aa_G563990.h1.t1	XP_010458399.1, XP_010491337.1, XP_010475917.1
OG0006905	Aa_G43240.h1.t1	XP_010497683.1, XP_010475969.1, XP_010491879.1
OG0006906	Aa_G457610.h1.t1	XP_010492252.1, XP_010475989.1, XP_010458481.1
OG0006907	Aa_G232660.h1.t1	XP_010476020.1, XP_010492461.1, XP_010458500.1
OG0006908	Aa_G232690.h1.t1	XP_010492504.1, XP_010458505.1, XP_010476026.1
OG0006909	Aa_G432850.h1.t1, Aa_G232710.h1.t1, Aa_G432840.h1.t1	XP_010458508.1, XP_010492525.1, XP_010476028.1
OG0006910	Aa_G535400.h1.t1	XP_010458516.1, XP_010492566.1, XP_010476050.1
OG0006911	Aa_G269080.h1.t1, Aa_G89260.h1.t1	XP_010458519.1, XP_010476045.1, XP_010492578.1, XP_010458518.1
OG0006912	Aa_G594230.h1.t1	XP_010493054.1, XP_010476093.1, XP_010458565.1
OG0006914	Aa_G572100.h1.t1, Aa_G338980.h1.t1	XP_010458582.1, XP_010493260.1, XP_010476108.1
OG0006915	Aa_G338950.h1.t1, Aa_G338950.h2.t1, Aa_G994500.h1.t1, Aa_G994500.h2.t1	XP_010493296.1, XP_010462641.1, XP_010476114.1, XP_010493305.2
OG0006916	Aa_G261860.h1.t1	XP_010458634.1, XP_010493752.1, XP_010476167.1
OG0006917	Aa_G193650.h1.t1	XP_010493962.1, XP_010476191.1, XP_010458654.1
OG0006918	Aa_G270630.h1.t1	XP_010458669.1, XP_010494142.1, XP_010476212.1
OG0006919	Aa_G242330.h1.t1	XP_010496905.1, XP_010426748.1, XP_010456309.1, XP_010419558.1
OG0006920	Aa_G319770.h1.t1	XP_010476233.1, XP_010494434.1, XP_010458692.1
OG0006921	Aa_G26610.h1.t1, Aa_G26590.h1.t1	XP_010476276.1, XP_010458735.1, XP_010494806.1
OG0006922	Aa_G26670.h1.t1	XP_010476289.1, XP_010494889.1, XP_010458744.1
OG0006923	Aa_G118580.h1.t1	XP_010476396.1, XP_010495542.1, XP_010458833.1
OG0006924	Aa_G569540.h1.t1	XP_010495638.1, XP_010458851.1, XP_010476416.1
OG0006925	Aa_G569560.h1.t1	XP_010476419.1, XP_010458856.1, XP_010495653.1
OG0006926	Aa_G599460.h1.t1	XP_010476427.1, XP_010495680.1, XP_010458864.1
OG0006927	Aa_G117780.h1.t1	XP_010476492.1, XP_019095267.1, XP_019098986.1, XP_019098988.1, XP_010458935.1
OG0006928	Aa_G393330.h1.t1	XP_010476513.1, XP_010458959.1, XP_010496241.1
OG0006929	Aa_G947830.h1.t1, Aa_G952670.h1.t1	XP_010476552.1, XP_019090998.1, XP_010496542.1
OG0006930	Aa_G284110.h1.t1	XP_010496564.1, XP_010476553.1, XP_010458997.1
OG0006931	Aa_G121040.h1.t1	XP_010476589.1, XP_010496835.1, XP_010459031.1
OG0006932	Aa_G121170.h1.t1	XP_010459045.1, XP_010496939.1, XP_010476603.1
OG0006933	Aa_G121340.h1.t1	XP_010476622.1, XP_010497089.1, XP_010459068.1
OG0006934	Aa_G163830.h1.t1	XP_010476632.1, XP_010459077.1, XP_010497118.1
OG0006935	Aa_G160130.h1.t1	XP_010476669.1, XP_019099018.1, XP_010459115.1
OG0006936	Aa_G707360.h1.t1	XP_010459118.1, XP_010497422.1, XP_010476680.1
OG0006938	Aa_G457800.h1.t1	XP_010459155.1, XP_010476724.1, XP_010497691.1
OG0006939	Aa_G34310.h1.t1	XP_010514518.1, XP_010502812.1, XP_010425588.1
OG0006940	Aa_G131930.h1.t1	XP_010459237.1, XP_010498014.1, XP_010476817.1
OG0006941	Aa_G131980.h1.t1	XP_010459244.1, XP_010476825.1, XP_010498021.1
OG0006943	Aa_G495510.h1.t1	XP_010498077.1, XP_010476878.1, XP_010459312.1
OG0006944	Aa_G278380.h1.t1	XP_010476919.1, XP_010459364.1, XP_010498133.1
OG0006945	Aa_G278310.h1.t1	XP_010498141.1, XP_010476928.1, XP_010459374.1
OG0006947	Aa_G80310.h1.t1	XP_010459394.1, XP_010476945.1, XP_010498158.1
OG0006948	Aa_G535620.h1.t1	XP_010476947.1, XP_010459397.1, XP_010498161.1
OG0006949	Aa_G557430.h1.t1	XP_010498175.1, XP_010459412.1, XP_010476959.1
OG0006950	Aa_G726000.h1.t1	XP_010459446.1, XP_010498221.1, XP_010477011.1
OG0006951	Aa_G89010.h1.t1	XP_010498239.1, XP_010477028.1, XP_010459467.1
OG0006952	Aa_G119020.h1.t1	XP_010477041.1, XP_010459487.1, XP_010501515.2
OG0006953	Aa_G497090.h1.t1	XP_010477090.1, XP_010459536.1, XP_010498295.1
OG0006954	Aa_G371590.h1.t1	XP_010498333.1, XP_010477125.1
OG0006955	Aa_G323770.h1.t1	XP_010498374.1, XP_010459622.1, XP_010477169.1
OG0006956	Aa_G89600.h1.t1, Aa_G93270.h1.t1	XP_010459628.1, XP_010498379.1, XP_010477176.1
OG0006957	Aa_G266330.h1.t1	XP_010498445.1, XP_010459698.1, XP_010477245.1
OG0006958	Aa_G556440.h1.t1	XP_010498496.1, XP_010477307.1, XP_010459748.1
OG0006959	Aa_G334150.h1.t1	XP_010498523.1, XP_010477335.1, XP_010462813.2
OG0006960	Aa_G33390.h1.t1	XP_010477346.1, XP_019090906.1, XP_010498533.1
OG0006961	Aa_G60690.h1.t1	XP_010459798.1, XP_010477362.1, XP_010498557.1
OG0006962	Aa_G374470.h1.t1	XP_010477404.1, XP_010498596.1, XP_010498597.1, XP_010459854.1
OG0006963	Aa_G374400.h1.t1	XP_010496502.1, XP_010459858.1
OG0006964	Aa_G444770.h1.t1	XP_010498639.1, XP_010477429.1, XP_010459904.1
OG0006965	Aa_G329470.h1.t1	XP_010477437.1, XP_010459908.1, XP_010498647.1
OG0006966	Aa_G329440.h1.t1	XP_010477440.1, XP_010459913.1, XP_010498649.1
OG0006967	Aa_G166170.h1.t1	XP_010477458.1, XP_010459933.1, XP_010498669.1
OG0006968	Aa_G254470.h1.t1	XP_010494587.1, XP_019088672.1
OG0006969	Aa_G342550.h1.t1	XP_010435111.1, XP_010435112.1, XP_010440452.1, XP_010450027.1
OG0006970	Aa_G245850.h1.t1	XP_010471186.1, XP_010428014.1, XP_010428012.1, XP_010415887.1
OG0006971	Aa_G297650.h1.t1	XP_010415837.1, XP_010471137.1, XP_010427954.1
OG0006972	Aa_G367170.h1.t1, Aa_G214060.h1.t1	XP_010415795.1, XP_010427915.1, XP_010471106.1
OG0006973	Aa_G510860.h1.t1	XP_010470998.1, XP_010497793.1, XP_010512063.1, XP_010415668.1
OG0006974	Aa_G332030.h1.t1	XP_010439083.1, XP_019088896.1, XP_010433812.1
OG0006975	Aa_G331990.h1.t1	XP_010448604.1, XP_010439079.1, XP_010436409.2
OG0006977	Aa_G433410.h1.t1	XP_010473538.1, XP_010430392.1, XP_010418318.1
OG0006978	Aa_G327990.h1.t1	XP_010430381.1, XP_010473533.1, XP_010473532.1, XP_010418311.1
OG0006979	Aa_G488330.h1.t1	XP_010430300.1, XP_010418240.1, XP_010473464.1
OG0006980	Aa_G489100.h1.t1	XP_010419457.1, XP_010430273.1, XP_010473447.1, XP_010418217.1
OG0006981	Aa_G320060.h1.t1, Aa_G400830.h1.t1	XP_010418145.1, XP_010473387.1, XP_010430192.1
OG0006982	Aa_G606580.h1.t1	XP_010473370.1, XP_010418130.1, XP_010430175.1
OG0006983	Aa_G475500.h1.t1	XP_019091731.1, XP_010478053.1, XP_010499203.1
OG0006984	Aa_G8550.h1.t1	XP_010474562.1, XP_010418057.2, XP_010430099.2
OG0006985	Aa_G271970.h1.t1	XP_010430091.1, XP_010506596.1, XP_010508072.1, XP_010518260.1, XP_010473127.1, XP_010474416.1
OG0006986	Aa_G11250.h1.t1, Aa_G11220.h1.t1	XP_010414752.1, XP_010470270.1
OG0006987	Aa_G681180.h1.t1	XP_010418466.1, XP_010430533.1, XP_010473665.1
OG0006989	Aa_G65860.h1.t1	XP_010430616.1, XP_010496629.1, XP_010473733.1
OG0006991	Aa_G160400.h1.t1	XP_010441567.1, XP_010494839.1, XP_010481437.1
OG0006992	Aa_G26240.h1.t1	XP_010441562.1, XP_010494843.1, XP_010481432.2
OG0006993	Aa_G26370.h1.t1	XP_010481420.1, XP_010441553.1, XP_010495772.1
OG0006994	Aa_G522870.h1.t1	XP_010481306.1, XP_010441438.1, XP_010494995.1
OG0006995	Aa_G63380.h1.t1	XP_010441427.1, XP_010481289.1, XP_010495002.1, XP_010497798.1
OG0006996	Aa_G63570.h1.t1	XP_019088723.1, XP_010495018.1, XP_010481265.1
OG0006997	Aa_G123790.h1.t1	XP_010494508.1, XP_010441844.1, XP_010481731.1, XP_010481724.1
OG0006998	Aa_G41980.h1.t1	XP_010455864.1, XP_010431438.1, XP_010422428.1
OG0006999	Aa_G628390.h1.t1	XP_010433086.1, XP_010447844.1, XP_010438291.1
OG0007000	Aa_G134300.h1.t1	XP_010447826.1, XP_010433075.1, XP_010438280.1
OG0007001	Aa_G57500.h1.t1	XP_010461602.1, XP_010479213.1, XP_010500314.1
OG0007002	Aa_G57590.h1.t1	XP_010461616.1, XP_010479227.1, XP_010500323.1
OG0007003	Aa_G564110.h1.t1	XP_010428501.1, XP_010416360.1, XP_019094180.1
OG0007004	Aa_G476930.h1.t1	XP_010416357.1, XP_010471597.1, XP_010428496.1
OG0007005	Aa_G477040.h1.t1	XP_010428487.1, XP_010471587.1, XP_010416348.1
OG0007006	Aa_G219270.h1.t1	XP_010431781.1, XP_010436942.1, XP_010446354.1
OG0007007	Aa_G137860.h1.t1	XP_010446403.1, XP_010436984.1, XP_010431838.1
OG0007008	Aa_G351910.h1.t1	XP_010431869.1, XP_010437016.1, XP_010446436.1
OG0007009	Aa_G472610.h1.t1	XP_010437062.1, XP_010431911.1, XP_010446486.1
OG0007010	Aa_G472620.h1.t1	XP_010431912.1, XP_010437064.1, XP_010446487.1
OG0007011	Aa_G294320.h1.t1	XP_010437141.1, XP_010446567.1
OG0007012	Aa_G95150.h1.t1	XP_010432030.1, XP_010437184.1, XP_010446622.1
OG0007013	Aa_G602840.h1.t1	XP_010446645.1, XP_019086186.1, XP_010437205.1, XP_019086134.1
OG0007014	Aa_G672590.h1.t1	XP_010432063.1, XP_010437233.1, XP_010446665.1
OG0007015	Aa_G746750.h1.t1	XP_010432080.1, XP_019088980.1, XP_019087206.1
OG0007016	Aa_G363200.h1.t1	XP_010432116.1, XP_010437290.1, XP_010446726.1
OG0007017	Aa_G223130.h1.t1	XP_010432144.1, XP_010446753.1, XP_010437315.1
OG0007018	Aa_G223120.h1.t1	XP_010446752.1, XP_010437314.1, XP_010432143.1
OG0007019	Aa_G179350.h1.t1	XP_010446813.1, XP_010432189.1, XP_010437364.1
OG0007020	Aa_G514630.h1.t1	XP_010432205.1, XP_010446845.1, XP_010437396.1
OG0007021	Aa_G376390.h1.t1	XP_010432236.1, XP_010437430.1, XP_010446883.1
OG0007022	Aa_G157040.h1.t1	XP_010437437.1, XP_010446888.1, XP_010432239.1
OG0007023	Aa_G426410.h1.t1, Aa_G174730.h1.t1	XP_010446912.1, XP_010432272.1
OG0007025	Aa_G720750.h1.t1	XP_010437520.1, XP_010432333.1, XP_010446977.1
OG0007027	Aa_G180410.h1.t1	XP_010447013.1, XP_010437544.1, XP_010432359.1
OG0007028	Aa_G385140.h1.t1	XP_010437560.1, XP_010432372.1, XP_010447027.1, XP_010452112.1
OG0007029	Aa_G557010.h1.t1	XP_010444967.1, XP_010436261.1, XP_010451049.1
OG0007030	Aa_G238230.h1.t1	XP_010432385.1, XP_010447043.1
OG0007031	Aa_G394960.h1.t1	XP_010432758.1, XP_010437939.1, XP_010447425.1
OG0007032	Aa_G394980.h1.t1	XP_010432753.1, XP_010437936.1, XP_010447420.1
OG0007033	Aa_G395060.h1.t1	XP_010432738.1, XP_010432741.1, XP_010432739.1, XP_010451087.1, XP_010437926.1
OG0007035	Aa_G596830.h1.t1, Aa_G424870.h1.t1	XP_010437889.1, XP_010432694.1, XP_010447370.1
OG0007036	Aa_G646990.h1.t1	XP_010437867.1, XP_019086197.1, XP_010447354.1
OG0007037	Aa_G440510.h1.t1	XP_010437852.1, XP_010432661.1, XP_010447343.1
OG0007039	Aa_G661860.h1.t1	XP_010417373.1, XP_010472622.1, XP_010429612.1
OG0007040	Aa_G432670.h1.t1	XP_010432617.1, XP_010437807.1, XP_010447291.1
OG0007041	Aa_G288240.h1.t1	XP_010437785.1, XP_010447265.1
OG0007042	Aa_G592040.h1.t1	XP_010437748.1, XP_010447223.1, XP_010432546.1
OG0007043	Aa_G105480.h1.t1	XP_010467167.1, XP_010413779.1, XP_010496029.1
OG0007044	Aa_G214750.h1.t1	XP_010437734.1, XP_010432529.1
OG0007045	Aa_G214610.h1.t1	XP_010437724.1, XP_019089284.1, XP_010432518.1
OG0007046	Aa_G776400.h1.t1	XP_010437703.1, XP_010447177.1, XP_010432498.1
OG0007047	Aa_G432450.h1.t1	XP_010437697.1, XP_010447172.1, XP_010432494.1
OG0007048	Aa_G857200.h1.t1	XP_019089292.1, XP_019088159.1, XP_019086628.1
OG0007049	Aa_G274320.h1.t1, Aa_G58570.h1.t1, Aa_G274330.h1.t1, Aa_G274350.h1.t1	XP_010437670.1, XP_010447146.1, XP_019086546.1
OG0007050	Aa_G274370.h1.t1	XP_010447138.1, XP_010432460.1, XP_010437667.1
OG0007052	Aa_G324980.h1.t1	XP_010447459.1, XP_010437971.1, XP_010432788.1
OG0007053	Aa_G32910.h1.t1	XP_010438053.1, XP_010432876.1, XP_010447583.1
OG0007054	Aa_G32940.h1.t1	XP_010438052.1, XP_010432878.1, XP_019089694.1
OG0007055	Aa_G33050.h1.t1	XP_010447613.1, XP_010445037.2, XP_010436315.1
OG0007056	Aa_G556830.h1.t1	XP_010432905.1, XP_010447617.1, XP_010438080.1
OG0007058	Aa_G190670.h1.t1	XP_010447640.1, XP_010438104.1, XP_010432925.1
OG0007059	Aa_G273420.h1.t1	XP_010447670.1, XP_010432944.1
OG0007060	Aa_G179060.h1.t1	XP_010468437.1, XP_010488461.1
OG0007061	Aa_G254690.h1.t1	XP_010466806.1, XP_010513313.1, XP_010488514.1
OG0007062	Aa_G187150.h1.t1	XP_010471281.1, XP_010416007.1, XP_010428142.1
OG0007063	Aa_G586150.h1.t1, Aa_G199210.h1.t1	XP_010471263.1, XP_010415981.1, XP_010428119.2
OG0007064	Aa_G252170.h1.t1	XP_010428085.1, XP_010414840.1, XP_010471240.1
OG0007066	Aa_G62290.h1.t1	XP_010460140.1, XP_010498864.1, XP_010477647.1
OG0007067	Aa_G352720.h1.t1, Aa_G352710.h1.t1	XP_010477748.1, XP_010498953.1, XP_010460205.1
OG0007068	Aa_G191480.h1.t1	XP_010417371.1, XP_010472620.2, XP_010429609.1
OG0007069	Aa_G46570.h1.t1	XP_010456104.1, XP_010422669.1, XP_010428974.1
OG0007070	Aa_G347430.h1.t1	XP_010456151.1, XP_010422713.1, XP_010428375.1
OG0007071	Aa_G78380.h1.t1	XP_019090180.1, XP_010428132.1, XP_010422733.1
OG0007072	Aa_G67820.h1.t1	XP_010422750.1, XP_010456190.1
OG0007073	Aa_G53400.h1.t1	XP_019084424.1, XP_010456213.1, XP_010427775.1
OG0007074	Aa_G53260.h1.t1	XP_010456231.1, XP_010427558.1, XP_010422798.1
OG0007075	Aa_G425520.h1.t1	XP_019085043.1, XP_010419620.1
OG0007076	Aa_G242350.h1.t1	XP_010426737.1, XP_010496906.2, XP_010456310.1, XP_010424034.1
OG0007077	Aa_G136080.h1.t1	XP_010500191.1, XP_010461477.1, XP_010479077.1, XP_010456331.1, XP_010419528.1, XP_010426491.1
OG0007078	Aa_G36370.h1.t1	XP_019100999.1, XP_010497301.1, XP_010506001.1, XP_010517709.2
OG0007079	Aa_G396200.h1.t1	XP_010499172.1, XP_019098541.1, XP_010478016.1, XP_019091669.1, XP_019098597.1
OG0007080	Aa_G160660.h1.t1	XP_010436407.1, XP_010448596.1, XP_010439072.1, XP_010436408.1
OG0007081	Aa_G112100.h1.t1	XP_010433257.1, XP_010438499.1, XP_010448023.1
OG0007082	Aa_G6490.h1.t1	XP_010457241.1, XP_010501285.2, XP_010480318.1
OG0007083	Aa_G306630.h1.t1	XP_010501459.1
OG0007084	Aa_G126400.h1.t1	XP_019097837.1, XP_019095099.1, XP_019091510.1
OG0007085	Aa_G343580.h1.t1	XP_010476888.1, XP_010459327.1, XP_019095327.1
OG0007086	Aa_G62360.h1.t1	XP_019095451.1, XP_019091038.1, XP_019094439.1
OG0007087	Aa_G617600.h1.t1	XP_010499023.1, XP_010460291.1, XP_010477843.1
OG0007088	Aa_G474470.h1.t1	XP_019091246.1, XP_019091247.1, XP_010477993.1, XP_019097243.1
OG0007089	Aa_G61730.h1.t1	XP_010478020.1, XP_010460458.1, XP_010499175.1
OG0007090	Aa_G613120.h1.t1	XP_010460480.1, XP_010478048.1, XP_010499195.1
OG0007093	Aa_G199370.h1.t1	XP_010428135.1, XP_010415999.1
OG0007096	Aa_G251380.h1.t1	XP_010424857.1, XP_010513837.1, XP_010502086.1
OG0007097	Aa_G409700.h1.t1, Aa_G207100.h1.t1	XP_010502460.1, XP_010425231.1, XP_010514200.1
OG0007098	Aa_G486860.h1.t1	XP_010425696.1, XP_010514620.1, XP_010502912.1
OG0007099	Aa_G263580.h1.t1	XP_010514674.1, XP_010425772.1, XP_010502999.1
OG0007102	Aa_G300310.h1.t1	XP_010503925.1, XP_010515658.1, XP_010426807.1
OG0007103	Aa_G622340.h1.t1, Aa_G622320.h1.t1	XP_010426954.1, XP_010504075.1, XP_010412750.1
OG0007105	Aa_G280240.h1.t1	XP_010454104.1, XP_010492866.1, XP_010420624.1
OG0007107	Aa_G3390.h1.t1	XP_010455348.1, XP_010421856.1, XP_010438342.1, XP_010455347.1, XP_010421855.1
OG0007108	Aa_G409240.h1.t1	XP_010434174.1, XP_010455590.1, XP_019084736.1
OG0007109	Aa_G356880.h1.t1	XP_010511721.1
OG0007110	Aa_G5820.h1.t1	XP_010433561.1, XP_010448331.1, XP_010438808.1
OG0007112	Aa_G244590.h1.t1	XP_010436489.1, XP_019089107.1, XP_010445284.1
OG0007114	Aa_G208130.h1.t1	XP_019087764.1, XP_010494807.1, XP_019095555.1, XP_019087762.1, XP_019087556.1
OG0007115	Aa_G102200.h1.t1	XP_010493639.1, XP_010482071.1, XP_010442245.1
OG0007128	Aa_G336800.h1.t1	XP_010413180.1, XP_010513800.1, XP_010473748.1
OG0007129	Aa_G360260.h1.t1	XP_010433946.1, XP_010448779.1
