Orthogroup	Arabis_alpina	Noccaea_praecox
OG0008776	Aa_G18150.h1.t1	Np006G3591900
OG0008777	Aa_G18190.h1.t1	Np006G3593000
OG0008778	Aa_G60070.h1.t1	Np006G3595800
OG0008779	Aa_G627890.h1.t1	Np006G3596200
OG0008780	Aa_G324760.h1.t1	Np006G3598700
OG0008781	Aa_G832170.h1.t1	Np006G3599000
OG0008782	Aa_G707890.h1.t1	Np006G3599100
OG0008784	Aa_G243140.h1.t1	Np006G3599900
OG0008785	Aa_G412140.h1.t1	Np006G3600600
OG0008786	Aa_G763050.h1.t1	Np006G3601500
OG0008787	Aa_G541560.h1.t1	Np006G3605900
OG0008788	Aa_G465370.h1.t1	Np006G3424200
OG0008789	Aa_G85620.h1.t1	Np006G3520200
OG0008790	Aa_G135350.h1.t1	Np006G3517000
OG0008791	Aa_G597530.h1.t1	Np006G3514300
OG0008793	Aa_G35360.h1.t1	Np006G3526300
OG0008794	Aa_G249090.h1.t1	Np006G3530800, Np006G3477400
OG0008795	Aa_G159340.h1.t1	Np006G3534200, Np006G3473100
OG0008796	Aa_G159360.h1.t1	Np006G3534300, Np006G3472900
OG0008797	Aa_G365420.h1.t1	Np006G3470400, Np006G3537600, Np001G0497000
OG0008798	Aa_G561800.h1.t1	Np006G3545000, Np006G3485700
OG0008799	Aa_G589110.h1.t1	Np006G3546400, Np006G3483000
OG0008800	Aa_G589100.h1.t1	Np006G3546500, Np006G3482900
OG0008801	Aa_G359460.h1.t1	Np006G3481800, Np006G3547600
OG0008802	Aa_G343110.h1.t1	Np006G3548400
OG0008803	Aa_G343080.h1.t1	Np006G3549300
OG0008804	Aa_G167510.h1.t1	Np006G3550900
OG0008805	Aa_G167460.h1.t1	Np006G3551600
OG0008806	Aa_G445710.h1.t1	Np006G3555500
OG0008807	Aa_G154800.h1.t1	Np006G3556000
OG0008809	Aa_G346370.h1.t1	Np006G3561000
OG0008810	Aa_G117140.h1.t1	Np006G3569500
OG0008811	Aa_G243720.h1.t1	Np006G3565800
OG0008812	Aa_G356310.h3.t1, Aa_G356310.h1.t1, Aa_G356310.h2.t1, Aa_G126880.h1.t1	Np005G3079500
OG0008814	Aa_G183710.h1.t1	Np006G3573600
OG0008815	Aa_G183620.h1.t1	Np006G3577500
OG0008818	Aa_G208740.h1.t1	Np008G4280300, Np006G3498100
OG0008820	Aa_G208660.h1.t1	Np001G0641600
OG0008821	Aa_G208550.h1.t1	Np001G0414600
OG0008824	Aa_G316920.h1.t1	Np001G0408500
OG0008825	Aa_G756680.h1.t1	Np001G0407300
OG0008826	Aa_G756660.h1.t1	Np001G0407000
OG0008827	Aa_G215260.h1.t1	Np005G2822200
OG0008828	Aa_G215380.h1.t1	Np001G0400800
OG0008829	Aa_G133010.h1.t1	Np003G1851900
OG0008830	Aa_G166570.h1.t1, Aa_G7900.h1.t1, Aa_G353780.h1.t1	Np005G2811400
OG0008832	Aa_G90930.h1.t1	Np005G2808900
OG0008833	Aa_G29460.h1.t1	Np004G2003100
OG0008834	Aa_G29450.h1.t1	Np004G2003200
OG0008835	Aa_G29390.h1.t1	Np004G2004700, Np005G3086000
OG0008836	Aa_G332830.h1.t1	Np004G2006200
OG0008837	Aa_G332880.h1.t1	Np004G2007300
OG0008838	Aa_G513960.h1.t1	Np004G2008000
OG0008839	Aa_G128490.h1.t1, Aa_G128480.h1.t1	Np004G2019100
OG0008840	Aa_G767080.h1.t1	Np004G2015800
OG0008841	Aa_G171130.h1.t1	Np004G2011400
OG0008842	Aa_G130860.h1.t1	Np004G2105700
OG0008843	Aa_G130720.h1.t1	Np004G2107100
OG0008844	Aa_G48130.h1.t1	Np004G2109800
OG0008845	Aa_G77040.h1.t1	Np007G3878400
OG0008846	Aa_G329880.h1.t1	Np004G2112100
OG0008847	Aa_G472920.h1.t1	Np004G2113800, Np005G2668800
OG0008848	Aa_G456660.h1.t1	Np004G2118300
OG0008849	Aa_G348080.h1.t1	Np004G2121200
OG0008850	Aa_G348090.h1.t1	Np004G2121300
OG0008851	Aa_G348140.h1.t1	Np004G2123400
OG0008852	Aa_G108440.h1.t1	Np004G2128500
OG0008853	Aa_G589230.h1.t1	Np001G0165800
OG0008854	Aa_G108350.h1.t1	Np004G2129500
OG0008855	Aa_G248910.h1.t1	Np004G2131400
OG0008856	Aa_G248850.h1.t1	Np004G2132400
OG0008857	Aa_G28330.h1.t1	Np004G2136500
OG0008858	Aa_G279730.h1.t1	Np004G2141900
OG0008859	Aa_G279760.h1.t1	Np004G2142300
OG0008860	Aa_G216310.h1.t1	Np004G2144200
OG0008861	Aa_G216400.h1.t1	Np004G2145900
OG0008862	Aa_G476230.h1.t1	Np004G2147300
OG0008863	Aa_G476180.h1.t1	Np004G2012100
OG0008864	Aa_G355740.h1.t1	Np004G2149400
OG0008866	Aa_G414300.h1.t1	Np004G2155400
OG0008867	Aa_G442850.h1.t1	Np003G1728400
OG0008868	Aa_G434750.h1.t1	Np004G2160800
OG0008869	Aa_G194310.h1.t1	Np004G2170900
OG0008870	Aa_G194180.h1.t1	Np004G2175300
OG0008871	Aa_G109250.h1.t1	Np004G2051000
OG0008872	Aa_G16490.h1.t1	Np004G2054300
OG0008873	Aa_G52130.h1.t1	Np006G3407200
OG0008874	Aa_G435350.h1.t1	Np001G0254200
OG0008875	Aa_G146270.h1.t1, Aa_G146260.h1.t1	Np001G0251200
OG0008876	Aa_G480380.h1.t1	Np001G0246600
OG0008877	Aa_G122740.h1.t1, Aa_G2350.h1.t1	Np001G0681600
OG0008878	Aa_G147090.h1.t1	Np001G0011500
OG0008879	Aa_G147120.h1.t1	Np001G0011700
OG0008880	Aa_G147140.h1.t1	Np001G0012000
OG0008881	Aa_G180820.h1.t1	Np001G0015000
OG0008882	Aa_G180840.h1.t1	Np001G0015200
OG0008883	Aa_G696710.h1.t1	Np001G0015400
OG0008884	Aa_G649310.h1.t1	Np001G0016000
OG0008885	Aa_G482310.h1.t1	Np001G0017100
OG0008886	Aa_G165770.h1.t1	Np001G0019500
OG0008887	Aa_G383180.h1.t1	Np001G0020100
OG0008888	Aa_G23650.h1.t1	Np005G2668500, Np001G0022600
OG0008889	Aa_G23570.h1.t1	Np001G0023500
OG0008890	Aa_G23470.h1.t1	Np001G0024500
OG0008891	Aa_G81340.h1.t1	Np001G0027900
OG0008892	Aa_G81370.h1.t1	Np001G0028300
OG0008893	Aa_G81470.h1.t1	Np001G0029100
OG0008894	Aa_G37270.h1.t1	Np001G0032800
OG0008895	Aa_G37130.h1.t1	Np001G0035500
OG0008897	Aa_G681050.h1.t1	Np001G0035800
OG0008898	Aa_G704380.h1.t1	Np001G0036800
OG0008899	Aa_G20740.h1.t1	Np001G0600400, Np001G0037800
OG0008900	Aa_G20840.h1.t1	Np001G0039600
OG0008901	Aa_G21050.h1.t1	Np001G0042300
OG0008902	Aa_G51570.h1.t1	Np001G0046400
OG0008903	Aa_G51690.h1.t1	Np001G0047900
OG0008904	Aa_G268300.h1.t1	Np001G0050700
OG0008905	Aa_G76210.h1.t1	Np001G0052000
OG0008906	Aa_G76150.h1.t1	Np001G0052600
OG0008907	Aa_G76070.h1.t1	Np001G0053500
OG0008909	Aa_G75160.h1.t1	Np001G0059000
OG0008910	Aa_G75330.h1.t1	Np001G0060900
OG0008911	Aa_G472750.h1.t1	Np001G0062200
OG0008912	Aa_G406280.h1.t1	Np001G0067500
OG0008913	Aa_G406190.h1.t1	Np001G0068500
OG0008914	Aa_G406150.h1.t1	Np001G0069000
OG0008915	Aa_G621050.h1.t1	Np001G0069600, Np001G0069900
OG0008916	Aa_G13780.h1.t1	Np001G0071000
OG0008917	Aa_G13680.h1.t1	Np001G0072100
OG0008918	Aa_G13630.h1.t1	Np001G0072600
OG0008919	Aa_G13490.h1.t1	Np001G0073900
OG0008920	Aa_G13430.h1.t1	Np001G0075000
OG0008921	Aa_G315980.h1.t1	Np001G0075500
OG0008922	Aa_G131080.h1.t1	Np001G0077800
OG0008923	Aa_G131180.h1.t1	Np001G0079100
OG0008924	Aa_G61400.h1.t1	Np001G0084400
OG0008925	Aa_G61430.h1.t1	Np001G0084800
OG0008926	Aa_G61540.h1.t1	Np001G0086200
OG0008927	Aa_G435180.h1.t1	Np001G0087300
OG0008928	Aa_G257110.h1.t1, Aa_G664910.h1.t1	Np001G0092100
OG0008929	Aa_G94980.h1.t1	Np001G0095500
OG0008930	Aa_G98000.h1.t1, Aa_G560750.h1.t1	Np001G0100200
OG0008931	Aa_G97890.h1.t1	Np001G0102000
OG0008932	Aa_G97870.h1.t1	Np001G0102500
OG0008933	Aa_G104830.h1.t1	Np001G0103900
OG0008934	Aa_G104810.h1.t1	Np001G0104300
OG0008935	Aa_G143310.h1.t1	Np001G0105700
OG0008936	Aa_G143290.h1.t1	Np001G0106200
OG0008937	Aa_G143240.h1.t1	Np001G0106900
OG0008938	Aa_G475070.h1.t1	Np001G0110700
OG0008939	Aa_G46110.h1.t1	Np001G0114100
OG0008940	Aa_G45460.h1.t1	Np001G0117500
OG0008942	Aa_G45280.h1.t1	Np001G0118900
OG0008943	Aa_G45260.h1.t1	Np001G0119300
OG0008944	Aa_G392310.h1.t1	Np001G0120100
OG0008945	Aa_G596580.h1.t1	Np001G0122600
OG0008946	Aa_G596560.h1.t1	Np001G0122800
OG0008947	Aa_G398080.h1.t1	Np001G0124600
OG0008948	Aa_G398040.h1.t1	Np001G0125200
OG0008949	Aa_G267300.h1.t1	Np001G0126500
OG0008950	Aa_G70620.h1.t1	Np001G0128100
OG0008951	Aa_G539340.h1.t1	Np001G0133700
OG0008952	Aa_G574350.h1.t1	Np001G0134900
OG0008953	Aa_G112850.h1.t1	Np001G0138300
OG0008954	Aa_G181300.h1.t1	Np003G1476000
OG0008955	Aa_G181250.h1.t1	Np003G1477400
OG0008956	Aa_G181230.h1.t1	Np003G1476500
OG0008957	Aa_G181220.h1.t1	Np003G1476400
OG0008958	Aa_G181200.h1.t1	Np003G1476300
OG0008959	Aa_G181180.h1.t1	Np003G1476100
OG0008960	Aa_G478110.h1.t1	Np003G1478100
OG0008961	Aa_G478100.h1.t1	Np003G1478200
OG0008962	Aa_G478090.h1.t1	Np003G1478300
OG0008964	Aa_G68410.h1.t1	Np003G1481300
OG0008965	Aa_G68210.h1.t1, Aa_G171800.h1.t1	Np003G1483800
OG0008967	Aa_G68130.h1.t1	Np003G1484500
OG0008970	Aa_G15350.h1.t1	Np003G1490200
OG0008971	Aa_G501670.h1.t1	Np003G1491600
OG0008972	Aa_G501650.h1.t1	Np003G1491800
OG0008973	Aa_G633680.h1.t1	Np003G1493200
OG0008974	Aa_G404790.h1.t1	Np003G1493700
OG0008975	Aa_G404750.h1.t1	Np003G1494400
OG0008976	Aa_G404710.h1.t1	Np003G1494900
OG0008977	Aa_G9040.h1.t1	Np003G1498500
OG0008978	Aa_G8860.h1.t1	Np003G1499800
OG0008980	Aa_G459150.h1.t1	Np003G1504000
OG0008981	Aa_G707140.h1.t1	Np003G1504300
OG0008982	Aa_G173880.h1.t1	Np003G1507500
OG0008983	Aa_G88180.h1.t1	Np003G1621400, Np003G1621300
OG0008984	Aa_G815710.h1.t1	Np003G1510000
OG0008985	Aa_G583140.h1.t1	Np003G1513100
OG0008986	Aa_G127220.h1.t1	Np003G1514800
OG0008987	Aa_G362180.h1.t1	Np003G1519200
OG0008988	Aa_G234760.h1.t1	Np003G1520400
OG0008989	Aa_G33930.h1.t1	Np003G1523100
OG0008990	Aa_G33900.h1.t1	Np003G1523400
OG0008991	Aa_G821710.h1.t1	Np003G1525700
OG0008993	Aa_G448470.h1.t1	Np003G1526000
OG0008995	Aa_G225480.h1.t1	Np003G1535200
OG0008996	Aa_G345580.h1.t1	Np003G1537000
OG0008997	Aa_G345630.h1.t1	Np003G1537300
OG0008999	Aa_G93990.h1.t1	Np003G1541900
OG0009000	Aa_G344380.h1.t1	Np003G1545700
OG0009001	Aa_G344260.h1.t1	Np003G1547000
OG0009002	Aa_G31490.h1.t1	Np003G1548800
OG0009003	Aa_G327720.h1.t1, Aa_G521170.h1.t1	Np004G2344600
OG0009004	Aa_G31610.h1.t1	Np003G1550200
OG0009005	Aa_G343750.h1.t1	Np002G0733200
OG0009006	Aa_G31740.h1.t1	Np003G1552000
OG0009007	Aa_G228170.h1.t1	Np003G1557200
OG0009008	Aa_G575500.h1.t1	Np003G1558500
OG0009009	Aa_G307420.h1.t1	Np003G1560600
OG0009010	Aa_G307350.h1.t1	Np003G1561400
OG0009011	Aa_G307330.h1.t1	Np003G1561900
OG0009012	Aa_G69070.h1.t1	Np003G1563200
OG0009013	Aa_G69040.h1.t1	Np003G1563400
OG0009014	Aa_G69030.h1.t1	Np003G1563600
OG0009015	Aa_G641870.h1.t1	Np003G1566800
OG0009016	Aa_G197800.h1.t1	Np003G1567300
OG0009017	Aa_G355120.h1.t1	Np003G1569100
OG0009018	Aa_G21900.h1.t1	Np003G1569700
OG0009019	Aa_G21980.h1.t1	Np003G1571400
OG0009020	Aa_G22010.h1.t1	Np003G1571800
OG0009021	Aa_G22200.h1.t1	Np003G1574000
OG0009022	Aa_G232840.h1.t1	Np003G1574500
OG0009023	Aa_G242720.h1.t1	Np003G1579600
OG0009024	Aa_G242680.h1.t1	Np003G1579800
OG0009025	Aa_G216620.h1.t1	Np003G1582100
OG0009026	Aa_G216550.h1.t1	Np003G1581000
OG0009027	Aa_G441210.h1.t1	Np003G1585600
OG0009028	Aa_G441220.h1.t1	Np003G1586200
OG0009029	Aa_G673800.h1.t1	Np003G1587000
OG0009031	Aa_G48520.h1.t1	Np003G1593900
OG0009032	Aa_G48430.h1.t1	Np003G1595400
OG0009034	Aa_G442060.h1.t1	Np003G1603900
OG0009036	Aa_G441950.h1.t1	Np003G1605100
OG0009037	Aa_G483090.h1.t1	Np003G1606400
OG0009038	Aa_G489810.h1.t1	Np003G1607500
OG0009039	Aa_G225230.h1.t1	Np001G0505100
OG0009040	Aa_G102540.h1.t1	Np001G0502100
OG0009041	Aa_G102560.h1.t1	Np001G0501900
OG0009042	Aa_G608650.h1.t1	Np001G0499500
OG0009043	Aa_G712080.h1.t1, Aa_G411730.h1.t1	Np001G0499000
OG0009044	Aa_G106860.h1.t1	Np001G0496100
OG0009045	Aa_G426080.h1.t1	Np001G0494200
OG0009046	Aa_G184110.h1.t1	Np003G1624000
OG0009047	Aa_G54480.h1.t1	Np003G1625100
OG0009048	Aa_G99730.h1.t1	Np003G1867900
OG0009049	Aa_G188870.h1.t1	Np003G1860800
OG0009050	Aa_G35760.h1.t1	Np006G3633900
OG0009051	Aa_G275580.h1.t1	Np003G1333600
OG0009053	Aa_G277400.h1.t1	Np002G1246600
OG0009054	Aa_G386470.h1.t1	Np003G1325600
OG0009055	Aa_G420750.h1.t1	Np003G1323500
OG0009056	Aa_G414690.h1.t1	Np003G1320100
OG0009057	Aa_G414740.h1.t1	Np003G1318100, Np003G1319700
OG0009058	Aa_G414850.h1.t1	Np003G1316600
OG0009059	Aa_G209780.h1.t1	Np003G1315800
OG0009060	Aa_G449390.h1.t1	Np003G1463200
OG0009061	Aa_G449380.h1.t1	Np003G1460700, Np003G1463100
OG0009062	Aa_G233430.h1.t1	Np004G2094700
OG0009063	Aa_G195310.h1.t1	Np003G1313600
OG0009064	Aa_G431800.h1.t1	Np004G2095200
OG0009065	Aa_G195260.h1.t1	Np003G1312600, Np004G2360000
OG0009066	Aa_G195250.h1.t1	Np003G1312500
OG0009068	Aa_G526550.h1.t1	Np003G1307000
OG0009069	Aa_G464260.h1.t1	Np003G1306000
OG0009070	Aa_G170410.h1.t1	Np003G1304800
OG0009071	Aa_G170460.h1.t1	Np003G1304300
OG0009072	Aa_G170570.h1.t1	Np003G1302800
OG0009073	Aa_G353300.h1.t1	Np003G1300200
OG0009074	Aa_G353310.h1.t1	Np003G1300100
OG0009075	Aa_G374580.h1.t1, Aa_G757360.h1.t1	Np006G3280000
OG0009076	Aa_G634260.h1.t1	Np003G1298600
OG0009077	Aa_G303900.h1.t1	Np003G1297400
OG0009078	Aa_G303890.h1.t1	Np003G1297300
OG0009079	Aa_G331800.h1.t1	Np003G1294700
OG0009080	Aa_G73110.h1.t1	Np003G1290400
OG0009081	Aa_G181590.h1.t1	Np003G1288800
OG0009082	Aa_G191770.h1.t1	Np003G1287700
OG0009083	Aa_G140710.h1.t1	Np003G1287000
OG0009084	Aa_G299910.h1.t1	Np003G1894000
OG0009085	Aa_G259010.h1.t1	Np003G1285100
OG0009086	Aa_G259060.h1.t1	Np003G1284400
OG0009087	Aa_G337170.h1.t1	Np003G1283700
OG0009088	Aa_G226350.h1.t1	Np003G1282600
OG0009089	Aa_G226380.h1.t1	Np003G1282200
OG0009090	Aa_G226400.h1.t1	Np003G1281800
OG0009091	Aa_G124240.h1.t1	Np003G1716400
OG0009092	Aa_G519960.h1.t1	Np003G1281100
OG0009093	Aa_G625630.h1.t1	Np003G1279500
OG0009094	Aa_G170070.h1.t1	Np003G1279400
OG0009095	Aa_G259900.h1.t1	Np003G1275300
OG0009096	Aa_G456290.h1.t1	Np003G1273900
OG0009097	Aa_G451910.h1.t1	Np003G1273100
OG0009098	Aa_G260820.h1.t1	Np003G1270800
OG0009099	Aa_G462870.h1.t1	Np004G2031000
OG0009100	Aa_G506860.h1.t1	Np003G1267600
OG0009101	Aa_G85270.h1.t1	Np003G1265600
OG0009102	Aa_G274570.h1.t1	Np003G1264300
OG0009103	Aa_G18880.h1.t1	Np003G1262500
OG0009104	Aa_G18710.h1.t1	Np003G1261300
OG0009105	Aa_G53900.h1.t1	Np003G1253200
OG0009106	Aa_G626120.h1.t1	Np003G1252700
OG0009108	Aa_G264680.h1.t1	Np003G1251600
OG0009109	Aa_G264640.h1.t1	Np003G1251200
OG0009110	Aa_G264650.h1.t1	Np003G1251300
OG0009111	Aa_G271690.h1.t1	Np003G1248800
OG0009112	Aa_G266760.h1.t1	Np005G3180500
OG0009113	Aa_G352850.h1.t1	Np005G3183300
OG0009114	Aa_G427080.h1.t1, Aa_G924840.h1.t1	Np005G3183400
OG0009115	Aa_G370870.h1.t1	Np005G3186100
OG0009115	Aa_G120870.h1.t1	Np001G0216100
OG0009116	Aa_G298380.h1.t1	Np005G3187800
OG0009117	Aa_G298350.h1.t1	Np005G3188100
OG0009118	Aa_G298330.h1.t1	Np005G3188300
OG0009119	Aa_G258610.h1.t1	Np002G1060300
OG0009120	Aa_G184950.h1.t1	Np005G3201900
OG0009121	Aa_G238990.h1.t1	Np002G0703900
OG0009122	Aa_G239030.h1.t1	Np002G0703100
OG0009123	Aa_G239080.h1.t1	Np002G0702600
OG0009126	Aa_G389050.h1.t1, Aa_G389010.h1.t1	Np002G0705200
OG0009127	Aa_G385750.h1.t1	Np002G0705400
OG0009128	Aa_G385730.h1.t1	Np002G0705700
OG0009129	Aa_G385680.h1.t1	Np005G3096700
OG0009130	Aa_G497480.h1.t1	Np002G0706900
OG0009131	Aa_G312130.h1.t1	Np002G0707800
OG0009132	Aa_G410440.h1.t1	Np002G0710000
OG0009134	Aa_G21560.h1.t1, Aa_G21550.h1.t1, Aa_G21540.h1.t1	Np002G0711400
OG0009135	Aa_G21570.h1.t1	Np002G0711500
OG0009136	Aa_G21710.h1.t1	Np002G0713300
OG0009137	Aa_G462540.h1.t1	Np002G0714400
OG0009138	Aa_G293620.h1.t1	Np002G0716100
OG0009139	Aa_G293640.h1.t1	Np002G0716300
OG0009140	Aa_G293680.h1.t1	Np002G0716800
OG0009141	Aa_G145410.h1.t1	Np002G0721200
OG0009142	Aa_G444610.h1.t1	Np002G0726100
OG0009143	Aa_G293080.h1.t1	Np002G0728000
OG0009144	Aa_G457950.h1.t1	Np002G0730000
OG0009145	Aa_G335470.h1.t1	Np002G0731200
OG0009146	Aa_G656430.h1.t1	Np002G0732500
OG0009147	Aa_G470670.h1.t1	Np002G0734400
OG0009148	Aa_G470690.h1.t1	Np002G0734700
OG0009149	Aa_G780420.h1.t1, Aa_G780430.h1.t1, Aa_G476910.h1.t1	Np002G0734800
OG0009150	Aa_G197890.h1.t1	Np002G0738300
OG0009151	Aa_G204350.h1.t1, Aa_G424920.h1.t1, Aa_G139250.h1.t1	Np002G0739200
OG0009152	Aa_G526860.h1.t1	Np002G0743400
OG0009153	Aa_G17970.h1.t1, Aa_G697310.h1.t1	Np001G0436800
OG0009154	Aa_G121560.h1.t1	Np002G0744900
OG0009155	Aa_G121500.h1.t1	Np002G0745700
OG0009156	Aa_G129240.h1.t1	Np002G0750100
OG0009157	Aa_G129210.h1.t1	Np002G0750200
OG0009158	Aa_G104290.h1.t1	Np002G0751700
OG0009159	Aa_G104360.h1.t1	Np002G0752300
OG0009160	Aa_G215640.h1.t1	Np002G0753800
OG0009161	Aa_G215530.h1.t1	Np002G0755100
OG0009163	Aa_G111080.h1.t1	Np002G0763900
OG0009164	Aa_G111140.h1.t1	Np002G0764300
OG0009165	Aa_G315340.h1.t1	Np002G0766500, Np003G1597600, Np003G1598900
OG0009166	Aa_G87830.h1.t1	Np002G0769000
OG0009167	Aa_G184680.h1.t1	Np004G1917500
OG0009168	Aa_G472300.h1.t1	Np005G3120400, Np007G4063900
OG0009169	Aa_G410800.h1.t1	Np002G0771000
OG0009170	Aa_G281660.h1.t1	Np002G0771600
OG0009171	Aa_G64900.h1.t1	Np002G0776500
OG0009172	Aa_G105510.h1.t1	Np007G3801300
OG0009173	Aa_G348760.h1.t1	Np002G0781100
OG0009174	Aa_G348830.h1.t1	Np002G0782000
OG0009175	Aa_G348870.h1.t1	Np002G0782400
OG0009176	Aa_G344750.h1.t1	Np007G3757100
OG0009177	Aa_G580080.h1.t1	Np007G3756900
OG0009178	Aa_G329650.h1.t1	Np007G3755600
OG0009179	Aa_G249550.h1.t1	Np007G3752400
OG0009180	Aa_G52920.h1.t1	Np001G0510200
OG0009181	Aa_G123450.h1.t1	Np003G1632400
OG0009182	Aa_G123460.h1.t1	Np003G1632300
OG0009183	Aa_G123490.h1.t1	Np003G1631800
OG0009184	Aa_G205500.h1.t1	Np004G1901100
OG0009185	Aa_G108920.h1.t1	Np004G1904000
OG0009186	Aa_G109000.h1.t1	Np004G1905100
OG0009187	Aa_G109080.h1.t1	Np004G1905800, Np004G1905000
OG0009188	Aa_G600240.h2.t1, Aa_G600240.h1.t1	Np004G1907700
OG0009189	Aa_G231460.h1.t1	Np004G1912300
OG0009190	Aa_G272680.h1.t1	Np004G1913200
OG0009191	Aa_G610360.h1.t1	Np004G1920600
OG0009192	Aa_G127770.h1.t1	Np004G1924400
OG0009193	Aa_G127750.h1.t1	Np004G1924600
OG0009194	Aa_G504530.h1.t1	Np004G1925000
OG0009196	Aa_G74250.h1.t1	Np004G1928500
OG0009197	Aa_G74230.h1.t1	Np004G1928700
OG0009198	Aa_G74200.h1.t1	Np004G1929900, Np004G1928900
OG0009199	Aa_G81890.h1.t1	Np002G0890800, Np002G0891600
OG0009200	Aa_G674980.h1.t1	Np004G1933600
OG0009201	Aa_G354190.h1.t1	Np006G3397200
OG0009202	Aa_G550060.h1.t1	Np006G3396800
OG0009203	Aa_G177470.h1.t1	Np006G3395100
OG0009204	Aa_G177500.h1.t1	Np006G3394800
OG0009206	Aa_G450890.h1.t1	Np005G2796100
OG0009207	Aa_G159720.h1.t1	Np006G3382600
OG0009209	Aa_G191950.h1.t1	Np001G0447000
OG0009210	Aa_G311700.h1.t1	Np001G0442900
OG0009211	Aa_G486900.h1.t1	Np001G0193000
OG0009212	Aa_G90110.h1.t1	Np003G1750200
OG0009213	Aa_G584320.h1.t1, Aa_G73960.h1.t1	Np003G1737000
OG0009214	Aa_G636610.h1.t1	Np003G1648500
OG0009215	Aa_G241690.h1.t1	Np005G3107900, Np005G3106200
OG0009216	Aa_G679810.h1.t1	Np005G3096200
OG0009217	Aa_G452230.h1.t1	Np005G3101700
OG0009218	Aa_G255350.h1.t1	Np005G3074400
OG0009219	Aa_G168490.h1.t1	Np005G3075400
OG0009220	Aa_G66690.h1.t1	Np005G3088900
OG0009221	Aa_G250880.h1.t1	Np005G3060300
OG0009222	Aa_G250850.h1.t1	Np005G3059700
OG0009223	Aa_G294480.h1.t1	Np005G2625900
OG0009224	Aa_G31010.h1.t1	Np005G3043000
OG0009225	Aa_G31060.h1.t1	Np005G3042400
OG0009226	Aa_G764510.h1.t1	Np005G3035300
OG0009227	Aa_G601610.h1.t1	Np005G3034400
OG0009228	Aa_G496680.h1.t1	Np005G3028900
OG0009229	Aa_G37860.h1.t1	Np005G3027900
OG0009230	Aa_G341720.h1.t1	Np002G0816400
OG0009231	Aa_G341760.h1.t1	Np002G0815900
OG0009232	Aa_G341810.h1.t1	Np002G0815000
OG0009233	Aa_G640620.h1.t1	Np002G0814200
OG0009234	Aa_G524710.h1.t1	Np002G0810800
OG0009235	Aa_G577500.h1.t1	Np002G0810200
OG0009237	Aa_G30350.h1.t1	Np002G0802000
OG0009238	Aa_G30440.h1.t1	Np002G0806700, Np002G0800900
OG0009239	Aa_G98840.h1.t1	Np002G0797000
OG0009240	Aa_G98850.h1.t1	Np002G0796600
OG0009241	Aa_G177250.h1.t1	Np001G0167000
OG0009242	Aa_G449830.h1.t1	Np002G0794700
OG0009243	Aa_G283740.h1.t1	Np002G0793400
OG0009244	Aa_G423720.h1.t1	Np002G0888700
OG0009245	Aa_G299440.h1.t1	Np002G0883100
OG0009246	Aa_G305270.h1.t1	Np002G0878800
OG0009247	Aa_G283330.h1.t1	Np002G0876200
OG0009248	Aa_G317520.h1.t1	Np002G0873300
OG0009249	Aa_G55500.h1.t1	Np005G2763500
OG0009250	Aa_G317860.h1.t1	Np005G2761400
OG0009251	Aa_G317830.h1.t1	Np005G2761200
OG0009253	Aa_G23870.h1.t1	Np005G2758800
OG0009254	Aa_G186680.h1.t1	Np005G2757000
OG0009255	Aa_G94230.h1.t1	Np003G1644300
OG0009256	Aa_G65920.h1.t1	Np002G1233100
OG0009257	Aa_G65930.h1.t1	Np002G1233200
OG0009260	Aa_G356890.h1.t1	Np006G3415700
OG0009261	Aa_G568810.h1.t1	Np005G3171500
OG0009262	Aa_G505770.h1.t1, Aa_G505760.h1.t1, Aa_G1002090.h1.t1	Np005G3171700
OG0009263	Aa_G675960.h1.t1	Np005G3172600, Np004G1950200
OG0009264	Aa_G124250.h1.t1	Np003G1716600
OG0009265	Aa_G79990.h1.t1, Aa_G79980.h1.t1, Aa_G365770.h1.t1	Np001G0186600
OG0009266	Aa_G570800.h1.t1	Np001G0204000
OG0009267	Aa_G264250.h1.t1	Np001G0204900
OG0009268	Aa_G27340.h1.t1	Np001G0205600
OG0009269	Aa_G249960.h1.t1	Np006G3217600
OG0009270	Aa_G27400.h1.t1	Np001G0206200
OG0009271	Aa_G437820.h1.t1	Np001G0209200
OG0009272	Aa_G120920.h1.t1	Np001G0216800
OG0009273	Aa_G247900.h1.t1	Np001G0217100
OG0009274	Aa_G247910.h1.t1	Np001G0217200
OG0009275	Aa_G247930.h1.t1	Np001G0217400
OG0009276	Aa_G247950.h1.t1	Np001G0217600
OG0009277	Aa_G248000.h1.t1	Np001G0218700
OG0009278	Aa_G248020.h1.t1	Np001G0218900
OG0009279	Aa_G25510.h1.t1	Np001G0220300
OG0009280	Aa_G25620.h1.t1	Np001G0222700
OG0009281	Aa_G276840.h1.t1	Np001G0225600
OG0009282	Aa_G276830.h1.t1	Np001G0225700
OG0009283	Aa_G276820.h1.t1	Np001G0225800
OG0009285	Aa_G257350.h1.t1	Np001G0231900
OG0009286	Aa_G207050.h1.t1	Np001G0233700
OG0009287	Aa_G73930.h1.t1	Np003G1737300
OG0009288	Aa_G227060.h1.t1	Np001G0235400
OG0009289	Aa_G424190.h1.t1	Np003G1720600
OG0009290	Aa_G452770.h1.t1	Np002G0869700
