Orthogroup	Arabis_alpina	Cardamine_hirsuta
OG0011412	Aa_G135680.h1.t1	CARHR131470
OG0011413	Aa_G337940.h1.t1	CARHR253450
OG0011414	Aa_G320560.h1.t1	CARHR253080
OG0011415	Aa_G257120.h1.t1	CARHR252700
OG0011416	Aa_G257090.h1.t1	CARHR252670
OG0011417	Aa_G257050.h1.t1	CARHR252610
OG0011418	Aa_G35130.h1.t1	CARHR254170
OG0011419	Aa_G35220.h1.t1	CARHR254250
OG0011420	Aa_G35250.h1.t1	CARHR254310
OG0011421	Aa_G225610.h1.t1	CARHR254320
OG0011422	Aa_G225560.h1.t1	CARHR254370
OG0011423	Aa_G35020.h1.t1	CARHR254010
OG0011424	Aa_G10130.h1.t1	CARHR112010
OG0011425	Aa_G10120.h1.t1	CARHR112020
OG0011426	Aa_G50360.h1.t1	CARHR112420
OG0011427	Aa_G666740.h1.t1	CARHR112650
OG0011428	Aa_G279270.h1.t1	CARHR112770
OG0011429	Aa_G100250.h1.t1	CARHR113220
OG0011430	Aa_G100210.h1.t1	CARHR113250
OG0011431	Aa_G428730.h1.t1	CARHR114170, CARHR114180
OG0011432	Aa_G11880.h1.t1	CARHR114610
OG0011433	Aa_G641110.h1.t1	CARHR117830
OG0011434	Aa_G87300.h1.t1	CARHR116200
OG0011435	Aa_G87280.h1.t1	CARHR116030
OG0011436	Aa_G373680.h1.t1	CARHR116470
OG0011437	Aa_G393120.h1.t1	CARHR116760
OG0011438	Aa_G310070.h1.t1	CARHR117680
OG0011439	Aa_G181360.h1.t1	CARHR026980
OG0011440	Aa_G61860.h1.t1	CARHR026970
OG0011441	Aa_G54780.h1.t1	CARHR035540
OG0011442	Aa_G27690.h1.t1	CARHR035930
OG0011443	Aa_G82650.h1.t1	CARHR036000
OG0011444	Aa_G82640.h1.t1	CARHR036010
OG0011445	Aa_G239590.h1.t1	CARHR034810
OG0011446	Aa_G471240.h1.t1	CARHR035040
OG0011447	Aa_G395080.h1.t1	CARHR240220
OG0011448	Aa_G368900.h1.t1	CARHR288350, CARHR263530
OG0011449	Aa_G507040.h1.t1	CARHR034060
OG0011451	Aa_G376990.h1.t1	CARHR033750
OG0011452	Aa_G310760.h1.t1	CARHR033550
OG0011453	Aa_G433810.h1.t1	CARHR033180
OG0011454	Aa_G260310.h1.t1	CARHR033110
OG0011455	Aa_G300860.h1.t1	CARHR032920
OG0011456	Aa_G124930.h1.t1	CARHR032740
OG0011457	Aa_G71380.h1.t1	CARHR260630
OG0011458	Aa_G151190.h1.t1	CARHR259410
OG0011459	Aa_G97620.h1.t1	CARHR259940
OG0011460	Aa_G61110.h1.t1	CARHR260020
OG0011461	Aa_G294830.h1.t1	CARHR261030
OG0011462	Aa_G273600.h1.t1	CARHR256210
OG0011463	Aa_G558810.h1.t1	CARHR255950
OG0011464	Aa_G107470.h1.t1	CARHR255850
OG0011465	Aa_G689120.h1.t1	CARHR255780, CARHR262530
OG0011466	Aa_G573290.h1.t1	CARHR255480
OG0011467	Aa_G39340.h1.t1	CARHR255180
OG0011469	Aa_G120330.h1.t1	CARHR193910
OG0011470	Aa_G128850.h1.t1	CARHR193800
OG0011471	Aa_G255520.h1.t1	CARHR193750
OG0011472	Aa_G846190.h1.t1	CARHR193640
OG0011474	Aa_G146580.h1.t1	CARHR186460
OG0011475	Aa_G26120.h1.t1	CARHR186170
OG0011476	Aa_G502220.h1.t1	CARHR186070
OG0011477	Aa_G430210.h1.t1	CARHR186030
OG0011478	Aa_G251110.h1.t1	CARHR259090, CARHR185880
OG0011479	Aa_G251120.h1.t1	CARHR185870, CARHR259100
OG0011480	Aa_G251200.h1.t1	CARHR185700
OG0011481	Aa_G224570.h1.t1	CARHR185100
OG0011482	Aa_G513420.h1.t1	CARHR110520
OG0011483	Aa_G166580.h1.t1	CARHR110690
OG0011484	Aa_G166550.h1.t1	CARHR110740
OG0011485	Aa_G422280.h1.t1	CARHR110900
OG0011486	Aa_G498090.h1.t1	CARHR256910
OG0011487	Aa_G194830.h1.t1	CARHR111030
OG0011488	Aa_G194740.h1.t1	CARHR111130
OG0011489	Aa_G194730.h1.t1	CARHR111140
OG0011490	Aa_G627450.h1.t1	CARHR111310
OG0011491	Aa_G505070.h1.t1	CARHR053830, CARHR111540
OG0011492	Aa_G13250.h1.t1	CARHR143530
OG0011493	Aa_G13210.h1.t1	CARHR124900
OG0011494	Aa_G13170.h1.t1	CARHR143490
OG0011495	Aa_G13060.h1.t1	CARHR143370
OG0011496	Aa_G206240.h1.t1	CARHR143110
OG0011497	Aa_G206100.h1.t1	CARHR143020
OG0011498	Aa_G241210.h1.t1	CARHR142900
OG0011499	Aa_G731290.h1.t1	CARHR142860
OG0011500	Aa_G226150.h1.t1	CARHR142780
OG0011501	Aa_G226120.h1.t1	CARHR142760
OG0011502	Aa_G226070.h1.t1	CARHR142690
OG0011503	Aa_G453070.h1.t1	CARHR142520
OG0011504	Aa_G177980.h1.t1	CARHR142350
OG0011505	Aa_G462260.h1.t1	CARHR142110
OG0011506	Aa_G332690.h1.t1	CARHR142000
OG0011507	Aa_G332590.h1.t1	CARHR141890
OG0011508	Aa_G381110.h1.t1	CARHR141470
OG0011509	Aa_G16830.h1.t1	CARHR141430
OG0011510	Aa_G17090.h1.t1	CARHR141170
OG0011511	Aa_G17110.h1.t1	CARHR141140
OG0011512	Aa_G17200.h1.t1	CARHR141050
OG0011513	Aa_G15980.h1.t1	CARHR140870
OG0011514	Aa_G16210.h1.t1	CARHR140650
OG0011515	Aa_G289610.h1.t1	CARHR140570
OG0011516	Aa_G265080.h1.t1	CARHR139850
OG0011517	Aa_G265200.h1.t1	CARHR139710
OG0011518	Aa_G360530.h1.t1	CARHR139170
OG0011519	Aa_G360560.h1.t1	CARHR139140
OG0011521	Aa_G445390.h1.t1	CARHR138930
OG0011522	Aa_G401450.h1.t1	CARHR138270
OG0011523	Aa_G401460.h1.t1	CARHR138260
OG0011524	Aa_G401550.h1.t1	CARHR138190
OG0011525	Aa_G401560.h1.t1	CARHR138180
OG0011527	Aa_G280610.h1.t1	CARHR138130
OG0011528	Aa_G450740.h1.t1	CARHR138010
OG0011529	Aa_G450770.h1.t1	CARHR137980
OG0011530	Aa_G440820.h1.t1, Aa_G344700.h1.t1	CARHR111470
OG0011531	Aa_G374610.h1.t1	CARHR137810
OG0011532	Aa_G67390.h1.t1	CARHR137190
OG0011533	Aa_G67330.h1.t1	CARHR137150
OG0011534	Aa_G145820.h1.t1	CARHR136820
OG0011535	Aa_G145780.h1.t1	CARHR136850
OG0011536	Aa_G145770.h1.t1	CARHR136840
OG0011537	Aa_G422450.h1.t1	CARHR136910
OG0011538	Aa_G546850.h1.t1	CARHR136730
OG0011539	Aa_G188350.h1.t1	CARHR136700
OG0011540	Aa_G188380.h1.t1	CARHR136670
OG0011541	Aa_G188390.h1.t1	CARHR136660
OG0011542	Aa_G188440.h1.t1	CARHR136600
OG0011543	Aa_G188510.h1.t1	CARHR136520
OG0011544	Aa_G162940.h1.t1	CARHR173980
OG0011545	Aa_G315540.h1.t1	CARHR174000
OG0011546	Aa_G315550.h1.t1	CARHR174030
OG0011547	Aa_G315580.h1.t1	CARHR174040
OG0011548	Aa_G213810.h1.t1	CARHR174300
OG0011549	Aa_G14770.h1.t1	CARHR075790
OG0011550	Aa_G14670.h1.t1	CARHR075890
OG0011551	Aa_G14660.h1.t1	CARHR075900
OG0011552	Aa_G14560.h1.t1	CARHR076020
OG0011553	Aa_G71670.h1.t1	CARHR076120
OG0011554	Aa_G14970.h1.t1, Aa_G14960.h1.t1, Aa_G14950.h1.t1, Aa_G71550.h1.t1	CARHR076230
OG0011555	Aa_G250350.h1.t1	CARHR076820
OG0011556	Aa_G111690.h1.t1	CARHR077150
OG0011557	Aa_G267930.h1.t1	CARHR077230
OG0011558	Aa_G44930.h1.t1	CARHR077650
OG0011559	Aa_G44990.h1.t1	CARHR077710
OG0011560	Aa_G45080.h1.t1	CARHR077820
OG0011561	Aa_G438170.h1.t1	CARHR077870
OG0011562	Aa_G618740.h1.t1	CARHR078150
OG0011563	Aa_G96500.h1.t1, Aa_G217230.h1.t1	CARHR078300
OG0011564	Aa_G217280.h1.t1	CARHR078390
OG0011565	Aa_G526040.h1.t1	CARHR078440
OG0011566	Aa_G304900.h1.t1	CARHR078630
OG0011567	Aa_G4350.h1.t1	CARHR078910
OG0011568	Aa_G4380.h1.t1	CARHR078940
OG0011569	Aa_G4510.h1.t1	CARHR079070
OG0011570	Aa_G4950.h1.t1	CARHR079490, CARHR079500
OG0011571	Aa_G4980.h1.t1, Aa_G4970.h1.t1	CARHR079520
OG0011572	Aa_G75590.h1.t1	CARHR079730
OG0011573	Aa_G51030.h1.t1	CARHR080030
OG0011574	Aa_G51110.h1.t1	CARHR080120
OG0011575	Aa_G51130.h1.t1	CARHR080140
OG0011576	Aa_G626590.h1.t1	CARHR062320
OG0011578	Aa_G163140.h1.t1	CARHR080590
OG0011579	Aa_G7210.h1.t1, Aa_G47790.h1.t1	CARHR080890
OG0011580	Aa_G49950.h1.t1	CARHR081060
OG0011581	Aa_G47080.h1.t1	CARHR081430
OG0011582	Aa_G47010.h1.t1	CARHR081500
OG0011583	Aa_G47900.h1.t1	CARHR081520
OG0011584	Aa_G47820.h1.t1	CARHR081590
OG0011585	Aa_G78710.h1.t1	CARHR081860
OG0011587	Aa_G302050.h1.t1	CARHR082810
OG0011588	Aa_G24330.h1.t1	CARHR083050
OG0011589	Aa_G24310.h1.t1	CARHR083100
OG0011590	Aa_G24150.h1.t1	CARHR083290
OG0011591	Aa_G643950.h1.t1	CARHR083630
OG0011592	Aa_G403680.h1.t1	CARHR083680
OG0011593	Aa_G403560.h1.t1	CARHR083840
OG0011594	Aa_G403530.h1.t1	CARHR083880, CARHR083890
OG0011595	Aa_G34720.h1.t1	CARHR084090
OG0011597	Aa_G34460.h1.t1	CARHR084400
OG0011598	Aa_G324470.h1.t1	CARHR084450
OG0011599	Aa_G648960.h1.t1	CARHR084640, CARHR129010
OG0011600	Aa_G419570.h1.t1	CARHR084740
OG0011601	Aa_G419520.h1.t1	CARHR084790
OG0011602	Aa_G586950.h1.t1, Aa_G586930.h1.t1	CARHR084940
OG0011603	Aa_G137090.h1.t1	CARHR085230
OG0011604	Aa_G137010.h1.t1	CARHR085310
OG0011605	Aa_G710110.h1.t1	CARHR085550
OG0011606	Aa_G333220.h1.t1	CARHR085690
OG0011607	Aa_G285230.h1.t1	CARHR085880
OG0011608	Aa_G216070.h1.t1	CARHR086070
OG0011609	Aa_G695020.h1.t1	CARHR086220
OG0011610	Aa_G5530.h1.t1	CARHR149420, CARHR086430
OG0011611	Aa_G5510.h1.t1	CARHR086450
OG0011612	Aa_G5450.h1.t1	CARHR086520
OG0011613	Aa_G5310.h1.t1	CARHR086650
OG0011614	Aa_G709290.h1.t1, Aa_G709280.h1.t1, Aa_G759750.h1.t1	CARHR086720
OG0011615	Aa_G40640.h1.t1	CARHR215420, CARHR086770, CARHR215410
OG0011616	Aa_G40480.h1.t1	CARHR086900
OG0011617	Aa_G40400.h1.t1	CARHR086990
OG0011618	Aa_G40250.h1.t1	CARHR087120
OG0011620	Aa_G720260.h1.t1	CARHR087450
OG0011621	Aa_G696720.h1.t1	CARHR087730
OG0011622	Aa_G374020.h1.t1	CARHR087760
OG0011623	Aa_G373960.h1.t1	CARHR087830
OG0011624	Aa_G373940.h1.t1	CARHR087840
OG0011625	Aa_G614370.h1.t1	CARHR088570
OG0011626	Aa_G221980.h1.t1	CARHR063310
OG0011627	Aa_G237660.h1.t1	CARHR088830
OG0011628	Aa_G458800.h1.t1	CARHR089050
OG0011629	Aa_G56330.h1.t1	CARHR089210
OG0011630	Aa_G56280.h1.t1	CARHR089430
OG0011631	Aa_G559440.h1.t1	CARHR089520
OG0011632	Aa_G140360.h1.t1	CARHR089660
OG0011633	Aa_G1430.h1.t1	CARHR089850
OG0011634	Aa_G1350.h1.t1	CARHR089920, CARHR089940
OG0011635	Aa_G1240.h1.t1	CARHR090030
OG0011636	Aa_G1110.h1.t1	CARHR090160
OG0011637	Aa_G443920.h1.t1	CARHR090310
OG0011638	Aa_G424030.h1.t1	CARHR090590
OG0011639	Aa_G32220.h1.t1	CARHR090870
OG0011640	Aa_G32240.h1.t1	CARHR090890
OG0011643	Aa_G223440.h1.t1	CARHR091420
OG0011644	Aa_G532810.h1.t1	CARHR091570
OG0011645	Aa_G418180.h1.t1	CARHR092100, CARHR293710
OG0011646	Aa_G20500.h1.t1	CARHR092170
OG0011647	Aa_G682980.h1.t1	CARHR092990
OG0011648	Aa_G176950.h1.t1	CARHR093270
OG0011649	Aa_G549500.h1.t1	CARHR093530, CARHR038310
OG0011650	Aa_G549440.h1.t1	CARHR093580
OG0011651	Aa_G601170.h1.t1	CARHR093620
OG0011652	Aa_G82040.h1.t1	CARHR093710
OG0011653	Aa_G213270.h1.t1	CARHR093740
OG0011654	Aa_G104750.h1.t1	CARHR093900
OG0011655	Aa_G104650.h1.t1	CARHR094010
OG0011656	Aa_G959280.h1.t1, Aa_G772130.h1.t1	CARHR094120
OG0011658	Aa_G251520.h1.t1	CARHR143920
OG0011659	Aa_G342920.h1.t1	CARHR094350
OG0011660	Aa_G342930.h1.t1	CARHR094360
OG0011661	Aa_G240040.h1.t1	CARHR094590
OG0011662	Aa_G611850.h1.t1	CARHR094820
OG0011663	Aa_G20210.h1.t1	CARHR094930
OG0011664	Aa_G164560.h1.t1	CARHR095160
OG0011665	Aa_G50750.h1.t1	CARHR095440
OG0011666	Aa_G152420.h1.t1	CARHR095980
OG0011667	Aa_G242950.h1.t1	CARHR096100
OG0011668	Aa_G162010.h1.t1	CARHR097010
OG0011669	Aa_G430410.h1.t1	CARHR097110
OG0011670	Aa_G497640.h1.t1	CARHR097160
OG0011671	Aa_G338550.h1.t1	CARHR265820
OG0011672	Aa_G169310.h1.t1	CARHR262610
OG0011673	Aa_G169330.h1.t1	CARHR262630
OG0011674	Aa_G245500.h1.t1	CARHR262830
OG0011675	Aa_G245540.h1.t1	CARHR262930
OG0011676	Aa_G245560.h1.t1	CARHR262960
OG0011677	Aa_G365240.h1.t1	CARHR263640
OG0011678	Aa_G365190.h1.t1	CARHR263780
OG0011679	Aa_G421550.h1.t1	CARHR291790
OG0011680	Aa_G110020.h1.t1, Aa_G575750.h1.t1	CARHR214080
OG0011681	Aa_G110120.h1.t1	CARHR213910
OG0011682	Aa_G336550.h1.t1	CARHR214970
OG0011683	Aa_G36190.h1.t1	CARHR215720
OG0011684	Aa_G267710.h1.t1, Aa_G456700.h1.t1	CARHR216000
OG0011685	Aa_G331440.h1.t1	CARHR216130
OG0011686	Aa_G103480.h1.t1	CARHR291780
OG0011687	Aa_G92490.h1.t1	CARHR099730
OG0011688	Aa_G293390.h1.t1	CARHR099510
OG0011689	Aa_G293340.h1.t1	CARHR099490
OG0011690	Aa_G460870.h1.t1	CARHR099160
OG0011691	Aa_G312950.h2.t1, Aa_G312950.h3.t1, Aa_G312950.h1.t1	CARHR099120
OG0011692	Aa_G81680.h1.t1	CARHR106290
OG0011693	Aa_G391650.h1.t1	CARHR099010
OG0011694	Aa_G277220.h1.t1	CARHR098950
OG0011695	Aa_G51860.h1.t1	CARHR098900
OG0011696	Aa_G51890.h1.t1	CARHR165870
OG0011698	Aa_G212410.h1.t1	CARHR098390
OG0011699	Aa_G211020.h1.t1	CARHR058260
OG0011700	Aa_G198890.h1.t1	CARHR098190
OG0011701	Aa_G603110.h1.t1	CARHR098080
OG0011702	Aa_G455820.h1.t1	CARHR097800
OG0011703	Aa_G171710.h1.t1	CARHR097610
OG0011704	Aa_G171780.h1.t1	CARHR097570
OG0011705	Aa_G596270.h1.t1	CARHR025950
OG0011706	Aa_G659200.h1.t1	CARHR238290
OG0011707	Aa_G279940.h1.t1	CARHR238160
OG0011708	Aa_G450140.h1.t1	CARHR238050
OG0011709	Aa_G828630.h1.t1	CARHR237810
OG0011710	Aa_G633550.h1.t1, Aa_G214920.h1.t1	CARHR058490
OG0011711	Aa_G288130.h1.t1	CARHR058420
OG0011712	Aa_G387700.h1.t1	CARHR057900
OG0011713	Aa_G387710.h1.t1	CARHR057910
OG0011714	Aa_G407540.h1.t1, Aa_G404420.h1.t1	CARHR056280
OG0011715	Aa_G474730.h1.t1	CARHR057060
OG0011716	Aa_G62080.h1.t1	CARHR249560, CARHR055590
OG0011717	Aa_G256300.h1.t1	CARHR055790
OG0011718	Aa_G316170.h1.t1	CARHR056030
OG0011719	Aa_G316120.h1.t1	CARHR284480
OG0011720	Aa_G252540.h1.t1	CARHR284430
OG0011721	Aa_G83670.h1.t1	CARHR193990
OG0011722	Aa_G33720.h1.t1	CARHR194320
OG0011723	Aa_G372460.h1.t1	CARHR194410
OG0011724	Aa_G276260.h1.t1, Aa_G64510.h1.t1	CARHR194580
OG0011725	Aa_G416170.h1.t1	CARHR194750
OG0011726	Aa_G544530.h1.t1	CARHR185160
OG0011728	Aa_G619010.h1.t1	CARHR182130
OG0011729	Aa_G649900.h1.t1	CARHR183330
OG0011730	Aa_G608140.h1.t1	CARHR162230
OG0011733	Aa_G300350.h1.t1	CARHR161860
OG0011734	Aa_G300280.h1.t1	CARHR161790
OG0011736	Aa_G300240.h1.t1	CARHR161670
OG0011737	Aa_G87940.h1.t1	CARHR161590
OG0011738	Aa_G235900.h1.t1	CARHR161510
OG0011739	Aa_G541530.h1.t1, Aa_G184960.h1.t1	CARHR212600
OG0011740	Aa_G178570.h1.t1	CARHR161320
OG0011741	Aa_G122960.h1.t1	CARHR161180
OG0011742	Aa_G122840.h1.t1	CARHR161090
OG0011743	Aa_G122830.h1.t1	CARHR161080
OG0011744	Aa_G106310.h1.t1	CARHR000160
OG0011745	Aa_G106250.h1.t1	CARHR000200
OG0011746	Aa_G94560.h1.t1	CARHR000430
OG0011747	Aa_G94420.h1.t1	CARHR000540
OG0011748	Aa_G291130.h1.t1, Aa_G130230.h1.t1, Aa_G130220.h1.t1	CARHR000720
OG0011749	Aa_G105790.h1.t1	CARHR000860
OG0011750	Aa_G105800.h1.t1	CARHR000870
OG0011751	Aa_G105820.h1.t1	CARHR000890
OG0011752	Aa_G105850.h1.t1	CARHR000910
OG0011753	Aa_G105860.h1.t1	CARHR000990
OG0011754	Aa_G325210.h1.t1	CARHR001120
OG0011755	Aa_G325180.h1.t1	CARHR001180
OG0011756	Aa_G325160.h1.t1	CARHR001200
OG0011757	Aa_G290710.h1.t1	CARHR001270
OG0011758	Aa_G211780.h1.t1	CARHR001480
OG0011759	Aa_G6360.h1.t1	CARHR001750
OG0011760	Aa_G6400.h1.t1	CARHR001790
OG0011761	Aa_G6550.h1.t1	CARHR001960
OG0011762	Aa_G6570.h1.t1	CARHR001980
OG0011764	Aa_G6920.h1.t1, Aa_G575110.h1.t1	CARHR002290
OG0011765	Aa_G6960.h1.t1	CARHR002330
OG0011766	Aa_G358050.h1.t1	CARHR002490
OG0011767	Aa_G134820.h1.t1	CARHR002950
OG0011768	Aa_G134650.h1.t1	CARHR003110
OG0011769	Aa_G134640.h1.t1	CARHR003120
OG0011770	Aa_G341230.h1.t1	CARHR003620
OG0011772	Aa_G38730.h1.t1	CARHR003760
OG0011773	Aa_G38750.h1.t1	CARHR003780
OG0011775	Aa_G477710.h1.t1	CARHR004070
OG0011776	Aa_G217750.h1.t1	CARHR004220
OG0011777	Aa_G217770.h1.t1	CARHR004240
OG0011778	Aa_G286240.h1.t1	CARHR004310
OG0011779	Aa_G79290.h1.t1	CARHR205340
OG0011781	Aa_G79440.h1.t1	CARHR004840
OG0011782	Aa_G219930.h1.t1	CARHR054170
OG0011783	Aa_G220720.h1.t1	CARHR005330
OG0011784	Aa_G139990.h1.t1	CARHR005470
OG0011785	Aa_G22980.h1.t1	CARHR005820
OG0011786	Aa_G22840.h1.t1	CARHR006030
OG0011787	Aa_G22800.h1.t1	CARHR006070
OG0011788	Aa_G22630.h1.t1	CARHR006200
OG0011789	Aa_G429810.h1.t1	CARHR006700
OG0011790	Aa_G441400.h1.t1	CARHR006820
OG0011791	Aa_G763490.h1.t1	CARHR231810, CARHR257540
OG0011792	Aa_G182190.h1.t1	CARHR006950
OG0011793	Aa_G275800.h1.t1	CARHR007050, CARHR214510
OG0011794	Aa_G90690.h1.t1, Aa_G558400.h1.t1	CARHR007550
OG0011795	Aa_G345320.h1.t1	CARHR007740
OG0011796	Aa_G76930.h1.t1	CARHR101410
OG0011798	Aa_G442700.h1.t1, Aa_G442700.h2.t1	CARHR008380
OG0011799	Aa_G442630.h1.t1	CARHR008450
OG0011800	Aa_G80860.h1.t1	CARHR008610
OG0011801	Aa_G247200.h1.t1	CARHR265130
OG0011802	Aa_G80780.h1.t1	CARHR008670
OG0011803	Aa_G80710.h1.t1	CARHR008730
OG0011804	Aa_G80680.h1.t1	CARHR008760, CARHR086610
OG0011805	Aa_G19330.h1.t1	CARHR008860
OG0011806	Aa_G19160.h1.t1	CARHR009020
OG0011807	Aa_G438890.h1.t1	CARHR009980
OG0011808	Aa_G19060.h1.t1	CARHR009180
OG0011809	Aa_G194040.h1.t1	CARHR009440
OG0011810	Aa_G516480.h1.t1	CARHR009520
OG0011811	Aa_G516460.h1.t1	CARHR009540
OG0011812	Aa_G160890.h1.t1	CARHR009730
OG0011813	Aa_G463930.h1.t1	CARHR009920
OG0011814	Aa_G171340.h1.t1	CARHR010160
OG0011815	Aa_G427930.h1.t1	CARHR010670
OG0011816	Aa_G512210.h1.t1	CARHR234710
OG0011817	Aa_G377560.h1.t1	CARHR010910
OG0011818	Aa_G43410.h1.t1	CARHR011120
OG0011820	Aa_G457600.h1.t1	CARHR011220
OG0011821	Aa_G89280.h1.t1	CARHR011570
OG0011822	Aa_G688370.h1.t1	CARHR011750
OG0011823	Aa_G338920.h1.t1	CARHR012130
OG0011825	Aa_G418630.h1.t1	CARHR012280
OG0011826	Aa_G298910.h1.t1	CARHR012380
OG0011827	Aa_G298880.h1.t1	CARHR012420
OG0011828	Aa_G298860.h1.t1	CARHR012440
OG0011829	Aa_G193710.h1.t1	CARHR012530
OG0011830	Aa_G246080.h1.t1	CARHR012630
OG0011831	Aa_G10780.h1.t1	CARHR012800
OG0011832	Aa_G291950.h1.t1, Aa_G291950.h2.t1	CARHR013060
OG0011833	Aa_G292050.h1.t1	CARHR013120
OG0011834	Aa_G584920.h1.t1	CARHR013560
OG0011835	Aa_G164260.h1.t1	CARHR013680
OG0011836	Aa_G164250.h1.t1	CARHR013690
OG0011837	Aa_G630430.h1.t1	CARHR013750
OG0011838	Aa_G109530.h1.t1, Aa_G109530.h2.t1	CARHR013920
OG0011839	Aa_G118450.h1.t1	CARHR013990, CARHR014000
OG0011840	Aa_G437630.h1.t1	CARHR014200
OG0011841	Aa_G569580.h1.t1	CARHR014290
OG0011842	Aa_G30180.h1.t1	CARHR014300
OG0011843	Aa_G242490.h1.t1	CARHR015240
OG0011844	Aa_G676350.h1.t1	CARHR015260
OG0011845	Aa_G777300.h1.t1	CARHR015300
OG0011846	Aa_G121080.h1.t1	CARHR015650
OG0011847	Aa_G121130.h1.t1	CARHR015700
OG0011848	Aa_G121160.h1.t1	CARHR015740
OG0011849	Aa_G112450.h1.t1, Aa_G132650.h1.t1	CARHR016090
OG0011850	Aa_G355910.h1.t1	CARHR016160
OG0011851	Aa_G140680.h1.t1	CARHR016350
OG0011852	Aa_G179820.h1.t1	CARHR016570
OG0011853	Aa_G65560.h1.t1	CARHR016790
OG0011855	Aa_G103770.h1.t1	CARHR017180
OG0011856	Aa_G103730.h1.t1	CARHR017230
OG0011857	Aa_G131950.h1.t1	CARHR017340
OG0011858	Aa_G349080.h1.t1	CARHR017780
OG0011859	Aa_G349060.h1.t1	CARHR017800
OG0011860	Aa_G631880.h1.t1	CARHR017960
OG0011861	Aa_G278300.h1.t1	CARHR018300
OG0011862	Aa_G80280.h1.t1	CARHR018390
OG0011864	Aa_G535610.h1.t1	CARHR018460
OG0011865	Aa_G557370.h1.t1	CARHR018540
OG0011866	Aa_G379790.h1.t1	CARHR018740
OG0011867	Aa_G132360.h1.t1	CARHR019040
OG0011868	Aa_G132370.h1.t1	CARHR019050
OG0011869	Aa_G308380.h1.t1	CARHR019370
OG0011870	Aa_G407850.h1.t1	CARHR019830
OG0011871	Aa_G323760.h1.t1	CARHR020070
OG0011872	Aa_G93240.h1.t1	CARHR020090
OG0011873	Aa_G93300.h1.t1, Aa_G93320.h1.t1	CARHR020140
OG0011875	Aa_G266460.h1.t1	CARHR020500
OG0011876	Aa_G266400.h1.t1	CARHR020560
OG0011877	Aa_G612220.h1.t1	CARHR020830
OG0011878	Aa_G622590.h1.t1	CARHR020890
OG0011879	Aa_G622630.h1.t1	CARHR020930
OG0011880	Aa_G148900.h1.t1	CARHR021040
OG0011881	Aa_G148920.h1.t1	CARHR021060
OG0011882	Aa_G350320.h1.t1	CARHR057230
OG0011883	Aa_G546720.h1.t1	CARHR021210
OG0011884	Aa_G546710.h1.t1	CARHR021220
OG0011885	Aa_G334140.h1.t1	CARHR021260
OG0011886	Aa_G149790.h1.t1, Aa_G454200.h1.t1	CARHR022040
OG0011887	Aa_G454190.h1.t1	CARHR022050
OG0011888	Aa_G372770.h1.t1	CARHR023030
OG0011889	Aa_G49470.h1.t1	CARHR222800
OG0011890	Aa_G121750.h1.t1, Aa_G121750.h2.t1	CARHR023100, CARHR257550
OG0011891	Aa_G312590.h1.t1	CARHR184830
OG0011892	Aa_G121910.h1.t1	CARHR023240
OG0011893	Aa_G399780.h1.t1	CARHR023290
OG0011894	Aa_G149340.h1.t1	CARHR291110
OG0011895	Aa_G280780.h1.t1	CARHR216690
OG0011897	Aa_G142400.h1.t1	CARHR286600
OG0011898	Aa_G56710.h1.t1	CARHR064460
OG0011899	Aa_G232110.h1.t1	CARHR064330
OG0011900	Aa_G214040.h1.t1	CARHR064280
OG0011902	Aa_G101700.h1.t1	CARHR063640
OG0011903	Aa_G222010.h1.t1	CARHR063330
OG0011904	Aa_G167080.h1.t1	CARHR147180, CARHR157540, CARHR163470, CARHR032140
OG0011905	Aa_G35830.h1.t1	CARHR115660
OG0011906	Aa_G167420.h1.t1, Aa_G316610.h1.t1, Aa_G72520.h1.t1	CARHR048110
OG0011907	Aa_G274740.h1.t1	CARHR048660
OG0011909	Aa_G357230.h1.t1	CARHR048900
OG0011910	Aa_G357240.h1.t1, Aa_G202710.h1.t1	CARHR289620, CARHR050440
OG0011911	Aa_G262880.h1.t1	CARHR049130
OG0011912	Aa_G408890.h1.t1	CARHR049570
OG0011914	Aa_G489080.h1.t1	CARHR049820
OG0011915	Aa_G328600.h1.t1	CARHR050410
OG0011916	Aa_G35700.h1.t1	CARHR050540
OG0011917	Aa_G592990.h1.t1	CARHR050570
OG0011918	Aa_G149980.h1.t1	CARHR050670
OG0011919	Aa_G579520.h1.t1	CARHR103570
OG0011920	Aa_G271960.h1.t1, Aa_G271950.h1.t1	CARHR052150
OG0011921	Aa_G271980.h1.t1	CARHR052050
OG0011922	Aa_G318340.h1.t1	CARHR051740
OG0011923	Aa_G600650.h1.t1	CARHR052450
OG0011924	Aa_G564640.h1.t1	CARHR052670
OG0011925	Aa_G147480.h1.t1	CARHR052760
OG0011926	Aa_G147540.h1.t1	CARHR052780
OG0011927	Aa_G182430.h1.t1	CARHR053070
OG0011928	Aa_G5910.h1.t1	CARHR053180
OG0011929	Aa_G669510.h1.t1	CARHR053240
OG0011930	Aa_G491750.h1.t1	CARHR053410
OG0011931	Aa_G441070.h1.t1, Aa_G281540.h1.t1	CARHR053420
OG0011932	Aa_G656800.h1.t1	CARHR053810
OG0011933	Aa_G362000.h1.t1	CARHR054480
OG0011934	Aa_G7600.h1.t1	CARHR049350, CARHR055040
