Orthogroup	Arabis_alpina	Eutrema_salsugineum
OG0011403	Aa_G172170.h1.t1	XP_024003875.1
OG0011404	Aa_G150750.h1.t1	XP_006411009.1
OG0011405	Aa_G150760.h1.t1, Aa_G140390.h1.t1, Aa_G138320.h1.t1	XP_006411008.2
OG0011406	Aa_G150830.h1.t1, Aa_G152840.h1.t1, Aa_G73180.h1.t1	XP_006411001.1
OG0011407	Aa_G606060.h1.t1	XP_006410989.1, XP_006409556.2
OG0011408	Aa_G487710.h1.t1	XP_006410955.1
OG0011409	Aa_G197140.h1.t1	XP_006410945.1
OG0011410	Aa_G30000.h1.t1	XP_024003890.1
OG0011411	Aa_G457130.h1.t1	XP_006410894.1
OG0011412	Aa_G135680.h1.t1	XP_006410876.1
OG0011413	Aa_G337940.h1.t1	XP_006396725.1
OG0011414	Aa_G320560.h1.t1	XP_006396695.1
OG0011415	Aa_G257120.h1.t1	XP_006396659.1
OG0011416	Aa_G257090.h1.t1	XP_006396657.1
OG0011417	Aa_G257050.h1.t1	XP_024009834.1, XP_024008844.1
OG0011418	Aa_G35130.h1.t1	XP_006396800.1
OG0011419	Aa_G35220.h1.t1	XP_024009849.1
OG0011420	Aa_G35250.h1.t1	XP_006396823.2
OG0011421	Aa_G225610.h1.t1	XP_024009799.1
OG0011422	Aa_G225560.h1.t1	XP_006396833.1
OG0011423	Aa_G35020.h1.t1	XP_006396783.1
OG0011424	Aa_G10130.h1.t1	XP_006404554.1
OG0011425	Aa_G10120.h1.t1	XP_006404556.1
OG0011426	Aa_G50360.h1.t1	XP_006404599.1
OG0011427	Aa_G666740.h1.t1	XP_024013876.1
OG0011428	Aa_G279270.h1.t1	XP_006404628.2
OG0011429	Aa_G100250.h1.t1	XP_006404660.2
OG0011430	Aa_G100210.h1.t1	XP_024014291.1
OG0011431	Aa_G428730.h1.t1	XP_024014225.1
OG0011432	Aa_G11880.h1.t1	XP_006404857.1
OG0011433	Aa_G641110.h1.t1	XP_006404931.2
OG0011434	Aa_G87300.h1.t1	XP_006405211.1
OG0011435	Aa_G87280.h1.t1	XP_024014318.1
OG0011436	Aa_G373680.h1.t1	XP_006405117.1
OG0011437	Aa_G393120.h1.t1	XP_006405068.1
OG0011438	Aa_G310070.h1.t1	XP_006404968.1
OG0011439	Aa_G181360.h1.t1	XP_006415767.1
OG0011440	Aa_G61860.h1.t1	XP_006415768.1
OG0011441	Aa_G54780.h1.t1	XP_006393774.1
OG0011442	Aa_G27690.h1.t1	XP_006393724.1
OG0011443	Aa_G82650.h1.t1	XP_006393716.1
OG0011444	Aa_G82640.h1.t1	XP_006393715.1
OG0011445	Aa_G239590.h1.t1	XP_006396010.1
OG0011446	Aa_G471240.h1.t1	XP_006414526.1
OG0011447	Aa_G395080.h1.t1	XP_006412491.1
OG0011448	Aa_G368900.h1.t1	XP_006397431.1
OG0011449	Aa_G507040.h1.t1	XP_006397425.2
OG0011451	Aa_G376990.h1.t1	XP_006396074.1
OG0011452	Aa_G310760.h1.t1	XP_006415035.2
OG0011453	Aa_G433810.h1.t1	XP_006415062.1
OG0011454	Aa_G260310.h1.t1	XP_006415066.1
OG0011455	Aa_G300860.h1.t1	XP_006415082.2
OG0011456	Aa_G124930.h1.t1	XP_006415098.1
OG0011457	Aa_G71380.h1.t1	XP_006397154.1
OG0011458	Aa_G151190.h1.t1	XP_006397310.1
OG0011460	Aa_G61110.h1.t1	XP_024009809.1
OG0011461	Aa_G294830.h1.t1	XP_006397110.1
OG0011462	Aa_G273600.h1.t1	XP_024010099.1
OG0011463	Aa_G558810.h1.t1	XP_006397028.1
OG0011464	Aa_G107470.h1.t1	XP_006397014.2
OG0011465	Aa_G689120.h1.t1	XP_006396997.1
OG0011466	Aa_G573290.h1.t1	XP_006396956.1
OG0011467	Aa_G39340.h1.t1	XP_006396916.1
OG0011469	Aa_G120330.h1.t1	XP_006400463.1
OG0011470	Aa_G128850.h1.t1	XP_006400473.1
OG0011471	Aa_G255520.h1.t1	XP_006400479.1
OG0011472	Aa_G846190.h1.t1	XP_006400488.1
OG0011474	Aa_G146580.h1.t1	XP_024007665.1
OG0011475	Aa_G26120.h1.t1	XP_006394952.1
OG0011476	Aa_G502220.h1.t1	XP_006394965.1
OG0011477	Aa_G430210.h1.t1	XP_006394969.1
OG0011478	Aa_G251110.h1.t1	XP_006394981.1
OG0011479	Aa_G251120.h1.t1	XP_006394983.1
OG0011480	Aa_G251200.h1.t1	XP_006394997.1
OG0011481	Aa_G224570.h1.t1	XP_006395013.1
OG0011482	Aa_G513420.h1.t1	XP_006408919.1
OG0011483	Aa_G166580.h1.t1	XP_006408933.1
OG0011484	Aa_G166550.h1.t1	XP_006408940.1
OG0011485	Aa_G422280.h1.t1	XP_006408956.1
OG0011486	Aa_G498090.h1.t1	XP_006402011.1
OG0011487	Aa_G194830.h1.t1	XP_006408966.1
OG0011488	Aa_G194740.h1.t1	XP_006408984.1
OG0011489	Aa_G194730.h1.t1	XP_006408985.1
OG0011490	Aa_G627450.h1.t1	XP_006409001.1
OG0011491	Aa_G505070.h1.t1	XP_006409020.1
OG0011492	Aa_G13250.h1.t1	XP_006398010.2
OG0011493	Aa_G13210.h1.t1	XP_006398007.1
OG0011494	Aa_G13170.h1.t1	XP_006398001.1
OG0011495	Aa_G13060.h1.t1	XP_006397992.1
OG0011496	Aa_G206240.h1.t1	XP_006397969.1
OG0011497	Aa_G206100.h1.t1	XP_006397958.1
OG0011498	Aa_G241210.h1.t1	XP_006397945.1
OG0011499	Aa_G731290.h1.t1	XP_006397941.1
OG0011500	Aa_G226150.h1.t1	XP_006397934.1
OG0011501	Aa_G226120.h1.t1	XP_006397929.2
OG0011502	Aa_G226070.h1.t1	XP_006414799.1
OG0011503	Aa_G453070.h1.t1	XP_024010804.1, XP_006416957.1
OG0011504	Aa_G177980.h1.t1	XP_006397889.1
OG0011505	Aa_G462260.h1.t1	XP_006397867.1
OG0011506	Aa_G332690.h1.t1	XP_006397857.1
OG0011507	Aa_G332590.h1.t1	XP_006397848.1
OG0011508	Aa_G381110.h1.t1	XP_006396963.1, XP_006397804.1
OG0011509	Aa_G16830.h1.t1	XP_006397799.1
OG0011510	Aa_G17090.h1.t1	XP_006397761.1
OG0011511	Aa_G17110.h1.t1	XP_024010805.1
OG0011512	Aa_G17200.h1.t1	XP_006397776.1
OG0011513	Aa_G15980.h1.t1	XP_006397743.1
OG0011514	Aa_G16210.h1.t1	XP_006397728.1
OG0011515	Aa_G289610.h1.t1	XP_006397717.1
OG0011516	Aa_G265080.h1.t1	XP_006397644.1
OG0011517	Aa_G265200.h1.t1	XP_006397632.1
OG0011518	Aa_G360530.h1.t1	XP_006397574.1
OG0011519	Aa_G360560.h1.t1	XP_024014728.1, XP_006397570.1
OG0011521	Aa_G445390.h1.t1	XP_006397550.1
OG0011522	Aa_G401450.h1.t1	XP_006397486.1
OG0011523	Aa_G401460.h1.t1	XP_006397485.1
OG0011524	Aa_G401550.h1.t1	XP_006411587.1
OG0011525	Aa_G401560.h1.t1	XP_006411586.1
OG0011526	Aa_G437450.h1.t1	XP_006411583.1
OG0011527	Aa_G280610.h1.t1	XP_006411581.1
OG0011528	Aa_G450740.h1.t1	XP_006411567.1
OG0011529	Aa_G450770.h1.t1	XP_006411564.1
OG0011530	Aa_G440820.h1.t1, Aa_G344700.h1.t1	XP_006409015.1
OG0011531	Aa_G374610.h1.t1	XP_006411541.1
OG0011532	Aa_G67390.h1.t1	XP_006411477.1
OG0011533	Aa_G67330.h1.t1	XP_006411472.1
OG0011534	Aa_G145820.h1.t1	XP_006411439.1
OG0011535	Aa_G145780.h1.t1	XP_006411442.1
OG0011536	Aa_G145770.h1.t1	XP_006411444.1
OG0011537	Aa_G422450.h1.t1	XP_006411452.1
OG0011538	Aa_G546850.h1.t1	XP_006411428.1
OG0011539	Aa_G188350.h1.t1	XP_006411425.1
OG0011540	Aa_G188380.h1.t1	XP_006411421.1
OG0011541	Aa_G188390.h1.t1	XP_006411420.1
OG0011542	Aa_G188440.h1.t1	XP_006411414.1
OG0011543	Aa_G188510.h1.t1	XP_006411405.1
OG0011544	Aa_G162940.h1.t1	XP_006398430.1
OG0011545	Aa_G315540.h1.t1	XP_024011059.1
OG0011546	Aa_G315550.h1.t1	XP_006398428.1
OG0011547	Aa_G315580.h1.t1	XP_024011073.1
OG0011548	Aa_G213810.h1.t1	XP_006398404.1
OG0011549	Aa_G14770.h1.t1	XP_006408479.1
OG0011550	Aa_G14670.h1.t1	XP_006408467.1
OG0011551	Aa_G14660.h1.t1	XP_024015624.1
OG0011552	Aa_G14560.h1.t1	XP_006408455.1
OG0011553	Aa_G71670.h1.t1	XP_006408443.1
OG0011554	Aa_G14970.h1.t1, Aa_G14960.h1.t1, Aa_G14950.h1.t1, Aa_G71550.h1.t1	XP_024015188.1
OG0011555	Aa_G250350.h1.t1	XP_006408381.1
OG0011556	Aa_G111690.h1.t1	XP_024015507.1
OG0011557	Aa_G267930.h1.t1	XP_006408329.1
OG0011558	Aa_G44930.h1.t1	XP_006408286.1
OG0011560	Aa_G45080.h1.t1	XP_006408269.1
OG0011561	Aa_G438170.h1.t1	XP_024015573.1
OG0011562	Aa_G618740.h1.t1	XP_006408231.1
OG0011563	Aa_G96500.h1.t1, Aa_G217230.h1.t1	XP_006408216.1
OG0011564	Aa_G217280.h1.t1	XP_006408212.1
OG0011565	Aa_G526040.h1.t1	XP_006408203.1
OG0011566	Aa_G304900.h1.t1	XP_006408185.1
OG0011567	Aa_G4350.h1.t1	XP_006408165.1
OG0011568	Aa_G4380.h1.t1	XP_006408162.1
OG0011569	Aa_G4510.h1.t1	XP_024015156.1
OG0011570	Aa_G4950.h1.t1	XP_006408107.1
OG0011571	Aa_G4980.h1.t1, Aa_G4970.h1.t1	XP_006408104.1
OG0011572	Aa_G75590.h1.t1	XP_006408083.1
OG0011573	Aa_G51030.h1.t1	XP_006408053.2
OG0011574	Aa_G51110.h1.t1	XP_006408043.1
OG0011575	Aa_G51130.h1.t1	XP_006408040.1
OG0011576	Aa_G626590.h1.t1	XP_006391017.2
OG0011577	Aa_G269330.h1.t1	XP_006408020.1
OG0011578	Aa_G163140.h1.t1	XP_006407985.1
OG0011579	Aa_G7210.h1.t1, Aa_G47790.h1.t1	XP_024015379.1
OG0011580	Aa_G49950.h1.t1	XP_006407937.1
OG0011581	Aa_G47080.h1.t1	XP_006407899.1
OG0011582	Aa_G47010.h1.t1	XP_024015424.1
OG0011583	Aa_G47900.h1.t1	XP_006407891.1
OG0011584	Aa_G47820.h1.t1	XP_006407883.1, XP_006399825.1
OG0011585	Aa_G78710.h1.t1	XP_006407856.1
OG0011586	Aa_G301980.h1.t1	XP_024014911.1
OG0011587	Aa_G302050.h1.t1	XP_006407766.1
OG0011588	Aa_G24330.h1.t1	XP_006407745.1
OG0011589	Aa_G24310.h1.t1	XP_006407742.1
OG0011590	Aa_G24150.h1.t1	XP_024014946.1
OG0011591	Aa_G643950.h1.t1	XP_006407694.1
OG0011592	Aa_G403680.h1.t1	XP_006407688.1
OG0011593	Aa_G403560.h1.t1	XP_006407677.1
OG0011594	Aa_G403530.h1.t1	XP_006407671.1
OG0011595	Aa_G34720.h1.t1	XP_024015806.1
OG0011597	Aa_G34460.h1.t1	XP_006407627.1
OG0011598	Aa_G324470.h1.t1	XP_006407622.1
OG0011599	Aa_G648960.h1.t1	XP_006407602.1
OG0011600	Aa_G419570.h1.t1	XP_006407589.1
OG0011601	Aa_G419520.h1.t1	XP_024014906.1
OG0011602	Aa_G586950.h1.t1, Aa_G586930.h1.t1	XP_024015048.1
OG0011603	Aa_G137090.h1.t1	XP_006407524.1
OG0011604	Aa_G137010.h1.t1	XP_006407512.1
OG0011605	Aa_G710110.h1.t1	XP_006407484.1
OG0011606	Aa_G333220.h1.t1	XP_006407471.1
OG0011607	Aa_G285230.h1.t1	XP_024015082.1
OG0011608	Aa_G216070.h1.t1	XP_006407440.1
OG0011609	Aa_G695020.h1.t1	XP_006407424.1
OG0011610	Aa_G5530.h1.t1	XP_006407401.1
OG0011611	Aa_G5510.h1.t1	XP_006407397.2
OG0011612	Aa_G5450.h1.t1	XP_006407387.1
OG0011613	Aa_G5310.h1.t1	XP_006407373.1
OG0011614	Aa_G709290.h1.t1, Aa_G709280.h1.t1, Aa_G759750.h1.t1	XP_006407361.1
OG0011615	Aa_G40640.h1.t1	XP_006407356.1
OG0011616	Aa_G40480.h1.t1	XP_006407337.1
OG0011617	Aa_G40400.h1.t1	XP_006407331.1
OG0011618	Aa_G40250.h1.t1	XP_006407315.1
OG0011620	Aa_G720260.h1.t1	XP_006407281.1
OG0011621	Aa_G696720.h1.t1	XP_024015805.1
OG0011622	Aa_G374020.h1.t1	XP_006407254.1
OG0011623	Aa_G373960.h1.t1	XP_006407249.1
OG0011624	Aa_G373940.h1.t1	XP_024015031.1
OG0011625	Aa_G614370.h1.t1	XP_006407165.1
OG0011626	Aa_G221980.h1.t1	XP_006390915.1
OG0011627	Aa_G237660.h1.t1	XP_024015183.1
OG0011628	Aa_G458800.h1.t1	XP_024015647.1
OG0011629	Aa_G56330.h1.t1	XP_006407096.1
OG0011630	Aa_G56280.h1.t1	XP_006407089.1
OG0011631	Aa_G559440.h1.t1	XP_006407068.1
OG0011632	Aa_G140360.h1.t1	XP_006407051.1
OG0011633	Aa_G1430.h1.t1	XP_024014822.1
OG0011634	Aa_G1350.h1.t1	XP_006407027.1
OG0011635	Aa_G1240.h1.t1	XP_006407019.1
OG0011636	Aa_G1110.h1.t1	XP_006407004.1
OG0011637	Aa_G443920.h1.t1	XP_006406986.1
OG0011638	Aa_G424030.h1.t1	XP_006406958.1
OG0011639	Aa_G32220.h1.t1	XP_006406919.1
OG0011640	Aa_G32240.h1.t1	XP_006406917.2
OG0011643	Aa_G223440.h1.t1	XP_006406858.1
OG0011644	Aa_G532810.h1.t1	XP_006406841.1
OG0011645	Aa_G418180.h1.t1	XP_006406801.1
OG0011646	Aa_G20500.h1.t1	XP_006406795.1
OG0011647	Aa_G682980.h1.t1	XP_006406707.2
OG0011648	Aa_G176950.h1.t1	XP_006406670.1
OG0011649	Aa_G549500.h1.t1	XP_006406637.2
OG0011650	Aa_G549440.h1.t1	XP_006406633.1
OG0011651	Aa_G601170.h1.t1	XP_006406627.2, XP_006406625.2
OG0011652	Aa_G82040.h1.t1	XP_006406615.1
OG0011653	Aa_G213270.h1.t1	XP_006406610.1
OG0011654	Aa_G104750.h1.t1	XP_024015166.1
OG0011655	Aa_G104650.h1.t1	XP_006406583.1
OG0011656	Aa_G959280.h1.t1, Aa_G772130.h1.t1	XP_006406573.1
OG0011658	Aa_G251520.h1.t1	XP_006398527.2
OG0011659	Aa_G342920.h1.t1	XP_006406550.1
OG0011660	Aa_G342930.h1.t1, Aa_G342940.h1.t1	XP_006406549.1
OG0011661	Aa_G240040.h1.t1	XP_006389869.1
OG0011662	Aa_G611850.h1.t1	XP_006406503.1
OG0011663	Aa_G20210.h1.t1	XP_024015012.1
OG0011664	Aa_G164560.h1.t1	XP_006406471.1
OG0011665	Aa_G50750.h1.t1	XP_006406443.1
OG0011666	Aa_G152420.h1.t1	XP_006406396.1
OG0011667	Aa_G242950.h1.t1	XP_006406387.1
OG0011668	Aa_G162010.h1.t1	XP_006406309.1
OG0011669	Aa_G430410.h1.t1	XP_024014887.1
OG0011670	Aa_G497640.h1.t1	XP_006406294.1
OG0011671	Aa_G338550.h1.t1	XP_006401768.2
OG0011672	Aa_G169310.h1.t1	XP_006405604.1
OG0011673	Aa_G169330.h1.t1	XP_006405606.1
OG0011674	Aa_G245500.h1.t1	XP_006405626.1
OG0011675	Aa_G245540.h1.t1	XP_006405630.1
OG0011676	Aa_G245560.h1.t1	XP_006405632.1
OG0011677	Aa_G365240.h1.t1	XP_006405685.1
OG0011678	Aa_G365190.h1.t1	XP_006405693.1
OG0011679	Aa_G421550.h1.t1	XP_006405710.2
OG0011680	Aa_G575750.h1.t1	XP_006405733.1
OG0011681	Aa_G110120.h1.t1	XP_006405764.1
OG0011682	Aa_G336550.h1.t1	XP_006405834.1
OG0011683	Aa_G36190.h1.t1	XP_024014594.1
OG0011684	Aa_G267710.h1.t1, Aa_G456700.h1.t1	XP_006391244.1
OG0011685	Aa_G331440.h1.t1	XP_006405959.1
OG0011686	Aa_G103480.h1.t1	XP_006395229.1
OG0011687	Aa_G92490.h1.t1	XP_024009570.1
OG0011688	Aa_G293390.h1.t1	XP_024015207.1
OG0011689	Aa_G293340.h1.t1	XP_006406017.1
OG0011690	Aa_G460870.h1.t1	XP_006406065.1
OG0011691	Aa_G312950.h2.t1, Aa_G312950.h3.t1, Aa_G312950.h1.t1	XP_006406069.1
OG0011692	Aa_G81680.h1.t1	XP_006409481.1
OG0011693	Aa_G391650.h1.t1	XP_024015060.1, XP_024014940.1
OG0011694	Aa_G277220.h1.t1	XP_006406104.1
OG0011695	Aa_G51860.h1.t1	XP_006406108.1
OG0011696	Aa_G51890.h1.t1	XP_006406110.1
OG0011697	Aa_G117960.h1.t1, Aa_G619260.h1.t1	XP_006406212.1
OG0011698	Aa_G212410.h1.t1	XP_006406157.1
OG0011699	Aa_G211020.h1.t1	XP_024010135.1
OG0011700	Aa_G198890.h1.t1	XP_006406187.2
OG0011701	Aa_G603110.h1.t1	XP_006406201.1
OG0011702	Aa_G455820.h1.t1	XP_006406234.1
OG0011703	Aa_G171710.h1.t1	XP_006406246.1
OG0011704	Aa_G171780.h1.t1	XP_006406253.1
OG0011705	Aa_G596270.h1.t1	XP_006415880.1
OG0011706	Aa_G659200.h1.t1	XP_006412711.1
OG0011707	Aa_G279940.h1.t1	XP_006412729.2
OG0011708	Aa_G450140.h1.t1	XP_006412745.1
OG0011709	Aa_G828630.h1.t1	XP_024005298.1
OG0011710	Aa_G633550.h1.t1, Aa_G214920.h1.t1	XP_006391403.1
OG0011711	Aa_G288130.h1.t1	XP_006391397.1
OG0011712	Aa_G387700.h1.t1	XP_024007697.1
OG0011713	Aa_G387710.h1.t1	XP_006391332.1
OG0011714	Aa_G407540.h1.t1, Aa_G404420.h1.t1	XP_006419163.1
OG0011715	Aa_G474730.h1.t1	XP_006391562.1
OG0011716	Aa_G62080.h1.t1	XP_006392535.1
OG0011717	Aa_G256300.h1.t1	XP_024003998.1
OG0011718	Aa_G316170.h1.t1	XP_006392478.1
OG0011719	Aa_G316120.h1.t1	XP_006392474.2
OG0011720	Aa_G252540.h1.t1	XP_006392472.1
OG0011721	Aa_G83670.h1.t1	XP_006400455.1
OG0011722	Aa_G33720.h1.t1	XP_006400420.1
OG0011723	Aa_G372460.h1.t1	XP_006400410.1
OG0011724	Aa_G276260.h1.t1, Aa_G64510.h1.t1	XP_024012657.1
OG0011725	Aa_G416170.h1.t1	XP_006400380.1
OG0011726	Aa_G544530.h1.t1	XP_006395021.1
OG0011727	Aa_G577950.h1.t1	XP_006395040.1
OG0011728	Aa_G619010.h1.t1	XP_006395067.1
OG0011729	Aa_G649900.h1.t1	XP_006395158.1
OG0011730	Aa_G608140.h1.t1	XP_006403802.1
OG0011731	Aa_G478770.h1.t1	XP_006403810.2
OG0011733	Aa_G300350.h1.t1	XP_024013472.1
OG0011734	Aa_G300280.h1.t1	XP_006403847.1
OG0011736	Aa_G300240.h1.t1	XP_006403853.1
OG0011737	Aa_G87940.h1.t1	XP_006403861.2
OG0011738	Aa_G235900.h1.t1	XP_006403872.1
OG0011739	Aa_G541530.h1.t1, Aa_G184960.h1.t1	XP_024014678.1
OG0011740	Aa_G178570.h1.t1	XP_006403891.2
OG0011741	Aa_G122960.h1.t1	XP_006403901.1
OG0011742	Aa_G122840.h1.t1	XP_006403908.1
OG0011743	Aa_G122830.h1.t1	XP_024013798.1
OG0011744	Aa_G106310.h1.t1	XP_006418505.1
OG0011745	Aa_G106250.h1.t1	XP_006418498.1
OG0011746	Aa_G94560.h1.t1	XP_006418471.2
OG0011747	Aa_G94420.h1.t1	XP_006418457.1
OG0011748	Aa_G291130.h1.t1, Aa_G130230.h1.t1, Aa_G130220.h1.t1	XP_006418440.1
OG0011749	Aa_G105790.h1.t1	XP_006418429.1
OG0011750	Aa_G105800.h1.t1	XP_024009174.1
OG0011751	Aa_G105820.h1.t1	XP_006418427.1
OG0011752	Aa_G105850.h1.t1	XP_006418424.1
OG0011753	Aa_G105860.h1.t1	XP_024008108.1
OG0011754	Aa_G325210.h1.t1	XP_024009144.1
OG0011755	Aa_G325180.h1.t1	XP_006418408.1
OG0011756	Aa_G325160.h1.t1	XP_006418406.1
OG0011757	Aa_G290710.h1.t1	XP_006418398.1
OG0011758	Aa_G211780.h1.t1	XP_006418368.1
OG0011759	Aa_G6360.h1.t1	XP_006418341.1
OG0011760	Aa_G6400.h1.t1	XP_006418336.1
OG0011761	Aa_G6550.h1.t1	XP_006418318.1
OG0011762	Aa_G6570.h1.t1	XP_006418316.2
OG0011763	Aa_G6600.h1.t1	XP_006418311.1
OG0011764	Aa_G6920.h1.t1, Aa_G575110.h1.t1	XP_006418283.1
OG0011765	Aa_G6960.h1.t1	XP_006418279.1
OG0011766	Aa_G358050.h1.t1	XP_006418261.1
OG0011767	Aa_G134820.h1.t1	XP_006418220.1
OG0011768	Aa_G134650.h1.t1	XP_006418204.1
OG0011769	Aa_G134640.h1.t1	XP_006418203.1
OG0011770	Aa_G341230.h1.t1	XP_006418144.1
OG0011772	Aa_G38730.h1.t1	XP_006418130.1
OG0011773	Aa_G38750.h1.t1	XP_006418128.1
OG0011774	Aa_G38770.h1.t1	XP_024009201.1
OG0011775	Aa_G477710.h1.t1	XP_006418101.1
OG0011776	Aa_G217750.h1.t1	XP_006418091.1
OG0011777	Aa_G217770.h1.t1	XP_006418089.1
OG0011778	Aa_G286240.h1.t1	XP_006418082.1
OG0011779	Aa_G79290.h1.t1	XP_006418028.1
OG0011780	Aa_G79340.h1.t1	XP_024013483.1
OG0011781	Aa_G79440.h1.t1	XP_006418005.1
OG0011782	Aa_G219930.h1.t1	XP_006417996.1
OG0011783	Aa_G220720.h1.t1	XP_006417986.1
OG0011784	Aa_G139990.h1.t1	XP_006417972.1
OG0011785	Aa_G22980.h1.t1	XP_006417940.1
OG0011786	Aa_G22840.h1.t1	XP_006417923.2
OG0011787	Aa_G22800.h1.t1	XP_006417917.1
OG0011788	Aa_G22630.h1.t1	XP_006417899.1
OG0011789	Aa_G429810.h1.t1	XP_024008468.1
OG0011790	Aa_G441400.h1.t1	XP_006417841.1
OG0011791	Aa_G763490.h1.t1	XP_006413437.1
OG0011792	Aa_G182190.h1.t1	XP_006417823.1
OG0011793	Aa_G275800.h1.t1	XP_006417812.1
OG0011794	Aa_G90690.h1.t1, Aa_G558400.h1.t1	XP_024008622.1
OG0011795	Aa_G345320.h1.t1	XP_006417747.1
OG0011796	Aa_G76930.h1.t1	XP_024009661.1
OG0011798	Aa_G442700.h1.t1, Aa_G442700.h2.t1	XP_006417682.1
OG0011799	Aa_G442630.h1.t1	XP_006417674.1
OG0011800	Aa_G80860.h1.t1	XP_024008545.1
OG0011801	Aa_G247200.h1.t1	XP_024011159.1
OG0011802	Aa_G80780.h1.t1	XP_024008510.1
OG0011803	Aa_G80710.h1.t1	XP_006417645.1
OG0011804	Aa_G80680.h1.t1	XP_024012585.1, XP_006417639.1
OG0011805	Aa_G19330.h1.t1	XP_006417628.1
OG0011806	Aa_G19160.h1.t1	XP_006417605.1
OG0011807	Aa_G438890.h1.t1	XP_006417516.1
OG0011808	Aa_G19060.h1.t1	XP_006417595.1
OG0011809	Aa_G194040.h1.t1	XP_006417569.1
OG0011811	Aa_G516460.h1.t1	XP_006417561.1
OG0011812	Aa_G160890.h1.t1	XP_006417541.1
OG0011813	Aa_G463930.h1.t1	XP_006417522.2
OG0011814	Aa_G171340.h1.t1	XP_024009031.1
OG0011815	Aa_G427930.h1.t1	XP_006417456.1
OG0011816	Aa_G512210.h1.t1	XP_006413111.1
OG0011817	Aa_G377560.h1.t1	XP_006417427.1
OG0011818	Aa_G43410.h1.t1	XP_024008999.1
OG0011820	Aa_G457600.h1.t1	XP_006417397.1
OG0011821	Aa_G89280.h1.t1	XP_006417367.1
OG0011822	Aa_G688370.h1.t1	XP_006417352.1
OG0011823	Aa_G338920.h1.t1	XP_006417309.1
OG0011825	Aa_G418630.h1.t1	XP_006417285.1
OG0011826	Aa_G298910.h1.t1	XP_006417274.1
OG0011827	Aa_G298880.h1.t1	XP_006417269.1
OG0011828	Aa_G298860.h1.t1	XP_006417267.2
OG0011829	Aa_G193710.h1.t1	XP_006417256.1
OG0011830	Aa_G246080.h1.t1	XP_006417245.1
OG0011831	Aa_G10780.h1.t1	XP_006417226.1
OG0011832	Aa_G291950.h1.t1, Aa_G291950.h2.t1	XP_006417200.1
OG0011833	Aa_G292050.h1.t1	XP_006417192.1
OG0011834	Aa_G584920.h1.t1	XP_006417146.1
OG0011835	Aa_G164260.h1.t1	XP_006417135.1
OG0011836	Aa_G164250.h1.t1	XP_006417133.1
OG0011837	Aa_G630430.h1.t1	XP_006417127.1
OG0011838	Aa_G109530.h1.t1, Aa_G109530.h2.t1	XP_006417113.1
OG0011839	Aa_G118450.h1.t1	XP_024008654.1
OG0011840	Aa_G437630.h1.t1	XP_006417086.1
OG0011841	Aa_G569580.h1.t1	XP_006417078.1
OG0011842	Aa_G30180.h1.t1	XP_006417077.1
OG0011843	Aa_G242490.h1.t1	XP_024008281.1
OG0011844	Aa_G676350.h1.t1	XP_006416978.1
OG0011845	Aa_G777300.h1.t1	XP_006416973.1
OG0011846	Aa_G121080.h1.t1	XP_006416940.1
OG0011847	Aa_G121130.h1.t1	XP_006416937.1
OG0011848	Aa_G121160.h1.t1	XP_006416934.1
OG0011849	Aa_G112450.h1.t1, Aa_G132650.h1.t1	XP_006416896.1
OG0011850	Aa_G355910.h1.t1	XP_006416891.1
OG0011851	Aa_G140680.h1.t1	XP_024008062.1
OG0011852	Aa_G179820.h1.t1	XP_006416849.1
OG0011853	Aa_G65560.h1.t1	XP_006416828.1
OG0011855	Aa_G103770.h1.t1	XP_006416787.2
OG0011856	Aa_G103730.h1.t1	XP_006416782.1
OG0011857	Aa_G131950.h1.t1	XP_006416768.1
OG0011858	Aa_G349080.h1.t1	XP_006416730.1
OG0011859	Aa_G349060.h1.t1	XP_024008400.1
OG0011860	Aa_G631880.h1.t1	XP_024008126.1
OG0011861	Aa_G278300.h1.t1	XP_006416675.1
OG0011864	Aa_G535610.h1.t1	XP_006416661.1
OG0011865	Aa_G557370.h1.t1	XP_006416656.2
OG0011866	Aa_G379790.h1.t1	XP_006416635.1
OG0011867	Aa_G132360.h1.t1	XP_006416605.1
OG0011868	Aa_G132370.h1.t1	XP_006416604.1
OG0011869	Aa_G308380.h1.t1	XP_006416571.1
OG0011870	Aa_G407850.h1.t1	XP_024008920.1
OG0011871	Aa_G323760.h1.t1	XP_006416499.1
OG0011872	Aa_G93240.h1.t1	XP_006416496.1
OG0011873	Aa_G93300.h1.t1, Aa_G93320.h1.t1	XP_006416490.1
OG0011875	Aa_G266460.h1.t1	XP_006416443.1
OG0011876	Aa_G266400.h1.t1	XP_024008893.1
OG0011877	Aa_G612220.h1.t1	XP_006416407.1
OG0011878	Aa_G622590.h1.t1	XP_006416403.1
OG0011879	Aa_G622630.h1.t1	XP_024009148.1
OG0011880	Aa_G148900.h1.t1	XP_006416383.1
OG0011881	Aa_G148920.h1.t1	XP_006416381.1
OG0011882	Aa_G350320.h1.t1	XP_006391548.1
OG0011883	Aa_G546720.h1.t1	XP_024008601.1
OG0011884	Aa_G546710.h1.t1	XP_024007857.1
OG0011885	Aa_G334140.h1.t1	XP_006416359.1
OG0011886	Aa_G149790.h1.t1, Aa_G454200.h1.t1	XP_006416276.1
