Orthogroup	Arabis_alpina	Arabidopsis_thaliana
OG0008487	Aa_G144840.h1.t1	AT4G34440.1
OG0008488	Aa_G737720.h1.t1	AT4G34230.1
OG0008489	Aa_G97330.h1.t1	AT4G34160.1
OG0008490	Aa_G395000.h1.t1	AT4G32270.1
OG0008491	Aa_G395020.h1.t1	AT4G32272.2
OG0008492	Aa_G395030.h1.t1	AT4G32280.1
OG0008493	Aa_G395050.h1.t1	AT4G32290.1
OG0008494	Aa_G9640.h1.t1	AT4G32540.2
OG0008495	Aa_G425190.h1.t1	AT4G32680.1
OG0008496	Aa_G58550.h1.t1	AT4G32980.1
OG0008497	Aa_G432660.h1.t1	AT4G33100.1
OG0008498	Aa_G432610.h1.t1	AT4G33160.2
OG0008499	Aa_G288290.h1.t1	AT4G33220.1
OG0008500	Aa_G328880.h1.t1	AT4G33467.1
OG0008501	Aa_G214580.h1.t1	AT4G33780.1
OG0008502	Aa_G274220.h1.t1	AT4G33985.1
OG0008503	Aa_G274260.h1.t1	AT4G34030.1
OG0008504	Aa_G274290.h1.t1	AT4G34050.3
OG0008505	Aa_G394950.h1.t1	AT4G32180.1
OG0008506	Aa_G394910.h1.t1	AT4G32160.1
OG0008507	Aa_G45780.h1.t1	AT4G31880.1
OG0008508	Aa_G59780.h1.t1	AT4G31510.1
OG0008509	Aa_G59710.h1.t1	AT4G31410.1
OG0008510	Aa_G860280.h1.t1	AT4G31400.1
OG0008511	Aa_G32970.h1.t1	AT4G31290.1
OG0008512	Aa_G33070.h1.t1	AT4G31140.1
OG0008513	Aa_G436810.h1.t1, Aa_G436810.h2.t1, Aa_G436850.h1.t1	AT2G24220.2
OG0008514	Aa_G179120.h1.t1	AT3G23900.1
OG0008515	Aa_G358500.h1.t1	AT3G24170.1
OG0008516	Aa_G199100.h1.t1	AT3G24120.2
OG0008517	Aa_G199090.h1.t1	AT3G24110.1
OG0008518	Aa_G568380.h1.t1	AT3G23940.1
OG0008519	Aa_G187250.h1.t1	AT1G72650.2
OG0008520	Aa_G187130.h1.t1, Aa_G187140.h1.t1	AT1G72530.2
OG0008521	Aa_G187100.h1.t1	AT2G09970.1, AT1G72510.1
OG0008522	Aa_G199250.h1.t1	AT1G72390.1
OG0008523	Aa_G347870.h1.t1	AT1G72310.1
OG0008524	Aa_G347940.h1.t1	AT1G72250.3
OG0008525	Aa_G347950.h1.t1	AT1G72240.1
OG0008526	Aa_G252160.h1.t1, Aa_G252140.h1.t1	AT1G72190.1
OG0008527	Aa_G252130.h1.t1	AT1G72180.1
OG0008528	Aa_G252090.h1.t1, Aa_G46980.h1.t1	AT1G72160.1
OG0008529	Aa_G62610.h1.t1	AT1G23205.1
OG0008530	Aa_G62480.h1.t1	AT1G23330.1
OG0008531	Aa_G62370.h1.t1	AT1G23440.1
OG0008532	Aa_G352740.h1.t1	AT1G27210.1
OG0008533	Aa_G126620.h1.t1	AT1G27090.1
OG0008534	Aa_G617570.h1.t1	AT1G26560.1
OG0008535	Aa_G490150.h1.t1	AT1G26270.1
OG0008536	Aa_G475520.h1.t1	AT1G27290.1
OG0008537	Aa_G367130.h1.t1	AT4G24490.1
OG0008538	Aa_G46540.h1.t1	AT4G02100.1
OG0008540	Aa_G46810.h1.t1	AT4G01670.1
OG0008541	Aa_G46860.h1.t1, Aa_G347350.h1.t1, Aa_G443950.h1.t1	AT4G01600.1
OG0008542	Aa_G347390.h1.t1	AT4G01560.1
OG0008543	Aa_G53150.h1.t1	AT4G01410.1
OG0008544	Aa_G67840.h1.t1	AT3G06455.1, AT4G01000.1
OG0008545	Aa_G67880.h1.t1	AT4G01037.1
OG0008546	Aa_G67900.h1.t1	AT4G01050.2
OG0008547	Aa_G53240.h1.t1, Aa_G356870.h1.t1	AT4G01320.1
OG0008548	Aa_G724620.h1.t1	AT4G00720.1
OG0008549	Aa_G425560.h1.t1	AT4G00570.1
OG0008550	Aa_G299860.h2.t1, Aa_G299860.h1.t1	AT4G00450.1
OG0008551	Aa_G69780.h1.t1	AT4G26590.1
OG0008552	Aa_G36610.h1.t1	AT2G21050.1
OG0008553	Aa_G61670.h1.t1	AT1G24520.1
OG0008554	Aa_G442200.h1.t1	AT1G25380.1
OG0008555	Aa_G596310.h1.t1	AT1G25540.1
OG0008556	Aa_G587350.h1.t1	AT1G25580.1
OG0008557	Aa_G587360.h1.t1	AT1G25682.1, AT1G25988.1
OG0008558	Aa_G227920.h1.t1	AT4G26470.3
OG0008559	Aa_G234070.h1.t1	AT4G26940.1
OG0008560	Aa_G183300.h1.t1	AT4G27420.1
OG0008561	Aa_G107220.h1.t1	AT4G27410.3
OG0008563	Aa_G141560.h1.t1	AT4G27600.1
OG0008564	Aa_G291810.h1.t1, Aa_G279160.h1.t1, Aa_G121490.h1.t1	AT4G27650.1, AT3G58390.1
OG0008565	Aa_G1820.h1.t1	AT4G27940.1
OG0008567	Aa_G391300.h1.t1	AT4G28025.1
OG0008568	Aa_G200880.h1.t1	AT4G28040.1
OG0008569	Aa_G232890.h1.t1	AT4G28050.1
OG0008570	Aa_G231300.h1.t1	AT4G28080.1
OG0008571	Aa_G44430.h1.t1	AT4G28340.1, AT4G28330.1
OG0008572	Aa_G22920.h1.t1	AT1G06340.1
OG0008573	Aa_G457670.h1.t1, Aa_G91510.h1.t1	AT1G11070.4
OG0008574	Aa_G284070.h1.t1	AT1G14840.1
OG0008575	Aa_G562120.h1.t1	AT1G23980.1
OG0008576	Aa_G617620.h1.t1	AT1G26620.1
OG0008577	Aa_G442260.h1.t1	AT1G25440.1
OG0008581	Aa_G382660.h1.t1	AT1G44130.1
OG0008582	Aa_G273870.h1.t1, Aa_G184270.h1.t1	AT1G44318.1
OG0008583	Aa_G317680.h1.t1	AT3G14470.1
OG0008584	Aa_G234480.h1.t1	AT1G63670.1
OG0008586	Aa_G698400.h2.t1, Aa_G698400.h1.t1, Aa_G609190.h1.t1	AT1G68240.1
OG0008587	Aa_G305310.h1.t1	AT1G68990.2
OG0008592	Aa_G327400.h1.t1	AT3G13790.1
OG0008594	Aa_G446610.h1.t1, Aa_G391600.h1.t1, Aa_G575080.h1.t1, Aa_G626880.h1.t1	AT3G23060.1
OG0008596	Aa_G279310.h1.t1	AT2G21780.1
OG0008599	Aa_G375070.h1.t1	AT2G22790.1
OG0008600	Aa_G253050.h1.t1	AT2G23350.1
OG0008601	Aa_G162600.h1.t1	AT2G24150.1
OG0008602	Aa_G271140.h1.t1	AT2G24260.1
OG0008603	Aa_G35780.h1.t1	AT2G25690.1
OG0008605	Aa_G657420.h1.t1	AT2G34200.1
OG0008606	Aa_G509960.h1.t1	AT4G14226.1, AT2G01554.1
OG0008607	Aa_G120880.h1.t1	AT3G27025.1
OG0008609	Aa_G514460.h1.t1	AT3G29400.1
OG0008611	Aa_G354650.h1.t1	AT5G14090.1
OG0008612	Aa_G162180.h1.t1, Aa_G461550.h1.t1	AT5G16950.1
OG0008615	Aa_G742240.h1.t1, Aa_G225530.h1.t1	AT4G11890.3
OG0008616	Aa_G404970.h1.t1	AT4G32820.2
OG0008617	Aa_G387280.h1.t1	AT4G26440.1
OG0008618	Aa_G92290.h1.t1	AT4G24204.3
OG0008619	Aa_G68700.h1.t1	AT4G24180.3
OG0008622	Aa_G32630.h1.t1	AT5G43155.1, AT5G43160.1
OG0008623	Aa_G28540.h1.t1	AT5G48490.1, AT5G48485.1
OG0008625	Aa_G28480.h1.t1	AT5G48580.1
OG0008626	Aa_G540540.h1.t1	AT5G48940.1
OG0008628	Aa_G313110.h1.t1	AT5G50670.1, AT5G50570.1
OG0008629	Aa_G134160.h1.t1	AT5G53390.1
OG0008630	Aa_G669050.h1.t1	AT5G53590.1
OG0008649	Aa_G158870.h1.t1	AT4G30410.1
OG0008650	Aa_G646070.h1.t1	AT4G30440.1
OG0008651	Aa_G360280.h1.t1	AT4G23050.2
OG0008652	Aa_G171510.h1.t1	AT4G23020.2
OG0008653	Aa_G656930.h1.t1	AT3G46640.3
OG0008654	Aa_G500670.h1.t1	AT3G46750.1
OG0008655	Aa_G737480.h1.t1	AT3G48580.1
OG0008656	Aa_G522990.h1.t1	AT3G48550.1
OG0008657	Aa_G226570.h1.t1	AT1G10417.4
OG0008658	Aa_G197630.h1.t1	AT3G48480.1
OG0008659	Aa_G420590.h1.t1	AT3G48000.1
OG0008660	Aa_G710670.h1.t1	AT3G48150.1
OG0008661	Aa_G343900.h1.t1	AT3G48187.1
OG0008662	Aa_G623660.h1.t1	AT2G01060.1
OG0008663	Aa_G312300.h1.t1	AT2G01820.1
OG0008664	Aa_G245090.h1.t1	AT5G40480.1
OG0008665	Aa_G396210.h1.t1	AT5G18120.1
OG0008666	Aa_G106460.h1.t1	AT5G17860.1
OG0008667	Aa_G106470.h1.t1	AT5G17850.1
OG0008668	Aa_G325620.h1.t1	AT5G17680.2
OG0008670	Aa_G523380.h1.t1	AT5G17290.1
OG0008671	Aa_G79050.h1.t1	AT5G16760.1
OG0008672	Aa_G79080.h1.t1	AT5G16750.1
OG0008673	Aa_G79130.h1.t1	AT5G16710.1
OG0008674	Aa_G846080.h1.t1, Aa_G825370.h1.t1, Aa_G79170.h1.t1, Aa_G728830.h1.t1	AT5G16690.1
OG0008675	Aa_G447900.h1.t1	AT5G16660.1
OG0008676	Aa_G489990.h1.t1	AT5G16620.1
OG0008677	Aa_G157980.h1.t1	AT5G16490.1
OG0008678	Aa_G96770.h1.t1	AT5G16320.1
OG0008679	Aa_G265180.h1.t1	AT2G44530.1
OG0008680	Aa_G96870.h1.t1	AT5G16220.1
OG0008681	Aa_G59240.h1.t1	AT5G16150.1
OG0008682	Aa_G59280.h1.t1	AT5G16110.1
OG0008683	Aa_G56490.h1.t1	AT5G15950.1
OG0008684	Aa_G383470.h1.t1	AT5G15802.1
OG0008685	Aa_G383490.h1.t1	AT5G15790.4
OG0008686	Aa_G383500.h1.t1	AT5G15780.1
OG0008688	Aa_G421110.h1.t1	AT5G15640.1
OG0008689	Aa_G421080.h1.t1	AT5G15600.1
OG0008690	Aa_G727100.h1.t1	AT1G33320.1
OG0008691	Aa_G321060.h1.t1	AT5G15270.1
OG0008692	Aa_G148580.h1.t1	AT2G32850.2
OG0008693	Aa_G499790.h1.t1, Aa_G843420.h1.t1, Aa_G843420.h2.t1	AT5G15050.1
OG0008694	Aa_G54570.h1.t1	AT1G04870.2
OG0008695	Aa_G471370.h1.t1	AT3G15470.1
OG0008696	Aa_G72740.h1.t1	AT5G14260.1
OG0008697	Aa_G72810.h1.t1	AT5G14180.1
OG0008698	Aa_G290000.h1.t1	AT5G13920.2
OG0008700	Aa_G48380.h1.t1, Aa_G48390.h1.t1	AT5G55500.1
OG0008701	Aa_G209450.h1.t1	AT5G13670.1
OG0008702	Aa_G388300.h1.t1	AT5G13560.1
OG0008703	Aa_G19600.h1.t1	AT5G13340.1
OG0008704	Aa_G19530.h1.t1	AT5G13280.1
OG0008705	Aa_G385380.h1.t1	AT5G13150.1
OG0008706	Aa_G385370.h1.t1	AT5G13140.1
OG0008707	Aa_G385330.h1.t1	AT5G13100.1
OG0008708	Aa_G385300.h1.t1	AT5G13070.1
OG0008711	Aa_G491610.h1.t1, Aa_G491600.h1.t1	AT5G12430.1
OG0008712	Aa_G138200.h1.t1	AT5G12330.4
OG0008713	Aa_G623430.h1.t1, Aa_G89610.h1.t1, Aa_G159480.h1.t1	AT5G12320.1
OG0008714	Aa_G256670.h1.t1	AT5G12260.1
OG0008715	Aa_G256580.h1.t1	AT5G12190.1
OG0008716	Aa_G215880.h1.t1	AT5G11980.1
OG0008717	Aa_G215850.h1.t1	AT5G11960.1
OG0008718	Aa_G279030.h1.t1	AT5G11910.4
OG0008719	Aa_G279020.h1.t1	AT5G11900.1
OG0008720	Aa_G278960.h1.t1	AT5G11850.1
OG0008721	Aa_G116900.h1.t1	AT5G11560.1
OG0008722	Aa_G158490.h1.t1	AT5G11320.1
OG0008723	Aa_G441940.h1.t1	AT5G55125.1
OG0008724	Aa_G84680.h1.t1	AT5G11130.1
OG0008725	Aa_G486110.h1.t1	AT5G11000.1
OG0008726	Aa_G486100.h1.t1	AT5G10990.1
OG0008727	Aa_G168600.h1.t1	AT5G10730.1
OG0008728	Aa_G168500.h1.t1	AT5G10650.1
OG0008729	Aa_G98230.h1.t1	AT5G10480.3
OG0008730	Aa_G356480.h1.t1	AT5G10150.1
OG0008731	Aa_G196010.h1.t1	AT5G10030.1
OG0008732	Aa_G152750.h1.t1	AT5G09880.1
OG0008733	Aa_G516730.h1.t1	AT5G09680.3
OG0008734	Aa_G130530.h1.t1	AT5G09330.1
OG0008735	Aa_G130500.h2.t1, Aa_G130500.h1.t1	AT5G09310.1
OG0008736	Aa_G130420.h1.t1	AT5G09225.1
OG0008737	Aa_G210880.h1.t1	AT5G08580.1
OG0008738	Aa_G210850.h1.t1	AT5G08560.1
OG0008739	Aa_G142430.h1.t1	AT3G28730.1
OG0008740	Aa_G125940.h1.t1	AT5G50360.1
OG0008741	Aa_G210680.h1.t1	AT5G08415.1
OG0008742	Aa_G319270.h1.t1	AT5G08240.1
OG0008743	Aa_G392820.h1.t1	AT5G08060.1
OG0008744	Aa_G587760.h1.t1	AT5G07950.1
OG0008745	Aa_G611230.h1.t1	AT5G07920.1
OG0008746	Aa_G76460.h1.t1	AT5G07820.1
OG0008747	Aa_G471580.h1.t1	AT5G07580.1
OG0008748	Aa_G188900.h1.t1	AT4G02810.1
OG0008749	Aa_G188920.h1.t1	AT4G02830.1
OG0008750	Aa_G189240.h1.t1	AT4G03110.1
OG0008751	Aa_G187620.h1.t1, Aa_G189250.h1.t1	AT4G03115.3
OG0008752	Aa_G187770.h1.t1	AT4G03280.1
OG0008753	Aa_G353730.h1.t1	AT4G25100.1
OG0008754	Aa_G577690.h1.t1	AT5G51020.1
OG0008755	Aa_G130080.h1.t1	AT4G24910.1
OG0008756	Aa_G130090.h1.t1	AT4G24900.1
OG0008757	Aa_G67750.h1.t1	AT4G00895.1
OG0008758	Aa_G205310.h1.t1	AT2G26670.1
OG0008759	Aa_G1660.h1.t1	AT2G26690.1
OG0008760	Aa_G3080.h1.t1	AT2G26800.2
OG0008762	Aa_G529630.h1.t1	AT2G27230.1
OG0008763	Aa_G342500.h1.t1	AT2G27290.1
OG0008764	Aa_G180190.h1.t1	AT2G27350.3
OG0008765	Aa_G55720.h1.t1	AT2G27370.1
OG0008766	Aa_G393060.h1.t1	AT2G27590.1
OG0008768	Aa_G210650.h1.t1	AT2G27740.1
OG0008769	Aa_G19590.h1.t1	AT2G27790.1
OG0008770	Aa_G371190.h1.t1, Aa_G614940.h1.t1	AT2G27810.4
OG0008771	Aa_G434840.h1.t1	AT2G27880.1
OG0008772	Aa_G504390.h1.t1	AT2G27980.1
OG0008773	Aa_G326580.h1.t1	AT2G28090.1
OG0008774	Aa_G207680.h1.t1	AT2G28110.1
OG0008775	Aa_G568670.h1.t1	AT2G28120.1
OG0008776	Aa_G18150.h1.t1	AT2G28380.1
OG0008777	Aa_G18190.h1.t1	AT2G28430.1
OG0008778	Aa_G60070.h1.t1	AT2G28600.1
OG0008779	Aa_G627890.h1.t1	AT2G28630.1
OG0008780	Aa_G324760.h1.t1	AT2G28780.1
OG0008781	Aa_G832170.h1.t1	AT2G28790.2
OG0008782	Aa_G707890.h1.t1	AT2G28800.1
OG0008783	Aa_G460140.h1.t1	AT2G28870.1
OG0008784	Aa_G243140.h1.t1	AT2G28880.1
OG0008785	Aa_G412140.h1.t1	AT2G28950.1
OG0008786	Aa_G763050.h1.t1	AT2G29060.1
OG0008787	Aa_G541560.h1.t1	AT2G29400.1
OG0008788	Aa_G465370.h1.t1	AT2G29410.1
OG0008789	Aa_G85620.h1.t1	AT2G30010.2
OG0008790	Aa_G135350.h1.t1	AT2G30070.1
OG0008791	Aa_G597530.h1.t1	AT2G30105.1
OG0008793	Aa_G35360.h1.t1	AT2G30280.1
OG0008794	Aa_G249090.h1.t1	AT2G30380.1
OG0008795	Aa_G159340.h1.t1	AT2G30520.1
OG0008796	Aa_G159360.h1.t1	AT2G30530.1
OG0008797	Aa_G365420.h1.t1	AT2G30710.1
OG0008799	Aa_G589110.h1.t1	AT2G31100.1
OG0008800	Aa_G589100.h1.t1	AT2G31110.2
OG0008801	Aa_G359460.h1.t1	AT2G31190.1
OG0008802	Aa_G343110.h1.t1	AT2G31260.1
OG0008803	Aa_G343080.h1.t1	AT2G31280.3
OG0008804	Aa_G167510.h1.t1	AT2G31360.1
OG0008805	Aa_G167460.h1.t1	AT2G31410.1
OG0008806	Aa_G445710.h1.t1	AT2G31750.2
OG0008807	Aa_G154800.h1.t1	AT2G31820.1
OG0008809	Aa_G346370.h1.t1	AT2G32100.1
OG0008810	Aa_G117140.h1.t1	AT2G32510.1
OG0008811	Aa_G243720.h1.t1	AT2G32300.2
OG0008812	Aa_G356310.h3.t1, Aa_G356310.h1.t1, Aa_G356310.h2.t1, Aa_G126880.h1.t1	AT4G13070.1
OG0008814	Aa_G183710.h1.t1	AT2G32810.1
OG0008815	Aa_G183620.h1.t1	AT2G33180.1
OG0008817	Aa_G208750.h1.t1	AT2G33310.2
OG0008818	Aa_G208740.h1.t1	AT2G33320.1
OG0008819	Aa_G208710.h1.t1	AT2G33350.5
OG0008820	Aa_G208660.h1.t1	AT2G33390.1
OG0008821	Aa_G208550.h1.t1	AT5G43310.1
OG0008824	Aa_G316920.h1.t1	AT5G43750.1
OG0008825	Aa_G756680.h1.t1	AT5G43850.1
OG0008826	Aa_G756660.h1.t1	AT5G43870.1
OG0008827	Aa_G215260.h1.t1	AT4G24500.1
OG0008828	Aa_G215380.h1.t1	AT5G44260.1
OG0008829	Aa_G133010.h1.t1	AT4G03490.3
OG0008830	Aa_G166570.h1.t1, Aa_G7900.h1.t1, Aa_G353780.h1.t1	AT4G25170.2
OG0008832	Aa_G90930.h1.t1	AT4G25340.1
OG0008833	Aa_G29460.h1.t1	AT1G47820.1, AT1G47813.1
OG0008834	Aa_G29450.h1.t1	AT1G47750.1
OG0008835	Aa_G29390.h1.t1	AT1G47670.1
OG0008836	Aa_G332830.h1.t1	AT1G47603.1
OG0008837	Aa_G332880.h1.t1	AT1G47510.1
OG0008838	Aa_G150550.h1.t1, Aa_G513960.h1.t1	AT1G47420.1
OG0008839	Aa_G128490.h1.t1, Aa_G128480.h1.t1	AT1G45180.1
OG0008840	Aa_G767080.h1.t1	AT1G45976.1
OG0008841	Aa_G171130.h1.t1	AT1G47200.1
OG0008842	Aa_G130860.h1.t1	AT1G27730.1
OG0008843	Aa_G130720.h1.t1	AT1G27930.1
OG0008844	Aa_G48130.h1.t1	AT1G28150.1
OG0008845	Aa_G77040.h1.t1	AT3G25160.1
OG0008846	Aa_G329880.h1.t1	AT1G28300.1
OG0008847	Aa_G472920.h1.t1	AT1G28400.1
OG0008848	Aa_G456660.h1.t1	AT1G29050.1
OG0008849	Aa_G348080.h1.t1	AT1G29220.2
OG0008850	Aa_G348090.h1.t1	AT1G29200.2
OG0008851	Aa_G348140.h1.t1	AT1G29280.1
OG0008852	Aa_G108440.h1.t1	AT1G29670.2
OG0008853	Aa_G589230.h1.t1	AT5G49270.1
OG0008854	Aa_G108350.h1.t1	AT1G29750.2
OG0008855	Aa_G248910.h1.t1	AT1G29940.1
OG0008856	Aa_G248850.h1.t1	AT1G29990.1
OG0008857	Aa_G28330.h1.t1	AT1G30330.2
OG0008858	Aa_G279730.h1.t1	AT1G30650.1
OG0008859	Aa_G279760.h1.t1	AT1G30690.1
OG0008860	Aa_G216310.h1.t1	AT1G30755.1
OG0008861	Aa_G216400.h1.t1	AT1G30820.1
OG0008862	Aa_G476230.h1.t1	AT1G30860.1
OG0008863	Aa_G476180.h1.t1	AT1G30910.1
OG0008864	Aa_G355740.h1.t1	AT1G30970.3
OG0008866	Aa_G414300.h1.t1	AT1G31300.1
OG0008867	Aa_G442850.h1.t1	AT5G50390.1
OG0008868	Aa_G434750.h1.t1	AT1G31480.1
OG0008869	Aa_G194310.h1.t1	AT1G31817.1
OG0008870	Aa_G194180.h1.t1	AT1G31970.1
OG0008871	Aa_G109250.h1.t1	AT1G32340.1
OG0008872	Aa_G16490.h1.t1	AT1G32550.2
OG0008873	Aa_G52130.h1.t1	AT2G35300.1
OG0008874	Aa_G435350.h1.t1	AT2G02480.1
OG0008875	Aa_G146270.h1.t1, Aa_G146260.h1.t1	AT2G02850.1
OG0008876	Aa_G480380.h1.t1	AT2G03390.1
OG0008877	Aa_G122740.h1.t1, Aa_G2350.h1.t1	AT3G62010.1
OG0008878	Aa_G147090.h1.t1	AT5G66750.1
OG0008879	Aa_G147120.h1.t1	AT5G66780.1
OG0008880	Aa_G147140.h1.t1	AT5G66800.1
OG0008881	Aa_G180820.h1.t1	AT5G66930.3
OG0008882	Aa_G180840.h1.t1	AT5G66950.1
OG0008883	Aa_G696710.h1.t1	AT5G66980.1
OG0008884	Aa_G649310.h1.t1	AT5G67030.1
OG0008885	Aa_G482310.h1.t1	AT5G67110.1
OG0008886	Aa_G165770.h1.t1	AT5G67270.1
OG0008887	Aa_G383180.h1.t1	AT5G67300.1
OG0008888	Aa_G23650.h1.t1	AT5G67470.1
OG0008889	Aa_G23570.h1.t1	AT5G67550.1
OG0008890	Aa_G23470.h1.t1	AT5G65925.1
OG0008891	Aa_G81340.h1.t1	AT5G65683.1
OG0008892	Aa_G81370.h1.t1	AT5G65640.1
OG0008893	Aa_G81470.h1.t1	AT5G65540.1
OG0008894	Aa_G37270.h1.t1	AT5G65250.1
OG0008895	Aa_G37130.h1.t1	AT5G65140.1
OG0008897	Aa_G681050.h1.t1	AT5G65110.1
OG0008898	Aa_G704380.h1.t1	AT5G65020.1
OG0008899	Aa_G20740.h1.t1	AT5G64930.1
OG0008900	Aa_G20840.h1.t1	AT5G64820.1
OG0008901	Aa_G21050.h1.t1	AT5G64640.1
OG0008902	Aa_G51570.h1.t1	AT5G64330.1
OG0008903	Aa_G51690.h1.t1	AT5G64230.1
OG0008904	Aa_G268300.h1.t1	AT5G64060.1
OG0008905	Aa_G76210.h1.t1	AT5G63940.1
OG0008906	Aa_G76150.h1.t1	AT5G63890.2
OG0008907	Aa_G76070.h1.t1	AT5G63800.1
OG0008909	Aa_G75160.h1.t1	AT5G63480.1
OG0008910	Aa_G75330.h1.t1	AT5G63350.1
OG0008911	Aa_G472750.h1.t1	AT5G63220.1
OG0008912	Aa_G406280.h1.t1	AT5G62940.1
OG0008913	Aa_G406190.h1.t1	AT5G62865.1
OG0008914	Aa_G406150.h1.t1	AT5G62820.1
OG0008915	Aa_G621050.h1.t1	AT5G62740.1
OG0008916	Aa_G13780.h1.t1	AT5G62640.3
OG0008917	Aa_G13680.h1.t1	AT5G62560.1
OG0008918	Aa_G13630.h1.t1	AT5G62520.1
OG0008919	Aa_G13490.h1.t1	AT5G62420.1
OG0008920	Aa_G13430.h1.t1	AT5G62360.1
OG0008921	Aa_G315980.h1.t1	AT5G62290.1
OG0008922	Aa_G131080.h1.t1	AT5G62150.1
OG0008923	Aa_G131180.h1.t1	AT5G62050.1
OG0008924	Aa_G61400.h1.t1	AT5G62020.1
OG0008925	Aa_G61430.h1.t1	AT5G61980.1
OG0008926	Aa_G61540.h1.t1	AT5G61850.2
OG0008927	Aa_G435180.h1.t1	AT5G61770.2
OG0008928	Aa_G257110.h1.t1, Aa_G664910.h1.t1	AT5G61440.1
OG0008929	Aa_G94980.h1.t1	AT5G61150.1
OG0008930	Aa_G98000.h1.t1, Aa_G560750.h1.t1	AT5G23040.1
OG0008931	Aa_G97890.h1.t1	AT5G23150.1
OG0008932	Aa_G97870.h1.t1	AT5G23190.1
OG0008933	Aa_G104830.h1.t1	AT5G23310.1
OG0008934	Aa_G104810.h1.t1	AT5G23340.1
OG0008935	Aa_G143310.h1.t1	AT5G23450.3
OG0008936	Aa_G143290.h1.t1	AT5G23490.2
OG0008937	Aa_G143240.h1.t1	AT5G23550.1
OG0008938	Aa_G475070.h1.t1	AT5G23940.1
OG0008939	Aa_G46110.h1.t1	AT5G24230.1
OG0008940	Aa_G45460.h1.t1	AT5G24400.1
OG0008941	Aa_G45410.h1.t1	AT5G24440.1
OG0008942	Aa_G45280.h1.t1	AT5G24580.1
OG0008943	Aa_G45260.h1.t1	AT5G24600.1
OG0008944	Aa_G392310.h1.t1	AT5G24710.1
OG0008945	Aa_G596580.h1.t1	AT5G24930.1
OG0008946	Aa_G596560.h1.t1	AT5G24970.2
OG0008947	Aa_G398080.h1.t1	AT5G25150.1
OG0008948	Aa_G398040.h1.t1	AT5G25170.1
OG0008949	Aa_G267300.h1.t1	AT5G25265.1
OG0008950	Aa_G70620.h1.t1	AT5G25340.1
OG0008951	Aa_G539340.h1.t1	AT5G25790.2
OG0008952	Aa_G574350.h1.t1	AT5G25840.1
OG0008953	Aa_G112850.h1.t1	AT5G26220.1
OG0008954	Aa_G181300.h1.t1	AT5G19560.4
OG0008955	Aa_G181250.h1.t1	AT5G19650.1
OG0008956	Aa_G181230.h1.t1	AT5G19610.1
OG0008957	Aa_G181220.h1.t1	AT5G19600.1
OG0008958	Aa_G181200.h1.t1	AT5G19590.1
OG0008959	Aa_G181180.h1.t1	AT5G19570.1
OG0008960	Aa_G478110.h1.t1	AT5G19730.1
OG0008961	Aa_G478100.h1.t1	AT4G07670.1
OG0008962	Aa_G478090.h1.t1	AT5G19750.1
OG0008964	Aa_G68410.h1.t1	AT5G19920.1
OG0008965	Aa_G68210.h1.t1, Aa_G171800.h1.t1	AT5G20130.2
OG0008966	Aa_G68170.h1.t1	AT5G20165.3
OG0008967	Aa_G68130.h1.t1	AT5G20200.1
OG0008968	Aa_G68090.h1.t1	AT5G20250.4
OG0008970	Aa_G15350.h1.t1	AT5G20700.1
OG0008971	Aa_G501670.h1.t1	AT5G20850.1
OG0008972	Aa_G501650.h1.t1	AT5G20870.1
OG0008973	Aa_G633680.h1.t1	AT5G20950.3
OG0008974	Aa_G404790.h1.t1	AT5G20980.1
OG0008975	Aa_G404750.h1.t1	AT5G21050.1
OG0008976	Aa_G404710.h1.t1	AT5G21070.1
OG0008977	Aa_G9040.h1.t1	AT5G21920.1
OG0008978	Aa_G8860.h1.t1	AT5G22030.2
OG0008980	Aa_G459150.h1.t1	AT5G22350.1
OG0008981	Aa_G707140.h1.t1	AT5G22390.1
OG0008982	Aa_G173880.h1.t1	AT5G22630.1
OG0008983	Aa_G88180.h1.t1	AT5G54010.1
OG0008984	Aa_G815710.h1.t1	AT5G22850.1
OG0008985	Aa_G583140.h1.t1	AT5G23000.1
OG0008986	Aa_G127220.h1.t1	AT5G60700.2
OG0008987	Aa_G362180.h1.t1	AT5G60340.1
OG0008988	Aa_G234760.h1.t1	AT5G60210.3
OG0008989	Aa_G33930.h1.t1	AT5G59980.2
OG0008990	Aa_G33900.h1.t1	AT5G59950.5
OG0008991	Aa_G821710.h1.t1	AT5G59790.1
OG0008993	Aa_G448470.h1.t1	AT5G59760.1
OG0008995	Aa_G225480.h1.t1	AT5G59180.1
OG0008996	Aa_G345580.h1.t1	AT5G59010.1
OG0008997	Aa_G345630.h1.t1	AT5G58970.1
OG0008998	Aa_G345670.h1.t1	AT5G58940.1
OG0008999	Aa_G93990.h1.t1	AT5G58650.1
OG0009000	Aa_G344380.h1.t1	AT5G58410.1
OG0009001	Aa_G344260.h1.t1	AT5G58300.1
OG0009002	Aa_G31490.h1.t1	AT5G58160.1
OG0009003	Aa_G327720.h1.t1, Aa_G521170.h1.t1	AT1G20970.1
OG0009004	Aa_G31610.h1.t1	AT5G58040.1
OG0009005	Aa_G343750.h1.t1	AT1G78520.1
OG0009006	Aa_G31740.h1.t1	AT5G57880.1
OG0009007	Aa_G228170.h1.t1	AT5G57625.1
