Orthogroup	Arabis_alpina	Arabidopsis_arenosa
OG0007602	Aa_G567780.h1.t1	jg3021
OG0007603	Aa_G567760.h1.t1	jg3023
OG0007605	Aa_G547160.h1.t1	jg3105
OG0007606	Aa_G64550.h1.t1	jg3125
OG0007607	Aa_G110390.h1.t1, Aa_G998130.h1.t1	jg2418
OG0007608	Aa_G949150.h1.t1	jg9158
OG0007609	Aa_G277820.h1.t1	jg2474
OG0007610	Aa_G305320.h1.t1	jg2482
OG0007611	Aa_G644720.h1.t1	jg9584
OG0007614	Aa_G182790.h1.t1	jg9558
OG0007615	Aa_G69560.h1.t1	jg9514
OG0007616	Aa_G94200.h1.t1	jg22039
OG0007617	Aa_G276860.h1.t1, Aa_G276850.h1.t1	jg13335
OG0007619	Aa_G234510.h1.t1	jg505
OG0007620	Aa_G361540.h1.t1	jg464
OG0007621	Aa_G157280.h1.t1, Aa_G313700.h1.t1, Aa_G592980.h1.t1	jg12571
OG0007622	Aa_G151590.h1.t1, Aa_G157260.h1.t1	jg12572
OG0007623	Aa_G247740.h1.t1	jg13767
OG0007624	Aa_G337670.h1.t1, Aa_G301090.h1.t1	jg14076
OG0007625	Aa_G619000.h1.t1	jg21572
OG0007626	Aa_G424630.h1.t1	jg13453
OG0007627	Aa_G508070.h1.t1	jg13417
OG0007628	Aa_G541890.h1.t1	jg13376
OG0007629	Aa_G25550.h1.t1	jg13366
OG0007630	Aa_G25580.h1.t1	jg13360
OG0007631	Aa_G276790.h1.t1	jg13325
OG0007632	Aa_G83250.h1.t1	jg13299
OG0007633	Aa_G153050.h1.t1	jg21762
OG0007634	Aa_G555370.h1.t1	jg2594
OG0007635	Aa_G144560.h1.t1	jg2586
OG0007636	Aa_G529220.h1.t1	jg2582
OG0007637	Aa_G623850.h1.t1	jg2575
OG0007638	Aa_G636730.h1.t1	jg2574
OG0007639	Aa_G116270.h1.t1	jg27138
OG0007641	Aa_G206370.h1.t1	jg20441
OG0007642	Aa_G58300.h1.t1	jg20447
OG0007643	Aa_G28490.h1.t1	jg21397
OG0007644	Aa_G822590.h1.t1	jg20454
OG0007645	Aa_G58170.h1.t1	jg20460
OG0007646	Aa_G58130.h1.t1	jg20461
OG0007649	Aa_G290920.h1.t1	jg20555
OG0007650	Aa_G246590.h1.t1	jg11964
OG0007651	Aa_G357850.h1.t1	jg20568
OG0007653	Aa_G513310.h1.t1	jg33075
OG0007654	Aa_G720.h1.t1	jg9881
OG0007655	Aa_G574960.h1.t1	jg33146
OG0007656	Aa_G440630.h1.t1	jg33154
OG0007657	Aa_G334800.h1.t1	jg33167
OG0007658	Aa_G36820.h1.t1	jg33197
OG0007659	Aa_G410610.h1.t1	jg33227
OG0007660	Aa_G584120.h1.t1, Aa_G584150.h1.t1	jg33264
OG0007661	Aa_G582110.h1.t1	jg33284
OG0007663	Aa_G611050.h1.t1	jg33325
OG0007664	Aa_G166340.h1.t1	jg33334
OG0007665	Aa_G677550.h1.t1	jg33370
OG0007666	Aa_G286290.h1.t1	jg28819
OG0007667	Aa_G219780.h1.t1	jg33392
OG0007668	Aa_G219750.h1.t1	jg33394
OG0007669	Aa_G256010.h1.t1	jg33424
OG0007670	Aa_G173600.h1.t1	jg33470
OG0007671	Aa_G278360.h1.t1	jg30290
OG0007672	Aa_G150490.h1.t1	jg21028
OG0007673	Aa_G311540.h1.t1	jg16688
OG0007674	Aa_G150360.h1.t1	jg21013, jg21011
OG0007675	Aa_G581130.h1.t1	jg21005
OG0007676	Aa_G332150.h1.t1	jg18447
OG0007677	Aa_G440080.h1.t1	jg18452
OG0007678	Aa_G438760.h1.t1	jg18489
OG0007679	Aa_G438730.h1.t1	jg18490
OG0007680	Aa_G305810.h1.t1	jg18496
OG0007682	Aa_G12080.h1.t1	jg18542
OG0007683	Aa_G12130.h1.t1	jg18547
OG0007684	Aa_G291620.h1.t1	jg18559
OG0007686	Aa_G576480.h1.t1	jg21594
OG0007687	Aa_G11080.h1.t1	jg18671
OG0007688	Aa_G24710.h1.t1	jg18703
OG0007689	Aa_G80810.h1.t1	jg29233
OG0007690	Aa_G286480.h1.t1	jg18721
OG0007691	Aa_G286500.h1.t1	jg18723
OG0007692	Aa_G455360.h1.t1	jg10640
OG0007693	Aa_G78200.h1.t1	jg10661
OG0007694	Aa_G203420.h1.t1	jg10696
OG0007695	Aa_G339910.h1.t1	jg10737
OG0007697	Aa_G45870.h1.t1, Aa_G155370.h1.t1	jg10758
OG0007698	Aa_G758940.h1.t1	jg10801
OG0007699	Aa_G287460.h1.t1	jg10806
OG0007700	Aa_G575630.h1.t1	jg10813
OG0007701	Aa_G152280.h1.t1	jg10828
OG0007702	Aa_G152300.h1.t1	jg10831
OG0007703	Aa_G267170.h1.t1	jg10842
OG0007704	Aa_G604440.h1.t1	jg10846
OG0007705	Aa_G520170.h1.t1	jg10853
OG0007707	Aa_G524860.h1.t1, Aa_G113340.h1.t1	jg20431
OG0007708	Aa_G326330.h1.t1	jg14999
OG0007709	Aa_G451320.h1.t1	jg14993
OG0007710	Aa_G451310.h1.t1	jg14992
OG0007711	Aa_G309410.h1.t1	jg14986
OG0007712	Aa_G113220.h1.t1	jg14959
OG0007713	Aa_G620590.h1.t1	jg14956
OG0007714	Aa_G240840.h1.t1	jg10133
OG0007715	Aa_G55690.h1.t1	jg10151
OG0007716	Aa_G312620.h1.t1	jg21939
OG0007717	Aa_G629820.h1.t1	jg21937
OG0007718	Aa_G396880.h1.t1, Aa_G491480.h1.t1, Aa_G66060.h1.t1, Aa_G372050.h1.t1	jg21927
OG0007719	Aa_G101860.h1.t1	jg21846
OG0007720	Aa_G466560.h1.t1	jg21812
OG0007721	Aa_G131390.h1.t1	jg27280, jg18578, jg13795, jg27159
OG0007722	Aa_G431420.h1.t1, Aa_G1042900.h1.t1, Aa_G1042900.h2.t1	jg21751
OG0007723	Aa_G124220.h1.t1	jg21748
OG0007724	Aa_G194480.h1.t1	jg27266
OG0007725	Aa_G269070.h1.t1	jg27531
OG0007726	Aa_G384620.h1.t1	jg27587
OG0007727	Aa_G347030.h1.t1	jg27621
OG0007729	Aa_G313520.h1.t1	jg27752
OG0007730	Aa_G544700.h1.t1	jg27790
OG0007731	Aa_G548920.h1.t1	jg27805, jg27807
OG0007732	Aa_G421710.h1.t1, Aa_G306380.h1.t1	jg27848
OG0007733	Aa_G186960.h1.t1	jg10073
OG0007734	Aa_G500530.h1.t1	jg17253, jg10094
OG0007735	Aa_G226790.h1.t1	jg10090
OG0007736	Aa_G417310.h1.t1	jg10117
OG0007737	Aa_G55670.h1.t1	jg10153
OG0007738	Aa_G19980.h1.t1	jg10232
OG0007739	Aa_G19930.h1.t1	jg10237
OG0007740	Aa_G585490.h1.t1	jg10253
OG0007741	Aa_G736900.h1.t1	jg10278
OG0007742	Aa_G419820.h1.t1	jg10300
OG0007743	Aa_G517270.h1.t1	jg10308
OG0007744	Aa_G277410.h1.t1	jg369
OG0007745	Aa_G204100.h1.t1	jg10571
OG0007746	Aa_G204030.h1.t1	jg10564
OG0007748	Aa_G201460.h1.t1	jg10542
OG0007749	Aa_G909660.h2.t1, Aa_G909660.h1.t1, Aa_G909660.h3.t1, Aa_G7160.h1.t1	jg7856
OG0007750	Aa_G221230.h1.t1	jg10537
OG0007751	Aa_G581680.h1.t1	jg10502
OG0007752	Aa_G318040.h1.t1	jg10419
OG0007753	Aa_G472160.h1.t1	jg10394
OG0007754	Aa_G298550.h1.t1	jg10382
OG0007755	Aa_G70400.h1.t1	jg32478
OG0007756	Aa_G147010.h1.t1	jg23721
OG0007757	Aa_G184600.h1.t1	jg7262
OG0007758	Aa_G243310.h1.t1	jg21186
OG0007759	Aa_G612970.h1.t1	jg21050
OG0007760	Aa_G49440.h1.t1	jg11002
OG0007761	Aa_G49220.h1.t1, Aa_G253020.h1.t1	jg10958
OG0007762	Aa_G296090.h1.t1	jg10942
OG0007763	Aa_G296030.h1.t1	jg10935
OG0007764	Aa_G295980.h1.t1	jg10930
OG0007765	Aa_G50040.h1.t1	jg24600
OG0007766	Aa_G52500.h1.t1	jg23899
OG0007767	Aa_G553350.h1.t1	jg23941
OG0007768	Aa_G327020.h1.t1	jg23950
OG0007769	Aa_G327010.h1.t1	jg23951
OG0007770	Aa_G326990.h1.t1	jg23953
OG0007772	Aa_G43900.h1.t1	jg23754
OG0007773	Aa_G44020.h1.t1	jg23761
OG0007774	Aa_G44060.h1.t1	jg23764
OG0007775	Aa_G122680.h1.t1	jg15025
OG0007776	Aa_G272960.h1.t1	jg16414
OG0007777	Aa_G336780.h1.t1	jg16400, jg16408, jg16392, jg16399
OG0007778	Aa_G336740.h1.t1	jg16388
OG0007779	Aa_G364400.h1.t1	jg16363
OG0007781	Aa_G167740.h1.t1	jg16313
OG0007782	Aa_G2530.h1.t1	jg16289
OG0007783	Aa_G2520.h1.t1	jg16288
OG0007784	Aa_G2460.h1.t1	jg16281
OG0007785	Aa_G2430.h1.t1	jg16278
OG0007786	Aa_G2270.h1.t1	jg16255
OG0007787	Aa_G33540.h1.t1	jg16241
OG0007788	Aa_G33510.h1.t1	jg16238
OG0007789	Aa_G128040.h1.t1	jg16217
OG0007790	Aa_G572540.h1.t1	jg16207
OG0007791	Aa_G81010.h1.t1	jg16203
OG0007792	Aa_G81160.h1.t1	jg16181
OG0007793	Aa_G81180.h1.t1	jg16179
OG0007794	Aa_G57830.h1.t1	jg16175
OG0007796	Aa_G354040.h1.t1	jg16115
OG0007797	Aa_G77340.h1.t1	jg16095
OG0007798	Aa_G103370.h1.t1	jg16075
OG0007799	Aa_G218950.h1.t1	jg16067
OG0007800	Aa_G445410.h1.t1	jg19724
OG0007801	Aa_G322930.h1.t1	jg16019
OG0007802	Aa_G322980.h1.t1	jg16015
OG0007803	Aa_G686840.h1.t1	jg16000
OG0007804	Aa_G686870.h1.t1	jg15999
OG0007805	Aa_G340590.h1.t1	jg15985
OG0007806	Aa_G125400.h1.t1	jg19666
OG0007807	Aa_G262230.h1.t1	jg15950
OG0007808	Aa_G262310.h1.t1	jg15941
OG0007809	Aa_G114310.h1.t1	jg15914
OG0007810	Aa_G114300.h1.t1	jg15913, jg25513, jg19608
OG0007811	Aa_G114230.h1.t1	jg15903
OG0007812	Aa_G114180.h1.t1	jg15898
OG0007813	Aa_G114100.h1.t1	jg15890
OG0007814	Aa_G98520.h1.t1	jg15836
OG0007815	Aa_G142860.h1.t1	jg21693
OG0007816	Aa_G317340.h1.t1	jg15799
OG0007817	Aa_G114720.h1.t1	jg15784
OG0007818	Aa_G114810.h1.t1	jg15772
OG0007819	Aa_G370550.h1.t1	jg15669
OG0007820	Aa_G513080.h1.t1	jg15684
OG0007821	Aa_G513090.h1.t1	jg15685
OG0007822	Aa_G171090.h1.t1	jg15620
OG0007823	Aa_G268570.h1.t1, Aa_G268580.h1.t1	jg15590
OG0007824	Aa_G102130.h1.t1	jg21372
OG0007825	Aa_G359130.h1.t1	jg15489
OG0007826	Aa_G287270.h1.t1	jg15573
OG0007827	Aa_G386990.h1.t1	jg15535
OG0007828	Aa_G462060.h1.t1	jg15484
OG0007829	Aa_G665380.h1.t1	jg15402
OG0007830	Aa_G511030.h1.t1	jg15398
OG0007831	Aa_G318980.h1.t1	jg15380
OG0007832	Aa_G416680.h1.t1	jg15378
OG0007833	Aa_G300560.h1.t1	jg15375
OG0007834	Aa_G300500.h1.t1	jg15371
OG0007835	Aa_G300490.h1.t1	jg15370
OG0007836	Aa_G300480.h1.t1	jg15369
OG0007837	Aa_G277000.h1.t1	jg15368
OG0007838	Aa_G348550.h1.t1	jg15351
OG0007839	Aa_G10810.h1.t1	jg29691
OG0007840	Aa_G393770.h1.t1	jg15325
OG0007841	Aa_G297370.h1.t1	jg15314
OG0007842	Aa_G744990.h1.t1	jg15297
OG0007843	Aa_G402250.h1.t1	jg15285
OG0007844	Aa_G211610.h1.t1	jg15244
OG0007845	Aa_G395680.h1.t1	jg15222
OG0007846	Aa_G698160.h1.t1	jg15197
OG0007847	Aa_G141220.h1.t1	jg22163
OG0007849	Aa_G372310.h1.t1	jg22078
OG0007850	Aa_G349230.h1.t1	jg22072
OG0007851	Aa_G198250.h1.t1	jg22064
OG0007852	Aa_G198230.h1.t1	jg22062
OG0007853	Aa_G517980.h1.t1	jg22049
OG0007854	Aa_G517990.h1.t1	jg22048
OG0007855	Aa_G468240.h1.t1, Aa_G468230.h1.t1	jg11056
OG0007856	Aa_G491200.h1.t1	jg26768
OG0007858	Aa_G378050.h1.t1	jg26793
OG0007859	Aa_G77000.h1.t1	jg26852
OG0007860	Aa_G80.h1.t1, Aa_G80.h2.t1	jg26933
OG0007861	Aa_G330.h1.t1	jg26997
OG0007862	Aa_G116400.h1.t1	jg27183
OG0007863	Aa_G3650.h1.t1	jg2174
OG0007864	Aa_G3780.h1.t1	jg2177
OG0007865	Aa_G63780.h1.t1	jg2217
OG0007866	Aa_G220830.h1.t1	jg2234
OG0007867	Aa_G303710.h1.t1	jg2242
OG0007868	Aa_G303720.h1.t1	jg2243
OG0007869	Aa_G29240.h1.t1	jg2259
OG0007871	Aa_G40970.h1.t1	jg6551
OG0007872	Aa_G553530.h1.t1	jg2264
OG0007873	Aa_G39330.h1.t1	jg2268
OG0007874	Aa_G335140.h1.t1	jg2269
OG0007875	Aa_G449640.h1.t1	jg2279
OG0007876	Aa_G7130.h1.t1	jg2296
OG0007877	Aa_G282880.h1.t1	jg2312
OG0007878	Aa_G282900.h1.t1	jg2315
OG0007881	Aa_G545250.h2.t1, Aa_G545250.h1.t1	jg2368
OG0007882	Aa_G286660.h1.t1	jg2391
OG0007883	Aa_G141430.h1.t1	jg2399
OG0007884	Aa_G283930.h1.t1	jg2403
OG0007885	Aa_G688040.h1.t1	jg28011
OG0007886	Aa_G123660.h1.t1	jg20654
OG0007887	Aa_G426610.h1.t1	jg28041
OG0007888	Aa_G185910.h1.t1, Aa_G63040.h1.t1	jg28054
OG0007889	Aa_G484140.h1.t1	jg28102
OG0007890	Aa_G323140.h1.t1	jg13052
OG0007891	Aa_G244890.h1.t1	jg13613
OG0007892	Aa_G230170.h1.t1	jg28157
OG0007894	Aa_G88460.h1.t1	jg19394
OG0007895	Aa_G88510.h1.t1	jg19389
OG0007896	Aa_G718940.h1.t1	jg19385
OG0007897	Aa_G178560.h1.t1	jg15056, jg15068, jg15061
OG0007898	Aa_G281290.h1.t1	jg19345
OG0007899	Aa_G401800.h1.t1	jg19338
OG0007900	Aa_G677910.h1.t1	jg19318
OG0007901	Aa_G518440.h1.t1	jg19310
OG0007902	Aa_G494600.h1.t1	jg19263
OG0007903	Aa_G499630.h1.t1, Aa_G499640.h1.t1	jg19260, jg19259
OG0007904	Aa_G677200.h1.t1	jg19257
OG0007905	Aa_G224220.h1.t1	jg9203, jg19246
OG0007906	Aa_G292290.h1.t1	jg19230
OG0007907	Aa_G807960.h1.t1	jg1981
OG0007908	Aa_G461880.h1.t1	jg19178
OG0007909	Aa_G357570.h1.t1	jg19167
OG0007911	Aa_G745890.h1.t1	jg19115
OG0007912	Aa_G216810.h2.t1, Aa_G216810.h1.t1	jg19086
OG0007913	Aa_G47260.h1.t1	jg24618
OG0007914	Aa_G269520.h1.t1	jg19068
OG0007915	Aa_G269490.h1.t1	jg19066
OG0007916	Aa_G594380.h1.t1	jg19061
OG0007917	Aa_G594400.h1.t1	jg19060
OG0007918	Aa_G594410.h1.t1	jg19059
OG0007919	Aa_G594420.h1.t1	jg19058
OG0007920	Aa_G820050.h1.t1	jg19052
OG0007921	Aa_G431870.h1.t1	jg31205
OG0007922	Aa_G471900.h1.t1	jg1424
OG0007923	Aa_G66280.h1.t1	jg18994
OG0007924	Aa_G150840.h1.t1	jg18965
OG0007925	Aa_G115290.h1.t1	jg18952
OG0007926	Aa_G616430.h1.t1	jg24932
OG0007927	Aa_G272450.h1.t1	jg18938
OG0007929	Aa_G617070.h1.t1, Aa_G617070.h2.t1	jg18929
OG0007930	Aa_G249250.h1.t1	jg18889
OG0007931	Aa_G457200.h1.t1	jg18868
OG0007932	Aa_G548160.h1.t1	jg18857
OG0007933	Aa_G531190.h1.t1	jg18854
OG0007935	Aa_G93590.h1.t1	jg7656
OG0007936	Aa_G300060.h1.t1	jg7667
OG0007937	Aa_G278040.h1.t1	jg12932
OG0007938	Aa_G320570.h1.t1	jg7698
OG0007939	Aa_G320620.h1.t1	jg7701
OG0007940	Aa_G476480.h1.t1	jg7720
OG0007941	Aa_G94120.h1.t1	jg7644
OG0007942	Aa_G50390.h1.t1	jg16564
OG0007943	Aa_G651750.h1.t1	jg16603
OG0007944	Aa_G100200.h1.t1	jg16641
OG0007945	Aa_G407240.h1.t1	jg16667
OG0007946	Aa_G311490.h1.t1	jg16681
OG0007947	Aa_G311530.h1.t1	jg16687
OG0007948	Aa_G224810.h1.t1	jg16698
OG0007949	Aa_G61790.h1.t1	jg31243
OG0007950	Aa_G540290.h1.t1	jg16705
OG0007951	Aa_G428720.h1.t1	jg16726, jg28205
OG0007952	Aa_G428710.h1.t1	jg16727, jg28206
OG0007953	Aa_G288620.h1.t1	jg16762
OG0007955	Aa_G253060.h1.t1	jg16796
OG0007956	Aa_G312600.h1.t1	jg16844
OG0007957	Aa_G166800.h1.t1	jg16862
OG0007958	Aa_G655240.h1.t1	jg16879
OG0007959	Aa_G480880.h1.t1	jg17231
OG0007960	Aa_G269890.h1.t1	jg17136
OG0007961	Aa_G734340.h1.t1	jg17310
OG0007962	Aa_G310010.h1.t1	jg16926
OG0007963	Aa_G35750.h1.t1	jg17177
OG0007964	Aa_G92180.h1.t1	jg10021
OG0007965	Aa_G92170.h1.t1	jg10022
OG0007966	Aa_G92250.h1.t1	jg10050
OG0007967	Aa_G301320.h1.t1	jg32539, jg32538
OG0007968	Aa_G605330.h1.t1	jg32573
OG0007969	Aa_G382680.h1.t1, Aa_G174530.h1.t1	jg11070
OG0007970	Aa_G82580.h1.t1	jg32645
OG0007971	Aa_G458990.h1.t1	jg32652
OG0007972	Aa_G529520.h1.t1	jg32259
OG0007973	Aa_G260100.h1.t1	jg32238
OG0007974	Aa_G322430.h1.t1	jg32215
OG0007975	Aa_G372580.h1.t1	jg32139
OG0007976	Aa_G377010.h1.t1	jg32100
OG0007977	Aa_G377090.h1.t1, Aa_G25310.h1.t1	jg32090
OG0007978	Aa_G57230.h1.t1	jg32070
OG0007979	Aa_G433780.h1.t1	jg32038
OG0007980	Aa_G433820.h1.t1	jg32036
OG0007981	Aa_G390530.h1.t1	jg7302
OG0007982	Aa_G390510.h1.t1	jg7301
OG0007983	Aa_G154400.h1.t1	jg7360, jg7361
OG0007984	Aa_G1075680.h2.t1, Aa_G1075680.h1.t1	jg7371, jg7370
OG0007985	Aa_G107460.h1.t1	jg7429
OG0007986	Aa_G442310.h1.t1	jg12154, jg12155
OG0007987	Aa_G452370.h1.t1	jg7558
OG0007988	Aa_G35070.h1.t1	jg7621
OG0007989	Aa_G516130.h1.t1	jg5756
OG0007990	Aa_G120360.h1.t1	jg5759
OG0007991	Aa_G128880.h1.t1	jg5765
OG0007992	Aa_G362820.h1.t1, Aa_G362840.h1.t1	jg5789
OG0007993	Aa_G95650.h1.t1	jg5793
OG0007994	Aa_G95630.h1.t1	jg6534
OG0007995	Aa_G112610.h1.t1	jg6540
OG0007996	Aa_G122200.h1.t1	jg6583
OG0007997	Aa_G212220.h1.t1	jg28232
OG0007998	Aa_G639380.h1.t1	jg28247
OG0008000	Aa_G13260.h1.t1	jg20231
OG0008001	Aa_G13100.h1.t1	jg20218
OG0008002	Aa_G12920.h1.t1	jg20200
OG0008003	Aa_G425060.h1.t1	jg7381
OG0008004	Aa_G226190.h1.t1	jg20154
OG0008005	Aa_G226110.h1.t1	jg20147
OG0008006	Aa_G249850.h1.t1	jg20138
OG0008007	Aa_G16880.h1.t1	jg20009
OG0008008	Aa_G16900.h1.t1	jg20007
OG0008009	Aa_G16910.h1.t1	jg20004
OG0008010	Aa_G16940.h1.t1	jg20001
OG0008012	Aa_G17070.h1.t1	jg19989
OG0008013	Aa_G17150.h1.t1	jg19980
OG0008014	Aa_G15950.h1.t1	jg19962
OG0008015	Aa_G16270.h1.t1	jg19932
OG0008016	Aa_G467070.h1.t1	jg19846
OG0008017	Aa_G467090.h1.t1	jg19844
OG0008018	Aa_G265070.h1.t1	jg19823
OG0008019	Aa_G288460.h1.t1	jg19798
OG0008020	Aa_G595240.h1.t1	jg19751
OG0008022	Aa_G595220.h1.t1	jg19750
OG0008023	Aa_G360650.h1.t1	jg19736, jg27629
OG0008024	Aa_G581340.h1.t1, Aa_G581340.h2.t1	jg19691
OG0008025	Aa_G734120.h1.t1	jg19626
OG0008026	Aa_G200020.h1.t1	jg19610
OG0008027	Aa_G230760.h1.t1	jg19522
OG0008028	Aa_G67380.h1.t1	jg19511
OG0008029	Aa_G67240.h1.t1	jg19491
OG0008030	Aa_G145730.h1.t1	jg19470
OG0008031	Aa_G188520.h1.t1	jg28197, jg19421
OG0008032	Aa_G124070.h1.t1	jg19415
OG0008033	Aa_G115050.h1.t1	jg20373
OG0008034	Aa_G156660.h1.t1	jg20325
OG0008035	Aa_G41300.h1.t1	jg20361
OG0008036	Aa_G14810.h1.t1	jg23974
OG0008037	Aa_G14790.h1.t1	jg23976
OG0008038	Aa_G14720.h1.t1	jg23983
OG0008039	Aa_G14600.h1.t1	jg23998
OG0008040	Aa_G71680.h1.t1	jg24020
OG0008043	Aa_G250260.h1.t1	jg24112
OG0008044	Aa_G111760.h1.t1	jg24135
OG0008045	Aa_G111670.h1.t1	jg24146
OG0008046	Aa_G47620.h1.t1	jg24186
OG0008047	Aa_G44980.h1.t1	jg24212
OG0008048	Aa_G45030.h1.t1	jg24219
OG0008049	Aa_G185690.h1.t1	jg24261
OG0008050	Aa_G618750.h1.t1	jg24265
OG0008051	Aa_G553050.h1.t1	jg24270
OG0008052	Aa_G553070.h1.t1	jg24272
OG0008054	Aa_G4490.h1.t1	jg24367
OG0008055	Aa_G4630.h1.t1	jg24382
OG0008056	Aa_G4860.h1.t1	jg24404
OG0008057	Aa_G4910.h1.t1	jg24410
OG0008058	Aa_G75530.h1.t1	jg24433
OG0008059	Aa_G75580.h1.t1	jg24441
OG0008060	Aa_G75720.h1.t1	jg24451
OG0008061	Aa_G75790.h1.t1	jg24460
OG0008062	Aa_G205820.h1.t1	jg24521
OG0008063	Aa_G205870.h1.t1	jg24526
OG0008064	Aa_G205930.h1.t1	jg24534
OG0008065	Aa_G163080.h1.t1	jg24544
OG0008066	Aa_G28510.h1.t1	jg32666, jg24698
OG0008068	Aa_G47370.h1.t1	jg24607
OG0008069	Aa_G47270.h1.t1	jg24616
OG0008070	Aa_G47110.h1.t1	jg24627
OG0008071	Aa_G174170.h1.t1	jg24734
OG0008073	Aa_G24220.h1.t1	jg24804
OG0008074	Aa_G24090.h1.t1	jg24818
OG0008075	Aa_G101490.h1.t1	jg24841
OG0008076	Aa_G101430.h1.t1	jg24828
OG0008077	Aa_G101400.h1.t1	jg24831
OG0008078	Aa_G101330.h1.t1	jg24846
OG0008079	Aa_G34880.h2.t1, Aa_G34880.h1.t1	jg24878
OG0008080	Aa_G34810.h1.t1	jg24882
OG0008081	Aa_G34640.h1.t1	jg24901
OG0008082	Aa_G616440.h1.t1	jg24933
OG0008083	Aa_G551310.h1.t1	jg24948
OG0008084	Aa_G338720.h1.t1	jg24972
OG0008085	Aa_G460300.h1.t1	jg10628
OG0008086	Aa_G137240.h1.t1	jg24991
OG0008087	Aa_G136970.h1.t1	jg25019
OG0008088	Aa_G136960.h1.t1	jg25020
OG0008089	Aa_G136850.h1.t1	jg25032
OG0008090	Aa_G743030.h1.t1	jg25046
OG0008092	Aa_G195470.h1.t1	jg25075
OG0008095	Aa_G216050.h1.t1	jg25106
OG0008096	Aa_G102810.h1.t1	jg25121
OG0008097	Aa_G102820.h1.t1	jg25122
OG0008098	Aa_G5630.h1.t1	jg25134
OG0008099	Aa_G5610.h1.t1	jg25135
OG0008101	Aa_G5470.h1.t1	jg25147
OG0008102	Aa_G5330.h1.t1, Aa_G5340.h1.t1	jg25159
OG0008103	Aa_G40580.h1.t1	jg25184
OG0008104	Aa_G40540.h1.t1, Aa_G167270.h1.t1	jg25188
OG0008105	Aa_G40410.h1.t1	jg25202
OG0008106	Aa_G40220.h1.t1	jg25217
OG0008107	Aa_G40200.h1.t1	jg25219
OG0008108	Aa_G40190.h1.t1	jg25220
OG0008109	Aa_G40140.h1.t1	jg25225
OG0008110	Aa_G290310.h1.t1	jg25258
OG0008111	Aa_G290240.h1.t1	jg25271
OG0008112	Aa_G374000.h1.t1	jg25290
OG0008113	Aa_G373900.h1.t1	jg25305, jg6419
OG0008114	Aa_G176090.h1.t1	jg25325
OG0008115	Aa_G243350.h1.t1	jg25387
OG0008116	Aa_G641610.h1.t1	jg25392
OG0008118	Aa_G237650.h1.t1	jg25384
OG0008119	Aa_G237550.h1.t1	jg25419
OG0008120	Aa_G76690.h1.t1	jg25435
OG0008121	Aa_G207880.h1.t1	jg25442
OG0008122	Aa_G56220.h1.t1	jg25453
OG0008123	Aa_G140280.h1.t1	jg25497
OG0008124	Aa_G1450.h1.t1	jg25506
OG0008125	Aa_G1220.h1.t1	jg25530
OG0008126	Aa_G1200.h1.t1	jg25531
OG0008127	Aa_G421880.h1.t1	jg25595
OG0008128	Aa_G32040.h1.t1	jg25612
OG0008129	Aa_G32060.h1.t1	jg25614
OG0008130	Aa_G32200.h1.t1	jg25620
OG0008131	Aa_G32250.h1.t1	jg25625
OG0008132	Aa_G241910.h1.t1	jg25650
OG0008133	Aa_G223370.h1.t1	jg25664
OG0008134	Aa_G223510.h1.t1	jg25681
OG0008136	Aa_G367510.h1.t1	jg25706
OG0008137	Aa_G97070.h1.t1	jg25743
OG0008138	Aa_G56910.h1.t1	jg25784
OG0008139	Aa_G527550.h1.t1	jg25828
OG0008140	Aa_G53630.h1.t1	jg25841
OG0008141	Aa_G53540.h1.t1	jg25850
OG0008142	Aa_G53530.h1.t1	jg25851
OG0008143	Aa_G498890.h1.t1	jg25889
OG0008144	Aa_G498900.h1.t1	jg25890
OG0008146	Aa_G176960.h1.t1	jg25915
OG0008147	Aa_G86810.h1.t1	jg25930, jg26641
OG0008149	Aa_G82050.h2.t1	jg26028, jg12062
OG0008149	Aa_G82050.h1.t1	jg25962
OG0008150	Aa_G104700.h1.t1	jg25989
OG0008151	Aa_G522280.h1.t1	jg26000
OG0008152	Aa_G9740.h1.t1	jg9141
OG0008153	Aa_G922750.h1.t1, Aa_G922750.h2.t1	jg26008
OG0008154	Aa_G429460.h1.t1	jg26017
OG0008155	Aa_G342850.h1.t1	jg26021
OG0008156	Aa_G382290.h1.t1	jg26051
OG0008157	Aa_G371340.h1.t1	jg26064
OG0008158	Aa_G20160.h1.t1	jg26087
OG0008159	Aa_G20190.h1.t1	jg26089
OG0008160	Aa_G604180.h1.t1	jg26097
OG0008161	Aa_G214230.h1.t1	jg8636
OG0008162	Aa_G184900.h1.t1	jg12855
OG0008163	Aa_G152530.h1.t1	jg26176
OG0008164	Aa_G173290.h1.t1	jg10920
OG0008165	Aa_G250540.h1.t1	jg26204
OG0008166	Aa_G64110.h1.t1	jg8960
OG0008167	Aa_G136650.h1.t1	jg26259
OG0008168	Aa_G161920.h1.t1	jg26281
OG0008169	Aa_G162020.h1.t1	jg26293
OG0008170	Aa_G430380.h1.t1	jg26300
OG0008171	Aa_G398440.h1.t1	jg21998
OG0008172	Aa_G238040.h1.t1	jg21958
OG0008173	Aa_G190330.h1.t1	jg21971
OG0008174	Aa_G169320.h1.t1	jg12539
OG0008175	Aa_G365230.h1.t1	jg12431
OG0008176	Aa_G266720.h1.t1	jg12159
OG0008177	Aa_G103490.h1.t1	jg21279
