Orthogroup	Arabis_alpina	Raphanus_sativus
OG0007096	Aa_G251380.h1.t1	XP_018438710.1, XP_018435727.1
OG0007097	Aa_G207100.h1.t1	XP_018467180.1, XP_018481624.1, XP_018465027.1
OG0007098	Aa_G486860.h1.t1	XP_018452451.1, XP_018434131.1, XP_018478369.1
OG0007099	Aa_G263580.h1.t1	XP_018454665.1, XP_018481832.1, XP_018435652.1
OG0007102	Aa_G300310.h1.t1	XP_018434390.1, XP_018438820.1, XP_018461673.1, XP_018482450.1, XP_018482801.1
OG0007103	Aa_G622340.h1.t1, Aa_G622320.h1.t1	XP_018487977.1, XP_018486223.1, XP_018481664.1
OG0007105	Aa_G280240.h1.t1	XP_018454621.1, XP_018464699.1, XP_018463879.1, XP_018458522.1
OG0007107	Aa_G3390.h1.t1	XP_018475455.1
OG0007108	Aa_G409240.h1.t1	XP_018468635.1, XP_018462249.1, XP_018455284.1
OG0007109	Aa_G356880.h1.t1	XP_018479460.1
OG0007110	Aa_G5820.h1.t1	XP_018482899.1, XP_018480889.1, XP_018463907.1, XP_018467757.1
OG0007112	Aa_G244590.h1.t1	XP_018480893.1
OG0007113	Aa_G285010.h1.t1	XP_018482400.1
OG0007115	Aa_G102200.h1.t1	XP_018439710.1, XP_018478845.1, XP_018477306.1
OG0007117	Aa_G212140.h1.t1	YP_009046914.1
OG0007127	Aa_G70410.h1.t1, Aa_G610100.h1.t1, Aa_G530930.h1.t1, Aa_G597250.h1.t1, Aa_G159980.h1.t1, Aa_G23190.h1.t1, Aa_G35540.h1.t1	XP_018460663.1
OG0007128	Aa_G336800.h1.t1	XP_018459645.1
OG0007129	Aa_G360260.h1.t1	XP_018472364.1
OG0007130	Aa_G54580.h1.t1	XP_018449586.1, XP_018466342.1, XP_018454432.1
OG0007131	Aa_G75350.h1.t1	XP_018486649.1
OG0007132	Aa_G197650.h1.t1	XP_018458330.1
OG0007133	Aa_G253600.h1.t1	XP_018434340.1, XP_018458331.1
OG0007134	Aa_G556700.h1.t1, Aa_G492150.h1.t1	XP_018458333.1
OG0007135	Aa_G492000.h1.t1	XP_018439847.1
OG0007136	Aa_G492040.h1.t1	XP_018469901.1, XP_018437785.1
OG0007137	Aa_G623700.h1.t1	XP_018441531.1, XP_018440619.1
OG0007138	Aa_G251420.h1.t1	XP_018441693.1, XP_018440188.1
OG0007139	Aa_G195740.h1.t1	XP_018447518.1
OG0007140	Aa_G244060.h1.t1	XP_018485310.1, XP_018441252.1
OG0007141	Aa_G323290.h1.t1	XP_018440699.1
OG0007142	Aa_G115300.h1.t1	XP_018437391.1
OG0007143	Aa_G26380.h1.t1	XP_018480229.1, XP_018480272.1, XP_018462153.1
OG0007144	Aa_G485920.h1.t1	XP_018447782.1, XP_018458032.1
OG0007146	Aa_G325650.h1.t1	XP_018443970.1
OG0007147	Aa_G192840.h1.t1	XP_018458843.1, XP_018442722.1, XP_018459151.1
OG0007148	Aa_G192860.h1.t1	XP_018467647.1, XP_018460051.1
OG0007149	Aa_G334610.h1.t1	XP_018474280.1, XP_018444790.1, XP_018446023.1
OG0007150	Aa_G334670.h1.t1	XP_018442364.1, XP_018467977.1
OG0007151	Aa_G162200.h1.t1	XP_018445011.1, XP_018444929.1, XP_018462894.1, XP_018445141.1
OG0007153	Aa_G158120.h1.t1	XP_018470215.1, XP_018460610.1, XP_018442917.1
OG0007154	Aa_G158110.h1.t1	XP_018472003.1, XP_018446564.1
OG0007155	Aa_G158030.h1.t1	XP_018444789.1, XP_018475383.1
OG0007156	Aa_G157930.h1.t1	XP_018474290.1, XP_018467642.1, XP_018467641.1
OG0007157	Aa_G96780.h1.t1	XP_018463868.1, XP_018475807.1
OG0007158	Aa_G59270.h1.t1	XP_018468221.1, XP_018445351.1
OG0007159	Aa_G426210.h1.t1	XP_018437698.1, XP_018478911.1
OG0007160	Aa_G383460.h1.t1	XP_018442099.1, XP_018475629.1, XP_018476970.1
OG0007161	Aa_G376790.h1.t1, Aa_G249280.h1.t1	XP_018449945.1
OG0007162	Aa_G133070.h1.t1, Aa_G431430.h1.t1	XP_018470724.1, XP_018445607.1
OG0007163	Aa_G431440.h1.t1	XP_018477006.1, XP_018445608.1
OG0007164	Aa_G321010.h1.t1	XP_018474684.1, XP_018473464.1, XP_018455328.1
OG0007165	Aa_G499760.h1.t1	XP_018470606.1, XP_018476267.1, XP_018476625.1
OG0007166	Aa_G450410.h1.t1	XP_018470790.1, XP_018476470.1, XP_018474298.1
OG0007167	Aa_G450400.h1.t1	XP_018459406.1, XP_018444435.1, XP_018444850.1
OG0007168	Aa_G644330.h1.t1	XP_018470824.1, XP_018465110.1, XP_018474476.1
OG0007169	Aa_G7980.h1.t1	XP_018446914.1, XP_018472970.1
OG0007170	Aa_G7920.h1.t1	XP_018445337.1, XP_018448274.1
OG0007172	Aa_G129080.h1.t1	XP_018475405.1, XP_018487579.1
OG0007173	Aa_G72760.h1.t1	XP_018446191.1, XP_018473705.1
OG0007174	Aa_G72770.h1.t1	XP_018443192.1, XP_018446188.1, XP_018473680.1
OG0007175	Aa_G72790.h1.t1	XP_018445208.1, XP_018473690.1, XP_018473679.1
OG0007176	Aa_G72900.h1.t1	XP_018469425.1, XP_018471003.1, XP_018473715.1, XP_018443937.1
OG0007178	Aa_G354720.h1.t1	XP_018444738.1, XP_018477025.1
OG0007179	Aa_G354730.h1.t1	XP_018445335.1, XP_018467010.1
OG0007180	Aa_G354750.h1.t1	XP_018475686.1, XP_018476090.1, XP_018477023.1
OG0007181	Aa_G354770.h1.t1	XP_018475689.1, XP_018476092.1
OG0007182	Aa_G556000.h1.t1	XP_018475687.1, XP_018476141.1, XP_018443304.1
OG0007183	Aa_G209560.h1.t1, Aa_G209550.h1.t1	XP_018471074.1, XP_018471059.1, XP_018442206.1
OG0007184	Aa_G209500.h1.t1	XP_018442844.1, XP_018448819.1
OG0007185	Aa_G209490.h1.t1	XP_018473416.1, XP_018468087.1
OG0007186	Aa_G209430.h1.t1	XP_018470373.1, XP_018445449.1
OG0007187	Aa_G209420.h1.t1	XP_018445450.1, XP_018470374.1
OG0007188	Aa_G382480.h1.t1	XP_018438384.1
OG0007189	Aa_G388310.h1.t1	XP_018449053.1, XP_018473384.1
OG0007190	Aa_G717960.h1.t1	XP_018471846.1, XP_018445423.1
OG0007191	Aa_G717950.h1.t1	XP_018476054.1, XP_018465121.1
OG0007192	Aa_G19680.h1.t1	XP_018445659.1, XP_018445686.1, XP_018470450.1
OG0007193	Aa_G19550.h1.t1	XP_018464055.1, XP_018446073.1
OG0007194	Aa_G571570.h1.t1, Aa_G647650.h1.t1, Aa_G647660.h1.t1, Aa_G647640.h1.t1	XP_018476346.1
OG0007195	Aa_G385310.h1.t1	XP_018475395.1, XP_018446446.1
OG0007196	Aa_G155220.h1.t1	XP_018445597.1, XP_018475391.1
OG0007197	Aa_G138290.h1.t1	XP_018443353.1, XP_018443193.1, XP_018471439.1
OG0007198	Aa_G256480.h1.t1	XP_018445014.1, XP_018476776.1
OG0007199	Aa_G233080.h1.t1	XP_018474744.1, XP_018475878.1
OG0007200	Aa_G663520.h1.t1	XP_018474683.1, XP_018444422.1
OG0007202	Aa_G267630.h1.t1	XP_018461194.1
OG0007203	Aa_G116820.h1.t1	XP_018443344.1, XP_018442811.1
OG0007204	Aa_G116780.h1.t1	XP_018444706.1, XP_018469551.1, XP_018489779.1
OG0007205	Aa_G92280.h1.t1	XP_018471793.1, XP_018477735.1, XP_018477729.1
OG0007206	Aa_G158470.h1.t1	XP_018446835.1
OG0007207	Aa_G168510.h1.t1	XP_018476882.1, XP_018454484.1, XP_018444709.1
OG0007208	Aa_G711460.h1.t1, Aa_G98340.h1.t1	XP_018444801.1, XP_018468595.1
OG0007209	Aa_G102280.h1.t1	XP_018454719.1, XP_018481300.1
OG0007210	Aa_G98240.h1.t1	XP_018445958.1, XP_018467563.1, XP_018461047.1
OG0007211	Aa_G159100.h1.t1	XP_018468580.1
OG0007212	Aa_G356470.h1.t1	XP_018475888.1, XP_018475890.1
OG0007213	Aa_G579950.h1.t1	XP_018469533.1, XP_018444753.1
OG0007214	Aa_G458440.h1.t1	XP_018476853.1, XP_018472165.1
OG0007215	Aa_G152800.h1.t1	XP_018445200.1, XP_018476928.1
OG0007216	Aa_G231050.h1.t1	XP_018444517.1, XP_018469006.1, XP_018475990.1
OG0007217	Aa_G130460.h2.t1, Aa_G130460.h1.t1	XP_018456922.1, XP_018444195.1
OG0007218	Aa_G635950.h1.t1	XP_018476594.1, XP_018446136.1
OG0007219	Aa_G210830.h1.t1	XP_018474849.1, XP_018445282.1
OG0007220	Aa_G691930.h1.t1	XP_018442413.1
OG0007221	Aa_G665900.h1.t1	XP_018446434.1, XP_018473036.1, XP_018466398.1
OG0007222	Aa_G701540.h1.t1	XP_018473156.1, XP_018442349.1
OG0007223	Aa_G611220.h1.t1	XP_018470403.1, XP_018456946.1, XP_018473118.1
OG0007224	Aa_G189010.h1.t1	XP_018476875.1, XP_018476855.1
OG0007225	Aa_G189190.h1.t1	XP_018476464.1
OG0007226	Aa_G189220.h1.t1	XP_018469648.1, XP_018464452.1, XP_018464582.1
OG0007227	Aa_G187700.h1.t1	XP_018457740.1, XP_018464262.1, XP_018472721.1
OG0007228	Aa_G353680.h1.t1	XP_018470850.1, XP_018478374.1
OG0007229	Aa_G622920.h1.t1, Aa_G622920.h2.t1, Aa_G427150.h1.t1	XP_018482301.1, XP_018482296.1, XP_018478098.1
OG0007230	Aa_G130200.h1.t1	XP_018483489.1, XP_018467930.1
OG0007231	Aa_G2950.h1.t1	XP_018440266.1, XP_018483704.1, XP_018483702.1
OG0007232	Aa_G432290.h1.t1	XP_018473427.1, XP_018438179.1
OG0007233	Aa_G662590.h1.t1	XP_018476723.1, XP_018478507.1, XP_018478505.1
OG0007234	Aa_G319260.h1.t1	XP_018439067.1
OG0007235	Aa_G362370.h1.t1	XP_018473873.1, XP_018444209.1, XP_018473441.1
OG0007236	Aa_G266940.h1.t1, Aa_G541870.h1.t1	XP_018441816.1
OG0007237	Aa_G371220.h1.t1	XP_018433207.1, XP_018465505.1, XP_018478886.1
OG0007238	Aa_G466710.h1.t1	XP_018476313.1, XP_018483394.1
OG0007239	Aa_G18010.h1.t1	XP_018484543.1, XP_018440676.1
OG0007240	Aa_G18170.h1.t1	XP_018480599.1, XP_018437145.1, XP_018437158.1
OG0007241	Aa_G405380.h1.t1	XP_018475713.1, XP_018440393.1, XP_018438390.1
OG0007242	Aa_G60100.h1.t1	XP_018481988.1, XP_018466212.1
OG0007243	Aa_G460130.h1.t1	XP_018472682.1, XP_018441161.1
OG0007244	Aa_G243190.h1.t1	XP_018460858.1, XP_018436856.1
OG0007246	Aa_G459860.h1.t1	XP_018481723.1, XP_018438055.1
OG0007247	Aa_G154160.h1.t1	XP_018477398.1, XP_018433029.1
OG0007248	Aa_G302680.h1.t1	XP_018484450.1, XP_018460784.1, XP_018441494.1
OG0007249	Aa_G85510.h1.t1	XP_018479840.1, XP_018433565.1
OG0007250	Aa_G25080.h1.t1	XP_018482251.1, XP_018438474.1
OG0007252	Aa_G249110.h1.t1	XP_018481257.1
OG0007253	Aa_G159320.h1.t1	XP_018436292.1, XP_018482394.1
OG0007254	Aa_G263140.h1.t1	XP_018436282.1, XP_018485183.1
OG0007255	Aa_G263120.h1.t1	XP_018485005.1, XP_018475706.1
OG0007256	Aa_G589090.h1.t1	XP_018434359.1
OG0007257	Aa_G167490.h1.t1	XP_018439835.1, XP_018466305.1, XP_018485000.1
OG0007258	Aa_G889290.h1.t1, Aa_G889290.h2.t1, Aa_G292020.h1.t1, Aa_G167430.h1.t1, Aa_G509080.h1.t1	XP_018474528.1
OG0007260	Aa_G243580.h1.t1	XP_018474126.1, XP_018481960.1, XP_018438011.1
OG0007261	Aa_G243680.h1.t1	XP_018482355.1, XP_018476698.1
OG0007262	Aa_G243740.h1.t1	XP_018464487.1, XP_018437359.1
OG0007263	Aa_G257810.h1.t1	XP_018476547.1, XP_018441105.1
OG0007264	Aa_G148590.h1.t1, Aa_G148600.h1.t1	XP_018439257.1, XP_018462410.1, XP_018477080.1
OG0007265	Aa_G148660.h1.t1	XP_018472900.1, XP_018439256.1, XP_018467287.1
OG0007266	Aa_G148690.h1.t1	XP_018472619.1
OG0007267	Aa_G404560.h1.t1	XP_018472972.1, XP_018441566.1
OG0007268	Aa_G183690.h1.t1	XP_018481433.1
OG0007269	Aa_G208700.h1.t1	XP_018474109.1, XP_018440526.1
OG0007270	Aa_G208670.h1.t1	XP_018480995.1
OG0007271	Aa_G89730.h1.t1	XP_018478890.1, XP_018481016.1, XP_018461506.1
OG0007272	Aa_G215310.h1.t1	XP_018434634.1, XP_018434622.1, XP_018478265.1
OG0007273	Aa_G484000.h1.t1, Aa_G831180.h1.t1	XP_018467991.1
OG0007274	Aa_G90910.h1.t1	XP_018477418.1, XP_018448244.1
OG0007275	Aa_G29660.h1.t1	XP_018478122.1, XP_018456645.1
OG0007276	Aa_G586320.h1.t1, Aa_G29580.h1.t1	XP_018462575.1, XP_018454596.1, XP_018454435.1
OG0007277	Aa_G438570.h1.t1, Aa_G438500.h1.t1	XP_018449241.1
OG0007278	Aa_G438540.h1.t1	XP_018486041.1, XP_018447222.1, XP_018447221.1
OG0007279	Aa_G309640.h1.t1	XP_018451525.1
OG0007280	Aa_G171110.h1.t1	XP_018484817.1, XP_018451308.1
OG0007281	Aa_G171100.h1.t1	XP_018451307.1
OG0007282	Aa_G130880.h1.t1	XP_018490456.1
OG0007283	Aa_G613740.h1.t1	XP_018447225.1, XP_018451365.1
OG0007284	Aa_G48050.h1.t1, Aa_G48080.h1.t1	XP_018461097.1, XP_018466257.1, XP_018463590.1
OG0007285	Aa_G430700.h1.t1	XP_018484989.1, XP_018450479.1
OG0007286	Aa_G650860.h1.t1	XP_018451803.1
OG0007287	Aa_G366280.h1.t1	XP_018447431.1, XP_018447423.1
OG0007288	Aa_G366300.h1.t1, Aa_G374460.h1.t1	XP_018493351.1, XP_018464727.1
OG0007289	Aa_G348060.h1.t1	XP_018487370.1, XP_018450374.1, XP_018450372.1
OG0007290	Aa_G223690.h1.t1	XP_018447699.1
OG0007292	Aa_G655020.h1.t1	XP_018492602.1, XP_018447642.1, XP_018447651.1, XP_018447624.1
OG0007293	Aa_G417020.h1.t1	XP_018447194.1, XP_018489677.1
OG0007295	Aa_G389850.h1.t1	XP_018491366.1, XP_018451022.1, XP_018451029.1
OG0007296	Aa_G138680.h1.t1	XP_018451183.1, XP_018451184.1, XP_018492737.1
OG0007297	Aa_G138740.h1.t1	XP_018488876.1, XP_018488887.1
OG0007299	Aa_G216320.h1.t1	XP_018491734.1, XP_018467667.1
OG0007300	Aa_G476220.h1.t1	XP_018458990.1
OG0007301	Aa_G476210.h1.t1	XP_018458972.1
OG0007302	Aa_G355800.h1.t1	XP_018458988.1, XP_018449766.1
OG0007303	Aa_G414290.h1.t1	XP_018490310.1
OG0007304	Aa_G282470.h1.t1, Aa_G414390.h1.t1	XP_018462854.1
OG0007305	Aa_G368860.h1.t1, Aa_G434770.h1.t1	XP_018447459.1, XP_018447460.1, XP_018459278.1
OG0007306	Aa_G489220.h1.t1	XP_018436361.1, XP_018435015.1
OG0007307	Aa_G915050.h1.t1, Aa_G489240.h1.t1, Aa_G489250.h1.t1	XP_018435025.1
OG0007308	Aa_G489290.h1.t1	XP_018447686.1, XP_018488928.1
OG0007309	Aa_G109190.h1.t1	XP_018487391.1, XP_018486188.1
OG0007310	Aa_G109320.h1.t1	XP_018486008.1, XP_018442936.1
OG0007311	Aa_G109360.h1.t1	XP_018441357.1, XP_018492947.1
OG0007312	Aa_G484270.h1.t1	XP_018440628.1, XP_018483966.1
OG0007313	Aa_G279500.h1.t1	XP_018481142.1, XP_018437027.1, XP_018436961.1
OG0007314	Aa_G279520.h1.t1	XP_018455441.1, XP_018454125.1, XP_018481144.1
OG0007315	Aa_G171990.h1.t1	XP_018456161.1, XP_018483807.1
OG0007316	Aa_G480330.h1.t1	XP_018477461.1, XP_018441452.1
OG0007317	Aa_G147050.h1.t1	XP_018457880.1, XP_018457878.1, XP_018459862.1
OG0007318	Aa_G165830.h1.t1	XP_018456168.1, XP_018438953.1
OG0007319	Aa_G383080.h1.t1	XP_018434297.1, XP_018454691.1
OG0007320	Aa_G383060.h1.t1	XP_018434068.1, XP_018440935.1, XP_018454415.1
OG0007321	Aa_G716110.h1.t1	XP_018472344.1, XP_018477700.1
OG0007322	Aa_G23680.h1.t1	XP_018452718.1, XP_018466093.1, XP_018455609.1, XP_018439397.1
OG0007323	Aa_G500320.h1.t1, Aa_G524520.h1.t1	XP_018492909.1, XP_018456202.1
OG0007324	Aa_G81320.h1.t1	XP_018486078.1
OG0007325	Aa_G81330.h1.t1	XP_018486077.1
OG0007326	Aa_G527000.h1.t1	XP_018435556.1, XP_018464491.1, XP_018488459.1, XP_018493199.1
OG0007327	Aa_G37400.h1.t1	XP_018454998.1, XP_018438163.1
OG0007328	Aa_G37330.h1.t1	XP_018441642.1
OG0007329	Aa_G585340.h1.t1, Aa_G804580.h1.t1	XP_018488885.1, XP_018437842.1
OG0007330	Aa_G20860.h1.t1	XP_018452359.1, XP_018493548.1
OG0007331	Aa_G20880.h1.t1	XP_018438375.1, XP_018455253.1
OG0007332	Aa_G21010.h1.t1	XP_018486895.1, XP_018452242.1
OG0007333	Aa_G306120.h1.t1	XP_018489995.1, XP_018489982.1
OG0007335	Aa_G51420.h1.t1	XP_018437262.1, XP_018490678.1
OG0007336	Aa_G51430.h1.t1	XP_018432882.1, XP_018434557.1
OG0007337	Aa_G51490.h1.t1	XP_018492319.1
OG0007338	Aa_G51550.h1.t1	XP_018486712.1, XP_018485579.1
OG0007339	Aa_G268370.h1.t1	XP_018488740.1, XP_018456388.1, XP_018459913.1
OG0007340	Aa_G268240.h1.t1	XP_018441431.1, XP_018488483.1
OG0007341	Aa_G268220.h1.t1	XP_018467158.1, XP_018486603.1, XP_018456387.1
OG0007343	Aa_G76100.h1.t1	XP_018491789.1
OG0007344	Aa_G76060.h1.t1	XP_018491031.1, XP_018439406.1, XP_018439407.1
OG0007345	Aa_G472770.h1.t1	XP_018492385.1, XP_018456790.1
OG0007346	Aa_G320850.h1.t1	XP_018432920.1, XP_018458178.1
OG0007347	Aa_G320890.h1.t1	XP_018488694.1, XP_018455232.1
OG0007348	Aa_G320900.h1.t1	XP_018454459.1, XP_018490688.1
OG0007349	Aa_G320940.h1.t1	XP_018492346.1, XP_018454894.1
OG0007350	Aa_G621080.h1.t1	XP_018486933.1, XP_018486939.1, XP_018454558.1
OG0007351	Aa_G13520.h1.t1	XP_018454686.1, XP_018488737.1, XP_018489244.1
OG0007352	Aa_G13510.h1.t1	XP_018436763.1, XP_018439254.1, XP_018490499.1
OG0007353	Aa_G315960.h1.t1	XP_018432988.1, XP_018435577.1
OG0007354	Aa_G61450.h1.t1	XP_018492210.1
OG0007355	Aa_G206580.h1.t1	XP_018478777.1, XP_018482716.1, XP_018458402.1
OG0007356	Aa_G583360.h1.t1	XP_018463143.1, XP_018454633.1, XP_018481241.1
OG0007357	Aa_G401150.h1.t1	XP_018483296.1, XP_018455574.1
OG0007358	Aa_G401180.h1.t1	XP_018439361.1, XP_018461295.1, XP_018485226.1
OG0007359	Aa_G401210.h1.t1	XP_018484781.1, XP_018457948.1
OG0007360	Aa_G448800.h1.t1	XP_018453142.1, XP_018483730.1, XP_018460505.1
OG0007361	Aa_G94900.h1.t1	XP_018457411.1
OG0007362	Aa_G94750.h1.t1	XP_018490896.1, XP_018433477.1, XP_018469075.1
OG0007363	Aa_G94740.h1.t1	XP_018457451.1, XP_018433254.1, XP_018493310.1
OG0007364	Aa_G97940.h1.t1	XP_018484892.1, XP_018484891.1, XP_018452452.1
OG0007365	Aa_G143180.h1.t1	XP_018482696.1, XP_018482697.1
OG0007366	Aa_G578240.h1.t1	XP_018455712.1, XP_018477581.1
OG0007367	Aa_G630830.h1.t1	XP_018483285.1, XP_018454820.1
OG0007368	Aa_G475040.h1.t1	XP_018457600.1, XP_018485130.1
OG0007369	Aa_G46170.h1.t1	XP_018478529.1, XP_018463835.1, XP_018478535.1, XP_018435001.1
OG0007370	Aa_G630450.h1.t1, Aa_G46080.h1.t1	XP_018482939.1
OG0007371	Aa_G45530.h1.t1	XP_018433712.1, XP_018481074.1
OG0007372	Aa_G45380.h1.t1	XP_018452537.1, XP_018484421.1
OG0007374	Aa_G45240.h1.t1, Aa_G45240.h2.t1	XP_018483448.1, XP_018439020.1, XP_018439022.1
OG0007375	Aa_G45230.h1.t1	XP_018483447.1, XP_018457293.1
OG0007376	Aa_G392320.h1.t1	XP_018482677.1, XP_018457847.1
OG0007377	Aa_G398160.h1.t1	XP_018467620.1, XP_018477975.1
OG0007378	Aa_G398130.h1.t1	XP_018484798.1, XP_018454428.1
OG0007379	Aa_G398120.h1.t1	XP_018484799.1
OG0007380	Aa_G70650.h1.t1	XP_018434573.1, XP_018481962.1
OG0007381	Aa_G550370.h1.t1	XP_018480695.1
OG0007382	Aa_G552760.h1.t1	XP_018438448.1, XP_018478801.1
OG0007383	Aa_G539320.h1.t1	XP_018477257.1
OG0007384	Aa_G181380.h1.t1	XP_018470635.1, XP_018443950.1
OG0007385	Aa_G181320.h1.t1	XP_018442460.1, XP_018476650.1
OG0007386	Aa_G181160.h1.t1	XP_018472127.1, XP_018442375.1
OG0007387	Aa_G181150.h1.t1	XP_018446475.1, XP_018476942.1
OG0007388	Aa_G478050.h1.t1	XP_018474271.1, XP_018469641.1
OG0007389	Aa_G230410.h1.t1	XP_018445413.1, XP_018475638.1
OG0007390	Aa_G230400.h1.t1	XP_018445426.1, XP_018443890.1
OG0007391	Aa_G68390.h1.t1	XP_018446374.1, XP_018476868.1
OG0007392	Aa_G68240.h1.t1	XP_018475482.1, XP_018475485.1
OG0007393	Aa_G68190.h1.t1	XP_018473479.1, XP_018473483.1, XP_018473485.1
OG0007394	Aa_G15520.h1.t1	XP_018445732.1, XP_018471548.1
OG0007395	Aa_G314260.h1.t1	XP_018474888.1, XP_018464722.1, XP_018442858.1
OG0007396	Aa_G672100.h1.t1	XP_018442596.1, XP_018470510.1, XP_018453732.1
OG0007397	Aa_G633710.h1.t1, Aa_G633710.h2.t1	XP_018471864.1, XP_018470599.1
OG0007398	Aa_G404830.h1.t1	XP_018470608.1, XP_018461662.1
OG0007399	Aa_G444230.h1.t1	XP_018471653.1, XP_018446257.1
OG0007400	Aa_G9020.h1.t1	XP_018442756.1, XP_018453645.1
OG0007401	Aa_G8900.h1.t1, Aa_G8910.h1.t1	XP_018476554.1, XP_018445221.1
OG0007402	Aa_G447570.h1.t1	XP_018445926.1, XP_018474485.1
OG0007404	Aa_G173780.h1.t1	XP_018476278.1, XP_018474244.1, XP_018469909.1
OG0007405	Aa_G173760.h1.t1	XP_018472994.1, XP_018442512.1
OG0007406	Aa_G629220.h1.t1	XP_018475750.1, XP_018442623.1
OG0007407	Aa_G127310.h1.t1	XP_018475824.1, XP_018475826.1, XP_018492301.1
OG0007408	Aa_G127230.h1.t1, Aa_G127230.h2.t1	XP_018445999.1, XP_018471535.1
OG0007409	Aa_G478600.h1.t1	XP_018444629.1, XP_018476944.1, XP_018460397.1
OG0007410	Aa_G110790.h1.t1	XP_018492188.1, XP_018450821.1
OG0007411	Aa_G34010.h1.t1	XP_018473510.1
OG0007412	Aa_G101900.h1.t1	XP_018471418.1, XP_018462321.1
OG0007413	Aa_G33940.h1.t1	XP_018455348.1, XP_018455029.1, XP_018469200.1
OG0007414	Aa_G33910.h1.t1	XP_018462616.1, XP_018457486.1
OG0007415	Aa_G263940.h1.t1	XP_018483437.1, XP_018440012.1, XP_018459526.1
OG0007416	Aa_G550760.h1.t1	XP_018471690.1, XP_018476647.1
OG0007419	Aa_G345470.h1.t1	XP_018452985.1
OG0007420	Aa_G345590.h1.t1	XP_018452133.1, XP_018476354.1
OG0007421	Aa_G246290.h1.t1	XP_018472525.1
OG0007422	Aa_G148020.h1.t1	XP_018456113.1, XP_018468953.1, XP_018468954.1
OG0007423	Aa_G147940.h1.t1	XP_018466809.1, XP_018473123.1
OG0007424	Aa_G93810.h1.t1	XP_018473722.1, XP_018473050.1, XP_018457528.1
OG0007425	Aa_G93800.h1.t1	XP_018457489.1, XP_018457531.1
OG0007426	Aa_G93750.h1.t1	XP_018457210.1, XP_018475079.1, XP_018473742.1
OG0007427	Aa_G31640.h1.t1	XP_018469763.1
OG0007428	Aa_G31760.h1.t1	XP_018475683.1, XP_018464324.1, XP_018468691.1
OG0007429	Aa_G31790.h1.t1, Aa_G31780.h1.t1	XP_018476094.1, XP_018476093.1
OG0007430	Aa_G31830.h1.t1	XP_018452474.1, XP_018445964.1
OG0007431	Aa_G227750.h1.t1	XP_018449754.1, XP_018452091.1
OG0007432	Aa_G607630.h1.t1	XP_018469786.1, XP_018456236.1
OG0007433	Aa_G313080.h1.t1	XP_018475414.1, XP_018469017.1
OG0007434	Aa_G168140.h1.t1	XP_018468971.1
OG0007435	Aa_G168110.h1.t1	XP_018457279.1, XP_018457280.1, XP_018472983.1
OG0007436	Aa_G331630.h1.t1	XP_018471112.1, XP_018457794.1
OG0007437	Aa_G331640.h1.t1	XP_018452296.1, XP_018453236.1
OG0007438	Aa_G69010.h1.t1	XP_018464656.1, XP_018460883.1
OG0007439	Aa_G355110.h1.t1	XP_018456677.1, XP_018471478.1
OG0007440	Aa_G232860.h1.t1	XP_018453556.1, XP_018453116.1, XP_018452165.1, XP_018445486.1
OG0007441	Aa_G216660.h1.t1	XP_018471890.1, XP_018452481.1
OG0007442	Aa_G253210.h1.t1	XP_018469305.1, XP_018455387.1
OG0007443	Aa_G441240.h1.t1	XP_018456127.1, XP_018456294.1
OG0007444	Aa_G689960.h1.t1	XP_018469651.1, XP_018469656.1
OG0007445	Aa_G48490.h1.t1	XP_018455257.1, XP_018466367.1
OG0007446	Aa_G483110.h1.t1	XP_018453587.1, XP_018474197.1, XP_018466446.1
OG0007447	Aa_G701990.h1.t1	XP_018465275.1, XP_018475832.1
OG0007448	Aa_G542630.h1.t1	XP_018476731.1, XP_018455021.1, XP_018456107.1
OG0007449	Aa_G356280.h1.t1, Aa_G225260.h1.t1	XP_018486896.1, XP_018440857.1
OG0007450	Aa_G102680.h1.t1	XP_018463949.1, XP_018439294.1, XP_018439748.1
OG0007451	Aa_G426090.h1.t1	XP_018432564.1, XP_018433275.1
OG0007452	Aa_G88120.h1.t1	XP_018454195.1
OG0007453	Aa_G516250.h1.t1	XP_018457393.1, XP_018485087.1
OG0007454	Aa_G335480.h1.t1	XP_018477648.1
OG0007455	Aa_G577370.h1.t1	XP_018448459.1, XP_018464936.1
OG0007456	Aa_G99740.h1.t1	XP_018452039.1, XP_018455261.1, XP_018465895.1
OG0007457	Aa_G188770.h1.t1	XP_018457338.1, XP_018451992.1
OG0007458	Aa_G188880.h1.t1	XP_018473062.1
OG0007459	Aa_G495790.h1.t1	XP_018446819.1
OG0007460	Aa_G504170.h1.t1, Aa_G84920.h1.t1	XP_018472683.1, XP_018442313.1
OG0007461	Aa_G564950.h1.t1	XP_018446867.1, XP_018477014.1, XP_018464398.1
OG0007462	Aa_G244420.h1.t1	XP_018446309.1
OG0007463	Aa_G420730.h1.t1	XP_018472375.1, XP_018445801.1
OG0007465	Aa_G414660.h1.t1	XP_018464147.1, XP_018445712.1
OG0007466	Aa_G414840.h1.t1	XP_018469512.1, XP_018469947.1
OG0007467	Aa_G261380.h1.t1	XP_018442798.1, XP_018468498.1
OG0007468	Aa_G464220.h1.t1, Aa_G560600.h1.t1, Aa_G88840.h1.t1	XP_018445048.1
OG0007469	Aa_G353250.h1.t1	XP_018446752.1, XP_018467912.1
