Orthogroup	Arabis_alpina	Cochlearia_excelsa
OG0010543	Aa_G187640.h1.t1	g25503
OG0010544	Aa_G187650.h1.t1	g45194
OG0010546	Aa_G187670.h1.t1	g39636
OG0010547	Aa_G187760.h1.t1	g39642
OG0010548	Aa_G187800.h1.t1	g25515
OG0010549	Aa_G353740.h1.t1	g23796
OG0010550	Aa_G353700.h1.t1	g23800
OG0010552	Aa_G109060.h1.t1	g47523
OG0010553	Aa_G83050.h1.t1	g40150
OG0010554	Aa_G432300.h1.t1	g40148
OG0010555	Aa_G90660.h1.t1	g40142
OG0010556	Aa_G155810.h1.t1	g40122
OG0010557	Aa_G545240.h2.t1, Aa_G545240.h1.t1	g40108
OG0010558	Aa_G321570.h1.t1, Aa_G348710.h1.t1	g37803
OG0010559	Aa_G918240.h1.t1	g37810
OG0010560	Aa_G609960.h1.t1	g40085
OG0010561	Aa_G30150.h1.t1	g40082
OG0010563	Aa_G142700.h1.t1	g40059
OG0010564	Aa_G502980.h1.t1	g40057
OG0010565	Aa_G18100.h1.t1	g43769
OG0010566	Aa_G18220.h1.t1	g40032
OG0010567	Aa_G135750.h1.t1	g39976
OG0010568	Aa_G243180.h1.t1, Aa_G243160.h1.t1	g40010, g51114
OG0010569	Aa_G786480.h1.t1	g37870
OG0010570	Aa_G49110.h1.t1	g40018
OG0010571	Aa_G199770.h1.t1, Aa_G142670.h1.t1	g39969
OG0010572	Aa_G477930.h1.t1	g39961
OG0010574	Aa_G552350.h1.t1	g39912
OG0010575	Aa_G365390.h1.t1	g39897
OG0010576	Aa_G100240.h1.t1	g50891
OG0010577	Aa_G86180.h1.t1, Aa_G289870.h1.t1	g51230
OG0010578	Aa_G555090.h1.t1	g51231
OG0010579	Aa_G561810.h1.t1	g39876
OG0010581	Aa_G359440.h1.t1	g39858
OG0010582	Aa_G821270.h1.t1	g39836
OG0010583	Aa_G445740.h1.t1, Aa_G708690.h1.t1, Aa_G24700.h1.t1	g51264
OG0010584	Aa_G154820.h1.t1	g37915
OG0010586	Aa_G154660.h1.t1	g51278
OG0010587	Aa_G346350.h1.t1	g39815
OG0010588	Aa_G371740.h1.t1	g38282
OG0010590	Aa_G346490.h1.t1	g51305, g35972
OG0010591	Aa_G243630.h1.t1	g39797
OG0010593	Aa_G243690.h1.t1	g39794
OG0010594	Aa_G257910.h1.t1, Aa_G257900.h1.t1	g51315
OG0010595	Aa_G148650.h1.t1	g51319
OG0010596	Aa_G148700.h1.t1	g39763
OG0010597	Aa_G404590.h1.t1	g39759
OG0010598	Aa_G208600.h1.t1	g39742
OG0010599	Aa_G519840.h1.t1	g46867
OG0010601	Aa_G359970.h1.t1	g46869
OG0010602	Aa_G89770.h1.t1	g39703
OG0010603	Aa_G215290.h1.t1	g39678
OG0010604	Aa_G132940.h1.t1	g39668
OG0010605	Aa_G132960.h1.t1	g3053
OG0010606	Aa_G132990.h1.t1	g39650
OG0010607	Aa_G384360.h1.t1	g7745
OG0010608	Aa_G384410.h1.t1	g39647
OG0010609	Aa_G29510.h1.t1	g36268
OG0010610	Aa_G29440.h1.t1	g28113
OG0010611	Aa_G29420.h1.t1	g36264
OG0010612	Aa_G514060.h1.t1, Aa_G1030140.h1.t1, Aa_G438480.h1.t1	g53987
OG0010613	Aa_G326540.h1.t1	g32291, g50420
OG0010614	Aa_G128450.h1.t1	g36194
OG0010615	Aa_G130890.h1.t1	g50430
OG0010616	Aa_G48040.h1.t1	g32313
OG0010617	Aa_G329820.h1.t1	g50456
OG0010618	Aa_G472900.h1.t1	g50467
OG0010619	Aa_G498700.h1.t1	g32353
OG0010620	Aa_G650840.h1.t1	g50488
OG0010621	Aa_G408560.h1.t1	g32373
OG0010622	Aa_G108490.h1.t1	g32404
OG0010623	Aa_G108420.h1.t1	g32410, g27688
OG0010624	Aa_G657780.h1.t1	g27691
OG0010625	Aa_G248900.h1.t1	g32422
OG0010626	Aa_G248840.h1.t1	g32430
OG0010627	Aa_G667480.h1.t1	g32443, g50523
OG0010630	Aa_G417000.h1.t1	g32451
OG0010631	Aa_G389860.h1.t1	g50531
OG0010632	Aa_G138720.h1.t1	g27703
OG0010633	Aa_G138730.h1.t1	g32470
OG0010634	Aa_G184970.h1.t1	g16766
OG0010635	Aa_G373230.h1.t1	g939
OG0010637	Aa_G355730.h1.t1	g32509
OG0010638	Aa_G355780.h1.t1	g50571, g24905
OG0010639	Aa_G299110.h1.t1	g27757
OG0010640	Aa_G299210.h1.t1	g27756
OG0010641	Aa_G434800.h1.t1, Aa_G434780.h1.t1	g27735
OG0010642	Aa_G463050.h1.t1	g32533
OG0010645	Aa_G194250.h1.t1	g50615
OG0010646	Aa_G194190.h1.t1	g50618, g32548
OG0010650	Aa_G16410.h1.t1	g17521, g50648
OG0010652	Aa_G16550.h1.t1, Aa_G549300.h1.t1	g32631
OG0010653	Aa_G16570.h1.t1	g32633
OG0010654	Aa_G344920.h1.t1	g10705
OG0010655	Aa_G146230.h1.t1	g10695
OG0010656	Aa_G146250.h1.t1	g10693
OG0010657	Aa_G374600.h1.t1	g37461
OG0010658	Aa_G279540.h1.t1	g1526
OG0010659	Aa_G171930.h1.t1	g1529
OG0010660	Aa_G480480.h1.t1	g10661
OG0010661	Aa_G147060.h1.t1	g40
OG0010663	Aa_G180730.h1.t1	g9652
OG0010664	Aa_G180830.h1.t1	g9661
OG0010666	Aa_G165940.h1.t1	g67
OG0010667	Aa_G165860.h1.t1	g72
OG0010668	Aa_G165850.h1.t1	g73
OG0010669	Aa_G165820.h1.t1	g75
OG0010670	Aa_G383040.h1.t1	g88
OG0010672	Aa_G23630.h1.t1	g103
OG0010673	Aa_G334270.h1.t1	g25854
OG0010674	Aa_G23380.h1.t1	g9692
OG0010675	Aa_G524590.h1.t1, Aa_G500330.h1.t1	g130
OG0010676	Aa_G500360.h1.t1	g132
OG0010677	Aa_G81350.h1.t1	g9700
OG0010679	Aa_G527020.h1.t1	g9710
OG0010680	Aa_G37230.h1.t1	g9722
OG0010681	Aa_G720630.h1.t1, Aa_G704370.h1.t1	g187
OG0010682	Aa_G20900.h1.t1	g9746
OG0010683	Aa_G20950.h1.t1	g208
OG0010684	Aa_G21060.h1.t1	g215
OG0010685	Aa_G51520.h1.t1	g236
OG0010686	Aa_G51620.h1.t1	g9774
OG0010688	Aa_G268420.h1.t1	g9781
OG0010689	Aa_G268270.h1.t1	g9790
OG0010690	Aa_G268200.h1.t1	g260
OG0010691	Aa_G76130.h1.t1	g268
OG0010692	Aa_G76090.h1.t1	g271
OG0010693	Aa_G76080.h1.t1	g9800
OG0010694	Aa_G76040.h1.t1	g9801
OG0010695	Aa_G75200.h1.t1	g297, g9815
OG0010696	Aa_G75270.h1.t1	g302
OG0010697	Aa_G372920.h1.t1	g14048
OG0010698	Aa_G621030.h1.t1	g9844
OG0010699	Aa_G13730.h1.t1	g345
OG0010700	Aa_G13640.h1.t1	g354, g9853
OG0010701	Aa_G315950.h1.t1	g9867, g368
OG0010702	Aa_G131070.h1.t1	g9870
OG0010703	Aa_G435190.h1.t1	g9885
OG0010704	Aa_G583390.h1.t1	g408
OG0010705	Aa_G448830.h1.t1	g424
OG0010706	Aa_G165580.h1.t1	g453, g9950
OG0010707	Aa_G97860.h1.t1	g469
OG0010709	Aa_G746020.h1.t1	g471
OG0010711	Aa_G637270.h1.t1	g9961, g488
OG0010712	Aa_G143230.h1.t1	g18586
OG0010713	Aa_G170360.h1.t1	g29723
OG0010714	Aa_G475000.h1.t1	g508
OG0010715	Aa_G377430.h1.t1	g513
OG0010716	Aa_G377440.h1.t1	g514
OG0010718	Aa_G46200.h1.t1	g18573
OG0010719	Aa_G46160.h1.t1	g9998
OG0010720	Aa_G45400.h1.t1	g10014
OG0010721	Aa_G45390.h1.t1	g10017
OG0010722	Aa_G45320.h1.t1	g18568
OG0010724	Aa_G392330.h1.t1	g35793, g18566
OG0010725	Aa_G169020.h1.t1	g10027, g568
OG0010726	Aa_G552750.h1.t1	g604
OG0010727	Aa_G539210.h1.t1	g607
OG0010728	Aa_G539220.h1.t1	g10065, g608
OG0010729	Aa_G170.h1.t1	g13536
OG0010730	Aa_G574370.h1.t1	g622
OG0010731	Aa_G574380.h1.t1	g10086, g623
OG0010732	Aa_G112780.h1.t1, Aa_G112790.h1.t1	g29120
OG0010733	Aa_G181340.h1.t1	g29110
OG0010734	Aa_G181270.h1.t1	g28982
OG0010737	Aa_G68290.h1.t1	g41412
OG0010739	Aa_G68270.h1.t1	g701
OG0010741	Aa_G68160.h1.t1	g28949
OG0010742	Aa_G662230.h1.t1, Aa_G755180.h1.t1	g715
OG0010743	Aa_G15450.h1.t1	g28927
OG0010744	Aa_G15370.h1.t1	g28922
OG0010745	Aa_G314240.h1.t1	g28919
OG0010746	Aa_G633720.h1.t1	g41381
OG0010747	Aa_G444290.h1.t1	g755
OG0010748	Aa_G9110.h1.t1	g760
OG0010749	Aa_G9070.h1.t1	g763
OG0010750	Aa_G9060.h1.t1	g41369, g28898
OG0010751	Aa_G9010.h1.t1	g28895
OG0010752	Aa_G8880.h1.t1	g768
OG0010753	Aa_G8640.h1.t1	g28877
OG0010754	Aa_G459180.h1.t1	g790, g43749
OG0010755	Aa_G447590.h1.t1	g796
OG0010756	Aa_G173990.h1.t1, Aa_G174000.h1.t1	g28867, g41356
OG0010757	Aa_G374060.h1.t1	g800
OG0010758	Aa_G173930.h1.t1	g802
OG0010759	Aa_G173910.h1.t1	g41353
OG0010760	Aa_G470820.h1.t1	g41351
OG0010761	Aa_G127280.h1.t1	g28849
OG0010762	Aa_G337330.h1.t1	g844
OG0010763	Aa_G338290.h1.t1	g846
OG0010764	Aa_G362140.h1.t1	g41321
OG0010765	Aa_G324960.h1.t1	g51884
OG0010766	Aa_G28260.h1.t1	g1276
OG0010767	Aa_G28210.h1.t1	g28746
OG0010768	Aa_G28110.h1.t1	g28742
OG0010769	Aa_G28100.h1.t1	g28741
OG0010770	Aa_G28060.h1.t1	g39236, g1273, g28732
OG0010771	Aa_G28050.h1.t1	g39237, g1270
OG0010772	Aa_G225500.h1.t1, Aa_G225510.h1.t1	g28708
OG0010773	Aa_G345570.h1.t1	g39255
OG0010774	Aa_G19190.h1.t1, Aa_G345640.h1.t1	g1235
OG0010775	Aa_G148080.h1.t1	g1224
OG0010776	Aa_G147970.h1.t1	g28715
OG0010777	Aa_G147960.h1.t1	g28716
OG0010778	Aa_G344320.h1.t1	g1163
OG0010779	Aa_G344220.h1.t1	g28696
OG0010780	Aa_G344210.h1.t1	g28695
OG0010781	Aa_G344200.h1.t1, Aa_G344180.h1.t1	g28694
OG0010782	Aa_G31470.h1.t1	g28689
OG0010783	Aa_G31550.h1.t1	g28685
OG0010784	Aa_G31650.h1.t1	g28677
OG0010785	Aa_G31620.h1.t1	g28680
OG0010786	Aa_G31630.h1.t1	g28679
OG0010788	Aa_G31730.h1.t1	g28667
OG0010789	Aa_G31810.h1.t1	g28661
OG0010790	Aa_G227620.h1.t1	g1136
OG0010791	Aa_G227640.h1.t1	g1134
OG0010792	Aa_G227690.h1.t1	g28655
OG0010793	Aa_G307740.h1.t1	g39304
OG0010794	Aa_G69080.h1.t1	g28625
OG0010795	Aa_G197840.h1.t1	g39331
OG0010796	Aa_G22000.h1.t1	g1083
OG0010797	Aa_G22020.h1.t1, Aa_G488010.h1.t1	g39338
OG0010800	Aa_G216670.h1.t1	g39355
OG0010801	Aa_G253190.h1.t1	g28544
OG0010802	Aa_G537150.h1.t1	g1043
OG0010803	Aa_G417990.h1.t1	g28527
OG0010804	Aa_G418010.h1.t1	g39365
OG0010805	Aa_G48500.h1.t1	g39366
OG0010806	Aa_G199300.h1.t1	g45997
OG0010807	Aa_G620600.h1.t1	g2542
OG0010808	Aa_G59080.h1.t1	g1012
OG0010810	Aa_G641460.h1.t1	g28505
OG0010812	Aa_G149040.h1.t1	g28495, g983
OG0010813	Aa_G445120.h1.t1	g2647
OG0010814	Aa_G106800.h1.t1	g2676, g19456, g19444
OG0010815	Aa_G106930.h1.t1	g19438
OG0010816	Aa_G141240.h1.t1	g28449
OG0010817	Aa_G88100.h1.t1	g946
OG0010818	Aa_G578850.h1.t1	g39432
OG0010819	Aa_G54560.h1.t1	g955
OG0010820	Aa_G191670.h1.t1, Aa_G115790.h1.t1	g39556
OG0010821	Aa_G90070.h1.t1, Aa_G90090.h1.t1	g41148
OG0010822	Aa_G588700.h1.t1	g25469
OG0010823	Aa_G179940.h1.t1	g39590
OG0010824	Aa_G179950.h1.t1	g39591
OG0010825	Aa_G188720.h1.t1	g39601
OG0010826	Aa_G188750.h1.t1	g25479
OG0010827	Aa_G188790.h1.t1	g39605
OG0010828	Aa_G762810.h1.t1	g29639
OG0010829	Aa_G244270.h1.t1	g45474
OG0010830	Aa_G233510.h1.t1	g32211
OG0010831	Aa_G244430.h1.t1	g45468
OG0010832	Aa_G672360.h1.t1	g45466, g29650
OG0010833	Aa_G640320.h1.t1	g5576
OG0010835	Aa_G386450.h1.t1	g29655
OG0010836	Aa_G494040.h1.t1	g29669
OG0010837	Aa_G209760.h1.t1	g29690
OG0010838	Aa_G209790.h1.t1	g45449
OG0010839	Aa_G307570.h1.t1	g45446
OG0010840	Aa_G307550.h1.t1	g5613
OG0010843	Aa_G170370.h1.t1	g29725
OG0010844	Aa_G170470.h1.t1, Aa_G243020.h1.t1	g5639
OG0010845	Aa_G927590.h1.t1, Aa_G170530.h1.t1	g5643
OG0010847	Aa_G303910.h1.t1	g29757
OG0010848	Aa_G303950.h1.t1	g5656
OG0010849	Aa_G331820.h1.t1	g45414, g40769
OG0010850	Aa_G162580.h1.t1	g38396
OG0010851	Aa_G73140.h1.t1	g5684
OG0010852	Aa_G255000.h1.t1	g27583
OG0010853	Aa_G181570.h1.t1	g45395, g5693
OG0010855	Aa_G226370.h1.t1	g29820
OG0010856	Aa_G226390.h1.t1	g29821
OG0010857	Aa_G520010.h1.t1	g5720
OG0010858	Aa_G170170.h1.t1	g5733
OG0010860	Aa_G456330.h1.t1	g29839
OG0010861	Aa_G451870.h1.t1	g5756
OG0010862	Aa_G260700.h1.t1, Aa_G260710.h1.t1	g45341
OG0010864	Aa_G260570.h1.t1	g45329
OG0010865	Aa_G506890.h1.t1	g45317
OG0010866	Aa_G274580.h1.t1	g5793
OG0010868	Aa_G18890.h1.t1	g5797
OG0010869	Aa_G18700.h1.t1	g5801
OG0010871	Aa_G443040.h1.t1	g45300
OG0010872	Aa_G612080.h1.t1	g5818
OG0010873	Aa_G420130.h1.t1	g45290
OG0010874	Aa_G53820.h1.t1	g5845
OG0010875	Aa_G264610.h1.t1	g5863
OG0010877	Aa_G271720.h1.t1	g39333, g45282
OG0010878	Aa_G266710.h1.t1	g16836
OG0010879	Aa_G266750.h1.t1	g16834
OG0010880	Aa_G370890.h1.t1	g46657, g16808
OG0010881	Aa_G298270.h1.t1	g16800
OG0010882	Aa_G165370.h1.t1	g16787
OG0010883	Aa_G165300.h1.t1	g16784
OG0010884	Aa_G201130.h1.t1	g16779, g16781
OG0010885	Aa_G506070.h1.t1	g23993
OG0010886	Aa_G184850.h1.t1	g46621
OG0010887	Aa_G239150.h1.t1	g44269
OG0010888	Aa_G239230.h1.t1	g13829
OG0010889	Aa_G239260.h1.t1	g44264
OG0010890	Aa_G497400.h1.t1	g13598
OG0010891	Aa_G312060.h1.t1	g46581
OG0010892	Aa_G21630.h1.t1	g46560
OG0010893	Aa_G21770.h1.t1	g46548
OG0010894	Aa_G265780.h1.t1	g44312
OG0010895	Aa_G145270.h1.t1	g46518
OG0010896	Aa_G444550.h1.t1	g44343
OG0010897	Aa_G99350.h1.t1	g2873, g19551
OG0010898	Aa_G335540.h1.t1	g44354
OG0010899	Aa_G397150.h1.t1, Aa_G397150.h2.t1, Aa_G237410.h1.t1	g18286
OG0010901	Aa_G508930.h1.t1	g46436
OG0010902	Aa_G508970.h1.t1	g46431
OG0010903	Aa_G197880.h1.t1	g46417
OG0010904	Aa_G204360.h1.t1	g46415
OG0010905	Aa_G526840.h1.t1	g46393
OG0010906	Aa_G121530.h1.t1	g14076
OG0010907	Aa_G129450.h1.t1	g46374
OG0010908	Aa_G129270.h1.t1	g44363
OG0010909	Aa_G129250.h1.t1	g46353
OG0010910	Aa_G141970.h1.t1, Aa_G104320.h1.t1	g46337
OG0010911	Aa_G215610.h1.t1	g46322
OG0010912	Aa_G111010.h1.t1	g46289
OG0010914	Aa_G490440.h1.t1	g11548
OG0010915	Aa_G315400.h1.t1	g44407
OG0010916	Aa_G750960.h1.t1	g38395
OG0010918	Aa_G6700.h1.t1	g26900
OG0010919	Aa_G822040.h1.t1, Aa_G64910.h1.t1	g46229
OG0010920	Aa_G348770.h1.t1	g44468
OG0010921	Aa_G259380.h1.t1	g44479
OG0010922	Aa_G259420.h1.t1	g46182
OG0010923	Aa_G199530.h1.t1	g14024, g6086
OG0010924	Aa_G199540.h1.t1, Aa_G141620.h1.t1, Aa_G141650.h1.t1	g14023
OG0010925	Aa_G329590.h1.t1	g14008
OG0010926	Aa_G371370.h1.t1	g6814
OG0010927	Aa_G123530.h1.t1	g28483
OG0010928	Aa_G630210.h1.t1	g2729
OG0010929	Aa_G425850.h1.t1	g19513, g2731
OG0010931	Aa_G205620.h1.t1	g54382, g54377, g54381
OG0010932	Aa_G231490.h1.t1	g27984
OG0010933	Aa_G118330.h1.t1	g36683
OG0010934	Aa_G92320.h1.t1	g28143
OG0010935	Aa_G504500.h1.t1	g28000
OG0010936	Aa_G355410.h1.t1	g36659
OG0010937	Aa_G74260.h1.t1	g54298
OG0010938	Aa_G74220.h1.t1	g54296, g36633
OG0010939	Aa_G650270.h1.t1	g36610
OG0010940	Aa_G371750.h1.t1	g38281
OG0010942	Aa_G313370.h1.t1	g37149
OG0010944	Aa_G177490.h1.t1	g38029
OG0010947	Aa_G402630.h1.t1	g51599
OG0010948	Aa_G208430.h1.t1	g19594
OG0010949	Aa_G192040.h1.t1	g11449
OG0010950	Aa_G115910.h1.t1	g3138
OG0010952	Aa_G266950.h1.t1	g17890
OG0010953	Aa_G246570.h1.t1	g13527
OG0010954	Aa_G308740.h1.t1	g41249
OG0010955	Aa_G73920.h1.t1	g1421
OG0010956	Aa_G201690.h1.t1	g1455
OG0010957	Aa_G241700.h1.t1	g17920
OG0010958	Aa_G183890.h1.t1	g46977
OG0010959	Aa_G126890.h1.t1	g24705
OG0010960	Aa_G198050.h1.t1	g47002
OG0010961	Aa_G7420.h1.t1	g24579
OG0010962	Aa_G367900.h1.t1	g17777
OG0010963	Aa_G378690.h1.t1, Aa_G890940.h1.t1	g13596
OG0010964	Aa_G250840.h1.t1	g17756
OG0010965	Aa_G408330.h1.t1	g24539
OG0010966	Aa_G677800.h1.t1	g47038
OG0010967	Aa_G498460.h1.t1	g47057
OG0010968	Aa_G31070.h1.t1	g47078
OG0010970	Aa_G31270.h1.t1	g47083
OG0010971	Aa_G25720.h1.t1	g1594
OG0010972	Aa_G482190.h1.t1	g47092
OG0010973	Aa_G351590.h1.t1	g24466
OG0010974	Aa_G496650.h1.t1	g24457
OG0010975	Aa_G432430.h1.t1	g17647
OG0010976	Aa_G532570.h1.t1	g27499
OG0010977	Aa_G82890.h1.t1	g1461
OG0010978	Aa_G327150.h1.t1	g24407
OG0010979	Aa_G327200.h1.t1	g24403
OG0010980	Aa_G551020.h1.t1	g24410
OG0010981	Aa_G579220.h1.t1	g46025
OG0010984	Aa_G303450.h1.t1	g44572
OG0010988	Aa_G203150.h1.t1	g46083
OG0010989	Aa_G286490.h1.t1	g51550
OG0010990	Aa_G567770.h1.t1	g46095
OG0010991	Aa_G30340.h1.t1	g46098
OG0010992	Aa_G30370.h1.t1	g46101
OG0010993	Aa_G30450.h1.t1	g44555
OG0010994	Aa_G30510.h1.t1	g46109
OG0010995	Aa_G98890.h1.t1	g44544
OG0010996	Aa_G449850.h1.t1	g46131
OG0010997	Aa_G283720.h1.t1	g44532
OG0011000	Aa_G492820.h1.t1	g46152
OG0011001	Aa_G64430.h1.t1	g44497
OG0011002	Aa_G64420.h1.t1	g46169
OG0011003	Aa_G64410.h1.t1	g46170
OG0011004	Aa_G423710.h1.t1	g44826
OG0011005	Aa_G159510.h1.t1	g44821
OG0011006	Aa_G305330.h1.t1	g45770
OG0011007	Aa_G283310.h1.t1	g45776
OG0011009	Aa_G538470.h1.t1	g44773
OG0011010	Aa_G194960.h1.t1	g36055
OG0011011	Aa_G187480.h1.t1	g23532, g17026
OG0011012	Aa_G23810.h1.t1	g23524
OG0011014	Aa_G186690.h1.t1	g23513
OG0011015	Aa_G450000.h1.t1	g23509
OG0011016	Aa_G304530.h1.t1	g17016
OG0011017	Aa_G211250.h1.t1	g11645
OG0011019	Aa_G234450.h1.t1	g40792
OG0011020	Aa_G65710.h1.t1	g50758, g40793
OG0011021	Aa_G65820.h1.t1	g44261
OG0011023	Aa_G361590.h1.t1	g40804
OG0011024	Aa_G361580.h1.t1	g1737, g43525
OG0011025	Aa_G151580.h1.t1	g16871
OG0011026	Aa_G151390.h1.t1	g16859
OG0011027	Aa_G356900.h1.t1	g16855
OG0011028	Aa_G356850.h1.t1	g16852
OG0011029	Aa_G149780.h1.t1	g16853
OG0011030	Aa_G567940.h1.t1, Aa_G398990.h1.t1	g16850
OG0011031	Aa_G119940.h1.t1, Aa_G567930.h1.t1	g4318
OG0011032	Aa_G119950.h1.t1	g18099
OG0011033	Aa_G247710.h1.t1	g10359
OG0011034	Aa_G34290.h1.t1	g10442
OG0011035	Aa_G185310.h1.t1	g10415
OG0011036	Aa_G17930.h1.t1	g3435
OG0011037	Aa_G34130.h1.t1	g10458
OG0011038	Aa_G263380.h1.t1	g10498
OG0011039	Aa_G424670.h1.t1	g16584
OG0011040	Aa_G120900.h1.t1	g10527
OG0011041	Aa_G25540.h1.t1	g10551
OG0011042	Aa_G25650.h2.t1, Aa_G25650.h1.t1	g10558
OG0011043	Aa_G25780.h1.t1	g10567
OG0011045	Aa_G83320.h1.t1	g10588
OG0011046	Aa_G257420.h1.t1	g10602
OG0011047	Aa_G207040.h1.t1	g1579
OG0011049	Aa_G227070.h1.t1	g1572
OG0011050	Aa_G227080.h1.t1	g10621
OG0011051	Aa_G372910.h1.t1	g44735, g44730
OG0011053	Aa_G133910.h1.t1	g44747
OG0011054	Aa_G540900.h1.t1	g45809
OG0011055	Aa_G654890.h1.t1	g45805
OG0011056	Aa_G626610.h1.t1	g44762
OG0011057	Aa_G446060.h1.t1	g45791
OG0011060	Aa_G58190.h1.t1	g10956
OG0011061	Aa_G97480.h1.t1	g40228
OG0011063	Aa_G151100.h1.t1	g40205
OG0011064	Aa_G566480.h1.t1	g40595
OG0011065	Aa_G385510.h1.t1	g40589
OG0011066	Aa_G419950.h1.t1	g40581
OG0011067	Aa_G176630.h1.t1	g40574
OG0011068	Aa_G118010.h1.t1	g10978, g40570
OG0011071	Aa_G290880.h1.t1	g40556
OG0011072	Aa_G290900.h1.t1	g10984
OG0011073	Aa_G290910.h1.t1	g10985
OG0011074	Aa_G664050.h1.t1	g45083
OG0011075	Aa_G513250.h1.t1	g28077
OG0011076	Aa_G322970.h1.t1	g2030
OG0011077	Aa_G599980.h1.t1	g54148
OG0011079	Aa_G92560.h1.t1	g36413
OG0011080	Aa_G92500.h1.t1	g28064
OG0011081	Aa_G181010.h1.t1	g36428, g28062
OG0011082	Aa_G178300.h1.t1	g28055
OG0011083	Aa_G178340.h1.t1	g28053
OG0011084	Aa_G36870.h1.t1	g54199
OG0011085	Aa_G36880.h1.t1	g36460
OG0011086	Aa_G36930.h1.t1	g54198
OG0011087	Aa_G36940.h1.t1	g28049
OG0011089	Aa_G410570.h1.t1	g54195, g36482
OG0011090	Aa_G431650.h1.t1	g36487
OG0011091	Aa_G431630.h1.t1	g36489
OG0011092	Aa_G415000.h1.t1	g28040
OG0011093	Aa_G582090.h1.t1	g28034
OG0011094	Aa_G225050.h1.t1	g54216
OG0011096	Aa_G166330.h1.t1	g54230
OG0011098	Aa_G677560.h1.t1	g54249
OG0011099	Aa_G256000.h1.t1	g54262
OG0011101	Aa_G386190.h1.t1	g36571
OG0011102	Aa_G150440.h1.t1	g37030
OG0011103	Aa_G150420.h1.t1	g49150
OG0011104	Aa_G150400.h1.t1	g37033
OG0011105	Aa_G440070.h1.t1	g37960
OG0011106	Aa_G440090.h1.t1	g51367
OG0011107	Aa_G440100.h1.t1	g51368
OG0011109	Aa_G337810.h1.t1	g51394, g37074, g37967
OG0011110	Aa_G305820.h1.t1	g37075
OG0011111	Aa_G438690.h1.t1	g51404
OG0011112	Aa_G305710.h1.t1	g51406
OG0011113	Aa_G142220.h1.t1	g23749, g37087
OG0011114	Aa_G291660.h2.t1, Aa_G291660.h1.t1	g37079
OG0011115	Aa_G291650.h1.t1	g37078
OG0011116	Aa_G229240.h1.t1	g51455
OG0011117	Aa_G281350.h1.t1	g51457
OG0011118	Aa_G406500.h1.t1	g51462
OG0011119	Aa_G406510.h1.t1	g37983
OG0011120	Aa_G370710.h1.t1	g51476
OG0011121	Aa_G52140.h1.t1	g38000
OG0011122	Aa_G52100.h1.t1	g37132
OG0011123	Aa_G244010.h1.t1	g1506
OG0011124	Aa_G299600.h1.t1	g24124
OG0011125	Aa_G357060.h1.t1	g3831, g17434
OG0011126	Aa_G88210.h1.t1, Aa_G627430.h1.t1	g13844
OG0011127	Aa_G244580.h1.t1	g24154
OG0011128	Aa_G62090.h1.t1	g43837
OG0011129	Aa_G507680.h1.t1	g17465
OG0011130	Aa_G345150.h1.t1	g47277
OG0011131	Aa_G339960.h1.t1	g24179
OG0011132	Aa_G340020.h1.t1	g47274, g44156
OG0011134	Aa_G423080.h1.t1	g24185
OG0011135	Aa_G155420.h1.t1	g24193
OG0011136	Aa_G289660.h1.t1	g52221
OG0011138	Aa_G96210.h1.t1	g24281
OG0011139	Aa_G607260.h1.t1	g47212
OG0011140	Aa_G697080.h1.t1	g24264
OG0011141	Aa_G96240.h1.t1	g24277
OG0011147	Aa_G780300.h1.t1, Aa_G218640.h1.t1	g41569
OG0011148	Aa_G105460.h1.t1, Aa_G87500.h1.t1	g11602
OG0011149	Aa_G473090.h1.t1	g19358
OG0011150	Aa_G555500.h1.t1	g2553
OG0011151	Aa_G45060.h1.t1	g7812
OG0011153	Aa_G55700.h1.t1	g47461
OG0011154	Aa_G439780.h1.t1	g23898
OG0011155	Aa_G580980.h1.t1	g10397
OG0011156	Aa_G629810.h1.t1	g41223
OG0011157	Aa_G249070.h1.t1	g1301, g28359
OG0011158	Aa_G598100.h1.t1	g1319
OG0011159	Aa_G503920.h1.t1	g1330
OG0011160	Aa_G84120.h1.t1	g28332
OG0011161	Aa_G153100.h1.t1	g28313
OG0011162	Aa_G83880.h1.t1	g28321
OG0011163	Aa_G498060.h1.t1, Aa_G391110.h1.t1	g28316
OG0011164	Aa_G83930.h1.t1	g1340
OG0011165	Aa_G105320.h1.t1	g14691
OG0011166	Aa_G105390.h1.t1	g6245
OG0011167	Aa_G194500.h1.t1	g6338
OG0011168	Aa_G340560.h1.t1	g18893
OG0011169	Aa_G105400.h1.t1	g6254
OG0011170	Aa_G105280.h1.t1	g13668
OG0011171	Aa_G409910.h1.t1	g6191
OG0011172	Aa_G269110.h1.t1	g6187
OG0011173	Aa_G395410.h1.t1	g14345
OG0011174	Aa_G729650.h1.t1	g13700
OG0011175	Aa_G81720.h1.t1	g14216, g6148
OG0011176	Aa_G81630.h1.t1	g6143
OG0011177	Aa_G534680.h1.t1	g10308
OG0011178	Aa_G529370.h1.t1	g6387
OG0011179	Aa_G543450.h1.t1	g6140, g14194
OG0011180	Aa_G544710.h1.t1	g14060
OG0011181	Aa_G544690.h1.t1	g6120
OG0011182	Aa_G500520.h1.t1	g23859
