Orthogroup	Arabis_alpina	Alyssum_gmelinii
OG0007882	Aa_G286660.h1.t1	Ag067G5201800, Ag067G5202200
OG0007883	Aa_G141430.h1.t1	Ag067G5205200
OG0007884	Aa_G283930.h1.t1	Ag067G5205600
OG0007885	Aa_G688040.h1.t1	Ag042G4392000
OG0007886	Aa_G123660.h1.t1	Ag042G4392600, Ag016G2339600
OG0007887	Aa_G426610.h1.t1	Ag042G4396200, Ag042G4395700
OG0007888	Aa_G185910.h1.t1, Aa_G63040.h1.t1	Ag042G4400300
OG0007889	Aa_G484140.h1.t1	Ag042G4411700
OG0007890	Aa_G323140.h1.t1	Ag042G4413500
OG0007891	Aa_G244890.h1.t1	Ag042G4416300
OG0007892	Aa_G230170.h1.t1	Ag042G4427200
OG0007894	Aa_G88460.h1.t1	Ag039G4182500
OG0007895	Aa_G88510.h1.t1	Ag039G4184200
OG0007896	Aa_G718940.h1.t1	Ag039G4185900
OG0007897	Aa_G178560.h1.t1	Ag017G2424900, Ag039G4190200
OG0007898	Aa_G281290.h1.t1	Ag039G4194000
OG0007899	Aa_G401800.h1.t1	Ag039G4195200
OG0007900	Aa_G677910.h1.t1	Ag039G4199700
OG0007901	Aa_G518440.h1.t1	Ag039G4202200
OG0007902	Aa_G494600.h1.t1	Ag039G4215500
OG0007903	Aa_G499630.h1.t1, Aa_G499640.h1.t1	Ag039G4216500, Ag039G4216700
OG0007904	Aa_G677200.h1.t1	Ag039G4216900
OG0007905	Aa_G224220.h1.t1	Ag039G4218700
OG0007906	Aa_G292290.h1.t1	Ag039G4220300
OG0007907	Aa_G807960.h1.t1	Ag039G4222400, Ag039G4221800, Ag036G4097600
OG0007908	Aa_G461880.h1.t1	Ag039G4240000
OG0007909	Aa_G357570.h1.t1	Ag039G4241300
OG0007910	Aa_G661230.h1.t1	Ag039G4246500
OG0007911	Aa_G745890.h1.t1	Ag039G4246700
OG0007912	Aa_G216810.h2.t1, Aa_G216810.h1.t1	Ag039G4256700
OG0007913	Aa_G47260.h1.t1	Ag039G4265600, Ag014G1859300
OG0007914	Aa_G269520.h1.t1	Ag039G4266800
OG0007915	Aa_G269490.h1.t1	Ag039G4267500
OG0007916	Aa_G594380.h1.t1	Ag039G4269700
OG0007917	Aa_G594400.h1.t1	Ag039G4269800
OG0007918	Aa_G594410.h1.t1	Ag039G4270300
OG0007919	Aa_G594420.h1.t1	Ag039G4270400
OG0007920	Aa_G820050.h1.t1	Ag039G4271500
OG0007921	Aa_G431870.h1.t1	Ag039G4271800
OG0007922	Aa_G471900.h1.t1	Ag039G4286100
OG0007923	Aa_G66280.h1.t1	Ag039G4288100
OG0007924	Aa_G150840.h1.t1	Ag039G4293100
OG0007925	Aa_G115290.h1.t1	Ag039G4295300
OG0007926	Aa_G616430.h1.t1	Ag014G1906700, Ag039G4296300
OG0007927	Aa_G272450.h1.t1	Ag039G4300100
OG0007929	Aa_G617070.h1.t1, Aa_G617070.h2.t1	Ag039G4302500
OG0007930	Aa_G249250.h1.t1	Ag039G4313300
OG0007931	Aa_G457200.h1.t1	Ag039G4319000
OG0007932	Aa_G548160.h1.t1	Ag039G4321000
OG0007933	Aa_G531190.h1.t1	Ag039G4322600
OG0007934	Aa_G135740.h1.t1, Aa_G135720.h1.t1	Ag039G4326800
OG0007935	Aa_G93590.h1.t1	Ag066G5129000
OG0007936	Aa_G300060.h1.t1	Ag034G3841200
OG0007937	Aa_G278040.h1.t1	Ag066G5137300
OG0007938	Aa_G320570.h1.t1	Ag066G5142200
OG0007939	Aa_G320620.h1.t1	Ag066G5142500
OG0007940	Aa_G476480.h1.t1	Ag066G5147400
OG0007941	Aa_G94120.h1.t1	Ag030G3135700
OG0007942	Aa_G50390.h1.t1	Ag015G2181900
OG0007943	Aa_G651750.h1.t1	Ag011G1047800, Ag015G2186600
OG0007944	Aa_G100200.h1.t1	Ag011G1054500, Ag015G2189500
OG0007945	Aa_G407240.h1.t1	Ag015G2191700
OG0007946	Aa_G311490.h1.t1	Ag015G2193700
OG0007947	Aa_G311530.h1.t1	Ag015G2194000
OG0007948	Aa_G224810.h1.t1	Ag015G2195100
OG0007949	Aa_G61790.h1.t1	Ag025G2950000, Ag015G2196400
OG0007950	Aa_G540290.h1.t1	Ag015G2196800
OG0007951	Aa_G428720.h1.t1	Ag015G2197400
OG0007952	Aa_G428710.h1.t1	Ag015G2197500
OG0007953	Aa_G288620.h1.t1	Ag015G2198500
OG0007954	Aa_G402130.h1.t1	Ag011G1081200
OG0007955	Aa_G253060.h1.t1	Ag015G2199300
OG0007956	Aa_G312600.h1.t1	Ag015G2200600
OG0007957	Aa_G166800.h1.t1	Ag015G2201100
OG0007958	Aa_G655240.h1.t1	Ag015G2203200
OG0007959	Aa_G480880.h1.t1	Ag015G2208700
OG0007960	Aa_G269890.h1.t1	Ag015G2210700
OG0007961	Aa_G734340.h1.t1	Ag015G2218400
OG0007962	Aa_G310010.h1.t1	Ag015G2220500
OG0007963	Aa_G35750.h1.t1	Ag015G2221100
OG0007964	Aa_G92180.h1.t1	Ag015G2229900
OG0007965	Aa_G92170.h1.t1	Ag015G2230700
OG0007966	Aa_G92250.h1.t1	Ag015G2233700
OG0007967	Aa_G301320.h1.t1	Ag015G2235400
OG0007968	Aa_G605330.h1.t1	Ag015G2240200
OG0007969	Aa_G382680.h1.t1, Aa_G174530.h1.t1	Ag015G2241500
OG0007970	Aa_G82580.h1.t1	Ag015G2244700
OG0007971	Aa_G458990.h1.t1	Ag015G2247600
OG0007972	Aa_G529520.h1.t1	Ag015G2257500
OG0007973	Aa_G260100.h1.t1	Ag015G2257800
OG0007974	Aa_G322430.h1.t1	Ag015G2259000
OG0007975	Aa_G372580.h1.t1	Ag015G2262900
OG0007976	Aa_G377010.h1.t1	Ag052G4868300, Ag015G2266400
OG0007977	Aa_G377090.h1.t1, Aa_G25310.h1.t1	Ag015G2267400, Ag052G4866300
OG0007978	Aa_G57230.h1.t1	Ag015G2270300, Ag052G4864400
OG0007979	Aa_G433780.h1.t1	Ag052G4863800, Ag015G2271000
OG0007980	Aa_G433820.h1.t1	Ag052G4863600, Ag015G2271200
OG0007981	Aa_G390530.h1.t1	Ag026G3004500, Ag021G2579600
OG0007982	Aa_G390510.h1.t1	Ag021G2579900, Ag026G3003800
OG0007983	Aa_G154400.h1.t1	Ag021G2600700
OG0007984	Aa_G1075680.h2.t1, Aa_G1075680.h1.t1	Ag021G2601700
OG0007985	Aa_G107460.h1.t1	Ag021G2607300
OG0007986	Aa_G442310.h1.t1	Ag021G2609800
OG0007987	Aa_G452370.h1.t1	Ag021G2623600
OG0007988	Aa_G35070.h1.t1	Ag021G2625600
OG0007989	Aa_G516130.h1.t1	Ag038G4143000
OG0007990	Aa_G120360.h1.t1	Ag038G4144000
OG0007991	Aa_G128880.h1.t1	Ag038G4146100
OG0007992	Aa_G362820.h1.t1, Aa_G362840.h1.t1	Ag038G4149000
OG0007993	Aa_G95650.h1.t1	Ag038G4152900
OG0007994	Aa_G95630.h1.t1	Ag038G4153000
OG0007995	Aa_G112610.h1.t1	Ag038G4155000
OG0007996	Aa_G122200.h1.t1	Ag038G4161300
OG0007997	Aa_G494560.h1.t1, Aa_G212220.h1.t1	Ag088G5433300
OG0007998	Aa_G639380.h1.t1	Ag088G5435100
OG0007999	Aa_G194820.h1.t1	Ag088G5438000
OG0008000	Aa_G13260.h1.t1	Ag003G0277900
OG0008001	Aa_G13100.h1.t1	Ag003G0279200
OG0008002	Aa_G12920.h1.t1	Ag003G0281100
OG0008003	Aa_G425060.h1.t1	Ag003G0282500
OG0008004	Aa_G226190.h1.t1	Ag003G0286300
OG0008005	Aa_G226110.h1.t1	Ag003G0287000
OG0008006	Aa_G249850.h1.t1	Ag003G0288000
OG0008007	Aa_G16880.h1.t1	Ag003G0311300
OG0008008	Aa_G16900.h1.t1	Ag003G0311500
OG0008009	Aa_G16910.h1.t1	Ag003G0311600
OG0008010	Aa_G16940.h1.t1	Ag003G0311800
OG0008012	Aa_G17070.h1.t1	Ag003G0313000
OG0008013	Aa_G17150.h1.t1	Ag003G0313900
OG0008014	Aa_G15950.h1.t1	Ag003G0317700
OG0008015	Aa_G16270.h1.t1	Ag003G0323100
OG0008016	Aa_G467070.h1.t1	Ag003G0332200
OG0008017	Aa_G467090.h1.t1	Ag003G0332400
OG0008018	Aa_G265070.h1.t1	Ag003G0338900
OG0008019	Aa_G288460.h1.t1	Ag003G0342600
OG0008020	Aa_G595240.h1.t1	Ag003G0349300
OG0008021	Aa_G595230.h1.t1	Ag003G0349400
OG0008022	Aa_G595220.h1.t1	Ag003G0349500
OG0008023	Aa_G360650.h1.t1	Ag003G0351300
OG0008024	Aa_G581340.h1.t1, Aa_G581340.h2.t1	Ag003G0361300
OG0008025	Aa_G734120.h1.t1	Ag003G0371800
OG0008026	Aa_G200020.h1.t1	Ag003G0374900
OG0008027	Aa_G230760.h1.t1	Ag003G0394600
OG0008028	Aa_G67380.h1.t1	Ag003G0395300
OG0008029	Aa_G67240.h1.t1	Ag003G0398000
OG0008030	Aa_G145730.h1.t1	Ag003G0402400
OG0008031	Aa_G188520.h1.t1	Ag003G0411600
OG0008032	Aa_G124070.h1.t1	Ag003G0413700
OG0008033	Aa_G115050.h1.t1	Ag016G2312700, Ag037G4125300
OG0008034	Aa_G156660.h1.t1	Ag037G4130100, Ag016G2322500, Ag016G2322700
OG0008035	Aa_G41300.h1.t1	Ag037G4139500, Ag014G2122400, Ag016G2315600
OG0008036	Aa_G14810.h1.t1	Ag014G1772300
OG0008037	Aa_G14790.h1.t1	Ag014G1772500
OG0008038	Aa_G14720.h1.t1	Ag014G1773200
OG0008039	Aa_G14600.h1.t1	Ag014G1774900
OG0008040	Aa_G71680.h1.t1	Ag014G1777200
OG0008041	Aa_G526400.h1.t1, Aa_G526380.h1.t1	Ag014G1778000
OG0008043	Aa_G250260.h1.t1	Ag014G1792500
OG0008044	Aa_G111760.h1.t1	Ag014G1795600
OG0008045	Aa_G111670.h1.t1	Ag014G1796500
OG0008046	Aa_G47620.h1.t1	Ag014G1801200
OG0008047	Aa_G44980.h1.t1	Ag014G1806200
OG0008048	Aa_G45030.h1.t1	Ag014G1807000
OG0008049	Aa_G185690.h1.t1	Ag014G1812500
OG0008050	Aa_G618750.h1.t1	Ag014G1813200
OG0008051	Aa_G553050.h1.t1	Ag014G1813700
OG0008052	Aa_G553070.h1.t1	Ag014G1813900
OG0008053	Aa_G304890.h1.t1	Ag014G1819000
OG0008054	Aa_G4490.h1.t1	Ag014G1824300
OG0008055	Aa_G4630.h1.t1	Ag014G1826200
OG0008056	Aa_G4860.h1.t1	Ag014G1828800
OG0008057	Aa_G4910.h1.t1	Ag014G1829600
OG0008058	Aa_G75530.h1.t1	Ag014G1832400
OG0008059	Aa_G75580.h1.t1	Ag014G1833400
OG0008060	Aa_G75720.h1.t1	Ag014G1836300
OG0008061	Aa_G75790.h1.t1	Ag014G1837400
OG0008062	Aa_G205820.h1.t1	Ag014G1846500
OG0008063	Aa_G205870.h1.t1	Ag014G1847600
OG0008064	Aa_G205930.h1.t1	Ag014G1848200
OG0008065	Aa_G163080.h1.t1	Ag014G1850200
OG0008066	Aa_G28510.h1.t1	Ag014G1872900, Ag014G1850600
OG0008067	Aa_G47380.h1.t1	Ag014G1857800
OG0008068	Aa_G47370.h1.t1	Ag014G1857900
OG0008069	Aa_G47270.h1.t1	Ag014G1859200
OG0008070	Aa_G47110.h1.t1	Ag014G1861400
OG0008071	Aa_G174170.h1.t1	Ag014G1877000
OG0008072	Aa_G500870.h1.t1	Ag014G1881800
OG0008073	Aa_G24220.h1.t1	Ag014G1885800
OG0008074	Aa_G24090.h1.t1	Ag014G1887200
OG0008075	Aa_G101490.h1.t1	Ag014G1887800
OG0008076	Aa_G101430.h1.t1	Ag014G1888600
OG0008077	Aa_G101400.h1.t1	Ag014G1890100
OG0008078	Aa_G101330.h1.t1	Ag014G1891600
OG0008079	Aa_G34880.h2.t1, Aa_G34880.h1.t1	Ag014G1898600
OG0008080	Aa_G34810.h1.t1	Ag014G1899000
OG0008081	Aa_G34640.h1.t1	Ag014G1901800
OG0008082	Aa_G616440.h1.t1	Ag014G1906800
OG0008083	Aa_G551310.h1.t1	Ag014G1907500
OG0008084	Aa_G338720.h1.t1	Ag014G1910400
OG0008085	Aa_G460300.h1.t1	Ag014G1910600
OG0008086	Aa_G137240.h1.t1	Ag014G1914100
OG0008087	Aa_G136970.h1.t1	Ag014G1921300
OG0008088	Aa_G136960.h1.t1	Ag014G1921400
OG0008089	Aa_G136850.h1.t1	Ag014G1922600, Ag072G5252400
OG0008090	Aa_G743030.h1.t1	Ag014G1925100
OG0008091	Aa_G195550.h1.t1	Ag014G1929700
OG0008092	Aa_G195470.h1.t1	Ag014G1931500
OG0008095	Aa_G216050.h1.t1	Ag014G1936600
OG0008096	Aa_G102810.h1.t1	Ag014G1939400
OG0008097	Aa_G102820.h1.t1	Ag014G1939500
OG0008098	Aa_G5630.h1.t1	Ag014G1940500
OG0008099	Aa_G5610.h1.t1	Ag014G1940800
OG0008100	Aa_G5480.h1.t1	Ag014G1941800
OG0008101	Aa_G5470.h1.t1	Ag014G1941900
OG0008102	Aa_G5330.h1.t1, Aa_G5340.h1.t1	Ag014G1944200
OG0008103	Aa_G40580.h1.t1	Ag014G1947600
OG0008104	Aa_G40540.h1.t1, Aa_G167270.h1.t1	Ag014G1948000
OG0008105	Aa_G40410.h1.t1	Ag014G1949900
OG0008106	Aa_G40220.h1.t1	Ag014G1952100
OG0008107	Aa_G40200.h1.t1	Ag014G1952700
OG0008108	Aa_G40190.h1.t1	Ag014G1952800
OG0008110	Aa_G290310.h1.t1	Ag014G1957900
OG0008111	Aa_G290240.h1.t1	Ag014G1959700
OG0008112	Aa_G374000.h1.t1	Ag014G1962000, Ag014G1961800
OG0008113	Aa_G373900.h1.t1	Ag014G1963100
OG0008114	Aa_G176090.h1.t1	Ag014G1967000
OG0008115	Aa_G243350.h1.t1	Ag014G1975900
OG0008116	Aa_G641610.h1.t1	Ag014G1976500
OG0008117	Aa_G237720.h1.t1	Ag014G1977800
OG0008118	Aa_G237650.h1.t1	Ag014G1978900
OG0008119	Aa_G237550.h1.t1	Ag014G1981300
OG0008120	Aa_G76690.h1.t1	Ag014G1989200
OG0008122	Aa_G56220.h1.t1	Ag014G1993100
OG0008123	Aa_G140280.h1.t1	Ag014G1999900
OG0008124	Aa_G1450.h1.t1	Ag014G2001500
OG0008125	Aa_G1220.h1.t1	Ag014G2005000
OG0008126	Aa_G1200.h1.t1	Ag014G2005100
OG0008127	Aa_G421880.h1.t1	Ag014G2014000
OG0008128	Aa_G32040.h1.t1	Ag014G2018900
OG0008129	Aa_G32060.h1.t1	Ag014G2019100
OG0008130	Aa_G32200.h1.t1	Ag014G2020800
OG0008131	Aa_G32250.h1.t1	Ag014G2021300
OG0008132	Aa_G241910.h1.t1	Ag014G2026100
OG0008133	Aa_G223370.h1.t1	Ag014G2027700
OG0008134	Aa_G223510.h1.t1	Ag014G2029700
OG0008136	Aa_G367510.h1.t1	Ag014G2033100
OG0008137	Aa_G97070.h1.t1	Ag014G2040600
OG0008138	Aa_G56910.h1.t1	Ag014G2047900
OG0008139	Aa_G527550.h1.t1	Ag014G2053500
OG0008140	Aa_G53630.h1.t1	Ag014G2056800
OG0008141	Aa_G53540.h1.t1	Ag014G2058500
OG0008142	Aa_G53530.h1.t1	Ag014G2058600
OG0008143	Aa_G498890.h1.t1	Ag014G2065200
OG0008144	Aa_G498900.h1.t1	Ag014G2065300
OG0008146	Aa_G176960.h1.t1	Ag014G2070100
OG0008147	Aa_G86810.h1.t1	Ag014G2071900
OG0008148	Aa_G456300.h2.t1	Ag014G2081400
OG0008149	Aa_G82050.h2.t1, Aa_G82050.h1.t1	Ag014G2083100
OG0008150	Aa_G104700.h1.t1	Ag014G2091600
OG0008151	Aa_G522280.h1.t1	Ag014G2092900
OG0008152	Aa_G9740.h1.t1	Ag014G2093100, Ag011G1175500
OG0008153	Aa_G922750.h1.t1, Aa_G922750.h2.t1	Ag014G2093700
OG0008154	Aa_G429460.h1.t1	Ag014G2096600
OG0008155	Aa_G342850.h1.t1	Ag014G2097900
OG0008156	Aa_G382290.h1.t1	Ag014G2113300
OG0008157	Aa_G371340.h1.t1	Ag014G2115900
OG0008158	Aa_G20160.h1.t1	Ag014G2125900
OG0008159	Aa_G20190.h1.t1	Ag014G2126100
OG0008160	Aa_G604180.h1.t1	Ag014G2128800
OG0008161	Aa_G214230.h1.t1	Ag011G1089300, Ag014G2133000
OG0008162	Aa_G184900.h1.t1	Ag014G2147900
OG0008163	Aa_G152530.h1.t1	Ag014G2151600
OG0008164	Aa_G627280.h1.t1	Ag014G2153700, Ag061G5018900
OG0008165	Aa_G250540.h1.t1	Ag014G2157000
OG0008166	Aa_G64110.h1.t1	Ag019G2527800, Ag011G1220700, Ag014G2162100
OG0008167	Aa_G136650.h1.t1	Ag027G3070800, Ag014G2170200
OG0008168	Aa_G161920.h1.t1	Ag027G3069100, Ag014G2172700
OG0008169	Aa_G162020.h1.t1	Ag014G2174500, Ag027G3067500
OG0008170	Aa_G430380.h1.t1	Ag027G3065700, Ag014G2175100
OG0008171	Aa_G398440.h1.t1	Ag073G5258200
OG0008172	Aa_G238040.h1.t1	Ag073G5262100
OG0008173	Aa_G190330.h1.t1	Ag073G5262500
OG0008174	Aa_G169320.h1.t1	Ag061G5020900
OG0008175	Aa_G365230.h1.t1	Ag061G5027800
OG0008176	Aa_G266720.h1.t1	Ag061G5043200
OG0008177	Aa_G103490.h1.t1	Ag061G5048600
OG0008178	Aa_G428250.h1.t1	Ag027G3007100, Ag064G5099800
OG0008179	Aa_G293440.h1.t1	Ag064G5095000, Ag027G3009500
OG0008180	Aa_G87540.h1.t1, Aa_G261500.h1.t1	Ag064G5092600, Ag027G3012300
OG0008181	Aa_G543600.h1.t1	Ag064G5091100, Ag027G3015300
OG0008182	Aa_G391640.h1.t1	Ag027G3021400
OG0008183	Aa_G51870.h1.t1, Aa_G408730.h1.t1	Ag027G3025300
OG0008184	Aa_G413540.h1.t1	Ag027G3027200
OG0008185	Aa_G413600.h1.t1	Ag027G3028200
OG0008186	Aa_G280080.h1.t1	Ag027G3031800
OG0008187	Aa_G212420.h1.t1	Ag027G3036500
OG0008188	Aa_G326750.h1.t1	Ag027G3039300
OG0008189	Aa_G326740.h1.t1, Aa_G326760.h1.t1	Ag027G3040300
OG0008190	Aa_G698510.h1.t1	Ag027G3043800
OG0008191	Aa_G603130.h1.t1	Ag027G3043900, Ag010G1014400
OG0008193	Aa_G640070.h1.t1	Ag027G3057600
OG0008194	Aa_G388600.h1.t1	Ag027G3059300
OG0008195	Aa_G229440.h1.t1	Ag027G3060600
OG0008196	Aa_G229430.h1.t1	Ag027G3060800
OG0008197	Aa_G279930.h1.t1	Ag068G5219200
OG0008198	Aa_G279910.h1.t1	Ag068G5219400
OG0008199	Aa_G368090.h1.t1	Ag068G5219900
OG0008200	Aa_G620360.h1.t1	Ag068G5221700
OG0008201	Aa_G172860.h1.t1	Ag068G5226100
OG0008202	Aa_G543310.h1.t1	Ag068G5226700
OG0008203	Aa_G506660.h1.t1	Ag068G5228600
OG0008204	Aa_G289470.h1.t1	Ag069G5234100
OG0008205	Aa_G214910.h1.t1, Aa_G966540.h1.t1	Ag036G4084100
OG0008206	Aa_G282740.h1.t1	Ag036G4096000
OG0008207	Aa_G359630.h1.t1	Ag036G4098200
OG0008208	Aa_G213070.h1.t1	Ag036G4111100
OG0008209	Aa_G669770.h1.t1, Aa_G882550.h1.t1	Ag036G4118200
OG0008210	Aa_G62070.h1.t1	Ag036G4119600
OG0008211	Aa_G456080.h1.t1	Ag002G0276600, Ag036G4122000
OG0008212	Aa_G6720.h1.t1	Ag002G0276400, Ag036G4122400
OG0008213	Aa_G256280.h1.t1	Ag002G0276300, Ag036G4122500
OG0008214	Aa_G83560.h1.t1	Ag060G4995000
OG0008215	Aa_G126140.h1.t1	Ag060G5001800
OG0008216	Aa_G280280.h1.t1	Ag060G5007300
OG0008217	Aa_G280200.h1.t1	Ag060G5008700
OG0008218	Aa_G416080.h1.t1	Ag060G5013200
OG0008219	Aa_G411000.h1.t1	Ag060G5015600
OG0008220	Aa_G538450.h1.t1	Ag043G4431700
OG0008221	Aa_G236270.h1.t1, Aa_G447140.h1.t1	Ag043G4448800
OG0008222	Aa_G680940.h1.t1	Ag043G4458900
OG0008223	Aa_G28550.h1.t1	Ag043G4460200
OG0008224	Aa_G328480.h1.t1	Ag017G2405900
OG0008225	Aa_G478780.h1.t1	Ag017G2408100
OG0008226	Aa_G114570.h1.t1	Ag017G2411700
OG0008227	Aa_G114500.h1.t1	Ag017G2413300
OG0008228	Aa_G300360.h1.t1	Ag017G2415600
OG0008229	Aa_G87970.h1.t1	Ag017G2418900
OG0008230	Aa_G236030.h1.t1	Ag017G2424600
OG0008231	Aa_G178550.h1.t1	Ag017G2424800
OG0008232	Aa_G726980.h1.t1	Ag017G2426800
OG0008233	Aa_G122850.h1.t1	Ag017G2429700
OG0008234	Aa_G326340.h1.t1	Ag017G2435100
OG0008235	Aa_G106280.h1.t1	Ag034G3650800
OG0008236	Aa_G290650.h1.t1	Ag034G3663400
OG0008237	Aa_G6370.h1.t1	Ag034G3669700
OG0008238	Aa_G6380.h1.t1	Ag034G3669800
OG0008239	Aa_G6470.h1.t1, Aa_G6480.h1.t1	Ag034G3671100
OG0008240	Aa_G6770.h1.t1	Ag034G3674200
OG0008241	Aa_G6950.h1.t1	Ag034G3676700
OG0008242	Aa_G228310.h1.t1	Ag034G3678400
OG0008243	Aa_G358030.h1.t1	Ag034G3680000
OG0008244	Aa_G135120.h1.t1	Ag034G3717400, Ag034G3681700
OG0008245	Aa_G135100.h1.t1	Ag034G3682000
OG0008246	Aa_G135050.h1.t1	Ag034G3682400
OG0008247	Aa_G134860.h1.t1	Ag034G3686200
OG0008248	Aa_G134840.h1.t1	Ag034G3686400
OG0008249	Aa_G134830.h1.t1	Ag034G3686500
OG0008250	Aa_G134690.h1.t1	Ag034G3689500
OG0008251	Aa_G134610.h1.t1	Ag034G3690500, Ag034G3690400
OG0008252	Aa_G400270.h1.t1	Ag034G3693300
OG0008253	Aa_G400310.h1.t1	Ag034G3693800
OG0008254	Aa_G217720.h1.t1	Ag034G3695400
OG0008255	Aa_G320700.h1.t1	Ag034G3697100
OG0008256	Aa_G38740.h1.t1	Ag034G3698400
OG0008257	Aa_G38870.h1.t1	Ag034G3699800
OG0008258	Aa_G38880.h1.t1	Ag034G3699900
OG0008259	Aa_G217800.h1.t1	Ag034G3704400
OG0008260	Aa_G493510.h1.t1	Ag034G3706400
OG0008261	Aa_G218990.h1.t1	Ag034G3711300
OG0008262	Aa_G219070.h1.t1	Ag034G3712300
OG0008263	Aa_G219090.h1.t1	Ag034G3712700
OG0008264	Aa_G79280.h1.t1	Ag034G3713100
OG0008265	Aa_G79330.h1.t1	Ag034G3714200
OG0008266	Aa_G219970.h1.t1	Ag034G3718800
OG0008267	Aa_G220020.h1.t1	Ag034G3719800
OG0008268	Aa_G114740.h1.t1, Aa_G220660.h1.t1	Ag034G3720900
OG0008269	Aa_G220650.h1.t1	Ag034G3721000
OG0008270	Aa_G140050.h1.t1	Ag034G3722400
OG0008271	Aa_G140130.h1.t1	Ag034G3723400
OG0008272	Aa_G469740.h1.t1	Ag034G3725300
OG0008273	Aa_G22850.h1.t1	Ag034G3727500
OG0008274	Aa_G22790.h1.t1	Ag034G3728100
OG0008275	Aa_G22430.h1.t1	Ag034G3731300
OG0008276	Aa_G22410.h1.t1	Ag034G3731500
OG0008277	Aa_G663690.h1.t1	Ag034G3734300
OG0008278	Aa_G182230.h1.t1	Ag034G3737600
OG0008279	Aa_G182210.h1.t1	Ag034G3737900
OG0008280	Aa_G275850.h1.t1	Ag034G3739400
OG0008281	Aa_G275830.h1.t1	Ag034G3739800
OG0008282	Aa_G257680.h1.t1, Aa_G686500.h1.t1	Ag034G3744800
OG0008284	Aa_G151800.h1.t1, Aa_G151810.h1.t1	Ag034G3753700, Ag034G3753500
OG0008285	Aa_G442640.h1.t1	Ag034G3757600
OG0008286	Aa_G442620.h1.t1	Ag034G3757800
OG0008287	Aa_G442580.h1.t1	Ag034G3758200
OG0008288	Aa_G92620.h1.t1, Aa_G80730.h1.t1	Ag034G3760600
OG0008289	Aa_G19280.h1.t1	Ag034G3763200
OG0008290	Aa_G19180.h1.t1	Ag034G3764200
OG0008291	Aa_G394800.h1.t1	Ag034G3768200
OG0008292	Aa_G697320.h1.t1, Aa_G238080.h1.t1	Ag034G3772900
OG0008293	Aa_G161020.h1.t1	Ag034G3775400
OG0008294	Aa_G160850.h1.t1	Ag034G3776700
OG0008295	Aa_G550210.h1.t1	Ag034G3778800
OG0008296	Aa_G440230.h1.t1	Ag034G3780200
OG0008297	Aa_G171310.h1.t1	Ag034G3780600
OG0008298	Aa_G171330.h1.t1, Aa_G491470.h1.t1	Ag034G3780900
OG0008299	Aa_G495660.h1.t1	Ag034G3782200
OG0008300	Aa_G165500.h1.t1	Ag034G3782600
OG0008301	Aa_G446350.h1.t1	Ag034G3783400
OG0008302	Aa_G446400.h1.t1	Ag034G3784700
OG0008303	Aa_G226560.h1.t1, Aa_G226540.h1.t1	Ag034G3787500
OG0008304	Aa_G535910.h1.t1	Ag034G3791500
OG0008305	Aa_G240660.h1.t1	Ag034G3793400
OG0008306	Aa_G457660.h1.t1	Ag034G3799100
OG0008307	Aa_G572760.h1.t1	Ag034G3800100
OG0008308	Aa_G688400.h1.t1	Ag034G3806600
OG0008309	Aa_G688390.h1.t1	Ag034G3806700
OG0008310	Aa_G469880.h1.t1	Ag034G3807400
OG0008311	Aa_G548740.h1.t1	Ag002G0190800
OG0008311	Aa_G339010.h1.t1	Ag034G3812400
OG0008312	Aa_G338870.h1.t1	Ag034G3815100
OG0008313	Aa_G647510.h1.t1	Ag034G3815300
OG0008314	Aa_G299000.h1.t1	Ag034G3817300
OG0008315	Aa_G270640.h1.t1	Ag034G3823400
OG0008316	Aa_G10850.h1.t1	Ag034G3824100
OG0008317	Aa_G10790.h1.t1	Ag034G3824900
OG0008318	Aa_G10770.h1.t1	Ag034G3825100
OG0008320	Aa_G26640.h1.t1	Ag034G3835000
OG0008321	Aa_G26680.h1.t1	Ag034G3835500
OG0008322	Aa_G26690.h1.t1	Ag034G3835600
OG0008323	Aa_G584910.h1.t1	Ag034G3838600
OG0008324	Aa_G164230.h1.t1	Ag034G3841500
OG0008325	Aa_G109510.h1.t1	Ag034G3845100
OG0008326	Aa_G585800.h1.t1	Ag034G3853000
OG0008327	Aa_G599470.h1.t1	Ag034G3853300
OG0008328	Aa_G676720.h1.t1	Ag034G3856000
OG0008329	Aa_G93080.h1.t1, Aa_G93070.h1.t1	Ag034G3860000
OG0008330	Aa_G117730.h1.t1	Ag034G3863400
OG0008331	Aa_G117720.h1.t1	Ag034G3863600
OG0008332	Aa_G393300.h1.t1	Ag034G3865900, Ag034G3865800
OG0008333	Aa_G523760.h1.t1	Ag034G3866500
OG0008334	Aa_G115510.h1.t1	Ag034G3867400
OG0008335	Aa_G676340.h1.t1	Ag034G3869100
OG0008337	Aa_G284130.h1.t1	Ag034G3871200
OG0008338	Aa_G121210.h1.t1	Ag034G3872500, Ag034G3881400
OG0008339	Aa_G375710.h1.t1	Ag034G3874300
OG0008340	Aa_G661490.h1.t1	Ag034G3876600
OG0008341	Aa_G668570.h1.t1, Aa_G668560.h1.t1	Ag034G3877000
OG0008342	Aa_G668540.h1.t1	Ag034G3877200
OG0008343	Aa_G121050.h1.t1	Ag034G3879200
OG0008344	Aa_G163870.h1.t1	Ag034G3883200
