Orthogroup	Arabis_alpina	Cardamine_glauca
OG0006495	Aa_G92580.h1.t1	Cg006G1833700
OG0006496	Aa_G181000.h1.t1	Cg006G1832300
OG0006497	Aa_G178290.h1.t1	Cg006G1829100
OG0006498	Aa_G411480.h1.t1	Cg003G0906100
OG0006499	Aa_G225060.h1.t1	Cg006G1819100
OG0006500	Aa_G225080.h1.t1, Aa_G209570.h1.t1	Cg006G1818900
OG0006501	Aa_G568090.h1.t1	Cg006G1812600
OG0006502	Aa_G255970.h1.t1	Cg006G1811400
OG0006503	Aa_G309820.h1.t1	Cg003G0935900
OG0006505	Aa_G291630.h1.t1	Cg005G1587600
OG0006506	Aa_G439320.h1.t1, Aa_G720980.h1.t1, Aa_G229230.h1.t1, Aa_G291610.h1.t1	Cg005G1587400
OG0006508	Aa_G528020.h1.t1	Cg005G1584800
OG0006509	Aa_G406000.h1.t1	Cg005G1584000
OG0006511	Aa_G24900.h1.t1	Cg005G1577300
OG0006512	Aa_G24760.h1.t1	Cg005G1576700
OG0006513	Aa_G24640.h1.t1	Cg005G1575600
OG0006516	Aa_G357020.h1.t1	Cg001G0207800
OG0006517	Aa_G78250.h1.t1	Cg001G0207900
OG0006518	Aa_G190820.h1.t1, Aa_G78180.h1.t1	Cg001G0208700
OG0006519	Aa_G78140.h1.t1	Cg001G0209000
OG0006520	Aa_G533730.h1.t1	Cg001G0212500
OG0006522	Aa_G423120.h1.t1	Cg001G0217500
OG0006523	Aa_G247650.h1.t1	Cg002G0625800
OG0006524	Aa_G423060.h1.t1	Cg001G0218000
OG0006525	Aa_G176420.h1.t1	Cg001G0219700
OG0006526	Aa_G176330.h1.t1	Cg001G0220400
OG0006527	Aa_G287450.h1.t1	Cg001G0221700
OG0006528	Aa_G152170.h1.t1	Cg001G0222800
OG0006529	Aa_G152220.h1.t1	Cg001G0223600
OG0006530	Aa_G604460.h1.t1	Cg001G0225900
OG0006531	Aa_G607230.h1.t1	Cg001G0228100
OG0006532	Aa_G96300.h1.t1	Cg001G0230800
OG0006533	Aa_G96360.h1.t1	Cg001G0231100
OG0006534	Aa_G309450.h1.t1	Cg002G0517600
OG0006535	Aa_G309390.h1.t1	Cg002G0518200
OG0006536	Aa_G11490.h1.t1	Cg002G0519000
OG0006537	Aa_G11450.h1.t1	Cg002G0519400
OG0006538	Aa_G109750.h1.t1	Cg002G0524100
OG0006540	Aa_G55650.h1.t1	Cg001G0169300
OG0006541	Aa_G238110.h1.t1	Cg003G0908500
OG0006542	Aa_G124230.h1.t1	Cg003G0888900
OG0006543	Aa_G153090.h1.t1	Cg003G0893000
OG0006544	Aa_G498080.h1.t1	Cg003G0893500
OG0006545	Aa_G105540.h1.t1	Cg004G1356600
OG0006546	Aa_G61080.h1.t1	Cg004G1378600, Cg004G1388600
OG0006547	Aa_G284880.h1.t1	Cg004G1387900, Cg004G1379700
OG0006549	Aa_G542190.h1.t1, Aa_G542200.h1.t1	Cg004G1406200
OG0006550	Aa_G626720.h1.t1	Cg001G0163900
OG0006551	Aa_G703180.h1.t1, Aa_G522010.h1.t1	Cg001G0164000
OG0006552	Aa_G124500.h1.t1	Cg001G0165700
OG0006553	Aa_G417300.h1.t1	Cg001G0166400
OG0006554	Aa_G585510.h1.t1	Cg001G0177200
OG0006555	Aa_G292450.h1.t1	Cg001G0177400
OG0006556	Aa_G689240.h1.t1	Cg001G0177700
OG0006557	Aa_G147730.h1.t1	Cg001G0177800
OG0006558	Aa_G517290.h1.t1	Cg001G0181300
OG0006559	Aa_G7640.h1.t1	Cg007G2331100
OG0006560	Aa_G72450.h1.t1	Cg007G2271500
OG0006561	Aa_G221250.h1.t1, Aa_G202740.h1.t1, Aa_G221260.h1.t1	Cg001G0198600
OG0006562	Aa_G618300.h1.t1	Cg001G0136100
OG0006563	Aa_G621200.h1.t1	Cg001G0194800
OG0006564	Aa_G297820.h1.t1	Cg001G0194200
OG0006565	Aa_G480970.h1.t1	Cg005G1718700
OG0006566	Aa_G37590.h1.t1	Cg001G0193000
OG0006567	Aa_G37670.h1.t1	Cg001G0192200
OG0006568	Aa_G317990.h1.t1	Cg001G0190200
OG0006569	Aa_G318030.h1.t1	Cg001G0189900
OG0006570	Aa_G599230.h1.t1	Cg001G0188000
OG0006571	Aa_G672870.h1.t1	Cg001G0186500
OG0006572	Aa_G213390.h1.t1	Cg001G0185200
OG0006573	Aa_G448140.h1.t1, Aa_G448100.h1.t1, Aa_G448120.h1.t1	Cg001G0202600
OG0006574	Aa_G148250.h1.t1	Cg001G0204100
OG0006575	Aa_G49510.h1.t1	Cg001G0241200
OG0006575	Aa_G49500.h1.t1	Cg001G0241100
OG0006576	Aa_G406720.h1.t1	Cg001G0238100
OG0006577	Aa_G295990.h1.t1	Cg001G0235500
OG0006578	Aa_G173260.h1.t1	Cg001G0233100
OG0006579	Aa_G43630.h1.t1	Cg003G1063600
OG0006580	Aa_G43680.h1.t1	Cg003G1063800
OG0006581	Aa_G43920.h1.t1	Cg003G1065900
OG0006582	Aa_G273160.h1.t1	Cg002G0396200
OG0006583	Aa_G336760.h1.t1	Cg002G0399200
OG0006584	Aa_G364370.h1.t1	Cg002G0401700
OG0006585	Aa_G609040.h1.t1	Cg002G0404100
OG0006586	Aa_G2390.h1.t1	Cg002G0409600
OG0006587	Aa_G2320.h1.t1	Cg002G0410100
OG0006589	Aa_G33430.h1.t1	Cg002G0413500
OG0006590	Aa_G81140.h1.t1	Cg002G0416800
OG0006591	Aa_G57810.h1.t1	Cg002G0417600
OG0006592	Aa_G57990.h1.t1	Cg002G0419300
OG0006593	Aa_G765200.h1.t1	Cg002G0421600
OG0006594	Aa_G39590.h1.t1	Cg008G2904400
OG0006595	Aa_G132740.h1.t1	Cg002G0429500
OG0006596	Aa_G114200.h1.t1	Cg002G0438200
OG0006597	Aa_G114160.h1.t1	Cg002G0438600
OG0006598	Aa_G114140.h1.t1	Cg002G0438800
OG0006599	Aa_G456530.h1.t1	Cg003G0887700
OG0006600	Aa_G114840.h1.t1	Cg002G0448900
OG0006601	Aa_G114900.h1.t1	Cg002G0449500
OG0006602	Aa_G369760.h1.t1	Cg002G0451300
OG0006603	Aa_G562550.h1.t1	Cg002G0456100
OG0006604	Aa_G660620.h1.t1	Cg002G0459900
OG0006605	Aa_G268600.h1.t1	Cg002G0462800
OG0006606	Aa_G287300.h1.t1	Cg002G0464700
OG0006607	Aa_G302300.h1.t1, Aa_G432000.h1.t1	Cg002G0465900
OG0006608	Aa_G462090.h1.t1	Cg002G0471300
OG0006609	Aa_G462050.h1.t1	Cg002G0471600
OG0006610	Aa_G507200.h1.t1	Cg002G0474600
OG0006611	Aa_G482000.h1.t1	Cg002G0477700
OG0006612	Aa_G381330.h1.t1	Cg002G0478600
OG0006613	Aa_G311320.h1.t1	Cg002G0490000
OG0006614	Aa_G111340.h1.t1	Cg002G0498900
OG0006615	Aa_G231660.h1.t1	Cg003G0922300
OG0006617	Aa_G82340.h1.t1	Cg003G0921100
OG0006618	Aa_G139300.h1.t1	Cg001G0243800
OG0006620	Aa_G26950.h1.t1	Cg004G1314700
OG0006621	Aa_G630990.h1.t1	Cg007G2439200
OG0006622	Aa_G55960.h1.t1	Cg007G2445300
OG0006623	Aa_G490580.h1.t1	Cg007G2445600
OG0006624	Aa_G218590.h1.t1	Cg007G2450100
OG0006625	Aa_G286710.h1.t1	Cg007G2451400
OG0006626	Aa_G139060.h1.t1	Cg008G2868900, Cg008G2853100
OG0006627	Aa_G235760.h1.t1, Aa_G235750.h1.t1	Cg004G1417600
OG0006628	Aa_G309850.h1.t1, Aa_G415480.h1.t1	Cg004G1420400
OG0006629	Aa_G415470.h1.t1	Cg004G1420500
OG0006630	Aa_G386810.h1.t1	Cg004G1427800
OG0006631	Aa_G244840.h1.t1, Aa_G244850.h1.t1	Cg004G1429800
OG0006632	Aa_G606450.h1.t1	Cg002G0689700
OG0006633	Aa_G143440.h1.t1	Cg004G1431300
OG0006634	Aa_G14580.h1.t1	Cg004G1081300
OG0006635	Aa_G230120.h1.t1	Cg004G1433200
OG0006636	Aa_G230160.h1.t1	Cg004G1433300
OG0006637	Aa_G331510.h1.t1	Cg004G1435500
OG0006638	Aa_G401730.h1.t1	Cg005G1524000
OG0006639	Aa_G518450.h1.t1	Cg005G1526100
OG0006640	Aa_G16930.h1.t1	Cg005G1469000
OG0006641	Aa_G340410.h1.t1	Cg005G1528900
OG0006642	Aa_G115370.h1.t1	Cg005G1529500
OG0006643	Aa_G641350.h1.t1	Cg005G1530200
OG0006644	Aa_G224260.h1.t1	Cg005G1531300
OG0006645	Aa_G38130.h1.t1	Cg005G1533700
OG0006646	Aa_G451150.h1.t1	Cg005G1534500
OG0006647	Aa_G461830.h1.t1	Cg005G1536100
OG0006648	Aa_G257610.h1.t1	Cg006G2187900
OG0006652	Aa_G542820.h1.t1	Cg005G1549300
OG0006653	Aa_G471890.h1.t1	Cg005G1549500
OG0006654	Aa_G66250.h1.t1	Cg005G1550000
OG0006655	Aa_G599710.h1.t1	Cg005G1550300
OG0006656	Aa_G270250.h1.t1	Cg002G0637300
OG0006657	Aa_G172230.h1.t1	Cg005G1551400
OG0006658	Aa_G150820.h1.t1, Aa_G152830.h1.t1	Cg005G1552700
OG0006659	Aa_G150900.h1.t1	Cg005G1553700
OG0006660	Aa_G197100.h1.t1	Cg005G1558400
OG0006661	Aa_G249320.h1.t1	Cg005G1559200
OG0006662	Aa_G491330.h1.t1	Cg005G1559900
OG0006663	Aa_G159790.h1.t1	Cg005G1565000
OG0006664	Aa_G337960.h1.t1	Cg003G0746700
OG0006665	Aa_G476470.h1.t1	Cg003G0741500, Cg003G0855700
OG0006666	Aa_G546080.h1.t1	Cg003G0754900
OG0006667	Aa_G546090.h1.t1	Cg003G0755000
OG0006668	Aa_G759060.h1.t1, Aa_G128820.h1.t1	Cg008G2756700
OG0006669	Aa_G314680.h1.t1	Cg005G1776400
OG0006671	Aa_G546410.h1.t1	Cg005G1773200, Cg005G1773000
OG0006673	Aa_G100320.h1.t1	Cg005G1769700
OG0006674	Aa_G91770.h1.t1	Cg005G1767100
OG0006675	Aa_G499160.h1.t1	Cg005G1754200
OG0006676	Aa_G290420.h1.t1	Cg005G1714100
OG0006677	Aa_G155630.h1.t1	Cg005G1736600
OG0006678	Aa_G514890.h1.t1	Cg001G0139000
OG0006679	Aa_G92200.h1.t1	Cg001G0157600
OG0006680	Aa_G511180.h1.t1	Cg006G1923600
OG0006681	Aa_G57240.h1.t1	Cg006G1927400
OG0006682	Aa_G688730.h1.t1	Cg006G1927800
OG0006683	Aa_G3260.h1.t1	Cg003G0785200
OG0006684	Aa_G661730.h1.t1	Cg003G0778500
OG0006685	Aa_G513220.h1.t1	Cg006G1837200
OG0006686	Aa_G6150.h1.t1	Cg003G0761000
OG0006687	Aa_G270960.h1.t1	Cg003G0760900
OG0006688	Aa_G41030.h1.t1	Cg008G2820000
OG0006689	Aa_G120200.h1.t1	Cg008G2825800
OG0006691	Aa_G25960.h1.t1	Cg008G2827700
OG0006692	Aa_G25910.h1.t1	Cg008G2828100
OG0006693	Aa_G595630.h1.t1	Cg008G2829600
OG0006695	Aa_G64290.h1.t1	Cg004G1437000
OG0006696	Aa_G576220.h1.t1	Cg004G1439900
OG0006697	Aa_G422300.h1.t1	Cg004G1441300
OG0006698	Aa_G422320.h1.t1	Cg004G1441500
OG0006699	Aa_G125260.h1.t1	Cg005G1494800
OG0006700	Aa_G332710.h1.t1	Cg005G1462400
OG0006701	Aa_G332640.h1.t1	Cg005G1463000
OG0006703	Aa_G196840.h1.t1	Cg005G1465300
OG0006704	Aa_G536090.h1.t1	Cg005G1466300
OG0006706	Aa_G16990.h1.t1	Cg005G1469500
OG0006707	Aa_G17180.h1.t1	Cg005G1471100
OG0006708	Aa_G15940.h1.t1	Cg005G1472600
OG0006709	Aa_G15960.h1.t1	Cg005G1472800
OG0006711	Aa_G727330.h1.t1	Cg005G1477300
OG0006712	Aa_G175180.h1.t1, Aa_G125370.h1.t1	Cg005G1479000
OG0006713	Aa_G175270.h1.t1	Cg005G1480000
OG0006714	Aa_G175280.h1.t1	Cg005G1480100
OG0006715	Aa_G252340.h1.t1	Cg005G1482200
OG0006717	Aa_G360580.h1.t1	Cg005G1490000
OG0006718	Aa_G633950.h1.t1	Cg005G1492400
OG0006719	Aa_G284510.h1.t1	Cg005G1492700
OG0006720	Aa_G284440.h1.t1, Aa_G284450.h1.t1	Cg005G1493200
OG0006721	Aa_G284430.h1.t1	Cg005G1493300
OG0006722	Aa_G125420.h1.t1	Cg005G1496500
OG0006724	Aa_G199990.h1.t1	Cg005G1501600
OG0006725	Aa_G399290.h1.t1	Cg005G1506200
OG0006727	Aa_G230850.h1.t1	Cg005G1508000
OG0006728	Aa_G188410.h1.t1	Cg005G1515000
OG0006729	Aa_G188480.h1.t1	Cg005G1516000
OG0006730	Aa_G124020.h1.t1	Cg005G1517400
OG0006731	Aa_G124000.h1.t1	Cg005G1517600
OG0006732	Aa_G213920.h1.t1	Cg008G2980200
OG0006733	Aa_G376550.h1.t1	Cg001G0068400
OG0006734	Aa_G14620.h1.t1	Cg004G1080900
OG0006735	Aa_G650150.h1.t1	Cg003G0932500
OG0006736	Aa_G42580.h1.t1	Cg004G1084900
OG0006737	Aa_G42230.h1.t1	Cg004G1088100
OG0006738	Aa_G250300.h1.t1	Cg004G1090200
OG0006739	Aa_G250280.h1.t1	Cg004G1090400
OG0006740	Aa_G111720.h1.t1	Cg004G1092700
OG0006741	Aa_G746150.h1.t1	Cg004G1095200
OG0006742	Aa_G44920.h1.t1	Cg004G1097500
OG0006743	Aa_G45090.h1.t1	Cg004G1099200
OG0006744	Aa_G438180.h1.t1	Cg004G1099700
OG0006745	Aa_G304950.h1.t1	Cg004G1104500
OG0006746	Aa_G75520.h1.t1	Cg004G1115000
OG0006747	Aa_G75540.h1.t1	Cg004G1115200
OG0006748	Aa_G75770.h1.t1	Cg004G1116700
OG0006749	Aa_G50970.h1.t1	Cg004G1117200
OG0006750	Aa_G61660.h1.t1	Cg006G2005100
OG0006751	Aa_G205880.h1.t1	Cg004G1122900
OG0006752	Aa_G205890.h1.t1	Cg004G1123000
OG0006753	Aa_G47100.h1.t1	Cg004G1132000
OG0006754	Aa_G47020.h1.t1	Cg004G1132700
OG0006756	Aa_G174710.h1.t1	Cg004G1137200
OG0006757	Aa_G174700.h1.t1	Cg008G2856000, Cg008G2871400
OG0006758	Aa_G174640.h1.t1	Cg004G1137800
OG0006759	Aa_G174600.h1.t1	Cg004G1138300
OG0006760	Aa_G174520.h1.t1	Cg004G1139200
OG0006761	Aa_G174370.h1.t1	Cg004G1140100
OG0006762	Aa_G564490.h1.t1, Aa_G174180.h1.t1	Cg004G1142000
OG0006763	Aa_G174130.h1.t1, Aa_G263060.h1.t1	Cg004G1142400
OG0006764	Aa_G174120.h1.t1	Cg004G1142500
OG0006765	Aa_G377210.h1.t1	Cg004G1147900
OG0006766	Aa_G24110.h1.t1	Cg004G1149500
OG0006767	Aa_G101480.h1.t1	Cg004G1151200
OG0006768	Aa_G101450.h1.t1	Cg004G1150400
OG0006769	Aa_G403720.h1.t1	Cg004G1152600
OG0006770	Aa_G569330.h1.t1	Cg004G1159600
OG0006771	Aa_G800120.h1.t1, Aa_G936500.h1.t1	Cg004G1174200
OG0006772	Aa_G136820.h1.t1	Cg004G1169500
OG0006773	Aa_G333320.h1.t1	Cg004G1170600
OG0006774	Aa_G333310.h1.t1	Cg004G1170700
OG0006775	Aa_G285140.h1.t1	Cg004G1173900
OG0006776	Aa_G397610.h1.t1	Cg004G1176000
OG0006777	Aa_G397600.h1.t1, Aa_G492880.h1.t1	Cg004G1176100
OG0006778	Aa_G397570.h1.t1	Cg004G1176400
OG0006779	Aa_G102840.h1.t1	Cg004G1177300, Cg001G0369200
OG0006780	Aa_G102850.h1.t1	Cg004G1177400
OG0006781	Aa_G759730.h1.t1	Cg004G1181500
OG0006782	Aa_G40390.h1.t1	Cg004G1184000
OG0006783	Aa_G40170.h1.t1	Cg004G1185700
OG0006785	Aa_G39950.h1.t1	Cg004G1188200
OG0006786	Aa_G290280.h1.t1, Aa_G90400.h1.t1	Cg004G1189400
OG0006788	Aa_G546570.h1.t1	Cg004G1196900
OG0006789	Aa_G207870.h1.t1	Cg004G1197700
OG0006790	Aa_G472310.h1.t1	Cg004G1200000
OG0006792	Aa_G458810.h1.t1	Cg004G1203600
OG0006793	Aa_G483860.h1.t1, Aa_G645590.h1.t1	Cg004G1203900
OG0006794	Aa_G56170.h1.t1	Cg004G1206800
OG0006795	Aa_G340230.h1.t1	Cg004G1207900
OG0006796	Aa_G140310.h1.t1	Cg004G1209400
OG0006797	Aa_G1420.h1.t1	Cg004G1210900
OG0006798	Aa_G1100.h1.t1	Cg004G1215100
OG0006799	Aa_G234980.h1.t1	Cg004G1217400
OG0006800	Aa_G424010.h1.t1	Cg004G1219000
OG0006801	Aa_G233690.h1.t1	Cg004G1222900
OG0006802	Aa_G233720.h1.t1	Cg004G1223200
OG0006803	Aa_G223400.h1.t1	Cg004G1226400
OG0006804	Aa_G223460.h1.t1	Cg004G1226900
OG0006805	Aa_G423550.h1.t1	Cg006G2224900
OG0006806	Aa_G71150.h1.t1	Cg004G1235700
OG0006807	Aa_G107700.h1.t1	Cg004G1237000
OG0006808	Aa_G53590.h1.t1	Cg004G1239500, Cg001G0031700
OG0006809	Aa_G667250.h1.t1	Cg004G1240500
OG0006810	Aa_G726230.h1.t1	Cg005G1677200, Cg008G2885600
OG0006811	Aa_G682940.h2.t1	Cg004G1241200
OG0006812	Aa_G682950.h1.t1, Aa_G682950.h2.t1	Cg004G1241300
OG0006813	Aa_G498860.h1.t1	Cg004G1242800
OG0006814	Aa_G176870.h1.t1	Cg004G1244000
OG0006815	Aa_G181830.h1.t1	Cg004G1247100
OG0006816	Aa_G549470.h1.t1	Cg004G1247700
OG0006818	Aa_G390050.h1.t1, Aa_G628240.h1.t1	Cg004G1250600
OG0006819	Aa_G669780.h1.t1	Cg004G1253500
OG0006820	Aa_G342860.h1.t1	Cg004G1254700
OG0006821	Aa_G627750.h1.t1	Cg006G2076600
OG0006822	Aa_G50600.h1.t1	Cg004G1266300
OG0006823	Aa_G550500.h1.t1	Cg004G1266700
OG0006824	Aa_G152410.h1.t1	Cg004G1270600
OG0006825	Aa_G250640.h1.t1	Cg004G1272600
OG0006826	Aa_G250680.h1.t1	Cg004G1272900
OG0006827	Aa_G250690.h1.t1	Cg004G1273000
OG0006828	Aa_G133230.h1.t1	Cg004G1275700
OG0006829	Aa_G136620.h1.t1	Cg004G1276600
OG0006830	Aa_G161970.h1.t1	Cg004G1278100
OG0006831	Aa_G430390.h1.t1	Cg004G1279300
OG0006832	Aa_G366050.h1.t1	Cg006G2165100
OG0006833	Aa_G253920.h1.t1	Cg001G0351500
OG0006834	Aa_G554820.h1.t1	Cg001G0333500
OG0006835	Aa_G90170.h1.t1	Cg009G2989900, Cg008G2888700
OG0006836	Aa_G90140.h1.t1	Cg009G2989000, Cg008G2888200
OG0006837	Aa_G178940.h1.t1	Cg004G1306800
OG0006838	Aa_G265530.h1.t1	Cg004G1294600
OG0006839	Aa_G96620.h1.t1	Cg004G1290900
OG0006840	Aa_G538270.h1.t1	Cg004G1283500
OG0006841	Aa_G582390.h1.t1	Cg001G0102800
OG0006842	Aa_G402280.h1.t1	Cg001G0103100
OG0006843	Aa_G182410.h1.t1, Aa_G560610.h1.t1	Cg007G2388500
OG0006844	Aa_G407560.h1.t1	Cg007G2381200
OG0006845	Aa_G43300.h1.t1, Aa_G126280.h1.t1	Cg008G2751300
OG0006846	Aa_G33740.h1.t1	Cg008G2750900
OG0006847	Aa_G449350.h1.t1	Cg008G2748500
OG0006848	Aa_G410950.h1.t1	Cg008G2746900
OG0006849	Aa_G361210.h1.t1	Cg008G2841900
OG0006850	Aa_G565270.h1.t1	Cg008G2836100
OG0006851	Aa_G102090.h1.t1	Cg008G2875700
OG0006852	Aa_G639160.h1.t1	Cg002G0503400
OG0006853	Aa_G114510.h1.t1	Cg002G0505500
OG0006854	Aa_G339200.h1.t1	Cg002G0506400
OG0006855	Aa_G300320.h1.t1	Cg002G0507400
OG0006856	Aa_G300290.h1.t1, Aa_G757690.h1.t1	Cg002G0507700
OG0006857	Aa_G300270.h1.t1	Cg002G0507900
OG0006858	Aa_G122800.h1.t1	Cg002G0514100
OG0006859	Aa_G122690.h1.t1	Cg002G0514600
OG0006860	Aa_G122500.h1.t1	Cg002G0515700
OG0006861	Aa_G122480.h1.t1	Cg002G0515900
OG0006862	Aa_G291060.h1.t1	Cg006G2251100
OG0006863	Aa_G291080.h1.t1, Aa_G291070.h1.t1	Cg006G2251000
OG0006865	Aa_G290670.h1.t1	Cg006G2245800
OG0006866	Aa_G265540.h1.t1, Aa_G325240.h1.t1	Cg006G2243400
OG0006867	Aa_G6350.h1.t1	Cg006G2241800
OG0006868	Aa_G6850.h1.t1	Cg006G2237000
OG0006869	Aa_G6930.h1.t1	Cg006G2236500
OG0006870	Aa_G228390.h1.t1	Cg006G2235600
OG0006871	Aa_G134580.h1.t1	Cg006G2228800
OG0006872	Aa_G341220.h1.t1	Cg006G2224200
OG0006873	Aa_G138250.h1.t1	Cg004G1392500
OG0006874	Aa_G38920.h1.t1	Cg006G2220800
OG0006875	Aa_G39000.h1.t1	Cg006G2220000
OG0006876	Aa_G477790.h1.t1	Cg006G2218900
OG0006877	Aa_G208410.h1.t1	Cg002G0579400
OG0006878	Aa_G286280.h1.t1	Cg006G2216900
OG0006879	Aa_G600510.h1.t1	Cg006G2215200
OG0006880	Aa_G235500.h1.t1	Cg006G2213500
OG0006881	Aa_G79460.h1.t1	Cg006G2209300
OG0006882	Aa_G140160.h1.t1, Aa_G140150.h1.t1	Cg006G2204100
OG0006883	Aa_G706770.h1.t1, Aa_G706790.h1.t1	Cg006G2203900
OG0006884	Aa_G22770.h1.t1	Cg006G2200300
OG0006885	Aa_G22680.h1.t1	Cg006G2199500
OG0006887	Aa_G429880.h1.t1	Cg006G2195800
OG0006888	Aa_G429850.h1.t1	Cg006G2195500
OG0006889	Aa_G323660.h1.t1	Cg001G0160200
OG0006890	Aa_G286020.h1.t1	Cg006G2183500
OG0006891	Aa_G151830.h1.t1	Cg006G2181800
OG0006892	Aa_G151740.h1.t1	Cg006G2180900
OG0006893	Aa_G368370.h1.t1	Cg006G2180100
OG0006894	Aa_G512730.h1.t1, Aa_G868660.h1.t1	Cg006G2178900
OG0006895	Aa_G80720.h1.t1	Cg006G2175800
OG0006896	Aa_G80610.h1.t1	Cg006G2174800
OG0006897	Aa_G19300.h1.t1	Cg006G2174200
OG0006898	Aa_G19150.h1.t1	Cg006G2172800
OG0006899	Aa_G394760.h1.t1	Cg006G2171100
OG0006900	Aa_G160900.h1.t1	Cg006G2166400
OG0006901	Aa_G671220.h1.t1	Cg006G2163600
OG0006902	Aa_G495670.h1.t1	Cg006G2161900
OG0006903	Aa_G226580.h1.t1	Cg007G2312100
OG0006904	Aa_G563990.h1.t1	Cg006G2158700
OG0006905	Aa_G43240.h1.t1	Cg006G2155400
OG0006906	Aa_G457610.h1.t1	Cg006G2153000
OG0006907	Aa_G232660.h1.t1	Cg006G2151500
OG0006908	Aa_G232690.h1.t1	Cg006G2151200
OG0006909	Aa_G432850.h1.t1, Aa_G232710.h1.t1, Aa_G432840.h1.t1	Cg006G2151000
OG0006910	Aa_G535400.h1.t1	Cg006G2150500
OG0006911	Aa_G269080.h1.t1, Aa_G89260.h1.t1	Cg006G2150200
OG0006912	Aa_G594230.h1.t1	Cg006G2147100
OG0006914	Aa_G572100.h1.t1, Aa_G338980.h1.t1	Cg006G2145400
OG0006915	Aa_G338950.h1.t1, Aa_G338950.h2.t1, Aa_G994500.h1.t1, Aa_G994500.h2.t1	Cg006G2145200
OG0006916	Aa_G261860.h1.t1	Cg006G2141600
OG0006917	Aa_G193650.h1.t1	Cg006G2140600
OG0006918	Aa_G270630.h1.t1	Cg006G2139400
OG0006919	Aa_G242330.h1.t1	Cg003G0700300
OG0006920	Aa_G319770.h1.t1	Cg006G2137600
OG0006921	Aa_G26610.h1.t1, Aa_G26590.h1.t1	Cg006G2133900
OG0006922	Aa_G26670.h1.t1	Cg006G2133300
OG0006923	Aa_G118580.h1.t1	Cg006G2126900
OG0006924	Aa_G569540.h1.t1	Cg006G2125500
OG0006925	Aa_G569560.h1.t1	Cg006G2125200
OG0006926	Aa_G599460.h1.t1	Cg006G2124600
OG0006927	Aa_G117780.h1.t1	Cg006G2120100
OG0006928	Aa_G393330.h1.t1	Cg006G2118000
OG0006929	Aa_G947830.h1.t1, Aa_G952670.h1.t1	Cg006G2115300
OG0006930	Aa_G284110.h1.t1	Cg006G2115200
OG0006931	Aa_G121040.h1.t1	Cg006G2112400
OG0006932	Aa_G121170.h1.t1	Cg006G2111400
OG0006933	Aa_G121340.h1.t1	Cg006G2109800
OG0006934	Aa_G163830.h1.t1	Cg006G2109100
OG0006935	Aa_G160130.h1.t1	Cg006G2106100
OG0006936	Aa_G707360.h1.t1	Cg006G2105600
OG0006937	Aa_G179720.h1.t1, Aa_G462570.h1.t1	Cg006G2103800
OG0006938	Aa_G457800.h1.t1	Cg006G2102500
OG0006939	Aa_G34310.h1.t1	Cg002G0631300
OG0006940	Aa_G131930.h1.t1	Cg006G2096100
OG0006941	Aa_G131980.h1.t1	Cg006G2095600
OG0006943	Aa_G495510.h1.t1	Cg006G2091200
OG0006944	Aa_G278380.h1.t1	Cg006G2088600
OG0006945	Aa_G278310.h1.t1	Cg006G2088000
OG0006947	Aa_G80310.h1.t1	Cg008G2881600, Cg006G2086700
OG0006948	Aa_G535620.h1.t1	Cg006G2086500
OG0006949	Aa_G557430.h1.t1	Cg006G2085600
OG0006950	Aa_G726000.h1.t1	Cg005G1499300, Cg006G2082400
OG0006951	Aa_G89010.h1.t1	Cg006G2080900
OG0006952	Aa_G119020.h1.t1	Cg006G2079500
OG0006953	Aa_G497090.h1.t1	Cg006G2076200
OG0006954	Aa_G371590.h1.t1	Cg006G2073400
OG0006955	Aa_G323770.h1.t1	Cg006G2070500
OG0006956	Aa_G89600.h1.t1	Cg006G2070100
OG0006958	Aa_G556440.h1.t1	Cg006G2060500
OG0006959	Aa_G334150.h1.t1	Cg006G2058400
OG0006960	Aa_G33390.h1.t1	Cg006G2057500
OG0006961	Aa_G60690.h1.t1	Cg006G2056200
OG0006962	Aa_G374470.h1.t1	Cg006G2052700
OG0006963	Aa_G374400.h1.t1	Cg006G2052000
OG0006964	Aa_G444770.h1.t1	Cg006G2048300
OG0006965	Aa_G329470.h1.t1	Cg006G2047900
OG0006966	Aa_G329440.h1.t1	Cg006G2047600
OG0006967	Aa_G166170.h1.t1	Cg006G2046000
OG0006968	Aa_G254470.h1.t1	Cg004G1438000
OG0006969	Aa_G342550.h1.t1	Cg001G0265400
OG0006970	Aa_G245850.h1.t1	Cg007G2486800
OG0006971	Aa_G297650.h1.t1	Cg007G2483400
OG0006972	Aa_G367170.h1.t1, Aa_G214060.h1.t1	Cg007G2480400
OG0006973	Aa_G510860.h1.t1	Cg007G2470100
OG0006974	Aa_G332030.h1.t1	Cg001G0162900
OG0006975	Aa_G331990.h1.t1	Cg001G0162500
OG0006978	Aa_G327990.h1.t1	Cg007G2273300
OG0006979	Aa_G488330.h1.t1	Cg007G2279000
OG0006980	Aa_G489100.h1.t1	Cg003G0807400, Cg003G0808600
OG0006981	Aa_G320060.h1.t1, Aa_G400830.h1.t1	Cg007G2287200
OG0006982	Aa_G606580.h1.t1	Cg006G2149500, Cg007G2288400
OG0006983	Aa_G475500.h1.t1	Cg006G2002200
OG0006984	Aa_G8550.h1.t1	Cg007G2301100
