Orthogroup	Arabis_alpina	Rorippa_islandica
OG0010217	Aa_G294470.h1.t1	Roisl.0001s0436.1.p
OG0010218	Aa_G615860.h1.t1	Roisl.0001s0410.1.p
OG0010219	Aa_G95220.h1.t1	Roisl.0001s0402.1.p
OG0010220	Aa_G221990.h1.t1	Roisl.0001s0395.1.p
OG0010221	Aa_G153280.h1.t1	Roisl.0001s0382.1.p
OG0010222	Aa_G153350.h1.t1	Roisl.0001s0374.1.p
OG0010223	Aa_G692060.h1.t1	Roisl.0001s0358.1.p
OG0010224	Aa_G540770.h1.t1	Roisl.0001s0351.1.p
OG0010225	Aa_G139440.h1.t1	Roisl.0001s0341.1.p
OG0010226	Aa_G342540.h1.t1	Roisl.0075s0180.1.p
OG0010227	Aa_G223160.h1.t1	Roisl.0001s0295.1.p
OG0010228	Aa_G342340.h1.t1	Roisl.0001s0274.1.p
OG0010229	Aa_G467500.h1.t1	Roisl.0001s0272.1.p
OG0010230	Aa_G179450.h1.t1	Roisl.0001s0257.1.p, Roisl.0214s0217.1.p
OG0010231	Aa_G514620.h1.t1	Roisl.0001s0224.1.p
OG0010232	Aa_G376330.h1.t1	Roisl.0001s0203.1.p
OG0010233	Aa_G376380.h1.t1	Roisl.0001s0197.1.p
OG0010234	Aa_G118820.h1.t1	Roisl.0001s0136.1.p
OG0010235	Aa_G118880.h1.t1	Roisl.0001s0130.1.p
OG0010236	Aa_G180340.h1.t1	Roisl.0075s0190.1.p, Roisl.0001s0115.1.p
OG0010237	Aa_G84900.h1.t1	Roisl.0001s0102.1.p
OG0010238	Aa_G238270.h1.t1	Roisl.0001s0079.1.p
OG0010239	Aa_G483320.h1.t1	Roisl.0001s0072.1.p
OG0010240	Aa_G614680.h1.t1	Roisl.0001s0056.1.p
OG0010241	Aa_G667960.h1.t1	Roisl.0001s0052.1.p
OG0010242	Aa_G47650.h1.t1, Aa_G667970.h1.t1	Roisl.0001s0051.1.p
OG0010243	Aa_G144830.h1.t1	Roisl.0001s0046.1.p
OG0010244	Aa_G474490.h1.t1	Roisl.0015s0063.1.p
OG0010245	Aa_G144800.h1.t1	Roisl.0001s0042.1.p
OG0010246	Aa_G58450.h1.t1	Roisl.0003s0342.1.p
OG0010247	Aa_G153870.h1.t1	Roisl.0003s0279.1.p
OG0010248	Aa_G153940.h1.t1	Roisl.0003s0286.1.p
OG0010249	Aa_G425220.h1.t1	Roisl.0003s0291.1.p, Roisl.0003s0297.1.p
OG0010250	Aa_G661850.h1.t1	Roisl.0003s0328.1.p
OG0010251	Aa_G757820.h1.t1	Roisl.0003s0330.1.p
OG0010252	Aa_G622190.h1.t1	Roisl.0003s0344.1.p, Roisl.0066s0306.1.p
OG0010253	Aa_G432650.h1.t1	Roisl.0003s0347.1.p
OG0010254	Aa_G432590.h1.t1	Roisl.0008s0260.1.p
OG0010255	Aa_G376600.h1.t1	Roisl.0008s0272.1.p
OG0010256	Aa_G376570.h1.t1	Roisl.0008s0274.1.p
OG0010257	Aa_G376510.h1.t1	Roisl.0008s0279.1.p
OG0010258	Aa_G609990.h1.t1	Roisl.0008s0280.1.p
OG0010259	Aa_G609970.h1.t1	Roisl.0008s0282.1.p
OG0010262	Aa_G442880.h1.t1	Roisl.0214s0215.1.p
OG0010263	Aa_G432470.h1.t1	Roisl.0008s0344.1.p
OG0010264	Aa_G274240.h1.t1	Roisl.0008s0354.1.p
OG0010265	Aa_G314980.h1.t1	Roisl.0003s0230.1.p
OG0010266	Aa_G74860.h1.t1	Roisl.0003s0199.1.p
OG0010267	Aa_G74680.h1.t1	Roisl.0003s0190.1.p
OG0010268	Aa_G74630.h1.t1	Roisl.0003s0188.1.p
OG0010269	Aa_G59870.h1.t1	Roisl.0003s0170.1.p
OG0010270	Aa_G59840.h1.t1	Roisl.0003s0168.1.p
OG0010271	Aa_G59810.h1.t1, Aa_G351760.h1.t1, Aa_G431990.h1.t1	Roisl.0003s0167.1.p, Roisl.0001s0162.1.p
OG0010272	Aa_G59730.h1.t1	Roisl.0003s0156.1.p
OG0010274	Aa_G190600.h1.t1	Roisl.0003s0101.1.p
OG0010275	Aa_G190560.h1.t1	Roisl.0003s0096.1.p
OG0010276	Aa_G227310.h1.t1	Roisl.0053s0283.1.p
OG0010277	Aa_G191430.h1.t1	Roisl.0053s0278.1.p
OG0010278	Aa_G187330.h1.t1	Roisl.0019s0223.1.p
OG0010279	Aa_G187190.h1.t1	Roisl.0019s0235.1.p
OG0010280	Aa_G347880.h1.t1	Roisl.0019s0272.1.p
OG0010281	Aa_G740750.h1.t1	Roisl.0019s0284.1.p
OG0010282	Aa_G740740.h1.t1	Roisl.0019s0285.1.p
OG0010283	Aa_G721800.h2.t1, Aa_G721800.h1.t1, Aa_G721800.h3.t1, Aa_G1093280.h1.t1	Roisl.0019s0308.1.p
OG0010284	Aa_G697920.h1.t1, Aa_G259620.h1.t1	Roisl.0019s0313.1.p
OG0010285	Aa_G259710.h1.t1	Roisl.0019s0322.1.p
OG0010286	Aa_G126610.h1.t1	Roisl.0191s0289.1.p
OG0010287	Aa_G126650.h1.t1	Roisl.0191s0293.1.p
OG0010288	Aa_G314010.h1.t1	Roisl.0191s0311.1.p
OG0010289	Aa_G579800.h1.t1	Roisl.0191s0339.1.p
OG0010290	Aa_G539030.h1.t1	Roisl.0191s0368.1.p
OG0010291	Aa_G283530.h1.t1	Roisl.0191s0396.1.p
OG0010292	Aa_G61900.h1.t1	Roisl.0015s0098.1.p
OG0010293	Aa_G191660.h1.t1	Roisl.0191s0677.1.p
OG0010294	Aa_G191650.h1.t1	Roisl.0191s0676.1.p
OG0010295	Aa_G191620.h1.t1	Roisl.0191s0672.1.p
OG0010296	Aa_G191590.h1.t1	Roisl.0191s0670.1.p
OG0010297	Aa_G191530.h1.t1	Roisl.0191s0659.1.p
OG0010298	Aa_G70890.h1.t1	Roisl.0191s0653.1.p
OG0010299	Aa_G191370.h1.t1	Roisl.0191s0587.1.p
OG0010300	Aa_G191400.h1.t1	Roisl.0191s0590.1.p
OG0010301	Aa_G46670.h1.t1	Roisl.0191s0608.1.p
OG0010302	Aa_G185290.h1.t1	Roisl.0025s0064.1.p
OG0010303	Aa_G46790.h1.t1	Roisl.0191s0621.1.p
OG0010304	Aa_G347450.h1.t1	Roisl.0191s0641.1.p
OG0010305	Aa_G347460.h1.t1	Roisl.0191s0642.1.p
OG0010306	Aa_G624600.h1.t1	Roisl.0191s0646.1.p
OG0010307	Aa_G67890.h1.t1	Roisl.0191s0558.1.p, Roisl.0191s0549.1.p
OG0010308	Aa_G53280.h1.t1	Roisl.0191s0529.1.p
OG0010309	Aa_G53250.h1.t1	Roisl.0191s0525.1.p
OG0010310	Aa_G78480.h1.t1	Roisl.0191s0512.1.p
OG0010311	Aa_G425530.h1.t1	Roisl.0191s0501.1.p, Roisl.0191s0506.1.p
OG0010312	Aa_G425540.h1.t1	Roisl.0191s0500.1.p
OG0010313	Aa_G237380.h1.t1	Roisl.0191s0495.1.p
OG0010314	Aa_G425580.h1.t1	Roisl.0191s0491.1.p
OG0010315	Aa_G511730.h1.t1	Roisl.0191s0478.1.p
OG0010316	Aa_G242220.h1.t1	Roisl.0015s0045.1.p
OG0010317	Aa_G242340.h1.t1	Roisl.0018s0231.1.p
OG0010319	Aa_G638760.h1.t1	Roisl.0063s0021.1.p
OG0010320	Aa_G61690.h1.t1	Roisl.0015s0070.1.p
OG0010321	Aa_G596290.h1.t1	Roisl.0191s0414.1.p
OG0010322	Aa_G283450.h1.t1	Roisl.0191s0402.1.p
OG0010323	Aa_G127600.h1.t1	Roisl.0082s0081.1.p
OG0010324	Aa_G514920.h1.t1	Roisl.0022s0294.1.p
OG0010325	Aa_G363760.h1.t1	Roisl.0022s0363.1.p
OG0010326	Aa_G363770.h1.t1	Roisl.0022s0364.1.p
OG0010327	Aa_G512220.h1.t1	Roisl.0022s0374.1.p
OG0010328	Aa_G107290.h1.t1	Roisl.0022s0394.1.p
OG0010329	Aa_G77860.h1.t1	Roisl.0022s0404.1.p
OG0010330	Aa_G77820.h1.t1	Roisl.0022s0406.1.p
OG0010331	Aa_G217430.h1.t1	Roisl.0022s0409.1.p
OG0010332	Aa_G217500.h1.t1	Roisl.0022s0413.1.p
OG0010333	Aa_G74750.h1.t1	Roisl.0022s0479.1.p, Roisl.0022s0478.1.p
OG0010334	Aa_G512380.h1.t1	Roisl.0022s0493.1.p, Roisl.0091s0118.1.p
OG0010335	Aa_G445240.h1.t1	Roisl.0022s0499.1.p
OG0010336	Aa_G18370.h1.t1	Roisl.0022s0503.1.p
OG0010337	Aa_G675720.h1.t1	Roisl.0011s0273.1.p
OG0010338	Aa_G614820.h1.t1	Roisl.0011s0275.1.p
OG0010340	Aa_G329050.h1.t1	Roisl.0011s0322.1.p
OG0010341	Aa_G211750.h1.t1	Roisl.0210s0142.1.p
OG0010343	Aa_G93310.h1.t1	Roisl.0115s0677.1.p, Roisl.0115s0678.1.p
OG0010345	Aa_G62570.h1.t1	Roisl.0191s0166.1.p
OG0010346	Aa_G442240.h1.t1	Roisl.0191s0427.1.p
OG0010347	Aa_G233440.h1.t1	Roisl.0191s0456.1.p
OG0010350	Aa_G415060.h1.t1	Roisl.0006s0185.1.p
OG0010351	Aa_G355430.h1.t1	Roisl.0006s0443.1.p
OG0010351	Aa_G317690.h1.t1	Roisl.0074s0514.1.p
OG0010352	Aa_G127810.h1.t1	Roisl.0006s0462.1.p
OG0010353	Aa_G52630.h1.t1, Aa_G52620.h1.t1	Roisl.0209s0087.1.p, Roisl.0209s0088.1.p, Roisl.0016s0037.1.p
OG0010359	Aa_G55030.h1.t1	Roisl.0213s0868.1.p
OG0010359	Aa_G217190.h1.t1	Roisl.0016s0352.1.p
OG0010361	Aa_G199320.h1.t1	Roisl.0019s0252.1.p
OG0010362	Aa_G203170.h1.t1	Roisl.0019s0114.1.p
OG0010363	Aa_G174290.h1.t1	Roisl.0079s0164.1.p
OG0010364	Aa_G40370.h1.t1	Roisl.0029s0032.1.p, Roisl.0074s0758.1.p, Roisl.0074s0759.1.p
OG0010365	Aa_G472330.h1.t1	Roisl.0074s0586.1.p
OG0010368	Aa_G91740.h1.t1	Roisl.0046s0615.1.p
OG0010369	Aa_G161360.h1.t1	Roisl.0046s0592.1.p
OG0010370	Aa_G157420.h1.t1	Roisl.0210s1362.1.p
OG0010371	Aa_G41550.h1.t1	Roisl.0051s0039.1.p
OG0010372	Aa_G41500.h1.t1	Roisl.0051s0045.1.p
OG0010374	Aa_G87270.h1.t1	Roisl.0023s0076.1.p
OG0010377	Aa_G286510.h1.t1	Roisl.0028s1017.1.p
OG0010378	Aa_G269500.h1.t1	Roisl.0017s0252.1.p
OG0010380	Aa_G451480.h1.t1	Roisl.0028s0375.1.p
OG0010381	Aa_G177960.h1.t1	Roisl.0035s0043.1.p
OG0010382	Aa_G280940.h1.t1	Roisl.0011s0098.1.p
OG0010383	Aa_G207020.h1.t1	Roisl.0011s0351.1.p
OG0010384	Aa_G264300.h1.t1	Roisl.0011s0563.1.p
OG0010385	Aa_G635210.h1.t1	Roisl.0188s0107.1.p
OG0010386	Aa_G588180.h1.t1	Roisl.0046s0787.1.p
OG0010387	Aa_G404270.h1.t1	Roisl.0046s0945.1.p
OG0010390	Aa_G72890.h1.t1	Roisl.0210s1112.1.p
OG0010391	Aa_G552200.h1.t1	Roisl.0210s1953.1.p
OG0010395	Aa_G810.h1.t1	Roisl.0022s0242.1.p
OG0010396	Aa_G92270.h1.t1	Roisl.0008s0240.1.p
OG0010397	Aa_G292420.h1.t1	Roisl.0214s0114.1.p, Roisl.0091s0052.1.p
OG0010399	Aa_G460280.h1.t1	Roisl.0091s0347.1.p
OG0010402	Aa_G408320.h1.t1	Roisl.0075s0169.1.p
OG0010404	Aa_G551790.h1.t1	Roisl.0032s0011.1.p
OG0010405	Aa_G165350.h1.t1	Roisl.0009s0088.1.p
OG0010406	Aa_G688870.h1.t1	Roisl.0009s0061.1.p
OG0010407	Aa_G595780.h1.t1	Roisl.0214s0291.1.p
OG0010408	Aa_G604580.h1.t1	Roisl.0075s0031.1.p
OG0010410	Aa_G138980.h1.t1	Roisl.0036s0017.1.p
OG0010411	Aa_G289130.h1.t1	Roisl.0198s0027.1.p
OG0010412	Aa_G9280.h1.t1	Roisl.0198s0045.1.p
OG0010413	Aa_G201650.h1.t1	Roisl.0214s0068.1.p
OG0010414	Aa_G466580.h1.t1	Roisl.0189s0231.1.p
OG0010415	Aa_G375200.h1.t1	Roisl.0189s0166.1.p
OG0010416	Aa_G188180.h1.t1	Roisl.0031s0009.1.p
OG0010417	Aa_G308750.h1.t1	Roisl.0031s0058.1.p
OG0010418	Aa_G69090.h1.t1	Roisl.0080s0582.1.p, Roisl.0209s0553.1.p
OG0010419	Aa_G43760.h1.t1	Roisl.0024s0626.1.p
OG0010421	Aa_G49330.h1.t1	Roisl.0002s0008.1.p
OG0010421	Aa_G24660.h1.t1	Roisl.0028s0998.1.p
OG0010422	Aa_G61870.h1.t1	Roisl.0015s0102.1.p
OG0010423	Aa_G206880.h1.t1	Roisl.0031s0099.1.p
OG0010424	Aa_G298100.h1.t1	Roisl.0044s0135.1.p, Roisl.0044s0132.1.p
OG0010426	Aa_G486890.h1.t1	Roisl.0188s0081.1.p
OG0010437	Aa_G489450.h1.t1	Roisl.0003s0060.1.p
OG0010438	Aa_G489420.h1.t1	Roisl.0003s0063.1.p
OG0010439	Aa_G432040.h1.t1	Roisl.0003s0066.1.p
OG0010440	Aa_G432060.h1.t1	Roisl.0003s0069.1.p
OG0010441	Aa_G262510.h1.t1	Roisl.0003s0076.1.p
OG0010442	Aa_G632590.h1.t1	Roisl.0003s0084.1.p
OG0010443	Aa_G515750.h2.t1, Aa_G515750.h1.t1	Roisl.0026s0001.1.p
OG0010444	Aa_G301690.h1.t1	Roisl.0091s0002.1.p
OG0010445	Aa_G656920.h1.t1	Roisl.0209s0365.1.p
OG0010446	Aa_G588200.h1.t1	Roisl.0046s0785.1.p
OG0010447	Aa_G533370.h1.t1	Roisl.0046s0778.1.p
OG0010448	Aa_G197640.h1.t1	Roisl.0053s0097.1.p, Roisl.0053s0098.1.p, Roisl.0046s0770.1.p
OG0010449	Aa_G325760.h1.t1	Roisl.0046s0761.1.p
OG0010450	Aa_G420610.h1.t1	Roisl.0046s0712.1.p
OG0010451	Aa_G711590.h1.t1	Roisl.0046s0726.1.p
OG0010452	Aa_G343910.h1.t1	Roisl.0046s0732.1.p
OG0010453	Aa_G691550.h1.t1	Roisl.0046s0685.1.p
OG0010454	Aa_G639510.h1.t1	Roisl.0011s0009.1.p
OG0010455	Aa_G244070.h1.t1	Roisl.0011s0071.1.p
OG0010456	Aa_G323260.h1.t1	Roisl.0011s0133.1.p
OG0010457	Aa_G280910.h1.t1	Roisl.0011s0103.1.p
OG0010458	Aa_G312320.h1.t1	Roisl.0011s0085.1.p
OG0010459	Aa_G495320.h1.t1	Roisl.0009s0199.1.p
OG0010460	Aa_G545920.h1.t1	Roisl.0009s0214.1.p
OG0010461	Aa_G253720.h1.t1	Roisl.0210s1511.1.p
OG0010462	Aa_G106480.h1.t1	Roisl.0210s1485.1.p
OG0010463	Aa_G106530.h1.t1	Roisl.0210s1479.1.p
OG0010464	Aa_G387560.h1.t1	Roisl.0210s1461.1.p
OG0010465	Aa_G255830.h1.t1	Roisl.0210s1452.1.p
OG0010466	Aa_G192670.h1.t1	Roisl.0210s1448.1.p
OG0010467	Aa_G264880.h1.t1	Roisl.0210s1437.1.p
OG0010468	Aa_G264800.h1.t1	Roisl.0210s1431.1.p
OG0010469	Aa_G334660.h1.t1	Roisl.0210s1419.1.p
OG0010470	Aa_G22320.h1.t1	Roisl.0091s0955.1.p
OG0010471	Aa_G79110.h1.t1	Roisl.0210s1374.1.p
OG0010472	Aa_G447920.h1.t1	Roisl.0210s1368.1.p
OG0010473	Aa_G158020.h1.t1	Roisl.0210s1350.1.p
OG0010474	Aa_G157990.h1.t1	Roisl.0210s1348.1.p
OG0010475	Aa_G539790.h1.t1	Roisl.0210s1336.1.p
OG0010476	Aa_G505030.h1.t1	Roisl.0210s1316.1.p
OG0010477	Aa_G59230.h1.t1	Roisl.0210s1314.1.p
OG0010478	Aa_G59340.h1.t1	Roisl.0210s1304.1.p
OG0010479	Aa_G562820.h1.t1	Roisl.0028s0884.1.p
OG0010480	Aa_G236930.h1.t1	Roisl.0210s1245.1.p
OG0010481	Aa_G236950.h1.t1	Roisl.0210s1243.1.p
OG0010482	Aa_G304370.h1.t1	Roisl.0210s1212.1.p
OG0010483	Aa_G108340.h1.t1	Roisl.0210s1192.1.p
OG0010483	Aa_G64830.h1.t1	Roisl.0004s0332.1.p
OG0010485	Aa_G7890.h1.t1	Roisl.0210s1175.1.p
OG0010486	Aa_G7860.h1.t1	Roisl.0210s1172.1.p
OG0010487	Aa_G473480.h1.t1	Roisl.0210s1165.1.p
OG0010488	Aa_G341590.h1.t1	Roisl.0075s0116.1.p
OG0010489	Aa_G258210.h1.t1	Roisl.0210s1136.1.p
OG0010491	Aa_G209640.h1.t1	Roisl.0210s1077.1.p
OG0010492	Aa_G209630.h1.t1	Roisl.0210s1076.1.p
OG0010493	Aa_G209620.h1.t1	Roisl.0210s1075.1.p
OG0010494	Aa_G209480.h1.t1	Roisl.0210s1066.1.p
OG0010495	Aa_G209440.h1.t1	Roisl.0210s1062.1.p
OG0010496	Aa_G717970.h1.t1	Roisl.0210s1047.1.p
OG0010497	Aa_G19750.h1.t1	Roisl.0210s1040.1.p
OG0010498	Aa_G349800.h1.t1	Roisl.0210s1009.1.p
OG0010499	Aa_G349790.h1.t1	Roisl.0210s1008.1.p
OG0010500	Aa_G155200.h1.t1	Roisl.0210s0989.1.p
OG0010501	Aa_G155100.h1.t1	Roisl.0210s0981.1.p
OG0010503	Aa_G155030.h1.t1	Roisl.0210s0976.1.p
OG0010504	Aa_G375640.h1.t1	Roisl.0075s0010.1.p
OG0010505	Aa_G623400.h1.t1	Roisl.0210s0953.1.p
OG0010506	Aa_G256640.h1.t1	Roisl.0210s0949.1.p
OG0010507	Aa_G256490.h1.t1	Roisl.0210s0937.1.p
OG0010508	Aa_G515600.h1.t1	Roisl.0210s0934.1.p
OG0010510	Aa_G267700.h1.t1	Roisl.0210s0907.1.p
OG0010511	Aa_G267580.h1.t1	Roisl.0210s0892.1.p
OG0010512	Aa_G116890.h1.t1	Roisl.0210s0872.1.p
OG0010513	Aa_G116850.h1.t1	Roisl.0210s0868.1.p
OG0010514	Aa_G116800.h1.t1	Roisl.0210s0863.1.p
OG0010515	Aa_G84660.h1.t1	Roisl.0210s0833.1.p
OG0010516	Aa_G753330.h1.t1	Roisl.0210s0810.1.p
OG0010517	Aa_G168840.h1.t1	Roisl.0210s0806.1.p, Roisl.0003s0293.1.p
OG0010518	Aa_G168820.h1.t1	Roisl.0210s0804.1.p
OG0010519	Aa_G98180.h1.t1	Roisl.0210s0761.1.p
OG0010520	Aa_G637110.h1.t1	Roisl.0210s0758.1.p
OG0010521	Aa_G159110.h1.t1	Roisl.0210s0750.1.p
OG0010522	Aa_G458480.h1.t1	Roisl.0210s0725.1.p
OG0010523	Aa_G152850.h1.t1, Aa_G3740.h1.t1	Roisl.0210s0694.1.p
OG0010524	Aa_G309240.h1.t1	Roisl.0210s0685.1.p
OG0010525	Aa_G231100.h1.t1	Roisl.0210s0670.1.p
OG0010526	Aa_G231010.h1.t1	Roisl.0210s0656.1.p
OG0010527	Aa_G365600.h1.t1, Aa_G307090.h1.t1	Roisl.0210s0648.1.p
OG0010528	Aa_G365550.h1.t1	Roisl.0049s0031.1.p, Roisl.0210s0644.1.p
OG0010529	Aa_G130.h1.t1	Roisl.0049s0023.1.p
OG0010530	Aa_G399590.h1.t1	Roisl.0115s0528.1.p
OG0010531	Aa_G210770.h1.t1	Roisl.0210s0599.1.p
OG0010532	Aa_G210750.h1.t1	Roisl.0210s0597.1.p
OG0010533	Aa_G210710.h1.t1	Roisl.0210s0591.1.p
OG0010534	Aa_G210660.h1.t1	Roisl.0210s0587.1.p
OG0010535	Aa_G210640.h1.t1	Roisl.0210s0586.1.p
OG0010536	Aa_G392800.h1.t1	Roisl.0210s0546.1.p
OG0010537	Aa_G587770.h1.t1	Roisl.0210s0537.1.p
OG0010538	Aa_G76440.h1.t1	Roisl.0210s0521.1.p
OG0010539	Aa_G471550.h1.t1	Roisl.0210s0503.1.p
OG0010540	Aa_G189030.h1.t1	Roisl.0082s0378.1.p
OG0010541	Aa_G189050.h1.t1	Roisl.0082s0376.1.p
OG0010542	Aa_G189080.h1.t1	Roisl.0082s0368.1.p
OG0010543	Aa_G187640.h1.t1	Roisl.0082s0354.1.p
OG0010544	Aa_G187650.h1.t1	Roisl.0082s0353.1.p
OG0010546	Aa_G187670.h1.t1	Roisl.0082s0349.1.p
OG0010548	Aa_G187800.h1.t1	Roisl.0082s0336.1.p
OG0010549	Aa_G353740.h1.t1	Roisl.0022s0153.1.p
OG0010550	Aa_G353700.h1.t1	Roisl.0022s0150.1.p
OG0010552	Aa_G109060.h1.t1	Roisl.0022s0122.1.p
OG0010553	Aa_G83050.h1.t1	Roisl.0029s0018.1.p, Roisl.0029s0015.1.p
OG0010554	Aa_G432300.h1.t1	Roisl.0029s0017.1.p
OG0010555	Aa_G90660.h1.t1	Roisl.0091s0043.1.p
OG0010556	Aa_G155810.h1.t1	Roisl.0204s0115.1.p, Roisl.0204s0119.1.p
OG0010557	Aa_G545240.h2.t1, Aa_G545240.h1.t1	Roisl.0204s0073.1.p
OG0010558	Aa_G321570.h1.t1, Aa_G348710.h1.t1	Roisl.0204s0038.1.p
OG0010559	Aa_G918240.h1.t1	Roisl.0204s0025.1.p
OG0010560	Aa_G609960.h1.t1	Roisl.0204s0021.1.p
OG0010561	Aa_G30150.h1.t1	Roisl.0204s0012.1.p
OG0010563	Aa_G142700.h1.t1	Roisl.0082s0569.1.p
OG0010564	Aa_G502980.h1.t1	Roisl.0082s0579.1.p
OG0010565	Aa_G18100.h1.t1	Roisl.0082s0595.1.p
OG0010566	Aa_G18220.h1.t1	Roisl.0082s0604.1.p
OG0010567	Aa_G135750.h1.t1	Roisl.0082s0626.1.p
OG0010568	Aa_G243180.h1.t1, Aa_G243160.h1.t1	Roisl.0082s0663.1.p
OG0010569	Aa_G786480.h1.t1	Roisl.0082s0708.1.p
OG0010570	Aa_G49110.h1.t1	Roisl.0209s0526.1.p, Roisl.0209s0520.1.p
OG0010571	Aa_G199770.h1.t1, Aa_G142670.h1.t1	Roisl.0082s0749.1.p
OG0010572	Aa_G477930.h1.t1	Roisl.0033s0003.1.p
OG0010574	Aa_G552350.h1.t1	Roisl.0033s0066.1.p
OG0010575	Aa_G365390.h1.t1	Roisl.0033s0090.1.p
OG0010576	Aa_G100240.h1.t1	Roisl.0046s0626.1.p
OG0010577	Aa_G86180.h1.t1, Aa_G289870.h1.t1	Roisl.0033s0158.1.p
OG0010578	Aa_G555090.h1.t1	Roisl.0033s0155.1.p
OG0010579	Aa_G561810.h1.t1	Roisl.0033s0145.1.p
OG0010580	Aa_G359450.h1.t1	Roisl.0033s0119.1.p, Roisl.0007s0796.1.p
OG0010581	Aa_G359440.h1.t1	Roisl.0033s0118.1.p
OG0010582	Aa_G821270.h1.t1	Roisl.0017s0505.1.p
OG0010583	Aa_G445740.h1.t1, Aa_G708690.h1.t1	Roisl.0017s0484.1.p
OG0010584	Aa_G154820.h1.t1	Roisl.0017s0474.1.p
OG0010585	Aa_G154700.h1.t1	Roisl.0017s0463.1.p
OG0010586	Aa_G154660.h1.t1	Roisl.0017s0457.1.p
OG0010587	Aa_G346350.h1.t1	Roisl.0017s0439.1.p
OG0010588	Aa_G371740.h1.t1	Roisl.0198s0055.1.p
OG0010589	Aa_G346480.h1.t1	Roisl.0028s0643.1.p
OG0010590	Aa_G346490.h1.t1	Roisl.0028s0642.1.p
OG0010591	Aa_G243630.h1.t1	Roisl.0028s0629.1.p
OG0010592	Aa_G243660.h1.t1	Roisl.0028s0625.1.p
OG0010593	Aa_G243690.h1.t1	Roisl.0028s0619.1.p
OG0010594	Aa_G257910.h1.t1, Aa_G257900.h1.t1	Roisl.0028s0667.1.p
OG0010595	Aa_G148650.h1.t1	Roisl.0028s0677.1.p
OG0010596	Aa_G148700.h1.t1	Roisl.0028s0683.1.p
OG0010597	Aa_G404590.h1.t1	Roisl.0028s0687.1.p
OG0010598	Aa_G208600.h1.t1	Roisl.0028s0741.1.p
OG0010599	Aa_G519840.h1.t1	Roisl.0012s0122.1.p
OG0010600	Aa_G138090.h1.t1	Roisl.0115s0736.1.p
OG0010601	Aa_G359970.h1.t1	Roisl.0012s0136.1.p
OG0010602	Aa_G89770.h1.t1	Roisl.0012s0188.1.p
OG0010603	Aa_G215290.h1.t1	Roisl.0012s0235.1.p
OG0010604	Aa_G132940.h1.t1	Roisl.0082s0316.1.p
OG0010605	Aa_G132960.h1.t1	Roisl.0082s0318.1.p
OG0010606	Aa_G132990.h1.t1	Roisl.0082s0320.1.p
OG0010607	Aa_G384360.h1.t1	Roisl.0082s0325.1.p
OG0010608	Aa_G384410.h1.t1	Roisl.0082s0330.1.p
OG0010609	Aa_G29510.h1.t1	Roisl.0013s0166.1.p
OG0010610	Aa_G29440.h1.t1	Roisl.0013s0178.1.p
OG0010611	Aa_G29420.h1.t1	Roisl.0013s0179.1.p
OG0010612	Aa_G514060.h1.t1, Aa_G1030140.h1.t1, Aa_G438480.h1.t1	Roisl.0013s0221.1.p
OG0010613	Aa_G326540.h1.t1	Roisl.0015s0126.1.p
OG0010614	Aa_G128450.h1.t1	Roisl.0066s0378.1.p
OG0010615	Aa_G130890.h1.t1	Roisl.0213s0034.1.p
OG0010616	Aa_G48040.h1.t1	Roisl.0213s0067.1.p
OG0010617	Aa_G329820.h1.t1	Roisl.0213s0085.1.p
OG0010618	Aa_G472900.h1.t1	Roisl.0213s0101.1.p
OG0010619	Aa_G498700.h1.t1	Roisl.0213s0108.1.p
OG0010620	Aa_G650840.h1.t1	Roisl.0213s0116.1.p
OG0010621	Aa_G408560.h1.t1	Roisl.0213s0147.1.p
OG0010622	Aa_G108490.h1.t1	Roisl.0213s0216.1.p
OG0010623	Aa_G108420.h1.t1	Roisl.0213s0224.1.p
OG0010624	Aa_G657780.h1.t1	Roisl.0213s0247.1.p
OG0010625	Aa_G248900.h1.t1	Roisl.0213s0258.1.p
OG0010626	Aa_G248840.h1.t1	Roisl.0213s0266.1.p
OG0010627	Aa_G667480.h1.t1	Roisl.0213s0273.1.p
OG0010628	Aa_G538640.h1.t1	Roisl.0213s0276.1.p
OG0010630	Aa_G417000.h1.t1	Roisl.0213s0287.1.p
OG0010631	Aa_G389860.h1.t1	Roisl.0213s0297.1.p
OG0010632	Aa_G138720.h1.t1	Roisl.0213s0308.1.p
OG0010633	Aa_G138730.h1.t1	Roisl.0213s0309.1.p
OG0010634	Aa_G184970.h1.t1	Roisl.0009s0014.1.p
OG0010635	Aa_G373230.h1.t1	Roisl.0037s0032.1.p
OG0010637	Aa_G355730.h1.t1	Roisl.0213s0373.1.p
OG0010638	Aa_G355780.h1.t1	Roisl.0213s0377.1.p
OG0010639	Aa_G299110.h1.t1	Roisl.0213s0392.1.p
OG0010640	Aa_G299210.h1.t1	Roisl.0213s0396.1.p
OG0010641	Aa_G434800.h1.t1, Aa_G434780.h1.t1	Roisl.0213s0435.1.p
OG0010642	Aa_G463050.h1.t1	Roisl.0213s0449.1.p
OG0010643	Aa_G463030.h1.t1	Roisl.0213s0451.1.p
OG0010644	Aa_G194270.h1.t1	Roisl.0213s0464.1.p
OG0010645	Aa_G194250.h1.t1	Roisl.0213s0466.1.p
OG0010646	Aa_G194190.h1.t1	Roisl.0213s0475.1.p
