Orthogroup	Capsella_rubella	Erysimum_linariifolium
OG0009796	XP_006281141.1	El007G337800
OG0009797	XP_006281165.1	El007G337630
OG0009798	XP_006280143.1	El007G337240
OG0009799	XP_006282076.1	El007G337140, El007G337110
OG0009800	XP_006280139.1	El007G336510
OG0009801	XP_006280293.1	El007G336410
OG0009802	XP_023638928.1	El007G336300
OG0009803	XP_023639322.1	El007G335850
OG0009804	XP_006281761.1	El007G335480
OG0009805	XP_006280707.1	El007G335350
OG0009806	XP_006280735.1	El007G335190
OG0009807	XP_006280948.2	El007G335090
OG0009808	XP_006279738.1	El007G334890
OG0009809	XP_006279674.1	El007G334120
OG0009810	XP_006279472.1	El007G333870
OG0009811	XP_006282050.1	El007G333830
OG0009812	XP_006281107.1	El007G333800
OG0009813	XP_006281450.1	El007G333530
OG0009814	XP_006280397.1	El007G333430
OG0009815	XP_006281594.1	El007G333410
OG0009816	XP_006291160.1	El001G030570
OG0009817	XP_006306707.1	El002G128390
OG0009818	XP_006288880.1	El001G068520
OG0009819	XP_006287412.2	El001G068570
OG0009820	XP_006287316.1	El001G069230
OG0009821	XP_023637449.1	El001G069250
OG0009822	XP_006288920.1	El001G069270
OG0009823	XP_006288949.1	El001G069280
OG0009824	XP_023636610.1	El001G069390
OG0009826	XP_006287382.1	El001G069540
OG0009827	XP_006288699.1	El001G069620
OG0009828	XP_006287000.1	El001G070090
OG0009829	XP_006287007.1	El001G070150
OG0009830	XP_006286928.1	El001G070830, El001G070730
OG0009831	XP_006286536.1	El001G070940
OG0009832	XP_023637226.1	El001G071030
OG0009833	XP_006286628.1	El001G071090
OG0009834	XP_006287980.1	El001G071570
OG0009835	XP_006287209.1	El001G071840
OG0009836	XP_006289146.1	El001G072560
OG0009837	XP_023637322.1	El007G326110
OG0009838	XP_006288823.2	El001G072770
OG0009839	XP_006286937.1	El001G073270
OG0009840	XP_023636012.1	El001G073370
OG0009842	XP_006288943.1	El001G073840
OG0009843	XP_006288140.1	El001G074110
OG0009844	XP_006289951.1	El001G074290
OG0009845	XP_006292030.1	El001G017170
OG0009846	XP_006284323.1	El003G169470
OG0009847	XP_006284068.2	El003G169030
OG0009848	XP_006282855.1	El003G168310
OG0009849	XP_023635261.1	El003G168290
OG0009850	XP_006282804.2	El003G168080
OG0009851	XP_006285967.2	El003G167650
OG0009852	XP_006282457.1	El003G167340
OG0009853	XP_006283865.1	El003G166930
OG0009854	XP_006283887.1	El003G166660
OG0009855	XP_023635682.1	El004G222530, El003G166000
OG0009856	XP_006286293.1	El003G165000
OG0009857	XP_006284192.1	El003G164880
OG0009858	XP_006284907.1	El003G164130
OG0009859	XP_006282474.1	El003G163830
OG0009860	XP_023634182.1	El003G162330
OG0009861	XP_006285853.1	El003G162310
OG0009862	XP_006284275.1	El003G161780
OG0009863	XP_023635289.1	El003G161640
OG0009864	XP_023634389.1	El003G161590
OG0009865	XP_006282779.2	El003G160730
OG0009866	XP_006304672.1	El002G120260
OG0009867	XP_006305078.2	El002G121800
OG0009868	XP_006306856.1	El002G122350
OG0009869	XP_006307386.1	El002G122880
OG0009870	XP_006306779.1	El002G122900, El002G123160, El002G122890, El002G123170
OG0009871	XP_023632610.1	El002G122950
OG0009872	XP_023633002.1	El002G123690
OG0009873	XP_006305300.1	El002G127260
OG0009874	XP_023645221.1	El002G130250
OG0009875	XP_006306602.2	El002G125980
OG0009876	XP_006307222.1	El002G129370
OG0009877	XP_006303429.1	El002G113770
OG0009878	XP_023640936.1, XP_006307426.2	El002G114370
OG0009879	XP_023645719.1	El002G115190
OG0009880	XP_006305157.1	El002G115650
OG0009881	XP_006307132.1	El002G115670
OG0009882	XP_006304076.1	El002G115900
OG0009883	XP_006305775.1	El002G116060
OG0009884	XP_006303170.1	El002G116070
OG0009885	XP_006304331.1	El002G116510, El002G116490
OG0009886	XP_023644924.1	El002G116560
OG0009887	XP_006306714.1	El002G116600
OG0009888	XP_006303548.1	El002G117100
OG0009889	XP_006306276.1	El002G117420, El002G117430
OG0009890	XP_006304042.1	El002G117620
OG0009891	XP_023633710.1	El003G146870
OG0009892	XP_006283467.1	El003G146830
OG0009893	XP_006283880.2	El003G145990
OG0009894	XP_006283516.2	El003G145840
OG0009895	XP_006282615.2	El003G145510
OG0009896	XP_006286209.1	El003G145490
OG0009897	XP_006284125.1	El003G145410
OG0009898	XP_023634772.1	El003G145320
OG0009899	XP_023634605.1	El003G145170
OG0009900	XP_006284580.1	El003G145150
OG0009901	XP_006294990.1	El006G318660
OG0009902	XP_006284634.1	El003G144830
OG0009903	XP_006294004.2	El006G318860
OG0009904	XP_006283789.1	El003G144490
OG0009905	XP_006282580.1	El003G144560
OG0009906	XP_006282592.1	El003G144320
OG0009907	XP_006285339.1	El003G144230
OG0009908	XP_006285110.1	El003G144140
OG0009909	XP_006284007.1	El003G144270, El003G143980, El003G143990
OG0009910	XP_023634603.1	El003G143900
OG0009911	XP_006283532.1	El003G143630
OG0009912	XP_006284291.1	El003G143290
OG0009913	XP_006282455.1	El003G143220
OG0009914	XP_006284088.1	El003G142890
OG0009915	XP_006283047.1	El003G142520
OG0009916	XP_006284600.1	El003G142410
OG0009917	XP_006283022.1	El003G141580
OG0009918	XP_006285759.1	El003G183600
OG0009919	XP_023634586.1	El003G181650
OG0009920	XP_023635211.1	El003G187500
OG0009921	XP_023634366.1	El003G189200
OG0009922	XP_006282998.1	El003G189260
OG0009923	XP_006285141.1	El003G189580
OG0009924	XP_023640138.1	El006G296050
OG0009925	XP_006296349.1	El006G295410
OG0009926	XP_006302292.1	El004G199360
OG0009927	XP_006290409.1	El001G033270
OG0009928	XP_023640668.1	El006G295570
OG0009929	XP_023641028.1	El006G295590
OG0009930	XP_006296355.1	El006G295690
OG0009931	XP_006293716.1	El006G295750
OG0009932	XP_006295250.1	El006G295800
OG0009933	XP_006288727.1	El001G009700
OG0009934	XP_006288223.1	El001G009780
OG0009935	XP_006287566.2	El001G010070
OG0009936	XP_006280151.2	El007G340960
OG0009937	XP_006296020.1	El006G297660
OG0009938	XP_006294424.1	El006G298250
OG0009939	XP_023640461.1	El006G298330
OG0009940	XP_006294085.1	El006G298350
OG0009941	XP_006281946.1	El007G357510
OG0009942	XP_023632609.1	El007G357250
OG0009943	XP_006280831.1	El007G355460
OG0009944	XP_006287940.1	El001G009360
OG0009945	XP_006288974.1	El001G009270
OG0009946	XP_006288526.1	El001G009200
OG0009947	XP_006289408.1	El001G008540
OG0009948	XP_006289081.1	El001G008320
OG0009949	XP_006287806.1	El001G007120
OG0009951	XP_023636830.1	El001G006060
OG0009952	XP_006288273.1	El001G005690
OG0009953	XP_006286741.1	El001G005610
OG0009954	XP_006288768.1	El001G005380
OG0009955	XP_006286991.1	El001G005360
OG0009957	XP_006286417.1	El001G004890
OG0009958	XP_006282061.1	El007G360980
OG0009959	XP_006279756.1	El007G362600
OG0009960	XP_006280245.1	El007G363160
OG0009961	XP_006280623.1	El007G363330
OG0009962	XP_006280098.1	El007G363340
OG0009963	XP_006279616.1	El007G364670
OG0009964	XP_023633568.1	El007G364880, El007G364780
OG0009964	XP_023633566.1	El007G364830, El007G364870, El007G364770
OG0009965	XP_023641145.1	El007G365400
OG0009967	XP_006282104.1	El007G365980
OG0009968	XP_023640836.1	El006G279830
OG0009969	XP_006281226.1	El007G366810
OG0009970	XP_006279804.1	El007G366850
OG0009971	XP_006282288.1	El007G366590
OG0009972	XP_006282600.2	El003G179770
OG0009973	XP_006299555.1	El005G264670
OG0009974	XP_006285666.1	El003G145110
OG0009975	XP_006283788.1	El003G177840, El003G177870
OG0009976	XP_006290705.1	El001G024960
OG0009977	XP_006282492.1	El003G177240
OG0009978	XP_006283531.2	El003G176740
OG0009979	XP_006283428.1	El003G175660
OG0009980	XP_006285669.2	El003G174820
OG0009981	XP_006285018.1	El003G174330
OG0009982	XP_006299392.1	El005G259720
OG0009983	XP_006282843.1	El003G189910
OG0009984	XP_006284753.1	El003G190020
OG0009986	XP_006283387.1	El003G190710
OG0009987	XP_006284071.1, XP_006285899.2	El003G190740, El003G190730
OG0009988	XP_006296379.1	El006G291140
OG0009989	XP_023635495.1	El003G192620
OG0009990	XP_006284079.1	El003G193140
OG0009991	XP_023634167.1	El003G193460
OG0009992	XP_023636553.1	El001G009710
OG0009993	XP_006294213.1	El006G279770
OG0009994	XP_006295465.1	El006G280180
OG0009995	XP_006294734.1	El006G280480
OG0009996	XP_006293732.1	El006G280510
OG0009997	XP_006293486.1	El006G281140
OG0009999	XP_006295223.1	El006G281250
OG0010000	XP_006294096.1	El006G281850
OG0010001	XP_006294665.1	El006G281880
OG0010002	XP_006294469.1	El006G282530
OG0010003	XP_023639332.1	El006G282920
OG0010004	XP_006294963.2	El006G283060
OG0010005	XP_023639687.1	El006G283150
OG0010006	XP_006295880.1	El006G283160
OG0010007	XP_023640804.1	El006G283570
OG0010008	XP_023640276.1	El006G283610
OG0010009	XP_023641815.1	El005G279550
OG0010010	XP_006296119.1	El006G284840, El004G217630
OG0010011	XP_006296130.1	El006G285060
OG0010012	XP_006295957.1	El006G285070
OG0010013	XP_023640204.1	El006G285160
OG0010014	XP_006295328.1	El006G285320
OG0010015	XP_006295887.2	El006G285750
OG0010016	XP_006294750.1	El006G285790
OG0010017	XP_023640197.1	El006G285820
OG0010018	XP_006293776.1	El006G285840
OG0010019	XP_006294754.1	El006G287120
OG0010020	XP_023640548.1	El006G287040
OG0010021	XP_006290488.1	El001G029100
OG0010022	XP_006293653.1	El006G287410
OG0010023	XP_023640918.1	El006G287650
OG0010024	XP_006294747.1	El006G287820
OG0010025	XP_006294570.1	El006G287870
OG0010026	XP_006286728.1	El001G080980
OG0010027	XP_023635907.1	El001G080970
OG0010028	XP_006287552.1	El001G080740
OG0010029	XP_006288973.1	El001G080450
OG0010030	XP_006288557.2	El001G080220
OG0010031	XP_023635896.1	El001G080020
OG0010032	XP_006287320.2	El001G079620
OG0010033	XP_006287832.1	El001G079560
OG0010034	XP_023636757.1	El001G079440
OG0010035	XP_023636453.1	El001G079370
OG0010036	XP_006289737.1	El001G079250
OG0010037	XP_006287255.1	El001G079240
OG0010038	XP_006287909.1	El001G078780
OG0010039	XP_006290048.1	El001G078690
OG0010040	XP_006288340.1	El001G060970
OG0010041	XP_006288841.1	El001G060600
OG0010042	XP_006289461.2	El001G060710
OG0010043	XP_006290058.1	El001G060050
OG0010044	XP_006288642.1	El001G060040
OG0010045	XP_023635867.1	El001G059890
OG0010046	XP_006289959.1	El001G059930
OG0010047	XP_006286886.1	El001G059570
OG0010048	XP_023636298.1	El001G059560
OG0010049	XP_006287253.1	El001G065350
OG0010050	XP_006288533.1	El001G059320
OG0010051	XP_006287555.1	El001G059190
OG0010052	XP_023637138.1	El001G058960
OG0010053	XP_006287375.1, XP_006289913.1	El001G058910
OG0010054	XP_006285902.2	El003G192050
OG0010055	XP_006288937.1	El001G057800
OG0010056	XP_023639858.1	El007G330160
OG0010057	XP_006281699.1	El007G330370
OG0010058	XP_006281590.1	El007G330490
OG0010059	XP_006281434.2	El007G330890
OG0010060	XP_023633603.1	El007G331460
OG0010061	XP_006304864.2	El002G113620
OG0010062	XP_006281804.1	El007G332460, El004G208030, El004G208170
OG0010063	XP_006281506.1	El007G327360
OG0010064	XP_006281023.1	El007G327270
OG0010065	XP_006282325.1	El007G327260
OG0010066	XP_006280996.1	El007G327190
OG0010067	XP_006281480.1	El007G347440, El004G208220, El004G207660, El004G207890, El004G207900, El007G336420
OG0010068	XP_023636364.1	El007G326580
OG0010069	XP_006281242.1	El007G326310
OG0010070	XP_006280257.1	El007G326180
OG0010071	XP_006282150.1	El007G326090
OG0010072	XP_006280248.1	El007G325350
OG0010073	XP_006279585.1	El007G325170
OG0010074	XP_006280928.1	El007G325140
OG0010075	XP_006279648.1	El007G324440
OG0010076	XP_006280337.2	El007G324400
OG0010077	XP_006279808.1	El007G323470
OG0010078	XP_006280131.1	El007G323270
OG0010079	XP_023632897.1	El007G323200
OG0010080	XP_006282078.1	El007G323180
OG0010081	XP_006279753.1	El007G323170
OG0010082	XP_006280049.1	El007G322910
OG0010083	XP_006292230.1	El001G017360
OG0010084	XP_006281424.1	El007G322430
OG0010085	XP_006291443.1	El001G021650
OG0010086	XP_006281821.1	El007G321930
OG0010087	XP_006288658.1	El001G000110
OG0010088	XP_006290091.1	El001G000760
OG0010089	XP_006287871.1	El001G000700
OG0010090	XP_006305253.2	El002G102460
OG0010091	XP_006288206.2	El001G001010
OG0010092	XP_006286822.1	El001G001670
OG0010093	XP_006286501.1	El001G002100
OG0010094	XP_006289789.1	El001G002670
OG0010095	XP_006288220.1	El001G002720
OG0010096	XP_023636023.1	El001G002860
OG0010097	XP_023636982.1	El001G003100
OG0010098	XP_006286918.1	El001G003290
OG0010099	XP_023636980.1	El001G003800
OG0010100	XP_006287352.1	El001G003870
OG0010101	XP_006289383.1	El001G003910
OG0010102	XP_006289467.1	El001G003960
OG0010103	XP_006288579.1	El001G004000
OG0010104	XP_006287141.1	El001G004320
OG0010105	XP_006281612.1	El007G359250
OG0010106	XP_023640589.1	El006G298550
OG0010107	XP_006293875.1	El006G298640
OG0010108	XP_006293634.1	El006G299830
OG0010109	XP_006293810.1	El006G299560, El003G154010
OG0010110	XP_006296168.2	El006G300350
OG0010111	XP_023639990.1	El006G300540
OG0010112	XP_006294262.2	El006G301260
OG0010113	XP_006293809.1	El006G301470
OG0010114	XP_006294232.1	El006G301910
OG0010115	XP_006295686.1	El006G302310
OG0010116	XP_006294335.1	El006G302880
OG0010117	XP_006294115.1	El006G303050
OG0010118	XP_006294844.1	El006G304320
OG0010119	XP_006294914.1	El006G304950
OG0010120	XP_006295281.2	El006G305120
OG0010121	XP_023639937.1	El006G305600
OG0010122	XP_006293415.2	El006G305650
OG0010123	XP_006294207.1	El006G305760
OG0010124	XP_006293456.1	El006G306190
OG0010125	XP_023639993.1	El006G306210
OG0010126	XP_006294958.1	El006G306220
OG0010127	XP_006295919.1	El006G307240
OG0010128	XP_006294144.1	El006G309440
OG0010129	XP_006305064.1	El002G086950
OG0010130	XP_023640220.1	El006G310310
OG0010131	XP_006293907.1	El006G312510
OG0010132	XP_006284633.1	El003G156780
OG0010133	XP_006297859.1	El005G235060
OG0010134	XP_006298282.1	El005G243670
OG0010135	XP_006279334.1	El001G082210
OG0010136	XP_006295474.1	El006G287960
OG0010137	XP_006296485.1, XP_023639540.1	El006G288000
OG0010138	XP_006283997.1	El003G158080
OG0010139	XP_006283228.1	El003G158020
OG0010140	XP_006299588.1	El005G235900
OG0010141	XP_006297334.1	El005G237060
OG0010142	XP_006297561.1	El005G237490
OG0010143	XP_006296727.1	El005G237510
OG0010144	XP_023641782.1	El005G238000
OG0010146	XP_006297705.1	El005G238180
OG0010147	XP_006299021.1	El005G238280
OG0010148	XP_006300181.1	El005G238950
OG0010149	XP_023642128.1	El005G239050
OG0010150	XP_006298669.1	El005G239550
OG0010151	XP_006300157.1	El005G240700
OG0010152	XP_006298270.1	El005G241960
OG0010153	XP_023641627.1	El005G241970
OG0010154	XP_006296956.1	El005G242200
OG0010155	XP_006297029.1	El005G242260
OG0010156	XP_023641633.1	El005G242350
OG0010157	XP_006299404.1	El005G243230
OG0010158	XP_023641859.1	El005G243420
OG0010159	XP_006280517.1	El007G328660
OG0010160	XP_006297350.1	El005G243850
OG0010161	XP_006294541.1	El006G289790
OG0010162	XP_006294610.1	El006G289980
OG0010163	XP_023639375.1	El006G290010
OG0010164	XP_023639351.1	El006G290460
OG0010165	XP_006290981.1	El001G025810
OG0010166	XP_006294913.1	El006G291040
OG0010167	XP_006293560.1	El006G291360
OG0010168	XP_006293661.2	El006G294350
OG0010169	XP_006294346.1	El006G294070, El006G294080
OG0010170	XP_006293554.1	El003G170880
OG0010171	XP_006294588.1	El006G293400
OG0010172	XP_006293970.1	El006G293380
OG0010173	XP_006294277.1	El006G293210
OG0010174	XP_023640871.1	El006G292480
OG0010175	XP_023640774.1	El006G292100
OG0010176	XP_006293932.1	El006G292180
OG0010178	XP_023645293.1	El002G088960
OG0010179	XP_023639402.1	El006G291490
OG0010180	XP_006304971.1	El002G099500
OG0010181	XP_006305313.1	El002G099550
OG0010182	XP_006306572.1	El002G100780
OG0010183	XP_006306901.1	El002G101670
OG0010184	XP_006304882.1	El002G101830
OG0010185	XP_006288411.2	El001G060090
OG0010186	XP_006305921.1	El002G102250
OG0010187	XP_006306905.1	El002G102860
OG0010188	XP_006305702.1	El002G102930
OG0010189	XP_023645506.1	El002G103510
OG0010190	XP_006305448.1	El002G103720
OG0010191	XP_006306884.1	El002G103810
OG0010192	XP_006305428.1	El002G104260
OG0010193	XP_023645706.1	El002G104300
OG0010194	XP_006305349.2	El002G104310
OG0010195	XP_006304543.1	El002G104350
OG0010196	XP_023632608.1	El002G104410
OG0010197	XP_023632599.1	El002G104790
OG0010198	XP_023645122.1	El002G105110
OG0010199	XP_006306795.1	El002G105120
OG0010200	XP_006305193.1	El002G105210
OG0010201	XP_006303575.2	El002G105460
OG0010202	XP_023645777.1	El002G106160
OG0010203	XP_023643873.1, XP_023645193.1	El002G106180
OG0010204	XP_006300758.1	El004G230830, El008G368320
OG0010205	XP_006307074.1	El002G107770
OG0010206	XP_006305279.1	El002G108010
OG0010207	XP_006303297.1	El002G108080
OG0010208	XP_006303687.1	El002G108400
OG0010209	XP_023632821.1	El002G108540
OG0010210	XP_006300838.1	El004G222130
OG0010211	XP_006306743.1	El002G109290
OG0010212	XP_023645815.1	El002G111640, El002G110200
OG0010213	XP_006306753.1	El002G111270
OG0010214	XP_006303022.1	El004G220270
OG0010215	XP_006304208.2	El002G110990, El002G111020, El002G110960, El002G111510
OG0010216	XP_006307409.1	El002G111770
OG0010217	XP_006307543.1	El002G111920
OG0010218	XP_006302558.1	El004G218850
OG0010219	XP_006305059.1	El002G112350
OG0010220	XP_023632983.1	El002G112540
OG0010221	XP_023633285.1	El002G112550, El004G226630
OG0010222	XP_006305633.1	El002G113010
OG0010223	XP_006286279.1	El003G160060
OG0010224	XP_006282460.1	El003G159550
OG0010225	XP_006282692.2	El003G159530
OG0010226	XP_023635453.1	El003G159430
OG0010227	XP_006285766.1	El003G159420
OG0010228	XP_006284146.1	El003G158770
OG0010229	XP_006293557.1	El006G314880
OG0010230	XP_006294856.1	El006G316780
OG0010231	XP_006294695.2	El006G316870
OG0010232	XP_006294420.1	El006G317260
OG0010233	XP_023640140.1	El006G317540
OG0010235	XP_006293851.1	El006G318140
OG0010236	XP_023639596.1	El006G318180
OG0010237	XP_006293563.1	El006G318190
OG0010238	XP_006295130.1	El006G318230
OG0010239	XP_006295757.1	El006G319250
OG0010240	XP_023639717.1	El006G320660
OG0010241	XP_006294633.1	El006G321530
OG0010242	XP_006303906.1	El002G099200
OG0010243	XP_006303664.1	El002G099110
OG0010244	XP_006305605.1	El002G098780
OG0010245	XP_006305389.1	El002G098370
OG0010246	XP_006306018.2	El002G098170
OG0010247	XP_006306673.1	El002G097770
OG0010248	XP_006306205.1	El002G096990
OG0010249	XP_006307668.1	El002G097000
OG0010250	XP_006307593.1	El002G096790
OG0010251	XP_006307300.1	El002G095810
OG0010252	XP_006307627.1	El002G094560, El002G094590
OG0010253	XP_023645552.1	El002G094220
OG0010254	XP_006305343.1	El002G094070
OG0010255	XP_006306825.1	El002G093970
OG0010256	XP_006304323.1	El002G093700
OG0010257	XP_006303794.1	El002G093450
OG0010258	XP_006306617.1	El002G092370
OG0010259	XP_006305117.2	El002G092270
OG0010260	XP_006305684.1	El002G091860
OG0010261	XP_023644971.1	El002G091730
OG0010262	XP_006305493.1	El002G091560
OG0010263	XP_006307115.1	El002G090230
OG0010264	XP_006305915.1	El002G089190
OG0010265	XP_006304842.2	El002G088830
OG0010266	XP_006295530.2, XP_006300273.2	El006G279640
OG0010267	XP_006303598.1	El002G088010
OG0010268	XP_006304385.1	El002G087660
OG0010269	XP_023632544.1	El002G087630
OG0010270	XP_006304334.2	El002G087360
OG0010271	XP_006303896.2	El002G087350
OG0010272	XP_006304447.1	El002G086930
OG0010273	XP_006307005.1	El002G086860
OG0010274	XP_006305045.1	El002G086510
OG0010275	XP_006303772.1	El002G086300
OG0010276	XP_006304640.1	El002G085870
OG0010277	XP_006304565.1	El002G085830
OG0010278	XP_023645835.1	El002G085440
OG0010279	XP_006304480.1	El002G085600
OG0010280	XP_006307283.1	El002G085650
OG0010281	XP_006303226.1	El002G085140
OG0010282	XP_006304497.1	El002G084790
OG0010283	XP_006303365.2	El002G084330
OG0010284	XP_006303227.1	El002G084130
OG0010285	XP_023632962.1	El002G084170
OG0010286	XP_006307598.1	El002G083360
OG0010287	XP_006287010.1	El001G067650
OG0010288	XP_023636005.1	El001G067280
OG0010289	XP_006288442.1	El001G066750
OG0010290	XP_006288895.1	El001G065780
OG0010291	XP_006287005.1	El001G066000
OG0010292	XP_006287232.1	El001G064510
OG0010293	XP_023637405.1	El001G064290
OG0010294	XP_006286588.1	El001G064300
OG0010295	XP_006287043.1	El001G064210
OG0010296	XP_006289224.1	El001G063770
OG0010297	XP_006287994.2	El001G063680
OG0010298	XP_006286395.1	El001G063210
OG0010299	XP_006297729.1	El005G238520
OG0010300	XP_023636587.1	El001G062360
OG0010301	XP_006289614.2	El001G061480
OG0010302	XP_006288364.1	El001G061140
OG0010303	XP_006283948.1	El003G149290
OG0010304	XP_023635884.1	El001G048810
OG0010305	XP_006287322.1	El001G048240
OG0010307	XP_023635881.1	El001G047660
OG0010308	XP_023636533.1	El001G047620
OG0010309	XP_006279825.1	El007G345450
OG0010310	XP_006280939.1	El007G345470
OG0010311	XP_006282305.1	El007G346260
OG0010312	XP_006280980.1	El007G345560, El007G345730, El007G345840, El007G345600
OG0010313	XP_023639346.1	El007G348360
OG0010314	XP_006298287.1	El005G242660
OG0010315	XP_006289509.1	El001G067990
OG0010316	XP_006286550.1	El001G074810
OG0010317	XP_006285988.1	El003G151450
OG0010318	XP_006287604.1	El001G075460
OG0010319	XP_006289850.2	El001G075540
OG0010320	XP_006288840.1	El001G075870
OG0010322	XP_006287674.1	El001G076550
OG0010323	XP_023636697.1	El001G076730
OG0010324	XP_006287390.1	El001G076880
OG0010325	XP_006288738.1	El001G076950
OG0010326	XP_006289507.1	El001G076990
OG0010327	XP_006287452.1	El001G077090
OG0010328	XP_006289555.1	El001G077100
OG0010329	XP_023636663.1	El001G077360
OG0010330	XP_006287668.1	El001G077350
OG0010331	XP_006288766.1	El001G052250
OG0010332	XP_006288624.1	El001G053570
OG0010333	XP_006289014.1	El001G055170
OG0010334	XP_006289195.1	El001G055310
OG0010335	XP_006288115.1	El001G055250
OG0010336	XP_023637297.1	El001G055840
OG0010337	XP_006287257.1	El001G055910
OG0010338	XP_006286847.1	El001G056150
OG0010339	XP_006286666.1	El001G056480
OG0010340	XP_006288494.1	El001G057130
OG0010341	XP_023633535.1	El007G329970
OG0010342	XP_006280989.1	El007G329380
OG0010343	XP_006280030.1	El007G329240
OG0010344	XP_006282202.1	El007G328440
OG0010345	XP_023638223.1	El007G328210
OG0010346	XP_006282015.1	El007G328170
OG0010347	XP_006280205.1	El007G327930
OG0010348	XP_006279871.1	El007G333270
OG0010349	XP_006292094.1	El001G021640
OG0010350	XP_006290590.1	El001G021200
OG0010351	XP_006291985.1	El001G020980
OG0010352	XP_006292459.1	El001G020930
OG0010353	XP_006292247.2	El001G020480
OG0010354	XP_006290602.1	El001G019560
OG0010355	XP_006292572.1	El001G018990
OG0010356	XP_006293152.1	El001G018780
OG0010357	XP_006290899.1	El001G018280
OG0010358	XP_006291189.1	El001G018200
OG0010359	XP_023638656.1	El001G018130
OG0010360	XP_006291469.2	El001G017820
OG0010361	XP_006293069.1	El001G017490
OG0010362	XP_023638007.1	El001G017300
OG0010363	XP_023638466.1	El001G014790
OG0010364	XP_006291596.1	El001G013820
OG0010365	XP_006279377.1	El001G013090
OG0010366	XP_006290745.1, XP_006279395.2	El001G012810
OG0010367	XP_006290507.1	El008G369500, El008G369440, El001G012290
OG0010368	XP_006293319.2, XP_023638557.1	El001G012170
OG0010369	XP_006290516.1, XP_006290517.1	El001G011930
OG0010371	XP_023644076.1	El004G217780
OG0010372	XP_006302814.1	El004G218880
OG0010373	XP_006302467.2	El004G218520
OG0010374	XP_023643527.1	El004G219400
OG0010375	XP_006300943.1	El004G219460
OG0010376	XP_006301264.1	El004G219660
OG0010377	XP_023644108.1	El004G219570
OG0010378	XP_006300685.1	El004G220050
OG0010379	XP_023644066.1	El004G220200
OG0010380	XP_006300725.1	El004G220260
OG0010382	XP_006302511.1	El004G221760
OG0010383	XP_006302853.1	El004G222900
OG0010384	XP_006300960.1	El004G223110
OG0010385	XP_006301512.1	El004G223560
OG0010386	XP_006301744.2	El004G224130
OG0010387	XP_006302488.1	El004G231640
OG0010388	XP_006302909.1	El004G231290
OG0010389	XP_023644331.1	El004G230940
OG0010390	XP_006300594.1	El004G230690
OG0010391	XP_006302756.1	El004G230470
OG0010392	XP_006292067.1	El001G021760
OG0010393	XP_006302710.1	El004G230180
OG0010394	XP_006302708.1	El004G230090
OG0010395	XP_006307043.1	El002G104440
OG0010396	XP_006302559.2	El004G227720
OG0010397	XP_006301501.1	El004G226670
OG0010398	XP_006302618.1	El004G226620
OG0010399	XP_023643537.1	El004G226260
OG0010400	XP_006300550.2	El004G226200
OG0010401	XP_023643675.1	El004G226010
OG0010402	XP_006300977.2	El004G225810
OG0010403	XP_023643746.1	El004G225670
OG0010404	XP_006302030.2	El004G225160
OG0010405	XP_006302041.1	El004G225080
OG0010407	XP_023643020.1	El004G225070
OG0010408	XP_006302359.2	El004G224390
OG0010409	XP_023643575.1	El004G232540
OG0010410	XP_006301134.1	El004G232900
OG0010411	XP_023642902.1	El004G233330
OG0010413	XP_023642970.1	El004G233760
OG0010414	XP_006302247.1	El004G233980
OG0010415	XP_006301505.1	El004G234310
OG0010416	XP_023643437.1	El004G234430
OG0010417	XP_006280511.1	El007G336950
OG0010418	XP_023641448.1	El005G249060
OG0010419	XP_006298924.1	El005G249230
OG0010420	XP_006297574.1	El005G249550
OG0010421	XP_006298666.2	El005G250550
OG0010422	XP_023641080.1	El005G250710
OG0010423	XP_006296799.1	El005G250750
OG0010424	XP_023642533.1	El005G250800
OG0010425	XP_023642082.1	El005G251160
OG0010426	XP_006287773.1	El001G060080
OG0010427	XP_006298258.1	El005G251720
OG0010428	XP_006298919.1	El005G251890
OG0010429	XP_006298253.1	El005G252130
OG0010430	XP_006298689.1	El005G252310
OG0010431	XP_006298758.1	El005G253110
OG0010432	XP_006283871.1	El003G171640
OG0010433	XP_023642311.1	El005G254270
OG0010434	XP_006299880.1	El005G254510
OG0010435	XP_006298040.1	El005G254850
OG0010436	XP_006298494.1	El005G255430
OG0010437	XP_023641415.1	El005G255530
OG0010438	XP_006296939.2	El005G255690
OG0010439	XP_006298927.1	El005G255810
OG0010440	XP_023641199.1	El005G255940
OG0010441	XP_006298218.1	El005G256110
OG0010442	XP_006297775.1	El005G256320
OG0010443	XP_006299629.1	El005G256380
OG0010444	XP_006296809.1	El005G256470
OG0010445	XP_006304157.1	El002G133540
OG0010446	XP_006298083.2	El005G257180
OG0010447	XP_006299213.1	El005G257210
OG0010448	XP_006296976.1	El005G257380
OG0010449	XP_006297263.2	El005G257390
OG0010450	XP_006307567.1	El002G134640
OG0010451	XP_006297576.1	El005G257920
OG0010452	XP_006298973.1	El005G257940
OG0010453	XP_006297019.1	El005G257950
OG0010454	XP_006296919.1	El005G258000
OG0010455	XP_006297721.1	El005G258010
OG0010456	XP_006296944.1	El005G258230
OG0010457	XP_023641571.1	El005G258360
OG0010458	XP_006300083.2	El005G258410
OG0010459	XP_006297422.1	El005G258560
OG0010460	XP_006297362.1	El005G259060
