Orthogroup	Capsella_rubella	Odontarrhena_muralis
OG0009735	XP_006300843.1	Om005G228800
OG0009736	XP_006302089.1	Om005G228560
OG0009737	XP_006302524.1	Om005G228390
OG0009738	XP_006300370.1	Om005G227660
OG0009739	XP_006301440.1	Om005G227140
OG0009740	XP_006302430.1	Om005G226800
OG0009741	XP_006302563.1	Om005G225720
OG0009742	XP_006301544.1	Om005G225480
OG0009743	XP_006303710.1	Om005G191970
OG0009744	XP_006302067.1	Om005G224470
OG0009745	XP_006295579.1	Om004G156070
OG0009747	XP_006282783.1	Om001G018200
OG0009749	XP_006293558.1	Om008G328460, Om008G328470
OG0009750	XP_006295236.1	Om008G328970
OG0009751	XP_006295975.1	Om008G328990
OG0009752	XP_006294585.1	Om008G329010
OG0009753	XP_006296032.2	Om008G329090
OG0009754	XP_006295098.1	Om008G329160
OG0009755	XP_023640660.1	Om008G329170
OG0009756	XP_006299709.1	Om002G051760
OG0009757	XP_006298963.1	Om002G052300
OG0009758	XP_006279664.1	Om002G052960
OG0009759	XP_006301033.1	Om002G053660
OG0009760	XP_023642236.1, XP_006297667.1	Om002G054320
OG0009761	XP_023642100.1	Om002G054410
OG0009762	XP_006296704.1	Om002G054720
OG0009763	XP_006296711.1	Om002G055480
OG0009764	XP_006296688.1	Om002G055970
OG0009765	XP_006298318.1	Om004G131660
OG0009767	XP_023641416.1	Om003G110260
OG0009768	XP_006280326.1	Om003G110210
OG0009769	XP_006280250.1	Om003G110870
OG0009770	XP_006280184.1	Om003G111290
OG0009771	XP_006281278.1	Om003G111500
OG0009772	XP_006280586.1	Om003G112120
OG0009773	XP_006280292.1	Om003G112150
OG0009774	XP_023640403.1	Om008G325920
OG0009776	XP_006288432.1	Om004G160880
OG0009777	XP_006280621.1	Om003G112960
OG0009778	XP_006280779.1	Om003G113200
OG0009779	XP_006282112.1	Om003G113350
OG0009780	XP_006280002.1	Om003G113480
OG0009781	XP_006280961.1	Om003G113550
OG0009783	XP_006280963.1	Om003G114090
OG0009784	XP_006279561.1	Om003G114140
OG0009785	XP_006279963.1	Om003G114220
OG0009786	XP_006282121.2	Om003G114770
OG0009787	XP_006279677.1	Om003G114660
OG0009788	XP_006279858.1	Om003G114600
OG0009789	XP_006279604.1	Om003G114820
OG0009790	XP_006281523.1	Om003G115120
OG0009791	XP_006281795.1	Om003G115670
OG0009792	XP_006279563.1	Om003G115510
OG0009793	XP_006280970.1	Om003G115430
OG0009794	XP_006280559.1	Om003G115350
OG0009795	XP_006280962.1	Om003G115950
OG0009796	XP_006281141.1	Om003G116230
OG0009797	XP_006281165.1	Om008G341840
OG0009798	XP_006280143.1	Om003G116860
OG0009799	XP_006282076.1	Om003G116990
OG0009800	XP_006280139.1	Om003G117630
OG0009801	XP_006280293.1	Om003G117720
OG0009802	XP_023638928.1	Om003G117940
OG0009803	XP_023639322.1	Om003G118580
OG0009804	XP_006281761.1	Om003G119070
OG0009805	XP_006280707.1	Om006G250430
OG0009806	XP_006280735.1	Om006G250270
OG0009807	XP_006280948.2	Om006G250110
OG0009808	XP_006279738.1	Om006G249890
OG0009809	XP_006279674.1	Om006G249200
OG0009810	XP_006279472.1	Om006G248650
OG0009811	XP_006282050.1	Om006G248580
OG0009812	XP_006281107.1	Om006G248550
OG0009813	XP_006281450.1	Om006G248180
OG0009814	XP_006280397.1	Om006G248110
OG0009815	XP_006281594.1	Om006G248090
OG0009816	XP_006291160.1	Om002G064810, Om003G122860
OG0009817	XP_006306707.1	Om003G092210
OG0009818	XP_006288880.1	Om004G161690
OG0009819	XP_006287412.2	Om004G161740
OG0009820	XP_006287316.1	Om004G162440
OG0009821	XP_023637449.1	Om004G162460
OG0009822	XP_006288920.1	Om004G162500
OG0009823	XP_006288949.1	Om004G162510
OG0009824	XP_023636610.1	Om004G162700
OG0009826	XP_006287382.1	Om004G162870
OG0009827	XP_006288699.1	Om004G163070
OG0009828	XP_006287000.1	Om004G163590
OG0009829	XP_006287007.1	Om004G163680
OG0009830	XP_006286928.1	Om004G164400
OG0009831	XP_006286536.1	Om004G164570
OG0009832	XP_023637226.1	Om004G164680
OG0009833	XP_006286628.1	Om004G164750
OG0009834	XP_006287980.1	Om004G165540, Om004G165550
OG0009835	XP_006287209.1	Om004G165830
OG0009836	XP_006289146.1	Om004G166740
OG0009837	XP_023637322.1	Om006G233140
OG0009838	XP_006288823.2	Om004G166980
OG0009840	XP_023636012.1	Om004G167590
OG0009841	XP_006288987.2	Om004G168020
OG0009842	XP_006288943.1	Om004G168120
OG0009843	XP_006288140.1	Om004G168470
OG0009844	XP_006289951.1	Om004G168760
OG0009845	XP_006292030.1	Om006G264110
OG0009846	XP_006284323.1	Om001G000330
OG0009847	XP_006284068.2	Om001G000910
OG0009848	XP_006282855.1	Om002G075640, Om001G002030
OG0009849	XP_023635261.1	Om001G002130
OG0009850	XP_006282804.2	Om001G002330
OG0009851	XP_006285967.2	Om001G002740
OG0009852	XP_006282457.1	Om001G003130
OG0009853	XP_006283865.1	Om001G003720
OG0009854	XP_006283887.1	Om001G004090
OG0009855	XP_023635682.1	Om001G005020
OG0009856	XP_006286293.1	Om001G006730
OG0009857	XP_006284192.1	Om001G006900
OG0009858	XP_006284907.1	Om001G007910, Om001G007920
OG0009859	XP_006282474.1	Om001G008200
OG0009860	XP_023634182.1	Om001G009970, Om001G009980
OG0009861	XP_006285853.1	Om001G010000
OG0009862	XP_006284275.1	Om001G010500
OG0009863	XP_023635289.1	Om001G010630
OG0009865	XP_006282779.2	Om001G011590
OG0009867	XP_006305078.2	Om001G012590
OG0009868	XP_006306856.1	Om001G013030
OG0009869	XP_006307386.1	Om001G013270
OG0009870	XP_006306779.1	Om001G013310
OG0009871	XP_023632610.1	Om001G013360
OG0009872	XP_023633002.1	Om001G014190
OG0009873	XP_006305300.1	Om001G015850
OG0009875	XP_006306602.2	Om001G016820
OG0009876	XP_006307222.1	Om007G287900
OG0009877	XP_006303429.1	Om007G288420
OG0009878	XP_023640936.1, XP_006307426.2	Om007G288930
OG0009879	XP_023645719.1	Om007G289600
OG0009880	XP_006305157.1	Om007G290100
OG0009881	XP_006307132.1	Om007G290120
OG0009882	XP_006304076.1	Om007G290320
OG0009883	XP_006305775.1	Om007G290470
OG0009884	XP_006303170.1	Om007G290480
OG0009885	XP_006304331.1	Om007G290820
OG0009886	XP_023644924.1	Om007G290860
OG0009887	XP_006306714.1	Om007G290890
OG0009888	XP_006303548.1	Om007G291040
OG0009889	XP_006306276.1	Om007G291410, Om007G291400
OG0009890	XP_006304042.1	Om007G291610
OG0009891	XP_023633710.1	Om001G034610
OG0009892	XP_006283467.1	Om001G034670
OG0009893	XP_006283880.2	Om001G035870
OG0009894	XP_006283516.2	Om001G036090
OG0009895	XP_006282615.2	Om001G036640
OG0009896	XP_006286209.1	Om001G036660
OG0009897	XP_006284125.1	Om001G036750
OG0009898	XP_023634772.1	Om001G036880
OG0009899	XP_023634605.1	Om001G037160
OG0009900	XP_006284580.1	Om001G037220
OG0009902	XP_006284634.1	Om001G037970
OG0009903	XP_006294004.2	Om004G151550
OG0009904	XP_006283789.1	Om001G038260
OG0009905	XP_006282580.1	Om001G038360
OG0009906	XP_006282592.1	Om001G038700
OG0009907	XP_006285339.1	Om001G038830
OG0009908	XP_006285110.1	Om001G038980
OG0009909	XP_006284007.1	Om001G039150
OG0009910	XP_023634603.1	Om001G039210
OG0009911	XP_006283532.1	Om001G039560
OG0009912	XP_006284291.1	Om001G039860
OG0009913	XP_006282455.1	Om001G039930
OG0009914	XP_006284088.1	Om001G040410
OG0009915	XP_006283047.1	Om001G040880
OG0009916	XP_006284600.1	Om001G041050
OG0009917	XP_006283022.1	Om001G041980
OG0009918	XP_006285759.1	Om003G106500
OG0009919	XP_023634586.1	Om003G108670
OG0009920	XP_023635211.1	Om007G314760
OG0009921	XP_023634366.1	Om007G315470
OG0009922	XP_006282998.1	Om007G315570
OG0009923	XP_006285141.1	Om007G315720
OG0009924	XP_023640138.1	Om005G224270, Om005G224240, Om008G339270
OG0009925	XP_006296349.1	Om008G338340
OG0009926	XP_006302292.1	Om005G223010
OG0009927	XP_006290409.1	Om003G126400, Om005G208780
OG0009928	XP_023640668.1	Om008G338570
OG0009929	XP_023641028.1	Om008G338610
OG0009930	XP_006296355.1	Om008G338850
OG0009931	XP_006293716.1	Om008G338920
OG0009932	XP_006295250.1	Om008G338960
OG0009933	XP_006288727.1	Om008G346220
OG0009934	XP_006288223.1	Om008G345970
OG0009935	XP_006287566.2	Om008G343350
OG0009936	XP_006280151.2	Om003G113850
OG0009937	XP_006296020.1	Om008G340480
OG0009938	XP_006294424.1	Om008G340900
OG0009939	XP_023640461.1	Om008G340990
OG0009940	XP_006294085.1	Om008G341010
OG0009941	XP_006281946.1	Om002G086900
OG0009942	XP_023632609.1	Om008G342360
OG0009943	XP_006280831.1	Om008G342880
OG0009944	XP_006287940.1	Om008G346450
OG0009945	XP_006288974.1	Om008G346970, Om008G348220
OG0009946	XP_006288526.1	Om008G347060
OG0009947	XP_006289408.1	Om006G242090
OG0009948	XP_006289081.1	Om008G349860, Om008G349880
OG0009949	XP_006287806.1	Om008G351910
OG0009951	XP_023636830.1	Om008G353440
OG0009952	XP_006288273.1	Om008G353750
OG0009953	XP_006286741.1	Om008G353860
OG0009954	XP_006288768.1	Om008G354010
OG0009955	XP_006286991.1	Om008G354050
OG0009956	XP_006287670.1	Om008G354090, Om008G354100
OG0009957	XP_006286417.1	Om008G354910
OG0009958	XP_006282061.1	Om008G356120, Om008G356090
OG0009959	XP_006279756.1	Om008G357670
OG0009960	XP_006280245.1	Om008G357990
OG0009961	XP_006280623.1	Om008G358160
OG0009962	XP_006280098.1	Om008G358180
OG0009963	XP_006279616.1	Om008G359540
OG0009964	XP_023633566.1	Om008G360010
OG0009965	XP_023641145.1	Om008G360890
OG0009967	XP_006282104.1	Om008G361830
OG0009968	XP_023640836.1	Om008G318780
OG0009969	XP_006281226.1	Om008G362780
OG0009970	XP_006279804.1	Om008G362820, Om006G263120
OG0009971	XP_006282288.1	Om008G362590
OG0009972	XP_006282600.2	Om003G105210
OG0009973	XP_006299555.1	Om002G072070, Om002G072000
OG0009974	XP_006285666.1	Om001G037300
OG0009975	XP_006283788.1	Om003G104180
OG0009976	XP_006290705.1	Om006G253630
OG0009977	XP_006282492.1	Om003G103950
OG0009978	XP_006283531.2	Om003G103770
OG0009979	XP_006283428.1	Om003G103320
OG0009980	XP_006285669.2	Om003G102600
OG0009981	XP_006285018.1	Om003G102360
OG0009982	XP_006299392.1	Om002G069560
OG0009983	XP_006282843.1	Om007G316280
OG0009984	XP_006284753.1	Om007G316320
OG0009985	XP_006285793.1	Om007G316330
OG0009986	XP_006283387.1	Om007G316610
OG0009987	XP_006284071.1, XP_006285899.2	Om007G316620, Om001G005820
OG0009988	XP_006296379.1	Om008G332840
OG0009989	XP_023635495.1	Om007G318150
OG0009991	XP_023634167.1	Om007G318470
OG0009992	XP_023636553.1	Om008G346130
OG0009993	XP_006294213.1	Om008G318730
OG0009994	XP_006295465.1	Om008G319180
OG0009995	XP_006294734.1	Om008G319550
OG0009996	XP_006293732.1	Om008G319590
OG0009997	XP_006293486.1	Om008G320340
OG0009998	XP_006296420.1	Om008G320380
OG0009999	XP_006295223.1	Om008G320540
OG0010000	XP_006294096.1	Om008G321110
OG0010001	XP_006294665.1	Om008G321140
OG0010002	XP_006294469.1	Om008G321590
OG0010003	XP_023639332.1	Om008G322100
OG0010004	XP_006294963.2	Om008G322250
OG0010005	XP_023639687.1	Om008G350040, Om008G322320
OG0010006	XP_006295880.1	Om008G322330
OG0010007	XP_023640804.1	Om008G322820, Om008G322810
OG0010008	XP_023640276.1	Om008G322840
OG0010009	XP_023641815.1	Om002G071340
OG0010010	XP_006296119.1	Om008G324130
OG0010011	XP_006296130.1	Om008G324540
OG0010012	XP_006295957.1	Om008G324550
OG0010013	XP_023640204.1	Om008G324780
OG0010014	XP_006295328.1	Om008G325040
OG0010015	XP_006295887.2	Om008G325640
OG0010016	XP_006294750.1	Om008G325680
OG0010017	XP_023640197.1	Om008G325700
OG0010018	XP_006293776.1	Om008G325760
OG0010019	XP_006294754.1	Om008G327090
OG0010020	XP_023640548.1	Om008G327020
OG0010021	XP_006290488.1	Om003G120860
OG0010022	XP_006293653.1	Om008G327520
OG0010023	XP_023640918.1	Om008G327350
OG0010024	XP_006294747.1	Om008G327870
OG0010025	XP_006294570.1	Om008G327930
OG0010026	XP_006286728.1	Om004G175800
OG0010027	XP_023635907.1	Om004G175810
OG0010028	XP_006287552.1	Om004G175710
OG0010029	XP_006288973.1	Om004G175530
OG0010030	XP_006288557.2	Om004G175340
OG0010031	XP_023635896.1	Om004G175110
OG0010032	XP_006287320.2	Om004G174550
OG0010033	XP_006287832.1	Om004G174480
OG0010034	XP_023636757.1	Om004G174440
OG0010035	XP_023636453.1	Om004G174360
OG0010036	XP_006289737.1	Om004G174230
OG0010037	XP_006287255.1	Om004G174220
OG0010038	XP_006287909.1	Om004G173650
OG0010039	XP_006290048.1	Om004G173590
OG0010040	XP_006288340.1	Om006G241080
OG0010041	XP_006288841.1	Om006G241250
OG0010042	XP_006289461.2	Om006G241120
OG0010043	XP_006290058.1	Om006G241810
OG0010044	XP_006288642.1	Om006G241820
OG0010045	XP_023635867.1	Om006G241960
OG0010046	XP_006289959.1	Om006G241920
OG0010047	XP_006286886.1	Om006G242200
OG0010048	XP_023636298.1	Om006G242210
OG0010049	XP_006287253.1	Om007G299000
OG0010050	XP_006288533.1	Om006G242450
OG0010051	XP_006287555.1	Om006G242620
OG0010052	XP_023637138.1	Om006G242910
OG0010054	XP_006285902.2	Om001G029100
OG0010055	XP_006288937.1	Om006G244100
OG0010056	XP_023639858.1	Om006G244490
OG0010057	XP_006281699.1	Om005G180910, Om006G244780
OG0010058	XP_006281590.1	Om006G244920
OG0010059	XP_006281434.2	Om006G245390
OG0010060	XP_023633603.1	Om006G245910
OG0010061	XP_006304864.2	Om007G288240
OG0010062	XP_006281804.1	Om006G247140
OG0010063	XP_006281506.1	Om006G234460
OG0010064	XP_006281023.1	Om006G234340
OG0010065	XP_006282325.1	Om006G234320
OG0010066	XP_006280996.1	Om006G234270
OG0010067	XP_006281480.1	Om003G117710
OG0010068	XP_023636364.1	Om006G233590
OG0010069	XP_006281242.1	Om006G233300
OG0010070	XP_006280257.1	Om006G233190
OG0010071	XP_006282150.1	Om006G233110
OG0010072	XP_006280248.1	Om006G232390
OG0010073	XP_006279585.1	Om006G232160
OG0010074	XP_006280928.1	Om006G232150
OG0010075	XP_006279648.1	Om006G231510
OG0010076	XP_006280337.2	Om006G231460
OG0010077	XP_006279808.1	Om006G230500
OG0010078	XP_006280131.1	Om006G230290
OG0010079	XP_023632897.1	Om006G230260
OG0010080	XP_006282078.1	Om006G230240
OG0010081	XP_006279753.1	Om006G230220
OG0010082	XP_006280049.1	Om006G229940
OG0010083	XP_006292230.1	Om006G229540
OG0010084	XP_006281424.1	Om006G229460
OG0010085	XP_006291443.1	Om006G257340
OG0010086	XP_006281821.1	Om002G045320
OG0010087	XP_006288658.1	Om004G157110
OG0010088	XP_006290091.1	Om004G157780
OG0010089	XP_006287871.1	Om004G157750
OG0010090	XP_006305253.2	Om005G199880
OG0010091	XP_006288206.2	Om004G158080
OG0010092	XP_006286822.1	Om004G158700
OG0010093	XP_006286501.1	Om004G159050
OG0010094	XP_006289789.1	Om004G159450
OG0010095	XP_006288220.1	Om004G159500
OG0010096	XP_023636023.1	Om004G159740
OG0010097	XP_023636982.1	Om004G160040
OG0010098	XP_006286918.1	Om002G077450, Om004G160230
OG0010099	XP_023636980.1	Om004G160760
OG0010100	XP_006287352.1	Om004G160840
OG0010101	XP_006289383.1	Om007G302180
OG0010102	XP_006289467.1	Om007G302220
OG0010103	XP_006288579.1	Om007G302250
OG0010104	XP_006287141.1	Om007G293090
OG0010105	XP_006281612.1	Om007G277840
OG0010106	XP_023640589.1	Om007G278300
OG0010107	XP_006293875.1	Om007G278400
OG0010108	XP_006293634.1	Om007G279350
OG0010109	XP_006293810.1	Om007G279540
OG0010110	XP_006296168.2	Om007G279900
OG0010111	XP_023639990.1	Om007G280080
OG0010112	XP_006294262.2	Om007G280740
OG0010113	XP_006293809.1	Om007G280960
OG0010114	XP_006294232.1	Om007G281260
OG0010115	XP_006295686.1	Om007G281650
OG0010116	XP_006294335.1	Om007G282060
OG0010117	XP_006294115.1	Om007G282210
OG0010118	XP_006294844.1	Om007G283080
OG0010119	XP_006294914.1	Om007G283450
OG0010120	XP_006295281.2	Om007G283620
OG0010121	XP_023639937.1	Om007G283890
OG0010122	XP_006293415.2	Om007G283910
OG0010123	XP_006294207.1	Om007G283970
OG0010124	XP_006293456.1	Om007G284310
OG0010125	XP_023639993.1	Om007G284320, Om003G111540, Om003G111570
OG0010126	XP_006294958.1	Om002G085390, Om007G284330, Om002G085460, Om003G111550
OG0010127	XP_006295919.1	Om007G284790
OG0010128	XP_006294144.1	Om007G285340
OG0010129	XP_006305064.1	Om007G300970
OG0010130	XP_023640220.1	Om007G285470
OG0010131	XP_006293907.1	Om004G149490
OG0010132	XP_006284633.1	Om001G020380
OG0010133	XP_006297859.1	Om002G042220
OG0010134	XP_006298282.1	Om002G051010, Om002G051030
OG0010135	XP_006279334.1	Om004G177340
OG0010136	XP_006295474.1	Om008G328050
OG0010137	XP_006296485.1, XP_023639540.1	Om008G328130
OG0010139	XP_006283228.1	Om001G017760
OG0010140	XP_006299588.1	Om002G042970
OG0010141	XP_006297334.1	Om002G044160
OG0010142	XP_006297561.1	Om002G044660
OG0010143	XP_006296727.1	Om002G044680
OG0010144	XP_023641782.1	Om002G045140
OG0010145	XP_023641608.1	Om002G045210
OG0010146	XP_006297705.1	Om002G045290
OG0010147	XP_006299021.1	Om002G045370
OG0010148	XP_006300181.1	Om002G046050
OG0010150	XP_006298669.1	Om002G046600
OG0010151	XP_006300157.1	Om002G048010
OG0010152	XP_006298270.1	Om002G049350
OG0010153	XP_023641627.1	Om002G049360
OG0010154	XP_006296956.1	Om002G049630
OG0010155	XP_006297029.1	Om002G049710
OG0010156	XP_023641633.1	Om002G049790
OG0010157	XP_006299404.1	Om002G050560
OG0010158	XP_023641859.1	Om002G050760
OG0010159	XP_006280517.1	Om006G235990
OG0010160	XP_006297350.1	Om002G051170
OG0010161	XP_006294541.1	Om008G330840
OG0010162	XP_006294610.1	Om008G331120
OG0010163	XP_023639375.1	Om008G331080
OG0010164	XP_023639351.1	Om008G331870
OG0010165	XP_006290981.1	Om006G252670
OG0010166	XP_006285254.1, XP_006294945.1, XP_006294913.1	Om008G332620
OG0010167	XP_006293560.1	Om008G333170
OG0010168	XP_006293661.2	Om008G337190
OG0010169	XP_006294346.1	Om008G336820
OG0010170	XP_006293554.1	Om008G336530
OG0010171	XP_006294588.1	Om008G336060
OG0010172	XP_006293970.1	Om008G336020
OG0010173	XP_006294277.1	Om008G335900
OG0010175	XP_023640774.1	Om008G334260, Om008G334350
OG0010176	XP_006293932.1	Om008G334410
OG0010178	XP_023645293.1	Om005G184080
OG0010179	XP_023639402.1	Om008G333290
OG0010180	XP_006304971.1	Om005G196150
OG0010181	XP_006305313.1	Om005G196200
OG0010182	XP_006306572.1	Om005G197750
OG0010183	XP_006306901.1	Om005G198840
OG0010184	XP_006304882.1	Om005G199030
OG0010185	XP_006288411.2	Om006G241770
OG0010186	XP_006305921.1	Om005G199620
OG0010187	XP_006306905.1	Om005G200450
OG0010188	XP_006305702.1	Om005G200560
OG0010189	XP_023645506.1	Om005G201170
OG0010190	XP_006305448.1	Om005G201380
OG0010191	XP_006306884.1	Om005G201490
OG0010192	XP_006305428.1	Om005G202060
OG0010193	XP_023645706.1	Om005G202090
OG0010194	XP_006305349.2	Om005G202100, Om004G170760
OG0010195	XP_006304543.1	Om005G202130
OG0010196	XP_023632608.1	Om005G202190
OG0010197	XP_023632599.1	Om005G202560
OG0010198	XP_023645122.1	Om005G202850
OG0010199	XP_006306795.1	Om005G202860
OG0010200	XP_006305193.1	Om005G202990
OG0010201	XP_006303575.2	Om005G203270
OG0010202	XP_023645777.1	Om005G204080
OG0010203	XP_023643873.1, XP_023645193.1	Om005G204110
OG0010204	XP_006300758.1	Om004G134360
OG0010205	XP_006307074.1	Om005G205190
OG0010206	XP_006305279.1	Om005G205370
OG0010207	XP_006303297.1	Om005G205530
OG0010208	XP_006303687.1	Om005G205730
OG0010209	XP_023632821.1	Om004G143620
OG0010210	XP_006300838.1	Om005G207560
OG0010211	XP_006306743.1	Om004G144500
OG0010212	XP_023645815.1	Om004G145250
OG0010214	XP_006303022.1	Om005G209690
OG0010215	XP_006304208.2	Om004G146410
OG0010216	XP_006307409.1	Om004G146760
OG0010217	XP_006307543.1	Om004G146920
OG0010218	XP_006302558.1	Om005G211320
OG0010220	XP_023632983.1	Om004G147710
OG0010221	XP_023633285.1	Om004G147720
OG0010222	XP_006305633.1	Om004G148380
OG0010223	XP_006286279.1	Om006G240760
OG0010224	XP_006282460.1	Om007G285940
OG0010225	XP_006282692.2	Om007G285970
OG0010226	XP_023635453.1	Om007G286080
OG0010227	XP_006285766.1	Om007G286090
OG0010228	XP_006284146.1	Om007G286790
OG0010229	XP_006293557.1	Om004G149240
OG0010231	XP_006294695.2	Om004G153410, Om018G374070
OG0010235	XP_006293851.1	Om004G155400, Om004G153000
OG0010236	XP_023639596.1	Om004G154880, Om004G152230
OG0010237	XP_006293563.1	Om004G152220, Om004G154870
OG0010239	XP_006295757.1	Om004G154380
OG0010240	XP_023639717.1	Om004G155860
OG0010241	XP_006294633.1	Om004G156380
OG0010242	XP_006303906.1	Om005G195800
OG0010243	XP_006303664.1	Om005G195680
OG0010244	XP_006305605.1	Om005G195190
OG0010245	XP_006305389.1	Om005G194610
OG0010246	XP_006306018.2	Om005G194380
OG0010247	XP_006306673.1	Om005G194090
OG0010248	XP_006306205.1	Om005G193050
OG0010249	XP_006307668.1	Om005G193060
OG0010250	XP_006307593.1	Om005G192870
OG0010251	XP_006307300.1	Om005G191760
OG0010252	XP_006307627.1	Om005G190180
OG0010253	XP_023645552.1	Om004G131880
OG0010254	XP_006305343.1	Om005G189800
OG0010255	XP_006306825.1	Om005G189670
OG0010256	XP_006304323.1	Om005G189310
OG0010257	XP_006303794.1	Om005G189020
OG0010258	XP_006306617.1	Om005G187730
OG0010259	XP_006305117.2	Om005G187560
OG0010260	XP_006305684.1	Om005G187130
OG0010261	XP_023644971.1	Om005G187000
OG0010262	XP_006305493.1	Om005G186850
OG0010263	XP_006307115.1	Om005G185410
OG0010264	XP_006305915.1	Om003G100720, Om005G184290
OG0010265	XP_006304842.2	Om005G183930
OG0010267	XP_006303598.1	Om005G183130
OG0010268	XP_006304385.1	Om005G182810
OG0010269	XP_023632544.1	Om005G182780
OG0010271	XP_006303896.2	Om005G182450
OG0010272	XP_006304447.1	Om005G181990
OG0010273	XP_006307005.1	Om005G181930
OG0010274	XP_006305045.1	Om005G181650
OG0010275	XP_006303772.1	Om005G181440
OG0010276	XP_006304640.1	Om005G181050
OG0010277	XP_006304565.1	Om005G181010
OG0010279	XP_006304480.1	Om005G180810
OG0010280	XP_006307283.1	Om005G180840
OG0010281	XP_006303226.1	Om005G180220
OG0010282	XP_006304497.1	Om005G179840
OG0010283	XP_006303365.2	Om005G179430
OG0010284	XP_006303227.1	Om005G179210, Om005G179250
OG0010285	XP_023632962.1	Om005G179300
OG0010286	XP_006307598.1	Om005G178440
OG0010287	XP_006287010.1	Om007G302010
OG0010288	XP_023636005.1	Om007G301550
OG0010289	XP_006288442.1	Om007G300920
OG0010290	XP_006288895.1	Om007G299560
OG0010291	XP_006287005.1	Om007G299820
OG0010292	XP_006287232.1	Om007G298230
OG0010293	XP_023637405.1	Om007G297960
OG0010294	XP_006286588.1	Om007G297970
OG0010295	XP_006287043.1	Om007G297850
OG0010296	XP_006289224.1	Om007G297340
OG0010297	XP_006287994.2	Om007G297260
OG0010298	XP_006286395.1	Om007G296710
OG0010299	XP_006297729.1	Om002G045630
OG0010300	XP_023636587.1	Om007G295940
OG0010301	XP_006289614.2	Om007G295100
OG0010302	XP_006288364.1	Om007G294790
OG0010303	XP_006283948.1	Om001G030760
OG0010304	XP_023635884.1	Om007G293380
OG0010305	XP_006287322.1	Om007G293220
OG0010307	XP_023635881.1	Om001G032820
OG0010309	XP_006279825.1	Om007G303720, Om007G303740
OG0010310	XP_006280939.1	Om007G303730
OG0010311	XP_006282305.1	Om007G304270
OG0010312	XP_006280980.1	Om007G303820
OG0010314	XP_006298287.1	Om002G050080
OG0010315	XP_006289509.1	Om004G161080
OG0010316	XP_006286550.1	Om004G169560
OG0010317	XP_006285988.1	Om003G099840, Om005G178300
OG0010318	XP_006287604.1	Om004G170250
OG0010319	XP_006289850.2	Om004G170330
OG0010320	XP_006288840.1	Om004G170450
OG0010321	XP_006290162.1	Om004G171180
OG0010322	XP_006287674.1	Om004G171250
OG0010323	XP_023636697.1	Om004G171410
OG0010324	XP_006287390.1	Om004G171630
OG0010325	XP_006288738.1	Om004G171780, Om004G171730
OG0010326	XP_006289507.1	Om004G171830
OG0010327	XP_006287452.1	Om004G171920
OG0010328	XP_006289555.1	Om004G171930
OG0010329	XP_023636663.1	Om004G172220
OG0010330	XP_006287668.1	Om004G172200
OG0010331	XP_006288766.1	Om006G240610
OG0010332	XP_006288624.1	Om006G239850
OG0010333	XP_006289014.1	Om006G239260
OG0010334	XP_006289195.1	Om006G239130
OG0010335	XP_006288115.1	Om006G239220
OG0010336	XP_023637297.1	Om006G238710
OG0010337	XP_006287257.1	Om006G238650
OG0010338	XP_006286847.1	Om006G238430
OG0010339	XP_006286666.1	Om006G238100
OG0010340	XP_006288494.1	Om006G237480
OG0010341	XP_023633535.1	Om006G237290
OG0010342	XP_006280989.1	Om006G236660
OG0010343	XP_006280030.1	Om006G236540
OG0010344	XP_006282202.1	Om006G235700
OG0010346	XP_006282015.1	Om006G235450
OG0010347	XP_006280205.1	Om006G235100
OG0010348	XP_006279871.1	Om006G247930
OG0010349	XP_006292094.1	Om006G257350
OG0010351	XP_006291985.1	Om006G258180
OG0010352	XP_006292459.1	Om006G258190
OG0010353	XP_006292247.2	Om006G258720
OG0010354	XP_006290602.1	Om006G260120
OG0010355	XP_006292572.1	Om006G260850
OG0010356	XP_006293152.1	Om006G260950
OG0010357	XP_006290899.1	Om006G261780
OG0010358	XP_006291189.1	Om006G261890
OG0010359	XP_023638656.1	Om006G262330, Om005G214270
OG0010360	XP_006291469.2	Om006G262940
OG0010361	XP_006293069.1	Om006G263560
OG0010362	XP_023638007.1	Om006G263870
OG0010363	XP_023638466.1	Om005G184940
OG0010364	XP_006291596.1	Om006G267650
OG0010365	XP_006279377.1	Om006G268900
OG0010366	XP_006290745.1, XP_006279395.2	Om006G269030
OG0010367	XP_006290507.1	Om006G268690
OG0010368	XP_006293319.2, XP_023638557.1	Om004G134210
OG0010369	XP_006290516.1, XP_006290517.1	Om006G231160
OG0010371	XP_023644076.1	Om005G212290
OG0010372	XP_006302814.1	Om005G211270
OG0010373	XP_006302467.2	Om005G211680
OG0010374	XP_023643527.1	Om005G210650
OG0010375	XP_006300943.1	Om005G210590
OG0010376	XP_006301264.1	Om005G210340
OG0010377	XP_023644108.1	Om005G210460
OG0010379	XP_023644066.1	Om005G209750
OG0010380	XP_006300725.1	Om005G209700
OG0010381	XP_023644113.1	Om005G209470
OG0010382	XP_006302511.1	Om005G208080
OG0010383	XP_006302853.1	Om005G206800
OG0010384	XP_006300960.1	Om005G206600
OG0010385	XP_006301512.1	Om005G205990
OG0010386	XP_006301744.2	Om004G142920
OG0010387	XP_006302488.1	Om004G133430
OG0010388	XP_006302909.1	Om004G133990
