Orthogroup	Capsella_rubella	Cardamine_glauca
OG0006891	XP_023639017.1	Cg003G113170
OG0006892	XP_006280422.2	Cg004G143170, Cg003G113080
OG0006893	XP_006282319.1	Cg003G113340
OG0006894	XP_006279476.2	Cg003G113510
OG0006895	XP_006279973.1	Cg003G114200
OG0006896	XP_023644482.1	Cg003G114240
OG0006897	XP_006280866.1	Cg003G114360
OG0006898	XP_006302484.1	Cg007G268050
OG0006899	XP_006281171.1	Cg003G115450
OG0006901	XP_006280758.1	Cg003G115500
OG0006902	XP_006288414.1	Cg003G075920
OG0006903	XP_006286453.1	Cg003G076140
OG0006904	XP_023636202.1	Cg014G332970, Cg003G076600
OG0006905	XP_006286877.1	Cg014G333210, Cg003G076380
OG0006906	XP_006289538.2	Cg003G076960, Cg014G332640
OG0006907	XP_006288366.1	Cg003G077280, Cg014G332340
OG0006908	XP_006306361.1	Cg006G244310
OG0006909	XP_006286902.1	Cg014G331620, Cg003G078070
OG0006910	XP_006287436.1	Cg003G078990, Cg003G094960
OG0006911	XP_006288698.2	Cg003G079070, Cg003G094870
OG0006912	XP_006287671.2	Cg003G094770, Cg003G079230
OG0006913	XP_023637211.1	Cg003G094610, Cg003G079400
OG0006914	XP_006304253.1	Cg006G242730
OG0006915	XP_023638898.1	Cg008G319930
OG0006916	XP_006280634.1	Cg008G319850
OG0006917	XP_006282250.1	Cg008G319760
OG0006918	XP_006293864.1	Cg005G173280
OG0006919	XP_006293609.1	Cg005G173590
OG0006920	XP_023640592.1	Cg005G174470
OG0006921	XP_023639632.1	Cg005G173990
OG0006922	XP_006296101.1	Cg005G173930
OG0006923	XP_023639639.1	Cg005G173920
OG0006925	XP_023639755.1	Cg005G174180
OG0006926	XP_006296077.2	Cg005G174230
OG0006927	XP_006296504.1	Cg005G174490
OG0006928	XP_006296107.1	Cg005G174630
OG0006929	XP_023640141.1	Cg005G174900
OG0006930	XP_006296254.1	Cg005G174940
OG0006931	XP_006294867.2	Cg005G175110
OG0006932	XP_006293717.1	Cg005G175700
OG0006933	XP_023640248.1	Cg005G175990
OG0006934	XP_023639373.1	Cg005G176190
OG0006935	XP_006294402.2	Cg005G176470
OG0006936	XP_006306669.1	Cg006G239270
OG0006937	XP_006296371.1	Cg005G176720
OG0006938	XP_006296397.1	Cg005G176810
OG0006939	XP_023640033.1	Cg005G177310
OG0006940	XP_006295222.1	Cg005G177910
OG0006941	XP_006295153.1	Cg005G178190
OG0006942	XP_006295104.2	Cg005G178420
OG0006943	XP_006296222.1	Cg005G178670
OG0006944	XP_006296175.1	Cg005G178890
OG0006945	XP_006294238.1	Cg005G182340
OG0006946	XP_006294822.1	Cg005G182120
OG0006947	XP_006294834.2	Cg005G181900
OG0006948	XP_006295959.1	Cg005G181200
OG0006949	XP_006293742.1	Cg005G180560
OG0006950	XP_023639554.1	Cg005G186190
OG0006951	XP_006293368.1	Cg005G186480
OG0006952	XP_006294326.1	Cg005G186790
OG0006953	XP_023641069.1	Cg004G116730
OG0006954	XP_006284348.1	Cg001G014300
OG0006955	XP_023634960.1	Cg001G013760
OG0006956	XP_006298265.1	Cg004G116830
OG0006957	XP_006299849.1	Cg004G117050
OG0006958	XP_006299569.1	Cg004G117070
OG0006959	XP_006297997.1	Cg004G117290
OG0006960	XP_006296709.1	Cg004G117710
OG0006961	XP_006297370.2	Cg004G117800
OG0006962	XP_006296988.1	Cg004G118020
OG0006963	XP_006299229.1	Cg004G118160
OG0006964	XP_006297191.1	Cg004G118230
OG0006965	XP_006298513.1	Cg004G119310
OG0006966	XP_006299967.1	Cg004G119430
OG0006967	XP_006297167.1	Cg004G119530
OG0006968	XP_023642559.1	Cg004G120770, Cg004G119730
OG0006969	XP_006299637.1	Cg004G119920
OG0006970	XP_023641442.1	Cg004G120020
OG0006971	XP_006299205.1	Cg004G120190
OG0006972	XP_006298299.1	Cg004G120470
OG0006973	XP_023641799.1	Cg004G120630
OG0006974	XP_006297554.1	Cg004G121120
OG0006975	XP_006298408.1	Cg004G121270
OG0006976	XP_006299758.1	Cg004G121890
OG0006977	XP_006297437.1	Cg004G121900
OG0006978	XP_006298729.1	Cg004G121990
OG0006979	XP_006299272.1	Cg004G122160
OG0006980	XP_006298039.1	Cg004G122210
OG0006981	XP_023635873.1	Cg008G298860
OG0006982	XP_006298475.1	Cg004G122840
OG0006983	XP_006298387.2	Cg004G122860
OG0006984	XP_006297183.1	Cg004G123090
OG0006985	XP_023642769.1	Cg004G123230
OG0006986	XP_006297192.1	Cg004G123500
OG0006987	XP_006297465.1	Cg004G123910
OG0006988	XP_023641404.1	Cg004G124630
OG0006989	XP_006294672.2	Cg005G165950
OG0006990	XP_006293879.1	Cg005G166030
OG0006991	XP_006293855.1	Cg005G166140
OG0006992	XP_006293994.1	Cg005G166400
OG0006993	XP_006294342.1	Cg005G166480
OG0006994	XP_006293498.1	Cg005G166650
OG0006995	XP_006294709.1	Cg005G166990
OG0006996	XP_006296100.1	Cg005G166900
OG0006997	XP_023640693.1	Cg005G167420
OG0006998	XP_006295813.2	Cg005G167480
OG0006999	XP_006293497.2	Cg005G167550
OG0007000	XP_006294866.1	Cg005G167560
OG0007001	XP_006295617.1	Cg005G170690
OG0007002	XP_006295062.1	Cg005G170660
OG0007003	XP_006296415.1	Cg005G170520
OG0007004	XP_006294872.1	Cg005G170480
OG0007005	XP_006295719.1	Cg005G170380
OG0007006	XP_006296104.1	Cg005G170300
OG0007007	XP_006294200.1	Cg005G170100
OG0007008	XP_006294887.1	Cg005G169400
OG0007009	XP_006294743.1	Cg005G169250
OG0007010	XP_006294639.2	Cg005G169170
OG0007011	XP_006294615.1	Cg005G169130
OG0007012	XP_006295072.1	Cg005G169060
OG0007013	XP_006294549.1	Cg005G168550
OG0007014	XP_006295634.1	Cg005G168090
OG0007015	XP_006294268.1	Cg005G167800
OG0007017	XP_006300673.1	Cg007G280880
OG0007018	XP_023645480.1	Cg006G229640
OG0007019	XP_006298455.1	Cg004G128460
OG0007020	XP_006305740.1	Cg006G229120
OG0007021	XP_006307037.2	Cg006G229070
OG0007022	XP_006306123.1	Cg006G228860
OG0007023	XP_006302551.1	Cg007G272760
OG0007024	XP_006304112.1	Cg006G228360
OG0007025	XP_006306735.1	Cg003G087310, Cg006G228310
OG0007026	XP_006306902.1	Cg006G228150
OG0007027	XP_006303242.1	Cg006G228060
OG0007028	XP_023632786.1	Cg006G227430
OG0007029	XP_006306072.1	Cg006G227020
OG0007030	XP_023644829.1	Cg006G227010
OG0007031	XP_006306071.1	Cg006G226810
OG0007032	XP_006306645.1	Cg006G226790
OG0007033	XP_006306267.1	Cg006G226460
OG0007034	XP_006307208.1	Cg006G226330
OG0007035	XP_006306922.2	Cg006G225350
OG0007036	XP_006303357.1	Cg006G225100
OG0007037	XP_006307400.1	Cg006G224610
OG0007038	XP_006307634.1	Cg006G224130
OG0007039	XP_006303459.1	Cg006G224080
OG0007040	XP_023632744.1	Cg006G223940
OG0007041	XP_006306470.1, XP_023644025.1	Cg006G223890
OG0007042	XP_006301717.1	Cg007G272250
OG0007043	XP_006304946.1	Cg006G222420
OG0007044	XP_006304729.1	Cg006G222070
OG0007045	XP_023645578.1	Cg006G221950
OG0007046	XP_006303932.1	Cg006G221650
OG0007047	XP_023645470.1	Cg006G220300
OG0007048	XP_006303472.1	Cg006G219690
OG0007049	XP_006305552.1	Cg006G219520
OG0007050	XP_006282893.1	Cg001G016570
OG0007051	XP_006283726.1	Cg001G016280
OG0007052	XP_023635579.1	Cg001G016170
OG0007053	XP_023633167.1	Cg003G098140
OG0007054	XP_006283929.1	Cg001G013030
OG0007055	XP_006296338.1	Cg005G190370
OG0007056	XP_006294399.1	Cg005G191180
OG0007057	XP_006296084.1	Cg005G168380
OG0007058	XP_006294623.1	Cg005G191950
OG0007059	XP_006293421.1	Cg005G192640
OG0007060	XP_006294110.1	Cg005G193890
OG0007061	XP_006280361.1	Cg008G312950
OG0007062	XP_006305840.1	Cg006G231360
OG0007063	XP_006303725.1	Cg006G231740
OG0007064	XP_006306963.1	Cg006G232080
OG0007065	XP_023644843.1	Cg006G232710
OG0007066	XP_006303934.1	Cg006G232900
OG0007067	XP_006306102.1	Cg006G232960
OG0007068	XP_006303251.1	Cg006G233460
OG0007069	XP_006305499.1	Cg006G233500
OG0007070	XP_006304804.1	Cg006G234010
OG0007072	XP_006304047.1	Cg006G234750
OG0007073	XP_006307556.1	Cg006G234780
OG0007074	XP_023644819.1	Cg006G234910
OG0007075	XP_006303554.1	Cg006G234930
OG0007076	XP_006304481.2	Cg006G235700
OG0007077	XP_006307457.1	Cg006G235960
OG0007078	XP_006305720.1	Cg006G236280
OG0007079	XP_006306713.1	Cg006G236290
OG0007080	XP_006304709.1	Cg006G236800
OG0007081	XP_006306703.1	Cg006G237050
OG0007082	XP_023644669.1	Cg006G237220
OG0007083	XP_006305247.1	Cg006G237750
OG0007084	XP_006295169.1	Cg005G159210
OG0007085	XP_006303645.1, XP_006303842.1	Cg006G238620, Cg006G238640
OG0007086	XP_023633268.1	Cg006G238840
OG0007087	XP_023645703.1	Cg006G238850
OG0007088	XP_006303778.2	Cg006G239360
OG0007089	XP_006280561.1	Cg003G097110
OG0007090	XP_006285283.1	Cg001G007210
OG0007091	XP_006305076.1	Cg006G240000
OG0007092	XP_006306294.1	Cg006G240120
OG0007093	XP_006304227.2	Cg006G240580
OG0007094	XP_023644965.1	Cg006G241430
OG0007095	XP_006305438.1	Cg006G241630
OG0007096	XP_023645916.1	Cg006G241740
OG0007097	XP_006304991.2	Cg006G241830
OG0007098	XP_006304286.1	Cg006G241870
OG0007099	XP_006306530.1	Cg006G242190
OG0007100	XP_006304592.1	Cg006G242510
OG0007101	XP_006305751.2	Cg006G242610
OG0007102	XP_006306600.1	Cg006G243390
OG0007103	XP_006307347.1	Cg006G243410
OG0007104	XP_006279280.2, XP_006304742.1	Cg006G243460
OG0007105	XP_023645463.1, XP_006285889.1, XP_006279282.2	Cg006G243480
OG0007106	XP_023645957.1	Cg006G244710
OG0007107	XP_006290290.1	Cg002G055330
OG0007108	XP_023645988.1	Cg006G245330
OG0007109	XP_006286583.1	Cg008G294540
OG0007110	XP_006289133.1	Cg008G294500
OG0007111	XP_006288790.1	Cg008G294480
OG0007112	XP_006287113.1	Cg008G294360
OG0007113	XP_006288419.1	Cg008G295030
OG0007114	XP_006288784.1	Cg008G295680
OG0007115	XP_006286841.1, XP_023637199.1	Cg008G295450
OG0007116	XP_006286878.1	Cg008G295970
OG0007117	XP_006286538.1	Cg008G296660
OG0007118	XP_006287270.1	Cg008G296850
OG0007119	XP_006288141.1	Cg008G296860
OG0007120	XP_006288955.1	Cg008G297200
OG0007121	XP_006290189.1	Cg008G297550
OG0007122	XP_023636878.1	Cg008G297710
OG0007123	XP_006287474.1	Cg008G299030
OG0007124	XP_006287742.1	Cg008G299630
OG0007125	XP_006286926.1	Cg008G306040
OG0007126	XP_023637040.1	Cg008G306140
OG0007127	XP_006290009.1	Cg008G306570
OG0007128	XP_006286519.1	Cg008G306990
OG0007129	XP_006287954.1	Cg008G307730
OG0007130	XP_006281254.1	Cg008G308360
OG0007131	XP_006280770.1	Cg008G309190, Cg008G310950
OG0007132	XP_006279794.1	Cg008G311090, Cg008G309290
OG0007133	XP_006280190.1	Cg008G312310
OG0007135	XP_006288037.1	Cg008G293640
OG0007136	XP_006289710.1	Cg008G287810
OG0007137	XP_006288803.1	Cg008G287580
OG0007138	XP_006288164.1	Cg008G287390
OG0007139	XP_006287212.1	Cg008G293620
OG0007140	XP_006288814.1	Cg008G293610
OG0007141	XP_006289999.1	Cg008G287160
OG0007142	XP_023635921.1	Cg008G286360
OG0007143	XP_006288507.1	Cg008G285930
OG0007144	XP_006287219.1	Cg008G285730
OG0007145	XP_006289521.1	Cg008G285790
OG0007146	XP_006288296.1	Cg008G285320
OG0007147	XP_006287950.1	Cg008G299940, Cg008G299950
OG0007148	XP_006288129.1	Cg008G305550
OG0007149	XP_006289163.1	Cg008G305510
OG0007150	XP_006287378.1	Cg008G305490
OG0007151	XP_006288745.1	Cg008G304670
OG0007152	XP_006287981.1, XP_006289494.1	Cg008G304640
OG0007153	XP_006286769.1	Cg008G304460
OG0007154	XP_006288231.1	Cg008G304450
OG0007155	XP_006288613.1	Cg008G303950
OG0007156	XP_006287402.2	Cg008G303770
OG0007157	XP_006288314.2	Cg008G303760
OG0007158	XP_006291794.1	Cg002G058050
OG0007159	XP_006289897.1	Cg008G303070, Cg008G303330
OG0007160	XP_006288138.1	Cg008G303240
OG0007161	XP_006287711.1	Cg008G303010
OG0007162	XP_006288850.1	Cg008G303000
OG0007163	XP_006282052.1	Cg003G108560
OG0007164	XP_006280281.2	Cg003G108620
OG0007165	XP_006280693.1	Cg003G108680
OG0007166	XP_006281203.1	Cg003G108960
OG0007167	XP_023632559.1	Cg003G109260
OG0007168	XP_006282124.1	Cg003G110220
OG0007169	XP_006280917.1	Cg003G110290
OG0007170	XP_006280220.1	Cg003G110360
OG0007171	XP_006280949.1	Cg003G110550
OG0007172	XP_006290393.2	Cg002G058970
OG0007173	XP_006280732.1, XP_006279846.1	Cg003G110800
OG0007174	XP_006281118.1	Cg003G106310
OG0007175	XP_006291611.1	Cg002G055940
OG0007176	XP_006292132.1	Cg002G057060
OG0007177	XP_023638241.1	Cg002G057250
OG0007178	XP_006290817.1	Cg002G058890
OG0007179	XP_006279959.1	Cg003G110440
OG0007179	XP_006290560.1	Cg002G059050
OG0007180	XP_006291760.1	Cg002G059400
OG0007181	XP_006292235.2	Cg002G060090
OG0007182	XP_006292104.1	Cg007G277770
OG0007183	XP_006292759.2	Cg002G062320
OG0007184	XP_006290826.1	Cg002G062410
OG0007185	XP_006292677.1	Cg002G063610
OG0007186	XP_006290429.1	Cg002G064340
OG0007187	XP_006302407.1	Cg007G267390
OG0007188	XP_023644114.1	Cg007G267340
OG0007189	XP_006291716.1	Cg002G045270
OG0007190	XP_023641837.1	Cg004G124540
OG0007191	XP_023644088.1	Cg007G269520
OG0007192	XP_006302342.1	Cg007G269930
OG0007193	XP_006302734.2	Cg007G268290
OG0007195	XP_023644301.1	Cg007G270320
OG0007196	XP_006303019.1	Cg007G270400
OG0007197	XP_006302873.1	Cg007G271250
OG0007198	XP_023643546.1	Cg007G271380
OG0007199	XP_006300583.1, XP_023632730.1	Cg007G271460
OG0007200	XP_006301010.1	Cg007G271700, Cg007G271690
OG0007201	XP_006302855.1	Cg007G272150
OG0007202	XP_006302677.1	Cg007G272340
OG0007203	XP_006289190.1	Cg008G300340
OG0007204	XP_006300975.1	Cg007G278950
OG0007205	XP_006300460.1	Cg007G278320
OG0007207	XP_006302591.1	Cg007G277980
OG0007208	XP_006302133.1	Cg007G277900
OG0007209	XP_006301259.1	Cg007G277370
OG0007210	XP_006301620.1	Cg007G277090
OG0007211	XP_006301451.1	Cg007G276890
OG0007212	XP_006302690.1	Cg007G276670
OG0007213	XP_023643459.1	Cg007G276280
OG0007214	XP_023643874.1	Cg007G276260
OG0007215	XP_006300328.1	Cg007G275440
OG0007216	XP_006300491.1	Cg007G275380
OG0007217	XP_006302562.2	Cg007G275310
OG0007218	XP_023643684.1	Cg007G275290
OG0007219	XP_023642846.1	Cg007G274950
OG0007220	XP_006300512.1	Cg007G274200
OG0007221	XP_006302743.2	Cg007G273660
OG0007222	XP_006294586.1	Cg005G175370
OG0007223	XP_006302100.1	Cg007G273260
OG0007224	XP_023643149.1	Cg007G272840
OG0007225	XP_006302801.1	Cg007G279070, Cg007G279010
OG0007226	XP_006301840.1	Cg007G279360
OG0007227	XP_023642484.1	Cg004G126160
OG0007228	XP_006301697.1	Cg007G279960
OG0007229	XP_006300360.1	Cg007G280030
OG0007230	XP_006301913.1	Cg007G280260
OG0007231	XP_006306900.2	Cg006G229900
OG0007232	XP_006300358.1	Cg007G281500
OG0007233	XP_006302528.1	Cg007G280520
OG0007234	XP_006301140.1	Cg007G280570
OG0007235	XP_006302811.1	Cg007G280900
OG0007236	XP_006302184.1	Cg007G280770, Cg007G280990
OG0007237	XP_006306593.1	Cg006G230130
OG0007238	XP_006303727.1	Cg007G281260
OG0007239	XP_023642928.1	Cg007G281300, Cg003G091240
OG0007240	XP_006300100.2	Cg004G128770
OG0007241	XP_006297672.1	Cg004G128810
OG0007243	XP_006297518.1	Cg004G129610
OG0007244	XP_006298101.1	Cg004G129780
OG0007245	XP_006296843.1	Cg004G130270
OG0007246	XP_006299671.1	Cg004G130320
OG0007247	XP_023642351.1	Cg004G130720
OG0007248	XP_006298390.1	Cg004G131720
OG0007249	XP_006300207.1	Cg004G131890
OG0007250	XP_006299741.1	Cg004G131960
OG0007251	XP_006298791.1	Cg004G132150
OG0007252	XP_006298512.1	Cg004G132200
OG0007253	XP_006299634.1	Cg004G132420
OG0007254	XP_006297115.1	Cg004G132430
OG0007255	XP_006298133.1	Cg004G132520
OG0007256	XP_006297618.2	Cg004G132580
OG0007257	XP_006299498.2	Cg004G134970
OG0007258	XP_006299552.2	Cg004G133520
OG0007259	XP_006296888.1	Cg004G133680
OG0007260	XP_006298577.1	Cg004G134000
OG0007261	XP_006298110.1	Cg004G134320
OG0007262	XP_006299873.1	Cg004G134360
OG0007263	XP_006298977.1	Cg004G134510
OG0007264	XP_023641577.1	Cg004G134650
OG0007265	XP_006298386.1	Cg004G134730
OG0007266	XP_006297109.1	Cg004G135130
OG0007267	XP_006297199.1	Cg004G135430
OG0007268	XP_006297926.1	Cg004G135580
OG0007269	XP_006297417.2	Cg004G135950
OG0007270	XP_006297872.1	Cg004G136030
OG0007271	XP_023641345.1	Cg004G136110
OG0007272	XP_006297212.2	Cg004G136180
OG0007273	XP_006297520.1	Cg004G136460
OG0007274	XP_006297736.1	Cg004G136790
OG0007275	XP_006296794.1	Cg004G137070
OG0007276	XP_023642727.1	Cg004G137840
OG0007277	XP_006298157.1	Cg004G138150
OG0007278	XP_006300191.1	Cg004G138590
OG0007279	XP_006297976.1	Cg004G138470
OG0007280	XP_006298617.1	Cg004G138430
OG0007281	XP_006297948.1	Cg004G138330
OG0007282	XP_006298614.1	Cg004G139290
OG0007283	XP_023641622.1	Cg004G139390
OG0007284	XP_006298011.1	Cg004G139530
OG0007285	XP_006298438.1	Cg004G139540
OG0007286	XP_006298746.1	Cg004G139700
OG0007287	XP_006299670.2	Cg004G139840, Cg004G139830
OG0007288	XP_023642485.1	Cg004G139940
OG0007289	XP_006298111.1	Cg004G141180
OG0007290	XP_006297936.1	Cg004G141290
OG0007291	XP_006296979.1, XP_006296927.1	Cg004G141360
OG0007292	XP_006297507.1	Cg004G141650
OG0007293	XP_006297196.1	Cg004G141750
OG0007294	XP_006298308.1	Cg004G142270
OG0007295	XP_006296716.1	Cg004G142410
OG0007296	XP_006300115.1	Cg004G147340
OG0007297	XP_006295763.1, XP_006293517.1, XP_006286730.1	Cg005G179130
OG0007298	XP_006297461.1	Cg004G147140
OG0007299	XP_006296617.2	Cg004G149750, Cg004G150910
OG0007300	XP_006296817.1	Cg004G152270
OG0007301	XP_006298034.1	Cg004G153010
OG0007302	XP_006298842.1	Cg004G153310
OG0007303	XP_006300131.1	Cg004G153800
OG0007304	XP_006296673.2, XP_006299700.2	Cg004G154280
OG0007305	XP_006298804.1	Cg004G155210
OG0007306	XP_023641516.1	Cg004G155590
OG0007307	XP_006298182.1	Cg004G155930
OG0007308	XP_006297759.1	Cg004G156800
OG0007309	XP_006297280.1	Cg004G128390
OG0007310	XP_006303152.1	Cg006G194740
OG0007311	XP_023645808.1	Cg006G194950
OG0007312	XP_006305837.1	Cg006G195050
OG0007313	XP_006307089.1	Cg006G195800
OG0007314	XP_006304887.1	Cg006G197190
OG0007315	XP_006303216.2	Cg006G197480
OG0007316	XP_006306297.1	Cg006G197550
OG0007317	XP_006304889.1	Cg006G198020
OG0007318	XP_006304879.1	Cg006G198160
OG0007319	XP_006305613.1	Cg006G199640
OG0007320	XP_006305107.1	Cg006G200280
OG0007321	XP_006303438.1	Cg006G201090
OG0007322	XP_006306550.1	Cg006G200730
OG0007323	XP_023644589.1	Cg006G201480
OG0007324	XP_006307583.1	Cg006G201630
OG0007325	XP_023632605.1	Cg006G201960
OG0007326	XP_006285255.1	Cg001G025030
OG0007327	XP_006283974.1	Cg001G025050
OG0007328	XP_006284766.1	Cg001G025390
OG0007329	XP_006293953.1	Cg005G171790
OG0007330	XP_006293570.1	Cg005G171810
OG0007331	XP_006297966.1	Cg002G054750
OG0007332	XP_006292069.1	Cg002G054730
OG0007333	XP_006292558.1	Cg002G054440
OG0007334	XP_006290607.1	Cg002G054310
OG0007335	XP_006291053.1	Cg002G054300
OG0007336	XP_023638546.1	Cg002G053430
OG0007337	XP_006292505.1	Cg002G055020
OG0007339	XP_006291188.1	Cg002G052170
OG0007340	XP_006290763.2	Cg002G051970
OG0007341	XP_006291772.1	Cg002G051650
OG0007342	XP_006291982.1	Cg002G050990
OG0007343	XP_006283519.1	Cg001G007940
OG0007344	XP_006291276.1	Cg002G050570
OG0007345	XP_006292006.1	Cg002G049850
OG0007346	XP_023638030.1	Cg002G049470
OG0007347	XP_006291768.1	Cg002G047680
OG0007348	XP_006292621.1	Cg002G047660
OG0007349	XP_006290992.1	Cg001G027320
OG0007350	XP_006292195.2	Cg002G045980
OG0007351	XP_006291587.2	Cg002G045900
OG0007352	XP_006291217.1	Cg002G045410
OG0007353	XP_006290277.1	Cg002G044610
OG0007354	XP_006291055.1	Cg002G044510
OG0007355	XP_023639073.1	Cg002G043530
OG0007356	XP_006304343.1	Cg006G197390
OG0007357	XP_006293764.1	Cg005G167310
OG0007358	XP_006279498.1	Cg003G101670
OG0007359	XP_006303009.1	Cg007G264660
OG0007360	XP_006293116.1	Cg002G044440
OG0007361	XP_006280763.1	Cg008G325330
OG0007363	XP_006296326.1	Cg005G172210
OG0007364	XP_006296464.1	Cg005G172040
OG0007365	XP_023640216.1	Cg005G171710
OG0007367	XP_006296631.1	Cg004G141140
OG0007368	XP_006302653.1	Cg007G275900
OG0007370	XP_006283917.1	Cg001G008440
OG0007372	XP_006304014.1	Cg006G242000, Cg005G186770
OG0007373	XP_006305609.1	Cg006G233580
OG0007374	XP_006299424.1	Cg004G134230
OG0007376	XP_023642379.1	Cg004G132320
OG0007379	XP_023637157.1	Cg008G293260
OG0007380	XP_006283108.1	Cg001G019120
OG0007382	XP_006285158.1, XP_006286268.1	Cg001G022670
OG0007383	XP_006294145.1	Cg001G018100, Cg005G172230
OG0007384	XP_023640674.1	Cg005G180960
OG0007385	XP_006287470.1	Cg008G297440
OG0007386	XP_006289303.1	Cg008G307540
OG0007391	XP_023634473.1, XP_023634255.1	Cg001G029380
OG0007392	XP_023634501.1	Cg001G041130, Cg001G041120, Cg005G185990, Cg006G221750, Cg004G145200
OG0007393	XP_006300221.1	Cg004G154770
OG0007394	XP_006296272.1, XP_006295797.1, XP_023640361.1, XP_023640360.1, XP_006296320.1	Cg005G192270, Cg005G192260
OG0007396	XP_006291483.1	Cg002G073480
OG0007398	XP_006290447.1	Cg002G060940
OG0007399	XP_023638917.1, XP_023638735.1, XP_023638918.1, XP_023639541.1, XP_023638919.1, XP_023637568.1	Cg002G059990
OG0007400	XP_006281020.1	Cg003G098640
OG0007413	XP_006284345.1	Cg001G012340
OG0007414	XP_023633694.1	Cg001G012050
OG0007415	XP_006282981.2	Cg001G012020
OG0007416	XP_023634208.1	Cg001G011850
OG0007417	XP_006285300.1	Cg001G011780
OG0007418	XP_023634851.1	Cg001G011690
OG0007419	XP_006284173.1	Cg001G011020
OG0007420	XP_006283498.1	Cg001G010860
OG0007421	XP_006294529.2	Cg001G010720
OG0007422	XP_006282765.1	Cg001G010530
OG0007423	XP_023635190.1	Cg001G010450
OG0007424	XP_006284057.2	Cg001G010210
OG0007425	XP_006283330.1	Cg001G009880
OG0007426	XP_006283637.1	Cg001G009370
OG0007427	XP_006284480.1	Cg001G009260
OG0007428	XP_006286247.1	Cg001G009180
OG0007429	XP_023634069.1	Cg001G009140
OG0007430	XP_006284466.1	Cg001G009050
OG0007431	XP_006282567.1	Cg001G009030
OG0007432	XP_006282745.1	Cg001G008820
OG0007434	XP_006282554.1	Cg001G008290
OG0007435	XP_006283157.1	Cg001G008280
OG0007436	XP_006285689.1	Cg001G008250
OG0007437	XP_006284420.1	Cg001G008230
OG0007438	XP_006283639.1	Cg001G008130
OG0007439	XP_006286020.1	Cg001G007850
OG0007440	XP_006283764.1	Cg001G007610
OG0007441	XP_006283426.2	Cg001G007110
OG0007442	XP_006284010.1	Cg001G007200
OG0007443	XP_006285386.1	Cg001G006930
OG0007444	XP_006283667.1	Cg001G006940
OG0007445	XP_006284537.1	Cg001G006530
OG0007446	XP_006284005.1	Cg001G006040
OG0007448	XP_006284297.2	Cg001G006250
OG0007449	XP_006285691.1	Cg001G006270
OG0007450	XP_006284635.2	Cg001G006310
OG0007451	XP_006285233.1	Cg001G005800
OG0007452	XP_006286091.1	Cg001G005750
OG0007453	XP_006284498.1	Cg001G005670
OG0007454	XP_006286142.1	Cg001G005640
OG0007455	XP_006282478.1	Cg001G005460
OG0007456	XP_006284672.2	Cg001G005280
OG0007457	XP_006304027.1	Cg006G215160
OG0007458	XP_023645373.1	Cg006G214720
OG0007459	XP_023645562.1	Cg006G214700
OG0007460	XP_006303904.1	Cg006G214250
OG0007461	XP_023632929.1	Cg006G214080
OG0007462	XP_006303176.1	Cg006G213970
OG0007463	XP_006303942.1	Cg006G213860
OG0007464	XP_006282590.1	Cg001G024320
OG0007465	XP_006286159.1	Cg001G024530
OG0007466	XP_006282729.1	Cg001G024770
OG0007467	XP_006282922.1	Cg001G024880
OG0007468	XP_006302501.1	Cg007G257580
OG0007469	XP_023643201.1	Cg007G256070
OG0007470	XP_006285869.1	Cg001G025950
OG0007471	XP_006302926.1	Cg007G253760
OG0007472	XP_006288596.1, XP_006286566.1	Cg008G288280
OG0007473	XP_023643805.1	Cg007G252100
OG0007474	XP_006302693.1	Cg007G251490
OG0007475	XP_006302267.1, XP_023643182.1	Cg007G250190
OG0007476	XP_006300585.2	Cg007G249530, Cg007G247480
OG0007477	XP_006306832.1	Cg006G234810
OG0007478	XP_006300732.1	Cg007G248940
OG0007479	XP_006301587.1	Cg007G248830, Cg007G248810
OG0007480	XP_006300326.1	Cg007G248770, Cg007G248760
OG0007481	XP_006291618.1	Cg002G075810
OG0007482	XP_023638260.1	Cg002G075700
OG0007483	XP_023638132.1	Cg002G075590
OG0007484	XP_006290562.1	Cg002G075020
OG0007485	XP_006306862.1	Cg006G231130
OG0007486	XP_006290789.1	Cg002G074270
OG0007487	XP_023637839.1	Cg002G074120
OG0007488	XP_006291078.1	Cg002G074040
OG0007489	XP_006290926.1	Cg002G073820
OG0007490	XP_006291384.1	Cg002G073680
OG0007492	XP_006291958.1	Cg002G073140
OG0007493	XP_006292736.1	Cg002G072980, Cg002G072990
OG0007494	XP_006292111.1	Cg002G072820
OG0007495	XP_006290838.1	Cg002G072260
OG0007496	XP_023638036.1	Cg002G072210
OG0007497	XP_006293066.1	Cg002G071820
OG0007498	XP_023637924.1	Cg002G071580
OG0007499	XP_023638267.1	Cg002G071500
OG0007501	XP_006291939.1	Cg002G071280, Cg002G071300
OG0007502	XP_006291775.1	Cg002G071270
OG0007503	XP_006292017.1	Cg002G071050
OG0007504	XP_006290572.1	Cg002G070650
OG0007505	XP_023638401.1	Cg002G068190
OG0007506	XP_006291449.1	Cg002G068050
OG0007507	XP_006292840.1	Cg002G067660
OG0007507	XP_006284783.2	Cg001G039210
OG0007509	XP_006291358.1	Cg002G065570
OG0007510	XP_006300299.1	Cg007G267100
OG0007511	XP_006300743.1	Cg007G266870
OG0007512	XP_023643876.1	Cg007G266470
OG0007513	XP_023643540.1	Cg007G265270
