Orthogroup	Capsella_rubella	Alyssum_gmelinii
OG0009247	XP_006289489.1	Ag007G624330
OG0009248	XP_006288645.1	Ag006G492560, Ag007G624620
OG0009249	XP_023637340.1	Ag007G626150
OG0009250	XP_006288371.1	Ag007G628550
OG0009251	XP_006289793.1	Ag007G629280
OG0009252	XP_006288788.1	Ag007G628990
OG0009253	XP_006286808.1	Ag007G633040
OG0009254	XP_023636211.1	Ag007G633060
OG0009255	XP_006290042.1	Ag007G637070
OG0009256	XP_006288854.1	Ag007G641580
OG0009257	XP_006279985.2	Ag003G231840
OG0009258	XP_006281348.1	Ag002G161430
OG0009259	XP_006281889.2	Ag007G612130
OG0009260	XP_006280165.1	Ag007G642550
OG0009262	XP_006286627.1	Ag007G612140
OG0009263	XP_006289625.1	Ag007G612000
OG0009264	XP_006287140.1	Ag006G505580
OG0009265	XP_023637538.1	Ag006G505600
OG0009267	XP_006287238.1	Ag007G612540
OG0009268	XP_006288124.1	Ag006G505170
OG0009269	XP_006289455.1	Ag006G505100
OG0009270	XP_006288520.2	Ag007G611540
OG0009271	XP_006286812.1	Ag006G503700
OG0009272	XP_006288431.1	Ag006G503680
OG0009273	XP_006289430.1	Ag006G502800
OG0009274	XP_006288491.1	Ag006G501940
OG0009275	XP_006288654.1	Ag006G501620
OG0009276	XP_023636136.1, XP_006282317.2, XP_006289188.1	Ag006G500440
OG0009277	XP_006286489.1	Ag006G500050
OG0009278	XP_006287970.1	Ag006G500010
OG0009279	XP_006288264.1	Ag006G499430
OG0009280	XP_006288265.2	Ag006G499090
OG0009281	XP_006288767.1	Ag008G720510
OG0009282	XP_006287605.2	Ag004G380780, Ag008G720300
OG0009283	XP_006289060.1	Ag008G720470
OG0009284	XP_006286840.1	Ag008G721000
OG0009285	XP_006289043.1	Ag008G721110
OG0009286	XP_006286673.1	Ag008G721280
OG0009287	XP_023637549.1	Ag008G721580
OG0009288	XP_006287997.1	Ag008G721600
OG0009289	XP_006286796.1	Ag008G721960
OG0009290	XP_023637708.1	Ag008G722020
OG0009291	XP_023638575.1	Ag001G076100
OG0009292	XP_006288246.2	Ag008G722090
OG0009293	XP_006289354.1	Ag008G722450
OG0009294	XP_006287648.1	Ag008G723310
OG0009295	XP_006287150.1	Ag008G723870
OG0009296	XP_006287340.1	Ag008G723990
OG0009297	XP_006287878.1	Ag008G724150
OG0009298	XP_023637717.1	Ag008G724180
OG0009299	XP_006286897.1	Ag008G724380
OG0009300	XP_006280178.1	Ag008G725310
OG0009301	XP_023639280.1	Ag008G726470
OG0009302	XP_023635882.1	Ag008G726760
OG0009303	XP_006281223.1	Ag008G728560
OG0009304	XP_023638264.1	Ag001G054940
OG0009305	XP_006281521.1	Ag008G728740
OG0009306	XP_006280863.1	Ag008G706660
OG0009307	XP_023635520.1	Ag008G705860
OG0009308	XP_006290733.1	Ag001G067430
OG0009309	XP_006292468.1	Ag001G067480
OG0009310	XP_006291894.1	Ag001G067530
OG0009311	XP_006292776.1	Ag001G059450, Ag001G059630
OG0009313	XP_006290928.1	Ag001G061920
OG0009314	XP_006290766.1	Ag001G061430
OG0009315	XP_006291812.1	Ag001G059060
OG0009316	XP_006290911.1	Ag001G058940
OG0009317	XP_006293131.1	Ag001G058910
OG0009318	XP_006292916.1	Ag008G693210, Ag005G428450
OG0009319	XP_006291064.1	Ag008G692270
OG0009320	XP_006292100.1	Ag008G691780
OG0009321	XP_006291034.1	Ag008G690800
OG0009322	XP_006291957.1	Ag001G057040
OG0009323	XP_006291232.1	Ag001G056220
OG0009324	XP_006291299.1	Ag001G056100
OG0009325	XP_006290873.1	Ag001G055380
OG0009326	XP_006292170.1	Ag001G054660
OG0009327	XP_006291874.1, XP_006291868.1	Ag004G379400, Ag002G141680, Ag001G053390
OG0009328	XP_006290866.1	Ag010G739480, Ag001G049360
OG0009329	XP_006293541.1	Ag001G059390, Ag001G059550
OG0009330	XP_006286081.1	Ag003G277150
OG0009331	XP_023641694.1	Ag005G418140
OG0009332	XP_023643087.1	Ag004G356300
OG0009333	XP_006302636.1	Ag004G356270
OG0009334	XP_006301071.1	Ag004G351810
OG0009335	XP_006302435.1	Ag004G350830
OG0009336	XP_023644109.1	Ag004G351360
OG0009337	XP_006302244.1	Ag004G350400
OG0009338	XP_006302500.1	Ag004G349820
OG0009339	XP_006303005.2	Ag004G349360
OG0009340	XP_006302669.1	Ag004G348910
OG0009341	XP_006294759.1	Ag007G598140
OG0009342	XP_006302260.1	Ag004G347710
OG0009343	XP_006301936.1	Ag004G347700
OG0009344	XP_006302702.1	Ag004G346540
OG0009345	XP_023643768.1	Ag004G345270
OG0009346	XP_006300531.2	Ag004G344440
OG0009347	XP_006300424.1	Ag004G343320
OG0009348	XP_023641022.1, XP_023643284.1	Ag004G343100
OG0009349	XP_006301319.1	Ag004G342600
OG0009350	XP_006302154.1	Ag004G342040
OG0009351	XP_006302544.1	Ag004G341710
OG0009352	XP_006302172.1	Ag003G240460
OG0009353	XP_006302268.1	Ag003G240160
OG0009354	XP_006302895.1	Ag003G240100
OG0009356	XP_023644360.1	Ag003G214690
OG0009357	XP_023643017.1	Ag003G218610
OG0009358	XP_023642875.1	Ag003G218690
OG0009359	XP_023643124.1	Ag003G218990
OG0009360	XP_006298460.1	Ag005G442130, Ag005G443400
OG0009361	XP_006301556.1	Ag003G219280
OG0009362	XP_006300884.2	Ag003G219420
OG0009363	XP_006302949.1	Ag003G224630
OG0009364	XP_006300634.1	Ag003G227210
OG0009365	XP_006302729.1	Ag003G228590
OG0009366	XP_006302833.1	Ag003G228640
OG0009367	XP_006302897.1	Ag003G230820
OG0009368	XP_006301143.1	Ag003G230850
OG0009369	XP_006302424.1	Ag003G230990
OG0009370	XP_006302692.1	Ag003G234200
OG0009371	XP_006300880.1	Ag003G235260
OG0009372	XP_006304212.1	Ag004G329690
OG0009373	XP_006303119.2, XP_023643108.1, XP_023643105.1, XP_006290234.2, XP_006302888.1	Ag003G235910
OG0009374	XP_006302218.1	Ag003G236280
OG0009375	XP_006302810.1	Ag003G236610
OG0009377	XP_023643754.1	Ag003G238000
OG0009378	XP_023643580.1	Ag003G239020
OG0009379	XP_006302822.1	Ag003G239140
OG0009380	XP_023643659.1	Ag003G239230
OG0009382	XP_023643186.1	Ag003G240030
OG0009383	XP_006302806.1	Ag003G233010
OG0009384	XP_006302015.2	Ag003G214280
OG0009385	XP_006302337.1	Ag003G214220
OG0009386	XP_006302566.1	Ag003G213500
OG0009387	XP_006302525.1	Ag003G213470
OG0009388	XP_006302116.2	Ag003G213370
OG0009389	XP_006301760.2, XP_023643700.1	Ag003G212750
OG0009390	XP_023643969.1	Ag003G212410
OG0009391	XP_006302502.1	Ag003G212080
OG0009392	XP_006302129.2	Ag003G210630
OG0009393	XP_023642914.1	Ag003G210590
OG0009394	XP_006302564.1	Ag003G210340
OG0009395	XP_023643758.1	Ag003G209080
OG0009396	XP_006301335.1	Ag003G208280
OG0009397	XP_006302357.1	Ag003G208160
OG0009398	XP_006302956.1	Ag003G207380
OG0009399	XP_006301331.1	Ag003G207410
OG0009400	XP_006301046.1	Ag003G207680
OG0009401	XP_006298224.1	Ag005G470580
OG0009402	XP_006299058.1	Ag005G470230
OG0009403	XP_023641089.1	Ag005G470000
OG0009404	XP_006300119.1	Ag005G469980
OG0009405	XP_006299721.1	Ag005G469740
OG0009406	XP_006297605.1	Ag005G469520
OG0009407	XP_006298373.1	Ag005G469010
OG0009408	XP_006300095.1	Ag005G468360
OG0009409	XP_006298945.1	Ag005G466240
OG0009410	XP_006296819.1	Ag005G466110
OG0009411	XP_006300068.1	Ag005G465890
OG0009412	XP_006297156.1	Ag005G465790
OG0009413	XP_006298718.1	Ag005G465460
OG0009414	XP_006297267.1	Ag005G465200
OG0009415	XP_023642114.1	Ag005G465170
OG0009416	XP_006297504.1	Ag005G464510
OG0009417	XP_006299372.1	Ag005G464480
OG0009418	XP_006298103.1	Ag005G464440
OG0009419	XP_006298699.1	Ag005G462910
OG0009420	XP_023641316.1	Ag005G462670
OG0009421	XP_006297846.1	Ag005G462650
OG0009422	XP_006298164.2	Ag005G462620
OG0009423	XP_006299759.1	Ag005G462600
OG0009424	XP_023641560.1	Ag005G461820
OG0009425	XP_006297255.1	Ag005G461760
OG0009426	XP_006299171.1	Ag005G461670
OG0009427	XP_006298033.1	Ag005G459950
OG0009428	XP_006297662.1	Ag005G459820
OG0009429	XP_006297106.1	Ag005G459810
OG0009430	XP_006298852.1	Ag005G454400, Ag005G458870
OG0009431	XP_006298881.1	Ag005G458440
OG0009432	XP_006297081.1	Ag005G458430
OG0009433	XP_006286484.1	Ag006G516870
OG0009434	XP_006297847.1	Ag005G457380
OG0009435	XP_006297874.2	Ag005G456240
OG0009436	XP_006297776.1	Ag021G743400, Ag003G225400, Ag007G630580
OG0009437	XP_023641868.1	Ag005G454840
OG0009438	XP_006298499.1	Ag005G453550
OG0009439	XP_006298055.1	Ag005G453510
OG0009440	XP_023641863.1	Ag005G452600
OG0009441	XP_006299092.2	Ag005G450060
OG0009442	XP_006298893.1	Ag005G449470
OG0009443	XP_023641273.1	Ag005G449460
OG0009444	XP_006298094.1	Ag005G448150
OG0009445	XP_006299593.1	Ag005G447420
OG0009446	XP_006297900.1	Ag005G446300
OG0009447	XP_006298783.1	Ag005G445980
OG0009449	XP_006297970.2	Ag005G445820
OG0009450	XP_006300196.1	Ag005G444310, Ag005G443020
OG0009451	XP_006300116.1, XP_006299141.1	Ag005G443750, Ag005G442600
OG0009452	XP_023642146.1	Ag005G441170
OG0009454	XP_006296765.1	Ag005G438340
OG0009455	XP_023642765.1	Ag005G436910
OG0009456	XP_006296686.1	Ag005G435010
OG0009457	XP_006297022.1	Ag013G741620, Ag005G435000
OG0009458	XP_006297446.1	Ag005G427290
OG0009459	XP_006280007.1	Ag008G679880
OG0009460	XP_023634119.1	Ag005G421360
OG0009461	XP_023641295.1	Ag005G420950
OG0009462	XP_023641658.1	Ag005G420870
OG0009463	XP_006300066.1	Ag005G420820
OG0009464	XP_006297832.1	Ag005G421650
OG0009465	XP_006296803.1	Ag005G421720
OG0009466	XP_006288247.2	Ag007G608410
OG0009467	XP_006299551.1	Ag004G302390
OG0009468	XP_006297640.1	Ag005G419130
OG0009469	XP_006298159.1	Ag005G419030
OG0009470	XP_006298409.1	Ag005G418950
OG0009471	XP_023642741.1	Ag005G416500
OG0009472	XP_006297403.1	Ag005G415920
OG0009473	XP_006299821.1	Ag005G415700
OG0009474	XP_006297310.1	Ag005G414920
OG0009475	XP_006298137.1	Ag005G410530
OG0009476	XP_006299799.1	Ag005G408310
OG0009477	XP_006297590.1	Ag005G405990
OG0009478	XP_006299077.1	Ag005G403090
OG0009479	XP_006299260.1	Ag005G403140
OG0009480	XP_006298816.1	Ag005G403380
OG0009481	XP_006299305.1	Ag005G403570
OG0009482	XP_006299868.1	Ag005G404350
OG0009483	XP_006304022.1	Ag001G000580
OG0009484	XP_006307597.2	Ag001G002420
OG0009485	XP_006304226.1	Ag001G002880
OG0009486	XP_023632783.1	Ag001G003830
OG0009487	XP_006303266.1	Ag001G004840
OG0009488	XP_006304699.1	Ag001G004870
OG0009489	XP_006307019.1	Ag001G006130
OG0009490	XP_006303186.2	Ag001G006840
OG0009491	XP_006305471.1	Ag001G007130
OG0009492	XP_006306429.1	Ag001G007340, Ag001G007370
OG0009493	XP_023645800.1	Ag001G008540
OG0009494	XP_006304507.1	Ag001G012420
OG0009495	XP_006304254.1	Ag001G011780
OG0009496	XP_023633232.1	Ag001G015220, Ag001G015210
OG0009497	XP_006306237.1	Ag001G016240
OG0009498	XP_006306569.1	Ag001G016610
OG0009499	XP_006288473.1	Ag007G612280
OG0009500	XP_006305174.1	Ag001G018100
OG0009501	XP_006303310.1	Ag001G019150, Ag001G018890
OG0009502	XP_023645453.1	Ag011G740820, Ag001G019630
OG0009503	XP_023638977.1	Ag001G097840
OG0009504	XP_006305410.1	Ag001G022780
OG0009505	XP_006306473.1	Ag001G022940
OG0009506	XP_006305592.1	Ag001G023290
OG0009507	XP_006294230.1	Ag002G161010
OG0009509	XP_023640554.1, XP_006307028.1	Ag002G160580
OG0009510	XP_006290679.2	Ag001G065490
OG0009511	XP_006290689.1	Ag001G064610
OG0009512	XP_006291723.1	Ag001G064530, Ag003G246370
OG0009513	XP_006291074.1	Ag001G070580
OG0009514	XP_006290999.1	Ag001G071810
OG0009515	XP_006292242.2	Ag001G071710
OG0009516	XP_006291805.1	Ag001G072690
OG0009517	XP_023639241.1	Ag001G073380
OG0009518	XP_006291210.1	Ag001G074090
OG0009519	XP_006292719.1	Ag001G074440
OG0009520	XP_006292735.1	Ag001G074490
OG0009522	XP_006291452.1	Ag001G074690
OG0009523	XP_006280555.2	Ag002G109360, Ag002G113350
OG0009524	XP_006291849.1	Ag001G075880
OG0009525	XP_023637979.1	Ag001G075870
OG0009526	XP_023639588.1	Ag002G178740
OG0009527	XP_023638191.1	Ag001G076140
OG0009528	XP_006290949.1	Ag001G076470
OG0009529	XP_006291398.1	Ag001G078320
OG0009530	XP_023639066.1	Ag001G080260
OG0009531	XP_006290951.1	Ag001G080380
OG0009532	XP_006290350.1	Ag001G080900
OG0009533	XP_006291922.1	Ag001G081160
OG0009534	XP_006291223.1	Ag001G083170
OG0009535	XP_023638522.1	Ag001G083420
OG0009536	XP_006290322.1	Ag001G083620
OG0009537	XP_006292283.1	Ag001G085990
OG0009538	XP_006291177.1	Ag001G086330
OG0009539	XP_006292973.1	Ag001G086430
OG0009540	XP_006290475.2	Ag001G088800
OG0009541	XP_023638009.1	Ag001G089560
OG0009542	XP_006291096.1	Ag001G090380
OG0009543	XP_006291674.1	Ag001G090710
OG0009544	XP_006288359.1	Ag008G723750
OG0009545	XP_006293294.1	Ag001G093080
OG0009546	XP_006291749.1	Ag001G093120
OG0009547	XP_006291944.1	Ag001G093450
OG0009548	XP_023638040.1	Ag001G093900
OG0009549	XP_006292176.1	Ag001G094250
OG0009550	XP_006292623.1	Ag001G094270
OG0009551	XP_006291512.1	Ag001G095100
OG0009552	XP_006292773.1	Ag001G097430
OG0009553	XP_023638055.1	Ag001G097440
OG0009554	XP_006293019.1	Ag001G098490
OG0009555	XP_006291308.1	Ag001G098630
OG0009556	XP_006292989.1	Ag001G098740
OG0009557	XP_006291359.1	Ag001G093650
OG0009561	XP_006305572.1	Ag002G147310, Ag001G019870
OG0009562	XP_006285846.2	Ag003G286790, Ag003G286660, Ag001G028830, Ag003G286670
OG0009563	XP_006292732.1	Ag001G083760
OG0009564	XP_006279638.1	Ag001G100100
OG0009565	XP_006279730.1	Ag002G125220
OG0009567	XP_006282704.1	Ag002G167790
OG0009568	XP_006293872.1	Ag002G174760
OG0009569	XP_006295108.1	Ag002G176020
OG0009570	XP_006295195.1	Ag002G189900
OG0009572	XP_006302957.1	Ag003G238930
OG0009573	XP_006285537.1	Ag003G253360
OG0009574	XP_023633721.1	Ag003G273920
OG0009575	XP_006283815.1	Ag003G276940
OG0009576	XP_006303761.1	Ag004G303810
OG0009577	XP_006306375.1	Ag004G309090
OG0009578	XP_006303256.1	Ag004G309350
OG0009579	XP_006305963.2	Ag004G310920
OG0009580	XP_006305283.1	Ag004G312320
OG0009581	XP_006305768.1	Ag004G315010
OG0009582	XP_006304806.1	Ag004G315250
OG0009583	XP_023644737.1	Ag004G323910
OG0009585	XP_006302043.1	Ag004G343060
OG0009586	XP_006302328.1	Ag004G352280
OG0009587	XP_006299217.1	Ag005G408510
OG0009588	XP_023645462.1	Ag005G419840
OG0009589	XP_006298940.1, XP_006299174.1, XP_006300185.2, XP_023642634.1	Ag005G452730, Ag005G486630
OG0009591	XP_006286922.1	Ag005G489880
OG0009592	XP_006289906.1	Ag006G492870
OG0009594	XP_023637646.1	Ag006G495960
OG0009595	XP_006282773.1	Ag006G577580
OG0009596	XP_023632917.1	Ag007G582020
OG0009597	XP_023644988.1	Ag007G584160
OG0009598	XP_006304132.1	Ag007G585300
OG0009599	XP_023645181.1	Ag007G585380
OG0009600	XP_023640161.1	Ag007G589830, Ag007G589800
OG0009601	XP_006296307.1	Ag007G591230
OG0009602	XP_023634191.1	Ag007G598540
OG0009603	XP_006288429.2	Ag007G613090
OG0009604	XP_006287415.1	Ag007G616670
OG0009605	XP_006288565.1	Ag007G617790
OG0009606	XP_006289177.1	Ag007G618600
OG0009607	XP_006286654.1	Ag007G623690
OG0009608	XP_023635946.1	Ag007G631120
OG0009609	XP_006285594.1	Ag007G654100
OG0009610	XP_006283614.2	Ag007G657410
OG0009611	XP_023636738.1	Ag008G705540
OG0009612	XP_006286384.1	Ag008G720460
OG0009613	XP_006281687.2	Ag008G726150
OG0009614	XP_006281993.1	Ag008G726190
OG0009615	XP_006280835.1	Ag008G734840
OG0009616	XP_006281651.2	Ag008G734930
OG0009635	XP_006298061.1	Ag006G566750
OG0009636	XP_006285196.2	Ag006G576630
OG0009637	XP_006284225.1	Ag003G257830
OG0009639	XP_023640835.1	Ag003G258960
OG0009640	XP_006285614.1	Ag003G259180
OG0009641	XP_006282534.1	Ag003G260710
OG0009643	XP_006284084.2	Ag002G138100, Ag002G134620
OG0009644	XP_006288702.1	Ag008G718890
OG0009646	XP_006284912.1	Ag003G267860
OG0009647	XP_006305800.1, XP_006303465.1, XP_023632978.1	Ag007G585330
OG0009648	XP_006284737.1	Ag003G270570
OG0009649	XP_006283276.2	Ag003G279060
OG0009650	XP_006283109.1	Ag003G277850
OG0009651	XP_023642017.1, XP_006282989.1	Ag003G278080
OG0009652	XP_006284027.1	Ag003G277040
OG0009653	XP_023635183.1	Ag003G276250
OG0009654	XP_023636446.1	Ag008G716320
OG0009655	XP_006282895.1	Ag003G274540
OG0009656	XP_006285312.1	Ag003G274400
OG0009657	XP_006284949.1	Ag003G273620
OG0009658	XP_006297983.1	Ag005G418920
OG0009659	XP_006283682.1	Ag003G281440
OG0009662	XP_006287001.1	Ag008G714040
OG0009663	XP_006284955.1	Ag003G284730
OG0009664	XP_006305190.1	Ag007G579710, Ag007G580410
OG0009665	XP_006305680.1	Ag007G578960
OG0009666	XP_006307042.1	Ag007G578740
OG0009667	XP_006305506.1	Ag007G578730
OG0009668	XP_006303381.1	Ag007G578660
OG0009669	XP_006279081.2, XP_006306899.2	Ag007G578240
OG0009670	XP_006305028.1	Ag007G578210
OG0009671	XP_006304564.1	Ag007G578100
OG0009672	XP_006303359.1	Ag007G578000
OG0009673	XP_023634794.1, XP_006305083.1	Ag006G550740
OG0009674	XP_006303928.1	Ag007G577930
OG0009675	XP_006305626.1	Ag007G577900
OG0009676	XP_023632632.1	Ag001G101100
OG0009677	XP_006305346.1	Ag001G101120
OG0009678	XP_006285173.1	Ag001G101370
OG0009679	XP_023635546.1	Ag001G101400
OG0009680	XP_006282965.1	Ag004G340210
OG0009681	XP_023633647.1	Ag001G102080
OG0009682	XP_006300807.1	Ag004G366320
OG0009683	XP_006303041.1	Ag004G307710, Ag003G209050
OG0009684	XP_006302295.1	Ag004G367130
OG0009685	XP_006302637.1	Ag006G506460, Ag004G340990
OG0009686	XP_006302042.1	Ag004G367990
OG0009687	XP_006302570.1	Ag004G368490
OG0009688	XP_006300434.1	Ag004G369740
OG0009689	XP_006302056.1	Ag004G369590
OG0009690	XP_006302316.1	Ag004G370350
OG0009691	XP_006301185.1	Ag004G373940
OG0009692	XP_023643181.1	Ag004G373970
OG0009693	XP_006302991.1	Ag004G377500
OG0009694	XP_023639132.1	Ag005G449490
OG0009695	XP_023638114.1	Ag002G174490
OG0009696	XP_006292389.2	Ag005G452890, Ag005G452860
OG0009697	XP_006292412.1	Ag002G140880
OG0009698	XP_006304251.2	Ag004G322340
OG0009699	XP_006291538.2	Ag002G139150
OG0009700	XP_006291589.1	Ag004G338840
OG0009701	XP_006307428.1	Ag004G321020
OG0009702	XP_006290683.1	Ag008G659610, Ag008G658840
OG0009703	XP_006291657.2	Ag008G661810
OG0009704	XP_006292771.2	Ag008G662870
OG0009705	XP_006291617.1	Ag008G663050
OG0009706	XP_006291111.1	Ag008G663140
OG0009707	XP_006291121.1	Ag008G663940
OG0009708	XP_006291336.2	Ag008G664070
OG0009709	XP_006290413.2	Ag008G665250
OG0009710	XP_006291140.2	Ag002G122660, Ag002G114500, Ag004G387480, Ag004G392830
OG0009711	XP_023638225.1	Ag001G034320
OG0009712	XP_006291573.1	Ag008G667340
OG0009713	XP_006291556.1	Ag008G667360
OG0009714	XP_006292822.1	Ag008G669540
OG0009717	XP_006290511.1	Ag001G022240, Ag003G226170
OG0009718	XP_006291578.1	Ag001G048920, Ag010G738410
OG0009719	XP_006291885.2	Ag008G674810
OG0009720	XP_006290837.1	Ag008G672860
OG0009721	XP_006291277.1	Ag010G738290, Ag001G048520
OG0009722	XP_006283142.1	Ag007G647730
OG0009723	XP_006302436.1	Ag004G356710
OG0009724	XP_006301498.1	Ag004G356760
OG0009725	XP_023644057.1	Ag004G358510
OG0009726	XP_023643337.1	Ag001G089490
OG0009727	XP_023643062.1	Ag004G360450
OG0009728	XP_006302752.1	Ag004G334720
OG0009729	XP_006300644.2	Ag004G364270
OG0009730	XP_006301973.1	Ag004G309010
OG0009731	XP_006302131.2	Ag008G704660
OG0009733	XP_006302492.1	Ag004G363550
OG0009734	XP_023642850.1	Ag004G401830
OG0009735	XP_006300843.1	Ag004G401740
OG0009736	XP_006302089.1	Ag004G401080
OG0009737	XP_006302524.1	Ag004G400200
OG0009738	XP_006300370.1	Ag004G392150, Ag004G396830, Ag004G396850, Ag004G392180, Ag004G396590
OG0009739	XP_006301440.1	Ag004G395270, Ag004G390430
OG0009740	XP_006302430.1	Ag004G394090, Ag004G389100
OG0009741	XP_006302563.1	Ag004G383200
OG0009742	XP_006301544.1	Ag004G381950
OG0009743	XP_006303710.1	Ag004G315970
OG0009744	XP_006302067.1	Ag004G378930
OG0009745	XP_006295579.1	Ag006G521260
OG0009747	XP_006282783.1	Ag003G250140
OG0009748	XP_006294890.1	Ag002G189990
OG0009749	XP_006293558.1	Ag002G189940
OG0009750	XP_006295236.1	Ag002G188430
OG0009751	XP_006295975.1	Ag002G188410
OG0009752	XP_006294585.1	Ag002G188390
OG0009753	XP_006296032.2	Ag002G188230
OG0009754	XP_006295098.1	Ag002G188160
OG0009755	XP_023640660.1	Ag002G188150
OG0009756	XP_006299709.1	Ag005G477780
OG0009757	XP_006298963.1	Ag005G476740
OG0009758	XP_006279664.1	Ag005G475960
OG0009759	XP_006301033.1	Ag005G474880
OG0009760	XP_023642236.1, XP_006297667.1	Ag005G474120
OG0009761	XP_023642100.1	Ag005G473890
OG0009762	XP_006296704.1	Ag005G473410
OG0009763	XP_006296711.1	Ag005G472090
OG0009764	XP_006296688.1	Ag005G471430
OG0009765	XP_006298318.1	Ag003G211500
OG0009766	XP_006289240.1	Ag006G491900
OG0009767	XP_023641416.1	Ag001G047750, Ag010G737610
OG0009768	XP_006280326.1	Ag007G609110, Ag008G682570, Ag008G679380
OG0009769	XP_006280250.1	Ag001G086310
OG0009770	XP_006280184.1	Ag001G040510
OG0009771	XP_006281278.1	Ag008G677640, Ag004G316610
OG0009772	XP_006280586.1	Ag005G403410
OG0009773	XP_006280292.1	Ag008G676560
OG0009774	XP_023640403.1	Ag008G679810
OG0009776	XP_006288432.1	Ag007G612530
OG0009777	XP_006280621.1	Ag008G681040
OG0009778	XP_006280779.1	Ag008G681250
OG0009779	XP_006282112.1	Ag004G308920
OG0009780	XP_006280002.1	Ag008G681740
OG0009781	XP_006280961.1	Ag008G681900
OG0009783	XP_006280963.1	Ag008G684150
OG0009784	XP_006279561.1	Ag008G684610
OG0009785	XP_006279963.1	Ag008G684630
OG0009786	XP_006282121.2	Ag008G685880
OG0009787	XP_006279677.1	Ag008G685630
OG0009788	XP_006279858.1	Ag008G685220
OG0009789	XP_006279604.1	Ag008G685900
OG0009790	XP_006281523.1	Ag008G686970
OG0009791	XP_006281795.1	Ag008G714090
OG0009792	XP_006279563.1	Ag008G687830
OG0009793	XP_006280970.1	Ag008G687610
OG0009794	XP_006280559.1	Ag008G687460
OG0009795	XP_006280962.1	Ag008G689620, Ag008G688810
OG0009796	XP_006281141.1	Ag001G058050
OG0009797	XP_006281165.1	Ag002G157690
OG0009798	XP_006280143.1	Ag008G694490
OG0009799	XP_006282076.1	Ag008G694870
OG0009800	XP_006280139.1	Ag008G696060
OG0009801	XP_006280293.1	Ag008G696310
OG0009802	XP_023638928.1	Ag007G610780, Ag002G203310
OG0009803	XP_023639322.1	Ag008G697940
OG0009804	XP_006281761.1	Ag008G699390
OG0009805	XP_006280707.1	Ag008G699710
OG0009806	XP_006280735.1	Ag008G699960
OG0009807	XP_006280948.2	Ag008G700390
OG0009808	XP_006279738.1	Ag008G700950
OG0009809	XP_006279674.1	Ag008G703360
OG0009810	XP_006279472.1	Ag008G704210
OG0009811	XP_006282050.1	Ag008G704340
OG0009812	XP_006281107.1	Ag008G704410
OG0009813	XP_006281450.1	Ag008G705110
OG0009814	XP_006280397.1	Ag008G705220
OG0009815	XP_006281594.1	Ag008G705270
OG0009816	XP_006291160.1	Ag001G089350
OG0009817	XP_006306707.1	Ag001G004890
OG0009818	XP_006288880.1	Ag007G610830
OG0009819	XP_006287412.2	Ag007G610700
OG0009820	XP_006287316.1	Ag007G609360
OG0009821	XP_023637449.1	Ag007G609290
OG0009822	XP_006288920.1	Ag007G609250
OG0009823	XP_006288949.1	Ag007G609240
OG0009824	XP_023636610.1	Ag007G609090
OG0009826	XP_006287382.1	Ag007G608840
OG0009827	XP_006288699.1	Ag007G608400
OG0009828	XP_006287000.1	Ag007G607620
OG0009829	XP_006287007.1	Ag007G607500
OG0009831	XP_006286536.1	Ag007G606090
OG0009832	XP_023637226.1	Ag007G605920
OG0009833	XP_006286628.1	Ag007G605830
OG0009834	XP_006287980.1	Ag007G604760, Ag007G604780, Ag007G604770
OG0009835	XP_006287209.1	Ag007G604350
OG0009836	XP_006289146.1	Ag007G602470
OG0009837	XP_023637322.1	Ag008G731080
OG0009838	XP_006288823.2	Ag007G602130
OG0009840	XP_023636012.1	Ag007G601230
OG0009841	XP_006288987.2	Ag007G600630
OG0009842	XP_006288943.1	Ag007G600540
OG0009843	XP_006288140.1	Ag007G600030
OG0009844	XP_006289951.1	Ag006G508480
OG0009845	XP_006292030.1	Ag001G054090
OG0009846	XP_006284323.1	Ag006G577530
OG0009847	XP_006284068.2	Ag006G576920
OG0009848	XP_006282855.1	Ag006G575190
OG0009849	XP_023635261.1	Ag006G575150
OG0009850	XP_006282804.2	Ag006G574800
OG0009851	XP_006285967.2	Ag006G574080
OG0009852	XP_006282457.1	Ag006G572810
OG0009853	XP_006283865.1	Ag006G571840
OG0009854	XP_006283887.1	Ag006G571230
OG0009855	XP_023635682.1	Ag006G557020
OG0009856	XP_006286293.1	Ag006G563620
OG0009858	XP_006284907.1	Ag006G566990, Ag006G566920
OG0009859	XP_006282474.1	Ag006G555980, Ag006G555960, Ag006G555970
OG0009860	XP_023634182.1	Ag006G547810, Ag006G550020, Ag006G550000, Ag006G547790
OG0009861	XP_006285853.1	Ag006G547700, Ag001G028960, Ag006G549930, Ag006G547740, Ag001G028950
OG0009862	XP_006284275.1	Ag006G545870, Ag006G548650
OG0009865	XP_006282779.2	Ag006G541690, Ag006G543780
OG0009867	XP_006305078.2	Ag006G536920, Ag006G539440
OG0009868	XP_006306856.1	Ag006G539040, Ag006G536490
OG0009869	XP_006307386.1	Ag006G538760, Ag006G536260
OG0009870	XP_006306779.1	Ag006G536180
OG0009871	XP_023632610.1	Ag006G536060
OG0009872	XP_023633002.1	Ag006G534960
OG0009873	XP_006305300.1	Ag006G531640
OG0009875	XP_006306602.2	Ag003G247830
OG0009876	XP_006307222.1	Ag007G584150
OG0009877	XP_006303429.1	Ag007G583640
