Orthogroup	Capsella_rubella	Noccaea_praecox
OG0005860	XP_006305860.2	Np004G251980
OG0005861	XP_023632671.1	Np004G252550
OG0005862	XP_006305336.1	Np004G255510
OG0005863	XP_006307575.1	Np004G255540
OG0005864	XP_023644389.1	Np004G255620
OG0005865	XP_006307040.1	Np004G257360
OG0005866	XP_006305482.1	Np004G258040
OG0005867	XP_006306976.1	Np004G258430
OG0005868	XP_023632606.1	Np004G259280
OG0005869	XP_006287280.2	Np003G141450
OG0005870	XP_006286528.1	Np003G141260
OG0005871	XP_006288149.1	Np003G141020
OG0005872	XP_006287400.1	Np003G142000
OG0005873	XP_006287794.1	Np003G142550
OG0005874	XP_006289017.1	Np003G142960
OG0005875	XP_006287863.1	Np003G144850
OG0005876	XP_023635715.1	Np003G146290, Np003G146050
OG0005877	XP_006289450.1	Np003G147000
OG0005878	XP_023636730.1	Np001G015300
OG0005879	XP_006279350.1	Np001G016130
OG0005880	XP_006281143.1	Np001G016280
OG0005881	XP_006280043.1	Np001G016460
OG0005882	XP_006279922.1	Np001G016780
OG0005883	XP_023633465.1	Np001G017220
OG0005884	XP_023636402.1	Np003G140570
OG0005885	XP_023637359.1	Np003G130430, Np007G403650
OG0005886	XP_006287237.1	Np001G013450
OG0005887	XP_006288509.1	Np001G012210
OG0005888	XP_023635927.1	Np001G011050
OG0005889	XP_023643421.1	Np001G009730
OG0005890	XP_006280783.1	Np001G009220
OG0005891	XP_006279587.1	Np001G007700
OG0005892	XP_006291725.1	Np001G047190
OG0005893	XP_006280395.1	Np001G006920
OG0005894	XP_006279487.1	Np003G154130
OG0005895	XP_006280699.1	Np003G154170
OG0005896	XP_006280842.1	Np003G154300
OG0005897	XP_006280957.1	Np003G154370
OG0005898	XP_006282336.1	Np003G154540
OG0005900	XP_006282322.1	Np003G154770
OG0005901	XP_006292791.1	Np001G053270
OG0005902	XP_006293003.1	Np001G051860
OG0005903	XP_006290776.1	Np001G050180
OG0005904	XP_006290288.1	Np001G048080
OG0005907	XP_006300994.1	Np002G088150
OG0005909	XP_006301360.1	Np002G083590
OG0005910	XP_006301750.2	Np002G083200
OG0005911	XP_006302931.1	Np002G073960
OG0005912	XP_006303003.1	Np002G075060
OG0005913	XP_006302871.1	Np002G076470
OG0005914	XP_023643402.1	Np002G076820
OG0005915	XP_006302600.1	Np002G078210
OG0005916	XP_023642833.1	Np002G078570, Np004G251650
OG0005917	XP_006302520.1	Np002G079040
OG0005918	XP_006304211.1	Np004G238960
OG0005919	XP_006300547.1	Np002G073200
OG0005920	XP_006302567.1	Np002G073130
OG0005921	XP_006301084.1	Np002G071280
OG0005922	XP_006284757.1	Np004G227770
OG0005923	XP_006305755.1	Np004G240980
OG0005924	XP_006296721.1	Np007G408420
OG0005925	XP_023641615.1	Np007G407920
OG0005926	XP_006297048.2	Np007G406520
OG0005927	XP_023642012.1	Np007G405280
OG0005928	XP_006298454.1	Np007G405100
OG0005929	XP_006303921.1	Np004G193570
OG0005930	XP_006307371.2	Np004G194220
OG0005931	XP_023642063.1	Np007G392790
OG0005932	XP_006299794.1	Np007G394310
OG0005933	XP_006301802.1	Np007G387470
OG0005934	XP_006297595.1	Np007G396950
OG0005935	XP_006297645.1	Np007G397690
OG0005936	XP_006296699.1	Np007G399230
OG0005938	XP_006296682.1	Np007G383100
OG0005939	XP_006297830.1	Np007G383110
OG0005940	XP_006299850.1	Np007G383460
OG0005941	XP_006298134.1	Np007G384990
OG0005942	XP_006296636.1	Np007G385460
OG0005943	XP_006297629.1	Np007G385550
OG0005944	XP_006299616.1	Np007G387350
OG0005945	XP_006300151.2	Np007G388340
OG0005946	XP_006284327.1	Np005G309380
OG0005947	XP_006298060.1	Np007G378910
OG0005948	XP_006303404.1, XP_006298784.1	Np001G043460, Np007G377000
OG0005949	XP_006296744.1	Np007G375020
OG0005950	XP_006298096.1	Np007G374670
OG0005951	XP_023641715.1	Np007G373420
OG0005952	XP_006298321.1	Np007G373160
OG0005953	XP_006300042.1	Np007G372510
OG0005954	XP_006297939.1	Np007G372250
OG0005955	XP_006307696.2	Np004G190520
OG0005956	XP_006306815.1	Np004G190820
OG0005957	XP_006305723.1	Np003G137610, Np007G406440
OG0005958	XP_006304757.1	Np004G193750
OG0005959	XP_006306051.1	Np004G194180
OG0005960	XP_006304814.1	Np004G199050
OG0005961	XP_006307560.1	Np004G198920, Np002G080920
OG0005962	XP_023645297.1	Np004G199980
OG0005963	XP_006282934.1	Np005G302100
OG0005964	XP_006291445.1	Np001G054490
OG0005965	XP_023637974.1	Np001G053690
OG0005966	XP_006291161.1	Np001G057910
OG0005967	XP_006291873.1	Np001G060000
OG0005968	XP_006291799.1	Np001G060380
OG0005969	XP_006292177.1	Np001G061420, Np001G061430
OG0005970	XP_006291782.1	Np001G061550
OG0005971	XP_006292867.1	Np001G062230
OG0005972	XP_006292816.1	Np001G062240
OG0005973	XP_006290922.1	Np001G064380
OG0005975	XP_006298990.1	Np004G246240, Np001G067710
OG0005976	XP_006291008.2	Np001G067470
OG0005977	XP_006291446.1	Np001G036900, Np005G285110, Np005G295750, Np005G295740, Np001G069870
OG0005978	XP_023638364.1, XP_006302006.1, XP_023643992.1	Np001G069990
OG0005979	XP_006306296.1	Np004G195810
OG0005981	XP_006290414.1	Np001G053170
OG0005982	XP_006292982.1	Np001G065370
OG0005983	XP_006280775.1	Np001G035500
OG0005984	XP_023633532.1	Np001G039430
OG0005985	XP_023633495.1	Np001G046330
OG0005986	XP_023643295.1, XP_006302428.1	Np002G079450, Np002G079420
OG0005987	XP_006282672.1	Np005G277030
OG0005988	XP_006283309.1	Np005G263500
OG0005989	XP_006305910.1	Np004G249050
OG0005990	XP_023632537.1	Np004G238370
OG0005991	XP_006283598.1	Np005G284300, Np005G284270
OG0005992	XP_006300541.1	Np002G089570
OG0005993	XP_023643856.1, XP_023644083.1	Np002G079640
OG0005995	XP_006297575.1	Np007G371730
OG0005996	XP_023641992.1	Np007G404880
OG0005997	XP_006296745.1	Np007G410170
OG0005998	XP_006286756.1	Np002G119010, Np002G118980, Np006G341300, Np003G132910, Np005G299730
OG0005999	XP_006294449.1	Np006G359360
OG0006001	XP_006284137.1	Np005G318180
OG0006002	XP_006281909.1	Np001G003790
OG0006007	XP_023633864.1	Np005G299440
OG0006016	XP_006283796.1	Np005G275810
OG0006017	XP_023641620.1	Np007G373720
OG0006018	XP_006285480.1	Np005G273350
OG0006019	XP_006294862.1	Np006G366650
OG0006020	XP_006285914.1	Np005G272860
OG0006021	XP_006306574.1	Np004G251090
OG0006022	XP_006285718.1	Np005G272330
OG0006023	XP_006285818.1	Np005G272240
OG0006024	XP_006293755.1	Np006G365460
OG0006025	XP_006306777.1	Np004G213510
OG0006026	XP_006284796.1	Np005G263710
OG0006027	XP_006285495.1	Np005G263810
OG0006028	XP_006283255.1	Np005G263820
OG0006029	XP_023642665.1	Np007G378560
OG0006030	XP_006284292.2	Np005G265290
OG0006031	XP_006284807.1	Np005G265410
OG0006032	XP_006285956.1	Np005G265470
OG0006033	XP_006280640.1	Np005G266090
OG0006034	XP_006305056.1	Np004G215830
OG0006035	XP_006307698.1	Np004G219640
OG0006036	XP_023633227.1	Np004G205340
OG0006037	XP_023645357.1	Np004G205670
OG0006038	XP_006284415.1	Np005G296380
OG0006039	XP_006284806.1	Np005G299990
OG0006040	XP_006302788.2	Np002G106280
OG0006041	XP_006302442.1	Np002G113060
OG0006042	XP_023643661.1	Np003G171470, Np002G115730
OG0006043	XP_006302027.2	Np002G115950, Np002G115960
OG0006044	XP_006304259.1	Np004G247840
OG0006045	XP_006293033.1	Np001G029800
OG0006046	XP_023642319.1	Np007G389590
OG0006047	XP_006291000.1	Np001G027740
OG0006048	XP_023634248.1	Np001G050600
OG0006049	XP_006293082.1	Np001G026190
OG0006050	XP_006301956.1	Np002G083680
OG0006051	XP_023637792.1	Np001G025220
OG0006052	XP_006291919.1	Np001G024710
OG0006053	XP_023639026.1	Np001G024010
OG0006054	XP_006305015.1	Np004G244500
OG0006055	XP_006292915.1	Np001G023200
OG0006056	XP_006290950.1	Np001G022390
OG0006057	XP_006292875.1	Np001G021460
OG0006058	XP_023638789.1	Np001G021110
OG0006059	XP_006291590.1	Np001G020910
OG0006060	XP_023638765.1	Np001G020870
OG0006061	XP_006291730.1	Np001G020180
OG0006062	XP_023638724.1, XP_023638072.1	Np001G020150
OG0006063	XP_023638707.1	Np001G019960
OG0006064	XP_006291020.1	Np001G019680
OG0006065	XP_006291203.2	Np001G019310
OG0006066	XP_023638779.1	Np001G019180
OG0006067	XP_006292203.1	Np001G018560
OG0006068	XP_023643175.1	Np002G094160, Np002G094250
OG0006069	XP_006302327.1	Np002G096860
OG0006071	XP_006300553.1	Np002G124400
OG0006072	XP_006284968.1, XP_006301560.1	Np002G124380
OG0006073	XP_006300810.1	Np002G122850
OG0006074	XP_006300388.2	Np002G122480
OG0006075	XP_006302629.1	Np002G121300
OG0006076	XP_006294436.1	Np006G330480
OG0006077	XP_006294851.1	Np006G330630
OG0006078	XP_006297974.1	Np007G413500
OG0006079	XP_006299482.1	Np007G411930
OG0006080	XP_023641584.1	Np007G411090
OG0006081	XP_006288389.2	Np003G131760
OG0006082	XP_023641578.1	Np007G408950
OG0006084	XP_023634816.1	Np003G172850
OG0006085	XP_006279785.2	Np003G184350
OG0006086	XP_006280471.1	Np003G167790, Np003G167800, Np003G167780
OG0006087	XP_006283401.1	Np005G280450, Np005G280410
OG0006088	XP_006281032.2	Np003G164730
OG0006089	XP_023635509.1	Np005G277150
OG0006090	XP_006281477.1	Np003G163670
OG0006091	XP_006291708.1	Np001G029820
OG0006092	XP_006282207.1	Np003G161360
OG0006093	XP_023641170.1	Np003G162480
OG0006094	XP_006280901.1	Np003G163150
OG0006095	XP_006279976.1	Np003G163340
OG0006096	XP_006280045.1	Np003G163410
OG0006097	XP_023633407.1	Np003G160610
OG0006098	XP_006281435.1	Np003G159270
OG0006099	XP_006280137.1	Np003G157130
OG0006100	XP_006281125.1	Np003G155880
OG0006101	XP_006280778.1	Np003G155720
OG0006102	XP_006304045.2	Np004G240880
OG0006103	XP_006279606.1	Np003G155070
OG0006104	XP_006306867.1	Np004G243090
OG0006105	XP_006282219.1	Np003G155040
OG0006106	XP_006287244.1	Np003G139300
OG0006107	XP_023636007.1	Np003G139230
OG0006108	XP_023637325.1	Np003G138120
OG0006109	XP_006286402.1	Np003G136600
OG0006110	XP_006288804.2	Np003G136420
OG0006111	XP_006289683.1	Np003G135760
OG0006112	XP_006287236.1	Np003G135160
OG0006113	XP_023637469.1	Np003G134620
OG0006114	XP_023636601.1	Np003G134300
OG0006115	XP_006289635.1	Np003G134270
OG0006116	XP_006288096.1	Np003G133700
OG0006117	XP_006280012.1	Np001G008480
OG0006118	XP_023633857.1	Np005G295550
OG0006119	XP_023635117.1	Np005G294510
OG0006121	XP_006285789.1	Np005G292900
OG0006122	XP_006283886.1	Np005G291760
OG0006123	XP_006284515.1	Np005G291640
OG0006124	XP_006282609.1	Np005G291460
OG0006125	XP_006284160.1	Np005G289730, Np005G289710
OG0006126	XP_023640225.1	Np006G361590
OG0006127	XP_006283377.1	Np005G288430
OG0006128	XP_006283242.1	Np005G287500
OG0006129	XP_006282924.1	Np005G287710
OG0006130	XP_006286024.1	Np005G286800
OG0006131	XP_006285893.1	Np005G286220
OG0006132	XP_023635127.1	Np005G284810
OG0006133	XP_006282724.2	Np005G302080
OG0006134	XP_006285721.1	Np005G283500
OG0006135	XP_006283520.1	Np005G283410
OG0006136	XP_006285460.1	Np005G283190
OG0006137	XP_006284086.1	Np005G282890
OG0006138	XP_006287617.1	Np003G179430
OG0006139	XP_006305634.1	Np004G208360
OG0006140	XP_006305434.1	Np004G202390
OG0006141	XP_023645326.1	Np004G202990
OG0006143	XP_006294356.2	Np006G326220
OG0006144	XP_006303891.1	Np004G210630
OG0006146	XP_006305179.2	Np004G201570
OG0006147	XP_006307026.1	Np004G211310
OG0006148	XP_023645511.1	Np004G211350
OG0006149	XP_006305988.1	Np004G212050
OG0006150	XP_006303448.1	Np004G212340
OG0006151	XP_006307440.1	Np004G212380
OG0006152	XP_006303616.1	Np004G212450
OG0006153	XP_006305027.1	Np004G213290
OG0006154	XP_006304081.1	Np004G241480
OG0006155	XP_006303422.1	Np004G213750
OG0006156	XP_006306918.1	Np004G213830
OG0006157	XP_023635449.1	Np005G267220
OG0006158	XP_023634546.1	Np005G268410
OG0006159	XP_006285080.1	Np005G268760
OG0006160	XP_006286073.1	Np005G269310
OG0006161	XP_006284416.2	Np005G262270
OG0006162	XP_006286302.1	Np005G261390
OG0006163	XP_006283911.1	Np005G260490
OG0006164	XP_006283186.1	Np005G312100
OG0006165	XP_006283566.1	Np005G313560
OG0006166	XP_006284117.1	Np005G314030
OG0006167	XP_006297638.1	Np007G419020
OG0006168	XP_006305587.1	Np004G215740
OG0006169	XP_006306704.1	Np004G216630
OG0006170	XP_023640020.1	Np006G339570
OG0006171	XP_006288008.1	Np003G177350
OG0006172	XP_006286377.1	Np003G175640, Np003G175660
OG0006173	XP_006295172.1	Np006G343070
OG0006174	XP_006295226.1	Np006G343340
OG0006175	XP_006280258.1	Np001G042820
OG0006176	XP_006286826.2	Np003G177710
OG0006177	XP_006288402.1	Np003G178340
OG0006178	XP_006289104.1	Np003G178820
OG0006179	XP_006287353.1	Np003G180870
OG0006180	XP_006286766.1	Np003G181310
OG0006181	XP_023636522.1	Np003G181490
OG0006182	XP_006287228.1	Np003G181840
OG0006183	XP_006288514.1	Np003G182910
OG0006184	XP_023636642.1	Np003G183330
OG0006185	XP_006290012.1	Np003G183590
OG0006186	XP_023637063.1	Np003G184630
OG0006187	XP_006279912.1	Np003G187890, Np001G038220
OG0006188	XP_006281586.1	Np006G327100, Np001G037460
OG0006189	XP_006281669.1	Np001G035770
OG0006190	XP_006279625.1	Np001G035750
OG0006192	XP_023637083.1	Np001G032840
OG0006193	XP_006286189.1	Np007G389880
OG0006194	XP_006286997.1	Np004G253540
OG0006195	XP_006282670.1	Np005G307840
OG0006196	XP_006286186.1	Np005G308820
OG0006198	XP_006283992.1	Np005G305430
OG0006199	XP_006284189.2	Np005G305380
OG0006200	XP_006284221.1	Np005G303520
OG0006201	XP_023635119.1	Np005G302430
OG0006202	XP_006284393.1, XP_006303327.1	Np005G319170, Np005G318950
OG0006203	XP_006283517.1	Np002G091190
OG0006204	XP_006294837.1	Np006G322110
OG0006205	XP_023640058.1	Np005G313770, Np006G322310
OG0006206	XP_006294599.1	Np006G322360
OG0006207	XP_006295720.1	Np006G322620
OG0006208	XP_006296369.1	Np006G322730
OG0006209	XP_006297440.1, XP_006293127.1	Np001G067690
OG0006210	XP_006294409.1	Np004G199280
OG0006211	XP_006296305.1	Np006G324400
OG0006212	XP_006293447.2	Np006G324470
OG0006213	XP_006294796.1	Np006G324840
OG0006214	XP_006296400.1	Np006G324950
OG0006215	XP_006294932.2	Np006G325290
OG0006216	XP_006295468.1	Np006G326460
OG0006217	XP_006293480.1	Np006G326560
OG0006218	XP_006294408.1	Np006G327070
OG0006219	XP_006295804.1	Np006G328280
OG0006220	XP_006292876.1	Np001G062330
OG0006221	XP_006291150.1	Np001G061890
OG0006222	XP_006293839.1	Np006G330060
OG0006223	XP_006288194.1	Np003G125520
OG0006224	XP_006289880.1	Np003G126530
OG0006225	XP_006287143.1	Np003G127010
OG0006226	XP_006288725.1	Np003G140630
OG0006228	XP_006287072.1	Np003G128510
OG0006229	XP_006289267.1	Np003G147870
OG0006230	XP_023637156.1	Np003G148800
OG0006231	XP_023635892.1	Np003G148900
OG0006232	XP_006288608.1	Np003G149880
OG0006233	XP_006289148.1	Np003G150030
OG0006234	XP_023637189.1	Np003G150120
OG0006235	XP_006282160.1	Np003G151680
OG0006236	XP_023636117.1	Np003G152120
OG0006237	XP_006293209.1, XP_006298875.1	Np001G046270
OG0006238	XP_006281196.1	Np003G153510
OG0006239	XP_023633476.1	Np003G153880
OG0006240	XP_006281376.1	Np001G006520, Np002G123160
OG0006241	XP_023633537.1	Np001G005820
OG0006242	XP_023633277.1	Np001G005790
OG0006243	XP_006280668.1	Np001G005160
OG0006244	XP_006304833.1, XP_006305873.1	Np007G377610
OG0006245	XP_023638776.1	Np001G004160
OG0006246	XP_006279642.2	Np001G004130
OG0006247	XP_006280832.1	Np001G003200
OG0006248	XP_023645010.1	Np001G003010
OG0006249	XP_023636781.1	Np001G002920
OG0006250	XP_006280645.2	Np001G002830
OG0006251	XP_006280199.1	Np001G000870
OG0006252	XP_006291196.1	Np001G000560
OG0006253	XP_006288584.1	Np006G348790, Np006G354210, Np003G189640
OG0006254	XP_006286999.1	Np003G188850
OG0006255	XP_006288169.1	Np003G187910
OG0006256	XP_006287451.1	Np003G187310
OG0006257	XP_006286580.1	Np003G186760
OG0006258	XP_023637589.1	Np003G186430
OG0006259	XP_023637288.1	Np003G186410
OG0006260	XP_006288893.1	Np003G186380
OG0006261	XP_006280474.1	Np001G040540
OG0006262	XP_006293572.2	Np006G345230, Np009G431980
OG0006263	XP_006295486.1	Np007G406830, Np007G406630, Np006G357710
OG0006264	XP_006294836.1	Np006G357590
OG0006265	XP_006293358.1	Np006G356700
OG0006266	XP_006296279.1	Np006G355670
OG0006267	XP_006294187.1	Np006G355540
OG0006268	XP_006293520.1	Np006G354710, Np006G348210
OG0006269	XP_006295642.2	Np006G348690, Np006G354270
OG0006270	XP_006295535.1	Np006G353080, Np006G347720
OG0006271	XP_006293938.1	Np006G350640
OG0006272	XP_006294390.1	Np006G350620
OG0006273	XP_006295244.1	Np008G428150, Np006G350140
OG0006274	XP_006295337.1	Np008G428140, Np006G350130
OG0006275	XP_006296284.1	Np006G359300
OG0006276	XP_006295314.1	Np006G358260, Np005G316990, Np005G316890
OG0006277	XP_006286036.1	Np005G278020
OG0006278	XP_023642115.1	Np007G424720
OG0006279	XP_006300110.1, XP_023633461.1	Np003G124870
OG0006280	XP_023642678.1	Np007G414410
OG0006281	XP_006279345.1	Np003G125040
OG0006282	XP_006285375.1, XP_006284000.1	Np005G279120
OG0006283	XP_006299954.2	Np007G424420
OG0006284	XP_006298678.1	Np007G424150
OG0006285	XP_006289166.1	Np003G142690
OG0006286	XP_006296875.1	Np007G422210
OG0006287	XP_006297391.1	Np007G422000
OG0006288	XP_006298955.2	Np007G421650
OG0006289	XP_006296718.1	Np007G421450
OG0006290	XP_006299649.1	Np007G420770
OG0006291	XP_006296886.1	Np007G418930
OG0006292	XP_006295582.1, XP_006286212.1	Np005G262160
OG0006293	XP_006299098.1	Np007G416030
OG0006294	XP_023642449.1	Np007G415800
OG0006295	XP_006294938.1	Np006G331560
OG0006296	XP_006293896.1	Np006G331570
OG0006297	XP_006293784.1	Np006G333180
OG0006298	XP_006295819.1	Np006G333570, Np006G333610
OG0006299	XP_006295687.1	Np006G334340
OG0006300	XP_023640214.1	Np006G334910
OG0006301	XP_006294959.1	Np001G056680, Np006G339820
OG0006302	XP_023639835.1	Np006G339300
OG0006303	XP_023639999.1, XP_006295565.1	Np006G339080
OG0006304	XP_006291884.1	Np001G056480
OG0006305	XP_006294503.2	Np006G337070
OG0006306	XP_006295343.1	Np006G336760
OG0006307	XP_006294121.1	Np006G335490
OG0006308	XP_006303285.1	Np004G240470
OG0006309	XP_006307669.1	Np004G240070
OG0006310	XP_006305176.2	Np004G239620
OG0006311	XP_023645068.1	Np004G239610
OG0006312	XP_006303877.1	Np004G239400
OG0006313	XP_006306493.1	Np004G239250
OG0006314	XP_006304166.1	Np004G239070
OG0006315	XP_006303573.1	Np004G238290
OG0006316	XP_023632809.1	Np004G237590
OG0006317	XP_023633134.1	Np004G237760
OG0006318	XP_006305169.2	Np004G236560
OG0006319	XP_006305481.1	Np004G235220
OG0006320	XP_006307295.1	Np004G235090
OG0006321	XP_006300320.1	Np003G159880, Np003G159750, Np002G076650
OG0006322	XP_006306658.1	Np004G234730
OG0006323	XP_023645538.1	Np004G234620
OG0006324	XP_006303607.1	Np004G233780
OG0006325	XP_006304697.1	Np004G231380
OG0006326	XP_006304186.1	Np004G226310
OG0006327	XP_006307269.1	Np004G225880
OG0006328	XP_006301293.1	Np002G091340
OG0006329	XP_023645443.1	Np004G210140
OG0006330	XP_006306693.2	Np004G210370
OG0006331	XP_006304629.1	Np004G210360
OG0006332	XP_006304471.1	Np004G210300
OG0006333	XP_006284965.1, XP_006283899.1	Np005G282640
OG0006334	XP_023633958.1	Np005G282630
OG0006335	XP_006283347.1	Np005G281970
OG0006336	XP_006283812.1	Np005G281540
OG0006337	XP_006284547.1	Np005G281020
OG0006338	XP_006290401.1	Np001G019600
OG0006339	XP_006295667.1	Np006G368970
OG0006340	XP_006293930.1	Np006G370690
OG0006342	XP_006306978.1	Np004G241630
OG0006343	XP_006307707.2	Np004G241650
OG0006344	XP_006306515.1	Np004G242280
OG0006345	XP_023642847.1	Np002G079160
OG0006346	XP_006307242.1	Np004G245150
OG0006347	XP_006306684.1	Np004G245320
OG0006348	XP_006282053.1	Np001G017950
OG0006349	XP_006307247.1	Np004G247320
OG0006350	XP_006303231.1	Np004G251320
OG0006351	XP_006307357.1	Np004G249150
OG0006352	XP_006304245.1	Np004G248740
OG0006353	XP_006306754.2	Np004G250330
OG0006354	XP_006305148.1	Np004G250970
OG0006355	XP_006305282.1	Np004G251540
OG0006356	XP_023645704.1	Np004G252350
OG0006357	XP_006306409.1	Np004G252680
OG0006358	XP_006305298.1	Np004G252790
OG0006359	XP_006291098.1	Np001G053010
OG0006360	XP_006306197.1	Np004G253480
OG0006361	XP_006303295.1	Np004G253600
OG0006362	XP_006306927.1	Np004G255010
OG0006363	XP_006304095.1	Np004G256280
OG0006364	XP_006305805.1	Np004G257080
OG0006365	XP_006307489.1	Np004G257060
OG0006366	XP_023645619.1	Np004G257840
OG0006367	XP_006303523.1	Np004G258290
OG0006368	XP_006287460.1	Np003G141050
OG0006369	XP_006286537.1	Np003G141950
OG0006370	XP_023636800.1	Np003G142250, Np003G142240
OG0006371	XP_006288918.1	Np003G142070
OG0006372	XP_006288145.1	Np003G143380
OG0006373	XP_006289698.1	Np003G143980
OG0006374	XP_006288762.1	Np003G144900
OG0006375	XP_006300835.1	Np002G091210
OG0006376	XP_006287722.1	Np003G145040
OG0006377	XP_023636838.1	Np003G145190
OG0006378	XP_006287641.1	Np003G146400
OG0006379	XP_023636600.1	Np001G017770
OG0006380	XP_006291251.2	Np001G054140
OG0006381	XP_006287297.1	Np003G132370
OG0006383	XP_006286954.1	Np003G131400
OG0006384	XP_006287345.1	Np003G131230
OG0006385	XP_023637079.1, XP_006290996.1	Np006G365750
OG0006386	XP_006287577.1	Np001G013120
OG0006387	XP_006287278.1	Np001G012820
OG0006388	XP_023638140.1	Np001G057920, Np002G118560
OG0006389	XP_006287394.1	Np001G011810
OG0006391	XP_006288435.1	Np001G011090
OG0006392	XP_006287831.2	Np001G010990
OG0006393	XP_006286699.1, XP_023637521.1, XP_006286765.1	Np001G010960
OG0006394	XP_023637329.1	Np001G009690
OG0006395	XP_006282324.1	Np001G008880
OG0006396	XP_023635731.1	Np001G008500
OG0006397	XP_006281367.1	Np001G007780
OG0006398	XP_023632690.1	Np001G007610
OG0006399	XP_006281134.1	Np001G007510
OG0006400	XP_006281969.1	Np001G008390
OG0006401	XP_006280321.1	Np001G009040, Np001G006910
OG0006402	XP_006279839.2	Np001G006900
OG0006403	XP_006281962.1	Np003G154110
OG0006405	XP_006292264.1	Np001G052850
OG0006406	XP_006291335.1	Np001G052750
OG0006407	XP_006291897.1	Np001G052700
OG0006408	XP_006291343.1	Np001G050900
OG0006409	XP_006291593.1	Np001G049400
OG0006410	XP_006291383.1	Np001G047850
OG0006411	XP_023638605.1	Np001G045130, Np006G344100, Np006G344360
OG0006412	XP_006302964.1	Np002G089210
OG0006414	XP_023643957.1	Np002G090920
OG0006415	XP_023633237.1	Np004G209830
OG0006416	XP_006301511.1	Np002G090810
OG0006417	XP_006302433.2	Np002G088210
OG0006418	XP_006302573.1	Np002G087550
OG0006419	XP_006300337.1	Np002G086770
OG0006420	XP_006302610.1	Np002G086380
OG0006421	XP_006301524.1	Np002G086100
OG0006422	XP_006306626.1	Np004G241660
OG0006423	XP_006302798.1	Np002G083640
OG0006424	XP_006302324.1	Np002G083240
OG0006425	XP_006301977.1	Np002G083120
OG0006426	XP_006289488.2	Np003G136930
OG0006427	XP_006301256.1	Np002G082780
OG0006428	XP_006301657.2	Np002G073750
OG0006429	XP_006302950.1	Np002G074490
OG0006430	XP_006303059.1	Np002G074550
OG0006431	XP_006301006.1	Np002G075280
OG0006432	XP_006303028.1	Np002G077810
OG0006433	XP_006302968.1	Np002G078100
OG0006434	XP_006301094.1	Np002G078790
OG0006435	XP_006302057.1	Np002G080330, Np002G080340, Np002G080390
OG0006436	XP_006300617.1	Np002G081380
OG0006437	XP_006301468.2	Np002G082250
OG0006438	XP_023643035.1	Np002G072690
OG0006439	XP_023643488.1	Np002G072510
OG0006440	XP_006302952.2	Np002G072210
OG0006441	XP_006302240.1	Np002G120570
OG0006443	XP_006300053.1	Np007G406010
OG0006444	XP_006306910.1	Np004G193220
OG0006445	XP_023642035.1	Np007G403820
OG0006446	XP_006297661.1	Np007G403100
OG0006447	XP_006297956.1	Np007G390070
OG0006448	XP_006297268.1	Np007G390420
OG0006449	XP_006298463.1	Np007G391960
OG0006450	XP_006291163.1	Np001G050140
OG0006451	XP_006297612.1	Np007G392570
OG0006452	XP_006298145.1	Np007G392640
OG0006453	XP_006299106.1	Np007G392720
OG0006454	XP_006298093.1	Np007G392800
OG0006455	XP_006299384.1	Np007G393030
OG0006456	XP_006299778.1	Np007G393200
OG0006457	XP_006296614.1	Np007G393220
OG0006458	XP_006296984.1	Np007G393280
OG0006459	XP_023642285.1	Np007G393550
OG0006460	XP_006279096.1, XP_006285268.1	Np005G303570
OG0006461	XP_006298426.1	Np007G394000
OG0006462	XP_006300163.1	Np007G394340
OG0006463	XP_023642079.1	Np007G395050, Np004G198410
OG0006464	XP_006297395.1	Np007G395080
OG0006465	XP_006297570.1	Np007G396710
OG0006466	XP_006297715.1	Np007G398100
OG0006467	XP_006298848.1	Np007G399350
OG0006468	XP_006300209.1	Np007G380410
OG0006469	XP_006298942.2	Np007G380520
OG0006470	XP_023641434.1	Np007G380650
OG0006471	XP_006297509.1	Np007G381690
OG0006472	XP_006298421.1	Np007G382950
OG0006473	XP_006298022.1	Np007G383070
OG0006474	XP_006299744.1	Np007G383610
OG0006475	XP_006298057.1	Np007G383770
OG0006476	XP_006296632.1	Np007G384300
OG0006477	XP_006299256.1	Np007G384330
OG0006478	XP_006299834.1	Np007G384810
OG0006479	XP_006297061.1	Np007G386280
OG0006480	XP_006298364.1	Np007G388680
OG0006481	XP_006298050.1	Np002G078720, Np007G378230
OG0006482	XP_006298800.1	Np007G376140
OG0006483	XP_006298226.1	Np007G375710
OG0006484	XP_006297674.1	Np007G385290, Np007G375310
OG0006485	XP_006298812.1	Np007G374210
OG0006486	XP_006298862.1	Np007G374570
OG0006487	XP_006298199.1	Np007G374700
OG0006488	XP_006299296.1	Np007G373380
OG0006489	XP_023642388.1	Np007G373310
OG0006490	XP_023642273.1	Np007G372020
OG0006491	XP_006298870.1	Np007G371880
OG0006493	XP_023632604.1	Np004G190720
OG0006494	XP_023645252.1	Np009G431010, Np004G191200
OG0006495	XP_006304278.2	Np004G191710
OG0006496	XP_006306478.1	Np004G191860
OG0006497	XP_006305783.1	Np004G191950
OG0006498	XP_006304315.1	Np004G193020
OG0006499	XP_006307625.2	Np004G193190, Np002G090110
OG0006500	XP_006304204.1	Np004G194830
OG0006501	XP_006305524.1	Np004G194980
OG0006502	XP_006304715.1	Np004G195760
OG0006503	XP_006306213.1	Np004G195650
