Orthogroup	Capsella_rubella	Cochlearia_excelsa
OG0008806	XP_006289479.2	g25602
OG0008807	XP_006287348.1	g25604
OG0008809	XP_006287112.1	g25580
OG0008810	XP_006287750.1	g40464
OG0008811	XP_023635476.1	g25542
OG0008812	XP_023644020.1	g40493
OG0008813	XP_006281139.1	g40495
OG0008814	XP_006281440.1	g11033
OG0008815	XP_006279704.1	g40531
OG0008816	XP_006280242.1	g40555
OG0008817	XP_006280105.1	g10966
OG0008818	XP_006279569.1	g40588
OG0008819	XP_023641766.1	g10922
OG0008820	XP_006280942.2	g40647
OG0008821	XP_023635393.1	g10906
OG0008822	XP_006282352.1	g40721
OG0008823	XP_023643032.1	g40722
OG0008824	XP_006282617.1	g46871, g25206
OG0008825	XP_006282464.1	g46946
OG0008826	XP_006284212.1	g24752, g24757
OG0008827	XP_006284538.2	g46652
OG0008828	XP_006283302.1	g24635, g46995
OG0008829	XP_006296695.1	g13490
OG0008830	XP_023635500.1	g24562
OG0008831	XP_006283452.1	g17726
OG0008832	XP_006283701.1	g24534
OG0008833	XP_006283879.1	g47075
OG0008834	XP_006282926.1	g17684
OG0008835	XP_023635013.1	g24471
OG0008836	XP_006283360.1	g36165, g14875, g52876, g43248
OG0008837	XP_023635616.1	g47106
OG0008840	XP_006283863.1	g46664
OG0008841	XP_023635074.1	g16802
OG0008842	XP_006283939.1	g46651, g16804
OG0008843	XP_023634878.1	g16779, g16781
OG0008844	XP_006283727.1	g46626
OG0008845	XP_006282949.2	g46622
OG0008846	XP_023640156.1	g5965
OG0008847	XP_006295823.1	g37766
OG0008848	XP_006295942.1	g37764
OG0008849	XP_006294192.1	g37686
OG0008850	XP_023640105.1	g50790
OG0008851	XP_006293427.2	g50783
OG0008852	XP_006294928.2	g52296
OG0008853	XP_006294507.1	g52295
OG0008854	XP_006293834.1	g37627
OG0008855	XP_006295913.1	g37610
OG0008856	XP_006294906.1	g37591
OG0008857	XP_006294897.1	g37586
OG0008858	XP_006294606.1	g52241
OG0008859	XP_006290364.1	g1930
OG0008860	XP_006294139.2	g38226
OG0008861	XP_023639790.1	g52158
OG0008862	XP_006295662.1	g52151, g52149
OG0008863	XP_006294992.1	g52148
OG0008864	XP_006293646.1	g37523
OG0008865	XP_006294500.1	g37496
OG0008866	XP_006294020.1	g52094
OG0008867	XP_006291237.2	g18909
OG0008868	XP_006294314.1	g52077
OG0008869	XP_006295653.1	g37446
OG0008871	XP_006294919.1	g37443
OG0008872	XP_006289249.1	g5361
OG0008873	XP_006296029.1	g52010
OG0008874	XP_023639691.1	g37402
OG0008875	XP_006295090.1	g51995
OG0008876	XP_006293945.2	g37391
OG0008877	XP_006288271.1	g45289
OG0008878	XP_006287885.1	g45294
OG0008879	XP_006287534.1	g5814
OG0008880	XP_006287256.1	g5807
OG0008881	XP_023636751.1	g5788
OG0008882	XP_006288341.2	g29847
OG0008883	XP_006286413.1	g5752
OG0008884	XP_006287496.1	g29831
OG0008885	XP_006287469.1	g5717
OG0008886	XP_006289149.1	g29809
OG0008887	XP_006288211.1	g5698
OG0008888	XP_006287044.1	g29112
OG0008889	XP_006286463.2	g29127
OG0008890	XP_006288582.1	g653, g28980
OG0008891	XP_006287923.1	g28975
OG0008892	XP_006286390.1	g704
OG0008893	XP_006288232.2	g705
OG0008894	XP_006289636.1	g664
OG0008895	XP_023637303.1	g41401, g28929
OG0008896	XP_006280458.1	g448
OG0008897	XP_023636170.1	g28909
OG0008898	XP_006286473.1	g743
OG0008899	XP_006286832.1	g28901
OG0008900	XP_006287493.1	g763
OG0008901	XP_006288523.1	g28897
OG0008902	XP_006287048.1	g770
OG0008903	XP_006290047.1	g28873
OG0008904	XP_006288668.1	g28871
OG0008905	XP_006287602.1	g816
OG0008906	XP_006286724.1	g41333
OG0008907	XP_006279968.1	g831
OG0008908	XP_006290831.1, XP_023645188.1	g28805
OG0008909	XP_023640806.1	g266
OG0008910	XP_006280985.1	g1295
OG0008911	XP_023634992.1	g28783
OG0008912	XP_023638254.1	g41303
OG0008913	XP_006280519.1	g28763
OG0008914	XP_006281031.1	g28761
OG0008915	XP_023641139.1	g39245
OG0008916	XP_006279627.1	g1245, g39248
OG0008917	XP_006280937.1	g28746
OG0008918	XP_006281963.1	g1257
OG0008919	XP_006280372.1	g1240
OG0008920	XP_006279671.1	g1236
OG0008921	XP_006281961.1	g1232
OG0008922	XP_006280667.1	g274
OG0008923	XP_006279958.2	g9799, g270
OG0008924	XP_006304092.1	g49612
OG0008925	XP_006279577.1	g9796
OG0008927	XP_023635098.1	g9770, g240
OG0008928	XP_006280216.1	g9753
OG0008929	XP_006281397.1	g9746
OG0008930	XP_006279651.1	g197, g18663
OG0008931	XP_006280815.1	g177
OG0008932	XP_006280660.1	g9724
OG0008933	XP_006281233.1	g117, g9687
OG0008934	XP_006280319.1	g107
OG0008935	XP_006280202.1	g88
OG0008936	XP_006279673.2	g9669
OG0008937	XP_006281085.1	g9660
OG0008938	XP_006279796.1	g9644
OG0008939	XP_006281688.1	g19653
OG0008940	XP_006282122.1	g19647, g38
OG0008941	XP_023643146.1, XP_023640825.1	g19644
OG0008942	XP_006279868.1	g27
OG0008945	XP_006282185.1	g14, g9626
OG0008947	XP_006287568.1	g45269
OG0008948	XP_006304383.1	g26863
OG0008949	XP_023636564.1	g25358
OG0008950	XP_006289824.1	g25351
OG0008951	XP_023636365.1	g39452
OG0008952	XP_006288476.1	g45255
OG0008954	XP_006288590.1	g39492
OG0008955	XP_006287157.1	g39536, g25449
OG0008956	XP_006294756.1	g39540
OG0008957	XP_006289757.1	g39555
OG0008958	XP_006288757.2	g39605
OG0008959	XP_006289666.1	g39611
OG0008960	XP_006287030.2	g25496
OG0008961	XP_023636316.1	g39634
OG0008962	XP_023639758.1	g51348
OG0008963	XP_023639888.1	g39704
OG0008964	XP_006281163.1	g39706
OG0008965	XP_006280398.1	g46869
OG0008966	XP_006282017.1	g39723, g11107
OG0008967	XP_023640799.1	g51341, g39748
OG0008968	XP_006295125.1	g51335
OG0008969	XP_006295661.1	g39750
OG0008970	XP_006293803.1	g39767
OG0008971	XP_006293722.2	g51321
OG0008973	XP_006295515.1	g39807
OG0008974	XP_006295854.1	g51304
OG0008975	XP_006303737.1, XP_006303767.1, XP_006307576.1	g27970, g49271, g5
OG0008976	XP_006295860.1	g37920, g37919
OG0008977	XP_006295020.1	g51251
OG0008978	XP_006293452.1	g39850
OG0008979	XP_006294476.1	g39869
OG0008980	XP_006295576.1	g39884, g37902
OG0008981	XP_006296395.1	g39897
OG0008982	XP_006280685.1	g51194
OG0008984	XP_023639895.1	g51139
OG0008985	XP_023639734.1	g40015
OG0008986	XP_006296014.2	g51120
OG0008987	XP_006294561.1	g37849
OG0008988	XP_006296496.1	g40003
OG0008989	XP_006294126.1	g37845, g39981
OG0008990	XP_006295654.1	g51090
OG0008991	XP_006294226.1	g40038
OG0008992	XP_006294984.1	g40048
OG0008993	XP_023639861.1	g53382
OG0008994	XP_006295096.1	g40089
OG0008995	XP_006295271.1	g40090
OG0008996	XP_006293814.1	g40125
OG0008997	XP_006294532.1	g40119, g53543
OG0008998	XP_006295716.1	g40115
OG0008999	XP_006294358.1	g40102
OG0009001	XP_006295731.1	g38272
OG0009002	XP_006293919.2	g51068
OG0009003	XP_006294138.1	g36847
OG0009004	XP_006283803.1	g23632
OG0009005	XP_006284409.1	g17086
OG0009006	XP_023634642.1	g23658
OG0009007	XP_006298510.1	g49985
OG0009008	XP_006296811.1	g7929
OG0009009	XP_006299626.1	g7930
OG0009010	XP_023642779.1	g7942
OG0009011	XP_023641074.1	g7941
OG0009012	XP_006298568.1	g7946
OG0009013	XP_006284202.1	g23704
OG0009014	XP_006284523.2	g47613
OG0009015	XP_006282479.2	g47605
OG0009016	XP_006297283.2	g7914
OG0009017	XP_006296946.1	g7896
OG0009018	XP_006299215.1	g7866
OG0009019	XP_006297994.1	g7862
OG0009020	XP_006300058.1	g7852
OG0009021	XP_006298631.1	g7842
OG0009022	XP_006298755.2	g12662
OG0009023	XP_006299220.1	g7833
OG0009024	XP_006298826.1	g7832
OG0009025	XP_006298615.1	g12635
OG0009026	XP_006299961.1	g12780
OG0009027	XP_006296725.1	g7797, g12801
OG0009028	XP_006298074.1	g7793
OG0009029	XP_006297959.1	g7792
OG0009030	XP_006297961.1	g7781
OG0009031	XP_006297070.1	g7772, g7763
OG0009032	XP_023642530.1	g7749
OG0009033	XP_006299280.1	g12592
OG0009034	XP_006297651.1	g12591
OG0009035	XP_023641219.1	g12582
OG0009036	XP_006300215.2	g12844
OG0009038	XP_006296950.1	g12875
OG0009039	XP_006299015.1	g7686
OG0009041	XP_006299214.1	g7656
OG0009042	XP_006297217.1	g7642
OG0009043	XP_023642726.1	g12935, g12482
OG0009044	XP_006298817.1	g7622
OG0009045	XP_006298333.1	g7610
OG0009047	XP_023642476.1	g7600
OG0009048	XP_006297120.1	g7597
OG0009049	XP_006298220.1	g12965
OG0009050	XP_006297652.1	g25028
OG0009051	XP_023640004.1	g38281
OG0009052	XP_006296839.2	g26908
OG0009053	XP_006297975.1	g7552, g12992
OG0009054	XP_006298128.1	g12420
OG0009055	XP_006305686.1	g53945
OG0009056	XP_006295545.1	g51915
OG0009057	XP_023640682.1	g51909
OG0009058	XP_006295151.1	g51886
OG0009059	XP_006293898.1	g51880
OG0009060	XP_006294281.1	g51468
OG0009061	XP_006296102.1	g37351
OG0009062	XP_006294229.2	g51800
OG0009063	XP_006295330.1	g51793
OG0009064	XP_006296517.1	g38128
OG0009065	XP_006294078.1	g51763
OG0009066	XP_006295146.1	g51774
OG0009067	XP_023640506.1	g51756
OG0009068	XP_006295009.1	g51737
OG0009069	XP_006301325.1	g44860
OG0009070	XP_006294982.1	g51735
OG0009071	XP_006296281.1	g37149
OG0009072	XP_006296508.1	g38028, g37156
OG0009073	XP_006294667.1	g37160
OG0009075	XP_023640147.1	g51587
OG0009076	XP_006294211.2	g51599
OG0009077	XP_023639505.1	g51613
OG0009078	XP_023639829.1	g51623
OG0009079	XP_006296230.1	g51634
OG0009080	XP_006294261.1	g51675
OG0009082	XP_006294628.2	g37287, g51728
OG0009083	XP_006296330.1	g51727
OG0009084	XP_023640763.1	g51692
OG0009085	XP_006295055.1	g37278
OG0009086	XP_023640810.1	g37269
OG0009087	XP_006294306.1	g51714
OG0009088	XP_006293693.1	g51547
OG0009089	XP_006306663.1	g31585
OG0009090	XP_006306014.1	g31586
OG0009091	XP_006305911.1	g31596, g27302
OG0009092	XP_006306731.1	g49942
OG0009093	XP_006305164.1	g31610
OG0009094	XP_006305168.1	g31614, g49946
OG0009095	XP_006305230.1	g31628
OG0009096	XP_023645700.1	g49960
OG0009097	XP_006304434.1	g49970
OG0009098	XP_006305887.1	g27345, g31653
OG0009099	XP_006303462.2	g31654
OG0009100	XP_006305477.1	g27357
OG0009101	XP_006306659.1	g49994
OG0009102	XP_006306647.1	g31699
OG0009103	XP_006303246.2	g31702
OG0009104	XP_006304958.1	g50012
OG0009105	XP_006305985.1	g31754
OG0009106	XP_006303955.1	g27412
OG0009107	XP_006282549.1	g47579, g25029
OG0009110	XP_006304206.1	g31816
OG0009111	XP_006307376.1	g31889
OG0009112	XP_006307252.1	g31890
OG0009113	XP_006305548.1	g50126
OG0009114	XP_006306592.1	g50163
OG0009115	XP_006304145.1	g50166
OG0009116	XP_006291762.2	g19162
OG0009117	XP_006304198.1	g50211
OG0009118	XP_006305285.1	g50225
OG0009119	XP_023632666.1	g32019
OG0009120	XP_006304056.1	g27527
OG0009121	XP_006307270.1	g50251, g27528
OG0009122	XP_006306275.1	g32047
OG0009123	XP_006307417.1	g50291
OG0009124	XP_023632769.1	g32100
OG0009126	XP_023645359.1	g50335
OG0009127	XP_006304180.1	g27580
OG0009128	XP_006305648.1	g50349, g32146
OG0009130	XP_023643775.1	g45791
OG0009131	XP_006303400.2	g32161
OG0009132	XP_006306992.1	g32170
OG0009133	XP_023646059.1	g27597
OG0009134	XP_006304745.1	g32180
OG0009135	XP_006307606.1	g32200, g27607
OG0009137	XP_006305965.2	g27616
OG0009138	XP_006305289.2	g32225
OG0009139	XP_006305411.1	g50398
OG0009140	XP_006305852.1	g50407, g32279
OG0009141	XP_006282476.1	g47500
OG0009142	XP_006279888.1	g1500
OG0009143	XP_023634676.1	g23833
OG0009144	XP_006283098.1	g47523
OG0009145	XP_006282891.1	g17188
OG0009146	XP_006294721.1	g51038
OG0009148	XP_006294487.1	g38345
OG0009149	XP_006293518.1	g38340
OG0009150	XP_006293479.1	g50993
OG0009151	XP_006295799.1	g38391
OG0009152	XP_006295798.1	g38401, g27289
OG0009153	XP_006296179.1	g38411
OG0009154	XP_006295403.1	g38437, g50952
OG0009155	XP_006293682.1	g36914
OG0009156	XP_023638170.1	g19308
OG0009157	XP_023639778.1	g38485
OG0009158	XP_006295215.1	g50898
OG0009159	XP_006294013.1	g36955
OG0009162	XP_006305736.1	g31570
OG0009163	XP_006303996.2	g31551
OG0009164	XP_023632778.1	g31541
OG0009165	XP_006303818.1	g31508
OG0009166	XP_006305210.1	g31506
OG0009167	XP_006303979.1	g31486
OG0009168	XP_006305128.1	g31447
OG0009169	XP_006303753.1	g31449
OG0009170	XP_006304429.1	g31420
OG0009171	XP_006306027.1	g31378
OG0009172	XP_023645952.1	g49781
OG0009173	XP_006304473.1	g31331
OG0009174	XP_006305573.1	g49773
OG0009175	XP_023644825.1	g31275, g27127
OG0009176	XP_006307406.1	g49745
OG0009177	XP_006304028.1	g31269
OG0009178	XP_006303228.1	g31243
OG0009179	XP_006307232.1	g31221
OG0009180	XP_023633235.1	g31226, g49713
OG0009181	XP_006303172.1	g49626
OG0009182	XP_006307268.1	g49637, g27069
OG0009184	XP_023645314.1	g49638
OG0009185	XP_023644973.1, XP_023644972.1	g31152
OG0009186	XP_006290154.1	g674, g28965
OG0009187	XP_006305743.1	g31141
OG0009188	XP_006305732.2	g49658
OG0009189	XP_006305501.1	g49670
OG0009190	XP_006303435.1	g27030
OG0009191	XP_006304461.1	g31128
OG0009192	XP_006303885.1	g27032, g31129
OG0009193	XP_006304165.1	g49675
OG0009194	XP_023645182.1	g27026
OG0009196	XP_006303631.1	g49694
OG0009197	XP_006306385.1	g49583
OG0009199	XP_006306685.1	g27001
OG0009200	XP_006307661.1	g31003
OG0009201	XP_006306755.1	g30997, g26975
OG0009202	XP_006304620.1	g30991
OG0009203	XP_006306316.1	g30990
OG0009204	XP_006304386.1	g49527
OG0009205	XP_023633111.1	g49515
OG0009206	XP_006307581.1	g30927, g49493
OG0009207	XP_023645167.1	g49492
OG0009208	XP_006305430.2	g30923
OG0009209	XP_023637896.1, XP_023642929.1	g32231
OG0009210	XP_006307177.1	g30893
OG0009211	XP_006307498.1	g49465
OG0009212	XP_023645011.1	g49464
OG0009213	XP_006303752.1	g30876
OG0009214	XP_006306986.1	g30865
OG0009215	XP_023645530.1	g30845
OG0009216	XP_006305426.2	g26906
OG0009217	XP_006303883.1	g49399
OG0009218	XP_006303520.1	g30805
OG0009219	XP_006305628.2	g30794
OG0009220	XP_006305500.1	g49378
OG0009221	XP_006303966.2	g30773
OG0009222	XP_006307364.1	g49358
OG0009223	XP_006305173.1	g49356
OG0009224	XP_006305480.1	g49350
OG0009225	XP_006307157.2	g30762
OG0009226	XP_006305645.1	g49341
OG0009227	XP_006303868.1	g26875
OG0009228	XP_006306887.1	g30737
OG0009229	XP_023636725.1	g49303
OG0009231	XP_006306188.1	g30721
OG0009233	XP_006286842.1	g5223
OG0009234	XP_006287122.1	g5203
OG0009235	XP_006289000.1	g45637
OG0009236	XP_006286392.1	g45673
OG0009237	XP_006286932.1	g29278
OG0009238	XP_023637570.1	g5142
OG0009239	XP_006288208.1	g5093, g29238
OG0009240	XP_006289759.1	g45692
OG0009241	XP_006288945.1	g5128
OG0009242	XP_006287924.1	g29220
OG0009243	XP_006290178.1	g5062
OG0009244	XP_006287611.1	g45723
OG0009245	XP_006288493.1	g29178
OG0009246	XP_006288234.1	g45739
OG0009247	XP_006289489.1	g5004
OG0009248	XP_006288645.1	g5000
OG0009249	XP_023637340.1	g4987, g3922, g4018, g3921
OG0009250	XP_006288371.1	g29031
OG0009251	XP_006289793.1	g29075, g4901
OG0009252	XP_006288788.1	g29078
OG0009253	XP_006286808.1	g4877
OG0009254	XP_023636211.1	g29106, g4872
OG0009255	XP_006290042.1	g10150
OG0009256	XP_006288854.1	g10176
OG0009257	XP_006279985.2	g4115, g4116, g22330, g35991
OG0009258	XP_006281348.1	g10184
OG0009259	XP_006281889.2	g10216
OG0009260	XP_006280165.1	g10232
OG0009261	XP_006281529.2	g5770, g5771, g10230
OG0009262	XP_006286627.1	g45626
OG0009263	XP_006289625.1	g45623
OG0009264	XP_006287140.1	g45462, g29655
OG0009265	XP_023637538.1	g29653
OG0009267	XP_006287238.1	g5241, g45627
OG0009268	XP_006288124.1	g29662
OG0009269	XP_006289455.1	g5589
OG0009270	XP_006288520.2	g50766, g13773
OG0009272	XP_006288431.1	g5607
OG0009273	XP_006289430.1	g29696
OG0009274	XP_006288491.1	g29699
OG0009275	XP_006288654.1	g45436, g5621
OG0009276	XP_023636136.1, XP_006282317.2, XP_006289188.1	g29731
OG0009277	XP_006286489.1	g29735
OG0009278	XP_006287970.1	g29737
OG0009279	XP_006288264.1	g29757
OG0009280	XP_006288265.2	g29767, g5662
OG0009281	XP_006288767.1	g10071
OG0009283	XP_006289060.1	g604
OG0009284	XP_006286840.1	g10058
OG0009285	XP_006289043.1	g10049
OG0009286	XP_006286673.1	g581
OG0009287	XP_023637549.1	g578
OG0009288	XP_006287997.1	g577, g10033
OG0009289	XP_006286796.1	g10024
OG0009290	XP_023637708.1	g551
OG0009291	XP_023638575.1	g19135
OG0009292	XP_006288246.2	g549
OG0009293	XP_006289354.1	g10016, g10013
OG0009294	XP_006287648.1	g511
OG0009295	XP_006287150.1	g492
OG0009296	XP_006287340.1	g9961, g488
OG0009297	XP_006287878.1	g483
OG0009298	XP_023637717.1	g9959
OG0009299	XP_006286897.1	g465
OG0009300	XP_006280178.1	g9920
OG0009301	XP_023639280.1	g399
OG0009302	XP_023635882.1	g390
OG0009303	XP_006281223.1	g331
OG0009304	XP_023638264.1	g19485
OG0009305	XP_006281521.1	g51953
OG0009306	XP_006280863.1	g1221
OG0009307	XP_023635520.1	g1177
OG0009308	XP_006290733.1	g19317
OG0009309	XP_006292468.1	g2489
OG0009310	XP_006291894.1	g11352
OG0009311	XP_006292776.1	g2508
OG0009313	XP_006290928.1	g19353
OG0009314	XP_006290766.1	g2563
OG0009315	XP_006291812.1	g19379
OG0009316	XP_006290911.1	g11367
OG0009317	XP_006293131.1	g19383
OG0009318	XP_006292916.1	g2620
OG0009319	XP_006291064.1	g2631
OG0009320	XP_006292100.1	g2644
OG0009321	XP_006291034.1	g2689
OG0009322	XP_006291957.1	g2704
OG0009323	XP_006291232.1	g19461
OG0009324	XP_006291299.1	g19465, g19464
OG0009325	XP_006290873.1	g19496
OG0009326	XP_006292170.1	g2752, g19491
OG0009327	XP_006291874.1	g2787
OG0009327	XP_006291868.1	g11405, g11398
OG0009328	XP_006290866.1	g19609
OG0009329	XP_006293541.1	g11522, g19620
OG0009330	XP_006286081.1	g23206
OG0009331	XP_023641694.1	g10308
OG0009332	XP_023643087.1	g41728
OG0009333	XP_006302636.1	g44915
OG0009334	XP_006301071.1	g41505
OG0009335	XP_006302435.1	g44801
OG0009336	XP_023644109.1	g44813
OG0009337	XP_006302244.1	g44781
OG0009338	XP_006302500.1	g44767
OG0009339	XP_006303005.2	g45789
OG0009340	XP_006302669.1	g45800
OG0009341	XP_006294759.1	g40188
OG0009342	XP_006302260.1	g44724
OG0009343	XP_006301936.1	g45817
OG0009344	XP_006302702.1	g44708
OG0009345	XP_023643768.1	g45853, g44701
OG0009346	XP_006300531.2	g44689
OG0009347	XP_006300424.1	g44662
OG0009348	XP_023641022.1, XP_023643284.1	g44656, g45917
OG0009349	XP_006301319.1	g44647
OG0009350	XP_006302154.1	g45991
OG0009351	XP_006302544.1	g45976
OG0009352	XP_006302172.1	g45963
OG0009353	XP_006302268.1	g45956
OG0009354	XP_006302895.1	g45955
OG0009355	XP_006302881.2	g18007
OG0009356	XP_023644360.1	g46431
OG0009357	XP_023643017.1	g46339
OG0009358	XP_023642875.1	g46336
OG0009359	XP_023643124.1	g44367
OG0009360	XP_006298460.1	g6682, g11874
OG0009361	XP_006301556.1	g44375
OG0009362	XP_006300884.2	g44382, g46310
OG0009363	XP_006302949.1	g46228
OG0009364	XP_006300634.1	g46189
OG0009366	XP_006302833.1	g44491
OG0009367	XP_006302897.1	g46145
OG0009369	XP_006302424.1	g44520
OG0009370	XP_006302692.1	g46098
OG0009371	XP_006300880.1	g46076
OG0009372	XP_006304212.1	g31765
OG0009373	XP_006303119.2, XP_023643108.1, XP_023643105.1, XP_006290234.2, XP_006302888.1	g44565
OG0009374	XP_006302218.1	g44566
OG0009375	XP_006302810.1	g44574
OG0009376	XP_023633523.1	g28801
OG0009377	XP_023643754.1	g44583, g46026
OG0009378	XP_023643580.1	g46008
OG0009379	XP_006302822.1	g44601
OG0009381	XP_006302712.1	g44605
OG0009382	XP_023643186.1	g45953, g44612
OG0009383	XP_006302806.1	g18501
OG0009385	XP_006302337.1	g46452
OG0009386	XP_006302566.1	g46463, g44356
OG0009387	XP_006302525.1	g46466
OG0009388	XP_006302116.2	g44354
OG0009389	XP_006301760.2	g46476
OG0009390	XP_023643969.1	g44349, g46492
OG0009391	XP_006302502.1	g46501
OG0009392	XP_006302129.2	g44307
OG0009393	XP_023642914.1	g46540
OG0009395	XP_023643758.1	g46571
OG0009396	XP_006301335.1	g46593
OG0009397	XP_006302357.1	g44276
OG0009398	XP_006302956.1	g46604
OG0009399	XP_006301331.1	g46605
OG0009400	XP_006301046.1	g39222
OG0009402	XP_006299058.1	g7268
OG0009403	XP_023641089.1	g7263
OG0009404	XP_006300119.1	g7262
OG0009405	XP_006299721.1	g12247, g7254
OG0009406	XP_006297605.1	g13166
OG0009407	XP_006298373.1	g7232
OG0009408	XP_006300095.1	g7216
OG0009409	XP_006298945.1	g7170
OG0009410	XP_006296819.1	g12192
OG0009411	XP_006300068.1	g12183
OG0009412	XP_006297156.1	g12180, g7163
OG0009413	XP_006298718.1	g12176, g13220
OG0009414	XP_006297267.1	g12166
OG0009415	XP_023642114.1	g7144
OG0009416	XP_006297504.1	g7120
OG0009417	XP_006299372.1	g7118, g12150
OG0009418	XP_006298103.1	g7116
OG0009419	XP_006298699.1	g7063, g13244
OG0009421	XP_006297846.1	g7058
OG0009422	XP_006298164.2	g7055
OG0009423	XP_006299759.1	g7053
OG0009424	XP_023641560.1	g13255
OG0009425	XP_006297255.1	g12098
OG0009426	XP_006299171.1	g17949
OG0009427	XP_006298033.1	g6991
OG0009428	XP_006297662.1	g6988
OG0009429	XP_006297106.1	g6987
OG0009430	XP_006298852.1	g13278
OG0009431	XP_006298881.1	g6954
OG0009432	XP_006297081.1	g6953
OG0009433	XP_006286484.1	g25373
OG0009434	XP_006297847.1	g12039
OG0009435	XP_006297874.2	g6908
OG0009436	XP_006297776.1	g12015
OG0009437	XP_023641868.1	g12009
OG0009438	XP_006298499.1	g13310
OG0009439	XP_006298055.1	g13313
OG0009440	XP_023641863.1	g6846
OG0009442	XP_006298893.1	g13339
OG0009443	XP_023641273.1	g6797
OG0009444	XP_006298094.1	g13351
OG0009445	XP_006299593.1	g6760
OG0009446	XP_006297900.1	g6744
OG0009447	XP_006298783.1	g36449
OG0009448	XP_023641572.1	g13356
OG0009449	XP_006297970.2	g6716
OG0009450	XP_006300196.1	g11889, g6698
OG0009452	XP_023642146.1	g6635
OG0009453	XP_006300003.1	g11826
OG0009454	XP_006296765.1	g13424
OG0009456	XP_006296686.1	g6531, g13467
OG0009457	XP_006297022.1	g6530
OG0009459	XP_006280007.1	g41163
OG0009460	XP_023634119.1	g6338
OG0009461	XP_023641295.1	g6585
OG0009462	XP_023641658.1	g6302
OG0009463	XP_006300066.1	g6254
OG0009464	XP_006297832.1	g6245
OG0009465	XP_006296803.1	g14691
OG0009466	XP_006288247.2	g29422
OG0009467	XP_006299551.1	g13698
OG0009468	XP_006297640.1	g13699
OG0009469	XP_006298159.1	g6153
OG0009470	XP_006298409.1	g13700
OG0009471	XP_023642741.1	g13724, g14043
OG0009472	XP_006297403.1	g14028
OG0009473	XP_006299821.1	g14024, g6086
OG0009474	XP_006297310.1	g13992
OG0009475	XP_006298137.1	g6002
OG0009476	XP_006299799.1	g5976
OG0009477	XP_006297590.1	g5953, g13905
OG0009478	XP_006299077.1	g5916
OG0009479	XP_006299260.1	g5915, g13860
OG0009480	XP_006298816.1	g13857
OG0009481	XP_006299305.1	g13823
OG0009482	XP_006299868.1	g13841
OG0009483	XP_006304022.1	g54370
OG0009484	XP_006307597.2	g36707
OG0009485	XP_006304226.1	g36696
OG0009486	XP_023632783.1	g27994
OG0009487	XP_006303266.1	g54305
OG0009488	XP_006304699.1	g36662
OG0009489	XP_006307019.1	g35868
OG0009491	XP_006305471.1	g36597
OG0009492	XP_006306429.1	g28008
OG0009494	XP_006304507.1	g36471
OG0009495	XP_006304254.1	g36489
OG0009496	XP_023633232.1	g54166
OG0009497	XP_006306237.1	g28059
OG0009498	XP_006306569.1	g28062, g36428
OG0009499	XP_006288473.1	g5251
OG0009500	XP_006305174.1	g54149
OG0009501	XP_006303310.1	g28076
OG0009502	XP_023645453.1	g54138
OG0009503	XP_023638977.1	g18788
OG0009504	XP_006305410.1	g54111
OG0009505	XP_006306473.1	g54110
OG0009506	XP_006305592.1	g36371
OG0009507	XP_006294230.1	g51460
OG0009510	XP_006290679.2	g2443
OG0009511	XP_006290689.1	g2430
OG0009512	XP_006291723.1	g2424
OG0009513	XP_006291074.1	g2404
OG0009514	XP_006290999.1	g2371
OG0009515	XP_006292242.2	g2377
OG0009516	XP_006291805.1	g2347
OG0009517	XP_023639241.1	g2328
OG0009518	XP_006291210.1	g19170
OG0009519	XP_006292719.1	g11303
OG0009520	XP_006292735.1	g11301
OG0009521	XP_006292209.1	g2462
OG0009522	XP_006291452.1	g12979
OG0009523	XP_006280555.2	g36976
OG0009524	XP_006291849.1	g19140
OG0009525	XP_023637979.1	g19141
OG0009526	XP_023639588.1	g51741
OG0009527	XP_023638191.1	g19134
OG0009528	XP_006290949.1	g2251
OG0009529	XP_006291398.1	g2214
OG0009530	XP_023639066.1	g2176
OG0009531	XP_006290951.1	g2174
OG0009532	XP_006290350.1	g11265
OG0009533	XP_006291922.1	g19035
OG0009534	XP_006291223.1	g19003
OG0009535	XP_023638522.1	g19002, g2071
OG0009536	XP_006290322.1	g36131, g19000
OG0009537	XP_006292283.1	g18968
OG0009538	XP_006291177.1	g18960
OG0009539	XP_006292973.1	g2033
OG0009540	XP_006290475.2	g18927
OG0009541	XP_023638009.1	g2003, g18913
OG0009542	XP_006291096.1	g2013
OG0009543	XP_006291674.1	g2022
OG0009544	XP_006288359.1	g497
OG0009545	XP_006293294.1	g18816
OG0009546	XP_006291749.1	g18809
OG0009547	XP_006291944.1	g18800, g1896
OG0009548	XP_023638040.1	g1878
OG0009549	XP_006292176.1	g1872
OG0009550	XP_006292623.1	g1871
OG0009551	XP_006291512.1	g1836
OG0009554	XP_006293019.1	g18763
OG0009555	XP_006291308.1	g18771
OG0009556	XP_006292989.1	g18776
OG0009557	XP_006291359.1	g1888
OG0009561	XP_006305572.1	g36397, g54134
OG0009563	XP_006292732.1	g2081
OG0009565	XP_006279730.1	g11036
OG0009568	XP_006293872.1	g51682
OG0009569	XP_006295108.1	g37264
OG0009570	XP_006295195.1	g51977
OG0009571	XP_023637120.1	g24321, g37666
OG0009572	XP_006302957.1	g46013
