Orthogroup	Capsella_rubella	Cardamine_amara
OG0006590	XP_006283921.1	evm.model.RL_2.2905
OG0006591	XP_023635443.1	evm.model.RL_2.2921
OG0006592	XP_006283938.1	evm.model.RL_2.2994
OG0006593	XP_006283418.1	evm.model.RL_2.3007
OG0006594	XP_006296785.1	evm.model.RL_1.2842
OG0006594	XP_006283144.1	evm.model.RL_2.3021
OG0006595	XP_006284274.1	evm.model.RL_2.3022
OG0006596	XP_006283890.1, XP_006286414.1	evm.model.RL_2.3034
OG0006597	XP_006283094.1	evm.model.RL_2.3048
OG0006598	XP_006303652.1	evm.model.RL_5.2830
OG0006599	XP_006307023.1	evm.model.RL_5.2714
OG0006601	XP_023634046.1	evm.model.RL_2.1246
OG0006602	XP_006282944.1	evm.model.RL_2.1245
OG0006603	XP_006283956.1	evm.model.RL_2.1221
OG0006604	XP_006295018.1	evm.model.RL_6.1665
OG0006605	XP_023643110.1	evm.model.RL_4.954
OG0006606	XP_006305461.1	evm.model.RL_5.824
OG0006607	XP_006301836.1	evm.model.RL_3.539
OG0006608	XP_023644774.1	evm.model.RL_5.914
OG0006609	XP_023643862.1	evm.model.RL_3.427, evm.model.RL_3.428
OG0006610	XP_006303929.1	evm.model.RL_5.1002
OG0006611	XP_006304167.1	evm.model.RL_5.1009
OG0006612	XP_006304774.1	evm.model.RL_5.1043
OG0006613	XP_006303368.1	evm.model.RL_5.1361
OG0006615	XP_006290380.2	evm.model.RL_7.2686
OG0006616	XP_006291072.1	evm.model.RL_7.2716.3.687c84be
OG0006617	XP_006291795.1	evm.model.RL_7.2556
OG0006618	XP_006305452.1	evm.model.RL_5.1231
OG0006619	XP_006305186.1	evm.model.RL_5.1217
OG0006620	XP_006292451.1	evm.model.RL_7.2478
OG0006621	XP_006290275.2	evm.model.RL_7.2457
OG0006622	XP_006291003.1	evm.model.RL_7.2436
OG0006623	XP_023638112.1	evm.model.RL_7.2385
OG0006624	XP_006291018.1	evm.model.RL_7.2380
OG0006625	XP_023638373.1	evm.model.RL_7.2357
OG0006626	XP_006292029.1	evm.model.RL_7.2354
OG0006627	XP_006292058.1	evm.model.RL_7.2328
OG0006628	XP_023638059.1	evm.model.RL_7.2323
OG0006629	XP_006290571.1	evm.model.RL_7.2261
OG0006630	XP_006290840.2	evm.model.RL_7.2259
OG0006631	XP_006290541.1	evm.model.RL_7.2218
OG0006632	XP_006292928.1	evm.model.RL_7.2183
OG0006633	XP_006290723.1	evm.model.RL_7.267, evm.model.RL_7.2165
OG0006634	XP_006290617.1	evm.model.RL_7.2124
OG0006635	XP_023639470.1	evm.model.RL_8.1546
OG0006636	XP_006302499.1	evm.model.RL_3.853
OG0006637	XP_023643439.1	evm.model.RL_3.867
OG0006638	XP_023638878.1, XP_006302711.1	evm.model.RL_3.871
OG0006639	XP_006297581.1	evm.model.RL_1.3126
OG0006640	XP_006280367.1	evm.model.RL_8.2174
OG0006641	XP_006300856.1	evm.model.RL_3.595
OG0006642	XP_006282859.1	evm.model.RL_2.202
OG0006643	XP_006283370.2	evm.model.RL_2.185
OG0006644	XP_006302770.1	evm.model.RL_3.90
OG0006645	XP_006300562.1	evm.model.RL_3.168
OG0006646	XP_006301753.1	evm.model.RL_3.184
OG0006647	XP_023640053.1	evm.model.RL_6.2189
OG0006648	XP_023641497.1	evm.model.RL_1.814
OG0006649	XP_023641399.1	evm.model.RL_1.820
OG0006650	XP_023634155.1	evm.model.RL_2.3071
OG0006651	XP_006298988.1	evm.model.RL_1.837
OG0006652	XP_006287634.1	evm.model.RL_4.3228, evm.model.RL_4.3183
OG0006653	XP_006299896.1	evm.model.RL_1.913
OG0006654	XP_006297941.2	evm.model.RL_1.964
OG0006655	XP_006298091.1	evm.model.RL_1.987
OG0006656	XP_006298486.1	evm.model.RL_1.1003.2.687c87ec
OG0006657	XP_023642166.1	evm.model.RL_1.1014
OG0006658	XP_006296753.2	evm.model.RL_1.1013
OG0006659	XP_006297374.1	evm.model.RL_1.1050
OG0006660	XP_006299547.1	evm.model.RL_1.1071
OG0006661	XP_023641701.1	evm.model.RL_1.1083
OG0006662	XP_023642119.1	evm.model.RL_1.1093
OG0006663	XP_006299462.1	evm.model.RL_1.1117
OG0006664	XP_006298127.1	evm.model.RL_1.1123
OG0006665	XP_006300016.1	evm.model.RL_1.1147
OG0006666	XP_023634777.1	evm.model.RL_8.1067
OG0006667	XP_006287693.1	evm.model.RL_4.1643
OG0006668	XP_006284781.1	evm.model.RL_2.2012
OG0006669	XP_006280181.2	evm.model.RL_8.1213
OG0006670	XP_006280145.2	evm.model.RL_8.1235
OG0006671	XP_006282311.1	evm.model.RL_8.1340
OG0006672	XP_023638562.1	evm.model.RL_8.1353
OG0006673	XP_006280696.1	evm.model.RL_8.1407
OG0006674	XP_006280571.2	evm.model.RL_8.1406
OG0006675	XP_006282349.1	evm.model.RL_8.1434
OG0006676	XP_006280456.1	evm.model.RL_8.1509
OG0006677	XP_023645121.1	evm.model.RL_8.1473
OG0006678	XP_006279901.1	evm.model.RL_8.1533
OG0006680	XP_006281245.1	evm.model.RL_8.1543
OG0006681	XP_006281153.1	evm.model.RL_8.1552
OG0006682	XP_006279592.2	evm.model.RL_8.1592
OG0006683	XP_023643970.1	evm.model.RL_8.2755
OG0006684	XP_006280472.2	evm.model.RL_8.1657
OG0006685	XP_006280109.1	evm.model.RL_8.1704
OG0006686	XP_006279626.1	evm.model.RL_8.1727
OG0006687	XP_023645056.1	evm.model.RL_8.1792
OG0006688	XP_006280548.1	evm.model.RL_8.1803.1.687c855d
OG0006689	XP_006280773.2	evm.model.RL_8.1826
OG0006690	XP_006280546.1	evm.model.RL_8.1839.2.687c855e
OG0006691	XP_023637014.1	evm.model.RL_4.745
OG0006692	XP_006289366.1	evm.model.RL_4.2324
OG0006693	XP_006287724.1	evm.model.RL_4.2328
OG0006694	XP_023636187.1	evm.model.RL_4.2338
OG0006695	XP_006286516.2	evm.model.RL_4.2344
OG0006696	XP_006289080.1	evm.model.RL_4.2523
OG0006697	XP_006289477.1	evm.model.RL_4.2531
OG0006698	XP_006288625.1	evm.model.RL_4.2561
OG0006699	XP_023636599.1	evm.model.RL_4.2569
OG0006700	XP_006288046.1	evm.model.RL_4.2598
OG0006701	XP_006281329.1	evm.model.RL_8.2492.3.687c8561
OG0006702	XP_006289438.1	evm.model.RL_4.2659
OG0006703	XP_006287433.2	evm.model.RL_4.2689
OG0006704	XP_006289531.2	evm.model.RL_4.2708
OG0006705	XP_006288859.1	evm.model.RL_4.2720
OG0006706	XP_006288832.2	evm.model.RL_4.2745
OG0006707	XP_006287649.1	evm.model.RL_4.2782
OG0006708	XP_006283515.1	evm.model.RL_2.1276
OG0006709	XP_023633859.1	evm.model.RL_2.1283
OG0006710	XP_006283484.1	evm.model.RL_2.1314
OG0006711	XP_006284649.1	evm.model.RL_2.1318
OG0006712	XP_006286242.1	evm.model.RL_2.1356
OG0006713	XP_006284465.1	evm.model.RL_2.1359
OG0006714	XP_023640304.1, XP_023635671.1	evm.model.RL_2.1376
OG0006715	XP_023635313.1	evm.model.RL_2.1407
OG0006716	XP_006285076.1	evm.model.RL_3.1035, evm.model.RL_2.1456
OG0006717	XP_006284627.1	evm.model.RL_2.1482
OG0006718	XP_006284324.1	evm.model.RL_2.1521
OG0006720	XP_023635382.1	evm.model.RL_4.374
OG0006721	XP_006284474.1	evm.model.RL_2.1569
OG0006722	XP_006284288.1	evm.model.RL_2.1575
OG0006723	XP_006284020.1	evm.model.RL_2.1280
OG0006724	XP_006284699.1	evm.model.RL_2.1648
OG0006725	XP_006284671.1	evm.model.RL_2.1680
OG0006726	XP_006284735.1	evm.model.RL_2.1692
OG0006727	XP_023634828.1	evm.model.RL_2.1768
OG0006728	XP_006284386.1	evm.model.RL_2.1861
OG0006729	XP_006283603.1	evm.model.RL_2.1865
OG0006730	XP_006282914.1	evm.model.RL_2.1878
OG0006731	XP_023635184.1	evm.model.RL_2.1889
OG0006732	XP_006283738.1	evm.model.RL_2.1895
OG0006733	XP_023634150.1	evm.model.RL_2.1912
OG0006734	XP_006284643.1	evm.model.RL_2.1915
OG0006735	XP_006282537.1	evm.model.RL_2.1916
OG0006736	XP_006284668.1	evm.model.RL_2.1927
OG0006737	XP_023634790.1	evm.model.RL_2.1929
OG0006738	XP_006307022.1	evm.model.RL_5.2601
OG0006739	XP_006305394.1	evm.model.RL_5.2449
OG0006740	XP_006305456.1	evm.model.RL_6.2430, evm.model.RL_5.1659
OG0006741	XP_006307397.1	evm.model.RL_5.2350
OG0006742	XP_006307521.1	evm.model.RL_5.2371
OG0006743	XP_006305733.1	evm.model.RL_5.1373
OG0006745	XP_006304986.1	evm.model.RL_5.2266
OG0006746	XP_006306828.1	evm.model.RL_5.3106
OG0006747	XP_006307351.1	evm.model.RL_5.613
OG0006748	XP_006283057.1	evm.model.RL_2.1934
OG0006749	XP_023633097.1	evm.model.RL_5.3121
OG0006750	XP_006304997.2	evm.model.RL_5.2284
OG0006751	XP_006304950.2	evm.model.RL_5.3113.1.687c88bf
OG0006752	XP_006298209.1	evm.model.RL_1.2481, evm.model.RL_1.3183
OG0006753	XP_006304249.1	evm.model.RL_5.3047
OG0006754	XP_023645783.1	evm.model.RL_5.3014
OG0006755	XP_006307623.1	evm.model.RL_5.3012
OG0006756	XP_006304398.1	evm.model.RL_5.3008
OG0006757	XP_006304199.1	evm.model.RL_5.2992
OG0006758	XP_006307238.1	evm.model.RL_5.2953
OG0006759	XP_006304941.1	evm.model.RL_5.2937
OG0006760	XP_023645521.1	evm.model.RL_5.2902
OG0006761	XP_006306671.2	evm.model.RL_5.2891
OG0006762	XP_006307149.1, XP_006307225.1	evm.model.RL_5.2864
OG0006763	XP_006303512.1	evm.model.RL_5.2843
OG0006764	XP_006284101.1	evm.model.RL_2.3094
OG0006765	XP_023634462.1	evm.model.RL_2.3150
OG0006766	XP_006286076.2	evm.model.RL_2.3177
OG0006767	XP_006284152.1	evm.model.RL_2.3188
OG0006768	XP_023635092.1	evm.model.RL_2.3230
OG0006769	XP_006283961.1	evm.model.RL_2.3238
OG0006770	XP_023634614.1	evm.model.RL_2.3274
OG0006771	XP_006285742.1	evm.model.RL_2.3277
OG0006773	XP_006293595.1	evm.model.RL_6.163
OG0006774	XP_006293551.1	evm.model.RL_6.117
OG0006775	XP_006296164.1	evm.model.RL_6.36
OG0006778	XP_023634407.1	evm.model.RL_2.3480
OG0006781	XP_006295109.1	evm.model.RL_6.1632
OG0006782	XP_006288117.1	evm.model.RL_8.869
OG0006783	XP_006303694.1	evm.model.RL_5.2377
OG0006784	XP_006294894.1	evm.model.RL_6.1509
OG0006785	XP_006293522.1	evm.model.RL_6.1470
OG0006786	XP_006281327.1	evm.model.RL_4.614
OG0006787	XP_006280430.2	evm.model.RL_4.624
OG0006788	XP_006280751.1	evm.model.RL_4.672.1.687c86cf
OG0006789	XP_023642022.1	evm.model.RL_1.208
OG0006790	XP_006288142.1, XP_023636094.1	evm.model.RL_8.793
OG0006791	XP_006288031.1	evm.model.RL_8.658
OG0006792	XP_006288574.1	evm.model.RL_8.617.1.687c8557
OG0006794	XP_006289435.1	evm.model.RL_8.605
OG0006795	XP_006287702.1	evm.model.RL_8.597.1.687c8557
OG0006796	XP_023637418.1	evm.model.RL_8.566
OG0006797	XP_006287881.1	evm.model.RL_8.477
OG0006798	XP_006288870.1	evm.model.RL_8.455.1.687c8556
OG0006799	XP_006288147.2	evm.model.RL_8.386
OG0006800	XP_023643720.1	evm.model.RL_4.427
OG0006801	XP_006281843.1	evm.model.RL_4.410
OG0006802	XP_006284998.1	evm.model.RL_6.794, evm.model.RL_2.2273
OG0006803	XP_023640247.1	evm.model.RL_4.245
OG0006804	XP_006280560.1	evm.model.RL_4.214
OG0006805	XP_006281270.1	evm.model.RL_4.162
OG0006806	XP_006281989.1	evm.model.RL_4.141
OG0006807	XP_006282214.1	evm.model.RL_4.137
OG0006808	XP_006279749.1	evm.model.RL_4.125, evm.model.RL_4.131
OG0006809	XP_006280954.1	evm.model.RL_4.119
OG0006810	XP_006281192.1	evm.model.RL_4.92
OG0006811	XP_006294617.1	evm.model.RL_6.1902
OG0006812	XP_006279501.1	evm.model.RL_4.27
OG0006813	XP_006282304.1	evm.model.RL_4.11
OG0006814	XP_006300045.1	evm.model.RL_1.3044
OG0006815	XP_006298708.1	evm.model.RL_1.2450
OG0006816	XP_006297348.1	evm.model.RL_1.2404
OG0006817	XP_006297130.2	evm.model.RL_1.2370
OG0006818	XP_006283586.1	evm.model.RL_2.826
OG0006819	XP_006284562.1	evm.model.RL_2.916
OG0006820	XP_006298653.1	evm.model.RL_1.2189
OG0006821	XP_006282514.1	evm.model.RL_2.534, evm.model.RL_2.1007
OG0006822	XP_006285217.1	evm.model.RL_2.1013
OG0006823	XP_006285697.1	evm.model.RL_2.1066
OG0006825	XP_006283124.1	evm.model.RL_2.1088
OG0006826	XP_006283192.1	evm.model.RL_2.65
OG0006827	XP_023635414.1	evm.model.RL_2.73.1.687c86df
OG0006828	XP_006284002.1	evm.model.RL_2.195
OG0006829	XP_006283359.1	evm.model.RL_2.199, evm.model.RL_2.201
OG0006830	XP_006295450.1	evm.model.RL_6.2959
OG0006831	XP_023640847.1	evm.model.RL_6.2955
OG0006832	XP_006303138.1	evm.model.RL_5.2627
OG0006833	XP_006285366.1, XP_006296482.1	evm.model.RL_6.2895
OG0006834	XP_006295127.1	evm.model.RL_6.1540
OG0006835	XP_006295091.1	evm.model.RL_6.2823
OG0006836	XP_006294845.1	evm.model.RL_6.2811
OG0006837	XP_006294543.1	evm.model.RL_6.2782
OG0006838	XP_006295826.2	evm.model.RL_6.2773
OG0006839	XP_023640863.1	evm.model.RL_6.2748
OG0006840	XP_006294818.1	evm.model.RL_6.2743
OG0006841	XP_006296393.1	evm.model.RL_6.2729
OG0006842	XP_023640626.1	evm.model.RL_6.2705
OG0006843	XP_023640103.1	evm.model.RL_6.2703
OG0006844	XP_006296351.1	evm.model.RL_6.2678
OG0006845	XP_006293727.1	evm.model.RL_6.2616
OG0006846	XP_006294553.1	evm.model.RL_6.2461
OG0006847	XP_006294977.1	evm.model.RL_6.2439
OG0006848	XP_006294534.2	evm.model.RL_6.2410
OG0006849	XP_023640498.1	evm.model.RL_6.2407
OG0006850	XP_023639827.1	evm.model.RL_6.2363
OG0006851	XP_006294481.1	evm.model.RL_6.2348
OG0006852	XP_006294452.1	evm.model.RL_6.2306
OG0006853	XP_006295150.1, XP_006295145.1	evm.model.RL_6.2273
OG0006854	XP_006286718.2	evm.model.RL_4.3324
OG0006855	XP_006288865.1	evm.model.RL_4.3308
OG0006857	XP_006288373.1	evm.model.RL_4.3291
OG0006859	XP_006287530.1	evm.model.RL_4.3229
OG0006860	XP_006288791.1	evm.model.RL_4.3216
OG0006861	XP_023635837.1	evm.model.RL_4.3203
OG0006862	XP_006288128.1	evm.model.RL_4.3139
OG0006863	XP_006289155.1	evm.model.RL_4.3136.1.687c86dd
OG0006864	XP_006305866.2	evm.model.RL_5.3034
OG0006865	XP_006288189.1	evm.model.RL_4.1679.1.687c86d5
OG0006866	XP_006289358.1	evm.model.RL_4.1659
OG0006867	XP_023636550.1	evm.model.RL_4.1651
OG0006868	XP_006288954.1	evm.model.RL_4.1627
OG0006869	XP_006289386.1	evm.model.RL_4.1613
OG0006870	XP_006288113.1	evm.model.RL_4.1572
OG0006871	XP_006288695.1	evm.model.RL_4.1566
OG0006872	XP_006286896.1	evm.model.RL_4.1559, evm.model.RL_4.795
OG0006873	XP_006288462.1	evm.model.RL_4.1529
OG0006874	XP_006288502.1	evm.model.RL_4.1515
OG0006875	XP_023637354.1	evm.model.RL_4.1429
OG0006876	XP_006280883.2	evm.model.RL_8.2133
OG0006877	XP_023642097.1	evm.model.RL_4.594, evm.model.RL_8.2107
OG0006878	XP_006293773.1	evm.model.RL_8.2073.1.687c855f
OG0006879	XP_006280768.2	evm.model.RL_8.2058
OG0006880	XP_006280654.1	evm.model.RL_8.2391
OG0006881	XP_006280952.1	evm.model.RL_8.2448
OG0006882	XP_006282368.1	evm.model.RL_8.2449
OG0006883	XP_006281488.1	evm.model.RL_8.2479
OG0006884	XP_023638183.1	evm.model.RL_8.2487
OG0006885	XP_006281437.2	evm.model.RL_8.2503
OG0006886	XP_006279609.1	evm.model.RL_8.2511
OG0006887	XP_006279847.1	evm.model.RL_8.2526
OG0006888	XP_006279853.1	evm.model.RL_8.2527
OG0006889	XP_006281667.1	evm.model.RL_8.2563
OG0006891	XP_023639017.1	evm.model.RL_8.2585
OG0006892	XP_006280422.2	evm.model.RL_8.2592
OG0006893	XP_006282319.1	evm.model.RL_8.2621
OG0006894	XP_006279476.2	evm.model.RL_8.2637
OG0006895	XP_006279973.1	evm.model.RL_8.2704
OG0006896	XP_023644482.1	evm.model.RL_8.2707
OG0006897	XP_006280866.1	evm.model.RL_8.2718
OG0006898	XP_006302484.1	evm.model.RL_3.1183
OG0006899	XP_006281171.1	evm.model.RL_8.2814
OG0006901	XP_006280758.1	evm.model.RL_8.2820
OG0006902	XP_006288414.1	evm.model.RL_8.12
OG0006903	XP_006286453.1	evm.model.RL_8.34
OG0006904	XP_023636202.1	evm.model.RL_8.88
OG0006905	XP_006286877.1	evm.model.RL_8.62
OG0006906	XP_006289538.2	evm.model.RL_8.121
OG0006907	XP_006288366.1	evm.model.RL_8.150
OG0006908	XP_006306361.1	evm.model.RL_5.63
OG0006909	XP_006286902.1	evm.model.RL_8.232
OG0006910	XP_006287436.1	evm.model.RL_8.318
OG0006911	XP_006288698.2	evm.model.RL_8.326
OG0006912	XP_006287671.2	evm.model.RL_8.343
OG0006913	XP_023637211.1	evm.model.RL_8.359
OG0006914	XP_006304253.1	evm.model.RL_5.228
OG0006915	XP_023638898.1	evm.model.RL_4.474
OG0006916	XP_006280634.1	evm.model.RL_4.480
OG0006917	XP_006282250.1	evm.model.RL_4.488
OG0006918	XP_006293864.1	evm.model.RL_6.1421
OG0006919	XP_006293609.1	evm.model.RL_6.1396
OG0006920	XP_023640592.1	evm.model.RL_5.1315, evm.model.RL_6.1312
OG0006921	XP_023639632.1	evm.model.RL_6.1356
OG0006923	XP_023639639.1	evm.model.RL_6.1360
OG0006925	XP_023639755.1	evm.model.RL_6.1342
OG0006926	XP_006296077.2	evm.model.RL_6.1336
OG0006927	XP_006296504.1	evm.model.RL_6.1310
OG0006927	XP_023640532.1	evm.model.RL_6.1309
OG0006928	XP_006296107.1	evm.model.RL_6.1298
OG0006929	XP_023640141.1	evm.model.RL_6.1269
OG0006930	XP_006296254.1	evm.model.RL_6.1272
OG0006931	XP_006294867.2	evm.model.RL_6.1253
OG0006932	XP_006293717.1	evm.model.RL_6.1190
OG0006933	XP_023640248.1	evm.model.RL_6.1164
OG0006934	XP_023639373.1	evm.model.RL_6.1143
OG0006935	XP_006294402.2	evm.model.RL_6.1127
OG0006936	XP_006306669.1	evm.model.RL_5.544
OG0006937	XP_006296371.1	evm.model.RL_6.1109
OG0006938	XP_006296397.1	evm.model.RL_6.1098
OG0006939	XP_023640033.1	evm.model.RL_6.1064
OG0006940	XP_006295222.1	evm.model.RL_6.1007
OG0006941	XP_006295153.1	evm.model.RL_6.991
OG0006942	XP_006295104.2	evm.model.RL_6.978
OG0006943	XP_006296222.1	evm.model.RL_6.960
OG0006944	XP_006296175.1	evm.model.RL_6.941
OG0006945	XP_006294238.1	evm.model.RL_6.759, evm.model.RL_3.1460.6.687c84bc
OG0006946	XP_006294822.1	evm.model.RL_6.771
OG0006947	XP_006294834.2	evm.model.RL_6.784
OG0006948	XP_006295959.1	evm.model.RL_6.817
OG0006949	XP_006293742.1	evm.model.RL_6.831
OG0006950	XP_023639554.1	evm.model.RL_6.532
OG0006951	XP_006293368.1	evm.model.RL_6.517
OG0006952	XP_006294326.1	evm.model.RL_6.503
OG0006953	XP_023641069.1	evm.model.RL_1.85
OG0006954	XP_006284348.1	evm.model.RL_2.2155
OG0006955	XP_023634960.1	evm.model.RL_2.2211
OG0006956	XP_006298265.1	evm.model.RL_1.93
OG0006957	XP_006299849.1	evm.model.RL_1.112
OG0006958	XP_006299569.1	evm.model.RL_1.114
OG0006959	XP_006297997.1	evm.model.RL_1.127
OG0006960	XP_006296709.1	evm.model.RL_1.174
OG0006961	XP_006297370.2	evm.model.RL_1.183
OG0006962	XP_006296988.1	evm.model.RL_1.206
OG0006963	XP_006299229.1	evm.model.RL_1.221
OG0006964	XP_006297191.1	evm.model.RL_1.228
OG0006965	XP_006298513.1	evm.model.RL_1.281
OG0006966	XP_006299967.1	evm.model.RL_1.293
OG0006967	XP_006297167.1	evm.model.RL_1.304
OG0006968	XP_023642559.1	evm.model.RL_1.324
OG0006969	XP_006299637.1	evm.model.RL_1.345
OG0006970	XP_023641442.1	evm.model.RL_1.355
OG0006971	XP_006299205.1	evm.model.RL_1.369
OG0006972	XP_006298299.1	evm.model.RL_1.396
OG0006973	XP_023641799.1	evm.model.RL_1.412
OG0006974	XP_006297554.1	evm.model.RL_1.456
OG0006975	XP_006298408.1	evm.model.RL_1.472
OG0006976	XP_006299758.1	evm.model.RL_1.533
OG0006977	XP_006297437.1	evm.model.RL_1.534
OG0006978	XP_006298729.1	evm.model.RL_1.542
OG0006979	XP_006299272.1	evm.model.RL_1.558
OG0006980	XP_006298039.1	evm.model.RL_1.561
OG0006981	XP_023635873.1	evm.model.RL_4.1802
OG0006982	XP_006298475.1	evm.model.RL_1.616
OG0006983	XP_006298387.2	evm.model.RL_1.623
OG0006984	XP_006297183.1	evm.model.RL_1.643
OG0006985	XP_023642769.1	evm.model.RL_1.657.1.687c87eb
OG0006986	XP_006297192.1	evm.model.RL_1.684
OG0006987	XP_006297465.1	evm.model.RL_1.731
OG0006988	XP_023641404.1	evm.model.RL_1.805
OG0006989	XP_006294672.2	evm.model.RL_6.2140
OG0006990	XP_006293879.1	evm.model.RL_6.2131
OG0006991	XP_006293855.1	evm.model.RL_6.2118
OG0006992	XP_006293994.1	evm.model.RL_6.2095
OG0006993	XP_006294342.1	evm.model.RL_6.2086
OG0006994	XP_006293498.1	evm.model.RL_6.2072
OG0006995	XP_006294709.1	evm.model.RL_6.2042
OG0006996	XP_006296100.1	evm.model.RL_6.2048
OG0006997	XP_023640693.1	evm.model.RL_6.1999
OG0006998	XP_006295813.2	evm.model.RL_6.1989
OG0006999	XP_006293497.2	evm.model.RL_6.1984
OG0007000	XP_006294866.1	evm.model.RL_6.1983
OG0007001	XP_006295617.1	evm.model.RL_6.1676
OG0007002	XP_006295062.1	evm.model.RL_6.1678
OG0007003	XP_006296415.1	evm.model.RL_6.1699
OG0007004	XP_006294872.1	evm.model.RL_6.1703
OG0007005	XP_006295719.1	evm.model.RL_6.1712
OG0007006	XP_006296104.1	evm.model.RL_6.1719
OG0007007	XP_006294200.1	evm.model.RL_6.1740
OG0007008	XP_006294887.1	evm.model.RL_6.1872
OG0007009	XP_006294743.1	evm.model.RL_6.1876, evm.model.RL_6.1858
OG0007010	XP_006294639.2	evm.model.RL_6.1849
OG0007011	XP_006294615.1	evm.model.RL_6.1845
OG0007012	XP_006295072.1	evm.model.RL_6.1839
OG0007013	XP_006294549.1	evm.model.RL_6.1892
OG0007014	XP_006295634.1	evm.model.RL_6.1933
OG0007015	XP_006294268.1	evm.model.RL_6.1959
OG0007017	XP_006300673.1	evm.model.RL_3.2404
OG0007018	XP_023645480.1	evm.model.RL_5.1479
OG0007019	XP_006298455.1	evm.model.RL_1.1171
OG0007020	XP_006305740.1	evm.model.RL_5.1527
OG0007021	XP_006307037.2	evm.model.RL_5.1532
OG0007022	XP_006306123.1	evm.model.RL_5.1555
OG0007023	XP_006302551.1	evm.model.RL_3.1624
OG0007024	XP_006304112.1	evm.model.RL_5.1598
OG0007025	XP_006306735.1	evm.model.RL_5.1603
OG0007026	XP_006306902.1	evm.model.RL_5.1616
OG0007027	XP_006303242.1	evm.model.RL_5.1626
OG0007028	XP_023632786.1	evm.model.RL_5.1696
OG0007029	XP_006306072.1	evm.model.RL_5.1732, evm.model.RL_5.1734
OG0007030	XP_023644829.1	evm.model.RL_5.1735
OG0007031	XP_006306071.1	evm.model.RL_5.1756
OG0007032	XP_006306645.1	evm.model.RL_5.1757
OG0007033	XP_006306267.1	evm.model.RL_5.1788
OG0007034	XP_006307208.1	evm.model.RL_5.1801
OG0007035	XP_006306922.2	evm.model.RL_5.3673
OG0007036	XP_006303357.1	evm.model.RL_5.3656
OG0007037	XP_006307400.1	evm.model.RL_5.3611
OG0007038	XP_006307634.1	evm.model.RL_5.3569
OG0007039	XP_006303459.1	evm.model.RL_5.3563
OG0007042	XP_006301717.1	evm.model.RL_3.1580
OG0007043	XP_006304946.1	evm.model.RL_5.3424
OG0007044	XP_006304729.1	evm.model.RL_5.3400
OG0007045	XP_023645578.1	evm.model.RL_5.3387
OG0007046	XP_006303932.1	evm.model.RL_5.3364
OG0007047	XP_023645470.1	evm.model.RL_5.3242
OG0007048	XP_006303472.1	evm.model.RL_5.3193
OG0007049	XP_006305552.1	evm.model.RL_5.3178
OG0007050	XP_006282893.1	evm.model.RL_2.1946
OG0007051	XP_006283726.1	evm.model.RL_2.1968
OG0007052	XP_023635579.1	evm.model.RL_2.1982.2.687c86e4
OG0007053	XP_023633167.1	evm.model.RL_8.1263
OG0007054	XP_006283929.1	evm.model.RL_2.2278
OG0007055	XP_006296338.1	evm.model.RL_6.335
OG0007056	XP_006294399.1	evm.model.RL_6.243
OG0007057	XP_006296084.1	evm.model.RL_6.1904
OG0007058	XP_006294623.1	evm.model.RL_6.185
OG0007059	XP_006293421.1	evm.model.RL_6.120
OG0007060	XP_006294110.1	evm.model.RL_6.14
OG0007061	XP_006280361.1	evm.model.RL_4.770
OG0007062	XP_006305840.1	evm.model.RL_5.1302
OG0007063	XP_006303725.1	evm.model.RL_5.1264
OG0007065	XP_023644843.1	evm.model.RL_5.1174
OG0007066	XP_006303934.1	evm.model.RL_5.1159
OG0007067	XP_006306102.1	evm.model.RL_5.1153
OG0007068	XP_006303251.1	evm.model.RL_5.1108
OG0007069	XP_006305499.1	evm.model.RL_5.1104
OG0007070	XP_006304804.1	evm.model.RL_5.1056
OG0007072	XP_006304047.1	evm.model.RL_5.981
OG0007073	XP_006307556.1	evm.model.RL_5.979
OG0007074	XP_023644819.1	evm.model.RL_5.968
OG0007075	XP_006303554.1	evm.model.RL_5.966
OG0007076	XP_006304481.2	evm.model.RL_5.894
OG0007077	XP_006307457.1	evm.model.RL_5.864
OG0007078	XP_006305720.1	evm.model.RL_5.832
OG0007079	XP_006306713.1	evm.model.RL_5.831
OG0007080	XP_006304709.1	evm.model.RL_5.788
OG0007081	XP_006306703.1	evm.model.RL_5.761
OG0007082	XP_023644669.1	evm.model.RL_5.740
OG0007083	XP_006305247.1	evm.model.RL_5.686
OG0007084	XP_006295169.1	evm.model.RL_6.2794
OG0007085	XP_006303645.1, XP_006303842.1	evm.model.RL_5.601
OG0007086	XP_023633268.1	evm.model.RL_5.582
OG0007087	XP_023645703.1	evm.model.RL_5.580
OG0007088	XP_006303778.2	evm.model.RL_5.540
OG0007089	XP_006280561.1	evm.model.RL_8.1193
OG0007090	XP_006285283.1	evm.model.RL_2.2826
OG0007091	XP_006305076.1	evm.model.RL_5.480
OG0007092	XP_006306294.1	evm.model.RL_5.466
OG0007093	XP_006304227.2	evm.model.RL_5.429
OG0007094	XP_023644965.1	evm.model.RL_5.348.1.687c88ab
OG0007095	XP_006305438.1	evm.model.RL_5.329
OG0007096	XP_023645916.1	evm.model.RL_5.319
OG0007097	XP_006304991.2	evm.model.RL_5.311
OG0007098	XP_006304286.1	evm.model.RL_5.307
OG0007099	XP_006306530.1	evm.model.RL_5.281
OG0007100	XP_006304592.1	evm.model.RL_5.249
