Orthogroup	Cochlearia_excelsa	Rorippa_islandica
OG0007514	g46498, g44340	Roisl.0115s0218.1.p
OG0007515	g44341	Roisl.0115s0219.1.p, Roisl.0019s0062.1.p
OG0007516	g46497	Roisl.0115s0223.1.p
OG0007517	g46495, g44345	Roisl.0115s0225.1.p
OG0007518	g46475	Roisl.0019s0689.1.p, Roisl.0115s0255.1.p, Roisl.0018s0090.1.p
OG0007519	g44353	Roisl.0004s0020.1.p
OG0007520	g46470	Roisl.0004s0021.1.p
OG0007521	g46466	Roisl.0004s0034.1.p
OG0007522	g46437	Roisl.0004s0065.1.p
OG0007523	g46420	Roisl.0004s0086.1.p
OG0007524	g46406	Roisl.0004s0094.1.p
OG0007525	g44360	Roisl.0004s0118.1.p
OG0007526	g46388	Roisl.0004s0121.1.p
OG0007527	g46376	Roisl.0004s0137.1.p
OG0007528	g46366	Roisl.0004s0151.1.p
OG0007529	g44364	Roisl.0004s0173.1.p
OG0007530	g46334	Roisl.0004s0178.1.p
OG0007531	g46327	Roisl.0004s0181.1.p
OG0007532	g46323	Roisl.0004s0187.1.p
OG0007534	g44386	Roisl.0004s0216.1.p
OG0007535	g46263	Roisl.0004s0266.1.p
OG0007536	g44416	Roisl.0004s0286.1.p
OG0007537	g46248	Roisl.0004s0288.1.p
OG0007539	g44432	Roisl.0004s0311.1.p
OG0007540	g46233	Roisl.0004s0312.1.p
OG0007541	g46226	Roisl.0004s0327.1.p
OG0007542	g10383	Roisl.0013s0176.1.p
OG0007543	g46188	Roisl.0004s0378.1.p
OG0007544	g46181	Roisl.0004s0390.1.p
OG0007545	g14032, g6091	Roisl.0066s0201.1.p
OG0007546	g14027, g6088	Roisl.0066s0197.1.p
OG0007547	g14025	Roisl.0066s0195.1.p
OG0007548	g6046	Roisl.0066s0149.1.p
OG0007549	g19378	Roisl.0046s0933.1.p
OG0007550	g19379	Roisl.0046s0932.1.p
OG0007551	g19383, g2599	Roisl.0046s0927.1.p
OG0007552	g28488, g39413	Roisl.0080s0881.1.p
OG0007553	g28485	Roisl.0080s0885.1.p
OG0007554	g19506	Roisl.0209s0480.1.p
OG0007555	g54385	Roisl.0007s0791.1.p
OG0007556	g54365	Roisl.0021s0508.1.p
OG0007557	g51421	Roisl.0011s0012.1.p
OG0007558	g36707	Roisl.0006s0538.1.p
OG0007559	g54335, g36700	Roisl.0006s0526.1.p
OG0007560	g36696	Roisl.0006s0523.1.p
OG0007561	g36687, g54344	Roisl.0006s0495.1.p
OG0007563	g54292	Roisl.0006s0415.1.p
OG0007564	g54284, g36620	Roisl.0006s0402.1.p
OG0007565	g36599	Roisl.0006s0374.1.p
OG0007566	g51568, g23508	Roisl.0028s1036.1.p
OG0007567	g51574, g38031	Roisl.0028s1056.1.p
OG0007568	g38033	Roisl.0028s1062.1.p
OG0007569	g11446	Roisl.0027s0104.1.p
OG0007570	g3131	Roisl.0027s0022.1.p
OG0007571	g41154	Roisl.0214s0161.1.p
OG0007572	g28260	Roisl.0214s0203.1.p
OG0007573	g41246	Roisl.0031s0057.1.p
OG0007574	g28400	Roisl.0031s0078.1.p
OG0007575	g901	Roisl.0031s0079.1.p
OG0007576	g28405	Roisl.0031s0085.1.p
OG0007577	g1468	Roisl.0032s0091.1.p
OG0007578	g28253	Roisl.0214s0197.1.p
OG0007579	g17889	Roisl.0080s0157.1.p
OG0007580	g46880	Roisl.0015s0170.1.p
OG0007581	g46872	Roisl.0053s0046.1.p
OG0007582	g46940	Roisl.0082s0051.1.p
OG0007583	g24752, g24757	Roisl.0058s0060.1.p
OG0007584	g46652	Roisl.0058s0051.1.p
OG0007585	g46988	Roisl.0058s0026.1.p
OG0007586	g46995, g24635	Roisl.0053s0006.1.p
OG0007588	g47043, g36161, g24535	Roisl.0075s0176.1.p
OG0007589	g24534	Roisl.0075s0177.1.p
OG0007590	g24522	Roisl.0075s0215.1.p
OG0007591	g24501, g47068	Roisl.0002s0253.1.p
OG0007592	g24499	Roisl.0002s0250.1.p
OG0007593	g47080	Roisl.0002s0244.1.p
OG0007594	g17688	Roisl.0002s0208.1.p
OG0007595	g24471	Roisl.0002s0199.1.p
OG0007598	g44582	Roisl.0019s0188.1.p
OG0007599	g46032	Roisl.0019s0176.1.p
OG0007600	g44574	Roisl.0019s0147.1.p
OG0007601	g44573	Roisl.0019s0146.1.p
OG0007602	g44556, g46094	Roisl.0019s0096.1.p
OG0007603	g46096	Roisl.0019s0094.1.p
OG0007604	g46143, g44518	Roisl.0004s0451.1.p
OG0007605	g46145	Roisl.0087s0017.1.p, Roisl.0004s0447.1.p
OG0007606	g44508	Roisl.0004s0426.1.p
OG0007607	g41530	Roisl.0019s0704.1.p
OG0007608	g53374, g36754	Roisl.0003s0252.1.p
OG0007609	g45763	Roisl.0019s0654.1.p
OG0007610	g44782, g45769	Roisl.0019s0645.1.p
OG0007611	g23550, g47675	Roisl.0022s0530.1.p
OG0007613	g23538	Roisl.0044s0009.1.p
OG0007614	g23531, g47679	Roisl.0044s0019.1.p
OG0007615	g23488	Roisl.0044s0072.1.p
OG0007616	g28407	Roisl.0031s0089.1.p
OG0007617	g16640	Roisl.0011s0421.1.p
OG0007619	g40783	Roisl.0010s0189.1.p
OG0007620	g40806	Roisl.0050s0102.1.p
OG0007621	g43418, g43419	Roisl.0009s0272.1.p
OG0007622	g16873, g16872	Roisl.0009s0271.1.p
OG0007623	g28414	Roisl.0184s0201.1.p
OG0007624	g11501, g41368	Roisl.0027s0124.1.p
OG0007625	g10192	Roisl.0036s0086.1.p, Roisl.0204s0114.1.p, Roisl.0201s0010.1.p
OG0007626	g10505	Roisl.0011s0518.1.p
OG0007627	g10516	Roisl.0011s0507.1.p, Roisl.0005s0123.1.p
OG0007628	g10545	Roisl.0011s0463.1.p
OG0007629	g1598	Roisl.0011s0453.1.p
OG0007630	g10552	Roisl.0011s0447.1.p
OG0007631	g10573	Roisl.0011s0415.1.p
OG0007632	g1587	Roisl.0011s0389.1.p, Roisl.0011s0388.1.p
OG0007633	g28304	Roisl.0081s0003.1.p
OG0007634	g45826	Roisl.0019s0539.1.p
OG0007635	g44716	Roisl.0019s0547.1.p
OG0007636	g45819	Roisl.0019s0551.1.p
OG0007637	g45817	Roisl.0019s0554.1.p
OG0007638	g44724	Roisl.0019s0555.1.p
OG0007641	g10949	Roisl.0005s0189.1.p
OG0007642	g40607	Roisl.0005s0196.1.p
OG0007643	g10253	Roisl.0014s0082.1.p
OG0007644	g10955	Roisl.0005s0202.1.p
OG0007645	g10957	Roisl.0005s0211.1.p
OG0007646	g40602	Roisl.0005s0212.1.p
OG0007647	g40600	Roisl.0005s0219.1.p
OG0007649	g10986	Roisl.0005s0315.1.p
OG0007650	g46865	Roisl.0053s0065.1.p
OG0007651	g10997	Roisl.0005s0328.1.p
OG0007652	g54136	Roisl.0006s0018.1.p
OG0007653	g54138	Roisl.0006s0019.1.p
OG0007654	g23734, g17150	Roisl.0022s0234.1.p
OG0007655	g28059	Roisl.0006s0302.1.p, Roisl.0006s0075.1.p
OG0007656	g36430, g54164	Roisl.0006s0082.1.p
OG0007657	g36439, g54165	Roisl.0006s0089.1.p
OG0007658	g54209, g36455	Roisl.0006s0118.1.p
OG0007659	g36471	Roisl.0006s0151.1.p
OG0007661	g54188	Roisl.0006s0197.1.p
OG0007662	g54219	Roisl.0006s0218.1.p
OG0007663	g28032	Roisl.0006s0222.1.p
OG0007664	g28031, g36521	Roisl.0006s0231.1.p
OG0007665	g36531	Roisl.0006s0253.1.p
OG0007666	g30893	Roisl.0091s0743.1.p
OG0007667	g54250	Roisl.0006s0263.1.p
OG0007668	g36553	Roisl.0006s0298.1.p
OG0007670	g54274	Roisl.0006s0335.1.p
OG0007671	g50012	Roisl.0007s0365.1.p
OG0007672	g37026	Roisl.0213s0796.1.p, Roisl.0055s0059.1.p
OG0007673	g38482	Roisl.0046s0574.1.p
OG0007674	g37040	Roisl.0214s0303.1.p
OG0007675	g11141	Roisl.0214s0295.1.p
OG0007676	g37065	Roisl.0028s0747.1.p
OG0007677	g51366	Roisl.0028s0754.1.p
OG0007678	g51399	Roisl.0028s0789.1.p
OG0007679	g51400	Roisl.0028s0790.1.p
OG0007680	g51405	Roisl.0028s0797.1.p
OG0007681	g51410	Roisl.0028s0804.1.p
OG0007683	g51447	Roisl.0028s0850.1.p
OG0007684	g37095, g37076	Roisl.0028s0864.1.p
OG0007685	g51471	Roisl.0028s0889.1.p
OG0007686	g10184	Roisl.0068s0016.1.p
OG0007687	g51523	Roisl.0028s0964.1.p
OG0007688	g51539	Roisl.0028s0994.1.p
OG0007689	g49661	Roisl.0091s1158.1.p
OG0007691	g51551	Roisl.0028s1016.1.p
OG0007692	g17425, g24128	Roisl.0091s0366.1.p
OG0007693	g47302, g24148	Roisl.0091s0386.1.p
OG0007695	g17470	Roisl.0091s0459.1.p
OG0007696	g47273	Roisl.0091s0471.1.p
OG0007697	g24191	Roisl.0091s0484.1.p
OG0007698	g17496, g24223	Roisl.0091s0517.1.p
OG0007699	g24226	Roisl.0091s0523.1.p
OG0007700	g47248, g24229	Roisl.0091s0528.1.p
OG0007701	g47240	Roisl.0091s0544.1.p
OG0007702	g24233, g17519	Roisl.0091s0546.1.p
OG0007703	g47238, g24242	Roisl.0091s0556.1.p
OG0007704	g47235	Roisl.0091s0559.1.p
OG0007705	g24246	Roisl.0091s0567.1.p
OG0007708	g19323	Roisl.0046s1065.1.p
OG0007710	g2496	Roisl.0046s1061.1.p
OG0007711	g2508	Roisl.0046s1055.1.p
OG0007712	g19341, g2540	Roisl.0046s1036.1.p
OG0007713	g2541	Roisl.0046s1034.1.p
OG0007714	g23884	Roisl.0008s0169.1.p
OG0007715	g23894	Roisl.0008s0150.1.p
OG0007716	g882	Roisl.0031s0002.1.p
OG0007717	g28370, g41222	Roisl.0189s0114.1.p
OG0007718	g878	Roisl.0189s0125.1.p
OG0007719	g41175, g41193	Roisl.0189s0204.1.p
OG0007720	g41163	Roisl.0027s0061.1.p, Roisl.0189s0234.1.p
OG0007722	g1351	Roisl.0012s0023.1.p
OG0007723	g1362, g28300	Roisl.0012s0028.1.p, Roisl.0010s0143.1.p
OG0007724	g6585	Roisl.0038s0007.1.p
OG0007725	g36064, g14326	Roisl.0047s0032.1.p
OG0007726	g14236	Roisl.0045s0048.1.p
OG0007727	g6150	Roisl.0045s0023.1.p
OG0007728	g6139	Roisl.0065s0008.1.p
OG0007729	g6126, g14103	Roisl.0066s0318.1.p
OG0007730	g13716	Roisl.0066s0262.1.p
OG0007731	g14050	Roisl.0066s0247.1.p
OG0007732	g14042	Roisl.0066s0219.1.p
OG0007733	g47487, g23850	Roisl.0008s0222.1.p
OG0007734	g23860	Roisl.0008s0204.1.p
OG0007735	g23858	Roisl.0008s0207.1.p
OG0007736	g23878	Roisl.0008s0183.1.p
OG0007738	g23928	Roisl.0091s0026.1.p
OG0007739	g23933	Roisl.0091s0032.1.p
OG0007740	g47435	Roisl.0091s0048.1.p
OG0007741	g17294	Roisl.0091s0069.1.p
OG0007742	g47419, g17303	Roisl.0091s0089.1.p
OG0007743	g47413	Roisl.0091s0096.1.p
OG0007744	g40747	Roisl.0050s0019.1.p
OG0007745	g24079	Roisl.0091s0309.1.p
OG0007746	g24075	Roisl.0091s0302.1.p
OG0007747	g24069	Roisl.0091s0289.1.p
OG0007748	g24065	Roisl.0091s0280.1.p
OG0007750	g24063	Roisl.0091s0275.1.p
OG0007751	g47344, g17374	Roisl.0091s0262.1.p
OG0007752	g24008	Roisl.0091s0186.1.p
OG0007753	g47391, g23990	Roisl.0091s0161.1.p
OG0007754	g47400	Roisl.0091s0148.1.p
OG0007755	g29023	Roisl.0214s0053.1.p
OG0007756	g19648, g9639	Roisl.0024s0607.1.p
OG0007757	g40262	Roisl.0060s0013.1.p
OG0007758	g37137	Roisl.0075s0015.1.p
OG0007759	g37015	Roisl.0036s0110.1.p
OG0007760	g24355, g2666	Roisl.0002s0019.1.p
OG0007761	g24327	Roisl.0091s0686.1.p
OG0007762	g47179, g24316	Roisl.0091s0665.1.p
OG0007763	g47183	Roisl.0091s0672.1.p
OG0007764	g24307	Roisl.0091s0677.1.p
OG0007765	g7640	Roisl.0079s0038.1.p
OG0007766	g12721	Roisl.0213s0410.1.p, Roisl.0185s0092.1.p
OG0007767	g12716	Roisl.0016s0060.1.p
OG0007768	g7930	Roisl.0016s0071.1.p
OG0007769	g7929	Roisl.0016s0072.1.p
OG0007772	g19643	Roisl.0024s0639.1.p
OG0007773	g19633	Roisl.0024s0645.1.p
OG0007774	g9629	Roisl.0024s0648.1.p
OG0007775	g2476	Roisl.0046s1089.1.p
OG0007776	g11145	Roisl.0018s0468.1.p
OG0007777	g18771	Roisl.0018s0462.1.p
OG0007778	g18768	Roisl.0018s0458.1.p
OG0007779	g18746	Roisl.0018s0432.1.p
OG0007782	g1768	Roisl.0018s0348.1.p
OG0007783	g1769, g18683	Roisl.0018s0347.1.p
OG0007784	g1776	Roisl.0018s0341.1.p
OG0007785	g1780	Roisl.0018s0338.1.p
OG0007786	g1794	Roisl.0018s0322.1.p
OG0007787	g1815	Roisl.0018s0304.1.p
OG0007788	g1818	Roisl.0018s0301.1.p
OG0007789	g1836	Roisl.0070s0005.1.p, Roisl.0018s0284.1.p
OG0007790	g1844	Roisl.0018s0275.1.p
OG0007792	g1870	Roisl.0018s0248.1.p
OG0007795	g18803	Roisl.0018s0187.1.p
OG0007797	g18826	Roisl.0018s0152.1.p
OG0007798	g11192	Roisl.0018s0131.1.p
OG0007799	g18859	Roisl.0018s0121.1.p
OG0007800	g52131	Roisl.0028s0216.1.p
OG0007801	g11199	Roisl.0018s0082.1.p
OG0007802	g18879	Roisl.0018s0077.1.p
OG0007803	g2025	Roisl.0018s0066.1.p
OG0007804	g2024	Roisl.0018s0064.1.p
OG0007805	g2021, g18896	Roisl.0018s0054.1.p
OG0007806	g52114	Roisl.0028s0272.1.p
OG0007807	g18909	Roisl.0018s0027.1.p
OG0007808	g2003, g18913	Roisl.0018s0018.1.p
OG0007809	g11204	Roisl.0018s0005.1.p
OG0007811	g18929	Roisl.0026s0009.1.p
OG0007812	g1997	Roisl.0026s0015.1.p
OG0007813	g1989	Roisl.0026s0024.1.p
OG0007814	g2035	Roisl.0026s0071.1.p
OG0007815	g1409	Roisl.0214s0187.1.p
OG0007816	g2122	Roisl.0026s0124.1.p
OG0007817	g18979	Roisl.0026s0129.1.p
OG0007818	g18982, g2118	Roisl.0026s0134.1.p
OG0007819	g2081	Roisl.0026s0181.1.p
OG0007821	g2070	Roisl.0026s0200.1.p
OG0007822	g2144	Roisl.0046s1650.1.p
OG0007823	g11265	Roisl.0046s1623.1.p
OG0007824	g10274	Roisl.0014s0036.1.p
OG0007825	g19081	Roisl.0046s1541.1.p
OG0007826	g2171	Roisl.0046s1605.1.p
OG0007828	g2196	Roisl.0046s1535.1.p
OG0007830	g36100, g30085	Roisl.0046s1448.1.p
OG0007831	g19151	Roisl.0046s1430.1.p
OG0007832	g2290	Roisl.0046s1428.1.p
OG0007833	g11298, g2292	Roisl.0046s1424.1.p
OG0007834	g19157, g2295	Roisl.0046s1419.1.p
OG0007835	g11300, g2296	Roisl.0046s1418.1.p
OG0007836	g2297	Roisl.0046s1417.1.p
OG0007837	g19159	Roisl.0046s1415.1.p
OG0007838	g11303	Roisl.0046s1389.1.p
OG0007839	g31387	Roisl.0021s0338.1.p
OG0007840	g2327	Roisl.0046s1366.1.p
OG0007841	g19174	Roisl.0046s1354.1.p
OG0007842	g19185, g2338	Roisl.0046s1341.1.p
OG0007843	g19191, g2344	Roisl.0046s1331.1.p
OG0007844	g2381	Roisl.0046s1289.1.p
OG0007845	g2389	Roisl.0046s1272.1.p
OG0007846	g2409	Roisl.0046s1241.1.p
OG0007847	g940, g28448	Roisl.0184s0121.1.p
OG0007848	g28445	Roisl.0184s0117.1.p
OG0007849	g28430	Roisl.0031s0131.1.p
OG0007850	g28426, g41291	Roisl.0031s0123.1.p
OG0007851	g28422	Roisl.0022s0461.1.p
OG0007852	g28421	Roisl.0031s0114.1.p
OG0007853	g914	Roisl.0031s0103.1.p
OG0007854	g41275, g913	Roisl.0031s0102.1.p
OG0007856	g13510	Roisl.0053s0222.1.p
OG0007857	g13513, g11701	Roisl.0053s0206.1.p
OG0007858	g13514, g6447	Roisl.0053s0205.1.p
OG0007859	g6421	Roisl.0053s0162.1.p
OG0007860	g35820	Roisl.0049s0030.1.p
OG0007861	g6362	Roisl.0213s0745.1.p
OG0007862	g13594	Roisl.0038s0026.1.p, Roisl.0082s0024.1.p
OG0007863	g44970	Roisl.0024s0047.1.p
OG0007864	g18043	Roisl.0024s0050.1.p
OG0007865	g41818	Roisl.0024s0089.1.p
OG0007866	g41798	Roisl.0024s0100.1.p
OG0007867	g41778	Roisl.0058s0086.1.p, Roisl.0024s0107.1.p
OG0007868	g41777	Roisl.0024s0108.1.p
OG0007869	g13639, g44913	Roisl.0019s0844.1.p
OG0007870	g11717	Roisl.0213s0781.1.p, Roisl.0011s0343.1.p
OG0007871	g10106	Roisl.0046s0317.1.p
OG0007872	g44905	Roisl.0209s0660.1.p, Roisl.0019s0838.1.p
OG0007873	g41691	Roisl.0019s0836.1.p
OG0007874	g44904	Roisl.0019s0835.1.p
OG0007875	g41688	Roisl.0019s0827.1.p
OG0007876	g44891	Roisl.0019s0811.1.p
OG0007877	g44885, g41641	Roisl.0019s0798.1.p
OG0007878	g41637	Roisl.0019s0795.1.p
OG0007881	g44867	Roisl.0019s0760.1.p
OG0007882	g44849	Roisl.0082s0494.1.p, Roisl.0019s0405.1.p, Roisl.0019s0729.1.p
OG0007883	g41563	Roisl.0019s0722.1.p
OG0007884	g44842	Roisl.0019s0717.1.p
OG0007885	g6002	Roisl.0066s0297.1.p, Roisl.0066s0048.1.p
OG0007886	g11029	Roisl.0012s0341.1.p
OG0007887	g13949	Roisl.0066s0035.1.p
OG0007888	g13947	Roisl.0066s0026.1.p
OG0007889	g13922, g5971	Roisl.0206s0027.1.p
OG0007890	g16704	Roisl.0011s0142.1.p, Roisl.0011s0141.1.p
OG0007891	g5967	Roisl.0025s0067.1.p
OG0007892	g13903	Roisl.0214s0360.1.p
OG0007893	g38156	Roisl.0028s0497.1.p
OG0007894	g51977	Roisl.0028s0504.1.p
OG0007895	g51974	Roisl.0028s0509.1.p
OG0007896	g51972	Roisl.0028s0514.1.p
OG0007898	g51952	Roisl.0028s0546.1.p
OG0007899	g51947, g38146	Roisl.0028s0552.1.p
OG0007900	g51915	Roisl.0028s0577.1.p
OG0007901	g51903	Roisl.0028s0585.1.p
OG0007902	g51868	Roisl.0017s0411.1.p
OG0007904	g37352	Roisl.0017s0406.1.p
OG0007905	g51848	Roisl.0017s0398.1.p
OG0007906	g37339	Roisl.0017s0384.1.p
OG0007908	g51784	Roisl.0017s0332.1.p
OG0007909	g51778	Roisl.0017s0323.1.p
OG0007911	g38125	Roisl.0017s0309.1.p
OG0007912	g51748	Roisl.0017s0274.1.p
OG0007913	g7630	Roisl.0079s0052.1.p
OG0007914	g38109	Roisl.0017s0254.1.p
OG0007915	g37296	Roisl.0017s0251.1.p
OG0007916	g37293	Roisl.0017s0246.1.p, Roisl.0017s0266.1.p
OG0007917	g38108, g37292	Roisl.0017s0242.1.p
OG0007918	g37291	Roisl.0017s0241.1.p
OG0007919	g51738	Roisl.0017s0240.1.p
OG0007920	g51734	Roisl.0017s0234.1.p
OG0007921	g32225	Roisl.0191s0463.1.p
OG0007922	g37264	Roisl.0017s0192.1.p
OG0007923	g51709	Roisl.0017s0186.1.p
OG0007924	g37240, g51689	Roisl.0017s0158.1.p
OG0007925	g51677	Roisl.0017s0145.1.p
OG0007926	g13067	Roisl.0074s1023.1.p
OG0007927	g51665	Roisl.0017s0125.1.p
OG0007928	g51664, g38085	Roisl.0017s0123.1.p
OG0007929	g38081	Roisl.0017s0116.1.p
OG0007930	g51635	Roisl.0017s0082.1.p
OG0007931	g51630	Roisl.0017s0059.1.p
OG0007932	g37196	Roisl.0017s0050.1.p
OG0007933	g37194, g51627	Roisl.0017s0047.1.p
OG0007934	g51619	Roisl.0017s0032.1.p
OG0007935	g40409	Roisl.0082s0151.1.p, Roisl.0082s0150.1.p
OG0007936	g40415, g25654	Roisl.0082s0163.1.p
OG0007937	g18964	Roisl.0011s0037.1.p
OG0007938	g40436	Roisl.0082s0200.1.p
OG0007939	g40441	Roisl.0082s0203.1.p
OG0007940	g40447	Roisl.0082s0219.1.p
OG0007941	g25603	Roisl.0209s0239.1.p
OG0007942	g38528, g50866	Roisl.0082s0135.1.p
OG0007943	g38517	Roisl.0046s0653.1.p
OG0007944	g38508	Roisl.0046s0623.1.p
OG0007945	g50895, g38495	Roisl.0046s0599.1.p
OG0007946	g38486	Roisl.0046s0583.1.p
OG0007947	g38483	Roisl.0046s0576.1.p
OG0007948	g38476	Roisl.0046s0563.1.p
OG0007949	g32257	Roisl.0015s0083.1.p
OG0007950	g38471, g36918	Roisl.0046s0557.1.p
OG0007951	g50906	Roisl.0046s0541.1.p
OG0007952	g50905	Roisl.0046s0540.1.p
OG0007953	g36914	Roisl.0046s0505.1.p
OG0007954	g36912	Roisl.0006s0595.1.p
OG0007955	g38436	Roisl.0006s0590.1.p
OG0007956	g50965	Roisl.0021s0566.1.p
OG0007957	g27289, g38401	Roisl.0021s0584.1.p
OG0007958	g50971	Roisl.0021s0599.1.p
OG0007959	g38304	Roisl.0082s0513.1.p
OG0007960	g51046	Roisl.0023s0097.1.p
OG0007961	g38291	Roisl.0043s0042.1.p
OG0007962	g50984	Roisl.0051s0016.1.p
OG0007963	g51068	Roisl.0078s0003.1.p
OG0007964	g23829	Roisl.0022s0102.1.p
OG0007965	g23830	Roisl.0022s0101.1.p
OG0007966	g47501	Roisl.0008s0246.1.p
OG0007967	g53742	Roisl.0185s0003.1.p
OG0007968	g28176	Roisl.0179s0102.1.p
OG0007969	g53812	Roisl.0179s0080.1.p
OG0007970	g53907, g35965	Roisl.0179s0042.1.p
OG0007971	g36168	Roisl.0179s0037.1.p
OG0007972	g50773	Roisl.0210s2121.1.p
OG0007973	g32973	Roisl.0210s2104.1.p
OG0007974	g32992	Roisl.0046s0065.1.p
OG0007975	g50756, g32837	Roisl.0056s0009.1.p
OG0007976	g32749	Roisl.0056s0031.1.p
OG0007977	g32742, g50739	Roisl.0082s0531.1.p
OG0007978	g32730	Roisl.0193s0011.1.p
OG0007979	g50717	Roisl.0040s0051.1.p
OG0007980	g50715, g32704	Roisl.0040s0054.1.p
OG0007982	g40274	Roisl.0053s0031.1.p
OG0007983	g40295	Roisl.0020s0086.1.p
OG0007984	g40300	Roisl.0020s0110.1.p, Roisl.0020s0109.1.p
OG0007985	g40333, g25776	Roisl.0057s0034.1.p
OG0007986	g16736	Roisl.0210s2189.1.p
OG0007987	g25690	Roisl.0213s0552.1.p
OG0007988	g40398	Roisl.0209s0213.1.p
OG0007990	g29092, g4891	Roisl.0210s1622.1.p
OG0007991	g4884	Roisl.0210s1631.1.p
OG0007992	g4872, g29106	Roisl.0210s1645.1.p
OG0007993	g29108	Roisl.0210s1651.1.p
OG0007994	g18530	Roisl.0046s0299.1.p
OG0007995	g4863	Roisl.0046s0305.1.p
OG0007996	g4811	Roisl.0046s0343.1.p
OG0007997	g13818	Roisl.0214s0423.1.p
OG0007998	g5915, g13860	Roisl.0214s0435.1.p
OG0008000	g43231	Roisl.0067s0004.1.p
OG0008001	g37771	Roisl.0067s0014.1.p
OG0008002	g50837	Roisl.0067s0033.1.p
OG0008003	g40306	Roisl.0020s0121.1.p
OG0008004	g37729	Roisl.0067s0076.1.p
OG0008005	g50823	Roisl.0067s0083.1.p
OG0008006	g50818	Roisl.0035s0010.1.p
OG0008007	g37643	Roisl.0035s0140.1.p
OG0008008	g52294	Roisl.0035s0142.1.p
OG0008009	g37642	Roisl.0035s0143.1.p
OG0008010	g37641	Roisl.0035s0146.1.p
OG0008012	g37635	Roisl.0035s0156.1.p
OG0008013	g52283	Roisl.0035s0164.1.p
OG0008014	g37621	Roisl.0035s0183.1.p
OG0008015	g37608	Roisl.0028s0043.1.p
OG0008016	g52196	Roisl.0028s0100.1.p
OG0008017	g37569	Roisl.0028s0102.1.p
OG0008018	g52185, g37563	Roisl.0028s0123.1.p
OG0008019	g52165	Roisl.0028s0145.1.p
OG0008020	g52158	Roisl.0028s0184.1.p
OG0008021	g52157	Roisl.0028s0185.1.p
OG0008022	g52153	Roisl.0028s0186.1.p
OG0008023	g52141	Roisl.0028s0199.1.p
OG0008025	g37479	Roisl.0028s0311.1.p
OG0008026	g52089	Roisl.0028s0327.1.p
OG0008027	g52039	Roisl.0028s0400.1.p
OG0008028	g52031, g37435	Roisl.0028s0406.1.p
OG0008029	g52020	Roisl.0028s0421.1.p
OG0008030	g37409	Roisl.0028s0439.1.p
OG0008031	g38159, g38161, g38163	Roisl.0028s0482.1.p, Roisl.0028s0481.1.p
OG0008032	g37387	Roisl.0028s0486.1.p
OG0008033	g40666	Roisl.0005s0101.1.p
OG0008034	g10889	Roisl.0005s0052.1.p
OG0008035	g40672, g10908	Roisl.0005s0087.1.p
OG0008036	g12710	Roisl.0016s0093.1.p
OG0008037	g7923, g12738	Roisl.0016s0095.1.p
OG0008038	g12741	Roisl.0016s0103.1.p
OG0008039	g7912, g12696	Roisl.0016s0115.1.p
OG0008040	g7901	Roisl.0016s0138.1.p
OG0008041	g5261	Roisl.0210s1054.1.p
OG0008042	g7864, g12681	Roisl.0016s0190.1.p
OG0008043	g12670, g7848	Roisl.0016s0220.1.p
OG0008044	g12662	Roisl.0016s0242.1.p
OG0008045	g7832	Roisl.0016s0250.1.p
OG0008046	g7824	Roisl.0210s1447.1.p
OG0008046	g12634	Roisl.0016s0280.1.p
OG0008047	g12780	Roisl.0016s0303.1.p
OG0008048	g7813	Roisl.0016s0309.1.p
OG0008049	g12801	Roisl.0016s0340.1.p
OG0008050	g7794	Roisl.0016s0345.1.p
OG0008051	g7792	Roisl.0016s0349.1.p
OG0008052	g12612, g7790	Roisl.0016s0351.1.p
OG0008053	g7762	Roisl.0016s0388.1.p
OG0008055	g7733	Roisl.0039s0011.1.p
OG0008056	g7719, g12842	Roisl.0039s0031.1.p
OG0008057	g12844	Roisl.0039s0036.1.p
OG0008058	g12857	Roisl.0039s0056.1.p
OG0008059	g7704	Roisl.0039s0062.1.p
OG0008060	g12864	Roisl.0039s0069.1.p
OG0008062	g7682	Roisl.0039s0131.1.p
OG0008063	g7677	Roisl.0039s0136.1.p
OG0008064	g7669	Roisl.0039s0142.1.p
OG0008065	g12921	Roisl.0039s0160.1.p
OG0008066	g10255	Roisl.0079s0137.1.p
OG0008067	g7636, g12930	Roisl.0079s0042.1.p
OG0008068	g12931	Roisl.0079s0043.1.p
OG0008069	g12938	Roisl.0079s0053.1.p
OG0008070	g7626	Roisl.0079s0067.1.p
OG0008071	g12433	Roisl.0079s0177.1.p
OG0008074	g7519	Roisl.0079s0258.1.p
OG0008075	g13015	Roisl.0079s0274.1.p
OG0008076	g13018	Roisl.0079s0267.1.p
OG0008077	g12409	Roisl.0079s0270.1.p
OG0008078	g7510	Roisl.0079s0279.1.p
OG0008079	g13050	Roisl.0079s0307.1.p
OG0008080	g13054, g7484	Roisl.0079s0311.1.p
OG0008081	g7472	Roisl.0079s0331.1.p
OG0008082	g12387	Roisl.0074s1022.1.p
OG0008083	g13070	Roisl.0074s1014.1.p
OG0008084	g13084	Roisl.0074s0987.1.p
OG0008085	g17410	Roisl.0091s0349.1.p
OG0008086	g7425, g12370	Roisl.0074s0962.1.p
OG0008087	g12356	Roisl.0074s0937.1.p
OG0008088	g12355, g7413	Roisl.0074s0936.1.p
OG0008089	g13108	Roisl.0074s0922.1.p
