Orthogroup	Cochlearia_excelsa	Arabidopsis_lyrata_NCBI
OG0006038	g30951	XP_020869175.1, XP_020868968.1
OG0006039	g49801, g31354	XP_002889914.1
OG0006041	g50363, g32154	XP_020867942.1
OG0006042	g27609, g32204	XP_020866583.1
OG0006043	g50388, g32212	XP_020867735.1
OG0006044	g39350, g39346	XP_002890979.1
OG0006045	g18092, g11110	XP_002891255.2
OG0006046	g1697	XP_002891953.1, XP_002891956.1
OG0006047	g7434, g13088	XP_020886486.1
OG0006049	g10818	XP_020882435.1
OG0006050	g10631	XP_002875253.2
OG0006052	g11549	XP_020880295.1
OG0006053	g19360	XP_002877752.1
OG0006055	g24180	XP_020875294.1
OG0006056	g47257, g24209	XP_002870069.1
OG0006057	g37062	XP_002863668.1, XP_002862895.2, XP_002862894.1, XP_002863670.1
OG0006061	g18455	XP_002885764.1, XP_002882313.1
OG0006075	g17816	XP_020875737.1
OG0006076	g47752	XP_020873914.1
OG0006077	g16976, g23382	XP_002869368.1
OG0006078	g47450	XP_020873425.1
OG0006079	g2787, g11405, g11398	XP_020881273.1
OG0006081	g19487, g2768	XP_020880381.1
OG0006082	g10827	XP_002875058.1
OG0006083	g10823	XP_020879971.1
OG0006084	g10800	XP_002876751.1
OG0006085	g10797	XP_020880919.1
OG0006086	g41489	XP_020878196.1
OG0006088	g28995, g4982	XP_002873843.1
OG0006089	g3922, g3921, g4018, g4987	XP_020877287.1
OG0006090	g5003	XP_020878208.1
OG0006091	g5004	XP_020878392.1
OG0006092	g40952	XP_002888077.1
OG0006093	g12002	XP_002883139.1
OG0006094	g29195	XP_002873773.1
OG0006095	g5056	XP_020877887.1
OG0006096	g45720, g5060	XP_002871706.1
OG0006097	g5085	XP_002873740.1
OG0006098	g16482	XP_002877146.1
OG0006099	g29236	XP_002873736.1
OG0006100	g5098	XP_020876587.1
OG0006101	g29240	XP_020876568.1
OG0006102	g45692	XP_020876565.1
OG0006103	g5117	XP_002873721.1
OG0006104	g5119	XP_020876599.1
OG0006105	g45687	XP_020878554.1
OG0006106	g7686	XP_020887063.1
OG0006107	g47739	XP_002867358.1
OG0006108	g5939	XP_020887433.1
OG0006109	g40399, g25668	XP_020877697.1
OG0006110	g29290	XP_020877426.1
OG0006111	g29291, g5171	XP_002871627.1
OG0006112	g10175	XP_020877009.1
OG0006113	g18963	XP_002876750.2
OG0006114	g5192	XP_002871615.1
OG0006115	g5194, g29313	XP_020876226.1
OG0006116	g5198	XP_020876224.1
OG0006118	g5241, g45627	XP_020879431.1
OG0006119	g5250	XP_020877242.1
OG0006120	g5264	XP_020879194.1
OG0006121	g5268	XP_020877371.1
OG0006122	g5269	XP_002871569.1
OG0006123	g29363	XP_002873606.2
OG0006124	g29367	XP_020879368.1
OG0006125	g29384	XP_002873592.1
OG0006126	g5298, g29388	XP_002873588.1
OG0006127	g29394	XP_002873579.1
OG0006128	g5304, g29395	XP_002873573.1
OG0006129	g5309	XP_020876258.1
OG0006130	g5350	XP_020877547.1
OG0006131	g45569	XP_002871477.1
OG0006132	g29449	XP_002871466.1
OG0006133	g45527	XP_002871402.1
OG0006134	g29554	XP_020879534.1
OG0006135	g5480, g45505	XP_020876170.1
OG0006136	g45503	XP_002871352.1
OG0006137	g5493, g45061	XP_020877628.1
OG0006139	g29592, g45499	XP_002871315.1
OG0006140	g45492	XP_002873343.1
OG0006141	g5532	XP_020878451.1
OG0006142	g5536	XP_002871282.1
OG0006143	g25494	XP_002872802.1
OG0006144	g39631	XP_002872801.1
OG0006145	g25500	XP_020876416.1
OG0006146	g25511	XP_002874874.2
OG0006147	g39639	XP_002874873.2
OG0006148	g39641	XP_020876382.1
OG0006149	g45190	XP_002874870.1
OG0006150	g23791, g47530	XP_020873681.1
OG0006151	g47526, g23806	XP_020873822.1
OG0006152	g40141	XP_020883961.1
OG0006153	g40138	XP_020885705.1, XP_020883305.1
OG0006154	g40118	XP_002880905.1
OG0006155	g40107	XP_020883386.1
OG0006156	g40087	XP_020885799.1
OG0006157	g37817, g53389	XP_002879116.2
OG0006158	g40063	XP_002879112.2
OG0006160	g37840	XP_020884860.1
OG0006161	g40033, g37841	XP_020884596.1
OG0006162	g37847, g39997	XP_002879181.1
OG0006163	g44623	XP_002888854.2
OG0006164	g51159	XP_020870346.1, XP_020887103.1, XP_020885256.1
OG0006165	g39971, g51173	XP_002881056.1
OG0006166	g39970, g51174	XP_002879217.1
OG0006167	g39967	XP_020884702.1
OG0006168	g51185	XP_020878396.1, XP_002879244.1
OG0006169	g51193	XP_020882690.1
OG0006170	g51201	XP_020884301.1
OG0006171	g51202	XP_020885697.1
OG0006172	g51205	XP_002881107.2
OG0006173	g39896	XP_020884476.1
OG0006174	g39889, g39890	XP_020885289.1
OG0006175	g39884, g37902	XP_020884623.1
OG0006176	g39879	XP_020883083.1
OG0006177	g39833	XP_002881181.1, XP_002862292.1
OG0006178	g51260	XP_002877944.1, XP_020885708.1
OG0006179	g51266	XP_002879343.1
OG0006180	g51268	XP_020884471.1
OG0006181	g39807	XP_002879396.1
OG0006183	g39796	XP_020885303.1
OG0006184	g39785	XP_002881217.1
OG0006185	g39762	XP_020883862.1
OG0006186	g39736	XP_020865954.1
OG0006187	g6525	XP_002883433.1
OG0006188	g39705	XP_020889040.1
OG0006189	g39698, g11087	XP_020871711.1
OG0006190	g39693, g11085	XP_020871100.1
OG0006191	g39686	XP_002865384.1
OG0006192	g47537	XP_020873815.1
OG0006193	g54005	XP_020870995.1
OG0006194	g53957	XP_002891331.1
OG0006195	g50435, g32294	XP_002890747.1
OG0006196	g32299, g32303	XP_002893493.1
OG0006197	g50463	XP_020870237.1
OG0006198	g27665	XP_002890780.1
OG0006199	g50486, g32356	XP_020868878.1
OG0006200	g22267	XP_002890784.1
OG0006201	g32384, g27677	XP_002893552.1
OG0006202	g51433, g32393	XP_020869070.1
OG0006203	g27679, g32399	XP_002893557.1
OG0006204	g32412, g50515	XP_002890828.1
OG0006205	g32423	XP_002893591.2
OG0006206	g32435	XP_020870278.1
OG0006207	g32441	XP_020866626.1
OG0006208	g32448	XP_002890857.1, XP_002862322.1
OG0006209	g32456, g27699	XP_020869951.1
OG0006210	g27701	XP_002890866.1
OG0006211	g50537	XP_002890870.1
OG0006213	g32524	XP_020868800.1
OG0006214	g50612	XP_020867083.1
OG0006215	g50622, g27767	XP_020868671.1
OG0006216	g9773, g242	XP_020890584.1
OG0006217	g32597	XP_020866628.1
OG0006218	g10701	XP_002876826.1
OG0006219	g16698	XP_020880979.1
OG0006220	g16679	XP_002876886.1
OG0006221	g10659	XP_020881752.1
OG0006222	g12015	XP_020888581.1
OG0006223	g51, g9649	XP_002865048.1
OG0006224	g19654	XP_020868027.1
OG0006225	g96	XP_020871220.1
OG0006226	g9685, g18674	XP_002864990.1
OG0006227	g119	XP_002862566.1, XP_002864983.1
OG0006228	g145, g9703	XP_020871887.1
OG0006229	g9706	XP_020865703.1
OG0006230	g9708	XP_020882334.1
OG0006231	g158	XP_020882283.1, XP_020871153.1
OG0006232	g168	XP_020879057.1
OG0006233	g177	XP_002864940.1
OG0006234	g9729	XP_002866646.1
OG0006235	g201	XP_002864930.1
OG0006236	g203	XP_002864923.1
OG0006238	g9775	XP_020871152.1
OG0006239	g255, g9788	XP_002866593.1
OG0006240	g9794	XP_020890390.1
OG0006241	g269	XP_020885086.1
OG0006242	g289	XP_002864854.1
OG0006243	g319	XP_002866535.1
OG0006244	g51953	XP_002864831.1
OG0006245	g325	XP_002864828.1
OG0006246	g37118	XP_002879528.2
OG0006247	g9841	XP_020887970.1
OG0006248	g9842	XP_002866510.1
OG0006249	g4754	XP_020878419.1
OG0006250	g346	XP_020877881.1
OG0006251	g347	XP_020877884.1
OG0006252	g361, g9863	XP_002866486.1
OG0006253	g9861	XP_002864786.1
OG0006254	g9866	XP_020891165.1
OG0006256	g372, g9869	XP_002866477.1
OG0006257	g409	XP_002864744.1
OG0006259	g9912	XP_020871209.1
OG0006261	g442	XP_002864713.1
OG0006262	g443, g9932	XP_020878514.1
OG0006263	g444	XP_020878503.1
OG0006264	g9953	XP_002874111.1
OG0006265	g9957	XP_002872049.1
OG0006266	g9958	XP_002874123.1
OG0006267	g493, g18587	XP_020879171.1
OG0006268	g498	XP_020876249.1
OG0006269	g521, g9996	XP_020879306.1
OG0006270	g522	XP_002874170.1
OG0006271	g562	XP_002872127.1
OG0006272	g563	XP_002874225.1
OG0006273	g582	XP_002872142.1
OG0006274	g10069, g603	XP_020877898.1
OG0006275	g10077	XP_020877845.1
OG0006276	g616, g10078	XP_020877872.1
OG0006277	g618	XP_020877868.1
OG0006278	g635	XP_002874303.1
OG0006279	g29117	XP_020879400.1, XP_020879403.1
OG0006280	g29112	XP_020877967.1
OG0006281	g28977	XP_002873960.1
OG0006282	g28964, g684	XP_020878289.1
OG0006283	g695	XP_020879021.1
OG0006284	g41406	XP_020876286.1
OG0006285	g10190	XP_020871920.1
OG0006286	g41403, g41559	XP_020879156.1
OG0006287	g28926	XP_020878303.1
OG0006288	g756	XP_020878847.1
OG0006289	g41366, g28891	XP_002874038.1
OG0006290	g28886	XP_020877336.1
OG0006292	g783	XP_020876640.1
OG0006294	g28827	XP_020871953.1
OG0006295	g28803	XP_002864672.1, XP_002862257.1
OG0006296	g13865, g5936	XP_002886003.1
OG0006297	g28765, g41301	XP_020871504.1
OG0006298	g1232	XP_020872986.1, XP_020871288.1
OG0006299	g39265	XP_020887723.1
OG0006300	g1162	XP_020867057.1
OG0006301	g47430	XP_002867758.1
OG0006302	g30983	XP_002889592.1
OG0006303	g28692	XP_020878285.1
OG0006304	g1150	XP_002866247.1
OG0006305	g24271	XP_002870111.1
OG0006306	g1130	XP_020881209.1
OG0006307	g1119	XP_002866221.1
OG0006308	g28649, g1117	XP_002864521.1
OG0006309	g45977	XP_020891267.1
OG0006310	g28630	XP_020887338.1
OG0006311	g28595	XP_020888998.1
OG0006312	g28794, g28601	XP_020868644.1
OG0006313	g2618	XP_002877689.1
OG0006314	g28589, g1092	XP_002864488.1, XP_002863022.1
OG0006316	g28557	XP_020871814.1
OG0006317	g1075	XP_020877852.1
OG0006318	g1060, g28553	XP_002864443.1
OG0006319	g1046	XP_002864429.1, XP_002888517.1, XP_002886967.1
OG0006320	g39383, g28508	XP_020890634.1
OG0006321	g17887	XP_020874341.1
OG0006322	g39405, g41744	XP_002864350.1
OG0006323	g2624	XP_002877683.1
OG0006324	g19414	XP_002875955.1
OG0006325	g19415, g36001, g2640	XP_002875954.1
OG0006326	g2680	XP_020880789.1
OG0006327	g2690, g19434	XP_020881403.1
OG0006328	g28456	XP_020871546.1
OG0006329	g947	XP_002866025.1
OG0006330	g25465	XP_020879248.1
OG0006331	g25487	XP_020878566.1
OG0006332	g29636	XP_020878912.1
OG0006333	g29634	XP_002871264.2
OG0006334	g41092	XP_020870466.1
OG0006335	g5575, g45467	XP_020878775.1
OG0006336	g45460, g29659	XP_002873277.1
OG0006337	g29670	XP_002873267.1
OG0006338	g29674	XP_020877974.1
OG0006340	g29683	XP_002871214.1
OG0006341	g5600	XP_002873248.1
OG0006342	g29691, g45450	XP_002871207.1
OG0006343	g19548	XP_020882487.1
OG0006344	g29727, g5638	XP_002871158.1
OG0006345	g29731	XP_020876046.1
OG0006346	g29740	XP_020875986.1
OG0006347	g5647, g29749	XP_020876025.1
OG0006348	g5658, g29759	XP_002871124.1
OG0006349	g29761	XP_020875998.1
OG0006351	g5679, g5678	XP_020878726.1
OG0006352	g29788	XP_002871098.1
OG0006353	g5677, g29789	XP_002871097.1
OG0006354	g29791, g5690	XP_020876997.1
OG0006355	g29807	XP_020876151.1
OG0006356	g29810	XP_002873122.1
OG0006357	g5738	XP_002873088.1
OG0006359	g5754	XP_002871015.1
OG0006360	g5761	XP_002873073.1
OG0006361	g5763	XP_002873071.1
OG0006362	g5779	XP_020877236.1
OG0006363	g5095, g16718	XP_020876812.1
OG0006364	g5787	XP_020879080.1
OG0006365	g5786	XP_020879310.1
OG0006367	g45307	XP_020878474.1
OG0006368	g3005	XP_020882262.1
OG0006369	g10287	XP_002865617.1
OG0006370	g5827	XP_020875851.1
OG0006371	g6883	XP_020889005.1
OG0006373	g19596	XP_020866955.1
OG0006374	g44282	XP_020873124.1
OG0006375	g44286, g46582	XP_020889741.1
OG0006376	g44295	XP_020890381.1, XP_002878916.1
OG0006377	g46559	XP_020891056.1
OG0006378	g46533, g44313	XP_002889257.1
OG0006379	g46517	XP_020890244.1
OG0006380	g44327	XP_020890242.1
OG0006381	g44357	XP_002889193.1
OG0006382	g46451	XP_020891132.1
OG0006383	g46424	XP_020889781.1
OG0006384	g46389	XP_020891394.1
OG0006385	g46348	XP_020890503.1
OG0006386	g47244	XP_020874662.1
OG0006387	g18514	XP_002889111.1
OG0006388	g46310, g44382	XP_002889107.1
OG0006389	g44399, g46274	XP_002889081.1
OG0006390	g43487, g44436	XP_020891402.1
OG0006391	g44440	XP_002887608.1
OG0006392	g44447	XP_020889679.1
OG0006393	g44466	XP_020890670.1
OG0006394	g44473, g46191	XP_002887580.1
OG0006396	g14033	XP_002886111.1
OG0006397	g6049, g14006	XP_020887859.1
OG0006398	g19386	XP_020881943.1
OG0006399	g2609	XP_002875996.1
OG0006400	g39414, g28487	XP_002864345.1
OG0006401	g2733, g19505	XP_020880468.1
OG0006402	g12928	XP_002884588.1
OG0006403	g36739	XP_020867800.1
OG0006404	g36734	XP_002894529.2
OG0006405	g54306	XP_002894528.1
OG0006406	g36721	XP_020869477.1
OG0006407	g10649	XP_002875228.2, XP_002883668.2
OG0006408	g36710	XP_020870713.1
OG0006409	g36693	XP_020867643.1
OG0006410	g54346	XP_002894480.1
OG0006411	g54349	XP_002891791.1
OG0006412	g54353	XP_020870592.1
OG0006413	g7154, g36660	XP_020868069.1
OG0006414	g54301	XP_020867190.1
OG0006415	g36601	XP_002891726.1
OG0006416	g36600	XP_020867137.1
OG0006417	g51558	XP_002881420.1
OG0006418	g51564	XP_002879590.1, XP_002862872.1
OG0006420	g24182	XP_020875478.1
OG0006421	g11467	XP_002875659.1
OG0006422	g19609	XP_020881497.1
OG0006423	g10337	XP_020882258.1
OG0006424	g17919, g46929	XP_002870404.1
OG0006425	g28399	XP_020871235.1, XP_020872136.1
OG0006426	g28404	XP_020871763.1
OG0006427	g1459	XP_020871826.1
OG0006428	g26831	XP_020882581.1, XP_020871330.1
OG0006429	g46978	XP_002863155.1
OG0006430	g24697	XP_002863138.1
OG0006431	g26156, g46993	XP_020876564.1
OG0006432	g47013	XP_020875522.1
OG0006433	g24570	XP_002868313.1
OG0006435	g44515	XP_020889773.1
OG0006436	g17658, g24460	XP_020874786.1
OG0006437	g52876, g43248, g14875, g36165, g47105	XP_020872794.1
OG0006438	g47111, g5208, g15976	XP_002870223.2
OG0006439	g17622	XP_002870210.1
OG0006440	g47128	XP_020874335.1
OG0006441	g46018	XP_020891519.1
OG0006442	g46052, g44575	XP_020865615.1
OG0006443	g44565	XP_002888931.1
OG0006444	g46064	XP_002888930.1
OG0006445	g44558	XP_002888943.1
OG0006446	g46091	XP_020891780.1
OG0006447	g46104	XP_002887514.1
OG0006448	g46107	XP_020865790.1
OG0006449	g18501	XP_020891183.1
OG0006450	g46142, g44519	XP_020889960.1
OG0006451	g44501	XP_002888991.1
OG0006452	g44498	XP_020891423.1
OG0006453	g44813	XP_002888678.1
OG0006454	g44790	XP_020889923.1
OG0006455	g44772	XP_020865847.1
OG0006456	g23544, g47676	XP_020874387.1
OG0006457	g23534, g17028	XP_002869483.1
OG0006458	g47682	XP_020873897.1
OG0006459	g23520	XP_002867435.1
OG0006460	g47685	XP_020874520.1
OG0006461	g17012	XP_002869446.1
OG0006463	g28296	XP_020879409.1
OG0006464	g10648	XP_020880293.1
OG0006465	g10362	XP_020882183.1
OG0006466	g10321	XP_002875539.1
OG0006467	g10405	XP_002875462.1
OG0006468	g19616, g11500	XP_002875629.1
OG0006469	g50815	XP_020884295.1
OG0006470	g10476	XP_020881130.1
OG0006471	g1618	XP_020881534.1
OG0006472	g10494, g1617	XP_020881963.1
OG0006473	g10513	XP_020879644.1
OG0006474	g1608, g10521	XP_020880796.1
OG0006475	g10574	XP_020881157.1
OG0006476	g1588	XP_020881155.1
OG0006477	g10587	XP_020880977.1
OG0006478	g17219, g1673	XP_020873739.1
OG0006479	g10606	XP_002875287.1
OG0006480	g10441	XP_020880976.1
OG0006481	g16648	XP_002875266.2
OG0006482	g45823	XP_020875235.1
OG0006483	g45822, g44715	XP_002863106.1
OG0006484	g45808	XP_020865971.1
OG0006485	g44753	XP_020891323.1
OG0006486	g44759, g45798	XP_002888720.1
OG0006487	g45794	XP_002887232.1
OG0006488	g40599	XP_020887467.1
OG0006489	g40588	XP_002865219.1
OG0006490	g10979, g40569	XP_020871944.1
OG0006491	g49350	XP_002889386.1
OG0006492	g40535	XP_020871593.1
OG0006493	g28076	XP_020866741.1
OG0006494	g28074	XP_020866708.1
OG0006495	g36412	XP_020890727.1, XP_002894222.1
OG0006496	g36422	XP_002894227.1
OG0006497	g36447, g54173	XP_020869935.1
OG0006498	g28364, g876	XP_020871701.1, XP_020885934.1
OG0006499	g36511	XP_002874949.2, XP_020868774.1
OG0006500	g54218, g36512	XP_002891647.1
OG0006501	g54254, g36559	XP_002894368.2
OG0006502	g36567, g36564, g36570	XP_002891695.1
OG0006503	g37054	XP_002864352.1
OG0006505	g51454	XP_020882793.1
OG0006506	g37982	XP_002881344.2
OG0006507	g37096	XP_020871737.1, XP_020885052.1
OG0006508	g51474	XP_002879516.2
OG0006509	g51485	XP_020885623.1
OG0006510	g37123, g51504	XP_020883102.1
OG0006511	g38005, g37139	XP_020883916.1
OG0006512	g51536	XP_020883501.1, XP_020883711.1
OG0006513	g51542	XP_020883729.1
OG0006514	g40163	XP_002879008.1
OG0006516	g47303	XP_020889255.1
OG0006518	g47300	XP_020874457.1
OG0006519	g47298, g17444	XP_002867953.1
OG0006520	g47289	XP_020875075.1
OG0006521	g47283	XP_002867978.1
OG0006522	g47266	XP_002867993.1
OG0006523	g10365	XP_002877163.1
OG0006524	g47264	XP_020873920.1
OG0006525	g17486	XP_020874375.1
OG0006526	g17493	XP_002870067.1
OG0006527	g24228	XP_002868018.1
OG0006528	g47247	XP_002868029.1
OG0006529	g47243	XP_020875001.1
OG0006530	g17530, g47227	XP_002868047.1
OG0006531	g47210	XP_002868061.1
OG0006532	g47199, g24285	XP_020873210.1
OG0006533	g24288	XP_020872312.1
OG0006534	g2506	XP_002876066.1
OG0006535	g19336	XP_002877783.1
OG0006536	g19338, g2518	XP_002876054.1
OG0006537	g2524	XP_002876050.1
OG0006538	g2572	XP_020880699.1
OG0006539	g23882	XP_002867698.1
OG0006540	g47458	XP_020873674.1
OG0006541	g883	XP_002865917.1
OG0006542	g28299	XP_002864082.1
OG0006543	g1344	XP_002864095.1
OG0006544	g28319	XP_002864098.1
OG0006545	g6310	XP_020886994.1
OG0006546	g6171	XP_002885951.1
OG0006547	g14306	XP_020888694.1
OG0006548	g13705	XP_002886204.1
OG0006549	g14045	XP_002884040.1
OG0006550	g23853, g17235	XP_002869745.1
OG0006551	g23856	XP_002867682.1
OG0006552	g47475	XP_020873481.1
OG0006553	g47471, g23877	XP_002869766.1
OG0006555	g47431	XP_002869810.1
OG0006556	g17285, g23948	XP_020873672.1
OG0006557	g17286	XP_020873494.1
OG0006558	g47414	XP_020873490.1
OG0006559	g41105, g43988	XP_002894658.1
OG0006560	g45107	XP_020889815.1, XP_020889812.1
OG0006561	g17385	XP_002869939.1
OG0006563	g47355	XP_020873941.1
OG0006564	g47358	XP_002869913.2
OG0006565	g36837	XP_020883618.1
OG0006566	g24034	XP_020873937.1
OG0006567	g24029, g17360	XP_020875375.1
OG0006568	g47375	XP_020873263.1
OG0006569	g24009	XP_020873789.1
OG0006570	g47387	XP_002869876.1
OG0006571	g27191, g47397	XP_020873792.1, XP_002869867.1
OG0006572	g23983, g17319	XP_002867819.1
OG0006573	g24090	XP_020874011.1
OG0006574	g24116	XP_020874978.1
OG0006575	g24359	XP_020873998.1
OG0006576	g47172	XP_002870142.1
OG0006577	g24308	XP_002870131.1
OG0006578	g24304	XP_002868090.1
OG0006580	g34	XP_020877538.1
OG0006581	g19636, g19641, g54378	XP_020872027.1
OG0006582	g18704	XP_002878518.1
OG0006583	g18770	XP_002878502.1
OG0006584	g18743	XP_002878486.1
OG0006585	g18788	XP_002878470.1
OG0006586	g1524, g18682	XP_002876654.2
OG0006588	g1823	XP_020880818.1
OG0006589	g11163	XP_020880806.1
OG0006590	g1868	XP_002876606.1
OG0006591	g1872	XP_002876601.1
OG0006592	g1881	XP_020880325.1
OG0006593	g1893	XP_020882453.1
OG0006594	g36998, g18841	XP_020870282.1
OG0006595	g1960	XP_020880942.1
OG0006596	g18932	XP_002878236.1
OG0006597	g18938, g1995	XP_020880562.1
OG0006598	g18940	XP_020880600.1
OG0006599	g1369	XP_002865825.1
OG0006600	g2116	XP_002878162.1
OG0006601	g2111	XP_020879643.1
OG0006602	g2086	XP_002878144.1
OG0006603	g2059	XP_002878113.1
OG0006604	g2141	XP_020881352.1
OG0006605	g11269, g19041	XP_020880893.1
OG0006606	g19050	XP_002876346.1
OG0006607	g2182	XP_002876341.1
OG0006608	g2195, g19083	XP_002876305.1
OG0006609	g2199, g19085	XP_002876302.1
OG0006610	g19114	XP_020882281.1
OG0006611	g2246, g19131	XP_002878004.1
OG0006612	g2265	XP_020880472.1
OG0006613	g19184, g2337	XP_020882069.1
OG0006614	g2398, g19217	XP_020881373.1
OG0006615	g934	XP_020884353.1
OG0006616	g28441	XP_002864273.1
OG0006617	g35038, g35314, g28438	XP_002865988.1
OG0006618	g24392	XP_002868157.1
OG0006620	g11724	XP_002885644.1
OG0006621	g44917	XP_002888583.1
OG0006622	g18036	XP_002887146.1
OG0006623	g44877	XP_020891080.1
OG0006624	g44854	XP_002887165.2
OG0006625	g44847	XP_002887176.1
OG0006626	g10238, g1637	XP_020871714.1
OG0006627	g6026	XP_020886105.1
OG0006628	g6007	XP_002884131.1
OG0006629	g13959	XP_020889069.1
OG0006630	g5980	XP_002884178.1
OG0006631	g13918, g13802	XP_020886959.1
OG0006632	g10762	XP_002875094.1
OG0006633	g13913, g5959	XP_020888403.1
OG0006634	g12695	XP_002884295.1
OG0006635	g13904	XP_002883983.1
OG0006636	g13808	XP_002883982.1
OG0006637	g5950	XP_020889360.1
OG0006638	g51943, g37363	XP_020883959.1
OG0006639	g51902	XP_002879871.1
OG0006640	g52292	XP_020885488.1
OG0006641	g37349	XP_002881704.1
OG0006642	g51870	XP_002879855.1, XP_002862876.2
OG0006643	g51863	XP_020884758.1
OG0006644	g38137	XP_020871371.1, XP_020884620.1
OG0006645	g51464, g51814	XP_020883522.1
OG0006646	g37330	XP_002879815.1
OG0006647	g38129, g37324	XP_002881666.1
OG0006648	g31073	XP_020868458.1
OG0006649	g51733, g37290	XP_002879759.1
OG0006650	g38091, g51726, g37285	XP_020882924.1
OG0006651	g37277	XP_002879748.2
OG0006652	g37269	XP_020882751.1, XP_020873636.1, XP_020884751.1, XP_002862900.2
OG0006653	g51713	XP_002879739.1
OG0006654	g37261, g51710	XP_020883343.1
OG0006655	g51707	XP_020883765.1, XP_002862263.1
OG0006656	g10409	XP_020879692.1
OG0006657	g51699	XP_020883876.1
OG0006658	g51691	XP_020884788.1
OG0006659	g51684	XP_002881554.1
OG0006660	g37220, g38073	XP_002881514.1
OG0006661	g51637	XP_020882802.1
OG0006662	g37209	XP_002881531.2, XP_020882818.1
OG0006663	g51611	XP_002879629.2
OG0006664	g40418	XP_020877718.1
OG0006665	g45174	XP_002874807.1
OG0006666	g25676, g25679	XP_002874728.1, XP_002874727.1
OG0006667	g25680, g40384	XP_002874726.1
OG0006668	g29098	XP_002871869.1
OG0006669	g38310, g38542	XP_020884999.1
OG0006671	g50875	XP_020884489.1
OG0006672	g36955	XP_020883541.1
OG0006673	g50888, g36943	XP_020883231.1
OG0006674	g38507, g50892	XP_002878602.1
OG0006675	g50953	XP_020882836.1
OG0006676	g38296	XP_002880747.1
OG0006677	g38354	XP_002878803.1
OG0006678	g47583, g17134	XP_002869612.1
OG0006679	g47514	XP_002867655.1
OG0006680	g50753, g32767	XP_020870382.1
OG0006681	g27807	XP_020868520.1
OG0006682	g32721	XP_020868503.1
OG0006683	g40266	XP_020878361.1
OG0006684	g40277	XP_020878991.1
OG0006685	g36397, g54134	XP_002894192.1
OG0006686	g25728	XP_020877942.1
OG0006687	g40357	XP_020877941.1
OG0006688	g10104, g4859	XP_002874312.1
OG0006689	g4792	XP_020876958.1
OG0006691	g10127, g10137	XP_020876941.1
OG0006692	g4781	XP_002872266.2
OG0006693	g4686	XP_020876908.1
OG0006694	g18509	XP_002874392.1
OG0006695	g13873	XP_002883961.1
OG0006696	g5918	XP_002883934.1
OG0006697	g13822, g13856	XP_020887251.1
OG0006698	g13853, g5907	XP_020888113.1
OG0006699	g7361, g52122	XP_020874702.1
OG0006700	g37682	XP_002882082.1, XP_002882084.1
OG0006701	g37675	XP_002880254.1
OG0006702	g50789	XP_002880253.1
OG0006703	g37661	XP_020883467.1
OG0006704	g38248	XP_020882878.1
OG0006705	g37649	XP_020884504.1
OG0006706	g52291, g37637	XP_002882044.1
OG0006707	g52280	XP_020883117.1
OG0006708	g37622	XP_020884251.1
OG0006709	g37620	XP_002882025.1
OG0006710	g37611	XP_002880179.1
OG0006711	g52227	XP_002882002.1
OG0006712	g38241, g37580	XP_002881994.1
OG0006713	g52219	XP_020882677.1
OG0006714	g37571, g52218	XP_002880148.1
OG0006715	g52192	XP_002881979.1
OG0006717	g52145	XP_020885149.1
OG0006718	g37517, g52127, g38220	XP_002880063.1
OG0006719	g52126	XP_002880059.1
OG0006720	g38216	XP_002881921.1
OG0006721	g37514	XP_002881920.1
OG0006722	g37498	XP_020883364.1
OG0006723	g52107	XP_002881887.2
OG0006724	g38197	XP_020884910.1
OG0006725	g52054, g38185	XP_002881856.1
OG0006726	g38183	XP_002862496.1, XP_002881841.1
OG0006727	g52047	XP_020885222.1
OG0006728	g51998	XP_002879935.1
OG0006729	g51992	XP_020883866.1
OG0006730	g51988	XP_020884524.1
OG0006731	g38157	XP_020885413.1
OG0006732	g10901	XP_020885095.1
OG0006733	g18151	XP_002869217.1
OG0006734	g7913	XP_020886315.1
OG0006735	g958	XP_002866042.1
OG0006736	g12686	XP_020886897.1
OG0006737	g12678	XP_002884331.1
OG0006738	g12759	XP_020889326.1
OG0006739	g7851	XP_020889319.1
OG0006740	g12659	XP_002884359.1
OG0006741	g12772	XP_020888661.1
OG0006742	g7819	XP_002884398.1
OG0006743	g12622, g12790	XP_020887002.1
OG0006744	g7807	XP_020887012.1
OG0006745	g7766, g7775	XP_020886791.1
OG0006746	g7709, g12856	XP_020888047.1
OG0006747	g7707	XP_002884503.1, XP_020888111.1
OG0006748	g12552	XP_002882419.1
OG0006749	g12870, g53285, g7701	XP_020887581.1
OG0006750	g32247	XP_002893444.1
OG0006751	g12511	XP_002882443.1
OG0006752	g12907, g12510	XP_020888592.1
OG0006753	g12474	XP_002882493.1
OG0006754	g12944	XP_020886396.1
OG0006755	g12960	XP_002862294.2, XP_002884637.2
OG0006756	g12445, g7598	XP_002884642.1
OG0006757	g7597	XP_020887489.1
OG0006758	g12444, g7595	XP_020888862.1
OG0006759	g7593	XP_020888989.1
OG0006760	g6318, g7588	XP_020888953.1
OG0006761	g7579	XP_020888762.1
OG0006762	g7568	XP_002882547.1
OG0006763	g12432	XP_020887692.1
OG0006764	g7566	XP_020887693.1
OG0006765	g7532	XP_020887216.1
OG0006766	g7521	XP_020888740.1
OG0006767	g13021	XP_020889320.1
OG0006768	g7516	XP_020886470.1
