Orthogroup	Cochlearia_excelsa	Brassica_rapa
OG0005498	g28740, g39233	XP_009126697.1, XP_009120458.1
OG0005499	g1269	XP_009120446.1
OG0005500	g1254, g39243	XP_009132009.1, XP_009126712.1, XP_009120432.1
OG0005501	g39260	XP_009132025.1, XP_018510884.1
OG0005502	g28717	XP_009132029.1, XP_009126741.1
OG0005503	g1201, g28720	XP_009120373.2, XP_009132036.1
OG0005504	g28727	XP_009126751.1, XP_009132053.1
OG0005505	g1124, g28651	XP_033139988.1, XP_009132113.2, XP_009120285.1
OG0005506	g28646, g1111	XP_033140791.1
OG0005507	g28643	XP_009132123.1
OG0005508	g1107, g28637, g28639	XP_033141905.1, XP_009126843.2, XP_009132132.1
OG0005509	g28634	XP_009120257.1, XP_033141897.1, XP_033144523.1
OG0005510	g28602	XP_033138097.1, XP_009132150.1, XP_009126903.1
OG0005511	g1396	XP_009134063.1
OG0005513	g39353	XP_009126955.1, XP_009132320.1, XP_033138424.1
OG0005514	g28552	XP_009126953.1
OG0005515	g28526	XP_009126985.2, XP_009132355.1
OG0005517	g1022	XP_009120078.1
OG0005518	g39378, g1006	XP_009120044.2, XP_009132397.2, XP_009127015.1
OG0005519	g975	XP_009120008.1, XP_009127064.1, XP_009132423.2
OG0005520	g966	XP_009119994.1, XP_009132431.1
OG0005521	g2626	XP_033137089.1, XP_033129986.1, XP_009149736.1
OG0005522	g39588	XP_009111280.1, XP_009144556.1, XP_009134428.1
OG0005524	g39596	XP_009134421.1, XP_018510429.1
OG0005525	g39606	XP_009144542.1, XP_009149713.2
OG0005526	g5543, g45478	XP_009125689.1, XP_009130989.1
OG0005527	g5566	XP_009122363.1, XP_009125678.1
OG0005528	g29656	XP_018510816.1, XP_009130962.1, XP_009125662.1
OG0005529	g29661	XP_033137850.1
OG0005530	g29680, g5596	XP_009122246.2, XP_009130940.1
OG0005531	g5602, g29689	XP_033145106.1, XP_009125639.2, XP_009122228.1
OG0005532	g5611	XP_009130916.1, XP_009125634.1
OG0005533	g24839	XP_009134909.1
OG0005534	g29775	XP_009130834.1, XP_009122573.1, XP_009125575.1
OG0005535	g5681, g29785	XP_009122579.1, XP_009125571.1
OG0005537	g45390	XP_009125536.1, XP_009122635.1, XP_009128902.2
OG0005539	g5742	XP_009122706.1, XP_009130718.1, XP_009125494.1
OG0005540	g5776	XP_018512222.2
OG0005541	g5782	XP_033137591.1, XP_009130711.1, XP_009125453.2
OG0005542	g29859	NP_001288956.1, XP_009130690.1, XP_009122794.1
OG0005543	g40742, g45310	XP_009130682.1, XP_009122807.1
OG0005544	g5800	XP_009130676.1, XP_009125437.1, XP_009122816.1
OG0005545	g5816	XP_009147453.1
OG0005547	g5825	XP_033139517.1, XP_033139522.1, XP_009130658.2, XP_009125424.2
OG0005548	g5869	XP_033140232.1, XP_033146788.1
OG0005549	g46658	XP_009114625.1
OG0005550	g11124	XP_009101797.1, XP_009114010.1
OG0005551	g44278	XP_009104449.1
OG0005552	g46579	XP_009106747.1, XP_009104462.1, XP_009128422.1
OG0005554	g44324	XP_009128352.2, XP_009104530.1, XP_009106664.1
OG0005555	g46514	XP_009106649.1, XP_009104537.1
OG0005556	g46506	XP_009104545.1, XP_033132022.1
OG0005557	g44342	XP_009104547.1
OG0005558	g46467, g44355	XP_009106578.1, XP_009128304.1
OG0005559	g46454	XP_009128297.1, XP_009106551.1, XP_009106552.2
OG0005560	g46419	XP_033131555.1, XP_009128279.1, XP_009106460.1
OG0005561	g46416	XP_009106455.1, XP_009104590.2, XP_009128273.1
OG0005562	g46405	XP_009128272.1, XP_009104591.1, XP_009106449.1
OG0005563	g46395	XP_033140062.1, XP_009104598.1
OG0005564	g46349	XP_009110175.1, XP_033128556.1, XP_009103288.1
OG0005565	g7782	XP_009124004.1, XP_033144331.1
OG0005566	g10226, g17978, g18500	XP_009151687.1, XP_033135400.1
OG0005567	g46319	XP_009106336.1
OG0005568	g46273	XP_009104676.1, XP_009106302.1, XP_009128176.2
OG0005569	g46258, g44408	XP_009106275.1, XP_009128160.1, XP_033130733.1
OG0005570	g44441, g46222	XP_009106215.1, XP_009128117.1
OG0005571	g46214, g44448	XP_009106205.1, XP_009128574.1, XP_009104701.1
OG0005572	g46206	XP_033131089.1, XP_033140559.1, XP_033131080.1
OG0005573	g44463, g46198	XP_009106194.1, XP_009104706.1, XP_009128099.1
OG0005574	g11752	XP_009136068.1, XP_033148511.1
OG0005576	g46186	XP_009104718.1, XP_009106175.1, XP_009128079.1
OG0005577	g44483, g46180	XP_009106164.3, XP_009128073.1
OG0005578	g39534	XP_009134455.1, XP_009111323.1
OG0005579	g44760	XP_033140928.1
OG0005580	g10418	XP_018515515.1, XP_009151877.1
OG0005581	g6043	XP_009124573.2, XP_009121073.1
OG0005582	g54331, g36706	XP_009106890.2, XP_009147515.2, XP_009103742.1
OG0005583	g27992	XP_009106917.2, XP_009107070.1
OG0005584	g54291	XP_009147605.2, XP_009144775.2
OG0005586	g36621	XP_009106981.1
OG0005587	g38023, g51555	XP_009133058.1
OG0005588	g38039	XP_009141600.2, XP_009143582.2
OG0005589	g51589	XP_009143580.1
OG0005590	g28396	XP_009119835.1, XP_009124178.1
OG0005591	g41255, g28397	XP_009119842.1
OG0005592	g41268, g906	XP_009119852.1, XP_009127192.1
OG0005593	g24498	XP_009144701.2, XP_009144349.1, XP_009107803.1
OG0005594	g44576, g46050	XP_009105968.2, XP_009104826.2, XP_033139295.1
OG0005595	g46051	XP_009127977.1, XP_009105967.1
OG0005596	g44569	XP_009106006.1
OG0005597	g44542	XP_009106082.1
OG0005598	g44541	XP_009128569.1, XP_033131171.1, XP_009106081.2
OG0005599	g44540	XP_009127913.2
OG0005600	g10284	XP_033135721.1
OG0005601	g46144	XP_009106117.1
OG0005601	g44516	XP_009104757.1, XP_009128048.1
OG0005602	g46153	XP_009128055.1, XP_009106128.1, XP_009104754.1
OG0005603	g44499	XP_009106137.1, XP_009104742.1
OG0005604	g44831, g41508	XP_009105035.2
OG0005605	g45754	XP_033139583.1, XP_033130248.1, XP_009105029.1
OG0005606	g44789	XP_009127677.1, XP_033131409.1, XP_009105437.1
OG0005607	g44776	XP_009127705.1, XP_033130250.1
OG0005608	g50417	XP_009102967.1
OG0005609	g45788	XP_009127720.1, XP_009105004.1, NP_001288843.1
OG0005610	g47667	XP_009137780.1
OG0005611	g23545	XP_009109087.1, XP_009129548.1, XP_009137795.1
OG0005612	g23519, g47686	XP_018512915.2, XP_009129133.1
OG0005613	g17021	XP_009109066.1, XP_018513476.1, XP_009129069.1
OG0005614	g23507	XP_009137827.1
OG0005615	g29371	XP_009125876.1
OG0005616	g23501	XP_009137829.2, XP_033136904.1, XP_033133004.1
OG0005617	g38541	XP_009140268.1, XP_009117422.1
OG0005618	g40799	XP_033135380.1, XP_009112777.1
OG0005619	g10443	XP_009129386.1, XP_009151901.1
OG0005620	g10371	XP_009111781.1, XP_009151798.1, XP_009129328.1
OG0005621	g10435	XP_009151892.2, XP_009111589.1
OG0005622	g10466	XP_009129401.1, XP_009111580.1, XP_033129885.1
OG0005623	g10478	XP_009129406.2, XP_033129840.1
OG0005624	g11571	XP_033143492.1
OG0005625	g10522	XP_009151993.2
OG0005626	g10532	XP_009111543.1, XP_009129462.1, XP_009152005.1
OG0005627	g10586	XP_009129567.2, XP_009152080.2, XP_009114096.1
OG0005628	g10603	XP_033136467.1, XP_009129582.1, XP_033128920.1
OG0005629	g44726	XP_018508499.1, XP_009127760.1, XP_009105645.1
OG0005630	g44738	XP_009104987.2, XP_033140921.1, XP_009105523.1
OG0005631	g45807	XP_009104994.1, XP_009127744.1, XP_009105513.1
OG0005632	g40610	XP_009101529.1, XP_009114365.1
OG0005633	g40609	XP_009114367.1, XP_009101530.2
OG0005634	g40597	XP_009101552.1, XP_009128839.1
OG0005635	g10963	XP_009128825.2
OG0005637	g16724	XP_009128804.1
OG0005638	g40554	XP_009128782.1, XP_009101609.2
OG0005639	g36443	XP_033128443.1, XP_009147840.2, XP_009107220.1
OG0005640	g28039	XP_009107200.1, XP_009144907.1
OG0005641	g36548	XP_009144859.1, XP_033132422.1
OG0005642	g51397	XP_009141347.1, XP_009132954.1
OG0005643	g18606	XP_009132983.1, XP_009143782.1
OG0005644	g51443	XP_009143779.1, XP_009143780.1
OG0005645	g49957	XP_009117782.1, XP_033132720.1
OG0005646	g19507	XP_009116625.2, XP_009149888.1
OG0005647	g51507	XP_009141474.1, XP_009143688.2, XP_009133015.1
OG0005648	g51513	XP_033147245.1, XP_009133171.2
OG0005649	g24125	XP_018513578.1
OG0005649	g47312	XP_009132837.2
OG0005650	g24126	XP_009137011.1, XP_009108428.2, XP_009132824.1
OG0005651	g47306	XP_009137007.1, XP_009132755.1
OG0005652	g47290	XP_009108394.1, XP_009136968.1, XP_009132283.1
OG0005653	g24174	XP_009108375.1, XP_033129723.1
OG0005654	g47258, g17491	XP_009123732.1, NP_001288987.1, XP_009131472.1
OG0005655	g24250	XP_009108336.1, XP_009130771.1
OG0005656	g24270	XP_033132731.1, XP_033132734.1
OG0005657	g40621	NP_001288911.1, XP_009128857.1, XP_009101520.1
OG0005658	g19324, g11354	XP_009136589.1
OG0005659	g19335, g2509	XP_009115782.1, XP_009136580.1
OG0005660	g47467, g23881	XP_009137377.1, XP_009137281.1
OG0005661	g23889	XP_009136993.1, XP_009137340.2
OG0005662	g1317	XP_009132586.1, XP_009107129.2
OG0005663	g28331	XP_033140886.1, XP_009119430.2
OG0005664	g1341	XP_009127326.1, XP_009140879.1, XP_009132625.1
OG0005665	g36267	XP_009118944.1
OG0005666	g13695	XP_009136270.1, XP_009123237.2
OG0005667	g13718, g14058	XP_009121176.2, XP_009112411.1, XP_009136347.2
OG0005668	g47474, g23871	XP_009137380.1, NP_001288947.1
OG0005669	g17309	XP_009108544.1, XP_009135558.1
OG0005670	g17312	XP_009137232.1, XP_009135487.1
OG0005671	g47347	XP_009108479.1, XP_009133942.1
OG0005671	g24051	XP_009137150.1
OG0005672	g47357	XP_009137159.1, XP_009108520.1, XP_009134156.1
OG0005673	g17393	XP_009134371.2
OG0005674	g24031	XP_009134539.1, XP_009108503.2, XP_009137181.2
OG0005675	g24094	XP_009108440.1, XP_009133235.1
OG0005677	g47579, g25029	XP_009110334.1
OG0005678	g17584	XP_009136768.1, XP_009124842.1, XP_009145923.1
OG0005679	g32255	XP_009103007.1, XP_009113790.1
OG0005680	g17569, g24331	XP_009145673.1, XP_009123026.1, XP_009136798.1
OG0005681	g17558, g24293	XP_009144721.1, XP_009136825.2
OG0005683	g11353	XP_033139232.1, XP_033131884.1
OG0005684	g18708	XP_009117091.1, XP_009138676.1
OG0005685	g18772	XP_009138646.2, XP_009116987.1
OG0005686	g18741	XP_009104401.1, XP_018510418.1
OG0005687	g18794	XP_009138725.1, XP_033131563.1, XP_009116921.1
OG0005688	g1773	XP_009104374.1, XP_009116894.1
OG0005690	g1819	XP_009104341.1, XP_033146712.1
OG0005691	g1838	XP_009138766.1, XP_009116823.1, XP_009104320.1
OG0005692	g1858	XP_009116810.1, XP_009138770.1, XP_009104310.2
OG0005693	g1869	XP_009104301.1, XP_009116795.1, XP_009138779.1
OG0005694	g1883	XP_009104284.1, XP_009138799.1
OG0005695	g1889	XP_009138810.1, XP_009104277.1, XP_009116763.1
OG0005696	g1898	XP_018510165.1, XP_009138821.1
OG0005697	g18864	XP_033136054.1, XP_033146203.1, XP_033131439.1
OG0005698	g2029	XP_009116630.1
OG0005699	g37497	XP_009142189.2
OG0005700	g18903	XP_009116588.1, XP_009138927.1
OG0005701	g2006, g18907	XP_009116584.1, XP_009104186.1
OG0005703	g52040	XP_009142047.1, XP_009142813.1
OG0005704	g18985	XP_009116451.1, XP_009104062.1
OG0005705	g2105	XP_009139033.1, XP_009104060.1
OG0005706	g2072	XP_009104039.1, XP_009116409.1, XP_009139049.1
OG0005707	g2065	XP_009116396.1, XP_033146559.1, XP_009104031.1
OG0005708	g19019	XP_009139091.1, XP_009116360.1
OG0005709	g19029, g2151	XP_009116340.1, XP_033146562.1
OG0005710	g2160	XP_009116324.1, XP_009103994.2
OG0005711	g19038	XP_033146561.1, XP_009116320.1, XP_009103988.1
OG0005712	g11268	XP_009103979.2, XP_033146513.1
OG0005713	g19133, g2268	XP_009139208.1, XP_009116156.1, XP_033131045.1
OG0005714	g11287	XP_009139217.1, XP_009103931.1, XP_009116153.1
OG0005715	g31914	XP_009110235.2, XP_018515395.1
OG0005716	g2319	XP_009139273.1, XP_009103891.1, XP_009116092.1
OG0005717	g19179	XP_009139379.1, XP_009117167.2, XP_009103880.1
OG0005718	g41762, g39446	XP_009136058.1, XP_009123504.1
OG0005719	g28410	XP_033139993.1
OG0005720	g28409	XP_009119863.1, XP_009127186.1, XP_009132494.1
OG0005721	g11653	XP_009136142.1, XP_009102377.1
OG0005722	g27130	XP_009148347.2, XP_009118263.1
OG0005723	g18047, g18048	XP_009119421.2
OG0005724	g44920	XP_033139388.1
OG0005725	g41728	XP_009127544.1, XP_009105273.1, XP_018508761.2
OG0005726	g44908	XP_009105124.2, XP_009127548.2, XP_009105278.1
OG0005727	g41654	XP_009105298.1, XP_009105111.1
OG0005728	g41643	XP_009105308.1
OG0005729	g44846	XP_009105048.1, XP_009105378.1, XP_009127622.1
OG0005731	g41554	XP_033139614.1, XP_033131426.1, XP_009105385.1
OG0005732	g6069, g6029	XP_009102286.1, XP_009150751.1
OG0005733	g13973, g6019, g36032	XP_009102253.1, XP_009150743.1
OG0005734	g7915	XP_009117713.1, XP_018514324.1
OG0005735	g5955, g13911	XP_009124314.1, XP_009117536.1
OG0005736	g18070	XP_009112609.1
OG0005738	g51923	NP_001288831.1, XP_009141922.2, XP_009142702.1
OG0005739	g38142, g51885	XP_009142686.1, XP_009141893.1
OG0005740	g37344	XP_009133406.1, XP_009143257.1, XP_009141859.1
OG0005741	g37341	XP_009143262.1, XP_009133395.1
OG0005742	g4210, g38132	XP_009133380.1, XP_009143288.1
OG0005743	g37325	XP_009143298.1, XP_009141824.2, XP_009133374.1
OG0005744	g51764	XP_009143326.1, XP_018514065.1
OG0005745	g37316	XP_018513479.1, XP_018514240.2
OG0005746	g37315	XP_009133353.2, XP_018513658.2, XP_009144774.1
OG0005747	g6345	XP_009136181.1
OG0005748	g51753	XP_009141783.1, XP_033148151.1
OG0005749	g51718	XP_009143394.2, XP_009141739.2, XP_009133253.2
OG0005750	g51716	XP_009133250.1, XP_009141735.1
OG0005751	g51694	XP_009133230.1, XP_009143425.1, XP_009141720.1
OG0005752	g51682	XP_009141695.1
OG0005753	g51678	XP_009133214.1, XP_009141694.2
OG0005754	g51659	XP_009143468.1, XP_009133196.1
OG0005755	g38075, g51657	XP_033147985.1
OG0005756	g37210	XP_009141654.1, XP_009143503.1
OG0005758	g31478	XP_033134936.1, XP_009118028.3
OG0005760	g40428, g13150	XP_009114582.1
OG0005761	g40453	XP_009114546.1
OG0005762	g25580	XP_009114541.1
OG0005763	g45143	XP_009114686.3
OG0005764	g50904	XP_009140362.2, XP_009112520.2
OG0005765	g36915	XP_009140450.1, XP_009117314.1
OG0005766	g50941	XP_009133992.1, XP_009117313.1
OG0005767	g38397, g50967	XP_009117251.1, XP_009140520.1
OG0005768	g53741	XP_009145064.1
OG0005768	g28203, g28200	XP_009107655.1, XP_009113392.2
OG0005769	g28151, g53837	XP_009145047.1, XP_009123050.1
OG0005770	g22266, g32367, g11785	XP_033147545.1
OG0005771	g32666	XP_009151465.1
OG0005772	g40216	XP_009134093.1
OG0005773	g40215	XP_009134091.1
OG0005774	g40305	XP_009134190.1
OG0005775	g25773	XP_009134208.1, XP_009108219.1
OG0005776	g40343	XP_009108202.1
OG0005777	g25710, g25699, g40375	XP_009134242.1, XP_009128670.1
OG0005778	g25693	XP_009108157.1
OG0005779	g25682	XP_009128661.1, XP_009124388.2
OG0005780	g29094	XP_009126303.1, NP_001288918.1
OG0005781	g10103	XP_033136522.1, XP_009129925.1, XP_009151137.1
OG0005782	g4716	XP_009111929.1, XP_009129849.1, XP_009151232.1
OG0005783	g13870, g5937	XP_009123853.2, XP_009117511.1
OG0005784	g47732	XP_009147425.1
OG0005785	g5900	XP_009102006.1
OG0005785	g13848	XP_033136940.1
OG0005786	g37750	XP_009133823.1, XP_009142507.1, NP_001288970.1
OG0005787	g37731	XP_009133816.1, XP_009142534.1
OG0005788	g50819	XP_033139299.1, XP_033148464.1
OG0005789	g37702	XP_009133792.1, XP_009142579.1
OG0005790	g37697	XP_009142596.1, XP_033146678.1
OG0005791	g50798	XP_033146769.1, XP_009142448.1
OG0005792	g50785	XP_009142424.1, XP_009142633.1
OG0005793	g31538, g49910	XP_009142409.1, XP_009133763.1
OG0005794	g37639	XP_009133758.1, XP_009143198.1, XP_009142394.1
OG0005795	g18852	XP_009133753.1
OG0005796	g37609	XP_009142333.2
OG0005797	g37604	XP_009142330.2, XP_009143131.1
OG0005798	g52229, g37590	XP_033130979.1, XP_009142321.1, XP_009133711.1
OG0005799	g52190, g38235	XP_009133680.1, XP_009142277.1
OG0005800	g37533, g38227	XP_009133665.1, XP_009142251.1, XP_009143002.2
OG0005801	g37509	XP_009142207.1
OG0005802	g37490	XP_009142175.1
OG0005803	g52083, g37464	XP_009142085.1
OG0005804	g38193	XP_009142076.1
OG0005805	g52063, g52070	XP_009142852.1, XP_009133543.1
OG0005806	g37447	XP_009133536.1
OG0005807	g45018	XP_009127470.1
OG0005808	g38181	XP_033148443.1, XP_033145671.1
OG0005809	g52025	XP_009133530.1, XP_009142799.2, XP_009142032.1
OG0005810	g37421, g52023	XP_009142030.1, XP_009133525.1, XP_009142796.2
OG0005811	g52019	XP_033143838.1, XP_009142792.2, XP_018514120.1
OG0005812	g52002	XP_009112784.1
OG0005813	g10890	XP_009128950.1, XP_009101439.2, XP_033136872.1
OG0005814	g7920	XP_009117679.2, XP_009147405.1
OG0005815	g12688	XP_009134658.1
OG0005816	g7865	XP_009118329.1, XP_009147335.1, XP_009134683.1
OG0005817	g12671	XP_033142199.1, XP_009118592.1
OG0005818	g7854	XP_009147316.2, XP_009118604.1, XP_009134712.2
OG0005819	g12760	XP_033148241.1, XP_033142189.1
OG0005821	g7830	XP_009130341.1, XP_009119112.1, XP_009134724.1
OG0005822	g7780	XP_009134759.1, XP_009124001.1, XP_009124999.2
OG0005823	g7725, g12835, g42578	XP_009147297.2
OG0005824	g12847	XP_009147266.1, XP_009134812.1, XP_009124070.1
OG0005825	g12854, g12562	XP_009134816.1, XP_009147261.1
OG0005826	g12554	XP_009147231.2, XP_033147642.1, XP_009134826.1
OG0005827	g12519	XP_009129613.1, XP_009134858.2
OG0005828	g12498	XP_009134878.1
OG0005829	g7658	XP_033142947.1
OG0005829	g12497	XP_033147749.1, XP_009129654.2
OG0005830	g12491, g7648	XP_009134895.1, XP_009129667.1
OG0005831	g12929	XP_009124805.1
OG0005832	g12942	XP_009124686.2
OG0005833	g12468	XP_009134933.2, XP_009147124.2, XP_009124621.2
OG0005834	g7620	XP_009134939.1
OG0005835	g7613, g12461, g12945	XP_009134943.1, XP_009124554.1, XP_009147116.1
OG0005836	g12950	XP_033142923.1, XP_009124500.2, XP_033147226.1
OG0005837	g7596	XP_009124360.1, XP_009134963.1, XP_009147083.1
OG0005838	g7594	XP_009134964.1, XP_009147079.2, XP_033147416.1
OG0005839	g7580	XP_009147056.1, XP_009124297.1
OG0005840	g7547	XP_009146998.1, XP_009135100.1
OG0005841	g7509	XP_009135987.1, XP_033146801.1
OG0005842	g12400	XP_009135056.1
OG0005842	g13039	XP_009146934.1
OG0005843	g7009, g2156	XP_033145273.1, XP_033147557.1
OG0005844	g12366	XP_009135117.1, XP_009146824.1
OG0005845	g12343	XP_009122529.2
OG0005845	g7403	XP_009146793.1
OG0005846	g7399	XP_009122450.1, XP_009146784.1
OG0005847	g7393, g12333	XP_009146749.1, XP_009135155.1
OG0005848	g12312	XP_009146692.1, XP_009121240.1
OG0005849	g12293	XP_009135208.1, XP_033136077.1
OG0005850	g7285	XP_009135248.1, XP_009124671.1, XP_009146588.1
OG0005851	g13148	XP_033148052.1
OG0005851	g7277	XP_009124679.1
OG0005852	g12260	XP_009135259.1, XP_009146573.1, XP_009124681.1
OG0005853	g7238	XP_009117623.1
OG0005854	g7250	XP_009124738.2, XP_009135295.2, XP_009146535.1
OG0005855	g24442	XP_009122128.1, XP_009146865.1
OG0005856	g7220	XP_009146464.1, XP_009117541.1
OG0005857	g13204, g7206	XP_009135337.1, XP_009135342.1
OG0005858	g12200	XP_009117153.1, XP_009146408.2
OG0005860	g7179	XP_009117092.1, XP_009139184.1, XP_009146398.1
OG0005861	g12157	XP_009146298.1
OG0005862	g7123	XP_009116532.1, XP_009146296.2, XP_009135418.2
OG0005863	g7067	XP_009135448.2, XP_009146226.1
OG0005864	g7047	XP_018509631.1, XP_009146181.1
OG0005865	g13250	XP_009115047.2
OG0005866	g7028	XP_009135480.2, XP_009146158.1, XP_009114826.2
OG0005867	g7007	XP_009146082.1, XP_009135486.1, XP_033132692.1
OG0005868	g18451	XP_009113440.2
OG0005869	g13273	XP_009135511.1, NP_001288846.1, XP_009146047.1
OG0005870	g6957	XP_009114490.1
OG0005871	g6940	XP_033144839.1
OG0005872	g6926	XP_009113832.1, XP_009145989.1
OG0005873	g6916, g13294	XP_009145968.1, XP_009113711.2
OG0005874	g6910	XP_009145947.1, XP_009135563.1
OG0005876	g6891	XP_009145921.1, XP_009135571.1
OG0005877	g13307, g916	XP_033147720.1, XP_009141362.1
OG0005878	g6859	XP_033143070.1, XP_009145866.1, XP_009112538.1
OG0005879	g11991	XP_009145860.1, XP_009112407.1, XP_009135597.1
OG0005880	g11981	XP_033148168.1, XP_009135605.1
OG0005881	g13326	NP_001288881.1
OG0005881	g11978	XP_009145836.2, XP_009112206.1
OG0005882	g11968	XP_009135621.2, XP_009112090.1
OG0005883	g11960	XP_009135630.1, XP_009111919.1
OG0005884	g11862, g13393	XP_009109433.1, XP_009145472.1
OG0005885	g13344	XP_009145775.1, XP_033144817.1, XP_033136470.1
OG0005886	g6768	XP_009135652.1
OG0005887	g13352, g11944	XP_009135656.1, XP_009145710.2, XP_009111341.2
OG0005888	g13364	XP_033147106.1
OG0005890	g11923	XP_033148035.1
OG0005890	g6746	XP_009111201.1
OG0005891	g11922	XP_009145646.2, XP_009111188.2, XP_009135678.2
OG0005892	g6713	XP_009110318.1, XP_009135702.1, XP_009145606.2
OG0005893	g10357	XP_009151783.1, XP_009129296.2
OG0005894	g25112	XP_009124244.2, XP_009144647.2
OG0005895	g13440	XP_009108686.1, XP_033147274.1, XP_033144194.1
OG0005896	g6513	XP_033131214.1, XP_033135010.1
OG0005897	g11755	XP_009107962.1, XP_009102606.1
OG0005898	g6543	XP_009102648.1
OG0005899	g6545	XP_009108147.1, XP_009102652.1
OG0005900	g6568	XP_009135829.1, XP_009145259.1, XP_009108632.1
OG0005901	g13432	XP_009135822.1, XP_009145304.1
OG0005902	g6575, g13430	XP_009108747.1, XP_009135818.1
OG0005903	g6580, g11817	XP_009145322.1, XP_009108803.2
OG0005904	g6586	XP_009108883.1, XP_009145331.1
OG0005905	g11835	XP_009109118.1, XP_009145420.2
OG0005906	g23423	XP_009137904.1, XP_009108996.1
OG0005907	g44977	XP_009105211.1
OG0005908	g4730	XP_009151253.1
OG0005909	g4755	XP_009151279.1, XP_009111918.1
OG0005910	g10223	XP_009129749.1, XP_009151686.1, XP_009111857.1
OG0005911	g13876	XP_009102130.2, XP_009117515.2, XP_018509705.2
OG0005912	g19277, g2425	XP_009139479.2, XP_009115919.1
OG0005913	g2453	XP_033146624.1, XP_033146623.1, XP_009115886.1
OG0005914	g2456, g19289	XP_009123759.1
OG0005915	g49303	XP_009119729.1
OG0005916	g49308, g49306	XP_009119721.1
OG0005917	g49345, g51489	XP_033142434.1, XP_009118797.1, XP_009115293.1
OG0005918	g26882	XP_009118781.1, XP_009119649.1
OG0005919	g26888	XP_033138342.1
OG0005919	g49360	XP_009118778.1
OG0005921	g49413	XP_009119554.1, XP_009111156.1
OG0005922	g49443, g30848	XP_009118876.2, XP_009111130.1
OG0005923	g49451	XP_009111106.1, XP_018511055.2
OG0005924	g30885	XP_009118623.2, XP_009119265.2, XP_009111089.2
OG0005925	g30950	NP_001288896.1, XP_033135617.1
OG0005926	g26968	XP_009118552.1, XP_033138463.1
OG0005927	g31031	XP_009119011.1
OG0005928	g31043	XP_009118998.1, XP_009118464.1, XP_009110962.1
OG0005929	g31049	XP_009118457.1, XP_009118980.1
OG0005930	g49596, g27969	XP_009148031.1
OG0005931	g31067	XP_033132522.1, XP_033137673.1
OG0005932	g31070	XP_018510934.1, XP_009118431.1, XP_009118432.1
OG0005933	g49589	XP_009148023.1, XP_009110921.1
OG0005934	g27018	XP_033132512.1, XP_009148048.1, XP_009118399.1
OG0005935	g49615	XP_009148082.1
OG0005936	g31116	XP_009118377.1, XP_009148097.1, XP_033133216.1
OG0005937	g49663, g27034	XP_009110877.1, XP_009148120.1
OG0005938	g31140	XP_009118347.1, XP_009148135.1, XP_009110871.1
OG0005939	g27053	XP_009148144.1
OG0005940	g27090	XP_009110817.1, XP_009148259.1
OG0005941	g31191	XP_009118304.1, XP_033133457.1, XP_033129895.1
OG0005942	g49698	XP_009110806.1, XP_009148274.1
OG0005943	g27097	XP_009118292.1, XP_009148300.1
OG0005945	g31242, g27108	XP_009148353.1, XP_009144463.1, XP_009118262.2
OG0005946	g31247	XP_033130051.1
OG0005947	g31279	XP_009144411.1, XP_009148421.1, XP_009118213.1
OG0005948	g49753, g31280	XP_009144410.1, XP_009148419.2, XP_009118215.1
OG0005949	g27147	XP_009110737.1
OG0005949	g40969	XP_009124626.1
OG0005950	g31309	NP_001288934.1, XP_009148458.1
OG0005951	g31345	XP_033133760.1, XP_009118162.1
OG0005952	g31349	NP_001303995.1, XP_009148620.1
OG0005953	g31380	XP_009118087.1, XP_009110651.2, XP_009148599.1
OG0005954	g49832, g49837, g49827	XP_009118071.1, XP_009110636.1
OG0005955	g31556	XP_009117871.1, XP_009110514.1
OG0005956	g27294	XP_009110505.1, XP_009149306.2
OG0005957	g49960	XP_009117778.1
OG0005959	g49975	XP_009149089.1
OG0005960	g27349	XP_009117750.1, XP_033136568.1, XP_009110447.1, XP_009149104.1
OG0005961	g31666	XP_009117747.1
OG0005962	g31667	XP_009149115.1, XP_009117745.1
OG0005963	g49990	XP_009149149.1
OG0005964	g31720	XP_009149221.1
OG0005965	g50031, g31752	XP_009149261.1, XP_009117625.2
OG0005966	g31767	NP_001288892.1
OG0005967	g31788	XP_009117607.1, XP_009110339.1, XP_033128141.1
OG0005968	g31821	XP_009149388.1, XP_009110298.2
OG0005969	g50082, g27431	XP_009110279.2, XP_009149408.1, XP_009117548.1
OG0005970	g31871	XP_009110261.1, XP_009149456.2
OG0005971	g31898	XP_009110243.1
OG0005972	g50204	XP_009103289.2, XP_009110179.2, XP_009149677.2
OG0005973	g50220	XP_009145386.1
OG0005974	g32020, g27513	XP_009145374.1, XP_009103264.1, XP_009110148.1
OG0005975	g50235	XP_009110755.1, XP_033137061.1, XP_009103251.2
OG0005976	g27515, g50240	XP_009110143.1
OG0005977	g50246	XP_009123119.1, XP_009103235.1, XP_009110135.2
OG0005978	g32039	XP_018508290.1, XP_009123117.1
OG0005979	g50255	XP_009115598.1
OG0005980	g44638, g45944	XP_009104896.1, XP_009105835.2
OG0005981	g44652	XP_009105816.1
OG0005982	g44664	XP_009127844.1, XP_009105776.1, XP_009104929.1
OG0005983	g44688, g45874	XP_009105739.1, XP_033140793.1
OG0005984	g27794	XP_009114850.1, XP_009107988.1
OG0005985	g44254	XP_009119815.1
OG0005986	g40977	XP_009104400.1, XP_033143773.1
