Orthogroup	Cochlearia_excelsa	Camelina_sativa
OG0005237	g50064	XP_010477113.1, XP_010459567.1, XP_010498320.1
OG0005238	g31824	XP_010498328.1, XP_010459578.1, XP_010477122.1
OG0005239	g50084	XP_010477145.1, XP_010498350.1, XP_010459601.1
OG0005240	g50104, g31886	XP_010477210.1, XP_010459661.1, XP_010498407.1
OG0005241	g50128	XP_010498456.1, XP_010459704.1, XP_010477253.1
OG0005242	g31921, g50140	XP_010459731.1, XP_010498478.1, XP_010477283.1
OG0005242	g27460	XP_010497840.2
OG0005244	g45925	XP_010415853.1, XP_010471158.1, XP_010427980.1
OG0005245	g45909	XP_010415823.1, XP_010427941.1
OG0005246	g18144, g37126, g37124	XP_019085821.1, XP_019085779.1, XP_019084692.1, XP_019102106.1, XP_019089505.1, XP_019086576.1, XP_019089543.1
OG0005247	g40966, g44178	XP_010473362.1, XP_010418123.1, XP_010430162.1
OG0005248	g44155	XP_010473322.1, XP_010418073.1, XP_010430112.1, XP_010473507.1
OG0005249	g40994	XP_010418033.1, XP_010430076.1, XP_010473271.1
OG0005250	g11940	XP_010487968.1, XP_010466179.1, XP_010508385.1
OG0005251	g44099, g41042	XP_010414629.1, XP_010470173.1, XP_010510993.1
OG0005252	g40636	XP_010494835.1, XP_010441568.1, XP_010481439.1
OG0005253	g10852, g40714	XP_010441434.1, XP_010494999.1, XP_010481301.1
OG0005254	g40720	XP_010441424.1, XP_010481287.1, XP_010495006.1
OG0005255	g25544	XP_010431672.1, XP_010455853.1, XP_010422413.1
OG0005256	g43697, g40462	XP_010468656.1, XP_010468220.1, XP_010431745.1, XP_010455842.1, XP_010431753.1, XP_010422381.1, XP_010455841.1
OG0005257	g23460	XP_010438279.1
OG0005258	g16997	XP_010433052.1, XP_010438249.1
OG0005259	g24366, g24375	XP_010440190.1, XP_010434862.1, XP_010449833.1
OG0005260	g54063	XP_010461638.1, XP_010500348.1, XP_010479245.1
OG0005261	g50903	XP_010417007.1, XP_010472237.1, XP_010431574.1
OG0005262	g48000	XP_010432017.1, XP_019088283.1, XP_010446612.1
OG0005263	g22811	XP_010446628.1, XP_010432034.1, XP_010437189.1
OG0005264	g22827	XP_010437219.1, XP_010432051.1
OG0005265	g22871	XP_010437262.1, XP_010446699.1, XP_010432091.1
OG0005266	g47919, g22999	XP_010446920.1, XP_010437466.1, XP_010432277.1
OG0005267	g23017	XP_010432310.1, XP_010446961.1, XP_010437501.1
OG0005268	g18209, g23074	XP_010447053.1, XP_010432394.1, XP_010437587.1
OG0005269	g23084, g47881	XP_010447077.1, XP_010432411.1, XP_010437612.1
OG0005270	g23099, g47879	XP_010447092.1, XP_010432420.1
OG0005271	g18198	XP_010444977.1
OG0005271	g47869	XP_010447128.1, XP_010432455.1
OG0005273	g47805	XP_010437925.1, XP_019089020.1, XP_010447410.1, XP_010432736.1
OG0005274	g23246	XP_019098618.1, XP_010432672.1, XP_010437863.1, XP_010447351.1
OG0005275	g23245	XP_010447346.1, XP_010437858.1, XP_010432669.1
OG0005276	g23237, g16912	XP_010447328.1, XP_010437843.1, XP_010432647.1
OG0005277	g47832	XP_010432624.1, XP_010447297.1, XP_010437814.1
OG0005278	g23285	XP_010447434.1, XP_010432766.1
OG0005280	g23303	XP_010447549.2, XP_010432809.1, XP_010437986.1
OG0005281	g47792, g43007, g50910	XP_010432818.1, XP_010437994.1, XP_010447539.1
OG0005282	g16948	XP_019086634.1, XP_019087309.1, XP_010447513.1, XP_019086171.1
OG0005283	g23319	XP_010438023.1, XP_010432848.1, XP_010447510.1
OG0005284	g23364	XP_010447638.1, XP_010432921.1
OG0005284	g16967, g23365	XP_010445042.2
OG0005285	g47757	XP_010432947.1, XP_010447673.1, XP_010438134.1
OG0005286	g16971	XP_010438135.1, XP_010447674.1, XP_010432948.1
OG0005287	g6504	XP_019084613.1, XP_019084598.1, XP_010488459.1, XP_010466739.1
OG0005288	g45964	XP_010415949.1, XP_010414836.1, XP_010471233.1, XP_010428078.1
OG0005289	g45971	XP_010415923.1, XP_010471224.1, XP_010428055.1
OG0005290	g44622	XP_010428049.1, XP_010471215.1, XP_010415916.1
OG0005291	g32110, g50293	XP_010498843.1, XP_010460122.1, XP_010477631.1
OG0005292	g32115	XP_010477762.1, XP_010498961.1, XP_010460208.1
OG0005293	g27576	XP_010498979.1, XP_010460241.1, XP_010477789.1
OG0005294	g27581, g32131	XP_010498988.1, XP_010477804.1, XP_010460256.1
OG0005295	g47561, g23729	XP_010438825.1, XP_010448356.1, XP_010433582.1
OG0005296	g50395, g32240	XP_010477987.1, XP_010460422.1, XP_010499149.1
OG0005297	g39553	XP_010422615.1, XP_010456059.1, XP_010429447.1
OG0005298	g45224, g25422	XP_010422700.1, XP_010428596.1, XP_010456136.1
OG0005299	g25417, g25420, g39509	XP_010422708.1, XP_010456142.1, XP_010428511.1
OG0005300	g45265	XP_019090179.1, XP_010428144.1, XP_019084419.1
OG0005301	g25376, g39460	XP_010419632.1, XP_010456247.1, XP_010427438.1
OG0005302	g25372	XP_010419627.1, XP_010456250.1, XP_010427345.1
OG0005303	g45272, g25362	XP_010427014.1, XP_010456287.1, XP_010419584.1
OG0005304	g23588	XP_010438528.1, XP_010448056.1, XP_010433287.1
OG0005305	g10646	XP_010425184.1, XP_010502407.1, XP_010514155.1
OG0005306	g47661, g23560	XP_010448000.1, XP_010438481.1, XP_010433239.1
OG0005307	g10638	XP_010502419.1, XP_010514162.1, XP_010425190.1
OG0005308	g10626	XP_010425204.1, XP_010502434.1, XP_010514176.1
OG0005309	g44438	XP_019085872.1, XP_019083147.1, XP_019093705.1
OG0005310	g27570, g32117	XP_019099192.1, XP_010460214.1, XP_010477766.1
OG0005311	g50396	XP_010477998.1, XP_010499159.1, XP_010460428.1, XP_010511752.1, XP_010470718.1, XP_010415379.1
OG0005312	g32281, g32282	XP_010499220.1, XP_010460498.1, XP_019095266.1
OG0005314	g36989	XP_019097463.1, XP_019088040.1, XP_019095589.1, XP_019095426.1
OG0005316	g28778	XP_010481377.1
OG0005319	g7827	XP_010485674.1, XP_010509982.1, XP_010463787.1, XP_010463784.1, XP_010485673.1, XP_010509440.1
OG0005322	g13951	XP_010467688.1, XP_010414457.1, XP_019096548.1
OG0005324	g16904	XP_010502968.1, XP_010514654.1, XP_010425743.1, XP_010441040.1, XP_010435824.1, XP_010450830.1
OG0005325	g2594, g19367	XP_010515372.1, XP_010503676.1, XP_010426550.1
OG0005327	g9985	XP_010424253.1, XP_010456658.1, XP_010495403.2
OG0005329	g24181	XP_010439842.1, XP_010434522.1, XP_010445289.1, XP_019098179.1
OG0005332	g10260	XP_010442272.1, XP_010493675.1, XP_010482098.1
OG0005335	g23440, g18250	XP_010479565.1, XP_010479566.1, XP_010436330.1, XP_010445055.1, XP_010447773.1
OG0005336	g10376	XP_019102230.1, XP_019085740.1, XP_019100124.1
OG0005337	g26753, g43206	XP_010468643.1
OG0005346	g23407	XP_010432991.1, XP_010438184.1, XP_010447723.1
OG0005347	g52168	XP_010508286.1, XP_010518052.1, XP_010506377.1
OG0005348	g16975	XP_010430958.1, XP_010412526.1
OG0005349	g23384	XP_010432959.1, XP_010447687.1, XP_010438147.1
OG0005350	g47754	XP_010447676.1, XP_010438138.1, XP_010432950.1
OG0005351	g19532	XP_010426140.1, XP_019102268.1, XP_010473087.1
OG0005352	g47626, g960	XP_010482853.1, XP_010448189.1, XP_010443020.1
OG0005353	g10824	XP_019085915.1, XP_010502065.1, XP_010506872.1, XP_010496935.1, XP_010513814.1
OG0005354	g10766	XP_010518548.1, XP_019085920.1
OG0005355	g10733	XP_010502221.1, XP_010502220.1, XP_010496946.1
OG0005356	g10740	XP_010502187.1, XP_010513938.1
OG0005357	g10716	XP_010425023.1, XP_010502258.1, XP_010514016.1
OG0005358	g41494	XP_010492791.1, XP_010454019.1, XP_010420534.1
OG0005359	g29020	XP_010420516.1, XP_010453990.1
OG0005360	g29014, g4957	XP_010492748.1, XP_010453985.1, XP_010420511.1
OG0005361	g29009, g29007	XP_010420505.1, XP_010453978.1
OG0005363	g47826	XP_010432638.1, XP_010437831.1, XP_010447319.1
OG0005364	g41500, g28990	XP_010492719.1, XP_010453959.1, XP_010420488.1
OG0005365	g28989	XP_010453957.1, XP_010420484.1, XP_010492714.1
OG0005366	g5018	XP_010453856.1, XP_010420386.1, XP_010492612.1
OG0005367	g29184	XP_019090691.1, XP_010420352.1, XP_010492568.1
OG0005368	g5045	XP_010492554.1, XP_010420340.1, XP_010453806.1
OG0005369	g29467, g5392	XP_010453135.1, XP_010491791.1, XP_010419654.1
OG0005370	g5058	XP_010453782.1, XP_010492509.1, XP_010420311.1
OG0005371	g5071	XP_010453753.1
OG0005372	g25077	XP_019090628.1, XP_019084076.1, XP_019097255.1
OG0005373	g5131	XP_010492345.1, XP_010420175.1, XP_010453647.1
OG0005374	g5134, g45685	XP_010420167.1, XP_010453641.1, XP_010492337.1
OG0005375	g5158, g45672	XP_010420130.1, XP_010453611.1, XP_010492299.1
OG0005376	g5179, g29302	XP_010453582.1, XP_019083812.1, XP_010420100.1, XP_010492266.1
OG0005377	g45661, g5182	XP_010453575.1, XP_010420092.1, XP_010492259.1
OG0005378	g29308, g43308, g34695, g5186	XP_010420081.1, XP_010453565.1, XP_010492249.1
OG0005379	g29312	XP_010492239.1, XP_010420071.1, XP_010453557.1
OG0005380	g29319, g45652	XP_010492216.1, XP_010453532.1, XP_010420042.1
OG0005381	g5219	XP_010453518.1, XP_010420029.1, XP_010492199.1
OG0005382	g29381, g5288	XP_010453373.1, XP_010492063.1, XP_010419882.1
OG0005383	g5294, g29372	XP_010492042.1, XP_019090193.1, XP_010419865.1
OG0005385	g45594, g45595	XP_010491997.1, XP_010453306.1, XP_010419825.1
OG0005386	g29407, g5330	XP_010453270.1, XP_010419790.1, XP_010491961.1
OG0005387	g5334	XP_010419781.1, XP_010491951.1, XP_010453260.1
OG0005388	g45534	XP_010456466.1, XP_010491706.1, XP_010422848.1
OG0005389	g29504	XP_010456465.1, XP_010422858.1, XP_010491688.1
OG0005390	g45526	XP_010422906.1, XP_010453020.1, XP_010491652.1
OG0005391	g23845, g17221, g47494	NP_001306213.1, XP_019088345.1
OG0005392	g29593, g45498	XP_019090407.1, XP_010491454.1, XP_010423118.1
OG0005393	g29599	XP_010423132.1, XP_010491434.1, XP_019088459.1, XP_019090705.1
OG0005394	g5517	XP_010452785.1, XP_010423136.1, XP_010491430.1
OG0005395	g47528	XP_010448483.1, XP_010438928.1, XP_010433695.1
OG0005396	g40145	XP_010510833.1, XP_010417841.1, XP_010473088.1
OG0005397	g40127	XP_010473108.1, XP_010417866.1, XP_010510803.1
OG0005398	g39861	XP_010510232.1, XP_010414174.1, XP_010469755.1
OG0005400	g37907	XP_010469688.1, XP_010414101.1, XP_010510174.1
OG0005401	g51281	XP_010510120.2
OG0005402	g51311	XP_010413958.1, XP_010509978.1
OG0005403	g39773	XP_010509977.1, XP_010469554.1, XP_010413956.1
OG0005404	g51314	XP_010413955.1, XP_010469552.1, XP_010509975.1
OG0005405	g37936	XP_010509969.1, XP_010413952.1, XP_010469548.1
OG0005406	g51331, g39754	XP_010413907.1, XP_010469513.1, XP_010509923.1
OG0005407	g39739	XP_010509881.1, XP_010413858.1, XP_010469466.1
OG0005409	g39696, g11086	XP_010481792.1, XP_010441930.1, XP_010494391.1
OG0005410	g11083	XP_019097631.1, XP_019087741.1, XP_019095760.1
OG0005411	g26909	XP_010475021.1, XP_010482730.1, XP_010457407.1
OG0005412	g47534	XP_010448455.1, XP_010433668.1, XP_010438903.1
OG0005413	g47535	XP_010433659.1, XP_010438899.1, XP_019089686.1
OG0005414	g23759	XP_010438868.1, XP_010448413.1, XP_010433621.1
OG0005415	g17160	XP_010438854.1, XP_010433611.1, XP_010448406.1
OG0005416	g47488	XP_010433809.1, XP_010448603.1, XP_010439078.1
OG0005417	g28120, g36229	XP_010500262.1, XP_010461537.1, XP_010479140.1
OG0005418	g36228, g53985	XP_010479125.1, XP_010461524.1, XP_010500248.1
OG0005419	g37055	XP_010442107.1, XP_010481931.1, XP_010494248.1
OG0005420	g27640, g50437	XP_010499271.1, XP_010460540.1, XP_019094999.1
OG0005421	g50438, g32297, g32301, g32300	XP_010478134.1, XP_010460547.1, XP_010499276.1
OG0005423	g27646	XP_010499298.1, XP_010460574.1, XP_019095219.1
OG0005424	g50459	XP_010460611.1, XP_010499341.1
OG0005425	g50460	XP_010478195.1, XP_010460613.1, XP_010460612.1, XP_010499342.1
OG0005426	g32340, g50464	XP_010499360.1, XP_010460624.1, XP_010478205.1
OG0005427	g32345, g50466	XP_010460628.1, XP_010478209.1, XP_010499363.1
OG0005428	g32350, g50473	XP_010478217.1, XP_010460638.1, XP_010499372.1
OG0005429	g32387	XP_010492969.2, XP_010478280.1
OG0005430	g32398	XP_010460710.1, XP_010499450.1, XP_010478294.1
OG0005431	g50506	XP_010478297.1, XP_019091064.1, XP_010460716.1, XP_010501644.1
OG0005432	g50604, g50607	XP_010499713.1, XP_010478587.1, XP_010460992.1
OG0005433	g50611	XP_010501721.1, XP_010501723.1
OG0005434	g27775	XP_010461038.1, XP_010499766.1
OG0005435	g10688	XP_010514056.1, XP_010425058.1
OG0005436	g10669, g51438	XP_010502346.1, XP_010514098.1
OG0005438	g39	XP_010465037.1, XP_010444751.1, XP_010484600.1
OG0005439	g99	XP_010464022.1, XP_010444644.1, XP_010484494.1
OG0005440	g111	XP_010463854.1, XP_010484477.1, XP_010444621.1
OG0005441	g9701	XP_010444575.1, XP_010484400.1, XP_010463444.1
OG0005442	g152	XP_010484368.1, XP_010444529.1, XP_010463118.1
OG0005443	g159	XP_010463211.1, XP_010484383.1, XP_010444541.1
OG0005444	g9732	XP_010462601.1, XP_010484290.1, XP_010444449.1
OG0005445	g205	XP_010462789.1, XP_010484270.1, XP_010444422.1
OG0005446	g210	XP_010444414.1, XP_010462843.1, XP_010444416.1, XP_010462851.1, XP_010484262.1
OG0005447	g18646, g211	XP_010484260.1, XP_010444413.1, XP_010462856.1
OG0005448	g9758, g221	XP_010444391.1, XP_010484239.1, XP_010461962.1
OG0005449	g222	XP_010461940.1, XP_010484238.1, XP_010444390.1
OG0005450	g243	XP_010484197.1, XP_010461586.1
OG0005451	g18641	XP_010460463.1, XP_010444251.1, XP_010484092.1
OG0005452	g295	XP_010484082.1, XP_010460513.1, XP_010444246.1
OG0005453	g18626	XP_010459765.1, XP_019088388.1, XP_010484026.1
OG0005454	g329	XP_010459419.1, XP_010484002.1, XP_010444153.1
OG0005455	g18615	XP_019093654.1, XP_019088358.1, XP_019095916.1
OG0005456	g9855	XP_010444099.1, XP_010483963.1, XP_010458979.1
OG0005457	g357	XP_010444096.1, XP_010458949.1, XP_010483959.1
OG0005458	g365	XP_010483907.1, XP_010444051.1, XP_010458485.1
OG0005459	g375	XP_010483927.1, XP_010444066.1, XP_010458334.1
OG0005460	g9872	XP_010483931.1, XP_010458286.1, XP_010444070.1
OG0005461	g386, g9875	XP_010483894.1, XP_010458034.1
OG0005462	g9877	XP_010444031.1, XP_010457985.1, XP_010483888.1
OG0005463	g3128	XP_010425879.1, XP_010514791.1, XP_010503111.1
OG0005464	g9900	XP_010483810.1, XP_010457328.1, XP_010443964.1
OG0005465	g9943	XP_010483745.1, XP_010443897.1, XP_010456805.1
OG0005466	g506	XP_010454668.1, XP_019098006.1, XP_010421188.1, XP_010493502.1, XP_010454667.1, XP_010421187.1
OG0005467	g50966	XP_019083722.1, XP_010429342.1
OG0005468	g507	XP_019090677.1, XP_010421191.1, XP_010493504.1
OG0005469	g37229	XP_010517045.1, XP_010509286.1, XP_010505368.1
OG0005470	g41758	XP_010440511.1
OG0005471	g10028, g569	XP_010493737.1, XP_010454818.1, XP_010421337.1
OG0005472	g10046	XP_010421367.1, XP_010493767.1, XP_010454840.1
OG0005473	g10059, g592	XP_010454859.1, XP_010421385.1, XP_010493788.1
OG0005474	g617, g10085	XP_010493838.1, XP_010454924.1, XP_010421440.1
OG0005475	g636	XP_010454968.1, XP_010493879.1, XP_010421491.1, XP_010495515.1
OG0005476	g637	XP_010493881.1, XP_010454970.1, XP_010421492.1
OG0005477	g665, g28973	XP_010420788.1, XP_010454258.1, XP_010493053.1
OG0005478	g28963	XP_010493085.1, XP_010420820.1, XP_010454287.1
OG0005479	g41414	XP_010454289.1, XP_010420824.1, XP_010493088.1
OG0005480	g28942, g712	XP_010493136.1
OG0005481	g41394, g727	XP_010420910.1, XP_010454372.1, XP_010420909.1
OG0005482	g737, g41389	XP_010493190.1, XP_010420926.1, XP_010454386.1
OG0005483	g41388	XP_010420929.1, XP_010454393.1, XP_010493196.1
OG0005484	g759	XP_010454437.1, XP_010493234.1, XP_010420962.1
OG0005485	g28889	XP_010420988.1, XP_010493256.1, XP_010454461.1
OG0005486	g28887, g41363	XP_010454472.1, XP_010420998.1, XP_010493269.1
OG0005487	g791, g28874	XP_010493309.1, XP_010454496.1
OG0005488	g799	XP_010454511.1, XP_010493333.1, XP_010421037.1
OG0005489	g817, g28853	XP_010454569.1, XP_010421089.1, XP_010493384.1
OG0005490	g28851	XP_010443886.1, XP_010483735.1, XP_010456760.1
OG0005491	g841	XP_010504328.1, XP_010456632.1
OG0005492	g18226	XP_010456624.1, XP_010483712.1, XP_010443863.1
OG0005493	g28815	XP_010456276.1, XP_010483674.1, XP_010443829.1
OG0005494	g28804	XP_010443812.1, XP_010456134.1, XP_010485257.1
OG0005495	g858	XP_019087674.1, XP_010483660.1, XP_010456073.1
OG0005496	g28787, g41312	XP_010455850.1
OG0005497	g28759, g39224	XP_010483617.1, XP_019088825.1
OG0005498	g28740, g39233	XP_010483577.1, XP_010455026.1
OG0005499	g1269	XP_010443691.1, XP_010483561.1, XP_019092923.1, XP_010485238.1
OG0005500	g1254, g39243	XP_010483542.1, XP_010443673.1, XP_010454777.1
OG0005501	g39260	XP_019087667.1, XP_010483496.1, XP_019086850.1
OG0005502	g28717	XP_010443614.1, XP_010483474.1, XP_019088187.1, XP_010454179.1, XP_010454156.1
OG0005503	g1201, g28720	XP_010483459.1, XP_010443598.1, XP_010453943.1
OG0005504	g28727	XP_010453697.1, XP_010483441.1, XP_010443580.1, XP_010446178.1
OG0005505	g1124, g28651	XP_010443469.1, XP_010483299.1, XP_010452674.1
OG0005507	g28643	XP_010483271.1, XP_010443436.1, XP_010452159.1
OG0005508	g1107, g28637, g28639	XP_010443424.1, XP_019095949.1, XP_010452040.1
OG0005509	g28634	XP_019092506.1, XP_019088478.1, XP_010483240.1
OG0005510	g28602	XP_010483204.1, XP_010451791.1, XP_010443379.1
OG0005511	g1396	XP_010442053.1, XP_010482351.1, XP_010442522.1
OG0005513	g39353	XP_010443274.1, XP_010450849.1, XP_010483097.1
OG0005514	g28552	XP_010450866.1, XP_010483099.1, XP_010443276.1
OG0005515	g28526	XP_010450077.1, XP_010450067.1, XP_010483041.1, XP_010443212.1, XP_010443213.1, XP_010483037.1
OG0005516	g1027	XP_010450036.1, XP_010483030.1, XP_010443209.1
OG0005517	g1022	XP_010443195.1, XP_010449889.1, XP_010483008.1
OG0005518	g39378, g1006	XP_010449298.1, XP_010443144.1, XP_010482956.1
OG0005519	g975	XP_010482887.1, XP_010443058.1
OG0005520	g966	XP_010448449.1, XP_010482871.1, XP_010443043.1
OG0005521	g2626	XP_010426451.1, XP_010515297.1, XP_010503600.1
OG0005522	g39588	XP_010456021.1, XP_010422579.1, XP_010429788.1
OG0005523	g25476	XP_010456012.1, XP_010429856.1, XP_010422572.1
OG0005524	g39596	XP_010429906.1, XP_010456009.1, XP_010422569.1
OG0005525	g39606	XP_010455911.1, XP_010430124.1, XP_010422548.1
OG0005526	g5543, g45478	XP_010452708.1, XP_010423208.1, XP_010491359.1
OG0005527	g5566	XP_010491324.1, XP_010423241.1
OG0005528	g29656	XP_010452621.1, XP_010423296.1, XP_010491262.1
OG0005529	g45459, g29661	XP_010452614.1, XP_010423309.1, XP_010491254.1
OG0005530	g29680, g5596	XP_010423345.1, XP_010452564.1, XP_010491197.1
OG0005531	g5602, g29689	XP_010456415.1, XP_010423363.1
OG0005532	g45447	XP_010491161.1, XP_010423383.1, XP_010452532.1
OG0005533	g24839	XP_010450263.1, XP_010440641.1, XP_010435318.1, XP_010450880.1, XP_010440987.1
OG0005534	g29775	XP_010423544.1, XP_010423543.1, XP_010452375.1, XP_010490995.1
OG0005535	g5681, g29785	XP_010490977.1, XP_010423557.1, XP_010452362.1
OG0005536	g41349	XP_019084391.1
OG0005537	g45390	XP_010452307.1, XP_010490915.1
OG0005538	g50494	XP_019097731.1, XP_019084684.1
OG0005539	g5742	XP_010452208.1, XP_010490809.1, XP_010423733.1
OG0005540	g5776	XP_010456366.1
OG0005541	g5782	XP_019090247.1, XP_019084525.1, XP_019097636.1
OG0005542	g29859	XP_010490643.1, XP_010452058.1, XP_010423881.1
OG0005543	g40742, g45310	XP_010452042.1, XP_010490626.1, XP_010423901.1
OG0005544	g5800	XP_010424820.1, XP_010490618.1, XP_010452036.1
OG0005545	g5816	XP_010423924.1, XP_010490592.1
OG0005547	g5825	XP_010451996.1, XP_010490574.1, XP_010423947.1
OG0005548	g5869	XP_019101405.1, XP_019093593.1, XP_010414284.1
OG0005549	g46658	XP_010430158.1, XP_010473356.1
OG0005550	g37061, g11124	XP_010481888.1, XP_010442050.1, XP_010494300.1
OG0005551	g44278	XP_010431657.1, XP_010417736.1, XP_010472967.1
OG0005552	g46579	XP_010417706.1, XP_010429955.1, XP_010472926.1
OG0005553	g46546	XP_010429891.1, XP_019093443.1, XP_019083557.1
OG0005554	g44324	XP_010417603.1, XP_010472797.1, XP_010429825.1
OG0005555	g46514	XP_010472779.1, XP_010429806.1, XP_010417589.1
OG0005556	g46506	XP_010417537.1, XP_019085719.1, XP_019093681.1, XP_010429787.1, XP_010417538.1
OG0005558	g46467, g44355	XP_010417468.1, XP_010429691.1, XP_010472697.1
OG0005559	g46454	XP_010472065.1, XP_010472064.1, XP_010472063.1, XP_010428972.1
OG0005560	g46419	XP_010472013.1, XP_010428926.1, XP_010416780.1
OG0005561	g46416	XP_010416775.1, XP_010416777.1, XP_010428923.1, XP_010472009.1
OG0005562	g46405	XP_010428907.1, XP_010472001.1, XP_010416769.1
OG0005563	g46395	XP_010428874.1, XP_010416752.1, XP_010471991.1
OG0005564	g46349	XP_010428812.1, XP_010471927.1, XP_010416674.1
OG0005565	g7782	XP_010463903.1, XP_010463905.1, XP_010485797.1, XP_010413329.1
OG0005566	g10226, g17978, g18500	XP_010442340.1, XP_010439820.1, XP_010482157.1
OG0005568	g46273	XP_010416561.1, XP_010428701.1, XP_010471794.1
OG0005569	g46258, g44408	XP_019083398.1, XP_019093145.1, XP_019085331.1
OG0005570	g44441, g46222	XP_010428590.1, XP_010471679.1, XP_010416454.1
OG0005571	g46214, g44448	XP_010471668.1, XP_010428581.1, XP_010416445.1
OG0005572	g46206	XP_010416439.1, XP_010428577.1, XP_010471662.1
OG0005573	g44463, g46198	XP_010428562.1, XP_010471651.1, XP_019083385.1
OG0005574	g11752	XP_010512639.1, XP_010514980.1, XP_010488435.1, XP_010466708.1
OG0005575	g46195	XP_010428551.1, XP_010416412.1, XP_010471642.1
OG0005576	g46186	XP_010471621.1, XP_010416385.1, XP_010428524.1
OG0005577	g44483, g46180	XP_010416370.1, XP_010428510.2
OG0005578	g39534	XP_019084202.1, XP_010456089.1, XP_010429096.1
OG0005580	g10418	XP_010425614.1, XP_010502829.1
OG0005581	g6043	XP_010413410.1, XP_010489421.1, XP_010467581.1
OG0005582	g54331, g36706	XP_010462371.1, XP_010501139.1, XP_010480054.1
OG0005583	g27992	XP_010501094.1, XP_010462331.1, XP_010480015.1
OG0005584	g54291	XP_010479898.1, XP_010462230.1, XP_010500986.1
OG0005585	g36625	XP_019091951.1, XP_019094694.1, XP_019099503.1
OG0005586	g36621	XP_010479887.1, XP_010462214.1, XP_010500973.1
OG0005587	g38023, g51555	XP_010509533.1, XP_010505120.1, XP_010516800.1
OG0005588	g38039	XP_010505196.2, XP_010509467.1, XP_019102496.1
OG0005589	g51589	XP_010516873.1, XP_010509463.1, XP_010516871.1, XP_010505197.1, XP_010509466.1
OG0005590	g28396	XP_010445426.1, XP_010482680.1
OG0005591	g28397	XP_010445487.1, XP_010485094.1, XP_019087638.1
OG0005592	g41268	XP_010445566.1, XP_010482696.1, XP_010442869.1
OG0005593	g24498	XP_010435063.1, XP_010436178.1, XP_010445420.1, XP_010449987.1
OG0005594	g44576, g46050	XP_010428229.1, XP_010471374.1, XP_010416107.1
OG0005595	g46051	XP_019098580.1, XP_010474308.1, XP_010419176.1, XP_010428228.1, XP_010497157.1
OG0005596	g44569	XP_010428269.1, XP_019094104.1
OG0005597	g44542	XP_010428404.1, XP_010416272.1, XP_010471509.1
OG0005598	g44541	XP_019085311.1, XP_010474333.1, XP_010416273.1
OG0005599	g44540	XP_010471510.1, XP_010416274.1, XP_010428405.1
OG0005600	g10284	XP_010482068.1, XP_010493636.1, XP_010442239.1
OG0005601	g44516	XP_010428437.1, XP_010416307.1, XP_010471539.1
OG0005602	g46153	XP_010416321.1, XP_010471555.1, XP_019083365.1
OG0005603	g44499	XP_010416341.1, XP_010471574.1, XP_010428475.1, XP_010471575.1, XP_019093350.1
OG0005605	g45754	XP_010415489.1, XP_010470815.1, XP_010511871.1
OG0005606	g44789	XP_010511908.1, XP_010470841.1, XP_010415510.1
OG0005607	g44776	XP_010470887.1, XP_010470886.1, XP_010489764.1, XP_010511938.1, XP_010415540.1
OG0005608	g50417	XP_010478091.1, XP_010499239.1
OG0005609	g45788	XP_010511955.1, XP_010415567.1, XP_010470908.1
OG0005610	g47667	XP_010433227.1, XP_010438467.1, XP_010447987.1, XP_010438466.1, XP_010433226.1, XP_010447986.1
OG0005611	g23545	XP_010438442.1, XP_010433206.1, XP_010447967.2
OG0005612	g23519, g47686	XP_010447907.1, XP_010433154.1, XP_010438369.1
OG0005613	g17021	XP_010433148.1, XP_010438362.1, XP_010447902.1
OG0005614	g23507	XP_010433137.1, XP_010438345.1, XP_010447890.1
OG0005615	g29371	XP_010453356.1, XP_019097321.1
OG0005616	g23501	XP_010438335.1, XP_010433131.1
OG0005617	g38541	XP_010472106.1, XP_019083447.1, XP_010429025.1, XP_010431554.1
OG0005618	g40799	XP_010473630.1, XP_010418424.1, XP_010430497.1
OG0005619	g10443	XP_010425582.1, XP_010502807.1, XP_010514508.1
OG0005620	g10371	XP_010425711.1, XP_010495865.1, XP_010502934.1
OG0005621	g10435	XP_010425599.1, XP_010514525.1, XP_010502819.1
OG0005622	g10466	XP_010425543.1, XP_010502770.1, XP_010412413.1
OG0005623	g10478	XP_010425530.1, XP_010514460.1, XP_010502761.1
OG0005624	g11571	XP_010412901.1, XP_010488792.1, XP_010467116.1, XP_010468537.1
OG0005626	g10532	XP_010425430.1, XP_010514369.1, XP_010502648.1
OG0005627	g10586	XP_010514251.1, XP_010425283.1, XP_010502516.1
OG0005628	g10603	XP_010506963.1, XP_010514216.1, XP_010425248.1
OG0005629	g44726	XP_010470979.1, XP_010415638.1, XP_010512033.1
OG0005630	g44738	XP_010513689.1, XP_010470967.1, XP_010415624.1
OG0005631	g45807	XP_010470951.1, XP_010415611.1, XP_010415609.1, XP_010512002.1
OG0005632	g40610	XP_010481474.1, XP_010441604.1, XP_010496012.1
OG0005633	g40609	XP_010481478.1, XP_010441608.1, XP_010496011.1
OG0005634	g40597	XP_010481506.1, XP_010494766.1, XP_010441634.1
OG0005635	g10963	XP_010481519.1, XP_010494742.1, XP_010441658.1
OG0005637	g16724	XP_010441715.1, XP_010494654.1, XP_010441713.1, XP_010481571.1
OG0005638	g40554	XP_010481601.1, XP_010441751.1, XP_010494631.1
