Orthogroup	Cochlearia_excelsa	Arabidopsis_arenosa
OG0006337	g29670	jg4454, jg4437
OG0006338	g29674	jg4432
OG0006340	g29683	jg4412
OG0006341	g5600	jg4406
OG0006342	g29691, g45450	jg4387
OG0006343	g19548	jg14437
OG0006344	g29727, g5638	jg4299
OG0006345	g29731	jg4291
OG0006346	g29740	jg4273
OG0006347	g5647, g29749	jg4258
OG0006348	g5658, g29759	jg4243
OG0006350	g29762	jg4236
OG0006351	g5679, g5678	jg4204
OG0006352	g29788	jg4201
OG0006353	g5677, g29789	jg4200
OG0006354	g29791, g5690	jg4190
OG0006355	g29807	jg4142
OG0006356	g29810	jg4133
OG0006357	g5738	jg4075, jg4072
OG0006359	g5754	jg4045
OG0006360	g5761	jg4039
OG0006361	g5763	jg4037
OG0006362	g5779	jg4009
OG0006363	g5095, g16718	jg3971
OG0006364	g5787	jg3981
OG0006365	g5786	jg3982
OG0006367	g45307	jg3935
OG0006368	g3005	jg14273, jg17675
OG0006369	g10287	jg21350
OG0006370	g5827	jg3888
OG0006371	g6883	jg25956, jg25955
OG0006373	g19596	jg30597
OG0006374	g44282	jg12411
OG0006375	g44286, g46582	jg3728
OG0006376	g44295	jg3708, jg17235
OG0006377	g46559	jg3693
OG0006378	g46533, g44313	jg3651
OG0006379	g46517	jg3628
OG0006380	g44327	jg3627
OG0006381	g44357	jg3523
OG0006382	g46451	jg3517
OG0006383	g46424	jg3490
OG0006384	g46389	jg3449
OG0006385	g46348	jg3401
OG0006386	g47244	jg10820
OG0006387	g18514	jg3359
OG0006388	g46310, g44382	jg3351
OG0006389	g44399, g46274	jg3304
OG0006390	g43487, g44436	jg3230
OG0006391	g44440	jg3228
OG0006392	g44447	jg3214
OG0006393	g44466	jg3192
OG0006394	g44473, g46191	jg3177
OG0006395	g44477	jg33045
OG0006396	g14033	jg27863
OG0006397	g6049, g14006	jg27905
OG0006398	g19386	jg14838
OG0006399	g2609	jg14837
OG0006400	g39414, g28487	jg22281
OG0006401	g2733, g19505	jg14569
OG0006402	g12928	jg24592
OG0006403	g36739	jg33771
OG0006404	g36734	jg33756
OG0006405	g54306	jg33755
OG0006406	g36721	jg33716
OG0006407	g10649	jg27007, jg13182
OG0006408	g36710	jg33694
OG0006409	g36693	jg33666
OG0006410	g54346	jg33648
OG0006411	g54349	jg33644
OG0006412	g54353	jg33631
OG0006413	g7154, g36660	jg33592
OG0006414	g54301	jg33573, jg33571
OG0006415	g36601	jg33509
OG0006416	g36600	jg33507
OG0006417	g51558	jg18728
OG0006418	g51564	jg18736
OG0006420	g24182	jg10743
OG0006421	g11467	jg14148
OG0006422	g19609	jg14151
OG0006423	g10337	jg13829
OG0006424	g17919, g46929	jg11861
OG0006425	g28399	jg22029
OG0006426	g28404	jg22035
OG0006427	g1459	jg21644
OG0006428	g26831	jg21694
OG0006429	g46978	jg11562
OG0006430	g24697	jg11527
OG0006431	g26156, g46993	jg11508
OG0006432	g47013	jg11440
OG0006433	g24570	jg11380
OG0006435	g44515	jg3104
OG0006436	g17658, g24460	jg11171
OG0006437	g52876, g43248, g14875, g36165, g47105	jg11166
OG0006438	g47111, g5208, g15976	jg11138
OG0006439	g17622	jg11110
OG0006440	g47128	jg11090
OG0006441	g46018	jg2913
OG0006442	g46052, g44575	jg2963
OG0006443	g44565	jg2991
OG0006444	g46064	jg2990
OG0006445	g44558	jg3015
OG0006446	g46091	jg3018
OG0006447	g46104	jg3032
OG0006448	g46107	jg3038
OG0006449	g18501	jg3510
OG0006450	g46142, g44519	jg3100
OG0006451	g44501	jg3131
OG0006452	g44498	jg3135
OG0006453	g44813	jg2446
OG0006454	g44790	jg2466
OG0006455	g44772	jg2502
OG0006456	g23544, g47676	jg9578
OG0006457	g23534, g17028	jg9562
OG0006458	g47682	jg9549
OG0006459	g23520	jg9543
OG0006460	g47685	jg9542
OG0006461	g17012	jg9512
OG0006463	g28296	jg21743
OG0006464	g10648	jg13183
OG0006465	g10362	jg13751
OG0006466	g10321	jg13864
OG0006467	g10405	jg13642
OG0006468	g19616, g11500	jg14077
OG0006469	g50815	jg20130
OG0006470	g10476	jg13511
OG0006471	g1618	jg13474
OG0006472	g10494, g1617	jg13469
OG0006473	g10513	jg13425
OG0006474	g1608, g10521	jg13412
OG0006476	g1588	jg13323
OG0006477	g10587	jg13293
OG0006478	g17219, g1673	jg10047, jg10049
OG0006479	g10606	jg13253
OG0006480	g10441	jg13565
OG0006481	g16648	jg13224
OG0006482	g45823	jg2589
OG0006483	g45822, g44715	jg2588, jg13738
OG0006484	g45808	jg2547
OG0006485	g44753	jg2544
OG0006486	g44759, g45798	jg2529
OG0006487	g45794	jg2522
OG0006488	g40599	jg20464
OG0006489	g40588	jg20488
OG0006490	g10979, g40569	jg20527
OG0006491	g49350	jg28520
OG0006492	g40535	jg20607
OG0006493	g28076	jg33078
OG0006494	g28074	jg33088
OG0006495	g36412	jg33112
OG0006496	g36422	jg33126, jg33134
OG0006497	g36447, g54173	jg33183
OG0006498	g28364, g876	jg21921
OG0006499	g36511	jg33318
OG0006500	g54218, g36512	jg33320
OG0006501	g54254, g36559	jg33408
OG0006502	g36567, g36564, g36570	jg33428
OG0006503	g37054	jg22299
OG0006504	g51414	jg18509
OG0006505	g51454	jg18558
OG0006506	g37982	jg18560
OG0006507	g37096	jg18564
OG0006508	g51474	jg18597
OG0006509	g51485	jg18609
OG0006510	g37123, g51504	jg18638
OG0006511	g38005, g37139	jg18688
OG0006512	g51536	jg17994, jg18698
OG0006513	g51542	jg18708
OG0006514	g40163	jg17488, jg17503, jg17499, jg8466, jg17581, jg17482
OG0006516	g47303	jg10655
OG0006517	g17437, g24138	jg8174
OG0006518	g47300	jg10662
OG0006519	g47298, g17444	jg10666
OG0006520	g47289	jg10705
OG0006521	g47283	jg10712
OG0006522	g47266	jg10751
OG0006523	g10365	jg13740
OG0006524	g47264	jg10754
OG0006525	g17486	jg10782
OG0006526	g17493	jg10792
OG0006527	g24228	jg10807
OG0006528	g47247	jg10815
OG0006529	g47243	jg10821, jg6349
OG0006530	g17530, g47227	jg10849
OG0006531	g47210	jg10872
OG0006532	g47199, g24285	jg10896
OG0006533	g24288	jg10899
OG0006534	g2506	jg14989
OG0006535	g19336	jg14983
OG0006536	g19338, g2518	jg14968
OG0006537	g2524	jg14963
OG0006538	g2572	jg14906
OG0006539	g23882	jg10131
OG0006540	g47458	jg10155
OG0006541	g883	jg21951
OG0006542	g28299	jg21747
OG0006543	g1344	jg21768
OG0006544	g28319	jg21773
OG0006545	g6310	jg27356
OG0006546	g6171	jg27552
OG0006547	g14306	jg27558
OG0006548	g13705	jg27654, jg27658, jg27656, jg27653
OG0006549	g14045	jg27833
OG0006550	g23853, g17235	jg10084
OG0006551	g23856	jg10085
OG0006552	g47475	jg10107
OG0006553	g47471, g23877	jg10116
OG0006555	g47431	jg28258, jg10258
OG0006556	g17285, g23948	jg10261
OG0006557	g17286	jg10262
OG0006558	g47414	jg10306
OG0006559	g41105, g43988	jg1363
OG0006560	g45107	jg548, jg551
OG0006561	g17385	jg10538
OG0006563	g47355	jg10480
OG0006564	g47358	jg10472
OG0006565	g36837	jg17199
OG0006566	g24034	jg10453
OG0006567	g24029, g17360	jg10444
OG0006568	g47375	jg10422
OG0006569	g24009	jg10420
OG0006570	g47387	jg10400
OG0006571	g27191, g47397	jg10385
OG0006572	g23983, g17319	jg10367
OG0006573	g24090	jg10594
OG0006574	g24116	jg10609
OG0006575	g24359	jg11010
OG0006575	g17587	jg11009
OG0006576	g47172	jg10957
OG0006577	g24308	jg10931
OG0006578	g24304	jg10917
OG0006580	g34	jg23736
OG0006581	g19636, g19641, g54378	jg23756
OG0006582	g18704	jg16442
OG0006583	g18770	jg16406, jg16397, jg16390
OG0006584	g18743	jg16360
OG0006585	g18788	jg16334
OG0006586	g1524, g18682	jg16271
OG0006588	g1823	jg16233
OG0006589	g11163	jg16231
OG0006590	g1868	jg16183
OG0006591	g1872	jg16177
OG0006592	g1881	jg16155
OG0006593	g1893	jg16129
OG0006594	g36998, g18841	jg21069
OG0006595	g1960	jg16030
OG0006596	g18932	jg15900
OG0006597	g18938, g1995	jg15896
OG0006598	g18940	jg15894
OG0006599	g1369	jg21740
OG0006600	g2116	jg15768
OG0006601	g2111	jg15761
OG0006602	g2086	jg15740
OG0006603	g2059	jg15701
OG0006604	g2141	jg15621
OG0006605	g11269, g19041	jg15588
OG0006606	g19050	jg15570
OG0006607	g2182	jg15551, jg15544
OG0006608	g2195, g19083	jg15485
OG0006609	g2199, g19085	jg15483
OG0006610	g19114	jg15453
OG0006611	g2246, g19131	jg15426
OG0006612	g2265	jg15419
OG0006613	g19184, g2337	jg15298
OG0006614	g2398, g19217	jg15212
OG0006615	g934	jg22147
OG0006616	g28441	jg22136
OG0006617	g35038, g35314, g28438	jg22131
OG0006618	g24392	jg11049
OG0006620	g11724	jg26748
OG0006621	g44917	jg2247
OG0006622	g18036	jg2326
OG0006623	g44877	jg2335, jg2330
OG0006624	g44854	jg2379
OG0006625	g44847	jg2392
OG0006626	g10238, g1637	jg21439
OG0006627	g6026	jg27962
OG0006628	g6007	jg28002
OG0006629	g13959	jg28003
OG0006630	g5980	jg28090
OG0006631	g13918, g13802	jg28113
OG0006632	g10762	jg12985
OG0006633	g13913, g5959	jg28129
OG0006634	g12695	jg24000
OG0006635	g13904	jg28148
OG0006636	g13808	jg28149
OG0006637	g5950	jg28173
OG0006638	g51943, g37363	jg19331
OG0006639	g51902	jg19309
OG0006640	g52292	jg20002
OG0006641	g37349	jg19276
OG0006642	g51870	jg19270
OG0006643	g51863	jg19254
OG0006644	g38137	jg19243
OG0006645	g51464, g51814	jg19212
OG0006646	g37330	jg19198
OG0006647	g38129, g37324	jg19183
OG0006648	g31073	jg29114
OG0006649	g51733, g37290	jg19047
OG0006650	g38091, g51726, g37285	jg19040
OG0006651	g37277	jg19031
OG0006652	g37269	jg19010
OG0006653	g51713	jg19008
OG0006654	g37261, g51710	jg19004, jg18997
OG0006655	g51707	jg18993
OG0006656	g10409	jg13633
OG0006657	g51699	jg18980
OG0006658	g51691	jg18967
OG0006659	g51684	jg18961
OG0006660	g37220, g38073	jg18911
OG0006661	g51637	jg18899
OG0006662	g37209	jg18886
OG0006663	g51611	jg18829
OG0006664	g40418	jg7675
OG0006665	g45174	jg7718
OG0006666	g25676, g25679	jg7583, jg7582
OG0006667	g25680, g40384	jg7581
OG0006668	g29098	jg5779
OG0006669	g38310, g38542	jg16539
OG0006671	g50875	jg16574
OG0006672	g36955	jg16602
OG0006673	g50888, g36943	jg16626
OG0006674	g38507, g50892	jg16649
OG0006675	g50953	jg16815
OG0006676	g38296	jg10823, jg17261
OG0006677	g38354	jg17015
OG0006678	g47583, g17134	jg9815
OG0006679	g47514	jg10016
OG0006680	g50753, g32767	jg32113
OG0006681	g27807	jg32071
OG0006682	g32721	jg32067
OG0006683	g40266	jg7277
OG0006684	g40277	jg7328
OG0006685	g36397, g54134	jg33069
OG0006686	g25728	jg7490
OG0006687	g40357	jg7491
OG0006688	g10104, g4859	jg6545
OG0006689	g4792	jg6612
OG0006691	g10127, g10137	jg6642
OG0006692	g4781	jg6647
OG0006693	g4686	jg6664
OG0006694	g18509	jg6687
OG0006695	g13873	jg28196
OG0006696	g5918	jg28239
OG0006697	g13822, g13856	jg28256
OG0006698	g13853, g5907	jg28259
OG0006699	g7361, g52122	jg12665
OG0006700	g37682	jg20073
OG0006701	g37675	jg20067
OG0006702	g50789	jg20066
OG0006703	g37661	jg20040
OG0006704	g38248	jg20032
OG0006705	g37649	jg20021
OG0006706	g52291, g37637	jg19997
OG0006707	g52280	jg19977
OG0006708	g37622	jg19963
OG0006709	g37620	jg19961
OG0006710	g37611	jg19935
OG0006711	g52227	jg19910
OG0006712	g38241, g37580	jg19873
OG0006713	g52219	jg19862
OG0006714	g37571, g52218	jg19861
OG0006715	g52192	jg19835
OG0006717	g52145	jg19743
OG0006718	g37517, g52127, g38220	jg19714
OG0006719	g52126	jg19709
OG0006720	g38216	jg19702, jg19703
OG0006721	g37514	jg19701
OG0006722	g37498	jg19664
OG0006723	g52107	jg19638
OG0006724	g38197	jg19605
OG0006725	g52054, g38185	jg19565
OG0006726	g38183	jg19543
OG0006727	g52047	jg19529
OG0006728	g51998	jg19437
OG0006729	g51992	jg19428
OG0006730	g51988	jg19411
OG0006731	g38157	jg19407, jg19409
OG0006732	g10901	jg20351
OG0006733	g18151	jg9046
OG0006734	g7913	jg23995
OG0006735	g958	jg22245, jg22249
OG0006736	g12686	jg24050
OG0006737	g12678	jg24086
OG0006738	g12759	jg24107
OG0006739	g7851	jg24110
OG0006740	g12659	jg24139
OG0006741	g12772	jg24180
OG0006742	g7819	jg24207
OG0006743	g12622, g12790	jg24225
OG0006744	g7807	jg24234
OG0006745	g7766, g7775	jg24316
OG0006746	g7709, g12856	jg24431
OG0006747	g7707	jg24434
OG0006748	g12552	jg24455
OG0006749	g12870, g53285, g7701	jg24464
OG0006750	g32247	jg31223
OG0006751	g12511	jg24528
OG0006752	g12907, g12510	jg24529
OG0006753	g12474	jg24628
OG0006754	g12944	jg24637
OG0006755	g12960	jg24678
OG0006756	g12445, g7598	jg24685
OG0006757	g7597	jg24687
OG0006758	g12444, g7595	jg24691
OG0006759	g7593	jg24695
OG0006760	g6318, g7588	jg24706
OG0006761	g7579	jg24715
OG0006762	g7568	jg24733
OG0006763	g12432	jg24736
OG0006764	g7566	jg24737
OG0006765	g7532	jg24797
OG0006766	g7521	jg24816
OG0006767	g13021	jg24837
OG0006768	g7516	jg24826
OG0006769	g12405	jg24852
OG0006770	g7449, g13068	jg24935
OG0006771	g7381	jg25095
OG0006772	g13109, g7404	jg25037
OG0006773	g7398	jg25051
OG0006774	g12339	jg25052
OG0006775	g7384, g12322	jg25092
OG0006776	g7370	jg25112
OG0006777	g7369	jg25113
OG0006778	g13122, g12316	jg25116
OG0006779	g7360	jg25125
OG0006780	g7359	jg25126
OG0006781	g12291, g13135	jg25175
OG0006782	g7307	jg25204
OG0006783	g7292, g13144	jg25222
OG0006784	g7288	jg25229
OG0006785	g7272	jg25246
OG0006788	g13192, g13191	jg25355
OG0006789	g12220	jg25366
OG0006790	g13205	jg25397
OG0006792	g7186, g12197	jg25425
OG0006793	g13212	jg25427
OG0006794	g7160	jg25457
OG0006795	g12175, g13221	jg25475
OG0006796	g13224	jg25493
OG0006797	g7134, g13228	jg25509
OG0006798	g7111	jg25543
OG0006799	g7086	jg25575
OG0006800	g12136	jg25597
OG0006801	g7054, g1451, g12107	jg25629
OG0006802	g7052, g12106, g1453	jg25632
OG0006803	g12094, g7036	jg25666
OG0006804	g7027	jg25672
OG0006805	g26926	jg28738
OG0006806	g12057, g6975	jg25791
OG0006807	g6959	jg25813
OG0006808	g6945, g13283	jg25846
OG0006809	g12043, g6937	jg25855
OG0006811	g12042	jg25862
OG0006812	g12041	jg25863
OG0006813	g12033, g12034	jg25885
OG0006814	g6915	jg25902
OG0006815	g13300, g12019	jg25936
OG0006816	g12016	jg25943
OG0006817	g6879	jg25971
OG0006818	g6872, g12007	jg25978
OG0006819	g13321	jg26009
OG0006820	g11984	jg26022
OG0006821	g31811	jg30412
OG0006822	g6758	jg26148
OG0006823	g6755, g11941	jg26151
OG0006824	g11918	jg26189
OG0006825	g6716	jg26212, jg16924
OG0006826	g11903	jg26216
OG0006827	g11902	jg26217
OG0006828	g13372	jg26251, jg12323
OG0006829	g11885	jg26261
OG0006830	g11881, g6689	jg26284
OG0006831	g6685	jg26301
OG0006832	g31221	jg29357
OG0006835	g10304	jg21273
OG0006836	g10307	jg21244
OG0006837	g13474, g6507	jg26638
OG0006838	g6569	jg26515
OG0006839	g6587	jg26467
OG0006840	g6663	jg26351
OG0006841	g23446	jg9423
OG0006842	g23451	jg9426
OG0006843	g26022	jg1798
OG0006845	g4906	jg5718
OG0006846	g4913	jg5715
OG0006847	g29046	jg5690
OG0006848	g4932	jg5671
OG0006849	g10194	jg21569
OG0006850	g10178, g4744	jg6862
OG0006851	g10272	jg21374
OG0006852	g19241	jg15168
OG0006853	g2416	jg15135
OG0006854	g2422	jg15126
OG0006855	g2429	jg15121
OG0006856	g2431, g19278	jg15118
OG0006857	g2433	jg26361, jg15116
OG0006858	g2471	jg15033
OG0006859	g2475	jg15026
OG0006860	g19317	jg15012
OG0006861	g19319	jg15010
OG0006862	g49309	jg28453
OG0006864	g49319, g30742	jg28473
OG0006865	g30764, g26876	jg28511
OG0006866	g49358	jg28533
OG0006867	g49367	jg28550
OG0006868	g49393	jg28604
OG0006869	g49395, g30802	jg10967
OG0006870	g30807	jg28619
OG0006871	g30841	jg28703
OG0006872	g49448	jg28745
OG0006873	g13698	jg27600
OG0006874	g49457	jg28779
OG0006875	g26943	jg28788
OG0006876	g30903	jg28798
OG0006877	g3014	jg14254
OG0006878	g49478	jg28818
OG0006879	g49485	jg28844
OG0006880	g30923	jg28861
OG0006881	g30942	jg28903
OG0006882	g49533	jg28956
OG0006884	g31005	jg28999
OG0006885	g31010	jg29007
OG0006886	g49553	jg29030
OG0006887	g49557	jg29047
OG0006888	g31037	jg29051
OG0006889	g17216, g47504	jg10041, jg10039
OG0006890	g31102	jg29170
OG0006891	g49611	jg12050
OG0006892	g49617	jg29191
OG0006893	g31115, g49690	jg29199
OG0006894	g49677	jg29211
OG0006895	g31138	jg29241
OG0006896	g27057	jg29251
OG0006897	g31152	jg29256
OG0006899	g31179	jg29293
OG0006900	g31212	jg29344
OG0006901	g49718	jg29373
OG0006902	g27104	jg29391
OG0006903	g49726	jg1091
OG0006904	g13859	jg29442
OG0006905	g27128, g31276	jg29481
OG0006906	g31296	jg29512
OG0006907	g31301	jg29531
OG0006908	g27144	jg29535
OG0006909	g31303	jg29537
OG0006910	g49771	jg29542, jg29544
OG0006911	g27149, g31308	jg29553, jg29554
OG0006912	g27163	jg29599
OG0006913	g31326	jg29605
OG0006914	g49779	jg29615
OG0006915	g49780	jg29617
OG0006916	g31357, g27186	jg29654
OG0006917	g49815	jg29669
OG0006918	g49820	jg29685
OG0006919	g39451	jg8223
OG0006920	g49835, g49830, g49841	jg29713
OG0006921	g49858	jg29753
OG0006922	g31423	jg29760
OG0006923	g49888, g27246, g31476	jg29837
OG0006924	g49897, g27249	jg29857
OG0006925	g27250	jg29859
OG0006926	g27252	jg29865
OG0006927	g31523	jg29912
OG0006929	g31554	jg29965
OG0006930	g49921, g31555	jg29966
OG0006931	g31573, g27292	jg29995
OG0006932	g46551, g31581	jg30009
OG0006933	g31594	jg30022
OG0006934	g31600	jg30031
OG0006935	g27313	jg30068
OG0006936	g31619, g27325	jg30072
OG0006937	g46545	jg30502
OG0006938	g31639, g27337	jg30107
OG0006939	g10440	jg13566
OG0006940	g31670	jg30203, jg30191
OG0006941	g49983, g31675	jg30209
OG0006942	g27367	jg30242
OG0006943	g31697	jg30259
OG0006944	g50010	jg30288
OG0006945	g50014	jg30294
OG0006946	g31731, g41587	jg30305
OG0006947	g27396	jg30307
OG0006948	g31734, g50017	jg30309
OG0006949	g31742	jg30321
OG0006951	g31779	jg6068, jg30370
OG0006952	g31790	jg30384
OG0006953	g31814	jg30416
OG0006954	g31827, g50070	jg30449
OG0006955	g26819, g50089, g3704	jg30479
OG0006956	g31861	jg13463
OG0006958	g50145	jg30601
OG0006959	g50154	jg30627
OG0006960	g31953	jg30635
OG0006961	g31962	jg30647
OG0006962	g31993	jg30687
OG0006963	g50197, g31995	jg30695
OG0006964	g27498, g32012	jg30735
OG0006965	g32013	jg30739
OG0006966	g32014	jg30742
OG0006967	g50227	jg30766
OG0006968	g11007	jg20600
OG0006969	g47062	jg11312
OG0006970	g44636	jg2800
OG0006971	g45915	jg2751, jg2753
OG0006972	g45893, g44666	jg2720
OG0006974	g23848	jg10071
OG0006975	g17226	jg10068
OG0006977	g40855	jg578
OG0006979	g40903	jg677
OG0006980	g40924, g37947	jg693
OG0006981	g40944	jg773
OG0006982	g44180	jg794
OG0006983	g32270	jg31258
OG0006984	g40980	jg867
OG0006985	g40983	jg877, jg876
OG0006986	g41062	jg1178
OG0006987	g40819	jg430
OG0006988	g53124	jg2578, jg2576
OG0006989	g44262	jg361
OG0006990	g46619	jg12863
OG0006991	g10938, g4617	jg20401
OG0006992	g40640	jg20397
OG0006993	g40645	jg20388
OG0006994	g10858	jg20282
OG0006995	g10847	jg20272
OG0006996	g10830, g40730	jg8249, jg25371
OG0006997	g11038, g40504	jg20670
OG0006998	g25538	jg7805
OG0006999	g47698	jg9484
OG0007000	g47701	jg9461
OG0007001	g28109	jg32877
OG0007002	g54049	jg32891
OG0007003	g44485	jg3153
OG0007004	g46177, g44489	jg3149
OG0007006	g18359	jg8302, jg8309
OG0007007	g18325	jg8357
OG0007008	g22690	jg8384
OG0007009	g22709	jg8410
OG0007010	g22710	jg8411
OG0007011	g22778, g22777	jg8514
OG0007012	g22807	jg8555
OG0007013	g22826	jg8573
OG0007014	g18281	jg8596
OG0007015	g22862	jg8617
OG0007016	g22887	jg8646
OG0007017	g18257	jg8664
OG0007018	g22907	jg8665
OG0007019	g47961, g47956	jg8708
OG0007020	g22961	jg8735
OG0007021	g22975	jg8764
OG0007022	g22978	jg8771
OG0007023	g22993	jg8794
OG0007024	g44177	jg813
OG0007025	g23025, g47906	jg8845
OG0007027	g23037	jg8857
OG0007028	g47895	jg8867
OG0007029	g23047	jg8874
OG0007030	g23065	jg8882
OG0007031	g23281	jg9171
OG0007032	g23280	jg9170
OG0007034	g23258, g47817	jg9134
OG0007035	g23256	jg9132
OG0007036	g23247	jg9116
OG0007037	g23241	jg9109
OG0007038	g51395	jg18484
OG0007039	g38306	jg17228
OG0007040	g23206	jg9074
OG0007041	g23194, g18148	jg9059
OG0007042	g23169	jg9020
OG0007043	g6301	jg27363
OG0007044	g47849	jg9005
OG0007045	g18181	jg8995
OG0007046	g18185, g23147	jg8975
OG0007047	g23144	jg8972
OG0007049	g47865	jg8958
OG0007050	g23136	jg8955
OG0007052	g23293	jg9199
OG0007053	g23340, g23336	jg9270
OG0007054	g23341	jg9271
OG0007055	g47770, g16961	jg9283
OG0007056	g47767	jg9287
OG0007057	g23363	jg9303
OG0007058	g16968	jg9307
OG0007059	g23379	jg9329
OG0007060	g6499	jg26651
OG0007061	g13486	jg26717
OG0007062	g46005	jg2888
OG0007063	g45994, g17999	jg2871
OG0007064	g45960	jg2855
OG0007065	g50295	jg30915, jg32006
OG0007066	g32096, g50299	jg30926
OG0007067	g50326	jg31012
OG0007068	g39540	jg17227
OG0007069	g39527	jg8043
OG0007070	g39506	jg8089
OG0007071	g39462	jg8158
OG0007072	g45263	jg14028, jg8137
OG0007073	g39472	jg8120
OG0007074	g39486, g45256	jg8106
OG0007075	g25369	jg8172
OG0007076	g45278	jg8224
OG0007077	g25335	jg8244
OG0007079	g32252	jg31231
OG0007080	g47491	jg10062
OG0007081	g17063	jg9622
OG0007082	g49379	jg28566
OG0007084	g31678	jg30218
OG0007085	g31703	jg30264
OG0007087	g32155	jg31097
OG0007088	g32243	jg31217
OG0007089	g32253	jg31233, jg31234
OG0007090	g50402, g32263	jg31253
OG0007093	g46000	jg2883
OG0007095	g5772, g10231	jg28218
OG0007097	g10610	jg13242
OG0007098	g10377	jg13707
OG0007099	g10325	jg13856
OG0007100	g10097	jg6507
OG0007100	g3387	jg14122
OG0007101	g19536	jg14475
OG0007103	g19208	jg15249
OG0007105	g29054, g29050	jg5701
OG0007106	g18525	jg6579
OG0007107	g40264	jg7271
OG0007108	g40164, g40381, g25170, g40167	jg7577
OG0007110	g47572	jg9853
OG0007111	g23915	jg10214, jg10215
OG0007112	g17455, g24152	jg10693
OG0007113	g28338	jg12310
OG0007115	g10282	jg21358
OG0007116	g10205	jg21547
OG0007117	g19710, g19753	jg137, jg291
OG0007127	g48150	jg6997
OG0007127	g33342, g33310	jg6986, jg32674, jg7007
OG0007128	g18773	jg16403, jg16395, jg16411
OG0007129	g23917	jg10218
OG0007130	g956	jg22234
OG0007131	g9819	jg23305
OG0007132	g19461	jg14662
OG0007133	g19463	jg14656
OG0007134	g19470, g2727	jg14635
OG0007135	g19494	jg14596
OG0007136	g19491, g2752	jg14592
OG0007137	g10825	jg12902
OG0007138	g10810	jg12918
OG0007139	g47700	jg9477
OG0007140	g10764	jg12973
OG0007141	g10727	jg13032
OG0007142	g51676	jg18951
OG0007143	g10921	jg20387
OG0007144	g46422	jg3488
OG0007145	g4971, g29005	jg5605
OG0007146	g4985	jg5599
OG0007147	g4990	jg5578
OG0007148	g29133	jg5576
OG0007149	g29144	jg5553
OG0007150	g5000	jg5547
OG0007151	g45743	jg5522
OG0007152	g5020, g45740	jg5507
OG0007153	g5033	jg5487
OG0007154	g29182	jg12320
OG0007155	g5042, g29189	jg5481
OG0007156	g45730	jg5471
OG0007157	g45726	jg5454
OG0007158	g29201	jg5437
OG0007159	g51585	jg18778
OG0007160	g5083	jg5406
OG0007161	g29223	jg5398
OG0007162	g45697	jg5380
OG0007163	g5102	jg5379
OG0007164	g5128	jg5349
OG0007165	g5142	jg5326
OG0007166	g29278	jg5317
OG0007167	g29277	jg5316
OG0007168	g45673	jg5312
OG0007169	g5157	jg5304
OG0007170	g5162, g29287	jg5298
OG0007172	g40321	jg7409
OG0007173	g29318, g5202	jg5240
OG0007174	g5203	jg5239
OG0007175	g5207	jg5236
OG0007176	g45637	jg5225
OG0007177	g5220	jg5219, jg14219
OG0007178	g5223	jg5216
OG0007179	g5225	jg5214
OG0007180	g5227	jg5212
OG0007181	g5229, g45632	jg5210
OG0007182	g29328	jg5209
OG0007183	g5247	jg5186
OG0007184	g5251	jg22414
OG0007185	g5252, g29341	jg5181
OG0007186	g29342, g5258	jg5176
OG0007187	g45626	jg5175
OG0007188	g10216	jg21511
OG0007189	g5263	jg5169
OG0007190	g5265	jg5164
OG0007191	g29350	jg5163
OG0007192	g5273	jg5152
OG0007193	g29362, g5282	jg5144
OG0007194	g39361	jg22420
OG0007195	g29375, g45610	jg5122
OG0007196	g29373, g5293	jg5114
OG0007197	g45597	jg5080
OG0007198	g45585, g5326	jg5051
OG0007199	g5331	jg5044
OG0007200	g29420, g5338	jg5032
OG0007201	g10356	jg13769, jg13771
OG0007202	g32427, g29426	jg5010
OG0007203	g5371, g29443	jg4980
OG0007205	g47495	jg10058
OG0007206	g5376	jg4965
OG0007207	g29488	jg4897
OG0007208	g45546	jg4888
OG0007209	g10288	jg21349
OG0007210	g45541	jg4878
OG0007211	g5419, g29503	jg4861
OG0007212	g5425	jg4846
OG0007213	g29516, g29518	jg4840, jg4837
OG0007214	g29523, g5430	jg4830
OG0007215	g29541	jg4803
OG0007216	g5453	jg4771
OG0007217	g5470	jg4742
OG0007218	g45504	jg4720
OG0007219	g29577	jg4710
OG0007221	g45493	jg4664
OG0007222	g5515	jg4660
OG0007223	g29604	jg4631
OG0007224	g45209	jg7874
OG0007225	g39633, g45204	jg7905
OG0007226	g25496	jg7906
OG0007227	g39637, g25510	jg7917
OG0007228	g17183, g23802	jg9968
OG0007229	g17190	jg9985
OG0007230	g17202	jg10008
OG0007231	g40175	jg17465
OG0007232	g40149	jg17547
OG0007233	g40129	jg17589
OG0007234	g40119, g53543	jg17634
OG0007235	g40111	jg17647
OG0007236	g40102	jg17663
OG0007237	g40090	jg17703
OG0007238	g40080	jg17726
OG0007239	g40046	jg17792
OG0007240	g40036	jg17804
OG0007241	g51078	jg17811
OG0007242	g51090	jg17832
OG0007243	g51109	jg17864
OG0007244	g37849	jg17870
OG0007245	g37859	jg17898
OG0007246	g51120	jg17899
OG0007247	g51178	jg17987
OG0007248	g39966	jg17988
OG0007249	g51189	jg18038
OG0007250	g39950	jg18043
OG0007251	g41355	jg6073
OG0007252	g39917	jg18078
