Orthogroup	Cochlearia_excelsa	Arabidopsis_thaliana
OG0007564	g54284, g36620	AT1G53300.1
OG0007565	g36599	AT1G53040.1
OG0007566	g51568, g23508	AT2G36080.1
OG0007567	g51574, g38031	AT2G36270.3
OG0007568	g38033	AT2G36310.1
OG0007569	g11446	AT3G45040.1
OG0007570	g3131	AT3G44600.1
OG0007571	g41154	AT5G50210.1
OG0007572	g28260	AT5G50380.1
OG0007573	g41246	AT5G52910.2
OG0007574	g28400	AT5G53060.1
OG0007575	g901	AT5G53070.1
OG0007576	g28405	AT5G53130.1
OG0007577	g1468	AT5G49890.1
OG0007578	g28253	AT5G50350.1
OG0007579	g17889	AT5G61020.1
OG0007580	g46880	AT5G35430.1
OG0007581	g46872	AT5G35620.1
OG0007582	g46940	AT4G12740.1
OG0007583	g24752, g24757	AT4G13160.1
OG0007584	g46652	AT4G13220.1
OG0007585	g46988	AT4G13370.1
OG0007586	g46995, g24635	AT4G13460.1
OG0007587	g47009	AT4G13700.1
OG0007588	g47043, g36161, g24535	AT4G14330.1
OG0007589	g24534	AT4G14340.1
OG0007590	g24522	AT4G14590.1
OG0007591	g47068	AT4G14746.1
OG0007592	g24499	AT4G14770.1
OG0007593	g47080	AT4G14819.1
OG0007594	g17688	AT4G15093.1
OG0007595	g24471	AT4G15200.1
OG0007598	g44582	AT1G73020.1
OG0007599	g46032	AT1G73120.1
OG0007601	g44573	AT1G73360.1
OG0007602	g44556, g46094	AT1G73805.1
OG0007603	g46096	AT1G73820.2
OG0007605	g46145	AT1G74520.1
OG0007606	g44508	AT1G74730.1
OG0007607	g41530	AT1G68520.1
OG0007608	g53374, g36754	AT4G32360.1
OG0007609	g45763	AT1G68910.1
OG0007610	g44782, g45769	AT1G69010.1
OG0007611	g23550, g47675	AT4G28485.2
OG0007612	g23546, g17038	AT4G28520.1
OG0007613	g23538	AT4G28610.1
OG0007614	g23531, g47679	AT4G28720.1
OG0007615	g23488	AT4G29210.1
OG0007616	g28407	AT5G53150.2
OG0007617	g16640	AT3G26440.5
OG0007619	g40783	AT1G63650.1
OG0007620	g40806	AT1G63980.1
OG0007621	g43418, g43419	AT5G39940.1
OG0007622	g16873, g16872	AT5G39950.1
OG0007623	g28414	AT3G29320.1
OG0007624	g11501, g41368	AT3G43850.1
OG0007625	g10192	AT5G49410.1
OG0007626	g10505	AT3G27260.3
OG0007627	g10516	AT3G27160.2
OG0007628	g10545	AT3G26790.1
OG0007629	g1598	AT3G26740.1
OG0007630	g10552	AT3G26710.1
OG0007631	g10573	AT3G26370.1
OG0007632	g1587	AT3G26140.3
OG0007633	g28304	AT5G51040.3
OG0007634	g45826	AT1G69930.1
OG0007635	g44716	AT1G69870.1
OG0007636	g45819	AT1G69840.1
OG0007637	g45817	AT1G69810.1
OG0007638	g44724	AT1G69800.2
OG0007641	g10949	AT5G46280.1
OG0007642	g40607	AT5G46220.1
OG0007643	g10253	AT5G48545.1
OG0007644	g10955	AT5G46160.1
OG0007645	g10957	AT5G46110.4
OG0007646	g40602	AT5G46100.1
OG0007647	g40600	AT5G46080.1
OG0007649	g10986	AT5G45360.1
OG0007650	g46865	AT5G35700.1
OG0007651	g10997	AT5G45275.1
OG0007652	g54136	AT1G49540.2
OG0007653	g54138	AT1G49560.1
OG0007654	g23734, g17150	AT4G25820.1
OG0007655	g28059	AT1G50120.2
OG0007656	g36430, g54164	AT1G50240.2
OG0007658	g54209, g36455	AT1G50610.1
OG0007659	g36471	AT1G50910.1
OG0007660	g54190	AT1G51210.1
OG0007661	g54188	AT1G51405.1
OG0007662	g54219	AT1G51630.1
OG0007663	g28032	AT1G51660.1
OG0007664	g28031, g36521	AT1G51745.1
OG0007665	g36531	AT1G51950.1
OG0007666	g30893	AT1G04950.1
OG0007667	g54250	AT1G52080.1
OG0007668	g36553	AT1G52150.2
OG0007670	g54274	AT1G52760.1
OG0007671	g50012	AT1G17640.1
OG0007672	g37026	AT5G42740.1
OG0007673	g38482	AT2G22610.3
OG0007674	g37040	AT5G42830.1
OG0007675	g11141	AT5G42870.1
OG0007676	g37065	AT2G33490.1
OG0007677	g51366	AT2G33550.1
OG0007678	g51399	AT2G33830.2
OG0007679	g51400	AT2G33835.1
OG0007680	g51405	AT2G33860.1
OG0007681	g51410	AT2G34000.1
OG0007683	g51447	AT2G34450.2
OG0007684	g37095, g37076	AT2G34570.1
OG0007685	g51471	AT2G34780.1
OG0007686	g10184	AT5G49540.1
OG0007687	g51523	AT2G35470.1
OG0007688	g51539	AT2G35700.1
OG0007689	g49661	AT1G08710.2
OG0007691	g51551	AT2G35900.1
OG0007692	g17425, g24128	AT4G19430.1
OG0007693	g47302, g24148	AT4G19170.1
OG0007694	g24155	AT4G18930.1
OG0007695	g17470	AT4G18550.2
OG0007696	g47273	AT4G18450.1
OG0007697	g24191	AT4G18370.1
OG0007698	g17496, g24223	AT4G18070.1
OG0007699	g24226	AT4G18020.1
OG0007700	g47248, g24229	AT4G17950.1
OG0007701	g47240	AT4G17840.1
OG0007702	g24233, g17519	AT4G17810.1
OG0007703	g47238, g24242	AT4G17720.1
OG0007704	g47235	AT4G17695.1
OG0007705	g24246	AT4G17620.1
OG0007707	g10946, g40622	AT5G46370.1
OG0007708	g19323	AT3G51140.1
OG0007709	g2500, g2501, g2499	AT3G51100.1
OG0007710	g2496	AT3G51090.1
OG0007711	g2508	AT3G51030.1
OG0007712	g19341, g2540	AT3G50830.1
OG0007713	g2541	AT3G50810.1
OG0007714	g23884	AT4G23620.2
OG0007715	g23894	AT4G23500.1
OG0007716	g882	AT5G52440.1
OG0007717	g28370, g41222	AT5G52420.1
OG0007718	g878	AT5G52340.1
OG0007719	g41175, g41193	AT5G51700.1
OG0007720	g41163	AT5G51430.1
OG0007722	g1351	AT5G50930.1
OG0007723	g1362, g28300	AT5G50900.1
OG0007724	g6585	AT2G07050.1
OG0007725	g36064, g14326	AT2G14890.1
OG0007726	g14236	AT2G15620.1
OG0007727	g6150	AT2G15860.2
OG0007728	g6139	AT2G16365.1
OG0007729	g6126, g14103	AT2G16630.1
OG0007730	g13716	AT2G16910.1
OG0007731	g14050	AT2G17033.2
OG0007732	g6110, g14042	AT2G17240.1
OG0007733	g47487, g23850	AT4G24100.4
OG0007734	g23860	AT4G23930.1
OG0007735	g23858	AT4G23980.1
OG0007736	g23878	AT4G23730.3
OG0007738	g23928	AT4G22930.1
OG0007739	g23933	AT4G22880.1
OG0007740	g23946, g47435	AT4G22755.1
OG0007741	g17294	AT4G22540.1
OG0007742	g47419, g17303	AT4G22310.1
OG0007743	g47413	AT4G22250.1
OG0007744	g40747	AT1G64610.1
OG0007745	g24079	AT4G19980.1
OG0007746	g24075	AT4G20030.1
OG0007747	g24069	AT4G20150.1
OG0007748	g24065	AT4G20270.1
OG0007750	g24063	AT4G20325.1
OG0007751	g47344, g17374	AT4G20460.1
OG0007752	g24008	AT4G21450.3
OG0007753	g47391, g23990	AT4G21680.1
OG0007754	g47400	AT4G21770.1
OG0007755	g29023	AT5G17910.1
OG0007756	g19648, g9639	AT5G66690.1, AT5G26310.1
OG0007757	g40262	AT4G09560.1
OG0007758	g37137	AT5G42150.1
OG0007759	g37015	AT5G42650.1
OG0007760	g24355, g2666	AT4G16444.1
OG0007761	g24327	AT4G16630.1
OG0007762	g47179, g24316	AT4G16750.1
OG0007763	g47183	AT4G16790.1
OG0007764	g24307	AT4G16830.1
OG0007765	g7640	AT3G06550.2
OG0007766	g12721	AT3G01910.1
OG0007767	g12716	AT3G01530.1
OG0007768	g7930	AT3G01470.1
OG0007769	g7929	AT3G01460.1
OG0007772	g19643	AT5G66400.1
OG0007773	g19633	AT5G66320.1
OG0007774	g9629	AT5G66290.2
OG0007775	g2476	AT3G51390.1
OG0007776	g11145	AT3G63250.1
OG0007777	g18771	AT3G63200.1
OG0007778	g18768	AT3G63170.1
OG0007779	g18746	AT3G62940.2
OG0007782	g1768	AT3G62180.2
OG0007783	g1769, g18683	AT3G62170.1
OG0007784	g1776	AT3G62110.1
OG0007785	g1780	AT3G62080.2
OG0007786	g1794	AT3G61920.1
OG0007787	g1815	AT3G61770.1
OG0007788	g1818	AT3G61740.1
OG0007789	g1836	AT3G61610.1
OG0007790	g1844	AT5G28370.1, AT5G28460.1, AT3G61520.1
OG0007792	g1870	AT3G61300.1
OG0007793	g1871	AT3G61270.1
OG0007795	g18803	AT3G60650.1
OG0007797	g18826	AT3G60380.1
OG0007798	g11192	AT3G60200.1
OG0007799	g18859	AT3G60110.1
OG0007800	g52131	AT2G43770.1
OG0007801	g11199	AT3G59710.2
OG0007802	g18879	AT3G59670.1
OG0007803	g2025	AT3G59530.1
OG0007804	g2024	AT3G59510.1
OG0007805	g2021, g18896	AT3G59400.1
OG0007806	g52114	AT2G43360.1
OG0007807	g18909	AT3G59090.2
OG0007808	g2003, g18913	AT3G59020.2
OG0007809	g11204	AT3G58850.1
OG0007811	g18929	AT3G58760.3
OG0007812	g1997	AT3G58710.1
OG0007813	g1989	AT3G58630.1
OG0007814	g2035	AT3G58160.1
OG0007815	g1409	AT5G50320.1
OG0007816	g2122	AT3G57700.1, AT3G57770.1
OG0007817	g18979	AT3G57660.1
OG0007818	g18982, g2118	AT3G57600.1
OG0007819	g2081	AT3G57130.1
OG0007820	g19002, g2071	AT3G57000.1
OG0007821	g2070	AT3G56990.1
OG0007822	g2144	AT3G56480.1
OG0007823	g11265	AT3G56200.1
OG0007824	g10274	AT5G48380.1
OG0007825	g19081	AT3G55510.1
OG0007826	g2171	AT3G56050.1
OG0007827	g19061	AT3G55800.1
OG0007828	g2196	AT3G55450.2
OG0007829	g19141	AT3G54670.1
OG0007830	g36100, g30085	AT3G54630.1
OG0007831	g19151	AT3G54470.1
OG0007832	g2290	AT3G54450.1
OG0007833	g11298, g2292	AT3G54400.1
OG0007834	g19157, g2295	AT3G54340.1
OG0007835	g11300, g2296	AT3G54320.1
OG0007836	g2297	AT3G54310.1
OG0007837	g19159	AT3G54290.1
OG0007838	g11303	AT3G54130.1
OG0007839	g31387	AT1G12470.1
OG0007840	g2327	AT3G53900.2
OG0007841	g19174	AT3G53780.2
OG0007842	g19185, g2338	AT3G53620.1
OG0007843	g19191, g2344	AT3G53530.2
OG0007844	g2381	AT3G53130.1
OG0007845	g2389	AT3G52960.1
OG0007846	g2409	AT3G52740.1
OG0007847	g940, g28448	AT5G53950.1
OG0007848	g28445	AT5G53910.1
OG0007849	g28430	AT5G53550.1
OG0007850	g28426, g41291	AT5G53500.1
OG0007852	g28421	AT5G53420.1
OG0007853	g914	AT5G53290.1
OG0007854	g41275, g913	AT5G53280.1
OG0007855	g24400	AT4G16100.1
OG0007856	g13510	AT3G24520.1
OG0007858	g13514, g6447	AT3G24620.1
OG0007859	g6421	AT3G25140.1
OG0007860	g35820	AT2G04240.1
OG0007861	g6362	AT2G04790.10
OG0007862	g13594	AT2G06530.1
OG0007863	g44970	AT1G66820.1
OG0007864	g18043	AT1G66850.1
OG0007865	g41818	AT1G67040.2
OG0007866	g41798	AT1G67140.2
OG0007867	g41778	AT1G67220.1
OG0007868	g41777	AT1G67230.1
OG0007869	g13639, g44913	AT1G67330.1
OG0007871	g10106	AT5G26720.1
OG0007872	g44905	AT1G67370.1
OG0007873	g41691	AT1G67410.1
OG0007874	g44904	AT1G67420.4
OG0007875	g41688	AT1G67480.1
OG0007876	g44891	AT1G67590.1
OG0007877	g44885, g41641	AT1G67710.1
OG0007878	g41637	AT1G67730.1
OG0007881	g44867	AT1G68010.2
OG0007882	g44849	AT1G68300.1
OG0007883	g41563	AT1G68360.1
OG0007884	g44842	AT1G68390.1
OG0007885	g6002	AT2G18500.1
OG0007886	g11029	AT5G44790.1
OG0007887	g13949	AT2G18660.1
OG0007888	g13947	AT2G18750.1
OG0007889	g13922, g5971	AT2G19180.1
OG0007890	g16704	AT2G02400.1
OG0007891	g5967	AT3G28430.1
OG0007892	g13903	AT2G19600.1
OG0007893	g38156	AT2G41240.1
OG0007894	g51977	AT2G41180.1
OG0007895	g51974	AT2G41130.1
OG0007896	g51972	AT2G41070.4
OG0007898	g51952	AT2G40780.1
OG0007899	g51947, g38146	AT2G40730.1
OG0007900	g51915	AT2G40540.1
OG0007901	g51903	AT2G40470.1
OG0007902	g51868	AT2G40180.1
OG0007904	g37352	AT2G40130.2
OG0007905	g51848	AT2G40090.1
OG0007906	g37339	AT2G39980.1
OG0007907	g45050	AT1G65700.3
OG0007908	g51784	AT2G39560.1
OG0007909	g51778	AT2G39470.1
OG0007911	g38125	AT2G39370.1
OG0007912	g51748	AT2G39020.1
OG0007913	g7630	AT3G06660.1
OG0007914	g38109	AT2G38840.1
OG0007915	g37296	AT2G38820.2
OG0007916	g37293	AT2G38770.1
OG0007917	g38108, g37292	AT2G38760.1
OG0007918	g37291	AT2G38750.1
OG0007919	g51738	AT2G38740.1
OG0007920	g51734	AT2G38690.1
OG0007921	g32225	AT1G25210.2, AT1G25054.1, AT1G24793.1, AT1G25145.1
OG0007922	g37264	AT5G37070.1
OG0007923	g51709	AT2G38250.1
OG0007924	g37240, g51689	AT2G37990.1
OG0007925	g51677	AT2G37880.1
OG0007926	g13067	AT3G10010.1
OG0007927	g51665	AT2G37750.1
OG0007928	g51664, g38085	AT2G37740.1
OG0007929	g38081	AT2G37678.1
OG0007930	g51635	AT2G37400.1
OG0007931	g51630	AT2G37200.2
OG0007932	g37196	AT2G37110.1
OG0007933	g37194, g51627	AT2G37080.1
OG0007934	g51619	AT2G36970.1
OG0007935	g40409	AT4G12530.1
OG0007936	g40415, g25654	AT4G12610.2
OG0007937	g18964	AT2G01440.1
OG0007938	g40436	AT4G04450.1
OG0007939	g40441	AT4G04480.1
OG0007940	g40447	AT4G04670.1
OG0007941	g25603	AT4G12410.1
OG0007942	g38528, g50866	AT2G21470.2
OG0007943	g38517	AT2G21870.1
OG0007944	g38508	AT2G22125.1
OG0007945	g50895, g38495	AT2G22400.1
OG0007946	g38486	AT2G22540.1
OG0007947	g38483	AT2G22600.1
OG0007948	g38476	AT2G22720.2
OG0007949	g32257	AT1G24340.1
OG0007950	g38471, g36918	AT2G22770.1
OG0007951	g50906	AT2G22870.1
OG0007952	g50905	AT2G22880.1
OG0007953	g36914	AT2G23140.1
OG0007954	g36912	AT2G23310.1
OG0007955	g38436	AT2G23360.1
OG0007956	g50965	AT2G23810.1
OG0007957	g27289, g38401	AT2G23990.2
OG0007958	g50971	AT2G24120.1
OG0007959	g38304	AT2G25970.1
OG0007960	g51046	AT2G25560.1
OG0007961	g38291	AT2G26250.1
OG0007962	g50984	AT2G24430.1
OG0007963	g51068	AT2G25740.1
OG0007964	g23829	AT4G24560.1
OG0007965	g23830	AT4G24550.2
OG0007966	g47501	AT4G24290.2
OG0007967	g53742	AT1G43770.2
OG0007968	g28176	AT1G43890.1
OG0007969	g53812	AT1G44110.1
OG0007970	g53907, g35965	AT1G44800.1
OG0007971	g36168	AT1G44835.2
OG0007972	g50773	AT1G35720.1
OG0007973	g32973	AT1G35660.1
OG0007974	g32992	AT1G35460.1
OG0007975	g50756, g32837	AT1G34630.1
OG0007976	g32749	AT1G34220.1
OG0007977	g32742, g50739	AT1G34130.1
OG0007978	g32730	AT1G34000.1
OG0007979	g50717	AT1G33800.1
OG0007980	g50715, g32704	AT1G33770.1
OG0007982	g40274	AT4G09820.1
OG0007983	g40295	AT4G10150.1, AT4G10160.1
OG0007984	g40300	AT4G10280.1
OG0007985	g40333, g25776	AT4G10770.1
OG0007986	g16736	AT5G37290.1
OG0007987	g25690	AT4G11660.1
OG0007988	g40398	AT4G12120.1
OG0007990	g29092, g4891	AT5G19090.1
OG0007991	g4884	AT5G19120.1
OG0007992	g4872, g29106	AT5G19290.1
OG0007993	g29108	AT5G19340.1
OG0007994	g18530	AT5G26230.1
OG0007995	g4863	AT5G26340.1
OG0007996	g4811	AT5G26850.1
OG0007997	g13818	AT2G20210.1
OG0007998	g5915, g13860	AT2G20320.1
OG0008000	g43231	AT2G48130.1
OG0008001	g37771	AT2G48030.1
OG0008002	g50837	AT2G47850.1
OG0008003	g40306	AT4G10350.1
OG0008004	g37729	AT2G47420.1
OG0008005	g50823	AT2G47350.1
OG0008006	g50818	AT2G47260.1
OG0008007	g37643	AT2G46090.1
OG0008008	g52294	AT2G46070.3
OG0008009	g37642	AT2G46060.1
OG0008010	g37641	AT2G46030.3
OG0008012	g37635	AT2G45910.1
OG0008013	g52283	AT2G45830.1
OG0008014	g37621	AT2G45680.1
OG0008015	g37608	AT2G45400.1
OG0008016	g52196	AT2G44840.1
OG0008017	g37569	AT2G44830.1
OG0008018	g52185, g37563	AT2G44650.1
OG0008019	g52165	AT2G44440.1
OG0008020	g52158	AT2G44060.1
OG0008021	g52157	AT2G44050.1
OG0008022	g52153	AT2G44040.1
OG0008023	g52141	AT2G43890.1
OG0008025	g37479	AT2G43020.1
OG0008026	g52089	AT2G42880.1
OG0008027	g52039	AT2G42200.1
OG0008028	g52031, g37435	AT2G42120.1
OG0008029	g52020	AT2G41945.3
OG0008030	g37409	AT2G41800.1
OG0008031	g38159, g38161, g38163	AT2G41380.1
OG0008032	g37387	AT2G41350.2
OG0008033	g40666	AT5G46880.1
OG0008034	g10889	AT5G47230.1
OG0008035	g40672, g10908	AT5G47010.1
OG0008036	g12710	AT3G01290.1
OG0008037	g7923, g12738	AT3G01270.1
OG0008038	g12741	AT3G01200.1
OG0008039	g7912, g12696	AT3G01085.3
OG0008040	g7901	AT3G02140.1
OG0008041	g5261	AT5G13590.5
OG0008042	g7864, g12681	AT3G02570.1
OG0008043	g12670, g7848	AT3G02880.1
OG0008044	g12662	AT3G03070.1
OG0008045	g7832	AT3G03150.1
OG0008046	g12634	AT3G03440.1
OG0008047	g12780	AT3G03650.1
OG0008048	g7813	AT3G03710.1
OG0008049	g12801, g7797	AT3G03990.1
OG0008050	g7794	AT3G04030.3
OG0008051	g7792	AT3G04070.1
OG0008052	g12612, g7790	AT3G04090.1
OG0008053	g7762	AT4G38092.1, AT3G04490.2
OG0008054	g12823	AT3G04790.1
OG0008055	g7733	AT3G04940.1
OG0008056	g7719, g12842	AT3G05090.1
OG0008057	g12844	AT3G05140.2
OG0008058	g12857	AT3G05327.1
OG0008059	g7704	AT3G05380.2
OG0008060	g12864	AT3G05470.1
OG0008062	g7682	AT3G05937.1
OG0008063	g7677	AT3G05970.1
OG0008064	g7669	AT3G06020.1
OG0008065	g12921	AT3G06130.1
OG0008066	g10255	AT5G48530.1
OG0008067	g12930	AT3G06600.1
OG0008068	g12931	AT3G06610.1
OG0008069	g12938	AT3G36659.1
OG0008070	g7626	AT3G06778.1
OG0008071	g12433	AT3G07760.3
OG0008074	g7519	AT3G09000.1
OG0008075	g13015	AT3G09180.1
OG0008076	g13018	AT3G09070.1
OG0008077	g12409	AT3G09090.1
OG0008078	g7510	AT3G09230.1
OG0008079	g13050	AT3G09520.1
OG0008080	g13054, g7484	AT3G09560.1
OG0008081	g7472, g13061	AT3G09740.1
OG0008082	g12387	AT3G10020.1
OG0008083	g13070	AT3G10120.1
OG0008084	g13084	AT3G10380.1
OG0008085	g17410	AT4G19540.1
OG0008086	g7425, g12370	AT3G10530.1
OG0008087	g12356	AT3G10760.1
OG0008088	g12355, g7413	AT3G10770.1
OG0008089	g13108	AT3G10880.1
OG0008091	g12331	AT3G11210.1
OG0008092	g12327	AT3G11280.1
OG0008093	g7378	AT3G11480.1
OG0008094	g12320	AT3G11530.1
OG0008095	g12319	AT3G11540.1
OG0008096	g7364	AT3G11690.1
OG0008097	g7363	AT3G11700.1
OG0008098	g13124	AT3G11800.1
OG0008099	g13125, g7350	AT3G11820.1
OG0008100	g7343	AT3G11945.2
OG0008101	g12297, g13129	AT3G11950.1
OG0008102	g7334	AT3G12060.1
OG0008103	g7318	AT3G12270.1
OG0008104	g12286	AT3G12320.1
OG0008105	g7309, g13140	AT3G12480.1
OG0008106	g7295, g13142	AT3G12620.1
OG0008107	g7293	AT3G12640.2
OG0008108	g12272	AT3G12650.1
OG0008109	g13145, g7290	AT3G12690.1
OG0008110	g12255, g13152	AT3G12970.1
OG0008111	g7264	AT3G13050.1
OG0008112	g13160	AT3G13190.1
OG0008113	g12243	AT3G13275.1
OG0008114	g7237	AT3G13440.1
OG0008115	g13201	AT3G13850.1
OG0008116	g7205	AT3G13890.1
OG0008118	g13207	AT3G13840.1
OG0008119	g13210, g7189	AT3G14110.3
OG0008120	g7173, g12194	AT3G14230.1
OG0008122	g12180, g7163	AT3G14400.1
OG0008123	g7143, g12162	AT3G14810.1
OG0008124	g12160	AT3G14890.1
OG0008125	g12151, g7119	AT3G15090.1
OG0008126	g12150, g7118	AT3G15095.1
OG0008127	g12138	AT3G15500.1
OG0008128	g12115	AT3G15660.1
OG0008129	g7063, g13244	AT3G15680.1
OG0008131	g7057, g12108	AT3G15810.1
OG0008132	g12102	AT3G16060.1
OG0008133	g7038, g12096	AT3G16180.1
OG0008134	g7020	AT3G16300.1
OG0008137	g6996, g12073	AT3G16730.1
OG0008138	g12058, g6978	AT3G17060.1
OG0008139	g6954	AT3G17300.1
OG0008140	g6949	AT3G17365.2
OG0008141	g13287, g12046	AT3G17460.1
OG0008142	g6941	AT3G17465.1
OG0008143	g6919	AT3G17790.1
OG0008146	g12027	AT3G17950.1
OG0008147	g6905	AT3G18090.1, AT3G23780.1
OG0008149	g6882	AT3G18350.1
OG0008150	g13310	AT3G18580.1
OG0008151	g13315, g11995	AT3G18680.2
OG0008152	g16918, g23266	AT4G32520.1
OG0008153	g13320	AT3G18760.1
OG0008154	g6853	AT3G18830.1
OG0008155	g6850	AT3G18850.1
OG0008156	g6825, g11974	AT3G19150.1
OG0008157	g11962	AT3G19270.2
OG0008158	g13337	AT3G19460.3
OG0008159	g13338, g6799	AT3G19490.1
OG0008160	g6793	AT3G19553.1
OG0008161	g22882	AT4G37110.1
OG0008162	g16759	AT5G42030.2
OG0008163	g6750	AT3G20240.1
OG0008164	g47191	AT4G17000.1
OG0008165	g6719, g25984, g13356	AT3G20470.1
OG0008167	g11888	AT3G20890.1
OG0008168	g6692	AT3G21060.1
OG0008169	g11879	AT3G21160.1
OG0008170	g6686	AT3G21190.1
OG0008171	g896	AT5G52890.2
OG0008172	g41227	AT5G52600.1
OG0008173	g888, g28385	AT5G52660.2
OG0008174	g46691	AT5G39670.1
OG0008175	g46726	AT5G38880.1
OG0008176	g45037	AT5G37310.1
OG0008177	g10301	AT5G47910.1
OG0008178	g11750	AT3G23690.1
OG0008179	g6515	AT3G23620.1
OG0008180	g13470	AT3G23490.1
OG0008181	g11761	AT3G23290.2
OG0008182	g11768	AT3G23090.3
OG0008183	g24515	AT3G22950.1
OG0008185	g6564	AT3G22880.1
OG0008186	g13434	AT3G22750.1
OG0008187	g13425	AT3G22480.1
OG0008188	g11820, g6591	AT3G22370.1
OG0008189	g6592	AT3G27620.1, AT3G22360.1
OG0008190	g13410	AT3G22160.1
OG0008191	g6595	AT3G22170.1
OG0008192	g11844	AT3G22104.1
OG0008193	g10775	AT2G01610.1
OG0008194	g11867	AT3G21480.1
OG0008195	g6672	AT3G21420.1
OG0008196	g6673	AT3G21400.1
OG0008197	g23421	AT4G30240.1
OG0008198	g23422	AT4G30230.1
OG0008199	g47734	AT4G30200.2
OG0008200	g23427	AT4G30180.1
OG0008201	g23435, g23431	AT4G30110.1
OG0008202	g23439	AT4G30080.1
OG0008203	g47724	AT4G30010.1
OG0008204	g23453	AT4G29920.2
OG0008205	g44976	AT1G66520.1
OG0008206	g45041	AT1G65930.1
OG0008207	g45049	AT1G65720.1
OG0008208	g45140	AT1G64790.2
OG0008209	g43701	AT1G58030.1
OG0008210	g43827	AT1G54460.1
OG0008211	g43893	AT2G32910.1
OG0008212	g41134	AT1G54680.4
OG0008213	g41135	AT1G54710.1
OG0008214	g41730, g41445	AT5G19040.1
OG0008215	g29073	AT5G18830.3
OG0008216	g29060	AT5G18580.1
OG0008217	g29047	AT5G18500.1
OG0008218	g4921	AT5G18400.2
OG0008219	g29036, g41478	AT5G18230.4
OG0008220	g18503	AT5G28470.2
OG0008221	g25107, g25018	AT4G00690.1
OG0008222	g10224	AT5G48870.1
OG0008223	g10261	AT5G48480.1
OG0008224	g19242	AT3G52490.1
OG0008225	g19258	AT3G52380.1
OG0008226	g19262	AT3G52360.1
OG0008227	g2417	AT3G52260.3
OG0008229	g19285	AT3G51930.1
OG0008230	g2460	AT3G51750.1
OG0008231	g19294	AT3G51730.1
OG0008232	g19295	AT3G51660.1
OG0008233	g19306, g2469	AT3G51520.1
OG0008234	g19322	AT3G51150.2
OG0008235	g49277, g26856, g30725	AT1G02140.1
OG0008236	g30769, g49346	AT1G01140.3
OG0008237	g49369	AT1G02440.1, AT1G02430.1
OG0008238	g30772	AT1G02450.1
OG0008239	g49378	AT1G02575.1, AT1G02570.1
OG0008240	g30796, g49390	AT1G02860.1
OG0008242	g49402	AT1G03110.1
OG0008243	g26903	AT1G03170.1
OG0008245	g30815	AT1G03310.1
OG0008246	g30818, g49414	AT1G03350.1
OG0008247	g49422	AT1G03550.1
OG0008248	g30833	AT1G03590.1
OG0008249	g30834, g26920	AT1G03600.1
OG0008250	g49427	AT1G03740.1
OG0008251	g49430	AT1G03820.1
OG0008252	g49437	AT1G03970.1
OG0008253	g30845	AT1G04010.1
OG0008254	g49445	AT1G04190.1
OG0008255	g47497	AT4G24250.1
OG0008256	g30871	AT1G04430.1
OG0008257	g49456	AT1G04555.1
OG0008258	g26939, g30877	AT1G04560.1
OG0008259	g30899, g49469	AT1G04880.1
OG0008260	g30906	AT1G05020.1
OG0008261	g30924	AT1G05290.1
OG0008262	g49492	AT1G05350.1
OG0008263	g30927, g49493	AT1G05370.1
OG0008264	g49496, g30930	AT1G05410.1
OG0008265	g49500	AT1G05470.1
OG0008266	g30952	AT1G05750.1
OG0008267	g49515	AT1G05790.3
OG0008268	g49517	AT1G05850.1
OG0008269	g26963	AT1G05860.1
OG0008270	g49527	AT1G05990.1
OG0008271	g49532, g30974	AT1G06070.1
OG0008272	g26970	AT1G06210.1
OG0008273	g30997, g26975	AT1G06410.1
OG0008274	g26977, g31003	AT1G06470.1
OG0008275	g49552	AT1G06780.2
OG0008276	g31025	AT1G06790.1
OG0008277	g49561	AT1G07050.2
OG0008278	g27001	AT1G07200.2
OG0008279	g31050	AT1G07220.1
OG0008280	g31055	AT1G07290.1
OG0008281	g27004, g31056	AT1G07310.1
OG0008282	g49583	AT1G07645.1
OG0008283	g31107	AT1G08140.1
OG0008284	g49613	AT1G08230.2
OG0008285	g31124, g49672	AT1G08540.1
OG0008286	g31126, g49671	AT1G08560.1
OG0008287	g31128	AT1G08600.2
OG0008288	g49657	AT1G08790.1
OG0008289	g31154	AT1G09010.1
OG0008290	g49638	AT1G09130.3
OG0008291	g27068, g31175	AT1G09270.1
OG0008292	g38331	AT5G52560.1
OG0008293	g27094	AT1G09660.1
OG0008294	g49702	AT1G09790.1
OG0008295	g49713, g31226	AT1G09920.1
OG0008296	g49720	AT1G09980.1
OG0008297	g31233	AT1G10020.1
OG0008299	g49723	AT1G10130.1
OG0008300	g27106, g31238	AT1G10170.4
OG0008301	g31241	AT1G10200.1
OG0008302	g31243	AT1G10280.1
OG0008303	g31249	AT1G10410.1
OG0008304	g31264	AT1G10610.1
OG0008305	g47566	AT4G25950.1
OG0008306	g27137	AT1G11060.1
OG0008307	g27142	AT1G11130.1
OG0008308	g31316, g27155	AT1G11430.1
OG0008309	g49777	AT1G11440.1
OG0008310	g31321	AT1G11500.3
OG0008311	g31332	AT1G62045.1
OG0008312	g31338, g49784	AT1G11860.3
OG0008313	g31339, g49785	AT1G11870.2
OG0008314	g27178	AT1G11940.1
OG0008315	g27188, g31383	AT1G12420.1
