Orthogroup	Cochlearia_excelsa	Cardamine_glauca
OG0007192	g5273	Cg008G2697800
OG0007193	g29362, g5282	Cg008G2697000
OG0007194	g39361	Cg003G0946800
OG0007195	g29375, g45610	Cg008G2694300
OG0007196	g29373, g5293	Cg008G2693900
OG0007197	g45597	Cg008G2690800
OG0007198	g45585, g5326	Cg008G2688100
OG0007199	g5331	Cg008G2687400
OG0007200	g29420, g5338	Cg008G2686400
OG0007201	g10356	Cg002G0623300
OG0007202	g32427, g29426	Cg008G2684700
OG0007203	g5371, g29443	Cg008G2681800
OG0007205	g47495	Cg001G0161500
OG0007206	g5376	Cg008G2680500
OG0007207	g29488	Cg008G2674000
OG0007208	g45546	Cg008G2673400
OG0007209	g10288	Cg008G2880900
OG0007210	g45541	Cg008G2672300
OG0007211	g5419, g29503	Cg008G2670000
OG0007212	g5425	Cg008G2668500
OG0007213	g29516, g29518	Cg008G2668200
OG0007214	g29523, g5430	Cg008G2667600
OG0007215	g5444, g29541	Cg008G2665200
OG0007216	g5453, g45517	Cg008G2662600
OG0007217	g5470	Cg008G2660100
OG0007218	g45504	Cg008G2658500
OG0007219	g29577	Cg008G2657700
OG0007220	g29589	Cg008G2655100
OG0007221	g45493	Cg008G2653600
OG0007222	g5515	Cg008G2653300
OG0007223	g29604	Cg008G2650800
OG0007224	g45209	Cg003G0727500, Cg003G0870400
OG0007225	g39633, g45204	Cg003G0729400, Cg003G0868800
OG0007226	g25496	Cg003G0729500, Cg003G0868700
OG0007227	g39637, g25510	Cg003G0867600, Cg003G0730700
OG0007228	g17183, g23802	Cg001G0153300
OG0007229	g17190	Cg001G0155100
OG0007230	g17202	Cg001G0157100
OG0007231	g40175	Cg005G1687000
OG0007232	g40149	Cg005G1682700
OG0007233	g40129	Cg005G1678300
OG0007234	g40119, g53543	Cg005G1672300
OG0007235	g40111	Cg005G1669900
OG0007236	g40102	Cg005G1666700
OG0007237	g40090	Cg005G1660000
OG0007238	g40080	Cg005G1658600
OG0007239	g40046	Cg005G1653300
OG0007240	g40036	Cg005G1652000
OG0007241	g51078	Cg005G1651500
OG0007242	g51090	Cg005G1649600
OG0007243	g51109	Cg005G1646000
OG0007244	g37849	Cg005G1645400
OG0007245	g37859	Cg005G1643400
OG0007246	g51120	Cg005G1643300
OG0007247	g51178	Cg005G1637200
OG0007248	g39966	Cg005G1637100
OG0007249	g51189	Cg005G1633200
OG0007250	g39950	Cg005G1632700
OG0007251	g41355	Cg008G2783200
OG0007252	g39917	Cg005G1629100
OG0007253	g51212	Cg005G1627400
OG0007254	g39878	Cg005G1622800
OG0007255	g51232	Cg005G1622700
OG0007256	g39868	Cg005G1621300
OG0007257	g51245	Cg005G1618400
OG0007259	g39818	Cg005G1612100
OG0007260	g51301	Cg005G1608300
OG0007261	g51299	Cg005G1609300
OG0007262	g39789	Cg005G1609900
OG0007263	g51310, g37931, g39774	Cg005G1606100
OG0007264	g51318, g39766	Cg005G1604300
OG0007265	g51321	Cg005G1603900
OG0007266	g39764	Cg005G1603500, Cg005G1610500
OG0007267	g39761	Cg005G1603200
OG0007268	g51328, g39757	Cg005G1602200
OG0007269	g51349	Cg005G1599200
OG0007270	g51351	Cg005G1598900
OG0007271	g39699	Cg008G2936500
OG0007272	g39677	Cg008G2941700
OG0007273	g23786	Cg001G0151800
OG0007274	g23767, g47539	Cg001G0150500
OG0007275	g47553, g47554	Cg001G0147100
OG0007276	g17156	Cg001G0146100
OG0007278	g53983	Cg006G1861300
OG0007279	g53958, g36199, g28135	Cg006G1864400
OG0007280	g28123	Cg006G1861500
OG0007281	g36227	Cg006G1861600
OG0007282	g50431	Cg006G1998600
OG0007283	g27644	Cg006G1996600
OG0007285	g27656	Cg006G1991400
OG0007286	g32358	Cg006G1989300
OG0007287	g27675	Cg006G1986100
OG0007288	g27676	Cg006G1985900
OG0007289	g32389	Cg006G1984900
OG0007290	g50504	Cg006G1983700
OG0007292	g32433	Cg006G1973700
OG0007293	g32450	Cg006G1972200
OG0007294	g27698	Cg006G1971400
OG0007295	g27700	Cg006G1971000
OG0007296	g50538, g32467	Cg006G1970300
OG0007297	g50540, g27704	Cg006G1969500
OG0007299	g32492	Cg006G1967000
OG0007300	g32504	Cg006G1964300
OG0007301	g50568	Cg006G1964200
OG0007302	g32513	Cg006G1962900
OG0007303	g27750	Cg006G1961100
OG0007304	g50591	Cg006G1960000
OG0007305	g27736	Cg006G1957900
OG0007306	g51529, g50625	Cg006G1952400
OG0007307	g32578	Cg006G1952100
OG0007308	g50630	Cg006G1951300
OG0007309	g50632, g32598	Cg006G1950500
OG0007310	g32614	Cg006G1948600
OG0007311	g32618, g50637	Cg006G1947800
OG0007312	g10707	Cg002G0684000
OG0007313	g10681	Cg002G0681300
OG0007314	g10678	Cg002G0681100
OG0007315	g16694, g10674	Cg002G0680300
OG0007316	g10668	Cg002G0678100
OG0007317	g9641	Cg003G1062200
OG0007318	g9667, g74	Cg003G1056700
OG0007319	g85	Cg003G1055300
OG0007320	g87	Cg003G1055100
OG0007321	g23567	Cg001G0119500
OG0007322	g98	Cg003G1054100
OG0007323	g129	Cg003G1050200
OG0007324	g9698, g140	Cg003G1049000
OG0007325	g141	Cg003G1048900
OG0007326	g9712, g150	Cg003G1046800
OG0007327	g157	Cg003G1045500
OG0007328	g160	Cg003G1045100
OG0007329	g184	Cg003G1043100
OG0007330	g9745	Cg003G1039900
OG0007331	g18654, g204	Cg003G1039600
OG0007332	g9750, g212	Cg003G1038300
OG0007333	g36015, g36014, g18644	Cg003G1036900
OG0007335	g18645	Cg003G1036000
OG0007336	g9763, g232	Cg003G1035900
OG0007337	g235	Cg003G1035400
OG0007338	g238	Cg003G1034700
OG0007339	g250	Cg003G1032000
OG0007340	g9791	Cg003G1030700, Cg003G1030600
OG0007341	g9793	Cg003G1030400
OG0007342	g9797, g265	Cg003G1029600
OG0007343	g270, g9799	Cg003G1029000
OG0007344	g273	Cg003G1028600
OG0007345	g18631	Cg003G1022800
OG0007346	g316, g9823	Cg003G1022600
OG0007347	g317	Cg003G1022300
OG0007348	g318, g9825	Cg003G1022200
OG0007349	g9827	Cg003G1021800
OG0007350	g334	Cg003G1018100
OG0007351	g9858	Cg003G1015200
OG0007352	g9859	Cg003G1015100
OG0007353	g366, g367	Cg003G1013400
OG0007354	g9879	Cg003G1010300
OG0007355	g24594	Cg001G0275700
OG0007357	g412	Cg003G1006700
OG0007358	g415	Cg003G1006400
OG0007359	g417	Cg003G1006100
OG0007360	g427	Cg003G1004000
OG0007361	g439, g9926	Cg003G1000900
OG0007362	g9940	Cg003G0999800
OG0007363	g445, g9941	Cg003G0999700
OG0007364	g462	Cg008G2788200
OG0007365	g497	Cg008G2792500
OG0007366	g18582, g9987	Cg008G2793600
OG0007367	g503	Cg008G2794100
OG0007368	g36086, g18580	Cg008G2795400
OG0007369	g9997	Cg008G2798400
OG0007371	g540	Cg008G2800000
OG0007372	g544	Cg008G2801400
OG0007374	g551	Cg008G2802600
OG0007375	g552	Cg008G2802700
OG0007376	g558, g10023	Cg008G2803100
OG0007377	g10035	Cg008G2806100
OG0007378	g10036	Cg008G2806300
OG0007379	g10038	Cg008G2806400
OG0007380	g10062	Cg008G2810100
OG0007381	g10071	Cg008G2812000
OG0007382	g605, g10068	Cg008G2812500
OG0007383	g10075	Cg008G2813800
OG0007384	g29113	Cg008G2759200
OG0007385	g29109	Cg008G2758200
OG0007386	g660	Cg008G2762200
OG0007387	g41420	Cg008G2762300
OG0007388	g667	Cg008G2763100
OG0007389	g41417, g28966	Cg008G2763700
OG0007390	g671	Cg008G2763800
OG0007392	g703	Cg008G2766100
OG0007393	g705	Cg008G2766600
OG0007394	g41401, g28929	Cg008G2769800
OG0007395	g28918	Cg008G2771900
OG0007396	g28912	Cg008G2773400
OG0007397	g28909	Cg008G2773800
OG0007398	g28908	Cg008G2774100
OG0007399	g28901, g41371	Cg008G2776000
OG0007400	g766, g28896	Cg008G2777100
OG0007401	g41365	Cg008G2777600
OG0007402	g798	Cg008G2782600
OG0007404	g28864	Cg008G2784500
OG0007405	g28862, g811	Cg008G2784900
OG0007406	g41335	Cg008G2786600
OG0007407	g28850	Cg003G0998200
OG0007408	g41331	Cg003G0997500
OG0007409	g41328	Cg003G0995800
OG0007410	g36322	Cg006G1849000
OG0007411	g861	Cg003G0991800
OG0007412	g41172	Cg003G0898300
OG0007413	g1299	Cg003G0990500
OG0007414	g1295	Cg003G0990200
OG0007415	g37122	Cg005G1582700
OG0007416	g39225, g1284	Cg003G0987500
OG0007417	g1264	Cg003G0983600
OG0007419	g1245, g39248	Cg003G0981000
OG0007420	g39256, g1239	Cg003G0980100
OG0007421	g39264	Cg003G0978700
OG0007422	g1221	Cg003G0977800
OG0007423	g1217, g28718	Cg003G0977200
OG0007424	g28723	Cg003G0975100
OG0007426	g39278	Cg003G0974400
OG0007427	g28678	Cg003G0970000
OG0007428	g39289	Cg003G0968400
OG0007429	g28663	Cg003G0968200
OG0007430	g1139, g28660	Cg003G0967900
OG0007431	g28650	Cg003G0966600
OG0007432	g28641	Cg003G0964500
OG0007433	g28285	Cg003G0884500
OG0007434	g1095	Cg003G0959500
OG0007435	g28596	Cg003G0959800
OG0007436	g28609	Cg003G0960700
OG0007437	g28611	Cg003G0960800
OG0007438	g28619	Cg003G0961500
OG0007439	g28575	Cg003G0957800
OG0007440	g39345	Cg003G0954500
OG0007441	g28548	Cg003G0950300
OG0007442	g28542, g39357	Cg003G0949400
OG0007443	g1038	Cg003G0947800
OG0007444	g17031	Cg001G0115300
OG0007445	g39367, g28521	Cg003G0944800
OG0007446	g994	Cg003G0939300
OG0007447	g39395	Cg003G0938800
OG0007448	g28496	Cg003G0938000
OG0007449	g2620	Cg002G0531900
OG0007450	g11385	Cg002G0536200
OG0007451	g2689	Cg002G0540300, Cg002G0540100
OG0007452	g28455	Cg003G0926300
OG0007453	g949	Cg003G0928200
OG0007454	g28470	Cg003G0931200, Cg003G0928300
OG0007455	g39557, g30791	Cg003G0720400, Cg014G3035200
OG0007456	g25464	Cg014G3034800, Cg003G0720800
OG0007457	g39603	Cg003G0725500, Cg014G3029100
OG0007460	g5555	Cg008G2644900
OG0007461	g5562	Cg008G2644400
OG0007462	g45469	Cg008G2642400
OG0007463	g45458, g29663	Cg008G2639000
OG0007464	g26055, g29676	Cg008G2637200
OG0007465	g45453	Cg008G2637000
OG0007466	g29685, g5601	Cg008G2635400
OG0007467	g45436, g5621	Cg008G2630200
OG0007468	g29720	Cg008G2628000
OG0007469	g29735	Cg008G2624700
OG0007470	g29737	Cg008G2624400
OG0007471	g5662, g29767	Cg008G2620200
OG0007472	g45406, g29787	Cg008G2618100
OG0007473	g29796	Cg008G2614800
OG0007474	g5699, g29801	Cg008G2613200
OG0007475	g12376	Cg004G1160900
OG0007476	g29809	Cg008G2610800
OG0007477	g5714, g29816	Cg008G2610000
OG0007479	g5734	Cg008G2605300
OG0007480	g5735	Cg008G2605200
OG0007482	g29840	Cg008G2602800
OG0007483	g5753	Cg008G2602500
OG0007484	g5759	Cg008G2602000
OG0007485	g29847	Cg008G2599000
OG0007487	g45316	Cg008G2597100
OG0007488	g5790	Cg008G2595800
OG0007489	g5789	Cg008G2595900
OG0007490	g5788	Cg008G2596000
OG0007491	g5785	Cg008G2596400
OG0007493	g5806	Cg008G2592100
OG0007494	g5807	Cg008G2592000
OG0007495	g5814	Cg008G2591000
OG0007497	g45289	Cg008G2589300
OG0007498	g5865	Cg008G2584500
OG0007499	g46654	Cg001G0382900
OG0007500	g16771	Cg001G0391200
OG0007501	g46624	Cg001G0392300
OG0007502	g16758	Cg001G0394000
OG0007503	g46610	Cg007G2581200
OG0007504	g46572, g13600	Cg007G2571900
OG0007505	g17929	Cg007G2572600
OG0007506	g46569	Cg007G2572800
OG0007507	g46561	Cg007G2573600
OG0007508	g46554	Cg007G2570700
OG0007509	g46539	Cg007G2568600
OG0007510	g14406	Cg007G2567700
OG0007511	g1502	Cg004G1408100
OG0007512	g46513	Cg007G2564100
OG0007513	g46501	Cg007G2562800
OG0007514	g46498, g44340	Cg007G2562000
OG0007515	g44341	Cg007G2561900
OG0007516	g46497	Cg007G2561600
OG0007517	g46495, g44345	Cg007G2561400
OG0007518	g46475	Cg007G2558700
OG0007519	g44353	Cg007G2558200
OG0007520	g46470	Cg007G2558100
OG0007521	g46466	Cg008G2880800, Cg007G2557200
OG0007522	g46437	Cg007G2553500
OG0007523	g46420	Cg007G2551700
OG0007524	g46406	Cg007G2550900
OG0007525	g44360	Cg007G2548900
OG0007526	g46388	Cg007G2548600
OG0007527	g46376	Cg007G2547000
OG0007528	g46366	Cg007G2545600
OG0007529	g44364	Cg007G2543500
OG0007530	g46334	Cg007G2543100
OG0007531	g46327	Cg007G2542800
OG0007532	g46323	Cg007G2541800
OG0007534	g44386	Cg007G2538600
OG0007535	g46263	Cg007G2533900
OG0007536	g44416	Cg007G2531800
OG0007537	g46248	Cg007G2531600
OG0007539	g44432	Cg007G2529000
OG0007540	g46233	Cg007G2528900
OG0007541	g46226	Cg007G2527500
OG0007542	g10383	Cg006G1854100
OG0007543	g46188	Cg007G2522700
OG0007544	g46181	Cg007G2521400
OG0007545	g14032, g6091	Cg004G1409600
OG0007546	g14027, g6088	Cg004G1410200
OG0007547	g14025	Cg004G1410400
OG0007548	g6046	Cg004G1413600
OG0007549	g19378	Cg002G0528600
OG0007550	g19379	Cg002G0528700
OG0007551	g19383, g2599	Cg002G0529100
OG0007552	g28488, g39413	Cg003G0934000
OG0007553	g28485	Cg003G0933600
OG0007554	g19506	Cg002G0551400
OG0007555	g54385	Cg006G1781200
OG0007556	g54365	Cg006G1784400
OG0007557	g51421	Cg002G0696200
OG0007558	g36707	Cg006G1788900
OG0007559	g54335, g36700	Cg006G1789800
OG0007560	g36696	Cg006G1790200, Cg003G0794300
OG0007561	g36687, g54344	Cg006G1792700
OG0007563	g54292	Cg006G1801300
OG0007564	g54284, g36620	Cg006G1802300
OG0007565	g36599	Cg006G1804900
OG0007566	g51568, g23508	Cg005G1572600
OG0007567	g51574, g38031	Cg005G1571000
OG0007568	g38033	Cg005G1570200
OG0007569	g11446	Cg002G0579300
OG0007570	g3131	Cg002G0586400
OG0007571	g41154	Cg016G3060000, Cg003G0873100
OG0007572	g28260	Cg003G0831100, Cg003G0879700
OG0007573	g41246	Cg003G0912000
OG0007574	g28400	Cg003G0913500
OG0007575	g901	Cg003G0913600
OG0007576	g28405	Cg003G0914200
OG0007577	g1468	Cg003G0837500
OG0007578	g28253	Cg003G0878100, Cg003G0830000
OG0007579	g17889	Cg003G1000800
OG0007581	g46872	Cg001G0313200
OG0007582	g46940	Cg001G0300400
OG0007583	g24752, g24757	Cg001G0288400
OG0007584	g46652	Cg005G1608200, Cg001G0287200
OG0007585	g46988	Cg001G0283400
OG0007586	g46995, g24635	Cg001G0282400
OG0007587	g47009	Cg001G0277200, Cg001G0277000
OG0007588	g47043, g36161, g24535	Cg001G0268900
OG0007589	g24534	Cg001G0268800
OG0007590	g24522	Cg001G0264600
OG0007591	g24501, g47068	Cg001G0262000, Cg001G0262100
OG0007592	g24499	Cg001G0261700
OG0007593	g47080	Cg001G0261100
OG0007594	g17688	Cg001G0258300
OG0007595	g24471	Cg001G0257400
OG0007597	g24425	Cg001G0248600
OG0007598	g44582	Cg007G2500200
OG0007599	g46032	Cg007G2501200
OG0007600	g44574	Cg007G2503600
OG0007601	g44573	Cg007G2503700
OG0007602	g44556, g46094	Cg007G2508000
OG0007603	g46096	Cg007G2508200
OG0007604	g46143, g44518	Cg007G2515600
OG0007605	g46145	Cg007G2515900
OG0007606	g44508	Cg007G2518000
OG0007607	g41530	Cg007G2454200
OG0007608	g53374, g36754	Cg001G0079300
OG0007609	g45763	Cg007G2458800
OG0007610	g44782, g45769	Cg007G2459500
OG0007611	g23550, g47675	Cg001G0117000
OG0007612	g23546, g17038	Cg001G0116500
OG0007613	g23538	Cg001G0115400
OG0007614	g23531, g47679	Cg001G0114300
OG0007615	g23488	Cg001G0109800
OG0007616	g28407	Cg003G0915300
OG0007617	g16640	Cg002G0662600
OG0007619	g40783	Cg007G2268100
OG0007620	g40806	Cg007G2264800
OG0007621	g43418, g43419	Cg001G0370400
OG0007622	g16873, g16872	Cg001G0370500
OG0007623	g28414	Cg002G0623500
OG0007624	g11501, g41368	Cg002G0596200
OG0007625	g10192	Cg008G2841600
OG0007626	g10505	Cg002G0653900
OG0007627	g10516	Cg002G0655300
OG0007628	g10545	Cg002G0658800
OG0007629	g1598	Cg002G0674500, Cg002G0659800
OG0007630	g10552	Cg002G0660100
OG0007631	g10573	Cg002G0663300
OG0007632	g1587	Cg002G0666000, Cg002G0666100
OG0007633	g28304	Cg003G0892200
OG0007634	g45826	Cg007G2469700
OG0007635	g44716	Cg007G2469000
OG0007636	g45819	Cg007G2468600
OG0007637	g45817	Cg007G2468200, Cg007G2468300
OG0007638	g44724	Cg007G2468100
OG0007641	g10949	Cg008G2970900
OG0007642	g40607	Cg008G2970400
OG0007643	g10253	Cg008G2871900, Cg008G2856400
OG0007644	g10955	Cg008G2969500
OG0007645	g10957	Cg008G2968500
OG0007646	g40602	Cg008G2968400
OG0007647	g40600	Cg008G2968100
OG0007649	g10986	Cg008G2960500
OG0007650	g46865	Cg001G0314600
OG0007651	g10997	Cg008G2958700
OG0007652	g54136	Cg006G1836500
OG0007653	g54138	Cg006G1836400
OG0007654	g23734, g17150	Cg001G0145100
OG0007655	g28059	Cg006G1831500
OG0007656	g36430, g54164	Cg003G0765200, Cg006G1831000
OG0007657	g36439, g54165	Cg006G1830200
OG0007658	g54209, g36455	Cg006G1827700
OG0007659	g36471	Cg006G1825400
OG0007660	g54190	Cg006G1822200
OG0007661	g54188	Cg006G1820800
OG0007662	g54219	Cg006G1818700
OG0007663	g28032	Cg006G1818400
OG0007664	g28031, g36521	Cg006G1817500
OG0007666	g30893	Cg006G2216800
OG0007667	g54250	Cg006G1813600
OG0007668	g36553	Cg006G1813300
OG0007670	g54274	Cg006G1807700
OG0007671	g50012	Cg006G2088400
OG0007672	g37026	Cg008G2897000
OG0007673	g38482	Cg005G1762600
OG0007674	g37040	Cg008G2891400, Cg008G2891200
OG0007675	g11141	Cg008G2919900
OG0007676	g37065	Cg005G1597800
OG0007677	g51366	Cg005G1597300
OG0007678	g51399	Cg005G1594300
OG0007679	g51400	Cg005G1594200
OG0007680	g51405	Cg005G1593400
OG0007681	g51410	Cg005G1592600
OG0007684	g37095, g37076	Cg005G1587500
OG0007685	g51471	Cg005G1585000
OG0007686	g10184	Cg008G2838800
OG0007687	g51523	Cg005G1578500
OG0007688	g51539	Cg005G1576300
OG0007689	g49661	Cg006G2176700
OG0007691	g51551	Cg005G1574400
OG0007692	g17425, g24128	Cg001G0206600
OG0007693	g47302, g24148	Cg001G0208600
OG0007695	g17470	Cg001G0215600
OG0007696	g47273	Cg001G0217100
OG0007697	g24191	Cg001G0218400
OG0007698	g17496, g24223	Cg001G0221100
OG0007699	g24226	Cg001G0221600
OG0007700	g47248, g24229	Cg001G0222300
OG0007701	g47240	Cg001G0224100
OG0007702	g24233, g17519	Cg001G0224300
OG0007703	g47238, g24242	Cg001G0225400
OG0007704	g47235	Cg001G0225600
OG0007705	g24246	Cg001G0226300
OG0007708	g19323	Cg002G0516800
OG0007710	g2496	Cg002G0517300
OG0007711	g2508	Cg002G0517900
OG0007712	g19341, g2540	Cg002G0519900
OG0007713	g2541	Cg002G0520100
OG0007714	g23884	Cg001G0167700
OG0007715	g23894	Cg001G0168900
OG0007716	g882	Cg003G0907400
OG0007717	g28370, g41222	Cg003G0907200
OG0007718	g878	Cg003G0906500
OG0007719	g41175, g41193	Cg003G0898800
OG0007720	g41163	Cg003G0896300
OG0007722	g1351	Cg003G0890400
OG0007723	g1362, g28300	Cg003G0889000
OG0007724	g6585	Cg004G1353000
OG0007725	g36064, g14326	Cg004G1384300, Cg004G1375500
OG0007726	g14236	Cg004G1391700
OG0007727	g6150	Cg004G1394600
OG0007728	g6139	Cg004G1398100
OG0007729	g6126, g14103	Cg004G1401100
OG0007730	g13716	Cg004G1403900
OG0007731	g14050	Cg004G1405100
OG0007732	g14042	Cg004G1407600
OG0007733	g47487, g23850	Cg001G0163200
OG0007734	g23860	Cg001G0164500
OG0007735	g23858	Cg001G0164200
OG0007736	g23878	Cg001G0166500
OG0007738	g23928	Cg001G0174900
OG0007739	g23933	Cg001G0175400
OG0007740	g47435	Cg001G0176900
OG0007741	g17294	Cg001G0179100
OG0007742	g47419, g17303	Cg001G0180900
OG0007743	g47413	Cg001G0181500
OG0007744	g40747	Cg007G2258100
OG0007745	g24079	Cg001G0201600
OG0007746	g24075	Cg001G0201000
OG0007747	g47335	Cg001G0199900
OG0007748	g24065	Cg001G0199000
OG0007750	g24063	Cg001G0198500
OG0007751	g47344, g17374	Cg001G0197200
OG0007752	g24008	Cg001G0189800
OG0007753	g47391, g23990	Cg001G0187400
OG0007754	g47400	Cg001G0186100
OG0007755	g29023	Cg008G2743000
OG0007756	g19648, g9639	Cg003G1062600
OG0007757	g40262	Cg003G0786200
OG0007758	g37137	Cg008G2917300, Cg011G3013700
OG0007759	g37015	Cg008G2901800
OG0007760	g24355, g2666	Cg001G0240500
OG0007761	g24327	Cg001G0238200
OG0007762	g47179, g24316	Cg001G0236600
OG0007763	g47183	Cg001G0235900
OG0007764	g24307	Cg001G0235400
OG0007765	g7640	Cg004G1129600, Cg004G1129200
OG0007767	g12716	Cg004G1076200
OG0007768	g7930	Cg004G1077100
OG0007769	g7929	Cg004G1077200
OG0007772	g19643	Cg003G1065700
OG0007773	g19633	Cg003G1066200
OG0007774	g9629	Cg003G1066500
OG0007775	g2476	Cg002G0514700
OG0007776	g11145	Cg002G0398200
OG0007777	g18771	Cg002G0399000
OG0007778	g18768	Cg002G0399400
OG0007779	g18746	Cg002G0401400
OG0007782	g1768	Cg002G0407800
OG0007783	g1769, g18683	Cg002G0407900
OG0007784	g1776	Cg002G0408600
OG0007785	g1780	Cg002G0408900
OG0007786	g1794	Cg002G0410400
OG0007787	g1815	Cg002G0412400
OG0007788	g1818	Cg002G0412700
OG0007789	g1836	Cg002G0414200
OG0007790	g1844	Cg002G0415100
OG0007792	g1870	Cg002G0417000
OG0007793	g1871	Cg002G0417400
OG0007797	g18826	Cg002G0424400
OG0007798	g11192	Cg002G0426200
OG0007799	g18859	Cg002G0427000
OG0007800	g52131	Cg005G1491700
OG0007801	g11199	Cg002G0430200
OG0007802	g18879	Cg002G0430700
OG0007803	g2025	Cg002G0431600
OG0007804	g2024	Cg002G0431800
OG0007805	g2021, g18896	Cg002G0432700
OG0007806	g52114	Cg005G1496300, Cg008G2873700
OG0007807	g18909	Cg002G0435500
OG0007808	g2003, g18913	Cg002G0436300
OG0007809	g11204	Cg002G0436900
OG0007811	g18929	Cg002G0437800
OG0007812	g1997	Cg002G0438400
OG0007813	g1989	Cg002G0439200
OG0007814	g2035	Cg002G0442800
OG0007815	g1409	Cg003G0829000, Cg003G0876900
OG0007817	g18979	Cg002G0448100
OG0007818	g18982, g2118	Cg002G0448600
OG0007819	g2081	Cg002G0452700
OG0007821	g2070	Cg002G0454500
OG0007822	g2144	Cg002G0460000
OG0007823	g11265	Cg002G0462700
OG0007824	g10274	Cg008G2875800
OG0007825	g19081	Cg002G0470900
OG0007826	g2171	Cg002G0464300
OG0007828	g2196	Cg002G0471500
OG0007830	g36100, g30085	Cg002G0480700
OG0007831	g19151	Cg002G0482400
OG0007832	g2290	Cg002G0482600
OG0007833	g11298, g2292	Cg002G0483000
OG0007834	g19157, g2295	Cg002G0483500
OG0007835	g11300, g2296	Cg002G0483600
OG0007836	g2297	Cg002G0483700
OG0007837	g19159	Cg002G0483900
OG0007838	g11303	Cg002G0485800
OG0007839	g31387	Cg006G2138700
OG0007840	g2327	Cg002G0487900
OG0007841	g19174	Cg002G0488700
OG0007842	g19185, g2338	Cg002G0490100
OG0007843	g19191, g2344	Cg002G0491200
OG0007844	g2381	Cg002G0496000
OG0007845	g2389	Cg002G0497700
OG0007846	g2409	Cg002G0501000
OG0007847	g940, g28448	Cg003G0924400
OG0007848	g28445	Cg003G0924000, Cg003G0923800
OG0007850	g28426, g41291	Cg003G0918600
OG0007851	g28422	Cg001G0123700
OG0007852	g28421	Cg003G0917700
OG0007853	g914	Cg003G0916400
OG0007854	g41275, g913	Cg003G0916300
OG0007856	g13510	Cg004G1316000
OG0007857	g13513, g11701	Cg004G1317600
OG0007858	g13514, g6447	Cg004G1317700
OG0007859	g6421	Cg004G1321400
OG0007860	g35820	Cg004G1326900
OG0007861	g6362	Cg004G1334700
OG0007862	g13594	Cg004G1352000
OG0007863	g44970	Cg007G2432800
OG0007864	g18043	Cg007G2433100
OG0007865	g41818	Cg007G2436800
OG0007866	g41798	Cg007G2438200
OG0007867	g41778	Cg007G2438900
OG0007868	g41777	Cg007G2439000
OG0007869	g13639, g44913	Cg007G2440300
OG0007871	g10106	Cg008G2820600
OG0007872	g44905	Cg007G2440900
OG0007873	g41691	Cg007G2441100
OG0007874	g44904	Cg007G2441300
OG0007875	g41688	Cg007G2441800
OG0007876	g44891	Cg007G2442900
OG0007877	g44885, g41641	Cg007G2444100
OG0007878	g41637	Cg007G2444300
OG0007881	g44867	Cg007G2447300
OG0007882	g44849	Cg007G2451200
OG0007883	g41563	Cg007G2452000
OG0007884	g44842	Cg007G2452500
OG0007885	g6002	Cg004G1421500
OG0007886	g11029	Cg008G2950800
OG0007887	g13949	Cg004G1422800
OG0007888	g13947	Cg004G1423800
OG0007889	g13922, g5971	Cg004G1428700
OG0007890	g16704	Cg002G0684800
OG0007891	g5967	Cg002G0635700
OG0007892	g13903	Cg004G1433400
OG0007893	g38156	Cg005G1518000
OG0007894	g51977	Cg005G1518600
OG0007895	g51974	Cg005G1519100
OG0007896	g51972	Cg005G1519500
OG0007898	g51952	Cg005G1522300
OG0007899	g51947, g38146	Cg005G1523400
OG0007900	g51915	Cg005G1525200
OG0007901	g51903	Cg005G1526000
OG0007902	g51868	Cg005G1529700
OG0007904	g37352	Cg005G1530100
OG0007905	g51848	Cg005G1530900
OG0007906	g37339	Cg005G1532000
OG0007908	g51784	Cg005G1536500
OG0007909	g51778	Cg005G1537400
OG0007911	g38125	Cg005G1538600
OG0007912	g51748	Cg005G1541800
OG0007913	g7630	Cg004G1130900
OG0007914	g38109	Cg005G1543300
OG0007915	g37296	Cg005G1543600
OG0007916	g37293	Cg005G1544200
OG0007917	g38108, g37292	Cg005G1544500
OG0007918	g37291	Cg005G1544600
OG0007919	g51738	Cg005G1544700
OG0007920	g51734	Cg005G1545300
OG0007921	g32225	Cg006G2006900
OG0007922	g37264	Cg005G1549600
OG0007923	g51709	Cg005G1550200
OG0007924	g37240, g51689	Cg005G1553000
OG0007925	g51677	Cg005G1554400
OG0007926	g13067	Cg004G1159300
OG0007927	g51665	Cg005G1556000
OG0007928	g51664, g38085	Cg005G1556100
OG0007929	g38081	Cg005G1556700
OG0007930	g51635	Cg005G1559600
OG0007931	g51630	Cg005G1561600
OG0007932	g37196	Cg005G1562600
OG0007933	g37194, g51627	Cg005G1562900
OG0007934	g51619	Cg005G1564300
OG0007935	g40409	Cg003G0748600, Cg003G0748700
OG0007936	g40415, g25654	Cg003G0747600
OG0007937	g18964	Cg002G0693800
OG0007938	g40436	Cg003G0743400
OG0007939	g40441	Cg003G0743100
OG0007940	g40447	Cg003G0741400, Cg003G0855800
OG0007941	g25603	Cg003G0749500
OG0007942	g38528, g50866	Cg005G1774200
OG0007943	g38517	Cg005G1770700
OG0007944	g38508	Cg005G1767500
OG0007945	g50895, g38495	Cg005G1765000
OG0007946	g38486	Cg005G1763300
OG0007947	g38483	Cg005G1762700
