Orthogroup	Cochlearia_excelsa	Noccaea_praecox
OG0007982	g40274	Np003G1775100
OG0007983	g40295	Np003G1780200
OG0007984	g40300	Np003G1781800
OG0007985	g40333, g25776	Np003G1788700
OG0007986	g16736	Np005G3113600
OG0007987	g25690	Np003G1811600
OG0007988	g40398	Np003G1818500
OG0007989	g29082	Np003G1469300
OG0007990	g29092, g4891	Np003G1469800
OG0007991	g4884	Np003G1470100
OG0007992	g4872, g29106	Np003G1472400
OG0007993	g29108	Np003G1473000
OG0007994	g18530	Np001G0138500
OG0007995	g4863	Np001G0139500
OG0007996	g4811	Np001G0143800
OG0007997	g13818	Np007G3723600
OG0007998	g5915, g13860	Np007G3722200
OG0008000	g43231	Np003G1778400
OG0008001	g37771	Np006G3205800
OG0008002	g50837	Np006G3207900
OG0008003	g40306	Np003G1783600
OG0008004	g37729	Np006G3213700
OG0008005	g50823	Np006G3214500
OG0008006	g50818	Np006G3215400
OG0008007	g37643	Np006G3232900
OG0008008	g52294	Np006G3233100
OG0008009	g37642	Np006G3233200
OG0008010	g37641	Np006G3233500
OG0008011	g18851	Np006G3234900, Np006G3235000
OG0008012	g37635	Np006G3235300
OG0008013	g52283	Np006G3236200
OG0008014	g37621	Np006G3239300
OG0008015	g37608	Np006G3244200
OG0008016	g52196	Np006G3251300
OG0008017	g37569	Np006G3251500
OG0008018	g52185, g37563	Np006G3254300
OG0008019	g52165	Np006G3257200
OG0008020	g52158	Np006G3260600
OG0008021	g52157	Np006G3260700, Np005G2793300
OG0008022	g52153	Np006G3260800
OG0008025	g37479	Np006G3276100
OG0008026	g52089	Np006G3278700
OG0008027	g52039	Np006G3288800
OG0008028	g52031, g37435	Np006G3289700
OG0008029	g52020	Np006G3291500
OG0008030	g37409	Np006G3296100
OG0008031	g38159, g38161, g38163	Np006G3302000
OG0008032	g37387	Np006G3303100, Np006G3303500
OG0008033	g40666	Np001G0338300
OG0008035	g40672, g10908	Np001G0335100
OG0008036	g12710	Np007G4245200
OG0008037	g7923, g12738	Np007G4245000
OG0008038	g12741	Np007G4244300
OG0008039	g7912, g12696	Np007G4241700
OG0008040	g7901	Np007G4238400
OG0008041	g5261	Np003G1404200
OG0008042	g7864, g12681	Np007G4232400
OG0008043	g7848	Np007G4229100
OG0008044	g12662	Np007G4226300
OG0008045	g7832	Np007G4225700
OG0008046	g12634	Np007G4221300
OG0008047	g12780	Np007G4217400
OG0008048	g7813	Np007G4216600
OG0008049	g12801	Np007G4212500
OG0008050	g7794	Np007G4212200
OG0008051	g7792	Np007G4210200, Np007G4210900
OG0008052	g12612, g7790	Np007G4209800
OG0008053	g7762	Np007G4205200
OG0008055	g7733	Np007G4195800
OG0008056	g12842	Np007G4193600
OG0008057	g12844	Np007G4192900
OG0008058	g12857	Np007G4190100, Np003G1889900
OG0008059	g7704	Np007G4189300
OG0008060	g12864	Np007G4188000
OG0008062	g7682	Np007G4178600
OG0008063	g7677	Np007G4177800
OG0008064	g7669	Np007G4176900
OG0008065	g12921	Np007G4175000
OG0008066	g10255	Np001G0175900
OG0008067	g7636, g12930	Np007G4167600
OG0008068	g7635, g12931	Np007G4167500
OG0008069	g12938	Np007G4166300
OG0008070	g7626	Np007G4164400
OG0008071	g12433	Np007G4150500
OG0008074	g7519	Np007G4138900
OG0008076	g13018	Np007G4137800
OG0008077	g12409	Np007G4137300
OG0008078	g7510	Np007G4136400
OG0008079	g13050	Np007G4133300
OG0008080	g13054, g7484	Np007G4132900
OG0008081	g7472	Np007G4130500
OG0008082	g12387	Np007G4125800
OG0008083	g13070	Np007G4122300
OG0008084	g13084	Np007G4119300
OG0008085	g17410	Np005G2897200, Np005G2897400
OG0008086	g12370	Np007G4117000
OG0008087	g12356	Np007G4112900
OG0008088	g12355, g7413	Np007G4112800
OG0008091	g7391, g12331	Np007G4106500
OG0008092	g12327	Np007G4105700
OG0008093	g7378	Np007G4103200
OG0008094	g12320	Np007G4102600
OG0008095	g12319	Np007G4102500
OG0008096	g7364	Np007G4100400
OG0008097	g7363	Np007G4100300
OG0008098	g13124	Np007G4099000
OG0008099	g13125, g7350	Np007G4098600
OG0008100	g12298	Np007G4096300
OG0008101	g13129	Np007G4096200
OG0008102	g7334	Np007G4093900
OG0008103	g7318	Np007G4091200
OG0008104	g12286	Np007G4090800
OG0008105	g7309, g13140	Np007G4089600
OG0008106	g7295	Np007G4088000
OG0008107	g7293	Np007G4087500
OG0008108	g12272	Np007G4087400
OG0008109	g7290	Np007G4086900
OG0008110	g12255, g13152	Np007G4083000
OG0008111	g7264	Np007G4082000
OG0008112	g13160	Np007G4079300, Np007G4191000
OG0008113	g12243	Np007G4078200
OG0008114	g7237	Np004G2028400, Np007G4075600
OG0008115	g13201	Np007G4065700
OG0008116	g7205	Np007G4065000
OG0008117	g12210, g7198	Np007G4063600
OG0008118	g13207	Np007G4062800
OG0008119	g13210, g7189	Np007G4060200
OG0008120	g7173, g12194	Np007G4058500
OG0008122	g12180, g7163	Np007G4055900
OG0008123	g7143	Np007G4050500
OG0008125	g12151, g7119	Np007G4046800
OG0008126	g7118	Np007G4046700
OG0008127	g12138	Np007G4036100
OG0008128	g12115	Np007G4028600
OG0008129	g7063, g13244	Np007G4028100
OG0008131	g7057, g12108	Np007G3900400
OG0008132	g12102	Np007G3903300
OG0008133	g7038, g12096	Np007G3904300
OG0008134	g7020	Np007G3905800
OG0008136	g7004	Np007G3912400
OG0008137	g6996, g12073	Np007G3914700
OG0008138	g12058, g6978	Np007G3919100
OG0008139	g6954	Np007G3924400
OG0008140	g6949	Np007G3925300
OG0008141	g13287, g12046	Np007G3926400
OG0008142	g6941	Np007G3926500
OG0008143	g6919	Np007G3931000
OG0008146	g12027	Np007G3935200
OG0008147	g6905	Np003G1493100, Np004G2402300
OG0008149	g6882	Np007G3942600, Np001G0388800
OG0008150	g13310	Np007G3945900
OG0008151	g13315, g11995	Np007G3947500
OG0008152	g16918, g23266	Np005G2701900
OG0008153	g13320	Np007G3949400
OG0008154	g6853	Np007G3950900
OG0008155	g6850	Np007G3951800
OG0008156	g6825, g11974	Np007G3958100
OG0008157	g11962	Np007G3960100
OG0008158	g13337	Np007G3964200
OG0008159	g13338, g6799	Np007G3964400
OG0008160	g6793	Np007G3967200
OG0008161	g22882	Np005G2687100, Np005G3203100
OG0008162	g16759	Np005G3202700
OG0008163	g6750	Np007G3991500
OG0008164	g47191	Np005G3193800
OG0008165	g6719, g25984	Np011G4359700, Np011G4359600
OG0008167	g11888	Np007G3806400
OG0008168	g6692	Np007G3808200
OG0008169	g11879	Np007G3809600
OG0008170	g6686	Np007G3810800
OG0008171	g896	Np003G1649500
OG0008172	g41227	Np003G1652900
OG0008173	g888	Np003G1652200
OG0008174	g46691	Np005G3158500
OG0008175	g46726	Np001G0185500
OG0008176	g46819	Np005G3113800
OG0008177	g10301	Np001G0181800
OG0008178	g11750	Np007G3852500
OG0008179	g6515	Np007G3850000
OG0008180	g13470	Np007G3848000
OG0008181	g11761	Np007G3844800
OG0008182	g11768	Np007G3840500
OG0008183	g24515	Np005G3045700
OG0008185	g6564	Np007G3837800
OG0008186	g13434	Np007G3835800
OG0008187	g13425	Np007G3832800
OG0008188	g11820, g6591	Np007G3830800
OG0008189	g6592	Np007G3830700, Np003G1380600
OG0008190	g6596, g13410	Np007G3827200
OG0008191	g6595	Np007G3827300
OG0008192	g13406	Np007G3826100
OG0008192	g11844	Np002G0966400
OG0008193	g10775	Np001G0270200
OG0008194	g11867	Np007G3815300
OG0008195	g6672	Np007G3814700
OG0008196	g6673	Np007G3814500
OG0008197	g23421	Np005G2738000, Np005G2735500
OG0008198	g23422	Np005G2738600
OG0008199	g47734, g23425	Np005G2739100
OG0008200	g23427	Np005G2740600
OG0008201	g23435, g23431	Np005G2742100
OG0008202	g23439	Np005G2742500
OG0008203	g47724	Np005G2744300
OG0008204	g23453	Np005G2745200
OG0008205	g44976	Np002G0946900
OG0008206	g45041	Np002G0968600
OG0008207	g45049	Np002G0973500
OG0008208	g45140	Np002G1023300
OG0008209	g43701	Np007G3924000
OG0008210	g43827	Np007G3766000
OG0008211	g43893	Np002G1055700
OG0008212	g41134	Np002G1051300
OG0008213	g41135	Np002G1057000
OG0008214	g41730, g41445	Np003G1469100
OG0008215	g29073	Np003G1466900
OG0008216	g29060	Np003G1464100
OG0008217	g29047	Np003G1463400
OG0008218	g4921	Np003G1459600
OG0008219	g29036, g41478	Np003G1457800
OG0008221	g25107, g25018	Np002G1000300, Np005G3107300
OG0008222	g10224	Np001G0170700
OG0008223	g10261	Np001G0176300
OG0008224	g19242	Np001G0546200
OG0008225	g19258	Np001G0544700
OG0008226	g19262	Np001G0543700
OG0008227	g2417	Np001G0542700
OG0008228	g11335, g2426	Np001G0540800
OG0008229	g19285	Np001G0538200
OG0008230	g2460	Np001G0536000
OG0008231	g19294	Np001G0535600
OG0008232	g19295	Np001G0534800
OG0008233	g19306, g2469	Np001G0533200
OG0008234	g19322	Np001G0528900
OG0008235	g49277, g26856, g30725	Np004G2598800
OG0008236	g30769, g49346	Np004G2585400
OG0008237	g49369	Np004G2579800
OG0008238	g30772	Np004G2579700
OG0008239	g49378	Np004G2578600
OG0008240	g30796, g49390	Np004G2575700
OG0008242	g49402	Np004G2572900
OG0008243	g26903	Np004G2572100
OG0008245	g30815	Np004G2571100
OG0008246	g30818, g49414	Np004G2570700
OG0008247	g49422	Np004G2568500
OG0008248	g30833	Np004G2568300
OG0008249	g30834, g26920	Np004G2568200
OG0008250	g49427	Np004G2566700
OG0008251	g49430	Np004G2565600
OG0008252	g49437	Np004G2563700
OG0008253	g30845	Np004G2563200
OG0008254	g49445	Np004G2561000
OG0008255	g47497	Np005G2826100
OG0008256	g30871	Np004G2558800
OG0008257	g49456	Np004G2557300
OG0008258	g30877	Np004G2557200
OG0008259	g30899, g49469	Np004G2553200
OG0008260	g30906	Np004G2550800
OG0008261	g30924	Np004G2547500
OG0008262	g49492	Np004G2546000
OG0008263	g30927, g49493	Np004G2545700
OG0008264	g49496, g30930	Np004G2545200
OG0008265	g49500	Np004G2544700
OG0008266	g30952	Np004G2541400, Np004G2572600, Np004G2541000, Np004G2541300, Np004G2572700
OG0008267	g49515	Np004G2539700
OG0008268	g49517	Np004G2538900
OG0008269	g26963	Np004G2538800
OG0008270	g49527	Np004G2537500
OG0008271	g49532, g30974	Np004G2536900
OG0008272	g26970	Np004G2535600
OG0008273	g30997, g26975	Np004G2533400
OG0008274	g26977, g31003	Np004G2532700
OG0008275	g49552	Np004G2529500
OG0008276	g31025	Np005G3139000, Np004G2529300
OG0008277	g49561	Np004G2525900
OG0008278	g27001	Np004G2523700
OG0008279	g31050	Np004G2523500
OG0008280	g31055	Np004G2522800
OG0008281	g27004, g31056	Np004G2522500
OG0008282	g49583	Np004G2518300
OG0008283	g31107	Np004G2512100
OG0008284	g49613	Np004G2511100, Np004G2332200
OG0008285	g31124, g49672	Np004G2507600
OG0008286	g31126, g49671	Np004G2507400
OG0008287	g31128	Np004G2506800
OG0008288	g49657	Np004G2504600
OG0008289	g31154	Np004G2502300
OG0008290	g49638	Np004G2501100
OG0008291	g31175	Np004G2498800
OG0008292	g38331	Np005G3098900, Np005G3098700
OG0008293	g27094	Np004G2494600
OG0008294	g49702	Np004G2492900
OG0008295	g49713, g31226	Np004G2491000
OG0008296	g49720	Np004G2489200
OG0008297	g31233	Np004G2488900
OG0008298	g27102	Np004G2488600
OG0008299	g49723	Np004G2487600
OG0008300	g31238	Np004G2487100
OG0008301	g31241	Np004G2486800
OG0008302	g31243	Np004G2486200
OG0008303	g31249	Np004G2484100
OG0008304	g31264	Np004G2481100
OG0008305	g47566	Np005G2799400
OG0008306	g27137	Np004G2475700
OG0008307	g27142	Np004G2474600
OG0008308	g31316, g27155	Np004G2469500
OG0008309	g49777	Np004G2469300
OG0008310	g31321	Np004G2468700
OG0008311	g31332	Np002G1193700, Np004G2464200
OG0008312	g31338, g49784	Np004G2462600
OG0008313	g31339, g49785	Np004G2462300
OG0008314	g27178	Np004G2460500
OG0008315	g27188, g31383	Np004G2454400
OG0008316	g49821	Np004G2454100
OG0008317	g49823, g31388	Np004G2453100
OG0008318	g27190	Np004G2452700
OG0008320	g49859	Np004G2445100
OG0008321	g49861	Np004G2444700
OG0008322	g49862	Np004G2444600
OG0008323	g49871	Np004G2441500
OG0008324	g31451	Np004G2437700, Np004G2439600, Np004G2438400
OG0008325	g49877, g31465	Np004G2433900
OG0008326	g31487, g27256	Np004G2428400
OG0008327	g31486	Np004G2428700
OG0008328	g31506	Np004G2426300
OG0008329	g27264, g31519	Np004G2424000
OG0008330	g27268	Np004G2422900
OG0008331	g27269, g31527	Np004G2422800
OG0008332	g27280	Np004G2421200
OG0008333	g31537	Np004G2420400
OG0008334	g49915, g49913	Np004G2418700
OG0008335	g31550	Np004G2417400
OG0008337	g31553	Np004G2416800
OG0008338	g31586	Np004G2411100
OG0008340	g31565	Np004G2414500
OG0008341	g31569	Np004G2414100
OG0008342	g49928	Np004G2413900
OG0008344	g27302	Np004G2409400
OG0008345	g49939, g31597	Np004G2409300
OG0008346	g31618	Np004G2404900
OG0008347	g49965, g31642	Np004G2400200
OG0008348	g31661	Np004G2394600
OG0008349	g27352	Np004G2393700
OG0008350	g41687, g44897	Np002G0916500
OG0008351	g31722	Np004G2383000
OG0008352	g31756	Np004G2376800
OG0008353	g31763	Np004G2376000
OG0008354	g31766	Np004G2375800
OG0008355	g31772	Np004G2375300
OG0008356	g50039	Np004G2375100
OG0008357	g31795	Np004G2371300
OG0008359	g31797	Np004G2370700
OG0008360	g27421	Np004G2368100
OG0008361	g50061	Np004G2366900
OG0008362	g50062	Np004G2366800
OG0008363	g31816	Np004G2366400
OG0008364	g50079, g31835	Np004G2363600
OG0008365	g50099, g27442	Np004G2357000
OG0008366	g31887	Np004G2356500
OG0008367	g50105	Np004G2356300
OG0008368	g31890	Np004G2355700
OG0008369	g50119, g27450	Np004G2353900
OG0008370	g31915, g50131	Np004G2352100
OG0008371	g50134	Np004G2351000
OG0008372	g31946	Np004G2348400
OG0008373	g50150	Np004G2347400
OG0008374	g50157	Np004G2346100
OG0008375	g31964	Np004G2343100
OG0008376	g31985	Np004G2341200
OG0008377	g50192	Np004G2339800
OG0008378	g31997	Np004G2339200
OG0008379	g50201	Np004G2337900
OG0008380	g50202	Np004G2337800
OG0008381	g27491	Np004G2336300
OG0008382	g27492	Np004G2335300
OG0008383	g50211	Np004G2332800
OG0008384	g27512	Np004G2327400
OG0008385	g32027	Np004G2324700
OG0008386	g32046, g50278	Np004G2310600
OG0008387	g40354	Np003G1801800
OG0008389	g45949	Np002G0834000
OG0008390	g44649	Np002G0836000
OG0008391	g45921	Np002G0837600
OG0008392	g45917, g44656	Np002G0838100
OG0008393	g45911	Np002G0839200
OG0008394	g44662	Np002G0839500
OG0008395	g45896	Np002G0841600
OG0008396	g45894	Np002G0841800, Np002G0841900
OG0008397	g45884	Np002G0843600
OG0008398	g44678	Np002G0845800
OG0008399	g45854, g22228	Np002G0853700
OG0008400	g45850	Np002G0854400
OG0008401	g45833	Np002G0857000
OG0008402	g45831	Np002G0857300
OG0008404	g32648	Np004G2058500
OG0008405	g50690	Np004G2061800
OG0008406	g40815	Np002G1237100
OG0008407	g40846	Np002G1222600
OG0008408	g44248	Np002G1222500
OG0008409	g40847	Np002G1222300
OG0008410	g40853	Np002G1215500
OG0008411	g40866	Np002G1213100
OG0008412	g27633	Np004G2102400
OG0008413	g40912	Np002G1199400
OG0008414	g50468	Np004G2113600
OG0008415	g44195	Np002G1187100
OG0008416	g40946	Np002G1186700
OG0008417	g38262	Np002G1186400
OG0008418	g44154	Np002G1176000
OG0008420	g44124	Np002G1159700, Np002G1159600
OG0008421	g41187, g41202	Np002G1152700
OG0008422	g41050	Np002G1142600
OG0008423	g44069	Np002G1142200
OG0008424	g41061	Np002G1133500
OG0008425	g41076	Np002G1127500
OG0008426	g41078, g44021	Np002G1125300
OG0008427	g50389	Np004G2094200
OG0008428	g40775	Np002G1241900
OG0008429	g40768	Np002G1242900
OG0008430	g40759	Np002G1244100
OG0008431	g40749	Np002G1246500
OG0008432	g40732	Np002G1248200
OG0008433	g40633	Np001G0352900, Np001G0346700
OG0008434	g40635	Np001G0349800, Np001G0349700
OG0008435	g10914, g40663	Np001G0340400
OG0008436	g10912	Np001G0338000
OG0008437	g40723	Np001G0326000
OG0008438	g10841	Np001G0326400
OG0008439	g11050	Np001G0395900
OG0008440	g18419, g16317	Np001G0396100
OG0008441	g40486	Np001G0399200
OG0008442	g40482	Np001G0399700
OG0008443	g25542	Np003G1847700
OG0008444	g40464	Np003G1846900
OG0008445	g40460	Np003G1841000
OG0008446	g25556	Np003G1839200
OG0008447	g16995	Np005G2745800
OG0008448	g17594, g24387	Np005G3009600
OG0008449	g17593	Np005G3009200, Np005G3009500
OG0008450	g42114, g54040	Np004G1999900
OG0008451	g54047	Np004G1998800
OG0008452	g36302	Np004G1996700
OG0008453	g28098, g36356	Np004G1990700
OG0008454	g54099	Np004G1989300, Np002G0809200
OG0008455	g54122	Np004G1984500
OG0008456	g46174	Np002G0786500
OG0008457	g22713	Np005G2616800
OG0008458	g22732	Np005G2619000
OG0008459	g22746	Np005G2620900
OG0008460	g22764	Np005G2622700
OG0008461	g22779	Np005G2624600
OG0008462	g22800, g18290	Np005G2626900
OG0008463	g18287	Np005G2698900
OG0008464	g22803	Np005G2698300
OG0008465	g22812	Np005G2697200
OG0008466	g18284	Np005G2696700, Np030G4399700, Np006G3526900, Np006G3480100
OG0008467	g22818	Np005G2696500
OG0008468	g22846	Np005G2691300
OG0008469	g22849	Np005G2691000
OG0008470	g22870	Np005G2688500
OG0008471	g47979	Np005G2686900
OG0008472	g22892	Np005G2685900
OG0008473	g22902	Np005G2684700
OG0008474	g22916	Np005G2682800
OG0008475	g22922	Np005G2681800
OG0008476	g47965, g22938	Np005G2679500
OG0008477	g47946	Np005G2675200
OG0008478	g47932	Np005G2672000
OG0008479	g22998	Np005G2665300
OG0008480	g23014	Np005G2661400
OG0008481	g23010	Np007G3980400, Np005G2662400
OG0008482	g47918, g23009	Np005G2663100
OG0008483	g23038	Np005G2656400
OG0008484	g23042	Np005G2654800
OG0008485	g23075	Np005G2649600
OG0008486	g47883	Np005G2649100
OG0008487	g47880, g23086	Np005G2647900, Np005G2648200
OG0008488	g23116	Np005G2645100
OG0008489	g23134	Np005G2644100
OG0008490	g47804	Np005G2705700
OG0008491	g23278, g16930	Np005G2705600
OG0008492	g16929	Np005G2705500
OG0008493	g16926	Np005G2705300
OG0008494	g23260	Np005G2701300
OG0008495	g23248	Np005G2699400
OG0008496	g23213, g47829	Np005G2631100
OG0008497	g23205	Np005G2632300
OG0008498	g23201, g47837	Np005G2633000
OG0008499	g23197, g47840	Np005G2633500
OG0008501	g23155	Np005G2640000
OG0008502	g47862, g23140	Np005G2642100
OG0008503	g47863	Np005G2642600
OG0008504	g23137	Np005G2642800
OG0008505	g23282	Np005G2706100
OG0008506	g16932, g23284	Np005G2707800
OG0008507	g47796	Np005G2712100
OG0008508	g23321	Np005G2717100, Np005G2737700, Np005G2736800
OG0008509	g47782, g16955	Np005G2718100
OG0008510	g23329	Np005G2718200
OG0008511	g16959, g47777	Np005G2721700
OG0008512	g47769, g23350	Np005G2723100
OG0008513	g50976	Np006G3662300, Np006G3661500
OG0008514	g11741	Np007G3856200
OG0008515	g6486, g11734	Np007G3859200
OG0008516	g6478	Np007G3860400
OG0008517	g6477	Np007G3860500
OG0008518	g11728	Np007G3863300
OG0008519	g46008	Np002G0821200
OG0008520	g46004	Np002G0822600
OG0008521	g46002	Np002G0824000
OG0008522	g44608	Np002G0825500
OG0008523	g44611	Np002G0826300
OG0008524	g44615	Np002G0827100
OG0008525	g18007	Np002G0827200
OG0008526	g44617	Np002G0827900
OG0008528	g45963	Np002G0828300
OG0008529	g32064	Np004G2306600
OG0008530	g50291	Np004G2304500
OG0008531	g32101	Np004G2302000
OG0008532	g50325, g27566	Np004G2285400
OG0008533	g27573, g32123	Np004G2279400
OG0008534	g50364	Np004G2258900
OG0008536	g50403, g27629	Np004G2101400
OG0008537	g23834	Np005G2822300
OG0008538	g39538	Np003G1870900
OG0008539	g28286, g1382	Np003G1721100
OG0008540	g25423	Np003G1876900
OG0008541	g39511	Np003G1877600
OG0008542	g39508	Np003G1878200
OG0008543	g39492	Np003G1880700
OG0008544	g45261	Np003G1883600
OG0008545	g25401, g39468	Np003G1884100
OG0008546	g25400	Np003G1884300
OG0008547	g39487	Np003G1888800
OG0008548	g25371	Np003G1891000
OG0008549	g25368	Np003G1891900
OG0008550	g25363	Np003G1893100
OG0008552	g50849	Np006G3712200
OG0008553	g50397	Np004G2097600
OG0008554	g50384	Np004G2092500
OG0008555	g50376	Np004G2090600
OG0008556	g32190, g50373	Np004G2089800
OG0008557	g50372	Np004G2089600
OG0008558	g23696	Np005G2791900
OG0008559	g17109	Np005G2786500
OG0008560	g17088, g23637	Np005G2780300
OG0008561	g23638, g17089	Np005G2780400
OG0008562	g47629	Np005G2779600
OG0008563	g17079, g23622	Np005G2775100
OG0008564	g23618	Np005G2774600
OG0008565	g23589	Np005G2770700
OG0008567	g17070, g17115	Np005G2769500
OG0008568	g17067	Np005G2769300
OG0008569	g23581	Np005G2769100
OG0008570	g17064	Np005G2768700
OG0008571	g47662	Np005G2765900
OG0008572	g30993	Np003G1800300
OG0008573	g31298	Np004G2475600
OG0008574	g31557	Np004G2416300
OG0008575	g32085, g50308	Np004G2294400
OG0008576	g50361, g32152	Np004G2260000
OG0008577	g32200	Np004G2091600
OG0008580	g28171, g28159	Np004G1924800
OG0008581	g53833	Np004G2028300
OG0008582	g36358, g36354	Np004G2026300, Np004G1991100, Np004G2058800
OG0008584	g44260, g40785	Np002G1228600
OG0008585	g44123	Np002G1157900
OG0008586	g18022, g18025, g44851	Np002G0896800
OG0008587	g44783, g45768, g36533	Np002G0876700
OG0008588	g17959	Np002G0744400
OG0008593	g13910	Np007G3733000
OG0008594	g6553, g13452	Np007G3840200
OG0008596	g38520	Np006G3702200
OG0008598	g38472, g43539	Np001G0366100, Np006G3684300, Np006G3684200
OG0008599	g38470	Np006G3683600
OG0008600	g50952, g38437	Np006G3674600
OG0008601	g50973	Np006G3663300
OG0008602	g50979	Np006G3660200
OG0008603	g38319, g51067	Np006G3635600, Np006G3635900, Np006G3635100
OG0008604	g39892	Np006G3469300, Np006G3539400
OG0008605	g37088, g51432	Np006G3427000
OG0008607	g10525	Np001G0216300
OG0008609	g10350	Np001G0187300
OG0008610	g5337	Np003G1386600
OG0008610	g29419	Np003G1755500, Np003G1755800
OG0008611	g5214, g29322	Np003G1409800
OG0008612	g13733, g29154	Np003G1441500
OG0008615	g25675	Np003G1815300
OG0008616	g23239	Np005G2629100
OG0008617	g17132, g23701	Np005G2792400
OG0008618	g23846	Np005G2826800
OG0008619	g47489	Np005G2827200
OG0008620	g40514	Np001G0390500
OG0008622	g37059, g6790	Np001G0417400
OG0008623	g1665	Np001G0176200
OG0008624	g10290	Np001G0180100
OG0008625	g1662	Np001G0174400
OG0008626	g10230, g5771, g5770	Np006G3512700, Np002G0971000, Np001G0169800
OG0008627	g10212	Np001G0167200
OG0008628	g28281	Np003G1724900
OG0008629	g917	Np003G1639200
OG0008630	g927, g28433	Np003G1635400
OG0008631	g29581	Np003G1348700
OG0008649	g23398	Np005G2733400
OG0008650	g47746	Np005G2732800
OG0008651	g23919	Np005G2844100
OG0008653	g19544	Np001G0463900
OG0008654	g2822	Np001G0465300
OG0008655	g19423	Np001G0491800
OG0008656	g2704	Np001G0491400
OG0008657	g27118	Np004G2483700
OG0008658	g2708	Np001G0487800
OG0008659	g19496	Np001G0479500
OG0008660	g19486	Np001G0480900
OG0008661	g19483	Np001G0481600
OG0008662	g10829	Np001G0328500
OG0008663	g10761	Np001G0265800
OG0008664	g6156	Np005G3177500
OG0008665	g29031	Np003G1456000
OG0008666	g4950, g29017	Np003G1452500
OG0008667	g29016	Np003G1452400
OG0008669	g7233, g13188	Np007G4074800
OG0008670	g29143	Np003G1444900
OG0008671	g45739	Np003G1439300
OG0008672	g5021	Np003G1439200
OG0008673	g29178	Np003G1438600
OG0008674	g29179	Np003G1438200
OG0008675	g5028	Np003G1438000
OG0008676	g29181	Np003G1437500
OG0008677	g45733	Np003G1435800
OG0008678	g5052	Np003G1434000
OG0008679	g52170	Np006G3255600
OG0008681	g5062	Np003G1431800
OG0008682	g29202	Np003G1431400
OG0008683	g5076	Np003G1429600
OG0008684	g5084	Np003G1427400
OG0008685	g29219	Np003G1427200
OG0008686	g29220	Np003G1427100
OG0008687	g11578	Np007G3897200
OG0008688	g5093, g29238	Np003G1425700
OG0008689	g29239	Np003G1425400
OG0008690	g29258	Np003G1422800
OG0008691	g29261	Np003G1422000
OG0008692	g39767	Np006G3574400
OG0008693	g29276	Np003G1419300
OG0008694	g40178	Np003G1627400, Np007G4203100
OG0008695	g7078	Np007G4036700
OG0008696	g5201, g29315	Np003G1411500
OG0008697	g5209	Np003G1410700
OG0008698	g5231	Np003G1408000
OG0008700	g1017	Np003G1596300
OG0008701	g5256	Np003G1405100
OG0008702	g45623	Np003G1403800
OG0008703	g5275	Np003G1400900
OG0008704	g29364	Np003G1400200
OG0008705	g5289	Np003G1398300
OG0008706	g5291	Np003G1398200
OG0008707	g29378	Np003G1397800
OG0008708	g29374	Np003G1397400
OG0008709	g45609	Np003G1397300
OG0008710	g45601, g28386	Np003G1394400, Np003G1393300
OG0008711	g29396	Np003G1393000
OG0008712	g45592	Np003G1391900
OG0008713	g45591, g18351	Np003G1391700
OG0008714	g5315, g29400	Np003G1391200
OG0008715	g45587	Np003G1390400
OG0008716	g5333	Np003G1387500, Np003G1388100
OG0008717	g5335, g29418	Np003G1386900
OG0008718	g29422	Np003G1386100
OG0008719	g5339	Np003G1386000
OG0008720	g5344	Np003G1385500
OG0008721	g29437	Np003G1382100
OG0008722	g5377	Np003G1379000
OG0008723	g28506	Np003G1605600
OG0008724	g5388	Np003G1377100
OG0008725	g29469	Np003G1374300
OG0008726	g45559	Np003G1374200
OG0008727	g29483, g5403	Np003G1370900
OG0008728	g45547, g29489	Np003G1370100
OG0008729	g45540	Np003G1368200
OG0008730	g5426, g29513	Np003G1364500
OG0008731	g29524	Np003G1362900
OG0008732	g29540	Np003G1361500
OG0008733	g29550	Np003G1359400
OG0008734	g29566	Np003G1354500
OG0008735	g5467	Np003G1354200
OG0008736	g5473	Np003G1353200
OG0008737	g29574	Np003G1350800
OG0008738	g5490	Np003G1350000
OG0008739	g10402	Np001G0196100
OG0008740	g1405	Np003G1729600
OG0008742	g5509	Np003G1344200
OG0008743	g5519	Np003G1342300
OG0008744	g5526	Np003G1341000
OG0008745	g5531	Np003G1340600
OG0008746	g29607	Np003G1338400
OG0008747	g29621	Np003G1335500
OG0008748	g39615	Np003G1860100
OG0008749	g39620	Np003G1859900
OG0008750	g39634	Np003G1856400
OG0008751	g25501	Np003G1856200
OG0008752	g45192, g39643	Np003G1853900
OG0008753	g17182	Np005G2812100, Np004G2253700
OG0008754	g23799	Np005G2812400
OG0008755	g17188	Np005G2815000
OG0008756	g17189	Np005G2815100
OG0008757	g39463	Np003G1882600
OG0008758	g40188	Np006G3622300
OG0008759	g40185	Np006G3621200, Np007G3961100
OG0008760	g40158	Np006G3618500
OG0008761	g40153	Np006G3617300
OG0008762	g40125	Np006G3611300
OG0008763	g40120	Np006G3610400
OG0008764	g40116	Np006G3609100
OG0008765	g40115	Np006G3609000
OG0008766	g40096	Np006G3580200
OG0008768	g40089	Np006G3581400
OG0008769	g40086	Np005G3168900, Np006G3582800, Np005G3169500
OG0008770	g40084	Np005G3169200, Np006G3583800
