Orthogroup	Cochlearia_excelsa	Arabidopsis_lyrata_Rawat
OG0007499	g46654	AL7G48510
OG0007500	g16771	AL7G47460
OG0007501	g46624	AL7G47320
OG0007502	g16758	AL7G47110
OG0007503	g46610	AL2G41690
OG0007504	g46572, g13600	AL2G40940
OG0007505	g17929	AL2G40860
OG0007506	g46569	AL2G40850
OG0007507	g46561	AL2G40760
OG0007508	g46554	AL2G40650
OG0007509	g46539	AL2G40430
OG0007510	g14406	AL6G12410, AL2G40330
OG0007511	g1502	AL3G50150
OG0007512	g46513	AL2G39870
OG0007513	g46501	AL2G39580
OG0007514	g46498, g44340	AL2G39520
OG0007515	g44341	AL2G39510
OG0007516	g46497	AL2G39480
OG0007517	g46495, g44345	AL2G39460
OG0007518	g46475	AL2G39170
OG0007519	g44353	AL2G39100
OG0007520	g46470	AL262U10020, AL2G39090
OG0007521	g46466	AL2G39020
OG0007522	g46437	AL60U10050, AL60U10020, AL2G38640
OG0007523	g46420	AL2G38430
OG0007524	g46406	AL2G38330, AL2G38260
OG0007525	g44360	AL2G38040
OG0007526	g46388	AL2G38000
OG0007527	g46376	AL142U10030, AL2G37830
OG0007528	g46366	AL2G37670
OG0007529	g44364	AL2G37430
OG0007530	g46334	AL2G37370
OG0007531	g46327	AL2G37330
OG0007532	g46323	AL2G37270
OG0007534	g44386	AL2G36900
OG0007535	g46263	AL2G36330
OG0007536	g44416	AL2G36110
OG0007537	g46248	AL2G36080
OG0007539	g44432	AL2G35800
OG0007540	g46233	AL2G35790
OG0007541	g46226	AL2G35660
OG0007542	g10383	AL8G21600
OG0007543	g46188	AL2G35110
OG0007544	g46181	AL2G34970
OG0007545	g14032, g6091	AL3G50280
OG0007546	g14027, g6088	AL3G50330
OG0007547	g14025	AL3G50400
OG0007548	g6046	AL3G50770
OG0007549	g19378	AL5G29970
OG0007550	g19379	AL5G29960
OG0007551	g19383, g2599	AL5G29890
OG0007552	g28488, g39413	AL8G30040
OG0007553	g28485	AL8G29910
OG0007554	g19506	AL5G26930
OG0007556	g54365	AL1G63960
OG0007557	g51421	AL5G10120
OG0007558	g36707	AL1G63330
OG0007559	g54335, g36700	AL1G63230
OG0007560	g36696	AL1G63160
OG0007561	g36687, g54344	AL1G62890
OG0007563	g54292	AL1G61890
OG0007564	g54284, g36620	AL1G61730
OG0007565	g36599	AL1G61400
OG0007566	g51568, g23508	AL4G32170
OG0007567	g51574, g38031	AL4G32370
OG0007568	g38033	AL4G32440
OG0007569	g11446	AL5G23530
OG0007570	g3131	AL5G22730
OG0007571	g41154	AL8G24240
OG0007572	g28260	AL8G24590
OG0007573	g41246	AL8G27410
OG0007574	g28400	AL8G27690
OG0007575	g901	AL8G27700
OG0007576	g28405	AL8G27780
OG0007577	g1468	AL8G23830
OG0007578	g28253	AL8G24460
OG0007579	g17889	AL8G37680
OG0007580	g46880	AL7G44290
OG0007581	g46872	AL7G44470
OG0007582	g46940	AL9U11910
OG0007583	g24752, g24757	AL9U10880
OG0007584	g46652	AL9U10750
OG0007585	g46988	AL9U10290
OG0007586	g46995, g24635	AL9U10080
OG0007587	g47009	AL7G42800
OG0007588	g47043, g36161, g24535	AL7G41920
OG0007589	g24534	AL7G41910
OG0007590	g24522	AL7G41540
OG0007591	g47068	AL7G41180
OG0007592	g24499	AL7G41150
OG0007593	g47080	AL7G41040
OG0007594	g17688	AL7G40620
OG0007595	g24471	AL7G40490
OG0007597	g24425	AL7G39600
OG0007598	g44582	AL2G32770
OG0007599	g46032	AL2G32870
OG0007600	g44574	AL2G33130
OG0007601	g44573	AL2G33140
OG0007602	g44556, g46094	AL2G33610
OG0007603	g46096	AL2G33630
OG0007605	g46145	AL2G34400
OG0007606	g44508	AL2G34620
OG0007607	g41530	AL2G27420
OG0007608	g53374, g36754	AL7G19480
OG0007609	g45763	AL2G27940
OG0007610	g44782, g45769	AL2G28060
OG0007611	g23550, g47675	AL7G24070
OG0007612	g23546, g17038	AL7G24030
OG0007613	g23538	AL7G23930
OG0007614	g23531, g47679	AL7G23780
OG0007615	g23488	AL7G23250
OG0007616	g28407	AL8G27800
OG0007617	g16640	AL5G15220
OG0007619	g40783	AL2G11580
OG0007620	g40806	AL2G11130
OG0007621	g43418, g43419	AL7G50200
OG0007622	g16873, g16872	AL7G50190
OG0007623	g28414	AL5G19380
OG0007624	g11501, g41368	AL5G21890
OG0007625	g10192	AL8G23120
OG0007626	g10505	AL5G16440
OG0007627	g10516	AL5G16270
OG0007628	g10545	AL5G15680
OG0007629	g1598	AL5G15590
OG0007630	g10552	AL5G15550
OG0007631	g10573	AL5G15140
OG0007632	g1587	nbis-gene-1209
OG0007633	g28304	AL8G25260
OG0007634	g45826	AL22U10040
OG0007635	g44716	AL22U10110
OG0007636	g45819	AL2G29130
OG0007637	g45817	AL2G29080
OG0007638	g44724	AL2G29070
OG0007641	g10949	AL8G12180
OG0007642	g40607	AL8G12240
OG0007643	g10253	AL8G21510
OG0007644	g10955	AL8G12320
OG0007645	g10957	AL8G12380
OG0007646	g40602	AL8G12410
OG0007647	g40600	AL8G12430
OG0007649	g10986	AL8G13440
OG0007650	g46865	AL7G44560
OG0007651	g10997	AL8G13570, AL8G13610
OG0007652	g54136	AL1G56890
OG0007653	g54138	AL1G56930
OG0007654	g23734, g17150	AL7G27220
OG0007655	g28059	AL1G57750
OG0007656	g36430, g54164	AL1G57830, AL7G13030
OG0007658	g54209, g36455	AL1G58270
OG0007659	g36471	AL1G58640, AL8G37460, AL2G19790, AL215U10010
OG0007660	g54190	AL1G59010
OG0007661	g54188	AL1G59260
OG0007662	g54219	AL1G59540
OG0007663	g28032	AL1G59570
OG0007664	g28031, g36521	AL1G59690
OG0007665	g36531	AL1G59990
OG0007666	g30893	AL1G14680
OG0007667	g54250	AL1G60170
OG0007668	g36553	AL1G60240
OG0007670	g54274	AL1G61080
OG0007671	g50012	AL1G29970
OG0007672	g37026	AL8G18390
OG0007673	g38482	AL4G12150
OG0007674	g37040	AL1008U10010, AL8G18180
OG0007675	g11141	AL8G18080
OG0007676	g37065	AL4G29160
OG0007677	g51366	AL4G29220
OG0007678	g51399	AL4G29600
OG0007679	g51400	AL4G29610
OG0007680	g51405	nbis-gene-1076
OG0007681	g51410	AL4G29880
OG0007683	g51447	AL4G30420
OG0007684	g37095, g37076	AL4G30540
OG0007685	g51471	AL4G30770
OG0007686	g10184	AL8G23330
OG0007687	g51523	AL4G31520
OG0007688	g51539	AL4G31780
OG0007689	g49661	AL1G19150
OG0007691	g51551	AL4G32000
OG0007692	g17425, g24128	AL7G34680
OG0007693	g47302, g24148	AL7G34920
OG0007695	g17470	AL7G35730
OG0007696	g47273	AL7G35840
OG0007697	g24191	AL7G36010
OG0007698	g17496, g24223	AL7G36360
OG0007699	g24226	AL7G36430
OG0007700	g47248, g24229	AL7G36560
OG0007701	g47240	AL7G36690
OG0007702	g24233, g17519	AL7G36710
OG0007703	g47238, g24242	AL7G36850
OG0007704	g47235	AL7G36890
OG0007706	g47206	AL7G37230
OG0007707	g10946, g40622	AL8G12050
OG0007708	g19323	AL5G31570
OG0007709	g2500, g2501, g2499	AL5G31520
OG0007710	g2496	AL5G31510
OG0007711	g2508	AL5G31450
OG0007712	g19341, g2540	AL5G31110
OG0007713	g2541	AL5G31040
OG0007714	g23884	AL7G29750
OG0007715	g23894	AL4G33920, AL7G29950
OG0007716	g882	AL8G26870
OG0007717	g28370, g41222	AL8G26850
OG0007718	g878	AL8G26740
OG0007719	g41175, g41193	AL8G25950
OG0007720	g41163	AL8G25720
OG0007722	g1351	nbis-gene-2088
OG0007723	g1362, g28300	AL8G25090
OG0007724	g6585	AL3G44070
OG0007725	g36064, g14326	AL3G46720
OG0007726	g14236	AL3G47370
OG0007727	g6150	AL3G47650
OG0007728	g6139	AL3G52490
OG0007729	g6126, g14103	AL3G49260
OG0007730	g13716	AL3G49670
OG0007731	g14050	AL3G49850, AL3G49870
OG0007732	g6110, g14042	AL3G50100
OG0007733	g47487, g23850	AL7G29190
OG0007734	g23860	AL7G29380
OG0007735	g23858	AL7G29340
OG0007736	g23878	AL7G29620
OG0007738	g23928	AL7G30590
OG0007739	g23933	AL7G30640
OG0007740	g23946, g47435	AL7G30820
OG0007741	g17294	AL7G31070
OG0007742	g47419, g17303	AL7G31300
OG0007743	g47413	AL7G31380
OG0007744	g40747	AL2G10150
OG0007745	g24079	AL7G33930
OG0007746	g24075	AL7G33830
OG0007747	g24069	AL7G33670
OG0007748	g24065	AL7G33630
OG0007750	g24063	AL7G33570
OG0007751	g47344, g17374	AL7G33410
OG0007752	g24008	AL7G32610
OG0007753	g47391, g23990	AL7G32290
OG0007754	g47400	AL7G32160
OG0007755	g29023	AL1G51410
OG0007756	g19648, g9639	AL8G44790
OG0007757	g40262	AL6G43110
OG0007758	g37137	AL8G19670
OG0007759	g37015	AL8G18570, AL8G18730
OG0007760	g24355, g2666	AL7G38550
OG0007761	g24327	AL7G38120
OG0007762	g47179, g24316	AL7G37940
OG0007763	g47183	AL7G37860
OG0007764	g24307	AL7G37810
OG0007765	g7640	AL3G17590
OG0007766	g12721	AL3G10220
OG0007767	g12716	AL3G10620
OG0007768	g7930	AL3G10700
OG0007769	g7929	AL3G10710
OG0007772	g19643	AL8G45130
OG0007773	g19633	AL8G45200
OG0007774	g9629	AL8G45230
OG0007775	g2476	AL5G31840
OG0007776	g11145	AL5G46100
OG0007777	g18771	AL5G46050
OG0007778	g18768	AL5G46010
OG0007779	g18746	AL5G45720
OG0007782	g1768	AL5G44930
OG0007783	g1769, g18683	AL5G44920
OG0007784	g1776	AL5G44850, AL5G29560
OG0007785	g1780	AL5G44880, AL5G44760, AL5G29600
OG0007786	g1794	AL5G44520
OG0007787	g1815	AL5G44330
OG0007788	g1818	AL5G44080, AL5G44290
OG0007789	g1836	AL5G44000
OG0007790	g1844	AL5G43880
OG0007792	g1870	AL5G43570
OG0007793	g1871	AL5G43550
OG0007795	g18803	AL5G42960
OG0007797	g18826	AL5G42620
OG0007798	g11192	AL5G42410
OG0007799	g18859	AL5G42320
OG0007800	g52131	AL4G42640
OG0007801	g11199	AL5G41780
OG0007802	g18879	AL5G41740
OG0007803	g2025	AL5G41450
OG0007804	g2024	AL5G41420
OG0007805	g2021, g18896	AL5G41300
OG0007806	g52114	AL4G42040
OG0007807	g18909	AL5G40980
OG0007808	g2003, g18913	AL5G40900
OG0007809	g11204	AL5G40650
OG0007811	g18929	AL5G40530
OG0007812	g1997	AL5G40480
OG0007813	g1989	AL5G40390
OG0007814	g2035	AL5G39850
OG0007815	g1409	AL8G24380, AL664U10020
OG0007816	g2122	AL5G39320, AL5G39420
OG0007817	g18979	AL5G39280
OG0007818	g18982, g2118	AL5G39180
OG0007819	g2081	AL5G38610
OG0007820	g19002, g2071	AL5G38450
OG0007821	g2070	AL5G38440
OG0007822	g2144	AL5G37810
OG0007823	g11265	AL5G37520
OG0007824	g10274	AL8G21150
OG0007825	g19081	AL5G36660
OG0007826	g2171	AL5G37320
OG0007827	g19061	AL5G37090
OG0007828	g2196	AL5G36600
OG0007829	g19141	AL5G35750
OG0007830	g36100, g30085	AL5G35710
OG0007831	g19151	AL5G35520
OG0007832	g2290	AL5G35500
OG0007833	g11298, g2292	AL5G35450
OG0007834	g19157, g2295	AL5G35380
OG0007835	g11300, g2296	AL5G35370
OG0007836	g2297	AL5G35360
OG0007837	g19159	AL5G35330
OG0007838	g11303	AL5G35150
OG0007839	g31387	AL1G23830
OG0007840	g2327	AL5G34880
OG0007841	g19174	AL5G34770
OG0007842	g19185, g2338	AL5G34570
OG0007843	g19191, g2344	AL5G34450
OG0007844	g2381	AL5G34010
OG0007845	g2389	AL5G33770
OG0007846	g2409	AL5G33500
OG0007847	g940, g28448	AL8G29090
OG0007848	g28445	AL8G29020
OG0007849	g28430	AL8G28280
OG0007850	g28426, g41291	AL8G28220
OG0007852	g28421	AL8G28120
OG0007853	g914	AL8G27990
OG0007854	g41275, g913	AL8G27930
OG0007855	g24400	AL7G39080
OG0007856	g13510	AL3G40060
OG0007857	g11701	AL3G40200
OG0007858	g13514, g6447	AL3G40210
OG0007859	g6421	AL26U10010
OG0007860	g35820	AL3G41950
OG0007861	g6362	AL3G42380
OG0007862	g13594	AL3G43820
OG0007863	g44970	AL2G25030
OG0007864	g18043	AL2G25060
OG0007865	g41818	AL2G25380
OG0007866	g41798	AL2G25520
OG0007867	g41778	AL2G25740
OG0007868	g41777	AL2G25750
OG0007869	g13639, g44913	AL2G25870
OG0007871	g10106	AL6G38460
OG0007872	g44905	AL2G25920
OG0007873	g41691	AL2G25980
OG0007874	g44904	AL2G25990
OG0007875	g41688	AL2G26050
OG0007876	g44891	AL2G26260
OG0007877	g44885, g41641	AL2G26410
OG0007878	g41637	AL2G26430
OG0007881	g44867	AL2G26910
OG0007882	g44849	AL2G27130
OG0007883	g41563	AL2G27210
OG0007884	g44842	AL2G27250
OG0007885	g6002	AL3G51830
OG0007886	g11029	AL8G14730
OG0007887	g13949	AL3G52040
OG0007888	g13947	AL3G53190
OG0007889	g13922, g5971	AL3G52740
OG0007890	g16704	AL5G11630
OG0007891	g5967	AL5G18050
OG0007892	g13903	AL3G48620
OG0007893	g38156	AL4G39220
OG0007894	g51977	AL4G39150
OG0007895	g51974	AL4G39100
OG0007896	g51972	AL4G39050
OG0007898	g51952	AL4G34450, AL4G38670
OG0007899	g51947, g38146	AL4G38590
OG0007900	g51915	AL4G38390
OG0007901	g51903	AL4G38310
OG0007902	g51868	AL4G37900
OG0007904	g37352	AL4G37830
OG0007905	g51848	AL4G37730
OG0007906	g37339	AL4G37570
OG0007907	g45050	AL2G22830
OG0007908	g51784	AL4G36970
OG0007909	g51778	AL463U10010, AL4G36860
OG0007911	g38125	AL4G36720
OG0007912	g51748	AL4G36330
OG0007913	g7630	AL3G17790
OG0007914	g38109	AL4G36150
OG0007915	g37296	AL4G36120
OG0007916	g37293	AL4G36070
OG0007917	g38108, g37292	AL4G36060
OG0007918	g37291	AL4G36050
OG0007919	g51738	AL4G36040
OG0007920	g51734	AL4G35980
OG0007921	g32225	AL1G40190
OG0007922	g37264	AL1G65950
OG0007923	g51709	AL4G35250, AL4G35340
OG0007924	g37240, g51689	AL4G34970
OG0007925	g51677	AL4G34820
OG0007926	g13067	AL3G21300
OG0007927	g51665	AL4G34680
OG0007928	g51664, g38085	AL4G34670
OG0007929	g38081	AL4G34600
OG0007930	g51635	AL4G33790
OG0007931	g51630	AL4G33570
OG0007932	g37196	AL4G33460
OG0007933	g37194, g51627	AL4G33430
OG0007934	g51619	AL4G33210
OG0007935	g40409	AL6G47470
OG0007936	g40415, g25654	AL6G47570
OG0007937	g18964	AL5G10420
OG0007938	g40436	AL6G47910
OG0007939	g40441	AL6G47950
OG0007940	g40447	AL6G48130
OG0007941	g25603	AL6G47290
OG0007942	g38528, g50866	AL4G10650
OG0007943	g38517	AL4G11180
OG0007944	g38508	AL4G11470
OG0007945	g50895, g38495	AL4G11900
OG0007946	g38486	AL4G12080
OG0007947	g38483	AL4G12140
OG0007948	g38476	AL4G12240
OG0007949	g32257	AL6G39900, AL1G40580
OG0007950	g38471, g36918	AL4G12300
OG0007951	g50906	nbis-gene-947, AL3G48210
OG0007952	g50905	AL3G48200, nbis-gene-948
OG0007953	g36914	AL4G12980
OG0007954	g36912	AL4G13200
OG0007955	g38436	AL4G13270
OG0007956	g50965	AL4G13830
OG0007957	g27289, g38401	AL4G14020
OG0007958	g50971	AL4G14220
OG0007959	g38304	AL4G18040
OG0007960	g51046	AL4G16990
OG0007961	g38291	AL4G18830
OG0007962	g50984	AL4G14860
OG0007963	g51068	AL4G17420
OG0007964	g23829	AL7G28650
OG0007965	g23830	AL7G28660
OG0007966	g47501	AL7G28950
OG0007967	g53742	AL1G51860, AL1G51850
OG0007968	g28176	AL1G51970
OG0007969	g53812	AL1G52160
OG0007970	g53907, g35965	AL1G52460
OG0007971	g36168	AL1G52500
OG0007972	g50773	AL1G50630
OG0007973	g32973	AL1G50540
OG0007974	g32992	AL1G50310
OG0007975	g50756, g32837	AL1G49100
OG0007976	g32749	AL1G48720
OG0007977	g32742, g50739	AL1G48630
OG0007978	g32730	AL1G48440
OG0007979	g50717	AL1G48220
OG0007980	g50715, g32704	AL1G48180
OG0007982	g40274	AL6G43450
OG0007983	g40295	AL6G43980, AL6G44000
OG0007984	g40300	AL6G44120
OG0007985	g40333, g25776	AL6G44820
OG0007986	g16736	AL7G45650
OG0007987	g25690	AL6G46260
OG0007988	g40398	AL6G47030
OG0007990	g29092, g4891	AL6G30480
OG0007991	g4884	AL6G30540
OG0007992	g4872, g29106	AL6G30770
OG0007993	g29108	AL6G30830
OG0007994	g18530	AL6G38240
OG0007995	g4863	AL6G38300
OG0007996	g4811	AL6G38720
OG0007997	g13818	AL3G47870
OG0007998	g5915, g13860	AL3G53270
OG0008000	g43231	AL4G47760
OG0008001	g37771	AL4G47630
OG0008002	g50837	AL39U10010, AL4G47430
OG0008003	g40306	AL6G44220
OG0008004	g37729	AL4G46980
OG0008005	g50823	AL4G46910
OG0008006	g50818	AL4G46830
OG0008007	g37643	AL4G45320
OG0008008	g52294	AL4G45300
OG0008009	g37642	AL4G45280
OG0008010	g37641	AL4G45250
OG0008011	g18851	AL4G46610
OG0008012	g37635	AL4G45120
OG0008013	g52283	AL4G45040
OG0008014	g37621	AL4G44850
OG0008015	g37608	AL4G44570
OG0008016	g52196	AL4G43930
OG0008017	g37569	AL4G43910
OG0008018	g52185, g37563	AL4G43700
OG0008019	g52165	AL4G43440
OG0008020	g52158	AL4G42930
OG0008021	g52157	AL4G42920
OG0008022	g52153	AL4G42910
OG0008023	g52141	AL4G42760
OG0008025	g37479	AL4G41660
OG0008026	g52089	AL4G41490
OG0008027	g52039	AL4G40560
OG0008028	g52031, g37435	AL4G40490
OG0008029	g52020	AL4G40300
OG0008030	g37409	AL4G40120
OG0008031	g38159, g38161, g38163	AL4G26110, AL4G39430
OG0008032	g37387	AL4G39350, nbis-gene-937
OG0008033	g40666	AL8G11400
OG0008034	g10889	AL8G10800
OG0008035	g40672, g10908	AL8G11270
OG0008036	g12710	AL3G10950
OG0008037	g7923, g12738	AL3G10970
OG0008038	g12741	AL3G11040
OG0008039	g7912, g12696	AL3G11170
OG0008040	g7901	AL3G11390
OG0008041	g5261	AL6G24200
OG0008042	g7864, g12681	AL3G11940
OG0008043	g12670, g7848	AL3G12310
OG0008044	g12662	AL3G12580
OG0008045	g7832	AL3G12760
OG0008046	g12634	AL3G13110
OG0008047	g12780	AL3G13440, AL3G13430
OG0008048	g7813	AL3G13510
OG0008049	g12801, g7797	AL3G13900
OG0008050	g7794	AL3G13940
OG0008051	g7792	AL3G13980
OG0008052	g12612, g7790	AL3G14000
OG0008053	g7762	AL3G14470
OG0008054	g12823	AL3G14950
OG0008055	g7733	AL3G15250
OG0008056	g7719, g12842	AL3G15470
OG0008057	g12844	AL3G15520
OG0008058	g12857	AL3G15770
OG0008059	g7704	AL3G15930
OG0008060	g12864	AL3G16070
OG0008062	g7682	AL3G16720
OG0008063	g7677	AL3G16770
OG0008064	g7669	AL3G16840
OG0008065	g12921	AL3G16980
OG0008066	g10255	AL8G21450
OG0008067	g12930	AL3G17650
OG0008068	g12931	AL3G17660
OG0008069	g12938	AL3G17770
OG0008070	g7626	AL3G17900, AL504U10010
OG0008071	g12433	AL3G19120
OG0008074	g7519	AL3G20020
OG0008075	g13015	AL3G20290
OG0008076	g13018	AL3G20130, AL3G20140
OG0008077	g12409	AL3G20170
OG0008078	g7510	AL3G20340
OG0008079	g13050	AL3G20700
OG0008080	g13054, g7484	AL3G20730
OG0008081	g7472, g13061	AL3G20970
OG0008082	g12387	AL3G21330
OG0008083	g13070	AL3G21460
OG0008084	g13084	AL3G21710
OG0008085	g17410	AL7G34590
OG0008086	g7425, g12370	AL3G21930
OG0008087	g12356	AL3G22260
OG0008088	g12355, g7413	AL3G22270
OG0008089	g13108	AL3G22400
OG0008091	g12331	AL3G22730
OG0008092	g12327	AL3G22800
OG0008093	g7378	AL3G23020
OG0008094	g12320	AL3G23080
OG0008095	g12319	AL3G23090
OG0008096	g7364	AL3G23250
OG0008097	g7363	AL3G23260
OG0008098	g13124	AL3G23370
OG0008099	g13125, g7350	AL3G23380
OG0008100	g7343	nbis-gene-694
OG0008101	g12297, g13129	AL3G23550
OG0008102	g7334	AL3G23670
OG0008103	g7318	AL3G23930
OG0008104	g12286	AL3G23970
OG0008105	g7309, g13140	AL3G24110
OG0008106	g7295, g13142	AL3G24290
OG0008107	g7293	AL3G24310
OG0008108	g12272	AL7G43500, AL3G24320
OG0008109	g13145, g7290	AL3G24370
OG0008110	g12255, g13152	AL3G24660
OG0008111	g7264	AL3G24760
OG0008112	g13160	AL3G24940
OG0008113	g12243	AL3G25100, nbis-gene-308
OG0008114	g7237	AL3G25340
OG0008115	g13201	AL3G26010
OG0008116	g7205	AL3G26060
OG0008117	g7198	AL3G26160
OG0008118	g13207	AL3G25980
OG0008119	g13210, g7189	AL3G26340
OG0008120	g7173, g12194	AL3G26520
OG0008122	g12180, g7163	nbis-gene-967, AL3G26770
OG0008123	g7143, g12162	AL3G27120
OG0008124	g12160	AL3G27210
OG0008125	g12151, g7119	AL3G27440
OG0008126	g12150, g7118	AL3G27450
OG0008127	g12138	AL3G28070
OG0008128	g12115	AL3G28320
OG0008129	g7063, g13244	AL3G28340
OG0008131	g7057, g12108	AL3G28470
OG0008132	g12102	AL3G28710
OG0008133	g7038, g12096	AL3G28870
OG0008134	g7020	AL3G29050
OG0008137	g6996, g12073	AL3G29660
OG0008138	g12058, g6978	AL3G30040
OG0008139	g6954	AL3G30350
OG0008140	g6949	AL3G30430
OG0008141	g13287, g12046	AL3G30540
OG0008142	g6941	AL3G30550
OG0008143	g6919	AL3G30950
OG0008146	g12027	AL3G31120
OG0008147	g6905	AL3G31250
OG0008149	g6882	AL3G31630
OG0008150	g13310	AL3G31890
OG0008151	g13315, g11995	AL3G32000, AL3G32020
OG0008152	g16918, g23266	AL7G19290
OG0008153	g13320	AL3G32110
OG0008154	g6853	AL3G32220
OG0008155	g6850	AL3G32240
OG0008156	g6825, g11974	AL3G32520
OG0008157	g11962	AL3G32670
OG0008158	g13337	AL3G32870
OG0008159	g13338, g6799	AL3G32890
OG0008160	g6793	AL3G32970
OG0008161	g22882	AL7G13890
OG0008162	g16759	AL7G47130
OG0008163	g6750	AL3G33940
OG0008164	g47191	AL7G37720
OG0008165	g6719, g25984, g13356	AL3G34190
OG0008167	g11888	AL3G34850
OG0008168	g6692	AL249U10010, AL3G35010
OG0008169	g11879	AL3G35110
OG0008170	g6686	AL3G35190
OG0008171	g896	AL8G27360
OG0008172	g41227	AL8G27070
OG0008173	g888, g28385	AL8G27130
OG0008174	g46691	AL7G50640
OG0008175	g46726	AL7G51550
OG0008176	g45037	AL7G45910
OG0008177	g10301	AL8G19900
OG0008178	g11750	AL3G38560
OG0008179	g6515	AL3G38300
OG0008180	g13470	AL242U10020, AL3G38180
OG0008181	g11761	AL3G37940
OG0008182	g11768	AL3G37540
OG0008183	g24515	AL3G37340
OG0008185	g6564	AL3G37220
OG0008186	g13434	AL3G37060
OG0008187	g13425	AL3G36790
OG0008188	g11820, g6591	AL3G36650
OG0008189	g6592	AL5G17040, AL3G36640
OG0008190	g13410	AL3G36350
OG0008191	g6595	AL3G36380
OG0008192	g11844	AL3G36300
OG0008193	g10775	AL5G10710
OG0008194	g11867	AL662U10020, AL3G35570
OG0008195	g6672	AL3G35500
OG0008196	g6673	AL3G35480
OG0008197	g23421	AL7G21910
OG0008198	g23422	AL7G21920
OG0008199	g47734	AL7G21950
OG0008200	g23427	AL7G22010
OG0008201	g23435, g23431	AL7G22090
OG0008202	g23439	AL7G22120
OG0008203	g47724	AL7G22230
OG0008204	g23453	AL7G22320
OG0008205	g44976	AL2G22970
OG0008207	g45049	AL2G22850
OG0008208	g45140	AL2G19160
OG0008209	g43701	AL2G17900
OG0008210	g43827	AL1G64870
OG0008211	g43893	AL4G28430
OG0008212	g41134	AL1G65120, nbis-gene-1946
OG0008213	g41135	AL1G65130
OG0008214	g41730, g41445	AL6G30400
OG0008215	g29073	AL6G30190
OG0008216	g29060	AL6G29850
OG0008217	g29047	AL6G29760
OG0008218	g4921	AL6G29630
OG0008219	g29036, g41478	AL6G29440
OG0008220	g18503	AL6G40530
OG0008221	g25107, g25018	AL7G47080
OG0008222	g10224	AL8G22040
OG0008223	g10261	AL8G21330
OG0008224	g19242	AL5G33200
OG0008225	g19258	AL5G33040
OG0008226	g19262	AL5G33010
OG0008227	g2417	AL5G32850
OG0008228	g11335, g2426	AL5G32700
OG0008229	g19285	AL5G32430
OG0008230	g2460	AL5G32210
OG0008231	g19294	AL5G32190
OG0008232	g19295	AL5G32100
OG0008233	g19306, g2469	AL5G31960
OG0008234	g19322	AL5G31580
OG0008235	g49277, g26856, g30725	AL1G10090
OG0008236	g30769, g49346	AL1G11370
OG0008237	g49369	AL5G32960
OG0008238	g30772	AL1G11790
OG0008239	g49378	AL1G11900
OG0008240	g30796, g49390	AL1G12270
OG0008242	g49402	AL1G12580
OG0008243	g26903	AL1G12660
OG0008245	g30815	AL1G12820
OG0008246	g30818, g49414	AL1G12870
OG0008247	g49422	AL1G13060
OG0008248	g30833	AL1G13090
OG0008249	g30834, g26920	AL1G13100
OG0008250	g49427	AL1G13280
OG0008251	g49430	AL1G13380
OG0008252	g49437	AL8G18130, AL7G25630, AL1G64620, AL1G13580
OG0008253	g30845	AL1G13620
OG0008254	g49445	AL1G13790
OG0008255	g47497	AL7G29020
OG0008256	g30871	AL1G14070
OG0008257	g49456	AL1G14230
OG0008258	g26939, g30877	AL1G14240
OG0008259	g30899, g49469	AL1G14600
OG0008260	g30906	AL1G14770
OG0008261	g30924	nbis-gene-35
OG0008262	g49492	AL1G15150
OG0008263	g30927, g49493	AL1G15190
OG0008264	g49496, g30930	AL1G15260
OG0008265	g49500	AL1G15320
OG0008266	g30952	AL1G15660
OG0008267	g49515	AL1G15700
OG0008268	g49517	AL1G15790
OG0008269	g26963	AL1G15800
OG0008270	g49527	AL1G15940
OG0008271	g49532, g30974	AL1G16020
OG0008272	g26970	AL1G16190
OG0008273	g30997, g26975	AL1G16420
OG0008274	g26977, g31003	AL1G16480
OG0008275	g49552	AL1G16790
OG0008276	g31025	AL1G16800
OG0008277	g49561	AL1G17160
OG0008278	g27001	AL1G17340
OG0008279	g31050	AL1G17360
OG0008280	g31055	AL1G17440
OG0008281	g27004, g31056	AL1G17460
OG0008282	g49583	AL1G17850
OG0008283	g31107	nbis-gene-50
OG0008284	g49613	AL1G18640
OG0008285	g31124, g49672	AL1G18970
OG0008286	g31126, g49671	AL1G18990
OG0008287	g31128	AL1G19030
OG0008288	g49657	AL1G19220
OG0008289	g31154	AL1G19440
OG0008290	g49638	AL1G19570
OG0008291	g27068, g31175	AL1G19760
OG0008292	g38331	AL8G27030
OG0008293	g27094	AL1G20210
OG0008294	g49702	AL1G20350
OG0008295	g49713, g31226	AL1G20520
OG0008296	g49720	AL1G20690
OG0008297	g31233	AL1G20720
OG0008299	g49723	AL1G20820
OG0008300	g27106, g31238	AL1G20860
OG0008301	g31241	AL1G20900
OG0008302	g31243	AL1G21010
OG0008303	g31249	AL1G21180
OG0008304	g31264	AL1G21460
OG0008305	g47566	AL7G27050
OG0008306	g27137	AL1G22040
OG0008307	g27142	AL1G22130
OG0008308	g31316, g27155	AL1G22520
OG0008309	g49777	AL1G22530
OG0008310	g31321	AL1G22610
OG0008311	g31332	AL2G13860
OG0008312	g31338, g49784	AL1G23030
OG0008313	g31339, g49785	AL1G23040
OG0008314	g27178	AL1G23160
OG0008315	g27188, g31383	AL1G23750
