Orthogroup	Cochlearia_excelsa	Alyssum_gmelinii
OG0010166	g28588	Ag002G0258400
OG0010167	g25393	Ag019G2522700, Ag002G0258800
OG0010168	g44031	Ag002G0259700
OG0010169	g44027	Ag002G0260100
OG0010170	g44005	Ag002G0264800
OG0010171	g24448	Ag002G0267700
OG0010172	g40818	Ag024G2863000
OG0010173	g40774	Ag024G2884700
OG0010175	g40204	Ag024G2895800
OG0010176	g40641	Ag016G2301000
OG0010177	g40647	Ag016G2309800
OG0010178	g10919, g40651	Ag016G2310200
OG0010179	g10844, g40721	Ag016G2333800
OG0010180	g40722	Ag016G2333900
OG0010181	g11033	Ag016G2342800
OG0010182	g11036	Ag016G2344000
OG0010183	g37025	Ag016G2350500
OG0010184	g40495	Ag016G2354500
OG0010185	g40493	Ag016G2355500
OG0010186	g47500	Ag016G2356900
OG0010187	g25551	Ag016G2392000
OG0010188	g23475	Ag065G5118600
OG0010189	g17004	Ag065G5123400
OG0010190	g23457, g47713	Ag065G5127000
OG0010192	g28095	Ag025G2944200
OG0010193	g36369	Ag025G2949600
OG0010194	g54110	Ag025G2953200
OG0010195	g54111	Ag025G2954000
OG0010196	g36391	Ag025G2968100
OG0010198	g44491	Ag072G5255100
OG0010199	g18377	Ag011G1027400
OG0010200	g18376	Ag011G1027500
OG0010201	g18365	Ag011G1028800
OG0010202	g18354	Ag011G1029800
OG0010203	g18343	Ag011G1031300
OG0010204	g18342	Ag011G1031400
OG0010205	g18321	Ag011G1037800
OG0010206	g18306	Ag011G1042900
OG0010207	g18304	Ag011G1043900
OG0010209	g47842	Ag011G1047700
OG0010210	g22733	Ag011G1055000
OG0010211	g22738	Ag011G1057800
OG0010212	g22743	Ag011G1058500
OG0010213	g22747	Ag011G1059300
OG0010214	g22780	Ag011G1064100
OG0010215	g18295, g52912, g52911	Ag011G1065000
OG0010216	g22787	Ag011G1065300
OG0010217	g22789	Ag011G1065600
OG0010218	g22806	Ag011G1070500
OG0010219	g22814	Ag011G1072200
OG0010220	g22820	Ag011G1075600
OG0010221	g22828	Ag011G1077400
OG0010222	g22833, g47988	Ag011G1078300
OG0010223	g22844	Ag011G1080500
OG0010224	g22851	Ag011G1081400
OG0010225	g22869	Ag011G1084300
OG0010226	g4052	Ag011G1091500
OG0010227	g47974, g22904	Ag011G1093900
OG0010229	g22920	Ag011G1098100
OG0010230	g22935	Ag011G1101000
OG0010231	g22960	Ag011G1108200
OG0010232	g18235	Ag011G1115400
OG0010233	g22974	Ag011G1115900
OG0010234	g23018	Ag011G1131700
OG0010235	g47908	Ag011G1133900
OG0010236	g23033	Ag011G1141700
OG0010237	g47900	Ag011G1144700
OG0010238	g23059	Ag011G1147700
OG0010239	g23066	Ag011G1149000
OG0010240	g23077	Ag011G1151400
OG0010241	g23083	Ag011G1151800
OG0010243	g18208	Ag011G1153100
OG0010244	g32244	Ag011G1153300
OG0010245	g23095	Ag011G1154400
OG0010246	g47834, g23208	Ag011G1189700, Ag011G1174900
OG0010247	g23254	Ag011G1177500
OG0010248	g23249	Ag011G1179300
OG0010249	g47820	Ag011G1181700
OG0010250	g47827	Ag011G1186500
OG0010251	g23219	Ag011G1186900, Ag011G1186700
OG0010252	g23207	Ag011G1189800
OG0010253	g23204	Ag011G1191000
OG0010254	g23200	Ag011G1194300
OG0010255	g23191	Ag011G1195800
OG0010256	g23189	Ag011G1196400
OG0010257	g23187	Ag011G1197200
OG0010258	g23183	Ag011G1197400
OG0010259	g23181	Ag011G1198500
OG0010260	g23180	Ag011G1198600
OG0010262	g28306, g28267	Ag011G1207500
OG0010263	g18186	Ag011G1218000
OG0010264	g23139	Ag011G1220100
OG0010265	g23286	Ag011G1224200
OG0010266	g47795	Ag011G1237100
OG0010267	g47790	Ag011G1240700
OG0010268	g23309, g16946	Ag011G1241000
OG0010269	g16949	Ag011G1248500
OG0010270	g16951	Ag011G1250600
OG0010271	g16952	Ag011G1250700
OG0010272	g47783	Ag011G1255300
OG0010273	g47781	Ag011G1256800
OG0010274	g47761	Ag011G1269700
OG0010275	g23374	Ag011G1270500
OG0010276	g11735	Ag064G5106400
OG0010278	g46013	Ag018G2435900
OG0010279	g44601	Ag018G2437100
OG0010280	g44612, g45953	Ag018G2443300
OG0010281	g45955	Ag018G2443900
OG0010282	g45956	Ag018G2444500
OG0010283	g45966	Ag018G2448600
OG0010284	g45970	Ag018G2449200
OG0010285	g44624	Ag018G2451800
OG0010286	g32122, g50333, g27571	Ag018G2469900
OG0010287	g50335	Ag018G2470600
OG0010288	g27580	Ag018G2472500
OG0010289	g32146, g50349	Ag018G2475700
OG0010290	g32161	Ag018G2478800
OG0010291	g32180	Ag018G2481600
OG0010292	g50407, g32279	Ag018G2484100
OG0010293	g39555	Ag019G2488300
OG0010294	g39554	Ag019G2488700
OG0010295	g39551	Ag019G2489900
OG0010296	g39549	Ag019G2490100
OG0010297	g39547	Ag019G2492700
OG0010298	g39539	Ag019G2493300
OG0010299	g25449, g39536	Ag019G2495700
OG0010300	g39533, g25448	Ag019G2496000
OG0010301	g39523	Ag019G2501100
OG0010302	g10417	Ag019G2501400
OG0010303	g25425	Ag019G2504300
OG0010304	g45221, g25415, g25418	Ag019G2508700
OG0010305	g40789, g39505	Ag019G2508900
OG0010306	g39494	Ag019G2510500
OG0010307	g39469	Ag019G2517800
OG0010308	g39482	Ag019G2524500
OG0010309	g45255	Ag019G2525400
OG0010310	g25373	Ag019G2528800
OG0010312	g45269	Ag019G2529700
OG0010313	g45271	Ag019G2530200
OG0010314	g39457	Ag019G2530800
OG0010315	g39453	Ag019G2532400
OG0010316	g25351	Ag019G2537900
OG0010317	g11176	Ag019G2540200
OG0010318	g50847	Ag019G2551100
OG0010319	g44596	Ag019G2551700
OG0010320	g32249	Ag010G0983400
OG0010321	g32192	Ag010G0986400
OG0010322	g32188	Ag010G0988900
OG0010323	g11667	Ag010G0989000
OG0010324	g23704	Ag010G0993000
OG0010325	g47613	Ag010G1004700
OG0010327	g23658	Ag010G1005400
OG0010328	g23641	Ag010G1008100
OG0010329	g23634	Ag010G1009500
OG0010330	g17086	Ag010G1009700
OG0010331	g23632	Ag010G1010000
OG0010332	g23629	Ag010G1011200
OG0010334	g23571	Ag010G1023300
OG0010335	g23566	Ag010G1023900
OG0010336	g23563	Ag010G1024200
OG0010337	g10655	Ag085G5413500
OG0010338	g10653	Ag085G5414100
OG0010339	g1559	Ag085G5415400
OG0010340	g1563	Ag085G5419500
OG0010437	g23393	Ag047G4541300, Ag046G4529900
OG0010438	g23390	Ag047G4541700, Ag046G4530500
OG0010440	g23389	Ag047G4545100, Ag046G4531500
OG0010441	g23383	Ag047G4547800, Ag046G4535500
OG0010442	g47755	Ag046G4537200, Ag047G4550000
OG0010443	g38311	Ag033G3497900, Ag093G5458500
OG0010444	g47452	Ag033G3500400, Ag093G5461200
OG0010445	g19545	Ag055G4902300
OG0010446	g19426	Ag055G4912500
OG0010447	g19422	Ag055G4916000
OG0010448	g19419	Ag055G4918200
OG0010449	g19464, g19465	Ag055G4919800
OG0010450	g2758	Ag055G4924500
OG0010451	g19485	Ag055G4928000
OG0010452	g2728	Ag055G4929900
OG0010453	g2746	Ag055G4931400
OG0010454	g10822	Ag035G4080900, Ag074G5267500
OG0010455	g10765	Ag035G4075800, Ag074G5271100
OG0010456	g10724, g13694	Ag074G5271400, Ag035G4075100
OG0010457	g1510	Ag074G5274200
OG0010458	g10756	Ag074G5276300
OG0010459	g46673	Ag005G0788400
OG0010460	g46677, g16844	Ag005G0790200
OG0010461	g41491	Ag013G1341900
OG0010462	g32267, g4955, g4953	Ag013G1346300
OG0010463	g29012	Ag013G1348500
OG0010464	g28991	Ag013G1356100
OG0010465	g28988	Ag013G1360500
OG0010466	g29129	Ag013G1363000
OG0010467	g29136	Ag013G1364800
OG0010468	g29141	Ag013G1366600
OG0010469	g4999	Ag013G1369400
OG0010470	g26993	Ag013G1380300, Ag034G3732400
OG0010471	g29176	Ag013G1382000
OG0010472	g45738	Ag013G1382600
OG0010473	g45735	Ag013G1386200
OG0010474	g45734, g5043	Ag013G1386600
OG0010475	g5047	Ag013G1389200
OG0010476	g45721	Ag013G1395200
OG0010477	g5061	Ag013G1395800
OG0010478	g45717	Ag013G1397600
OG0010479	g51469	Ag013G1398300, Ag862G5518100
OG0010480	g29245	Ag013G1413400
OG0010481	g5114	Ag013G1413600
OG0010482	g45681	Ag013G1422700
OG0010483	g38328	Ag013G1430500, Ag013G1430700
OG0010485	g5169	Ag013G1437700
OG0010486	g29292, g5175	Ag013G1438000
OG0010487	g5178	Ag013G1441400
OG0010488	g24577	Ag013G1443200
OG0010489	g5193	Ag013G1447200
OG0010490	g29330	Ag013G1455600
OG0010491	g29335	Ag013G1459100
OG0010492	g29336	Ag013G1459300
OG0010493	g5242	Ag013G1459400
OG0010494	g5253	Ag013G1461700
OG0010495	g5257	Ag013G1462600
OG0010496	g29348	Ag013G1465000, Ag017G2412000
OG0010497	g29353	Ag013G1466200
OG0010498	g29370, g53780	Ag013G1474900
OG0010499	g5286	Ag013G1475000
OG0010500	g5295	Ag013G1479600
OG0010501	g29389	Ag013G1480700
OG0010503	g5302	Ag013G1484200
OG0010504	g45859	Ag013G1484300
OG0010505	g5314	Ag013G1487300
OG0010506	g5317	Ag013G1488100
OG0010507	g29406	Ag013G1489700
OG0010508	g5327	Ag013G1490000
OG0010509	g5345	Ag013G1496100
OG0010510	g5347	Ag013G1496300, Ag031G3239100, Ag031G3238500, Ag014G1783500
OG0010511	g45574	Ag013G1498500
OG0010512	g29438	Ag013G1500600
OG0010513	g5369	Ag013G1502000
OG0010514	g5372, g45568, g29445	Ag013G1502600
OG0010515	g5385	Ag013G1509900
OG0010517	g29473, g45556	Ag013G1515100, Ag011G1242800
OG0010518	g5395	Ag013G1515300
OG0010519	g45538	Ag018G2472400, Ag048G4699600, Ag013G1524300
OG0010520	g29500	Ag013G1525300, Ag013G1525400, Ag013G1525200
OG0010521	g5418	Ag013G1527300
OG0010522	g5428	Ag013G1530800
OG0010523	g5445	Ag013G1537600
OG0010524	g29548	Ag013G1539200
OG0010525	g45518, g5451	Ag013G1543000
OG0010526	g29558	Ag013G1544700
OG0010527	g5456	Ag013G1546200
OG0010528	g29564	Ag013G1546600
OG0010529	g13533	Ag016G2401600, Ag013G1550400, Ag029G3110300
OG0010530	g6626	Ag013G1553000, Ag027G3054000
OG0010531	g29580	Ag013G1553700
OG0010532	g29582	Ag013G1553800
OG0010533	g5499	Ag013G1554700
OG0010534	g45500	Ag013G1556200
OG0010535	g29587	Ag013G1556300
OG0010537	g5525	Ag013G1563000
OG0010538	g29609	Ag013G1565100
OG0010539	g29619, g29620	Ag013G1568300
OG0010540	g39623	Ag013G1571700, Ag033G3647700
OG0010541	g39626, g25492	Ag013G1571900
OG0010542	g39628	Ag013G1572200
OG0010543	g25503	Ag013G1574200
OG0010544	g45194	Ag013G1574300
OG0010545	g25507	Ag013G1574400
OG0010546	g39636	Ag013G1574700
OG0010547	g39642	Ag013G1576200
OG0010548	g25515	Ag013G1576600
OG0010549	g23796	Ag013G1577900, Ag013G1578000
OG0010550	g23800	Ag013G1578500
OG0010551	g36808	Ag013G1581100, Ag013G1581200
OG0010552	g47523	Ag063G5067900, Ag013G1581500
OG0010553	g40150	Ag013G1587700
OG0010554	g40148	Ag013G1587900
OG0010555	g40142	Ag013G1588500, Ag013G1588400
OG0010556	g40122	Ag013G1591800
OG0010557	g40108	Ag013G1594400
OG0010558	g37803	Ag013G1596600
OG0010559	g37810	Ag013G1597600
OG0010560	g40085	Ag013G1598100
OG0010561	g40082	Ag013G1598600
OG0010562	g40078	Ag013G1599300
OG0010563	g40059	Ag013G1602800
OG0010564	g40057	Ag013G1603700
OG0010565	g43769	Ag013G1605000
OG0010566	g40032	Ag022G2680700, Ag013G1606100
OG0010567	g39976	Ag013G1607800
OG0010568	g40010, g51114	Ag013G1611700
OG0010569	g37870	Ag013G1614800
OG0010570	g40018	Ag014G2076300, Ag013G1615000
OG0010571	g39969	Ag013G1621400
OG0010572	g39961	Ag013G1623700
OG0010574	g39912	Ag013G1635600
OG0010575	g39897	Ag013G1637700
OG0010576	g50891	Ag015G2188400, Ag013G1639600
OG0010577	g51230	Ag013G1640400
OG0010578	g51231	Ag013G1640700
OG0010579	g39876	Ag013G1641500
OG0010581	g39858	Ag013G1644100
OG0010582	g39836	Ag013G1649300
OG0010583	g51264	Ag013G1652200
OG0010584	g37915	Ag013G1653100
OG0010586	g51278	Ag013G1656000
OG0010587	g39815	Ag013G1658900
OG0010588	g38282	Ag013G1659300
OG0010590	g51305, g35972	Ag013G1660600
OG0010591	g39797	Ag013G1662700, Ag013G1662500
OG0010593	g39794	Ag013G1663400
OG0010594	g51315	Ag013G1668600
OG0010595	g51319	Ag013G1670000
OG0010596	g39763	Ag013G1670500
OG0010597	g39759	Ag013G1671100
OG0010598	g39742	Ag013G1675600
OG0010599	g46867	Ag013G1678800
OG0010600	g18344	Ag011G1031200, Ag013G1679600
OG0010601	g46869	Ag013G1680000
OG0010602	g39703	Ag085G5417100, Ag013G1683900
OG0010603	g39678	Ag013G1688500
OG0010604	g39668	Ag013G1690300
OG0010605	g3053	Ag013G1690500
OG0010606	g39650	Ag013G1690800
OG0010607	g7745	Ag013G1691400
OG0010608	g39647	Ag013G1691900
OG0010609	g36268	Ag013G1701300
OG0010610	g28113	Ag013G1702100
OG0010611	g36264	Ag013G1702300
OG0010612	g53987	Ag013G1705700
OG0010613	g32291, g50420	Ag013G1707000
OG0010614	g36194	Ag013G1709100
OG0010615	g50430	Ag013G1712600
OG0010616	g32313	Ag013G1716600
OG0010617	g50456	Ag013G1718600
OG0010618	g50467	Ag013G1721000
OG0010619	g32353	Ag013G1721900
OG0010620	g50488	Ag013G1722500
OG0010621	g32373	Ag013G1726000
OG0010622	g32403	Ag013G1733700
OG0010623	g32410, g27688	Ag013G1734300
OG0010624	g27691	Ag013G1737200
OG0010625	g32422	Ag013G1738200
OG0010626	g32430	Ag013G1740400
OG0010627	g32443, g50523	Ag013G1741300
OG0010630	g32451	Ag013G1742700
OG0010631	g50531	Ag013G1744000
OG0010632	g27703	Ag013G1745300
OG0010633	g32470	Ag013G1745400
OG0010634	g16766	Ag075G5306900, Ag034G3756100, Ag013G1750000
OG0010636	g50567	Ag013G1752400
OG0010637	g32509	Ag013G1753300
OG0010638	g50571, g24905	Ag013G1753500
OG0010639	g27757	Ag013G1754500
OG0010640	g27756	Ag013G1755300
OG0010641	g27735	Ag013G1759500
OG0010642	g32533	Ag013G1760900
OG0010643	g32534	Ag013G1761100
OG0010646	g50618, g32548	Ag013G1763400
OG0010649	g50634	Ag013G1767400
OG0010650	g17521, g50648	Ag013G1768500
OG0010651	g50656	Ag002G0164500, Ag013G1769900
OG0010652	g32631	Ag013G1770100
OG0010653	g32633	Ag013G1770400
OG0010654	g10705	Ag062G5051700
OG0010655	g10695	Ag062G5052700
OG0010656	g10693	Ag062G5053000
OG0010657	g37461	Ag062G5056700, Ag003G0378000
OG0010658	g1526	Ag062G5057700
OG0010659	g1529	Ag062G5059000
OG0010660	g10661	Ag062G5062800
OG0010661	g40	Ag004G0417400
OG0010663	g9652	Ag004G0419200
OG0010664	g9661	Ag004G0420100
OG0010665	g60	Ag004G0420600
OG0010666	g67	Ag004G0422400
OG0010667	g72	Ag004G0423000
OG0010668	g73	Ag004G0423100
OG0010669	g75	Ag004G0423400
OG0010670	g88	Ag004G0425700
OG0010672	g103	Ag004G0426900
OG0010673	g25854	Ag004G0428600
OG0010674	g9692	Ag004G0430700
OG0010675	g130	Ag004G0431400
OG0010676	g132	Ag004G0431600
OG0010677	g9700	Ag004G0433200
OG0010679	g9710	Ag004G0435800
OG0010680	g9722	Ag004G0440500
OG0010681	g187	Ag004G0443700
OG0010682	g9746	Ag004G0447900
OG0010683	g208	Ag004G0448700
OG0010684	g215	Ag004G0450100
OG0010685	g236	Ag004G0453900
OG0010686	g9774	Ag004G0454800
OG0010687	g246	Ag004G0456300
OG0010688	g9781	Ag004G0456600
OG0010689	g9790	Ag004G0458900
OG0010690	g260	Ag004G0459600
OG0010691	g268	Ag004G0461400
OG0010692	g271	Ag004G0462000
OG0010693	g9800	Ag004G0462100
OG0010694	g9801	Ag004G0462500
OG0010695	g297, g9815	Ag004G0467900
OG0010696	g302	Ag004G0469800
OG0010697	g14048	Ag004G0475500
OG0010698	g9844	Ag004G0479200
OG0010699	g345	Ag004G0481600
OG0010700	g354, g9853	Ag004G0482400
OG0010701	g9867, g368	Ag004G0486800
OG0010702	g9870	Ag004G0488000
OG0010703	g9885	Ag004G0493600, Ag048G4609800
OG0010704	g408	Ag004G0495700
OG0010705	g424	Ag004G0499400
OG0010706	g453, g9950	Ag004G0508800, Ag002G0232700
OG0010707	g469	Ag004G0511800
OG0010709	g471	Ag004G0512200
OG0010710	g18634	Ag004G0513500
OG0010711	g9961, g488	Ag004G0514800
OG0010712	g18586	Ag004G0516600
OG0010713	g29723	Ag022G2713000, Ag004G0517500
OG0010714	g508	Ag004G0520400
OG0010715	g513	Ag004G0523200
OG0010716	g514	Ag004G0523300
OG0010718	g18573	Ag004G0524500
OG0010719	g9998	Ag004G0525700
OG0010720	g10014	Ag004G0529300
OG0010721	g10017	Ag004G0529600
OG0010722	g18568	Ag004G0530500
OG0010724	g35793, g18566	Ag004G0533300, Ag031G3313400
OG0010725	g10027, g568	Ag004G0535700
OG0010726	g604	Ag004G0545600
OG0010727	g607	Ag004G0546100
OG0010728	g10065, g608	Ag004G0546200
OG0010729	g13536	Ag004G0547700, Ag029G3111600
OG0010730	g622	Ag004G0548300
OG0010731	g10086, g623	Ag004G0548400
OG0010732	g29120	Ag004G0552700, Ag004G0552600
OG0010733	g29110	Ag004G0554100
OG0010734	g28982	Ag004G0555000
OG0010737	g41412	Ag004G0562500
OG0010738	g41411	Ag004G0562600
OG0010739	g701	Ag004G0562700
OG0010741	g28949	Ag004G0564900
OG0010742	g715	Ag004G0567200
OG0010743	g28927	Ag004G0571500
OG0010744	g28922	Ag004G0572500
OG0010745	g28919	Ag004G0573400
OG0010746	g41381	Ag004G0579300
OG0010747	g755	Ag004G0582300
OG0010748	g760	Ag004G0583200
OG0010749	g763	Ag004G0583600
OG0010750	g41369, g28898	Ag004G0583700
OG0010751	g28895	Ag004G0584100
OG0010752	g768	Ag004G0585300
OG0010753	g28877	Ag004G0590900
OG0010754	g790, g43749	Ag004G0593700
OG0010755	g796	Ag004G0595100
OG0010756	g28867, g41356	Ag004G0596200
OG0010757	g800	Ag004G0596300
OG0010758	g802	Ag004G0597000
OG0010759	g41353	Ag004G0597900
OG0010760	g41351	Ag004G0601700
OG0010761	g28849	Ag004G0610800
OG0010762	g844	Ag004G0615800
OG0010763	g846	Ag004G0617300
OG0010764	g41321	Ag004G0619500
OG0010765	g51884	Ag039G4205100, Ag004G0624600
OG0010766	g1276	Ag004G0639700
OG0010767	g28746	Ag004G0640500
OG0010768	g28742	Ag004G0641900
OG0010769	g28741	Ag004G0642000
OG0010770	g39236, g1273, g28732	Ag004G0642400
OG0010771	g39237, g1270	Ag004G0642600
OG0010772	g28708	Ag004G0651700
OG0010773	g39255	Ag004G0653400
OG0010774	g1235	Ag004G0655300
OG0010775	g1224	Ag004G0658200
OG0010777	g28716	Ag004G0661300
OG0010778	g1163	Ag004G0667300
OG0010779	g28696	Ag004G0669400
OG0010780	g28695	Ag004G0669500
OG0010781	g28694	Ag004G0669600
OG0010782	g28689	Ag004G0670200
OG0010783	g28685	Ag004G0671700
OG0010784	g28677	Ag004G0672300
OG0010785	g28680	Ag004G0672800
OG0010786	g28679	Ag004G0672900
OG0010788	g28667	Ag004G0677700
OG0010789	g28661	Ag004G0678400
OG0010790	g1136	Ag004G0679100
OG0010791	g1134	Ag004G0679800
OG0010792	g28655	Ag004G0680600
OG0010793	g39304	Ag004G0690200
OG0010794	g28625	Ag004G0695400
OG0010795	g39331	Ag004G0704700
OG0010796	g1083	Ag004G0709800
OG0010797	g39338	Ag004G0710500
OG0010798	g1076	Ag004G0711700
OG0010800	g39355	Ag004G0722100
OG0010801	g28544	Ag004G0725500
OG0010802	g1043	Ag004G0728900
OG0010803	g28527	Ag004G0735200
OG0010804	g39365	Ag004G0735400
OG0010805	g39366	Ag004G0737000
OG0010806	g45997	Ag018G2440600, Ag004G0741100
OG0010807	g2542	Ag008G0944300, Ag004G0741400
OG0010808	g1012	Ag004G0741500
OG0010809	g998	Ag004G0746000
OG0010810	g28505	Ag004G0746600
OG0010812	g28495, g983	Ag004G0751500
OG0010813	g2647	Ag004G0768600
OG0010814	g2676, g19456, g19444	Ag004G0770100
OG0010815	g19438	Ag004G0772700
OG0010816	g28449	Ag004G0778100, Ag020G2560100
OG0010817	g946	Ag004G0779400, Ag020G2558700
OG0010818	g39432	Ag020G2557900, Ag004G0780300
OG0010819	g955	Ag004G0783700, Ag020G2554500
OG0010820	g39556	Ag022G2629200
OG0010821	g41148	Ag022G2631800, Ag002G0219800
OG0010822	g25469	Ag022G2638300
OG0010823	g39590	Ag022G2640000
OG0010824	g39591	Ag022G2640200
OG0010825	g39601	Ag022G2641500
OG0010826	g25479	Ag022G2643800
OG0010827	g39605	Ag022G2644100
OG0010828	g29639	Ag022G2661500
OG0010829	g45474	Ag022G2665500
OG0010830	g32211	Ag022G2671000
OG0010831	g45468	Ag022G2671100
OG0010832	g45466	Ag022G2671400
OG0010833	g5576	Ag022G2671700
OG0010834	g5580	Ag022G2673200
OG0010835	g45462, g29655	Ag022G2675100
OG0010836	g29669	Ag022G2681200
OG0010837	g29690	Ag022G2689800
OG0010838	g45449	Ag022G2690100, Ag022G2690200
OG0010839	g45446	Ag045G4522500, Ag022G2695700
OG0010840	g5613	Ag022G2696800
OG0010842	g29724	Ag022G2713100
OG0010843	g29725	Ag022G2713200
OG0010844	g5639	Ag022G2714600
OG0010845	g5643	Ag022G2715700
OG0010847	g29757	Ag022G2722800
OG0010848	g5656	Ag022G2723600
OG0010849	g45414, g40769	Ag022G2726000
OG0010850	g38396	Ag015G2204000, Ag022G2731100
OG0010851	g5684	Ag022G2732600
OG0010852	g27583	Ag018G2473700, Ag022G2733300
OG0010853	g45395, g5693	Ag022G2734600
OG0010855	g29820	Ag022G2745500
OG0010856	g29821	Ag022G2745700
OG0010857	g5720	Ag022G2749700
OG0010858	g5733	Ag022G2754600
OG0010860	g29839	Ag022G2757600
OG0010861	g5756	Ag022G2760600
OG0010862	g45341	Ag022G2768900
OG0010863	g45337	Ag037G4131700, Ag862G5518400, Ag022G2770400
OG0010864	g45329	Ag022G2772100
OG0010865	g45317	Ag022G2772500
OG0010866	g5793	Ag025G2972500, Ag022G2777200
OG0010868	g5797	Ag022G2778300
OG0010869	g5801	Ag022G2781500
OG0010871	g45300	Ag022G2783600
OG0010872	g5818	Ag022G2785600
OG0010873	g45290	Ag022G2787100
OG0010874	g5845	Ag022G2790800
OG0010875	g5863	Ag022G2793700
OG0010876	g3249	Ag022G2795100
OG0010877	g39333, g45282	Ag022G2796200
OG0010878	g16836	Ag075G5281900
OG0010879	g16834	Ag075G5282400, Ag043G4450000
OG0010880	g46657, g16808	Ag075G5292700
OG0010881	g16800	Ag075G5295200
OG0010882	g16787	Ag075G5297600
OG0010883	g16784	Ag075G5298800
OG0010884	g16779, g16781	Ag075G5300600
OG0010885	g23993	Ag060G5009200
OG0010886	g46621	Ag075G5308100
OG0010887	g44269	Ag048G4557200
OG0010888	g13829	Ag048G4558000
OG0010889	g44264	Ag048G4558500, Ag014G1905800
OG0010890	g13598	Ag048G4563700
OG0010891	g46581	Ag048G4565300
OG0010892	g46560	Ag048G4573700
OG0010893	g46548	Ag048G4578100
OG0010894	g44312	Ag048G4583100
OG0010895	g46518	Ag048G4588700
OG0010896	g44343	Ag048G4593000
OG0010897	g2873, g19551	Ag048G4593500
OG0010898	g44354	Ag048G4604400
OG0010899	g18286	Ag048G4611100, Ag011G1069300
OG0010900	g46450	Ag027G3054200, Ag048G4612500, Ag048G4612400
OG0010901	g46436	Ag048G4616100
OG0010902	g46431	Ag048G4616700
OG0010903	g46417	Ag048G4619600
OG0010904	g46415	Ag048G4620700
OG0010905	g46393	Ag048G4623100
OG0010906	g14076	Ag048G4629700
OG0010907	g46374	Ag048G4633700
OG0010908	g44363	Ag048G4641200
OG0010909	g46353	Ag048G4641400
OG0010910	g46337	Ag048G4645500
OG0010911	g46322	Ag048G4647600
OG0010912	g46289	Ag048G4659000
OG0010914	g11548	Ag012G1282600
OG0010915	g44407	Ag048G4672700
OG0010916	g38395	Ag048G4680800
OG0010918	g26900	Ag034G3673400, Ag031G3178600, Ag048G4686500, Ag034G3673500
OG0010919	g46229	Ag048G4696600
OG0010920	g46193	Ag048G4711700
OG0010921	g44479	Ag048G4716500
OG0010922	g46182	Ag048G4719100
OG0010923	g14024, g6086	Ag040G4338900
OG0010924	g14023	Ag040G4339000
OG0010925	g14008	Ag040G4345300
OG0010926	g6814	Ag040G4351700, Ag014G2116800
OG0010927	g28483	Ag020G2577400, Ag049G4733600
OG0010928	g2729	Ag031G3350500, Ag049G4736700
OG0010929	g19513, g2731	Ag049G4737100
OG0010930	g27970, g5	Ag032G3418600
OG0010931	g54382, g54377, g54381	Ag032G3421100
OG0010932	g27984	Ag032G3437900
OG0010933	g36683	Ag032G3448100, Ag032G3448000
OG0010934	g28143	Ag032G3458200
OG0010935	g28000	Ag032G3458400
OG0010936	g36659	Ag032G3461200
OG0010937	g54298	Ag032G3467400
OG0010938	g54296, g36633	Ag032G3467800
OG0010939	g36610	Ag032G3472400
OG0010940	g38281	Ag015G2214300, Ag032G3473100
OG0010942	g37149	Ag054G4879800
OG0010943	g37156	Ag054G4880800
OG0010944	g38029	Ag054G4881300
OG0010946	g51587	Ag054G4889300
OG0010947	g51599	Ag054G4893000
OG0010948	g19594	Ag003G0397000, Ag041G4358300
OG0010949	g11449	Ag041G4359200, Ag009G0976700
OG0010950	g3138	Ag009G0975100, Ag041G4360900
OG0010952	g17890	Ag041G4369700, Ag076G5309700
OG0010953	g13527, g46864	Ag076G5311400, Ag041G4370800
OG0010954	g41249	Ag082G5404900
OG0010955	g1421	Ag007G0850400
OG0010956	g1455	Ag007G0851300, Ag034G3999300
OG0010957	g17920	Ag007G0859700
OG0010958	g46977	Ag007G0878200, Ag007G0871900
OG0010959	g24705	Ag007G0880800
OG0010960	g47002	Ag007G0884100, Ag007G0884000
OG0010961	g24579	Ag007G0889200
OG0010962	g17777	Ag007G0889900
OG0010963	g13596	Ag007G0890200
OG0010964	g17756	Ag007G0893600
OG0010965	g24539	Ag007G0896300
OG0010966	g47038	Ag007G0896500
OG0010967	g47057	Ag007G0901600
OG0010968	g47078	Ag007G0908300
OG0010969	g46714	Ag007G0911800
OG0010970	g47083	Ag007G0911900
OG0010971	g1594	Ag007G0915300
OG0010972	g47092	Ag007G0915900
OG0010973	g24466	Ag007G0916900
OG0010974	g24457	Ag007G0919700
OG0010975	g17647	Ag007G0924300
OG0010976	g27499	Ag007G0924400
OG0010977	g1461	Ag007G0927400
OG0010978	g24407	Ag025G2900000, Ag007G0933800
OG0010979	g24403	Ag025G2901100, Ag007G0935000
OG0010980	g24410	Ag007G0935200, Ag025G2901200
OG0010981	g46025	Ag078G5331400
OG0010984	g44572	Ag078G5343900
OG0010986	g44564, g46068	Ag078G5350500
OG0010987	g46076	Ag078G5351400
OG0010988	g46083	Ag078G5353400
OG0010989	g51550	Ag078G5357800, Ag023G2848100
OG0010990	g46095	Ag078G5359800
OG0010991	g46098	Ag078G5360100
OG0010992	g46101	Ag078G5361400
OG0010993	g44555	Ag078G5363800
OG0010994	g46109	Ag078G5364700
OG0010995	g44544	Ag078G5370400
OG0010996	g46131	Ag078G5378100
