Orthogroup	Cochlearia_excelsa	Brassica_oleracea
OG0008542	g39508	XP_013638929.1, XP_013609133.1
OG0008543	g39492	XP_013608730.1, XP_013625364.1
OG0008544	g45261	XP_013612818.1
OG0008545	g25401, g39468	XP_013611414.1
OG0008546	g25400	XP_013611415.1, XP_013628632.1
OG0008547	g39487	XP_013625389.1, XP_013612014.1
OG0008548	g25371	XP_013628272.1, XP_013613083.1
OG0008549	g25368	XP_013621812.1, XP_013611746.1
OG0008550	g25363	XP_013628085.1, XP_013611050.1
OG0008551	g47590	XP_013621194.1
OG0008552	g50849	XP_013605406.1, XP_013622912.1
OG0008553	g50397	XP_013627529.1, XP_013596922.1, XP_013585149.1
OG0008554	g50384	XP_013623167.1
OG0008555	g50376	XP_013630095.1
OG0008556	g32190, g50373	XP_013593766.1, XP_013638093.1
OG0008557	g50372	XP_013622566.1, XP_013583605.1
OG0008558	g23696	XP_013603656.1, XP_013599027.1
OG0008559	g17109	XP_013597510.1, XP_013599554.1
OG0008560	g17088, g23637	XP_013596432.1, XP_013586412.1
OG0008561	g23638, g17089	XP_013617682.1, XP_013598751.1
OG0008562	g47629	XP_013600768.1, XP_013598476.1, XP_013619733.1
OG0008563	g17079, g23622	XP_013600823.1, XP_013599142.1
OG0008564	g23618	XP_013593866.1
OG0008565	g23589	XP_013599789.1, XP_013618768.1
OG0008567	g17070, g17115	XP_013595926.1, XP_013601138.1
OG0008568	g17067	XP_013601128.1
OG0008569	g23581	XP_013601135.1, XP_013593299.1
OG0008570	g17064	XP_013604060.1, XP_013601385.1, XP_013597500.1
OG0008571	g47662	XP_013587923.1
OG0008572	g30993	XP_013600995.1
OG0008573	g27138, g31298	XP_013601851.1, XP_013587074.1
OG0008574	g31557	XP_013600599.1, XP_013587142.1
OG0008575	g32085, g50308	XP_013602956.1, XP_013583743.1
OG0008576	g50361, g32152	XP_013597858.1, XP_013586705.1
OG0008577	g32200	XP_013599103.1, XP_013593665.1, XP_013627324.1, XP_013587109.1
OG0008580	g28171, g28159	XP_013588431.1
OG0008581	g53833	XP_013584382.1, XP_013590322.1
OG0008582	g36358, g36354	XP_013590820.1
OG0008584	g40785	XP_013612598.1, XP_013605966.1
OG0008585	g44123	XP_013624280.1, XP_013630765.1
OG0008586	g18022, g18025, g44851	XP_013619092.1
OG0008587	g36533	XP_013592733.1
OG0008588	g17959	XP_013617351.1
OG0008592	g7210	XP_013620035.1, XP_013638839.1
OG0008593	g13910	XP_013610977.1, XP_013607622.1
OG0008594	g6553, g13452	XP_013627498.1
OG0008596	g38520	XP_013635303.1
OG0008598	g38472, g43539	XP_013603284.1, XP_013634830.1
OG0008599	g38470	XP_013600791.1, XP_013634578.1
OG0008600	g50952, g38437	XP_013636818.1, XP_013605272.1
OG0008601	g50973	XP_013605778.1, XP_013625858.1
OG0008602	g50979	XP_013600769.1, XP_013634445.1
OG0008603	g38319, g51067	XP_013600721.1
OG0008604	g39892	XP_013626055.1, XP_013634218.1
OG0008605	g37088, g51432	XP_013625935.1, XP_013637501.1, XP_013637499.1
OG0008607	g10525	XP_013619555.1, XP_013596665.1
OG0008609	g10350	XP_013599307.1, XP_013615777.1, XP_013620370.1, XP_013615767.1, XP_013613305.1
OG0008610	g5337, g29419	XP_013620613.1
OG0008611	g29322	XP_013628018.1, XP_013609407.1
OG0008615	g25675	XP_013626020.1
OG0008616	g23239	XP_013597367.1
OG0008617	g23701	XP_013598265.1, XP_013618888.1
OG0008618	g23846	XP_013625391.1, XP_013595115.1
OG0008619	g47489	XP_013594085.1, XP_013599384.1
OG0008620	g40514	XP_013614991.1
OG0008621	g12314, g12313	XP_013616778.1
OG0008622	g6790	XP_013586936.1
OG0008623	g1665	XP_013616037.1
OG0008624	g10290	XP_013593626.1, XP_013612889.1, XP_013621066.1
OG0008625	g1662	XP_013618440.1, XP_013595931.1
OG0008626	g10230, g5771, g5770	XP_013612212.1, XP_013594950.1
OG0008627	g10212	XP_013610520.1, XP_013614997.1
OG0008628	g28281	XP_013610197.1, XP_013625741.1, XP_013626636.1
OG0008629	g917	XP_013616312.1, XP_013627785.1
OG0008630	g927, g28433	XP_013606032.1, XP_013617036.1
OG0008631	g29581	XP_013629567.1, XP_013609859.1
OG0008649	g23398	XP_013639618.1, XP_013626274.1
OG0008650	g47746	XP_013606421.1, XP_013598585.1
OG0008651	g23919	XP_013593663.1
OG0008653	g19544	XP_013629441.1, XP_013603089.1
OG0008654	g2822	XP_013627553.1, XP_013591573.1
OG0008655	g19423	XP_013586750.1, XP_013588429.1, XP_013627994.1
OG0008656	g2704	XP_013588583.1, XP_013603004.1
OG0008657	g27118	XP_013639018.1
OG0008658	g2708	XP_013625829.1
OG0008659	g19496	XP_013604322.1
OG0008660	g19486	XP_013598170.1, XP_013604538.1
OG0008661	g19483	XP_013604337.1
OG0008662	g10829	XP_013598124.1, XP_013620714.1
OG0008663	g10761	XP_013620596.1, XP_013597833.1
OG0008664	g6156	XP_013591548.1
OG0008665	g29031	XP_013610865.1, XP_013623018.1
OG0008666	g4950, g29017	XP_013618810.1, XP_013606697.1
OG0008667	g29016	XP_013616675.1, XP_013607023.1
OG0008669	g7233, g13188	XP_013587715.1
OG0008670	g29143	XP_013616385.1, XP_013612090.1
OG0008671	g45739	XP_013623109.1, XP_013606343.1
OG0008672	g5021	XP_013611087.1, XP_013614979.1
OG0008673	g29178	XP_013608688.1
OG0008674	g29179	XP_013609115.1
OG0008675	g5028	XP_013611058.1
OG0008676	g29181	XP_013606669.1, XP_013614909.1
OG0008677	g45733	XP_013619445.1, XP_013609955.1
OG0008678	g5052	XP_013610842.1
OG0008679	g52170	XP_013631631.1
OG0008680	g45723	XP_013623811.1, XP_013613049.1
OG0008681	g5062	XP_013630787.1, XP_013611211.1
OG0008682	g29202	XP_013625645.1, XP_013608428.1, XP_013618650.1
OG0008683	g5076	XP_013628092.1
OG0008684	g29268, g29217	XP_013615565.1, XP_013609656.1
OG0008685	g29219	XP_013625168.1, XP_013606233.1
OG0008686	g29220	XP_013618216.1, XP_013611982.1
OG0008687	g11578	XP_013628134.1
OG0008688	g5093, g29238	XP_013628176.1, XP_013616330.1
OG0008689	g29239	XP_013610134.1, XP_013616342.1
OG0008691	g29261	XP_013612939.1, XP_013628547.1
OG0008692	g39767	XP_013631798.1, XP_013630273.1
OG0008693	g29276	XP_013612511.1
OG0008694	g40178	XP_013618260.1, XP_013608741.1
OG0008695	g7078	XP_013585740.1
OG0008696	g5201, g29315	XP_013612124.1
OG0008697	g5209	XP_013609073.1
OG0008698	g5231	XP_013615590.1
OG0008700	g1017	XP_013621807.1
OG0008701	g5256	XP_013620730.1, XP_013612007.1
OG0008702	g45623	XP_013620306.1, XP_013613130.1
OG0008703	g5275, g13773, g50766	XP_013609071.1
OG0008704	g29364	XP_013620837.1, XP_013612172.1
OG0008705	g5289	XP_013626913.1, XP_013610217.1
OG0008706	g5291	XP_013616185.1, XP_013607134.1
OG0008707	g29378	XP_013611770.1, XP_013628827.1
OG0008708	g29374	XP_013618333.1, XP_013609155.1
OG0008709	g45609	XP_013618377.1, XP_013607416.1
OG0008710	g45601, g28386	XP_013610532.1, XP_013608461.1, XP_013608462.1
OG0008711	g29396	XP_013611974.1
OG0008712	g45592	XP_013618618.1, XP_013607283.1
OG0008713	g45591, g18351	XP_013609775.1
OG0008714	g5315, g29400	XP_013611522.1
OG0008715	g45587	XP_013626016.1, XP_013611236.1
OG0008716	g5333	XP_013620698.1, XP_013622650.1
OG0008717	g5335, g29418	XP_013620696.1, XP_013606801.1
OG0008718	g29422	XP_013608970.1, XP_013623143.1
OG0008719	g5339	XP_013623144.1, XP_013608971.1
OG0008720	g5344	XP_013629174.1, XP_013620977.1
OG0008721	g29437	XP_013611837.1, XP_013621020.1
OG0008722	g5377	XP_013610253.1, XP_013620105.1
OG0008723	g28506	XP_013613059.1, XP_013621459.1
OG0008724	g5388	XP_013610267.1, XP_013620101.1
OG0008725	g29469	XP_013613200.1, XP_013618519.1
OG0008726	g45559	XP_013610552.1, XP_013619671.1
OG0008727	g29483, g5403	XP_013620807.1, XP_013611865.1
OG0008728	g45547, g29489	XP_013630277.1, XP_013612711.1
OG0008729	g45540	XP_013608961.1, XP_013625326.1
OG0008730	g5426, g29513	XP_013616536.1
OG0008731	g29524	XP_013613665.1, XP_013606928.1
OG0008732	g29540	XP_013613203.1, XP_013613113.1
OG0008733	g29550	XP_013620272.1, XP_013612596.1
OG0008734	g29566	XP_013622295.1, XP_013615910.1, XP_013611566.1
OG0008735	g5467	XP_013621907.1
OG0008736	g5473	XP_013619102.1
OG0008737	g29574	XP_013612059.1, XP_013628581.1
OG0008738	g5490	XP_013629670.1, XP_013612442.1
OG0008739	g10402	XP_013598237.1, XP_013618114.1
OG0008740	g1405	XP_013616711.1
OG0008741	g29586	XP_013628228.1
OG0008742	g5509	XP_013610060.1, XP_013627206.1
OG0008744	g5526	XP_013620320.1, XP_013609993.1
OG0008745	g5531	XP_013621032.1, XP_013621026.1, XP_013630812.1
OG0008746	g29607	XP_013613310.1, XP_013627149.1
OG0008747	g29621	XP_013606854.1, XP_013618945.1
OG0008748	g39615	XP_013610674.1
OG0008749	g39620	XP_013619737.1, XP_013627606.1
OG0008750	g39634	XP_013612688.1, XP_013615641.1
OG0008751	g25501	XP_013612924.1
OG0008752	g45192, g39643	XP_013622681.1, XP_013608632.1
OG0008753	g17182	XP_013593898.1, XP_013608657.1
OG0008754	g23799	XP_013599601.1
OG0008755	g17188	XP_013593846.1, XP_013607708.1
OG0008756	g17189	XP_013607702.1
OG0008757	g39463	XP_013620868.1
OG0008758	g40188	XP_013593272.1, XP_013586345.1
OG0008759	g40185	XP_013636703.1, XP_013599179.1
OG0008760	g40158	XP_013621755.1
OG0008761	g40153	XP_013635911.1
OG0008762	g40125	XP_013636884.1, XP_013637206.1
OG0008763	g40120	XP_013614277.1, XP_013632176.1
OG0008764	g40116	XP_013631084.1, XP_013637322.1
OG0008765	g40115	XP_013635304.1, XP_013627542.1
OG0008766	g40096	XP_013633676.1
OG0008768	g40089	XP_013635479.1, XP_013634679.1
OG0008769	g40086	XP_013634814.1
OG0008770	g40084	XP_013631234.1, XP_013637447.1
OG0008771	g13583	XP_013636559.1
OG0008772	g37813	XP_013636523.1
OG0008773	g40069	XP_013635518.1
OG0008774	g40067	XP_013636873.1, XP_013634406.1
OG0008775	g53382	XP_013631402.1, XP_013632090.1
OG0008776	g40038	XP_013636794.1, XP_013630843.1
OG0008777	g51077	XP_013635866.1
OG0008778	g37844, g39975	XP_013630405.1
OG0008779	g37845, g39981	XP_013632149.1, XP_013630973.1
OG0008780	g40000	XP_013634501.1, XP_013633556.1
OG0008781	g51098	XP_013632142.1, XP_013631757.1
OG0008782	g37848, g40001	XP_013637149.1
OG0008784	g40003	XP_013637387.1, XP_013634468.1
OG0008785	g40013	XP_013635221.1, XP_013636069.1
OG0008786	g40015	XP_013633897.1, XP_013636977.1
OG0008787	g51139	XP_013631712.1, XP_013630593.1
OG0008788	g51158	XP_013631732.1
OG0008789	g39957	XP_013631525.1, XP_013634601.1
OG0008790	g39952	XP_013637359.1, XP_013622288.1
OG0008791	g37893, g5560	XP_013636381.1
OG0008792	g39944	XP_013635070.1, XP_013635178.1
OG0008793	g51194	XP_013633318.1, XP_013633741.1
OG0008794	g39916	XP_013634675.1
OG0008795	g39909, g51213	XP_013630782.1, XP_013636511.1
OG0008796	g51216	XP_013621946.1
OG0008797	g39895	XP_013627876.1, XP_013636731.1
OG0008798	g39873, g51233	XP_013637650.1
OG0008799	g51235	XP_013635128.1, XP_013622050.1
OG0008800	g39869	XP_013622051.1
OG0008801	g51236	XP_013631526.1
OG0008802	g39854	XP_013636995.1, XP_013630934.1
OG0008803	g39850	XP_013637009.1, XP_013636652.1
OG0008804	g39845	XP_013631350.1, XP_013625132.1, XP_013633844.1
OG0008805	g51251	XP_013633517.1, XP_013625136.1
OG0008806	g37914	XP_013631196.1, XP_013623267.1
OG0008807	g51269	XP_013635829.1, XP_013636042.1
OG0008809	g39812, g51291	XP_013633805.1
OG0008810	g51304	XP_013633942.1, XP_013633996.1
OG0008811	g39790	XP_013634908.1, XP_013635380.1, XP_013627801.1
OG0008812	g24798	XP_013599953.1
OG0008814	g39768	XP_013636126.1
OG0008815	g51335	XP_013633983.1
OG0008816	g39750	XP_013631379.1, XP_013622116.1
OG0008817	g39748, g51341	XP_013633633.1, XP_013622120.1
OG0008818	g51342	XP_013632310.1
OG0008819	g51348	XP_013634748.1, XP_013632574.1
OG0008820	g51352	XP_013631762.1, XP_013631467.1
OG0008821	g39738	XP_013621346.1, XP_013597978.1
OG0008822	g11107	XP_013596929.1, XP_013609850.1
OG0008823	g11102	XP_013609849.1, XP_013596472.1
OG0008824	g39713	XP_013616079.1
OG0008825	g39706	XP_013607345.1, XP_013618698.1
OG0008826	g39704	XP_013593019.1, XP_013616176.1
OG0008827	g23833	XP_013598655.1, XP_013599748.1
OG0008828	g11059	XP_013595937.1, XP_013608781.1
OG0008830	g23788	XP_013616807.1
OG0008832	g17175	XP_013595264.1, XP_013616493.1
OG0008833	g36265	XP_013588230.1
OG0008834	g54016	XP_013638746.1, XP_013599578.1
OG0008835	g36262	XP_013599779.1, XP_013638405.1
OG0008836	g36250, g36257	XP_013638284.1
OG0008837	g54004	XP_013615636.1, XP_013590158.1, XP_013615634.1
OG0008838	g54003	XP_013602002.1, XP_013592426.1
OG0008839	g36186	XP_013587791.1, XP_013605176.1
OG0008840	g36200, g28134	XP_013589910.1, XP_013600124.1
OG0008841	g53945	XP_013588593.1, XP_013600551.1
OG0008842	g50434	XP_013623412.1, XP_013596068.1, XP_013637900.1
OG0008843	g32305	XP_013593054.1, XP_013585734.1
OG0008844	g32320	XP_013595559.1, XP_013584196.1
OG0008845	g6417	XP_013597048.1
OG0008845	g11671	XP_013629494.1
OG0008846	g32331	XP_013597236.1, XP_013585180.1
OG0008847	g32346	XP_013625197.1, XP_013587394.1
OG0008848	g32375	XP_013594057.1, XP_013638340.1
OG0008849	g32390	XP_013637813.1, XP_013635931.1
OG0008850	g50503	XP_013596128.1, XP_013637811.1
OG0008851	g32392	XP_013584462.1, XP_013626512.1
OG0008852	g32408	XP_013622090.1, XP_013595495.1
OG0008853	g10203	XP_013606694.1
OG0008854	g27689	XP_013589361.1, XP_013628925.1, XP_013585511.1
OG0008855	g32421	XP_013597647.1
OG0008856	g27693, g32429	XP_013596030.1, XP_013586728.1
OG0008857	g32457	XP_013586187.1, XP_013629482.1
OG0008858	g50552	XP_013584275.1, XP_013595932.1
OG0008859	g27710	XP_013586976.1, XP_013598649.1
OG0008860	g27713	XP_013587427.1
OG0008861	g50565	XP_013587582.1, XP_013599305.1
OG0008862	g32502	XP_013584271.1, XP_013618000.1
OG0008863	g27720	XP_013608698.1
OG0008864	g50569	XP_013587509.1
OG0008865	g27751	XP_013584316.1
OG0008866	g27749	XP_013598675.1
OG0008867	g28262	XP_013606100.1
OG0008868	g50599	XP_013586715.1, XP_013604876.1
OG0008869	g32540	XP_013584356.1, XP_013638272.1
OG0008870	g32549	XP_013637772.1, XP_013600851.1
OG0008872	g32630	XP_013599765.1
OG0008873	g37131, g51514	XP_013635685.1
OG0008874	g10714, g10710	XP_013598239.1
OG0008875	g16701	XP_013619381.1, XP_013597227.1
OG0008876	g10665	XP_013596083.1
OG0008877	g11157	XP_013604289.1
OG0008878	g41	XP_013611721.1, XP_013593618.1
OG0008879	g19653	XP_013598691.1
OG0008880	g9644	XP_013596477.1, XP_013610348.1
OG0008881	g9660	XP_013607292.1, XP_013593881.1
OG0008882	g54	XP_013598407.1, XP_013611662.1
OG0008883	g59	XP_013609709.1, XP_013594767.1
OG0008884	g61	XP_013597986.1, XP_013613157.1
OG0008885	g9663	XP_013598390.1, XP_013632630.1
OG0008886	g9669	XP_013594755.1
OG0008887	g81	XP_013598572.1, XP_013617841.1, XP_013618146.1
OG0008888	g101	XP_013621155.1, XP_013628302.1
OG0008889	g107	XP_013618850.1, XP_013602846.1, XP_013610607.1
OG0008890	g117, g9687	XP_013619085.1, XP_013627228.1
OG0008891	g9699	XP_013613182.1, XP_013622030.1
OG0008892	g9702	XP_013622137.1, XP_013618266.1
OG0008893	g9704	XP_013614266.1, XP_013628402.1
OG0008894	g9721	XP_013613636.1, XP_013628737.1
OG0008895	g9724	XP_013613886.1, XP_013613606.1
OG0008896	g176	XP_013613888.1, XP_013613634.1, XP_013624402.1
OG0008897	g9725, g178	XP_013612150.1, XP_013630350.1
OG0008898	g197	XP_013620183.1
OG0008899	g18662	XP_013630388.1
OG0008900	g9743	XP_013630827.1, XP_013620002.1
OG0008901	g9753	XP_013623318.1, XP_013610906.1
OG0008902	g240, g9770	XP_013629816.1, XP_013606401.1
OG0008903	g244	XP_013616328.1
OG0008905	g9796	XP_013621373.1, XP_013630741.1
OG0008906	g266	XP_013606881.1, XP_013629941.1
OG0008907	g272	XP_013621401.1, XP_013622505.1
OG0008908	g279	XP_013617974.1, XP_013627397.1
OG0008909	g9814	XP_013612957.1
OG0008910	g305	XP_013626319.1, XP_013619213.1
OG0008911	g312	XP_013612550.1, XP_013627284.1
OG0008912	g327	XP_013607164.1, XP_013623637.1
OG0008913	g331	XP_013618980.1, XP_013627064.1
OG0008914	g9840	XP_013618536.1, XP_013628572.1
OG0008916	g342	XP_013630672.1
OG0008917	g352	XP_013606552.1, XP_013621158.1
OG0008918	g9854	XP_013616691.1, XP_013629314.1
OG0008919	g9860	XP_013627888.1, XP_013619810.1
OG0008920	g9862	XP_013626687.1, XP_013607394.1
OG0008921	g9865	XP_013618785.1, XP_013626027.1
OG0008923	g9874, g382	XP_013619080.1, XP_013621852.1
OG0008924	g385	XP_013618730.1
OG0008925	g9876	XP_013616384.1, XP_013626515.1
OG0008926	g394	XP_013627201.1, XP_013619677.1
OG0008927	g399	XP_013625341.1, XP_013609100.1
OG0008928	g421	XP_013593141.1, XP_013595748.1
OG0008929	g9920	XP_013613371.1, XP_013606101.1
OG0008930	g458	XP_013598062.1, XP_013613819.1
OG0008931	g465	XP_013618035.1, XP_013597904.1
OG0008932	g468	XP_013618039.1, XP_013595993.1
OG0008933	g9959	XP_013609056.1
OG0008934	g483	XP_013599328.1
OG0008935	g490	XP_013598057.1, XP_013620453.1
OG0008936	g492	XP_013613257.1, XP_013598326.1
OG0008937	g9973	XP_013598913.1
OG0008938	g511	XP_013599342.1, XP_013621689.1
OG0008939	g524	XP_013619142.1
OG0008940	g10016, g10013	XP_013593245.1
OG0008942	g549	XP_013595538.1, XP_013618707.1
OG0008943	g10021	XP_013616721.1, XP_013598466.1
OG0008944	g10024	XP_013597675.1, XP_013613027.1
OG0008945	g577	XP_013611790.1
OG0008946	g578	XP_013621590.1, XP_013598731.1
OG0008947	g581	XP_013616142.1, XP_013606342.1
OG0008948	g583	XP_013595541.1, XP_013618004.1
OG0008949	g10049	XP_013618075.1, XP_013608816.1
OG0008950	g10058	XP_013598041.1, XP_013615967.1
OG0008952	g18551, g14921	XP_013610031.1, XP_013595593.1
OG0008953	g638	XP_013609820.1
OG0008954	g29123	XP_013614044.1, XP_013621123.1
OG0008955	g653, g28980	XP_013610605.1, XP_013621103.1
OG0008956	g29128	XP_013611269.1
OG0008957	g29127	XP_013616167.1, XP_013622231.1
OG0008958	g657	XP_013621127.1
OG0008959	g659	XP_013621126.1
OG0008960	g28975	XP_013620389.1, XP_013611247.1
OG0008962	g664	XP_013611245.1, XP_013622717.1
OG0008963	g28965	XP_013618938.1
OG0008964	g685	XP_013616060.1, XP_013607385.1
OG0008965	g704	XP_013618310.1
OG0008966	g707	XP_013609943.1, XP_013625705.1
OG0008967	g28946	XP_013621195.1, XP_013611817.1
OG0008968	g711	XP_013620662.1, XP_013612073.1
OG0008969	g41402, g28931	XP_013616112.1, XP_013613308.1
OG0008970	g734	XP_013606131.1, XP_013612348.1
OG0008971	g41387	XP_013609806.1
OG0008972	g41386	XP_013630742.1, XP_013618576.1
OG0008973	g743	XP_013612134.1, XP_013620324.1
OG0008974	g41379	XP_013630211.1, XP_013607050.1
OG0008975	g746	XP_013611691.1, XP_013628205.1
OG0008976	g28906, g748	XP_013609220.1, XP_013613892.1
OG0008977	g28897	XP_013611154.1, XP_013628211.1
OG0008978	g770	XP_013629716.1, XP_013611264.1
OG0008980	g28873	XP_013618264.1, XP_013606979.1
OG0008981	g28871	XP_013621286.1, XP_013610572.1
OG0008982	g805	XP_013612861.1, XP_013621630.1
OG0008983	g28450	XP_013630681.1, XP_013615717.1, XP_013625847.1
OG0008984	g816	XP_013606185.1, XP_013615906.1
OG0008985	g41333	XP_013610440.1, XP_013619257.1
OG0008986	g831	XP_013611542.1, XP_013612417.1
OG0008988	g28805	XP_013621647.1
OG0008989	g28785	XP_013606977.1, XP_013616152.1
OG0008990	g28783	XP_013618950.1, XP_013612289.1
OG0008991	g28763	XP_013607246.1, XP_013616540.1
OG0008992	g41303	XP_013623429.1
OG0008993	g28761	XP_013619741.1
OG0008994	g39245	XP_013609450.1, XP_013626374.1
OG0008995	g28706	XP_013618409.1
OG0008996	g1240	XP_013612843.1, XP_013616407.1
OG0008997	g1236	XP_013620711.1, XP_013611952.1
OG0008998	g1233	XP_013612011.1
OG0008999	g39273	XP_013622713.1, XP_013606560.1
OG0009000	g1177	XP_013611412.1, XP_013628897.1
OG0009001	g28698	XP_013629988.1, XP_013620760.1
OG0009002	g1155	XP_013615914.1, XP_013611392.1
OG0009003	g50163	XP_013585735.1
OG0009004	g28681	XP_013630349.1, XP_013611149.1
OG0009005	g13643	XP_013617361.1
OG0009006	g28666	XP_013611784.1
OG0009007	g1118	XP_013627329.1, XP_013619531.1
OG0009008	g1112	XP_013609492.1, XP_013618786.1
OG0009009	g39307	XP_013616424.1, XP_013608757.1
OG0009010	g28632	XP_013629074.1, XP_013613062.1
OG0009011	g28631	XP_013625799.1
OG0009012	g28624	XP_013610112.1
OG0009013	g28622	XP_013612066.1, XP_013621247.1
OG0009014	g1099	XP_013609063.1
OG0009015	g1093	XP_013621383.1
OG0009016	g28592	XP_013607405.1, XP_013618238.1
OG0009017	g28574	XP_013628974.1, XP_013608234.1, XP_013610238.1
OG0009018	g28571	XP_013609825.1, XP_013626270.1
OG0009019	g28566	XP_013612635.1, XP_013616569.1
OG0009020	g28564	XP_013607117.1, XP_013628291.1
OG0009021	g28561	XP_013626174.1
OG0009022	g28558	XP_013618441.1, XP_013608228.1, XP_013629536.1
OG0009023	g1068	XP_013630082.1, XP_013613016.1
OG0009024	g28555	XP_013621991.1, XP_013611622.1
OG0009025	g1057	XP_013612905.1
OG0009026	g1061	XP_013606606.1, XP_013629715.1
OG0009027	g28536	XP_013625622.1, XP_013606338.1
OG0009028	g1040	XP_013612030.1
OG0009029	g28530	XP_013612637.1, XP_013627084.1
OG0009030	g1024	XP_013625347.1, XP_013609180.1
OG0009031	g28523	XP_013618419.1, XP_013606930.1
OG0009032	g28516	XP_013611773.1
OG0009033	g28515	XP_013612505.1
OG0009033	g39369	XP_013630482.1
OG0009034	g28510	XP_013612322.1, XP_013626415.1
OG0009035	g39384, g39388	XP_013620128.1, XP_013610795.1
OG0009036	g28507	XP_013613058.1, XP_013621457.1
OG0009037	g39386, g992	XP_013615901.1, XP_013611803.1
OG0009038	g28497	XP_013628930.1, XP_013608906.1
OG0009039	g2622, g19396	XP_013627593.1, XP_013603661.1
OG0009040	g2631	XP_013600116.1, XP_013630785.1
OG0009042	g2644	XP_013626555.1, XP_013603677.1
OG0009043	g2649	XP_013599477.1
OG0009044	g19441, g19453	XP_013590262.1
OG0009045	g2688	XP_013597611.1
OG0009046	g948	XP_013612739.1, XP_013630153.1
OG0009047	g39428	XP_013620569.1
OG0009048	g45233	XP_013620692.1
OG0009049	g39611	XP_013607199.1
OG0009050	g36847	XP_013636157.1
OG0009051	g5545	XP_013609790.1, XP_013619263.1
OG0009052	g25189	XP_013601205.1
OG0009053	g40748	XP_013611834.1
OG0009054	g29653	XP_013609185.1, XP_013623649.1
OG0009055	g5589	XP_013621493.1
OG0009056	g29678	XP_013629552.1, XP_013613216.1
OG0009057	g5595	XP_013612661.1
OG0009058	g29687	XP_013627298.1, XP_013607415.1
OG0009059	g5607	XP_013628241.1, XP_013609500.1
OG0009060	g41472	XP_013616835.1, XP_013621916.1
OG0009061	g4916	XP_013616837.1
OG0009062	g27616	XP_013584751.1, XP_013596622.1
OG0009063	g29696	XP_013627963.1, XP_013610723.1
OG0009064	g32241	XP_013638388.1
OG0009065	g29699	XP_013627463.1, XP_013609297.1
OG0009066	g29700	XP_013625969.1, XP_013621420.1
OG0009067	g29710	XP_013619525.1, XP_013610643.1
OG0009068	g29719	XP_013611521.1, XP_013616087.1
OG0009069	g29721	XP_013620519.1
OG0009070	g45428	XP_013628952.1
OG0009072	g5644	XP_013619679.1, XP_013609295.1
OG0009073	g29738	XP_013628466.1, XP_013612929.1
OG0009074	g29739	XP_013628465.1, XP_013612928.1
OG0009075	g37462	XP_013633739.1
OG0009076	g29750, g5646	XP_013610138.1, XP_013627356.1
OG0009077	g5650, g45409	XP_013612266.1
OG0009078	g5652	XP_013616352.1, XP_013622397.1
OG0009079	g29766	XP_013610399.1, XP_013626905.1
OG0009080	g5687	XP_013607054.1, XP_013588592.1
OG0009081	g29794	XP_013612971.1, XP_013608545.1
OG0009082	g29800	XP_013623527.1, XP_013613218.1
OG0009083	g5698	XP_013618152.1, XP_013613343.1
OG0009084	g25358	XP_013611306.1, XP_013622257.1
OG0009085	g29805	XP_013611668.1
OG0009086	g45376	XP_013606306.1, XP_013613125.1
OG0009087	g29811	XP_013621106.1, XP_013614450.1
OG0009088	g45373, g5716	XP_013609779.1, XP_013626452.1
OG0009089	g5717	XP_013612809.1, XP_013621873.1
OG0009090	g45368	XP_013629528.1, XP_013611348.1
OG0009091	g28298, g1363	XP_013628616.1
OG0009092	g29831	XP_013623610.1, XP_013607427.1
OG0009093	g5724	XP_013611868.1
OG0009094	g5725	XP_013609309.1
OG0009095	g29836	XP_013618432.1, XP_013606191.1
OG0009096	g5750	XP_013611498.1, XP_013625253.1
OG0009097	g5752	XP_013613158.1, XP_013623680.1
OG0009098	g5766	XP_013620458.1, XP_013628714.1
OG0009099	g53743, g53744	XP_013588863.1
OG0009100	g5783	XP_013618242.1
OG0009101	g29856	XP_013610614.1, XP_013627738.1
OG0009102	g5794	XP_013608895.1, XP_013620136.1
OG0009103	g5798	XP_013608693.1, XP_013623667.1
OG0009104	g45304	XP_013627180.1, XP_013612227.1
OG0009105	g5838, g5842, g5836, g5840	XP_013628625.1
OG0009106	g5846	XP_013628347.1
OG0009107	g5851	XP_013620991.1, XP_013606926.1
OG0009108	g5855	XP_013627053.1
OG0009109	g5859	XP_013615691.1, XP_013607080.1, XP_013623920.1, XP_013608562.1
OG0009110	g5858	XP_013609923.1, XP_013609774.1, XP_013623804.1, XP_013626455.1
OG0009111	g45281	XP_013622893.1, XP_013587309.1
OG0009112	g46664	XP_013633867.1
OG0009113	g16815	XP_013636747.1
OG0009114	g16814	XP_013631494.1
OG0009116	g46653	XP_013632037.1, XP_013587990.1
OG0009117	g16804, g46651	XP_013588563.1, XP_013633650.1
OG0009118	g16802	XP_013587772.1, XP_013631711.1
OG0009119	g25028	XP_013596644.1
OG0009120	g46622	XP_013631452.1, XP_013589835.1
OG0009121	g46604	XP_013617396.1, XP_013618129.1, XP_013589777.1
OG0009122	g36646	XP_013591431.1, XP_013616626.1, XP_013589767.1
OG0009123	g46607	XP_013619099.1
OG0009124	g39222	XP_013607081.1, XP_013608935.1
OG0009125	g46600	XP_013587980.1
OG0009127	g44273	XP_013588683.1, XP_013618532.1
OG0009128	g44276	XP_013616641.1
OG0009129	g32231	XP_013618846.1
